05-MalPatSaj-market_value,07-silvestri-market_value_apr_2022,05-MalPatSaj-profit,08-slytherin-revenue,07-silvestri-revenue_2022,05-MalPatSaj-assets,05-MalPatSaj-sales
doll_98.28 b,doll_98.28 b,doll_5.11 b,doll_22.5 b,doll_22.51 b,doll_280.16 b,doll_22.51 b
doll_31.55 b,doll_31.55 b,doll_8.77 b,doll_30.2 b,doll_30.17 b,"doll_1,874.94 b",doll_30.17 b
doll_35.48 b,doll_35.48 b,doll_3.47 b,doll_84.9 b,doll_84.88 b,doll_358.97 b,doll_84.88 b
doll_26.56 b,doll_26.56 b,doll_3.93 b,doll_103.6 b,doll_103.58 b,"doll_2,614.33 b",doll_103.58 b
doll_39.34 b,doll_39.34 b,doll_6.29 b,doll_135.9 b,doll_135.95 b,doll_92.68 b,doll_135.95 b
doll_189.4 b,doll_189.4 b,doll_6.46 b,doll_30.3 b,doll_30.28 b,doll_83.39 b,doll_30.28 b
doll_31.36 b,doll_31.36 b,doll_3.37 b,doll_102.1 b,doll_102.13 b,doll_664.52 b,doll_102.13 b
doll_51.41 b,doll_51.41 b,doll_18.04 b,doll_62 b,doll_61.95 b,doll_72.27 b,doll_61.95 b
doll_130.37 b,doll_130.37 b,doll_8.41 b,doll_96.2 b,doll_96.25 b,doll_46.33 b,doll_96.25 b
doll_53.19 b,doll_53.19 b,doll_5.13 b,doll_91.5 b,doll_91.55 b,doll_84.11 b,doll_91.55 b
doll_55.04 b,doll_55.04 b,doll_5.97 b,doll_96.6 b,doll_96.62 b,doll_75.14 b,doll_96.62 b
doll_71.9 b,doll_71.9 b,doll_5.25 b,doll_19.9 b,doll_19.93 b,doll_541.25 b,doll_19.93 b
doll_239.64 b,doll_239.64 b,doll_7.83 b,doll_28.5 b,doll_28.5 b,doll_73.22 b,doll_28.5 b
doll_32.17 b,doll_32.17 b,doll_10.49 b,doll_125.1 b,doll_125.11 b,doll_92.49 b,doll_125.11 b
doll_144.62 b,doll_144.62 b,doll_4.91 b,doll_31.8 b,doll_31.79 b,doll_91.8 b,doll_31.79 b
doll_124.02 b,doll_124.02 b,doll_5.64 b,doll_33.2 b,doll_33.18 b,doll_80.93 b,doll_33.18 b
doll_61.31 b,doll_61.31 b,doll_8.39 b,doll_37.5 b,doll_37.55 b,doll_81.08 b,doll_37.55 b
doll_31.5 b,doll_31.5 b,doll_4.33 b,doll_68.4 b,doll_68.4 b,doll_256.25 b,doll_68.4 b
