05-MalPatSaj-market_value,07-silvestri-market_value_apr_2022,05-MalPatSaj-profit,08-slytherin-revenue,07-silvestri-revenue_2022,05-MalPatSaj-assets,05-MalPatSaj-sales
doll_11.45 b,doll_11.45 b,doll_-1.22 b,doll_15.3 b,doll_15.31 b,doll_146.16 b,doll_15.31 b
doll_13.25 b,doll_13.25 b,doll_1.86 b,doll_8.7 b,doll_8.72 b,doll_25 b,doll_8.72 b
doll_7.83 b,doll_7.83 b,doll_1.16 b,doll_8.4 b,doll_8.37 b,doll_176.57 b,doll_8.37 b
doll_8.9 b,doll_8.9 b,doll_4.67 b,doll_10.8 b,doll_10.81 b,doll_22.2 b,doll_10.81 b
doll_24.3 b,doll_24.3 b,doll_854.4 m,doll_2.4 b,doll_2.38 b,doll_72.55 b,doll_2.38 b
doll_25 b,doll_25 b,doll_990 m,doll_6.4 b,doll_6.39 b,doll_35.73 b,doll_6.39 b
doll_34.87 b,doll_34.87 b,doll_1.28 b,doll_7.5 b,doll_7.54 b,doll_18.54 b,doll_7.54 b
doll_29.86 b,doll_29.86 b,doll_1.27 b,doll_11.1 b,doll_11.07 b,doll_14.36 b,doll_11.07 b
doll_9.76 b,doll_9.76 b,doll_1.05 b,doll_17.6 b,doll_17.64 b,doll_26.64 b,doll_17.64 b
doll_6.61 b,doll_6.61 b,doll_1.06 b,doll_11.7 b,doll_11.72 b,doll_84.86 b,doll_11.72 b
doll_17.33 b,doll_17.33 b,doll_1.04 b,doll_11.4 b,doll_11.37 b,doll_22.5 b,doll_11.37 b
doll_9.18 b,doll_9.18 b,doll_509.4 m,doll_14.8 b,doll_14.84 b,doll_537.95 b,doll_14.84 b
doll_32.15 b,doll_32.15 b,doll_566.7 m,doll_8.6 b,doll_8.64 b,doll_41.54 b,doll_8.64 b
doll_4.73 b,doll_4.73 b,doll_1.28 b,doll_20 b,doll_19.95 b,doll_31.16 b,doll_19.95 b
doll_5.38 b,doll_5.38 b,doll_1.04 b,doll_26.1 b,doll_26.09 b,doll_32.1 b,doll_26.09 b
doll_6.89 b,doll_6.89 b,doll_1.18 b,doll_21.7 b,doll_21.74 b,doll_31.26 b,doll_21.74 b
doll_1.7 b,doll_1.7 b,doll_1.53 b,doll_12.2 b,doll_12.2 b,doll_44.87 b,doll_12.2 b
doll_37.09 b,doll_37.09 b,doll_-648 m,doll_8.7 b,doll_8.73 b,doll_49 b,doll_8.73 b
doll_4.47 b,doll_4.47 b,doll_2.66 b,doll_14.1 b,doll_14.12 b,doll_25.84 b,doll_14.12 b
doll_3.2 b,doll_3.2 b,doll_946.6 m,doll_12.2 b,doll_12.25 b,doll_95.42 b,doll_12.25 b
doll_16.64 b,doll_16.64 b,doll_1.42 b,doll_16.7 b,doll_16.68 b,doll_7.61 b,doll_16.68 b
doll_8.59 b,doll_8.59 b,doll_3.8 b,doll_16 b,doll_15.98 b,doll_17.1 b,doll_15.98 b
doll_23.39 b,doll_23.39 b,doll_451.5 m,doll_10.9 b,doll_10.9 b,doll_54.13 b,doll_10.9 b
doll_9.3 b,doll_9.3 b,doll_1.08 b,doll_21.7 b,doll_21.7 b,doll_23.6 b,doll_21.7 b
doll_20.81 b,doll_20.81 b,doll_1.16 b,doll_9.1 b,doll_9.05 b,doll_20.9 b,doll_9.05 b
doll_46.2 b,doll_46.2 b,doll_1.05 b,doll_10.1 b,doll_10.05 b,doll_13.89 b,doll_10.05 b
doll_4.08 b,doll_4.08 b,doll_740.6 m,doll_16.9 b,doll_16.89 b,doll_90.33 b,doll_16.89 b
doll_5.49 b,doll_5.49 b,doll_3.55 b,doll_5.6 b,doll_5.58 b,doll_152.48 b,doll_5.58 b
doll_26.31 b,doll_26.31 b,doll_1.1 b,doll_13.2 b,doll_13.2 b,doll_13.01 b,doll_13.2 b
doll_19.21 b,doll_19.21 b,doll_1.02 b,doll_8 b,doll_8.01 b,doll_28.31 b,doll_8.01 b
doll_12.22 b,doll_12.22 b,doll_1.04 b,doll_5.7 b,doll_5.66 b,doll_149.28 b,doll_5.66 b
doll_25.87 b,doll_25.87 b,doll_1.2 b,doll_12.4 b,doll_12.43 b,doll_11.05 b,doll_12.43 b
doll_3.08 b,doll_3.08 b,doll_1.35 b,doll_21.8 b,doll_21.77 b,doll_26.28 b,doll_21.77 b
doll_9.87 b,doll_9.87 b,doll_1.68 b,doll_5.8 b,doll_5.85 b,doll_84.08 b,doll_5.85 b
doll_9.86 b,doll_9.86 b,doll_1.68 b,doll_5.7 b,doll_5.7 b,doll_93.71 b,doll_5.7 b
doll_9.53 b,doll_9.53 b,doll_2.39 b,doll_731 m,doll_731 m,doll_76.76 b,doll_731 m
doll_18.25 b,doll_18.25 b,doll_746.1 m,doll_29.4 b,doll_29.38 b,doll_15.2 b,doll_29.38 b
doll_24.77 b,doll_24.77 b,doll_-931.9 m,doll_8.3 b,doll_8.25 b,doll_81.51 b,doll_8.25 b
doll_2.79 b,doll_2.79 b,doll_1.35 b,doll_10.5 b,doll_10.51 b,doll_61.73 b,doll_10.51 b
doll_11.06 b,doll_11.06 b,doll_1.25 b,doll_5.8 b,doll_5.77 b,doll_109.26 b,doll_5.77 b
doll_3.49 b,doll_3.49 b,doll_1.21 b,doll_24.9 b,doll_24.9 b,doll_25.87 b,doll_24.9 b
doll_10.81 b,doll_10.81 b,doll_4.58 b,doll_12 b,doll_12.05 b,doll_15.04 b,doll_12.05 b
doll_18.04 b,doll_18.04 b,doll_1.84 b,doll_12 b,doll_11.97 b,doll_9.38 b,doll_11.97 b
doll_11.24 b,doll_11.24 b,doll_1.03 b,doll_12 b,doll_12 b,doll_30.13 b,doll_12 b
doll_15.04 b,doll_15.04 b,doll_1.37 b,doll_3.8 b,doll_3.76 b,doll_56.27 b,doll_3.76 b
doll_16.03 b,doll_16.03 b,doll_1.28 b,doll_9.3 b,doll_9.31 b,doll_22.6 b,doll_9.31 b
doll_5.72 b,doll_5.72 b,doll_894.6 m,doll_68.5 b,doll_68.46 b,doll_25.27 b,doll_68.46 b
doll_6.49 b,doll_6.49 b,doll_824 m,doll_14 b,doll_14.05 b,doll_86.11 b,doll_14.05 b
doll_13.03 b,doll_13.03 b,doll_2 b,doll_10.7 b,doll_10.71 b,doll_17.89 b,doll_10.71 b
doll_9.22 b,doll_9.22 b,doll_1.59 b,doll_19.2 b,doll_19.16 b,doll_18.22 b,doll_19.16 b
doll_16.58 b,doll_16.58 b,doll_654 m,doll_19 b,doll_18.99 b,doll_22.78 b,doll_18.99 b
doll_22 b,doll_22 b,doll_471.8 m,doll_9.6 b,doll_9.6 b,doll_64.27 b,doll_9.6 b
doll_10.03 b,doll_10.03 b,doll_1.62 b,doll_3.6 b,doll_3.61 b,doll_101.95 b,doll_3.61 b
doll_11.4 b,doll_11.4 b,doll_792.4 m,doll_26.8 b,doll_26.77 b,doll_21.57 b,doll_26.77 b
doll_11.77 b,doll_11.77 b,doll_-439 m,doll_11 b,doll_11.04 b,doll_292.26 b,doll_11.04 b
doll_8.65 b,doll_8.65 b,doll_1.91 b,doll_18.8 b,doll_18.8 b,doll_18.03 b,doll_18.8 b
doll_6.99 b,doll_6.99 b,doll_114.2 m,doll_23.4 b,doll_23.38 b,doll_294.55 b,doll_23.38 b
doll_57.93 b,doll_57.93 b,doll_2.91 b,doll_4.6 b,doll_4.61 b,doll_13.34 b,doll_4.61 b
doll_4.22 b,doll_4.22 b,doll_584.4 m,doll_43.4 b,doll_43.4 b,doll_55.51 b,doll_43.4 b
doll_19.43 b,doll_19.43 b,doll_795.1 m,doll_14.6 b,doll_14.59 b,doll_19.33 b,doll_14.59 b
doll_25.52 b,doll_25.52 b,doll_1.04 b,doll_13 b,doll_13.02 b,doll_6.59 b,doll_13.02 b
doll_5.53 b,doll_5.53 b,doll_730.6 m,doll_12.7 b,doll_12.68 b,doll_164.71 b,doll_12.68 b
doll_12.43 b,doll_12.43 b,doll_-1.27 b,doll_17.9 b,doll_17.86 b,doll_54.84 b,doll_17.86 b
doll_29.84 b,doll_29.84 b,doll_1.26 b,doll_3.9 b,doll_3.93 b,doll_27.01 b,doll_3.93 b
doll_20.33 b,doll_20.33 b,doll_2 b,doll_7.6 b,doll_7.63 b,doll_16.79 b,doll_7.63 b
doll_21.23 b,doll_21.23 b,doll_1.4 b,doll_11.6 b,doll_11.62 b,doll_13.54 b,doll_11.62 b
doll_90.64 b,doll_90.64 b,doll_1.64 b,doll_5.9 b,doll_5.91 b,doll_13.68 b,doll_5.91 b
doll_18.32 b,doll_18.32 b,doll_1.77 b,doll_3.9 b,doll_3.9 b,doll_30.55 b,doll_3.9 b
doll_28.23 b,doll_28.23 b,doll_197.4 m,doll_18.4 b,doll_18.42 b,doll_22.42 b,doll_18.42 b
doll_11.61 b,doll_11.61 b,doll_593.2 m,doll_25.1 b,doll_25.15 b,doll_29.47 b,doll_25.15 b
doll_2.46 b,doll_2.46 b,doll_946.2 m,doll_14 b,doll_14 b,doll_54.31 b,doll_14 b
doll_17.76 b,doll_17.76 b,doll_1.09 b,doll_10.6 b,doll_10.59 b,doll_19.32 b,doll_10.59 b
doll_10.86 b,doll_10.86 b,doll_1.73 b,doll_19.9 b,doll_19.89 b,doll_10.71 b,doll_19.89 b
doll_16.03 b,doll_16.03 b,doll_1.67 b,doll_5.5 b,doll_5.51 b,doll_36.08 b,doll_5.51 b
doll_10.9 b,doll_10.9 b,doll_1.26 b,doll_4.5 b,doll_4.45 b,doll_103.73 b,doll_4.45 b
doll_14.99 b,doll_14.99 b,doll_1.2 b,doll_14.4 b,doll_14.44 b,doll_15.69 b,doll_14.44 b
doll_8.86 b,doll_8.86 b,doll_1.07 b,doll_27.3 b,doll_27.29 b,doll_19.41 b,doll_27.29 b
doll_17.53 b,doll_17.53 b,doll_949 m,doll_13.6 b,doll_13.59 b,doll_17.14 b,doll_13.59 b
doll_2.81 b,doll_2.81 b,doll_830.2 m,doll_24 b,doll_24.03 b,doll_36.74 b,doll_24.03 b
doll_7.68 b,doll_7.68 b,doll_1.41 b,doll_8.6 b,doll_8.64 b,doll_60.04 b,doll_8.64 b
doll_11.5 b,doll_11.5 b,doll_4.07 b,doll_11.6 b,doll_11.63 b,doll_8.75 b,doll_11.63 b
doll_31.95 b,doll_31.95 b,doll_983.3 m,doll_2.1 b,doll_2.11 b,doll_30.22 b,doll_2.11 b
doll_10.34 b,doll_10.34 b,doll_1.18 b,doll_5 b,doll_4.95 b,doll_127.65 b,doll_4.95 b
doll_9.09 b,doll_9.09 b,doll_640.5 m,doll_14.4 b,doll_14.42 b,doll_64.88 b,doll_14.42 b
doll_14.07 b,doll_14.07 b,doll_1.03 b,doll_7.9 b,doll_7.86 b,doll_33.17 b,doll_7.86 b
doll_16.94 b,doll_16.94 b,doll_955 m,doll_3.9 b,doll_3.91 b,doll_62.07 b,doll_3.91 b
doll_37.7 b,doll_37.7 b,doll_1.25 b,doll_8.2 b,doll_8.17 b,doll_12.19 b,doll_8.17 b
doll_9.28 b,doll_9.28 b,doll_1.18 b,doll_5.8 b,doll_5.77 b,doll_164.28 b,doll_5.77 b
doll_6.76 b,doll_6.76 b,doll_2.59 b,doll_19.6 b,doll_19.57 b,doll_16.62 b,doll_19.57 b
doll_7.54 b,doll_7.54 b,doll_686.7 m,doll_12.1 b,doll_12.06 b,doll_167.76 b,doll_12.06 b
doll_9.91 b,doll_9.91 b,doll_1.2 b,doll_24 b,doll_23.98 b,doll_15.81 b,doll_23.98 b
doll_23.18 b,doll_23.18 b,doll_1 b,doll_13 b,doll_12.96 b,doll_7.69 b,doll_12.96 b
doll_10.27 b,doll_10.27 b,doll_698.8 m,doll_9.9 b,doll_9.88 b,doll_72.31 b,doll_9.88 b
doll_7.08 b,doll_7.08 b,doll_1.73 b,doll_19.6 b,doll_19.64 b,doll_20.04 b,doll_19.64 b
doll_28.85 b,doll_28.85 b,doll_590 m,doll_15.6 b,doll_15.62 b,doll_18.01 b,doll_15.62 b
doll_7.04 b,doll_7.04 b,doll_2.11 b,doll_4.2 b,doll_4.23 b,doll_158.53 b,doll_4.23 b
doll_3.37 b,doll_3.37 b,doll_1.27 b,doll_17.7 b,doll_17.67 b,doll_26.24 b,doll_17.67 b
doll_10.16 b,doll_10.16 b,doll_2.87 b,doll_14.5 b,doll_14.52 b,doll_13.25 b,doll_14.52 b
doll_34.27 b,doll_34.27 b,doll_1.33 b,doll_2.4 b,doll_2.43 b,doll_21.17 b,doll_2.43 b
doll_16.4 b,doll_16.4 b,doll_1.01 b,doll_1.8 b,doll_1.82 b,doll_52.86 b,doll_1.82 b
doll_29.2 b,doll_29.2 b,doll_926.1 m,doll_12 b,doll_11.97 b,doll_12.83 b,doll_11.97 b
doll_5.46 b,doll_5.46 b,doll_1.46 b,doll_6.8 b,doll_6.81 b,doll_94.3 b,doll_6.81 b
doll_7.59 b,doll_7.59 b,doll_617 m,doll_16.7 b,doll_16.65 b,doll_89.59 b,doll_16.65 b
doll_16.16 b,doll_16.16 b,doll_1.87 b,doll_10.7 b,doll_10.68 b,doll_13.44 b,doll_10.68 b
doll_10.12 b,doll_10.12 b,doll_1.12 b,doll_13.5 b,doll_13.52 b,doll_22.8 b,doll_13.52 b
doll_21.29 b,doll_21.29 b,doll_990.6 m,doll_6.9 b,doll_6.95 b,doll_24.9 b,doll_6.95 b
doll_17.6 b,doll_17.6 b,doll_919.8 m,doll_2.2 b,doll_2.19 b,doll_57.48 b,doll_2.19 b
doll_33.91 b,doll_33.91 b,doll_1.67 b,doll_6.4 b,doll_6.4 b,doll_14.77 b,doll_6.4 b
doll_15.28 b,doll_15.28 b,doll_643.6 m,doll_15.5 b,doll_15.54 b,doll_24.7 b,doll_15.54 b
doll_11.66 b,doll_11.66 b,doll_1.01 b,doll_10.3 b,doll_10.28 b,doll_27.62 b,doll_10.28 b
doll_6.91 b,doll_6.91 b,doll_1.43 b,doll_25.3 b,doll_25.29 b,doll_18.85 b,doll_25.29 b
doll_10.89 b,doll_10.89 b,doll_1.09 b,doll_6.1 b,doll_6.08 b,doll_71.22 b,doll_6.08 b
doll_41.75 b,doll_41.75 b,doll_1.2 b,doll_7.6 b,doll_7.62 b,doll_8.17 b,doll_7.62 b
doll_5.48 b,doll_5.48 b,doll_1.03 b,doll_25.3 b,doll_25.3 b,doll_24.21 b,doll_25.3 b
doll_7.46 b,doll_7.46 b,doll_-1.99 b,doll_31.5 b,doll_31.47 b,doll_78.57 b,doll_31.47 b
doll_27.23 b,doll_27.23 b,doll_1.25 b,doll_5.7 b,doll_5.74 b,doll_23.25 b,doll_5.74 b
doll_6.44 b,doll_6.44 b,doll_863.7 m,doll_10.1 b,doll_10.1 b,doll_99.32 b,doll_10.1 b
doll_19.19 b,doll_19.19 b,doll_997.8 m,doll_12.9 b,doll_12.91 b,doll_14.8 b,doll_12.91 b
doll_1.85 b,doll_1.85 b,doll_1.04 b,doll_11.5 b,doll_11.52 b,doll_49.67 b,doll_11.52 b
doll_7.57 b,doll_7.57 b,doll_1.11 b,doll_34.5 b,doll_34.48 b,doll_19.54 b,doll_34.48 b
doll_8.54 b,doll_8.54 b,doll_589.1 m,doll_14.9 b,doll_14.88 b,doll_75.32 b,doll_14.88 b
doll_7.98 b,doll_7.98 b,doll_957 m,doll_19.4 b,doll_19.45 b,doll_26.65 b,doll_19.45 b
doll_4.78 b,doll_4.78 b,doll_879.7 m,doll_10.3 b,doll_10.27 b,doll_90.15 b,doll_10.27 b
doll_17.53 b,doll_17.53 b,doll_374.4 m,doll_17.7 b,doll_17.65 b,doll_27.9 b,doll_17.65 b
doll_14.82 b,doll_14.82 b,doll_731.9 m,doll_15.8 b,doll_15.76 b,doll_21.08 b,doll_15.76 b
doll_5.96 b,doll_5.96 b,doll_805.9 m,doll_20.3 b,doll_20.28 b,doll_36.69 b,doll_20.28 b
doll_12.38 b,doll_12.38 b,doll_1.04 b,doll_3.2 b,doll_3.16 b,doll_75.98 b,doll_3.16 b
doll_14.66 b,doll_14.66 b,doll_1.6 b,doll_7.6 b,doll_7.59 b,doll_21.36 b,doll_7.59 b
doll_18.28 b,doll_18.28 b,doll_1.49 b,doll_1.5 b,doll_1.47 b,doll_27.99 b,doll_1.47 b
doll_35.28 b,doll_35.28 b,doll_1.57 b,doll_6.6 b,doll_6.58 b,doll_5.97 b,doll_6.58 b
doll_19.43 b,doll_19.43 b,doll_833.4 m,doll_8.3 b,doll_8.29 b,doll_25.27 b,doll_8.29 b
doll_12.59 b,doll_12.59 b,doll_1 b,doll_4.5 b,doll_4.52 b,doll_74.57 b,doll_4.52 b
doll_12.21 b,doll_12.21 b,doll_962 m,doll_3.1 b,doll_3.15 b,doll_88.66 b,doll_3.15 b
doll_10.34 b,doll_10.34 b,doll_986.5 m,doll_9.9 b,doll_9.88 b,doll_32.31 b,doll_9.88 b
doll_19.08 b,doll_19.08 b,doll_659 m,doll_27.8 b,doll_27.77 b,doll_12.22 b,doll_27.77 b
doll_3.62 b,doll_3.62 b,doll_673.2 m,doll_11.3 b,doll_11.28 b,doll_148.94 b,doll_11.28 b
doll_7.77 b,,doll_975.7 m,doll_19.7 b,,doll_25.73 b,doll_19.72 b
doll_59.55 b,,doll_166.3 m,doll_17.7 b,,doll_13.93 b,doll_17.66 b
doll_13.42 b,,doll_1.05 b,doll_7 b,,doll_33.42 b,doll_6.97 b
doll_21.62 b,,doll_778.6 m,doll_13.7 b,,doll_15.39 b,doll_13.66 b
doll_3.39 b,,doll_759.3 m,doll_15 b,,doll_53.62 b,doll_14.99 b
doll_15.06 b,,doll_736 m,doll_3.1 b,,doll_116.78 b,doll_3.05 b
doll_8.49 b,,doll_1.5 b,doll_5.8 b,,doll_85.02 b,doll_5.8 b
doll_20.01 b,,doll_781 m,doll_8.1 b,,doll_26.31 b,doll_8.14 b
doll_31.24 b,,doll_-2.18 b,doll_10.9 b,,doll_26.63 b,doll_10.9 b
doll_73.55 b,,doll_1.5 b,doll_5.2 b,,doll_8.5 b,doll_5.23 b
doll_13.41 b,,doll_735.1 m,doll_2.7 b,,doll_160.26 b,doll_2.67 b
doll_46.99 b,,doll_-40.4 m,doll_8.8 b,,doll_25.86 b,doll_8.82 b
doll_4.04 b,,doll_724.5 m,doll_14 b,,doll_64.64 b,doll_14.01 b
doll_31.36 b,,doll_1.43 b,doll_6.5 b,,doll_14.79 b,doll_6.52 b
doll_1.66 b,,doll_828.3 m,doll_12.6 b,,doll_57.93 b,doll_12.63 b
doll_24.35 b,,doll_1.07 b,doll_8.3 b,,doll_15.95 b,doll_8.27 b
doll_6.02 b,,doll_787.8 m,doll_33.4 b,,doll_25.64 b,doll_33.36 b
doll_8.47 b,,doll_1.13 b,doll_15.4 b,,doll_23.15 b,doll_15.45 b
doll_2.8 b,,doll_717.5 m,doll_23.8 b,,doll_34.62 b,doll_23.76 b
doll_6.29 b,,doll_1.43 b,doll_25.8 b,,doll_16.55 b,doll_25.84 b
doll_32.02 b,,doll_2.46 b,doll_1.3 b,,doll_13.93 b,doll_1.27 b
doll_6.13 b,,doll_679.6 m,doll_13.3 b,,doll_73.19 b,doll_13.28 b
doll_6.75 b,,doll_824.2 m,doll_12 b,,doll_59.53 b,doll_12.01 b
doll_31.9 b,,doll_1.2 b,doll_7.7 b,,doll_9.83 b,doll_7.65 b
doll_21.35 b,,doll_1.66 b,doll_5.8 b,,doll_19 b,doll_5.82 b
doll_8.19 b,,doll_643.6 m,doll_11.1 b,,doll_97.85 b,doll_11.06 b
doll_6.56 b,,doll_735.6 m,doll_45.2 b,,doll_24.46 b,doll_45.24 b
doll_11.12 b,,doll_961.6 m,doll_19.5 b,,doll_15.51 b,doll_19.49 b
doll_12.28 b,,doll_2 b,doll_6.2 b,,doll_24.89 b,doll_6.21 b
doll_7.59 b,,doll_1.16 b,doll_5.8 b,,doll_229.39 b,doll_5.82 b
doll_9.3 b,,doll_-2.59 b,doll_19.9 b,,doll_49.46 b,doll_19.87 b
doll_9.38 b,,doll_1.63 b,doll_7 b,,doll_32.69 b,doll_7.01 b
doll_27.43 b,,doll_1.17 b,doll_5.8 b,,doll_20.82 b,doll_5.77 b
doll_21.51 b,,doll_905.6 m,doll_12.3 b,,doll_13.14 b,doll_12.29 b
doll_10.61 b,,doll_1 b,doll_3 b,,doll_89.17 b,doll_2.95 b
doll_9.75 b,,doll_987 m,doll_4.3 b,,doll_126.03 b,doll_4.34 b
doll_15.99 b,,doll_4.25 b,doll_2.9 b,,doll_17.78 b,doll_2.92 b
doll_33.56 b,,doll_2.24 b,doll_4.2 b,,doll_11.62 b,doll_4.24 b
doll_32.23 b,,doll_1.22 b,doll_5.4 b,,doll_19.16 b,doll_5.36 b
doll_26.45 b,,doll_1.18 b,doll_7.6 b,,doll_14.78 b,doll_7.65 b
doll_5.1 b,,doll_571.2 m,doll_12.1 b,,doll_178.94 b,doll_12.1 b
doll_21.84 b,,doll_959.3 m,doll_11.3 b,,doll_13.2 b,doll_11.27 b
doll_38.47 b,,doll_375.8 m,doll_8.3 b,,doll_28 b,doll_8.29 b
doll_9.61 b,,doll_436.4 m,doll_42.1 b,,doll_28.72 b,doll_42.15 b
doll_18.92 b,,doll_1.29 b,doll_7.5 b,,doll_17.28 b,doll_7.47 b
doll_10.12 b,,doll_1.93 b,doll_13.9 b,,doll_13.35 b,doll_13.93 b
doll_13.01 b,,doll_3.7 b,doll_8.2 b,,doll_9.31 b,doll_8.16 b
doll_67.84 b,,doll_500.2 m,doll_6.6 b,,doll_27.92 b,doll_6.64 b
doll_11.93 b,,doll_1.41 b,doll_14.1 b,,doll_9.54 b,doll_14.09 b
doll_6.58 b,,doll_1.41 b,doll_14.6 b,,doll_22.57 b,doll_14.65 b
doll_5.39 b,,doll_1.56 b,doll_2.8 b,,doll_123.28 b,doll_2.76 b
doll_10.63 b,,doll_423.1 m,doll_15.8 b,,doll_47.67 b,doll_15.85 b
doll_13.14 b,,doll_844.2 m,doll_23.1 b,,doll_7.03 b,doll_23.1 b
doll_35.6 b,,doll_1.03 b,doll_5.6 b,,doll_19.46 b,doll_5.65 b
doll_9.23 b,,doll_1.12 b,doll_3 b,,doll_93.2 b,doll_2.96 b
doll_9.08 b,,doll_1.07 b,doll_4.7 b,,doll_115.52 b,doll_4.69 b
doll_16.82 b,,doll_3.83 b,doll_331 m,,doll_16.62 b,doll_331 m
doll_21.53 b,,doll_722.2 m,doll_1.9 b,,doll_46.21 b,doll_1.91 b
doll_15.03 b,,doll_904.2 m,doll_8.3 b,,doll_25 b,doll_8.28 b
doll_2.11 b,,doll_1.36 b,doll_21.9 b,,doll_16.9 b,doll_21.95 b
doll_2.55 b,,doll_952.4 m,doll_10.9 b,,doll_44.93 b,doll_10.88 b
doll_13.09 b,,doll_711.7 m,doll_17 b,,doll_18.58 b,doll_16.95 b
doll_14.96 b,,doll_731.7 m,doll_11.6 b,,doll_22.36 b,doll_11.59 b
doll_20.41 b,,doll_237.8 m,doll_13 b,,doll_25.6 b,doll_12.98 b
doll_22.35 b,,doll_1.25 b,doll_6.8 b,,doll_16.16 b,doll_6.83 b
doll_13.81 b,,doll_952.8 m,doll_10.2 b,,doll_19.91 b,doll_10.24 b
doll_15.61 b,,doll_889.6 m,doll_11.4 b,,doll_17.41 b,doll_11.44 b
doll_15.42 b,,doll_1.89 b,doll_8.5 b,,doll_11.97 b,doll_8.54 b
doll_35.58 b,,doll_1 b,doll_2.3 b,,doll_19.9 b,doll_2.33 b
doll_10.41 b,,doll_907.8 m,doll_29.1 b,,doll_12.76 b,doll_29.12 b
doll_10.27 b,,doll_2.23 b,doll_11.6 b,,doll_9.59 b,doll_11.64 b
doll_12.38 b,,doll_706.7 m,doll_2.9 b,,doll_135.16 b,doll_2.94 b
doll_36.73 b,,doll_963.6 m,doll_6.4 b,,doll_16.05 b,doll_6.44 b
doll_7.78 b,,doll_1.01 b,doll_25.5 b,,doll_18.18 b,doll_25.46 b
doll_14.14 b,,doll_398 m,doll_11.4 b,,doll_44.35 b,doll_11.4 b
doll_36.41 b,,doll_1.21 b,doll_6.4 b,,doll_10.33 b,doll_6.45 b
doll_8.59 b,,doll_1.16 b,doll_11.7 b,,doll_24.2 b,doll_11.74 b
doll_1.62 b,,doll_787.2 m,doll_14.5 b,,doll_38.88 b,doll_14.5 b
doll_6.46 b,,doll_924 m,doll_20.6 b,,doll_23.05 b,doll_20.56 b
doll_19.36 b,,doll_1.11 b,doll_9.7 b,,doll_11.64 b,doll_9.73 b
doll_7.39 b,,doll_1.5 b,doll_6.1 b,,doll_71.04 b,doll_6.06 b
doll_4.88 b,,doll_160.7 m,doll_42.2 b,,doll_40.95 b,doll_42.22 b
doll_56.3 b,,doll_1.31 b,doll_4.1 b,,doll_6.04 b,doll_4.07 b
doll_36.8 b,,doll_1.42 b,doll_5.9 b,,doll_8.36 b,doll_5.86 b
doll_25.56 b,,doll_955.7 m,doll_9.1 b,,doll_12.9 b,doll_9.07 b
doll_29.56 b,,doll_483.8 m,doll_3.5 b,,doll_72.95 b,doll_3.48 b
doll_12.33 b,,doll_788.3 m,doll_17.2 b,,doll_16.5 b,doll_17.18 b
doll_14.07 b,,doll_1.09 b,doll_13.1 b,,doll_12.61 b,doll_13.09 b
doll_7.71 b,,doll_-205.7 m,doll_24.1 b,,doll_52.96 b,doll_24.12 b
doll_8.53 b,,doll_1.25 b,doll_25.2 b,,doll_12.08 b,doll_25.19 b
doll_8.52 b,,doll_640 m,doll_11.7 b,,doll_55.96 b,doll_11.68 b
doll_2.69 b,,doll_1.32 b,doll_1.7 b,,doll_131.4 b,doll_1.69 b
doll_4.53 b,,doll_691.9 m,doll_28.1 b,,doll_26.09 b,doll_28.08 b
doll_6.56 b,,doll_-10.19 b,doll_18.2 b,,doll_78.68 b,doll_18.18 b
doll_5.85 b,,doll_1.57 b,doll_5 b,,doll_87.89 b,doll_4.98 b
doll_9.49 b,,doll_860.6 m,doll_5.3 b,,doll_155.42 b,doll_5.33 b
doll_9.46 b,,doll_-1.88 b,doll_15.8 b,,doll_50.71 b,doll_15.76 b
doll_56.73 b,,doll_914.5 m,doll_5.7 b,,doll_16.17 b,doll_5.75 b
doll_7.53 b,,doll_349 m,doll_23.2 b,,doll_59.02 b,doll_23.2 b
doll_47.42 b,,doll_1.36 b,doll_4.5 b,,doll_10.28 b,doll_4.5 b
doll_1.95 b,,doll_904 m,doll_7.8 b,,doll_83.2 b,doll_7.83 b
doll_45.34 b,,doll_1.38 b,doll_5.5 b,,doll_7.86 b,doll_5.54 b
doll_16.82 b,,doll_993 m,doll_5.7 b,,doll_29.7 b,doll_5.72 b
doll_13.01 b,,doll_1.42 b,doll_10.5 b,,doll_14.05 b,doll_10.54 b
doll_11.32 b,,doll_904.2 m,doll_4.3 b,,doll_69.48 b,doll_4.28 b
doll_6.53 b,,doll_1.5 b,doll_26.7 b,,doll_9.36 b,doll_26.69 b
doll_446 m,,doll_838.2 m,doll_10.9 b,,doll_48.93 b,doll_10.86 b
doll_11.08 b,,doll_6.33 b,doll_7.3 b,,doll_11.01 b,doll_7.32 b
doll_17.76 b,,doll_857.5 m,doll_13 b,,doll_7.03 b,doll_13.04 b
doll_8.46 b,,doll_1.09 b,doll_3.7 b,,doll_101.32 b,doll_3.68 b
doll_11.7 b,,doll_915.7 m,doll_4.9 b,,doll_61.35 b,doll_4.89 b
doll_43.97 b,,doll_350.3 m,doll_2.1 b,,doll_43.14 b,doll_2.08 b
doll_4.33 b,,doll_1.28 b,doll_10.3 b,,doll_28.58 b,doll_10.35 b
doll_23.49 b,,doll_1.16 b,doll_3.7 b,,doll_20.27 b,doll_3.67 b
doll_8.34 b,,doll_1.09 b,doll_5.4 b,,doll_101.37 b,doll_5.43 b
doll_60.71 b,,doll_1.11 b,doll_4.6 b,,doll_5.16 b,doll_4.6 b
