,name,codice,pricecap,price,country
6061,KalVista Pharmaceuticals,KALV,$0.24 B,$7.10,USA
6062,Invivyd,IVVD,$0.24 B,$2.22,USA
6063,Vst Tillers Tractors,VSTTILLERS.NS,$0.24 B,$27.94,India
6064,American Public Education,APEI,$0.24 B,$12.78,USA
6065,Porch Group,PRCH,$0.24 B,$2.40,USA
6066,SWK Holdings,SWKH,$0.24 B,$18.74,USA
6067,Appen,APX.AX,$0.23 B,$1.94,Australia
6068,Nordic Paper,NPAPER.ST,$0.23 B,$3.56,Sweden
6069,Velodyne Lidar,VLDR,$0.23 B,$1.01,USA
6070,SoundHound AI,SOUN,$0.23 B,$1.21,USA
6071,Vizsla Silver,VZLA,$0.23 B,$1.33,Canada
6072,The ONE Group Hospitality,STKS,$0.23 B,$7.40,USA
6073,Homepoint,HMPT,$0.23 B,$1.72,USA
6074,Century Casinos,CNTY,$0.23 B,$7.97,USA
6075,Cian,CIAN,$0.23 B,$3.40,Russia
6076,ZimVie,ZIMV,$0.23 B,$9.08,USA
6077,Eurobio Scientific,ALERS.PA,$0.23 B,$20.83,France
6078,Pure Cycle (water),PCYO,$0.23 B,$9.84,USA
6079,Vadilal Industries,VADILALIND.NS,$0.23 B,$32.82,India
6080,CARE's Ratings,CARERATING.NS,$0.23 B,$7.93,India
6081,First Internet Bancorp,INBK,$0.23 B,$25.48,USA
6082,Sanghi Industries,SANGHIIND.NS,$0.23 B,$0.91,India
6083,Texmaco Rail & Engineering,TEXRAIL.NS,$0.23 B,$0.73,India
6084,ORIC Pharmaceuticals,ORIC,$0.23 B,$5.92,USA
6085,Limoneira,LMNR,$0.23 B,$13.24,USA
6086,EMX Royalty,EMX,$0.23 B,$2.11,Canada
6087,Bitfarms,BITF,$0.23 B,$1.07,Canada
6088,Bankwell Financial Group,BWFG,$0.23 B,$30.19,USA
6089,Absa Bank,ABSP.JO,$0.23 B,$51.92,South Africa
6090,22nd Century Group,XXII,$0.23 B,$1.08,USA
6091,Aveanna Healthcare,AVAH,$0.23 B,$1.25,USA
6092,Hooker Furniture,HOFT,$0.23 B,$20.40,USA
6093,GEOX,GEO.MI,$0.23 B,$0.90,Italy
6094,1stdibs.Com,DIBS,$0.23 B,$5.93,USA
6095,RGC Resources,RGCO,$0.23 B,$23.42,USA
6096,Eargo,EAR,$0.23 B,$0.56,USA
6097,Consolidated Water,CWCO,$0.23 B,$14.69,Cayman Islands
6098,AXT Inc,AXTI,$0.22 B,$5.28,USA
6099,Akatsuki Inc,3932.T,$0.22 B,$16.95,Japan
6100,Quad,QUAD,$0.22 B,$4.36,USA
6101,Rallybio,RLYB,$0.22 B,$6.17,USA
6102,Greenhill,GHL,$0.22 B,$12.70,USA
6103,Kamada,KMDA,$0.22 B,$5.08,Israel
6104,Rocky Brands,RCKY,$0.22 B,$31.19,USA
6105,Vidhi Specialty Food,VIDHIING.NS,$0.22 B,$4.57,India
6106,Territorial Bancorp,TBNK,$0.22 B,$25.06,USA
6107,Codorus Valley Bancorp,CVLY,$0.22 B,$23.85,USA
6108,Community Financial Corporation,TCFC,$0.22 B,$40.26,USA
6109,CompX International,CIX,$0.22 B,$18.45,USA
6110,Big 5 Sporting Goods,BGFV,$0.22 B,$10.20,USA
6111,Maruzen,5982.T,$0.22 B,$13.94,Japan
6112,BlackSky Technology,BKSY,$0.22 B,$1.86,USA
6113,TMC the metals company,TMC,$0.22 B,$0.85,Canada
6114,Caesarstone,CSTE,$0.22 B,$6.49,Israel
6115,Ouster,OUST,$0.22 B,$1.21,USA
6116,Bank of Innovation,4393.T,$0.22 B,$55.82,Japan
6117,Accuray,ARAY,$0.22 B,$2.38,USA
6118,Alembic Limited,ALEMBICLTD.NS,$0.22 B,$0.87,India
6119,Greenply,GREENPLY.NS,$0.22 B,$1.80,India
6120,HF Foods Group,HFFG,$0.22 B,$4.14,USA
6121,Gallantt Ispat,GALLISPAT.NS,$0.22 B,$0.78,India
6122,Gossamer Bio,GOSS,$0.22 B,$2.34,USA
6123,Matrix Service,MTRX,$0.22 B,$8.17,USA
6124,Planet13,PLTH.CN,$0.22 B,$1.00,USA
6125,Genius Brands,GNUS,$0.22 B,$0.69,USA
6126,Limestone Bancorp,LMST,$0.21 B,$25.38,USA
6127,Ames National Corp.,ATLO,$0.21 B,$24.34,USA
6128,Portman Ridge,PTMN,$0.21 B,$22.77,USA
6129,Plumas Bancorp,PLBC,$0.21 B,$37.28,USA
6130,Danimer Scientific,DNMR,$0.21 B,$2.15,USA
6131,Hindustan Oil Exploration Company,HINDOILEXP.NS,$0.21 B,$1.65,India
6132,TELA Bio,TELA,$0.21 B,$11.36,USA
6133,Evans Bancorp,EVBN,$0.21 B,$39.34,USA
6134,Cazoo,CZOO,$0.21 B,$0.28,UK
6135,Middlefield Banc,MBCN,$0.21 B,$27.21,USA
6136,Western New England Bancorp,WNEB,$0.21 B,$9.74,USA
6137,scPharmaceuticals,SCPH,$0.21 B,$6.34,USA
6138,"PLAID,Inc.",4165.T,$0.21 B,$5.52,Japan
6139,Kandi Technologies Group,KNDI,$0.21 B,$2.90,China
6140,UBM Development,UBS.VI,$0.21 B,$28.78,Austria
6141,Akoustis Technologies,AKTS,$0.21 B,$3.70,USA
6142,Cato Fashion,CATO,$0.21 B,$10.28,USA
6143,The Beachbody Company,BODY,$0.21 B,$0.69,USA
6144,ESSA Bancorp,ESSA,$0.21 B,$20.62,USA
6145,Duluth Holdings,DLTH,$0.21 B,$6.39,USA
6146,Tide Water Oil,TIDEWATER.NS,$0.21 B,$12.24,India
6147,Investar Holding,ISTR,$0.21 B,$21.55,USA
6148,Perpetua Resources,PPTA,$0.21 B,$3.37,USA
6149,FuRyu,6238.T,$0.21 B,$7.98,Japan
6150,Ashford Hospitality Trust,AHT,$0.21 B,$5.83,USA
6151,Ellomay Capital,ELLO,$0.21 B,$16.38,Israel
6152,Cooper Standard,CPS,$0.21 B,$12.30,USA
6153,Prenetics,PRE,$0.21 B,$1.77,Hong Kong
6154,Fiesta Restaurant Group,FRGI,$0.20 B,$8.05,USA
6155,Savara Pharmaceuticals,SVRA,$0.20 B,$1.83,USA
6156,Y-mAbs Therapeutics,YMAB,$0.20 B,$4.77,USA
6157,MainStreet Bancshares,MNSB,$0.20 B,$27.98,USA
6158,LCNB,LCNB,$0.20 B,$18.46,USA
6159,Inotiv,NOTV,$0.20 B,$8.12,USA
6160,Federal-Mogul Goetze,FMGOETZE.NS,$0.20 B,$3.73,India
6161,Incannex Healthcare,IXHL,$0.20 B,$3.40,Australia
6162,VersaBank,VBNK,$0.20 B,$7.62,Canada
6163,Shalby,SHALBY.NS,$0.20 B,$1.91,India
6164,AN2 Therapeutics,ANTX,$0.20 B,$10.66,USA
6165,Potbelly Corporation,PBPB,$0.20 B,$7.14,USA
6166,gumi,3903.T,$0.20 B,$7.04,Japan
6167,Beyond Air,XAIR,$0.20 B,$6.87,USA
6168,AC Immune,ACIU,$0.20 B,$2.45,Switzerland
6169,INNOVATE Corp.,VATE,$0.20 B,$2.60,USA
6170,Tamil Nadu Newsprint and Papers Limited,TNPL.NS,$0.20 B,$2.93,India
6171,Lumax Industries,LUMAXIND.NS,$0.20 B,$21.72,India
6172,Bannerman Energy,BMN.AX,$0.20 B,$1.35,Australia
6173,Tupperware Brands,TUP,$0.20 B,$4.56,USA
6174,AgileThought,AGIL,$0.20 B,$4.20,USA
6175,NGL Energy Partners,NGL,$0.20 B,$1.55,USA
6176,Assertio Therapeutics,ASRT,$0.20 B,$4.19,USA
6177,Vintage Wine Estates,VWE,$0.20 B,$3.28,USA
6178,Applied Blockchain,APLD,$0.20 B,$2.14,USA
6179,KVH Industries,KVHI,$0.20 B,$10.52,USA
6180,AppHarvest,APPH,$0.20 B,$1.87,USA
6181,C&F Financial Corporation,CFFI,$0.20 B,$57.95,USA
6182,Jakks Pacific,JAKK,$0.20 B,$20.68,USA
6183,SOPHiA GENETICS,SOPH,$0.20 B,$3.13,Switzerland
6184,Quipt Home Medical,QIPT,$0.20 B,$5.64,USA
6185,OptiNose,OPTN,$0.20 B,$1.80,USA
6186,China Automotive Systems,CAAS,$0.20 B,$6.63,China
6187,InfuSystem,INFU,$0.20 B,$9.69,USA
6188,Rottneros,RROS.ST,$0.20 B,$1.31,Sweden
6189,Tethys Oil,TETY.ST,$0.19 B,$6.18,Sweden
6190,WM Technology,MAPS,$0.19 B,$1.11,USA
6191,Verrica Pharmaceuticals,VRCA,$0.19 B,$4.85,USA
6192,Oportun Financial,OPRT,$0.19 B,$6.00,USA
6193,Asure Software,ASUR,$0.19 B,$9.83,USA
6194,Kingsway Financial Services,KFS,$0.19 B,$8.17,Canada
6195,Alpine Summit Energy Partners,ALPS,$0.19 B,$5.20,USA
6196,UroGen Pharma,URGN,$0.19 B,$8.56,USA
6197,KLX Energy Services,KLXE,$0.19 B,$16.09,USA
6198,Thorne HealthTech,THRN,$0.19 B,$3.69,USA
6199,MPS Limited,MPSLTD.NS,$0.19 B,$11.53,India
6200,Kamux,KAMUX.HE,$0.19 B,$4.92,Finland
6201,Mahanagar Telephone Nigam,MTNL.NS,$0.19 B,$0.31,India
6202,Great Ajax,AJX,$0.19 B,$8.58,USA
6203,Rite Aid,RAD,$0.19 B,$3.47,USA
6204,California BanCorp,CALB,$0.19 B,$23.50,USA
6205,ThredUp,TDUP,$0.19 B,$1.94,USA
6206,I.g. Petrochemicals,IGPL.NS,$0.19 B,$6.33,India
6207,PlayAGS,AGS,$0.19 B,$5.15,USA
6208,Kingfa Science & Technology,KINGFA.NS,$0.19 B,$16.03,India
6209,Hill International,HIL,$0.19 B,$3.40,USA
6210,Penns Woods Bancorp,PWOD,$0.19 B,$27.50,USA
6211,ReconAfrica,0XD.F,$0.19 B,$0.93,Canada
6212,Cepton,CPTN,$0.19 B,$1.23,USA
6213,Virginia National Bankshares,VABK,$0.19 B,$36.07,USA
6214,Alaunos Therapeutics,TCRT,$0.19 B,$0.80,USA
6215,Nature's Sunshine Products,NATR,$0.19 B,$9.99,USA
6216,Identiv,INVE,$0.19 B,$8.50,USA
6217,Biodesix,BDSX,$0.19 B,$2.50,USA
6218,Angel Oak REIT,AOMR,$0.19 B,$7.67,USA
6219,Dhampur Sugar Mills,DHAMPURSUG.NS,$0.19 B,$2.88,India
6220,Alico,ALCO,$0.19 B,$25.14,USA
6221,KemPharm,KMPH,$0.19 B,$5.52,USA
6222,Méliuz,CASH3.SA,$0.19 B,$0.22,Brazil
6223,Cadiz,CDZI,$0.18 B,$3.40,USA
6224,So-Young International,SY,$0.18 B,$1.79,China
6225,CSI Compressco,CCLP,$0.18 B,$1.34,USA
6226,CytomX Therapeutics,CTMX,$0.18 B,$2.86,USA
6227,Acacia Research,ACTG,$0.18 B,$4.34,USA
6228,Avita Medical,RCEL,$0.18 B,$7.52,USA
6229,Indian Metals & Ferro Alloys,IMFA.NS,$0.18 B,$3.48,India
6230,Ashiana Housing,ASHIANA.NS,$0.18 B,$1.83,India
6231,D-Wave Quantum,QBTS,$0.18 B,$1.68,Canada
6232,Battalion Oil,BATL,$0.18 B,$11.46,USA
6233,Vera Therapeutics,VERA,$0.18 B,$6.74,USA
6234,a.k.a. Brands,AKA,$0.18 B,$1.45,USA
6235,FingerMotion,FNGR,$0.18 B,$4.03,USA
6236,Summit Midstream,SMLP,$0.18 B,$18.29,USA
6237,GTPL Hathway,GTPL.NS,$0.18 B,$1.65,India
6238,Nelco,NELCO.NS,$0.18 B,$8.12,India
6239,CalAmp,CAMP,$0.18 B,$5.01,USA
6240,Wendt India,WENDT.NS,$0.18 B,$92.60,India
6241,AFC Energy,AFC.L,$0.18 B,$0.25,UK
6242,CleanSpark,CLSK,$0.18 B,$2.58,USA
6243,Whole Earth Brands,FREE,$0.18 B,$4.40,USA
6244,BAIOO Family Interactive,2100.HK,$0.18 B,$0.07000,China
6245,Salisbury Bancorp,SAL,$0.18 B,$31.83,USA
6246,GTL Infrastructure,GTLINFRA.NS,$0.18 B,$0.01000,India
6247,Southern Petrochemical Industries Corp,SPIC.NS,$0.18 B,$0.90,India
6248,Peoples Bancorp of North Carolina,PEBK,$0.18 B,$32.60,USA
6249,Aptech,APTECHT.NS,$0.18 B,$4.43,India
6250,Cigniti Technologies,CIGNITITEC.NS,$0.18 B,$6.75,India
6251,LL Flooring,LL,$0.18 B,$6.26,USA
6252,CURO Group,CURO,$0.18 B,$4.53,USA
6253,Hester Biosciences,HESTERBIO.NS,$0.18 B,$21.55,India
6254,Olympique Lyonnais Groupe,OLG.PA,$0.18 B,$3.23,France
6255,Cormedix,CRMD,$0.18 B,$4.43,USA
6256,Sandhar,SANDHAR.NS,$0.18 B,$3.03,India
6257,Huhtamaki India,HUHTAMAKI.NS,$0.18 B,$2.42,India
6258,Indorama Synthetics,INDORAMA.NS,$0.18 B,$0.70,India
6259,Park-Ohio Holdings,PKOH,$0.18 B,$14.15,USA
6260,UNITED,2497.T,$0.18 B,$9.26,Japan
6261,Hurco Companies,HURC,$0.18 B,$27.50,USA
6262,Immutep,IMMP,$0.18 B,$2.01,Australia
6263,Shankara Building,SHANKARA.NS,$0.18 B,$7.87,India
6264,Drecom,3793.T,$0.18 B,$6.33,Japan
6265,Digital Domain,0547.HK,$0.18 B,$0.04000,Hong Kong
6266,Silvercrest Asset Management Group,SAMG,$0.17 B,$18.68,USA
6267,INEOS Styrolution,INEOSSTYRO.NS,$0.17 B,$10.21,India
6268,Ceragon Networks,CRNT,$0.17 B,$2.13,Israel
6269,Remark Holdings,MARK,$0.17 B,$1.60,USA
6270,Doma,DOMA,$0.17 B,$0.55,USA
6271,eHealth,EHTH,$0.17 B,$6.51,USA
6272,Third Harmonic Bio,THRD,$0.17 B,$4.40,USA
6273,Repco Home Finance,REPCOHOME.NS,$0.17 B,$2.85,India
6274,Stratus Properties,STRS,$0.17 B,$21.57,USA
6275,Spire Global,SPIR,$0.17 B,$1.26,USA
6276,Offerpad,OPAD,$0.17 B,$0.71,USA
6277,RPG Life Sciences,RPGLIFE.NS,$0.17 B,$10.58,India
6278,Cellectis,CLLS,$0.17 B,$3.84,France
6279,KCP Limited,KCP.NS,$0.17 B,$1.36,India
6280,Andrew Peller,ADW-A.TO,$0.17 B,$3.75,Canada
6281,Excel Industries,EXCELINDUS.NS,$0.17 B,$13.87,India
6282,Oxford Square Capital,OXSQ,$0.17 B,$3.50,USA
6283,GreenLight Biosciences,GRNA,$0.17 B,$1.15,USA
6284,Intevac,IVAC,$0.17 B,$6.85,USA
6285,Liberty TripAdvisor Holdings,LTRPA,$0.17 B,$1.09,USA
6286,AlphaPolis,9467.T,$0.17 B,$17.97,Japan
6287,Xeris Pharmaceuticals,XERS,$0.17 B,$1.28,USA
6288,InterCure,INCR,$0.17 B,$3.81,Israel
6289,Westport Fuel Systems,WPRT,$0.17 B,$1.01,Canada
6290,Sunlight Financial,SUNL,$0.17 B,$1.33,USA
6291,Pear Therapeutics,PEAR,$0.17 B,$1.23,USA
6292,Arteris,AIP,$0.17 B,$5.15,USA
6293,Atomera,ATOM,$0.17 B,$7.21,USA
6294,Lifetime Brands,LCUT,$0.17 B,$7.81,USA
6295,EyePoint Pharmaceuticals,EYPT,$0.17 B,$5.04,USA
6296,Berkeley Lights,BLI,$0.17 B,$2.48,USA
6297,William Penn Bancorp,WMPN,$0.17 B,$11.88,USA
6298,Wheels India,WHEELS.NS,$0.17 B,$7.06,India
6299,Affimed,AFMD,$0.17 B,$1.14,Germany
6300,PlaySide Studios,PLY.AX,$0.17 B,$0.42,Australia
6301,Oriental Aromatics,OAL.NS,$0.17 B,$5.05,India
6302,Bassett Furniture,BSET,$0.16 B,$18.56,USA
6303,"View, Inc.",VIEW,$0.16 B,$0.77,USA
6304,Redwire,RDW,$0.16 B,$2.65,USA
6305,Platinum Group Metals,PLG,$0.16 B,$1.69,Canada
6306,G5 Entertainment,G5EN.ST,$0.16 B,$19.37,Sweden
6307,StarTek,SRT,$0.16 B,$4.19,USA
6308,Vera Bradley,VRA,$0.16 B,$5.45,USA
6309,Riverview Bancorp,RVSB,$0.16 B,$7.82,USA
6310,Olema Pharmaceuticals,OLMA,$0.16 B,$4.15,USA
6311,Praxis Precision Medicines,PRAX,$0.16 B,$3.56,USA
6312,Ovid Therapeutics,OVID,$0.16 B,$2.38,USA
6313,Sasken Technologies,SASKEN.NS,$0.16 B,$11.14,India
6314,Real Good Food plc,RGF,$0.16 B,$6.50,UK
6315,Paysign,PAYS,$0.16 B,$3.20,USA
6316,XOS,XOS,$0.16 B,$0.99,USA
6317,Cardlytics,CDLX,$0.16 B,$5.02,USA
6318,Unifi,UFI,$0.16 B,$9.22,USA
6319,BG Staffing,BGSF,$0.16 B,$15.82,USA
6320,Alithya Group,ALYA,$0.16 B,$1.78,Canada
6321,Nam Tai Property,NTP,$0.16 B,$4.22,China
6322,ADS-TEC Energy,ADSE,$0.16 B,$3.39,Ireland
6323,Softstar Entertainment,6111.TWO,$0.16 B,$2.06,Taiwan
6324,E INC (E Automotive),EINC.TO,$0.16 B,$3.11,Canada
6325,XL Fleet,XL,$0.16 B,$1.14,USA
6326,Hawthorn Bancshares,HWBK,$0.16 B,$24.25,USA
6327,Quantum,QMCO,$0.16 B,$1.58,USA
6328,Mister Spex,MRX.F,$0.16 B,$4.84,Germany
6329,Citius Pharmaceuticals,CTXR,$0.16 B,$1.12,USA
6330,BioAtla,BCAB,$0.16 B,$3.46,USA
6331,Spok Holdings,SPOK,$0.16 B,$8.30,USA
6332,Astra Space,ASTR,$0.16 B,$0.61,USA
6333,Merrimack Pharmaceuticals,MACK,$0.16 B,$12.10,USA
6334,Smith Micro Software,SMSI,$0.16 B,$2.88,USA
6335,Kopin Corporation,KOPN,$0.16 B,$1.70,USA
6336,Bakkt Holdings,BKKT,$0.16 B,$2.05,USA
6337,Frequency Therapeutics,FREQ,$0.16 B,$4.55,USA
6338,RADCOM,RDCM,$0.16 B,$11.07,Israel
6339,Escalade Sports,ESCA,$0.16 B,$11.80,USA
6340,Nusantara Pelabuhan Handal,PORT.JK,$0.15 B,$0.06000,Indonesia
6341,Gencor Industries,GENC,$0.15 B,$10.84,USA
6342,İşbir Holding,ISBIR.IS,$0.15 B,$4.90,Turkey
6343,Partners Bancorp,PTRS,$0.15 B,$8.82,USA
6344,GlycoMimetics,GLYC,$0.15 B,$3.02,USA
6345,AdTheorent,ADTH,$0.15 B,$1.82,USA
6346,Lantronix,LTRX,$0.15 B,$4.36,USA
6347,JOANN,JOAN,$0.15 B,$3.87,USA
6348,RumbleON,RMBL,$0.15 B,$9.72,USA
6349,Yatra,YTRA,$0.15 B,$2.51,India
6350,Vinco Ventures,BBIG,$0.15 B,$0.67,USA
6351,Omaxe,OMAXE.NS,$0.15 B,$0.86,India
6352,Igarashi Motors India,IGARASHI.NS,$0.15 B,$4.99,India
6353,AgroFresh,AGFS,$0.15 B,$2.96,USA
6354,Glatfelter,GLT,$0.15 B,$3.50,USA
6355,Pkp Cargo,PKP.WA,$0.15 B,$3.49,Poland
6356,Republic First Bancorp,FRBK,$0.15 B,$2.45,USA
6357,Foseco India,FOSECOIND.NS,$0.15 B,$24.43,India
6358,Richmond Mutual Bancorporation,RMBI,$0.15 B,$13.22,USA
6359,Sequans Communications,SQNS,$0.15 B,$3.24,France
6360,Kossan Rubber Industries,7153.KL,$0.15 B,$0.24,Malaysia
6361,Serverworks,4434.T,$0.15 B,$19.98,Japan
6362,Anixa Biosciences,ANIX,$0.15 B,$5.00,USA
6363,Kuantum Papers,KUANTUM.NS,$0.15 B,$1.77,India
6364,Aemetis,AMTX,$0.15 B,$4.39,USA
6365,Rane Holdings,RANEHOLDIN.NS,$0.15 B,$10.77,India
6366,Vaxart,VXRT,$0.15 B,$1.17,USA
6367,Kitex Garments,KITEX.NS,$0.15 B,$2.31,India
6368,Buzzfeed,BZFD,$0.15 B,$1.10,USA
6369,Sachem Capital,SACH,$0.15 B,$3.75,USA
6370,The Arena Group,AREN,$0.15 B,$8.38,USA
6371,ARC Document Solutions,ARC,$0.15 B,$3.55,USA
6372,First Northwest Bancorp,FNWB,$0.15 B,$15.33,USA
6373,ProPhase Labs,PRPH,$0.15 B,$9.36,USA
6374,Precision BioSciences,DTIL,$0.15 B,$1.37,USA
6375,SelectQuote,SLQT,$0.15 B,$0.91,USA
6376,KULR Technology,KULR,$0.15 B,$1.34,USA
6377,Gracell Biotechnologies,GRCL,$0.15 B,$2.23,China
6378,MISTRAS Group,MG,$0.15 B,$5.04,USA
6379,Singular Genomics Systems,OMIC,$0.15 B,$2.11,USA
6380,X-Legend Entertainment,4994.TW,$0.14 B,$1.36,Taiwan
6381,Skipper Limited,SKIPPER.NS,$0.14 B,$1.46,India
6382,Celularity,CELU,$0.14 B,$1.03,USA
6383,Kronos Bio,KRON,$0.14 B,$2.62,USA
6384,Rico Auto Industries,RICOAUTO.NS,$0.14 B,$1.10,India
6385,Iteris,ITI,$0.14 B,$3.49,USA
6386,Xunlei,XNET,$0.14 B,$2.22,China
6387,BBX Capital Corporation,BBXIA,$0.14 B,$9.10,USA
6388,ECB Bancorp,ECBK,$0.14 B,$16.06,USA
6389,The RealReal,REAL,$0.14 B,$1.50,USA
6390,Diebold Nixdorf,DBD,$0.14 B,$1.86,USA
6391,X4 Pharmaceuticals,XFOR,$0.14 B,$1.21,USA
6392,Turtle Beach Corp,HEAR,$0.14 B,$8.86,USA
6393,Daktronics,DAKT,$0.14 B,$3.21,USA
6394,Athira Pharma,ATHA,$0.14 B,$3.85,USA
6395,PyroGenesis Canada,PYR,$0.14 B,$0.82,Canada
6396,Prakash Industries,PRAKASH.NS,$0.14 B,$0.81,India
6397,Vroom,VRM,$0.14 B,$1.05,USA
6398,DermTech,DMTK,$0.14 B,$4.80,USA
6399,Nyxoah,NYXH,$0.14 B,$5.50,Belgium
6400,Pulse Biosciences,PLSE,$0.14 B,$3.88,USA
6401,Geojit Financial Services,GEOJITFSL.NS,$0.14 B,$0.60,India
6402,ShiftPixy,PIXY,$0.14 B,$14.88,USA
6403,SML Isuzu,SMLISUZU.NS,$0.14 B,$9.91,India
6404,kneat.com,FOBK.F,$0.14 B,$1.80,Ireland
6405,Parag Milk Foods,PARAGMILK.NS,$0.14 B,$1.22,India
6406,Taysha Gene Therapies,TSHA,$0.14 B,$2.30,USA
6407,VBI Vaccines,VBIV,$0.14 B,$0.56,USA
6408,Benessere Capital Acquisition,BENE,$0.14 B,$10.44,USA
6409,Northern Dynasty Minerals,NAK,$0.14 B,$0.27,Canada
6410,MariMed,MRMD,$0.14 B,$0.42,USA
6411,Twin Disc,TWIN,$0.14 B,$10.32,USA
6412,Asensus Surgical,ASXC,$0.14 B,$0.60,USA
6413,Yellow Corporation,YELL,$0.14 B,$2.75,USA
6414,XBiotech,XBIT,$0.14 B,$4.66,USA
6415,Sterling Tools,STERTOOLS.NS,$0.14 B,$3.93,India
6416,AG Mortgage Investment Trust,MITT,$0.14 B,$6.41,USA
6417,Zentek,ZTEK,$0.14 B,$1.42,Canada
6418,Red Robin,RRGB,$0.14 B,$8.87,USA
6419,Oconee Federal Financial,OFED,$0.14 B,$25.00,USA
6420,Peninsula Energy,PEN.AX,$0.14 B,$0.11,Australia
6421,Village Farms International,VFF,$0.13 B,$1.54,Canada
6422,Hanover Bancorp,HNVR,$0.13 B,$19.52,USA
6423,Cenntro Electric Group,CENN,$0.13 B,$0.53,USA
6424,Lazydays Holdings,LAZY,$0.13 B,$13.23,USA
6425,Euroseas,ESEA,$0.13 B,$19.57,Greece
6426,MICT,MICT,$0.13 B,$0.88,USA
6427,Hycroft Mining,HYMC,$0.13 B,$0.69,USA
6428,Eos Energy Enterprises,EOSE,$0.13 B,$1.66,USA
6429,Malvern Bancorp,MLVF,$0.13 B,$17.86,USA
6430,Superior Industries International,SUP,$0.13 B,$5.02,USA
6431,KLab,3656.T,$0.13 B,$3.35,Japan
6432,Chinese Gamer International,3083.TWO,$0.13 B,$1.57,Taiwan
6433,Townsquare Media,TSQ,$0.13 B,$7.85,USA
6434,Milestone Pharmaceuticals,MIST,$0.13 B,$3.93,Canada
6435,Latch,LTCH,$0.13 B,$0.93,USA
6436,Jianzhi Education Technology Group,JZ,$0.13 B,$2.22,China
6437,BankFinancial,BFIN,$0.13 B,$10.38,USA
6438,Paratek Pharmaceuticals,PRTK,$0.13 B,$2.40,USA
6439,Starbox Group,STBX,$0.13 B,$2.96,Malaysia
6440,Americas Gold and Silver Corp,USAS,$0.13 B,$0.70,Canada
6441,Tabula Rasa HealthCare,TRHC,$0.13 B,$4.91,USA
6442,Knights Group,KGH.L,$0.13 B,$1.49,UK
6443,Pexip,PEXIP.OL,$0.13 B,$1.31,Norway
6444,Heliogen,HLGN,$0.13 B,$0.69,USA
6445,PTC Financial Services,PFS.NS,$0.13 B,$0.21,India
6446,Solid Biosciences,SLDB,$0.13 B,$6.75,USA
6447,Provident Bancorp,PVBC,$0.13 B,$7.43,USA
6448,KAP AG,IUR.F,$0.13 B,$16.94,Germany
6449,O2Micro,OIIM,$0.13 B,$4.49,Cayman Islands
6450,Supermax Corporation Berhad,7106.KL,$0.13 B,$0.19,Malaysia
6451,PLBY Group (Playboy),PLBY,$0.12 B,$2.78,USA
6452,Comscore,SCOR,$0.12 B,$1.40,USA
6453,Allot,ALLT,$0.12 B,$3.44,Israel
6454,Sesen Bio,SESN,$0.12 B,$0.63,USA
6455,TeraWulf,WULF,$0.12 B,$0.88,USA
6456,Capacit'e Infraprojects,CAPACITE.NS,$0.12 B,$1.88,India
6457,Akebia Therapeutics,AKBA,$0.12 B,$0.70,USA
6458,Verastem Oncology,VSTM,$0.12 B,$0.61,USA
6459,Nucleus Software Exports,NUCLEUS.NS,$0.12 B,$4.76,India
6460,L.B. Foster,FSTR,$0.12 B,$11.64,USA
6461,The Oncology Institute,TOI,$0.12 B,$1.70,USA
6462,Yunji,YJ,$0.12 B,$0.59,China
6463,Martin Midstream Partners,MMLP,$0.12 B,$3.25,USA
6464,Creepy Jar,CRJ.WA,$0.12 B,$184.89,Poland
6465,Naked Wines,WINE.L,$0.12 B,$1.66,UK
6466,Cel-Sci,CVM,$0.12 B,$2.86,USA
6467,Electra Meccanica,SOLO,$0.12 B,$1.05,Canada
6468,Altisource Portfolio,ASPS,$0.12 B,$7.74,Luxembourg
6469,Mangalore Chemicals and Fertilizers,MANGCHEFER.NS,$0.12 B,$1.05,India
6470,Pardes Biosciences,PRDS,$0.12 B,$2.00,USA
6471,Fonar Corporation,FONR,$0.12 B,$18.67,USA
6472,Ohio Valley Banc Corp,OVBC,$0.12 B,$26.04,USA
6473,Srikalahasthi Pipes,SRIPIPES.NS,$0.12 B,$2.65,India
6474,Relmada Therapeutics,RLMD,$0.12 B,$4.12,USA
6475,RVL Pharmaceuticals,RVLP,$0.12 B,$1.25,USA
6476,Citizens Inc,CIA,$0.12 B,$2.46,USA
6477,Inseego,INSG,$0.12 B,$1.14,USA
6478,Mind Medicine,MNMD,$0.12 B,$3.27,USA
6479,Anup Engineering,ANUP.NS,$0.12 B,$12.33,India
6480,Loop Industries,LOOP,$0.12 B,$2.57,Canada
6481,Spectrum Pharmaceuticals,SPPI,$0.12 B,$0.60,USA
6482,MediciNova,MNOV,$0.12 B,$2.48,USA
6483,Tattooed Chef,TTCF,$0.12 B,$1.45,USA
6484,Coffee Day Enterprises,COFFEEDAY.NS,$0.12 B,$0.57,India
6485,Matinas BioPharma,MTNB,$0.12 B,$0.56,USA
6486,Sonendo,SONX,$0.12 B,$2.42,USA
6487,FaZe Clan,FAZE,$0.12 B,$1.66,USA
6488,Old Point Financial,OPOF,$0.12 B,$24.06,USA
6489,Sema4,SMFR,$0.12 B,$0.31,USA
6490,Sarcos Technology and Robotics,STRC,$0.11 B,$0.78,USA
