,name,codice,pricecap,price,country
4581,AmRest,EAT.MC,$0.96 B,$4.40,Spain
4582,Scilex Holding,SCLX,$1.07 B,$7.60,USA
4583,Fnac Darty,FNAC.PA,$1.07 B,$40.07,France
4584,Wolverine World Wide,WWW,$1.07 B,$13.62,USA
4585,Gray Television,GTN,$1.07 B,$11.55,USA
4586,Agrana,AGR.VI,$1.07 B,$17.16,Austria
4587,Hamburger Hafen,HHFA.F,$1.07 B,$14.18,Germany
4588,Cementir,CEM.MI,$1.07 B,$6.89,Italy
4589,KKR Real Estate Finance Trust,KREF,$1.07 B,$15.49,USA
4590,Enanta Pharmaceuticals,ENTA,$1.07 B,$51.46,USA
4591,Rhön-Klinikum,RHK.DE,$1.06 B,$15.96,Germany
4592,Fortuna Silver Mines,FSM,$1.06 B,$3.68,Canada
4593,SiriusPoint,SPNT,$1.06 B,$6.58,Bermuda
4594,The Shyft Group,SHYF,$1.06 B,$30.33,USA
4595,Preferred Bank,PFBC,$1.06 B,$74.03,USA
4596,REGENXBIO,RGNX,$1.06 B,$24.55,USA
4597,National Express Group,NEX.L,$1.06 B,$1.73,UK
4598,Grupa Kety,KTY.WA,$1.06 B,$110.01,Poland
4599,Tejas Networks,TEJASNET.NS,$1.06 B,$6.95,India
4600,Youdao,DAO,$0.96 B,$7.66,China
4601,Collegium Pharmaceutical,COLL,$0.96 B,$28.73,USA
4602,Barings BDC,BBDC,$0.96 B,$8.86,USA
4603,Italtile,ITE.JO,$0.96 B,$0.78,South Africa
4604,Central Securities,CET,$0.96 B,$35.33,USA
4605,Cronos Group,CRON,$0.96 B,$2.54,Canada
4606,Customers Bancorp,CUBI,$0.96 B,$29.62,USA
4607,Portillo's,PTLO,$0.96 B,$19.93,USA
4608,The Greenbrier Companies,GBX,$0.96 B,$29.31,USA
4609,SunOpta,STKL,$0.96 B,$8.90,Canada
4610,Jeld-Wen,JELD,$0.95 B,$11.38,USA
4611,HireRight,HRT,$0.95 B,$12.05,USA
4612,Morguard,MRC.TO,$0.95 B,$86.80,Canada
4613,Barloworld,BAW.JO,$0.95 B,$5.13,South Africa
4614,Waldencast,WALD,$0.95 B,$8.88,USA
4615,ASOS,ASC.L,$0.95 B,$9.53,UK
4616,Juventus Turin,JUVE.MI,$0.95 B,$0.37,Italy
4617,New Work,NWO.F,$0.95 B,$169.42,Germany
4618,LSB Industries,LXU,$1.05 B,$12.90,USA
4619,Heritage Financial,HFWA,$1.05 B,$30.04,USA
4620,Opendoor,OPEN,$1.05 B,$1.66,USA
4621,MoneyGram,MGI,$1.05 B,$10.89,USA
4622,Global Blue Group,GB,$1.05 B,$5.54,Switzerland
4623,First Watch Restaurant,FWRG,$0.95 B,$16.08,USA
4624,BBVA Argentina,BBAR,$0.95 B,$4.66,Argentina
4625,Nürnberger Versicherung,NBG6.F,$0.95 B,$81.45,Germany
4626,Modern Times Group (MTG),MTG-B.ST,$0.94 B,$7.45,Sweden
4627,flatexDEGIRO AG,FTK.DE,$0.94 B,$8.64,Germany
4628,The First Bancshares,FBMS,$0.94 B,$30.67,USA
4629,Argo Group,ARGO,$0.94 B,$27.06,Bermuda
4630,Applus Services,APPS.MC,$0.94 B,$6.98,Spain
4631,Amerant Bancorp,AMTB,$0.94 B,$28.03,USA
4632,Pushpay Holdings,PPH.NZ,$0.94 B,$0.82,New Zealand
4633,Yatsen Holding,YSG,$0.94 B,$1.69,China
4634,U.S. Silica,SLCA,$0.94 B,$12.48,USA
4635,TomTom,TOM2.AS,$0.94 B,$7.30,Netherlands
4636,Sri Trang Gloves,STGT.BK,$0.94 B,$0.33,Thailand
4637,Dream Finders Homes,DFH,$0.94 B,$10.16,USA
4638,Steel Partners,SPLP,$0.94 B,$43.46,USA
4639,Schnitzer Steel,SCHN,$0.94 B,$34.39,USA
4640,Sparkassen Immobilien,T1L.F,$0.94 B,$13.34,Austria
4641,BrightSpire Capital,BRSP,$0.93 B,$7.28,USA
4642,Inter & Co,INTR,$0.93 B,$2.34,Brazil
4643,Amryt Pharma,AMYT,$0.93 B,$14.72,UK
4644,Kiwi Property,KWIPF,$0.93 B,$0.57,New Zealand
4645,Overstock.com,OSTK,$0.93 B,$20.50,USA
4646,Alamar Foods Company,6014.SR,$0.93 B,$36.76,S. Arabia
4647,WideOpenWest,WOW,$0.93 B,$10.68,USA
4648,Sumo Logic,SUMO,$0.93 B,$7.80,USA
4649,Jeju Air,089590.KS,$0.93 B,$12.16,S. Korea
4650,Tauron Polska,1T5.F,$0.93 B,$0.51,Poland
4651,Innoviva,INVA,$0.93 B,$13.37,USA
4652,Trinseo,TSE,$0.93 B,$26.60,USA
4653,Knr Constructions,KNRCON.NS,$0.93 B,$3.31,India
4654,Savencia Fromage & Dairy,SAVE.PA,$0.92 B,$68.42,France
4655,Terveystalo,TTALO.HE,$0.92 B,$7.32,Finland
4656,Hibbett Sports,HIBB,$0.92 B,$72.77,USA
4657,MYT Netherlands Parent (Mytheresa),MYTE,$0.92 B,$10.91,Germany
4658,Universal Logistics Holdings,ULH,$0.92 B,$35.12,USA
4659,Green Dot,GDOT,$0.92 B,$17.54,USA
4660,Osisko Mining,OSK.TO,$0.92 B,$2.65,Canada
4661,PostNL,PNL.AS,$1.05 B,$2.16,Netherlands
4662,Headwater Exploration,HWX.TO,$1.05 B,$4.57,Canada
4663,Karur Vysya Bank,KARURVYSYA.NS,$1.04 B,$1.31,India
4664,Membership Collective,MCG,$1.04 B,$5.31,UK
4665,Select Energy Services,WTTR,$1.04 B,$9.17,USA
4666,Finolex Cables,FINCABLES.NS,$1.04 B,$6.85,India
4667,i3 Verticals,IIIV,$0.92 B,$27.79,USA
4668,iHeartMedia,IHRT,$0.91 B,$7.54,USA
4669,Imax Corp,IMAX,$0.91 B,$16.39,Canada
4670,Adecoagro,AGRO,$0.91 B,$8.38,Luxembourg
4671,Hypoport,HYQ.F,$0.91 B,$145.42,Germany
4672,CGN Mining Company,1164.HK,$0.91 B,$0.12,Hong Kong
4673,Century Aluminum,CENX,$0.91 B,$10.01,USA
4674,Perella Weinberg Partners,PWP,$0.91 B,$10.40,USA
4675,Graphite India,GRAPHITE.NS,$0.91 B,$4.66,India
4676,Gree,3632.T,$0.91 B,$5.26,Japan
4677,Cogent Biosciences,COGT,$0.91 B,$13.03,USA
4678,Albireo Pharma,ALBO,$0.91 B,$43.90,USA
4679,A-Mark Precious Metals,AMRK,$0.90 B,$38.79,USA
4680,Veeco,VECO,$1.04 B,$20.34,USA
4681,NRC Health,NRC,$1.04 B,$42.36,USA
4682,Patrizia Immobilien,P1Z.VI,$1.04 B,$11.92,Germany
4683,Novavax,NVAX,$1.04 B,$12.29,USA
4684,Cross Country Healthcare,CCRN,$1.04 B,$28.00,USA
4685,Banc of California,BANC,$1.04 B,$17.33,USA
4686,Galaxy Surfactants,GALAXYSURF.NS,$1.04 B,$29.31,India
4687,Columbus McKinnon,CMCO,$1.03 B,$36.32,USA
4688,Jindal Worldwide,JINDWORLD.NS,$1.03 B,$5.18,India
4689,Gogoro,GGR,$1.03 B,$4.17,Taiwan
4690,AST SpaceMobile,ASTS,$1.03 B,$5.19,USA
4691,Construcciones y Auxiliar de Ferrocarriles,CAF.MC,$1.03 B,$30.30,Spain
4692,Sprott Inc,SII,$1.03 B,$41.44,Canada
4693,Mahanagar Gas,MGL.NS,$1.03 B,$10.47,India
4694,OrthoPediatrics,KIDS,$1.03 B,$45.14,USA
4695,SkyWest,SKYW,$1.03 B,$20.40,USA
4696,Inhibrx,INBX,$1.03 B,$23.66,USA
4697,Van Lanschot Kempen,VLK.AS,$1.02 B,$25.58,Netherlands
4698,Enerflex,EFXT,$0.89 B,$7.25,Canada
4699,Matterport,MTTR,$0.89 B,$3.11,USA
4700,UFP Technologies,UFPT,$0.89 B,$117.88,USA
4701,RAPT Therapeutics,RAPT,$0.89 B,$26.30,USA
4702,Arco Platform,ARCE,$0.89 B,$13.27,Brazil
4703,National Healthcare,NHC,$0.89 B,$58.15,USA
4704,AerSale,ASLE,$0.89 B,$17.23,USA
4705,BSE,BSE.NS,$0.89 B,$6.58,India
4706,Synthomer,SYNT.L,$0.90 B,$1.86,UK
4707,The Necessity Retail REIT,RTL,$0.90 B,$6.35,USA
4708,Shentel,SHEN,$0.90 B,$18.10,USA
4709,Ferroglobe,GSM,$0.90 B,$4.84,UK
4710,Stratasys,SSYS,$0.90 B,$13.57,Israel
4711,Phnom Penh Water Supply Authority,PWSA.KH,$0.90 B,$1.90,Cambodia
4712,Pharming Group,PHAR,$0.90 B,$13.44,Netherlands
4713,Plymouth Industrial REIT,PLYM,$0.90 B,$20.90,USA
4714,IRSA Inversiones y Representaciones,IRS,$0.90 B,$5.84,Argentina
4715,Rush Street Interactive,RSI,$0.90 B,$4.10,USA
4716,Genius Sports,GENI,$0.90 B,$4.39,UK
4717,Ceres Power,CWR.L,$0.90 B,$4.70,UK
4718,Myers Industries,MYE,$0.90 B,$24.75,USA
4719,Sana Biotechnology,SANA,$0.90 B,$4.73,USA
4720,Singapore Post,S08.SI,$0.90 B,$0.40,Singapore
4721,Yellow Cake plc,YCA.L,$0.90 B,$4.92,Jersey
4722,Recipe Unlimited,RECP.TO,$0.90 B,$15.31,Canada
4723,IDEAYA Biosciences,IDYA,$0.90 B,$18.72,USA
4724,Apogee Enterprises,APOG,$1.02 B,$46.32,USA
4725,Allego,ALLG,$1.02 B,$3.87,Netherlands
4726,Community Healthcare Trust,CHCT,$1.02 B,$40.62,USA
4727,Sterling Construction,STRL,$1.02 B,$33.87,USA
4728,InnovAge,INNV,$1.02 B,$7.56,USA
4729,Westrock Coffee,WEST,$1.02 B,$13.56,USA
4730,ProAssurance,PRA,$1.02 B,$18.92,USA
4731,CryoPort,CYRX,$1.02 B,$20.83,USA
4732,Arko,ARKO,$1.02 B,$8.50,USA
4733,Healthcare Services Group,HCSG,$1.02 B,$13.77,USA
4734,Open Lending,LPRO,$1.01 B,$8.07,USA
4735,MRC Global,MRC,$1.01 B,$12.19,USA
4736,NCC,NCC-B.ST,$1.01 B,$10.51,Sweden
4737,Allogene Therapeutics,ALLO,$1.01 B,$7.06,USA
4738,Palfinger,PFI.F,$1.01 B,$29.16,Austria
4739,Astra Agro Lestari,AALI.JK,$1.01 B,$0.53,Indonesia
4740,Mesa Laboratories,MLAB,$1.01 B,$190.51,USA
4741,Avid Bioservices,CDMO,$1.01 B,$16.31,USA
4742,Li-Cycle,LICY,$1.01 B,$5.79,Canada
4743,Ichor Systems,ICHR,$0.88 B,$30.85,USA
4744,Douglas Dynamics,PLOW,$0.88 B,$38.81,USA
4745,BrightSphere Investment Group,BSIG,$0.88 B,$21.43,USA
4746,Winmark,WINA,$0.88 B,$258.17,USA
4747,indie Semiconductor,INDI,$0.88 B,$7.09,USA
4748,Westlake Chemical Partners,WLKP,$0.88 B,$25.13,USA
4749,Geopark,GPRK,$0.88 B,$15.10,Chile
4750,(DIA) Distribuidora Internacional de Alimentación,DIA.MC,$0.88 B,$0.02000,Spain
4751,IonQ,IONQ,$0.88 B,$4.41,USA
4752,Astec Industries,ASTE,$0.88 B,$38.82,USA
4753,Chase Corporation,CCF,$0.87 B,$92.60,USA
4754,Norway Royal Salmon,NRS.OL,$0.87 B,$14.86,Norway
4755,RCI Hospitality Holdings,RICK,$0.87 B,$95.10,USA
4756,CRA International,CRAI,$0.87 B,$122.97,USA
4757,Radware,RDWR,$0.87 B,$19.56,Israel
4758,NBCC India,NBCC.NS,$0.87 B,$0.49,India
4759,GoPro,GPRO,$0.87 B,$5.61,USA
4760,RPT Realty,RPT,$0.87 B,$10.06,USA
4761,International Money Express,IMXI,$0.87 B,$23.55,USA
4762,Steelcase,SCS,$0.87 B,$7.72,USA
4763,Asiana Airlines,020560.KS,$0.87 B,$11.72,S. Korea
4764,Agenus,AGEN,$0.89 B,$2.95,USA
4765,Zuora,ZUO,$0.89 B,$6.73,USA
4766,Anywhere Real Estate,HOUS,$0.89 B,$8.21,USA
4767,Riskified,RSKD,$0.89 B,$5.31,Israel
4768,Provention Bio,PRVB,$0.89 B,$10.30,USA
4769,American Woodmark,AMWD,$0.89 B,$54.02,USA
4770,ioneer,IONR,$0.89 B,$17.10,Australia
4771,Marathon Digital Holdings,MARA,$0.89 B,$7.68,USA
4772,Beyond Meat,BYND,$1.01 B,$15.93,USA
4773,LeMaitre Vascular,LMAT,$1.01 B,$46.13,USA
4774,Conduent,CNDT,$1.01 B,$4.70,USA
4775,Kiniksa Pharmaceuticals,KNSA,$1.01 B,$14.55,Bermuda
4776,American Axle & Manufacturing,AXL,$1.01 B,$8.83,USA
4777,Tianyu Digital Technology (Dalian),002354.SZ,$1.00 B,$0.61,China
4778,Benchmark Electronics,BHE,$1.00 B,$28.71,USA
4779,TimkenSteel,TMST,$0.87 B,$19.57,USA
4780,Cardinal Energy,CJ.TO,$0.86 B,$5.57,Canada
4781,Grid Dynamics,GDYN,$0.86 B,$11.71,USA
4782,Exscientia,EXAI,$0.86 B,$7.05,UK
4783,Shinpoong Pharm,019170.KS,$0.86 B,$17.58,S. Korea
4784,PureTech Health,PRTC,$0.86 B,$29.48,USA
4785,Cerence,CRNC,$0.86 B,$21.59,USA
4786,Redwood Trust,RWT,$0.86 B,$7.61,USA
4787,ViewRay,VRAY,$0.86 B,$4.75,USA
4788,PAR Technology,PAR,$0.86 B,$31.53,USA
4789,W&T Offshore,WTI,$0.86 B,$6.01,USA
4790,Alpha & Omega Semiconductor,AOSL,$0.86 B,$31.39,USA
4791,Arcutis Biotherapeutics,ARQT,$0.86 B,$14.12,USA
4792,7Road,0797.HK,$0.86 B,$0.31,China
4793,Cera Sanitaryware,CERA.NS,$0.85 B,$66.04,India
4794,Bain Capital,BCSF,$0.85 B,$13.30,USA
4795,Bangkok Airways,BA.BK,$0.85 B,$0.41,Thailand
4796,Janux Therapeutics,JANX,$0.85 B,$20.57,USA
4797,Perdoceo Education,PRDO,$1.00 B,$15.03,USA
4798,AMERISAFE,AMSF,$1.00 B,$52.70,USA
4799,Cars.com,CARS,$1.00 B,$15.15,USA
4800,BELLUS Health,BLU,$1.00 B,$8.02,Canada
4801,Suburban Propane Partners,SPH,$1.00 B,$15.89,USA
4802,ConnectOne Bancorp,CNOB,$1.00 B,$25.69,USA
4803,Forma Therapeutics,FMTX,$1.00 B,$20.01,USA
4804,Maxeon Solar Technologies,MAXN,$1.00 B,$22.39,Singapore
4805,Riot Blockchain,RIOT,$1.00 B,$6.02,USA
4806,LendingClub,LC,$1.00 B,$9.58,USA
4807,Biolife Solutions,BLFS,$1.00 B,$23.54,USA
4808,Valneva SE,VALN,$1.00 B,$14.42,France
4809,Multi Commodity Exchange,MCX.NS,$1.00 B,$19.67,India
4810,Iovance Biotherapeutics,IOVA,$1.00 B,$6.35,USA
4811,Centerspace,CSR,$1.00 B,$62.34,USA
4812,ImmunoGen,IMGN,$1.00 B,$4.53,USA
4813,Paymentus,PAY,$0.99 B,$8.12,USA
4814,Edelweiss Financial Services,EDELWEISS.NS,$0.85 B,$0.91,India
4815,First Foundation,FFWM,$0.85 B,$15.16,USA
4816,Mensch und Maschine,MUM.F,$0.85 B,$50.39,Germany
4817,Mission Produce,AVO,$0.85 B,$12.09,USA
4818,Unitil Corporation,UTL,$0.85 B,$53.24,USA
4819,Africa Oil,AOI.TO,$0.85 B,$1.84,Canada
4820,Hinduja Global Solutions,HGS.NS,$0.85 B,$16.24,India
4821,Perfect Corp.,PERF,$0.85 B,$7.21,Taiwan
4822,Associated Capital Group,AC,$0.85 B,$38.71,USA
4823,Sligro Food,SLIGR.AS,$0.85 B,$19.27,Netherlands
4824,QCR Holdings,QCRH,$0.85 B,$50.40,USA
4825,Republic Bank,RBCAA,$0.85 B,$43.08,USA
4826,Caleres,CAL,$0.85 B,$23.88,USA
4827,DocGo,DCGO,$0.85 B,$8.30,USA
4828,Heska Corporation,HSKA,$0.84 B,$78.46,USA
4829,Chalet Hotels,CHALET.NS,$0.84 B,$4.14,India
4830,Heritage-Crystal Clean,HCCI,$0.84 B,$35.07,USA
4831,BrainChip,BRN.AX,$0.84 B,$0.48,Australia
4832,OneSpaWorld,OSW,$0.99 B,$10.77,Bahamas
4833,UMH Properties,UMH,$0.99 B,$17.20,USA
4834,PROG Holdings,PRG,$0.99 B,$19.86,USA
4835,Telkom SA,TKG.JO,$0.99 B,$2.04,South Africa
4836,B&G Foods,BGS,$0.99 B,$13.84,USA
4837,RITES,RITES.NS,$0.99 B,$4.12,India
4838,Transcontinental,TCL-A.TO,$0.99 B,$11.37,Canada
4839,ARMOUR Residential REIT,ARR,$0.99 B,$6.08,USA
4840,Premier Financial,PFC,$0.98 B,$27.80,USA
4841,National Western Life,NWLI,$0.98 B,$271.75,USA
4842,PolyPeptide Group,PPGN.SW,$0.98 B,$29.83,Switzerland
4843,Fortress REIT,FFA.JO,$0.98 B,$0.60,South Africa
4844,Gaotu Techedu,GOTU,$0.98 B,$3.81,China
4845,Fulgent Genetics,FLGT,$0.98 B,$32.63,USA
4846,GungHo Online Entertainment,3765.T,$0.98 B,$15.91,Japan
4847,Bally's Corporation,BALY,$0.98 B,$20.83,USA
4848,Teekay Tankers,TNK,$0.98 B,$29.03,Canada
4849,SilverCrest Metals,SILV,$0.98 B,$6.68,Canada
4850,Shen Zhen Shengxunda Technology (gamexun),300518.SZ,$0.84 B,$5.95,China
4851,Dah Sing Financial,0440.HK,$0.84 B,$2.65,Hong Kong
4852,Forestar Group,FOR,$0.84 B,$17.00,USA
4853,Wesdome Gold Mines,WDO.TO,$0.84 B,$5.94,Canada
4854,Amarin Corporation,AMRN,$0.84 B,$2.09,Ireland
4855,CBL Properties,CBL,$0.84 B,$26.50,USA
4856,Network18,NETWORK18.NS,$0.84 B,$0.81,India
4857,BLS International,BLS.NS,$0.84 B,$2.04,India
4858,Community Trust Bancorp,CTBI,$0.84 B,$46.98,USA
4859,Aktia Bank,AKTIA.HE,$0.84 B,$11.66,Finland
4860,QuinStreet,QNST,$0.84 B,$15.67,USA
4861,LivePerson,LPSN,$0.83 B,$11.14,USA
4862,DIC Asset,DIC.DE,$0.83 B,$10.08,Germany
4863,Deluxe,DLX,$0.83 B,$19.40,USA
4864,Sterlite Technologies,STLTECH.NS,$0.83 B,$2.10,India
4865,Artis REIT,AX-UN.TO,$0.83 B,$7.22,Canada
4866,edenor,EDN,$0.83 B,$9.84,Argentina
4867,Rashtriya Chemicals and Fertilizers,RCF.NS,$0.83 B,$1.51,India
4868,Movado,MOV,$0.82 B,$35.99,USA
4869,SPARC,SPARC.NS,$0.82 B,$2.54,India
4870,SMART Global Holdings,SGH,$0.82 B,$16.68,USA
4871,ScanSource,SCSC,$0.82 B,$32.37,USA
4872,Cadre,CDRE,$0.81 B,$21.96,USA
4873,Peoples Bancorp,PEBO,$0.81 B,$28.97,USA
4874,Clairvest Group,CVG.TO,$0.81 B,$54.52,Canada
4875,Global Industrial Company,GIC,$0.98 B,$25.89,USA
4876,Jupiter Fund Management,JUP.L,$0.98 B,$1.80,UK
4877,Cymbria,CYB.TO,$0.98 B,$43.04,Canada
4878,Dole PLC,DOLE,$0.97 B,$10.32,Ireland
4879,Grindr,GRND,$0.97 B,$5.64,USA
4880,Kura Oncology,KURA,$0.97 B,$14.30,USA
4881,Omega Flex,OFLX,$0.97 B,$96.72,USA
4882,"Sturm, Ruger & Co",RGR,$0.97 B,$55.21,USA
4883,Titan Machinery,TITN,$0.97 B,$42.90,USA
4884,Verano Holdings,VRNOF,$0.97 B,$3.00,USA
4885,Dril-Quip,DRQ,$0.97 B,$28.65,USA
4886,Crinetics Pharmaceuticals,CRNX,$0.97 B,$18.04,USA
4887,Kalpataru Power Transmission,KALPATPOWR.NS,$0.97 B,$6.52,India
4888,GPA,CBD,$0.97 B,$3.58,Brazil
4889,Marshalls plc,MSLH.L,$0.96 B,$3.83,UK
4890,Boston Omaha,BOC,$0.83 B,$28.07,USA
4891,Hawkins,HWKN,$0.81 B,$38.96,USA
4892,Indiabulls Housing Finance,IBULHSGFIN.NS,$0.81 B,$1.74,India
4893,Mercer International,MERC,$0.81 B,$12.36,Canada
4894,Simulations Plus,SLP,$0.81 B,$40.22,USA
4895,CEAT,CEATLTD.NS,$0.81 B,$20.21,India
4896,Zealand Pharma,ZEAL,$0.81 B,$17.59,Denmark
4897,Softchoice,SFTC.TO,$0.81 B,$13.89,Canada
4898,Coherus BioSciences,CHRS,$0.81 B,$10.45,USA
4899,Repay Holdings,RPAY,$0.81 B,$8.96,USA
4900,Converge Technology Solutions,CTS.TO,$0.81 B,$3.86,Canada
4901,AvePoint,AVPT,$0.81 B,$4.35,USA
4902,Yext,YEXT,$0.81 B,$6.65,USA
4903,Ponsse,PON1V.HE,$0.81 B,$29.00,Finland
4904,Mirum Pharmaceuticals,MIRM,$0.81 B,$22.00,USA
4905,Ranger Oil,ROCC,$0.81 B,$42.49,USA
4906,BioXcel Therapeutics,BTAI,$0.81 B,$28.94,USA
4907,Pacific Century Regional Developments,P15.SI,$0.81 B,$0.31,Singapore
4908,Bristow Group,VTOL,$0.81 B,$28.93,USA
4909,Cellebrite,CLBT,$0.83 B,$4.39,Israel
4910,Tokmanni,TOKMAN.HE,$0.83 B,$14.15,Finland
4911,Allegiance Bancshares,ABTX,$0.83 B,$41.63,USA
4912,Varex Imaging,VREX,$0.82 B,$20.70,USA
4913,Washington Trust Bancorp,WASH,$0.82 B,$48.26,USA
4914,SLR Investment,SLRC,$0.82 B,$15.12,USA
4915,VTEX,VTEX,$0.82 B,$4.32,UK
4916,Hangzhou Electronic Soul Network Technology,603258.SS,$0.82 B,$3.37,China
4917,Quanex Building Products,NX,$0.82 B,$24.96,USA
4918,Bicycle Therapeutics,BCYC,$0.82 B,$27.83,UK
4919,Office Properties Income Trust,OPI,$0.82 B,$17.01,USA
4920,Taboola.com,TBLA,$0.82 B,$3.26,USA
4921,Symphony Limited,SYMPHONY.NS,$0.82 B,$11.80,India
4922,POINT Biopharma,PNT,$0.82 B,$7.81,USA
4923,Anavex Life Sciences,AVXL,$0.82 B,$10.58,USA
4924,Ellington Financial,EFC,$0.82 B,$13.64,USA
4925,REV Group,REVG,$0.80 B,$13.51,USA
4926,Laredo Petroleum,LPI,$0.80 B,$48.09,USA
4927,Standard Motor Products (SMP),SMP,$0.80 B,$37.43,USA
4928,Interfor,IFP.TO,$0.80 B,$15.69,Canada
4929,James River Group,JRVR,$0.80 B,$21.50,Bermuda
4930,Lyell Immunopharma,LYEL,$0.80 B,$3.23,USA
4931,Summit Hotel Properties,INN,$0.80 B,$7.53,USA
4932,Heritage Commerce,HTBK,$0.80 B,$13.25,USA
4933,Aehr Test Systems,AEHR,$0.80 B,$29.24,USA
4934,Altimmune,ALT,$0.80 B,$16.29,USA
4935,Prince Pipes And Fittings,PRINCEPIPE.NS,$0.80 B,$7.24,India
4936,NextDecade Corp,NEXT,$0.79 B,$5.54,USA
4937,JBM Auto,JBMA.NS,$0.79 B,$6.76,India
4938,Cimpress,CMPR,$0.79 B,$30.47,Ireland
4939,Praj Industries,PRAJIND.NS,$0.79 B,$4.35,India
4940,IES Holdings,IESC,$0.79 B,$39.49,USA
4941,Pitney Bowes,PBI,$0.79 B,$4.57,USA
4942,CrossAmerica Partners,CAPL,$0.79 B,$20.96,USA
4943,ChipMOS Technologies,IMOS,$0.79 B,$21.82,Taiwan
4944,Cellcom Israel,CEL.TA,$0.79 B,$4.81,Israel
4945,Bioceres Crop Solutions,BIOX,$0.79 B,$12.62,Argentina
4946,Sharecare,SHCR,$0.79 B,$2.24,USA
4947,Azul,AZUL,$0.79 B,$6.83,Brazil
4948,Borosil,BORORENEW.NS,$0.79 B,$6.06,India
4949,Bombay Burmah,BBTC.NS,$0.78 B,$11.26,India
4950,Bank First,BFC,$0.78 B,$87.08,USA
4951,Aspen Aerogels,ASPN,$0.78 B,$11.88,USA
4952,Zeal Network,TIMA.F,$0.78 B,$35.13,Germany
4953,Origin Materials,ORGN,$0.78 B,$5.50,USA
4954,Nextdoor,KIND,$0.78 B,$2.12,USA
4955,Ingersoll Rand India,INGERRAND.NS,$0.78 B,$24.78,India
4956,Stillfront Group,SF.ST,$0.78 B,$1.46,Sweden
4957,Kahoot!,KAHOT.OL,$0.78 B,$1.58,Norway
4958,Drägerwerk,DRW8.F,$0.77 B,$39.48,Germany
4959,Navios Maritime Partners,NMM,$0.77 B,$25.83,Monaco
4960,BEML,BEML.NS,$0.77 B,$18.67,India
4961,Newegg,NEGG,$0.77 B,$2.07,USA
4962,Olvi plc,OLVAS.HE,$0.77 B,$37.52,Finland
4963,Accel Entertainment,ACEL,$0.77 B,$8.87,USA
4964,WisdomTree Investments,WETF,$0.77 B,$5.26,USA
4965,KSB ltd,KSB.NS,$0.77 B,$22.24,India
4966,WalkMe,WKME,$0.77 B,$9.16,Israel
4967,Amber Enterprises India,AMBER.NS,$0.77 B,$22.95,India
4968,Hanmi Financial,HAFC,$0.77 B,$25.33,USA
4969,Badger Infrastructure Solutions,BDGI.TO,$0.77 B,$22.35,Canada
4970,Adler Real Estate,ADL.DE,$0.77 B,$7.04,Germany
4971,Ambac,AMBC,$0.76 B,$17.12,USA
4972,Shenzhen Zqgame,300052.SZ,$0.76 B,$2.94,China
4973,TCG BDC,CGBD,$0.76 B,$14.98,USA
4974,Vacasa,VCSA,$0.76 B,$1.69,USA
4975,Magic Software,MGIC,$0.76 B,$15.63,Israel
4976,Qurate Retail Group,QRTEA,$0.76 B,$1.94,USA
4977,DRDGOLD,DRD,$0.76 B,$8.95,South Africa
4978,Banco Latinoamericano de Comercio Exterior,BLX,$0.76 B,$17.14,Panama
4979,ANI Pharmaceuticals,ANIP,$0.76 B,$43.95,USA
4980,Univest,UVSP,$0.76 B,$26.23,USA
4981,MultiPlan,MPLN,$0.76 B,$1.20,USA
4982,NerdWallet,NRDS,$0.76 B,$10.30,USA
4983,Alabama Power,ALP-PQ,$0.76 B,$25.03,USA
4984,Vitru,VTRU,$0.76 B,$22.82,Brazil
4985,CareDx,CDNA,$0.76 B,$14.24,USA
4986,Theravance Biopharma,TBPH,$0.76 B,$11.30,Cayman Islands
4987,Northfield Bancorp,NFBK,$0.76 B,$15.91,USA
4988,Team17,TM17.L,$0.75 B,$5.10,UK
4989,Enfusion,ENFN,$0.75 B,$11.01,USA
4990,SunCoke Energy,SXC,$0.75 B,$9.10,USA
4991,Norwegian Air Shuttle,NAS.OL,$0.75 B,$0.82,Norway
4992,United Fire Group,UFCS,$0.75 B,$30.08,USA
4993,The Vita Coco Company,COCO,$0.75 B,$13.55,USA
4994,Advantage Solutions,ADV,$0.75 B,$2.37,USA
4995,AMC Networks,AMCX,$0.75 B,$17.58,USA
4996,Al Moammar Information Systems,7200.SR,$0.75 B,$25.18,S. Arabia
4997,Aerie Pharmaceuticals,AERI,$0.75 B,$15.25,USA
4998,MarineMax,HZO,$0.75 B,$34.47,USA
4999,BigCommerce,BIGC,$0.75 B,$10.21,USA
5000,ADMA Biologics,ADMA,$0.75 B,$3.40,USA
5001,Sleep Number,SNBR,$0.75 B,$34.13,USA
5002,New Gold,NGD,$0.75 B,$1.10,Canada
5003,ATN International,ATNI,$0.75 B,$47.59,USA
5004,AnaptysBio,ANAB,$0.75 B,$26.38,USA
5005,Locaweb,LWSA3.SA,$0.74 B,$1.27,Brazil
5006,Pagaya Technologies,PGY,$0.74 B,$1.10,Israel
5007,Ethan Allen,ETD,$0.74 B,$29.54,USA
5008,Eventbrite,EB,$0.74 B,$7.57,USA
5009,loanDepot,LDI,$0.74 B,$2.26,USA
5010,CEWE,CWC.F,$0.74 B,$102.30,Germany
5011,ESAB India,ESABINDIA.NS,$0.74 B,$48.50,India
5012,iStar,STAR,$0.74 B,$8.61,USA
