,name,country,industry,absolute_growth_rate_pct,compound_annual_growth_rate_cagr_pct,revenue_2020,employees_2020,employees_2017,founded,revenue_2017,website
130,Energihem,Sweden,Construction,"1,033.39",124.63,"28,004,684",125,19,2015.0,,
131,Amity,UK,Technology,"1,019.79",123.72,"5,743,440",164,48,2012.0,,
132,Goyago,Germany,Retail,"1,005.08",122.74,"3,729,920",43,4,2014.0,,
133,LA REGIE DE PORTAGE SALARIAL,France,Support Services,"1,003.16",122.61,"7,638,731",140,23,2016.0,,
134,Dall Energy,Denmark,Energy,991.29,121.81,"6,013,000",15,5,2007.0,,
135,Appinio,Germany,Technology,988.35,121.61,"3,597,000",44,5,2014.0,,
136,Pinsami,Italy,Food & Beverage,975.16,120.71,"4,892,000",33,14,2015.0,,
137,AER TRADING,France,Retail,969.96,120.35,"17,575,388",1,1,2013.0,,
138,VALUMEN,France,Support Services,968.54,120.26,"2,196,424",4,1,2014.0,,
139,Follow,France,Advertising,964.02,119.95,"6,844,818",14,4,2016.0,,
140,Darpdecade,Germany,Retail,954.24,119.27,"6,624,660",173,4,2016.0,,
141,Bolt,Estonia,Technology,949.32,118.93,"221,393,889",1798,399,2013.0,,
142,Kiteworldshop.com,Italy,Ecommerce,941.48,118.38,"1,671,984",5,2,2014.0,,
143,Peter Kenkel,Germany,Retail,938.81,118.2,"22,137,000",19,10,2006.0,,
144,Templafy,Denmark,Technology,937.64,118.11,"15,486,451",292,32,2014.0,,
145,Comservice,Italy,Support Services,935.17,117.94,"2,016,300",99,17,2014.0,,
146,Falcor Presse,Italy,Industrial Goods,927.28,117.38,"2,996,770",5,1,2017.0,,
147,RoomRaccoon,The Netherlands,Technology,927.15,117.38,"1,715,334",40,8,2017.0,,
148,Signaturit,Spain,Technology,921.07,116.95,"5,639,953",95,37,2013.0,,
149,Modulr,UK,Fintech,914.74,116.5,"12,789,098",191,31,2015.0,,
150,PROFISHOP,Germany,Ecommerce,909.37,116.11,"43,812,068",63,17,2012.0,,
151,Floer,The Netherlands,Interiors,908.11,116.02,"2,520,013",15,2,2015.0,,
152,Audiosalus,Italy,Retail,904.15,115.74,"1,569,480",12,4,2011.0,,
153,StatsBomb,UK,Technology,897.81,115.29,"2,027,170",26,2,2016.0,,
154,Theras Biocare,Italy,Pharmaceuticals,888.84,114.64,"26,633,230",8,2,2013.0,,
155,Stenn,UK,Fintech,886.94,114.5,"29,615,571",61,32,2016.0,,
156,Nanushka,Hungary,Fashion,884.55,114.33,"20,825,934",180,30,2012.0,,
157,DPM - Deutsches Personal Management,Germany,Support Services,882.56,114.18,"2,267,760",60,10,2016.0,,
158,Monese,UK,Fintech,880.00,114.0,"18,196,451",243,84,2013.0,,
159,Arquimea,Spain,Technology,867.03,113.05,"72,044,361",288,40,2005.0,,
160,GroupeÂ PERSPECTIVE,France,Education,866.15,112.98,"2,709,000",18,4,2013.0,,
161,Funnel,Sweden,Technology,866.06,112.98,"11,499,031",155,37,2014.0,,
162,Living Quarter,Germany,Health,847.68,111.62,"5,016,731",49,5,2015.0,,
163,Svea Solar,Sweden,Energy,842.47,111.23,"66,146,911",287,38,2013.0,,
164,Bevcraft Group,Ireland,Food & Beverage,842.21,111.21,"4,046,859",16,6,2016.0,,
165,Learning Technologies Group,UK,Technology,834.19,110.61,"19,446,429",932,767,2013.0,,
166,Cura Farma,Italy,Health,825.58,109.96,"4,436,220",9,2,2014.0,,
167,Kamado Bono,Lithuania,Personal & Household Goods,824.45,109.88,"6,801,734",7,2,2013.0,,
168,SIPADAN,Spain,Management Consulting,823.89,109.83,"3,457,203",47,3,2007.0,,
169,Dateio,Czech Republic,Fintech,812.34,108.95,"4,710,733",45,18,2013.0,,
170,CREST Investment,Germany,Property,811.16,108.86,"4,857,817",16,4,2016.0,,
171,Componenti Digitali,Italy,Retail,808.60,108.67,"2,805,850",19,2,2017.0,,
172,IMMO-KONZEPTE,Germany,Property,797.40,107.81,"2,269,276",6,3,2006.0,,
173,SwipBox,Denmark,Technology,792.08,107.4,"9,391,760",41,3,2014.0,,
174,Nextory,Sweden,Media,790.71,107.29,"26,534,087",85,9,2015.0,,
175,ITDS Polska,Poland,Technology,789.96,107.23,"8,609,941",176,32,2016.0,,
176,Savait,Italy,Ecommerce,787.93,107.07,"2,108,040",5,4,2015.0,,
177,Adpone,Spain,Advertising,786.15,106.94,"11,124,512",18,3,2015.0,,
178,Nord Security,Lithuania,Cyber Security,785.05,106.85,"156,623,915",1000,350,2012.0,,
179,Mews,The Netherlands,Technology,784.47,106.81,"22,386,000",226,25,2012.0,,
180,Titulae,Spain,Education,783.80,106.75,"4,870,863",35,9,2015.0,,
181,systeme.io,Ireland,Ecommerce,780.26,106.48,"2,407,982",40,5,2016.0,,
182,EODH SA,Greece,Aerospace & Defence,765.91,105.35,"2,597,612",30,20,2003.0,,
183,Multix solutions,Italy,Health,764.38,105.23,"11,586,460",5,2,2015.0,,
184,B2DIGIT,France,Technology,763.88,105.19,"1,978,128",12,2,2016.0,,
185,A Million Ads,UK,Advertising,761.93,105.03,"4,882,837",47,5,2015.0,,
186,WoodWatch,The Netherlands,Retail,758.51,104.76,"5,590,390",25,5,2013.0,,
187,FenÃªtres du Doubs,France,Construction,753.42,104.36,"2,238,347",12,3,2010.0,,
188,Koesea,Germany,Construction,750.00,104.08,"3,400,000",65,3,2016.0,,
189,Podium Advanced Technologies,Italy,Automobiles,744.97,103.68,"18,025,740",38,14,2011.0,,
190,SPEGRA,Croatia,Construction,744.07,103.61,"17,059,791",166,109,2010.0,,
191,GPAINNOVA,Spain,Industrial Goods,739.66,103.25,"15,245,617",117,18,2013.0,,
192,Soluzione Tasse,Italy,Management Consulting,736.20,102.97,"18,939,430",23,4,2016.0,,
193,Velocultour,Germany,Retail,731.33,102.58,"2,458,500",15,2,2016.0,,
194,butorpiac.hu,Hungary,Ecommerce,731.00,102.55,"2,184,336",7,2,2011.0,,
195,Success Solutions,Czech Republic,Technology,727.39,102.26,"2,633,664",44,8,2016.0,,
196,Bug Bite Thing Europe,Denmark,Health,722.29,101.84,"1,577,878",1,1,1989.0,,
197,Dexatel,Estonia,Technology,721.49,101.78,"11,087,980",24,4,2015.0,,
198,Gemco,Italy,Construction,718.65,101.54,"3,941,900",6,1,2015.0,,
199,Lyonnaise de Construction et Renovation,France,Construction,717.46,101.44,"6,640,842",None,None,2015.0,,
200,Gousto,UK,Food & Beverage,713.62,101.13,"210,945,370",702,204,2012.0,,
201,Winter in Venice,UK,Beauty,710.72,100.89,"12,682,062",6,4,2010.0,,
202,Infratech Bau,Germany,Construction,710.04,100.83,"60,067,088",72,18,2007.0,,
203,4Streets Building Innovation Tunnels Bridges Roads,Italy,Construction,708.86,100.74,"6,739,630",46,3,2016.0,,
204,Landbay,UK,Fintech,708.18,100.68,"8,980,496",95,31,2013.0,,
205,Degoo,Sweden,Technology,708.03,100.67,"1,973,775",18,3,2012.0,,
206,Franco Fresco,Germany,Food & Beverage,707.67,100.64,"50,723,858",320,52,2016.0,,
207,Lendable,UK,Fintech,707.63,100.63,"40,305,193",84,25,2014.0,,
208,Ulrich MÃ¼ller Wealth Academy,Germany,Education,698.59,99.88,"3,516,744",6,2,2014.0,,
209,cerascreen,Germany,Health,698.46,99.87,"10,499,782",84,19,2012.0,,
210,Eqinov,France,Energy,696.48,99.71,"70,183,744",43,24,2011.0,,
211,Serre Famiglia Pederiva Viticoltori dal 1958,Italy,Food & Beverage,695.08,99.59,"9,022,020",12,7,1996.0,,
212,Bloom & Wild,UK,Ecommerce,693.19,99.43,"155,595,726",170,68,2013.0,,
213,BrÃ¤utigam,Germany,Automobiles,693.15,99.43,"6,315,124",29,9,2016.0,,
214,Newil & Bau,Finland,Construction,693.05,99.42,"19,420,672",7,1,2006.0,,
215,ID Finance,Spain,Fintech,687.67,98.97,"103,634,000",411,271,2015.0,,
216,Kry,Sweden,Health,683.39,98.61,"77,764,611",600,74,2014.0,,
217,Sixth Sense,Italy,Technology,682.63,98.54,"3,916,570",25,4,2015.0,,
218,Nethive,Italy,Cyber Security,681.63,98.46,"3,960,770",19,7,2014.0,,
219,Latitude Investment Management,UK,Financial Services,680.23,98.34,"1,750,466",8,3,2016.0,,
220,Qred,Sweden,Fintech,679.70,98.29,"30,414,122",68,10,2015.0,,
221,oculavis,Germany,Technology,678.11,98.16,"3,924,472",55,15,2016.0,,
222,The Information Lab,Italy,Technology,675.86,97.97,"4,253,110",30,5,2015.0,,
223,MD Sonnenschutztechnik,Germany,Construction,675.34,97.92,"4,068,621",10,6,2015.0,,
224,Syntio,Croatia,Technology,673.74,97.79,"2,127,532",43,7,2017.0,,
225,Bomae,Denmark,Financial Services,673.44,97.76,"1,662,487",13,3,2016.0,,
226,Gophr,UK,Technology,665.31,97.07,"5,738,336",18,6,2014.0,,
227,Memory PC,Germany,Retail,662.76,96.85,"57,375,000",110,20,2012.0,,
228,Sollis SolargroÃhandel,Germany,Retail,661.92,96.77,"11,860,100",6,2,2017.0,,
229,Spotawheel,Greece,Automobiles,660.16,96.62,"15,646,588",123,37,2015.0,,
230,Ooni Pizza Ovens,UK,Personal & Household Goods,656.17,96.28,"63,879,414",83,18,2012.0,,
231,Robovox Distributions,Germany,Retail,655.91,96.26,"19,427,000",35,10,2015.0,,
232,CentralNic Group,UK,Technology,655.01,96.18,"197,260,279",650,92,2000.0,,
233,Bernd Andert Transporte,Germany,Transport,651.57,95.88,"4,105,262",83,16,2003.0,,
234,Bluewater Bio,UK,Technology,651.07,95.84,"20,201,424",18,16,2007.0,,
235,Tecma Solutions,Italy,Technology,650.65,95.8,"7,319,870",107,25,2012.0,,
236,Delante,Poland,Sales & Marketing,645.92,95.39,"2,160,094",48,21,2015.0,,
237,intumind,Germany,Health,641.45,95.0,"6,560,962",15,8,2015.0,,
238,Saljol,Germany,Health,640.72,94.93,"4,146,403",15,10,2016.0,,
239,TKD Solutions,Germany,Telecoms,639.39,94.82,"15,874,245",20,9,2014.0,,
240,Kuori,Finland,Technology,635.85,94.5,"2,501,902",15,5,2016.0,,
241,Ferroamp,Sweden,Energy,635.77,94.5,"7,645,003",42,21,2010.0,,
242,Valor Real Estate Partners,UK,Financial Services,634.70,94.4,"4,534,588",23,6,2016.0,,
243,Anexiti,France,Technology,633.03,94.26,"2,565,735",14,2,2013.0,,
244,GENIUS,France,Support Services,631.54,94.12,"2,417,902",23,6,2017.0,,
245,Instilla,Italy,Advertising,629.15,93.91,"2,993,310",31,3,2015.0,,
246,FOOTDISTRICT,Spain,Ecommerce,628.49,93.85,"14,942,262",60,12,2012.0,,
247,Spiideo,Sweden,Technology,627.38,93.76,"4,799,358",36,12,2012.0,,
248,ContractPodAi,UK,Technology,626.96,93.72,"4,875,622",118,14,2012.0,,
249,Tarhan BauausfÃ¼hrungen,Germany,Construction,625.88,93.62,"1,851,000",15,5,2017.0,,
250,Matillion,UK,Technology,624.36,93.49,"24,580,709",218,44,2010.0,,
251,Extra Mile Live Service,Germany,Retail,623.62,93.42,"2,637,501",5,2,2017.0,,
252,LITTLEBIG CONNECTION,France,Support Services,612.55,92.43,"111,538,883",173,17,2013.0,,
253,SPC General Service,Italy,Construction,611.08,92.3,"6,788,660",50,15,2011.0,,
254,jobandtalent,Spain,Technology,608.12,92.03,"352,879,165",801,156,2008.0,,
255,Financial House,UK,Fintech,608.11,92.03,"18,766,625",20,14,2016.0,,
256,MyLead,Poland,Sales & Marketing,607.97,92.02,"2,004,501",42,8,2013.0,,
257,Mia-Platform,Italy,Technology,605.35,91.78,"6,515,510",74,15,2016.0,,
258,Tecnimed,Italy,Health,604.94,91.74,"9,551,790",32,20,1976.0,,
259,Longevity Partners,UK,Retail,601.43,91.42,"2,336,243",22,5,2015.0,,
260,NexumStp,Italy,Management Consulting,601.37,91.42,"25,667,400",345,56,2015.0,,
261,G-ON,France,Support Services,598.10,91.12,"1,810,459",16,3,2016.0,,
262,Picnic,UK,Advertising,590.77,90.45,"1,508,869",10,3,2016.0,,
263,Egomnia,Italy,Technology,586.95,90.1,"1,901,140",36,2,2012.0,,
264,LoyaltyLion,UK,Technology,586.89,90.09,"4,483,296",40,10,2012.0,,
265,reMarkable,Norway,Technology,581.48,89.59,"115,793,390",142,22,2016.0,,
266,Kubrick,UK,Management Consulting,580.10,89.46,"32,614,354",673,119,2016.0,,
267,Contrader,Italy,Technology,579.81,89.44,"4,682,960",35,7,2012.0,,
268,SAMONT,Germany,Industrial Goods,579.56,89.41,"19,577,339",89,39,2008.0,,
269,Sirive,Italy,Construction,578.64,89.33,"4,527,690",5,1,2017.0,,
270,Multienergia Verde,Spain,Energy,576.76,89.15,"146,453,604",15,10,2014.0,,
271,Wielandts UPMT,Belgium,Technology,575.79,89.06,"1,529,270",6,1,2013.0,,
272,ASKET,Sweden,Fashion,573.05,88.81,"6,525,278",13,4,2015.0,,
273,Central Warehouse Solution,Czech Republic,Transport,569.09,88.44,"1,788,545",45,10,2015.0,,
274,Chef in Camicia,Italy,Advertising,566.63,88.2,"2,071,960",21,2,2015.0,,
275,Piper Homes,UK,Construction,566.22,88.17,"30,436,232",28,9,2015.0,,
276,Alturas Cubiertas Y Fachadas,Spain,Construction,564.06,87.96,"9,375,243",33,12,2014.0,,
277,Autosalon Uhingen,Germany,Automobiles,563.94,87.95,"10,540,000",11,2,2015.0,,
278,Yumi Beauty,France,Chemicals & Pharmaceuticals,561.59,87.73,"2,678,257",5,1,2013.0,,
279,FOR ME LAB,France,Ecommerce,556.12,87.21,"1,652,073",7,2,2016.0,,
280,Stockholms Elbolag,Sweden,Energy,555.65,87.16,"32,265,912",25,7,2015.0,,
281,Flohr,Germany,Waste management & recycling,555.52,87.15,"21,249,638",84,21,1999.0,,
282,Agricodem,Italy,Agricultural Commodities,554.25,87.03,"2,856,530",4,1,2008.0,,
283,DACH Schutzbekleidung,Germany,Industrial Goods,552.07,86.82,"45,227,730",80,14,2005.0,,
284,EM-Tec Energiemontagen,Germany,Construction,551.35,86.75,"3,002,729",16,7,2017.0,,
285,Wave Studio,Romania,Technology,550.00,86.63,"4,105,688",9,8,2014.0,,
286,bazzar,Croatia,Retail,548.14,86.45,"6,686,617",17,3,2013.0,,
287,Cybersprint,The Netherlands,Cyber Security,548.05,86.44,"2,914,738",43,10,2015.0,,
288,Brandon Group,Italy,Ecommerce,546.65,86.3,"32,039,000",34,19,2012.0,,
289,Feiniko Handelsgesellschaft,Germany,Retail,546.03,86.24,"32,168,909",13,1,2014.0,,
290,PharmaGrin,Italy,Health,539.22,85.59,"2,701,410",21,2,2015.0,,
291,Life M,Czech Republic,Technology,538.99,85.57,"2,001,844",3,1,2016.0,,
292,PlÃ¡sticos DÃ£o / Sacos & Saquetas,Portugal,Industrial Goods,538.61,85.53,"1,946,703",16,5,2012.0,,
293,Logipal24,Germany,Transport,529.56,84.65,"4,967,568",70,19,2010.0,,
294,PastBook,The Netherlands,Technology,527.70,84.47,"33,651,532",22,23,2012.0,,
295,Bluefin,UK,Ecommerce,527.48,84.45,"28,993,287",21,6,2013.0,,
296,Milk & Honey PR,UK,Sales & Marketing,526.03,84.3,"1,528,900",18,4,2016.0,,
297,Prodeval,France,Energy,525.30,84.23,"73,514,217",220,70,1990.0,,
298,Virta,Finland,Technology,524.73,84.18,"11,029,402",110,23,2013.0,,
299,BizAway,Italy,Travel & Leisure,523.93,84.1,"1,989,950",28,4,2015.0,,
300,Karl & LÃ©on,France,Retail,520.62,83.77,"2,391,019",6,2,2015.0,,
301,Identity,UK,Management Consulting,517.38,83.45,"22,885,804",80,39,2001.0,,
302,BlackBelt Holding,Hungary,Technology,517.01,83.41,"5,695,000",55,4,2016.0,,
303,DYNVEO,France,Retail,515.99,83.31,"3,687,780",13,1,2010.0,,
304,Favi,Czech Republic,Ecommerce,515.51,83.26,"24,995,030",29,7,2016.0,,
305,Hopkins,Finland,Sales & Marketing,514.46,83.16,"4,534,346",27,4,2016.0,,
306,AP Italian Luxury,Italy,Fashion,513.48,83.06,"4,283,930",7,3,2016.0,,
307,Novicap,UK,Fintech,513.18,83.03,"3,383,802",45,20,2015.0,,
308,IGLM Store,Italy,Ecommerce,509.86,82.7,"7,790,420",5,1,2013.0,,
309,LUIS Technology,Germany,Technology,507.97,82.51,"10,000,511",41,8,1999.0,,
310,Quantexa,UK,Fintech,505.07,82.22,"33,902,755",275,55,2016.0,,
311,Enerbrain,Italy,Energy,502.79,81.99,"4,131,370",37,9,2014.0,,
312,Brinckmann,Germany,Construction,502.19,81.93,"6,037,461",28,7,2013.0,,
313,LMG Building,Italy,Construction,499.55,81.67,"6,255,970",12,6,1982.0,,
314,Nordic Unmanned,Norway,Aerospace & Defence,498.36,81.55,"6,305,237",33,12,2013.0,,
315,Hemisphere,France,Property,493.89,81.09,"6,484,822",6,2,2017.0,,
316,therapiezentrum.com NW,Germany,Health,491.72,80.87,"2,916,337",87,23,2017.0,,
317,Beauhurst,UK,Technology,488.50,80.54,"5,355,215",82,39,2010.0,,
318,C.U.N. Cargo Carriers,Romania,Transport,488.24,80.52,"7,103,702",49,43,2017.0,,
319,MG Project,Italy,Telecoms,487.83,80.48,"8,208,450",34,23,2016.0,,
320,BONMEA,Germany,Retail,487.47,80.44,"14,597,418",6,3,2015.0,,
321,Oceanis Yachts,Italy,Travel & Leisure,486.88,80.38,"3,059,130",6,2,2007.0,,
322,OPUS DB,France,Construction,486.24,80.31,"12,171,118",8,2,2016.0,,
323,Devensys Cybersecurity,France,Technology,486.08,80.3,"3,403,055",27,9,2013.0,,
324,Project Agora,Cyprus,Advertising,485.69,80.26,"19,798,875",104,25,2016.0,,
325,BETTERTRUST,Germany,Advertising,483.67,80.05,"4,981,938",19,5,2012.0,,
326,Banale,Italy,Ecommerce,482.78,79.96,"2,051,370",10,3,2014.0,,
327,Maatwerk Online,The Netherlands,Sales & Marketing,481.07,79.78,"1,673,382",17,5,2013.0,,
328,Les constructeurs du bois,France,Property,479.95,79.67,"5,087,783",6,1,2011.0,,
329,Esserre Pharma,Italy,Pharmaceuticals,479.40,79.61,"2,556,640",10,6,2013.0,,
330,OnBuy.com,UK,Ecommerce,478.83,79.55,"2,720,319",18,8,2014.0,,
331,Gojob,France,Support Services,478.65,79.53,"40,546,000",108,27,2015.0,,
332,Newroom,Germany,Retail,474.45,79.09,"3,669,217",10,6,2016.0,,
333,Christmas the Original,Italy,Retail,474.38,79.09,"1,994,200",9,3,2016.0,,
334,Dimaxbau,Germany,Construction,473.16,78.96,"2,003,989",16,5,2016.0,,
335,Comnovis IT,Germany,Technology,471.65,78.8,"1,900,000",9,2,2013.0,,
336,Die Direktkontakter,Germany,Support Services,471.60,78.8,"2,818,000",8,4,2016.0,,
337,Mega Trasporti,Italy,Transport,470.40,78.67,"18,168,170",400,30,2010.0,,
338,LeHibou,France,Technology,470.21,78.65,"13,816,792",40,9,2014.0,,
339,Stufe A Pellet Italia,Italy,Interiors,469.76,78.61,"3,598,050",13,3,2014.0,,
340,Aquis Exchange,UK,Financial Services,469.71,78.6,"12,824,155",46,31,2012.0,,
341,Chattermill,UK,Technology,468.80,78.51,"2,306,045",50,8,2015.0,,
342,SchÃ¶nerTel,Germany,Construction,468.18,78.44,"16,388,546",45,10,2016.0,,
343,Global Work,Italy,Telecoms,467.98,78.42,"3,174,000",57,8,2011.0,,
344,allygatr,Germany,Support Services,465.92,78.2,"1,914,500",9,1,2012.0,,
345,Cru Wine,UK,Food & Beverage,465.78,78.19,"9,235,946",14,3,2013.0,,
346,Abc Rent,Italy,Automobiles,462.56,77.85,"21,818,000",8,5,2004.0,,
347,Superior Wellness,UK,Personal & Household Goods,461.12,77.7,"54,150,622",57,20,2011.0,,
348,Schrott24,Austria,Waste management & recycling,460.83,77.67,"14,641,523",12,3,2016.0,,
349,Mazzoni Etech,Italy,Industrial Goods,459.21,77.5,"2,344,440",14,3,2017.0,,
350,Berdugo Immobilier,France,Property,458.13,77.38,"15,049,845",6,4,1996.0,,
351,Nova rent,Lithuania,Industrial Goods,456.25,77.18,"8,900,000",37,9,2016.0,,
352,Rouvy,Czech Republic,Games industry,455.45,77.1,"4,058,269",38,13,2013.0,,
353,Business Analysis & Legal Expertise - B.A.L.E.,Italy,Management Consulting,452.48,76.78,"2,943,020",4,3,2015.0,,
354,JMB,Poland,Energy,452.20,76.75,"70,179,000",381,172,2000.0,,
355,NOCNOC,France,Travel & Leisure,450.85,76.61,"1,596,167",13,2,2016.0,,
356,CrowdProperty,UK,Fintech,449.16,76.43,"2,941,537",33,5,2013.0,,
357,TutosâMe,France,Education,447.76,76.28,"4,989,872",42,4,2015.0,,
358,Studio Ekoâ,Italy,Management Consulting,446.74,76.17,"1,740,660",10,4,2011.0,,
359,Beings,UK,Technology,444.42,75.92,"1,881,768",7,2,2010.0,,
360,dmrgroupltd.com,Poland,Chemicals & Pharmaceuticals,443.14,75.78,"7,050,124",6,3,2013.0,,
361,Ice Telecommunications Ltd,UK,Telecoms,442.64,75.73,"16,067,551",119,35,2014.0,,
362,Gallas Group,Italy,Support Services,441.64,75.62,"4,640,710",95,18,2012.0,,
363,Etracom,Italy,Ecommerce,439.61,75.4,"22,952,660",10,4,2010.0,,
364,Xalient,UK,Technology,439.22,75.36,"26,199,717",88,38,2015.0,,
365,Labevolution,Italy,Health,438.38,75.27,"7,264,130",None,5,2009.0,,
366,Kuadra,Italy,Interiors,435.19,74.92,"3,400,580",20,9,2015.0,,
367,Kyo Electric,Spain,Telecoms,433.20,74.7,"5,402,302",8,3,2014.0,,
368,SoPost,UK,Technology,432.02,74.57,"7,825,138",32,13,2012.0,,
369,S.F.R.E.,Italy,Construction,431.82,74.55,"3,004,290",44,7,2016.0,,
370,Sportstech,Germany,Retail,430.92,74.45,"108,500,233",262,60,2012.0,,
371,OpÃ©ra Energie,France,Energy,427.38,74.06,"11,218,211",98,40,2014.0,,
372,RouteNote,UK,Technology,427.36,74.06,"38,428,858",76,28,2010.0,,
373,Doctify,UK,Health,425.60,73.87,"2,409,255",40,26,2016.0,,
374,Fruugo,UK,Ecommerce,425.57,73.86,"21,793,194",67,30,2008.0,,
375,Insidemarketing,Germany,Technology,421.70,73.44,"2,971,846",15,7,2012.0,,
376,Falzi,Italy,Waste management & recycling,420.34,73.29,"2,037,320",11,2,2013.0,,
377,Atrys Health,Spain,Health,420.23,73.27,"31,396,438",504,62,2015.0,,
378,Il Cantiere Costruzioni,Italy,Construction,420.04,73.25,"4,297,790",4,1,2016.0,,
379,Soorce,Germany,Support Services,418.96,73.13,"15,639,618",22,13,2004.0,,
380,Sortlist,Belgium,Technology,418.47,73.08,"3,396,000",85,26,2013.0,,
381,VirtusLab,Poland,Technology,417.12,72.93,"12,468,548",234,90,2010.0,,
382,SkalHuset.se,Sweden,Ecommerce,416.23,72.83,"7,342,811",16,5,2012.0,,
383,VIPINO,Germany,Retail,415.23,72.72,"11,067,681",26,6,2013.0,,
384,GEA Service,Italy,Waste management & recycling,411.71,72.32,"6,673,050",133,30,2015.0,,
385,Gellify,Italy,Technology,411.64,72.31,"5,581,540",62,12,2016.0,,
386,Billion Dollar Boy,UK,Advertising,411.37,72.28,"13,085,484",92,42,2014.0,,
387,Westrafo,Italy,Energy,406.66,71.75,"22,072,700",58,19,2014.0,,
388,Goboony,The Netherlands,Travel & Leisure,404.97,71.56,"1,718,442",21,10,2015.0,,
389,Multiservice Ambrosiana,Italy,Support Services,404.13,71.47,"4,266,770",180,60,2016.0,,
390,b&c systems,Germany,Construction,403.10,71.35,"5,339,538",65,16,2016.0,,
391,S&G Solar,Bulgaria,Energy,402.58,71.29,"3,980,920",10,31,2014.0,,
392,BITTNET,Romania,Management Consulting,402.13,71.24,"22,436,395",120,40,2007.0,,
393,Ibanfirst,Belgium,Fintech,400.90,71.1,"12,062,697",204,47,2013.0,,
394,UPLINK Network,Germany,Telecoms,399.83,70.98,"28,140,196",46,20,2013.0,,
395,BASE ORGANIC FOOD,France,Agricultural Commodities,399.44,70.93,"10,802,997",25,6,2015.0,,
396,CurrentBody,UK,Ecommerce,398.90,70.87,"38,002,441",74,20,2009.0,,
397,Apex Aero,UK,Aerospace & Defence,398.70,70.85,"3,812,785",6,1,2016.0,,
398,Startup Development House,Poland,Technology,398.69,70.85,"1,514,111",59,25,2016.0,,
399,Gruppo Gheron,Italy,Health,398.15,70.79,"58,422,800",806,8,2010.0,,
400,DyFlowing,Italy,Technology,396.92,70.65,"1,696,320",30,5,2016.0,,
401,Digital Masters,Germany,Advertising,396.52,70.6,"3,019,110",40,22,2016.0,,
402,Prusseit Auto-Outlet,Germany,Automobiles,394.55,70.37,"2,576,602",17,3,2017.0,,
403,Techouse,Norway,Energy,394.51,70.37,"31,852,584",72,30,2002.0,,
404,SVS,Italy,Construction,393.21,70.22,"9,694,310",8,3,2016.0,,
405,TelcoSwitch Group,UK,Telecoms,390.55,69.91,"7,519,236",86,18,2017.0,,
406,BOTHE-REIMANN Tortechnik,Germany,Construction,390.53,69.91,"2,277,791",8,3,2017.0,,
407,e-Pol / Personalizzalo,Italy,Ecommerce,389.87,69.83,"16,089,160",12,8,2012.0,,
408,Riluxa,Spain,Interiors,389.78,69.82,"3,428,464",18,3,2016.0,,
409,Modalis,France,Transport,389.56,69.8,"19,169,652",8,6,2002.0,,
410,OLYMPP,France,Technology,388.82,69.71,"5,512,134",27,8,2016.0,,
411,Zeck Fishing,Germany,Retail,385.68,69.35,"6,806,664",25,4,2013.0,,
412,StorPool Storage,Bulgaria,Technology,385.16,69.29,"3,306,191",25,16,2011.0,,
413,Vimcar,Germany,Technology,383.45,69.09,"14,674,011",164,72,2013.0,,
414,JOANNES DISTRIBUTION SAS,France,Retail,381.19,68.83,"7,064,900",8,5,2011.0,,
415,Sourcing Force,France,Technology,380.80,68.78,"12,806,965",30,8,2011.0,,
416,Schalttechnik Nord,Germany,Technology,380.13,68.7,"12,489,032",60,16,2000.0,,
417,DGC,Germany,Cyber Security,378.99,68.57,"1,577,296",27,5,2015.0,,
418,Superprof,France,Education,375.90,68.2,"10,168,214",202,28,2013.0,,
419,Improveasy,UK,Management Consulting,375.47,68.15,"26,446,798",48,12,2011.0,,
420,ViarÃ©no,France,Construction,375.30,68.13,"6,937,737",30,8,2014.0,,
421,CMT,Slovakia,Waste management & recycling,373.76,67.95,"1,951,232",19,10,2013.0,,
422,Rets,Poland,Property,373.42,67.91,"5,206,032",97,31,2014.0,,
423,MUBI,UK,Media,373.09,67.87,"18,356,623",104,33,2007.0,,
424,Dynamicom Education,Italy,Education,372.95,67.86,"9,018,160",27,3,2001.0,,
425,Touch4IT,Slovakia,Technology,371.54,67.69,"2,064,141",47,25,2015.0,,
426,TattaHome.com,Italy,Interiors,369.96,67.5,"2,800,000",8,4,1986.0,,
427,Speechmatics,UK,Technology,368.02,67.27,"7,161,145",90,37,2006.0,,
428,Samy Road,Spain,Advertising,367.32,67.19,"19,458,114",118,20,2012.0,,
429,Prometeo,Italy,Support Services,367.12,67.16,"3,580,500",9,6,2006.0,,
430,Dialectica,UK,Management Consulting,366.38,67.08,"17,078,846",260,65,2015.0,,
431,Wolf & Badger,UK,Ecommerce,365.87,67.01,"11,604,670",62,32,2009.0,,
432,Eco CO2,France,Support Services,365.14,66.93,"9,220,216",94,28,2009.0,,
433,LakÃ³gÃ©p Kft.,Hungary,Construction,364.94,66.9,"25,335,854",20,3,2011.0,,
434,Beyer Betonwaren,Germany,Construction,364.90,66.9,"2,062,749",20,9,2017.0,,
435,Fill Up MÃ©dia,France,Media,362.48,66.61,"4,999,802",42,12,2011.0,,
436,Zara Imballaggi Fabriano,Italy,Industrial Goods,362.41,66.6,"2,297,210",6,4,1984.0,,
437,CD Projekt,Poland,Games industry,361.78,66.52,"468,257,487",1177,744,1994.0,,
