,pricecap,revenue,earnings,share_price,url
660,doll_24.96 b,,,doll_65.37,
661,doll_24.84 b,,,doll_224.94,
662,doll_25.06 b,,,doll_2.15,
663,doll_25.03 b,,,doll_79.25,
664,doll_25.14 b,,,doll_88.30,
665,doll_25.12 b,,,doll_64.11,
666,doll_25.18 b,,,doll_35.70,
667,doll_25.15 b,,,doll_153.32,
668,doll_25.24 b,,,doll_58.25,
669,doll_25.19 b,,,doll_73.83,
670,doll_25.35 b,,,doll_346.99,
671,doll_25.26 b,,,doll_9.68,
672,doll_25.25 b,,,doll_111.36,
673,doll_25.36 b,,,doll_972.57,
674,doll_25.60 b,,,doll_145.46,
675,doll_25.58 b,,,doll_20.09,
676,doll_25.41 b,,,doll_11.70,
677,doll_25.63 b,,,doll_88.90,
678,doll_25.62 b,,,doll_119.16,
679,doll_25.72 b,,,doll_25.62,
680,doll_25.63 b,,,doll_2.60,
681,doll_25.75 b,,,doll_37.57,
682,doll_25.72 b,,,doll_190.02,
683,doll_25.85 b,,,doll_4.59,
684,doll_25.80 b,,,doll_122.97,
685,doll_25.76 b,,,doll_31.94,
686,doll_25.86 b,,,doll_1.30,
687,doll_26.02 b,,,doll_25.89,
688,doll_26.02 b,,,doll_47.64,
689,doll_25.97 b,,,doll_10.00,
690,doll_26.12 b,,,doll_90.40,
691,doll_26.08 b,,,doll_2.74,
692,doll_26.25 b,,,doll_13.20,
693,doll_26.23 b,,,doll_22.73,
694,doll_26.31 b,,,doll_1.79,
695,doll_26.30 b,,,doll_71.08,
696,doll_26.33 b,,,doll_50.94,
697,doll_24.26 b,,,doll_134.27,
698,doll_24.42 b,,,doll_1.97,
699,doll_24.45 b,,,doll_115.91,
700,doll_24.27 b,,,doll_6.24,
701,doll_24.52 b,,,doll_45.20,
702,doll_24.52 b,,,doll_184.49,
703,doll_24.52 b,,,doll_54.51,
704,doll_24.65 b,,,doll_201.38,
705,doll_24.75 b,,,doll_53.92,
706,doll_24.66 b,,,doll_48.11,
707,doll_24.71 b,,,doll_356.57,
708,doll_22.29 b,,,doll_115.06,
709,doll_22.34 b,,,doll_159.00,
710,doll_22.30 b,,,doll_15.46,
711,doll_22.31 b,,,doll_19.47,
712,doll_22.36 b,,,doll_256.74,
713,doll_22.38 b,,,doll_6.90,
714,doll_22.37 b,,,doll_41.00,
715,doll_22.38 b,,,doll_1.98,
716,doll_22.41 b,,,doll_60.60,
717,doll_22.42 b,,,doll_16.68,
718,doll_22.49 b,,,doll_13.13,
719,doll_22.44 b,,,doll_29.91,
720,doll_22.43 b,,,doll_75.97,
721,doll_22.62 b,,,doll_83.82,
722,doll_22.55 b,,,doll_92.18,
723,doll_22.70 b,,,doll_365.73,
724,doll_22.70 b,,,doll_105.56,
725,doll_22.72 b,,,doll_122.41,
726,doll_22.73 b,,,doll_7.73,
727,doll_22.76 b,,,doll_88.04,
728,doll_22.74 b,,,doll_402.31,
729,doll_22.83 b,,,doll_38.49,
730,doll_22.83 b,,,doll_3.51,
731,doll_23.01 b,,,doll_12.30,
732,doll_22.89 b,,,doll_35.71,
733,doll_23.07 b,,,doll_126.17,
734,doll_23.13 b,,,doll_5.60,
735,doll_23.17 b,,,doll_86.38,
736,doll_23.16 b,,,doll_23.20,
737,doll_23.22 b,,,doll_192.55,
738,doll_23.21 b,,,doll_55.49,
739,doll_23.39 b,,,doll_242.61,
740,doll_23.28 b,,,doll_21.27,
741,doll_23.52 b,,,doll_12.51,
742,doll_23.48 b,,,doll_23.01,
743,doll_23.50 b,,,doll_46.22,
744,doll_23.56 b,,,doll_10.91,
745,doll_23.53 b,,,doll_18.76,
746,doll_23.60 b,,,doll_119.94,
747,doll_23.60 b,,,doll_39.75,
748,doll_23.72 b,,,doll_74.71,
749,doll_23.67 b,,,doll_17.61,
750,doll_23.74 b,,,doll_66.02,
751,doll_23.73 b,,,doll_41.52,
752,doll_23.76 b,,,doll_51.77,
753,doll_23.76 b,,,doll_104.85,
754,doll_23.85 b,,,doll_32.42,
755,doll_23.94 b,,,doll_71.15,
756,doll_23.88 b,,,doll_130.86,
757,doll_24.12 b,,,doll_75.84,
758,doll_24.14 b,,,doll_172.57,
759,doll_24.14 b,,,doll_68.24,
760,doll_24.14 b,,,doll_471.33,
761,doll_24.18 b,,,"doll_104,219",
762,doll_24.16 b,,,doll_25.48,
763,doll_24.24 b,,,doll_116.64,
764,doll_24.19 b,,,doll_35.25,
765,doll_21.33 b,,,doll_5.93,
766,doll_21.27 b,,,doll_369.84,
767,doll_21.39 b,,,doll_308.06,
768,doll_21.38 b,,,doll_10.41,
769,doll_21.42 b,,,doll_55.19,
770,doll_21.40 b,,,doll_241.57,
771,doll_21.43 b,,,doll_142.93,
772,doll_21.42 b,,,doll_202.10,
773,doll_21.48 b,,,doll_29.18,
774,doll_21.47 b,,,doll_16.69,
775,doll_21.49 b,,,doll_53.60,
776,doll_21.49 b,,,doll_27.26,
777,doll_21.49 b,,,doll_10.55,
778,doll_21.54 b,,,doll_15.40,
779,doll_21.64 b,,,doll_23.16,
780,doll_21.61 b,,,doll_3.72,
781,doll_21.65 b,,,doll_57.39,
782,doll_21.65 b,,,doll_5.65,
783,doll_21.65 b,,,doll_22.90,
784,doll_21.76 b,,,doll_9.32,
785,doll_21.72 b,,,doll_74.31,
786,doll_21.77 b,,,doll_1.73,
787,doll_21.84 b,,,doll_15.57,
788,doll_21.87 b,,,doll_153.07,
789,doll_21.80 b,,,doll_201.86,
790,doll_22.01 b,,,doll_11.48,
791,doll_21.99 b,,,doll_9.13,
792,doll_22.08 b,,,doll_54.55,
793,doll_22.08 b,,,doll_27.06,
794,doll_22.22 b,,,doll_22.78,
795,doll_22.09 b,,,doll_23.71,
796,doll_22.28 b,,,doll_6.55,
797,doll_21.09 b,,,doll_33.41,
798,doll_21.10 b,,,doll_9.99,
799,doll_21.15 b,,,doll_31.16,
800,doll_21.12 b,,,doll_88.12,
801,doll_21.16 b,,,doll_2.81,
802,doll_19.61 b,,,doll_105.56,
803,doll_21.20 b,,,doll_80.88,
804,doll_21.23 b,,,doll_0.42,
805,doll_19.69 b,,,doll_0.40,
806,doll_19.78 b,,,doll_24.16,
807,doll_19.83 b,,,doll_37.19,
808,doll_19.81 b,,,doll_24.63,
809,doll_19.86 b,,,doll_32.36,
810,doll_19.87 b,,,doll_9.66,
811,doll_19.90 b,,,doll_58.88,
812,doll_19.93 b,,,doll_40.48,
813,doll_19.97 b,,,doll_35.95,
814,doll_19.98 b,,,doll_18.88,
815,doll_20.00 b,,,doll_8.52,
816,doll_20.05 b,,,doll_2.53,
817,doll_20.02 b,,,doll_427.19,
818,doll_20.08 b,,,doll_75.67,
819,doll_20.13 b,,,doll_143.49,
820,doll_20.17 b,,,doll_27.46,
821,doll_20.23 b,,,doll_25.28,
822,doll_20.25 b,,,doll_83.07,
823,doll_20.24 b,,,doll_60.61,
824,doll_20.33 b,,,doll_26.55,
825,doll_20.28 b,,,doll_7.11,
826,doll_20.38 b,,,doll_28.58,
827,doll_20.35 b,,,doll_7.44,
828,doll_20.40 b,,,doll_71.16,
829,doll_20.39 b,,,doll_339.87,
830,doll_20.42 b,,,doll_33.99,
831,doll_20.40 b,,,doll_3.56,
832,doll_20.41 b,,,doll_3.56,
833,doll_20.43 b,,,doll_16.35,
834,doll_20.48 b,,,doll_104.39,
835,doll_20.46 b,,,doll_113.53,
836,doll_20.44 b,,,doll_186.44,
837,doll_20.50 b,,,"doll_2,601",
838,doll_20.48 b,,,doll_0.50,
839,doll_20.51 b,,,doll_2.11,
840,doll_20.53 b,,,doll_41.70,
841,doll_20.56 b,,,doll_51.24,
842,doll_20.63 b,,,doll_347.37,
843,doll_20.63 b,,,doll_24.98,
844,doll_20.63 b,,,doll_10.24,
845,doll_20.69 b,,,doll_2.68,
846,doll_20.79 b,,,doll_33.93,
847,doll_20.70 b,,,doll_32.26,
848,doll_20.80 b,,,doll_9.59,
849,doll_20.88 b,,,doll_5.26,
850,doll_21.09 b,,,doll_7.29,
851,doll_21.05 b,,,doll_10.19,
852,doll_20.89 b,,,doll_4.46,
853,doll_18.76 b,,,doll_235.71,
854,doll_18.79 b,,,doll_0.54,
855,doll_18.77 b,,,doll_29.01,
856,doll_18.80 b,,,doll_103.38,
857,doll_18.80 b,,,doll_76.50,
858,doll_18.84 b,,,doll_61.52,
859,doll_18.80 b,,,doll_118.37,
860,doll_18.84 b,,,doll_2.70,
861,doll_18.88 b,,,doll_29.74,
862,doll_18.92 b,,,doll_21.87,
863,doll_18.92 b,,,doll_80.19,
864,doll_18.92 b,,,doll_41.45,
865,doll_18.93 b,,,doll_182.88,
866,doll_18.96 b,,,doll_4.28,
867,doll_18.97 b,,,doll_3.13,
868,doll_18.99 b,,,doll_2.24,
869,doll_18.98 b,,,doll_44.92,
870,doll_19.00 b,,,doll_1.44,
871,doll_19.01 b,,,doll_11.22,
872,doll_19.04 b,,,doll_7.65,
873,doll_19.05 b,,,doll_3.05,
874,doll_19.08 b,,,doll_18.56,
875,doll_19.10 b,,,doll_91.66,
876,doll_19.14 b,,,doll_43.84,
877,doll_19.13 b,,,doll_140.49,
878,doll_19.15 b,,,doll_28.67,
879,doll_19.15 b,,,doll_191.91,
880,doll_19.21 b,,,doll_167.97,
881,doll_19.23 b,,,doll_109.55,
882,doll_19.25 b,,,doll_4.86,
883,doll_19.30 b,,,doll_30.67,
884,doll_19.29 b,,,doll_0.51,
885,doll_19.31 b,,,doll_15.53,
886,doll_19.34 b,,,doll_68.77,
887,doll_19.39 b,,,doll_129.32,
888,doll_19.37 b,,,doll_11.71,
889,doll_19.41 b,,,doll_43.85,
890,doll_19.42 b,,,doll_40.18,
891,doll_19.46 b,,,doll_37.70,
892,doll_19.49 b,,,doll_164.26,
893,doll_19.49 b,,,doll_86.60,
894,doll_19.60 b,,,doll_8.45,
895,doll_19.51 b,,,doll_334.17,
896,doll_18.68 b,,,doll_7.41,
897,doll_17.52 b,,,doll_34.50,
898,doll_17.52 b,,,doll_148.99,
899,doll_17.56 b,,,doll_60.52,
900,doll_17.58 b,,,doll_139.23,
901,doll_17.64 b,,,doll_9.85,
902,doll_17.64 b,,,doll_61.30,
903,doll_17.58 b,,,doll_20.77,
904,doll_17.66 b,,,doll_4.47,
905,doll_17.71 b,,,doll_0.58,
906,doll_17.70 b,,,doll_77.86,
907,doll_17.68 b,,,doll_34.34,
908,doll_17.74 b,,,doll_1.43,
909,doll_17.80 b,,,doll_145.48,
910,doll_17.77 b,,,doll_7.04,
911,doll_17.77 b,,,doll_14.92,
912,doll_17.92 b,,,doll_62.21,
913,doll_17.94 b,,,doll_168.32,
914,doll_17.94 b,,,doll_198.96,
915,doll_17.93 b,,,doll_2.74,
916,doll_17.94 b,,,doll_471.15,
917,doll_17.97 b,,,doll_1.80,
918,doll_17.99 b,,,doll_9.00,
919,doll_17.98 b,,,doll_383.21,
920,doll_18.02 b,,,"doll_2,406",
921,doll_18.01 b,,,doll_13.62,
922,doll_18.03 b,,,doll_25.57,
923,doll_18.03 b,,,doll_33.61,
924,doll_18.04 b,,,doll_39.65,
925,doll_18.07 b,,,"doll_1,344",
926,doll_18.07 b,,,doll_94.32,
927,doll_18.08 b,,,doll_244.35,
928,doll_18.16 b,,,doll_45.46,
929,doll_18.19 b,,,doll_38.22,
930,doll_18.19 b,,,doll_33.89,
931,doll_18.17 b,,,doll_300.80,
932,doll_18.23 b,,,doll_241.84,
933,doll_18.26 b,,,doll_38.12,
934,doll_18.25 b,,,doll_108.76,
935,doll_18.30 b,,,doll_33.75,
936,doll_18.33 b,,,doll_126.67,
937,doll_18.40 b,,,doll_80.27,
938,doll_18.39 b,,,doll_16.38,
939,doll_18.38 b,,,doll_115.52,
940,doll_18.45 b,,,doll_146.08,
941,doll_18.45 b,,,doll_19.46,
942,doll_18.49 b,,,doll_83.13,
943,doll_18.48 b,,,doll_46.24,
944,doll_18.53 b,,,doll_51.64,
945,doll_18.53 b,,,doll_0.11,
946,doll_18.59 b,,,doll_26.31,
947,doll_18.59 b,,,doll_150.68,
948,doll_18.53 b,,,doll_134.07,
949,doll_18.59 b,,,doll_2.92,
950,doll_18.61 b,,,doll_12.50,
951,doll_18.60 b,,,doll_128.99,
952,doll_16.71 b,,,doll_8.41,
953,doll_16.64 b,,,doll_10.95,
954,doll_16.73 b,,,doll_133.48,
955,doll_16.76 b,,,doll_1.87,
956,doll_16.78 b,,,doll_2.01,
957,doll_16.77 b,,,doll_24.22,
958,doll_16.80 b,,,doll_1.38,
959,doll_16.78 b,,,doll_49.31,
960,doll_16.78 b,,,doll_717.57,
961,doll_16.80 b,,,doll_66.58,
962,doll_16.80 b,,,doll_28.07,
963,doll_16.84 b,,,doll_6.68,
964,doll_16.81 b,,,doll_5.72,
965,doll_16.86 b,,,doll_24.86,
966,doll_16.85 b,,,doll_59.52,
967,doll_16.89 b,,,doll_28.97,
968,doll_16.87 b,,,doll_1.93,
969,doll_16.92 b,,,doll_134.36,
970,doll_16.91 b,,,doll_40.94,
971,doll_16.93 b,,,doll_10.50,
972,doll_17.00 b,,,doll_377.20,
973,doll_17.04 b,,,doll_81.92,
974,doll_17.03 b,,,doll_14.67,
975,doll_17.02 b,,,doll_75.19,
976,doll_17.05 b,,,doll_10.15,
977,doll_17.06 b,,,doll_50.57,
978,doll_17.08 b,,,doll_33.61,
979,doll_17.06 b,,,doll_73.92,
980,doll_17.09 b,,,doll_25.28,
981,doll_17.12 b,,,doll_495.79,
982,doll_17.13 b,,,doll_150.46,
983,doll_17.16 b,,,doll_30.61,
984,doll_17.15 b,,,doll_2.78,
985,doll_17.17 b,,,doll_5.11,
986,doll_17.25 b,,,doll_308.77,
987,doll_17.18 b,,,doll_1.28,
988,doll_17.30 b,,,doll_18.55,
989,doll_17.29 b,,,doll_35.61,
990,doll_17.38 b,,,doll_17.64,
991,doll_17.35 b,,,doll_110.41,
992,doll_17.41 b,,,doll_56.94,
993,doll_17.39 b,,,doll_213.07,
994,doll_17.45 b,,,doll_56.23,
995,doll_17.51 b,,,doll_55.81,
996,doll_17.17 b,,,doll_15.54,
997,doll_15.93 b,,,doll_113.00,
998,doll_15.22 b,,,doll_2.73,
999,doll_14.49 b,,,doll_6.40,
1000,doll_14.49 b,,,doll_6.76,
1001,doll_14.53 b,,,doll_0.41,
1002,doll_14.72 b,,,doll_34.04,
1003,doll_14.65 b,,,doll_218.61,
1004,doll_14.53 b,,,doll_581.55,
1005,doll_16.04 b,,,doll_17.09,
1006,doll_14.03 b,,,doll_268.47,
1007,doll_13.54 b,,,doll_36.91,
1008,doll_15.13 b,,,doll_65.48,
1009,doll_14.28 b,,,doll_8.19,
1010,doll_14.43 b,,,doll_54.01,
1011,doll_14.24 b,,,doll_90.58,
1012,doll_14.39 b,,,doll_21.87,
1013,doll_14.62 b,,,doll_1.52,
1014,doll_17.52 b,,,doll_580.24,
1015,doll_12.93 b,,,doll_331.12,
1016,doll_12.93 b,,,doll_9.25,
1017,doll_12.94 b,,,doll_2.16,
1018,doll_12.95 b,,,doll_9.98,
1019,doll_12.99 b,,,doll_203.41,
1020,doll_13.02 b,,,doll_19.06,
1021,doll_13.02 b,,,doll_52.75,
1022,doll_13.02 b,,,doll_332.54,
1023,doll_13.02 b,,,doll_82.98,
1024,doll_13.04 b,,,doll_95.09,
1025,doll_13.03 b,,,doll_251.99,
1026,doll_13.05 b,,,doll_7.69,
1027,doll_13.06 b,,,doll_34.48,
1028,doll_13.08 b,,,doll_36.80,
1029,doll_13.12 b,,,doll_32.42,
1030,doll_13.12 b,,,"doll_1,956",
1031,doll_16.27 b,,,doll_32.11,
1032,doll_11.56 b,,,doll_14.91,
1033,doll_11.59 b,,,doll_22.88,
1034,doll_11.61 b,,,doll_111.47,
1035,doll_11.61 b,,,doll_68.93,
1036,doll_11.64 b,,,doll_136.74,
1037,doll_11.65 b,,,doll_248.47,
1038,doll_11.67 b,,,doll_84.19,
1039,doll_11.68 b,,,doll_57.40,
1040,doll_11.70 b,,,doll_9.01,
1041,doll_11.70 b,,,doll_60.74,
1042,doll_11.71 b,,,doll_24.71,
1043,doll_11.72 b,,,doll_210.52,
1044,doll_11.76 b,,,doll_46.47,
1045,doll_11.75 b,,,doll_44.39,
1046,doll_11.79 b,,,doll_1.33,
1047,doll_11.85 b,,,doll_68.62,
1048,doll_11.87 b,,,doll_80.27,
1049,doll_11.88 b,,,doll_85.09,
1050,doll_11.88 b,,,doll_2.84,
1051,doll_11.88 b,,,doll_26.31,
1052,doll_11.89 b,,,doll_39.38,
1053,doll_11.89 b,,,doll_76.42,
1054,doll_11.90 b,,,doll_0.85,
1055,doll_11.94 b,,,doll_18.09,
1056,doll_11.93 b,,,doll_27.41,
1057,doll_11.96 b,,,doll_4.84,
1058,doll_11.97 b,,,doll_7.07,
1059,doll_11.98 b,,,doll_10.64,
1060,doll_12.01 b,,,doll_8.31,
1061,doll_11.99 b,,,doll_168.59,
1062,doll_12.01 b,,,doll_204.71,
1063,doll_12.04 b,,,doll_15.93,
1064,doll_12.02 b,,,doll_29.54,
1065,doll_12.02 b,,,doll_13.39,
1066,doll_12.05 b,,,doll_15.98,
1067,doll_12.10 b,,,doll_2.13,
1068,doll_12.05 b,,,doll_2.33,
1069,doll_12.09 b,,,doll_48.73,
1070,doll_12.12 b,,,doll_10.07,
1071,doll_12.12 b,,,doll_37.06,
1072,doll_12.13 b,,,doll_3.15,
1073,doll_12.13 b,,,doll_22.57,
1074,doll_12.16 b,,,doll_43.55,
1075,doll_12.15 b,,,doll_7.07,
1076,doll_12.16 b,,,doll_4.10,
1077,doll_12.16 b,,,doll_104.80,
1078,doll_12.18 b,,,doll_0.76,
1079,doll_12.19 b,,,doll_9.97,
1080,doll_12.18 b,,,doll_30.19,
1081,doll_12.22 b,,,doll_58.59,
1082,doll_12.27 b,,,doll_0.86,
1083,doll_12.29 b,,,doll_25.18,
1084,doll_12.29 b,,,doll_12.63,
1085,doll_12.34 b,,,doll_61.72,
1086,doll_12.34 b,,,doll_5.53,
1087,doll_12.37 b,,,doll_86.01,
1088,doll_12.35 b,,,doll_104.39,
1089,doll_12.36 b,,,doll_43.78,
1090,doll_12.38 b,,,doll_116.29,
1091,doll_12.43 b,,,doll_43.92,
1092,doll_12.42 b,,,doll_30.06,
1093,doll_12.41 b,,,doll_418.28,
1094,doll_12.44 b,,,doll_5.90,
1095,doll_12.47 b,,,doll_131.88,
1096,doll_12.45 b,,,doll_117.82,
1097,doll_12.49 b,,,doll_13.98,
1098,doll_15.88 b,,,doll_148.93,
1099,doll_16.59 b,,,doll_1.76,
1100,doll_16.26 b,,,doll_49.75,
1101,doll_16.45 b,,,doll_42.57,
1102,doll_16.57 b,,,doll_8.12,
1103,doll_15.98 b,,,doll_128.43,
1104,doll_15.99 b,,,doll_11.95,
1105,doll_15.73 b,,,doll_169.33,
1106,doll_14.09 b,,,doll_47.29,
1107,doll_15.52 b,,,doll_23.02,
1108,doll_17.40 b,,,doll_12.49,
1109,doll_17.16 b,,,doll_32.14,
1110,doll_16.57 b,,,doll_1.12,
1111,doll_16.02 b,,,doll_329.94,
1112,doll_12.77 b,,,doll_17.61,
1113,doll_13.39 b,,,doll_0.53,
1114,doll_10.06 b,,,doll_3.12,
1115,doll_10.89 b,,,doll_41.87,
1116,doll_11.65 b,,,doll_39.62,
1117,doll_11.16 b,,,doll_19.64,
1118,doll_9.91 b,,,doll_51.79,
1119,doll_10.13 b,,,doll_251.30,
1120,doll_10.85 b,,,doll_300.57,
1121,doll_10.86 b,,,doll_40.49,
1122,doll_10.93 b,,,doll_26.11,
1123,doll_12.28 b,,,doll_63.64,
1124,doll_11.90 b,,,doll_43.52,
1125,doll_11.16 b,,,doll_71.20,
1126,doll_10.70 b,,,doll_22.47,
1127,doll_10.53 b,,,doll_8.17,
1128,doll_11.54 b,,,doll_26.21,
1129,doll_11.29 b,,,doll_20.67,
1130,doll_10.10 b,,,doll_2.00,
1131,doll_10.13 b,,,doll_7.31,
1132,doll_10.14 b,,,doll_21.77,
1133,doll_10.16 b,,,doll_78.63,
1134,doll_10.16 b,,,doll_105.91,
1135,doll_10.18 b,,,doll_100.12,
1136,doll_10.19 b,,,doll_0.37,
1137,doll_10.19 b,,,doll_43.16,
1138,doll_10.21 b,,,doll_240.77,
1139,doll_10.22 b,,,doll_137.09,
1140,doll_10.26 b,,,doll_123.05,
1141,doll_10.26 b,,,doll_13.58,
1142,doll_10.28 b,,,doll_45.01,
1143,doll_10.31 b,,,doll_57.47,
1144,doll_10.32 b,,,doll_109.05,
1145,doll_10.32 b,,,doll_33.41,
1146,doll_9.03 b,,,doll_11.66,
1147,doll_9.05 b,,,doll_69.13,
1148,doll_9.05 b,,,doll_14.30,
1149,doll_9.06 b,,,doll_81.61,
1150,doll_9.07 b,,,doll_56.46,
1151,doll_9.07 b,,,doll_156.73,
1152,doll_9.07 b,,,doll_23.11,
1153,doll_9.07 b,,,doll_54.23,
1154,doll_9.08 b,,,doll_56.42,
1155,doll_9.08 b,,,doll_22.86,
1156,doll_9.09 b,,,doll_32.16,
1157,doll_9.09 b,,,doll_243.12,
1158,doll_9.10 b,,,doll_16.77,
1159,doll_9.11 b,,,doll_303.93,
1160,doll_9.13 b,,,doll_67.93,
1161,doll_8.32 b,,,doll_9.33,
1162,doll_8.33 b,,,doll_5.79,
1163,doll_8.33 b,,,doll_17.74,
1164,doll_8.35 b,,,doll_88.41,
1165,doll_8.36 b,,,doll_191.30,
1166,doll_8.36 b,,,doll_15.09,
1167,doll_8.36 b,,,doll_62.07,
1168,doll_8.37 b,,,doll_69.03,
1169,doll_8.38 b,,,doll_13.13,
1170,doll_8.38 b,,,doll_176.67,
1171,doll_8.39 b,,,doll_117.69,
1172,doll_8.40 b,,,doll_20.41,
1173,doll_8.41 b,,,doll_28.76,
1174,doll_8.41 b,,,doll_11.63,
1175,doll_8.41 b,,,doll_1.55,
1176,doll_8.42 b,,,doll_47.11,
1177,doll_7.61 b,,,doll_99.88,
1178,doll_7.62 b,,,doll_3.03,
1179,doll_7.62 b,,,doll_31.45,
1180,doll_7.63 b,,,doll_1.71,
1181,doll_7.63 b,,,doll_12.67,
1182,doll_7.64 b,,,doll_68.69,
1183,doll_7.65 b,,,doll_36.11,
1184,doll_7.65 b,,,doll_122.65,
1185,doll_7.66 b,,,doll_170.42,
1186,doll_7.66 b,,,doll_28.35,
1187,doll_7.66 b,,,doll_100.31,
1188,doll_7.67 b,,,doll_38.36,
1189,doll_7.68 b,,,doll_25.91,
1190,doll_7.68 b,,,doll_14.57,
1191,doll_7.68 b,,,doll_44.18,
1192,doll_7.68 b,,,doll_8.65,
1193,doll_7.08 b,,,doll_16.28,
1194,doll_7.08 b,,,doll_1.35,
1195,doll_7.09 b,,,doll_1.03,
1196,doll_7.09 b,,,doll_79.22,
1197,doll_7.10 b,,,doll_53.43,
1198,doll_7.10 b,,,doll_81.84,
1199,doll_7.11 b,,,doll_29.03,
1200,doll_7.11 b,,,doll_86.09,
1201,doll_7.12 b,,,doll_3.93,
1202,doll_7.12 b,,,doll_40.33,
1203,doll_7.12 b,,,doll_229.14,
1204,doll_7.12 b,,,doll_209.11,
1205,doll_7.13 b,,,doll_29.61,
1206,doll_7.13 b,,,doll_10.31,
1207,doll_7.13 b,,,doll_9.89,
1208,doll_7.14 b,,,doll_8.69,
1209,doll_6.59 b,,,doll_16.23,
1210,doll_6.59 b,,,doll_32.99,
1211,doll_6.59 b,,,doll_88.69,
1212,doll_6.60 b,,,doll_67.96,
1213,doll_6.60 b,,,doll_123.91,
1214,doll_6.60 b,,,doll_74.31,
1215,doll_6.60 b,,,doll_98.76,
1216,doll_6.60 b,,,doll_28.21,
1217,doll_6.61 b,,,doll_17.37,
1218,doll_6.62 b,,,doll_13.99,
1219,doll_6.62 b,,,doll_99.63,
1220,doll_6.63 b,,,doll_52.30,
1221,doll_6.63 b,,,doll_11.24,
1222,doll_6.64 b,,,doll_1.27,
1223,doll_6.65 b,,,doll_13.81,
1224,doll_6.65 b,,,doll_191.23,
1225,doll_6.15 b,,,doll_3.01,
1226,doll_6.15 b,,,doll_2.01,
1227,doll_6.15 b,,,doll_208.67,
1228,doll_6.15 b,,,doll_0.58,
1229,doll_6.15 b,,,doll_21.28,
1230,doll_6.16 b,,,doll_26.80,
1231,doll_6.17 b,,,doll_22.76,
1232,doll_6.18 b,,,doll_502.59,
1233,doll_6.18 b,,,doll_94.53,
1234,doll_6.18 b,,,doll_32.51,
1235,doll_6.18 b,,,doll_55.86,
1236,doll_6.19 b,,,doll_35.57,
1237,doll_6.20 b,,,doll_4.19,
1238,doll_6.20 b,,,doll_79.32,
1239,doll_6.20 b,,,doll_32.45,
1240,doll_6.21 b,,,doll_32.29,
1241,doll_5.75 b,,,doll_52.05,
1242,doll_5.75 b,,,doll_31.27,
1243,doll_5.76 b,,,doll_20.71,
1244,doll_5.76 b,,,doll_41.30,
1245,doll_5.77 b,,,doll_26.74,
1246,doll_5.77 b,,,doll_59.26,
1247,doll_5.78 b,,,doll_11.81,
1248,doll_5.78 b,,,doll_22.05,
1249,doll_5.78 b,,,doll_40.76,
1250,doll_5.80 b,,,doll_11.04,
1251,doll_5.81 b,,,doll_13.03,
1252,doll_5.82 b,,,doll_88.13,
1253,doll_5.82 b,,,doll_37.44,
1254,doll_5.82 b,,,doll_4.23,
1255,doll_5.82 b,,,doll_16.27,
1256,doll_5.83 b,,,doll_0.74,
1257,doll_5.40 b,,,doll_12.98,
1258,doll_5.40 b,,,doll_4.68,
1259,doll_5.40 b,,,doll_0.96,
1260,doll_5.41 b,,,doll_144.27,
1261,doll_5.41 b,,,doll_127.23,
1262,doll_5.41 b,,,doll_0.63,
1263,doll_5.41 b,,,doll_38.36,
1264,doll_5.41 b,,,doll_47.33,
1265,doll_5.43 b,,,doll_11.09,
1266,doll_5.43 b,,,doll_426.88,
1267,doll_5.43 b,,,doll_19.20,
1268,doll_5.43 b,,,doll_69.67,
1269,doll_5.43 b,,,doll_90.16,
1270,doll_5.43 b,,,doll_36.25,
1271,doll_5.43 b,,,doll_40.36,
1272,doll_5.43 b,,,doll_167.48,
1273,doll_5.08 b,,,doll_18.07,
1274,doll_5.08 b,,,doll_7.84,
1275,doll_5.08 b,,,doll_12.92,
1276,doll_5.08 b,,,doll_33.98,
1277,doll_5.08 b,,,doll_33.72,
1278,doll_5.08 b,,,doll_8.33,
1279,doll_5.09 b,,,doll_27.99,
1280,doll_5.09 b,,,doll_32.85,
1281,doll_5.10 b,,,doll_25.21,
1282,doll_5.10 b,,,doll_19.31,
1283,doll_5.10 b,,,doll_164.60,
1284,doll_5.10 b,,,doll_146.83,
1285,doll_5.11 b,,,doll_0.93,
1286,doll_5.11 b,,,doll_116.97,
1287,doll_5.11 b,,,doll_101.07,
1288,doll_5.12 b,,,doll_153.86,
1289,doll_4.70 b,,,doll_1.68,
1290,doll_4.71 b,,,doll_88.05,
1291,doll_4.71 b,,,doll_37.57,
1292,doll_4.71 b,,,doll_122.29,
1293,doll_4.71 b,,,doll_8.34,
1294,doll_4.72 b,,,doll_1.75,
1295,doll_4.73 b,,,doll_18.13,
1296,doll_4.73 b,,,doll_885.46,
1297,doll_4.73 b,,,doll_118.88,
1298,doll_4.74 b,,,doll_0.94,
1299,doll_4.75 b,,,doll_86.29,
1300,doll_4.75 b,,,doll_57.12,
1301,doll_4.75 b,,,doll_31.17,
1302,doll_4.75 b,,,doll_13.73,
1303,doll_4.76 b,,,doll_6.90,
1304,doll_4.76 b,,,doll_66.35,
1305,doll_4.45 b,,,doll_45.53,
1306,doll_4.46 b,,,doll_40.91,
1307,doll_4.46 b,,,doll_1.57,
1308,doll_4.46 b,,,doll_7.42,
1309,doll_4.46 b,,,doll_37.32,
