,revenue_2020_eu
2413,doll_14.67 m
2414,doll_7.06 m
2415,doll_12.81 m
2416,doll_12.49 m
2417,doll_1.58 m
2418,doll_10.17 m
2419,doll_26.45 m
2420,doll_6.94 m
2421,doll_1.95 m
2422,doll_5.21 m
2423,doll_18.36 m
2424,doll_9.02 m
2425,doll_2.06 m
2426,doll_2.8 m
2427,doll_7.16 m
2428,doll_19.46 m
2429,doll_3.58 m
2430,doll_17.08 m
2431,doll_11.6 m
2432,doll_9.22 m
2433,doll_25.34 m
2434,doll_2.06 m
2435,doll_5.0 m
2436,doll_2.3 m
2437,doll_468.26 m
2438,doll_2.64 m
2439,doll_3.65 m
2440,doll_101.73 m
2441,doll_56.12 m
2442,doll_3.21 m
2443,doll_5.92 m
2444,doll_4.83 m
2445,doll_83.63 m
2446,doll_4.29 m
2447,doll_3.37 m
2448,doll_4.84 m
2449,doll_5.08 m
2450,doll_148.51 m
2451,doll_1.82 m
2452,doll_191.6 m
2453,doll_15.38 m
2454,doll_15.9 m
2455,doll_7.01 m
2456,doll_2.91 m
2457,doll_5.08 m
2458,doll_2.26 m
2459,doll_2.31 m
2460,doll_3.45 m
2461,doll_3.39 m
2462,doll_6.61 m
2463,doll_1.6 m
2464,doll_39.36 m
2465,doll_6.11 m
2466,doll_3.77 m
2467,doll_2.39 m
2468,doll_6.98 m
2469,doll_9.09 m
2470,doll_40.39 m
2471,doll_3.25 m
2472,doll_4.85 m
2473,doll_4.6 m
2474,doll_9.5 m
2475,doll_1.95 m
2476,doll_10.83 m
2477,doll_2.72 m
2478,doll_4.17 m
2479,doll_2.13 m
2480,doll_2.84 m
2481,doll_2.96 m
2482,doll_1.89 m
2483,doll_3.93 m
2484,doll_4.85 m
2485,doll_7.26 m
2486,doll_13.48 m
2487,doll_4.01 m
2488,doll_93.44 m
2489,doll_17.45 m
2490,doll_9.72 m
2491,doll_82.24 m
2492,doll_34.68 m
2493,doll_3.38 m
2494,doll_38.6 m
2495,doll_22.7 m
2496,doll_119.16 m
2497,doll_4.55 m
2498,doll_2.79 m
2499,doll_89.33 m
2500,doll_11.32 m
2501,doll_1.57 m
2502,doll_1.98 m
2503,doll_10.81 m
2504,doll_23.5 m
2505,doll_8.36 m
2506,doll_4.72 m
2507,doll_5.3 m
2508,doll_1.86 m
2509,doll_3.27 m
2510,doll_26.39 m
2511,doll_4.32 m
2512,doll_3.33 m
2513,doll_21.97 m
2514,doll_4.9 m
2515,doll_4.13 m
2516,doll_4.79 m
2517,doll_2.44 m
2518,doll_14.0 m
2519,doll_411.39 m
2520,doll_6.77 m
2521,doll_12.61 m
2522,doll_7.53 m
2523,doll_1.82 m
2524,doll_4.36 m
2525,doll_2.24 m
2526,doll_9.49 m
2527,doll_2.73 m
2528,doll_3.5 m
2529,doll_3.06 m
2530,doll_2.81 m
2531,doll_5.99 m
2532,doll_4.71 m
2533,doll_12.12 m
2534,doll_5.03 m
2535,doll_2.28 m
2536,doll_118.0 m
2537,doll_2.25 m
2538,doll_3.37 m
2539,doll_2.9 m
2540,doll_2.63 m
2541,doll_5.25 m
2542,doll_9.75 m
2543,doll_3.29 m
2544,doll_8.56 m
2545,doll_2.42 m
2546,doll_81.78 m
2547,doll_1.9 m
2548,doll_32.1 m
2549,doll_2.79 m
2550,doll_14.9 m
2551,doll_13.31 m
2552,doll_2.05 m
2553,doll_13.03 m
2554,doll_117.82 m
2555,doll_8.23 m
2556,doll_4.57 m
2557,doll_22.7 m
2558,doll_20.78 m
2559,doll_9.93 m
2560,doll_4.53 m
2561,doll_2.4 m
2562,doll_14.69 m
2563,doll_8.75 m
2564,doll_8.38 m
2565,doll_22.37 m
2566,doll_1.58 m
2567,doll_37.25 m
2568,doll_18.74 m
2569,doll_1.86 m
2570,doll_31.46 m
2571,doll_41.13 m
2572,doll_8.34 m
2573,doll_71.29 m
2574,doll_4.38 m
2575,doll_3.96 m
2576,doll_20.22 m
2577,doll_3.07 m
2578,doll_20.68 m
2579,doll_6.59 m
2580,doll_25.86 m
2581,doll_6.54 m
2582,doll_2.22 m
2583,doll_2.78 m
2584,doll_10.06 m
2585,doll_4.42 m
2586,doll_1.52 m
2587,doll_8.07 m
2588,doll_3.35 m
2589,doll_2.54 m
2590,doll_12.28 m
2591,doll_13.77 m
2592,doll_17.59 m
2593,doll_4.78 m
2594,doll_19.65 m
2595,doll_5.01 m
2596,doll_199.82 m
2597,doll_4.21 m
2598,doll_2.03 m
2599,doll_4.18 m
2600,doll_1.51 m
2601,doll_4.6 m
2602,doll_2.43 m
2603,doll_4.58 m
2604,doll_16.75 m
2605,doll_8.11 m
2606,doll_21.52 m
2607,doll_55.14 m
2608,doll_20.25 m
2609,doll_5.91 m
2610,doll_3.06 m
2611,doll_13.86 m
2612,doll_2.23 m
2613,doll_2.07 m
2614,doll_3.64 m
2615,doll_19.89 m
2616,doll_4.01 m
2617,doll_1.54 m
2618,doll_11.59 m
2619,doll_2.28 m
2620,doll_6.3 m
2621,doll_12.3 m
2622,doll_26.27 m
2623,doll_22.08 m
2624,doll_5.82 m
2625,doll_43.36 m
2626,doll_3.65 m
2627,doll_2.41 m
2628,doll_3.73 m
2629,doll_11.79 m
2630,doll_114.04 m
2631,doll_3.79 m
2632,doll_5.21 m
2633,doll_17.56 m
2634,doll_7.57 m
2635,doll_8.2 m
2636,doll_6.33 m
2637,doll_31.76 m
2638,doll_1.91 m
2639,doll_5.47 m
2640,doll_2.72 m
2641,doll_7.62 m
2642,doll_18.48 m
2643,doll_6.73 m
2644,doll_2.28 m
2645,doll_3.73 m
2646,doll_20.41 m
2647,doll_1.87 m
2648,doll_8.99 m
2649,doll_1.56 m
2650,doll_18.14 m
2651,doll_2.66 m
2652,doll_88.59 m
2653,doll_41.47 m
2654,doll_6.19 m
2655,doll_3.52 m
2656,doll_51.64 m
2657,doll_4.95 m
2658,doll_42.51 m
2659,doll_77.36 m
2660,doll_13.07 m
2661,doll_25.04 m
2662,doll_2.33 m
2663,doll_29.1 m
2664,doll_3.19 m
2665,doll_3.29 m
2666,doll_8.52 m
2667,doll_2.08 m
2668,doll_34.49 m
2669,doll_10.24 m
2670,doll_3.18 m
2671,doll_4.53 m
2672,doll_8.07 m
2673,doll_2.35 m
2674,doll_12.76 m
2675,doll_2.95 m
2676,doll_4.53 m
2677,doll_14.85 m
2678,doll_57.45 m
2679,doll_8.74 m
2680,doll_6.69 m
2681,doll_35.11 m
2682,doll_2.65 m
2683,doll_3.23 m
2684,doll_6.21 m
2685,doll_14.86 m
2686,doll_2.55 m
2687,doll_4.69 m
2688,doll_2.18 m
2689,doll_13.86 m
2690,doll_6.39 m
2691,doll_4.21 m
2692,doll_15.08 m
2693,doll_24.05 m
2694,doll_26.82 m
2695,doll_3.37 m
2696,doll_3.51 m
2697,doll_2.68 m
2698,doll_2.27 m
2699,doll_3.3 m
2700,doll_32.39 m
2701,doll_4.03 m
2702,doll_57.09 m
2703,doll_4.01 m
2704,doll_5.99 m
2705,doll_18.18 m
2706,doll_7.78 m
2707,doll_5.86 m
2708,doll_26.14 m
2709,doll_10.19 m
2710,doll_17.05 m
2711,doll_2.95 m
2712,doll_205.31 m
2713,doll_33.4 m
2714,doll_156.23 m
2715,doll_1.8 m
2716,doll_4.2 m
2717,doll_2.6 m
2718,doll_5.17 m
2719,doll_2.01 m
2720,doll_22.02 m
2721,doll_57.06 m
2722,doll_7.19 m
2723,doll_12.93 m
2724,doll_5.48 m
2725,doll_33.37 m
2726,doll_3.76 m
2727,doll_3.87 m
2728,doll_16.92 m
2729,doll_2.3 m
2730,doll_3.5 m
2731,doll_6.93 m
2732,doll_3.54 m
2733,doll_2.55 m
2734,doll_38.37 m
2735,doll_30.89 m
2736,doll_2.8 m
2737,doll_5.31 m
2738,doll_4.26 m
2739,doll_1.64 m
2740,doll_40.78 m
2741,doll_9.73 m
2742,doll_32.17 m
2743,doll_2.55 m
2744,doll_9.57 m
2745,doll_49.58 m
2746,doll_1.81 m
2747,doll_4.39 m
2748,doll_2.13 m
2749,doll_49.19 m
2750,doll_26.01 m
2751,doll_20.75 m
2752,doll_2.7 m
2753,doll_2.09 m
2754,doll_16.37 m
2755,doll_6.36 m
2756,doll_10.46 m
2757,doll_15.85 m
2758,doll_10.2 m
2759,doll_8.12 m
2760,doll_3.66 m
2761,doll_57.77 m
2762,doll_7.88 m
2763,doll_1.97 m
2764,doll_3.14 m
2765,doll_5.63 m
2766,doll_6.74 m
2767,doll_6.57 m
2768,doll_13.26 m
2769,doll_3.98 m
2770,doll_3.35 m
2771,doll_7.7 m
2772,doll_9.48 m
2773,doll_5.41 m
2774,doll_2.05 m
2775,doll_3.29 m
2776,doll_70.39 m
2777,doll_10.45 m
2778,doll_3.15 m
2779,doll_8.71 m
2780,doll_2.2 m
2781,doll_14.73 m
2782,doll_3.83 m
2783,doll_5.89 m
2784,doll_4.79 m
2785,doll_8.27 m
2786,doll_2.62 m
2787,doll_2.57 m
2788,doll_3.54 m
2789,doll_1.78 m
2790,doll_16.6 m
2791,doll_24.11 m
2792,doll_3.42 m
2793,doll_6.36 m
2794,doll_3.23 m
2795,doll_2.33 m
2796,doll_11.9 m
2797,doll_6.18 m
2798,doll_3.31 m
2799,doll_72.5 m
2800,doll_25.45 m
2801,doll_45.62 m
2802,doll_7.07 m
2803,doll_2.25 m
2804,doll_11.53 m
2805,doll_2.4 m
2806,doll_9.98 m
2807,doll_33.9 m
2808,doll_2.32 m
2809,doll_15.14 m
2810,doll_5.59 m
2811,doll_3.11 m
2812,doll_12.47 m
2813,doll_4.29 m
2814,doll_3.89 m
2815,doll_2.12 m
2816,doll_5.32 m
2817,doll_2.83 m
2818,doll_22.56 m
2819,doll_20.48 m
2820,doll_1.9 m
2821,doll_2.41 m
2822,doll_3.41 m
2823,doll_42.53 m
2824,doll_4.05 m
2825,doll_10.26 m
2826,doll_140.44 m
2827,doll_18.1 m
2828,doll_42.01 m
2829,doll_2.09 m
2830,doll_36.22 m
2831,doll_9.31 m
2832,doll_1.66 m
2833,doll_108.76 m
2834,doll_2.01 m
2835,doll_18.76 m
2836,doll_8.1 m
2837,doll_55.56 m
2838,doll_1.95 m
2839,doll_3.04 m
2840,doll_6.63 m
2841,doll_1.51 m
2842,doll_105.15 m
2843,doll_6.63 m
2844,doll_10.51 m
2845,doll_1.87 m
2846,doll_7.0 m
2847,doll_4.04 m
2848,doll_16.75 m
2849,doll_11.26 m
2850,doll_4.5 m
2851,doll_2.89 m
2852,doll_1.81 m
2853,doll_6.44 m
2854,doll_17.89 m
2855,doll_1.64 m
2856,doll_5.04 m
2857,doll_80.07 m
2858,doll_5.47 m
2859,doll_3.39 m
2860,doll_83.04 m
2861,doll_4.08 m
2862,doll_2.44 m
2863,doll_11.83 m
2864,doll_6.36 m
2865,doll_4.99 m
2866,doll_8.79 m
2867,doll_1.51 m
2868,doll_3.87 m
2869,doll_11.28 m
2870,doll_7.84 m
2871,doll_4.49 m
2872,doll_3.02 m
2873,doll_3.45 m
2874,doll_15.08 m
2875,doll_2.79 m
2876,doll_30.27 m
2877,doll_31.04 m
2878,doll_2.32 m
2879,doll_9.32 m
2880,doll_34.41 m
2881,doll_1.58 m
2882,doll_2.84 m
2883,doll_22.42 m
2884,doll_16.26 m
2885,doll_3.96 m
2886,doll_2.2 m
2887,doll_13.17 m
2888,doll_5.5 m
2889,doll_2.23 m
2890,doll_2.15 m
2891,doll_83.98 m
2892,doll_9.64 m
2893,doll_33.08 m
2894,doll_16.5 m
2895,doll_4.07 m
2896,doll_6.97 m
2897,doll_25.36 m
2898,doll_4.54 m
2899,doll_1.58 m
2900,doll_2.73 m
2901,doll_10.37 m
2902,doll_4.06 m
2903,doll_68.01 m
2904,doll_6.01 m
2905,doll_2.24 m
2906,doll_6.2 m
2907,doll_3.56 m
2908,doll_2.36 m
2909,doll_3.19 m
2910,doll_14.55 m
2911,doll_92.8 m
2912,doll_4.97 m
2913,doll_16.69 m
2914,doll_3.35 m
2915,doll_4.02 m
2916,doll_78.77 m
2917,doll_5.39 m
2918,doll_5.19 m
2919,doll_18.62 m
2920,doll_37.61 m
2921,doll_9.51 m
2922,doll_4.65 m
2923,doll_20.39 m
2924,doll_1.76 m
2925,doll_14.11 m
2926,doll_2.38 m
2927,doll_2.13 m
2928,doll_1.88 m
2929,doll_13.44 m
2930,doll_1.88 m
2931,doll_22.84 m
2932,doll_6.67 m
2933,doll_15.6 m
2934,doll_2.63 m
2935,doll_4.64 m
2936,doll_1.8 m
2937,doll_3.91 m
2938,doll_9.25 m
2939,doll_29.08 m
2940,doll_12.73 m
2941,doll_38.96 m
2942,doll_18.04 m
2943,doll_36.96 m
2944,doll_4.41 m
2945,doll_6.3 m
2946,doll_3.25 m
2947,doll_2.41 m
2948,doll_2.69 m
2949,doll_5.76 m
2950,doll_7.45 m
2951,doll_4.61 m
2952,doll_16.85 m
2953,doll_3.07 m
2954,doll_6.38 m
2955,doll_42.0 m
2956,doll_11.65 m
2957,doll_2.8 m
2958,doll_1.77 m
2959,doll_23.58 m
2960,doll_6.3 m
2961,doll_4.97 m
2962,doll_4.85 m
2963,doll_1.67 m
2964,doll_24.87 m
2965,doll_33.14 m
2966,doll_10.75 m
2967,doll_37.39 m
2968,doll_74.72 m
2969,doll_5.68 m
2970,doll_1.55 m
2971,doll_16.2 m
2972,doll_7.7 m
2973,doll_2.59 m
2974,doll_8.86 m
2975,doll_62.95 m
2976,doll_1.71 m
2977,doll_2.6 m
2978,doll_23.67 m
2979,doll_9.41 m
2980,doll_11.67 m
2981,doll_2.7 m
2982,doll_3.36 m
2983,doll_17.29 m
2984,doll_5.3 m
2985,doll_13.22 m
2986,doll_50.74 m
2987,doll_2.35 m
2988,doll_56.05 m
2989,doll_3.41 m
2990,doll_19.3 m
2991,doll_21.9 m
2992,doll_3.53 m
2993,doll_2.74 m
2994,doll_58.14 m
2995,doll_2.09 m
2996,doll_1.73 m
2997,doll_30.97 m
2998,doll_18.85 m
2999,doll_24.74 m
3000,doll_88.77 m
3001,doll_45.48 m
3002,doll_9.49 m
3003,doll_12.44 m
3004,doll_24.42 m
3005,doll_108.46 m
3006,doll_44.04 m
3007,doll_15.02 m
3008,doll_64.65 m
3009,doll_7.06 m
3010,doll_86.35 m
3011,doll_6.17 m
3012,doll_31.04 m
3013,doll_4.56 m
3014,doll_204.99 m
3015,doll_46.08 m
3016,doll_35.63 m
3017,doll_97.61 m
3018,doll_5.62 m
3019,doll_6.75 m
3020,doll_7.42 m
3021,doll_24.81 m
3022,doll_7.56 m
3023,doll_57.32 m
3024,doll_568.32 m
3025,doll_23.52 m
3026,doll_9.78 m
3027,doll_3.36 m
3028,doll_17.91 m
3029,doll_7.18 m
3030,doll_316.73 m
3031,doll_1737.59 m
3032,doll_3.64 m
3033,doll_35.24 m
3034,doll_10.71 m
3035,doll_6.76 m
3036,doll_14.63 m
3037,doll_8.38 m
3038,doll_56.11 m
3039,doll_101.48 m
3040,doll_807.49 m
3041,doll_21.69 m
3042,doll_9.45 m
3043,doll_209.25 m
3044,doll_28.21 m
3045,doll_13.17 m
3046,doll_55.9 m
3047,doll_2.61 m
3048,doll_215.01 m
3049,doll_3.63 m
3050,doll_249.53 m
3051,doll_12.01 m
3052,doll_203.94 m
3053,doll_18.73 m
3054,doll_110.3 m
3055,doll_143.12 m
3056,doll_10.65 m
3057,doll_5.77 m
3058,doll_369.66 m
3059,doll_2.80 m
3060,doll_47.6 m
3061,doll_7.34 m
3062,doll_16.64 m
3063,doll_61.4 m
3064,doll_43.06 m
3065,doll_3.13 m
3066,doll_1.56 m
3067,doll_8.50 m
3068,doll_18.98 m
3069,doll_12.83 m
3070,doll_24.48 m
3071,doll_41.21 m
3072,doll_53.5 m
3073,doll_316.1 m
3074,doll_17.8 m
3075,doll_15.98 m
3076,doll_7.20 m
3077,doll_8.47 m
3078,doll_2.16 m
3079,doll_9.02 m
3080,doll_43.21 m
3081,doll_40.9 m
3082,doll_5.18 m
3083,doll_30.01 m
3084,doll_107.40 m
3085,doll_34.64 m
3086,doll_73.76 m
3087,doll_9.03 m
3088,doll_14.33 m
3089,doll_64.4 m
3090,doll_24.31 m
3091,doll_5.45 m
3092,doll_10.11 m
3093,doll_7.07 m
3094,doll_12.47 m
3095,doll_80.32 m
3096,doll_12.16 m
3097,doll_22.7 m
3098,doll_7.3 m
3099,doll_8.62 m
3100,doll_1.43 m
3101,doll_144.86 m
3102,doll_1.86 m
3103,doll_1.89 m
3104,doll_8.35 m
3105,doll_11.39 m
3106,doll_271.48 m
3107,doll_9.16 m
3108,doll_28.7 m
3109,doll_14.54 m
3110,doll_5.62 m
3111,doll_3.77 m
3112,doll_20.56 m
3113,doll_26.85 m
3114,doll_13.04 m
3115,doll_21.46 m
3116,doll_35.35 m
3117,doll_43.7 m
3118,doll_3.23 m
3119,doll_35.34 m
3120,doll_15.84 m
3121,doll_3.05 m
3122,doll_7.23 m
3123,doll_6.7 m
3124,doll_36.1 m
3125,doll_67.91 m
3126,doll_37.92 m
3127,doll_13.85 m
3128,doll_12.64 m
3129,doll_5.21 m
3130,doll_1.47 m
3131,doll_13.62 m
3132,doll_14.34 m
3133,doll_6.85 m
3134,doll_8.81 m
3135,doll_6.7 m
3136,doll_30.07 m
3137,doll_79.68 m
3138,doll_13.45 m
3139,doll_1.70 m
3140,doll_14.73 m
3141,doll_1.93 m
3142,doll_6.56 m
3143,doll_21.85 m
3144,doll_11.58 m
3145,doll_30.89 m
3146,doll_148.23 m
3147,doll_7.07 m
3148,doll_13.5 m
3149,doll_26.25 m
3150,doll_32.98 m
3151,doll_7.84 m
3152,doll_4.52 m
3153,doll_9.40 m
3154,doll_23.05 m
3155,doll_14.59 m
3156,doll_6.26 m
3157,doll_9.01 m
3158,doll_8.38 m
3159,doll_21.3 m
3160,doll_23.06 m
3161,doll_7.5 m
3162,doll_57.65 m
3163,doll_2.03 m
3164,doll_3.98 m
3165,doll_1.00 m
3166,doll_15.70 m
3167,doll_2.84 m
3168,doll_10.18 m
3169,doll_16.14 m
3170,doll_13.89 m
3171,doll_5.9 m
3172,doll_6.18 m
3173,doll_7.4 m
3174,doll_100.98 m
3175,doll_16.29 m
3176,doll_7.79 m
3177,doll_11.26 m
3178,doll_18.21 m
3179,doll_7.32 m
3180,doll_6.24 m
3181,doll_6.46 m
3182,doll_22.39 m
3183,doll_11.7 m
3184,doll_13.65 m
3185,doll_42.93 m
3186,doll_2.73 m
3187,doll_88.58 m
3188,doll_4.55 m
3189,doll_94.35 m
3190,doll_5.57 m
3191,doll_5.19 m
3192,doll_8.04 m
3193,doll_7.7 m
3194,doll_8.3 m
3195,doll_7.21 m
3196,doll_8.40 m
3197,doll_24.79 m
3198,doll_2.87 m
3199,doll_2.66 m
3200,doll_4.26 m
3201,doll_1.88 m
3202,doll_27.96 m
3203,doll_121.31 m
3204,doll_1376.44 m
3205,doll_5.1 m
3206,doll_7.47 m
3207,doll_1.36 m
3208,doll_2.55 m
3209,doll_1.46 m
3210,doll_7.32 m
3211,doll_4.43 m
3212,doll_28.30 m
3213,doll_11.3 m
3214,doll_4.54 m
3215,doll_8.81 m
3216,doll_6.0 m
3217,doll_13.12 m
3218,doll_25.60 m
3219,doll_2.84 m
3220,doll_2.62 m
3221,doll_6.68 m
3222,doll_2.99 m
3223,doll_1.84 m
3224,doll_3.58 m
3225,doll_7.0 m
3226,doll_11.8 m
3227,doll_15.42 m
3228,doll_3.51 m
3229,doll_2.12 m
3230,doll_4.38 m
3231,doll_3.46 m
3232,doll_22.76 m
3233,doll_3.51 m
3234,doll_210.56 m
3235,doll_5.82 m
3236,doll_6.73 m
3237,doll_4.4 m
3238,doll_39.9 m
3239,doll_6.72 m
3240,doll_5.37 m
3241,doll_6.13 m
3242,doll_1.16 m
3243,doll_19.12 m
3244,doll_1.57 m
3245,doll_3.19 m
3246,doll_4.49 m
3247,doll_56.02 m
3248,doll_4.18 m
3249,doll_5.33 m
3250,doll_14.0 m
3251,doll_7.06 m
3252,doll_1.09 m
3253,doll_10.35 m
3254,doll_56.10 m
3255,doll_10.66 m
3256,doll_1.73 m
3257,doll_1.86 m
3258,doll_4.45 m
3259,doll_5.93 m
3260,doll_6.4 m
3261,doll_20.3 m
3262,doll_41.00 m
3263,doll_5.30 m
3264,doll_13.83 m
3265,doll_5.15 m
3266,doll_14.42 m
3267,doll_2.76 m
3268,doll_3.63 m
3269,doll_132.43 m
3270,doll_5.72 m
3271,doll_10.39 m
3272,doll_3.7 m
3273,doll_9.16 m
3274,doll_14.00 m
3275,doll_1.71 m
3276,doll_13.39 m
3277,doll_25.46 m
3278,doll_11.79 m
3279,doll_5.60 m
3280,doll_4.86 m
3281,doll_81.42 m
3282,doll_20.9 m
3283,doll_8.50 m
3284,doll_10.36 m
3285,doll_1.27 m
3286,doll_1.48 m
3287,doll_1.44 m
3288,doll_1.47 m
3289,doll_3.59 m
3290,doll_2.91 m
3291,doll_2.55 m
3292,doll_2.43 m
3293,doll_4.33 m
3294,doll_8.21 m
3295,doll_40.7 m
3296,doll_137.60 m
3297,doll_18.08 m
3298,doll_5.85 m
3299,doll_314.83 m
3300,doll_11.99 m
3301,doll_40.40 m
3302,doll_9.67 m
3303,doll_2.53 m
3304,doll_8.95 m
3305,doll_17.16 m
3306,doll_11.51 m
3307,doll_4.1 m
3308,doll_4.95 m
3309,doll_1.28 m
3310,doll_1.75 m
3311,doll_4.80 m
3312,doll_1.28 m
3313,doll_102.55 m
3314,doll_12.88 m
3315,doll_2.5 m
3316,doll_31.33 m
3317,doll_5.0 m
3318,doll_37.22 m
3319,doll_12.22 m
3320,doll_21.46 m
3321,doll_4.68 m
3322,doll_7.51 m
3323,doll_355.88 m
3324,doll_4.66 m
3325,doll_16.48 m
3326,doll_8.59 m
3327,doll_3.55 m
3328,doll_3.37 m
3329,doll_4.7 m
3330,doll_19.51 m
3331,doll_2.09 m
3332,doll_5.07 m
3333,doll_2.94 m
3334,doll_25.53 m
3335,doll_7.30 m
3336,doll_3.84 m
3337,doll_8.04 m
3338,doll_8.9 m
3339,doll_18.79 m
3340,doll_8.72 m
3341,doll_10.11 m
3342,doll_18.62 m
3343,doll_9.96 m
3344,doll_413.91 m
3345,doll_2.39 m
3346,doll_7.78 m
3347,doll_25.9 m
3348,doll_14.93 m
3349,doll_10.34 m
3350,doll_14.4 m
3351,doll_20.53 m
3352,doll_11.67 m
3353,doll_32.75 m
3354,doll_2.02 m
3355,doll_1.07 m
3356,doll_31.80 m
3357,doll_9.81 m
3358,doll_19.63 m
3359,doll_13.31 m
3360,doll_7.76 m
3361,doll_16.4 m
3362,doll_18.40 m
3363,doll_4.67 m
3364,doll_2.11 m
3365,doll_3.22 m
3366,doll_4.43 m
3367,doll_28.14 m
3368,doll_2.15 m
3369,doll_2.13 m
3370,doll_64.22 m
3371,doll_22.53 m
3372,doll_3.1 m
3373,doll_7.17 m
3374,doll_3.29 m
3375,doll_140.50 m
3376,doll_3.23 m
3377,doll_2.66 m
3378,doll_95.11 m
3379,doll_1.11 m
3380,doll_72.60 m
3381,doll_4.75 m
3382,doll_11.66 m
3383,doll_4.96 m
3384,doll_12.2 m
3385,doll_9.00 m
3386,doll_9.09 m
3387,doll_5.08 m
3388,doll_13.53 m
3389,doll_34.99 m
3390,doll_1.14 m
3391,doll_7.96 m
3392,doll_7.44 m
3393,doll_4.01 m
3394,doll_13.66 m
3395,doll_8.6 m
3396,doll_54.42 m
3397,doll_4.47 m
3398,doll_70.47 m
3399,doll_14.61 m
3400,doll_33.79 m
3401,doll_33.07 m
3402,doll_418.72 m
3403,doll_5.14 m
3404,doll_6.95 m
3405,doll_29.26 m
3406,doll_7.6 m
3407,doll_27.00 m
3408,doll_80.59 m
3409,doll_570.89 m
3410,doll_13.90 m
3411,doll_1.57 m
3412,doll_3.62 m
3413,doll_4.25 m
3414,doll_16.64 m
3415,doll_9.79 m
3416,doll_15.37 m
3417,doll_19.1 m
3418,doll_3.53 m
3419,doll_24.8 m
3420,doll_97.51 m
3421,doll_4.07 m
3422,doll_22.46 m
3423,doll_6.85 m
3424,doll_15.55 m
3425,doll_249.93 m
3426,doll_80.62 m
3427,doll_4.63 m
3428,doll_35.94 m
3429,doll_6.63 m
3430,doll_4.38 m
3431,doll_4.4 m
3432,doll_25.0 m
3433,doll_67.11 m
3434,doll_33.96 m
3435,doll_7.36 m
3436,doll_2.48 m
3437,doll_27.27 m
3438,doll_0.0 m
3439,doll_6.39 m
3440,doll_14.18 m
3441,doll_4.33 m
3442,doll_2.6 m
3443,doll_2.72 m
3444,doll_2.35 m
3445,doll_3.49 m
3446,doll_6.50 m
3447,doll_6.81 m
3448,doll_5.64 m
3449,doll_68.44 m
3450,doll_42.55 m
3451,doll_57.67 m
3452,doll_66.01 m
3453,doll_2.8 m
3454,doll_129.11 m
3455,doll_21.24 m
3456,doll_26.51 m
3457,doll_2.20 m
3458,doll_3.03 m
3459,doll_9.72 m
3460,doll_109.25 m
3461,doll_2.18 m
3462,doll_54.4 m
3463,doll_17.26 m
3464,doll_4.39 m
3465,doll_10.41 m
3466,doll_40.07 m
3467,doll_13.35 m
3468,doll_10.30 m
3469,doll_399.20 m
3470,doll_2.21 m
3471,doll_3.06 m
3472,doll_6.0 m
3473,doll_2.79 m
3474,doll_29.05 m
3475,doll_1.45 m
3476,doll_5.50 m
3477,doll_49.45 m
3478,doll_3.30 m
3479,doll_4.0 m
3480,doll_5.16 m
3481,doll_9.58 m
3482,doll_5.1 m
3483,doll_28.12 m
3484,doll_4.11 m
3485,doll_315.42 m
3486,doll_9.92 m
3487,doll_10.88 m
3488,doll_1.83 m
3489,doll_2.21 m
3490,doll_3.51 m
3491,doll_7.2 m
3492,doll_3.97 m
3493,doll_6.72 m
3494,doll_5.66 m
3495,doll_6.32 m
3496,doll_6.44 m
3497,doll_1.33 m
3498,doll_17.04 m
3499,doll_24.28 m
3500,doll_20.15 m
3501,doll_40.81 m
3502,doll_2.61 m
3503,doll_3.4 m
3504,doll_2.92 m
3505,doll_8.98 m
3506,doll_13.42 m
3507,doll_11.84 m
3508,doll_8.02 m
3509,doll_8.18 m
3510,doll_5.00 m
3511,doll_11.03 m
3512,doll_4.46 m
3513,doll_11.76 m
3514,doll_6.82 m
3515,doll_5.3 m
3516,doll_36.30 m
3517,doll_2.37 m
3518,doll_18.09 m
3519,doll_25.03 m
3520,doll_4.9 m
3521,doll_2.13 m
3522,doll_3.0 m
3523,doll_13.64 m
3524,doll_3.82 m
3525,doll_1.77 m
3526,doll_237.77 m
3527,doll_113.47 m
3528,doll_180.58 m
3529,doll_3.50 m
3530,doll_3.87 m
3531,doll_4.84 m
3532,doll_108.41 m
3533,doll_2.9 m
3534,doll_4.38 m
3535,doll_4.92 m
3536,doll_108.03 m
3537,doll_3.92 m
3538,doll_2.98 m
3539,doll_145.60 m
3540,doll_2.54 m
3541,doll_10.02 m
3542,doll_9.59 m
3543,doll_13.7 m
3544,doll_4.53 m
3545,doll_15.15 m
3546,doll_500.51 m
3547,doll_1.50 m
3548,doll_77.39 m
3549,doll_236.87 m
3550,doll_12.39 m
3551,doll_2120.07 m
3552,doll_2.02 m
3553,doll_2.1 m
3554,doll_3.73 m
3555,doll_1.36 m
3556,doll_5.10 m
3557,doll_11.40 m
3558,doll_10.78 m
3559,doll_4.02 m
3560,doll_6.92 m
3561,doll_5.64 m
3562,doll_2.15 m
3563,doll_21.1 m
3564,doll_4.68 m
3565,doll_4.45 m
3566,doll_11.18 m
3567,doll_3.51 m
3568,doll_4.31 m
3569,doll_2.21 m
3570,doll_515.33 m
3571,doll_22.48 m
3572,doll_3.5 m
3573,doll_41.23 m
3574,doll_2.8 m
3575,doll_18.00 m
3576,doll_7.76 m
3577,doll_2.21 m
