,revenue_2020_eu
7073,doll_5.1 m
7074,doll_92.79 m
7075,doll_2.82 m
7076,doll_30.27 m
7077,doll_31.04 m
7078,doll_4.39 m
7079,doll_11.8 m
7080,doll_4.20 m
7081,doll_3.53 m
7082,doll_2.32 m
7083,doll_9.32 m
7084,doll_23.56 m
7085,doll_25.6 m
7086,doll_1.50 m
7087,doll_34.41 m
7088,doll_1.58 m
7089,doll_8.66 m
7090,doll_9.53 m
7091,doll_8.9 m
7092,doll_29.63 m
7093,doll_8.82 m
7094,doll_2.84 m
7095,doll_22.42 m
7096,doll_5.1 m
7097,doll_2.7 m
7098,doll_31.6 m
7099,doll_3.09 m
7100,doll_16.26 m
7101,doll_3.96 m
7102,doll_3.46 m
7103,doll_27.57 m
7104,doll_8.6 m
7105,doll_4.30 m
7106,doll_2.2 m
7107,doll_13.17 m
7108,doll_10.34 m
7109,doll_13.9 m
7110,doll_54.92 m
7111,doll_5.5 m
7112,doll_2.76 m
7113,doll_4.1 m
7114,doll_30.17 m
7115,doll_2.23 m
7116,doll_8.71 m
7117,doll_7.0 m
7118,doll_3.61 m
7119,doll_2.15 m
7120,doll_2.79 m
7121,doll_13.6 m
7122,doll_17.06 m
7123,doll_83.98 m
7124,doll_215.51 m
7125,doll_2.3 m
7126,doll_24.89 m
7127,doll_6.00 m
7128,doll_9.64 m
7129,doll_33.08 m
7130,doll_8.1 m
7131,doll_54.0 m
7132,doll_2.92 m
7133,doll_2.13 m
7134,doll_16.5 m
7135,doll_4.07 m
7136,doll_110.66 m
7137,doll_39.0 m
7138,doll_46.00 m
7139,doll_6.97 m
7140,doll_3.94 m
7141,doll_2.0 m
7142,doll_3.32 m
7143,doll_12.16 m
7144,doll_25.36 m
7145,doll_4.54 m
7146,doll_10.93 m
7147,doll_1.78 m
7148,doll_50.1 m
7149,doll_34.81 m
7150,doll_3.84 m
7151,doll_1.58 m
7152,doll_7.03 m
7153,doll_1.6 m
7154,doll_9.1 m
7155,doll_4.40 m
7156,doll_3.41 m
7157,doll_2.73 m
7158,doll_10.37 m
7159,doll_3.2 m
7160,doll_17.5 m
7161,doll_1.65 m
7162,doll_4.06 m
7163,doll_68.01 m
7164,doll_6.78 m
7165,doll_3.7 m
7166,doll_33.80 m
7167,doll_12.45 m
7168,doll_6.01 m
7169,doll_2.24 m
7170,doll_3.06 m
7171,doll_3.57 m
7172,doll_9.0 m
7173,doll_5.98 m
7174,doll_18.52 m
7175,doll_6.2 m
7176,doll_3.56 m
7177,doll_15.74 m
7178,doll_6.7 m
7179,doll_357.76 m
7180,doll_9.78 m
7181,doll_2.36 m
7182,doll_3.19 m
7183,doll_55.94 m
7184,doll_54.1 m
7185,doll_6.3 m
7186,doll_3.79 m
7187,doll_14.55 m
7188,doll_92.8 m
7189,doll_2.43 m
7190,doll_319.3 m
7191,doll_311.69 m
7192,doll_4.97 m
7193,doll_16.69 m
7194,doll_3.09 m
7195,doll_4.8 m
7196,doll_17.01 m
7197,doll_3.35 m
7198,doll_4.02 m
7199,doll_2.6 m
7200,doll_5.7 m
7201,doll_4.44 m
7202,doll_78.77 m
7203,doll_5.39 m
7204,doll_3.53 m
7205,doll_5.9 m
7206,doll_3.1 m
7207,doll_13.21 m
7208,doll_5.54 m
7209,doll_5.19 m
7210,doll_18.62 m
7211,doll_24.34 m
7212,doll_28.06 m
7213,doll_16.3 m
7214,doll_19.65 m
7215,doll_6.97 m
7216,doll_37.61 m
7217,doll_9.51 m
7218,doll_2.49 m
7219,doll_1.6 m
7220,doll_7.60 m
7221,doll_4.65 m
7222,doll_3.07 m
7223,doll_2.5 m
7224,doll_7.54 m
7225,doll_20.39 m
7226,doll_1.76 m
7227,doll_2.77 m
7228,doll_9.33 m
7229,doll_10.9 m
7230,doll_4.55 m
7231,doll_2.73 m
7232,doll_14.11 m
7233,doll_2.38 m
7234,doll_8.33 m
7235,doll_14.81 m
7236,doll_101.6 m
7237,doll_3.78 m
7238,doll_8.70 m
7239,doll_2.13 m
7240,doll_1.88 m
7241,doll_3.07 m
7242,doll_13.9 m
7243,doll_2.34 m
7244,doll_13.44 m
7245,doll_13.62 m
7246,doll_5.53 m
7247,doll_9.5 m
7248,doll_6.40 m
7249,doll_2.00 m
7250,doll_1.88 m
7251,doll_3.2 m
7252,doll_2.7 m
7253,doll_2.05 m
7254,doll_2.36 m
7255,doll_22.84 m
7256,doll_6.67 m
7257,doll_39.51 m
7258,doll_4.6 m
7259,doll_8.9 m
7260,doll_1.51 m
7261,doll_15.6 m
7262,doll_2.63 m
7263,doll_23.04 m
7264,doll_3.5 m
7265,doll_11.6 m
7266,doll_32.09 m
7267,doll_4.64 m
7268,doll_1.8 m
7269,doll_5.06 m
7270,doll_6.3 m
7271,doll_4.42 m
7272,doll_3.91 m
7273,doll_9.25 m
7274,doll_3.51 m
7275,doll_22.51 m
7276,doll_19.5 m
7277,doll_1.66 m
7278,doll_5.74 m
7279,doll_29.08 m
7280,doll_9.7 m
7281,doll_17.0 m
7282,doll_1.69 m
7283,doll_12.73 m
7284,doll_38.96 m
7285,doll_89.5 m
7286,doll_39.8 m
7287,doll_1.75 m
7288,doll_3.09 m
7289,doll_18.04 m
7290,doll_25.2 m
7291,doll_21.3 m
7292,doll_2.8 m
7293,doll_8.07 m
7294,doll_23.95 m
7295,doll_36.96 m
7296,doll_10.98 m
7297,doll_2.8 m
7298,doll_4.58 m
7299,doll_4.41 m
7300,doll_6.3 m
7301,doll_7.47 m
7302,doll_13.6 m
7303,doll_3.79 m
7304,doll_3.25 m
7305,doll_2.67 m
7306,doll_3.5 m
7307,doll_2.62 m
7308,doll_2.41 m
7309,doll_2.15 m
7310,doll_7.2 m
7311,doll_5.33 m
7312,doll_2.69 m
7313,doll_31.52 m
7314,doll_61.1 m
7315,doll_4.21 m
7316,doll_5.76 m
7317,doll_1.76 m
7318,doll_4.5 m
7319,doll_2.37 m
7320,doll_7.45 m
7321,doll_2.64 m
7322,doll_3.0 m
7323,doll_5.29 m
7324,doll_4.61 m
7325,doll_16.85 m
7326,doll_34.6 m
7327,doll_23.3 m
7328,doll_3.33 m
7329,doll_2.06 m
7330,doll_3.07 m
7331,doll_20.5 m
7332,doll_7.9 m
7333,doll_11.59 m
7334,doll_6.38 m
7335,doll_38.98 m
7336,doll_19.1 m
7337,doll_5.90 m
7338,doll_42.0 m
7339,doll_11.65 m
7340,doll_7.98 m
7341,doll_3.44 m
7342,doll_4.7 m
7343,doll_224.93 m
7344,doll_13.38 m
7345,doll_2.8 m
7346,doll_1.77 m
7347,doll_2.56 m
7348,doll_5.0 m
7349,doll_1.69 m
7350,doll_23.58 m
7351,doll_6.3 m
7352,doll_22.77 m
7353,doll_2.7 m
7354,doll_3.91 m
7355,doll_2.83 m
7356,doll_4.97 m
7357,doll_4.85 m
7358,doll_9.79 m
7359,doll_1.9 m
7360,doll_6.02 m
7361,doll_3.91 m
7362,doll_1.67 m
7363,doll_24.87 m
7364,doll_3.91 m
7365,doll_34.5 m
7366,doll_6.42 m
7367,doll_33.14 m
7368,doll_44.53 m
7369,doll_2.7 m
7370,doll_54.00 m
7371,doll_10.70 m
7372,doll_10.75 m
7373,doll_194.06 m
7374,doll_15.1 m
7375,doll_10.0 m
7376,doll_2.37 m
7377,doll_2.63 m
7378,doll_37.39 m
7379,doll_2.83 m
7380,doll_3.3 m
7381,doll_24.53 m
7382,doll_16.06 m
7383,doll_74.72 m
7384,doll_23.83 m
7385,doll_14.5 m
7386,doll_6.00 m
7387,doll_5.68 m
7388,doll_5.61 m
7389,doll_6.7 m
7390,doll_12.12 m
7391,doll_1.55 m
7392,doll_3.98 m
7393,doll_3.4 m
7394,doll_16.04 m
7395,doll_16.2 m
7396,doll_7.8 m
7397,doll_3.3 m
7398,doll_30.32 m
7399,doll_7.7 m
7400,doll_4.32 m
7401,doll_3.0 m
7402,doll_3.52 m
7403,doll_3.40 m
7404,doll_2.59 m
7405,doll_4.32 m
7406,doll_5.6 m
7407,doll_4.05 m
7408,doll_4.59 m
7409,doll_8.86 m
7410,doll_5.08 m
7411,doll_3.4 m
7412,doll_1.99 m
7413,doll_3.00 m
7414,doll_62.95 m
7415,doll_1.71 m
7416,doll_13.53 m
7417,doll_74.3 m
7418,doll_30.68 m
7419,doll_3.18 m
7420,doll_2.6 m
7421,doll_23.67 m
7422,doll_2.39 m
7423,doll_2.4 m
7424,doll_21.62 m
7425,doll_4.63 m
7426,doll_9.41 m
7427,doll_11.67 m
7428,doll_5.26 m
7429,doll_11.4 m
7430,doll_27.45 m
7431,doll_2.7 m
7432,doll_23.45 m
7433,doll_27.91 m
7434,doll_2.4 m
7435,doll_30.74 m
7436,doll_36.84 m
7437,doll_3.36 m
7438,doll_17.29 m
7439,doll_44.47 m
7440,doll_18.56 m
7441,doll_4.9 m
7442,doll_2.50 m
7443,doll_5.3 m
7444,doll_13.22 m
7445,doll_12.49 m
7446,doll_29.0 m
7447,doll_3.82 m
7448,doll_50.74 m
7449,doll_2.35 m
7450,doll_2.96 m
7451,doll_32.3 m
7452,doll_2.17 m
7453,doll_56.05 m
7454,doll_14.86 m
7455,doll_2.1 m
7456,doll_60.5 m
7457,doll_9.01 m
7458,doll_3.41 m
7459,doll_19.3 m
7460,doll_5.05 m
7461,doll_2.95 m
7462,doll_4.1 m
7463,doll_130.06 m
7464,doll_11.04 m
7465,doll_21.9 m
7466,doll_2.32 m
7467,doll_2.0 m
7468,doll_31.22 m
7469,doll_3.53 m
7470,doll_114.0 m
7471,doll_2.1 m
7472,doll_5.55 m
7473,doll_2.74 m
7474,doll_7.6 m
7475,doll_10.5 m
7476,doll_2.79 m
7477,doll_58.14 m
7478,doll_1.63 m
7479,doll_1.8 m
7480,doll_5.35 m
7481,doll_2.09 m
7482,doll_9.27 m
7483,doll_3.9 m
7484,doll_11.16 m
7485,doll_1.73 m
7486,doll_18.53 m
7487,doll_1.8 m
7488,doll_2.74 m
7489,doll_30.97 m
7490,doll_4.0 m
7491,doll_9.7 m
7492,doll_6.79 m
7493,doll_18.85 m
7494,doll_24.74 m
7495,doll_18.64 m
7496,doll_14.4 m
7497,doll_7.62 m
7498,doll_6.02 m
7499,doll_5.37 m
7500,doll_2.1 m
7501,doll_27.3 m
7502,doll_33.24 m
7503,doll_4.91 m
7504,doll_2.27 m
7505,doll_11.0 m
7506,doll_3.38 m
7507,doll_2.04 m
7508,doll_9.84 m
7509,doll_12.8 m
7510,doll_23.64 m
7511,doll_1.72 m
7512,doll_3.3 m
7513,doll_19.38 m
7514,doll_39.85 m
7515,doll_7.0 m
7516,doll_1.85 m
7517,doll_55.1 m
7518,doll_16.0 m
7519,doll_3.35 m
7520,doll_10.87 m
7521,doll_3.8 m
7522,doll_1.74 m
7523,doll_18.38 m
7524,doll_10.92 m
7525,doll_54.68 m
7526,doll_2.3 m
7527,doll_24.30 m
7528,doll_72.95 m
7529,doll_9.23 m
7530,doll_2.54 m
7531,doll_6.4 m
7532,doll_1.8 m
7533,doll_4.80 m
7534,doll_2.93 m
7535,doll_3.75 m
7536,doll_1.9 m
7537,doll_15.93 m
7538,doll_66.62 m
7539,doll_4.96 m
7540,doll_19.3 m
7541,doll_20.40 m
7542,doll_86.30 m
7543,doll_2.66 m
7544,doll_7.0 m
7545,doll_1.52 m
7546,doll_12.23 m
7547,doll_2.81 m
7548,doll_12.88 m
7549,doll_2.0 m
7550,doll_13.27 m
7551,doll_7.76 m
7552,doll_129.81 m
7553,doll_8.79 m
7554,doll_25.8 m
7555,doll_5.7 m
7556,doll_31.96 m
7557,doll_11.68 m
7558,doll_31.31 m
7559,doll_5.96 m
7560,doll_4.6 m
7561,doll_4.35 m
7562,doll_5.25 m
7563,doll_2.64 m
7564,doll_4.34 m
7565,doll_3.7 m
7566,doll_141.63 m
7567,doll_5.39 m
7568,doll_7.53 m
7569,doll_4.3 m
7570,doll_16.6 m
7571,doll_2.01 m
7572,doll_3.96 m
7573,doll_16.24 m
7574,doll_17.3 m
7575,doll_3.39 m
7576,doll_14.42 m
7577,doll_4.56 m
7578,doll_35.21 m
7579,doll_6.6 m
7580,doll_2.32 m
7581,doll_69.43 m
7582,doll_2.1 m
7583,doll_6.20 m
7584,doll_16.14 m
7585,doll_6.5 m
7586,doll_47.40 m
7587,doll_2.85 m
7588,doll_12.33 m
7589,doll_28.94 m
7590,doll_3.3 m
7591,doll_3.41 m
7592,doll_45.91 m
7593,doll_13.44 m
7594,doll_10.0 m
7595,doll_20.42 m
7596,doll_5.90 m
7597,doll_4.91 m
7598,doll_6.2 m
7599,doll_1.9 m
7600,doll_26.24 m
7601,doll_30.14 m
7602,doll_72.8 m
7603,doll_25.73 m
7604,doll_1.6 m
7605,doll_3.4 m
7606,doll_52.13 m
7607,doll_11.96 m
7608,doll_1.7 m
7609,doll_43.00 m
7610,doll_3.67 m
7611,doll_16.1 m
7612,doll_2.71 m
7613,doll_26.89 m
7614,doll_7.5 m
7615,doll_4.48 m
7616,doll_1.84 m
7617,doll_2.7 m
7618,doll_36.88 m
7619,doll_2.87 m
7620,doll_321.9 m
7621,doll_7.47 m
7622,doll_5.3 m
7623,doll_10.4 m
7624,doll_1.89 m
7625,doll_11.21 m
7626,doll_59.27 m
7627,doll_2.6 m
7628,doll_1.85 m
7629,doll_5.70 m
7630,doll_13.08 m
7631,doll_2.9 m
7632,doll_2.60 m
7633,doll_6.84 m
7634,doll_15.4 m
7635,doll_3.0 m
7636,doll_9.63 m
7637,doll_17.39 m
7638,doll_2.15 m
7639,doll_3.4 m
7640,doll_14.0 m
7641,doll_2.23 m
7642,doll_37.4 m
7643,doll_7.2 m
7644,doll_11.06 m
7645,doll_8.73 m
7646,doll_2.0 m
7647,doll_4.65 m
7648,doll_9.14 m
7649,doll_19.0 m
7650,doll_2.26 m
7651,doll_46.35 m
7652,doll_35.8 m
7653,doll_32.38 m
7654,doll_10.09 m
7655,doll_2.9 m
7656,doll_1.86 m
7657,doll_2.1 m
7658,doll_7.34 m
7659,doll_3.3 m
7660,doll_7.85 m
7661,doll_14.7 m
7662,doll_4.34 m
7663,doll_2.1 m
7664,doll_3.22 m
7665,doll_1.73 m
7666,doll_2.7 m
7667,doll_3.0 m
7668,doll_2.12 m
7669,doll_7.0 m
7670,doll_4.6 m
7671,doll_2.26 m
7672,doll_55.07 m
7673,doll_10.9 m
7674,doll_26.24 m
7675,doll_4.1 m
7676,doll_17.96 m
7677,doll_11.5 m
7678,doll_3.2 m
7679,doll_9.46 m
7680,doll_34.9 m
7681,doll_9.3 m
7682,doll_55.46 m
7683,doll_2.13 m
7684,doll_8.0 m
7685,doll_6.32 m
7686,doll_6.52 m
7687,doll_6.0 m
7688,doll_21.54 m
7689,doll_3.3 m
7690,doll_6.91 m
7691,doll_164.1 m
7692,doll_6.23 m
7693,doll_5.1 m
7694,doll_6.85 m
7695,doll_30.9 m
7696,doll_16.61 m
7697,doll_5.3 m
7698,doll_10.84 m
7699,doll_3.2 m
7700,doll_9.8 m
7701,doll_13.81 m
7702,doll_4.8 m
7703,doll_3.31 m
7704,doll_2.8 m
7705,doll_8.1 m
7706,doll_37.4 m
7707,doll_80.2 m
7708,doll_1.9 m
7709,doll_6.37 m
7710,doll_11.5 m
7711,doll_22.04 m
7712,doll_2.54 m
7713,doll_7.9 m
7714,doll_10.02 m
7715,doll_7.6 m
7716,doll_2.98 m
7717,doll_123.86 m
7718,doll_18.6 m
7719,doll_3.58 m
7720,doll_11.8 m
7721,doll_18.57 m
7722,doll_3.9 m
7723,doll_38.0 m
7724,doll_20.33 m
7725,doll_2.5 m
7726,doll_3.45 m
7727,doll_1.9 m
7728,doll_17.22 m
7729,doll_4.3 m
7730,doll_2.72 m
7731,doll_11.6 m
7732,doll_1.83 m
7733,doll_7.5 m
7734,doll_2.82 m
7735,doll_2.5 m
7736,doll_3.51 m
7737,doll_12.2 m
7738,doll_3.43 m
7739,doll_1.9 m
7740,doll_5.98 m
7741,doll_2.8 m
7742,doll_21.3 m
7743,doll_6.1 m
7744,doll_2.27 m
7745,doll_2.3 m
7746,doll_4.04 m
7747,doll_30.5 m
7748,doll_4.55 m
7749,doll_42.4 m
7750,doll_3.48 m
7751,doll_9.5 m
7752,doll_8.0 m
7753,doll_32.9 m
7754,doll_1.86 m
7755,doll_10.8 m
7756,doll_5.0 m
7757,doll_13.31 m
7758,doll_3.2 m
7759,doll_2.0 m
7760,doll_101.59 m
7761,doll_3.2 m
7762,doll_5.53 m
7763,doll_3.45 m
7764,doll_17.8 m
7765,doll_9.8 m
7766,doll_19.7 m
7767,doll_3.0 m
7768,doll_7.37 m
7769,doll_6.6 m
7770,doll_83.84 m
7771,doll_2.28 m
7772,doll_9.2 m
7773,doll_34.24 m
7774,doll_58.7 m
7775,doll_1.6 m
7776,doll_4.07 m
7777,doll_4.7 m
7778,doll_5.36 m
7779,doll_10.5 m
7780,doll_76.9 m
7781,doll_2.9 m
7782,doll_1.7 m
7783,doll_75.34 m
7784,doll_2.0 m
7785,doll_78.46 m
7786,doll_15.9 m
7787,doll_2.6 m
7788,doll_40.47 m
7789,doll_5.2 m
7790,doll_7.48 m
7791,doll_62.1 m
7792,doll_9.63 m
7793,doll_3.1 m
7794,doll_2.38 m
7795,doll_1.9 m
7796,doll_8.84 m
7797,doll_8.1 m
7798,doll_34.9 m
7799,doll_1.8 m
7800,doll_63.1 m
7801,doll_3.7 m
7802,doll_1.77 m
7803,doll_3.4 m
7804,doll_1.84 m
7805,doll_2.9 m
7806,doll_4.95 m
7807,doll_20.69 m
7808,doll_11.1 m
7809,doll_14.96 m
7810,doll_4.5 m
7811,doll_11.84 m
7812,doll_16.03 m
7813,doll_4.4 m
7814,doll_96.07 m
7815,doll_8.38 m
7816,doll_11.5 m
7817,doll_24.82 m
7818,doll_2.23 m
7819,doll_58.1 m
7820,doll_23.8 m
7821,doll_16.12 m
7822,doll_4.3 m
7823,doll_4.89 m
7824,doll_4.16 m
7825,doll_1.8 m
7826,doll_36.85 m
7827,doll_5.6 m
7828,doll_5.0 m
7829,doll_7.28 m
7830,doll_4.12 m
7831,doll_3.3 m
7832,doll_11.38 m
7833,doll_2.2 m
7834,doll_3.9 m
7835,doll_1.71 m
7836,doll_8.6 m
7837,doll_8.42 m
7838,doll_2.3 m
7839,doll_37.72 m
7840,doll_7.3 m
7841,doll_1.55 m
7842,doll_3.4 m
7843,doll_5.24 m
7844,doll_3.0 m
7845,doll_110.6 m
7846,doll_3.0 m
7847,doll_4.23 m
7848,doll_11.8 m
7849,doll_2.62 m
7850,doll_4.4 m
7851,doll_7.71 m
7852,doll_2.1 m
7853,doll_20.86 m
7854,doll_9.9 m
7855,doll_48.61 m
7856,doll_4.2 m
7857,doll_10.33 m
7858,doll_7.5 m
7859,doll_4.02 m
7860,doll_6.3 m
7861,doll_2.8 m
7862,doll_2.02 m
7863,doll_26.7 m
7864,doll_5.46 m
7865,doll_2.86 m
7866,doll_3.1 m
7867,doll_11.0 m
7868,doll_3.8 m
7869,doll_45.5 m
7870,doll_17.5 m
7871,doll_2.0 m
7872,doll_6.16 m
7873,doll_1.9 m
7874,doll_3.08 m
7875,doll_3.1 m
7876,doll_7.63 m
7877,doll_4.9 m
7878,doll_73.31 m
7879,doll_11.1 m
7880,doll_5.3 m
7881,doll_16.2 m
7882,doll_18.68 m
7883,doll_60.9 m
7884,doll_2.71 m
7885,doll_5.2 m
7886,doll_33.21 m
7887,doll_4.45 m
7888,doll_6.9 m
7889,doll_6.81 m
7890,doll_3.0 m
7891,doll_13.6 m
7892,doll_2.51 m
7893,doll_5.6 m
7894,doll_3.57 m
7895,doll_7.9 m
7896,doll_5.63 m
7897,doll_4.2 m
7898,doll_3.0 m
7899,doll_2.9 m
7900,doll_1.67 m
7901,doll_2.8 m
7902,doll_2.37 m
7903,doll_3.4 m
7904,doll_2.54 m
7905,doll_12.3 m
7906,doll_2.57 m
7907,doll_5.9 m
7908,doll_7.4 m
7909,doll_10.6 m
7910,doll_4.0 m
7911,doll_1.8 m
7912,doll_3.9 m
7913,doll_11.4 m
7914,doll_282.4 m
7915,doll_25.2 m
7916,doll_6.5 m
7917,doll_12.0 m
7918,doll_3.4 m
7919,doll_1.8 m
7920,doll_1.7 m
7921,doll_13.5 m
7922,doll_10.0 m
7923,doll_2.2 m
7924,doll_6.5 m
7925,doll_8.0 m
7926,doll_3.6 m
7927,doll_4.3 m
7928,doll_1.7 m
7929,doll_27.7 m
7930,doll_3.5 m
7931,doll_4.4 m
7932,doll_20.7 m
7933,doll_9.4 m
7934,doll_1.8 m
7935,doll_2.0 m
7936,doll_13.4 m
7937,doll_4.2 m
7938,doll_3.3 m
7939,doll_1.7 m
7940,doll_11.0 m
7941,doll_163.2 m
7942,doll_5.2 m
7943,doll_40.3 m
7944,doll_3.6 m
7945,doll_2.6 m
7946,doll_4.1 m
7947,doll_68.0 m
7948,doll_2.3 m
7949,doll_4.3 m
7950,doll_58.7 m
7951,doll_3.2 m
7952,doll_3.1 m
7953,doll_2.3 m
7954,doll_9.4 m
7955,doll_7.5 m
7956,doll_3.5 m
7957,doll_1.8 m
7958,doll_1.8 m
7959,doll_46.3 m
7960,doll_10.0 m
7961,doll_3.4 m
7962,doll_3.0 m
7963,doll_19.4 m
7964,doll_1.8 m
7965,doll_2.6 m
7966,doll_3.7 m
7967,doll_8.0 m
7968,doll_3.6 m
7969,doll_6.1 m
7970,doll_15.3 m
7971,doll_45.0 m
7972,doll_160.6 m
7973,doll_2.3 m
7974,doll_2.7 m
7975,doll_5.4 m
7976,doll_28.0 m
7977,doll_36.5 m
7978,doll_351.6 m
7979,doll_202.3 m
7980,doll_3.7 m
7981,doll_1.9 m
7982,doll_7.1 m
7983,doll_30.2 m
7984,doll_4.6 m
7985,doll_10.1 m
7986,doll_4.5 m
7987,doll_11.0 m
7988,doll_5.9 m
7989,doll_1.6 m
7990,doll_2.1 m
7991,doll_1.8 m
7992,doll_4.3 m
7993,doll_15.6 m
7994,doll_2.4 m
7995,doll_2.2 m
7996,doll_21.4 m
7997,doll_11.1 m
7998,doll_3.3 m
7999,doll_10.7 m
