,name,industry,sector,headquarters,founded,type,founders,key_people,services,revenue,operating_income,total_assets,number_of_employees,website
2285,3LHD,Industrials,Business support services,Zagreb,1994,,,,,,,,,
2286,A1 Hrvatska,Telecommunications,Mobile telecommunications,Zagreb,1999,,,,,,,,,
2287,LNG Hrvatska,Oil & gas,Exploration & production,Omišalj,2013,,,,,,,,,
2288,Adriatic Croatia International Club,Consumer services,Travel & tourism,Opatija,1983,,,,,,,,,
2289,Adris Grupa,Consumer goods,Tobacco,Rovinj,2003,,,,,,,,,
2290,Agrokor,Consumer goods,Food products,Zagreb,1976,,,,,,,,,
2291,Aquarius Records,Consumer services,Broadcasting & entertainment,Zagreb,1995,,,,,,,,,
2292,Atlantic Grupa,Consumer goods,Food products,Zagreb,1991,,,,,,,,,
2293,Atlantska plovidba,Industrials,Marine transportation,Dubrovnik,1955,,,,,,,,,
2294,Badel 1862,Consumer goods,Distillers & vintners,Zagreb,1862,,,,,,,,,
2295,BioGnost,Health care,Pharmaceuticals,Zagreb,1990,,,,,,,,,
2296,Blue Line International,Industrials,Marine transportation,Split,2003,,,,,,,,,
2297,Bonbon,Telecommunications,Mobile telecommunications,Zagreb,2010,,,,,,,,,
2298,Brodosplit,Industrials,Commercial vehicles & trucks,Split,1922,,,,,,,,,
2299,Čakovečki mlinovi,Consumer goods,Food products,Čakovec,1893,,,,,,,,,
2300,Carlsberg Croatia,Consumer goods,Brewers,Koprivnica,2004,,,,,,,,,
2301,Cedevita,Consumer goods,Soft drinks,Zagreb,1929,,,,,,,,,
2302,Croatia Airlines,Consumer services,Airlines,Zagreb,1989,,,,,,,,,
2303,Croatia Film,Consumer services,Broadcasting & entertainment,Zagreb,1946,,,,,,,,,
2304,Croatia osiguranje,Financials,Full line insurance,Zagreb,1884,,,,,,,,,
2305,Croatia Records,Consumer services,Broadcasting & entertainment,Zagreb,1947,,,,,,,,,
2306,Croatian National Bank,Financials,Banks,Zagreb,1990,,,,,,,,,
2307,Croatian Radiotelevision,Consumer services,Broadcasting & entertainment,Zagreb,1926,,,,,,,,,
2308,Croatian Railways,Industrials,Railroads,Zagreb,1991,,,,,,,,,
2309,Croteam,Technology,Software,Zagreb,1993,,,,,,,,,
2310,Crotram,Industrials,Commercial vehicles & trucks,Zagreb,1994,,,,,,,,,
2311,Dalekovod,Industrials,Electrical components & equipment,Zagreb,1949,,,,,,,,,
2312,Dallas Records,Consumer services,Broadcasting & entertainment,Zagreb,1994,,,,,,,,,
2313,Digitron,Industrials,Electronic equipment,Buje,1971,,,,,,,,,
2314,DOK-ING,Industrials,Diversified industrials,Zagreb,1992,,,,,,,,,
2315,Ðuro Ðaković,Industrials,Diversified industrials,Slavonski Brod,1991,,,,,,,,,
2316,Ericsson Nikola Tesla,Telecommunications,Mobile telecommunications,Zagreb,1949,,,,,,,,,
2317,European Coastal Airlines,Consumer services,Airlines,Split,2000,,,,,,,,,
2318,Fortenova Group,Consumer goods,Food products,Zagreb,2019,,,,,,,,,
2319,Franck,Consumer goods,Soft drinks,Zagreb,1892,,,,,,,,,
2320,Geofoto,Technology,Software,Zagreb,1993,,,,,,,,,
2321,Hanza Media,Consumer services,Publishing,Zagreb,1990,,,,,,,,,
2322,Hit Records,Consumer services,Broadcasting & entertainment,Zagreb,2003,,,,,,,,,
2323,Hönigsberg & Deutsch,Industrials,Business support services,Zagreb,1889,,,,,,,,,
2324,Hrvatska elektroprivreda,Utilities,Conventional electricity,Zagreb,1895,,,,,,,,,
2325,Hrvatska pošta,Industrials,Delivery services,Zagreb,1999,,,,,,,,,
2326,Hrvatska poštanska banka,Financials,Banks,Zagreb,1991,,,,,,,,,
2327,Hrvatske autoceste,Industrials,Transportation services,Zagreb,2001,,,,,,,,,
2328,Hrvatski Telekom,Telecommunications,Fixed line telecommunications,Zagreb,1998,,,,,,,,,
2329,HS Produkt,Industrials,Defense,Ozalj,1991,,,,,,,,,
2330,IN2,Technology,Software,Zagreb,1992,,,,,,,,,
2331,INA,Oil & gas,Exploration & production,Zagreb,1964,,,,,,,,,
2332,Infobip,Technology,Software,Vodnjan,2006,,,,,,,,,
2333,INGRA,Industrials,Heavy construction,Zagreb,1955,,,,,,,,,
2334,Institut IGH,Industrials,Heavy construction,Zagreb,1949,,,,,,,,,
2335,Iskon Internet,Technology,Internet,Zagreb,1997,,,,,,,,,
2336,Jadran Film,Consumer services,Broadcasting & entertainment,Zagreb,1946,,,,,,,,,
2337,Jadranski naftovod,Oil & gas,Pipelines,Zagreb,1974,,,,,,,,,
2338,Jadrolinija,Industrials,Marine transportation,Rijeka,1947,,,,,,,,,
2339,Jamnica,Consumer goods,Soft drinks,Zagreb,1828,,,,,,,,,
2340,Jugoton,Consumer services,Broadcasting & entertainment,Zagreb,1947,,,,,,,,,
2341,Karlovačka pivovara,Consumer goods,Brewers,Karlovac,1854,,,,,,,,,
2342,Kandit,Consumer goods,Food products,Osijek,1920,,,,,,,,,
2343,Koestlin,Consumer goods,Food products,Bjelovar,1905,,,,,,,,,
2344,KONČAR Group,Industrials,Electronic equipment,Zagreb,1921,,,,,,,,,
2345,Konstruktor-Split,Industrials,Heavy construction,Split,1945,,,,,,,,,
2346,Konzum,Consumer services,Food retailers & wholesalers,Zagreb,1957,,,,,,,,,
2347,Kraljevica Shipyard,Industrials,Commercial vehicles & trucks,Kraljevica,1729,,,,,,,,,
2348,Kraš,Consumer goods,Food products,Zagreb,1950,,,,,,,,,
2349,Ledo,Consumer goods,Food products,Zagreb,1958,,,,,,,,,
2350,Luka Ploče,Industrials,Transportation services,Ploče,1952,,,,,,,,,
2351,Matica hrvatska,Consumer services,Publishing,Zagreb,1842,,,,,,,,,
2352,Menart Records,Consumer services,Broadcasting & entertainment,Zagreb,1994,,,,,,,,,
2353,Narodni trgovački lanac,Consumer services,Broadline retailers,Zagreb,2008,,,,,,,,,
2354,Odašiljači i veze,Technology,Internet,Zagreb,2001,,,,,,,,,
2355,Petrokemija,Basic materials,Commodity chemicals,Kutina,1968,,,,,,,,,
2356,Pivovara Ličanka,Consumer goods,Brewers,Gospić,1997,,,,,,,,,
2357,Plinacro,Utilities,Gas distribution,Zagreb,2001,,,,,,,,,
2358,Pliva,Health care,Pharmaceuticals,Zagreb,1921,,,,,,,,,
2359,Plovput,Industrials,Transportation services,Split,1992,,,,,,,,,
2360,Podravka,Consumer goods,Food products,Koprivnica,1934,,,,,,,,,
2361,Primorska banka,Financials,Banks,Rijeka,2001,,,,,,,,,
2362,Privredna banka Zagreb,Financials,Banks,Zagreb,1966,,,,,,,,,
2363,Rimac Automobili,Consumer goods,Automobiles,Sveta Nedelja,2009,,,,,,,,,
2364,RIZ,Industrials,Electronic equipment,Zagreb,1948,,,,,,,,,
2365,Školska knjiga,Consumer services,Publishing,Zagreb,1950,,,,,,,,,
2366,Sljeme,Consumer goods,Durable household products,Zagreb,1921,,,,,,,,,
2367,Splitska banka,Financials,Banks,Split,1965,,,,,,,,,
2368,Suzy,Consumer services,Broadcasting & entertainment,Zagreb,1972,,,,,,,,,
2369,Tehnika,Industrials,Business support services,Zagreb,1947,,,,,,,,,
2370,Tomato,Telecommunications,Mobile telecommunications,Zagreb,2006,,,,,,,,,
2371,TOZ Penkala,Consumer goods,Nondurable household products,Zagreb,1937,,,,,,,,,
2372,Trade Air,Consumer services,Airlines,Zagreb,1994,,,,,,,,,
2373,TŽV Gredelj,Industrials,Commercial vehicles & trucks,Zagreb,1894,,,,,,,,,
2374,Uljanik,Industrials,Commercial vehicles & trucks,Pula,1856,,,,,,,,,
2375,V.B.Z.,Consumer services,Publishing,Zagreb,1991,,,,,,,,,
2376,Viadukt,Industrials,Transportation services,Zagreb,1947,,,,,,,,,
2377,Viktor Lenac Shipyard,Industrials,Commercial vehicles & trucks,Rijeka,1896,,,,,,,,,
2378,Vindija,Consumer goods,Food products,Varaždin,1959,,,,,,,,,
2379,Viro,Consumer goods,Food products,Virovitica,2002,,,,,,,,,
2380,Zagreb Film,Consumer services,Broadcasting & entertainment,Zagreb,1953,,,,,,,,,
2381,Zagreb Stock Exchange,Financials,Financial services,Zagreb,1991,,,,,,,,,
2382,Zagrebačka banka,Financials,Banks,Zagreb,1914,,,,,,,,,
2383,Zagrebačka pivovara,Consumer goods,Brewers,Zagreb,1892,,,,,,,,,
2384,Zagrebački električni tramvaj,Industrials,Transportation services,Zagreb,1891,,,,,,,,,
2385,Air VIA,Consumer services,Airlines,Sofia,1990,,,,,,,,,
2386,Ariana Brewery,Consumer goods,Brewers,Sofia,1884,,,,,,,,,
2387,Armimex,Industrials,Defense,Sofia,1992,,,,,,,,,
2388,Arsenal AD,Industrials,Defense,Kazanlak,1878,,,,,,,,,
2389,Asarel Medet,Basic materials,Nonferrous metals,Panagyurishte,1964,,,,,,,,,
2390,Astika Brewery,Consumer goods,Brewers,Pazardzhik,1980,,,,,,,,,
2391,Aukro.bg,Consumer services,Broadline retailers,Sofia,2007,,,,,,,,,
2392,Balkanstroy,Industrials,Construction & materials,Sofia,1994,,,,,,,,,
2393,Balkantourist,Consumer services,Travel & tourism,Sofia,1948,,,,,,,,,
2394,Balkanton,Consumer services,Record label,Sofia,1952,,,,,,,,,
2395,BH Air,Consumer services,Airlines,Sofia,2001,,,,,,,,,
2396,Black Sea Studios,Technology,Software,Sofia,2001,,,,,,,,,
2397,Blizoo,Telecommunications,Fixed line telecommunications,Sofia,2010,,,,,,,,,
2398,Bulgaria Air,Consumer services,Airlines,Sofia,2002,,,,,,,,,
2399,Bulgarian Agricultural and Commercial Bank,Financials,Banks,Sofia,1969,,,,,,,,,
2400,Bulgarian Air Charter,Consumer services,Airlines,Sofia,2000,,,,,,,,,
2401,Bulgarian Development Bank,Financials,Banks,Sofia,1999,,,,,,,,,
2402,Bulgarian Energy Holding,Oil & gas,Exploration & production,Sofia,2008,,,,,,,,,
2403,Bulgarian National Bank,Financials,Banks,Sofia,1879,,,,,,,,,
2404,Bulgarian Postbank,Financials,Banks,Sofia,1991,,,,,,,,,
2405,Bulgarian Posts,Industrials,Delivery services,Sofia,1879,,,,,,,,,
2406,Bulgarian State Railways,Industrials,Railroads,Sofia,1885,,,,,,,,,
2407,Bulgartabac,Consumer goods,Tobacco,Sofia,1947,,,,,,,,,
2408,Cargoair,Industrials,Delivery services,Sofia,2007,,,,,,,,,
2409,Central Cooperative Bank,Financials,Banks,Sofia,1991,,,,,,,,,
2410,Chimimport,Conglomerates,-,Sofia,1947,,,,,,,,,
2411,Corecom,Consumer services,Specialty retailers,Sofia,1960,,,,,,,,,
2412,Cumerio Med,Basic materials,Nonferrous metals,Pirdop,1932,,,,,,,,,
2413,Diema,Consumer services,Broadcasting & entertainment,Sofia,1999,,,,,,,,,
2414,DSK Bank,Financials,Banks,Sofia,1951,,,,,,,,,
2415,DZI,Financials,Full line insurance,Sofia,1946,,,,,,,,,
2416,Economedia,Consumer services,Publishing,Sofia,1993,,,,,,,,,
2417,Egmont Bulgaria,Consumer services,Publishing,Sofia,1991,,,,,,,,,
2418,Era,Consumer services,Publishing,Sofia,1996,,,,,,,,,
2419,Eurofootball,Consumer services,Gambling,Sofia,1990,,,,,,,,,
2420,Fantastico,Consumer services,Food retailers & wholesalers,Sofia,1991,,,,,,,,,
2421,First Investment Bank,Financials,Banks,Sofia,1993,,,,,,,,,
2422,Girdap,Financials,Banks,Ruse,1881,,,,,,,,,
2423,Haemimont Games,Technology,Software,Sofia,1997,,,,,,,,,
2424,Heli Air Services,Consumer services,Airlines,Sofia,1990,,,,,,,,,
2425,Hotel Rodina,Consumer services,Hotels,Sofia,1979,,,,,,,,,
2426,HVB Bank Biochim,Financials,Banks,Sofia,1986,,,,,,,,,
2427,Kamenitza,Consumer goods,Brewers,Plovdiv,1881,,,,,,,,,
2428,Karlsberg Bulgaria AD,Consumer goods,Brewers,Shumen,2002,,,,,,,,,
2429,Kino Nova,Consumer services,Broadcasting & entertainment,Sofia,2011,,,,,,,,,
2430,Kintex,Industrials,Defense,Sofia,1966,,,,,,,,,
2431,Kremikovtzi AD,Basic materials,Iron & steel,Sofia,1963,,,,,,,,,
2432,,,,,,,,,,,,,,
2433,Maxeurope,Consumer goods,Recreational products,Plovdiv,1996,,,,,,,,,
2434,Mtel,Telecommunications,Mobile telecommunications,Sofia,1994,,,,,,,,,
2435,Multigroup,Conglomerates,-,Sofia,1989,,,,,,,,,
2436,Navibulgar,Industrials,Marine transportation,Varna,1892,,,,,,,,,
2437,LUKOIL Neftochim Burgas,Oil & gas,Exploration & production,Burgas,1961,,,,,,,,,
2438,NEK EAD,Utilities,Conventional electricity,Sofia,1991,,,,,,,,,
2439,Neterra,Telecommunications,Fixed line telecommunications,Sofia,1996,,,,,,,,,
2440,Nimero,Technology,Software,Sofia,2009,,,,,,,,,
2441,Ontotext,Technology,Software,Sofia,2000,,,,,,,,,
2442,Overgas,Oil & gas,Pipelines,Sofia,1991,,,,,,,,,
2443,Petrol AD,Oil & gas,Pipelines,Sofia,1932,,,,,,,,,
2444,Pirinsko Pivo,Consumer goods,Brewers,Blagoevgrad,1969,,,,,,,,,
2445,Prista Oil,Basic materials,Specialty chemicals,Ruse,1993,,,,,,,,,
2446,Prosveta Publishing House,Consumer services,Publishing,Sofia,1945,,,,,,,,,
2447,Raiffeisen Bulgaria,Financials,Banks,Sofia,1994,,,,,,,,,
2448,Sucreries Raffineries Bulgares,Consumer goods,Food products,Sofia,1897,,,,,,,,,
2449,Technomarket,Consumer services,Consumer electronics,Sofia,1992,,,,,,,,,
2450,Telenor Bulgaria,Telecommunications,Mobile telecommunications,Sofia,2001,,,,,,,,,
2451,TEREM,Industrials,Defense,Sofia,1963,,,,,,,,,
2452,Texim Bank,Financials,Banks,Sofia,1992,,,,,,,,,
2453,UniCredit Bulbank,Financials,Banks,Sofia,1964,,,,,,,,,
2454,Unionbank,Financials,Banks,Sofia,1991,,,,,,,,,
2455,United Bulgarian Bank,Financials,Banks,Sofia,1992,,,,,,,,,
2456,Varna shipyard,Industrials,Shipbuilding,Varna,1907,,,,,,,,,
2457,Vitta Foods,Consumer goods,Food products,Svilengrad,2006,,,,,,,,,
2458,Vivacom,Telecommunications,Fixed line telecommunications,Sofia,1992,,,,,,,,,
2459,VRZ Karlovo,Industrials,Commercial vehicles & trucks,Karlovo,1964,,,,,,,,,
2460,Abelag Aviation,Consumer services,Airlines,Zaventem,1964,,,,,,,,,
2461,Ablynx,Health care,Biotechnology,Ghent,2001,,,,,,,,,
2462,Ackermans & van Haaren,Conglomerates,-,Antwerp,1876,,,,,,,,,
2463,AF Compressors,Industrials,Industrial Engineering,Liege,1870,,,,,,,,,
2464,AG Real Estate,Financials,Real estate holding and development,Brussels,1824,,,,,,,,,
2465,Ageas,Financials,Consumer finance,Brussels,1990,,,,,,,,,
2466,Agfa-Gevaert,Technology,Computer services,Mortsel,1867,,,,,,,,,
2467,Agoria,Industrials,Business support services,Brussels,1946,,,,,,,,,
2468,AIM Productions,Technology,Computer services,Hove,1994,,,,,,,,,
2469,Alpro,Consumer goods,Food products,Ghent,1980,,,,,,,,,
2470,Anheuser-Busch InBev,Consumer goods,Brewers,Leuven,2008,,,,,,,,,
2471,Antwerp Water Works,Utilities,Water,Antwerp,1880,,,,,,,,,
2472,Aquafin,Utilities,Water,Antwerp,1990,,,,,,,,,
2473,ASL Airlines Belgium,Industrials,Delivery services,Liège,1999,,,,,,,,,
2474,Associated Weavers,Consumer goods,Clothing and accessories,Ronse,1964,,,,,,,,,
2475,Aveve,Consumer goods,Farming and fishing,Aalter,1890,,,,,,,,,
2476,Aviapartner,Industrials,Delivery services,Brussels,1949,,,,,,,,,
2477,Barco,Technology,Computer hardware,Kortrijk,1934,,,,,,,,,
2478,Base,Industrials,Business support services,Brussels,1993,,,,,,,,,
2479,Beaulieu International Group,Consumer goods,Clothing and accessories,Wielsbeke,1959,,,,,,,,,
2480,Befimmo,Financials,Real estate holding and development,Brussels,1995,,,,,,,,,
2481,Bekaert,Basic materials,Specialty chemicals,Kortrijk,1880,,,,,,,,,
2482,Belgian Beer Café,Consumer services,Restaurants and bars,Leuven,1998,,,,,,,,,
2483,Belgian Investment Company for Developing Countries,Financials,Specialty finance,Brussels,2001,,,,,,,,,
2484,Bpost,Industrials,Delivery services,Brussels,2000,,,,,,,,,
2485,Brussels Airlines,Consumer services,Airlines,Brussels,2006,,,,,,,,,
2486,Brussels Regional Investment Company,Financials,Specialty finance,Brussels,1984,,,,,,,,,
2487,Cockerill Sambre,Basic materials,Iron and steel,Seraing,1817,,,,,,,,,
2488,Carmeuse,Basic materials,General mining,Louvain-la-Neuve,1860,,,,,,,,,
2489,Cartamundi,Consumer goods,Toys,Turnhout,1970,,,,,,,,,
2490,Cavalier Chocolate,Consumer goods,Food products,Eeklo,1996,,,,,,,,,
2491,Claeys,Industrials,Commercial vehicles and trucks,Zedelgem,1906,,,,,,,,,
2492,Cofinimmo,Financials,Real estate services,Brussels,1983,,,,,,,,,
2493,Colruyt Group,Consumer services,Food retailers and wholesalers,Halle,1925,,,,,,,,,
2494,Compagnie Maritime Belge,Industrials,Marine transportation,Antwerp,1895,,,,,,,,,
2495,Confiserie Roodthooft,Consumer goods,Food products,Antwerp,1925,,,,,,,,,
2496,De Lijn,Consumer services,Travel and tourism,Mechelen,1991,,,,,,,,,
2497,Deceuninck,Basic materials,Commodity chemicals,Hooglede,1937,,,,,,,,,
2498,Delhaize Group,Consumer goods,Food products,Brussels,1867,,,,,,,,,
2499,DEME,Industrials,Heavy construction,Zwijndrecht,1991,,,,,,,,,
2500,D'Ieteren,Consumer services,Specialized consumer services,Brussels,1805,,,,,,,,,
2501,DOMO Group,Consumer goods,Clothing and accessories,Ghent,1992,,,,,,,,,
2502,Ecover,Consumer goods,Nondurable household products,Malle,1979,,,,,,,,,
2503,Effortel,Financials,Financial services,Brussels,2005,,,,,,,,,
2504,ETAP Lighting,Consumer goods,Building materials and fixtures,Malle,1949,,,,,,,,,
2505,Eurogentec,Health care,Biotechnology,Seraing,1985,,,,,,,,,
2506,EVS Broadcast Equipment,Technology,Telecommunications equipment,Liège,1994,,,,,,,,,
2507,Ferranti Computer Systems,Technology,Computer hardware,Antwerp,1976,,,,,,,,,
2508,Fluxys,Oil and gas,Exploration and production,Brussels,2001,,,,,,,,,
2509,Forrest Group,Basic materials,General mining,Wavre,1922,,,,,,,,,
2510,Gimv,Financials,Equity investment instruments,Brussels,1980,,,,,,,,,
2511,Godiva Chocolatier,Consumer goods,Food products,Brussels,1926,,,,,,,,,
2512,Group Joos,Consumer services,Publishing,Turnhout,1935,,,,,,,,,
2513,Groupe Bruxelles Lambert,Industrials,Diversified industrials,Brussels,1902,,,,,,,,,
2514,Guylian,Consumer goods,Food products,Sint-Niklaas,1960,,,,,,,,,
2515,IMEC,Technology,Computer services,Leuven,1984,,,,,,,,,
2516,Imperia Automobiles,Consumer goods,Automobiles,Liège,1906,,,,,,,,,
2517,Innogenetics,Health care,Biotechnology,Ghent,1985,,,,,,,,,
2518,Jan De Nul,Industrials,Building materials and fixtures,Aalst,1938,,,,,,,,,
2519,Janssen Pharmaceutica,Health care,Pharmaceuticals,Beerse,1953,,,,,,,,,
2520,Jonckheere,Industrials,Commercial vehicles and trucks,Roeselare,1881,,,,,,,,,
2521,Katoen Natie,Industrials,Delivery services,Antwerp,1854,,,,,,,,,
2522,KBC Bank,Financials,Banks,Brussels,1985,,,,,,,,,
2523,Keytrade Bank,Financials,Investment services,Brussels,1998,,,,,,,,,
2524,Kinepolis,Consumer services,Recreational services,Ghent,1997,,,,,,,,,
2525,Larian Studios,Technology,Software,Ghent,1996,,,,,,,,,
2526,Libeco-Lagae,Consumer goods,Clothing and accessories,Meulebeke,1997,,,,,,,,,
2527,Louis Delhaize Group,Consumer services,Food retailers and wholesalers,Charleroi,1875,,,,,,,,,
2528,Luciad NV,Technology,Computer services,Leuven,1999,,,,,,,,,
2529,Materialise NV,Technology,Computer services,Leuven,1990,,,,,,,,,
2530,Metallo-Chimique,Basic materials,Nonferrous metals,Beerse,1919,,,,,,,,,
2531,Mutoh Europe nv,Consumer goods,Consumer electronics,Ostend,1990,,,,,,,,,
2532,Namahn,Industrials,Business support services,Brussels,1987,,,,,,,,,
2533,National Railway Company of Belgium,Consumer services,Rail transport,Brussels,1926,,,,,,,,,
2534,Compagnie Nationale à Portefeuille,Industrials,Diversified industrials,Gerpinnes,1981,,,,,,,,,
2535,Nyrstar,Basic materials,General mining,Balen,2007,,,,,,,,,
2536,Option N.V.,Technology,Computer hardware,Leuven,1986,,,,,,,,,
2537,Proost,Consumer services,Publishing,Turnhout,1913,,,,,,,,,
2538,Proximus,Telecommunications,Mobile telecommunications,Brussels,1994,,,,,,,,,
2539,Proximus Group,Telecommunications,Fixed line telecommunications,Brussels,1930,,,,,,,,,
2540,Regional Investment Company of Wallonia,Financials,Investment services,Liège,1979,,,,,,,,,
2541,Reynaers Aluminium,Basic materials,Aluminum,Duffel,1965,,,,,,,,,
2542,RHJ International,Financials,Asset managers,Brussels,1786,,,,,,,,,
2543,Ridley Bikes,Consumer goods,Recreational products,Paal,1997,,,,,,,,,
2544,Saluc,Consumer goods,Recreational products,Péruwelz,1923,,,,,,,,,
2545,Septentrio,Consumer goods,Consumer electronics,Leuven,2000,,,,,,,,,
2546,Seyntex,Consumer goods,Clothing and accessories,Oostrozebeke,1908,,,,,,,,,
2547,Skytech,Industrials,Aerospace,Brussels,1989,,,,,,,,,
2548,Sofina,Financials,Equity investment instruments,Brussels,1898,,,,,,,,,
2549,Solvay S.A.,Basic materials,Specialty chemicals,Brussels,1863,,,,,,,,,
2550,Soudal,Basic materials,Specialty chemicals,Turnhout,1966,,,,,,,,,
2551,Sugar refinery of Tienen,Consumer goods,Food products,Tienen,1836,,,,,,,,,
2552,Telenet,Telecommunications,Fixed line telecommunications,Mechelen,1996,,,,,,,,,
2553,Teleroute,Industrials,Delivery services,Brussels,1985,,,,,,,,,
2554,Thermote & Vanhalst,Industrials,Commercial vehicles and trucks,Waregem,1969,,,,,,,,,
2555,Thomas Cook Airlines Belgium,Consumer services,Airlines,Zaventem,2001,,,,,,,,,
2556,Tibotec,Health care,Pharmaceuticals,Mechelen,1994,,,,,,,,,
2557,TiGenix,Health care,Biotechnology,Leuven,2000,,,,,,,,,
2558,Tractebel,Industrials,Business support services,Brussels,1986,,,,,,,,,
2559,Truvo,Industrials,Business support services,Antwerp,1968,,,,,,,,,
2560,TUIfly Belgium,Consumer services,Airlines,Zaventem,2003,,,,,,,,,
2561,UCB,Health care,Pharmaceuticals,Brussels,1928,,,,,,,,,
2562,UMedia,Consumer services,Broadcasting and entertainment,Brussels,2010,,,,,,,,,
2563,Umicore,Basic materials,General mining,Brussels,1989,,,,,,,,,
2564,Unibind,Industrials,Containers and packaging,Brussels,1939,,,,,,,,,
2565,Union Minière du Haut Katanga,Basic materials,General mining,Brussels,1906,,,,,,,,,
2566,Van Genechten Packaging,Industrials,Containers and packaging,Turnhout,1833,,,,,,,,,
2567,Van Hool,Industrials,Commercial vehicles and trucks,Koningshooikt,1947,,,,,,,,,
2568,Vanbreda International,Financials,Life insurance,Antwerp,1937,,,,,,,,,
2569,Vanparys,Consumer goods,Food products,Brussels,1889,,,,,,,,,
2570,Velleman,Industrials,Electronic equipment,Gavere,1975,,,,,,,,,
2571,Vinçotte,Industrials,Business support services,Brussels,1873,,,,,,,,,
2572,VLM Airlines,Consumer services,Airlines,Antwerp,1992,,,,,,,,,
2573,Volvo Car Gent,Consumer goods,Automobiles,Ghent,1965,,,,,,,,,
2574,Walloon SME finance and guarantee company,Financials,Specialty finance,Liège,2002,,,,,,,,,
2575,Zetes,Technology,Technology hardware,Brussels,1984,,,,,,,,,
2576,Agrana,Consumer goods,Food products,Vienna,1988,,,,,,,,,
2577,pewag group,Industrials,Industrial machinery,Klagenfurt,1479,,,,,,,,,
2578,AHT Cooling Systems,Industrials,Electronic equipment,Rottenmann,1983,,,,,,,,,
2579,Ammerer Bed Company,Consumer goods,Durable household products,Ried im Innkreis,1763,,,,,,,,,
2580,ams AG,Technology,Semiconductors,Premstätten,1981,,,,,,,,,
2581,Andritz,Industrials,Industrial machinery,Graz,1852,,,,,,,,,
2582,Atomic Skis,Consumer goods,Recreational products,Altenmarkt im Pongau,1955,,,,,,,,,
2583,Augarten porcelain,Consumer goods,Durable household products,Vienna,1923,,,,,,,,,
2584,AMAG Austria Metall AG,Industrials,Diversified industrials,Braunau am Inn,1938,,,,,,,,,
