ft-revenue_2020_eu,companiesmarketcap-share_price,forbes-profit,companiesmarketcap-pricecap,disfold-market_cap,globaldata-market_cap,valuetoday-annual_net_income_usd,ft-revenue_2017_eu,companiesmarketcap-revenue,disfold-revenue,globaldata-revenue,valuetoday-revenue,forbes-sales,companiesmarketcap-earnings,forbes-market_value,valuetoday-annual_revenue_usd
,doll_37.24,,doll_7.52 b,,,,,doll_2.27 b,,,302 million usd,,doll_77.83 m,,
,doll_1.92,,doll_1.32 b,,,,,doll_6.40 b,,,not found,,-doll_80.6 m,,
,doll_29.14,,doll_55.76 b,,,,,doll_9.77 b,,,not found,,doll_2.59 b,,
,doll_24.98,,doll_23.37 b,,,,,doll_36.35 b,,,352 million usd,,doll_2.84 b,,
,doll_9.41,,doll_4.49 b,,,,,doll_5.89 b,,,261 million usd,,doll_0.38 b,,
,doll_4.31,,doll_5.94 b,,,,,doll_9.10 b,,,doll_2.222 m,,doll_0.47 b,,
,doll_63.15,,doll_46.43 b,,,,,doll_23.04 b,,,not found,,doll_2.75 b,,
,doll_183.21,,doll_103.84 b,,,,,doll_16.23 b,,,459 million usd,,-doll_0.89 b,,
,doll_3.68,,doll_1.85 b,,,,,doll_5.38 b,,,doll_4.710 m,,doll_0.34 b,,
,doll_18.39,,doll_9.03 b,,,,,doll_8.74 b,,,not found,,doll_1.11 b,,
,doll_81.05,,doll_10.47 b,,,,,doll_6.20 b,,,not found,,doll_1.10 b,,
,doll_31.52,,doll_3.21 b,,,,,doll_1.65 b,,,138 million usd,,doll_0.19 b,,
,doll_4.33,,doll_2.53 b,,,,,doll_9.69 b,,,doll_5.305 m,,doll_0.11 b,,
,doll_91.23,,doll_48.97 b,,,,,doll_1.94 b,,,not found,,doll_0.41 b,,
,doll_3.07,,doll_2.44 b,,,,,doll_2.44 b,,,85 million usd,,doll_28.14 m,,
,doll_61.36,,doll_27.52 b,,,,,doll_8.87 b,,,78 million usd,,doll_1.96 b,,
,doll_5.42,,doll_15.33 b,,,,,doll_44.52 b,,,98 million usd,,doll_0.75 b,,
,doll_7.99,,doll_36.89 b,,,,,doll_8.55 b,,,692 million usd,,doll_1.50 b,,
,doll_56.29,,doll_25.73 b,,,,,doll_13.51 b,,,not found,,doll_1.56 b,,
,doll_11.35,,doll_8.15 b,,,,,doll_8.49 b,,,not found,,-doll_1.25 b,,
,doll_3.00,,doll_22.01 b,,,,,doll_82.08 b,,,11 million usd,,doll_2.71 b,,
,doll_36.15,,doll_144.37 b,,,,,doll_55.99 b,,,461 million usd,,doll_14.98 b,,
,doll_2.81,,doll_2.68 b,,,,,doll_16.70 b,,,54 million usd,,doll_0.86 b,,
,doll_2.97,,doll_7.04 b,,,,,doll_39.27 b,,,doll_1.412 m,,doll_1.12 b,,
,doll_51.44,,doll_130.24 b,,,,,doll_58.20 b,,,158 million usd,,doll_8.07 b,,
,doll_22.34,,doll_17.65 b,,,,,doll_18.98 b,,,doll_2.697 m,,doll_1.20 b,,
,doll_56.69,,doll_12.14 b,,,,,doll_13.23 b,,,doll_1.243 m,,-doll_3.21 b,,
,doll_43.46,,doll_58.13 b,,,,,doll_41.55 b,,,not found,,doll_17.62 b,,
,doll_11.23,,doll_30.61 b,,,,,doll_69.89 b,,,357 million usd,,-doll_7.81 b,,
,doll_1.58,,doll_15.70 b,,,,,doll_32.00 b,,,479 million usd,,doll_4.47 b,,
,doll_10.25,,doll_31.49 b,,,,,doll_26.35 b,,,not found,,doll_2.84 b,,
,doll_35.38,,doll_72.42 b,,,,,doll_42.86 b,,,not found,,doll_6.58 b,,
,doll_71.08,,doll_222.25 b,,,,,doll_45.15 b,,,not found,,doll_2.38 b,,
,doll_59.61,,doll_208.24 b,,,,,doll_365.29 b,,,not found,,doll_64.64 b,,
,doll_8.57,,doll_24.82 b,,,,,doll_15.79 b,,,211 million usd,,doll_3.95 b,,
,doll_3.25,,doll_6.29 b,,,,,doll_17.66 b,,,478 million usd,,doll_1.54 b,,
,doll_8.96,,doll_35.55 b,,,,,doll_30.30 b,,,not found,,doll_8.94 b,,
,doll_1.97,,doll_10.23 b,,,,,doll_11.47 b,,,doll_4.215 m,,doll_0.87 b,,
,doll_17.48,,doll_23.50 b,,,,,doll_25.68 b,,,not found,,doll_2.15 b,,
,doll_35.56,,doll_107.46 b,,,,,doll_222.68 b,,,doll_4.479 m,,doll_5.02 b,,
,doll_334.11,,doll_164.56 b,,,,,doll_33.76 b,,,245 million usd,,doll_5.34 b,,
,doll_1.83,,doll_3.60 b,,,,,doll_14.30 b,,,0 million usd,,doll_0.51 b,,
,doll_7.35,,doll_35.54 b,,,,,doll_14.65 b,,,not found,,doll_5.12 b,,
,doll_2.41,,doll_40.54 b,,,,,doll_21.51 b,,,287 million usd,,doll_7.59 b,,
,doll_38.40,,doll_85.85 b,,,,,doll_21.64 b,,,not found,,doll_7.61 b,,
,doll_317.17,,doll_65.60 b,,,,,doll_12.42 b,,,486 million usd,,doll_3.86 b,,
,doll_77.55,,doll_125.69 b,,,,,doll_63.49 b,,,564 million usd,,doll_31.42 b,,
,doll_31.99,,doll_16.12 b,,,,,doll_3.99 b,,,308 million usd,,doll_0.43 b,,
,doll_1.72,,doll_1.05 b,,,,,doll_2.92 b,,,not found,,-doll_0.12 b,,
,doll_254.65,,doll_27.56 b,,,,,doll_8.85 b,,,115 million usd,,doll_1.44 b,,
,doll_53.45,,doll_8.62 b,,,,,doll_3.76 b,,,228 million usd,,doll_0.55 b,,
,doll_1.31,,doll_11.07 b,,,,,doll_15.14 b,,,not found,,-doll_0.4 b,,
,doll_73.21,,doll_52.40 b,,,,,doll_14.99 b,,,130 million usd,,doll_3.74 b,,
,doll_11.21,,doll_1.61 b,,,,,doll_2.89 b,,,319 million usd,,doll_0.24 b,,
,doll_1.84,,doll_7.47 b,,,,,doll_9.29 b,,,15 million usd,,-doll_0.62 b,,
,doll_139.08,,doll_28.80 b,,,,,doll_29.69 b,,,186 million usd,,doll_2.78 b,,
,doll_37.24,,doll_7.52 b,,,,,doll_2.27 b,,,925 million usd,,doll_77.83 m,,
,doll_1.92,,doll_1.32 b,,,,,doll_6.40 b,,,doll_2.331 m,,-doll_80.6 m,,
,doll_29.14,,doll_55.76 b,,,,,doll_9.77 b,,,217 million usd,,doll_2.59 b,,
,doll_24.98,,doll_23.37 b,,,,,doll_36.35 b,,,not found,,doll_2.84 b,,
,doll_9.41,,doll_4.49 b,,,,,doll_5.89 b,,,not found,,doll_0.38 b,,
,doll_4.31,,doll_5.94 b,,,,,doll_9.10 b,,,111 million usd,,doll_0.47 b,,
,doll_63.15,,doll_46.43 b,,,,,doll_23.04 b,,,897 million usd,,doll_2.75 b,,
,doll_183.21,,doll_103.84 b,,,,,doll_16.23 b,,,not found,,-doll_0.89 b,,
,doll_3.68,,doll_1.85 b,,,,,doll_5.38 b,,,doll_2.181 m,,doll_0.34 b,,
,doll_18.39,,doll_9.03 b,,,,,doll_8.74 b,,,not found,,doll_1.11 b,,
,doll_81.05,,doll_10.47 b,,,,,doll_6.20 b,,,not found,,doll_1.10 b,,
,doll_31.52,,doll_3.21 b,,,,,doll_1.65 b,,,not found,,doll_0.19 b,,
,doll_4.33,,doll_2.53 b,,,,,doll_9.69 b,,,doll_2.651 m,,doll_0.11 b,,
,doll_91.23,,doll_48.97 b,,,,,doll_1.94 b,,,not found,,doll_0.41 b,,
,doll_3.07,,doll_2.44 b,,,,,doll_2.44 b,,,doll_1.680 m,,doll_28.14 m,,
,doll_61.36,,doll_27.52 b,,,,,doll_8.87 b,,,not found,,doll_1.96 b,,
,doll_5.42,,doll_15.33 b,,,,,doll_44.52 b,,,not found,,doll_0.75 b,,
,doll_7.99,,doll_36.89 b,,,,,doll_8.55 b,,,not found,,doll_1.50 b,,
,doll_56.29,,doll_25.73 b,,,,,doll_13.51 b,,,doll_9.239 m,,doll_1.56 b,,
,doll_11.35,,doll_8.15 b,,,,,doll_8.49 b,,,doll_1.915 m,,-doll_1.25 b,,
,doll_3.00,,doll_22.01 b,,,,,doll_82.08 b,,,not found,,doll_2.71 b,,
,doll_36.15,,doll_144.37 b,,,,,doll_55.99 b,,,98 million usd,,doll_14.98 b,,
,doll_2.81,,doll_2.68 b,,,,,doll_16.70 b,,,147 million usd,,doll_0.86 b,,
,doll_2.97,,doll_7.04 b,,,,,doll_39.27 b,,,not found,,doll_1.12 b,,
,doll_51.44,,doll_130.24 b,,,,,doll_58.20 b,,,699 million usd,,doll_8.07 b,,
,doll_22.34,,doll_17.65 b,,,,,doll_18.98 b,,,not found,,doll_1.20 b,,
,doll_56.69,,doll_12.14 b,,,,,doll_13.23 b,,,not found,,-doll_3.21 b,,
,doll_43.46,,doll_58.13 b,,,,,doll_41.55 b,,,not found,,doll_17.62 b,,
,doll_11.23,,doll_30.61 b,,,,,doll_69.89 b,,,627 million usd,,-doll_7.81 b,,
,doll_1.58,,doll_15.70 b,,,,,doll_32.00 b,,,173 million usd,,doll_4.47 b,,
,doll_10.25,,doll_31.49 b,,,,,doll_26.35 b,,,doll_1.857 m,,doll_2.84 b,,
,doll_35.38,,doll_72.42 b,,,,,doll_42.86 b,,,306 million usd,,doll_6.58 b,,
,doll_71.08,,doll_222.25 b,,,,,doll_45.15 b,,,159 million usd,,doll_2.38 b,,
,doll_59.61,,doll_208.24 b,,,,,doll_365.29 b,,,162 million usd,,doll_64.64 b,,
,doll_8.57,,doll_24.82 b,,,,,doll_15.79 b,,,-125 million usd,,doll_3.95 b,,
,doll_3.25,,doll_6.29 b,,,,,doll_17.66 b,,,not found,,doll_1.54 b,,
,doll_8.96,,doll_35.55 b,,,,,doll_30.30 b,,,not found,,doll_8.94 b,,
,doll_1.97,,doll_10.23 b,,,,,doll_11.47 b,,,doll_1.536 m,,doll_0.87 b,,
,doll_17.48,,doll_23.50 b,,,,,doll_25.68 b,,,not found,,doll_2.15 b,,
,doll_35.56,,doll_107.46 b,,,,,doll_222.68 b,,,doll_2.217 m,,doll_5.02 b,,
,doll_334.11,,doll_164.56 b,,,,,doll_33.76 b,,,3 million usd,,doll_5.34 b,,
,doll_1.83,,doll_3.60 b,,,,,doll_14.30 b,,,221 million usd,,doll_0.51 b,,
,doll_7.35,,doll_35.54 b,,,,,doll_14.65 b,,,102 million usd,,doll_5.12 b,,
,doll_2.41,,doll_40.54 b,,,,,doll_21.51 b,,,doll_2.024 m,,doll_7.59 b,,
,doll_38.40,,doll_85.85 b,,,,,doll_21.64 b,,,807 million usd,,doll_7.61 b,,
,doll_317.17,,doll_65.60 b,,,,,doll_12.42 b,,,not found,,doll_3.86 b,,
,doll_77.55,,doll_125.69 b,,,,,doll_63.49 b,,,not found,,doll_31.42 b,,
,doll_31.99,,doll_16.12 b,,,,,doll_3.99 b,,,not found,,doll_0.43 b,,
,doll_1.72,,doll_1.05 b,,,,,doll_2.92 b,,,not found,,-doll_0.12 b,,
,doll_254.65,,doll_27.56 b,,,,,doll_8.85 b,,,doll_1.433 m,,doll_1.44 b,,
,doll_53.45,,doll_8.62 b,,,,,doll_3.76 b,,,955 million usd,,doll_0.55 b,,
,doll_1.31,,doll_11.07 b,,,,,doll_15.14 b,,,not found,,-doll_0.4 b,,
,doll_73.21,,doll_52.40 b,,,,,doll_14.99 b,,,71 million usd,,doll_3.74 b,,
,doll_11.21,,doll_1.61 b,,,,,doll_2.89 b,,,777 million usd,,doll_0.24 b,,
,doll_1.84,,doll_7.47 b,,,,,doll_9.29 b,,,65 million usd,,-doll_0.62 b,,
,doll_139.08,,doll_28.80 b,,,,,doll_29.69 b,,,0 million usd,,doll_2.78 b,,
,doll_37.24,,doll_7.52 b,,,,,doll_2.27 b,,,not found,,doll_77.83 m,,
,doll_1.92,,doll_1.32 b,,,,,doll_6.40 b,,,not found,,-doll_80.6 m,,
,doll_29.14,,doll_55.76 b,,,,,doll_9.77 b,,,not found,,doll_2.59 b,,
,doll_24.98,,doll_23.37 b,,,,,doll_36.35 b,,,not found,,doll_2.84 b,,
,doll_9.41,,doll_4.49 b,,,,,doll_5.89 b,,,not found,,doll_0.38 b,,
,doll_4.31,,doll_5.94 b,,,,,doll_9.10 b,,,614 million usd,,doll_0.47 b,,
,doll_63.15,,doll_46.43 b,,,,,doll_23.04 b,,,not found,,doll_2.75 b,,
,doll_183.21,,doll_103.84 b,,,,,doll_16.23 b,,,not found,,-doll_0.89 b,,
,doll_3.68,,doll_1.85 b,,,,,doll_5.38 b,,,not found,,doll_0.34 b,,
,doll_18.39,,doll_9.03 b,,,,,doll_8.74 b,,,doll_3.450 m,,doll_1.11 b,,
,doll_81.05,,doll_10.47 b,,,,,doll_6.20 b,,,508 million usd,,doll_1.10 b,,
,doll_31.52,,doll_3.21 b,,,,,doll_1.65 b,,,not found,,doll_0.19 b,,
,doll_4.33,,doll_2.53 b,,,,,doll_9.69 b,,,270 million usd,,doll_0.11 b,,
,doll_91.23,,doll_48.97 b,,,,,doll_1.94 b,,,not found,,doll_0.41 b,,
,doll_3.07,,doll_2.44 b,,,,,doll_2.44 b,,,doll_1.005 m,,doll_28.14 m,,
,doll_61.36,,doll_27.52 b,,,,,doll_8.87 b,,,not found,,doll_1.96 b,,
,doll_5.42,,doll_15.33 b,,,,,doll_44.52 b,,,not found,,doll_0.75 b,,
,doll_7.99,,doll_36.89 b,,,,,doll_8.55 b,,,not found,,doll_1.50 b,,
,doll_56.29,,doll_25.73 b,,,,,doll_13.51 b,,,838 million usd,,doll_1.56 b,,
,doll_11.35,,doll_8.15 b,,,,,doll_8.49 b,,,264 million usd,,-doll_1.25 b,,
,doll_3.00,,doll_22.01 b,,,,,doll_82.08 b,,,doll_1.575 m,,doll_2.71 b,,
,doll_36.15,,doll_144.37 b,,,,,doll_55.99 b,,,914 million usd,,doll_14.98 b,,
,doll_2.81,,doll_2.68 b,,,,,doll_16.70 b,,,not found,,doll_0.86 b,,
,doll_2.97,,doll_7.04 b,,,,,doll_39.27 b,,,not found,,doll_1.12 b,,
,doll_51.44,,doll_130.24 b,,,,,doll_58.20 b,,,658 million usd,,doll_8.07 b,,
,doll_22.34,,doll_17.65 b,,,,,doll_18.98 b,,,doll_31.455 m,,doll_1.20 b,,
,doll_56.69,,doll_12.14 b,,,,,doll_13.23 b,,,80 million usd,,-doll_3.21 b,,
,doll_43.46,,doll_58.13 b,,,,,doll_41.55 b,,,doll_1.796 m,,doll_17.62 b,,
,doll_11.23,,doll_30.61 b,,,,,doll_69.89 b,,,doll_1.236 m,,-doll_7.81 b,,
,doll_1.58,,doll_15.70 b,,,,,doll_32.00 b,,,not found,,doll_4.47 b,,
,doll_10.25,,doll_31.49 b,,,,,doll_26.35 b,,,127 million usd,,doll_2.84 b,,
,doll_35.38,,doll_72.42 b,,,,,doll_42.86 b,,,not found,,doll_6.58 b,,
,doll_71.08,,doll_222.25 b,,,,,doll_45.15 b,,,not found,,doll_2.38 b,,
,doll_59.61,,doll_208.24 b,,,,,doll_365.29 b,,,not found,,doll_64.64 b,,
,doll_8.57,,doll_24.82 b,,,,,doll_15.79 b,,,317 million usd,,doll_3.95 b,,
,doll_3.25,,doll_6.29 b,,,,,doll_17.66 b,,,487 million usd,,doll_1.54 b,,
,doll_8.96,,doll_35.55 b,,,,,doll_30.30 b,,,doll_1.740 m,,doll_8.94 b,,
,doll_1.97,,doll_10.23 b,,,,,doll_11.47 b,,,623 million usd,,doll_0.87 b,,
,doll_17.48,,doll_23.50 b,,,,,doll_25.68 b,,,not found,,doll_2.15 b,,
,doll_35.56,,doll_107.46 b,,,,,doll_222.68 b,,,341 million usd,,doll_5.02 b,,
,doll_334.11,,doll_164.56 b,,,,,doll_33.76 b,,,210 million usd,,doll_5.34 b,,
,doll_1.83,,doll_3.60 b,,,,,doll_14.30 b,,,not found,,doll_0.51 b,,
,doll_7.35,,doll_35.54 b,,,,,doll_14.65 b,,,not found,,doll_5.12 b,,
,doll_2.41,,doll_40.54 b,,,,,doll_21.51 b,,,not found,,doll_7.59 b,,
,doll_38.40,,doll_85.85 b,,,,,doll_21.64 b,,,doll_3.203 m,,doll_7.61 b,,
,doll_317.17,,doll_65.60 b,,,,,doll_12.42 b,,,not found,,doll_3.86 b,,
,doll_77.55,,doll_125.69 b,,,,,doll_63.49 b,,,371 million usd,,doll_31.42 b,,
,doll_31.99,,doll_16.12 b,,,,,doll_3.99 b,,,not found,,doll_0.43 b,,
,doll_1.72,,doll_1.05 b,,,,,doll_2.92 b,,,not found,,-doll_0.12 b,,
,doll_254.65,,doll_27.56 b,,,,,doll_8.85 b,,,not found,,doll_1.44 b,,
,doll_53.45,,doll_8.62 b,,,,,doll_3.76 b,,,161 million usd,,doll_0.55 b,,
,doll_1.31,,doll_11.07 b,,,,,doll_15.14 b,,,doll_3.396 m,,-doll_0.4 b,,
,doll_73.21,,doll_52.40 b,,,,,doll_14.99 b,,,not found,,doll_3.74 b,,
,doll_11.21,,doll_1.61 b,,,,,doll_2.89 b,,,not found,,doll_0.24 b,,
,doll_1.84,,doll_7.47 b,,,,,doll_9.29 b,,,not found,,-doll_0.62 b,,
,doll_139.08,,doll_28.80 b,,,,,doll_29.69 b,,,144 million usd,,doll_2.78 b,,
,doll_37.24,,doll_7.52 b,,,,,doll_2.27 b,,,doll_1.909 m,,doll_77.83 m,,
,doll_1.92,,doll_1.32 b,,,,,doll_6.40 b,,,156 million usd,,-doll_80.6 m,,
,doll_29.14,,doll_55.76 b,,,,,doll_9.77 b,,,126 million usd,,doll_2.59 b,,
,doll_24.98,,doll_23.37 b,,,,,doll_36.35 b,,,539 million usd,,doll_2.84 b,,
,doll_9.41,,doll_4.49 b,,,,,doll_5.89 b,,,not found,,doll_0.38 b,,
,doll_4.31,,doll_5.94 b,,,,,doll_9.10 b,,,139 million usd,,doll_0.47 b,,
,doll_63.15,,doll_46.43 b,,,,,doll_23.04 b,,,not found,,doll_2.75 b,,
,doll_183.21,,doll_103.84 b,,,,,doll_16.23 b,,,not found,,-doll_0.89 b,,
,doll_3.68,,doll_1.85 b,,,,,doll_5.38 b,,,not found,,doll_0.34 b,,
,doll_18.39,,doll_9.03 b,,,,,doll_8.74 b,,,not found,,doll_1.11 b,,
,doll_81.05,,doll_10.47 b,,,,,doll_6.20 b,,,257 million usd,,doll_1.10 b,,
,doll_31.52,,doll_3.21 b,,,,,doll_1.65 b,,,not found,,doll_0.19 b,,
,doll_4.33,,doll_2.53 b,,,,,doll_9.69 b,,,doll_3.182 m,,doll_0.11 b,,
,doll_91.23,,doll_48.97 b,,,,,doll_1.94 b,,,doll_1.695 m,,doll_0.41 b,,
,doll_3.07,,doll_2.44 b,,,,,doll_2.44 b,,,not found,,doll_28.14 m,,
,doll_61.36,,doll_27.52 b,,,,,doll_8.87 b,,,177 million usd,,doll_1.96 b,,
,doll_5.42,,doll_15.33 b,,,,,doll_44.52 b,,,not found,,doll_0.75 b,,
,doll_7.99,,doll_36.89 b,,,,,doll_8.55 b,,,not found,,doll_1.50 b,,
,doll_56.29,,doll_25.73 b,,,,,doll_13.51 b,,,doll_7.417 m,,doll_1.56 b,,
,doll_11.35,,doll_8.15 b,,,,,doll_8.49 b,,,not found,,-doll_1.25 b,,
,doll_3.00,,doll_22.01 b,,,,,doll_82.08 b,,,doll_1.247 m,,doll_2.71 b,,
,doll_36.15,,doll_144.37 b,,,,,doll_55.99 b,,,50 million usd,,doll_14.98 b,,
,doll_2.81,,doll_2.68 b,,,,,doll_16.70 b,,,749 million usd,,doll_0.86 b,,
,doll_2.97,,doll_7.04 b,,,,,doll_39.27 b,,,doll_15.176 m,,doll_1.12 b,,
,doll_51.44,,doll_130.24 b,,,,,doll_58.20 b,,,275 million usd,,doll_8.07 b,,
,doll_22.34,,doll_17.65 b,,,,,doll_18.98 b,,,193 million usd,,doll_1.20 b,,
,doll_56.69,,doll_12.14 b,,,,,doll_13.23 b,,,75 million usd,,-doll_3.21 b,,
,doll_43.46,,doll_58.13 b,,,,,doll_41.55 b,,,not found,,doll_17.62 b,,
,doll_11.23,,doll_30.61 b,,,,,doll_69.89 b,,,154 million usd,,-doll_7.81 b,,
,doll_1.58,,doll_15.70 b,,,,,doll_32.00 b,,,doll_1.186 m,,doll_4.47 b,,
,doll_10.25,,doll_31.49 b,,,,,doll_26.35 b,,,doll_1.137 m,,doll_2.84 b,,
,doll_35.38,,doll_72.42 b,,,,,doll_42.86 b,,,not found,,doll_6.58 b,,
,doll_71.08,,doll_222.25 b,,,,,doll_45.15 b,,,doll_1.930 m,,doll_2.38 b,,
,doll_59.61,,doll_208.24 b,,,,,doll_365.29 b,,,not found,,doll_64.64 b,,
,doll_8.57,,doll_24.82 b,,,,,doll_15.79 b,,,67 million usd,,doll_3.95 b,,
,doll_3.25,,doll_6.29 b,,,,,doll_17.66 b,,,326 million usd,,doll_1.54 b,,
,doll_8.96,,doll_35.55 b,,,,,doll_30.30 b,,,1 million usd,,doll_8.94 b,,
,doll_1.97,,doll_10.23 b,,,,,doll_11.47 b,,,not found,,doll_0.87 b,,
,doll_17.48,,doll_23.50 b,,,,,doll_25.68 b,,,doll_2.742 m,,doll_2.15 b,,
,doll_35.56,,doll_107.46 b,,,,,doll_222.68 b,,,58 million usd,,doll_5.02 b,,
,doll_334.11,,doll_164.56 b,,,,,doll_33.76 b,,,not found,,doll_5.34 b,,
,doll_1.83,,doll_3.60 b,,,,,doll_14.30 b,,,0 million usd,,doll_0.51 b,,
,doll_7.35,,doll_35.54 b,,,,,doll_14.65 b,,,doll_3.196 m,,doll_5.12 b,,
,doll_2.41,,doll_40.54 b,,,,,doll_21.51 b,,,not found,,doll_7.59 b,,
,doll_38.40,,doll_85.85 b,,,,,doll_21.64 b,,,459 million usd,,doll_7.61 b,,
,doll_317.17,,doll_65.60 b,,,,,doll_12.42 b,,,not found,,doll_3.86 b,,
,doll_77.55,,doll_125.69 b,,,,,doll_63.49 b,,,423 million usd,,doll_31.42 b,,
,doll_31.99,,doll_16.12 b,,,,,doll_3.99 b,,,doll_1.353 m,,doll_0.43 b,,
,doll_1.72,,doll_1.05 b,,,,,doll_2.92 b,,,334 million usd,,-doll_0.12 b,,
,doll_254.65,,doll_27.56 b,,,,,doll_8.85 b,,,doll_1.228 m,,doll_1.44 b,,
,doll_53.45,,doll_8.62 b,,,,,doll_3.76 b,,,177 million usd,,doll_0.55 b,,
,doll_1.31,,doll_11.07 b,,,,,doll_15.14 b,,,331 million usd,,-doll_0.4 b,,
,doll_73.21,,doll_52.40 b,,,,,doll_14.99 b,,,not found,,doll_3.74 b,,
,doll_11.21,,doll_1.61 b,,,,,doll_2.89 b,,,263 million usd,,doll_0.24 b,,
,doll_1.84,,doll_7.47 b,,,,,doll_9.29 b,,,460 million usd,,-doll_0.62 b,,
,doll_139.08,,doll_28.80 b,,,,,doll_29.69 b,,,0 million usd,,doll_2.78 b,,
,doll_37.24,,doll_7.52 b,,,,,doll_2.27 b,,,539 million usd,,doll_77.83 m,,
,doll_1.92,,doll_1.32 b,,,,,doll_6.40 b,,,246 million usd,,-doll_80.6 m,,
,doll_151.73,,doll_411.81 b,,,,,doll_600.11 b,,,189 million usd,,doll_14.84 b,,
,doll_96.85,,doll_988.03 b,,,,,doll_502.19 b,,,not found,,doll_12.11 b,,
,doll_189.93,,doll_164.27 b,,,,,doll_101.07 b,,,784 million usd,,doll_14.32 b,,
,doll_49.30,,doll_35.29 b,,,,,doll_144.14 b,,,not found,,doll_3.03 b,,
,doll_325.79,,doll_332.04 b,,,,,doll_157.29 b,,,not found,,doll_24.14 b,,
,doll_166.01,,doll_76.41 b,,,,,doll_107.22 b,,,not found,,doll_4.39 b,,
,doll_102.41,,doll_117.54 b,,,,,doll_30.23 b,,,48 million usd,,doll_4.71 b,,
,doll_317.90,,doll_700.39 b,,,,,doll_253.88 b,,,doll_5.896 m,,doll_0.36 b,,
,doll_547.90,,doll_511.92 b,,,,,doll_313.13 b,,,not found,,doll_25.23 b,,
,doll_182.20,,doll_47.41 b,,,,,doll_94.75 b,,,not found,,doll_5.34 b,,
,doll_62.75,,doll_32.24 b,,,,,doll_19.36 b,,,not found,,doll_3.03 b,,
,doll_79.94,,doll_92.80 b,,,,,doll_49.27 b,,,not found,,doll_4.60 b,,
,doll_184.64,,doll_254.38 b,,,,,doll_83.64 b,,,300 million usd,,doll_13.58 b,,
,doll_507.03,,doll_224.41 b,,,,,doll_229.18 b,,,not found,,doll_8.12 b,,
,doll_214.33,,doll_129.60 b,,,,,doll_95.22 b,,,not found,,doll_10.31 b,,
,doll_122.38,,doll_6.32 b,,,,,doll_6.13 b,,,91 million usd,,doll_0.64 b,,
,doll_137.63,,doll_403.68 b,,,,,doll_123.41 b,,,not found,,doll_45.58 b,,
,doll_149.12,,doll_133.65 b,,,,,doll_47.09 b,,,doll_2.182 m,,-doll_1.1 b,,
,doll_72.77,,doll_9.79 b,,,,,doll_33.47 b,,,543 million usd,,doll_1.23 b,,
,doll_41.72,,doll_10.79 b,,,,,doll_16.32 b,,,0 million usd,,doll_0.63 b,,
,doll_47.74,,doll_181.91 b,,,,,doll_74.98 b,,,doll_1.294 m,,doll_20.57 b,,
,doll_48.52,,doll_93.97 b,,,,,doll_74.53 b,,,not found,,doll_19.58 b,,
,doll_254.78,,doll_1.899 t,,,,,doll_203.07 b,,,not found,,doll_84.76 b,,
,doll_102.14,,doll_134.20 b,,,,,doll_315.22 b,,,not found,,doll_6.43 b,,
,doll_37.33,,doll_299.43 b,,,,,doll_92.47 b,,,,,doll_30.89 b,,
,doll_242.35,,doll_68.51 b,,,,,doll_56.49 b,,,,,doll_9.55 b,,
,doll_19.20,,doll_136.80 b,,,,,doll_138.74 b,,,,,doll_26.56 b,,
,doll_41.61,,doll_35.98 b,,,,,doll_132.70 b,,,,,doll_4.38 b,,
,doll_36.60,,doll_158.21 b,,,,,doll_121.21 b,,,,,doll_9.49 b,,
,doll_101.56,,doll_1.312 t,,,,,doll_282.11 b,,,,,doll_78.96 b,,
,doll_14.22,,doll_57.16 b,,,,,doll_151.73 b,,,,,doll_14.12 b,,
,doll_147.70,,doll_18.07 b,,,,,doll_9.77 b,,,,,doll_1.12 b,,
,doll_99.17,,doll_145.77 b,,,,,doll_66.02 b,,,,,doll_6.50 b,,
,doll_86.30,,doll_94.29 b,,,,,doll_75.13 b,,,,,-doll_2.55 b,,
,doll_148.05,,doll_2.355 t,,,,,doll_394.32 b,,,,,doll_122.03 b,,
,doll_236.58,,doll_53.36 b,,,,,doll_35.34 b,,,,,doll_2.96 b,,
,doll_145.02,,doll_8.57 b,,,,,doll_20.40 b,,,,,doll_0.49 b,,
,doll_40.99,,doll_58.22 b,,,,,doll_147.21 b,,,,,doll_11.24 b,,
,doll_97.81,,doll_174.19 b,,,,,doll_82.72 b,,,,,doll_6.83 b,,
,doll_82.63,,doll_222.78 b,,,,,doll_44.15 b,,,,,doll_9.46 b,,
,doll_142.73,,doll_38.60 b,,,,,doll_3.34 b,,,,,doll_1.95 b,,
,doll_178.11,,doll_106.14 b,,,,,doll_61.42 b,,,,,-doll_9.08 b,,
,doll_178.71,,doll_467.24 b,,,,,doll_96.04 b,,,,,doll_22.51 b,,
,doll_66.14,,doll_23.78 b,,,,,doll_53.28 b,,,,,doll_4.51 b,,
,doll_44.77,,doll_32.81 b,,,,,doll_99.45 b,,,,,doll_3.37 b,,
,doll_30.08,,doll_6.92 b,,,,,doll_15.37 b,,,,,doll_1.30 b,,
,doll_566.89,,doll_222.33 b,,,,,doll_44.16 b,,,,,doll_7.92 b,,
,doll_14.54,,doll_9.44 b,,,,,doll_42.13 b,,,,,-doll_0.12 b,,
,doll_47.48,,doll_3.14 b,,,,,doll_7.49 b,,,,,doll_0.32 b,,
,doll_98.90,,doll_0.68 b,,,,,doll_1.03 b,,,,,doll_63.78 m,,
