,name,address,country,hhid,industry,sic_code,type,est_of_ownership
401,Alfa Acciai Spa,"VIA SAN POLO 152, BRESCIA, 25134, BRESCIA, ITALY",IT00988040176,H-IT0012802263,Manufacturing,Blast furnace-steel works (3312),Corporation,1978
402,Cambielli Edilfriuli Spa,"VIA ASSANO 1791, CESENA, 47521, FORLI'-CESENA, ITALY",IT00721560159,H-IT0012313475,Wholesale Trade,Whol plumbing equipment/supplies (5074),Corporation,1919
403,Comdata Spa,"VIA SEBASTIANO CABOTO 1, CORSICO, 20094, MILANO, ITALY",IT07790430966,H-IT0018891764,Services,Business services (7389),Corporation,2012
404,Shell Energy Italia Srl,"VIALE THOMAS ALVA EDISON 110, SESTO SAN GIOVANNI, 20099, MILANO, ITALY",IT04522681008,H-IT0039270270,"Transportation, Communications, Electric, Gas, and Sanitary Services",Natural gas distribution (4924),Corporation,1993
405,Fattoria San Michele A Torri Srl,"VIA SAN MICHELE 36, SCANDICCI, 50018, FIRENZE, ITALY",IT03899450484,H-IT0046709703,"Finance, Insurance, and Real Estate",Real property lessor (6519),Corporation,1987
406,Bottega Veneta Srl,"LOCALITA' CONTI MALTRAVERSO 1, MONTEBELLO VICENTINO, 36054, VICENZA, ITALY",IT01824610248,H-IT0009268642,Manufacturing,Mfg luggage (3161),Corporation,1968
407,Bolton Food Spa,"VIA EINAUDI 18/22, CERMENATE, 22072, COMO, ITALY",IT00197980139,H-IT0008233624,Manufacturing,Mfg prepared meats (2013),Corporation,1951
408,Silmar Group Spa,"LOCALITA' MERLARO 2, VESTONE, 25078, BRESCIA, ITALY",IT00681790986,H-IT0074963252,"Finance, Insurance, and Real Estate",Misc business credit institutions (6159),Corporation,1985
409,Ferretti Spa,"VIA GIOVANNI ANSALDO 7, FORLI', 47122, FORLI'-CESENA, ITALY",IT04485970968,H-IT0007919220,Manufacturing,Boat building/repairing (3732),Corporation,2004
410,Ferretti International Holding Spa,"VIA ALESSANDRO MANZONI 41, MILANO, 20121, MILANO, ITALY",IT07739200967,H-IT0018463061,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2012
411,Dalmine Spa,"PIAZZA CADUTI 6 LUGLIO 1944 1, DALMINE, 24044, BERGAMO, ITALY",IT02149710168,H-IT0008507155,Manufacturing,Mfg steel pipe/tubes (3317),Corporation,1920
412,Banca Popolare Di Sondrio Spa,"PIAZZA GIUSEPPE GARIBALDI 16, SONDRIO, 23100, SONDRIO, ITALY",IT00053810149,H-IT0049413783,"Finance, Insurance, and Real Estate",National commercial bank (6021),Corporation,1871
413,General Cavi Spa,"VIA DELL'INDUSTRIA 22, CONSELICE, 48017, RAVENNA, ITALY",IT01208310399,H-IT0070462135,Manufacturing,Mfg conductive wiring devices (3643),Corporation,1992
414,Solvay Specialty Polymers Italy Spa,"VIALE LOMBARDIA 20, BOLLATE, 20021, MILANO, ITALY",IT03521920961,H-IT0003962121,Manufacturing,Mfg industrial inorganic chemicals (2819),Corporation,1971
415,Arcese Holding Sapa Di Eleuterio Arcese E C.,"VIA ALDO MORO 95, ARCO, 38062, TRENTO, ITALY",IT01725840225,H-IT0007815514,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2001
416,Infineum Italia Srl,"STRADA DI SCORRIMENTO 2, VADO LIGURE, 17047, SAVONA, ITALY",IT12640380155,H-IT0001742299,Manufacturing,Mfg chemical preparations (2899),Corporation,1998
417,Smeg Spa,"VIA LEONARDO DA VINCI 4, GUASTALLA, 42016, REGGIO EMILIA, ITALY",IT01555030350,H-IT0002513277,Manufacturing,Mfg electric housewares/fans (3634),Corporation,1985
418,Sasol Italy Spa,"VIALE ENRICO FORLANINI 23, MILANO, 20134, MILANO, ITALY",IT04758570826,H-IT0032307985,Manufacturing,Mfg industrial organic chemicals (2869),Corporation,1957
419,Nordea Investment Funds S.a.,"VIA TORTONA 9, MILANO, 20144, MILANO, ITALY",97615180151,H-IT0018764584,"Finance, Insurance, and Real Estate",Investment advisory service (6282),Foreign Company,2012
420,Sanpellegrino Spa,"VIA DEL MULINO 6, ASSAGO, 20057, MILANO, ITALY",IT00753740158,H-IT0008587930,Services,Misc personal services (7299),Corporation,1899
421,Retitalia Spa,"VIA GASPARE GOZZI 1/A, MILANO, 20129, MILANO, ITALY",IT04784780969,H-IT0002368692,Wholesale Trade,Whol petroleum products (5172),Corporation,2005
422,Unoenergy Spa,"CORSO FELICE CAVALLOTTI 30, SANREMO, 18038, IMPERIA, ITALY",IT01368720080,H-IT0007913850,"Transportation, Communications, Electric, Gas, and Sanitary Services",Natural gas distribution (4924),Corporation,2004
423,United Parcel Service Italia Srl,"VIA GAUDENZIO FANTOLI 15/2 15/8, MILANO, 20138, MILANO, ITALY",IT08537690151,H-IT0054498589,"Transportation, Communications, Electric, Gas, and Sanitary Services",Courier service (4215),Corporation,1986
424,Alstom Ferroviaria Spa,"VIA OTTAVIO MORENO 23, SAVIGLIANO, 12038, CUNEO, ITALY",IT02791070044,H-IT0075690152,Manufacturing,Mfg railroad equipment (3743),Corporation,1950
425,Elfin Srl,"CORSO FELICE CAVALLOTTI 30, SANREMO, 18038, IMPERIA, ITALY",IT01702610088,H-IT0067882900,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2019
426,Uno Holding Srl,"VIA CALDERA 21, MILANO, 20153, MILANO, ITALY",IT09142880963,H-IT0046926836,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2015
427,Bticino Spa,"VIALE LUIGI BORRI 231, VARESE, 21100, VARESE, ITALY",IT10991860155,H-IT0070586640,Manufacturing,Mfg switchgear/switchboards (3613),Corporation,1945
428,Prysmian Powerlink Srl,"VIA CHIESE 6, MILANO, 20126, MILANO, ITALY",IT05931070964,H-IT0002115379,Manufacturing,Mfg conductive wiring devices (3643),Corporation,2007
429,Compass Banca Spa,"FORO BUONAPARTE 10, MILANO, 20121, MILANO, ITALY",IT00864530159,H-IT0009567917,"Finance, Insurance, and Real Estate",Misc business credit institutions (6159),Corporation,1951
430,Carlo Colombo Spa,"VIA REGONA 3, PIZZIGHETTONE, 26026, CREMONA, ITALY",IT05055530157,H-IT0040846679,Manufacturing,Copper rolling/drawing (3351),Corporation,1982
431,Lb Holding Spa,"VIA COLOMBARA 113, VENEZIA, 30176, VENEZIA, ITALY",IT04455700270,H-IT0058540547,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2017
432,Verofin Srl,"PIAZZA GIOVINE ITALIA 3, MILANO, 20123, MILANO, ITALY",IT06827090967,H-IT0023945680,"Finance, Insurance, and Real Estate",Misc business credit institutions (6159),Corporation,2009
433,Umana Spa,"VIA COLOMBARA 113, VENEZIA, 30176, VENEZIA, ITALY",IT03171510278,H-IT0073452858,Services,Help supply services (7363),Corporation,1997
434,Gruppo Ltc Spa,"VIA ORNA 35, BRENDOLA, 36040, VICENZA, ITALY",IT02796960249,H-IT0070986819,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1999
435,Alliance Healthcare Italia Distribuzione Spa,"VIA MOGGIA 75/A, LAVAGNA, 16033, GENOVA, ITALY",IT00890881006,H-IT0008848904,Wholesale Trade,Whol drugs/sundries (5122),Corporation,1949
436,Montanwerke Brixlegg Aktiengesellschaft,"VIA BOLZANO 63, APPIANO SULLA STRADA DEL VINO, 39057, BOLZANO, ITALY",IT03004230219,H-IT0062581627,Wholesale Trade,Metals service center (5051),Foreign Company,2018
437,Societa' Italiana Per Condotte D'acqua Spa,"VIA SALARIA 1039, ROMA, 00138, ROMA, ITALY",IT00904561008,H-IT0023002832,Construction,Heavy construction (1629),Corporation,1880
438,Sacyr Construccion S.a.,"VIA INVORIO 24/A, TORINO, 10146, TORINO, ITALY",IT09177470011,H-IT0007977557,Construction,Highway/street construction (1611),Foreign Company,2005
439,Arneg Spa,"VIA VENEZIA 58, CAMPO SAN MARTINO, 35010, PADOVA, ITALY",IT00220200281,H-IT0009445447,Manufacturing,Mfg refrigeration/heating equipment (3585),Corporation,1963
440,General Logistics Systems Italy Spa,"VIA BASENTO 19, SAN GIULIANO MILANESE, 20098, MILANO, ITALY",IT12144660151,H-IT0070207895,Services,Business services (7389),Corporation,1993
441,Rizzoli Corriere Della Sera Mediagroup Spa,"VIA ANGELO RIZZOLI 8, MILANO, 20132, MILANO, ITALY",IT12086540155,H-IT0072908513,Manufacturing,Misc publishing (2741),Corporation,1997
442,Metinvest Trametal Spa,"VIA XII OTTOBRE 1, GENOVA, 16121, GENOVA, ITALY",IT05956630965,H-IT0002492334,Manufacturing,Blast furnace-steel works (3312),Corporation,2007
443,Sarlux Srl,"GALLERIA PASSARELLA 2, MILANO, 20122, MILANO, ITALY",IT02093140925,H-IT0072362200,Manufacturing,Petroleum refiner (2911),Corporation,1992
444,Seetech Global Industries Spa,"VIA ANTONIO PACINOTTI 3, BOLZANO, 39100, BOLZANO, ITALY",IT02703600219,H-IT0004673077,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2011
445,Henkel Italia Srl,"VIA CARLO AMORETTI 78, MILANO, 20157, MILANO, ITALY",IT09299750969,H-IT0048467219,Wholesale Trade,Whol home furnishings (5023),Corporation,2015
446,Unicoop Tirreno Soc Coop,"STRADA STATALE S.S. AURELIA KM. 237 SNC, PIOMBINO, 57025, LIVORNO, ITALY",IT00103530499,H-IT0035238232,Retail Trade,Ret groceries (5411),Cooperative,1945
447,Banco Bpm Vita Spa,"VIA MASSAUA 6, MILANO, 20146, MILANO, ITALY",IT10769290155,H-IT0008916993,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,1992
448,Tod's Spa,"VIA FILIPPO DELLA VALLE 1, SANT'ELPIDIO A MARE, 63811, FERMO, ITALY",IT01113570442,H-IT0042141826,Manufacturing,Mfg footwear-except rubber (3149),Corporation,1900
449,Di.vi. Finanziaria Di Diego Della Valle & C. Srl,"VIA SETTECAMINI 116, SANT'ELPIDIO A MARE, 63811, FERMO, ITALY",IT01732500440,H-IT0024746916,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2002
450,Tigros Spa,"VIA DEL LAVORO 45, SOLBIATE ARNO, 21048, VARESE, ITALY",IT12790620152,H-IT0067919634,Retail Trade,Ret groceries (5411),Corporation,1979
451,Unigra' Srl,"VIA GARDIZZA 9/B, CONSELICE, 48017, RAVENNA, ITALY",IT02403240399,H-IT0019525346,Manufacturing,Mfg edible fats/oils (2079),Corporation,1970
452,Amissima Vita Spa,"MURA DI SANTA CHIARA 1, GENOVA, 16128, GENOVA, ITALY",IT03723300103,H-IT0031275737,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,1971
453,Eli Lilly Italia Spa,"VIA ANTONIO GRAMSCI 731/733, SESTO FIORENTINO, 50019, FIRENZE, ITALY",IT00426150488,H-IT0008953503,Manufacturing,Mfg pharmaceutical preparations (2834),Corporation,1959
454,Intesa Sanpaolo Assicura Spa,"CORSO INGHILTERRA 3, TORINO, 10138, TORINO, ITALY",IT06995220016,H-IT0072773529,"Finance, Insurance, and Real Estate",Insurance carrier (6399),Corporation,1995
455,Ferriera Valsider Spa,"VIA ANTONIO SALIERI 36, OPPEANO, 37050, VERONA, ITALY",IT03067420236,H-IT0075644894,Manufacturing,Mfg cold-rolled steel shapes (3316),Corporation,2000
456,Friul Intagli Industries Spa,"VIA ODERZO 68, PRATA DI PORDENONE, 33080, PORDENONE, ITALY",IT01586110262,H-IT0069538484,Manufacturing,Mfg furniture/fixtures (2599),Corporation,1968
457,Costantin Spa,"VIA CANAREGGIO 1823/1, BORGO VENETO, 35046, PADOVA, ITALY",IT02098230283,H-IT0071269770,Retail Trade,Gasoline service station (5541),Corporation,1986
458,Eurovo Srl,"VIA MENSA 3, LUGO, 48022, RAVENNA, ITALY",IT00727070393,H-IT0034973583,Manufacturing,Mfg food preparations (2099),Corporation,1981
459,Prima Sole Components Spa,"VIA CASILINA SUD SNC KM90,200, TORRICE, 03020, FROSINONE, ITALY",IT00152970935,H-IT0012418706,Manufacturing,Mfg plastic products (3089),Corporation,1968
460,Biesse Spa,"VIA DELLA MECCANICA 16, PESARO, 61122, PESARO E URBINO, ITALY",IT00113220412,H-IT0011465840,Manufacturing,Mfg metalworking machinery (3549),Corporation,1968
461,Scm Group Spa,"VIA EMILIA 69/71/77, RIMINI, 47921, RIMINI, ITALY",IT00126480409,H-IT0012085162,Manufacturing,Mfg metalworking machinery (3549),Corporation,1958
462,Agfa,"VIA MASSIMO GORKI 69, CINISELLO BALSAMO, 20092, MILANO, ITALY",IT08271110960,H-IT0038266865,Wholesale Trade,Whol industrial equipment (5084),Foreign Company,2013
463,Bi.fin. Srl,"VIALE FRATELLI ROSSELLI 46, PESARO, 61121, PESARO E URBINO, ITALY",IT01235440417,H-IT0070351872,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1992
464,Dolce & Gabbana Srl,"VIA CARLO GOLDONI 10, MILANO, 20129, MILANO, ITALY",IT09297890155,H-IT0051804646,Manufacturing,Mfg apparel/accessories (2389),Corporation,1988
465,Dana Italia Srl,"LOCALITA' LINFANO, ARCO, 38062, TRENTO, ITALY",IT01638270221,H-IT0049590383,Manufacturing,Mfg power transmission equipment (3568),Corporation,1988
466,F.lli Martini & C. Spa,"VIA EMILIA 2614, LONGIANO, 47020, FORLI'-CESENA, ITALY",IT00124030404,H-IT0010756361,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1961
467,Dow Italia Divisione Commerciale Srl,"VIA FRANCESCO ALBANI 65, MILANO, 20148, MILANO, ITALY",IT13351750156,H-IT0055693393,Manufacturing,Mfg chemical preparations (2899),Corporation,2001
468,Magna Powertrain Italia Srl,"VIA DEI CICLAMINI 4, MODUGNO, 70026, BARI, ITALY",IT01167870623,H-IT0067796354,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1999
469,Sicim Spa,"VIA CONSOLATICO SUPERIORE 96/98, BUSSETO, 43011, PARMA, ITALY",IT00143470342,H-IT0010808701,Construction,Operative builders (1531),Corporation,1962
470,Jaguar Land Rover Italia Spa,"VIALE ALESSANDRO MARCHETTI 105, ROMA, 00148, ROMA, ITALY",IT06070621005,H-IT0075640449,Retail Trade,Ret new/used automobiles (5511),Corporation,2000
471,Nova Aeg Spa,"VIA NELSON MANDELA 4, VERCELLI, 13100, VERCELLI, ITALY",IT02616630022,H-IT0050822500,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,2016
472,J.a.s. Jet Air Service Spa,"VIUZZO DI PORTO 4/B, SCANDICCI, 50018, FIRENZE, ITALY",IT01921910152,H-IT0009995455,"Transportation, Communications, Electric, Gas, and Sanitary Services",Transportation services (4789),Corporation,1974
473,Acegasapsamga Spa,"VIA DEL TEATRO 5, TRIESTE, 34121, TRIESTE, ITALY",IT00930530324,H-IT0004648218,"Transportation, Communications, Electric, Gas, and Sanitary Services",Water supply service (4941),Corporation,1997
474,Siram Spa,"VIA ANNA MARIA MOZZONI 12, MILANO, 20152, MILANO, ITALY",IT08786190150,H-IT0047975709,Construction,Plumbing/heating/air conditioning contrac (1711),Corporation,1987
475,Lenovo Italy Srl,"VIA SAN BOVIO 3, SEGRATE, 20054, MILANO, ITALY",IT04771300961,H-IT0073894281,Manufacturing,Mfg electronic computers (3571),Corporation,2005
476,Urbaser S.a.,"VIA CONSORTILE, AVELLINO, 83100, AVELLINO, ITALY",IT13379651006,H-IT0045887942,Services,Business services (7389),Foreign Company,2015
477,Huawei Technologies Italia Srl,"VIA LORENTEGGIO 240, MILANO, 20147, MILANO, ITALY",IT04501190963,H-IT0007698003,Wholesale Trade,Whol electronic parts/equipment (5065),Corporation,2004
478,Sace Spa,"PIAZZA POLI 37/42, ROMA, 00187, ROMA, ITALY",IT05804521002,H-IT0072934069,"Finance, Insurance, and Real Estate",Insurance carrier (6399),Corporation,1977
479,Ducati Motor Holding Spa,"VIA ANTONIO CAVALIERI DUCATI 3, BOLOGNA, 40132, BOLOGNA, ITALY",IT05113870967,H-IT0002492660,Manufacturing,Mfg motorcycles/bicycles (3751),Corporation,1926
480,Equensworldline Se,"VIA ENRICO CIALDINI 16, MILANO, 20161, MILANO, ITALY",IT08453720966,H-IT0040267229,Services,Data processing/preparation (7374),Foreign Company,2013
481,Itas Istituto Trentino Alto Adige Per Assicurazioni Societa' Mutua Di Assicurazioni,"PIAZZA DELLE DONNE LAVORATRICI 2, TRENTO, 38121, TRENTO, ITALY",IT00110750221,H-IT0052080684,"Finance, Insurance, and Real Estate",Insurance carrier (6399),Cooperative,1821
482,Lvmh Italia Spa,"LARGO AUGUSTO 8, MILANO, 20122, MILANO, ITALY",IT13310290153,H-IT0070531358,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1991
483,Farvima Medicinali Spa,"VIA NAPOLI 220, CASANDRINO, 80025, NAPOLI, ITALY",IT01239791211,H-IT0012414328,Wholesale Trade,Whol drugs/sundries (5122),Corporation,1963
484,Smurfit Kappa Italia Spa,"STRADA SERRAVALLE 65, NOVI LIGURE, 15067, ALESSANDRIA, ITALY",IT02124341203,H-IT0052087123,Manufacturing,Mfg corrugated/solid fiber boxes (2653),Corporation,2000
485,Blackrock (netherlands) Bv,"PIAZZA SAN FEDELE 2, MILANO, 20121, MILANO, ITALY",IT10577660961,H-IT0064239411,"Finance, Insurance, and Real Estate",Misc business credit institutions (6159),Foreign Company,2018
486,Schneider Electric Spa,"VIA CIRCONVALLAZIONE EST 1, STEZZANO, 24040, BERGAMO, ITALY",IT02424870166,H-IT0009032622,Manufacturing,Mfg switchgear/switchboards (3613),Corporation,1960
487,Omnicom Media Group Srl,"VIA GIOVANNI SPADOLINI 5, MILANO, 20141, MILANO, ITALY",IT09898830154,H-IT0075083647,Services,Advertising agency (7311),Corporation,1989
488,Volvo Group Italia Spa,"CORSO EUROPA 2, BOLTIERE, 24040, BERGAMO, ITALY",IT02665600165,H-IT0020242972,Wholesale Trade,Whol autos/motor vehicles (5012),Corporation,1982
489,Msd Italia Srl,"VIA VITORCHIANO 151, ROMA, 00189, ROMA, ITALY",IT00887261006,H-IT0008053081,Manufacturing,Mfg medicinal/botanical products (2833),Corporation,1956
490,Gnutti Carlo Spa,"VIA ARTIGIANI 2, MACLODIO, 25030, BRESCIA, ITALY",IT03402160174,H-IT0049311190,Manufacturing,Mfg power transmission equipment (3568),Corporation,1981
491,L'oreal Italia Spa,"VIA FRANCESCO PRIMATICCIO 155, MILANO, 20147, MILANO, ITALY",IT00471270017,H-IT0008021260,Retail Trade,Ret misc merchandise (5999),Corporation,1936
492,Italia Marittima Spa,"PASSEGGIO SANT'ANDREA 4, TRIESTE, 34123, TRIESTE, ITALY",IT00047820329,H-IT0008021686,"Transportation, Communications, Electric, Gas, and Sanitary Services",Water freight transportation (4449),Corporation,1936
493,C.u.ra. Consorzio Utilities Ravenna Soc Cons Arl,"VIA GRANAROLO 175/3, FAENZA, 48018, RAVENNA, ITALY",IT02019950399,H-IT0072415665,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,2000
494,Progefin Spa,"VIA BARTOLOMEO ZUCCHI 1, MONZA, 20900, MONZA E BRIANZA, ITALY",IT00804740967,H-IT0072998423,Construction,Operative builders (1531),Corporation,1985
495,Glaxosmithkline Spa,"VIALE DELL'AGRICOLTURA 7, VERONA, 37135, VERONA, ITALY",IT00212840235,H-IT0009237461,Wholesale Trade,Whol drugs/sundries (5122),Corporation,1932
496,Compagnia Generale Trattori Spa,"VIA PADANA SUPERIORE 19, VIMODRONE, 20055, MILANO, ITALY",IT01674190028,H-IT0074717448,Wholesale Trade,Whol construction/mining equipment (5082),Corporation,1990
497,Stabilo International Gmbh,"VIA MESSINA 38, MILANO, 20154, MILANO, ITALY",IT07310360966,H-IT0038148110,Wholesale Trade,Whol stationery/office supplies (5112),Foreign Company,2010
498,Ariston Spa,"VIALE ARISTIDE MERLONI 45, FABRIANO, 60044, ANCONA, ITALY",IT02853230429,H-IT0366850320,Manufacturing,Mfg electrical equipment/supplies (3699),Corporation,2020
499,Saviola Holding Srl,"VIALE LOMBARDIA 29, VIADANA, 46019, MANTOVA, ITALY",IT02317890206,H-IT0020622082,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2002
500,Google Italy Srl,"VIA FEDERICO CONFALONIERI 4, MILANO, 20124, MILANO, ITALY",IT03660670963,H-IT0007745206,"Transportation, Communications, Electric, Gas, and Sanitary Services",Telephone communications (4813),Corporation,2002
501,Sacchi Giuseppe Spa,"VIA FILIPPO DA DESIO 60, DESIO, 20832, MONZA E BRIANZA, ITALY",IT00689730133,H-IT0010133712,Wholesale Trade,Whol furniture (5021),Corporation,1957
502,Polynt Spa,"VIA ENRICO FERMI 51, SCANZOROSCIATE, 24020, BERGAMO, ITALY",IT04902660960,H-IT0002558041,Manufacturing,Mfg chemical preparations (2899),Corporation,1962
503,Brunello Cucinelli Spa,"VIALE PARCO DELL'INDUSTRIA 5, CORCIANO, 06073, PERUGIA, ITALY",IT01886120540,H-IT0035217197,Manufacturing,Knitting mill (2259),Corporation,1991
504,Foro Delle Arti Srl,"PIAZZETTA DEI SAPIENTI 1, CORCIANO, 06073, PERUGIA, ITALY",IT02826440543,H-IT0028057635,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2005
505,Pro-gest Spa,"VIA CASTELLANA 90, ISTRANA, 31036, TREVISO, ITALY",IT01222730267,H-IT0061868256,Manufacturing,Mfg corrugated/solid fiber boxes (2653),Corporation,1981
506,Zignago Holding Spa,"VIALE ITA MARZOTTO 8, FOSSALTA DI PORTOGRUARO, 30025, VENEZIA, ITALY",IT03781170281,H-IT0002215101,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2002
507,Maiora Srl,"VIA SAN MAGNO 31, CORATO, 70033, BARI, ITALY",IT07390770720,H-IT0007363818,Wholesale Trade,Whol non durable goods (5199),Corporation,1971
508,Loro Piana Spa,"CORSO PIETRO ROLANDI 10, QUARONA, 13017, VERCELLI, ITALY",IT01611400027,H-IT0050583999,Manufacturing,Knit outerwear mill (2253),Corporation,1924
509,Grandi Salumifici Italiani Spa,"STRADA GHERBELLA 320, MODENA, 41126, MODENA, ITALY",IT02654810361,H-IT0066645190,Manufacturing,Mfg prepared meats (2013),Corporation,2000
510,Openjobmetis Spa Agenzia Per Il Lavoro,"VIA BERNARDINO TELESIO 18, MILANO, 20145, MILANO, ITALY",IT13343690155,H-IT0054295661,Services,Help supply services (7363),Corporation,2001
511,2i Rete Gas Spa,"VIA ALBERICO ALBRICCI 10, MILANO, 20122, MILANO, ITALY",IT06724610966,H-IT0026173360,"Transportation, Communications, Electric, Gas, and Sanitary Services",Gas transmission/distribution (4923),Corporation,2009
512,Toshiba Electronics Europe Gmbh,"VIA TORRI BIANCHE 3, VIMERCATE, 20871, MONZA E BRIANZA, ITALY",IT04036590968,H-IT0072814640,Wholesale Trade,Whol industrial equipment (5084),Foreign Company,2003
513,Sogei Societa' Generale D'informatica Spa E In Forma Abbreviato Sogei Spa,"VIA MARIO CARUCCI 131, ROMA, 00143, ROMA, ITALY",IT01043931003,H-IT0030784107,Services,Computer related services (7379),Corporation,1976
514,Bayer Spa,"VIA DELLE GROANE 126, GARBAGNATE MILANESE, 20024, MILANO, ITALY",IT05849130157,H-IT0011955988,Wholesale Trade,Whol drugs/sundries (5122),Corporation,1980
515,Comarco Compagnia Generale Di Commercio Arbitraggio E Coperture Spa,"PIAZZA DELLA VITTORIA 10, GENOVA, 16121, GENOVA, ITALY",IT03278440106,H-IT0070126070,Wholesale Trade,Metals service center (5051),Corporation,1991
516,Vera Vita Spa,"VIA CARLO EDERLE 45, VERONA, 37126, VERONA, ITALY",IT03035950231,H-IT0070965382,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,2000
517,Bcc Vita Spa Compagnia Di Assicurazioni Vita In Forma Abbreviato Bcc Vita Spa,"VIA BENIGNO CRESPI 19, MILANO, 20159, MILANO, ITALY",IT06868981009,H-IT0068332807,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,2001
518,Wuerth Srl,"VIA STAZIONE 51, EGNA, 39044, BOLZANO, ITALY",IT00125230219,H-IT0033690464,Wholesale Trade,Whol plumbing equipment/supplies (5074),Corporation,1963
519,Abbvie Srl,"STRADA REGIONALE 148 PONTINA 0SNC, APRILIA, 04011, LATINA, ITALY",IT02645920592,H-IT0018360106,Manufacturing,Mfg pharmaceutical preparations (2834),Corporation,2012
520,Coop Centro Italia Soc Coop,"VIA ANDREA DORIA 7, CASTIGLIONE DEL LAGO, 06061, PERUGIA, ITALY",IT02241550546,H-IT0020302304,Retail Trade,Ret groceries (5411),Cooperative,1947
521,Colorobbia Holding Spa,"VIA PIETRAMARINA 53, VINCI, 50059, FIRENZE, ITALY",IT01847510482,H-IT0029458269,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1981
522,Heineken Italia Spa,"LOCALITA' AUTOPORTO 11, POLLEIN, 11020, AOSTA, ITALY",IT00610140071,H-IT0008973717,Manufacturing,Mfg malt beverages (2082),Corporation,1865
523,Dedalus Healthcare Systems Group Spa,"VIA COLLODI 6/C, FIRENZE, 50141, FIRENZE, ITALY",IT06405660488,H-IT0040208036,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2013
524,Sisal Spa,"VIA UGO BASSI 6, MILANO, 20159, MILANO, ITALY",IT05425630968,H-IT0073228494,Services,Business services (7389),Corporation,2006
525,Medtronic Italia Spa,"VIA VARESINA 162, MILANO, 20156, MILANO, ITALY",IT09238800156,H-IT0059526548,Wholesale Trade,Whol medical/hospital equipment (5047),Corporation,1988
526,Riva Acciaio Spa,"VIALE CERTOSA 249, MILANO, 20151, MILANO, ITALY",IT08521290158,H-IT0008816700,Manufacturing,Blast furnace-steel works (3312),Corporation,1986
527,Uvet Viaggi Turismo Spa,"BASTIONI DI PORTA VOLTA 10, MILANO, 20121, MILANO, ITALY",IT04700360151,H-IT0014372711,"Transportation, Communications, Electric, Gas, and Sanitary Services",Travel agency (4724),Corporation,1950
528,Veroniki Holding Spa,"VIA LARGA 9/11, MILANO, 20122, MILANO, ITALY",IT06983480960,H-IT0034282432,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2010
529,Mbda Italia Spa,"VIA MONTE FLAVIO 45, ROMA, 00131, ROMA, ITALY",IT06700621003,H-IT0061885452,Manufacturing,Mfg communications equipment (3669),Corporation,2001
530,Lg Electronics Italia Spa,"VIA ALDO ROSSI 4, MILANO, 20149, MILANO, ITALY",IT11704130159,H-IT0072819200,Manufacturing,Mfg electrical equipment/supplies (3699),Corporation,1996
531,Rai Pubblicita' Spa,"VIA GIOVANNI CARLO CAVALLI 6, TORINO, 10138, TORINO, ITALY",IT00471300012,H-IT0010310800,Services,Advertising representative (7313),Corporation,1926
532,Ngk Spark Plug Europe Gmbh,"VIA DELLE AZALEE 15, BUCCINASCO, 20090, MILANO, ITALY",IT05218860962,H-IT0007979258,Services,Business services (7389),Foreign Company,2006
533,Stoccaggi Gas Italia Spa,"PIAZZA SANTA BARBARA 7, SAN DONATO MILANESE, 20097, MILANO, ITALY",IT13271380159,H-IT0057869464,"Transportation, Communications, Electric, Gas, and Sanitary Services",Pipeline operation (4619),Corporation,2000
534,Acea Ato 2 Gruppo Acea Spa,"PIAZZALE OSTIENSE 2, ROMA, 00154, ROMA, ITALY",IT05848061007,H-IT0067600212,"Transportation, Communications, Electric, Gas, and Sanitary Services",Water supply service (4941),Corporation,1999
535,Zambon Company Spa,"VIA LILLO DEL DUCA 10, BRESSO, 20091, MILANO, ITALY",IT00714930245,H-IT0036294675,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1938
