07-silvestri-market_value_jan_2020,03-gren-annual_net_income_usd,04-iGMM-market_value__jan_1st_2020,03-gren-annual_revenue_usd
,doll_-26.0 m,doll_2.2 m,doll_899.0 m
,doll_35.0 m,doll_1.55 m,doll_379.0 m
,0.0,0,0.0
,0.0,0,0.0
,doll_43.0 m,doll_1.32 m,doll_463.0 m
,doll_40.0 m,doll_2.21 m,doll_291.0 m
,0.0,doll_0.94 m,0.0
,0.0,0,0.0
,0.0,doll_2.67 m,0.0
,doll_40.0 m,doll_0.33 m,doll_238.0 m
,doll_223.0 m,doll_1.76 m,doll_955.0 m
,doll_221.0 m,doll_1.63 m,doll_733.0 m
,0.0,doll_1.14 m,0.0
,doll_43.0 m,doll_4.98 m,doll_750.0 m
,doll_79.0 m,doll_1.48 m,doll_1.36 b
,doll_179.0 m,doll_2.03 m,doll_4.78 b
,0.0,0,0.0
,doll_-505.0 m,0,0.0
,doll_14.0 m,doll_1.66 m,doll_1.58 b
,doll_47.0 m,doll_0.6 m,doll_982.0 m
,doll_62.0 m,doll_1.07 m,doll_3.15 b
,doll_156.0 m,doll_1.06 m,doll_973.0 m
,doll_111.0 m,doll_0.68 m,doll_639.0 m
,doll_-10.0 m,0,doll_624.0 m
,doll_102.0 m,0,doll_1.16 b
,doll_112.0 m,doll_0.32 m,doll_1.2 b
,0.0,doll_0.71 m,0.0
,0.0,doll_3.16 m,0.0
,doll_229.0 m,doll_4.98 m,doll_200.0 m
,0.0,doll_1.71 m,0.0
,doll_54.0 m,doll_1.63 m,doll_508.0 m
,0.0,doll_0.86 m,0.0
,0.0,doll_2.32 m,0.0
,0.0,doll_1.16 m,0.0
,doll_-26.0 m,doll_2.22 m,doll_4.0 m
,0.0,doll_1.9 m,0.0
,0.0,doll_2.26 m,0.0
,doll_-13.0 m,doll_1.1 m,doll_221.0 m
,0.0,doll_0.84 m,0.0
,0.0,doll_1.83 m,0.0
,doll_92.0 m,doll_2.38 m,doll_2.56 b
,0.0,doll_0.98 m,0.0
,doll_84.0 m,doll_1.55 m,doll_3.17 b
,0.0,doll_1.04 m,0.0
,doll_25.0 m,doll_1.43 m,doll_81.0 m
,doll_71.0 m,doll_0.96 m,doll_1.08 b
,doll_4.0 m,0,doll_323.0 m
,doll_66.0 m,doll_1.22 m,doll_1.12 b
,doll_274.0 m,doll_0.91 m,doll_903.0 m
,doll_90.0 m,doll_1.09 m,doll_243.0 m
,doll_26.0 m,0,doll_740.0 m
,doll_167.0 m,doll_1.72 m,doll_887.0 m
,doll_18.0 m,doll_0.83 m,doll_229.0 m
,doll_133.0 m,doll_0.92 m,doll_1.27 b
,doll_211.0 m,0,doll_236.0 m
,doll_-11.0 m,doll_1.14 m,doll_776.0 m
,0.0,doll_1.44 m,0.0
,0.0,0,0.0
,doll_119.0 m,0,doll_1.16 b
,doll_350.0 m,doll_0.37 m,doll_1.61 b
,0.0,0,0.0
,doll_164.0 m,doll_4.06 m,doll_2.47 b
,0.0,doll_1.36 m,0.0
,doll_74.0 m,doll_1.94 m,doll_232.0 m
,doll_-41.0 m,doll_10.06 m,doll_546.0 m
,0.0,doll_1.78 m,0.0
,doll_178.0 m,doll_0.85 m,doll_1.57 b
,doll_50.0 m,doll_1.83 m,doll_220.0 m
,doll_-516.0 m,doll_1.86 m,0.0
,doll_-10.0 m,doll_0.85 m,doll_80.0 m
,0.0,doll_2.14 m,0.0
,doll_69.0 m,doll_0.78 m,doll_1.1 b
,doll_153.0 m,0,doll_2.18 b
,doll_-64.0 m,doll_1.53 m,doll_299.0 m
,doll_107.0 m,doll_1.96 m,doll_4.46 b
,0.0,doll_0.77 m,doll_37.0 m
,doll_16.0 m,doll_1.33 m,doll_152.0 m
,doll_72.0 m,doll_1.85 m,doll_3.12 b
,doll_2.0 m,doll_1.31 m,doll_11.0 m
,doll_62.0 m,0,doll_521.0 m
,doll_91.0 m,doll_0.23 m,doll_2.55 b
,0.0,doll_1.57 m,0.0
,0.0,doll_1.17 m,0.0
,0.0,doll_0.92 m,0.0
,0.0,doll_0.97 m,0.0
,doll_195.0 m,doll_0.4 m,doll_1.94 b
,doll_-199.0 m,doll_1.27 m,doll_1.72 b
,doll_109.0 m,doll_1.89 m,doll_1.5 b
,0.0,doll_4.33 m,0.0
,doll_254.0 m,doll_0.01 m,doll_259.0 m
,doll_-59.0 m,0,doll_5.0 m
,0.0,doll_1.09 m,0.0
,doll_41.0 m,doll_1.0 m,doll_525.0 m
,doll_-8.0 m,doll_1.39 m,doll_975.0 m
,0.0,doll_0.09 m,0.0
,0.0,doll_1.08 m,0.0
,doll_278.0 m,doll_2.07 m,doll_6.91 b
,doll_66.0 m,doll_0.95 m,doll_858.0 m
,doll_231.0 m,doll_2.15 m,doll_7.42 b
,doll_-51.0 m,doll_0.82 m,doll_175.0 m
,0.0,doll_1.25 m,0.0
,0.0,0,0.0
,doll_33.0 m,doll_0.89 m,doll_67.0 m
,doll_468.0 m,doll_0.71 m,doll_14.49 b
,doll_12.0 m,doll_1.61 m,doll_1.17 b
,doll_201.0 m,doll_2.32 m,doll_1.09 b
,doll_81.0 m,doll_0.17 m,doll_1.13 b
,0.0,doll_0.7 m,0.0
,doll_195.0 m,doll_1.1 m,doll_1.03 b
,doll_28.0 m,doll_1.02 m,doll_387.0 m
,doll_223.0 m,doll_1.49 m,doll_2.09 b
,0.0,0,0.0
,0.0,doll_1.52 m,0.0
,0.0,0,0.0
,0.0,doll_1.86 m,0.0
,0.0,doll_2.17 m,0.0
,doll_68.0 m,doll_2.07 m,doll_338.0 m
,doll_43.0 m,doll_1.03 m,doll_394.0 m
,0.0,doll_1.54 m,0.0
,0.0,doll_0.54 m,0.0
,doll_-192.0 m,doll_0.91 m,doll_25.0 m
,0.0,0,0.0
,doll_161.0 m,doll_1.07 m,doll_113.0 m
,doll_46.0 m,doll_1.73 m,doll_181.0 m
,doll_148.0 m,doll_1.87 m,doll_616.0 m
,doll_250.0 m,doll_0.82 m,doll_3.08 b
,doll_4.0 m,0,doll_72.0 m
,0.0,doll_1.34 m,0.0
,doll_187.0 m,doll_0.96 m,doll_2.08 b
,doll_85.0 m,doll_1.28 m,doll_2.5 b
,0.0,doll_0.84 m,0.0
,0.0,doll_0.85 m,0.0
,doll_128.0 m,doll_1.17 m,doll_338.0 m
,doll_87.0 m,doll_0.96 m,doll_1.3 b
,0.0,doll_0.73 m,0.0
,0.0,doll_0.74 m,0.0
,0.0,doll_0.77 m,0.0
,doll_54.0 m,doll_1.6 m,doll_595.0 m
,doll_29.0 m,doll_0.04 m,doll_229.0 m
,0.0,doll_0.98 m,0.0
,doll_224.0 m,doll_2.77 m,doll_48.0 m
,doll_188.0 m,doll_0.89 m,doll_5.49 b
,doll_277.0 m,doll_1.83 m,doll_823.0 m
,doll_97.0 m,0,doll_397.0 m
,0.0,doll_0.49 m,0.0
,0.0,doll_2.38 m,0.0
,doll_-7.0 m,doll_2.75 m,doll_156.0 m
,doll_117.0 m,doll_1.61 m,doll_3.8 b
,doll_-70.0 m,doll_1.19 m,doll_4.0 m
,doll_96.0 m,doll_1.73 m,doll_1.31 b
,doll_176.0 m,doll_1.38 m,doll_2.84 b
,doll_108.0 m,doll_1.19 m,doll_308.0 m
,doll_42.0 m,doll_1.86 m,doll_1.15 b
,0.0,doll_0.06 m,0.0
,doll_48.0 m,0,doll_303.0 m
,doll_56.0 m,0,doll_384.0 m
,doll_258.0 m,0,doll_2.65 b
,doll_46.0 m,0,doll_313.0 m
,0.0,0,0.0
,doll_277.0 m,0,doll_1.2 b
,doll_592.0 m,0,doll_593.0 m
,0.0,doll_1.25 m,0.0
,doll_188.0 m,doll_0.66 m,doll_2.02 b
,doll_402.0 m,doll_0.74 m,0.0
,0.0,doll_1.68 m,0.0
,0.0,doll_1.91 m,0.0
,0.0,doll_1.87 m,0.0
,0.0,doll_1.21 m,0.0
,0.0,doll_0.55 m,0.0
,0.0,0,0.0
,0.0,doll_1.22 m,0.0
,doll_106.0 m,doll_1.67 m,doll_107.0 m
,0.0,doll_3.06 m,0.0
,0.0,doll_0.65 m,0.0
,0.0,doll_1.2 m,0.0
,0.0,doll_0.36 m,0.0
,doll_-36.0 m,doll_2.04 m,doll_204.0 m
,doll_207.0 m,0,doll_1.39 b
,doll_44.0 m,doll_0.61 m,doll_554.0 m
,0.0,doll_0.78 m,0.0
,doll_176.0 m,0,doll_501.0 m
,0.0,0,0.0
,0.0,doll_2.15 m,0.0
,doll_17.0 m,0,doll_285.0 m
,0.0,0,0.0
,doll_17.0 m,doll_1.46 m,doll_620.0 m
,doll_213.0 m,doll_0.67 m,doll_1.22 b
,doll_26.0 m,doll_2.26 m,doll_168.0 m
,doll_74.0 m,doll_1.31 m,doll_1.64 b
,doll_17.0 m,doll_1.12 m,doll_78.0 m
,0.0,0,0.0
,0.0,doll_0.57 m,0.0
,doll_125.0 m,doll_0.34 m,doll_1.35 b
,doll_78.0 m,0,doll_2.15 b
,doll_88.0 m,doll_3.08 m,doll_512.0 m
,doll_135.0 m,doll_1.74 m,doll_1.56 b
,doll_19.0 m,0,doll_97.0 m
,0.0,doll_1.92 m,0.0
,doll_68.0 m,doll_4.95 m,doll_881.0 m
,doll_72.0 m,doll_1.32 m,doll_1.12 b
,doll_-180.0 m,doll_2.06 m,doll_227.0 m
,doll_-24.0 m,doll_1.45 m,doll_176.0 m
,0.0,doll_1.58 m,0.0
,0.0,doll_2.25 m,0.0
,doll_6.0 m,doll_1.5 m,doll_2.2 b
,0.0,doll_0.4 m,0.0
,doll_-187.0 m,doll_0.41 m,doll_29.0 m
,doll_120.0 m,doll_1.83 m,doll_1.93 b
,doll_90.0 m,doll_0.6 m,doll_608.0 m
,doll_17.0 m,doll_2.04 m,doll_120.0 m
,doll_124.0 m,doll_1.48 m,doll_2.02 b
,0.0,0,0.0
,doll_352.0 m,0,doll_2.76 b
,doll_141.0 m,doll_1.44 m,doll_239.0 m
,doll_435.0 m,doll_1.51 m,doll_436.0 m
,0.0,doll_1.17 m,0.0
,doll_67.0 m,doll_1.89 m,doll_734.0 m
,doll_-20.0 m,doll_1.01 m,doll_391.0 m
,doll_20.0 m,doll_2.01 m,doll_214.0 m
,doll_133.0 m,doll_2.8 m,doll_1.34 b
,doll_-168.0 m,doll_1.46 m,doll_1.5 b
,doll_2.0 m,doll_1.0 m,0.0
,doll_-4.0 m,doll_0.83 m,0.0
,0.0,doll_0.83 m,0.0
,0.0,doll_0.57 m,0.0
,0.0,doll_0.92 m,0.0
,doll_35.0 m,doll_1.94 m,doll_17.81 b
,0.0,doll_2.19 m,0.0
,0.0,doll_1.92 m,doll_524.0 m
,doll_291.0 m,doll_0.65 m,doll_1.27 b
,0.0,doll_1.28 m,0.0
,0.0,doll_2.87 m,0.0
,doll_77.0 m,0,doll_492.0 m
,doll_203.0 m,0,doll_204.0 m
,0.0,doll_0.88 m,0.0
,0.0,doll_0.97 m,0.0
,doll_134.0 m,doll_2.08 m,doll_302.0 m
,doll_-213.0 m,doll_1.21 m,doll_909.0 m
,doll_140.0 m,doll_2.21 m,doll_6.23 b
,0.0,doll_1.17 m,0.0
,doll_87.0 m,doll_1.75 m,doll_1.27 b
,doll_-3.0 m,doll_1.61 m,doll_106.0 m
,0.0,doll_0.97 m,0.0
,0.0,0,0.0
,doll_169.0 m,0,doll_606.0 m
,0.0,doll_2.62 m,0.0
,0.0,doll_1.58 m,0.0
,0.0,doll_2.66 m,0.0
,doll_229.0 m,doll_1.19 m,doll_591.0 m
,doll_86.0 m,doll_0.88 m,doll_715.0 m
,doll_-38.0 m,0,doll_632.0 m
,doll_35.0 m,doll_1.78 m,doll_616.0 m
,0.0,0,0.0
,doll_-10.0 m,doll_1.21 m,doll_24.0 m
,0.0,doll_1.57 m,0.0
,doll_199.0 m,doll_1.16 m,doll_2.01 b
,doll_54.0 m,0,doll_440.0 m
,0.0,doll_3.38 m,0.0
,doll_137.0 m,doll_1.68 m,doll_3.35 b
,doll_39.0 m,0,doll_287.0 m
,doll_117.0 m,doll_0.69 m,doll_1.92 b
,doll_324.0 m,doll_1.52 m,doll_11.54 b
,doll_-346.0 m,doll_1.2 m,0.0
,0.0,0,0.0
,doll_-41.0 m,doll_2.3 m,doll_173.0 m
,0.0,doll_0.31 m,0.0
,0.0,doll_0.47 m,0.0
,doll_-1638.0 m,doll_0.1 m,doll_2.17 b
,doll_25.0 m,0,doll_385.0 m
,0.0,0,0.0
,doll_371.0 m,doll_4.38 m,doll_1.16 b
,doll_21.0 m,0,doll_4.56 b
,doll_-60.0 m,doll_0.2 m,doll_197.0 m
,doll_53.0 m,doll_0.58 m,doll_10.0 m
,doll_-69.0 m,doll_1.46 m,doll_931.0 m
,doll_27.0 m,doll_2.29 m,doll_303.0 m
,0.0,doll_1.7 m,0.0
,doll_114.0 m,doll_2.01 m,doll_686.0 m
,doll_-71.0 m,0,doll_147.0 m
,0.0,doll_0.94 m,0.0
,doll_85.0 m,doll_1.76 m,doll_1.65 b
,0.0,doll_1.95 m,0.0
,doll_-125.0 m,doll_1.85 m,doll_27.0 m
,doll_-50.0 m,doll_1.15 m,doll_219.0 m
,doll_184.0 m,doll_1.95 m,doll_3.43 b
,doll_71.0 m,doll_1.18 m,doll_864.0 m
,0.0,doll_2.19 m,0.0
,doll_359.0 m,doll_1.62 m,doll_361.0 m
,0.0,doll_1.31 m,0.0
,doll_-21.0 m,doll_1.15 m,doll_104.0 m
,doll_44.0 m,0,doll_1.2 b
,doll_122.0 m,doll_2.16 m,doll_1.24 b
,doll_56.0 m,doll_1.25 m,doll_122.0 m
,0.0,doll_0.88 m,0.0
,doll_1.01 b,doll_0.69 m,doll_17.81 b
,doll_38.0 m,doll_1.73 m,doll_239.0 m
,doll_-11.0 m,doll_0.93 m,doll_54.0 m
,doll_121.0 m,doll_0.81 m,doll_1.87 b
,doll_-105.0 m,doll_1.11 m,doll_723.0 m
,0.0,0,0.0
,0.0,0,0.0
,0.0,doll_0.65 m,0.0
,doll_73.0 m,0,doll_2.28 b
,0.0,0,0.0
,doll_94.0 m,doll_0.45 m,doll_489.0 m
,0.0,doll_1.66 m,0.0
,doll_83.0 m,doll_1.62 m,doll_2.84 b
,0.0,doll_1.25 m,0.0
,0.0,doll_2.07 m,0.0
,0.0,doll_1.47 m,0.0
,doll_41.0 m,0,doll_1.14 b
,doll_22.0 m,doll_2.27 m,doll_332.0 m
,0.0,doll_1.07 m,0.0
,doll_-13.0 m,doll_1.87 m,doll_6.0 m
,doll_48.0 m,0,doll_397.0 m
,doll_74.0 m,0,doll_327.0 m
,doll_80.0 m,doll_2.05 m,doll_1.15 b
,0.0,doll_1.21 m,0.0
,doll_16.0 m,doll_1.3 m,doll_887.0 m
,doll_119.0 m,0,doll_219.0 m
,0.0,doll_1.39 m,0.0
,doll_232.0 m,0,doll_21.36 b
,doll_332.0 m,doll_1.29 m,doll_3.24 b
,doll_48.0 m,doll_1.14 m,doll_442.0 m
,0.0,doll_0.69 m,0.0
,doll_123.0 m,0,doll_183.0 m
,0.0,doll_1.73 m,0.0
,doll_59.0 m,doll_1.1 m,doll_522.0 m
,doll_131.0 m,doll_0.07 m,doll_1.14 b
,0.0,0,0.0
,doll_187.0 m,doll_2.65 m,doll_1.15 b
,doll_95.0 m,doll_1.92 m,doll_101.0 m
,doll_157.0 m,0,doll_2.54 b
,0.0,0,0.0
,0.0,doll_1.15 m,0.0
,0.0,0,0.0
,doll_49.0 m,0,doll_277.0 m
,0.0,doll_2.07 m,0.0
,doll_-13.0 m,doll_1.14 m,0.0
,0.0,doll_1.01 m,0.0
,doll_465.0 m,doll_1.25 m,doll_2.64 b
,0.0,doll_1.57 m,0.0
,doll_69.0 m,doll_1.86 m,doll_289.0 m
,0.0,doll_2.79 m,0.0
,doll_177.0 m,doll_1.45 m,doll_3.51 b
,doll_529.0 m,doll_1.8 m,doll_577.0 m
,doll_57.0 m,doll_1.8 m,doll_161.0 m
,doll_104.0 m,doll_1.68 m,doll_824.0 m
,doll_-301.0 m,doll_1.77 m,0.0
,0.0,doll_3.0 m,0.0
,doll_186.0 m,doll_1.52 m,doll_343.0 m
,doll_37.0 m,doll_1.55 m,doll_506.0 m
,doll_115.0 m,doll_1.5 m,doll_1.18 b
,doll_106.0 m,doll_1.44 m,doll_1.18 b
,doll_95.0 m,doll_0.94 m,doll_2.18 b
,doll_142.0 m,doll_1.34 m,doll_1.25 b
,doll_193.0 m,0,doll_915.0 m
,0.0,doll_0.72 m,0.0
,doll_-25.0 m,doll_2.17 m,doll_266.0 m
,doll_43.0 m,0,doll_837.0 m
,doll_102.0 m,0,doll_171.0 m
,0.0,doll_2.48 m,0.0
,doll_123.0 m,doll_2.43 m,doll_403.0 m
,doll_138.0 m,doll_1.42 m,doll_385.0 m
,doll_249.0 m,doll_1.57 m,doll_4.99 b
,doll_6.0 m,doll_1.71 m,doll_4.15 b
,0.0,doll_1.14 m,0.0
,0.0,doll_0.63 m,0.0
,doll_72.0 m,doll_1.29 m,doll_5.83 b
,0.0,doll_0.94 m,0.0
,0.0,doll_0.76 m,0.0
,doll_32.0 m,doll_1.06 m,doll_1.92 b
,doll_203.0 m,doll_0.38 m,doll_1.32 b
,doll_45.0 m,doll_0.74 m,doll_971.0 m
,doll_174.0 m,doll_1.11 m,doll_263.0 m
,doll_13.0 m,doll_1.03 m,doll_5.26 b
,0.0,doll_1.95 m,0.0
,doll_47.0 m,doll_0.44 m,doll_228.0 m
,0.0,doll_0.46 m,0.0
,doll_17.0 m,doll_0.92 m,doll_1.1 b
,doll_135.0 m,doll_1.8 m,doll_136.0 m
,doll_147.0 m,0,doll_557.0 m
,0.0,doll_2.37 m,0.0
,0.0,0,0.0
,doll_42.0 m,doll_1.04 m,doll_173.0 m
,0.0,doll_2.14 m,0.0
,doll_439.0 m,doll_1.02 m,doll_2.44 b
,0.0,doll_0.8 m,0.0
,doll_72.0 m,doll_1.95 m,doll_439.0 m
,doll_19.0 m,doll_1.29 m,doll_116.0 m
,doll_99.0 m,doll_1.98 m,doll_552.0 m
,doll_77.0 m,doll_1.38 m,doll_623.0 m
,doll_74.0 m,doll_1.59 m,doll_131.0 m
,0.0,doll_0.72 m,0.0
,doll_31.0 m,doll_0.52 m,doll_1.71 b
,doll_475.0 m,0,doll_4.94 b
,0.0,doll_2.06 m,0.0
,doll_21.0 m,doll_0.87 m,doll_392.0 m
,doll_76.0 m,0,doll_200.0 m
,doll_83.0 m,doll_0.9 m,doll_467.0 m
,doll_93.0 m,doll_1.51 m,doll_386.0 m
,0.0,doll_1.62 m,0.0
,doll_54.0 m,doll_0.97 m,doll_2.25 b
,0.0,doll_0.36 m,0.0
,0.0,0,0.0
,0.0,doll_0.75 m,0.0
,doll_-43.0 m,doll_0.59 m,doll_2.54 b
,0.0,0,0.0
,0.0,doll_0.91 m,0.0
,0.0,doll_1.87 m,0.0
,0.0,doll_1.88 m,0.0
,0.0,doll_1.12 m,0.0
,0.0,doll_2.55 m,0.0
,0.0,doll_1.27 m,0.0
,doll_-171.0 m,doll_1.12 m,doll_234.0 m
,doll_-1.0 m,0,doll_253.0 m
,doll_172.0 m,doll_0.66 m,doll_2.98 b
,0.0,doll_2.07 m,0.0
,0.0,doll_1.79 m,0.0
,doll_37.0 m,doll_0.61 m,doll_303.0 m
,doll_196.0 m,doll_1.43 m,doll_3.87 b
,doll_396.0 m,doll_1.71 m,doll_3.75 b
,0.0,doll_2.29 m,0.0
,0.0,doll_1.61 m,0.0
,doll_114.0 m,doll_0.21 m,doll_476.0 m
,doll_128.0 m,doll_0.53 m,doll_1.96 b
,0.0,doll_0.7 m,0.0
,doll_-133.0 m,doll_0.34 m,doll_746.0 m
,doll_417.0 m,doll_1.11 m,doll_5.47 b
,0.0,0,0.0
,doll_97.0 m,0,doll_1.0 b
,doll_-139.0 m,doll_3.96 m,doll_187.0 m
,0.0,doll_1.25 m,0.0
,doll_5.0 m,doll_2.98 m,doll_744.0 m
,0.0,doll_1.11 m,0.0
,doll_-1018.0 m,doll_0.21 m,doll_134.0 m
,doll_67.0 m,doll_0.34 m,doll_377.0 m
,doll_-114.0 m,0,0.0
,0.0,doll_1.3 m,0.0
,doll_-227.0 m,doll_1.68 m,doll_1.26 b
,doll_-234.0 m,doll_1.89 m,doll_151.0 m
,doll_-544.0 m,doll_1.6 m,doll_1.5 b
,doll_60.0 m,doll_2.04 m,doll_362.0 m
,doll_38.0 m,doll_0.97 m,doll_692.0 m
,0.0,doll_0.75 m,0.0
,doll_22.0 m,doll_1.83 m,doll_159.0 m
,doll_37.0 m,doll_1.22 m,doll_259.0 m
,0.0,doll_1.73 m,0.0
,doll_73.0 m,doll_1.09 m,doll_1.19 b
,doll_29.0 m,0,doll_2.58 b
,doll_76.0 m,doll_0.96 m,doll_265.0 m
,doll_128.0 m,doll_0.5 m,doll_450.0 m
,doll_-192.0 m,doll_0.92 m,doll_827.0 m
,doll_438.0 m,doll_0.85 m,doll_1.33 b
,doll_45.0 m,0,doll_370.0 m
,doll_86.0 m,doll_5.73 m,doll_214.0 m
,0.0,0,0.0
,0.0,doll_1.77 m,0.0
,doll_1.0 m,doll_1.78 m,doll_184.0 m
,doll_189.0 m,doll_1.36 m,doll_2.15 b
,doll_-69.0 m,doll_1.7 m,0.0
,0.0,doll_1.11 m,0.0
,doll_21.0 m,doll_2.67 m,doll_1.5 b
,0.0,doll_0.34 m,0.0
,0.0,doll_1.68 m,0.0
,doll_2.0 m,doll_2.24 m,doll_9.03 b
,0.0,doll_1.46 m,0.0
,doll_-18.0 m,doll_1.16 m,doll_2.62 b
,doll_78.0 m,doll_1.21 m,doll_3.34 b
,doll_104.0 m,doll_1.12 m,doll_1.07 b
,doll_161.0 m,doll_1.32 m,doll_1.58 b
,0.0,doll_1.41 m,0.0
,doll_-139.0 m,doll_1.1 m,doll_660.0 m
,doll_230.0 m,doll_1.11 m,doll_12.37 b
,doll_-145.0 m,doll_0.93 m,doll_584.0 m
,doll_26.0 m,doll_1.18 m,doll_1.46 b
,doll_150.0 m,doll_1.5 m,doll_2.36 b
,0.0,0,0.0
,doll_209.0 m,0,doll_1.24 b
,doll_42.0 m,doll_1.97 m,doll_1.69 b
,0.0,0,0.0
,doll_124.0 m,doll_1.26 m,doll_303.0 m
,0.0,doll_0.92 m,0.0
,0.0,0,0.0
,doll_52.0 m,doll_0.19 m,doll_675.0 m
,doll_60.0 m,doll_1.88 m,doll_1.06 b
,doll_-27.0 m,doll_0.8 m,doll_490.0 m
,doll_-47.0 m,doll_1.54 m,doll_152.0 m
,0.0,doll_1.17 m,0.0
,doll_121.0 m,doll_1.52 m,doll_462.0 m
,doll_-1269.0 m,doll_1.27 m,0.0
,0.0,doll_1.89 m,0.0
,doll_118.0 m,doll_2.04 m,doll_2.12 b
,0.0,doll_1.36 m,0.0
,doll_46.0 m,doll_1.68 m,doll_290.0 m
,doll_80.0 m,0,doll_921.0 m
,doll_5.0 m,doll_1.87 m,doll_31.0 m
,doll_380.0 m,doll_1.23 m,doll_4.62 b
,doll_48.0 m,doll_1.85 m,doll_535.0 m
,doll_-13.0 m,0,doll_2.97 b
,doll_86.0 m,doll_0.99 m,doll_3.11 b
,0.0,doll_0.68 m,0.0
,doll_489.0 m,doll_0.39 m,doll_7.62 b
,doll_570.0 m,doll_0.15 m,doll_612.0 m
,doll_-189.0 m,0,doll_4.67 b
,0.0,0,0.0
,doll_175.0 m,doll_1.68 m,doll_629.0 m
,doll_53.0 m,doll_1.19 m,doll_579.0 m
,doll_105.0 m,0,doll_1.64 b
,doll_-256.0 m,doll_1.67 m,doll_458.0 m
,0.0,0,0.0
,doll_-167.0 m,doll_1.7 m,doll_2.21 b
,0.0,0,0.0
,0.0,doll_1.21 m,0.0
,doll_-47.0 m,doll_1.0 m,doll_176.0 m
,doll_-305.0 m,0,doll_1.48 b
,doll_54.0 m,doll_0.89 m,doll_418.0 m
,doll_39.0 m,doll_2.35 m,doll_249.0 m
,0.0,doll_1.14 m,0.0
,doll_42.0 m,doll_1.19 m,doll_249.0 m
,doll_-168.0 m,0,doll_472.0 m
,0.0,doll_0.86 m,0.0
,0.0,doll_2.01 m,0.0
,0.0,doll_0.49 m,0.0
,doll_158.0 m,doll_1.01 m,doll_9.88 b
,0.0,0,0.0
,doll_390.0 m,doll_1.57 m,doll_1.24 b
,doll_-49.0 m,doll_0.34 m,doll_1.84 b
,doll_139.0 m,doll_6.9 m,doll_497.0 m
,doll_69.0 m,0,doll_265.0 m
,0.0,doll_0.96 m,0.0
,0.0,doll_4.37 m,0.0
,doll_43.0 m,doll_1.27 m,doll_562.0 m
,doll_-1625.0 m,0,doll_801.0 m
,doll_156.0 m,doll_2.28 m,doll_2.58 b
,0.0,doll_1.84 m,0.0
,0.0,doll_1.12 m,0.0
,doll_-28.0 m,doll_1.3 m,doll_32.0 m
,doll_-2397.0 m,0,doll_11.09 b
,doll_-122.0 m,doll_1.56 m,0.0
,doll_-115.0 m,doll_1.42 m,doll_145.0 m
,doll_218.0 m,doll_2.57 m,doll_1.66 b
,doll_144.0 m,doll_1.1 m,doll_496.0 m
,doll_-36.0 m,doll_1.09 m,doll_1.38 b
,doll_61.0 m,doll_0.31 m,doll_372.0 m
,doll_47.0 m,0,doll_374.0 m
,0.0,doll_0.54 m,0.0
,doll_107.0 m,doll_1.94 m,doll_122.0 m
,0.0,doll_1.5 m,0.0
,doll_67.0 m,doll_1.98 m,doll_782.0 m
,0.0,doll_1.86 m,0.0
,doll_-11.0 m,doll_1.56 m,doll_749.0 m
,doll_-444.0 m,doll_2.11 m,doll_521.0 m
,doll_-126.0 m,doll_1.97 m,0.0
,doll_144.0 m,doll_1.93 m,doll_6.85 b
,0.0,doll_0.5 m,0.0
,0.0,0,0.0
,0.0,0,0.0
,doll_-4.0 m,0,doll_445.0 m
,doll_74.0 m,0,doll_142.0 m
,doll_-20.0 m,0,doll_341.0 m
,doll_24.0 m,doll_1.16 m,doll_646.0 m
,doll_57.0 m,doll_1.43 m,doll_155.0 m
,doll_148.0 m,doll_1.17 m,doll_3.62 b
,0.0,doll_1.45 m,0.0
,0.0,doll_1.48 m,0.0
,0.0,doll_0.89 m,0.0
,0.0,doll_0.51 m,0.0
,0.0,0,0.0
,0.0,doll_2.21 m,0.0
,doll_114.0 m,doll_1.5 m,doll_3.78 b
,doll_70.0 m,doll_0.73 m,doll_19.83 b
,doll_249.0 m,doll_0.68 m,doll_250.0 m
,doll_75.0 m,doll_1.79 m,doll_1.99 b
,doll_89.0 m,doll_0.8 m,doll_560.0 m
,0.0,0,0.0
,doll_143.0 m,doll_1.22 m,doll_1.23 b
,doll_14.0 m,doll_1.17 m,doll_514.0 m
,doll_-6.0 m,0,doll_201.0 m
,0.0,0,0.0
,doll_282.0 m,doll_0.57 m,doll_261.0 m
,doll_110.0 m,doll_0.89 m,doll_315.0 m
,0.0,doll_1.38 m,0.0
,0.0,doll_1.5 m,0.0
,0.0,doll_1.81 m,0.0
,0.0,doll_0.77 m,0.0
,0.0,doll_1.92 m,0.0
,0.0,doll_0.88 m,0.0
,doll_118.0 m,doll_0.63 m,doll_734.0 m
,doll_-120.0 m,0,0.0
,doll_-41.0 m,doll_1.13 m,doll_126.0 m
,doll_152.0 m,0,doll_643.0 m
,doll_189.0 m,doll_1.08 m,doll_955.0 m
,doll_333.0 m,doll_0.68 m,doll_9.1 b
,doll_87.0 m,doll_1.88 m,doll_188.0 m
,0.0,doll_0.62 m,0.0
,doll_39.0 m,doll_1.24 m,doll_5.55 b
,0.0,doll_0.55 m,0.0
,0.0,doll_0.6 m,0.0
,0.0,doll_0.82 m,0.0
,doll_90.0 m,doll_0.59 m,doll_964.0 m
,0.0,doll_1.01 m,0.0
,0.0,doll_0.79 m,0.0
