07-silvestri-market_value_jan_2020,03-gren-annual_net_income_usd,04-iGMM-market_value__jan_1st_2020,03-gren-annual_revenue_usd
,doll_21.0 m,0,doll_384.0 m
,doll_93.0 m,0,doll_976.0 m
,0.0,doll_1.33 m,0.0
,doll_63.0 m,doll_0.49 m,doll_426.0 m
,0.0,doll_2.91 m,0.0
,0.0,doll_2.54 m,0.0
,0.0,doll_1.35 m,0.0
,0.0,doll_0.63 m,0.0
,0.0,doll_1.7 m,0.0
,0.0,doll_2.91 m,0.0
,0.0,doll_1.09 m,0.0
,doll_-250.0 m,doll_1.01 m,doll_10.0 m
,doll_328.0 m,doll_2.25 m,doll_2.65 b
,doll_243.0 m,doll_1.93 m,doll_777.0 m
,doll_-143.0 m,doll_1.92 m,doll_245.0 m
,doll_100.0 m,doll_2.15 m,doll_683.0 m
,0.0,doll_1.46 m,0.0
,0.0,0,0.0
,doll_85.0 m,doll_0.41 m,doll_1.67 b
,doll_163.0 m,doll_1.09 m,doll_426.0 m
,doll_62.0 m,doll_1.41 m,doll_3.35 b
,doll_3.0 m,0,doll_380.0 m
,doll_78.0 m,doll_0.89 m,doll_860.0 m
,doll_134.0 m,0,doll_874.0 m
,doll_72.0 m,doll_0.89 m,doll_288.0 m
,doll_56.0 m,doll_0.7 m,doll_167.0 m
,doll_4.0 m,doll_0.8 m,doll_207.0 m
,doll_42.0 m,doll_0.12 m,doll_204.0 m
,0.0,0,0.0
,0.0,0,0.0
,doll_57.0 m,doll_1.97 m,doll_857.0 m
,doll_-81.0 m,doll_1.03 m,doll_554.0 m
,0.0,doll_2.47 m,0.0
,0.0,doll_0.33 m,0.0
,doll_75.0 m,doll_1.4 m,doll_1.58 b
,doll_-139.0 m,doll_1.09 m,doll_69.0 m
,0.0,doll_1.6 m,0.0
,0.0,doll_1.06 m,0.0
,0.0,doll_1.54 m,0.0
,doll_-246.0 m,0,0.0
,doll_98.0 m,doll_1.49 m,doll_3.61 b
,doll_36.0 m,doll_1.27 m,doll_203.0 m
,doll_-82.0 m,doll_1.18 m,doll_3.87 b
,0.0,doll_0.96 m,0.0
,doll_189.0 m,doll_0.85 m,doll_592.0 m
,doll_177.0 m,0,doll_6.15 b
,doll_342.0 m,doll_0.96 m,doll_362.0 m
,0.0,doll_1.41 m,0.0
,doll_-7.0 m,doll_1.74 m,doll_-5.0 m
,0.0,doll_1.42 m,0.0
,doll_81.0 m,doll_0.77 m,doll_805.0 m
,doll_33.0 m,doll_0.87 m,doll_637.0 m
,0.0,doll_0.76 m,0.0
,doll_94.0 m,0,doll_1.62 b
,0.0,0,0.0
,0.0,0,0.0
,doll_210.0 m,doll_1.11 m,doll_3.98 b
,doll_64.0 m,0,doll_1.09 b
,doll_91.0 m,doll_1.22 m,doll_517.0 m
,0.0,doll_1.02 m,0.0
,doll_43.0 m,doll_0.84 m,doll_356.0 m
,doll_62.0 m,doll_0.68 m,doll_258.0 m
,0.0,0,0.0
,doll_214.0 m,doll_0.57 m,doll_344.0 m
,doll_-102.0 m,doll_0.97 m,doll_257.0 m
,doll_113.0 m,doll_1.21 m,doll_3.46 b
,doll_-892.0 m,doll_1.62 m,doll_-585.0 m
,0.0,0,0.0
,doll_61.0 m,doll_0.81 m,doll_316.0 m
,doll_91.0 m,doll_1.09 m,doll_221.0 m
,0.0,doll_0.9 m,0.0
,doll_65.0 m,doll_0.79 m,doll_568.0 m
,doll_165.0 m,0,doll_167.0 m
,doll_52.0 m,doll_0.81 m,doll_531.0 m
,doll_79.0 m,0,doll_2.27 b
,0.0,doll_1.61 m,0.0
,doll_-433.0 m,doll_1.02 m,doll_2.24 b
,doll_32.0 m,doll_1.14 m,doll_235.0 m
,doll_256.0 m,0,doll_1.21 b
,0.0,doll_1.03 m,0.0
,doll_122.0 m,doll_1.87 m,doll_135.0 m
,doll_109.0 m,doll_1.19 m,doll_294.0 m
,0.0,doll_1.95 m,0.0
,0.0,doll_1.06 m,0.0
,doll_-587.0 m,0,doll_1.47 b
,doll_188.0 m,doll_0.87 m,doll_895.0 m
,doll_21.0 m,doll_1.89 m,doll_223.0 m
,doll_45.0 m,doll_0.45 m,doll_247.0 m
,0.0,doll_1.43 m,0.0
,0.0,0,0.0
,doll_317.0 m,0,doll_1.39 b
,doll_124.0 m,doll_1.86 m,doll_5.57 b
,0.0,doll_0.63 m,0.0
,doll_42.0 m,doll_1.13 m,doll_567.0 m
,0.0,doll_0.95 m,0.0
,doll_20.0 m,doll_0.99 m,doll_910.0 m
,doll_90.0 m,doll_1.1 m,doll_3.19 b
,0.0,doll_0.52 m,0.0
,doll_78.0 m,doll_0.02 m,doll_277.0 m
,0.0,0,0.0
,0.0,0,0.0
,doll_319.0 m,doll_1.96 m,doll_525.0 m
,doll_95.0 m,doll_1.82 m,doll_703.0 m
,0.0,doll_1.26 m,0.0
,doll_46.0 m,doll_0.58 m,doll_524.0 m
,doll_73.0 m,doll_1.78 m,doll_1.23 b
,doll_269.0 m,doll_1.44 m,doll_671.0 m
,0.0,0,0.0
,0.0,doll_1.36 m,0.0
,doll_-71.0 m,0,doll_110.0 m
,0.0,doll_0.83 m,0.0
,doll_181.0 m,doll_1.23 m,doll_865.0 m
,doll_-68.0 m,doll_0.56 m,doll_429.0 m
,doll_63.0 m,doll_1.74 m,doll_483.0 m
,0.0,doll_0.34 m,0.0
,doll_46.0 m,0,doll_2.55 b
,doll_231.0 m,doll_0.68 m,doll_232.0 m
,doll_21.0 m,0,doll_251.0 m
,0.0,doll_0.77 m,0.0
,doll_-12.0 m,0,doll_17.0 m
,doll_4.0 m,doll_0.79 m,doll_127.0 m
,doll_167.0 m,doll_0.74 m,doll_168.0 m
,doll_152.0 m,doll_0.32 m,doll_335.0 m
,doll_-95.0 m,0,doll_963.0 m
,doll_78.0 m,doll_1.63 m,doll_279.0 m
,doll_226.0 m,doll_1.33 m,doll_232.0 m
,doll_50.0 m,0,doll_934.0 m
,doll_352.0 m,doll_1.03 m,doll_356.0 m
,0.0,doll_1.25 m,0.0
,0.0,doll_0.49 m,0.0
,doll_-226.0 m,0,doll_1.56 b
,doll_95.0 m,doll_1.63 m,doll_399.0 m
,doll_146.0 m,doll_5.03 m,doll_51.0 m
,0.0,doll_0.91 m,0.0
,doll_118.0 m,0,doll_381.0 m
,doll_87.0 m,doll_1.22 m,doll_964.0 m
,0.0,doll_1.37 m,0.0
,0.0,doll_0.25 m,0.0
,doll_41.0 m,doll_0.73 m,doll_2.06 b
,0.0,doll_1.86 m,0.0
,doll_1.0 m,doll_1.43 m,doll_719.0 m
,doll_60.0 m,doll_0.68 m,doll_21.0 m
,doll_-829.0 m,doll_0.28 m,doll_1.96 b
,0.0,doll_0.64 m,0.0
,0.0,doll_1.52 m,0.0
,doll_113.0 m,doll_1.01 m,doll_1.36 b
,doll_43.0 m,doll_1.59 m,doll_5.9 b
,0.0,doll_1.37 m,0.0
,doll_33.0 m,0,doll_457.0 m
,doll_180.0 m,doll_0.57 m,doll_847.0 m
,0.0,0,0.0
,doll_61.0 m,doll_1.03 m,doll_155.0 m
,doll_48.0 m,0,doll_268.0 m
,doll_149.0 m,doll_0.93 m,doll_487.0 m
,0.0,0,0.0
,doll_-2.0 m,doll_1.45 m,doll_279.0 m
,0.0,doll_1.27 m,0.0
,0.0,doll_0.32 m,0.0
,doll_24.0 m,doll_1.21 m,0.0
,doll_97.0 m,doll_1.57 m,doll_667.0 m
,0.0,doll_0.46 m,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,doll_0.56 m,0.0
,doll_223.0 m,doll_0.17 m,doll_1.69 b
,0.0,doll_0.7 m,0.0
,0.0,0,0.0
,doll_39.0 m,doll_0.8 m,doll_592.0 m
,doll_61.0 m,0,doll_591.0 m
,doll_78.0 m,doll_1.32 m,doll_1.82 b
,0.0,doll_1.87 m,0.0
,0.0,doll_2.02 m,0.0
,0.0,doll_1.76 m,0.0
,0.0,doll_0.67 m,0.0
,0.0,0,0.0
,doll_35.0 m,doll_1.5 m,doll_1.03 b
,doll_-162.0 m,doll_1.4 m,doll_680.0 m
,doll_51.0 m,doll_1.37 m,doll_589.0 m
,doll_-86.0 m,0,0.0
,doll_70.0 m,doll_1.02 m,doll_522.0 m
,doll_126.0 m,doll_0.77 m,doll_5.06 b
,doll_64.0 m,0,doll_6.09 b
,doll_177.0 m,doll_1.5 m,doll_1.5 b
,0.0,doll_1.11 m,0.0
,0.0,doll_0.35 m,0.0
,doll_169.0 m,0,doll_2.59 b
,doll_112.0 m,doll_0.95 m,doll_113.0 m
,doll_118.0 m,doll_1.19 m,doll_119.0 m
,doll_190.0 m,doll_0.91 m,doll_194.0 m
,0.0,doll_1.47 m,0.0
,doll_28.0 m,doll_1.21 m,doll_2.49 b
,0.0,doll_1.49 m,0.0
,doll_34.0 m,doll_1.69 m,doll_740.0 m
,doll_-57.0 m,doll_1.02 m,doll_1.73 b
,0.0,doll_0.78 m,0.0
,doll_8.0 m,doll_0.53 m,doll_709.0 m
,0.0,doll_0.25 m,0.0
,doll_103.0 m,0,doll_1.23 b
,doll_171.0 m,doll_1.13 m,doll_172.0 m
,doll_413.0 m,0,doll_451.0 m
,0.0,0,0.0
,0.0,doll_2.43 m,0.0
,0.0,doll_0.8 m,0.0
,doll_7.0 m,doll_1.26 m,0.0
,0.0,doll_0.87 m,0.0
,0.0,0,0.0
,doll_39.0 m,doll_0.96 m,doll_481.0 m
,0.0,doll_0.38 m,0.0
,doll_-36.0 m,doll_1.2 m,doll_207.0 m
,0.0,doll_1.59 m,0.0
,0.0,doll_1.23 m,0.0
,doll_24.0 m,0,doll_97.0 m
,doll_59.0 m,doll_0.92 m,doll_1.52 b
,0.0,0,0.0
,doll_-20.0 m,doll_1.53 m,doll_1.7 b
,0.0,doll_1.01 m,0.0
,0.0,doll_0.78 m,0.0
,0.0,doll_0.81 m,0.0
,doll_15.0 m,doll_1.35 m,doll_233.0 m
,doll_85.0 m,doll_0.6 m,doll_2.94 b
,doll_55.0 m,doll_0.3 m,doll_579.0 m
,0.0,doll_2.6 m,0.0
,0.0,doll_1.99 m,0.0
,0.0,0,0.0
,doll_31.0 m,0,doll_1.13 b
,doll_395.0 m,doll_0.98 m,doll_1.39 b
,0.0,0,0.0
,0.0,doll_1.38 m,0.0
,doll_80.0 m,0,doll_1.64 b
,0.0,doll_0.96 m,0.0
,0.0,doll_0.76 m,0.0
,doll_-305.0 m,doll_1.25 m,doll_57.0 m
,doll_-54.0 m,doll_1.79 m,doll_60.0 m
,doll_-30.0 m,doll_1.83 m,doll_267.0 m
,doll_197.0 m,doll_0.9 m,doll_198.0 m
,doll_360.0 m,doll_1.14 m,doll_3.32 b
,doll_-64.0 m,doll_0.65 m,doll_109.0 m
,doll_78.0 m,doll_1.48 m,doll_1.29 b
,doll_65.0 m,doll_0.44 m,doll_476.0 m
,0.0,doll_0.3 m,0.0
,0.0,doll_1.04 m,0.0
,doll_-59.0 m,doll_1.63 m,doll_96.0 m
,doll_213.0 m,doll_0.84 m,doll_1.2 b
,doll_74.0 m,doll_1.06 m,doll_6.79 b
,doll_40.0 m,doll_0.48 m,doll_317.0 m
,doll_-203.0 m,doll_1.22 m,doll_-281.0 m
,0.0,doll_1.16 m,0.0
,0.0,doll_0.27 m,0.0
,doll_2.0 m,doll_1.07 m,doll_104.0 m
,doll_97.0 m,doll_0.78 m,doll_879.0 m
,doll_32.0 m,doll_0.94 m,doll_1.75 b
,doll_129.0 m,doll_0.63 m,doll_3.74 b
,0.0,0,0.0
,0.0,doll_0.93 m,0.0
,0.0,doll_1.42 m,0.0
,doll_-4.0 m,0,doll_-2.0 m
,doll_456.0 m,doll_1.05 m,doll_16.55 b
,0.0,doll_2.52 m,0.0
,doll_15.0 m,doll_0.68 m,doll_417.0 m
,0.0,0,0.0
,doll_233.0 m,0,doll_1.98 b
,doll_222.0 m,doll_2.7 m,doll_1.43 b
,0.0,doll_2.03 m,0.0
,0.0,doll_3.52 m,0.0
,0.0,doll_0.23 m,0.0
,doll_93.0 m,doll_1.74 m,doll_95.0 m
,0.0,doll_1.4 m,0.0
,doll_-239.0 m,0,doll_2.12 b
,doll_55.0 m,doll_1.22 m,doll_158.0 m
,doll_12.0 m,doll_1.94 m,doll_23.0 m
,doll_-572.0 m,0,doll_1.92 b
,doll_33.0 m,doll_1.7 m,doll_488.0 m
,doll_126.0 m,doll_1.16 m,doll_2.61 b
,doll_55.0 m,doll_1.0 m,doll_1.13 b
,0.0,doll_0.65 m,0.0
,doll_64.0 m,doll_0.54 m,doll_1.08 b
,doll_-23.0 m,doll_1.74 m,doll_983.0 m
,doll_16.0 m,doll_1.57 m,doll_51.0 m
,doll_67.0 m,0,doll_1.88 b
,doll_380.0 m,doll_0.18 m,doll_417.0 m
,0.0,doll_2.04 m,0.0
,0.0,doll_0.3 m,0.0
,doll_22.0 m,0,doll_223.0 m
,0.0,doll_1.51 m,0.0
,0.0,doll_1.38 m,0.0
,doll_119.0 m,doll_0.37 m,doll_1.46 b
,doll_-114.0 m,doll_1.15 m,doll_71.0 m
,doll_258.0 m,doll_0.58 m,doll_13.62 b
,doll_102.0 m,0,doll_1.06 b
,doll_-37.0 m,0,doll_121.0 m
,doll_-46.0 m,doll_1.06 m,doll_4.68 b
,0.0,doll_2.39 m,0.0
,doll_-96.0 m,doll_1.41 m,doll_103.0 m
,doll_-11.0 m,doll_0.39 m,doll_568.0 m
,doll_74.0 m,doll_1.02 m,doll_177.0 m
,doll_48.0 m,doll_0.98 m,doll_1.94 b
,doll_93.0 m,doll_1.05 m,doll_292.0 m
,0.0,doll_1.08 m,0.0
,doll_-101.0 m,0,doll_9.0 m
,0.0,doll_1.25 m,0.0
,doll_6.0 m,doll_1.15 m,0.0
,doll_40.0 m,0,doll_3.5 b
,0.0,doll_1.23 m,0.0
,0.0,doll_1.34 m,0.0
,doll_24.0 m,doll_0.62 m,doll_1.31 b
,doll_135.0 m,0,doll_1.39 b
,doll_15.0 m,doll_1.0 m,doll_2.79 b
,doll_188.0 m,doll_1.25 m,doll_5.56 b
,0.0,doll_1.22 m,0.0
,doll_88.0 m,doll_1.0 m,doll_338.0 m
,0.0,0,0.0
,0.0,doll_1.02 m,0.0
,0.0,doll_1.0 m,0.0
,0.0,doll_0.67 m,0.0
,doll_55.0 m,doll_1.49 m,doll_226.0 m
,0.0,doll_0.69 m,0.0
,0.0,doll_1.11 m,0.0
,doll_113.0 m,doll_0.33 m,doll_237.0 m
,doll_244.0 m,0,doll_205.0 m
,doll_-40.0 m,0,doll_1.18 b
,0.0,doll_1.49 m,0.0
,0.0,doll_3.33 m,0.0
,0.0,doll_2.21 m,0.0
,0.0,0,0.0
,0.0,doll_0.48 m,0.0
,0.0,0,0.0
,doll_162.0 m,doll_1.54 m,doll_214.0 m
,doll_453.0 m,0,doll_777.0 m
,0.0,doll_0.83 m,0.0
,doll_-270.0 m,doll_1.36 m,doll_341.0 m
,doll_-194.0 m,doll_1.69 m,doll_945.0 m
,0.0,doll_0.85 m,0.0
,doll_82.0 m,doll_2.12 m,doll_229.0 m
,0.0,doll_1.7 m,0.0
,doll_412.0 m,doll_1.36 m,doll_5.42 b
,0.0,doll_1.71 m,0.0
,doll_35.0 m,doll_0.84 m,doll_1.46 b
,0.0,doll_0.77 m,0.0
,0.0,doll_0.53 m,0.0
,doll_59.0 m,0,doll_133.0 m
,doll_84.0 m,doll_1.01 m,doll_1.26 b
,doll_139.0 m,doll_0.41 m,doll_42.0 m
,doll_4.0 m,doll_0.56 m,doll_309.0 m
,0.0,doll_0.86 m,0.0
,doll_62.0 m,doll_0.79 m,doll_155.0 m
,0.0,0,0.0
,0.0,doll_1.46 m,0.0
,doll_21.0 m,0,doll_509.0 m
,0.0,0,0.0
,doll_-18.0 m,doll_2.68 m,0.0
,0.0,0,0.0
,0.0,0,0.0
,doll_206.0 m,doll_0.32 m,doll_427.0 m
,doll_33.0 m,0,doll_753.0 m
,0.0,0,0.0
,0.0,doll_2.45 m,0.0
,doll_69.0 m,0,doll_3.54 b
,doll_-30.0 m,doll_0.84 m,doll_150.0 m
,doll_-240.0 m,0,doll_112.0 m
,doll_-81.0 m,doll_1.3 m,doll_251.0 m
,0.0,doll_1.25 m,0.0
,doll_-139.0 m,doll_0.71 m,doll_611.0 m
,doll_8.0 m,doll_0.69 m,doll_34.0 m
,0.0,0,0.0
,0.0,0,0.0
,doll_43.0 m,0,doll_4.31 b
,doll_101.0 m,0,doll_733.0 m
,doll_81.0 m,0,doll_94.0 m
,doll_104.0 m,0,doll_1.77 b
,doll_137.0 m,0,doll_3.25 b
,doll_92.0 m,0,doll_1.48 b
,doll_-53.0 m,0,doll_158.0 m
,doll_24.0 m,0,doll_320.0 m
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,doll_40.0 m,0,doll_111.0 m
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,doll_0.74 m,0.0
,0.0,doll_1.72 m,0.0
,0.0,doll_1.98 m,0.0
,0.0,doll_1.12 m,0.0
,0.0,doll_0.53 m,0.0
,0.0,doll_1.81 m,0.0
,0.0,0,0.0
,0.0,doll_1.26 m,0.0
,0.0,doll_0.7 m,0.0
,0.0,doll_0.89 m,0.0
,0.0,doll_0.46 m,0.0
,doll_106.0 m,doll_1.87 m,doll_91.0 m
,0.0,doll_0.56 m,0.0
,doll_110.0 m,doll_0.64 m,doll_3.5 b
,doll_161.0 m,doll_1.14 m,doll_1.1 b
,doll_55.0 m,doll_0.66 m,doll_155.0 m
,0.0,doll_0.9 m,0.0
,doll_106.0 m,doll_0.97 m,doll_352.0 m
,doll_53.0 m,doll_1.0 m,doll_548.0 m
,doll_-340.0 m,doll_0.68 m,doll_20.0 m
,0.0,0,0.0
,doll_90.0 m,doll_2.13 m,doll_1.41 b
,0.0,0,0.0
,doll_161.0 m,doll_0.54 m,doll_321.0 m
,doll_123.0 m,doll_1.45 m,doll_2.17 b
,0.0,doll_1.09 m,0.0
,doll_128.0 m,doll_1.13 m,doll_277.0 m
,doll_82.0 m,doll_0.98 m,doll_261.0 m
,0.0,doll_2.17 m,0.0
,0.0,doll_1.55 m,0.0
,doll_-123.0 m,doll_1.22 m,doll_310.0 m
,doll_-559.0 m,doll_1.63 m,doll_7.87 b
,0.0,doll_1.79 m,0.0
,doll_439.0 m,doll_0.72 m,doll_3.27 b
,doll_43.0 m,doll_1.59 m,doll_196.0 m
,doll_100.0 m,doll_1.33 m,doll_2.03 b
,doll_-174.0 m,doll_0.98 m,doll_231.0 m
,doll_37.0 m,doll_0.85 m,doll_2.74 b
,doll_13.0 m,doll_1.22 m,doll_1.06 b
,doll_67.0 m,doll_1.74 m,doll_3.13 b
,doll_110.0 m,0,doll_202.0 m
,doll_24.0 m,doll_1.13 m,doll_466.0 m
,doll_-15.0 m,doll_0.74 m,doll_441.0 m
,0.0,doll_1.06 m,0.0
,doll_98.0 m,doll_1.82 m,doll_479.0 m
,doll_57.0 m,doll_2.12 m,doll_131.0 m
,0.0,doll_0.71 m,0.0
,doll_157.0 m,doll_0.98 m,doll_1.21 b
,doll_-1.0 m,0,doll_2.0 m
,doll_139.0 m,doll_0.65 m,doll_1.46 b
,doll_73.0 m,0,doll_74.0 m
,doll_105.0 m,0,doll_1.82 b
,doll_27.0 m,doll_1.4 m,doll_106.0 m
,doll_79.0 m,doll_0.92 m,doll_407.0 m
,doll_211.0 m,doll_1.27 m,doll_612.0 m
,0.0,0,0.0
,doll_131.0 m,doll_0.84 m,doll_1.49 b
,0.0,doll_1.14 m,0.0
,doll_-27.0 m,doll_1.11 m,doll_692.0 m
,doll_110.0 m,doll_1.2 m,doll_1.88 b
,0.0,doll_0.72 m,0.0
,0.0,doll_0.59 m,0.0
,0.0,doll_0.2 m,0.0
,doll_149.0 m,0,doll_103.0 m
,0.0,0,0.0
,doll_-4.0 m,0,doll_148.0 m
,0.0,doll_0.55 m,0.0
,0.0,0,0.0
,doll_337.0 m,doll_1.58 m,doll_2.21 b
,doll_-78.0 m,doll_1.0 m,doll_97.0 m
,doll_26.0 m,doll_1.07 m,doll_583.0 m
,doll_131.0 m,doll_1.6 m,doll_231.0 m
,0.0,doll_1.8 m,0.0
,doll_-4.0 m,doll_1.83 m,doll_9.0 m
,doll_-371.0 m,0,doll_91.0 m
,doll_-113.0 m,0,doll_558.0 m
,doll_-428.0 m,doll_1.9 m,doll_52.0 m
,doll_-18.0 m,doll_1.32 m,doll_1.61 b
,doll_83.0 m,doll_2.08 m,doll_1.58 b
,doll_48.0 m,0,doll_693.0 m
,doll_22.0 m,doll_1.01 m,doll_259.0 m
,doll_54.0 m,doll_1.33 m,doll_375.0 m
,doll_78.0 m,doll_1.03 m,doll_2.32 b
,doll_39.0 m,doll_1.19 m,doll_290.0 m
,doll_14.0 m,doll_0.72 m,doll_396.0 m
,doll_86.0 m,doll_1.5 m,doll_1.12 b
,doll_43.0 m,doll_1.41 m,doll_1.26 b
,0.0,doll_0.93 m,0.0
,doll_-13.0 m,doll_0.54 m,doll_524.0 m
,doll_22.0 m,doll_0.63 m,doll_314.0 m
,0.0,doll_1.09 m,0.0
,doll_97.0 m,0,doll_352.0 m
,0.0,doll_0.53 m,0.0
,doll_85.0 m,doll_1.24 m,doll_973.0 m
,0.0,doll_0.99 m,0.0
,doll_167.0 m,doll_0.96 m,doll_763.0 m
,0.0,doll_0.97 m,0.0
,doll_29.0 m,doll_0.38 m,doll_906.0 m
,doll_175.0 m,doll_0.61 m,doll_2.87 b
,0.0,doll_0.61 m,0.0
,doll_103.0 m,0,doll_5.63 b
,0.0,doll_0.13 m,0.0
,0.0,doll_2.37 m,0.0
,0.0,0,0.0
,0.0,doll_1.24 m,0.0
,0.0,doll_0.52 m,0.0
,0.0,doll_2.38 m,0.0
,0.0,0,0.0
,doll_22.0 m,doll_1.45 m,doll_314.0 m
,0.0,doll_1.66 m,0.0
,0.0,doll_1.15 m,0.0
,0.0,doll_0.59 m,0.0
,doll_206.0 m,doll_0.97 m,doll_25.79 b
,doll_-99.0 m,doll_0.3 m,doll_272.0 m
,doll_-49.0 m,0,doll_101.0 m
,doll_-93.0 m,doll_0.42 m,doll_255.0 m
,doll_95.0 m,doll_1.41 m,doll_335.0 m
,doll_86.0 m,doll_1.71 m,doll_1.16 b
,doll_188.0 m,doll_0.38 m,doll_422.0 m
,doll_80.0 m,doll_1.17 m,doll_4.25 b
,doll_21.0 m,doll_0.75 m,doll_69.0 m
,0.0,doll_2.01 m,0.0
,0.0,doll_1.41 m,0.0
,0.0,doll_1.13 m,0.0
,0.0,doll_0.65 m,0.0
,0.0,doll_0.65 m,0.0
,0.0,doll_1.22 m,0.0
,doll_132.0 m,doll_0.86 m,doll_206.0 m
,doll_47.0 m,doll_0.34 m,doll_678.0 m
,0.0,doll_0.51 m,0.0
,0.0,0,0.0
,0.0,0,0.0
,doll_86.0 m,doll_1.98 m,doll_2.1 b
,doll_-4.0 m,doll_1.5 m,doll_921.0 m
,0.0,doll_0.96 m,0.0
,0.0,0,0.0
,doll_23.0 m,doll_1.27 m,doll_1.14 b
,0.0,doll_1.18 m,0.0
,0.0,0,0.0
,0.0,doll_0.99 m,0.0
,doll_-90.0 m,doll_1.88 m,doll_3.13 b
,doll_41.0 m,doll_1.95 m,doll_454.0 m
,doll_165.0 m,doll_0.41 m,doll_220.0 m
,doll_182.0 m,doll_1.92 m,doll_1.06 b
,doll_132.0 m,0,doll_2.52 b
,0.0,doll_1.0 m,0.0
,doll_43.0 m,doll_0.05 m,doll_99.0 m
,doll_285.0 m,doll_1.48 m,doll_4.89 b
,0.0,doll_1.24 m,0.0
,doll_159.0 m,0,doll_1.93 b
,doll_118.0 m,doll_0.84 m,doll_1.15 b
,doll_147.0 m,doll_0.65 m,doll_344.0 m
,doll_127.0 m,doll_1.75 m,doll_119.0 m
,0.0,doll_1.94 m,0.0
,doll_56.0 m,doll_0.94 m,doll_226.0 m
,doll_55.0 m,doll_1.08 m,doll_749.0 m
,doll_4.0 m,doll_0.71 m,doll_142.0 m
,doll_45.0 m,doll_1.19 m,doll_864.0 m
,0.0,doll_0.77 m,0.0
,doll_161.0 m,0,doll_779.0 m
