07-silvestri-employees_2022,00-avengers-number_of_employees,04-iGMM-number_of_employees,03-gren-employees_number
,"21,600","5,060",5060.0
,"6,152","6,152",6152.0
,"5,060","21,600",21600.0
,,"7,342",7342.0
,"59,462","19,794",19794.0
,"9,685","5,441",5441.0
,"20,840","20,840",20840.0
,,,
,"64,734","18,300",18300.0
,"4,500","5,000",5000.0
,"39,745","27,619",27619.0
,"1,036","1,036",1036.0
,"27,619","39,745",39745.0
,"5,000","4,500",4500.0
,"18,300","64,734",64734.0
,,,
,"17,000","17,000",17000.0
,,"10,818",10818.0
,"2,253","6,873",6873.0
,"8,658","16,400",16400.0
,"1,225","52,347",52347.0
,"5,500","5,500",5500.0
,"52,347","1,225",1225.0
,"16,400","8,658",8658.0
,"6,873","2,253",2253.0
,"10,818",,
,,,
,"36,806","17,251",17251.0
,,,
,"28,949","12,000",12000.0
,"40,776","12,000",12000.0
,"5,423","5,423",5423.0
,"12,000","40,776",40776.0
,"12,000","28,949",28949.0
,,,
,"17,251","36,806",36806.0
,"4,081","4,081",4081.0
,"9,900",,
,"31,517","44,000",44000.0
,"89,400",572,572.0
,"5,000","69,824",69824.0
,,,
,"69,824","5,000",5000.0
,572,"89,400",89400.0
,"44,000","31,517",31517.0
,,"9,900",9900.0
,"51,000","51,000",51000.0
,"13,500",,
,478,"4,625",4625.0
,"4,361",128,128.0
,,"2,841",2841.0
,"10,045","10,045",10045.0
,"2,841",,
,128,"4,361",4361.0
,"4,625",478,478.0
,,"13,500",13500.0
,"9,000","9,000",9000.0
,,,
,315,"10,651",10651.0
,,"17,887",17887.0
,"21,650","27,000",27000.0
,"38,510","38,510",38510.0
,"27,000","21,650",21650.0
,"17,887",,
,"10,651",315,315.0
,,,
,"3,700","3,700",3700.0
,77,"20,200",20200.0
,,,
,"33,720","13,700",13700.0
,"2,878",,
,"5,139","5,139",5139.0
,,"2,878",2878.0
,"13,700","33,720",33720.0
,,77,77.0
,"20,200",,
,"1,400","3,495",3495.0
,620,"6,684",6684.0
,"6,684",620,620.0
,"3,495","1,400",1400.0
,"27,812","1,491",1491.0
,,"10,863",10863.0
,"25,574",,
,,"25,574",25574.0
,"10,863",,
,"1,491","27,812",27812.0
,"4,899","4,899",4899.0
,"5,400",141,141.0
,"3,750","10,717",10717.0
,"6,998",,
,"3,076","3,600",3600.0
,"8,184","8,184",8184.0
,"3,600","3,076",3076.0
,,"6,998",6998.0
,"10,717","3,750",3750.0
,141,"5,400",5400.0
,"7,800","7,800",7800.0
,"9,520","6,655",6655.0
,504,"10,663",10663.0
,883,"38,967",38967.0
,750,"1,562",1562.0
,"39,189","39,189",39189.0
,"1,562",750,750.0
,"38,967",883,883.0
,"10,663",504,504.0
,"6,655","9,520",9520.0
,"41,097","41,097",41097.0
,,,
,"21,991","5,876",5876.0
,,"3,222",3222.0
,"6,000","1,715",1715.0
,"4,500","4,500",4500.0
,"1,715","6,000",6000.0
,"3,222",,
,"5,876","21,991",21991.0
,,,
,"15,059","15,059",15059.0
,"136,709","17,000",17000.0
,"1,680","1,400",1400.0
,"3,628",,
,"114,628","8,200",8200.0
,,,
,"8,200","114,628",114628.0
,,"3,628",3628.0
,"1,400","1,680",1680.0
,"17,000","136,709",136709.0
,"3,921","3,921",3921.0
,"2,978","9,000",9000.0
,"20,681","24,934",24934.0
,"55,621","28,400",28400.0
,"8,906","8,600",8600.0
,,,
,"8,600","8,906",8906.0
,"28,400","55,621",55621.0
,"24,934","20,681",20681.0
,"9,000","2,978",2978.0
,"238,000","238,000",238000.0
,"7,867","4,530",4530.0
,"2,992","3,770",3770.0
,"27,500",,
,"14,484","19,200",19200.0
,,,
,"19,200","14,484",14484.0
,,"27,500",27500.0
,"3,770","2,992",2992.0
,"4,530","7,867",7867.0
,"6,635","6,635",6635.0
,"28,000","47,000",47000.0
,"72,500","3,211",3211.0
,"6,800","5,556",5556.0
,"5,354",,
,"40,216","40,216",40216.0
,,"5,354",5354.0
,"5,556","6,800",6800.0
,"3,211","72,500",72500.0
,"47,000","28,000",28000.0
,"1,463","1,463",1463.0
,,"23,000",23000.0
,"78,000","8,328",8328.0
,"5,273","12,501",12501.0
,"1,897",,
,,"1,897",1897.0
,"1,916","1,916",1916.0
,"12,501","5,273",5273.0
,"8,328","78,000",78000.0
,"23,000",,
,"4,000","4,000",4000.0
,,"12,100",21000.0
,,"14,500",12100.0
,,"32,000",14500.0
,"109,600","8,613",32000.0
,"8,613","109,600",8613.0
,"32,000",,109600.0
,"14,500",,
,"12,100",,
,"21,000","26,950",
,"26,950","1,200",26950.0
,"9,892","48,031",1200.0
,"12,217",,48031.0
,,"26,236",
,"12,757",94,26236.0
,94,"12,757",94.0
,"26,236",,12757.0
,,"12,217",
,"48,031","9,892",12217.0
,"1,200","18,110",9892.0
,"18,110","4,500",18110.0
,"64,533","16,500",4500.0
,,"27,900",16500.0
,"4,049","21,600",27900.0
,,,21600.0
,,,
,"21,600","4,049",
,"27,900",,4049.0
,"16,500","64,533",
,"4,500",,64533.0
,"2,024",,
,"7,500","45,849",
,,"11,111",45849.0
,"6,500","41,663",11111.0
,"45,000","45,000",41663.0
,"41,663","6,500",45000.0
,"11,111",,6500.0
,"45,849","7,500",
,,"2,024",7500.0
,,"13,117",2024.0
,"16,768",,13117.0
,"20,173","18,000",
,375,"138,353",18000.0
,,"1,497",138353.0
,"16,800","16,800",1497.0
,"1,497",,16800.0
,"138,353",375,
,"18,000","20,173",375.0
,,"16,768",20173.0
,"13,117","94,000",16768.0
,"94,000","2,260",94000.0
,"3,800",,2260.0
,"19,719",,
,,"3,441",
,"28,000",,3441.0
,,"28,000",
,"3,441",,28000.0
,,"19,719",
,,"3,800",19719.0
,"2,260","8,941",3800.0
,"8,941","18,232",8941.0
,"2,885","1,127",18232.0
,"12,821",,1127.0
,"50,800","4,465",
,"17,336","9,114",4465.0
,"9,114","17,336",9114.0
,"4,465","50,800",17336.0
,,"12,821",50800.0
,"1,127","2,885",12821.0
,"18,232","24,831",2885.0
,"6,400","36,856",24831.0
,"5,800","4,907",36856.0
,"27,176",856,4907.0
,"2,630","1,931",856.0
,"7,110","7,110",1931.0
,"1,931","2,630",7110.0
,856,"27,176",2630.0
,"4,907","5,800",27176.0
,"36,856","6,400",5800.0
,"24,831","16,600",6400.0
,"16,600","6,150",16600.0
,"3,222","30,674",6150.0
,"2,368","4,500",30674.0
,40,117,4500.0
,"62,939","62,939",117.0
,"248,300","248,300",62939.0
,"4,500",40,248300.0
,117,"2,368",40.0
,"30,674","3,222",2368.0
,"6,150","14,600",3222.0
,"14,600","10,730",14600.0
,,"3,677",10730.0
,,"4,000",3677.0
,"61,000","34,700",4000.0
,"13,313","20,700",34700.0
,"20,700","13,313",20700.0
,"34,700","61,000",13313.0
,"4,000",,61000.0
,"3,677",,
,"10,730","66,275",
,"66,275",909,66275.0
,648,"27,202",909.0
,"17,000",,27202.0
,"7,700","2,073",
,,"9,778",2073.0
,"9,778",,9778.0
,"2,073","7,700",
,,"17,000",7700.0
,"27,202",648,17000.0
,909,,648.0
,,,
,"2,689","2,138",
,"5,752","13,134",2138.0
,,,13134.0
,"1,070","260,000",
,"260,000","1,070",260000.0
,,,1070.0
,"13,134","5,752",
,"2,138","2,689",5752.0
,,"23,700",2689.0
,"23,700","21,150",23700.0
,"15,600","52,576",21150.0
,"2,667",,52576.0
,"13,303",,
,400,,
,,400,
,,"13,303",400.0
,,"2,667",13303.0
,"52,576","15,600",2667.0
,"21,150",,15600.0
,,,
,"5,000","17,611",
,"24,608","20,000",17611.0
,"4,800","4,059",20000.0
,,,4059.0
,,,
,"4,059","4,800",
,"20,000","24,608",4800.0
,"17,611","5,000",24608.0
,,"22,161",5000.0
,"22,161",965,22161.0
,"4,000",,965.0
,,,
,"1,373","4,567",
,713,"6,400",4567.0
,"6,400",713,6400.0
,"4,567","1,373",713.0
,,,1373.0
,,"34,000",
,965,"55,255",4000.0
,"34,000","3,300",34000.0
,,,55255.0
,"1,712",,3300.0
,"24,769","4,000",
,"12,600","12,600",
,"4,000","24,769",4000.0
,,"1,712",12600.0
,,,24769.0
,"3,300",200,1712.0
,"55,255",,
,200,"2,942",200.0
,,"17,608",
,,"45,000",2942.0
,,"6,574",17608.0
,,,45000.0
,"6,574",,6574.0
,"45,000",,
,"17,608",,
,"2,942","4,700",
,,,
,"4,700","5,932",4700.0
,,,
,"3,600","1,610",5932.0
,,"4,406",
,"5,000","5,000",1610.0
,"4,406",,4406.0
,"1,610","3,600",5000.0
,,,
,"5,932",,3600.0
,,,
,,"6,114",
,"20,972",650,
,,,6114.0
,"10,197","58,263",650.0
,"2,245","2,245",
,"58,263","10,197",58263.0
,,"20,972",2245.0
,650,,10197.0
,"6,114","20,000",20972.0
,,"4,700",
,"20,000",,20000.0
,"111,900","3,224",4700.0
,,"1,158",
,"1,892","12,868",3224.0
,29,29,1158.0
,"12,868","1,892",12868.0
,"1,158",,29.0
,"3,224","111,900",1892.0
,,"5,500",
,"4,700","1,631",111900.0
,"5,500","13,836",5500.0
,"15,500",,1631.0
,"6,580",,13836.0
,"22,200",,
,"35,455","35,455",
,,"22,200",
,,"6,580",35455.0
,,"15,500",22200.0
,"13,836",,6580.0
,"1,631","34,000",15500.0
,,"4,200",
,,"4,553",34000.0
,"16,291","32,992",4200.0
,,"225,000",4553.0
,"9,000","9,000",32992.0
,"225,000",,225000.0
,"32,992","16,291",9000.0
,"4,553",,
,"4,200","23,000",16291.0
,"34,000",693,
,"23,000","16,264",23000.0
,"81,631","290,000",693.0
,,"18,307",16264.0
,552,"9,900",290000.0
,"1,803","1,803",18307.0
,"9,900",552,9900.0
,"18,307",,1803.0
,"290,000","81,631",552.0
,"16,264","7,750",
,693,,81631.0
,"7,750","6,400",7750.0
,"10,470","6,029",
,"13,351","1,460",6400.0
,,,6029.0
,82,82,1460.0
,,,
,"1,460","13,351",82.0
,"6,029","10,470",
,"6,400","19,597",13351.0
,,"31,850",10470.0
,"19,597","11,487",19597.0
,"7,600","6,296",31850.0
,"7,483","12,160",11487.0
,"5,227",,6296.0
,,,12160.0
,,"5,227",
,"12,160","7,483",
,"6,296","7,600",5227.0
,"11,487",797,7483.0
,"31,850","3,600",7600.0
,"3,382",,797.0
,"130,000","30,264",3600.0
,696,"4,705",
,,72,30264.0
,72,,4705.0
,"4,705",696,72.0
,"30,264","130,000",
,,"3,382",696.0
,"3,600","7,861",130000.0
,797,,3382.0
,"19,063",,7861.0
,,800,
,"1,500",,
,,800,800.0
,800,,
,,"1,500",800.0
,800,,
,,"19,063",1500.0
,,"4,998",
,"7,861","25,000",19063.0
,"4,998",,4998.0
,"8,500","30,000",25000.0
,,"10,465",
,"20,203",,30000.0
,"101,000","101,000",10465.0
,,"20,203",
,"30,000",,101000.0
,"10,465","8,500",20203.0
,,244,
,"25,000","16,300",8500.0
,244,"1,620",244.0
,"32,000","3,375",16300.0
,"21,000","3,934",1620.0
,,"11,000",3375.0
,"13,715","13,715",3934.0
,"11,000",,11000.0
,"3,934","21,000",13715.0
,"3,375","32,000",
,"1,620","8,000",21000.0
,"16,300",,32000.0
,"8,000",,8000.0
,,"6,447",
,"12,773",,
,"5,510","160,000",6447.0
,"11,430","11,430",
,"160,000","5,510",160000.0
,,"12,773",11430.0
,"6,447",,5510.0
,,,12773.0
,,"9,300",
,,"25,554",
,"2,231","42,000",9300.0
,"2,876",,25554.0
,,,42000.0
,867,867,
,,,
,,"2,876",867.0
,"42,000","2,231",
,"25,554",,2876.0
,"9,300",625,2231.0
,,"33,681",
,"5,000",,625.0
,"130,716",,33681.0
,"12,229",,
,"13,000","13,000",
,,"12,229",
,,"130,716",13000.0
,,"5,000",12229.0
,"33,681","2,841",130716.0
,625,"19,000",5000.0
,"2,841","11,700",2841.0
,,"26,398",19000.0
,"35,653","13,546",11700.0
,"5,776",,26398.0
,"5,182","5,182",13546.0
,,"5,776",
,"13,546","35,653",5182.0
,"26,398",,5776.0
,"11,700",,35653.0
,"19,000",365,
,,"11,524",
,"127,000",,365.0
,,"10,500",11524.0
,"44,000","32,913",
,"9,211","9,211",10500.0
,"32,913","44,000",32913.0
,"10,500",,9211.0
,,"127,000",44000.0
,"11,524","27,000",
,365,"6,000",127000.0
,"27,000","20,920",27000.0
,"1,479","7,300",6000.0
,,,20920.0
,"21,973",50,7300.0
,"9,476","9,476",
,50,"21,973",50.0
,,,9476.0
,"7,300","1,479",21973.0
,"20,920",,
,"6,000","28,000",1479.0
,,"102,000",
,"16,591",,28000.0
,"5,000",,102000.0
,"64,009","3,100",
,162,162,
,"3,100","64,009",3100.0
,,"5,000",162.0
,,"16,591",64009.0
,"102,000","15,000",5000.0
,"28,000","1,702",16591.0
,"15,000","28,000",15000.0
,"33,586","37,575",1702.0
,"2,070","50,000",28000.0
,"1,300","5,872",37575.0
,"5,872","1,300",
,"50,000","2,070",50000.0
,"37,575","33,586",5872.0
,,"23,637",1300.0
,"28,000","2,583",2070.0
,"1,702",,33586.0
,"23,637","6,624",23637.0
,,"13,161",2583.0
,,"36,952",
,"17,160","13,006",6624.0
,"13,006","17,160",13161.0
,"36,952",,36952.0
,"13,161",,13006.0
,"6,624","10,000",17160.0
,,"1,602",
,"2,583","29,805",
,"10,000",,10000.0
,,"11,208",1602.0
,"5,100",,29805.0
,"13,500",,
,,"13,500",11208.0
,,"5,100",
,"11,208",,
,,"8,600",13500.0
,"29,805","88,857",5100.0
,"1,602",,
,"8,600",,8600.0
,"5,073","7,556",88857.0
,628,312,
,"4,023","53,928",
,"53,928","4,023",7556.0
,312,628,312.0
,"7,556","5,073",53928.0
,,"3,500",4023.0
,,86,628.0
,"88,857","16,676",5073.0
,"3,500","12,292",3500.0
,"1,020","9,600",86.0
,"18,848","39,000",16676.0
,530,"7,511",12292.0
,"7,511",530,9600.0
,"39,000","18,848",39000.0
,"9,600","1,020",7511.0
,"12,292",,530.0
,"16,676",,18848.0
,86,"14,542",1020.0
,,"1,026",
,"6,579","36,300",
,"5,836",,14542.0
,"9,000","1,864",1026.0
,"1,864","9,000",36300.0
,,"5,836",
,"36,300","6,579",1864.0
,"1,026",,9000.0
,"14,542","22,000",5836.0
,,,6579.0
,,,
,"44,000","9,050",22000.0
,,,
,,"24,000",
,"24,000",,9050.0
,,,
,"9,050","44,000",24000.0
,,"16,272",
,,"18,582",
,"22,000","3,400",44000.0
,"16,272",,16272.0
,,"3,006",18582.0
,"12,065",17,3400.0
,"5,700",,
,,"5,700",3006.0
,17,"12,065",17.0
,"3,006",,
,,"5,469",5700.0
,"3,400",509,12065.0
,"18,582",604,
,"5,469","27,960",5469.0
,501,"4,988",509.0
,"25,800","4,711",604.0
,"14,137","10,500",27960.0
,"10,500","14,137",4988.0
,"4,711","25,800",4711.0
,"4,988",501,10500.0
,"27,960","6,525",14137.0
,604,,25800.0
,509,"22,961",501.0
,"6,525","41,000",6525.0
,,"33,554",
,"27,003","14,000",22961.0
,"3,851",,41000.0
,,"3,851",33554.0
,"14,000","27,003",14000.0
,"33,554",,
,"41,000","1,774",3851.0
,"22,961","5,618",27003.0
,,"4,593",
,"1,774","7,044",1774.0
,"147,000","14,235",5618.0
,,"11,441",4593.0
,839,839,7044.0
,846,846,14235.0
,"14,235",,11441.0
,"11,441","147,000",839.0
,"7,044",,846.0
,"4,593","1,552",
,"5,618","4,101",147000.0
,,,
,"20,636","1,596",1552.0
,,"5,245",4101.0
,"136,549",,
,,"136,549",1596.0
,"5,245",,5245.0
,"1,596","20,636",
,,277,136549.0
,"4,101","1,667",
,"1,552","22,000",20636.0
,277,"110,300",277.0
,"103,926",,1667.0
,"15,000","38,000",22000.0
,,"224,280",110300.0
,"224,280","15,000",
,"38,000","103,926",38000.0
,,"1,196",224280.0
,"110,300","22,209",
,"22,000",,15000.0
,"1,667","12,983",103926.0
,"1,196","1,500",1196.0
,,581,22209.0
,"3,217","13,000",
,"71,044","71,044",12983.0
,"13,000","3,217",1500.0
,581,,581.0
,"1,500","5,961",13000.0
,"12,983","2,185",71044.0
,,,3217.0
,"22,209","29,300",
,"5,961",70,5961.0
,"21,077",,2185.0
,"5,818",,
,409,409,29300.0
,,"5,818",70.0
,,"21,077",
,70,,
,"29,300","20,000",409.0
,,,5818.0
,"2,185",,21077.0
,,"7,418",
,"11,600","17,000",20000.0
,"300,000",,
,500,500,
,,"300,000",7418.0
,"17,000","11,600",17000.0
,"7,418",840,
,,"8,500",500.0
,,,300000.0
,"20,000",,11600.0
,840,"37,975",840.0
,"2,321",,8500.0
,"4,000","3,030",
,"13,000","13,000",
,"3,030","4,000",37975.0
,,"2,321",
,"37,975","3,202",3030.0
,,"22,200",13000.0
,,,4000.0
,"8,500","31,900",2321.0
,"3,202","13,100",3202.0
,"10,000","1,600",22200.0
,"2,147",,
,,,31900.0
,,"2,147",13100.0
,"1,600","10,000",1600.0
,"13,100","7,000",
,"31,900",,
,,418,2147.0
,"22,200","15,803",10000.0
,"7,000","16,094",7000.0
,,"20,300",
,"8,560","9,000",418.0
,"6,500","6,500",15803.0
,"9,000","8,560",16094.0
,"20,300",,20300.0
,"16,094","1,100",9000.0
,"15,803",357,6500.0
,418,"31,575",8560.0
,,"9,638",
,"1,100","1,402",1100.0
,,"31,600",357.0
,,"37,205",31575.0
,"2,000","2,000",9638.0
,"37,205",,1402.0
,"31,600",,31600.0
,"1,402","21,723",37205.0
,"9,638","41,518",2000.0
,"31,575",,
,357,767,
,"21,723","6,029",21723.0
,,"2,194",41518.0
,"2,000","63,360",
,,,767.0
,"63,360","2,000",6029.0
,"2,194",,2194.0
,"6,029","2,709",63360.0
,767,,
,,"309,084",2000.0
,"41,518",,
,"2,709","103,598",2709.0
,"129,000","10,735",
,"23,000","1,357",309084.0
,"65,000","65,000",
,"1,357","23,000",103598.0
,"10,735","129,000",10735.0
,"103,598","6,919",1357.0
,,"17,475",65000.0
,"309,084",,23000.0
,,"14,400",129000.0
,"6,919","18,444",6919.0
,"10,163","5,500",17475.0
,"11,200","11,700",
,,,14400.0
,"11,700","11,200",18444.0
,"5,500","10,163",5500.0
,"18,444",,11700.0
,"14,400",765,
,,,11200.0
,"17,475","4,100",10163.0
,,900,
,"15,114",,765.0
,"13,067","339,716",
,"5,000","5,000",4100.0
,"339,716","13,067",900.0
,,"15,114",
,900,"51,121",339716.0
,"4,100","9,520",5000.0
,,"12,881",13067.0
,765,"3,800",15114.0
,"9,085","58,000",51121.0
,"2,670","3,982",9520.0
,"7,848","23,365",12881.0
,"23,365","7,848",3800.0
,"3,982","2,670",58000.0
,"58,000","9,085",3982.0
,"3,800","3,704",23365.0
,"12,881","2,816",7848.0
,"9,520","4,227",2670.0
,"51,121",,9085.0
,"3,704",783,3704.0
,"108,316","3,300",2816.0
,,500,4227.0
,,,
,500,,783.0
,"3,300","108,316",3300.0
,783,"7,200",500.0
,,"1,700",
,"4,227",,
,"2,816",,108316.0
,"7,200",,7200.0
,"5,271","177,047",1700.0
,,,
,"28,000","28,000",
,,,
,"177,047","5,271",177047.0
,,,
,,,28000.0
,,930,
,"1,700",,5271.0
,,,
,,"22,833",
,,"17,736",930.0
,"25,000","25,000",
,"17,736",,
,"22,833",,22833.0
,,"16,000",17736.0
,,"3,500",25000.0
,930,,
,,"5,600",
,"16,000","3,128",16000.0
,"15,000","59,400",3500.0
,"245,472",,
,,,5600.0
,,"245,472",3128.0
,"59,400","15,000",59400.0
,"3,128","6,305",
,"5,600","58,415",
,,,245472.0
,"3,500",,15000.0
,"6,305",,6305.0
,"5,100",,58415.0
,,"3,800",
,"3,800",,
,,"5,100",
,,,
,,,3800.0
,,,
,,"5,360",5100.0
,"58,415",,
,,"1,023",
,"18,297","8,800",
,"24,540","50,834",5360.0
,"49,000","49,000",
,"50,834","24,540",1023.0
,"8,800","18,297",8800.0
,"1,023","6,253",50834.0
,,"117,830",49000.0
,"5,360","33,340",24540.0
,,"8,951",18297.0
,"6,253","19,744",6253.0
,,"1,071",117830.0
,,,33340.0
,"48,000","48,000",8951.0
,,,19744.0
,"1,071",,1071.0
,"19,744",784,
,"8,951","30,000",48000.0
,"33,340","9,059",
,"117,830","30,179",
,784,"1,895",784.0
,,"1,616",30000.0
,"13,500","9,693",9059.0
,"9,612","9,612",30179.0
,"9,693","13,500",1895.0
,"1,616",,1616.0
,"1,895",,9693.0
,"30,179","4,742",9612.0
,"9,059","22,000",13500.0
,"30,000","147,000",
,,,
,924,"129,000",4742.0
,"4,500",,22000.0
,"22,654","22,654",147000.0
,,"4,500",
,"129,000",924,129000.0
,,"31,530",
,"147,000","104,739",22654.0
,"22,000",,4500.0
,"4,742",,924.0
,"31,530",,31530.0
,"122,000","3,730",104739.0
,,"5,600",
,"2,245","2,245",
,"5,600",,
,"3,730","122,000",3730.0
,,"8,578",5600.0
,,,2245.0
,,497,
,"104,739","3,782",122000.0
,"8,578","34,000",8578.0
,"4,353","10,500",
,"10,714","1,896",497.0
,"8,599","8,599",3782.0
,"1,896","10,714",34000.0
,"10,500","4,353",10500.0
,"34,000",,1896.0
,"3,782","7,644",8599.0
,497,53,10714.0
,,"4,400",4353.0
,,"38,181",
,"31,514","1,284",7644.0
,270,,53.0
,482,482,4400.0
,,270,38181.0
,"1,284","31,514",1284.0
,"38,181","15,622",
,"4,400",,482.0
,53,"14,193",270.0
,"7,644",,31514.0
,"15,622","4,541",15622.0
,"2,600","14,900",
,"12,000","75,000",14193.0
,"6,080","6,080",
,"75,000","12,000",4541.0
,"14,900","2,600",14900.0
,"4,541",,75000.0
,,,6080.0
,"14,193","1,179",12000.0
,,,2600.0
,,,
,"3,559","18,637",
,70,"1,753",1179.0
,"2,050","2,050",
,"1,753",70,
,"18,637","3,559",18637.0
,,"11,383",1753.0
,,,2050.0
,"1,179","15,000",70.0
,,,3559.0
,"11,383","5,860",11383.0
,"5,085",,
,,,15000.0
,"25,000","25,000",
,,,5860.0
,,"5,085",
,"5,860","11,687",
,,"7,600",25000.0
,"15,000",,
,,,5085.0
,"11,687",,11687.0
,,"2,300",7600.0
,"33,730","28,000",
,,,
,"28,000","33,730",
,"2,300",,2300.0
,,,28000.0
,,"24,000",
,,"22,514",33730.0
,"7,600","4,265",
,,"4,990",
,"10,352","2,315",24000.0
,"5,391","1,900",22514.0
,,,4265.0
,"1,900","5,391",4990.0
,"2,315","10,352",2315.0
,"4,990","1,452",1900.0
,"4,265",28,
,"22,514","8,800",5391.0
,"24,000","21,100",10352.0
,"1,452",701,1452.0
,,"3,934",28.0
,"5,500","333,000",8800.0
,,,21100.0
,"333,000","5,500",701.0
,"3,934",,3934.0
,701,,333000.0
,"21,100",,
,"8,800","18,000",5500.0
,28,,
,,"22,000",
,"4,800","9,800",
,,,18000.0
,"1,154","1,154",
,,,22000.0
,"9,800","4,800",9800.0
,"22,000","17,765",
,,,1154.0
,"18,000",547,
,,"8,209",4800.0
,"17,765","3,500",17765.0
,"37,926","10,000",
,"43,000","3,500",547.0
,,,8209.0
,"3,500","43,000",3500.0
,"10,000","37,926",10000.0
,"3,500","14,000",3500.0
,"8,209",,
,547,"8,631",43000.0
,,,37926.0
,"14,000",,14000.0
,"9,499","14,700",
,"2,037",700,8631.0
,,,
,700,"2,037",
,"14,700","9,499",14700.0
,,,700.0
,,,
,"8,631","1,739",2037.0
,,,9499.0
,,"1,779",
,829,,
,,,1739.0
,"1,399","1,399",
,,,1779.0
,,829,
,"1,779","1,550",
,,"15,088",1399.0
,"1,739","1,076",
,,"22,000",829.0
,"1,550",,1550.0
,"1,000",,15088.0
,"8,000",40,1076.0
,"1,650","1,650",22000.0
,40,"8,000",
,,"1,000",
,,"1,576",40.0
,"22,000","7,000",1650.0
,"1,076",,8000.0
,"15,088",,1000.0
,"1,576","2,543",1576.0
,,"12,473",7000.0
,"6,080","9,800",
,"9,800","6,080",
,,,2543.0
,"12,473",,12473.0
,"2,543","2,000",9800.0
,,"30,300",6080.0
,,"7,873",
,"7,000","3,299",
,"2,000","335,038",2000.0
,,"1,089",30300.0
,"22,415","16,622",7873.0
,"2,998","2,998",3299.0
,"16,622","22,415",335038.0
,"1,089",,1089.0
,"335,038","9,882",16622.0
,"3,299",,2998.0
,"7,873",,22415.0
,"30,300",,
,"9,882","2,140",9882.0
,,"8,800",
,"5,574","4,597",
,"4,929","4,929",
,"4,597","5,574",2140.0
,"8,800",,8800.0
,"2,140","73,300",4597.0
,,,4929.0
,,260,5574.0
,,253,
,"73,300",,73300.0
,"23,939",316,
,485,"11,423",260.0
,"15,000","15,000",253.0
,"11,423",485,
,316,"23,939",316.0
,,"1,835",11423.0
,253,,15000.0
,260,"6,273",485.0
,,,23939.0
,"1,835","1,618",1835.0
,"1,657","14,060",
,"3,900",,6273.0
,"13,500","13,500",
,,"3,900",1618.0
,"14,060","1,657",14060.0
,"1,618",,
,,"44,230",13500.0
,"6,273","2,250",3900.0
,,,1657.0
,,"3,415",
,,"15,711",44230.0
,,"4,234",2250.0
,"68,742","68,742",
,"4,234",,3415.0
,"15,711",,15711.0
,"3,415","52,599",4234.0
,,,68742.0
,"2,250",,
,"44,230","570,000",
,"52,599","13,405",52599.0
,,"22,628",
,,"5,077",
,"79,010","79,010",570000.0
,"5,077",,13405.0
,"22,628",,22628.0
,"13,405",,5077.0
,"570,000","16,557",79010.0
,,"2,834",
,,"3,500",
,,"32,000",
,"62,000",232,16557.0
,"11,000",,2834.0
,,,3500.0
,,"11,000",32000.0
,232,"62,000",232.0
,"32,000","7,275",
,"3,500","8,507",
,"2,834","4,800",11000.0
,"16,557","9,700",62000.0
,"7,275","10,776",7275.0
,"22,000",,8507.0
,,,4800.0
,,,9700.0
,,,10776.0
,,"22,000",
,"10,776","35,773",
,"9,700","3,000",
,"4,800","5,800",
,"8,507","2,815",22000.0
,"35,773","7,365",35773.0
,,"3,720",3000.0
,,,5800.0
,"2,891","2,891",2815.0
,,,7365.0
,"3,720",,3720.0
,"7,365",,
,"2,815","12,980",2891.0
,"5,800","2,748",
,"3,000",,
,,"45,180",
,"9,897",,12980.0
,"25,000",,2748.0
,"20,962","20,962",
,,"25,000",45180.0
,,"9,897",
,"45,180","1,788",
,,,20962.0
,"2,748","2,681",25000.0
,"12,980","1,216",9897.0
,"1,788","7,567",1788.0
,853,"1,400",
,"54,000","110,778",2681.0
,"2,653","2,653",1216.0
,"110,778","54,000",7567.0
,"1,400",853,1400.0
,"7,567",,110778.0
,"1,216","7,848",2653.0
,"2,681",,54000.0
,,"250,000",853.0
,,"3,000",
,"4,300","3,435",7848.0
,"28,000",,
,"9,000","9,000",250000.0
,,"28,000",3000.0
,"3,435","4,300",3435.0
,"3,000","100,641",
,"250,000","2,875",9000.0
,,"4,641",28000.0
,"7,848","3,370",4300.0
,"100,641",449,100641.0
,"1,450","25,000",2875.0
,"2,200",767,4641.0
,,,3370.0
,767,"2,200",449.0
,"25,000","1,450",25000.0
,449,,767.0
,"3,370","90,141",
,"4,641","13,979",2200.0
,"2,875",,1450.0
,,84,
,"4,892","11,048",90141.0
,361,"22,720",13979.0
,"3,300","3,300",
,"22,720",361,84.0
,"11,048","4,892",11048.0
,84,"5,719",22720.0
,,"7,384",3300.0
,"13,979","29,379",361.0
,"90,141",,4892.0
,"5,719","3,000",5719.0
,,"14,400",7384.0
,,954,29379.0
,"8,900","8,900",
,954,,3000.0
,"14,400",,14400.0
,"3,000",980,954.0
,,"14,000",8900.0
,"29,379",,
,"7,384","31,000",
,980,"4,170",980.0
,,,14000.0
,"4,100",,
,"5,300","5,300",31000.0
,,"4,100",4170.0
,,,
,"4,170",,
,"31,000","2,188",5300.0
,,"22,000",4100.0
,"14,000","3,585",
,,870,
,"26,932","59,000",2188.0
,"27,043","8,199",22000.0
,,,3585.0
,"8,199","27,043",870.0
,"59,000","26,932",59000.0
,870,"12,000",8199.0
