03-gren-market_capitalization_2022,02-GioPonSpiz-marketcap
24658000000.0,29.183 billion usd
24622000000.0,25.826 billion usd
24610000000.0,24.506 billion usd
24567000000.0,22.771 billion usd
24526000000.0,23.338 billion usd
24533000000.0,19.433 billion usd
24511000000.0,28.829 billion usd
24428000000.0,26.512 billion usd
24424000000.0,21.220 billion usd
24398000000.0,27.409 billion usd
24376000000.0,25.536 billion usd
24373000000.0,27.396 billion usd
24341000000.0,27.873 billion usd
24315000000.0,21.322 billion usd
24311000000.0,22.917 billion usd
24268000000.0,37.073 billion usd
24240000000.0,47.028 billion usd
24206000000.0,23.545 billion usd
24169000000.0,23.175 billion usd
24170000000.0,21.487 billion usd
,
24163000000.0,25.695 billion usd
24164000000.0,21.976 billion usd
24113000000.0,35.665 billion usd
24083000000.0,32.174 billion usd
24065000000.0,25.564 billion usd
24023000000.0,25.422 billion usd
23946000000.0,19.501 billion usd
23911000000.0,29.199 billion usd
23784000000.0,21.549 billion usd
23767000000.0,22.331 billion usd
23734000000.0,23.391 billion usd
23695000000.0,30.975 billion usd
23677000000.0,22.413 billion usd
23668000000.0,23.733 billion usd
23637000000.0,24.133 billion usd
23611000000.0,21.153 billion usd
23599000000.0,25.528 billion usd
23560000000.0,22.460 billion usd
23531000000.0,27.002 billion usd
23486000000.0,21.449 billion usd
23474000000.0,27.374 billion usd
23466000000.0,25.246 billion usd
23401000000.0,25.784 billion usd
23389000000.0,24.610 billion usd
23386000000.0,23.687 billion usd
23291000000.0,17.792 billion usd
23266000000.0,29.772 billion usd
23231000000.0,31.395 billion usd
23187000000.0,23.316 billion usd
23130000000.0,23.130 billion usd
23109000000.0,18.658 billion usd
23055000000.0,27.675 billion usd
23059000000.0,26.983 billion usd
23040000000.0,23.900 billion usd
23019000000.0,24.352 billion usd
23010000000.0,26.183 billion usd
23005000000.0,24.204 billion usd
23014000000.0,23.842 billion usd
23013000000.0,19.585 billion usd
22976000000.0,22.254 billion usd
22971000000.0,23.902 billion usd
22973000000.0,23.330 billion usd
22931000000.0,19.916 billion usd
22924000000.0,20.719 billion usd
22905000000.0,22.926 billion usd
22815000000.0,23.808 billion usd
22817000000.0,22.678 billion usd
22813000000.0,21.664 billion usd
22768000000.0,18.016 billion usd
22755000000.0,23.826 billion usd
22731000000.0,22.557 billion usd
22719000000.0,21.523 billion usd
22724000000.0,18.873 billion usd
22709000000.0,22.588 billion usd
22678000000.0,23.149 billion usd
22657000000.0,24.102 billion usd
22551000000.0,28.716 billion usd
22550000000.0,23.385 billion usd
22536000000.0,22.228 billion usd
22486000000.0,19.262 billion usd
22410000000.0,21.517 billion usd
22397000000.0,20.252 billion usd
,934
22374000000.0,25.539 billion usd
22366000000.0,20.381 billion usd
22312000000.0,23.039 billion usd
22295000000.0,20.343 billion usd
22287000000.0,23.032 billion usd
,938
22269000000.0,25.471 billion usd
22265000000.0,24.417 billion usd
22199000000.0,21.668 billion usd
22174000000.0,15.725 billion usd
22157000000.0,20.190 billion usd
22122000000.0,22.495 billion usd
22112000000.0,22.152 billion usd
22103000000.0,20.639 billion usd
22068000000.0,23.799 billion usd
22066000000.0,21.894 billion usd
22056000000.0,19.432 billion usd
22016000000.0,13.967 billion usd
22006000000.0,21.516 billion usd
21997000000.0,22.714 billion usd
21978000000.0,26.348 billion usd
21976000000.0,24.892 billion usd
21966000000.0,26.936 billion usd
21969000000.0,23.594 billion usd
21946000000.0,21.333 billion usd
21934000000.0,22.027 billion usd
21906000000.0,22.304 billion usd
21892000000.0,28.349 billion usd
21872000000.0,22.331 billion usd
21792000000.0,36.283 billion usd
21777000000.0,17.787 billion usd
21726000000.0,18.759 billion usd
21721000000.0,13.639 billion usd
21705000000.0,39.647 billion usd
21702000000.0,21.175 billion usd
21641000000.0,22.834 billion usd
21557000000.0,22.890 billion usd
21559000000.0,19.763 billion usd
21550000000.0,27.111 billion usd
21491000000.0,21.053 billion usd
21464000000.0,20.814 billion usd
21404000000.0,21.460 billion usd
21357000000.0,29.380 billion usd
21337000000.0,23.273 billion usd
21334000000.0,27.173 billion usd
21309000000.0,20.493 billion usd
,978
21292000000.0,25.979 billion usd
21282000000.0,20.254 billion usd
21275000000.0,15.989 billion usd
21274000000.0,25.910 billion usd
21241000000.0,21.580 billion usd
21219000000.0,17.354 billion usd
21209000000.0,34.071 billion usd
21181000000.0,25.531 billion usd
21169000000.0,25.537 billion usd
21145000000.0,20.250 billion usd
21144000000.0,35.253 billion usd
21094000000.0,19.313 billion usd
21011000000.0,25.395 billion usd
21014000000.0,18.662 billion usd
21000000000.0,21.000 billion usd
20972000000.0,868
20958000000.0,2.553 billion usd
20908000000.0,19.115 billion usd
20896000000.0,21.828 billion usd
20883000000.0,20.538 billion usd
20881000000.0,14.549 billion usd
20815000000.0,24.558 billion usd
20800000000.0,27.700 billion usd
20759000000.0,23.567 billion usd
20741000000.0,22.656 billion usd
20709000000.0,25.626 billion usd
20643000000.0,21.071 billion usd
20612000000.0,21.647 billion usd
20605000000.0,17.639 billion usd
20589000000.0,32.158 billion usd
20583000000.0,17.522 billion usd
20540000000.0,19.547 billion usd
20510000000.0,20.530 billion usd
20514000000.0,19.513 billion usd
20497000000.0,23.095 billion usd
20503000000.0,19.922 billion usd
20496000000.0,19.483 billion usd
20464000000.0,21.848 billion usd
20438000000.0,22.415 billion usd
20426000000.0,21.930 billion usd
20418000000.0,22.404 billion usd
20414000000.0,23.822 billion usd
20401000000.0,14.585 billion usd
20378000000.0,19.828 billion usd
20374000000.0,19.419 billion usd
20280000000.0,36.607 billion usd
20222000000.0,29.230 billion usd
20210000000.0,18.099 billion usd
20214000000.0,17.931 billion usd
20190000000.0,22.197 billion usd
20171000000.0,19.822 billion usd
20155000000.0,19.459 billion usd
20163000000.0,16.937 billion usd
20123000000.0,24.352 billion usd
20062000000.0,20.371 billion usd
20036000000.0,12.581 billion usd
20033000000.0,21.196 billion usd
19993000000.0,20.006 billion usd
19984000000.0,19.338 billion usd
19971000000.0,27.582 billion usd
19941000000.0,23.469 billion usd
,"1,040"
,"1,040"
19929000000.0,25.983 billion usd
19932000000.0,20.588 billion usd
19926000000.0,16.511 billion usd
19921000000.0,23.707 billion usd
19922000000.0,16.328 billion usd
19865000000.0,23.708 billion usd
19816000000.0,19.838 billion usd
19804000000.0,18.937 billion usd
19787000000.0,19.020 billion usd
19788000000.0,17.499 billion usd
19765000000.0,22.277 billion usd
19734000000.0,21.748 billion usd
19689000000.0,21.597 billion usd
19685000000.0,18.540 billion usd
19675000000.0,22.605 billion usd
19630000000.0,22.823 billion usd
19624000000.0,17.750 billion usd
19602000000.0,22.861 billion usd
19599000000.0,20.401 billion usd
19592000000.0,27.483 billion usd
19580000000.0,23.388 billion usd
19524000000.0,17.270 billion usd
19520000000.0,17.194 billion usd
19491000000.0,21.021 billion usd
19482000000.0,21.003 billion usd
19455000000.0,35.752 billion usd
19414000000.0,21.161 billion usd
19390000000.0,19.570 billion usd
19377000000.0,19.863 billion usd
19374000000.0,16.347 billion usd
19299000000.0,16.423 billion usd
19249000000.0,19.040 billion usd
19246000000.0,16.602 billion usd
19225000000.0,19.479 billion usd
19226000000.0,18.038 billion usd
19203000000.0,21.829 billion usd
19167000000.0,21.691 billion usd
19119000000.0,22.331 billion usd
19118000000.0,19.890 billion usd
19121000000.0,18.673 billion usd
,
19112000000.0,22.715 billion usd
19111000000.0,19.287 billion usd
19103000000.0,27.862 billion usd
19104000000.0,26.686 billion usd
19100000000.0,16.094 billion usd
19087000000.0,19.838 billion usd
19081000000.0,23.468 billion usd
19050000000.0,20.439 billion usd
18978000000.0,18.785 billion usd
18942000000.0,18.469 billion usd
18926000000.0,23.485 billion usd
18903000000.0,16.148 billion usd
18871000000.0,20.287 billion usd
18854000000.0,19.096 billion usd
,
18849000000.0,19.057 billion usd
18853000000.0,18.790 billion usd
18826000000.0,29.170 billion usd
18809000000.0,22.644 billion usd
18781000000.0,19.729 billion usd
18756000000.0,21.917 billion usd
18758000000.0,17.502 billion usd
18733000000.0,23.884 billion usd
18733000000.0,17.623 billion usd
18664000000.0,23.791 billion usd
18662000000.0,17.626 billion usd
18597000000.0,23.088 billion usd
18604000000.0,19.633 billion usd
18578000000.0,20.140 billion usd
18577000000.0,17.447 billion usd
18559000000.0,16.520 billion usd
18562000000.0,16.144 billion usd
18548000000.0,21.012 billion usd
18512000000.0,20.335 billion usd
18494000000.0,21.078 billion usd
18487000000.0,19.050 billion usd
18478000000.0,17.672 billion usd
18469000000.0,16.102 billion usd
18460000000.0,19.842 billion usd
18443000000.0,19.865 billion usd
18439000000.0,16.996 billion usd
18406000000.0,17.862 billion usd
18369000000.0,19.806 billion usd
18369000000.0,19.390 billion usd
18269000000.0,16.339 billion usd
18235000000.0,14.064 billion usd
,
,
18227000000.0,25.058 billion usd
18226000000.0,16.361 billion usd
18222000000.0,19.207 billion usd
18192000000.0,18.413 billion usd
18187000000.0,17.636 billion usd
18180000000.0,23.011 billion usd
18167000000.0,18.318 billion usd
18162000000.0,18.639 billion usd
18162000000.0,16.935 billion usd
18128000000.0,19.509 billion usd
18132000000.0,19.165 billion usd
18115000000.0,18.582 billion usd
18102000000.0,17.879 billion usd
18063000000.0,14.437 billion usd
17998000000.0,16.131 billion usd
,
17999000000.0,14.480 billion usd
17973000000.0,16.689 billion usd
17961000000.0,18.440 billion usd
17956000000.0,16.857 billion usd
17928000000.0,18.296 billion usd
17925000000.0,17.235 billion usd
17918000000.0,23.533 billion usd
17908000000.0,26.724 billion usd
17878000000.0,19.424 billion usd
17884000000.0,16.291 billion usd
17862000000.0,20.342 billion usd
17826000000.0,17.692 billion usd
17822000000.0,15.936 billion usd
17767000000.0,16.973 billion usd
17760000000.0,17.587 billion usd
17749000000.0,14.560 billion usd
17716000000.0,24.239 billion usd
17701000000.0,18.349 billion usd
17688000000.0,13.117 billion usd
17677000000.0,20.188 billion usd
,
17655000000.0,18.681 billion usd
17643000000.0,16.313 billion usd
17589000000.0,17.314 billion usd
17528000000.0,19.124 billion usd
17531000000.0,12.360 billion usd
17533000000.0,"15,331"
17486000000.0,18.593 billion usd
17488000000.0,15.984 billion usd
17474000000.0,16.687 billion usd
17433000000.0,15.974 billion usd
17412000000.0,25.399 billion usd
17403000000.0,16.277 billion usd
17400000000.0,16.269 billion usd
17394000000.0,14.876 billion usd
17372000000.0,20.300 billion usd
17331000000.0,17.630 billion usd
17301000000.0,19.942 billion usd
17302000000.0,17.024 billion usd
17292000000.0,23.467 billion usd
17291000000.0,19.073 billion usd
17247000000.0,20.511 billion usd
17248000000.0,16.288 billion usd
17224000000.0,16.623 billion usd
17206000000.0,17.478 billion usd
17210000000.0,16.709 billion usd
17177000000.0,22.658 billion usd
17171000000.0,18.240 billion usd
17150000000.0,17.434 billion usd
17131000000.0,16.206 billion usd
17104000000.0,16.420 billion usd
17079000000.0,17.784 billion usd
,14.985 billion usd
,"1,859"
17066000000.0,17.498 billion usd
17056000000.0,15.182 billion usd
17050000000.0,21.276 billion usd
17050000000.0,20.898 billion usd
17021000000.0,11.991 billion usd
16985000000.0,15.484 billion usd
16921000000.0,20.398 billion usd
16924000000.0,19.983 billion usd
16923000000.0,15.696 billion usd
16912000000.0,18.024 billion usd
16886000000.0,14.605 billion usd
16882000000.0,18.411 billion usd
16869000000.0,17.081 billion usd
16871000000.0,16.181 billion usd
16841000000.0,19.616 billion usd
16844000000.0,12.903 billion usd
16830000000.0,15.526 billion usd
16820000000.0,15.713 billion usd
16817000000.0,14.005 billion usd
16802000000.0,19.650 billion usd
16785000000.0,17.327 billion usd
16774000000.0,15.208 billion usd
16732000000.0,23.302 billion usd
16701000000.0,14.457 billion usd
16677000000.0,17.508 billion usd
16683000000.0,13.410 billion usd
16670000000.0,15.909 billion usd
16663000000.0,15.699 billion usd
16651000000.0,13.758 billion usd
16625000000.0,17.858 billion usd
16626000000.0,16.207 billion usd
16614000000.0,14.346 billion usd
16587000000.0,22.369 billion usd
16577000000.0,19.152 billion usd
16583000000.0,7.193 billion usd
16574000000.0,19.226 billion usd
16562000000.0,18.767 billion usd
16555000000.0,15.936 billion usd
16554000000.0,15.266 billion usd
16541000000.0,17.121 billion usd
16523000000.0,22.116 billion usd
16505000000.0,17.148 billion usd
16512000000.0,9.465 billion usd
16501000000.0,17.885 billion usd
16470000000.0,19.628 billion usd
16464000000.0,17.190 billion usd
16457000000.0,15.422 billion usd
16447000000.0,13.870 billion usd
16442000000.0,16.389 billion usd
16420000000.0,15.311 billion usd
16401000000.0,15.652 billion usd
16384000000.0,25.087 billion usd
16371000000.0,15.008 billion usd
16319000000.0,19.506 billion usd
16308000000.0,17.080 billion usd
16300000000.0,16.400 billion usd
16291000000.0,15.040 billion usd
16290000000.0,14.430 billion usd
16278000000.0,16.172 billion usd
16263000000.0,15.607 billion usd
16187000000.0,12.038 billion usd
16184000000.0,15.641 billion usd
16167000000.0,16.892 billion usd
16153000000.0,14.665 billion usd
16136000000.0,16.360 billion usd
16125000000.0,19.574 billion usd
16128000000.0,17.093 billion usd
16116000000.0,24.088 billion usd
16116000000.0,18.455 billion usd
16117000000.0,15.095 billion usd
16105000000.0,23.084 billion usd
16111000000.0,20.936 billion usd
16110000000.0,15.011 billion usd
16096000000.0,12.403 billion usd
16053000000.0,19.334 billion usd
16041000000.0,19.763 billion usd
16025000000.0,21.528 billion usd
16014000000.0,18.860 billion usd
16011000000.0,17.472 billion usd
16011000000.0,12.856 billion usd
16000000000.0,14.988 billion usd
15961000000.0,15.580 billion usd
15933000000.0,21.354 billion usd
15920000000.0,16.410 billion usd
15890000000.0,12.082 billion usd
15869000000.0,16.683 billion usd
15866000000.0,13.647 billion usd
15866000000.0,
15860000000.0,18.453 billion usd
15857000000.0,18.271 billion usd
15834000000.0,28.676 billion usd
15818000000.0,15.055 billion usd
15808000000.0,16.905 billion usd
15795000000.0,16.178 billion usd
15800000000.0,15.800 billion usd
15804000000.0,14.076 billion usd
15775000000.0,18.562 billion usd
15775000000.0,15.782 billion usd
15762000000.0,14.756 billion usd
15688000000.0,16.950 billion usd
15685000000.0,16.323 billion usd
15667000000.0,18.508 billion usd
15666000000.0,15.224 billion usd
15647000000.0,16.141 billion usd
15611000000.0,15.464 billion usd
15584000000.0,15.684 billion usd
15562000000.0,14.977 billion usd
15562000000.0,14.569 billion usd
15541000000.0,18.101 billion usd
15532000000.0,22.410 billion usd
15534000000.0,13.401 billion usd
15522000000.0,27.198 billion usd
15524000000.0,20.776 billion usd
15491000000.0,24.726 billion usd
15489000000.0,15.695 billion usd
15481000000.0,15.439 billion usd
15468000000.0,15.440 billion usd
15438000000.0,17.865 billion usd
15438000000.0,15.324 billion usd
15428000000.0,22.278 billion usd
15424000000.0,15.589 billion usd
15419000000.0,14.374 billion usd
15408000000.0,19.539 billion usd
15411000000.0,14.625 billion usd
15397000000.0,21.697 billion usd
15401000000.0,15.906 billion usd
15319000000.0,15.051 billion usd
15311000000.0,16.058 billion usd
15302000000.0,15.643 billion usd
15284000000.0,15.245 billion usd
15281000000.0,14.693 billion usd
15270000000.0,15.213 billion usd
15257000000.0,13.306 billion usd
15251000000.0,21.300 billion usd
15248000000.0,16.483 billion usd
15249000000.0,10.941 billion usd
15241000000.0,16.376 billion usd
15215000000.0,17.317 billion usd
15203000000.0,14.207 billion usd
15187000000.0,16.503 billion usd
15186000000.0,15.391 billion usd
15166000000.0,13.804 billion usd
15154000000.0,13.932 billion usd
15139000000.0,15.718 billion usd
15135000000.0,14.839 billion usd
15130000000.0,15.104 billion usd
15100000000.0,15.075 billion usd
15095000000.0,12.565 billion usd
15075000000.0,14.689 billion usd
15063000000.0,16.031 billion usd
15059000000.0,13.348 billion usd
15058000000.0,11.042 billion usd
15045000000.0,17.294 billion usd
15042000000.0,15.698 billion usd
15026000000.0,14.834 billion usd
