00-avengers-total_liabilities_in_usd
""
"40,945 million usd"
726 million usd
"6,029 million usd"
""
"3,405 million usd"
151 million usd
"1,753 million usd"
"2,649 million usd"
"1,653 million usd"
40 million usd
"1,473 million usd"
597 million usd
"3,853 million usd"
"2,481 million usd"
"4,108 million usd"
""
""
""
"1,169 million usd"
536 million usd
"3,881 million usd"
"6,615 million usd"
"5,298 million usd"
771 million usd
""
590 million usd
"1,655 million usd"
"7,069 million usd"
"12,112 million usd"
""
326 million usd
868 million usd
407 million usd
"1,906 million usd"
125 million usd
""
""
"1,244 million usd"
181 million usd
3 million usd
706 million usd
""
164 million usd
"1,838 million usd"
56 million usd
675 million usd
"2,219 million usd"
"7,713 million usd"
318 million usd
"1,956 million usd"
"1,067 million usd"
684 million usd
86 million usd
""
"10,838 million usd"
"35,996 million usd"
"2,070 million usd"
""
"2,607 million usd"
976 million usd
917 million usd
"3,254 million usd"
"7,154 million usd"
"3,607 million usd"
"30,944 million usd"
"55,807 million usd"
""
"1,452 million usd"
388 million usd
"38,686 million usd"
"12,707 million usd"
"1,624 million usd"
446 million usd
""
287 million usd
177 million usd
"3,105 million usd"
"4,718 million usd"
"4,632 million usd"
270 million usd
""
"1,561 million usd"
"78,163 million usd"
"1,806 million usd"
"3,025 million usd"
"17,354 million usd"
"1,664 million usd"
"3,460 million usd"
"1,388 million usd"
"2,169 million usd"
"10,746 million usd"
"3,452 million usd"
282 million usd
"2,911 million usd"
328 million usd
"3,080 million usd"
658 million usd
"13,802 million usd"
""
102 million usd
""
"1,799 million usd"
"38,061 million usd"
390 million usd
"2,791 million usd"
"1,282 million usd"
"14,882 million usd"
845 million usd
""
864 million usd
767 million usd
839 million usd
673 million usd
"2,480 million usd"
898 million usd
"6,505 million usd"
""
524 million usd
"4,400 million usd"
600 million usd
"1,697 million usd"
197 million usd
"1,901 million usd"
""
"6,617 million usd"
""
"8,925 million usd"
"3,732 million usd"
""
"5,661 million usd"
"1,375 million usd"
""
"1,019 million usd"
819 million usd
37 million usd
"1,276 million usd"
75 million usd
"2,063 million usd"
""
585 million usd
""
123 million usd
""
19 million usd
"6,936 million usd"
""
"26,761 million usd"
931 million usd
""
0 million usd
"5,873 million usd"
"3,704 million usd"
""
""
37 million usd
"1,530 million usd"
1 million usd
554 million usd
"2,479 million usd"
"143,000 million usd"
"1,246 million usd"
""
617 million usd
"3,705 million usd"
""
775 million usd
"67,256 million usd"
833 million usd
466 million usd
180 million usd
"18,201 million usd"
"8,841 million usd"
""
"1,964 million usd"
19 million usd
""
"46,314 million usd"
""
"43,398 million usd"
815 million usd
412 million usd
"2,999 million usd"
560 million usd
130 million usd
706 million usd
"4,698 million usd"
"4,404 million usd"
497 million usd
"3,079 million usd"
152 million usd
"9,029 million usd"
776 million usd
"1,921 million usd"
584 million usd
""
""
714 million usd
"1,164 million usd"
"2,436 million usd"
""
847 million usd
276 million usd
560 million usd
"1,686 million usd"
"2,410 million usd"
"2,772 million usd"
""
""
"2,845 million usd"
"2,093 million usd"
141 million usd
"11,296 million usd"
871 million usd
964 million usd
949 million usd
"5,800 million usd"
"3,708 million usd"
"1,839 million usd"
""
"1,582 million usd"
""
370 million usd
"2,619 million usd"
"2,853 million usd"
200 million usd
"3,414 million usd"
""
183 million usd
"5,097 million usd"
"4,779 million usd"
"1,964 million usd"
265 million usd
""
"2,121 million usd"
""
"14,412 million usd"
""
"13,377 million usd"
"4,575 million usd"
669 million usd
""
"1,091 million usd"
"5,923 million usd"
""
554 million usd
"1,028 million usd"
""
362 million usd
"1,579 million usd"
"8,900 million usd"
"2,455 million usd"
642 million usd
"1,824 million usd"
"9,387 million usd"
""
"1,661 million usd"
260 million usd
"2,479 million usd"
"1,746 million usd"
""
"5,101 million usd"
"7,596 million usd"
"3,771 million usd"
"21,004 million usd"
"1,072 million usd"
229 million usd
680 million usd
"4,871 million usd"
163 million usd
597 million usd
"2,893 million usd"
"8,829 million usd"
"1,102 million usd"
"1,220 million usd"
""
825 million usd
""
37 million usd
"5,408 million usd"
1 million usd
""
"1,676 million usd"
"1,027 million usd"
""
""
"2,186 million usd"
"3,333 million usd"
"12,326 million usd"
382 million usd
40 million usd
"9,605 million usd"
""
99 million usd
235 million usd
698 million usd
"4,243 million usd"
"2,123 million usd"
47 million usd
""
102 million usd
"23,083 million usd"
"16,166 million usd"
"2,179 million usd"
"1,221 million usd"
""
""
"1,277 million usd"
"283,870 million usd"
""
132 million usd
"1,913 million usd"
"2,026 million usd"
"3,183 million usd"
792 million usd
898 million usd
""
"5,319 million usd"
"20,723 million usd"
"2,029 million usd"
"4,301 million usd"
"30,644 million usd"
321 million usd
"1,343 million usd"
"7,965 million usd"
"3,203 million usd"
124 million usd
"32,807 million usd"
295 million usd
"1,344 million usd"
289 million usd
100 million usd
""
765 million usd
""
622 million usd
451 million usd
"2,195 million usd"
""
698 million usd
""
"2,030 million usd"
"4,408 million usd"
812 million usd
859 million usd
""
103 million usd
"1,938 million usd"
"1,384 million usd"
""
"7,424 million usd"
"2,827 million usd"
"21,588 million usd"
225 million usd
"2,975 million usd"
233 million usd
610 million usd
"2,737 million usd"
783 million usd
130 million usd
""
887 million usd
162 million usd
"2,624 million usd"
"1,048 million usd"
110 million usd
"2,827 million usd"
"2,935 million usd"
682 million usd
33 million usd
"25,844 million usd"
""
0 million usd
""
"1,795 million usd"
0 million usd
""
100 million usd
"5,581 million usd"
"38,309 million usd"
254 million usd
"34,851 million usd"
859 million usd
""
""
""
""
"2,905 million usd"
"5,763 million usd"
"71,149 million usd"
""
141 million usd
396 million usd
205 million usd
350 million usd
"10,631 million usd"
"1,806 million usd"
"9,372 million usd"
"37,806 million usd"
"4,520 million usd"
194 million usd
""
"4,222 million usd"
156 million usd
""
"120,470 million usd"
""
869 million usd
"13,737 million usd"
281 million usd
""
"1,698 million usd"
127 million usd
146 million usd
117 million usd
"6,072 million usd"
"3,089 million usd"
"1,099 million usd"
577 million usd
945 million usd
"1,453 million usd"
""
"2,091 million usd"
"5,023 million usd"
864 million usd
"12,556 million usd"
"2,150 million usd"
154 million usd
"1,778 million usd"
54 million usd
"4,697 million usd"
"1,941 million usd"
67 million usd
214 million usd
859 million usd
"2,451 million usd"
236 million usd
"1,061 million usd"
16 million usd
"3,369 million usd"
369 million usd
"6,231 million usd"
"2,724 million usd"
115 million usd
970 million usd
"1,291 million usd"
131 million usd
"1,277 million usd"
""
""
""
"18,356 million usd"
"2,889 million usd"
""
143 million usd
"1,346 million usd"
"3,739 million usd"
"1,277 million usd"
"12,655 million usd"
"1,888 million usd"
"1,562 million usd"
"3,195 million usd"
""
"9,978 million usd"
372 million usd
678 million usd
"14,800 million usd"
""
239 million usd
"2,045 million usd"
487 million usd
"14,684 million usd"
"1,747 million usd"
428 million usd
332 million usd
"1,764 million usd"
"40,785 million usd"
""
"4,345 million usd"
"1,436 million usd"
"3,547 million usd"
""
"3,603 million usd"
504 million usd
994 million usd
"5,092 million usd"
"1,318 million usd"
0 million usd
"11,591 million usd"
"63,431 million usd"
"1,331 million usd"
"1,323 million usd"
"5,794 million usd"
"2,727 million usd"
625 million usd
""
301 million usd
""
426 million usd
"6,395 million usd"
""
"4,587 million usd"
585 million usd
"3,903 million usd"
""
"1,833 million usd"
"5,001 million usd"
"2,274 million usd"
"1,096 million usd"
365 million usd
212 million usd
"7,801 million usd"
"1,499 million usd"
"3,722 million usd"
"2,403 million usd"
163 million usd
794 million usd
"1,567 million usd"
255 million usd
"4,164 million usd"
950 million usd
868 million usd
109 million usd
2 million usd
""
248 million usd
452 million usd
591 million usd
""
""
195 million usd
""
""
"17,685 million usd"
456 million usd
116 million usd
""
"7,206 million usd"
681 million usd
257 million usd
30 million usd
270 million usd
""
""
"6,011 million usd"
""
50 million usd
"2,138 million usd"
""
0 million usd
""
"1,305 million usd"
"4,750 million usd"
991 million usd
"1,482 million usd"
118 million usd
""
"25,982 million usd"
"14,609 million usd"
"3,170 million usd"
"3,409 million usd"
406 million usd
""
"1,055 million usd"
"2,098 million usd"
754 million usd
"2,462 million usd"
0 million usd
539 million usd
"1,724 million usd"
253 million usd
"1,991 million usd"
""
""
"4,180 million usd"
""
"3,047 million usd"
""
322 million usd
""
502 million usd
"1,252 million usd"
5 million usd
991 million usd
"17,780 million usd"
912 million usd
983 million usd
109 million usd
"2,033 million usd"
"22,765 million usd"
441 million usd
538 million usd
"4,178 million usd"
""
""
873 million usd
"3,011 million usd"
""
218 million usd
"3,434,800 million usd"
"1,795 million usd"
"4,783 million usd"
"1,048 million usd"
400 million usd
""
42 million usd
"1,220 million usd"
"4,651 million usd"
375 million usd
218 million usd
"1,827 million usd"
681 million usd
135 million usd
213 million usd
"1,074 million usd"
"3,952 million usd"
204 million usd
"3,539 million usd"
236 million usd
"2,427 million usd"
"1,358 million usd"
75 million usd
144 million usd
143 million usd
""
"1,359 million usd"
744 million usd
"1,110 million usd"
"12,472 million usd"
"4,033 million usd"
"4,314 million usd"
""
""
"2,265 million usd"
295 million usd
63 million usd
"4,187 million usd"
"47,505 million usd"
260 million usd
"2,143 million usd"
"1,070 million usd"
187 million usd
174 million usd
96 million usd
227 million usd
"1,936 million usd"
"1,300 million usd"
"1,271 million usd"
"1,660 million usd"
"13,991 million usd"
223 million usd
"36,483 million usd"
"1,377 million usd"
"1,819 million usd"
217 million usd
""
217 million usd
0 million usd
99 million usd
"1,776 million usd"
""
31 million usd
""
67 million usd
""
""
92 million usd
677 million usd
""
"5,256 million usd"
573 million usd
"7,580 million usd"
305 million usd
993 million usd
"1,344 million usd"
"1,150 million usd"
"1,227 million usd"
"11,101 million usd"
""
"2,843 million usd"
"5,160 million usd"
957 million usd
0 million usd
"4,641 million usd"
""
0 million usd
""
"1,528 million usd"
"7,792 million usd"
"4,332 million usd"
230 million usd
549 million usd
""
""
"2,090 million usd"
""
68 million usd
634 million usd
"9,096 million usd"
""
0 million usd
704 million usd
"8,831 million usd"
""
585 million usd
"1,619 million usd"
928 million usd
"1,238 million usd"
""
""
""
""
842 million usd
"32,950 million usd"
"47,321 million usd"
"45,543 million usd"
"3,884 million usd"
"1,993 million usd"
750 million usd
"23,376 million usd"
"2,148 million usd"
"2,328 million usd"
""
"2,582 million usd"
"3,787 million usd"
"3,298 million usd"
"1,352 million usd"
679 million usd
"1,836 million usd"
925 million usd
770 million usd
984 million usd
"1,648 million usd"
""
"1,340 million usd"
""
"1,147 million usd"
213 million usd
"8,774 million usd"
""
0 million usd
"3,091 million usd"
"3,491 million usd"
"4,601 million usd"
""
""
321 million usd
"1,929 million usd"
107 million usd
145 million usd
127 million usd
191 million usd
304 million usd
336 million usd
409 million usd
"2,390 million usd"
"6,343 million usd"
"1,274 million usd"
12 million usd
"1,377 million usd"
198 million usd
""
324 million usd
"1,433 million usd"
"8,348 million usd"
34 million usd
"6,837 million usd"
""
"1,750 million usd"
"2,251 million usd"
"3,598 million usd"
"2,376 million usd"
""
"1,525 million usd"
"1,439 million usd"
"1,798 million usd"
"1,543 million usd"
"1,005 million usd"
"1,894 million usd"
"1,993 million usd"
439 million usd
299 million usd
919 million usd
77 million usd
""
278 million usd
""
""
"5,615 million usd"
"5,875 million usd"
""
""
148 million usd
""
93 million usd
439 million usd
"1,107 million usd"
135 million usd
159 million usd
"1,183 million usd"
""
"2,045 million usd"
"5,324 million usd"
"3,092 million usd"
759 million usd
191 million usd
57 million usd
139 million usd
""
472 million usd
"3,633 million usd"
317 million usd
"26,035 million usd"
381 million usd
582 million usd
"6,425 million usd"
61 million usd
847 million usd
"8,358 million usd"
""
"28,781 million usd"
""
"2,380 million usd"
""
155 million usd
706 million usd
"23,859 million usd"
""
713 million usd
"3,807 million usd"
"1,497 million usd"
""
"1,171 million usd"
359 million usd
"4,907 million usd"
252 million usd
65 million usd
975 million usd
"9,052 million usd"
"1,915 million usd"
473 million usd
""
"7,133 million usd"
136 million usd
"1,211 million usd"
""
487 million usd
609 million usd
""
"2,163 million usd"
""
""
""
52 million usd
"3,704 million usd"
""
513 million usd
"1,258 million usd"
0 million usd
"39,450 million usd"
""
""
"3,524 million usd"
860 million usd
"1,490 million usd"
260 million usd
""
109 million usd
""
""
342 million usd
"1,193 million usd"
"2,155 million usd"
566 million usd
"5,281 million usd"
313 million usd
378 million usd
"9,329 million usd"
260 million usd
""
942 million usd
""
142 million usd
711 million usd
""
""
""
275 million usd
""
195 million usd
""
"3,044 million usd"
"1,265 million usd"
0 million usd
235 million usd
"2,399 million usd"
"7,767 million usd"
"3,513 million usd"
399 million usd
""
"2,920 million usd"
""
184 million usd
115 million usd
"2,616 million usd"
140 million usd
636 million usd
""
"14,070 million usd"
100 million usd
"1,234 million usd"
"1,001 million usd"
96 million usd
"3,362 million usd"
""
"1,377 million usd"
"1,084 million usd"
575 million usd
"1,281 million usd"
"7,730 million usd"
417 million usd
""
""
""
883 million usd
""
206 million usd
"6,826 million usd"
538 million usd
"1,834 million usd"
"1,969 million usd"
155 million usd
""
245 million usd
438 million usd
227 million usd
"13,540 million usd"
"1,899 million usd"
""
152 million usd
560 million usd
""
""
""
"1,615 million usd"
"3,361 million usd"
"1,272 million usd"
"8,376 million usd"
"2,340 million usd"
440 million usd
"1,340 million usd"
152 million usd
"27,236 million usd"
""
""
"1,832 million usd"
""
"25,870 million usd"
""
""
440 million usd
""
772 million usd
"2,417 million usd"
144 million usd
""
"2,414 million usd"
"2,844 million usd"
"5,038 million usd"
""
"1,375 million usd"
""
49 million usd
249 million usd
"25,370 million usd"
"2,144 million usd"
154 million usd
""
""
"35,986 million usd"
"1,176 million usd"
404 million usd
"12,334 million usd"
566 million usd
736 million usd
"1,148 million usd"
119 million usd
""
""
"18,208 million usd"
"8,233 million usd"
476 million usd
"14,445 million usd"
744 million usd
"41,376 million usd"
"5,612 million usd"
814 million usd
"2,751 million usd"
294 million usd
592 million usd
"42,100 million usd"
"5,420 million usd"
"1,163 million usd"
""
""
321 million usd
""
"1,335 million usd"
"1,219 million usd"
236 million usd
""
400 million usd
511 million usd
""
632 million usd
470 million usd
0 million usd
91 million usd
74 million usd
111 million usd
"2,939 million usd"
72 million usd
"14,233 million usd"
"3,584 million usd"
911 million usd
727 million usd
""
"2,529 million usd"
"1,732 million usd"
636 million usd
22 million usd
"169,050 million usd"
"2,325 million usd"
""
"1,555 million usd"
"85,927 million usd"
"7,566 million usd"
793 million usd
35 million usd
100 million usd
""
""
""
119 million usd
598 million usd
""
81 million usd
"2,989 million usd"
""
""
"1,353 million usd"
35 million usd
"4,318 million usd"
"1,795 million usd"
"1,830 million usd"
173 million usd
"2,099 million usd"
480 million usd
"2,514 million usd"
837 million usd
""
100 million usd
"1,703 million usd"
96 million usd
468 million usd
"1,651 million usd"
370 million usd
"4,087 million usd"
"4,073 million usd"
440 million usd
148 million usd
86 million usd
864 million usd
"1,012 million usd"
""
"1,577 million usd"
"4,589 million usd"
""
774 million usd
""
""
"17,524 million usd"
816 million usd
"1,865 million usd"
698 million usd
"5,429 million usd"
"2,543 million usd"
""
""
"1,535 million usd"
"6,062 million usd"
138 million usd
437 million usd
"1,669 million usd"
417 million usd
"1,069 million usd"
529 million usd
982 million usd
"1,023 million usd"
"1,778 million usd"
""
"3,370 million usd"
760 million usd
281 million usd
49 million usd
"5,190 million usd"
""
81 million usd
""
""
492 million usd
"11,071 million usd"
185 million usd
""
677 million usd
"2,722 million usd"
""
"88,312 million usd"
"3,599 million usd"
"5,602 million usd"
452 million usd
45 million usd
"1,584 million usd"
"15,339 million usd"
105 million usd
"1,868 million usd"
"9,663 million usd"
"2,570 million usd"
""
22 million usd
"1,016 million usd"
461 million usd
""
"8,449 million usd"
"1,448 million usd"
"2,039 million usd"
"1,668 million usd"
""
""
"1,134 million usd"
""
""
"2,080 million usd"
94 million usd
""
276 million usd
"1,585 million usd"
"3,912 million usd"
380 million usd
706 million usd
"10,721 million usd"
""
"1,826 million usd"
629 million usd
"1,263 million usd"
390 million usd
"1,293 million usd"
""
"2,032 million usd"
"3,157 million usd"
"2,864 million usd"
557 million usd
831 million usd
"2,119 million usd"
109 million usd
""
"1,484 million usd"
"102,720 million usd"
524 million usd
522 million usd
"1,058 million usd"
"63,631 million usd"
""
""
""
"1,045 million usd"
""
""
"11,928 million usd"
"60,703 million usd"
""
""
""
"2,896 million usd"
790 million usd
""
"4,930 million usd"
595 million usd
433 million usd
214 million usd
"8,145 million usd"
0 million usd
248 million usd
80 million usd
"1,989 million usd"
935 million usd
850 million usd
"2,817 million usd"
390 million usd
765 million usd
976 million usd
"2,237 million usd"
"3,285 million usd"
43 million usd
416 million usd
"1,560 million usd"
407 million usd
"2,952 million usd"
685 million usd
""
""
""
"2,499 million usd"
996 million usd
294 million usd
"5,667 million usd"
""
"1,581 million usd"
"1,533 million usd"
"17,092 million usd"
"39,485 million usd"
"1,569 million usd"
""
""
""
199 million usd
"3,555 million usd"
"1,992 million usd"
"5,733 million usd"
"6,287 million usd"
"20,957 million usd"
"1,383 million usd"
"4,591 million usd"
105 million usd
827 million usd
"17,092 million usd"
""
"1,779 million usd"
"14,600 million usd"
"7,842 million usd"
"1,228 million usd"
""
559 million usd
""
668 million usd
"64,100 million usd"
"4,524 million usd"
69 million usd
106 million usd
"3,733 million usd"
219 million usd
393 million usd
"1,956 million usd"
"4,050 million usd"
336 million usd
687 million usd
"1,902 million usd"
""
801 million usd
""
458 million usd
""
725 million usd
"3,398 million usd"
"1,431 million usd"
""
"8,279 million usd"
755 million usd
488 million usd
255 million usd
"2,504 million usd"
462 million usd
471 million usd
""
855 million usd
202 million usd
"1,980 million usd"
"2,054 million usd"
"12,360 million usd"
86 million usd
""
94 million usd
"1,267 million usd"
"1,195 million usd"
""
"8,370 million usd"
"1,650 million usd"
""
65 million usd
"1,302 million usd"
"1,840 million usd"
"3,847 million usd"
""
""
""
795 million usd
"7,966 million usd"
291 million usd
""
246 million usd
"11,165 million usd"
104 million usd
"15,114 million usd"
"1,576 million usd"
"2,534 million usd"
"3,699 million usd"
""
""
"3,050 million usd"
63 million usd
"6,693 million usd"
973 million usd
"1,080 million usd"
""
"1,003 million usd"
""
""
"1,070 million usd"
497 million usd
""
""
"18,082 million usd"
"1,629 million usd"
""
134 million usd
435 million usd
""
""
"6,373 million usd"
""
""
"3,105 million usd"
""
47 million usd
"30,981 million usd"
""
188 million usd
""
"1,127 million usd"
442 million usd
""
941 million usd
708 million usd
"8,542 million usd"
""
"11,188 million usd"
"2,620 million usd"
666 million usd
"1,369 million usd"
"1,299 million usd"
"1,532 million usd"
"1,849 million usd"
"3,066 million usd"
"6,348 million usd"
"3,948 million usd"
""
278 million usd
"213,110 million usd"
""
"4,662 million usd"
""
""
"2,908 million usd"
""
"15,854 million usd"
238 million usd
678 million usd
"2,613 million usd"
"14,311 million usd"
796 million usd
"2,969 million usd"
993 million usd
""
""
"39,420 million usd"
823 million usd
""
127 million usd
"2,263 million usd"
625 million usd
""
""
""
"78,747 million usd"
""
""
""
""
573 million usd
""
"4,000 million usd"
"4,793 million usd"
"18,211 million usd"
""
""
""
24 million usd
""
"59,510 million usd"
""
"2,067 million usd"
""
"1,883 million usd"
462 million usd
""
""
847 million usd
"1,017 million usd"
931 million usd
"2,274 million usd"
""
"1,163 million usd"
"3,036 million usd"
""
"1,405 million usd"
"2,197 million usd"
"83,661 million usd"
""
367 million usd
""
""
"1,827 million usd"
574 million usd
""
466 million usd
65 million usd
221 million usd
""
60 million usd
""
"3,844 million usd"
"3,060 million usd"
""
286 million usd
"1,930 million usd"
"2,297 million usd"
"5,214 million usd"
122 million usd
98 million usd
"1,498 million usd"
272 million usd
""
""
452 million usd
179 million usd
""
100 million usd
287 million usd
"10,862 million usd"
"1,552 million usd"
"1,286 million usd"
243 million usd
"1,001 million usd"
"1,389 million usd"
""
"26,579 million usd"
"3,691 million usd"
"6,895 million usd"
731 million usd
"4,532 million usd"
"1,006 million usd"
"1,953 million usd"
"2,552 million usd"
"6,121 million usd"
145 million usd
161 million usd
""
30 million usd
49 million usd
5 million usd
"3,150 million usd"
""
""
114 million usd
245 million usd
"2,586 million usd"
""
"1,802 million usd"
"2,772 million usd"
""
"4,818 million usd"
""
"6,097 million usd"
"1,686 million usd"
"1,261 million usd"
""
65 million usd
""
43 million usd
""
""
"6,727 million usd"
""
"3,041 million usd"
236 million usd
""
""
"15,801 million usd"
"1,444 million usd"
"1,694 million usd"
"3,626 million usd"
"3,347 million usd"
29 million usd
875 million usd
"1,419 million usd"
""
""
"46,008 million usd"
413 million usd
"1,012 million usd"
155 million usd
""
227 million usd
""
585 million usd
54 million usd
"5,417 million usd"
""
"5,321 million usd"
"2,322 million usd"
"1,341 million usd"
""
"1,636 million usd"
92 million usd
839 million usd
""
""
""
29 million usd
"5,852 million usd"
""
"4,039 million usd"
""
112 million usd
194 million usd
""
951 million usd
646 million usd
"4,256 million usd"
636 million usd
95 million usd
843 million usd
"3,427 million usd"
"2,734 million usd"
862 million usd
""
"2,457 million usd"
""
""
42 million usd
""
"1,240 million usd"
"1,036 million usd"
"1,649 million usd"
"1,991 million usd"
"35,069 million usd"
57 million usd
889 million usd
742 million usd
"3,657 million usd"
966 million usd
""
""
"1,458 million usd"
""
840 million usd
""
67 million usd
671 million usd
""
""
965 million usd
302 million usd
""
""
270 million usd
"1,518 million usd"
389 million usd
283 million usd
""
680 million usd
695 million usd
536 million usd
""
177 million usd
495 million usd
"4,858 million usd"
139 million usd
""
""
118 million usd
726 million usd
""
61 million usd
""
380 million usd
""
126 million usd
"1,831 million usd"
""
358 million usd
""
""
""
"8,442 million usd"
""
663 million usd
415 million usd
69 million usd
277 million usd
630 million usd
""
""
936 million usd
"16,179 million usd"
"1,006 million usd"
"23,435 million usd"
100 million usd
"8,283 million usd"
"1,247 million usd"
619 million usd
""
"1,348 million usd"
95 million usd
""
""
""
81 million usd
""
""
"2,334 million usd"
725 million usd
"2,369 million usd"
424 million usd
"13,546 million usd"
""
"1,944 million usd"
""
396 million usd
37 million usd
"3,479 million usd"
313 million usd
""
""
""
48 million usd
"5,896 million usd"
"1,657 million usd"
"8,582 million usd"
383 million usd
884 million usd
"18,793 million usd"
""
715 million usd
"3,898 million usd"
"4,896 million usd"
""
"1,324 million usd"
"6,596 million usd"
"1,034 million usd"
"1,345 million usd"
"32,063 million usd"
839 million usd
"8,005 million usd"
253 million usd
91 million usd
"1,025 million usd"
"1,488 million usd"
""
""
"1,684 million usd"
168 million usd
"3,072 million usd"
"1,707 million usd"
""
"3,450 million usd"
"1,129 million usd"
493 million usd
"1,618 million usd"
"2,467 million usd"
312 million usd
573 million usd
143 million usd
350 million usd
""
""
""
"1,506 million usd"
""
"1,337 million usd"
""
""
"2,566 million usd"
""
"1,395 million usd"
""
""
"1,393 million usd"
"1,001 million usd"
"5,904 million usd"
88 million usd
""
"4,148 million usd"
683 million usd
"2,591 million usd"
"1,525 million usd"
"1,037 million usd"
""
""
"5,113 million usd"
"2,049 million usd"
"26,303 million usd"
""
""
"2,212 million usd"
"2,301 million usd"
"10,496 million usd"
"33,052 million usd"
"1,674 million usd"
"1,283 million usd"
"38,080 million usd"
"3,136 million usd"
""
259 million usd
""
"12,084 million usd"
"1,039 million usd"
"2,003 million usd"
369 million usd
""
"1,289 million usd"
275 million usd
""
345 million usd
801 million usd
467 million usd
"9,370 million usd"
""
""
"1,587 million usd"
""
""
54 million usd
"2,222 million usd"
"13,679 million usd"
951 million usd
"2,014 million usd"
""
257 million usd
""
"1,565 million usd"
"13,815 million usd"
352 million usd
662 million usd
""
"3,480 million usd"
270 million usd
"1,384 million usd"
""
"1,238 million usd"
""
"1,897 million usd"
""
119 million usd
""
""
923 million usd
""
807 million usd
""
"1,832 million usd"
"5,441 million usd"
""
337 million usd
""
"1,046 million usd"
""
"8,701 million usd"
238 million usd
467 million usd
"2,807 million usd"
"1,234 million usd"
"112,330 million usd"
497 million usd
""
261 million usd
32 million usd
""
""
40 million usd
"14,357 million usd"
""
"2,707 million usd"
"5,329 million usd"
"5,895 million usd"
"1,761 million usd"
393 million usd
97 million usd
"35,029 million usd"
"3,654 million usd"
324 million usd
"25,109 million usd"
273 million usd
720 million usd
"1,053 million usd"
""
517 million usd
290 million usd
""
"2,227 million usd"
""
"1,936 million usd"
""
182 million usd
"1,291 million usd"
"1,237 million usd"
""
241 million usd
"1,074 million usd"
"25,796 million usd"
769 million usd
""
""
""
326 million usd
""
"7,386 million usd"
133 million usd
23 million usd
"2,111 million usd"
"1,088 million usd"
650 million usd
""
""
"16,366 million usd"
392 million usd
""
169 million usd
"4,411 million usd"
"9,108 million usd"
""
""
""
"2,331 million usd"
""
"14,081 million usd"
1 million usd
""
"1,437 million usd"
755 million usd
76 million usd
"1,575 million usd"
"51,626 million usd"
244 million usd
"1,129 million usd"
"2,124 million usd"
""
"45,654 million usd"
""
""
""
""
"20,849 million usd"
"27,746 million usd"
286 million usd
"3,184 million usd"
""
"1,382 million usd"
627 million usd
""
"2,211 million usd"
93 million usd
"5,509 million usd"
""
629 million usd
""
510 million usd
903 million usd
""
348 million usd
"1,819 million usd"
"15,796 million usd"
637 million usd
617 million usd
166 million usd
981 million usd
""
""
"1,825 million usd"
521 million usd
173 million usd
""
"23,724 million usd"
"1,412 million usd"
"5,434 million usd"
""
""
""
462 million usd
""
""
""
""
""
411 million usd
957 million usd
448 million usd
"6,122 million usd"
"3,226 million usd"
783 million usd
12 million usd
""
393 million usd
"1,378 million usd"
122 million usd
""
""
"3,889 million usd"
"4,278 million usd"
"1,749 million usd"
"3,139 million usd"
863 million usd
"3,020 million usd"
"1,057 million usd"
102 million usd
370 million usd
11 million usd
"1,883 million usd"
142 million usd
""
"8,863 million usd"
"2,132 million usd"
115 million usd
"1,075 million usd"
"1,827 million usd"
974 million usd
"2,049 million usd"
727 million usd
""
""
186 million usd
"2,151 million usd"
784 million usd
""
"1,263 million usd"
636 million usd
164 million usd
""
167 million usd
""
"1,837 million usd"
567 million usd
296 million usd
""
257 million usd
"3,071 million usd"
"1,058 million usd"
323 million usd
""
58 million usd
545 million usd
""
""
""
""
227 million usd
"12,008 million usd"
935 million usd
"1,815 million usd"
""
"1,095 million usd"
744 million usd
352 million usd
205 million usd
"5,818 million usd"
946 million usd
"3,106 million usd"
"1,859 million usd"
494 million usd
""
"3,692 million usd"
622 million usd
"4,233 million usd"
53 million usd
""
""
165 million usd
"1,450 million usd"
""
""
""
"2,737 million usd"
""
301 million usd
""
"1,329 million usd"
"2,568 million usd"
"3,143 million usd"
"3,183 million usd"
377 million usd
""
""
"2,102 million usd"
"3,005 million usd"
""
"1,207 million usd"
32 million usd
""
""
""
""
""
""
766 million usd
""
""
""
454 million usd
"2,805 million usd"
158 million usd
""
"1,875 million usd"
""
""
""
""
76 million usd
288 million usd
723 million usd
""
"2,386 million usd"
500 million usd
637 million usd
""
"4,464 million usd"
169 million usd
""
""
456 million usd
"1,153 million usd"
""
"33,717 million usd"
"2,115 million usd"
89 million usd
"1,654 million usd"
""
""
""
676 million usd
""
"2,070 million usd"
""
2 million usd
""
1 million usd
29 million usd
72 million usd
18 million usd
54 million usd
"2,324 million usd"
""
""
887 million usd
""
"12,917 million usd"
"2,481 million usd"
"2,530 million usd"
""
"1,405 million usd"
742 million usd
"1,039 million usd"
429 million usd
""
""
"1,219 million usd"
""
"1,009 million usd"
""
77 million usd
""
85 million usd
""
978 million usd
""
"59,919 million usd"
""
""
76 million usd
"3,434 million usd"
560 million usd
""
437 million usd
""
""
""
""
"4,025 million usd"
499 million usd
155 million usd
""
""
708 million usd
57 million usd
"1,306 million usd"
""
"1,461 million usd"
""
"3,659 million usd"
""
46 million usd
""
""
464 million usd
"2,073 million usd"
""
""
""
131 million usd
397 million usd
""
"2,323 million usd"
"1,806 million usd"
""
995 million usd
""
113 million usd
""
399 million usd
