address,est_of_ownership,hhid,industry,name,country,sic_code,type
"via del lavoro 6/8, casalecchio di reno, 40033, bologna, italy",1947,h-it0028165942,wholesale trade,coop italia soc coop,italy,whol non durable goods (5199),cooperative
"viale alexandre gustave eiffel 15, roma, 00148, roma, italy",2018,h-it0061254592,"finance, insurance, and real estate",american express payments europe s.l.,italy,security/commodity service (6289),foreign company
"via gallarate 184, milano, 20151, milano, italy",2011,h-it0019542259,retail trade,kia italia srl,italy,ret motorcycles (5571),corporation
"piazza di san silvestro 8, roma, 00187, roma, italy",1996,h-it0075218224,mining,shell italia e&p spa,italy,crude petroleum/natural gas production (1311),corporation
"via enrico mattei 66, bologna, 40138, bologna, italy",1957,h-it0010720294,retail trade,volvo car italia spa,italy,ret new/used automobiles (5511),corporation
"via rana 12, alessandria, 15122, alessandria, italy",1965,h-it0057507252,manufacturing,guala closures spa,italy,mfg metal cans (3411),corporation
"via ciovassino 1, milano, 20121, milano, italy",1984,h-it0070427410,"finance, insurance, and real estate",kos spa,italy,holding company (6719),corporation
"localita' ai conti, barga, 55051, lucca, italy",2000,h-it0051863588,manufacturing,kedrion spa,italy,mfg pharmaceutical preparations (2834),corporation
"via viii marzo 6, scandicci, 50018, firenze, italy",1981,h-it0009845631,"transportation, communications, electric, gas, and sanitary services",nippon express italia spa,italy,transportation services (4789),corporation
"corso sempione 4, milano, 20154, milano, italy",1914,h-it0009692932,wholesale trade,messaggerie italiane di giornali riviste e libri spa,italy,whol durable goods (5099),corporation
"via marie curie 2, bolzano, 39100, bolzano, italy",1949,h-it0010646329,"transportation, communications, electric, gas, and sanitary services",fercam spa,italy,trucking operator-non local (4213),corporation
"via stazione 31, chatillon, 11024, aosta, italy",1998,h-it0056101066,"transportation, communications, electric, gas, and sanitary services",compagnia valdostana delle acque - compagnie valdotaine des eaux spa,italy,electric services (4911),corporation
"via mario greppi 2, novara, 28100, novara, italy",1995,h-it0057780838,retail trade,autogrill italia spa,italy,drinking place (5813),corporation
"via giuseppe ripamonti 85, milano, 20141, milano, italy",2001,h-it0072354216,services,daikin air conditioning italy spa,italy,management consulting services (8742),corporation
"via pietro giardini 1324, modena, 41126, modena, italy",1962,h-it0026613492,manufacturing,g.a. operations spa,italy,knit outerwear mill (2253),corporation
"via montebello 18, milano, 20121, milano, italy",1986,h-it0056224370,"finance, insurance, and real estate",fideuram intesa sanpaolo private banking asset management societa' di gestione del risparm,italy,investment advisory service (6282),corporation
"viale carlo iii trav. i via galvani snc, san nicola la strada, 81020, caserta, italy",1990,h-it0065989600,manufacturing,proma spa,italy,mfg metal stampings (3469),corporation
"via papa giovanni xxiii 4, capriate san gervasio, 24042, bergamo, italy",1969,h-it0029797950,services,dussmann service srl,italy,building maintenance services (7349),corporation
"via giovanni spadolini 7, milano, 20141, milano, italy",1988,h-it0070204993,"finance, insurance, and real estate",assimoco vita spa compagnia di assicurazione sulla vita,italy,life insurance carrier (6311),corporation
"via basento 19, san giuliano milanese, 20098, milano, italy",2003,h-it0074057448,"transportation, communications, electric, gas, and sanitary services",general logistics systems enterprise srl,italy,transportation services (4789),corporation
"via giuseppe ripamonti 89, milano, 20141, milano, italy",2007,h-it0015873862,"finance, insurance, and real estate",cargill eurit srl,italy,holding company (6719),corporation
"piazza luigi einaudi 4, milano, 20124, milano, italy",1979,h-it0014199777,services,givi holding srl,italy,business services (7389),corporation
"via corsica 10/12, brescia, 25125, brescia, italy",2014,h-it0042215722,services,edge network services limited,italy,computer related services (7379),foreign company
"via antonio sant'elia zona industriale, corato, 70033, bari, italy",1935,h-it0044365357,manufacturing,molino casillo spa,italy,mfg flour/grain mill products (2041),corporation
"via lillo del duca 10, bresso, 20091, milano, italy",1900,h-it0075856484,manufacturing,zambon spa,italy,mfg pharmaceutical preparations (2834),corporation
"circonvallazione ovest 3 a zona co.in.or., valenza, 15048, alessandria, italy",1977,h-it0032168829,manufacturing,bulgari gioielli spa,italy,mfg precious metal jewelry (3911),corporation
"via lorenteggio 255, milano, 20152, milano, italy",1982,h-it0016732545,retail trade,pellegrini spa,italy,eating place (5812),corporation
"via appia, cisterna di latina, 04012, latina, italy",1996,h-it0004200837,manufacturing,c.s.i. - compagnia surgelati italiana spa,italy,mfg food preparations (2099),corporation
"via stella rosa 48/50, baranzate, 20021, milano, italy",1984,h-it0038942437,"finance, insurance, and real estate",e.m.s. euro management services spa,italy,subdivider/developer (6552),corporation
"via stella rosa 48/50, baranzate, 20021, milano, italy",2006,h-it0072679603,"finance, insurance, and real estate",euro group spa,italy,holding company (6719),corporation
"strada paravera 16, aosta, 11100, aosta, italy",1991,h-it0070322554,manufacturing,cogne acciai speciali spa,italy,mfg primary metal products (3399),corporation
"via pietro borsieri 2/a, roma, 00195, roma, italy",1984,h-it0061859915,"finance, insurance, and real estate",ghella group srl,italy,holding company (6719),corporation
"via leonardo bistolfi 35, milano, 20134, milano, italy",2003,h-it0072354119,"finance, insurance, and real estate",industrie de nora spa,italy,holding company (6719),corporation
"via leonardo bistolfi 35, milano, 20134, milano, italy",2009,h-it0004161300,"finance, insurance, and real estate",federico de nora spa,italy,holding company (6719),corporation
"via stazione 119, valle lomellina, 27020, pavia, italy",1980,h-it0012047414,wholesale trade,euricom spa,italy,whol grain/field beans (5153),corporation
"via del lavoro 10, granarolo dell'emilia, 40057, bologna, italy",2012,h-it0018186149,"finance, insurance, and real estate",pag italy srl,italy,holding company (6719),corporation
"via ferdinando magellano 27, reggiolo, 42046, reggio emilia, italy",1983,h-it0055101615,manufacturing,comer industries spa,italy,mfg power transmission equipment (3568),corporation
"viale del sagittario 5, modena, 41126, modena, italy",2016,h-it0051518481,"finance, insurance, and real estate",eagles oak srl,italy,holding company (6719),corporation
"via benigno crespi 57, milano, 20159, milano, italy",1990,h-it0074900331,wholesale trade,yara italia spa,italy,whol chemicals/products (5169),corporation
"via feltrina centro 16, montebelluna, 31044, treviso, italy",1998,h-it0009554831,manufacturing,geox spa,italy,mfg footwear-except rubber (3149),corporation
"via calcinaro 2861, cesena, 47521, forli'-cesena, italy",1983,h-it0002831511,manufacturing,technogym spa,italy,mfg surgical/medical instruments (3841),corporation
"via giuseppe ripamonti 89, milano, 20141, milano, italy",1962,h-it0013813404,manufacturing,cargill srl,italy,wet corn milling (2046),corporation
"via polonia 30/33, modena, 41122, modena, italy",1987,h-it0046510818,wholesale trade,caseifici granterre spa,italy,whol dairy products (5143),corporation
"corso d'italia 35/b, roma, 00198, roma, italy",1969,h-it0072155272,"transportation, communications, electric, gas, and sanitary services",d'amico societa' di navigazione spa,italy,water freight transportation (4449),corporation
"via villa minelli 1, ponzano veneto, 31050, treviso, italy",1999,h-it0075364484,wholesale trade,benetton group srl,italy,whol non durable goods (5199),corporation
"via clementino bonfiglioli 1, calderara di reno, 40012, bologna, italy",2005,h-it0073915602,manufacturing,bonfiglioli riduttori spa,italy,mfg power transmission equipment (3568),corporation
"via armando diaz 248, san zeno naviglio, 25010, brescia, italy",1996,h-it0074772023,manufacturing,duferco travi e profilati spa,italy,blast furnace-steel works (3312),corporation
"piazza lina bo bardi 3, milano, 20124, milano, italy",2019,h-it0216283090,services,bnp paribas 3 step it,italy,equipment rental/leasing (7359),foreign company
"via meuccio ruini 74/l, reggio emilia, 42124, reggio emilia, italy",1980,h-it0064358038,"finance, insurance, and real estate",yama spa,italy,holding company (6719),corporation
"via monza 7/a, vimercate, 20871, monza e brianza, italy",1988,h-it0062583948,services,s.a.p. italia sistemi applicazioni prodotti in data processing spa,italy,computer related services (7379),corporation
"via granarolo 175/2, faenza, 48018, ravenna, italy",2012,h-it0017974178,"transportation, communications, electric, gas, and sanitary services",cura gas & power spa,italy,natural gas distribution (4924),corporation
"via renzo gandolfo 1, cuneo, 12100, cuneo, italy",1986,h-it0070530319,services,fai service soc coop,italy,business services (7389),corporation
"via enrico fermi 4, bagnolo in piano, 42011, reggio emilia, italy",1969,h-it0010852387,manufacturing,emak spa,italy,mfg power-driven handtools (3546),corporation
"via aldo moro 31, bomporto, 41030, modena, italy",1990,h-it0069254788,wholesale trade,havi logistics srl,italy,whol general groceries (5141),corporation
"via pionca 13, pianiga, 30030, venezia, italy",1972,h-it0033181462,retail trade,f.lli lando spa,italy,ret groceries (5411),corporation
"via vittorio veneto 74, roma, 00187, roma, italy",2001,h-it0003911853,"transportation, communications, electric, gas, and sanitary services",ep produzione centrale livorno ferraris spa,italy,electric services (4911),corporation
"via della mercede 11, roma, 00187, roma, italy",1982,h-it0072792183,"finance, insurance, and real estate",gruppo illy spa,italy,holding company (6719),corporation
"via cosimo canovetti 13, brescia, 25128, brescia, italy",2021,h-it0963373556,"finance, insurance, and real estate",o.r.i. martin holding srl,italy,holding company (6719),corporation
"via cosimo canovetti 13, brescia, 25128, brescia, italy",1902,h-it0052006824,manufacturing,o.r.i. martin acciaieria e ferriera di brescia spa,italy,blast furnace-steel works (3312),corporation
"via giuseppe bovini 43, ravenna, 48123, ravenna, italy",1992,h-it0026099500,manufacturing,g.ecol. cables srl,italy,mfg conductive wiring devices (3643),corporation
"via dell'industria 22, conselice, 48017, ravenna, italy",1988,h-it0072789239,services,eq cables spa,italy,data processing/preparation (7374),corporation
"via di sottoripa 7/13, genova, 16124, genova, italy",1989,h-it0070051046,wholesale trade,duferco commerciale spa,italy,metals service center (5051),corporation
"contrada parasacchiello snc, melfi, 85025, potenza, italy",2007,h-it0075856239,wholesale trade,sg spa,italy,whol appliances/tv/radio (5064),corporation
"via delle industrie 9, filago, 24040, bergamo, italy",2002,h-it0074821970,manufacturing,covestro srl,italy,mfg plastic materials/resins (2821),corporation
"via delle fiere snc, matera, 75100, matera, italy",1972,h-it0074972391,wholesale trade,v.i.m. srl vendita ingrosso medicinali,italy,whol drugs/sundries (5122),corporation
"via olgettina 60, milano, 20132, milano, italy",1972,h-it0017626560,services,ospedale san raffaele srl,italy,medical doctor's office (8011),corporation
"via veneto 3/5, schio, 36015, vicenza, italy",1973,h-it0049233750,retail trade,lorenzo ceccato spa,italy,ret new/used automobiles (5511),corporation
"via gerenzano 58, castellanza, 21053, varese, italy",1947,h-it0073301825,manufacturing,tenova spa,italy,mfg rolling mill machinery (3547),corporation
"via pisana 336, scandicci, 50018, firenze, italy",2011,h-it0005789451,manufacturing,balenciaga logistica srl,italy,mfg luggage (3161),corporation
"via provina 3, trento, 38123, trento, italy",1970,h-it0010642196,wholesale trade,unifarm spa unione farmacisti trentino alto adige,italy,whol drugs/sundries (5122),corporation
"piazza della repubblica 32, milano, 20124, milano, italy",2018,h-it0060200812,"finance, insurance, and real estate",pluto (italia) spa,italy,holding company (6719),corporation
"via del perlar 2, verona, 37135, verona, italy",1991,h-it0073503487,"finance, insurance, and real estate",eg holding spa,italy,holding company (6719),corporation
"via uberto visconti di modrone 2, milano, 20122, milano, italy",2009,h-it0024685011,"finance, insurance, and real estate",sofid spa,italy,holding company (6719),corporation
"strada statale 29, dego, 17058, savona, italy",1942,h-it0010574220,manufacturing,verallia italia spa,italy,mfg products-purchased glass (3231),corporation
"via lodi 11, arzago d'adda, 24040, bergamo, italy",1990,h-it0074067672,wholesale trade,clerici spa,italy,whol construction materials (5039),corporation
"via vicenza 3, brescia, 25125, brescia, italy",1991,h-it0049255630,"finance, insurance, and real estate",fintrade holding spa,italy,subdivider/developer (6552),corporation
"piazzale ostiense 2, roma, 00154, roma, italy",1999,h-it0075371332,"transportation, communications, electric, gas, and sanitary services",areti spa,italy,electric services (4911),corporation
"via gian antonio amadeo 59, milano, 20134, milano, italy",1984,h-it0033657998,manufacturing,liquigas spa,italy,petroleum refiner (2911),corporation
"via monaldo calari 10, zola predosa, 40069, bologna, italy",1953,h-it0216733770,manufacturing,faac spa,italy,mfg electrical equipment/supplies (3699),corporation
"via monaldo calari 10, zola predosa, 40069, bologna, italy",1953,h-it0012979570,"finance, insurance, and real estate",faac partecipazioni industriali srl,italy,holding company (6719),corporation
"via amalfi 6, volpiano, 10088, torino, italy",1984,h-it0056119801,manufacturing,agn energia spa,italy,petroleum refiner (2911),corporation
"largo edoardo bulgheroni 1, induno olona, 21056, varese, italy",1909,h-it0009076948,manufacturing,lindt & sprungli spa,italy,mfg candy/confectionery (2064),corporation
"corso orbassano 367, torino, 10137, torino, italy",1925,h-it0072354194,"finance, insurance, and real estate",fca bank spa,italy,national commercial bank (6021),corporation
"via dei tornabuoni 2, firenze, 50123, firenze, italy",1927,h-it0071615016,manufacturing,salvatore ferragamo spa,italy,mfg footwear-except rubber (3149),corporation
"via della madonna 1, lallio, 24040, bergamo, italy",1913,h-it0008106940,wholesale trade,zanetti spa,italy,whol dairy products (5143),corporation
"piazzale luigi cadorna 14, milano, 20123, milano, italy",1887,h-it0009604677,"transportation, communications, electric, gas, and sanitary services",fnm spa,italy,local/suburban transportation (4111),corporation
"via mario fantin 1/3, bologna, 40131, bologna, italy",1988,h-it0066771978,services,crif spa,italy,data processing/preparation (7374),corporation
"cis 8, nola, 80035, napoli, italy",1946,h-it0011934387,wholesale trade,guacci spa,italy,whol drugs/sundries (5122),corporation
"via alberto falck 4/16, sesto san giovanni, 20099, milano, italy",2002,h-it0072349484,"finance, insurance, and real estate",falck renewables spa,italy,holding company (6719),corporation
"via linfano 9, arco, 38062, trento, italy",2016,h-it0052662535,manufacturing,aquafil spa,italy,mfg cellulosic manmade fibers (2823),corporation
"viale milano 26, montecchio maggiore, 36075, vicenza, italy",2016,h-it0051809125,"finance, insurance, and real estate",nine trees group spa,italy,holding company (6719),corporation
"via santa lucia 6, milano, 20122, milano, italy",2013,h-it0039915026,"finance, insurance, and real estate",dompe' holdings srl,italy,holding company (6719),corporation
"via baldanzese 17, calenzano, 50041, firenze, italy",1981,h-it0049429108,manufacturing,el.en. spa,italy,mfg surgical/medical instruments (3841),corporation
"piazza della repubblica 32, milano, 20124, milano, italy",1906,h-it0009835105,services,snaitech spa,italy,amusement/recreation services (7999),corporation
"via leone xiii 14, milano, 20145, milano, italy",2011,h-it0020145373,"finance, insurance, and real estate",gb&p srl,italy,holding company (6719),corporation
"via padre vicinio da sarsina 42, cesena, 47521, forli'-cesena, italy",2002,h-it0024492957,"finance, insurance, and real estate",g.s.g.r. srl,italy,holding company (6719),corporation
"via gabriello chiabrera 34/d, rimini, 47924, rimini, italy",1956,h-it0037651927,"transportation, communications, electric, gas, and sanitary services",gruppo societa' gas rimini spa,italy,natural gas distribution (4924),corporation
"via giulio vincenzo bona 95/101, roma, 00156, roma, italy",1970,h-it0013571273,construction,pavimental spa,italy,highway/street construction (1611),corporation
"via giacomo matteotti 7, fabbrico, 42042, reggio emilia, italy",1989,h-it0055149529,manufacturing,argo tractors spa,italy,mfg farm machinery/equipment (3523),corporation
"via lemizzone 1, san martino in rio, 42018, reggio emilia, italy",1988,h-it0070226393,"finance, insurance, and real estate",a.r.g.o. spa,italy,holding company (6719),corporation
"via provinciale selice 23/a, imola, 40026, bologna, italy",1932,h-it0033803927,construction,cefla soc coop,italy,electrical contractor (1731),corporation
"via piave 6, rosignano marittimo, 57016, livorno, italy",1970,h-it0009461078,manufacturing,solvay chimica italia spa,italy,mfg industrial inorganic chemicals (2819),corporation
"via san martino 4, trento, 38122, trento, italy",2017,h-it0055494315,"finance, insurance, and real estate",family business poli di marco poli e c. sapa in sigla fb poli di marco poli e c. sapa,italy,holding company (6719),corporation
"via friuli 5 interno 9, sona, 37060, verona, italy",1999,h-it0073944556,retail trade,rossetto trade spa,italy,ret groceries (5411),corporation
"via friuli 5, sona, 37060, verona, italy",1984,h-it0040574121,"finance, insurance, and real estate",gruppo rossetto spa,italy,holding company (6719),corporation
"via della zecca 2, bologna, 40121, bologna, italy",2019,h-it0289500474,"finance, insurance, and real estate",legacy srl,italy,holding company (6719),corporation
"via della zecca 2, bologna, 40121, bologna, italy",2010,h-it0036033715,"finance, insurance, and real estate",cribis holding srl,italy,holding company (6719),corporation
"corso stati uniti 35, padova, 35127, padova, italy",1989,h-it0035581344,retail trade,porsche italia spa,italy,ret new/used automobiles (5511),corporation
"viale stelvio 55/57, milano, 20159, milano, italy",2007,h-it0075936917,"finance, insurance, and real estate",intesa sanpaolo rbm salute spa,italy,insurance carrier (6399),corporation
"strada 6 palazzo a 13 milanofiori 0snc, assago, 20057, milano, italy",1952,h-it0008506272,wholesale trade,brenntag spa,italy,whol chemicals/products (5169),corporation
