name,headquarters,founded,industry,sector,notes,founders,key_people,number_of_employees,operating_income,revenue,services,total_assets,type,website,area_served
phase one,copenhagen,1993,consumer goods,recreational products,photography,,,,,,,,,,
plesner,copenhagen,1918,industrials,business support services,law firm,,,,,,,,,,
post danmark,copenhagen,1624,industrials,delivery services,postal,,,,,,,,,,
ramboll,copenhagen,1945,industrials,business support services,engineering,,,,,,,,,,
roskilde forsyning,roskilde,2000,utilities,conventional electricity,local utility company,,,,,,,,,,
royal copenhagen,copenhagen,1775,consumer goods,durable household products,porcelain,,,,,,,,,,
royal unibrew,faxe,1989,consumer goods,brewers,brewery,,,,,,,,,,
sampension,copenhagen,1945,financials,asset managers,financial services,,,,,,,,,,
santa fe group,copenhagen,1897,industrials,logistics,logistics,,,,,,,,,,
saxo bank,copenhagen,1992,financials,banks,financial services,,,,,,,,,,
scandinavian tobacco group,copenhagen,1961,consumer goods,tobacco,tobacco,,,,,,,,,,
schmidt hammer lassen,copenhagen,1986,industrials,business support services,architecture,,,,,,,,,,
select sport,copenhagen,1947,consumer goods,recreational products,sporting goods,,,,,,,,,,
simonsen & weel,vallensbæk,1817,health care,medical equipment,health sector equipment,,,,,,,,,,
stylepit,copenhagen,2000,consumer services,apparel retailers,fashion retailer,,,,,,,,,,
stibo,århus,1794,technology,enterprise software,international information management,,,,,,,,,,
tdc a/s,copenhagen,1879,telecommunications,fixed line telecommunications,telecommunications,,,,,,,,,,
terma a/s,lystrup,1949,industrials,aerospace,"defense, aerospace",,,,,,,,,,
the lego group,billund,1932,consumer goods,toys,plastic bricks,,,,,,,,,,
thorco shipping,copenhagen,2003,industrials,marine transportation,shipping,,,,,,,,,,
tuborg brewery,fredericia,1873,consumer goods,brewers,"brewery, part of carlsberg group",,,,,,,,,,
united shipping & trading company,middelfart,1876,industrials,marine transportation,shipping,,,,,,,,,,
velux,hørsholm,1941,industrials,building materials & fixtures,windows,,,,,,,,,,
vestas,aarhus,1945,industrials,industrial machinery,wind turbines,,,,,,,,,,
welltec,allerød,1994,oil & gas,oil equipment & services,oil and gas wells,,,,,,,,,,
widex,lynge,1956,health care,medical equipment,hearing aids,,,,,,,,,,
william demant,ledøje-smørum,1904,health care,health care providers,health care,,,,,,,,,,
zentropa,hvidovre,1992,consumer services,broadcasting & entertainment,film studio,,,,,,,,,,
a. le coq,tartu,1807,consumer goods,brewers,brewery,,,,,,,,,,
airest,tallinn,2002,consumer services,airlines,airline,,,,,,,,,,
alexela,tallinn,1990,oil & gas,exploration & production,oil & gas,,,,,,,,,,
aqris,tallinn,1999,technology,software,software development,,,,,,,,,,
as starman,tallinn,1992,telecommunications,fixed line telecommunications,"cable, isp",,,,,,,,,,
avies,tallinn,1991,consumer services,airlines,"airline, defunct 2016",,,,,,,,,,
baltika group,tallinn,1928,consumer services,apparel retailers,apparel,,,,,,,,,,
blrt grupp,tallinn,1912,industrials,commercial vehicles & trucks,shipbuilding,,,,,,,,,,
bolt,tallinn,2013,technology,transportation,"ride-hailing, food delivery, micromobility",,,,,,,,,,
copterline,tallinn,2010,consumer services,airlines,"helicopter airline, defunct 2016",,,,,,,,,,
eesti energia,tallinn,1939,utilities,conventional electricity,energy company,,,,,,,,,,
eesti gaas,tallinn,1990,utilities,gas distribution,natural gas company,,,,,,,,,,
eesti raudtee,tallinn,1992,industrials,railroads,national railway company,,,,,,,,,,
elering,tallinn,1998,utilities,conventional electricity,electrical distribution,,,,,,,,,,
elron,tallinn,1998,consumer services,travel & tourism,passenger rail operator,,,,,,,,,,
enefit kaevandused,jõhvi,1945,basic materials,general mining,mining,,,,,,,,,,
enefit solutions,jõhvi,1959,industrials,business support services,engineering support,,,,,,,,,,
enimex,tallinn,1994,consumer services,airlines,"airline, defunct 2008",,,,,,,,,,
estdomains,tartu,?,technology,internet,"domain provider, defunct 2008",,,,,,,,,,
estonia piano factory,tallinn,1950,consumer goods,recreational products,pianos,,,,,,,,,,
estonian record productions,tallinn,2001,consumer services,broadcasting & entertainment,recording studio,,,,,,,,,,
fortumo,tartu,2007,financials,financial services,payments,,,,,,,,,,
gorail,tallinn[10],1998[10],consumer services,travel & tourism,passenger rail operator,,,,,,,,,,
kalev,lehmja,1806,consumer goods,food products,confectionery producer,,,,,,,,,,
liviko,tallinn,1898,consumer goods,distillers & vintners,distillery,,,,,,,,,,
moonwalk records,tallinn,2005,consumer services,broadcasting & entertainment,recording studio,,,,,,,,,,
narva oil plant,auvere,1980,oil & gas,exploration & production,shale oil producer,,,,,,,,,,
nortal,tallinn,2000,technology,software,software development,,,,,,,,,,
olerex,tartu[11],1994,consumer services,specialty retailers,gas station chain,,,,,,,,,,
omniva,tallinn,1638,logistics,delivery services,postal service,,,,,,,,,,
publishing house ersen,tallinn,?,consumer services,publishing,book publisher,,,,,,,,,,
quattromed,tartu,1999,health care,biotechnology,medical diagnostics,,,,,,,,,,
rakvere lihakombinaat,roodevälja,1890,consumer goods,food products,meat,,,,,,,,,,
saaremaa shipping company,kuressaare,1992,industrials,marine transportation,ferry traffic,,,,,,,,,,
saku brewery,saku,1820,consumer goods,brewers,brewery,,,,,,,,,,
seb pank,tallinn,2008,financials,banks,bank,,,,,,,,,,
selver,tallinn,1995,consumer services,food retailers & wholesalers,supermarkets,,,,,,,,,,
sky media group,tallinn,1995,consumer services,broadcasting & entertainment,broadcaster,,,,,,,,,,
smartpost,tallinn,2006,industrials,delivery services,logistics,,,,,,,,,,
stv,tallinn,1991,consumer services,broadcasting & entertainment,"cable network, tv channel, isp, security service",,,,,,,,,,
