,market_value_jan_2020,market_value_jan_2021,annual_revenue_usd,annual_net_income_usd,revenue,market_capitalization_2022,total_assets_in_usd,total_equity_in_usd,total_liabilities_in_usd
279,,,doll_61.787 m,doll_17.942 m,,,doll_72.271 m,doll_44.508 m,doll_27.763 m
280,,,doll_13.997 m,999 million usd,,,doll_19.553 m,doll_9.616 m,doll_9.937 m
281,,,,doll_12.390 m,,,doll_371.350 m,doll_61.029 m,doll_61.029 m
282,,,doll_12.733 m,doll_1.129 m,,,doll_21.206 m,doll_7.224 m,doll_13.982 m
283,,,doll_10.323 m,doll_2.099 m,,,doll_26.859 m,doll_13.539 m,doll_13.319 m
284,,,doll_5.425 m,doll_2.127 m,,,doll_85.984 m,doll_14.190 m,doll_71.794 m
285,,,doll_43.076 m,doll_9.870 m,,,doll_84.960 m,doll_19.799 m,doll_65.160 m
286,,,doll_32.492 m,doll_12.154 m,,,doll_1.351.500 m,doll_107.470 m,doll_1.244.100 m
287,,,doll_4.117 m,-487 million usd,,,doll_7.536 m,doll_3.790 m,doll_3.746 m
288,,,0 million usd,doll_7.457 m,,,doll_1.117.200 m,doll_60.662 m,doll_1.056.500 m
289,,,doll_40.247 m,doll_1.926 m,,,doll_54.233 m,doll_32.760 m,doll_21.473 m
290,,,doll_5.426 m,doll_1.400 m,,,doll_8.045 m,doll_5.046 m,doll_2.999 m
291,,,doll_47.676 m,doll_3.350 m,,,doll_52.359 m,doll_18.231 m,doll_52.359 m
292,,,doll_164.660 m,doll_15.648 m,,,doll_189.290 m,doll_61.610 m,doll_127.680 m
293,,,doll_16.071 m,doll_8.075 m,,,doll_25.434 m,doll_18.768 m,doll_6.666 m
294,,,doll_13.964 m,doll_3.288 m,,,doll_99.590 m,doll_28.918 m,doll_70.672 m
295,,,doll_52.662 m,doll_8.107 m,,,doll_95.925 m,doll_59.704 m,doll_36.221 m
296,,,,,,,,,
297,,,doll_10.281 m,doll_4.937 m,,,doll_505.640 m,doll_42.397 m,doll_463.240 m
298,,,doll_17.661 m,166 million usd,,,doll_13.925 m,doll_3.272 m,doll_10.652 m
299,,,doll_22.687 m,doll_1.589 m,,,doll_27.904 m,doll_14.653 m,doll_13.251 m
300,,,doll_12.193 m,doll_1.255 m,,,doll_31.928 m,doll_1.061 m,doll_30.867 m
301,,,doll_12.743 m,doll_4.825 m,,,doll_235.560 m,doll_27.464 m,doll_208.090 m
302,,,doll_3.415 m,doll_1.953 m,,,doll_17.380 m,doll_9.335 m,doll_8.045 m
303,,,doll_3.677 m,doll_1.164 m,,,doll_5.545 m,doll_3.924 m,doll_1.620 m
304,,,doll_5.138 m,29 million usd,,,doll_10.498 m,doll_4.535 m,doll_5.963 m
305,,,doll_37.060 m,doll_2.222 m,,,doll_19.857 m,doll_9.359 m,doll_10.498 m
306,,,doll_4.706 m,915 million usd,,,doll_7.563 m,doll_2.430 m,doll_5.132 m
307,,,doll_35.667 m,doll_7.005 m,,,doll_42.579 m,doll_12.926 m,doll_29.653 m
308,,,doll_9.211 m,doll_3.321 m,,,doll_12.597 m,doll_1.399 m,doll_11.197 m
309,,,doll_17.191 m,doll_3.882 m,,,doll_23.025 m,doll_15.051 m,doll_7.974 m
310,,,doll_16.911 m,doll_3.016 m,,,doll_34.074 m,doll_18.472 m,doll_15.602 m
311,,,doll_11.888 m,doll_1.040 m,,,doll_32.229 m,doll_16.622 m,doll_15.607 m
312,,,doll_8.821 m,doll_1.305 m,,,doll_32.138 m,doll_15.071 m,doll_17.067 m
313,,,doll_55.080 m,doll_2.862 m,,,doll_110.220 m,doll_25.216 m,doll_85.008 m
314,,,doll_39.083 m,doll_3.443 m,,,doll_54.165 m,doll_14.810 m,doll_39.355 m
315,,,doll_7.839 m,doll_3.096 m,,,doll_21.274 m,doll_6.381 m,doll_14.892 m
316,,,0 million usd,doll_8.953 m,,,doll_1.758.600 m,doll_95.797 m,doll_1.662.800 m
317,,,doll_22.845 m,doll_4.306 m,,,doll_48.022 m,doll_13.980 m,doll_34.042 m
318,,,doll_2.522 m,880 million usd,,,doll_26.599 m,doll_5.472 m,doll_21.128 m
319,,,doll_17.323 m,-42 million usd,,,doll_35.272 m,doll_9.685 m,doll_25.587 m
320,,,doll_41.554 m,doll_8.562 m,,,doll_65.985 m,doll_27.825 m,doll_38.160 m
321,,,doll_51.577 m,doll_3.038 m,,,doll_46.013 m,doll_26.269 m,doll_24.457 m
322,,,doll_9.482 m,doll_1.926 m,,,doll_18.140 m,doll_4.231 m,doll_13.909 m
323,,,doll_27.958 m,doll_4.422 m,,,doll_634.290 m,doll_36.071 m,doll_598.220 m
324,,,doll_11.063 m,doll_1.871 m,,,doll_20.864 m,doll_6.528 m,doll_14.336 m
325,,,doll_1.578 m,614 million usd,,,doll_25.394 m,doll_13.274 m,doll_12.120 m
326,,,doll_38.469 m,doll_3.257 m,,,doll_50.073 m,doll_17.641 m,doll_32.432 m
327,,,doll_41.524 m,doll_3.776 m,,,doll_92.730 m,doll_21.076 m,doll_71.653 m
328,,,doll_110.010 m,doll_9.018 m,,,doll_80.043 m,doll_52.645 m,doll_27.398 m
329,,,doll_12.188 m,doll_1.288 m,,,doll_25.714 m,doll_12.564 m,doll_13.150 m
330,,,doll_4.768 m,doll_3.258 m,,,doll_276.340 m,doll_19.942 m,doll_256.400 m
331,,,doll_71.080 m,doll_6.554 m,,,doll_759.710 m,doll_67.482 m,doll_692.230 m
332,,,doll_18.236 m,doll_2.303 m,,,doll_24.715 m,doll_9.883 m,doll_14.832 m
333,,,doll_14.552 m,doll_3.780 m,,,doll_647.880 m,doll_49.907 m,doll_597.970 m
334,,,doll_69.054 m,doll_4.076 m,,,doll_119.750 m,doll_67.345 m,doll_52.402 m
335,,,doll_19.669 m,doll_4.664 m,,,doll_38.236 m,doll_22.180 m,doll_16.056 m
336,,,doll_12.519 m,doll_4.326 m,,,doll_723.380 m,doll_47.048 m,doll_676.330 m
337,,,doll_5.750 m,doll_3.129 m,,,doll_17.496 m,doll_10.364 m,doll_7.132 m
338,,,doll_4.386 m,497 million usd,,,doll_8.606 m,849 million usd,doll_7.757 m
339,,,doll_4.526 m,762 million usd,,,doll_15.217 m,doll_10.740 m,doll_4.477 m
340,,,doll_4.776 m,873 million usd,,,doll_17.111 m,doll_6.362 m,doll_10.748 m
341,,,doll_24.010 m,doll_6.122 m,,,doll_61.240 m,doll_29.512 m,doll_31.728 m
342,,,doll_35.540 m,649 million usd,,,doll_32.559 m,doll_13.621 m,doll_18.938 m
343,,,doll_23.668 m,doll_1.637 m,,,doll_41.890 m,doll_17.562 m,doll_24.328 m
344,,,doll_15.348 m,doll_4.822 m,,,doll_644.150 m,doll_35.241 m,doll_608.900 m
345,,,doll_24.545 m,doll_10.000 m,,,doll_29.439 m,doll_17.796 m,doll_11.643 m
346,,,doll_74.901 m,doll_4.258 m,,,doll_101.340 m,doll_39.077 m,doll_62.260 m
347,,,0 million usd,doll_5.264 m,,,doll_1.048.300 m,doll_59.418 m,doll_988.900 m
348,,,doll_2.906 m,773 million usd,,,doll_4.359 m,doll_2.268 m,doll_2.091 m
349,,,doll_7.574 m,doll_2.342 m,,,doll_13.432 m,doll_10.100 m,doll_3.332 m
350,,,doll_7.069 m,83 million usd,,,doll_10.101 m,doll_1.531 m,doll_8.569 m
351,,,doll_2.057 m,doll_1.344 m,,,doll_29.067 m,doll_6.919 m,doll_22.148 m
352,,,doll_23.400 m,doll_2.332 m,,,doll_24.395 m,doll_8.286 m,doll_16.109 m
353,,,doll_4.881 m,doll_4.373 m,,,doll_17.032 m,doll_10.638 m,doll_6.394 m
354,,,doll_5.341 m,739 million usd,,,,,
355,,,,doll_3.411 m,,,doll_272.290 m,doll_30.708 m,doll_241.580 m
356,,,doll_34.220 m,doll_2.399 m,,,doll_26.327 m,doll_6.261 m,doll_20.065 m
357,,,387 million usd,-77 million usd,,,720 million usd,40 million usd,680 million usd
358,,,doll_36.347 m,doll_1.706 m,,,doll_133.010 m,doll_34.795 m,doll_98.218 m
359,,,doll_9.835 m,doll_1.113 m,,,doll_11.373 m,doll_4.670 m,doll_6.703 m
360,,,doll_12.371 m,doll_3.486 m,,,doll_19.427 m,doll_15.100 m,doll_4.328 m
361,,,doll_8.823 m,doll_4.096 m,,,doll_1.030.300 m,doll_30.945 m,doll_999.380 m
362,,,doll_17.491 m,doll_1.393 m,,,doll_20.582 m,doll_9.155 m,doll_11.427 m
363,,,doll_19.850 m,979 million usd,,,doll_25.526 m,doll_9.041 m,doll_16.485 m
364,,,doll_22.427 m,doll_4.185 m,,,doll_1.069.000 m,doll_64.066 m,doll_1.004.900 m
365,,,doll_9.900 m,doll_1.529 m,,,doll_13.508 m,doll_8.245 m,doll_5.264 m
366,,,doll_13.857 m,doll_1.099 m,,,doll_25.553 m,doll_1.414 m,doll_24.139 m
367,,,doll_3.004 m,doll_1.158 m,,,doll_6.288 m,doll_4.095 m,doll_2.194 m
368,,,doll_16.677 m,47 million usd,,,doll_45.971 m,doll_14.151 m,doll_31.820 m
369,,,doll_48.577 m,doll_1.102 m,,,doll_132.510 m,doll_36.388 m,doll_96.118 m
370,,,doll_206.880 m,doll_4.808 m,,,doll_134.910 m,doll_47.643 m,doll_87.262 m
371,,,doll_21.730 m,doll_2.771 m,,,doll_111.730 m,doll_28.098 m,doll_83.631 m
372,,,doll_24.898 m,doll_5.341 m,,,doll_773.150 m,doll_62.125 m,doll_711.020 m
373,,,doll_26.981 m,doll_1.658 m,,,doll_23.886 m,doll_10.967 m,doll_12.919 m
374,,,doll_48.734 m,,,,,,
375,,,doll_30.150 m,621 million usd,,,doll_30.545 m,doll_14.249 m,doll_16.296 m
376,,,doll_12.683 m,doll_2.146 m,,,doll_50.598 m,doll_24.972 m,doll_25.626 m
377,,,doll_5.116 m,doll_2.249 m,,,doll_33.777 m,doll_3.361 m,doll_30.415 m
378,,,doll_8.198 m,doll_2.485 m,,,doll_12.617 m,doll_9.742 m,doll_2.876 m
379,,,doll_19.558 m,doll_1.607 m,,,doll_59.703 m,doll_33.220 m,doll_26.483 m
380,,,doll_7.632 m,doll_3.354 m,,,doll_300.280 m,doll_27.182 m,doll_273.100 m
381,,,doll_4.891 m,doll_1.200 m,,,doll_7.245 m,doll_5.758 m,doll_1.487 m
382,,,doll_18.970 m,doll_10.289 m,,,doll_15.825 m,doll_11.889 m,doll_3.936 m
383,,,doll_3.342 m,606 million usd,,,doll_5.919 m,781 million usd,doll_5.137 m
384,,,doll_15.633 m,doll_3.550 m,,,doll_469.630 m,doll_45.801 m,doll_423.830 m
385,,,doll_14.588 m,533 million usd,,,doll_45.519 m,doll_11.508 m,doll_34.011 m
386,,,doll_22.403 m,doll_1.029 m,,,doll_17.546 m,doll_6.662 m,doll_10.883 m
387,,,doll_84.380 m,doll_6.753 m,,,doll_152.130 m,doll_49.305 m,doll_102.820 m
388,,,doll_14.293 m,doll_2.261 m,,,doll_21.462 m,doll_10.634 m,doll_10.828 m
389,,,doll_5.501 m,-267 million usd,,,doll_12.253 m,210 million usd,doll_12.043 m
390,,,doll_12.851 m,doll_1.820 m,,,doll_28.676 m,-876 million usd,doll_29.552 m
391,,,doll_22.864 m,doll_3.872 m,,,doll_29.898 m,doll_10.761 m,doll_19.137 m
392,,,doll_4.204 m,757 million usd,,,doll_8.752 m,doll_5.295 m,doll_3.457 m
393,,,doll_13.226 m,doll_2.292 m,,,doll_20.499 m,doll_16.520 m,doll_3.979 m
394,,,doll_106.190 m,doll_5.159 m,,,doll_174.930 m,doll_78.607 m,doll_96.325 m
395,,,0 million usd,doll_7.571 m,,,doll_1.160.500 m,doll_69.268 m,doll_1.091.200 m
396,,,doll_3.770 m,659 million usd,,,doll_5.714 m,doll_5.176 m,538 million usd
397,,,doll_39.493 m,doll_12.874 m,,,doll_1.832.700 m,doll_151.550 m,doll_1.681.100 m
398,,,doll_40.806 m,doll_4.597 m,,,doll_67.525 m,doll_26.438 m,doll_41.087 m
399,,,doll_4.099 m,doll_1.375 m,,,doll_7.551 m,doll_5.780 m,doll_1.771 m
400,,,doll_2.012 m,59 million usd,,,doll_7.931 m,doll_5.519 m,doll_2.412 m
401,,,0 million usd,doll_4.222 m,,,doll_628.530 m,doll_36.910 m,doll_591.620 m
402,,,doll_10.934 m,doll_3.397 m,,,doll_18.297 m,doll_8.149 m,doll_10.148 m
403,,,,,,,,,
404,,,doll_5.541 m,doll_1.377 m,,,doll_7.804 m,doll_6.566 m,doll_1.237 m
405,,,doll_8.803 m,doll_2.699 m,,,doll_25.056 m,doll_17.599 m,doll_7.457 m
406,,,doll_3.598 m,801 million usd,,,doll_8.660 m,doll_6.047 m,doll_2.613 m
407,,,doll_1.860 m,-29 million usd,,,doll_6.446 m,doll_2.032 m,doll_4.413 m
408,,,doll_52.057 m,doll_9.388 m,,,doll_596.110 m,doll_65.956 m,doll_530.160 m
409,,,doll_5.793 m,doll_1.506 m,,,doll_62.684 m,doll_11.104 m,doll_51.579 m
410,,,doll_17.870 m,doll_2.118 m,,,doll_36.811 m,doll_22.837 m,doll_13.974 m
411,,,doll_5.777 m,982 million usd,,,doll_23.713 m,doll_11.563 m,doll_12.150 m
412,,,doll_11.001 m,doll_3.361 m,,,doll_186.070 m,doll_31.114 m,doll_154.960 m
413,,,doll_1.919 m,-491 million usd,,,doll_4.560 m,584 million usd,doll_3.975 m
414,,,doll_13.874 m,966 million usd,,,doll_24.689 m,doll_6.042 m,doll_18.647 m
415,,,doll_10.876 m,doll_1.590 m,,,doll_14.678 m,doll_6.302 m,doll_8.376 m
416,,,doll_22.929 m,doll_1.881 m,,,doll_41.511 m,doll_15.004 m,doll_26.507 m
417,,,doll_23.007 m,doll_3.632 m,,,doll_104.960 m,doll_63.146 m,doll_41.815 m
418,,,doll_25.639 m,doll_5.293 m,,,doll_1.989.200 m,doll_96.991 m,doll_1.892.200 m
419,,,doll_26.500 m,doll_-2.042 m,,,doll_199.100 m,doll_17.088 m,doll_182.010 m
420,,,doll_19.440 m,doll_1.814 m,,,doll_17.837 m,514 million usd,doll_17.323 m
421,,,doll_12.222 m,doll_1.166 m,,,doll_40.564 m,doll_22.022 m,doll_18.542 m
422,,,doll_18.731 m,doll_2.269 m,,,doll_53.331 m,doll_18.081 m,doll_35.250 m
423,,,0 million usd,doll_9.397 m,,,doll_1.812.000 m,doll_90.612 m,doll_1.721.400 m
424,,,doll_23.397 m,doll_1.648 m,,,doll_18.147 m,doll_6.725 m,doll_11.422 m
425,,,doll_70.615 m,,,,,,
426,,,doll_10.694 m,doll_1.562 m,,,doll_83.249 m,doll_26.577 m,doll_56.672 m
427,,,doll_125.980 m,doll_6.841 m,,,doll_159.890 m,doll_57.334 m,doll_102.560 m
428,,,doll_3.160 m,793 million usd,,,,,
429,,,150 million usd,86 million usd,,,367 million usd,277 million usd,89 million usd
430,,,doll_11.295 m,doll_1.780 m,,,doll_11.741 m,doll_8.177 m,doll_3.564 m
431,,,doll_17.852 m,doll_6.512 m,,,doll_23.435 m,doll_4.788 m,doll_18.647 m
432,,,doll_4.882 m,doll_4.727 m,,,doll_17.481 m,doll_15.022 m,doll_2.459 m
433,,,doll_4.611 m,doll_1.392 m,,,doll_9.635 m,doll_3.085 m,doll_6.550 m
434,,,doll_132.510 m,doll_2.542 m,,,doll_81.285 m,doll_23.419 m,doll_57.866 m
435,,,doll_1.286 m,323 million usd,,,doll_6.535 m,doll_4.093 m,doll_2.443 m
436,,,doll_5.677 m,doll_-1.661 m,,,doll_13.021 m,doll_5.453 m,doll_7.568 m
437,,,doll_3.215 m,744 million usd,,,doll_2.437 m,689 million usd,doll_1.747 m
438,,,doll_83.064 m,doll_2.933 m,,,doll_44.358 m,doll_16.080 m,doll_28.278 m
439,,,doll_11.496 m,doll_1.622 m,,,doll_40.017 m,doll_12.144 m,doll_27.873 m
440,,,,,,,,,
441,,,doll_2.000 m,,,,,,
442,,,doll_4.811 m,750 million usd,,,doll_3.800 m,doll_2.107 m,doll_1.693 m
443,,,doll_3.623 m,379 million usd,,,doll_2.877 m,doll_1.777 m,doll_1.100 m
444,,,doll_13.327 m,doll_2.164 m,,,doll_11.718 m,-66 million usd,doll_11.785 m
445,,,doll_2.988 m,695 million usd,,,doll_4.386 m,doll_2.740 m,doll_1.645 m
446,,,doll_7.105 m,873 million usd,,,doll_12.139 m,doll_4.177 m,doll_7.963 m
447,,,doll_8.820 m,-40 million usd,,,doll_25.855 m,doll_12.047 m,doll_13.808 m
448,,,0 million usd,doll_6.440 m,,,doll_2.285.500 m,doll_75.175 m,doll_2.210.300 m
449,,,doll_11.480 m,doll_1.005 m,,,doll_25.796 m,doll_9.983 m,doll_15.813 m
450,,,doll_13.249 m,doll_2.077 m,,,doll_16.135 m,doll_9.628 m,doll_6.507 m
451,,,doll_6.820 m,doll_1.285 m,,,doll_16.199 m,doll_5.894 m,doll_10.304 m
452,,,doll_18.406 m,doll_-1.542 m,,,doll_8.641 m,doll_2.175 m,doll_6.465 m
453,,,doll_2.043 m,725 million usd,,,doll_5.506 m,-163 million usd,doll_5.670 m
454,,,doll_2.448 m,154 million usd,,,doll_4.863 m,doll_2.251 m,doll_2.612 m
455,,,doll_4.427 m,doll_1.709 m,,,doll_36.369 m,doll_18.004 m,doll_18.364 m
456,,,doll_26.042 m,doll_1.012 m,,,doll_93.394 m,doll_49.298 m,doll_44.096 m
457,,,doll_15.618 m,590 million usd,,,doll_18.007 m,doll_8.347 m,doll_9.660 m
458,,,doll_89.705 m,doll_5.986 m,,,doll_88.685 m,doll_34.761 m,doll_53.925 m
459,,,doll_18.507 m,doll_2.137 m,,,doll_17.852 m,doll_11.991 m,doll_5.861 m
460,,,doll_16.792 m,doll_2.488 m,,,doll_87.668 m,doll_22.476 m,doll_65.192 m
461,,,doll_4.888 m,-468 million usd,,,doll_6.809 m,doll_4.667 m,doll_2.142 m
462,,,doll_125.980 m,doll_1.347 m,,,doll_78.375 m,doll_26.795 m,doll_51.580 m
463,,,doll_1.028 m,-20 million usd,,,doll_2.380 m,doll_1.041 m,doll_1.339 m
464,,,doll_20.613 m,doll_1.664 m,,,doll_26.172 m,doll_6.767 m,doll_19.405 m
465,,,doll_6.700 m,,,,,,
466,,,doll_14.136 m,doll_1.423 m,,,doll_18.059 m,doll_6.255 m,doll_11.803 m
467,,,doll_147.000 m,doll_1.600 m,,,doll_57.000 m,doll_7.800 m,
468,,,doll_7.547 m,652 million usd,,,doll_6.652 m,doll_2.297 m,doll_4.355 m
469,,,doll_22.231 m,doll_10.295 m,,,doll_28.383 m,doll_17.735 m,doll_10.648 m
470,,,doll_120.920 m,doll_9.738 m,,,doll_85.373 m,doll_26.206 m,doll_59.167 m
471,,,doll_54.968 m,doll_6.311 m,,,doll_62.990 m,doll_18.165 m,doll_44.825 m
472,,,doll_12.784 m,doll_1.284 m,,,doll_33.521 m,doll_9.077 m,doll_24.444 m
473,,,doll_6.319 m,doll_1.210 m,,,doll_10.705 m,doll_5.389 m,doll_5.316 m
474,,,doll_7.671 m,doll_3.082 m,,,doll_12.509 m,doll_9.022 m,doll_3.486 m
475,,,doll_10.409 m,doll_2.103 m,,,doll_117.470 m,doll_20.211 m,doll_97.255 m
476,,,doll_12.857 m,doll_1.318 m,,,doll_72.045 m,doll_26.001 m,doll_46.044 m
477,,,doll_34.977 m,doll_3.009 m,,,doll_41.931 m,doll_17.789 m,doll_24.142 m
478,,,doll_101.200 m,doll_5.563 m,,,doll_92.659 m,doll_-1.685 m,doll_94.344 m
479,,,doll_35.862 m,doll_1.881 m,,,doll_91.489 m,doll_29.781 m,doll_61.708 m
480,,,doll_1.698 m,-164 million usd,,,doll_19.858 m,doll_4.441 m,doll_15.417 m
481,,,doll_76.540 m,doll_3.240 m,,,doll_345.240 m,doll_34.069 m,doll_311.170 m
482,,,doll_5.308 m,doll_1.408 m,,,doll_12.915 m,doll_11.378 m,doll_1.537 m
483,,,doll_33.114 m,doll_1.902 m,,,doll_31.645 m,doll_11.799 m,doll_19.846 m
484,,,doll_1.451 m,-234 million usd,,,doll_3.618 m,doll_1.037 m,doll_2.580 m
485,,,doll_38.545 m,,,,,,
486,,,doll_70.934 m,doll_7.724 m,,,doll_937.580 m,doll_61.876 m,doll_875.710 m
487,,,doll_48.560 m,doll_12.995 m,,,doll_60.198 m,doll_26.028 m,doll_34.170 m
488,,,doll_8.523 m,965 million usd,,,doll_45.279 m,doll_25.628 m,doll_19.651 m
489,,,doll_1.617 m,532 million usd,,,doll_6.917 m,doll_5.071 m,doll_1.847 m
490,,,doll_11.295 m,doll_1.290 m,,,doll_24.955 m,doll_8.978 m,doll_15.976 m
491,,,doll_8.171 m,doll_1.245 m,,,doll_12.189 m,-40 million usd,doll_12.229 m
492,,,doll_6.288 m,doll_1.165 m,,,doll_10.894 m,doll_4.007 m,doll_6.887 m
493,,,doll_10.654 m,-37 million usd,,,doll_7.901 m,doll_2.335 m,doll_5.566 m
494,,,doll_53.685 m,doll_2.459 m,,,doll_181.330 m,doll_67.109 m,doll_114.220 m
495,,,doll_5.917 m,doll_1.770 m,,,doll_211.480 m,doll_16.236 m,doll_195.240 m
496,,,doll_26.043 m,doll_1.679 m,,,doll_96.160 m,doll_41.473 m,doll_54.687 m
497,,,doll_16.653 m,doll_6.467 m,,,doll_45.707 m,doll_26.433 m,doll_19.274 m
498,,,doll_17.814 m,doll_1.846 m,,,doll_34.709 m,doll_19.213 m,doll_15.496 m
499,,,doll_3.952 m,772 million usd,,,doll_5.942 m,doll_3.622 m,doll_2.319 m
500,,,doll_14.629 m,doll_2.170 m,,,doll_14.516 m,doll_-1.797 m,doll_16.313 m
501,,,0 million usd,doll_5.128 m,,,doll_730.500 m,doll_48.386 m,doll_682.110 m
502,,,doll_15.861 m,doll_1.315 m,,,doll_25.943 m,doll_8.859 m,doll_17.084 m
503,,,doll_127.660 m,,,,,,
504,,,doll_63.487 m,doll_6.503 m,,,doll_38.610 m,doll_-1.650 m,doll_40.260 m
505,,,doll_3.622 m,doll_2.640 m,,,doll_106.290 m,doll_36.534 m,doll_69.754 m
506,,,doll_11.437 m,564 million usd,,,doll_51.884 m,doll_21.761 m,doll_30.123 m
507,,,doll_5.590 m,doll_13.522 m,,,doll_27.627 m,doll_19.299 m,doll_8.327 m
508,,,doll_62.809 m,doll_2.683 m,,,doll_29.591 m,doll_12.437 m,doll_17.154 m
509,,,doll_5.788 m,410 million usd,,,doll_15.441 m,-821 million usd,doll_16.262 m
510,,,doll_2.841 m,-949 million usd,,,doll_12.998 m,doll_11.031 m,doll_1.967 m
511,,,doll_3.866 m,187 million usd,,,doll_1.937 m,doll_1.712 m,225 million usd
512,,,doll_23.442 m,467 million usd,,,doll_19.462 m,doll_6.402 m,doll_13.060 m
513,,,doll_22.106 m,doll_4.325 m,,,doll_157.540 m,doll_33.253 m,doll_124.290 m
514,,,doll_5.349 m,doll_1.133 m,,,doll_13.018 m,doll_11.309 m,doll_1.708 m
515,,,doll_7.854 m,doll_1.229 m,,,doll_8.147 m,doll_3.308 m,doll_4.839 m
516,,,doll_68.636 m,doll_1.358 m,,,doll_22.085 m,doll_1.414 m,doll_20.671 m
517,,,doll_18.992 m,doll_2.707 m,,,doll_31.090 m,doll_10.788 m,doll_20.302 m
518,,,doll_5.951 m,doll_1.838 m,,,doll_30.501 m,doll_3.789 m,doll_26.712 m
519,,,doll_10.420 m,252 million usd,,,doll_26.626 m,doll_9.778 m,doll_16.848 m
520,,,doll_4.784 m,883 million usd,,,doll_15.533 m,doll_9.623 m,doll_5.909 m
521,,,doll_16.236 m,doll_4.666 m,,,doll_264.280 m,doll_17.582 m,doll_246.700 m
522,,,doll_7.757 m,doll_2.873 m,,,doll_255.560 m,doll_18.613 m,doll_236.950 m
523,,,doll_15.634 m,doll_2.719 m,,,doll_29.744 m,doll_17.735 m,doll_12.009 m
524,,,doll_7.625 m,489 million usd,,,doll_16.210 m,doll_9.857 m,doll_6.352 m
525,,,doll_26.758 m,doll_2.120 m,,,doll_50.053 m,doll_19.035 m,doll_31.018 m
526,,,doll_34.818 m,doll_3.662 m,,,doll_120.470 m,doll_28.887 m,doll_91.576 m
527,,,doll_41.970 m,doll_3.068 m,,,doll_198.810 m,doll_29.718 m,doll_169.100 m
528,,,doll_96.441 m,doll_4.053 m,,,doll_191.840 m,doll_61.489 m,doll_130.350 m
529,,,doll_30.981 m,doll_2.565 m,,,doll_44.670 m,doll_20.233 m,doll_24.437 m
530,,,doll_6.584 m,doll_1.575 m,,,doll_5.966 m,doll_-8.373 m,doll_14.339 m
531,,,doll_8.291 m,376 million usd,,,doll_27.999 m,doll_19.256 m,doll_8.743 m
532,,,doll_2.948 m,840 million usd,,,doll_5.734 m,doll_3.978 m,doll_1.755 m
533,,,doll_16.802 m,doll_1.439 m,,,doll_21.351 m,doll_6.286 m,doll_15.065 m
534,,,doll_28.038 m,doll_7.791 m,,,doll_1.250.200 m,doll_100.170 m,doll_1.150.100 m
535,,,doll_3.054 m,-708 million usd,,,doll_9.554 m,doll_6.133 m,doll_3.420 m
536,,,doll_16.094 m,doll_1.267 m,,,doll_14.838 m,doll_7.100 m,doll_7.738 m
537,,,doll_8.971 m,doll_1.477 m,,,doll_10.412 m,doll_2.757 m,doll_7.655 m
538,,,doll_2.080 m,359 million usd,,,doll_43.137 m,doll_25.052 m,doll_18.084 m
539,,,doll_2.688 m,doll_1.519 m,,,doll_5.017 m,doll_3.009 m,doll_2.008 m
540,,,doll_4.990 m,doll_2.404 m,,,,,
541,,,doll_85.249 m,doll_2.709 m,,,doll_56.136 m,doll_22.477 m,doll_33.659 m
542,,,doll_85.795 m,doll_6.675 m,,,doll_108.900 m,doll_42.289 m,doll_66.606 m
543,,,doll_63.847 m,doll_1.538 m,,,doll_63.771 m,doll_22.969 m,doll_40.802 m
544,,,doll_16.693 m,doll_1.953 m,,,doll_13.684 m,doll_7.693 m,doll_5.990 m
545,,,doll_16.610 m,doll_1.784 m,,,doll_70.416 m,doll_30.823 m,doll_39.593 m
546,,,doll_44.676 m,doll_5.318 m,,,doll_733.010 m,doll_45.671 m,doll_687.340 m
547,,,doll_7.595 m,doll_3.491 m,,,doll_399.590 m,doll_38.813 m,doll_360.780 m
548,,,doll_65.892 m,doll_3.278 m,,,doll_282.110 m,doll_57.157 m,doll_224.960 m
549,,,doll_27.712 m,doll_3.153 m,,,doll_49.954 m,doll_23.652 m,doll_26.302 m
550,,,doll_5.256 m,doll_1.034 m,,,doll_4.821 m,doll_3.679 m,doll_1.141 m
551,,,doll_22.792 m,doll_1.508 m,,,doll_13.485 m,doll_4.810 m,doll_8.675 m
552,,,doll_34.867 m,doll_2.160 m,,,doll_15.573 m,doll_3.406 m,doll_12.167 m
553,,,doll_48.664 m,doll_2.778 m,,,doll_56.846 m,doll_22.828 m,doll_34.018 m
554,,,doll_68.415 m,doll_3.905 m,,,doll_283.210 m,doll_33.820 m,doll_249.390 m
555,,,doll_3.180 m,456 million usd,,,doll_4.354 m,doll_1.824 m,doll_2.529 m
556,,,doll_31.259 m,doll_3.290 m,,,doll_66.891 m,doll_29.247 m,doll_37.643 m
557,,,doll_20.012 m,doll_1.275 m,,,doll_26.484 m,doll_9.331 m,doll_17.154 m
558,,,doll_3.689 m,doll_1.092 m,,,doll_9.866 m,doll_6.182 m,doll_3.684 m
559,,,doll_23.879 m,doll_5.245 m,,,doll_444.050 m,doll_32.805 m,doll_411.250 m
560,,,doll_113.160 m,doll_3.570 m,,,doll_133.430 m,doll_47.843 m,doll_85.589 m
561,,,doll_2.308 m,237 million usd,,,doll_9.801 m,doll_-5.266 m,doll_15.067 m
562,,,doll_8.447 m,570 million usd,,,doll_41.772 m,doll_8.301 m,doll_33.470 m
563,,,doll_4.264 m,701 million usd,,,doll_42.966 m,doll_30.720 m,doll_12.245 m
