,market_value_jan_2020,market_value_jan_2021,annual_revenue_usd,annual_net_income_usd,revenue,market_capitalization_2022,total_assets_in_usd,total_equity_in_usd,total_liabilities_in_usd
51162,,,,,not found,,,,
51163,,,,,not found,,,,
51164,,,,,not found,,,,
51165,,,,,not found,,,,
51166,,,,,not found,,,,
51167,,,,,not found,,,,
51168,,,,,not found,,,,
51169,,,,,not found,,,,
51170,,,,,not found,,,,
51171,,,,,not found,,,,
51172,,,,,not found,,,,
51173,,,,,not found,,,,
51174,,,,,not found,,,,
51175,,,,,not found,,,,
51176,,,,,not found,,,,
51177,,,,,not found,,,,
51178,,,,,not found,,,,
51179,,,,,not found,,,,
51180,,,,,not found,,,,
51181,,,,,not found,,,,
51182,,,,,not found,,,,
51183,,,,,not found,,,,
51184,,,,,not found,,,,
51185,,,,,not found,,,,
51186,,,,,not found,,,,
51187,,,,,not found,,,,
51188,,,,,not found,,,,
51189,,,,,not found,,,,
51190,,,,,not found,,,,
51191,,,,,not found,,,,
51192,,,,,not found,,,,
51193,,,,,not found,,,,
51194,,,,,not found,,,,
51195,,,,,not found,,,,
51196,,,,,not found,,,,
51197,,,,,not found,,,,
51198,,,,,not found,,,,
51199,,,,,not found,,,,
51200,,,,,not found,,,,
51201,,,,,not found,,,,
51202,,,,,not found,,,,
51203,,,,,not found,,,,
51204,,,,,not found,,,,
51205,,,,,not found,,,,
51206,,,,,not found,,,,
51207,,,,,not found,,,,
51208,,,,,not found,,,,
51209,,,,,not found,,,,
51210,,,,,not found,,,,
51211,,,,,not found,,,,
51212,,,,,not found,,,,
51213,,,,,not found,,,,
51214,,,,,not found,,,,
51215,,,,,not found,,,,
51216,,,,,not found,,,,
51217,,,,,not found,,,,
51218,,,,,not found,,,,
51219,,,,,not found,,,,
51220,,,,,not found,,,,
51221,,,,,not found,,,,
51222,,,,,not found,,,,
51223,,,,,not found,,,,
51224,,,,,not found,,,,
51225,,,,,not found,,,,
51226,,,,,not found,,,,
51227,,,,,not found,,,,
51228,,,,,not found,,,,
51229,,,,,not found,,,,
51230,,,,,not found,,,,
51231,,,,,not found,,,,
51232,,,,,not found,,,,
51233,,,,,not found,,,,
51234,,,,,not found,,,,
51235,,,,,not found,,,,
51236,,,,,not found,,,,
51237,,,,,not found,,,,
51238,,,,,not found,,,,
51239,,,,,not found,,,,
51240,,,,,not found,,,,
51241,,,,,not found,,,,
51242,,,,,not found,,,,
51243,,,,,not found,,,,
51244,,,,,not found,,,,
51245,,,,,not found,,,,
51246,,,,,not found,,,,
51247,,,,,not found,,,,
51248,,,,,not found,,,,
51249,,,,,not found,,,,
51250,,,,,not found,,,,
51251,,,,,not found,,,,
51252,,,,,not found,,,,
51253,,,,,not found,,,,
51254,,,,,not found,,,,
51255,,,,,not found,,,,
51256,,,,,not found,,,,
51257,,,,,not found,,,,
51258,,,,,not found,,,,
51259,,,,,not found,,,,
51260,,,,,not found,,,,
51261,,,,,not found,,,,
51262,,,,,not found,,,,
51263,,,,,not found,,,,
51264,,,,,not found,,,,
51265,,,,,not found,,,,
51266,,,,,not found,,,,
51267,,,,,not found,,,,
51268,,,,,not found,,,,
51269,,,,,not found,,,,
51270,,,,,not found,,,,
51271,,,,,not found,,,,
51272,,,,,not found,,,,
51273,,,,,not found,,,,
51274,,,,,not found,,,,
51275,,,,,not found,,,,
51276,,,,,not found,,,,
51277,,,,,not found,,,,
51278,,,,,not found,,,,
51279,,,,,not found,,,,
51280,,,,,not found,,,,
51281,,,,,not found,,,,
51282,,,,,not found,,,,
51283,,,,,not found,,,,
51284,,,,,not found,,,,
51285,,,,,not found,,,,
51286,,,,,not found,,,,
51287,,,,,not found,,,,
51288,,,,,not found,,,,
51289,,,,,not found,,,,
51290,,,,,not found,,,,
51291,,,,,not found,,,,
51292,,,,,not found,,,,
51293,,,,,not found,,,,
51294,,,,,not found,,,,
51295,,,,,not found,,,,
51296,,,,,not found,,,,
51297,,,,,not found,,,,
51298,,,,,not found,,,,
51299,,,,,not found,,,,
51300,,,,,not found,,,,
51301,,,,,not found,,,,
51302,,,,,not found,,,,
51303,,,,,not found,,,,
51304,,,,,not found,,,,
51305,,,,,not found,,,,
51306,,,,,not found,,,,
51307,,,,,not found,,,,
51308,,,,,not found,,,,
51309,,,,,not found,,,,
51310,,,,,not found,,,,
51311,,,,,not found,,,,
51312,,,,,not found,,,,
51313,,,,,not found,,,,
51314,,,,,not found,,,,
51315,,,,,91 million usd,,,,
51316,,,,,not found,,,,
51317,,,,,not found,,,,
51318,,,,,not found,,,,
51319,,,,,not found,,,,
51320,,,,,not found,,,,
51321,,,,,not found,,,,
51322,,,,,not found,,,,
51323,,,,,not found,,,,
51324,,,,,doll_3.505 m,,,,
51325,,,,,548 million usd,,,,
51326,,,,,doll_1.413 m,,,,
51327,,,,,not found,,,,
51328,,,,,not found,,,,
51329,,,,,doll_1.096 m,,,,
51330,,,,,20 million usd,,,,
51331,,,,,not found,,,,
51332,,,,,352 million usd,,,,
51333,,,,,155 million usd,,,,
51334,,,,,321 million usd,,,,
51335,,,,,277 million usd,,,,
51336,,,,,doll_7.867 m,,,,
51337,,,,,261 million usd,,,,
51338,,,,,not found,,,,
51339,,,,,310 million usd,,,,
51340,,,,,not found,,,,
51341,,,,,not found,,,,
51342,,,,,doll_2.172 m,,,,
51343,,,,,not found,,,,
51344,,,,,441 million usd,,,,
51345,,,,,doll_1.064 m,,,,
51346,,,,,466 million usd,,,,
51347,,,,,doll_2.032 m,,,,
51348,,,,,doll_3.127 m,,,,
51349,,,,,231 million usd,,,,
51350,,,,,196 million usd,,,,
51351,,,,,doll_2.740 m,,,,
51352,,,,,202 million usd,,,,
51353,,,,,doll_3.273 m,,,,
51354,,,,,74 million usd,,,,
51355,,,,,106 million usd,,,,
51356,,,,,doll_1.455 m,,,,
51357,,,,,not found,,,,
51358,,,,,479 million usd,,,,
51359,,,,,doll_1.821 m,,,,
51360,,,,,not found,,,,
51361,,,,,2 million usd,,,,
51362,,,,,131 million usd,,,,
51363,,,,,doll_1.214 m,,,,
51364,,,,,not found,,,,
51365,,,,,407 million usd,,,,
51366,,,,,doll_1.883 m,,,,
51367,,,,,612 million usd,,,,
51368,,,,,not found,,,,
51369,,,,,692 million usd,,,,
51370,,,,,not found,,,,
51371,,,,,not found,,,,
51372,,,,,doll_1.487 m,,,,
51373,,,,,not found,,,,
51374,,,,,103 million usd,,,,
51375,,,,,231 million usd,,,,
51376,,,,,583 million usd,,,,
51377,,,,,not found,,,,
51378,,,,,148 million usd,,,,
51379,,,,,97 million usd,,,,
51380,,,,,doll_2.208 m,,,,
51381,,,,,not found,,,,
51382,,,,,not found,,,,
51383,,,,,not found,,,,
51384,,,,,9 million usd,,,,
51385,,,,,375 million usd,,,,
51386,,,,,doll_2.318 m,,,,
51387,,,,,doll_1.584 m,,,,
51388,,,,,259 million usd,,,,
51389,,,,,693 million usd,,,,
51390,,,,,doll_1.609 m,,,,
51391,,,,,52 million usd,,,,
51392,,,,,91 million usd,,,,
51393,,,,,558 million usd,,,,
51394,,,,,290 million usd,,,,
51395,,,,,352 million usd,,,,
51396,,,,,doll_1.262 m,,,,
51397,,,,,314 million usd,,,,
51398,,,,,524 million usd,,,,
51399,,,,,not found,,,,
51400,,,,,not found,,,,
51401,,,,,not found,,,,
51402,,,,,doll_1.119 m,,,,
51403,,,,,396 million usd,,,,
51404,,,,,not found,,,,
51405,,,,,not found,,,,
51406,,,,,doll_2.873 m,,,,
51407,,,,,973 million usd,,,,
51408,,,,,not found,,,,
51409,,,,,763 million usd,,,,
51410,,,,,doll_5.634 m,,,,
51411,,,,,not found,,,,
51412,,,,,906 million usd,,,,
51413,,,,,not found,,,,
51414,,,,,not found,,,,
51415,,,,,not found,,,,
51416,,,,,314 million usd,,,,
51417,,,,,doll_25.794 m,,,,
51418,,,,,not found,,,,
51419,,,,,558.6 million cad for year ending december-2020,,,,
51420,,,,,not found,,,,
51421,,,,,not found,,,,
51422,,,,,not found,,,,
51423,,,,,not found,,,,
51424,,,,,not found,,,,
51425,,,,,101 million usd,,,,
51426,,,,,272 million usd,,,,
51427,,,,,422 million usd,,,,
51428,,,,,doll_4.252 m,,,,
51429,,,,,255 million usd,,,,
51430,,,,,335 million usd,,,,
51431,,,,,doll_1.159 m,,,,
51432,,,,,69 million usd,,,,
51433,,,,,not found,,,,
51434,,,,,not found,,,,
51435,,,,,not found,,,,
51436,,,,,206 million usd,,,,
51437,,,,,not found,,,,
51438,,,,,not found,,,,
51439,,,,,678 million usd,,,,
51440,,,,,doll_2.103 m,,,,
51441,,,,,not found,,,,
51442,,,,,not found,,,,
51443,,,,,not found,,,,
51444,,,,,454 million usd,,,,
51445,,,,,921 million usd,,,,
51446,,,,,not found,,,,
51447,,,,,doll_1.144 m,,,,
51448,,,,,not found,,,,
51449,,,,,doll_3.129 m,,,,
51450,,,,,not found,,,,
51451,,,,,220 million usd,,,,
51452,,,,,not found,,,,
51453,,,,,not found,,,,
51454,,,,,doll_1.065 m,,,,
51455,,,,,not found,,,,
51456,,,,,119 million usd,,,,
51457,,,,,doll_1.153 m,,,,
51458,,,,,99 million usd,,,,
51459,,,,,doll_1.932 m,,,,
51460,,,,,doll_4.892 m,,,,
51461,,,,,344 million usd,,,,
51462,,,,,doll_2.516 m,,,,
51463,,,,,not found,,,,
51464,,,,,not found,,,,
51465,,,,,226 million usd,,,,
51466,,,,,657 million usd,,,,
51467,,,,,864 million usd,,,,
51468,,,,,40 million usd,,,,
51469,,,,,not found,,,,
51470,,,,,142 million usd,,,,
51471,,,,,779 million usd,,,,
51472,,,,,doll_1.028 m,,,,
51473,,,,,749 million usd,,,,
51474,,,,,48 million usd,,,,
51475,,,,,doll_3.497 m,,,,
51476,,,,,719 million usd,,,,
51477,,,,,248 million usd,,,,
51478,,,,,doll_1.303 m,,,,
51479,,,,,not found,,,,
51480,,,,,not found,,,,
51481,,,,,902 million usd,,,,
51482,,,,,166 million usd,,,,
51483,,,,,doll_1.075 m,,,,
51484,,,,,not found,,,,
51485,,,,,not found,,,,
51486,,,,,not found,,,,
51487,,,,,not found,,,,
51488,,,,,not found,,,,
51489,,,,,doll_1.532 m,,,,
51490,,,,,not found,,,,
51491,,,,,not found,,,,
51492,,,,,80 million usd,,,,
51493,,,,,not found,,,,
51494,,,,,not found,,,,
51495,,,,,not found,,,,
51496,,,,,242 million usd,,,,
51497,,,,,not found,,,,
51498,,,,,doll_1.439 m,,,,
51499,,,,,100 million usd,,,,
51500,,,,,not found,,,,
51501,,,,,not found,,,,
51502,,,,,doll_4.058 m,,,,
51503,,,,,not found,,,,
51504,,,,,not found,,,,
51505,,,,,not found,,,,
51506,,,,,not found,,,,
51507,,,,,doll_2.300 m,,,,
51508,,,,,not found,,,,
51509,,,,,not found,,,,
51510,,,,,doll_2.740 m,,,,
51511,,,,,doll_2.022 m,,,,
51512,,,,,555 million usd,,,,
51513,,,,,doll_6.071 m,,,,
51514,,,,,752 million usd,,,,
51515,,,,,not found,,,,
51516,,,,,not found,,,,
51517,,,,,doll_3.888 m,,,,
51518,,,,,doll_2.758 m,,,,
51519,,,,,193 million usd,,,,
51520,,,,,340 million usd,,,,
51521,,,,,225 million usd,,,,
51522,,,,,507 million usd,,,,
51523,,,,,287 million usd,,,,
51524,,,,,not found,,,,
51525,,,,,not found,,,,
51526,,,,,309 million usd,,,,
51527,,,,,not found,,,,
51528,,,,,542 million cad for year ending december-2020,,,,
51529,,,,,not found,,,,
51530,,,,,95 million usd,,,,
51531,,,,,495 million usd,,,,
51532,,,,,81 million usd,,,,
51533,,,,,390 million usd,,,,
51534,,,,,400 million usd,,,,
51535,,,,,476 million usd,,,,
51536,,,,,not found,,,,
51537,,,,,125 million usd,,,,
51538,,,,,not found,,,,
51539,,,,,not found,,,,
51540,,,,,not found,,,,
51541,,,,,not found,,,,
51542,,,,,not found,,,,
51543,,,,,not found,,,,
51544,,,,,292 million usd,,,,
51545,,,,,doll_2.483 m,,,,
51546,,,,,doll_1.775 m,,,,
51547,,,,,doll_1.260 m,,,,
51548,,,,,161 million usd,,,,
51549,,,,,doll_1.536 m,,,,
51550,,,,,not found,,,,
51551,,,,,35 million usd,,,,
51552,,,,,doll_2.672 m,,,,
51553,,,,,doll_1.033 m,,,,
51554,,,,,353 million usd,,,,
51555,,,,,not found,,,,
51556,,,,,9 million usd,,,,
51557,,,,,350 million usd,,,,
51558,,,,,not found,,,,
51559,,,,,735 million usd,,,,
51560,,,,,not found,,,,
51561,,,,,not found,,,,
51562,,,,,834 million usd,,,,
51563,,,,,doll_1.689 m,,,,
51564,,,,,not found,,,,
51565,,,,,not found,,,,
51566,,,,,not found,,,,
51567,,,,,412 million usd,,,,
51568,,,,,not found,,,,
51569,,,,,not found,,,,
51570,,,,,535 million usd,,,,
51571,,,,,not found,,,,
51572,,,,,not found,,,,
51573,,,,,not found,,,,
51574,,,,,296 million usd,,,,
51575,,,,,not found,,,,
51576,,,,,not found,,,,
51577,,,,,doll_7.242 m,,,,
51578,,,,,doll_1.032 m,,,,
51579,,,,,38 million usd,,,,
51580,,,,,doll_2.772 m,,,,
51581,,,,,234 million usd,,,,
51582,,,,,not found,,,,
51583,,,,,doll_2.125 m,,,,
51584,,,,,not found,,,,
51585,,,,,not found,,,,
51586,,,,,doll_1.689 m,,,,
51587,,,,,not found,,,,
51588,,,,,not found,,,,
51589,,,,,not found,,,,
51590,,,,,182 million usd,,,,
51591,,,,,not found,,,,
51592,,,,,not found,,,,
51593,,,,,not found,,,,
51594,,,,,not found,,,,
51595,,,,,81 million usd,,,,
51596,,,,,doll_1.642 m,,,,
51597,,,,,not found,,,,
51598,,,,,not found,,,,
51599,,,,,571 million usd,,,,
51600,,,,,395 million usd,,,,
51601,,,,,doll_4.714 m,,,,
51602,,,,,329 million usd,,,,
51603,,,,,doll_1.459 m,,,,
51604,,,,,not found,,,,
51605,,,,,518 million usd,,,,
51606,,,,,not found,,,,
51607,,,,,doll_3.184 m,,,,
51608,,,,,not found,,,,
51609,,,,,422 million usd,,,,
51610,,,,,not found,,,,
51611,,,,,711 million usd,,,,
51612,,,,,not found,,,,
51613,,,,,not found,,,,
51614,,,,,371 million usd,,,,
51615,,,,,not found,,,,
51616,,,,,not found,,,,
51617,,,,,764 million usd,,,,
51618,,,,,doll_2.054 m,,,,
51619,,,,,not found,,,,
51620,,,,,not found,,,,
51621,,,,,doll_4.048 m,,,,
51622,,,,,130 million usd,,,,
51623,,,,,505 million usd,,,,
51624,,,,,doll_2.766 m,,,,
51625,,,,,not found,,,,
51626,,,,,doll_2.053 m,,,,
51627,,,,,not found,,,,
51628,,,,,not found,,,,
51629,,,,,389 million usd,,,,
51630,,,,,doll_2.109 m,,,,
51631,,,,,613 million usd,,,,
51632,,,,,doll_1.363 m,,,,
51633,,,,,131 million usd,,,,
51634,,,,,not found,,,,
51635,,,,,254 million usd,,,,
51636,,,,,892 million usd,,,,
51637,,,,,not found,,,,
51638,,,,,doll_2.376 m,,,,
51639,,,,,not found,,,,
51640,,,,,not found,,,,
51641,,,,,not found,,,,
51642,,,,,576 million usd,,,,
51643,,,,,0 million usd,,,,
51644,,,,,340 million usd,,,,
51645,,,,,not found,,,,
51646,,,,,doll_1.423 m,,,,
51647,,,,,not found,,,,
51648,,,,,not found,,,,
51649,,,,,doll_1.059 m,,,,
51650,,,,,976 million usd,,,,
51651,,,,,272 million usd,,,,
51652,,,,,not found,,,,
51653,,,,,not found,,,,
51654,,,,,not found,,,,
51655,,,,,862 million usd,,,,
51656,,,,,111 million usd,,,,
51657,,,,,45 million usd,,,,
51658,,,,,633 million usd,,,,
51659,,,,,235 million usd,,,,
51660,,,,,77 million usd,,,,
51661,,,,,0 million usd,,,,
51662,,,,,113 million usd,,,,
51663,,,,,doll_1.641 m,,,,
51664,,,,,259 million usd,,,,
51665,,,,,not found,,,,
51666,,,,,doll_1.873 m,,,,
51667,,,,,doll_3.726 m,,,,
51668,,,,,313 million usd,,,,
51669,,,,,not found,,,,
51670,,,,,896 million usd,,,,
51671,,,,,doll_1.750 m,,,,
51672,,,,,not found,,,,
51673,,,,,0 million usd,,,,
51674,,,,,doll_1.729 m,,,,
51675,,,,,203 million usd,,,,
51676,,,,,205 million usd,,,,
51677,,,,,not found,,,,
51678,,,,,466 million usd,,,,
51679,,,,,not found,,,,
51680,,,,,not found,,,,
51681,,,,,not found,,,,
51682,,,,,doll_9.984 m,,,,
51683,,,,,doll_1.022 m,,,,
51684,,,,,446 million usd,,,,
51685,,,,,not found,,,,
51686,,,,,not found,,,,
51687,,,,,doll_12.612 m,,,,
51688,,,,,496 million usd,,,,
51689,,,,,238 million usd,,,,
51690,,,,,443 million usd,,,,
51691,,,,,506 million usd,,,,
51692,,,,,not found,,,,
51693,,,,,151 million usd,,,,
51694,,,,,399.9 million usd for year ending december-2020,,,,
51695,,,,,not found,,,,
51696,,,,,77 million usd,,,,
51697,,,,,323 million usd,,,,
51698,,,,,976 million usd,,,,
51699,,,,,not found,,,,
51700,,,,,doll_1.060 m,,,,
51701,,,,,doll_1.008 m,,,,
51702,,,,,274 million usd,,,,
51703,,,,,171 million usd,,,,
51704,,,,,993 million usd,,,,
51705,,,,,not found,,,,
51706,,,,,409 million usd,,,,
51707,,,,,560 million usd,,,,
51708,,,,,198 million usd,,,,
51709,,,,,not found,,,,
51710,,,,,doll_1.402 m,,,,
51711,,,,,not found,,,,
51712,,,,,not found,,,,
51713,,,,,not found,,,,
51714,,,,,not found,,,,
51715,,,,,not found,,,,
51716,,,,,not found,,,,
51717,,,,,3 million usd,,,,
51718,,,,,250 million usd,,,,
51719,,,,,not found,,,,
51720,,,,,not found,,,,
51721,,,,,not found,,,,
51722,,,,,not found,,,,
51723,,,,,not found,,,,
51724,,,,,not found,,,,
51725,,,,,not found,,,,
51726,,,,,245 million usd,,,,
51727,,,,,doll_1.848 m,,,,
51728,,,,,not found,,,,
51729,,,,,544 million usd,,,,
51730,,,,,doll_1.175 m,,,,
51731,,,,,doll_1.051 m,,,,
51732,,,,,0 million usd,,,,
51733,,,,,doll_1.038 m,,,,
51734,,,,,not found,,,,
51735,,,,,not found,,,,
51736,,,,,344 million usd,,,,
51737,,,,,doll_1.087 m,,,,
51738,,,,,doll_1.161 m,,,,
51739,,,,,461 million usd,,,,
51740,,,,,not found,,,,
51741,,,,,120 million usd,,,,
51742,,,,,not found,,,,
51743,,,,,not found,,,,
51744,,,,,not found,,,,
51745,,,,,218 million usd,,,,
51746,,,,,doll_2.000 m,,,,
51747,,,,,doll_1.496 m,,,,
51748,,,,,864 million usd,,,,
51749,,,,,not found,,,,
51750,,,,,not found,,,,
51751,,,,,526 million usd,,,,
51752,,,,,not found,,,,
51753,,,,,not found,,,,
51754,,,,,not found,,,,
51755,,,,,not found,,,,
51756,,,,,not found,,,,
51757,,,,,doll_1.823.6 m,,,,
51758,,,,,not found,,,,
51759,,,,,271 million usd,,,,
51760,,,,,not found,,,,
51761,,,,,336 million usd,,,,
51762,,,,,not found,,,,
51763,,,,,583 million usd,,,,
51764,,,,,476 million usd,,,,
51765,,,,,not found,,,,
51766,,,,,not found,,,,
51767,,,,,not found,,,,
51768,,,,,82 million usd,,,,
51769,,,,,607 million usd,,,,
51770,,,,,489 million usd,,,,
51771,,,,,not found,,,,
51772,,,,,doll_1.141 m,,,,
51773,,,,,doll_1.267 m,,,,
51774,,,,,not found,,,,
51775,,,,,not found,,,,
51776,,,,,751 million usd,,,,
51777,,,,,not found,,,,
51778,,,,,not found,,,,
51779,,,,,doll_7.125 m,,,,
51780,,,,,389 million usd,,,,
51781,,,,,not found,,,,
51782,,,,,not found,,,,
51783,,,,,418 million usd,,,,
51784,,,,,doll_1.818 m,,,,
51785,,,,,not found,,,,
51786,,,,,not found,,,,
51787,,,,,0 million usd,,,,
51788,,,,,119 million usd,,,,
51789,,,,,not found,,,,
51790,,,,,522 million usd,,,,
51791,,,,,not found,,,,
51792,,,,,not found,,,,
51793,,,,,265 million usd,,,,
51794,,,,,not found,,,,
51795,,,,,not found,,,,
51796,,,,,not found,,,,
51797,,,,,167 million usd,,,,
51798,,,,,doll_1.141 m,,,,
51799,,,,,doll_1.669 m,,,,
51800,,,,,doll_1.091 m,,,,
51801,,,,,doll_2.362 m,,,,
51802,,,,,192 million usd,,,,
51803,,,,,862 million usd,,,,
51804,,,,,not found,,,,
51805,,,,,not found,,,,
51806,,,,,doll_1.028 m,,,,
51807,,,,,doll_1.209 m,,,,
51808,,,,,396 million usd,,,,
51809,,,,,151 million usd,,,,
51810,,,,,not found,,,,
51811,,,,,not found,,,,
51812,,,,,not found,,,,
51813,,,,,846 million usd,,,,
51814,,,,,361 million usd,,,,
51815,,,,,not found,,,,
51816,,,,,not found,,,,
51817,,,,,not found,,,,
51818,,,,,not found,,,,
51819,,,,,not found,,,,
51820,,,,,doll_1.869 m,,,,
51821,,,,,not found,,,,
51822,,,,,doll_1.424 m,,,,
51823,,,,,807 million usd,,,,
51824,,,,,not found,,,,
51825,,,,,not found,,,,
51826,,,,,doll_1.684 m,,,,
51827,,,,,91 million usd,,,,
51828,,,,,doll_2.657 m,,,,
51829,,,,,not found,,,,
51830,,,,,not found,,,,
51831,,,,,not found,,,,
51832,,,,,doll_1.008 m,,,,
51833,,,,,701 million usd,,,,
51834,,,,,389 million usd,,,,
51835,,,,,602 million usd,,,,
51836,,,,,not found,,,,
51837,,,,,not found,,,,
51838,,,,,785 million usd,,,,
51839,,,,,724 million usd,,,,
51840,,,,,not found,,,,
51841,,,,,doll_2.258 m,,,,
51842,,,,,doll_3.006 m,,,,
51843,,,,,282 million usd,,,,
51844,,,,,not found,,,,
51845,,,,,329 million usd,,,,
51846,,,,,227 million usd,,,,
51847,,,,,not found,,,,
51848,,,,,not found,,,,
51849,,,,,806 million usd,,,,
51850,,,,,not found,,,,
51851,,,,,533 million usd,,,,
51852,,,,,17 million usd,,,,
51853,,,,,30 million usd,,,,
51854,,,,,doll_3.556 m,,,,
51855,,,,,not found,,,,
51856,,,,,133 million usd,,,,
51857,,,,,160 million usd,,,,
51858,,,,,not found,,,,
51859,,,,,not found,,,,
51860,,,,,299 million usd,,,,
51861,,,,,not found,,,,
51862,,,,,not found,,,,
51863,,,,,not found,,,,
51864,,,,,252 million usd,,,,
51865,,,,,doll_1.113 m,,,,
51866,,,,,not found,,,,
51867,,,,,not found,,,,
51868,,,,,not found,,,,
51869,,,,,not found,,,,
51870,,,,,not found,,,,
51871,,,,,not found,,,,
51872,,,,,not found,,,,
51873,,,,,not found,,,,
51874,,,,,doll_2.177 m,,,,
51875,,,,,338 million usd,,,,
51876,,,,,434 million usd,,,,
51877,,,,,not found,,,,
51878,,,,,31 million usd,,,,
51879,,,,,doll_4.140 m,,,,
51880,,,,,doll_1.283 m,,,,
51881,,,,,not found,,,,
51882,,,,,461 million usd,,,,
51883,,,,,not found,,,,
51884,,,,,not found,,,,
51885,,,,,doll_2.788 m,,,,
51886,,,,,510 million usd,,,,
51887,,,,,doll_2.464 m,,,,
51888,,,,,not found,,,,
51889,,,,,doll_4.374 m,,,,
51890,,,,,0 million usd,,,,
51891,,,,,548 million usd,,,,
51892,,,,,not found,,,,
51893,,,,,220 million usd,,,,
51894,,,,,doll_10.648 m,,,,
51895,,,,,not found,,,,
51896,,,,,not found,,,,
51897,,,,,882 million usd,,,,
51898,,,,,781 million usd,,,,
51899,,,,,235 million usd,,,,
51900,,,,,829 million usd,,,,
51901,,,,,doll_1.121 m,,,,
51902,,,,,0 million usd,,,,
51903,,,,,not found,,,,
51904,,,,,not found,,,,
51905,,,,,not found,,,,
51906,,,,,not found,,,,
51907,,,,,doll_1.075 m,,,,
51908,,,,,794 million usd,,,,
51909,,,,,not found,,,,
51910,,,,,not found,,,,
51911,,,,,not found,,,,
51912,,,,,not found,,,,
51913,,,,,not found,,,,
51914,,,,,832 million usd,,,,
51915,,,,,not found,,,,
51916,,,,,120 million usd,,,,
51917,,,,,736 million usd,,,,
51918,,,,,doll_1.004 m,,,,
51919,,,,,91 million usd,,,,
51920,,,,,not found,,,,
51921,,,,,105 million usd,,,,
51922,,,,,not found,,,,
51923,,,,,not found,,,,
51924,,,,,not found,,,,
51925,,,,,573 million usd,,,,
51926,,,,,286 million usd,,,,
51927,,,,,926 million usd,,,,
51928,,,,,99 million usd,,,,
51929,,,,,doll_2.163 m,,,,
51930,,,,,not found,,,,
51931,,,,,not found,,,,
51932,,,,,not found,,,,
51933,,,,,doll_1.501 m,,,,
51934,,,,,470 million usd,,,,
51935,,,,,not found,,,,
51936,,,,,not found,,,,
51937,,,,,not found,,,,
51938,,,,,391 million usd,,,,
51939,,,,,189 million usd,,,,
51940,,,,,doll_1.007 m,,,,
51941,,,,,not found,,,,
51942,,,,,not found,,,,
51943,,,,,not found,,,,
51944,,,,,doll_1.096 m,,,,
51945,,,,,347 million usd,,,,
51946,,,,,557 million usd,,,,
51947,,,,,not found,,,,
51948,,,,,not found,,,,
51949,,,,,not found,,,,
51950,,,,,doll_1.862 m,,,,
51951,,,,,not found,,,,
51952,,,,,1 million usd,,,,
51953,,,,,not found,,,,
51954,,,,,not found,,,,
51955,,,,,425 million usd,,,,
51956,,,,,not found,,,,
51957,,,,,not found,,,,
51958,,,,,not found,,,,
51959,,,,,not found,,,,
51960,,,,,not found,,,,
51961,,,,,235 million usd,,,,
51962,,,,,not found,,,,
51963,,,,,doll_1.779 m,,,,
51964,,,,,138 million usd,,,,
51965,,,,,not found,,,,
51966,,,,,744 million usd,,,,
51967,,,,,225 million usd,,,,
51968,,,,,not found,,,,
51969,,,,,539 million usd,,,,
51970,,,,,not found,,,,
51971,,,,,214 million usd,,,,
51972,,,,,43 million usd,,,,
51973,,,,,462 million usd,,,,
51974,,,,,not found,,,,
51975,,,,,567 million usd,,,,
51976,,,,,not found,,,,
51977,,,,,not found,,,,
51978,,,,,doll_1.208 m,,,,
51979,,,,,409 million usd,,,,
51980,,,,,905 million usd,,,,
51981,,,,,not found,,,,
51982,,,,,doll_1.709 m,,,,
51983,,,,,686 million usd,,,,
51984,,,,,33 million usd,,,,
51985,,,,,not found,,,,
51986,,,,,not found,,,,
51987,,,,,0 million usd,,,,
51988,,,,,270 million usd,,,,
51989,,,,,596 million usd,,,,
51990,,,,,not found,,,,
51991,,,,,not found,,,,
51992,,,,,doll_2.063 m,,,,
51993,,,,,708 million usd,,,,
51994,,,,,not found,,,,
51995,,,,,not found,,,,
51996,,,,,not found,,,,
51997,,,,,20 million usd,,,,
51998,,,,,not found,,,,
51999,,,,,not found,,,,
52000,,,,,not found,,,,
52001,,,,,180 million usd,,,,
52002,,,,,not found,,,,
52003,,,,,doll_5.607 m,,,,
52004,,,,,not found,,,,
52005,,,,,not found,,,,
52006,,,,,29 million usd,,,,
52007,,,,,528 million usd,,,,
52008,,,,,doll_1.446 m,,,,
52009,,,,,-201 million usd,,,,
52010,,,,,doll_1.681 m,,,,
52011,,,,,not found,,,,
52012,,,,,doll_4.597 m,,,,
52013,,,,,931 million usd,,,,
52014,,,,,not found,,,,
52015,,,,,not found,,,,
52016,,,,,254 million usd,,,,
52017,,,,,doll_1.282 m,,,,
52018,,,,,not found,,,,
52019,,,,,doll_3.689 m,,,,
52020,,,,,195 million usd,,,,
52021,,,,,not found,,,,
52022,,,,,517 million usd,,,,
52023,,,,,doll_1.438 m,,,,
52024,,,,,not found,,,,
52025,,,,,186 million usd,,,,
52026,,,,,not found,,,,
52027,,,,,not found,,,,
52028,,,,,doll_3.368 m,,,,
52029,,,,,not found,,,,
52030,,,,,not found,,,,
52031,,,,,473 million usd,,,,
52032,,,,,944 million usd,,,,
52033,,,,,438 million usd,,,,
52034,,,,,not found,,,,
52035,,,,,not found,,,,
52036,,,,,not found,,,,
