,index,foundation_year,headquarter,industry,name,ownership
2719,2719,1980,"vijayawada, india",education & training,k l university,private
2720,2720,1971,"hong kong, hong kong",hospitality,shangri-la hotels & resorts,public
2721,2721,2005,"mumbai, maharashtra, india",fintech,national payments corporation of india,private
2722,2722,1982,"mountain view, california, united states (usa)",it services & consulting,nortonlifelock's,private
2723,2723,1965,"milford, connecticut, united states (usa)",hospitality,subway,private
2724,2724,1960,"bhilai/bhillai, chhattisgarh, india",industrial machinery,bhilai engineering corporation,public
2725,2725,1996,"hyderabad/secunderabad, telangana, india",engineering & construction,gkc projects,private
2726,2726,1957,"kolkata, west bengal, india",auto components,kiswok industries,private
2727,2727,1966,"kolkata, west bengal, india",metals & mining,rashmi group,private
2728,2728,1998,"bangalore, india",fashion & textile,wildcraft,private
2729,2729,1997,"noida, india",healthcare,metro hospital & heart institute,
2730,2730,1998,"cambridge,massachusetts, united states",it services & consulting,akamai technologies,private
2731,2731,1915,"friedrichshafen, germany",auto components,zf india technology center,private
2732,2732,1994,"hosur, india",industrial automation,titan engineering & automation,private
2733,2733,2006,"delhi/ncr, delhi, india",financial services,religare finvest,public
2734,2734,0,,,sureti insurance marketing,
2735,2735,1994,"dublin, ireland",auto components,aptiv,private
2736,2736,0,"basel,basel city, switzerland",pharma,roche diagnostics,private
2737,2737,2009,"salem, india",it services & consulting,mahendra nextwealth,
2738,2738,1999,"chennai, tamil nadu, india",it services & consulting,bahwan cybertek,private
2739,2739,2004,"hyderabad/secunderabad, telangana, india",real estate,aliens group,private
2740,2740,1984,"buk-gu, ulsan, republic of korea",auto components,nvh india auto parts,private
2741,2741,1946,"bangalore/bengaluru, karnataka, india",electrical equipment,kirloskar electric company,public
2742,2742,1984,"mumbai, maharashtra, india",industrial machinery,powerica,private
2743,2743,1909,"neckarlsum, germany",auto components,rheinmetall automotive,private
2744,2744,2000,"cupertino, california, us",software product,mobileum,private
2745,2745,1946,"greifensee, zurich, switzerland",electronics manufacturing,mettler-toledo,private
2746,2746,1933,"hyderabad, india",engineering & construction,patil group,
2747,2747,1999,"san jose,california, united states",internet,metric stream infotech,private
2748,2748,1974,"hyderabad/secunderabad, telangana, india",building material,rcl-priya cement,
2749,2749,2011,"mumbai, maharashtra, india",edtech,tata classedge,public
2750,2750,2013,"delhi,nct, india",aviation,vistara,private
2751,2751,1993,"mumbai, maharashtra, india",real estate,rdc concrete (india),private
2752,2752,0,,engineering & construction,l&t water & effluent treatment,
2753,2753,0,,non-profit,marpu foundation,
2754,2754,2009,"greater noida, india",education & training,sharda university,private
2755,2755,1865,"mumbai, india",food processing,allanasons,private
2756,2756,1961,"vadodara/baroda, gujrat, india",auto components,banco products,public
2757,2757,1970,"hyderabad/secunderabad, telangana, india",industrial machinery,bharat dynamics,private
2758,2758,2001,"roseland, nj, united states (usa)",it services & consulting,ascent business solutions,private
2759,2759,2013,"pune, maharashtra, india",it services & consulting,datametica,private
2760,2760,1999,"burlington, massachusetts, united states (usa)",it services & consulting,nuance transcription services,private
2761,2761,1985,"gurgaon/gurugram, haryana, india",auto components,munjal auto industries,public
2762,2762,2003,"delhi/ncr, delhi, india",telecom,shivam infocom,private
2763,2763,2007,"mumbai, india",insurance,aegon life insurance,private
2764,2764,2002,"mumbai, maharashtra, india",it services & consulting,secure value,private
2765,2765,2014,"ahmedabad,gujarat, india",fintech,lendingkart,public
2766,2766,2001,"roseland, nj, united states (usa)",it services & consulting,ascent business solutions,private
2767,2767,1995,"gurgaon/gurugram, haryana, india",auto components,somic zf components,private
2768,2768,1961,"vadodara/baroda, gujrat, india",auto components,banco products,public
2769,2769,2011,"hapur, india",healthcare,rama medical college hospital & research centre,
2770,2770,1982,"hwasung city, south korea, korea",it services & consulting,elentec india,private
2771,2771,2016,"bangalore, india",it services & consulting,zovian technologies,private
2772,2772,1959,"new delhi, india",oil & gas,iocl refinery,public
2773,2773,2010,"mumbai, maharashtra, india",engineering & construction,mahindra susten,private
2774,2774,1998,"hyderabad/secunderabad, telangana, india",it services & consulting,innominds software,private
2775,2775,1956,"new delhi, india",healthcare,all india institute of medical sciences,private
2776,2776,1917,"cincinnati, united states",aviation,ge aviation,private
2777,2777,1986,"ludhiana, punjab, india",pharma,iol chemicals & pharmaceuticals,private
2778,2778,1997,"vadodara/baroda, gujrat, india",chemicals,zydex industries,private
2779,2779,2003,"delhi/ncr, delhi, india",fmcg,rail vikas nigam,private
2780,2780,1989,"mohali, india",it services & consulting,ids infotech,public
2781,2781,1964,"mumbai, maharashtra, india",power,emco,public
2782,2782,1972,"ulsan, south korea",urban transport,hyundai heavy industries,public
2783,2783,2006,"mumbai, maharashtra, india",real estate,indiabulls real estate,public
2784,2784,2006,"lincoln,nebraska, united states",software product,hudl,private
2785,2785,2003,"gurugram, south korea",marketing & advertising,cheil india,private
2786,2786,0,,bpo,gallagher service center,
2787,2787,1993,"bangalore/bengaluru, karnataka, india",fashion & textile,arvind fashions,public
2788,2788,2006,"faridabad, haryana, india",industrial machinery,l&tmhi power boilers,private
2789,2789,2000,"austin, texas, united states",it services & consulting,e2open,private
2790,2790,2009,"bengaluru/bangalore, karnataka, india",it services & consulting,ayn infotech,public
2791,2791,2010,"hyderabad, india",financial services,sub-k impact solutions,private
2792,2792,1989,"bangalore/bengaluru, karnataka, india",healthcare,health care global enterprises,public
2793,2793,1992,"chennai, tamil nadu, india",pharma,orchid chemicals & pharmaceuticals,private
2794,2794,1996,"mumbai, india",education & training,arena animation,private
2795,2795,2010,"mumbai, denmark",facility management services,iss sdb security services,private
2796,2796,1978,"midnapore, west bengal, india",automobile,bhandari automobiles,private
2797,2797,1995,"gurugram, india",telecom,sistema shyam teleservices,private
2798,2798,1987,"chennai, tamil nadu, india",industrial machinery,esab,public
2799,2799,1985,"delhi/ncr, delhi, india",building material,gold plus glass,private
2800,2800,1989,"hyderabad/secunderabad, telangana, india",real estate,my home constructions,private
2801,2801,2003,"bangalore/bengaluru, karnataka, india",real estate,synergy property development services,private
2802,2802,1996,"mumbai, maharashtra, india",recruitment,t&m services consulting,private
2803,2803,0,,fintech,scoreme solutions,
2804,2804,0,,automobile,koda auto volkswagen,
2805,2805,0,,it services & consulting,expleo solutions,
2806,2806,0,,engineering & construction,technip energies,
2807,2807,2008,"noida, uttar pradesh, india",recruitment,spectrum talent management,private
2808,2808,1994,"mumbai, maharashtra, india",healthcare,suburban diagnostics,private
2809,2809,1976,"north carolina, united states",telecom,commscope,private
2810,2810,1992,"aurangabad, maharashtra, india",packaging,can-pack,private
2811,2811,2009,"chennai,tamil nadu, india",nbfc,aptus value housing finance india,private
2812,2812,2001,"wayne, united states (usa)",it services & consulting,liquidhub,private
2813,2813,1985,"austin, texas, united states (usa)",bpo,personiv,private
2814,2814,2002,"noida, india",it services & consulting,offshoot agency,private
2815,2815,2002,"hyderabad, india",healthcare,apollo clinic,public
2816,2816,1985,"hyderabad/secunderabad, telangana, india",hospitality,country club india,private
2817,2817,2008,"gandhinagar, gujarat, india",education & training,indian institute of technology gandhinagar,private
2818,2818,2009,"mumbai, maharashtra, india",financial services,tradebulls,private
2819,2819,2009,"mumbai, maharashtra, india",financial services,tradebulls,private
2820,2820,2015,"bangalore,karnataka, india",internet,treebo hotels,private
2821,2821,1980,"abu dhabi, unitedarabemirates",fintech,uae exchange & financial services,private
2822,2822,1983,"cambridge,massachusetts, united states",software product,pegasystems,private
2823,2823,2013,"bangalore/bengaluru, karnataka, india",logistics,airasia,public
2824,2824,1967,"beirut, lebanon",engineering & construction,arabian construction company,private
2825,2825,1989,"noida, uttar pradesh, india",food processing,gopaljee dairy foods,private
2826,2826,1985,"mumbai, india",furniture & furnishing,godrej interio,private
2827,2827,1932,"mumbai, maharashtra, india",fitness & wellness,talwalkars better value fitness,public
2828,2828,2003,"london, united kingdom (uk)",petrochemicals,petrofac engineering india,private
2829,2829,1986,"gurgaon/gurugram, haryana, india",oil & gas,focus energy,private
2830,2830,1884,"toranomon, tokyo, japan",ports & shipping,mitsui o.s.k. lines,private
2831,2831,1937,"mumbai, maharashtra, india",iron & steel,mukand,public
2832,2832,2005,"bangalore,karnataka, india",it services & consulting,global edge software,private
2833,2833,1923,"delhi/ncr, delhi, india",engineering & construction,military engineer services,public
2834,2834,2005,"scottsdale, az, united states (usa)",it services & consulting,encora,private
2835,2835,1946,"hoofddorp, north holand, holland",logistics,tnt express,private
2836,2836,1991,"muscat, oman",oil & gas,arabian industries,private
2837,2837,2008,"mumbai, maharashtra, india",it services & consulting,inspira enterprise india,private
2838,2838,1986,"kolkata, india",fmcg,mcnroe,private
2839,2839,1970,"texas, united states (usa)",chemicals,huntsman international,private
2840,2840,1988,"gurgaon/gurugram, haryana, india",power,su-kam power systems,private
2841,2841,1958,"jharsuguda, odisha, india",metals & mining,trl krosaki refractories,public
2842,2842,2003,"new york, new york, , united states",marketing & advertising,groupm media,public
2843,2843,2013,"bangalore, india",it services & consulting,hummingwave technologies,private
2844,2844,1698,"london, england, india",financial services,refinitiv,private
2845,2845,1919,"houston, texas, united states (usa)",power,halliburton,private
2846,2846,1996,"bangalore/bengaluru, karnataka, india",it services & consulting,ample technologies,private
2847,2847,2007,"chennai, india",marketing & advertising,paragon digital services,private
2848,2848,0,,,hinduja tech,
2849,2849,1996,"bangalore/bengaluru, karnataka, india",it services & consulting,ample technologies,private
2850,2850,2007,"chennai, india",marketing & advertising,paragon digital services,private
2851,2851,2001,"gangnam-gu, seoul, south korea",logistics,hyundai glovis,public
2852,2852,2013,"bangalore,karnataka, india",beverage,paper boat,
2853,2853,1971,"ludhiana, punjab, india",engineering & construction,highway industries,private
2854,2854,1991,"kolkata, west bengal, india",industrial machinery,shyam sel & power,public
2855,2855,2001,"hyderabad/secunderabad, telangana, india",education & training,bharat institutions,private
2856,2856,1993,"hyderabad/secunderabad, telangana, india",it services & consulting,kellton tech solutions,public
2857,2857,0,"seoul, south korea",automobile,kia,
2858,2858,0,,pharma,alembic,
2859,2859,1990,"bangalore/bengaluru, karnataka, india",defence & aerospace,tata advanced materials,public
2860,2860,1995,"new jersey, united states (usa)",it services & consulting,servion global solutions,private
2861,2861,2000,"gurgaon/gurugram, haryana, india",bpo,onkar infotech,private
2862,2862,1990,"laguna hills, california, israel",it services & consulting,magic software,private
2863,2863,1982,"dhar, madhya pradesh, india",industrial machinery,shakti pumps,public
2864,2864,2015,"bangalore,karnataka, india",it services & consulting,joulestowatts business solutions,private
2865,2865,1870,"muscat, oman",other,khimji ramdas,private
2866,2866,1991,"dubai, dubai, united arab emirates (uae)",other,naffco,private
