00-avengers-market_cap,08-slytherin-market_cap,10-DeBiGa-market_cap,06-MarScoToc-mastercap,07-silvestri-market_value_apr_2022,02-GioPonSpiz-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap,03-gren-market_capitalization_usd
,€38.5 million,,,,,,,
,€40.9 million,,,,,,,
,€40.3 million,,,,,,,
,€41.0 million,,,,,,,
,€41.4 million,,,,,,,
,€84.2 million,,,,,,,
,€86.4 million,,,,,,,
,€89.1 million,,,,,,,
,€88.8 million,,,,,,,
,€87.9 million,,,,,,,
,€91.2 million,,,,,,,
,€89.3 million,,,,,,,
,€87.2 million,,,,,,,
,€182.6 million,,,,,,,
,€95.4 million,,,,,,,
,€178.1 million,,,,,,,
,€182.6 million,,,,,,,
,€183.5 million,,,,,,,
,€182.7 million,,,,,,,
,€188.4 million,,,,,,,
,€197.3 million,,,,,,,
,€183.5 million,,,,,,,
,€196.6 million,,,,,,,
,€203.1 million,,,,,,,
,€468.7 million,,,,,,,
,€452.0 million,,,,,,,
,€487.6 million,,,,,,,
,€470.9 million,,,,,,,
,€495.6 million,,,,,,,
,€495.2 million,,,,,,,
,€495.4 million,,,,,,,
,€497.3 million,,,,,,,
,€1.52 billion,,,,,,,
,€1.64 billion,,,,,,,
,€1.65 billion,,,,,,,
,€1.54 billion,,,,,,,
,€1.68 billion,,,,,,,
,€1.81 billion,,,,,,,
,€1.93 billion,,,,,,,
,€2.02 billion,,,,,,,
,doll_6.35 billion,,,,,,,
,€1.97 billion,,,,,,,
,€2.21 billion,,,,,,,
,kr.50.67 billion,,,,,,,
,kr.51.13 billion,,,,,,,
,kr.64.63 billion,,,,,,,
,kr.67.27 billion,,,,,,,
,kr.73.12 billion,,,,,,,
,kr.98.49 billion,,,,,,,
,kr.108.05 billion,,,,,,,
,kr.153.68 billion,,,,,,,
,kr.201.43 billion,,,,,,,
,kr.128.71 billion,,,,,,,
,kr.262.69 billion,,,,,,,
,kr.433.49 billion,,,,,,,
,kr.285.98 billion,,,,,,,
,€4.98 billion,,,,,,,
,kr.1.731 trillion,,,,,,,
,€4.92 billion,,,,,,,
,€6.58 billion,,,,,,,
,€5.51 billion,,,,,,,
,€7.04 billion,,,,,,,
,€6.40 billion,,,,,,,
,€7.57 billion,,,,,,,
,€7.98 billion,,,,,,,
,€7.99 billion,,,,,,,
,€8.13 billion,,,,,,,
,€8.51 billion,,,,,,,
,€8.55 billion,,,,,,,
,€9.07 billion,,,,,,,
,€9.81 billion,,,,,,,
,€10.76 billion,,,,,,,
,€12.16 billion,,,,,,,
,€13.53 billion,,,,,,,
,€15.72 billion,,,,,,,
,€15.36 billion,,,,,,,
,€13.58 billion,,,,,,,
,€17.44 billion,,,,,,,
,€25.56 billion,,,,,,,
,€47.06 billion,,,,,,,
,€40.68 billion,,,,,,,
,€63.49 billion,,,,,,,
,€31.86 billion,,,,,,,
,€48.68 billion,,,,,,,
,€629.8 million,,,,,,,
,€596.9 million,,,,,,,
,€734.3 million,,,,,,,
,€735.1 million,,,,,,,
,£699.8 million,,,,,,,
,€800.5 million,,,,,,,
,€866.8 million,,,,,,,
,€856.1 million,,,,,,,
,£762.8 million,,,,,,,
,€887.1 million,,,,,,,
,€699.0 million,,,,,,,
,€950.4 million,,,,,,,
,€1.09 billion,,,,,,,
,€1.05 billion,,,,,,,
,€1.01 billion,,,,,,,
,doll_1.64 billion,,,,,,,
,doll_1.57 billion,,,,,,,
,doll_1.31 billion,,,,,,,
,£1.95 billion,,,,,,,
,€1.94 billion,,,,,,,
,£2.34 billion,,,,,,,
,€3.19 billion,,,,,,,
,doll_3.92 billion,,,,,,,
,doll_4.14 billion,,,,,,,
,doll_5.17 billion,,,,,,,
,doll_6.69 billion,,,,,,,
,€5.51 billion,,,,,,,
,£5.95 billion,,,,,,,
,doll_8.85 billion,,,,,,,
,doll_10.05 billion,,,,,,,
,€6.20 billion,,,,,,,
,€10.39 billion,,,,,,,
,doll_13.01 billion,,,,,,,
,€17.87 billion,,,,,,,
,adoll_17.91 billion,,,,,,,
,€15.93 billion,,,,,,,
,€17.39 billion,,,,,,,
,€18.62 billion,,,,,,,
,doll_23.64 billion,,,,,,,
,doll_23.93 billion,,,,,,,
,doll_21.21 billion,,,,,,,
,£23.98 billion,,,,,,,
,doll_33.02 billion,,,,,,,
,£26.99 billion,,,,,,,
,doll_37.36 billion,,,,,,,
,doll_62.17 billion,,,,,,,
,doll_48.15 billion,,,,,,,
,doll_151.06 billion,,,,,,,
,doll_219.03 billion,,,,,,,
,€8.71 billion,,,,,,,
,€9.36 billion,,,,,,,
,€8.82 billion,,,,,,,
,€9.43 billion,,,,,,,
,€9.14 billion,,,,,,,
,€10.65 billion,,,,,,,
,€10.80 billion,,,,,,,
,€12.07 billion,,,,,,,
,€10.97 billion,,,,,,,
,€11.69 billion,,,,,,,
,€11.80 billion,,,,,,,
,€12.82 billion,,,,,,,
,€12.59 billion,,,,,,,
,€12.69 billion,,,,,,,
,€12.63 billion,,,,,,,
,€13.42 billion,,,,,,,
,€13.46 billion,,,,,,,
,€14.12 billion,,,,,,,
,€15.12 billion,,,,,,,
,€15.74 billion,,,,,,,
,€20.18 billion,,,,,,,
,€16.41 billion,,,,,,,
,€21.40 billion,,,,,,,
,€20.98 billion,,,,,,,
,€26.40 billion,,,,,,,
,€22.80 billion,,,,,,,
,€27.30 billion,,,,,,,
,€24.03 billion,,,,,,,
,doll_32.84 billion,,,,,,,
,€28.06 billion,,,,,,,
,€32.52 billion,,,,,,,
,€33.99 billion,,,,,,,
,€34.40 billion,,,,,,,
,€45.27 billion,,,,,,,
,€34.23 billion,,,,,,,
,€52.27 billion,,,,,,,
,€53.40 billion,,,,,,,
,€56.79 billion,,,,,,,
,€63.54 billion,,,,,,,
,€63.26 billion,,,,,,,
,€71.19 billion,,,,,,,
,€72.85 billion,,,,,,,
,€75.34 billion,,,,,,,
,€85.38 billion,,,,,,,
,€110.51 billion,,,,,,,
,€119.73 billion,,,,,,,
,€134.84 billion,,,,,,,
,€124.45 billion,,,,,,,
,€203.85 billion,,,,,,,
,€325.15 billion,,,,,,,
,€551.6 million,,,,,,,
,€553.3 million,,,,,,,
,€621.8 million,,,,,,,
,€665.7 million,,,,,,,
,€702.4 million,,,,,,,
,€731.8 million,,,,,,,
,€741.0 million,,,,,,,
,€737.0 million,,,,,,,
,€748.4 million,,,,,,,
,€749.3 million,,,,,,,
,€782.3 million,,,,,,,
,€851.8 million,,,,,,,
,€940.4 million,,,,,,,
,€936.0 million,,,,,,,
,€783.9 million,,,,,,,
,€906.1 million,,,,,,,
,€1.26 billion,,,,,,,
,€1.05 billion,,,,,,,
,€1.27 billion,,,,,,,
,€1.37 billion,,,,,,,
,€1.43 billion,,,,,,,
,€1.87 billion,,,,,,,
,€1.50 billion,,,,,,,
,€1.57 billion,,,,,,,
,€2.05 billion,,,,,,,
,€1.79 billion,,,,,,,
,€2.06 billion,,,,,,,
,€2.06 billion,,,,,,,
,€2.21 billion,,,,,,,
,€2.23 billion,,,,,,,
,€2.29 billion,,,,,,,
,€2.95 billion,,,,,,,
,€3.10 billion,,,,,,,
,€3.26 billion,,,,,,,
,€3.39 billion,,,,,,,
,€3.57 billion,,,,,,,
,€5.42 billion,,,,,,,
,€4.98 billion,,,,,,,
,€4.46 billion,,,,,,,
,€8.80 billion,,,,,,,
,€6.29 billion,,,,,,,
,€5.99 billion,,,,,,,
,€86.4 million,,,,,,,
,€89.2 million,,,,,,,
,€89.6 million,,,,,,,
,€90.2 million,,,,,,,
,€90.6 million,,,,,,,
,€103.5 million,,,,,,,
,€99.3 million,,,,,,,
,€130.3 million,,,,,,,
,€130.7 million,,,,,,,
,€105.9 million,,,,,,,
,€136.3 million,,,,,,,
,€135.3 million,,,,,,,
,€141.9 million,,,,,,,
,€147.3 million,,,,,,,
,€140.1 million,,,,,,,
,€146.0 million,,,,,,,
,€148.6 million,,,,,,,
,€153.2 million,,,,,,,
,€150.0 million,,,,,,,
,€196.6 million,,,,,,,
,€201.2 million,,,,,,,
,€181.7 million,,,,,,,
,€198.5 million,,,,,,,
,€212.2 million,,,,,,,
,€213.7 million,,,,,,,
,€229.2 million,,,,,,,
,€235.8 million,,,,,,,
,€271.0 million,,,,,,,
,€276.5 million,,,,,,,
,€274.8 million,,,,,,,
,€297.7 million,,,,,,,
,€305.6 million,,,,,,,
,€307.4 million,,,,,,,
,€313.0 million,,,,,,,
,€312.0 million,,,,,,,
,€336.4 million,,,,,,,
,€326.0 million,,,,,,,
,€353.1 million,,,,,,,
,€369.6 million,,,,,,,
,€393.8 million,,,,,,,
,€16.0 million,,,,,,,
,€406.4 million,,,,,,,
,€18.4 million,,,,,,,
,€19.7 million,,,,,,,
,€21.1 million,,,,,,,
,€21.2 million,,,,,,,
,€21.6 million,,,,,,,
,kr223.8 million,,,,,,,
,€24.1 million,,,,,,,
,€24.3 million,,,,,,,
,€24.9 million,,,,,,,
,€25.4 million,,,,,,,
,€25.4 million,,,,,,,
,€27.2 million,,,,,,,
,€25.5 million,,,,,,,
,€30.1 million,,,,,,,
,€28.7 million,,,,,,,
,€30.8 million,,,,,,,
,€29.2 million,,,,,,,
,€29.8 million,,,,,,,
,€35.6 million,,,,,,,
,€32.0 million,,,,,,,
,€36.5 million,,,,,,,
,€39.5 million,,,,,,,
,€37.6 million,,,,,,,
,€41.3 million,,,,,,,
,€46.3 million,,,,,,,
,€42.0 million,,,,,,,
,€47.9 million,,,,,,,
,€49.6 million,,,,,,,
,€49.1 million,,,,,,,
,€49.8 million,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,€3.5 million,,,,,,,
,€3.6 million,,,,,,,
,€4.9 million,,,,,,,
,€5.8 million,,,,,,,
,€6.1 million,,,,,,,
,€11.1 million,,,,,,,
,€8.1 million,,,,,,,
,€7.5 million,,,,,,,
,€15.6 million,,,,,,,
,€15.3 million,,,,,,,
,€50.1 million,,,,,,,
,€62.6 million,,,,,,,
,€60.4 million,,,,,,,
,€56.4 million,,,,,,,
,€63.2 million,,,,,,,
,€64.3 million,,,,,,,
,€64.7 million,,,,,,,
,€64.8 million,,,,,,,
,€69.6 million,,,,,,,
,€70.4 million,,,,,,,
,€72.5 million,,,,,,,
,€75.1 million,,,,,,,
,€75.7 million,,,,,,,
,€77.8 million,,,,,,,
,€72.7 million,,,,,,,
,€72.5 million,,,,,,,
,€78.3 million,,,,,,,
,€389.1 million,,,,,,,
,€85.2 million,,,,,,,
,€411.9 million,,,,,,,
,€78.4 million,,,,,,,
,€412.7 million,,,,,,,
,€460.5 million,,,,,,,
,€415.3 million,,,,,,,
,€445.0 million,,,,,,,
,€418.6 million,,,,,,,
,€464.6 million,,,,,,,
,€544.5 million,,,,,,,
,€10.05 billion,,,,,,,
,€15.39 billion,,,,,,,
,€14.72 billion,,,,,,,
,€16.36 billion,,,,,,,
,€24.70 billion,,,,,,,
,€24.85 billion,,,,,,,
,kr289.74 billion,,,,,,,
,rdoll_19.08 billion,,,,,,,
,€32.19 billion,,,,,,,
,rdoll_19.51 billion,,,,,,,
,rdoll_19.85 billion,,,,,,,
,rdoll_20.66 billion,,,,,,,
,rdoll_21.19 billion,,,,,,,
,rdoll_21.35 billion,,,,,,,
,rdoll_24.36 billion,,,,,,,
,rdoll_21.23 billion,,,,,,,
,rdoll_27.56 billion,,,,,,,
,rdoll_26.99 billion,,,,,,,
,rdoll_25.69 billion,,,,,,,
,doll_6.43 billion,,,,,,,
,rdoll_22.88 billion,,,,,,,
,rdoll_27.31 billion,,,,,,,
,rdoll_31.56 billion,,,,,,,
,rdoll_34.49 billion,,,,,,,
,doll_7.10 billion,,,,,,,
,rdoll_35.60 billion,,,,,,,
,rdoll_35.91 billion,,,,,,,
,rdoll_36.42 billion,,,,,,,
,doll_7.87 billion,,,,,,,
,rdoll_38.88 billion,,,,,,,
,rdoll_45.18 billion,,,,,,,
,rdoll_41.74 billion,,,,,,,
,rdoll_41.37 billion,,,,,,,
,rdoll_47.02 billion,,,,,,,
,rdoll_46.04 billion,,,,,,,
,rdoll_45.91 billion,,,,,,,
,rdoll_46.36 billion,,,,,,,
,rdoll_53.64 billion,,,,,,,
,rdoll_47.64 billion,,,,,,,
,rdoll_46.53 billion,,,,,,,
,doll_13.10 billion,,,,,,,
,rdoll_86.78 billion,,,,,,,
,rdoll_74.59 billion,,,,,,,
,doll_20.19 billion,,,,,,,
,rdoll_90.98 billion,,,,,,,
,rdoll_110.62 billion,,,,,,,
,rdoll_99.71 billion,,,,,,,
,rdoll_100.54 billion,,,,,,,
,rdoll_123.43 billion,,,,,,,
,rdoll_149.30 billion,,,,,,,
,rdoll_104.17 billion,,,,,,,
,rdoll_119.22 billion,,,,,,,
,rdoll_217.62 billion,,,,,,,
,rdoll_254.79 billion,,,,,,,
,doll_57.45 billion,,,,,,,
,rdoll_503.13 billion,,,,,,,
,adoll_10.19 billion,,,,,,,
,doll_98.37 billion,,,,,,,
,adoll_10.20 billion,,,,,,,
,adoll_10.44 billion,,,,,,,
,adoll_10.45 billion,,,,,,,
,adoll_10.34 billion,,,,,,,
,adoll_10.81 billion,,,,,,,
,adoll_11.08 billion,,,,,,,
,adoll_11.21 billion,,,,,,,
,adoll_10.74 billion,,,,,,,
,adoll_11.11 billion,,,,,,,
,adoll_12.21 billion,,,,,,,
,adoll_12.22 billion,,,,,,,
,adoll_12.37 billion,,,,,,,
,adoll_14.64 billion,,,,,,,
,adoll_14.55 billion,,,,,,,
,adoll_12.25 billion,,,,,,,
,adoll_14.90 billion,,,,,,,
,adoll_16.03 billion,,,,,,,
,adoll_15.12 billion,,,,,,,
,adoll_16.58 billion,,,,,,,
,adoll_14.87 billion,,,,,,,
,adoll_16.51 billion,,,,,,,
,adoll_17.03 billion,,,,,,,
,adoll_17.61 billion,,,,,,,
,adoll_21.76 billion,,,,,,,
,adoll_17.87 billion,,,,,,,
,adoll_19.56 billion,,,,,,,
,adoll_23.06 billion,,,,,,,
,adoll_23.33 billion,,,,,,,
,adoll_23.70 billion,,,,,,,
,adoll_23.77 billion,,,,,,,
,adoll_24.89 billion,,,,,,,
,adoll_32.80 billion,,,,,,,
,adoll_42.19 billion,,,,,,,
,adoll_38.06 billion,,,,,,,
,adoll_47.36 billion,,,,,,,
,adoll_47.11 billion,,,,,,,
,adoll_46.99 billion,,,,,,,
,adoll_57.45 billion,,,,,,,
,adoll_65.11 billion,,,,,,,
,adoll_67.68 billion,,,,,,,
,adoll_5.01 billion,,,,,,,
,adoll_5.29 billion,,,,,,,
,adoll_4.78 billion,,,,,,,
,adoll_5.30 billion,,,,,,,
,adoll_5.53 billion,,,,,,,
,adoll_5.32 billion,,,,,,,
,adoll_5.97 billion,,,,,,,
,adoll_5.88 billion,,,,,,,
,adoll_5.78 billion,,,,,,,
,adoll_6.18 billion,,,,,,,
,adoll_6.05 billion,,,,,,,
,adoll_6.03 billion,,,,,,,
,adoll_6.42 billion,,,,,,,
,adoll_6.39 billion,,,,,,,
,adoll_6.45 billion,,,,,,,
,adoll_6.50 billion,,,,,,,
,adoll_6.45 billion,,,,,,,
,adoll_6.46 billion,,,,,,,
,adoll_6.87 billion,,,,,,,
,adoll_6.60 billion,,,,,,,
,adoll_6.88 billion,,,,,,,
,adoll_6.73 billion,,,,,,,
,adoll_6.91 billion,,,,,,,
,adoll_7.01 billion,,,,,,,
,adoll_7.04 billion,,,,,,,
,adoll_7.02 billion,,,,,,,
,adoll_7.21 billion,,,,,,,
,adoll_7.02 billion,,,,,,,
,adoll_7.23 billion,,,,,,,
,adoll_7.38 billion,,,,,,,
,adoll_7.60 billion,,,,,,,
,adoll_7.39 billion,,,,,,,
,adoll_7.61 billion,,,,,,,
,adoll_7.67 billion,,,,,,,
,adoll_8.37 billion,,,,,,,
,adoll_8.45 billion,,,,,,,
,adoll_8.76 billion,,,,,,,
,adoll_8.67 billion,,,,,,,
,adoll_8.82 billion,,,,,,,
,adoll_8.91 billion,,,,,,,
,adoll_2.36 billion,,,,,,,
,adoll_2.42 billion,,,,,,,
,adoll_2.42 billion,,,,,,,
,adoll_2.48 billion,,,,,,,
,adoll_2.47 billion,,,,,,,
,adoll_2.50 billion,,,,,,,
,adoll_2.59 billion,,,,,,,
,adoll_2.68 billion,,,,,,,
,adoll_2.61 billion,,,,,,,
,adoll_2.63 billion,,,,,,,
,adoll_2.73 billion,,,,,,,
,adoll_2.79 billion,,,,,,,
,adoll_2.82 billion,,,,,,,
,adoll_2.95 billion,,,,,,,
,adoll_3.01 billion,,,,,,,
,adoll_3.03 billion,,,,,,,
,adoll_3.06 billion,,,,,,,
,adoll_3.14 billion,,,,,,,
,adoll_3.10 billion,,,,,,,
,adoll_3.15 billion,,,,,,,
,adoll_3.14 billion,,,,,,,
,adoll_3.28 billion,,,,,,,
,adoll_3.28 billion,,,,,,,
,adoll_3.30 billion,,,,,,,
,adoll_3.30 billion,,,,,,,
,adoll_3.31 billion,,,,,,,
,adoll_3.47 billion,,,,,,,
,adoll_3.44 billion,,,,,,,
,doll_2.54 billion,,,,,,,
,adoll_3.40 billion,,,,,,,
,adoll_3.59 billion,,,,,,,
,adoll_3.60 billion,,,,,,,
,adoll_3.60 billion,,,,,,,
,adoll_3.61 billion,,,,,,,
,adoll_3.74 billion,,,,,,,
,adoll_3.74 billion,,,,,,,
,adoll_3.86 billion,,,,,,,
,adoll_1.48 billion,,,,,,,
,adoll_1.48 billion,,,,,,,
,adoll_3.87 billion,,,,,,,
,adoll_1.49 billion,,,,,,,
,adoll_1.49 billion,,,,,,,
,adoll_1.51 billion,,,,,,,
,adoll_1.51 billion,,,,,,,
,adoll_1.55 billion,,,,,,,
,adoll_1.61 billion,,,,,,,
,adoll_1.55 billion,,,,,,,
,adoll_1.61 billion,,,,,,,
,adoll_1.66 billion,,,,,,,
,adoll_1.64 billion,,,,,,,
,adoll_1.68 billion,,,,,,,
,adoll_1.71 billion,,,,,,,
,adoll_1.72 billion,,,,,,,
,adoll_1.74 billion,,,,,,,
,adoll_1.72 billion,,,,,,,
,adoll_1.72 billion,,,,,,,
,adoll_1.75 billion,,,,,,,
,adoll_1.80 billion,,,,,,,
,adoll_1.77 billion,,,,,,,
,adoll_1.80 billion,,,,,,,
,adoll_1.83 billion,,,,,,,
,adoll_1.81 billion,,,,,,,
,adoll_1.85 billion,,,,,,,
,adoll_1.89 billion,,,,,,,
,adoll_1.97 billion,,,,,,,
,adoll_1.95 billion,,,,,,,
,adoll_2.00 billion,,,,,,,
,adoll_2.01 billion,,,,,,,
,adoll_2.04 billion,,,,,,,
,adoll_2.02 billion,,,,,,,
,adoll_1.98 billion,,,,,,,
,adoll_2.04 billion,,,,,,,
,adoll_2.09 billion,,,,,,,
,adoll_2.06 billion,,,,,,,
,adoll_2.09 billion,,,,,,,
,adoll_2.12 billion,,,,,,,
,adoll_2.13 billion,,,,,,,
,adoll_2.13 billion,,,,,,,
,adoll_2.16 billion,,,,,,,
,adoll_2.25 billion,,,,,,,
,adoll_2.18 billion,,,,,,,
,adoll_1.03 billion,,,,,,,
,adoll_1.07 billion,,,,,,,
,adoll_1.03 billion,,,,,,,
,adoll_1.04 billion,,,,,,,
,adoll_1.05 billion,,,,,,,
,adoll_1.06 billion,,,,,,,
,adoll_1.07 billion,,,,,,,
,adoll_1.09 billion,,,,,,,
,adoll_1.07 billion,,,,,,,
,adoll_1.09 billion,,,,,,,
,adoll_1.08 billion,,,,,,,
,adoll_1.09 billion,,,,,,,
,adoll_1.12 billion,,,,,,,
,adoll_1.12 billion,,,,,,,
,adoll_1.15 billion,,,,,,,
,adoll_1.13 billion,,,,,,,
,adoll_1.16 billion,,,,,,,
,adoll_1.16 billion,,,,,,,
,adoll_1.16 billion,,,,,,,
,adoll_1.18 billion,,,,,,,
,adoll_1.17 billion,,,,,,,
,adoll_1.18 billion,,,,,,,
,adoll_1.18 billion,,,,,,,
,adoll_1.18 billion,,,,,,,
,adoll_1.19 billion,,,,,,,
,adoll_1.21 billion,,,,,,,
,adoll_1.17 billion,,,,,,,
,adoll_1.22 billion,,,,,,,
,adoll_1.23 billion,,,,,,,
,adoll_1.24 billion,,,,,,,
,adoll_1.24 billion,,,,,,,
,adoll_1.23 billion,,,,,,,
,adoll_1.25 billion,,,,,,,
,adoll_1.26 billion,,,,,,,
,adoll_1.27 billion,,,,,,,
,adoll_1.26 billion,,,,,,,
,adoll_1.28 billion,,,,,,,
,adoll_1.27 billion,,,,,,,
,adoll_1.35 billion,,,,,,,
,adoll_1.34 billion,,,,,,,
,adoll_1.36 billion,,,,,,,
,adoll_1.40 billion,,,,,,,
,adoll_691.8 million,,,,,,,
,adoll_701.2 million,,,,,,,
,adoll_710.6 million,,,,,,,
,adoll_726.3 million,,,,,,,
,adoll_710.8 million,,,,,,,
,adoll_729.8 million,,,,,,,
,adoll_729.9 million,,,,,,,
,adoll_743.9 million,,,,,,,
,adoll_744.2 million,,,,,,,
,adoll_744.7 million,,,,,,,
,adoll_745.2 million,,,,,,,
,adoll_773.1 million,,,,,,,
,adoll_764.4 million,,,,,,,
,adoll_769.7 million,,,,,,,
,adoll_790.2 million,,,,,,,
,adoll_790.4 million,,,,,,,
,adoll_790.7 million,,,,,,,
,adoll_766.9 million,,,,,,,
,adoll_771.2 million,,,,,,,
,adoll_797.8 million,,,,,,,
,adoll_794.2 million,,,,,,,
,adoll_811.9 million,,,,,,,
,adoll_813.6 million,,,,,,,
,adoll_819.0 million,,,,,,,
,adoll_804.8 million,,,,,,,
,adoll_833.4 million,,,,,,,
,adoll_844.5 million,,,,,,,
,adoll_805.8 million,,,,,,,
,adoll_861.8 million,,,,,,,
,adoll_867.4 million,,,,,,,
,adoll_855.1 million,,,,,,,
,adoll_878.2 million,,,,,,,
,adoll_870.0 million,,,,,,,
,adoll_879.3 million,,,,,,,
,adoll_868.1 million,,,,,,,
,adoll_929.5 million,,,,,,,
,adoll_904.8 million,,,,,,,
,adoll_905.4 million,,,,,,,
,adoll_940.7 million,,,,,,,
,adoll_927.4 million,,,,,,,
,adoll_957.3 million,,,,,,,
,adoll_953.8 million,,,,,,,
,adoll_510.9 million,,,,,,,
,adoll_529.4 million,,,,,,,
,adoll_527.4 million,,,,,,,
,adoll_530.9 million,,,,,,,
,adoll_529.6 million,,,,,,,
,adoll_532.7 million,,,,,,,
,adoll_553.9 million,,,,,,,
,adoll_533.7 million,,,,,,,
,adoll_537.7 million,,,,,,,
,adoll_535.8 million,,,,,,,
,adoll_538.3 million,,,,,,,
,adoll_541.9 million,,,,,,,
,adoll_554.9 million,,,,,,,
,adoll_553.7 million,,,,,,,
,adoll_549.0 million,,,,,,,
,adoll_557.5 million,,,,,,,
,adoll_562.1 million,,,,,,,
,adoll_553.9 million,,,,,,,
,adoll_566.3 million,,,,,,,
,adoll_579.7 million,,,,,,,
,adoll_563.1 million,,,,,,,
,adoll_581.4 million,,,,,,,
,adoll_581.9 million,,,,,,,
,adoll_584.0 million,,,,,,,
,adoll_583.4 million,,,,,,,
,adoll_585.6 million,,,,,,,
,adoll_586.7 million,,,,,,,
,adoll_586.5 million,,,,,,,
,adoll_588.8 million,,,,,,,
,adoll_589.1 million,,,,,,,
,adoll_590.7 million,,,,,,,
,adoll_597.5 million,,,,,,,
,adoll_593.3 million,,,,,,,
,adoll_594.8 million,,,,,,,
,adoll_618.5 million,,,,,,,
,adoll_598.3 million,,,,,,,
,adoll_610.2 million,,,,,,,
,adoll_600.1 million,,,,,,,
,adoll_621.0 million,,,,,,,
,adoll_612.8 million,,,,,,,
,adoll_402.1 million,,,,,,,
,adoll_408.4 million,,,,,,,
,adoll_411.8 million,,,,,,,
,adoll_413.0 million,,,,,,,
,adoll_406.6 million,,,,,,,
,adoll_414.5 million,,,,,,,
,adoll_423.3 million,,,,,,,
,adoll_421.6 million,,,,,,,
,adoll_426.2 million,,,,,,,
,adoll_424.2 million,,,,,,,
,adoll_427.0 million,,,,,,,
,adoll_427.1 million,,,,,,,
,adoll_429.3 million,,,,,,,
,adoll_428.2 million,,,,,,,
,adoll_434.4 million,,,,,,,
,adoll_432.7 million,,,,,,,
,adoll_425.8 million,,,,,,,
,adoll_438.9 million,,,,,,,
,adoll_438.0 million,,,,,,,
,adoll_440.4 million,,,,,,,
,adoll_443.4 million,,,,,,,
,adoll_444.7 million,,,,,,,
,adoll_455.4 million,,,,,,,
,adoll_445.2 million,,,,,,,
,adoll_452.3 million,,,,,,,
,adoll_456.0 million,,,,,,,
,adoll_456.0 million,,,,,,,
,adoll_459.1 million,,,,,,,
,adoll_456.2 million,,,,,,,
,adoll_460.2 million,,,,,,,
,adoll_464.2 million,,,,,,,
,adoll_460.5 million,,,,,,,
,adoll_464.2 million,,,,,,,
,adoll_480.5 million,,,,,,,
,adoll_464.4 million,,,,,,,
,adoll_464.7 million,,,,,,,
,adoll_472.1 million,,,,,,,
,adoll_476.7 million,,,,,,,
,adoll_477.8 million,,,,,,,
,adoll_324.3 million,,,,,,,
,adoll_335.9 million,,,,,,,
,adoll_326.4 million,,,,,,,
,adoll_324.3 million,,,,,,,
,adoll_329.0 million,,,,,,,
,adoll_330.3 million,,,,,,,
,adoll_331.6 million,,,,,,,
,adoll_337.2 million,,,,,,,
,adoll_336.9 million,,,,,,,
,adoll_335.1 million,,,,,,,
,adoll_342.2 million,,,,,,,
,adoll_342.7 million,,,,,,,
,adoll_343.4 million,,,,,,,
,adoll_343.0 million,,,,,,,
,adoll_349.2 million,,,,,,,
,adoll_349.5 million,,,,,,,
,adoll_354.4 million,,,,,,,
,adoll_359.9 million,,,,,,,
,adoll_357.3 million,,,,,,,
,adoll_349.5 million,,,,,,,
,adoll_359.4 million,,,,,,,
,adoll_360.0 million,,,,,,,
,adoll_361.4 million,,,,,,,
,adoll_361.6 million,,,,,,,
,adoll_372.3 million,,,,,,,
,adoll_360.9 million,,,,,,,
,adoll_364.6 million,,,,,,,
,adoll_366.4 million,,,,,,,
,adoll_367.6 million,,,,,,,
,adoll_373.1 million,,,,,,,
,adoll_376.3 million,,,,,,,
,adoll_371.8 million,,,,,,,
,adoll_377.9 million,,,,,,,
,adoll_378.9 million,,,,,,,
,adoll_377.1 million,,,,,,,
,adoll_380.1 million,,,,,,,
,adoll_381.7 million,,,,,,,
,adoll_380.2 million,,,,,,,
,adoll_382.8 million,,,,,,,
,adoll_387.4 million,,,,,,,
,adoll_387.0 million,,,,,,,
,adoll_250.5 million,,,,,,,
,adoll_252.0 million,,,,,,,
,adoll_252.8 million,,,,,,,
,adoll_252.3 million,,,,,,,
,adoll_253.6 million,,,,,,,
,adoll_259.2 million,,,,,,,
,adoll_255.8 million,,,,,,,
,adoll_261.3 million,,,,,,,
,adoll_258.4 million,,,,,,,
,adoll_257.5 million,,,,,,,
,adoll_261.9 million,,,,,,,
,adoll_264.0 million,,,,,,,
,adoll_265.2 million,,,,,,,
,adoll_263.3 million,,,,,,,
,adoll_268.9 million,,,,,,,
,adoll_269.8 million,,,,,,,
,adoll_265.5 million,,,,,,,
,adoll_272.2 million,,,,,,,
,adoll_273.6 million,,,,,,,
,adoll_276.3 million,,,,,,,
,adoll_273.3 million,,,,,,,
,adoll_277.1 million,,,,,,,
,adoll_279.8 million,,,,,,,
,adoll_283.5 million,,,,,,,
,adoll_279.9 million,,,,,,,
,adoll_285.3 million,,,,,,,
,adoll_274.7 million,,,,,,,
,adoll_276.2 million,,,,,,,
,adoll_286.4 million,,,,,,,
,adoll_285.8 million,,,,,,,
,adoll_290.5 million,,,,,,,
,adoll_289.9 million,,,,,,,
,adoll_290.9 million,,,,,,,
,adoll_291.1 million,,,,,,,
,adoll_290.9 million,,,,,,,
,adoll_293.2 million,,,,,,,
,adoll_293.1 million,,,,,,,
