00-avengers-market_cap,08-slytherin-market_cap,10-DeBiGa-market_cap,06-MarScoToc-mastercap,07-silvestri-market_value_apr_2022,02-GioPonSpiz-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap,03-gren-market_capitalization_usd
,rp37.06 billion,,,,,,,
,rp42.56 billion,,,,,,,
,rp48.00 billion,,,,,,,
,rp45.11 billion,,,,,,,
,rp47.62 billion,,,,,,,
,rp49.09 billion,,,,,,,
,rp101.75 billion,,,,,,,
,rp104.58 billion,,,,,,,
,rp106.00 billion,,,,,,,
,rp106.25 billion,,,,,,,
,rp106.14 billion,,,,,,,
,rp107.36 billion,,,,,,,
,rp108.13 billion,,,,,,,
,rp110.85 billion,,,,,,,
,rp113.26 billion,,,,,,,
,rp114.44 billion,,,,,,,
,rp111.15 billion,,,,,,,
,rp119.21 billion,,,,,,,
,rp115.50 billion,,,,,,,
,rp120.42 billion,,,,,,,
,rp121.67 billion,,,,,,,
,rp122.74 billion,,,,,,,
,rp188.16 billion,,,,,,,
,rp123.79 billion,,,,,,,
,rp188.34 billion,,,,,,,
,rp193.72 billion,,,,,,,
,rp194.52 billion,,,,,,,
,rp197.02 billion,,,,,,,
,rp196.98 billion,,,,,,,
,rp198.07 billion,,,,,,,
,rp198.67 billion,,,,,,,
,rp199.35 billion,,,,,,,
,rp300.62 billion,,,,,,,
,rp303.55 billion,,,,,,,
,rp307.97 billion,,,,,,,
,rp311.03 billion,,,,,,,
,rp317.01 billion,,,,,,,
,rp312.96 billion,,,,,,,
,rp320.93 billion,,,,,,,
,rp322.47 billion,,,,,,,
,rp327.73 billion,,,,,,,
,rp511.09 billion,,,,,,,
,rp511.18 billion,,,,,,,
,rp511.50 billion,,,,,,,
,rp529.30 billion,,,,,,,
,rp529.73 billion,,,,,,,
,rp513.39 billion,,,,,,,
,rp531.00 billion,,,,,,,
,rp535.08 billion,,,,,,,
,rp536.59 billion,,,,,,,
,rp800.63 billion,,,,,,,
,rp808.70 billion,,,,,,,
,rp798.82 billion,,,,,,,
,rp815.55 billion,,,,,,,
,rp823.21 billion,,,,,,,
,rp825.00 billion,,,,,,,
,rp833.96 billion,,,,,,,
,rp833.00 billion,,,,,,,
,rp828.30 billion,,,,,,,
,rp1.107 trillion,,,,,,,
,rp1.109 trillion,,,,,,,
,rp1.110 trillion,,,,,,,
,rp1.121 trillion,,,,,,,
,rp1.110 trillion,,,,,,,
,rp1.128 trillion,,,,,,,
,rp1.143 trillion,,,,,,,
,rp1.143 trillion,,,,,,,
,rp1.151 trillion,,,,,,,
,rp1.760 trillion,,,,,,,
,rp1.160 trillion,,,,,,,
,rp1.180 trillion,,,,,,,
,rp1.151 trillion,,,,,,,
,rp1.740 trillion,,,,,,,
,rp1.771 trillion,,,,,,,
,rp1.775 trillion,,,,,,,
,rp1.783 trillion,,,,,,,
,rp1.779 trillion,,,,,,,
,rp1.761 trillion,,,,,,,
,rp1.785 trillion,,,,,,,
,rp2.420 trillion,,,,,,,
,rp1.785 trillion,,,,,,,
,rp1.785 trillion,,,,,,,
,rp2.452 trillion,,,,,,,
,rp2.435 trillion,,,,,,,
,rp2.472 trillion,,,,,,,
,rp2.535 trillion,,,,,,,
,rp2.484 trillion,,,,,,,
,rp2.507 trillion,,,,,,,
,rp2.551 trillion,,,,,,,
,rp3.481 trillion,,,,,,,
,rp3.463 trillion,,,,,,,
,rp3.494 trillion,,,,,,,
,rp3.517 trillion,,,,,,,
,rp3.546 trillion,,,,,,,
,rp3.503 trillion,,,,,,,
,rp3.532 trillion,,,,,,,
,rp5.425 trillion,,,,,,,
,rp5.476 trillion,,,,,,,
,rp5.529 trillion,,,,,,,
,rp5.450 trillion,,,,,,,
,rp5.862 trillion,,,,,,,
,rp5.747 trillion,,,,,,,
,rp6.228 trillion,,,,,,,
,rp6.093 trillion,,,,,,,
,rp6.072 trillion,,,,,,,
,rp10.658 trillion,,,,,,,
,rp10.505 trillion,,,,,,,
,rp10.887 trillion,,,,,,,
,rp11.399 trillion,,,,,,,
,rp11.536 trillion,,,,,,,
,rp11.120 trillion,,,,,,,
,rp11.583 trillion,,,,,,,
,rp23.723 trillion,,,,,,,
,rp11.758 trillion,,,,,,,
,rp11.960 trillion,,,,,,,
,rp23.814 trillion,,,,,,,
,rp11.787 trillion,,,,,,,
,rp23.747 trillion,,,,,,,
,rp26.645 trillion,,,,,,,
,rp24.275 trillion,,,,,,,
,rp25.537 trillion,,,,,,,
,rp27.121 trillion,,,,,,,
,rp102.408 trillion,,,,,,,
,rp93.971 trillion,,,,,,,
,€7.86 billion,,,,,,,
,rp146.416 trillion,,,,,,,
,rp183.405 trillion,,,,,,,
,rp200.024 trillion,,,,,,,
,€17.11 billion,,,,,,,
,doll_31.78 billion,,,,,,,
,rp335.727 trillion,,,,,,,
,rp535.638 trillion,,,,,,,
,rp1033.450 trillion,,,,,,,
,€307.5 million,,,,,,,
,€321.9 million,,,,,,,
,€316.1 million,,,,,,,
,€328.1 million,,,,,,,
,€335.9 million,,,,,,,
,€324.4 million,,,,,,,
,€345.7 million,,,,,,,
,€346.0 million,,,,,,,
,€355.5 million,,,,,,,
,€361.2 million,,,,,,,
,€396.3 million,,,,,,,
,€382.2 million,,,,,,,
,€415.2 million,,,,,,,
,€408.3 million,,,,,,,
,€411.6 million,,,,,,,
,€430.8 million,,,,,,,
,€434.1 million,,,,,,,
,€484.6 million,,,,,,,
,€487.7 million,,,,,,,
,€531.1 million,,,,,,,
,€591.0 million,,,,,,,
,€558.1 million,,,,,,,
,€625.3 million,,,,,,,
,€661.0 million,,,,,,,
,€736.1 million,,,,,,,
,€762.0 million,,,,,,,
,€1.05 billion,,,,,,,
,€1.11 billion,,,,,,,
,€1.19 billion,,,,,,,
,€1.23 billion,,,,,,,
,€1.35 billion,,,,,,,
,€1.26 billion,,,,,,,
,€1.25 billion,,,,,,,
,€1.44 billion,,,,,,,
,€2.24 billion,,,,,,,
,€1.87 billion,,,,,,,
,€1.66 billion,,,,,,,
,€2.23 billion,,,,,,,
,€3.06 billion,,,,,,,
,€3.75 billion,,,,,,,
,€3.73 billion,,,,,,,
,€4.05 billion,,,,,,,
,€6.49 billion,,,,,,,
,€6.92 billion,,,,,,,
,€7.73 billion,,,,,,,
,€7.39 billion,,,,,,,
,€5.25 billion,,,,,,,
,€10.38 billion,,,,,,,
,€7.33 billion,,,,,,,
,€8.60 billion,,,,,,,
,€8.74 billion,,,,,,,
,€8.31 billion,,,,,,,
,€9.04 billion,,,,,,,
,€9.92 billion,,,,,,,
,€10.01 billion,,,,,,,
,€10.32 billion,,,,,,,
,€10.06 billion,,,,,,,
,€10.24 billion,,,,,,,
,€11.13 billion,,,,,,,
,€11.27 billion,,,,,,,
,€11.16 billion,,,,,,,
,€10.87 billion,,,,,,,
,€11.59 billion,,,,,,,
,€12.79 billion,,,,,,,
,€11.71 billion,,,,,,,
,€12.86 billion,,,,,,,
,€11.62 billion,,,,,,,
,€13.10 billion,,,,,,,
,€14.68 billion,,,,,,,
,€17.58 billion,,,,,,,
,€21.28 billion,,,,,,,
,€21.83 billion,,,,,,,
,€23.37 billion,,,,,,,
,€18.12 billion,,,,,,,
,€23.88 billion,,,,,,,
,€24.75 billion,,,,,,,
,€24.24 billion,,,,,,,
,€25.48 billion,,,,,,,
,€26.30 billion,,,,,,,
,€27.63 billion,,,,,,,
,€29.86 billion,,,,,,,
,€28.17 billion,,,,,,,
,€41.04 billion,,,,,,,
,€41.75 billion,,,,,,,
,€37.95 billion,,,,,,,
,€33.38 billion,,,,,,,
,€47.76 billion,,,,,,,
,€50.83 billion,,,,,,,
,€54.12 billion,,,,,,,
,€64.71 billion,,,,,,,
,€61.63 billion,,,,,,,
,€55.62 billion,,,,,,,
,€84.18 billion,,,,,,,
,€82.13 billion,,,,,,,
,€89.12 billion,,,,,,,
,€103.77 billion,,,,,,,
,€86.86 billion,,,,,,,
,€98.32 billion,,,,,,,
,€121.45 billion,,,,,,,
,sr6.85 billion,,,,,,,
,sr6.35 billion,,,,,,,
,sr6.86 billion,,,,,,,
,sr7.13 billion,,,,,,,
,sr7.18 billion,,,,,,,
,sr7.85 billion,,,,,,,
,sr8.05 billion,,,,,,,
,sr9.36 billion,,,,,,,
,sr8.88 billion,,,,,,,
,sr9.50 billion,,,,,,,
,sr9.91 billion,,,,,,,
,sr10.08 billion,,,,,,,
,sr11.10 billion,,,,,,,
,sr12.10 billion,,,,,,,
,sr11.25 billion,,,,,,,
,sr14.11 billion,,,,,,,
,sr14.08 billion,,,,,,,
,sr17.55 billion,,,,,,,
,sr21.27 billion,,,,,,,
,sr15.62 billion,,,,,,,
,sr19.89 billion,,,,,,,
,sr20.28 billion,,,,,,,
,sr18.83 billion,,,,,,,
,sr21.22 billion,,,,,,,
,sr21.88 billion,,,,,,,
,sr25.45 billion,,,,,,,
,sr24.65 billion,,,,,,,
,sr22.65 billion,,,,,,,
,sr31.15 billion,,,,,,,
,sr33.78 billion,,,,,,,
,sr26.25 billion,,,,,,,
,sr37.02 billion,,,,,,,
,sr39.11 billion,,,,,,,
,sr40.21 billion,,,,,,,
,sr43.79 billion,,,,,,,
,sr46.24 billion,,,,,,,
,sr67.54 billion,,,,,,,
,sr50.94 billion,,,,,,,
,sr76.56 billion,,,,,,,
,sr65.54 billion,,,,,,,
,sr1.71 billion,,,,,,,
,sr1.74 billion,,,,,,,
,sr1.77 billion,,,,,,,
,sr1.83 billion,,,,,,,
,sr1.95 billion,,,,,,,
,sr1.97 billion,,,,,,,
,sr2.04 billion,,,,,,,
,sr2.13 billion,,,,,,,
,sr1.97 billion,,,,,,,
,sr2.07 billion,,,,,,,
,sr2.27 billion,,,,,,,
,sr2.28 billion,,,,,,,
,sr2.31 billion,,,,,,,
,sr2.41 billion,,,,,,,
,sr2.30 billion,,,,,,,
,sr2.43 billion,,,,,,,
,sr2.41 billion,,,,,,,
,sr2.67 billion,,,,,,,
,sr2.52 billion,,,,,,,
,sr2.77 billion,,,,,,,
,sr2.46 billion,,,,,,,
,sr2.92 billion,,,,,,,
,sr2.95 billion,,,,,,,
,sr2.80 billion,,,,,,,
,sr2.99 billion,,,,,,,
,sr3.03 billion,,,,,,,
,sr3.34 billion,,,,,,,
,sr3.41 billion,,,,,,,
,sr3.14 billion,,,,,,,
,sr3.14 billion,,,,,,,
,sr3.67 billion,,,,,,,
,sr3.63 billion,,,,,,,
,sr3.73 billion,,,,,,,
,sr3.72 billion,,,,,,,
,sr3.81 billion,,,,,,,
,sr4.14 billion,,,,,,,
,sr4.34 billion,,,,,,,
,sr4.51 billion,,,,,,,
,sr1.21 billion,,,,,,,
,sr743.4 million,,,,,,,
,sr748.9 million,,,,,,,
,sr4.52 billion,,,,,,,
,sr757.7 million,,,,,,,
,sr851.6 million,,,,,,,
,sr836.8 million,,,,,,,
,sr865.7 million,,,,,,,
,sr869.0 million,,,,,,,
,sr891.5 million,,,,,,,
,sr901.2 million,,,,,,,
,sr872.4 million,,,,,,,
,sr869.2 million,,,,,,,
,sr927.9 million,,,,,,,
,sr972.6 million,,,,,,,
,sr975.9 million,,,,,,,
,sr1.06 billion,,,,,,,
,sr999.9 million,,,,,,,
,sr994.6 million,,,,,,,
,sr1.07 billion,,,,,,,
,sr1.07 billion,,,,,,,
,sr1.08 billion,,,,,,,
,sr1.12 billion,,,,,,,
,sr1.08 billion,,,,,,,
,sr1.09 billion,,,,,,,
,sr1.08 billion,,,,,,,
,sr1.18 billion,,,,,,,
,sr1.23 billion,,,,,,,
,sr1.24 billion,,,,,,,
,sr1.25 billion,,,,,,,
,sr1.25 billion,,,,,,,
,sr1.27 billion,,,,,,,
,sr1.30 billion,,,,,,,
,sr1.29 billion,,,,,,,
,sr1.30 billion,,,,,,,
,not found,,,,,,,
,sr1.30 billion,,,,,,,
,"sr597,243",,,,,,,
,sr281.4 million,,,,,,,
,sr300.1 million,,,,,,,
,sr339.6 million,,,,,,,
,sr337.1 million,,,,,,,
,sr386.4 million,,,,,,,
,sr401.7 million,,,,,,,
,sr388.3 million,,,,,,,
,sr411.9 million,,,,,,,
,sr501.3 million,,,,,,,
,sr448.7 million,,,,,,,
,sr437.6 million,,,,,,,
,sr536.3 million,,,,,,,
,sr540.4 million,,,,,,,
,sr545.9 million,,,,,,,
,sr584.4 million,,,,,,,
,sr658.8 million,,,,,,,
,sr608.4 million,,,,,,,
,sr621.5 million,,,,,,,
,sr675.0 million,,,,,,,
,sr679.1 million,,,,,,,
,sr681.2 million,,,,,,,
,sr694.8 million,,,,,,,
,sr705.0 million,,,,,,,
,sr718.0 million,,,,,,,
,sr729.2 million,,,,,,,
,sr721.2 million,,,,,,,
,sr729.7 million,,,,,,,
,sr737.8 million,,,,,,,
,sr1.34 billion,,,,,,,
,sr1.41 billion,,,,,,,
,sr1.35 billion,,,,,,,
,sr1.42 billion,,,,,,,
,sr1.42 billion,,,,,,,
,sr1.42 billion,,,,,,,
,sr1.47 billion,,,,,,,
,sr1.48 billion,,,,,,,
,sr1.49 billion,,,,,,,
,sr1.54 billion,,,,,,,
,sr1.54 billion,,,,,,,
,sr1.59 billion,,,,,,,
,sr1.61 billion,,,,,,,
,sr1.68 billion,,,,,,,
,sr5.00 billion,,,,,,,
,sr5.02 billion,,,,,,,
,sr1.65 billion,,,,,,,
,sr5.03 billion,,,,,,,
,sr5.09 billion,,,,,,,
,sr5.22 billion,,,,,,,
,sr5.44 billion,,,,,,,
,sr5.42 billion,,,,,,,
,sr5.45 billion,,,,,,,
,sr5.65 billion,,,,,,,
,sr5.89 billion,,,,,,,
,sr5.91 billion,,,,,,,
,sr110.34 billion,,,,,,,
,sr85.46 billion,,,,,,,
,sr112.01 billion,,,,,,,
,sr80.45 billion,,,,,,,
,sr168.80 billion,,,,,,,
,sr223.07 billion,,,,,,,
,sr399.01 billion,,,,,,,
,sr8.615 trillion,,,,,,,
,sr213.38 billion,,,,,,,
,sr390.12 billion,,,,,,,
,cdoll_18.53 billion,,,,,,,
,cdoll_17.90 billion,,,,,,,
,cdoll_19.10 billion,,,,,,,
,cdoll_18.64 billion,,,,,,,
,cdoll_18.04 billion,,,,,,,
,cdoll_19.58 billion,,,,,,,
,cdoll_21.96 billion,,,,,,,
,cdoll_22.78 billion,,,,,,,
,cdoll_23.50 billion,,,,,,,
,cdoll_20.52 billion,,,,,,,
,cdoll_24.63 billion,,,,,,,
,cdoll_24.23 billion,,,,,,,
,cdoll_26.89 billion,,,,,,,
,cdoll_25.79 billion,,,,,,,
,cdoll_26.81 billion,,,,,,,
,cdoll_26.62 billion,,,,,,,
,cdoll_27.67 billion,,,,,,,
,cdoll_29.33 billion,,,,,,,
,cdoll_29.38 billion,,,,,,,
,cdoll_32.92 billion,,,,,,,
,cdoll_33.05 billion,,,,,,,
,cdoll_34.87 billion,,,,,,,
,cdoll_36.47 billion,,,,,,,
,cdoll_41.34 billion,,,,,,,
,cdoll_38.81 billion,,,,,,,
,cdoll_38.43 billion,,,,,,,
,cdoll_43.97 billion,,,,,,,
,cdoll_41.41 billion,,,,,,,
,cdoll_45.52 billion,,,,,,,
,cdoll_50.00 billion,,,,,,,
,cdoll_54.46 billion,,,,,,,
,cdoll_45.90 billion,,,,,,,
,cdoll_60.42 billion,,,,,,,
,cdoll_52.55 billion,,,,,,,
,doll_48.52 billion,,,,,,,
,cdoll_64.73 billion,,,,,,,
,cdoll_66.72 billion,,,,,,,
,cdoll_71.07 billion,,,,,,,
,cdoll_71.61 billion,,,,,,,
,cdoll_68.34 billion,,,,,,,
,cdoll_93.61 billion,,,,,,,
,cdoll_75.18 billion,,,,,,,
,cdoll_99.16 billion,,,,,,,
,cdoll_104.90 billion,,,,,,,
,cdoll_118.85 billion,,,,,,,
,cdoll_109.86 billion,,,,,,,
,cdoll_109.48 billion,,,,,,,
,cdoll_118.87 billion,,,,,,,
,cdoll_182.02 billion,,,,,,,
,cdoll_199.96 billion,,,,,,,
,doll_1.51 billion,,,,,,,
,₪4.68 billion,,,,,,,
,₪47.0 million,,,,,,,
,₪45.9 million,,,,,,,
,₪50.7 million,,,,,,,
,₪50.9 million,,,,,,,
,₪53.6 million,,,,,,,
,doll_1.70 billion,,,,,,,
,₪53.8 million,,,,,,,
,₪51.6 million,,,,,,,
,₪55.4 million,,,,,,,
,₪58.7 million,,,,,,,
,₪5.87 billion,,,,,,,
,£1.47 billion,,,,,,,
,₪60.8 million,,,,,,,
,₪63.0 million,,,,,,,
,₪65.4 million,,,,,,,
,₪69.3 million,,,,,,,
,₪75.9 million,,,,,,,
,₪68.2 million,,,,,,,
,₪75.4 million,,,,,,,
,₪72.6 million,,,,,,,
,doll_2.62 billion,,,,,,,
,₪81.3 million,,,,,,,
,₪94.7 million,,,,,,,
,₪100.3 million,,,,,,,
,₪102.5 million,,,,,,,
,₪102.5 million,,,,,,,
,₪105.0 million,,,,,,,
,₪109.4 million,,,,,,,
,doll_3.69 billion,,,,,,,
,₪126.4 million,,,,,,,
,₪12.98 billion,,,,,,,
,doll_4.59 billion,,,,,,,
,₪12.96 billion,,,,,,,
,doll_6.41 billion,,,,,,,
,doll_5.67 billion,,,,,,,
,doll_7.89 billion,,,,,,,
,doll_6.90 billion,,,,,,,
,₪243.6 million,,,,,,,
,₪274.2 million,,,,,,,
,doll_9.84 billion,,,,,,,
,₪303.1 million,,,,,,,
,₪351.6 million,,,,,,,
,doll_16.53 billion,,,,,,,
,₪376.6 million,,,,,,,
,₪484.3 million,,,,,,,
,doll_18.94 billion,,,,,,,
,₪594.2 million,,,,,,,
,kr.3.67 billion,,,,,,,
,kr.3.57 billion,,,,,,,
,kr.4.27 billion,,,,,,,
,kr.3.82 billion,,,,,,,
,kr.4.28 billion,,,,,,,
,kr.4.36 billion,,,,,,,
,kr.4.95 billion,,,,,,,
,kr.5.22 billion,,,,,,,
,kr.5.44 billion,,,,,,,
,kr.5.43 billion,,,,,,,
,kr.8.97 billion,,,,,,,
,€942.7 million,,,,,,,
,kr.9.21 billion,,,,,,,
,kr.9.38 billion,,,,,,,
,kr.10.62 billion,,,,,,,
,kr.13.05 billion,,,,,,,
,kr.11.31 billion,,,,,,,
,€2.13 billion,,,,,,,
,kr.13.15 billion,,,,,,,
,€2.18 billion,,,,,,,
,€2.28 billion,,,,,,,
,€2.28 billion,,,,,,,
,€2.94 billion,,,,,,,
,€2.85 billion,,,,,,,
,€2.30 billion,,,,,,,
,€2.55 billion,,,,,,,
,€3.02 billion,,,,,,,
,€3.06 billion,,,,,,,
,€3.59 billion,,,,,,,
,€3.25 billion,,,,,,,
,€3.66 billion,,,,,,,
,€3.56 billion,,,,,,,
,€3.66 billion,,,,,,,
,€4.05 billion,,,,,,,
,€4.53 billion,,,,,,,
,€3.97 billion,,,,,,,
,€4.72 billion,,,,,,,
,€4.00 billion,,,,,,,
,€4.83 billion,,,,,,,
,€4.77 billion,,,,,,,
,kr.14.36 billion,,,,,,,
,€4.91 billion,,,,,,,
,kr.13.83 billion,,,,,,,
,kr.14.40 billion,,,,,,,
,kr.15.71 billion,,,,,,,
,kr.15.15 billion,,,,,,,
,kr.16.78 billion,,,,,,,
,kr.22.11 billion,,,,,,,
,kr.19.89 billion,,,,,,,
,kr.22.25 billion,,,,,,,
,kr.24.74 billion,,,,,,,
,kr.26.08 billion,,,,,,,
,kr.30.84 billion,,,,,,,
,kr.30.69 billion,,,,,,,
,kr.32.66 billion,,,,,,,
,kr35.14 billion,,,,,,,
,kr.41.92 billion,,,,,,,
,kr.33.82 billion,,,,,,,
,€498.8 million,,,,,,,
,€528.9 million,,,,,,,
,€529.7 million,,,,,,,
,€544.1 million,,,,,,,
,€539.3 million,,,,,,,
,€568.9 million,,,,,,,
,€572.7 million,,,,,,,
,€574.2 million,,,,,,,
,€592.0 million,,,,,,,
,€611.2 million,,,,,,,
,€608.2 million,,,,,,,
,€621.8 million,,,,,,,
,€611.6 million,,,,,,,
,€647.5 million,,,,,,,
,€747.5 million,,,,,,,
,€640.9 million,,,,,,,
,€797.4 million,,,,,,,
,€860.0 million,,,,,,,
,€887.0 million,,,,,,,
,€888.0 million,,,,,,,
,€910.3 million,,,,,,,
,€858.5 million,,,,,,,
,€911.5 million,,,,,,,
,€1.03 billion,,,,,,,
,€994.4 million,,,,,,,
,€1.05 billion,,,,,,,
,€1.07 billion,,,,,,,
,€1.14 billion,,,,,,,
,€1.08 billion,,,,,,,
,€1.21 billion,,,,,,,
,€1.23 billion,,,,,,,
,€1.23 billion,,,,,,,
,€1.26 billion,,,,,,,
,€1.36 billion,,,,,,,
,€1.36 billion,,,,,,,
,€1.45 billion,,,,,,,
,€1.46 billion,,,,,,,
,€1.46 billion,,,,,,,
,€1.45 billion,,,,,,,
,€1.43 billion,,,,,,,
,€203.8 million,,,,,,,
,€204.8 million,,,,,,,
,doll_241.9 million,,,,,,,
,€215.3 million,,,,,,,
,€208.6 million,,,,,,,
,€225.3 million,,,,,,,
,€226.7 million,,,,,,,
,€231.7 million,,,,,,,
,€236.3 million,,,,,,,
,€238.6 million,,,,,,,
,€239.5 million,,,,,,,
,€251.3 million,,,,,,,
,€263.5 million,,,,,,,
,€251.8 million,,,,,,,
,€244.6 million,,,,,,,
,€271.9 million,,,,,,,
,€285.2 million,,,,,,,
,€274.7 million,,,,,,,
,€271.9 million,,,,,,,
,€303.3 million,,,,,,,
,€317.8 million,,,,,,,
,€322.6 million,,,,,,,
,€304.1 million,,,,,,,
,€320.6 million,,,,,,,
,€332.2 million,,,,,,,
,€352.5 million,,,,,,,
,€336.6 million,,,,,,,
,€336.1 million,,,,,,,
,€353.7 million,,,,,,,
,€358.0 million,,,,,,,
,€364.5 million,,,,,,,
,€372.5 million,,,,,,,
,€378.0 million,,,,,,,
,€402.9 million,,,,,,,
,€419.8 million,,,,,,,
,€423.0 million,,,,,,,
,€428.0 million,,,,,,,
,€443.2 million,,,,,,,
,€429.7 million,,,,,,,
,€453.9 million,,,,,,,
,€455.6 million,,,,,,,
,€454.3 million,,,,,,,
,€97.4 million,,,,,,,
,£80.6 million,,,,,,,
,€96.7 million,,,,,,,
,€92.9 million,,,,,,,
,€98.3 million,,,,,,,
,€99.3 million,,,,,,,
,€96.2 million,,,,,,,
,€100.3 million,,,,,,,
,€105.7 million,,,,,,,
,€109.2 million,,,,,,,
,€104.4 million,,,,,,,
,€106.1 million,,,,,,,
,€111.9 million,,,,,,,
,doll_125.4 million,,,,,,,
,€115.3 million,,,,,,,
,€115.2 million,,,,,,,
,€113.1 million,,,,,,,
,€117.6 million,,,,,,,
,€115.5 million,,,,,,,
,€120.1 million,,,,,,,
,€121.4 million,,,,,,,
,€124.7 million,,,,,,,
,€134.0 million,,,,,,,
,€130.9 million,,,,,,,
,€135.7 million,,,,,,,
,€137.1 million,,,,,,,
,€144.0 million,,,,,,,
,€141.7 million,,,,,,,
,€146.4 million,,,,,,,
,€147.7 million,,,,,,,
,€154.2 million,,,,,,,
,€149.5 million,,,,,,,
,€160.9 million,,,,,,,
,€169.6 million,,,,,,,
,€159.3 million,,,,,,,
,€161.7 million,,,,,,,
,€172.0 million,,,,,,,
,€171.7 million,,,,,,,
,€163.9 million,,,,,,,
,€40.9 million,,,,,,,
,€173.4 million,,,,,,,
,€45.1 million,,,,,,,
,€43.7 million,,,,,,,
,€45.9 million,,,,,,,
,€45.3 million,,,,,,,
,€45.5 million,,,,,,,
,€46.4 million,,,,,,,
,€47.4 million,,,,,,,
,€47.5 million,,,,,,,
,€48.9 million,,,,,,,
,€48.8 million,,,,,,,
,€48.4 million,,,,,,,
,€49.0 million,,,,,,,
,€56.8 million,,,,,,,
,€53.7 million,,,,,,,
,€55.0 million,,,,,,,
,€54.4 million,,,,,,,
,€56.3 million,,,,,,,
,€54.7 million,,,,,,,
,€56.5 million,,,,,,,
,€54.7 million,,,,,,,
,€57.9 million,,,,,,,
,€58.1 million,,,,,,,
,€61.2 million,,,,,,,
,€64.0 million,,,,,,,
,€65.1 million,,,,,,,
,€68.2 million,,,,,,,
,€70.5 million,,,,,,,
,€73.3 million,,,,,,,
,€70.2 million,,,,,,,
,€73.7 million,,,,,,,
,€73.4 million,,,,,,,
,€74.0 million,,,,,,,
,€70.9 million,,,,,,,
,€77.0 million,,,,,,,
,€75.9 million,,,,,,,
,€77.6 million,,,,,,,
,€78.3 million,,,,,,,
,€78.5 million,,,,,,,
,€83.0 million,,,,,,,
,€79.4 million,,,,,,,
,€17.8 million,,,,,,,
,€18.6 million,,,,,,,
,€17.9 million,,,,,,,
,€18.6 million,,,,,,,
,€18.7 million,,,,,,,
,€18.7 million,,,,,,,
,€19.7 million,,,,,,,
,€19.8 million,,,,,,,
,€19.8 million,,,,,,,
,€19.7 million,,,,,,,
,€22.0 million,,,,,,,
,€19.9 million,,,,,,,
,€21.3 million,,,,,,,
,€23.2 million,,,,,,,
,€21.1 million,,,,,,,
,€20.1 million,,,,,,,
,€23.5 million,,,,,,,
,€25.0 million,,,,,,,
,€25.2 million,,,,,,,
,£21.5 million,,,,,,,
,€27.3 million,,,,,,,
,€27.2 million,,,,,,,
,€27.9 million,,,,,,,
,€27.4 million,,,,,,,
,€28.1 million,,,,,,,
,€28.9 million,,,,,,,
,€29.1 million,,,,,,,
,€30.1 million,,,,,,,
,€30.6 million,,,,,,,
,€32.1 million,,,,,,,
,€32.4 million,,,,,,,
,€33.4 million,,,,,,,
,€31.5 million,,,,,,,
,€33.9 million,,,,,,,
,€33.9 million,,,,,,,
,€35.0 million,,,,,,,
,€33.9 million,,,,,,,
,€35.2 million,,,,,,,
,€36.1 million,,,,,,,
,€37.1 million,,,,,,,
,€37.7 million,,,,,,,
,€3.6 million,,,,,,,
,€5.1 million,,,,,,,
,€4.8 million,,,,,,,
,€5.5 million,,,,,,,
,€6.7 million,,,,,,,
,€7.2 million,,,,,,,
,€5.5 million,,,,,,,
,€6.0 million,,,,,,,
,€6.6 million,,,,,,,
,€7.4 million,,,,,,,
,€7.4 million,,,,,,,
,€7.6 million,,,,,,,
,€7.4 million,,,,,,,
,€7.8 million,,,,,,,
,€7.7 million,,,,,,,
,€7.6 million,,,,,,,
,€7.7 million,,,,,,,
,€8.2 million,,,,,,,
,€8.2 million,,,,,,,
,€8.8 million,,,,,,,
,€8.2 million,,,,,,,
,€8.5 million,,,,,,,
,€8.6 million,,,,,,,
,€9.5 million,,,,,,,
,€10.7 million,,,,,,,
,€11.3 million,,,,,,,
,€10.2 million,,,,,,,
,€11.2 million,,,,,,,
,€11.7 million,,,,,,,
,€12.9 million,,,,,,,
,€11.9 million,,,,,,,
,€12.2 million,,,,,,,
,not found,,,,,,,
,€13.5 million,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,"€533,813",,,,,,,
,"€921,620",,,,,,,
,"€957,000",,,,,,,
,€1.7 million,,,,,,,
,€3.0 million,,,,,,,
,€3.3 million,,,,,,,
,€3.3 million,,,,,,,
,€2.4 million,,,,,,,
,€3.6 million,,,,,,,
,€3.6 million,,,,,,,
,€13.8 million,,,,,,,
,€14.3 million,,,,,,,
,€13.7 million,,,,,,,
,€13.9 million,,,,,,,
,€14.5 million,,,,,,,
,€14.9 million,,,,,,,
,€15.5 million,,,,,,,
,€15.9 million,,,,,,,
,€16.2 million,,,,,,,
,€15.5 million,,,,,,,
,€14.2 million,,,,,,,
,€16.3 million,,,,,,,
,€16.4 million,,,,,,,
,€15.9 million,,,,,,,
,€16.4 million,,,,,,,
,€17.5 million,,,,,,,
,€16.2 million,,,,,,,
,€37.8 million,,,,,,,
,€37.8 million,,,,,,,
,€38.4 million,,,,,,,
,€38.1 million,,,,,,,
