00-avengers-market_cap,06-MarScoToc-master_cap,09-wissel-earnings,02-GioPonSpiz-pricecap,03-gren-market_capitalization_usd,09-wissel-revenue,01-DDD-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap,09-wissel-marketcap
doll_4.6 m,doll_6.12 b,-doll_29.87 m,doll_6.13 b,doll_5.79 b,doll_0.09 m,doll_14.64 b,doll_57.22 m,doll_5.90 b,doll_0.18 b
doll_4.74 m,doll_6.11 b,-doll_13.21 m,doll_6.13 b,doll_5.79 b,doll_0.51 m,doll_14.36 b,doll_57.73 m,doll_5.90 b,doll_15.27 m
doll_4.8 m,doll_6.11 b,,doll_6.11 b,doll_5.79 b,,doll_14.47 b,doll_57.98 m,doll_5.90 b,doll_13.91 m
doll_5.02 m,doll_6.11 b,-doll_73.05 m,doll_6.11 b,doll_5.79 b,,doll_14.55 b,doll_58.1 m,doll_5.90 b,doll_0.18 b
doll_5.08 m,doll_6.11 b,doll_0.28 b,doll_6.11 b,doll_5.78 b,doll_0.60 b,doll_14.64 b,doll_58.36 m,doll_5.89 b,doll_8.44 b
doll_5.17 m,doll_6.10 b,doll_0.17 b,doll_6.10 b,doll_5.78 b,doll_0.40 b,doll_14.75 b,doll_58.41 m,doll_5.89 b,doll_0.35 b
doll_5.18 m,doll_6.10 b,doll_91.15 m,doll_6.10 b,doll_5.77 b,doll_0.93 b,doll_14.66 b,doll_58.59 m,doll_5.89 b,doll_1.82 b
doll_5.31 m,doll_6.10 b,-doll_35.84 m,doll_6.10 b,doll_5.77 b,,doll_14.71 b,doll_58.41 m,doll_5.89 b,doll_27.76 m
doll_5.35 m,doll_6.10 b,-doll_38.21 m,doll_6.10 b,doll_5.77 b,doll_2.76 m,doll_14.74 b,doll_59.28 m,doll_5.88 b,doll_15.54 m
doll_5.4 m,doll_6.10 b,-doll_40.73 m,doll_6.10 b,doll_5.77 b,,doll_14.84 b,doll_59.02 m,doll_5.88 b,doll_42.36 m
doll_5.42 m,doll_6.09 b,-doll_0.11 b,doll_6.10 b,doll_5.76 b,doll_0.19 b,doll_14.73 b,doll_58.69 m,doll_5.86 b,doll_0.50 b
doll_5.42 m,doll_6.09 b,-doll_27.96 m,doll_6.09 b,doll_5.75 b,,doll_14.80 b,doll_59.09 m,doll_5.85 b,doll_25.09 m
doll_5.48 m,doll_6.09 b,doll_45.61 m,doll_6.09 b,doll_5.75 b,doll_0.13 b,doll_14.66 b,doll_59.76 m,doll_5.85 b,doll_0.71 b
doll_5.73 m,doll_6.09 b,-doll_34.91 m,doll_6.09 b,doll_5.75 b,,doll_14.82 b,doll_59.95 m,doll_5.83 b,doll_0.21 b
doll_6.1 m,doll_6.09 b,-doll_23.89 m,doll_6.09 b,doll_5.75 b,-doll_0.04 m,doll_14.83 b,doll_60.27 m,doll_5.82 b,doll_0.24 b
doll_6.15 m,doll_6.09 b,doll_17.38 m,doll_6.09 b,doll_5.74 b,doll_39.04 m,doll_14.82 b,doll_60.98 m,doll_5.82 b,doll_0.24 b
doll_6.15 m,doll_6.08 b,-doll_64.57 m,doll_6.09 b,doll_5.74 b,doll_21.68 m,doll_14.72 b,doll_60.54 m,doll_5.82 b,doll_0.85 b
doll_6.18 m,doll_6.07 b,-doll_50.99 m,doll_6.08 b,doll_5.74 b,,doll_14.74 b,doll_60.99 m,doll_5.82 b,doll_0.82 b
doll_6.26 m,doll_6.07 b,-doll_37.38 m,doll_6.08 b,doll_5.74 b,,doll_14.82 b,doll_61.26 m,doll_5.81 b,doll_0.20 b
doll_6.31 m,doll_6.07 b,-doll_7.88 m,doll_6.08 b,doll_5.74 b,doll_61.74 m,doll_14.85 b,doll_61.1 m,doll_5.81 b,doll_2.79 b
doll_6.51 m,doll_6.06 b,doll_34.11 m,doll_6.07 b,doll_5.74 b,doll_59.43 m,doll_14.89 b,doll_61.48 m,doll_5.80 b,doll_0.74 b
doll_6.53 m,doll_6.06 b,doll_95.31 m,doll_6.06 b,doll_5.73 b,doll_0.16 b,doll_14.90 b,doll_61.7 m,doll_5.80 b,doll_1.50 b
doll_6.57 m,doll_6.06 b,-doll_44.71 m,doll_6.06 b,doll_5.73 b,,doll_8.32 b,doll_61.57 m,doll_5.80 b,doll_0.61 b
doll_6.66 m,doll_6.06 b,-doll_62.44 m,doll_6.06 b,doll_5.72 b,,doll_14.86 b,doll_62.51 m,doll_5.80 b,doll_35.44 m
doll_6.69 m,doll_6.06 b,doll_0.87 b,doll_6.05 b,doll_5.72 b,doll_1.87 b,doll_8.33 b,doll_63.04 m,doll_5.80 b,doll_2.73 b
doll_6.71 m,doll_6.06 b,-doll_35.53 m,doll_6.05 b,doll_5.72 b,doll_10.72 m,doll_14.87 b,doll_63.31 m,doll_5.79 b,doll_0.19 b
doll_6.72 m,doll_6.05 b,-doll_3.29 m,doll_6.04 b,doll_5.72 b,doll_3.09 m,doll_8.33 b,doll_63.39 m,doll_5.78 b,doll_12.71 m
doll_6.79 m,doll_6.04 b,-doll_73.53 m,doll_6.04 b,doll_5.7 b,,doll_8.36 b,doll_64.2 m,doll_5.78 b,doll_1.41 b
doll_6.96 m,doll_6.04 b,doll_2.51 m,doll_6.03 b,doll_5.7 b,doll_11.12 m,doll_8.34 b,doll_64.36 m,doll_5.77 b,doll_34.86 m
doll_6.96 m,doll_6.04 b,-doll_24.01 m,doll_6.03 b,doll_5.7 b,doll_4.32 m,doll_8.31 b,doll_64.31 m,doll_5.77 b,doll_6.31 m
doll_7.04 m,doll_6.04 b,-doll_18.66 m,doll_6.03 b,doll_5.69 b,doll_4.81 m,doll_8.36 b,doll_64.78 m,doll_5.77 b,doll_15.75 m
doll_7.09 m,doll_6.03 b,doll_0.18 b,doll_6.02 b,doll_5.69 b,doll_0.45 b,doll_8.35 b,doll_65 m,doll_5.76 b,doll_0.88 b
doll_7.23 m,doll_6.03 b,-doll_8.94 m,doll_6.01 b,doll_5.68 b,,doll_8.32 b,doll_65.08 m,doll_5.76 b,doll_38.59 m
doll_7.24 m,doll_6.03 b,-doll_27.23 m,doll_6.00 b,doll_5.65 b,,doll_8.37 b,doll_65.06 m,doll_5.76 b,doll_0.26 b
doll_7.26 m,doll_6.03 b,-doll_50.25 m,doll_6.00 b,doll_5.65 b,,doll_8.33 b,doll_65.19 m,doll_5.76 b,doll_0.51 b
doll_7.27 m,doll_6.02 b,doll_0.95 m,doll_6.00 b,doll_5.65 b,doll_4.99 m,doll_8.37 b,doll_66.1 m,doll_5.75 b,doll_26.86 m
doll_7.28 m,doll_6.02 b,-doll_26.99 m,doll_5.99 b,doll_5.63 b,doll_0.01 m,doll_8.41 b,doll_65.98 m,doll_5.75 b,doll_8.27 m
doll_7.37 m,doll_6.01 b,-doll_29.24 m,doll_5.98 b,doll_5.63 b,,doll_8.41 b,doll_65.87 m,doll_5.75 b,doll_0.29 b
doll_7.37 m,doll_6.00 b,-doll_39.16 m,doll_5.97 b,doll_5.63 b,,doll_8.41 b,doll_71.7 m,doll_5.75 b,doll_0.20 b
doll_7.4 m,doll_6.00 b,doll_0.15 b,doll_5.97 b,doll_5.63 b,doll_0.26 b,doll_8.44 b,doll_66.93 m,doll_5.75 b,doll_3.13 b
doll_7.46 m,doll_5.99 b,-doll_11.2 m,doll_5.97 b,doll_5.63 b,doll_0.01 m,doll_8.42 b,doll_72.16 m,doll_5.74 b,doll_0.28 b
doll_7.5 m,doll_5.99 b,-doll_20.91 m,doll_5.97 b,doll_5.62 b,doll_0.13 m,doll_8.44 b,doll_72.03 m,doll_5.74 b,doll_30.21 m
doll_7.67 m,doll_5.99 b,-doll_7.01 m,doll_5.96 b,doll_5.62 b,,doll_8.48 b,doll_72.17 m,doll_5.74 b,doll_0.35 b
doll_7.73 m,doll_5.99 b,-doll_10.05 m,doll_5.96 b,doll_5.62 b,doll_7.04 m,doll_8.46 b,doll_72.51 m,doll_5.74 b,doll_14.55 m
doll_7.74 m,doll_5.98 b,-doll_82.54 m,doll_5.96 b,doll_5.62 b,,doll_8.49 b,doll_73.23 m,doll_5.73 b,doll_1.26 b
doll_8.04 m,doll_5.98 b,doll_0.05 m,doll_5.95 b,doll_5.61 b,doll_37.95 m,doll_8.44 b,doll_73.49 m,doll_5.73 b,doll_88.25 m
doll_8.08 m,doll_5.98 b,-doll_24.55 m,doll_5.95 b,doll_5.61 b,doll_10 m,doll_8.47 b,doll_73.45 m,doll_5.72 b,doll_0.10 b
doll_8.1 m,doll_5.98 b,-doll_45.12 m,doll_5.95 b,doll_5.61 b,,doll_8.38 b,doll_73.71 m,doll_5.72 b,doll_70.74 m
doll_8.13 m,doll_5.97 b,-doll_21.58 m,doll_5.94 b,doll_5.61 b,,doll_8.47 b,doll_73.72 m,doll_5.72 b,doll_23.09 m
doll_8.44 m,doll_5.96 b,-doll_14.15 m,doll_5.92 b,doll_5.6 b,,doll_8.44 b,doll_74.03 m,doll_5.70 b,doll_28.95 m
doll_8.47 m,doll_5.96 b,-doll_20.28 m,doll_5.92 b,doll_5.6 b,,doll_8.45 b,doll_73.89 m,doll_5.70 b,doll_0.69 b
doll_8.49 m,doll_5.96 b,-doll_17.32 m,doll_5.92 b,doll_5.6 b,doll_0.37 m,doll_8.44 b,doll_74.16 m,doll_5.70 b,doll_0.17 b
doll_8.55 m,doll_5.95 b,doll_0.11 b,doll_5.91 b,doll_5.59 b,doll_0.27 b,doll_8.50 b,doll_75 m,doll_5.70 b,doll_2.39 b
doll_8.71 m,doll_5.95 b,-doll_13.29 m,doll_5.90 b,doll_5.59 b,doll_0.76 m,doll_8.52 b,doll_75.51 m,doll_5.70 b,doll_10.96 m
doll_8.8 m,doll_5.95 b,doll_0.11 b,doll_5.90 b,doll_5.59 b,doll_0.14 b,doll_8.51 b,doll_74.56 m,doll_5.70 b,doll_0.66 b
doll_8.86 m,doll_5.95 b,doll_18.91 m,doll_5.89 b,doll_5.58 b,doll_28.22 m,doll_8.56 b,doll_75.89 m,doll_5.70 b,doll_0.15 b
doll_8.88 m,doll_5.93 b,doll_36.63 m,doll_5.89 b,doll_5.58 b,doll_0.13 b,doll_8.54 b,doll_75.7 m,doll_5.70 b,doll_0.20 b
doll_8.92 m,doll_5.92 b,-doll_18.33 m,doll_5.89 b,doll_5.58 b,doll_1.31 m,doll_8.50 b,doll_76.01 m,doll_5.69 b,doll_77.76 m
doll_9.05 m,doll_5.92 b,-doll_20.35 m,doll_5.89 b,doll_5.57 b,,doll_8.55 b,doll_76.35 m,doll_5.69 b,doll_4.95 m
doll_9.09 m,doll_5.91 b,-doll_15.98 m,doll_5.89 b,doll_5.57 b,doll_0.43 m,doll_8.56 b,doll_76.66 m,doll_5.69 b,doll_45.61 m
doll_9.12 m,doll_5.90 b,-doll_18.26 m,doll_5.89 b,doll_5.57 b,doll_0.07 m,doll_8.59 b,doll_77.26 m,doll_5.68 b,doll_6.48 m
doll_9.34 m,doll_5.90 b,-doll_1.69 m,doll_5.89 b,doll_5.56 b,doll_1.62 m,doll_8.57 b,doll_77.39 m,doll_5.67 b,doll_2.83 m
doll_9.57 m,doll_5.90 b,-doll_4.73 m,doll_5.89 b,doll_5.56 b,doll_0 m,doll_8.58 b,doll_77.22 m,doll_5.67 b,doll_0.21 m
doll_9.64 m,doll_5.89 b,-doll_0.78 m,doll_5.88 b,doll_5.56 b,,doll_8.56 b,doll_77.52 m,doll_5.67 b,doll_25.73 m
doll_9.7 m,doll_5.88 b,-doll_7.07 m,doll_5.88 b,doll_5.56 b,,doll_8.56 b,doll_77.83 m,doll_5.65 b,doll_16.48 m
doll_9.91 m,doll_5.88 b,-doll_9.61 m,doll_5.87 b,doll_5.56 b,,doll_8.59 b,doll_78.84 m,doll_5.64 b,doll_77.1 m
doll_10.35 m,doll_5.87 b,-doll_43.84 m,doll_5.87 b,doll_5.56 b,,doll_8.52 b,doll_78.28 m,doll_5.63 b,doll_65.02 m
doll_10.41 m,doll_5.87 b,doll_1.17 m,doll_5.87 b,doll_5.55 b,doll_0.31 b,doll_8.62 b,doll_79.15 m,doll_5.63 b,doll_81.81 m
doll_10.74 m,doll_5.87 b,-doll_32.87 m,doll_5.86 b,doll_5.55 b,,doll_8.64 b,doll_79.91 m,doll_5.62 b,doll_18.19 m
doll_10.82 m,doll_5.86 b,-doll_22.66 m,doll_5.85 b,doll_5.54 b,,doll_8.64 b,doll_80.13 m,doll_5.61 b,doll_68.67 m
doll_10.98 m,doll_5.86 b,doll_0.65 b,doll_5.85 b,doll_5.54 b,doll_1.27 b,doll_8.68 b,doll_80.26 m,doll_5.61 b,doll_13.66 b
doll_11.02 m,doll_5.86 b,doll_0.55 m,doll_5.84 b,doll_5.54 b,doll_0.28 b,doll_8.63 b,doll_79.95 m,doll_5.60 b,doll_0.62 b
doll_11.07 m,doll_5.84 b,-doll_42.41 m,doll_5.84 b,doll_5.54 b,,doll_8.63 b,doll_80.97 m,doll_5.60 b,doll_1.67 m
doll_11.17 m,doll_5.84 b,-doll_61.67 m,doll_5.84 b,doll_5.54 b,,doll_8.67 b,doll_80.84 m,doll_5.60 b,doll_0.68 b
doll_11.33 m,doll_5.84 b,-doll_14.99 m,doll_5.84 b,doll_5.53 b,,doll_8.66 b,doll_80.9 m,doll_5.60 b,doll_12.56 m
doll_11.37 m,doll_5.84 b,-doll_0.16 b,doll_5.83 b,doll_5.53 b,doll_99.63 m,doll_8.65 b,doll_80.53 m,doll_5.58 b,doll_20.64 m
doll_11.66 m,doll_5.83 b,doll_22.46 m,doll_5.83 b,doll_5.53 b,doll_0.18 b,doll_8.66 b,doll_80.93 m,doll_5.58 b,doll_1.87 b
doll_11.77 m,doll_5.83 b,-doll_20.04 m,doll_5.82 b,doll_5.53 b,,doll_8.67 b,doll_81.16 m,doll_5.58 b,doll_0.17 b
doll_12.03 m,doll_5.82 b,-doll_15.68 m,doll_5.81 b,doll_5.51 b,,doll_8.68 b,doll_81.27 m,doll_5.58 b,doll_11.11 m
doll_12.07 m,doll_5.82 b,-doll_15.79 m,doll_5.81 b,doll_5.51 b,,doll_8.59 b,doll_81.26 m,doll_5.57 b,doll_8.59 m
doll_12.11 m,doll_5.82 b,-doll_33.07 m,doll_5.81 b,doll_5.51 b,,doll_8.64 b,doll_81.46 m,doll_5.57 b,doll_0.16 b
doll_12.14 m,doll_5.82 b,doll_4.15 m,doll_5.80 b,doll_5.5 b,doll_16.58 m,doll_8.69 b,doll_81.5 m,doll_5.57 b,doll_49.22 m
doll_13.29 m,doll_5.81 b,-doll_0.18 b,doll_5.80 b,doll_5.5 b,,doll_8.71 b,doll_83.29 m,doll_5.57 b,doll_0.50 b
doll_13.32 m,doll_5.80 b,-doll_12.06 m,doll_5.80 b,doll_5.5 b,doll_4.36 m,doll_8.70 b,doll_82.53 m,doll_5.56 b,doll_62.6 m
doll_13.34 m,doll_5.78 b,-doll_5.75 m,doll_5.80 b,doll_5.5 b,doll_5.57 m,doll_8.75 b,doll_81.31 m,doll_5.56 b,doll_6 m
doll_13.56 m,doll_5.78 b,-doll_82.12 m,doll_5.80 b,doll_5.5 b,,doll_8.70 b,doll_84.1 m,doll_5.55 b,doll_97.52 m
doll_13.59 m,doll_5.78 b,-doll_11.91 m,doll_5.78 b,doll_5.5 b,,doll_8.74 b,doll_83.55 m,doll_5.55 b,doll_50.47 m
doll_13.63 m,doll_5.77 b,doll_41.66 m,doll_5.78 b,doll_5.49 b,,doll_8.75 b,doll_84.2 m,doll_5.54 b,doll_0.25 b
doll_13.74 m,doll_5.77 b,-doll_17.31 m,doll_5.78 b,doll_5.49 b,doll_0.22 m,doll_8.71 b,doll_84.03 m,doll_5.54 b,doll_18.41 m
doll_13.82 m,doll_5.76 b,-doll_12.06 m,doll_5.77 b,doll_5.49 b,doll_0 m,doll_8.75 b,doll_84.21 m,doll_5.53 b,doll_13.89 m
doll_13.84 m,doll_5.76 b,doll_3.46 m,doll_5.77 b,doll_5.49 b,doll_36.02 m,doll_8.76 b,doll_84.23 m,doll_5.53 b,doll_0.52 b
doll_13.91 m,doll_5.75 b,-doll_14.12 m,doll_5.76 b,doll_5.49 b,,doll_8.76 b,doll_84.75 m,doll_5.53 b,doll_59.49 m
doll_14.06 m,doll_5.75 b,-doll_63.24 m,doll_5.76 b,doll_5.48 b,,doll_8.76 b,doll_84.91 m,doll_5.52 b,doll_0.37 b
doll_14.2 m,doll_5.75 b,-doll_13.03 m,doll_5.75 b,doll_5.48 b,doll_0.03 m,doll_8.78 b,doll_84.83 m,doll_5.52 b,doll_10.58 m
doll_14.22 m,doll_5.74 b,-doll_15.83 m,doll_5.75 b,doll_5.48 b,doll_0.25 m,doll_8.78 b,doll_85.88 m,doll_5.52 b,doll_2.9 m
doll_14.28 m,doll_5.74 b,-doll_9.31 m,doll_5.75 b,doll_5.47 b,doll_0.72 m,doll_8.77 b,doll_85.21 m,doll_5.51 b,doll_20.52 m
doll_14.31 m,doll_5.73 b,doll_4.15 m,doll_5.75 b,doll_5.47 b,doll_28.62 m,doll_8.78 b,doll_85.83 m,doll_5.51 b,doll_95.22 m
doll_14.41 m,doll_5.72 b,-doll_15.06 m,doll_5.74 b,doll_5.46 b,doll_0.85 m,doll_8.80 b,doll_86.14 m,doll_5.51 b,doll_20.31 m
doll_14.43 m,doll_5.72 b,-doll_38.02 m,doll_5.74 b,doll_5.46 b,,doll_8.79 b,doll_86.3 m,doll_5.51 b,doll_17.42 m
doll_14.49 m,doll_5.72 b,-doll_4.83 m,doll_5.73 b,doll_5.45 b,doll_0.45 m,doll_8.80 b,doll_86.34 m,doll_5.50 b,doll_0.27 b
doll_14.5 m,doll_5.72 b,doll_0.22 m,doll_5.73 b,doll_5.44 b,doll_2.12 m,doll_8.82 b,doll_86.3 m,doll_5.50 b,doll_1.5 m
doll_14.62 m,doll_5.72 b,-doll_9.67 m,doll_5.73 b,doll_5.44 b,,doll_8.85 b,doll_86.34 m,doll_5.50 b,doll_0.71 b
doll_14.68 m,doll_5.71 b,-doll_5.61 m,doll_5.73 b,doll_5.43 b,doll_12.51 m,doll_8.83 b,doll_87.35 m,doll_5.49 b,doll_3.88 m
doll_15.14 m,doll_5.71 b,doll_18.8 m,doll_5.72 b,doll_5.43 b,doll_40.48 m,doll_8.87 b,doll_86.93 m,doll_5.49 b,doll_0.25 b
doll_15.25 m,doll_5.70 b,-doll_31.13 m,doll_5.70 b,doll_5.43 b,doll_37.9 m,doll_8.86 b,doll_87.51 m,doll_5.49 b,doll_97.32 m
doll_15.25 m,doll_5.69 b,-doll_12.2 m,doll_5.69 b,doll_5.43 b,,doll_8.85 b,doll_87.53 m,doll_5.49 b,doll_7.36 m
doll_15.29 m,doll_5.69 b,-doll_6.68 m,doll_5.69 b,doll_5.43 b,doll_0.01 m,doll_8.83 b,doll_87.82 m,doll_5.49 b,doll_7.5 m
doll_15.44 m,doll_5.68 b,-doll_49.99 m,doll_5.69 b,doll_5.42 b,,doll_8.89 b,doll_88.36 m,doll_5.49 b,doll_33.06 m
doll_15.45 m,doll_5.67 b,-doll_40.56 m,doll_5.68 b,doll_5.41 b,,doll_8.91 b,doll_87.89 m,doll_5.48 b,doll_67.24 m
doll_15.48 m,doll_5.67 b,-doll_0.11 b,doll_5.68 b,doll_5.41 b,doll_3.33 m,doll_8.90 b,doll_87.99 m,doll_5.48 b,doll_21.07 m
doll_15.55 m,doll_5.66 b,-doll_9.39 m,doll_5.68 b,doll_5.4 b,doll_0.96 m,doll_8.90 b,doll_88.36 m,doll_5.48 b,doll_9.18 m
doll_15.61 m,doll_5.65 b,-doll_18.15 m,doll_5.68 b,doll_5.4 b,doll_39.32 m,doll_8.90 b,doll_88.61 m,doll_5.48 b,doll_0.10 b
doll_15.73 m,doll_5.65 b,-doll_10.18 m,doll_5.67 b,doll_5.39 b,doll_0.48 m,doll_8.94 b,doll_88.7 m,doll_5.48 b,doll_13.49 m
doll_15.74 m,doll_5.65 b,-doll_44.13 m,doll_5.66 b,doll_5.38 b,doll_1 m,doll_8.93 b,doll_88.65 m,doll_5.48 b,doll_58.47 m
doll_15.75 m,doll_5.65 b,-doll_4.04 m,doll_5.66 b,doll_5.38 b,doll_0 m,doll_8.95 b,doll_89.88 m,doll_5.48 b,doll_44.37 m
doll_15.76 m,doll_5.64 b,-doll_13.15 m,doll_5.66 b,doll_5.37 b,,doll_8.97 b,doll_88.85 m,doll_5.47 b,doll_0.12 b
doll_15.92 m,doll_5.64 b,-doll_0.24 b,doll_5.65 b,doll_5.37 b,doll_0.14 b,doll_8.96 b,doll_89.35 m,doll_5.47 b,doll_0.89 b
doll_15.95 m,doll_5.64 b,-doll_0.16 b,doll_5.65 b,doll_5.37 b,,doll_11.01 b,doll_90.02 m,doll_5.47 b,doll_0.12 b
doll_16.02 m,doll_5.63 b,doll_11.93 m,doll_5.65 b,doll_5.36 b,doll_0.15 b,doll_11.00 b,doll_90.13 m,doll_5.45 b,doll_75.13 m
doll_16.24 m,doll_5.63 b,-doll_23.57 m,doll_5.65 b,doll_5.36 b,doll_1.06 m,doll_8.99 b,doll_95.68 m,doll_5.45 b,doll_0.18 b
doll_16.25 m,doll_5.62 b,-doll_28.51 m,doll_5.64 b,doll_5.36 b,,doll_10.97 b,doll_95.66 m,doll_5.45 b,doll_23.84 m
doll_16.33 m,doll_5.62 b,doll_10.15 m,doll_5.64 b,doll_5.35 b,,doll_8.98 b,doll_96.88 m,doll_5.44 b,doll_0.27 b
doll_16.64 m,doll_5.61 b,-doll_7.39 m,doll_5.64 b,doll_5.35 b,doll_0.01 m,doll_8.99 b,doll_96.99 m,doll_5.44 b,doll_15.73 m
doll_16.89 m,doll_5.61 b,-doll_66.05 m,doll_5.64 b,doll_5.34 b,,doll_8.95 b,doll_97.16 m,doll_5.44 b,doll_0.34 b
doll_16.95 m,doll_5.61 b,-doll_12.81 m,doll_5.64 b,doll_5.33 b,doll_57.29 m,doll_11.02 b,doll_97.06 m,doll_5.44 b,doll_27.68 m
doll_17.04 m,doll_5.61 b,-doll_5.2 m,doll_5.63 b,doll_5.33 b,doll_0.86 m,doll_11.02 b,doll_97.4 m,doll_5.44 b,doll_9.31 m
doll_17.22 m,doll_5.60 b,-doll_11.95 m,doll_5.63 b,doll_5.33 b,doll_1.57 m,doll_11.09 b,doll_97.34 m,doll_5.44 b,doll_16.03 m
doll_17.36 m,doll_5.60 b,-doll_35.37 m,doll_5.62 b,doll_5.32 b,,doll_11.12 b,doll_97.56 m,doll_5.44 b,doll_67.74 m
doll_17.53 m,doll_5.60 b,-doll_29.76 m,doll_5.61 b,doll_5.32 b,,doll_11.07 b,doll_97.34 m,doll_5.43 b,doll_13.78 m
doll_17.55 m,doll_5.60 b,-doll_10.3 m,doll_5.61 b,doll_5.32 b,,doll_11.05 b,doll_97.7 m,doll_5.43 b,doll_35.29 m
doll_17.71 m,doll_5.59 b,-doll_5.99 m,doll_5.61 b,doll_5.31 b,doll_0.6 m,doll_11.07 b,doll_97.91 m,doll_5.43 b,doll_33.73 m
doll_17.94 m,doll_5.59 b,-doll_48.5 m,doll_5.61 b,doll_5.31 b,,doll_11.13 b,doll_98.92 m,doll_5.42 b,doll_11.85 m
doll_17.98 m,doll_5.59 b,-doll_15.04 m,doll_5.61 b,doll_5.31 b,doll_9.57 m,doll_11.23 b,doll_99 m,doll_5.42 b,doll_47.86 m
doll_18.22 m,doll_5.58 b,doll_57.27 m,doll_5.60 b,doll_5.3 b,doll_85.56 m,doll_11.14 b,doll_99.12 m,doll_5.42 b,doll_0.50 b
doll_18.31 m,doll_5.58 b,doll_66.03 m,doll_5.60 b,doll_5.3 b,doll_58.09 m,doll_11.20 b,doll_99.9 m,doll_5.41 b,doll_0.38 b
doll_18.36 m,doll_5.58 b,-doll_13.55 m,doll_5.60 b,doll_5.29 b,,doll_11.20 b,doll_99 m,doll_5.40 b,doll_43.67 m
doll_18.41 m,doll_5.57 b,-doll_28.27 m,doll_5.60 b,doll_5.29 b,doll_2.01 m,doll_11.22 b,doll_0.10 b,doll_5.40 b,doll_66.48 m
doll_18.58 m,doll_5.57 b,-doll_14.65 m,doll_5.59 b,doll_5.29 b,,doll_11.18 b,doll_0.10 b,doll_5.40 b,doll_0.10 b
doll_18.59 m,doll_5.56 b,-doll_58.04 m,doll_5.59 b,doll_5.29 b,doll_15.63 m,doll_11.22 b,doll_0.10 b,doll_5.39 b,doll_3.16 m
doll_18.69 m,doll_5.56 b,-doll_3.68 m,doll_5.59 b,doll_5.29 b,doll_2.24 m,doll_11.19 b,doll_0.10 b,doll_5.39 b,doll_0.38 b
doll_18.71 m,doll_5.56 b,-doll_11.42 m,doll_5.59 b,doll_5.29 b,doll_1.79 m,doll_11.18 b,doll_0.10 b,doll_5.39 b,doll_6.67 m
doll_18.71 m,doll_5.56 b,-doll_14.43 m,doll_5.59 b,doll_5.28 b,doll_0.49 m,doll_11.23 b,doll_0.10 b,doll_5.39 b,doll_52.68 m
doll_18.72 m,doll_5.55 b,-doll_24.31 m,doll_5.59 b,doll_5.28 b,,doll_11.19 b,doll_0.10 b,doll_5.39 b,doll_0.10 b
doll_18.93 m,doll_5.55 b,doll_5.16 m,doll_5.58 b,doll_5.28 b,doll_6.65 m,doll_11.25 b,doll_0.10 b,doll_5.39 b,doll_66.55 m
doll_19.01 m,doll_5.55 b,-doll_3.77 m,doll_5.58 b,doll_5.28 b,doll_1.52 m,doll_11.27 b,doll_0.10 b,doll_5.39 b,doll_10.11 m
doll_19.11 m,doll_5.55 b,-doll_28.77 m,doll_5.58 b,doll_5.28 b,,doll_11.29 b,doll_0.10 b,doll_5.39 b,doll_4.94 m
doll_19.23 m,doll_5.54 b,-doll_34.63 m,doll_5.58 b,doll_5.27 b,doll_5.46 m,doll_11.28 b,doll_0.10 b,doll_5.39 b,doll_0.12 b
doll_19.34 m,doll_5.54 b,-doll_2.48 m,doll_5.57 b,doll_5.27 b,,doll_11.29 b,doll_0.10 b,doll_5.38 b,doll_18.07 m
doll_19.38 m,doll_5.54 b,doll_0.40 b,doll_5.57 b,doll_5.27 b,doll_0.37 b,doll_11.38 b,doll_0.10 b,doll_5.38 b,doll_0.93 b
doll_19.4 m,doll_5.54 b,-doll_9.92 m,doll_5.56 b,doll_5.27 b,doll_0.05 m,doll_11.39 b,doll_0.10 b,doll_5.38 b,doll_27.81 m
doll_19.41 m,doll_5.54 b,-doll_3.74 m,doll_5.56 b,doll_5.27 b,,doll_11.31 b,doll_0.10 b,doll_5.37 b,doll_43.39 m
doll_19.46 m,doll_5.54 b,-doll_8.36 m,doll_5.56 b,doll_5.26 b,doll_1.24 m,doll_11.37 b,doll_0.10 b,doll_5.36 b,doll_30.89 m
doll_19.47 m,doll_5.54 b,-doll_16.27 m,doll_5.56 b,doll_5.26 b,doll_0.08 m,doll_11.33 b,doll_0.10 b,doll_5.36 b,doll_15.96 m
doll_19.72 m,doll_5.53 b,-doll_11.34 m,doll_5.56 b,doll_5.26 b,,doll_11.39 b,doll_0.10 b,doll_5.36 b,doll_35.1 m
doll_19.81 m,doll_5.52 b,-doll_0.82 m,doll_5.56 b,doll_5.26 b,doll_3.13 m,doll_11.37 b,doll_0.10 b,doll_5.35 b,doll_86.71 m
doll_19.9 m,doll_5.52 b,-doll_13.88 m,doll_5.55 b,doll_5.26 b,,doll_11.35 b,doll_0.10 b,doll_5.35 b,doll_0.15 b
doll_20 m,doll_5.52 b,-doll_12.11 m,doll_5.55 b,doll_5.25 b,,doll_11.35 b,doll_0.10 b,doll_5.35 b,doll_43.07 m
doll_20 m,doll_5.51 b,-doll_11.03 m,doll_5.55 b,doll_5.25 b,,doll_11.33 b,doll_0.10 b,doll_5.34 b,doll_9.26 m
doll_20.25 m,doll_5.51 b,-doll_17.91 m,doll_5.54 b,doll_5.25 b,,doll_11.36 b,doll_0.10 b,doll_5.34 b,doll_8.04 m
