00-avengers-market_cap,06-MarScoToc-master_cap,09-wissel-earnings,02-GioPonSpiz-pricecap,03-gren-market_capitalization_usd,09-wissel-revenue,01-DDD-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap,09-wissel-marketcap
,doll_0.25 b,doll_0.87 b,doll_0.25 b,doll_220.0 m,doll_22.67 b,doll_0.51 b,doll_9.82 b,doll_0.22 b,doll_6.77 b
,doll_0.25 b,doll_1.21 b,doll_0.25 b,doll_220.0 m,doll_8.54 b,doll_0.51 b,doll_9.81 b,doll_0.22 b,doll_2.93 b
,doll_0.25 b,doll_0.50 b,doll_0.25 b,doll_220.0 m,doll_7.21 b,doll_0.51 b,doll_9.86 b,doll_0.22 b,doll_6.70 b
,doll_0.25 b,doll_0.70 b,doll_0.25 b,doll_220.0 m,doll_3.09 b,doll_0.51 b,doll_9.87 b,doll_0.22 b,doll_4.40 b
,doll_0.25 b,doll_80.79 m,doll_0.25 b,doll_220.0 m,doll_2.32 b,doll_0.51 b,doll_9.88 b,doll_0.22 b,doll_1.20 b
,doll_0.25 b,doll_3.13 b,doll_0.25 b,doll_220.0 m,doll_15.41 b,doll_0.51 b,doll_9.90 b,doll_0.22 b,doll_10.36 b
,doll_0.25 b,doll_0.15 b,doll_0.25 b,doll_220.0 m,doll_2.26 b,doll_0.50 b,doll_9.94 b,doll_0.22 b,doll_2.94 b
,doll_0.25 b,doll_0.17 b,doll_0.25 b,doll_220.0 m,doll_2.24 b,doll_0.51 b,doll_9.91 b,doll_0.22 b,doll_0.84 b
,doll_0.24 b,-doll_0.24 b,doll_0.25 b,doll_220.0 m,doll_1.23 b,doll_0.51 b,doll_9.91 b,doll_0.22 b,doll_3.08 b
,doll_0.24 b,doll_1.73 b,doll_0.25 b,doll_220.0 m,doll_8.02 b,doll_0.37 b,doll_9.94 b,doll_0.22 b,doll_65.05 b
,doll_0.24 b,doll_2.03 b,doll_0.25 b,doll_220.0 m,doll_6.48 b,doll_0.37 b,doll_9.91 b,doll_0.22 b,doll_0.76 b
,doll_0.24 b,doll_0.38 b,doll_0.24 b,doll_220.0 m,doll_3.98 b,doll_0.37 b,doll_9.91 b,doll_0.21 b,doll_5.09 b
,doll_0.24 b,doll_0.42 b,doll_0.24 b,doll_220.0 m,doll_7.34 b,doll_0.37 b,doll_9.95 b,doll_0.21 b,doll_1.82 b
,doll_0.24 b,doll_0.32 b,doll_0.24 b,doll_220.0 m,doll_2.91 b,doll_0.37 b,doll_9.91 b,doll_0.21 b,doll_9.83 b
,doll_0.24 b,doll_0.10 b,doll_0.24 b,doll_210.0 m,doll_0.88 b,doll_0.51 b,doll_9.97 b,doll_0.21 b,doll_2.50 b
,doll_0.24 b,-doll_2.85 b,doll_0.24 b,doll_210.0 m,doll_3.39 b,doll_0.37 b,doll_9.95 b,doll_0.21 b,doll_3.96 b
,doll_0.24 b,doll_0.49 b,doll_0.24 b,doll_210.0 m,doll_2.91 b,doll_0.37 b,doll_9.95 b,doll_0.21 b,doll_2.02 b
,doll_0.24 b,doll_18.35 m,doll_0.24 b,doll_210.0 m,doll_0.74 b,doll_0.37 b,doll_9.97 b,doll_0.21 b,doll_1.42 b
,doll_0.24 b,doll_86.3 m,doll_0.24 b,doll_210.0 m,doll_2.01 b,doll_0.37 b,doll_9.99 b,doll_0.21 b,doll_0.53 b
,doll_0.24 b,doll_0.14 b,doll_0.24 b,doll_210.0 m,doll_1.35 b,doll_0.37 b,doll_9.98 b,doll_0.21 b,doll_2.51 b
,doll_0.24 b,doll_0.22 b,doll_0.24 b,doll_210.0 m,doll_3.02 b,doll_0.51 b,doll_9.98 b,doll_0.21 b,doll_2.44 b
,doll_0.24 b,doll_0.64 b,doll_0.24 b,doll_210.0 m,doll_6.05 b,doll_0.37 b,doll_10.00 b,doll_0.21 b,doll_6.36 b
,doll_0.24 b,doll_0.64 b,doll_0.24 b,doll_210.0 m,doll_3.22 b,doll_0.37 b,doll_10.03 b,doll_0.21 b,doll_5.60 b
,doll_0.24 b,doll_8.11 b,doll_0.24 b,doll_210.0 m,doll_25.22 b,doll_0.37 b,doll_10.02 b,doll_0.21 b,doll_83.93 b
,doll_0.24 b,doll_1.66 b,doll_0.24 b,doll_210.0 m,doll_5.59 b,doll_0.37 b,doll_10.03 b,doll_0.21 b,doll_32.24 b
,doll_0.24 b,-doll_0.13 b,doll_0.24 b,doll_210.0 m,doll_1.76 b,doll_0.38 b,doll_10.02 b,doll_0.21 b,doll_5.37 b
,doll_0.24 b,doll_0.82 b,doll_0.24 b,doll_210.0 m,doll_2.74 b,doll_0.37 b,doll_10.05 b,doll_0.21 b,doll_18.23 b
,doll_0.24 b,doll_0.74 b,doll_0.24 b,doll_210.0 m,doll_5.91 b,doll_0.38 b,doll_10.04 b,doll_0.21 b,doll_17.70 b
,doll_0.24 b,doll_0.63 b,doll_0.24 b,doll_210.0 m,doll_4.11 b,doll_0.37 b,doll_10.05 b,doll_0.21 b,doll_8.92 b
,doll_0.24 b,doll_0.10 b,doll_0.24 b,doll_210.0 m,doll_2.42 b,doll_0.37 b,doll_10.06 b,doll_0.21 b,doll_1.60 b
,doll_0.24 b,doll_0.26 b,doll_0.24 b,doll_210.0 m,doll_1.62 b,doll_0.38 b,doll_10.09 b,doll_0.21 b,doll_2.52 b
,doll_0.24 b,doll_1.46 b,doll_0.24 b,doll_210.0 m,doll_6.10 b,doll_0.38 b,doll_10.08 b,doll_0.21 b,doll_33.71 b
,doll_0.24 b,doll_0.36 b,doll_0.24 b,doll_210.0 m,doll_2.78 b,doll_0.38 b,doll_10.07 b,doll_0.21 b,doll_14.66 b
,doll_0.24 b,doll_30.29 m,doll_0.24 b,doll_210.0 m,doll_0.66 b,doll_0.37 b,doll_10.10 b,doll_0.21 b,doll_0.21 b
,doll_0.24 b,-doll_0.39 b,doll_0.24 b,doll_210.0 m,doll_2.05 b,doll_0.38 b,doll_10.10 b,doll_0.21 b,doll_54.84 m
,doll_0.24 b,doll_4.57 b,doll_0.24 b,doll_210.0 m,doll_4.01 b,doll_0.38 b,doll_10.11 b,doll_0.21 b,doll_52.72 b
,doll_0.24 b,doll_0.91 b,doll_0.24 b,doll_210.0 m,doll_5.62 b,doll_0.38 b,doll_10.12 b,doll_0.21 b,doll_6.83 b
,doll_0.24 b,-doll_0.29 b,doll_0.24 b,doll_210.0 m,doll_9.63 b,doll_0.38 b,doll_10.12 b,doll_0.21 b,doll_9.03 b
,doll_0.24 b,-doll_0.86 b,doll_0.24 b,doll_210.0 m,doll_1.60 b,doll_0.38 b,doll_10.16 b,doll_0.20 b,doll_10.31 b
,doll_0.24 b,doll_0.69 b,doll_0.24 b,doll_210.0 m,doll_3.19 b,doll_0.38 b,doll_10.15 b,doll_0.20 b,doll_6.38 b
,doll_0.24 b,-doll_0.36 b,doll_0.24 b,doll_210.0 m,doll_1.22 b,doll_0.38 b,doll_10.13 b,doll_0.20 b,doll_1.18 b
,doll_0.24 b,-doll_0.17 b,doll_0.24 b,doll_210.0 m,doll_2.95 b,doll_0.38 b,doll_10.18 b,doll_0.20 b,doll_2.83 b
,doll_0.24 b,doll_0.19 b,doll_0.24 b,doll_210.0 m,doll_1.30 b,doll_0.38 b,doll_10.17 b,doll_0.20 b,doll_2.40 b
,doll_0.24 b,doll_0.64 b,doll_0.24 b,doll_210.0 m,doll_3.85 b,doll_0.38 b,doll_10.16 b,doll_0.20 b,doll_6.80 b
,doll_0.24 b,-doll_1.09 b,doll_0.24 b,doll_210.0 m,doll_4.59 b,doll_0.38 b,doll_10.16 b,doll_0.20 b,doll_17.72 b
,doll_0.24 b,doll_0.61 b,doll_0.24 b,doll_210.0 m,doll_3.19 b,doll_0.38 b,doll_10.19 b,doll_0.20 b,doll_8.23 b
,doll_0.24 b,-doll_0.13 b,doll_0.24 b,doll_210.0 m,doll_1.81 b,doll_0.38 b,doll_10.20 b,doll_0.20 b,doll_2.45 b
,doll_0.24 b,doll_0.90 b,doll_0.24 b,doll_210.0 m,doll_7.09 b,doll_0.38 b,doll_10.22 b,doll_0.20 b,doll_21.90 b
,doll_0.24 b,doll_43.34 m,doll_0.24 b,doll_210.0 m,doll_1.83 b,doll_0.38 b,doll_10.24 b,doll_0.20 b,doll_1.22 b
,doll_0.23 b,-doll_0.29 b,doll_0.23 b,doll_200.0 m,doll_2.41 b,doll_0.38 b,doll_10.23 b,doll_0.20 b,doll_6.09 b
,doll_0.23 b,-doll_0.4 b,doll_0.23 b,doll_200.0 m,doll_0.57 b,doll_0.38 b,doll_10.27 b,doll_0.20 b,doll_90.46 m
,doll_0.23 b,doll_56.67 m,doll_0.23 b,doll_200.0 m,doll_1.28 b,doll_0.38 b,doll_10.21 b,doll_0.20 b,doll_4.77 b
,doll_0.23 b,doll_1.22 b,doll_0.23 b,doll_200.0 m,doll_11.82 b,doll_0.38 b,doll_10.23 b,doll_0.20 b,doll_11.49 b
,doll_0.23 b,doll_0.46 b,doll_0.23 b,doll_200.0 m,doll_2.10 b,doll_0.38 b,doll_10.54 b,doll_0.20 b,doll_19.09 b
,doll_0.23 b,doll_0.39 b,doll_0.23 b,doll_200.0 m,doll_2.53 b,doll_0.38 b,doll_10.54 b,doll_0.20 b,doll_3.72 b
,doll_0.23 b,doll_0.38 b,doll_0.23 b,doll_200.0 m,doll_2.35 b,doll_0.38 b,doll_10.58 b,doll_0.20 b,doll_1.24 b
,doll_0.23 b,doll_0.42 b,doll_0.23 b,doll_200.0 m,doll_0.99 b,doll_0.38 b,doll_10.61 b,doll_0.20 b,doll_0.25 b
,doll_0.23 b,doll_0.33 b,doll_0.23 b,doll_200.0 m,doll_3.75 b,doll_0.39 b,doll_10.60 b,doll_0.20 b,doll_6.74 b
,doll_0.23 b,doll_0.36 b,doll_0.23 b,doll_200.0 m,doll_1.98 b,doll_0.39 b,doll_10.63 b,doll_0.20 b,doll_7.43 b
,doll_0.23 b,doll_1.52 b,doll_0.23 b,doll_200.0 m,doll_8.84 b,doll_0.39 b,doll_10.59 b,doll_0.20 b,doll_25.20 b
,doll_0.23 b,doll_0.15 b,doll_0.23 b,doll_200.0 m,doll_0.73 b,doll_0.39 b,doll_10.71 b,doll_0.20 b,doll_0.42 b
,doll_0.23 b,doll_44.72 m,doll_0.23 b,doll_200.0 m,doll_0.87 b,doll_0.39 b,doll_10.72 b,doll_0.20 b,doll_0.59 b
,doll_0.23 b,,doll_0.23 b,doll_200.0 m,,doll_0.38 b,doll_10.72 b,doll_0.20 b,doll_43.73 m
,doll_0.23 b,doll_83.75 m,doll_0.23 b,doll_200.0 m,doll_0.80 b,doll_0.39 b,doll_10.73 b,doll_0.20 b,doll_2.00 b
,doll_0.23 b,-doll_21.11 m,doll_0.23 b,doll_200.0 m,doll_1.51 b,doll_0.39 b,doll_10.76 b,doll_0.20 b,doll_4.94 b
,doll_0.23 b,doll_0.45 b,doll_0.23 b,doll_200.0 m,doll_2.45 b,doll_0.39 b,doll_10.76 b,doll_0.20 b,doll_3.51 b
,doll_0.23 b,doll_68.67 m,doll_0.23 b,doll_200.0 m,doll_1.39 b,doll_0.39 b,doll_10.74 b,doll_0.20 b,doll_1.08 b
,doll_0.23 b,doll_1.01 b,doll_0.23 b,doll_200.0 m,doll_6.11 b,doll_0.39 b,doll_10.78 b,doll_0.20 b,doll_12.96 b
,doll_0.23 b,doll_0.89 m,doll_0.23 b,doll_200.0 m,doll_0.43 b,doll_0.39 b,doll_10.76 b,doll_0.20 b,doll_0.16 b
,doll_0.23 b,doll_0.48 b,doll_0.23 b,doll_200.0 m,doll_2.00 b,doll_0.39 b,doll_10.76 b,doll_0.20 b,doll_29.87 b
,doll_0.23 b,doll_0.40 b,doll_0.23 b,doll_200.0 m,doll_4.95 b,doll_0.39 b,doll_10.78 b,doll_0.20 b,doll_2.11 b
,doll_0.23 b,-doll_0.6 b,doll_0.23 b,doll_200.0 m,doll_1.09 b,doll_0.39 b,doll_10.80 b,doll_0.20 b,doll_2.88 b
,doll_0.23 b,doll_0.18 b,doll_0.23 b,doll_200.0 m,doll_3.84 b,doll_0.39 b,doll_10.78 b,doll_0.20 b,doll_5.55 b
,doll_0.23 b,doll_59.71 m,doll_0.23 b,doll_200.0 m,doll_0.92 b,doll_0.39 b,doll_10.78 b,doll_0.20 b,doll_1.78 b
,doll_0.23 b,doll_0.14 b,doll_0.23 b,doll_190.0 m,doll_2.38 b,doll_0.40 b,doll_10.83 b,doll_0.20 b,doll_0.67 b
,doll_0.23 b,doll_16.29 m,doll_0.23 b,doll_190.0 m,doll_0.69 b,doll_0.39 b,doll_10.83 b,doll_0.20 b,doll_0.11 b
,doll_0.23 b,doll_0.34 b,doll_0.23 b,doll_190.0 m,doll_1.17 b,doll_0.39 b,doll_10.84 b,doll_0.20 b,doll_2.00 b
,doll_0.23 b,doll_0.34 b,doll_0.23 b,doll_190.0 m,doll_1.28 b,doll_0.40 b,doll_10.84 b,doll_0.19 b,doll_20.63 b
,doll_0.23 b,doll_1.28 b,doll_0.23 b,doll_190.0 m,doll_5.71 b,doll_0.39 b,doll_10.84 b,doll_0.19 b,doll_8.64 b
,doll_0.23 b,doll_0.22 b,doll_0.23 b,doll_190.0 m,doll_1.36 b,doll_0.40 b,doll_10.85 b,doll_0.19 b,doll_0.74 b
,doll_0.22 b,doll_0.86 b,doll_0.22 b,doll_190.0 m,doll_4.06 b,doll_0.40 b,doll_10.87 b,doll_0.19 b,doll_3.89 b
,doll_0.22 b,-doll_0.52 b,doll_0.22 b,doll_190.0 m,doll_1.91 b,doll_0.40 b,doll_10.99 b,doll_0.19 b,doll_5.34 b
,doll_0.22 b,doll_0.12 b,doll_0.22 b,doll_190.0 m,doll_1.37 b,doll_0.40 b,doll_10.87 b,doll_0.19 b,doll_1.19 b
,doll_0.22 b,doll_0.32 b,doll_0.22 b,doll_190.0 m,doll_2.62 b,doll_0.39 b,doll_10.85 b,doll_0.19 b,doll_4.76 b
,doll_0.22 b,doll_81.43 m,doll_0.22 b,doll_190.0 m,doll_0.92 b,doll_0.40 b,doll_11.00 b,doll_0.19 b,doll_12.44 b
,doll_0.22 b,doll_0.55 b,doll_0.22 b,doll_190.0 m,doll_2.02 b,doll_0.40 b,doll_11.02 b,doll_0.19 b,doll_22.45 b
,doll_0.22 b,doll_0.30 b,doll_0.22 b,doll_190.0 m,doll_1.99 b,doll_0.39 b,doll_11.02 b,doll_0.19 b,doll_2.03 b
,doll_0.22 b,doll_68.42 m,doll_0.22 b,doll_190.0 m,doll_2.10 b,doll_0.40 b,doll_11.03 b,doll_0.19 b,doll_0.66 b
,doll_0.22 b,doll_0.34 b,doll_0.22 b,doll_190.0 m,doll_3.92 b,doll_0.40 b,doll_11.03 b,doll_0.19 b,doll_5.72 b
,doll_0.22 b,-doll_0.76 b,doll_0.22 b,doll_190.0 m,doll_1.25 b,doll_0.40 b,doll_11.04 b,doll_0.19 b,doll_16.54 b
,doll_0.22 b,doll_0.64 b,doll_0.22 b,doll_190.0 m,doll_1.83 b,doll_0.40 b,doll_11.03 b,doll_0.19 b,doll_5.53 b
,doll_0.22 b,-doll_0.28 b,doll_0.22 b,doll_190.0 m,doll_0.82 b,doll_0.40 b,doll_11.04 b,doll_0.19 b,doll_1.92 b
,doll_0.22 b,-doll_45.75 m,doll_0.22 b,doll_190.0 m,doll_2.18 b,doll_0.40 b,doll_11.10 b,doll_0.19 b,doll_1.54 b
,doll_0.22 b,doll_1.25 b,doll_0.22 b,doll_190.0 m,doll_5.18 b,doll_0.40 b,doll_11.05 b,doll_0.19 b,doll_34.99 b
,doll_0.22 b,doll_0.27 b,doll_0.22 b,doll_190.0 m,doll_2.93 b,doll_0.40 b,doll_11.08 b,doll_0.19 b,doll_0.86 b
,doll_0.22 b,-doll_0.12 b,doll_0.22 b,doll_190.0 m,doll_0.91 b,doll_0.40 b,doll_11.13 b,doll_0.19 b,doll_30.25 m
,doll_0.22 b,doll_38.86 m,doll_0.22 b,doll_190.0 m,doll_1.17 b,doll_0.40 b,doll_11.14 b,doll_0.19 b,doll_0.73 b
,doll_0.22 b,-doll_99.89 m,doll_0.22 b,doll_190.0 m,doll_1.86 b,doll_0.40 b,doll_11.17 b,doll_0.19 b,doll_1.16 b
,doll_0.22 b,doll_2.20 b,doll_0.22 b,doll_190.0 m,doll_5.42 b,doll_0.40 b,doll_11.14 b,doll_0.19 b,doll_34.28 b
,doll_0.22 b,-doll_0.14 b,doll_0.22 b,doll_190.0 m,doll_6.76 b,doll_0.40 b,doll_11.18 b,doll_0.19 b,doll_17.44 b
,doll_0.22 b,doll_65.1 m,doll_0.22 b,doll_190.0 m,doll_1.64 b,doll_0.40 b,doll_11.23 b,doll_0.19 b,doll_1.38 b
,doll_0.22 b,doll_0.18 b,doll_0.22 b,doll_190.0 m,doll_2.64 b,doll_0.40 b,doll_11.20 b,doll_0.18 b,doll_4.16 b
,doll_0.22 b,doll_0.12 b,doll_0.22 b,doll_190.0 m,doll_1.61 b,doll_0.40 b,doll_11.20 b,doll_0.18 b,doll_1.14 b
,doll_0.22 b,doll_48.64 m,doll_0.22 b,doll_190.0 m,doll_1.25 b,doll_0.40 b,doll_11.23 b,doll_0.18 b,doll_2.14 b
,doll_0.22 b,doll_1.36 b,doll_0.22 b,doll_190.0 m,doll_9.60 b,doll_0.40 b,doll_11.25 b,doll_0.18 b,doll_5.55 b
,doll_0.22 b,doll_0.91 b,doll_0.22 b,doll_190.0 m,doll_5.30 b,doll_0.41 b,doll_11.23 b,doll_0.18 b,doll_20.31 b
,doll_0.22 b,doll_0.83 b,doll_0.22 b,doll_190.0 m,doll_2.80 b,doll_0.40 b,doll_11.26 b,doll_0.18 b,doll_3.01 b
,doll_0.22 b,doll_0.14 b,doll_0.22 b,doll_190.0 m,doll_3.86 b,doll_0.41 b,doll_11.27 b,doll_0.18 b,doll_5.21 b
,doll_0.22 b,-doll_35.7 m,doll_0.21 b,doll_180.0 m,doll_2.30 b,doll_0.41 b,doll_11.29 b,doll_0.18 b,doll_0.20 b
,doll_0.22 b,-doll_0.39 b,doll_0.21 b,doll_180.0 m,doll_14.76 b,doll_0.41 b,doll_11.27 b,doll_0.18 b,doll_9.70 b
,doll_0.22 b,doll_0.16 b,doll_0.21 b,doll_180.0 m,doll_2.17 b,doll_0.51 b,doll_11.30 b,doll_0.18 b,doll_4.20 b
,doll_0.22 b,doll_0.15 b,doll_0.21 b,doll_180.0 m,doll_1.92 b,doll_0.29 b,doll_11.30 b,doll_0.18 b,doll_1.33 b
,doll_0.22 b,-doll_15.27 m,doll_0.21 b,doll_180.0 m,doll_0.87 b,doll_0.41 b,doll_11.32 b,doll_0.18 b,doll_0.65 b
,doll_0.21 b,doll_71.27 m,doll_0.21 b,doll_180.0 m,doll_1.07 b,doll_0.29 b,doll_11.31 b,doll_0.18 b,doll_1.95 b
,doll_0.21 b,doll_0.11 b,doll_0.21 b,doll_180.0 m,doll_1.37 b,doll_0.29 b,doll_11.32 b,doll_0.18 b,doll_0.83 b
,doll_0.21 b,doll_0.23 b,doll_0.21 b,doll_180.0 m,doll_2.01 b,doll_0.29 b,doll_11.32 b,doll_0.18 b,doll_6.07 b
,doll_0.21 b,-doll_1.25 b,doll_0.21 b,doll_180.0 m,doll_3.89 b,doll_0.29 b,doll_11.32 b,doll_0.18 b,doll_4.13 b
,doll_0.21 b,doll_0.26 b,doll_0.21 b,doll_180.0 m,doll_1.37 b,doll_0.29 b,doll_11.34 b,doll_0.18 b,doll_6.53 b
,doll_0.21 b,doll_0.38 b,doll_0.21 b,doll_180.0 m,doll_3.08 b,doll_0.29 b,doll_11.35 b,doll_0.18 b,doll_1.97 b
,doll_0.21 b,-doll_0.32 b,doll_0.21 b,doll_180.0 m,doll_2.23 b,doll_0.29 b,doll_11.36 b,doll_0.18 b,doll_3.90 b
,doll_0.21 b,doll_1.62 b,doll_0.21 b,doll_180.0 m,doll_6.87 b,doll_0.29 b,doll_11.38 b,doll_0.18 b,doll_62.42 b
,doll_0.21 b,doll_0.36 b,doll_0.21 b,doll_180.0 m,doll_1.84 b,doll_0.30 b,doll_11.39 b,doll_0.18 b,doll_6.83 b
,doll_0.21 b,-doll_0.7 b,doll_0.21 b,doll_180.0 m,doll_1.63 b,doll_0.30 b,doll_11.42 b,doll_0.18 b,doll_47.72 b
,doll_0.21 b,-doll_0.33 b,doll_0.21 b,doll_180.0 m,doll_1.09 b,doll_0.30 b,doll_11.39 b,doll_0.18 b,doll_20.42 b
,doll_0.21 b,doll_0.28 b,doll_0.21 b,doll_180.0 m,doll_2.80 b,doll_0.29 b,doll_11.39 b,doll_0.18 b,doll_18.74 b
,doll_0.21 b,doll_1.28 b,doll_0.21 b,doll_180.0 m,doll_5.43 b,doll_0.29 b,doll_11.42 b,doll_0.18 b,doll_13.73 b
,doll_0.21 b,doll_0.58 b,doll_0.21 b,doll_180.0 m,doll_1.51 b,doll_0.29 b,doll_11.42 b,doll_0.18 b,doll_6.59 b
,doll_0.21 b,doll_0.26 b,doll_0.21 b,doll_180.0 m,doll_1.24 b,doll_0.29 b,doll_11.73 b,doll_0.18 b,doll_4.42 b
,doll_0.21 b,doll_0.10 b,doll_0.21 b,doll_180.0 m,doll_1.12 b,doll_0.29 b,doll_11.72 b,doll_0.18 b,doll_2.20 b
,doll_0.21 b,doll_1.38 b,doll_0.21 b,doll_180.0 m,doll_4.62 b,doll_0.29 b,doll_11.73 b,doll_0.18 b,doll_4.60 b
,doll_0.21 b,doll_0.18 b,doll_0.21 b,doll_180.0 m,doll_1.34 b,doll_0.30 b,doll_11.75 b,doll_0.18 b,doll_6.89 b
,doll_0.21 b,doll_0.97 b,doll_0.21 b,doll_180.0 m,doll_2.11 b,doll_0.30 b,doll_11.83 b,doll_0.18 b,doll_6.11 b
,doll_0.21 b,doll_0.13 b,doll_0.21 b,doll_180.0 m,doll_1.50 b,doll_0.30 b,doll_11.87 b,doll_0.18 b,doll_5.07 b
,doll_0.21 b,doll_0.22 b,doll_0.21 b,doll_180.0 m,doll_1.96 b,doll_0.30 b,doll_11.81 b,doll_0.18 b,doll_4.80 b
,doll_0.21 b,-doll_1.11 b,doll_0.21 b,doll_180.0 m,doll_1.38 b,doll_0.30 b,doll_11.89 b,doll_0.18 b,doll_6.29 b
,doll_0.21 b,doll_0.10 b,doll_0.21 b,doll_180.0 m,doll_1.49 b,doll_0.30 b,doll_11.74 b,doll_0.18 b,doll_5.60 b
,doll_0.21 b,doll_1.51 b,doll_0.20 b,doll_180.0 m,doll_4.31 b,doll_0.30 b,doll_11.90 b,doll_0.18 b,doll_4.68 b
,doll_0.21 b,doll_0.18 b,doll_0.20 b,doll_180.0 m,doll_2.52 b,doll_0.30 b,doll_11.93 b,doll_0.18 b,doll_18.24 b
,doll_0.21 b,doll_3.57 b,doll_0.20 b,doll_180.0 m,doll_11.49 b,doll_0.30 b,doll_11.85 b,doll_0.18 b,doll_42.64 b
,doll_0.21 b,-doll_0.56 b,doll_0.20 b,doll_180.0 m,doll_6.77 b,doll_0.30 b,doll_11.94 b,doll_0.18 b,doll_1.32 b
,doll_0.21 b,doll_0.10 b,doll_0.20 b,doll_180.0 m,doll_1.54 b,doll_0.30 b,doll_12.02 b,doll_0.18 b,doll_5.11 b
,doll_0.21 b,doll_0.46 b,doll_0.20 b,doll_180.0 m,doll_2.11 b,doll_0.31 b,doll_11.97 b,doll_0.18 b,doll_33.42 b
,doll_0.21 b,doll_0.59 b,doll_0.20 b,doll_180.0 m,doll_1.64 b,doll_0.31 b,doll_12.01 b,doll_0.18 b,doll_6.97 b
,doll_0.20 b,doll_0.48 b,doll_0.20 b,doll_170.0 m,doll_5.31 b,doll_0.31 b,doll_12.04 b,doll_0.17 b,doll_2.77 b
,doll_0.20 b,doll_0.12 b,doll_0.20 b,doll_170.0 m,doll_1.74 b,doll_0.31 b,doll_12.04 b,doll_0.17 b,doll_3.71 b
,doll_0.20 b,doll_0.12 b,doll_0.20 b,doll_170.0 m,doll_1.90 b,doll_0.30 b,doll_12.03 b,doll_0.17 b,doll_3.52 b
,doll_0.20 b,doll_0.27 b,doll_0.20 b,doll_170.0 m,doll_4.18 b,doll_0.30 b,doll_12.05 b,doll_0.17 b,doll_1.83 b
,doll_0.20 b,doll_0.21 b,doll_0.20 b,doll_170.0 m,doll_1.26 b,doll_0.31 b,doll_12.07 b,doll_0.17 b,doll_1.79 b
,doll_0.20 b,doll_14.21 m,doll_0.20 b,doll_170.0 m,doll_1.86 b,doll_0.31 b,doll_12.07 b,doll_0.17 b,doll_0.56 b
,doll_0.20 b,doll_0.36 b,doll_0.20 b,doll_170.0 m,doll_2.21 b,doll_0.31 b,doll_12.12 b,doll_0.17 b,doll_10.11 b
,doll_0.20 b,doll_0.85 b,doll_0.20 b,doll_170.0 m,doll_4.20 b,doll_0.30 b,doll_12.10 b,doll_0.17 b,doll_16.98 b
,doll_0.20 b,doll_0.12 b,doll_0.20 b,doll_170.0 m,doll_1.45 b,doll_0.30 b,doll_12.11 b,doll_0.17 b,doll_1.87 b
,doll_0.20 b,doll_27.86 m,doll_0.20 b,doll_170.0 m,doll_0.46 b,doll_0.30 b,doll_12.16 b,doll_0.17 b,doll_0.40 b
,doll_0.20 b,doll_0.54 b,doll_0.20 b,doll_170.0 m,doll_6.01 b,doll_0.31 b,doll_12.17 b,doll_0.17 b,doll_4.78 b
,doll_0.20 b,doll_83.05 m,doll_0.20 b,doll_170.0 m,doll_2.37 b,doll_0.31 b,doll_12.17 b,doll_0.17 b,doll_2.09 b
,doll_0.20 b,doll_0.21 b,doll_0.20 b,doll_170.0 m,doll_2.51 b,doll_0.31 b,doll_12.12 b,doll_0.17 b,doll_0.53 b
,doll_0.20 b,doll_19.42 m,doll_0.20 b,doll_170.0 m,doll_2.53 b,doll_0.31 b,doll_12.20 b,doll_0.17 b,doll_8.91 b
,doll_0.20 b,-doll_0.23 b,doll_0.20 b,doll_170.0 m,doll_0.47 b,doll_0.31 b,doll_12.22 b,doll_0.17 b,doll_4.08 b
,doll_0.20 b,doll_14.8 m,doll_0.20 b,doll_170.0 m,doll_1.90 b,doll_0.31 b,doll_12.25 b,doll_0.17 b,doll_0.34 b
,doll_0.20 b,doll_0.30 b,doll_0.20 b,doll_170.0 m,doll_1.95 b,doll_0.31 b,doll_12.30 b,doll_0.17 b,doll_5.31 b
,doll_0.20 b,doll_0.61 b,doll_0.20 b,doll_170.0 m,doll_1.45 b,doll_0.31 b,doll_12.28 b,doll_0.17 b,doll_8.50 b
,doll_0.20 b,doll_64.7 m,doll_0.20 b,doll_170.0 m,doll_0.79 b,doll_0.31 b,doll_12.31 b,doll_0.17 b,doll_1.25 b
,doll_0.20 b,doll_0.56 b,doll_0.20 b,doll_170.0 m,doll_1.54 b,doll_0.31 b,doll_12.32 b,doll_0.17 b,doll_9.17 b
,doll_0.20 b,doll_43.4 m,doll_0.20 b,doll_170.0 m,doll_0.48 b,doll_0.31 b,doll_12.39 b,doll_0.17 b,doll_0.58 b
,doll_0.20 b,doll_36.91 m,doll_0.20 b,doll_170.0 m,doll_0.89 b,doll_0.31 b,doll_12.41 b,doll_0.17 b,doll_2.63 b
,doll_0.20 b,doll_0.12 b,doll_0.20 b,doll_170.0 m,doll_1.81 b,doll_0.31 b,doll_12.43 b,doll_0.17 b,doll_1.65 b
,doll_0.20 b,doll_0.26 b,doll_0.20 b,doll_170.0 m,doll_1.67 b,doll_0.31 b,doll_12.42 b,doll_0.17 b,doll_0.93 b
,doll_0.20 b,doll_0.20 b,doll_0.20 b,doll_170.0 m,doll_1.08 b,doll_0.31 b,doll_12.34 b,doll_0.17 b,doll_11.51 b
,doll_0.20 b,doll_0.50 b,doll_0.20 b,doll_170.0 m,doll_1.37 b,doll_0.31 b,doll_12.43 b,doll_0.17 b,doll_0.70 b
