00-avengers-market_cap,08-slytherin-market_cap,10-DeBiGa-market_cap,07-silvestri-market_value_apr_2022,03-gren-market_capitalization_usd,06-MarScoToc-mastercap,02-GioPonSpiz-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap
doll_158.06 b,doll_1.15 b,doll_89.69 b,doll_201.75 b,doll_201.75 b,doll_11.54 b,doll_62.58 b,doll_98.57 b,doll_201.75 b
cdoll_199.96 b,doll_1.14 b,doll_89.82 b,doll_201.72 b,doll_201.72 b,doll_11.03 b,doll_62.20 b,doll_98.79 b,doll_201.72 b
doll_163.19 b,0,doll_90.34 b,doll_200.01 b,doll_200.01 b,doll_10.97 b,doll_62.19 b,doll_99.22 b,doll_200.01 b
doll_164.05 b,0,doll_90.46 b,doll_199.57 b,doll_199.57 b,doll_10.48 b,doll_62.17 b,doll_100.16 b,doll_199.57 b
doll_164.31 b,doll_2.2 m,doll_90.67 b,doll_193.80 b,doll_193.8 b,doll_10.44 b,doll_62.00 b,doll_100.84 b,doll_193.80 b
doll_cn¥1.050 t,0,doll_90.74 b,doll_190.50 b,doll_190.5 b,doll_10.30 b,doll_61.73 b,doll_101.41 b,doll_190.50 b
doll_165.53 b,0,doll_93.01 b,doll_189.37 b,doll_189.37 b,doll_10.21 b,doll_61.67 b,doll_101.44 b,doll_189.37 b
doll_166.07 b,doll_2.0 m,doll_94.34 b,doll_186.57 b,doll_186.57 b,doll_10.12 b,doll_61.46 b,doll_102.98 b,doll_186.57 b
doll_€153.86 b,doll_3.3 m,doll_94.94 b,doll_185.98 b,doll_185.98 b,doll_10.00 b,doll_61.11 b,doll_103.75 b,doll_185.98 b
doll_170.56 b,0,doll_94.96 b,doll_185.67 b,doll_185.67 b,doll_9.96 b,doll_60.97 b,doll_104.00 b,doll_185.67 b
doll_171.28 b,0,doll_95.02 b,doll_184.19 b,doll_184.19 b,doll_9.83 b,doll_60.19 b,doll_104.42 b,doll_184.19 b
doll_172.25 b,doll_4.6 m,doll_95.34 b,doll_175.88 b,doll_175.88 b,0,doll_60.06 b,doll_104.97 b,doll_175.88 b
doll_175.88 b,doll_3.3 m,doll_96.24 b,doll_172.25 b,doll_172.25 b,doll_9.60 b,doll_59.95 b,doll_73.38 b,doll_172.25 b
doll_184.19 b,doll_326.4 m,doll_96.98 b,doll_171.28 b,doll_171.28 b,doll_9.51 b,doll_59.80 b,doll_73.58 b,doll_171.28 b
doll_cn¥1.181 t,doll_5.7 m,doll_62.69 b,doll_170.56 b,doll_170.56 b,0,doll_59.76 b,doll_73.72 b,doll_170.56 b
doll_cn¥1.183 t,doll_337.7 m,doll_62.75 b,doll_170.00 b,doll_170.0 b,doll_9.32 b,doll_59.75 b,doll_73.99 b,doll_170.00 b
doll_186.57 b,doll_367.5 m,doll_62.87 b,doll_166.07 b,doll_166.07 b,doll_9.07 b,doll_59.67 b,doll_74.17 b,doll_166.07 b
doll_cn¥1.205 t,doll_374.2 m,doll_63.08 b,doll_165.53 b,doll_165.53 b,doll_8.90 b,doll_59.66 b,doll_74.78 b,doll_165.53 b
doll_190.50 b,doll_76.51 b,doll_63.25 b,doll_165.00 b,doll_165.0 b,doll_8.54 b,doll_59.65 b,doll_74.79 b,doll_165.00 b
doll_193.80 b,doll_662.9 m,doll_63.43 b,doll_164.31 b,doll_164.31 b,doll_8.10 b,doll_59.55 b,doll_74.91 b,doll_164.31 b
doll_199.57 b,doll_441.8 m,doll_64.40 b,doll_164.05 b,doll_164.05 b,doll_8.10 b,,doll_76.15 b,doll_164.05 b
doll_200.01 b,doll_439.1 m,doll_64.60 b,doll_163.19 b,doll_163.19 b,doll_8.03 b,doll_59.50 b,doll_76.98 b,doll_163.19 b
doll_201.72 b,doll_450.1 m,doll_64.66 b,doll_159.74 b,doll_159.74 b,doll_7.94 b,doll_59.47 b,doll_77.10 b,doll_159.74 b
doll_£153.84 b,0,doll_65.04 b,doll_158.06 b,doll_158.06 b,doll_7.93 b,doll_59.46 b,doll_77.60 b,doll_158.06 b
doll_chf188.95 b,0,doll_65.53 b,doll_154.71 b,doll_154.71 b,doll_7.88 b,doll_59.26 b,doll_78.38 b,doll_154.71 b
doll_£158.36 b,0,doll_65.64 b,doll_151.06 b,doll_151.06 b,doll_7.79 b,doll_59.01 b,doll_78.39 b,doll_151.06 b
doll_126.77 b,0,doll_65.74 b,doll_150.96 b,doll_150.96 b,doll_7.79 b,doll_58.70 b,doll_78.42 b,doll_150.96 b
doll_128.29 b,0,doll_65.89 b,doll_150.76 b,doll_150.76 b,doll_7.76 b,doll_58.53 b,doll_78.66 b,doll_150.76 b
doll_130.31 b,0,doll_66.35 b,doll_148.98 b,doll_148.98 b,doll_7.59 b,doll_58.36 b,doll_62.69 b,doll_148.98 b
doll_€119.73 b,doll_279.0 m,doll_66.62 b,doll_145.41 b,doll_145.41 b,doll_7.57 b,doll_57.82 b,doll_62.69 b,doll_145.41 b
doll_133.92 b,doll_281.8 m,doll_66.74 b,doll_144.50 b,doll_144.5 b,doll_7.55 b,doll_57.75 b,doll_62.75 b,doll_144.50 b
doll_€121.45 b,doll_268.9 m,doll_66.87 b,doll_144.32 b,doll_144.32 b,doll_7.52 b,doll_57.63 b,doll_62.87 b,doll_144.32 b
doll_cn¥854.25 b,doll_288.3 m,doll_66.95 b,doll_143.77 b,doll_143.77 b,doll_7.42 b,doll_57.62 b,doll_63.08 b,doll_143.77 b
doll_135.27 b,doll_290.7 m,doll_67.19 b,doll_141.72 b,doll_141.72 b,doll_7.28 b,doll_57.45 b,doll_63.25 b,doll_141.72 b
doll_136.32 b,doll_291.2 m,doll_67.20 b,doll_141.22 b,doll_141.22 b,doll_7.10 b,doll_57.43 b,doll_63.43 b,doll_141.22 b
doll_136.48 b,doll_322.4 m,doll_67.31 b,doll_140.15 b,doll_140.15 b,doll_7.09 b,doll_57.40 b,doll_64.40 b,doll_140.15 b
doll_€124.45 b,doll_2.9 m,doll_67.49 b,doll_139.30 b,doll_139.3 b,doll_7.02 b,doll_57.23 b,doll_64.60 b,doll_139.30 b
hkdoll_1.091 t,doll_335.5 m,doll_67.49 b,doll_137.50 b,doll_137.5 b,doll_7.02 b,doll_57.20 b,doll_64.66 b,doll_137.50 b
doll_£106.87 b,doll_338.0 m,doll_67.54 b,doll_136.48 b,doll_136.48 b,doll_6.77 b,doll_57.18 b,doll_65.04 b,doll_136.48 b
doll_cn¥898.61 b,doll_340.4 m,doll_68.09 b,doll_136.32 b,doll_136.32 b,doll_6.64 b,doll_57.09 b,doll_65.53 b,doll_136.32 b
doll_141.72 b,doll_362.3 m,doll_68.11 b,doll_135.27 b,doll_135.27 b,doll_6.51 b,,doll_65.64 b,doll_135.27 b
doll_143.77 b,doll_362.5 m,doll_68.23 b,doll_134.25 b,doll_134.25 b,doll_6.35 b,doll_56.89 b,doll_65.74 b,doll_134.25 b
adoll_192.42 b,doll_3.1 m,doll_68.68 b,doll_134.19 b,doll_134.19 b,doll_6.25 b,doll_56.77 b,doll_65.89 b,doll_134.19 b
doll_cn¥919.47 b,doll_364.4 m,doll_68.69 b,doll_133.92 b,doll_133.92 b,doll_6.25 b,doll_56.55 b,doll_66.35 b,doll_133.92 b
cdoll_182.02 b,doll_365.3 m,doll_68.93 b,doll_132.29 b,doll_132.29 b,doll_6.12 b,doll_56.48 b,doll_55.99 b,doll_132.29 b
doll_€134.84 b,doll_404.9 m,doll_69.31 b,doll_130.31 b,doll_130.31 b,doll_6.10 b,doll_56.38 b,doll_56.17 b,doll_130.31 b
doll_150.76 b,doll_372.4 m,doll_69.45 b,doll_128.29 b,doll_128.29 b,doll_6.07 b,doll_56.17 b,doll_56.38 b,doll_128.29 b
doll_150.96 b,doll_405.8 m,doll_69.90 b,doll_126.77 b,doll_126.77 b,doll_6.06 b,doll_55.99 b,doll_56.48 b,doll_126.77 b
doll_97.31 b,doll_3.1 m,doll_70.15 b,doll_126.64 b,doll_126.64 b,doll_6.03 b,doll_126.64 b,doll_56.55 b,doll_126.64 b
doll_€88.16 b,doll_86.3 m,doll_70.20 b,doll_125.84 b,doll_125.84 b,doll_5.98 b,doll_125.84 b,doll_56.77 b,doll_125.84 b
doll_98.37 b,doll_88.2 m,doll_70.20 b,doll_125.16 b,doll_125.16 b,doll_5.97 b,doll_125.16 b,doll_56.89 b,doll_125.16 b
doll_€89.12 b,doll_81.4 m,doll_70.55 b,doll_124.98 b,doll_124.98 b,0,doll_124.98 b,doll_56.94 b,doll_124.98 b
doll_98.57 b,doll_127.0 m,doll_70.81 b,doll_124.13 b,doll_124.13 b,doll_5.91 b,doll_124.13 b,doll_57.09 b,doll_124.13 b
doll_€86.86 b,doll_89.3 m,doll_71.48 b,,doll_123.59 b,doll_5.78 b,,doll_57.18 b,doll_123.59 b
doll_99.22 b,"doll_995,621",doll_71.50 b,doll_122.74 b,doll_122.74 b,doll_5.74 b,doll_122.74 b,doll_57.20 b,doll_122.74 b
doll_100.16 b,doll_57.57 b,doll_71.90 b,doll_122.11 b,doll_122.11 b,doll_5.72 b,doll_122.11 b,doll_57.23 b,doll_122.11 b
doll_100.84 b,doll_46.96 b,doll_71.91 b,doll_121.20 b,doll_121.2 b,doll_5.60 b,doll_121.20 b,doll_57.40 b,doll_121.20 b
doll_101.41 b,doll_47.09 b,doll_71.96 b,doll_121.12 b,doll_121.12 b,doll_5.49 b,doll_121.12 b,doll_57.43 b,doll_121.12 b
doll_£77.35 b,doll_44.4 m,doll_72.16 b,doll_119.80 b,doll_119.8 b,doll_5.48 b,doll_119.80 b,doll_57.45 b,doll_119.80 b
doll_102.98 b,doll_37.8 m,doll_72.31 b,doll_119.20 b,doll_119.2 b,doll_5.29 b,doll_119.20 b,doll_57.62 b,doll_119.20 b
doll_¥12.711 t,doll_235.5 m,doll_73.12 b,doll_117.84 b,doll_117.84 b,doll_5.28 b,doll_117.84 b,doll_49.11 b,doll_117.84 b
doll_sr390.12 b,doll_238.1 m,doll_73.25 b,doll_115.98 b,doll_115.98 b,doll_5.12 b,doll_115.98 b,doll_49.23 b,doll_115.98 b
doll_cn¥664.45 b,doll_52.5 m,doll_73.33 b,doll_115.68 b,doll_115.68 b,doll_5.06 b,doll_115.68 b,doll_49.32 b,doll_115.68 b
doll_104.97 b,doll_55.7 m,doll_56.17 b,doll_115.58 b,doll_115.58 b,doll_4.92 b,doll_115.58 b,doll_49.42 b,doll_115.58 b
doll_105.07 b,doll_3.0 m,doll_56.38 b,doll_115.11 b,doll_115.11 b,doll_4.82 b,doll_115.11 b,doll_49.66 b,doll_115.11 b
doll_sr399.01 b,doll_3.1 m,doll_56.48 b,doll_114.66 b,doll_114.66 b,doll_4.79 b,doll_114.66 b,doll_49.83 b,doll_114.66 b
doll_106.77 b,doll_3.0 m,doll_56.55 b,doll_114.28 b,doll_114.28 b,doll_4.79 b,doll_114.28 b,doll_49.91 b,doll_114.28 b
doll_106.89 b,doll_70.1 m,doll_56.77 b,doll_113.20 b,doll_113.2 b,doll_4.59 b,doll_113.20 b,doll_50.02 b,doll_113.20 b
doll_107.99 b,doll_78.3 m,doll_56.89 b,doll_112.71 b,doll_112.71 b,doll_4.52 b,doll_112.71 b,doll_50.18 b,doll_112.71 b
rdoll_503.13 b,doll_77.3 m,doll_56.94 b,doll_110.79 b,doll_110.79 b,doll_4.48 b,doll_110.79 b,doll_50.19 b,doll_110.79 b
doll_108.19 b,"doll_775,126",doll_57.09 b,,doll_110.65 b,doll_4.44 b,,doll_50.29 b,doll_110.65 b
doll_€98.32 b,doll_2.6 m,doll_57.18 b,doll_110.46 b,doll_110.46 b,doll_4.33 b,doll_110.46 b,doll_50.46 b,doll_110.46 b
doll_109.56 b,doll_37.4 m,doll_57.20 b,doll_109.98 b,doll_109.98 b,doll_4.33 b,doll_109.98 b,doll_50.75 b,doll_109.98 b
doll_£83.87 b,doll_83.1 m,doll_57.23 b,doll_109.56 b,doll_109.56 b,doll_4.31 b,doll_109.56 b,doll_50.76 b,doll_109.56 b
doll_110.46 b,doll_83.3 m,doll_57.40 b,doll_108.63 b,doll_108.63 b,doll_4.31 b,doll_108.63 b,doll_50.95 b,doll_108.63 b
doll_€95.41 b,doll_80.1 m,doll_57.43 b,doll_108.19 b,doll_108.19 b,doll_4.30 b,doll_108.19 b,doll_51.03 b,doll_108.19 b
adoll_147.72 b,doll_39.1 m,doll_57.45 b,doll_107.99 b,doll_107.99 b,doll_4.25 b,doll_107.99 b,doll_43.90 b,doll_107.99 b
doll_112.71 b,doll_47.2 m,doll_57.62 b,doll_107.99 b,doll_107.99 b,0,doll_107.99 b,doll_43.93 b,doll_107.99 b
doll_¥13.868 t,doll_52.9 m,doll_57.63 b,doll_106.89 b,doll_106.89 b,doll_4.21 b,doll_106.89 b,doll_43.98 b,doll_106.89 b
hkdoll_895.27 b,doll_45.0 m,doll_57.75 b,doll_106.77 b,doll_106.77 b,doll_4.20 b,doll_106.77 b,doll_44.01 b,doll_106.77 b
doll_€103.77 b,0,doll_57.82 b,doll_106.37 b,doll_106.37 b,doll_4.13 b,doll_106.37 b,doll_44.06 b,doll_106.37 b
doll_115.11 b,doll_54.3 m,doll_58.36 b,doll_105.07 b,doll_105.07 b,doll_4.11 b,doll_105.07 b,doll_44.11 b,doll_105.07 b
doll_£88.13 b,0,doll_58.53 b,doll_104.97 b,doll_104.97 b,doll_4.11 b,doll_104.97 b,doll_44.23 b,doll_104.97 b
doll_115.68 b,doll_60.1 m,doll_58.70 b,doll_104.42 b,doll_104.42 b,doll_4.04 b,doll_104.42 b,doll_44.32 b,doll_104.42 b
doll_115.98 b,0,doll_59.01 b,doll_104.00 b,doll_104.0 b,doll_4.04 b,doll_104.00 b,doll_44.32 b,doll_104.00 b
doll_£89.86 b,doll_62.5 m,doll_59.26 b,doll_103.75 b,doll_103.75 b,doll_4.04 b,doll_103.75 b,doll_44.39 b,doll_103.75 b
doll_119.20 b,0,doll_59.46 b,doll_102.98 b,doll_102.98 b,doll_4.01 b,doll_102.98 b,doll_44.78 b,doll_102.98 b
doll_119.80 b,0,doll_59.47 b,doll_101.44 b,doll_101.44 b,doll_3.99 b,doll_101.44 b,doll_44.95 b,doll_101.44 b
doll_121.12 b,0,doll_59.50 b,doll_101.41 b,doll_101.41 b,0,doll_101.41 b,doll_44.96 b,doll_101.41 b
doll_121.20 b,0,doll_59.53 b,doll_100.84 b,doll_100.84 b,doll_3.95 b,doll_100.84 b,doll_45.00 b,doll_100.84 b
doll_€110.51 b,0,doll_59.55 b,doll_100.16 b,doll_100.16 b,doll_3.93 b,doll_100.16 b,doll_45.09 b,doll_100.16 b
doll_kr1.074 t,0,doll_59.65 b,doll_99.22 b,doll_99.22 b,doll_3.92 b,doll_99.22 b,doll_45.13 b,doll_99.22 b
doll_€123.59 b,"doll_30,789",doll_59.66 b,,doll_98.79 b,doll_3.87 b,,doll_39.72 b,doll_98.79 b
doll_124.13 b,"doll_12,447",doll_59.67 b,doll_98.57 b,doll_98.57 b,doll_3.76 b,doll_98.57 b,doll_39.73 b,doll_98.57 b
doll_124.98 b,doll_38.34 b,doll_59.75 b,doll_98.47 b,doll_98.47 b,doll_3.72 b,doll_98.47 b,doll_39.73 b,doll_98.47 b
hkdoll_980.48 b,doll_38.82 b,doll_59.76 b,doll_98.37 b,doll_98.37 b,doll_3.71 b,doll_98.37 b,doll_39.76 b,doll_98.37 b
doll_£95.96 b,doll_151.7 m,doll_59.80 b,doll_97.41 b,doll_97.41 b,doll_3.70 b,doll_97.41 b,doll_39.96 b,doll_97.41 b
doll_¥15.514 t,doll_151.7 m,doll_59.95 b,doll_97.31 b,doll_97.31 b,doll_3.66 b,doll_97.31 b,doll_39.97 b,doll_97.31 b
doll_¥9.754 t,doll_157.4 m,doll_60.06 b,doll_96.98 b,doll_96.98 b,doll_3.63 b,doll_96.98 b,doll_39.99 b,doll_96.98 b
doll_80.16 b,doll_157.6 m,doll_60.19 b,doll_96.24 b,doll_96.24 b,doll_3.58 b,doll_96.24 b,doll_40.13 b,doll_96.24 b
doll_€72.85 b,doll_155.9 m,doll_60.97 b,doll_95.34 b,doll_95.34 b,doll_3.57 b,doll_95.34 b,doll_40.17 b,doll_95.34 b
doll_80.92 b,doll_158.5 m,doll_61.11 b,doll_95.02 b,doll_95.02 b,doll_3.57 b,doll_95.02 b,doll_40.35 b,doll_95.02 b
adoll_108.03 b,0,doll_61.46 b,doll_94.96 b,doll_94.96 b,doll_3.45 b,doll_94.96 b,doll_40.49 b,doll_94.96 b
doll_82.60 b,0,doll_61.67 b,doll_94.94 b,doll_94.94 b,doll_3.43 b,doll_94.94 b,doll_40.55 b,doll_94.94 b
doll_€75.34 b,0,doll_61.73 b,doll_94.34 b,doll_94.34 b,doll_3.42 b,doll_94.34 b,doll_40.64 b,doll_94.34 b
cdoll_104.90 b,0,doll_62.00 b,doll_93.01 b,doll_93.01 b,doll_3.41 b,doll_93.01 b,doll_40.77 b,doll_93.01 b
doll_84.67 b,0,doll_62.17 b,doll_90.74 b,doll_90.74 b,doll_3.35 b,doll_90.74 b,doll_40.79 b,doll_90.74 b
doll_85.03 b,0,doll_62.19 b,doll_90.67 b,doll_90.67 b,doll_3.35 b,doll_90.67 b,doll_40.83 b,doll_90.67 b
doll_86.49 b,0,doll_62.20 b,doll_90.46 b,doll_90.46 b,doll_3.33 b,doll_90.46 b,doll_35.27 b,doll_90.46 b
doll_87.16 b,0,doll_62.58 b,doll_90.34 b,doll_90.34 b,doll_3.33 b,doll_90.34 b,doll_35.33 b,doll_90.34 b
doll_87.17 b,0,doll_62.66 b,doll_89.82 b,doll_89.82 b,doll_3.31 b,doll_89.82 b,doll_35.37 b,doll_89.82 b
doll_£66.57 b,0,doll_62.66 b,doll_89.69 b,doll_89.69 b,doll_3.31 b,doll_89.69 b,doll_35.40 b,doll_89.69 b
cdoll_109.48 b,0,doll_49.23 b,doll_88.77 b,doll_88.77 b,doll_3.17 b,doll_88.77 b,doll_35.44 b,doll_88.77 b
doll_87.64 b,0,doll_49.32 b,doll_88.76 b,doll_88.76 b,doll_3.16 b,doll_88.76 b,doll_35.57 b,doll_88.76 b
cdoll_109.86 b,doll_10.6 m,doll_49.42 b,doll_87.76 b,doll_87.76 b,doll_3.14 b,doll_87.76 b,doll_35.84 b,doll_87.76 b
doll_88.76 b,doll_32.5 m,doll_49.66 b,doll_87.64 b,doll_87.64 b,doll_3.10 b,doll_87.64 b,doll_35.86 b,doll_87.64 b
doll_88.77 b,doll_32.6 m,doll_49.83 b,doll_87.46 b,doll_87.46 b,doll_3.10 b,doll_87.46 b,doll_35.86 b,doll_87.46 b
adoll_119.58 b,doll_24.0 m,doll_49.91 b,doll_87.31 b,doll_87.31 b,doll_2.93 b,doll_87.31 b,doll_35.92 b,doll_87.31 b
doll_89.82 b,doll_15.3 m,doll_50.02 b,doll_87.17 b,doll_87.17 b,doll_2.91 b,doll_87.17 b,doll_35.93 b,doll_87.17 b
doll_90.34 b,doll_34.8 m,doll_50.18 b,doll_87.16 b,doll_87.16 b,doll_2.83 b,doll_87.16 b,doll_35.96 b,doll_87.16 b
hkdoll_708.63 b,"doll_545,492",doll_50.19 b,doll_86.49 b,doll_86.49 b,doll_2.77 b,doll_86.49 b,doll_36.14 b,doll_86.49 b
doll_90.67 b,doll_1.7 m,doll_50.29 b,doll_85.03 b,doll_85.03 b,doll_2.77 b,doll_85.03 b,doll_36.14 b,doll_85.03 b
doll_€82.13 b,doll_1.7 m,doll_50.46 b,doll_84.67 b,doll_84.67 b,doll_2.76 b,doll_84.67 b,doll_36.28 b,doll_84.67 b
doll_€84.18 b,"doll_726,713",doll_50.75 b,doll_83.80 b,doll_83.8 b,doll_2.69 b,doll_83.80 b,doll_36.37 b,doll_83.80 b
doll_€85.38 b,"doll_407,421",doll_50.76 b,doll_83.24 b,doll_83.24 b,doll_2.68 b,doll_83.24 b,doll_32.72 b,doll_83.24 b
cdoll_118.85 b,"doll_569,416",doll_50.95 b,doll_82.60 b,doll_82.6 b,doll_2.64 b,doll_82.60 b,doll_32.81 b,doll_82.60 b
cdoll_118.87 b,doll_1.8 m,doll_51.03 b,doll_81.03 b,doll_81.03 b,doll_2.61 b,doll_81.03 b,doll_32.84 b,doll_81.03 b
doll_95.02 b,doll_1.8 m,doll_51.43 b,doll_80.92 b,doll_80.92 b,doll_2.60 b,doll_80.92 b,doll_32.99 b,doll_80.92 b
doll_cn¥606.62 b,doll_1.8 m,doll_51.49 b,doll_80.49 b,doll_80.49 b,doll_2.59 b,doll_80.49 b,doll_33.02 b,doll_80.49 b
doll_£73.39 b,"doll_608,623",doll_51.51 b,doll_80.16 b,doll_80.16 b,0,doll_80.16 b,doll_33.02 b,doll_80.16 b
doll_96.98 b,doll_1.8 m,doll_51.55 b,doll_79.62 b,doll_79.62 b,doll_2.55 b,doll_79.62 b,doll_33.05 b,doll_79.62 b
doll_73.38 b,doll_32.99 b,doll_51.58 b,doll_79.22 b,doll_79.22 b,doll_2.52 b,doll_79.22 b,doll_33.08 b,doll_79.22 b
doll_chf68.11 b,doll_33.20 b,doll_51.71 b,doll_78.66 b,doll_78.66 b,0,doll_78.66 b,doll_33.09 b,doll_78.66 b
doll_73.72 b,doll_121.8 m,doll_51.80 b,doll_78.42 b,doll_78.42 b,doll_2.48 b,doll_78.42 b,doll_33.22 b,doll_78.42 b
doll_73.99 b,doll_40.95 b,doll_52.00 b,doll_78.39 b,doll_78.39 b,doll_2.48 b,doll_78.39 b,doll_33.26 b,doll_78.39 b
doll_74.17 b,doll_83.8 m,doll_52.19 b,doll_78.38 b,doll_78.38 b,doll_2.48 b,doll_78.38 b,doll_33.29 b,doll_78.38 b
cdoll_93.61 b,doll_81.9 m,doll_52.19 b,doll_77.60 b,doll_77.6 b,doll_2.46 b,doll_77.60 b,doll_33.32 b,doll_77.60 b
doll_74.79 b,doll_84.5 m,doll_52.28 b,doll_77.10 b,doll_77.1 b,doll_2.44 b,doll_77.10 b,doll_33.35 b,doll_77.10 b
doll_74.91 b,doll_83.9 m,doll_52.29 b,doll_76.98 b,doll_76.98 b,doll_2.44 b,doll_76.98 b,doll_33.43 b,doll_76.98 b
doll_76.15 b,doll_85.5 m,doll_52.30 b,doll_76.15 b,doll_76.15 b,doll_2.43 b,doll_76.15 b,doll_33.46 b,doll_76.15 b
doll_76.98 b,doll_86.3 m,doll_52.30 b,doll_74.91 b,doll_74.91 b,doll_2.37 b,doll_74.91 b,doll_30.53 b,doll_74.91 b
doll_77.10 b,doll_87.4 m,doll_52.47 b,doll_74.79 b,doll_74.79 b,doll_2.35 b,doll_74.79 b,doll_30.53 b,doll_74.79 b
doll_77.60 b,doll_86.6 m,doll_52.76 b,doll_74.78 b,doll_74.78 b,doll_2.35 b,doll_74.78 b,doll_30.69 b,doll_74.78 b
doll_78.38 b,doll_91.2 m,doll_53.30 b,doll_74.17 b,doll_74.17 b,doll_2.35 b,doll_74.17 b,doll_30.70 b,doll_74.17 b
doll_cn¥498.77 b,doll_94.3 m,doll_53.33 b,doll_73.99 b,doll_73.99 b,doll_2.34 b,doll_73.99 b,doll_30.76 b,doll_73.99 b
doll_cn¥498.96 b,doll_92.4 m,doll_53.76 b,doll_73.72 b,doll_73.72 b,doll_2.34 b,doll_73.72 b,doll_30.83 b,doll_73.72 b
doll_€71.19 b,doll_99.1 m,doll_53.78 b,doll_73.58 b,doll_73.58 b,doll_2.33 b,doll_73.58 b,doll_30.91 b,doll_73.58 b
cdoll_99.16 b,doll_97.7 m,doll_53.86 b,doll_73.38 b,doll_73.38 b,doll_2.32 b,doll_73.38 b,doll_30.93 b,doll_73.38 b
doll_62.69 b,doll_94.5 m,doll_53.86 b,doll_73.33 b,doll_73.33 b,doll_2.27 b,doll_48.92 b,doll_30.95 b,doll_73.33 b
doll_62.69 b,doll_110.5 m,doll_54.30 b,doll_73.25 b,doll_73.25 b,doll_2.27 b,doll_48.83 b,doll_31.00 b,doll_73.25 b
doll_€56.79 b,doll_97.0 m,doll_54.31 b,doll_73.12 b,doll_73.12 b,doll_2.26 b,doll_48.74 b,doll_31.00 b,doll_73.12 b
doll_62.87 b,doll_102.1 m,doll_54.54 b,doll_72.31 b,doll_72.31 b,doll_2.24 b,doll_48.52 b,doll_31.02 b,doll_72.31 b
doll_63.08 b,doll_102.7 m,doll_54.59 b,doll_72.16 b,doll_72.16 b,doll_2.24 b,doll_48.50 b,doll_31.03 b,doll_72.16 b
doll_63.25 b,doll_106.0 m,doll_54.69 b,doll_71.96 b,doll_71.96 b,doll_2.22 b,doll_48.50 b,doll_31.04 b,doll_71.96 b
doll_¥7.770 t,doll_107.7 m,doll_54.87 b,doll_71.91 b,doll_71.91 b,0,doll_48.46 b,doll_31.12 b,doll_71.91 b
doll_kr.433.49 b,doll_107.8 m,doll_54.93 b,doll_71.90 b,doll_71.9 b,doll_2.18 b,doll_48.27 b,doll_31.15 b,doll_71.90 b
doll_₩76.082 t,doll_108.1 m,doll_55.23 b,doll_71.50 b,doll_71.5 b,doll_2.16 b,doll_48.17 b,doll_27.91 b,doll_71.50 b
doll_¥7.922 t,doll_110.7 m,doll_55.28 b,doll_71.48 b,doll_71.48 b,doll_2.14 b,doll_48.15 b,doll_27.93 b,doll_71.48 b
doll_65.04 b,doll_111.1 m,doll_55.31 b,doll_70.81 b,doll_70.81 b,doll_2.11 b,doll_48.14 b,doll_27.94 b,doll_70.81 b
doll_65.53 b,"doll_893,143",doll_55.58 b,doll_70.55 b,doll_70.55 b,doll_2.11 b,doll_48.00 b,doll_28.00 b,doll_70.55 b
doll_65.64 b,"doll_895,856",doll_55.88 b,doll_70.20 b,doll_70.2 b,0,doll_47.89 b,doll_28.05 b,doll_70.20 b
doll_65.74 b,doll_111.1 m,doll_43.93 b,doll_70.20 b,doll_70.2 b,0,doll_47.73 b,doll_28.11 b,doll_70.20 b
doll_65.89 b,"doll_918,243",doll_43.98 b,doll_70.15 b,doll_70.15 b,0,doll_47.69 b,doll_28.15 b,doll_70.15 b
doll_66.35 b,"doll_922,695",doll_44.01 b,doll_69.90 b,doll_69.9 b,0,doll_47.17 b,doll_28.24 b,doll_69.90 b
doll_66.62 b,"doll_934,200",doll_44.06 b,,doll_69.45 b,doll_2.06 b,doll_47.15 b,doll_28.24 b,doll_69.45 b
sdoll_90.55 b,"doll_925,333",doll_44.11 b,doll_69.31 b,doll_69.31 b,doll_2.05 b,doll_47.07 b,doll_28.28 b,doll_69.31 b
doll_cn¥425.49 b,"doll_303,655",doll_44.23 b,doll_68.93 b,doll_68.93 b,doll_2.04 b,doll_46.86 b,doll_28.31 b,doll_68.93 b
doll_66.95 b,"doll_940,491",doll_44.32 b,doll_68.69 b,doll_68.69 b,doll_2.03 b,doll_46.86 b,doll_28.52 b,doll_68.69 b
doll_chf62.20 b,doll_1.0 m,doll_44.32 b,doll_68.68 b,doll_68.68 b,doll_2.03 b,doll_46.71 b,doll_28.55 b,doll_68.68 b
adoll_89.59 b,doll_1.0 m,doll_44.39 b,doll_68.23 b,doll_68.23 b,0,doll_46.33 b,doll_28.71 b,doll_68.23 b
doll_67.31 b,doll_29.46 b,doll_44.78 b,doll_68.11 b,doll_68.11 b,doll_1.98 b,doll_46.13 b,doll_28.75 b,doll_68.11 b
doll_67.49 b,doll_36.11 b,doll_44.95 b,doll_68.09 b,doll_68.09 b,doll_1.97 b,doll_46.01 b,doll_28.90 b,doll_68.09 b
doll_67.49 b,doll_46.7 m,doll_44.96 b,doll_67.54 b,doll_67.54 b,doll_1.96 b,doll_45.98 b,doll_26.09 b,doll_67.54 b
doll_67.54 b,doll_48.9 m,doll_45.00 b,doll_67.49 b,doll_67.49 b,doll_1.95 b,doll_45.89 b,doll_26.13 b,doll_67.49 b
