00-avengers-market_cap,08-slytherin-market_cap,10-DeBiGa-market_cap,07-silvestri-market_value_apr_2022,03-gren-market_capitalization_usd,06-MarScoToc-mastercap,02-GioPonSpiz-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap
,doll_149.5 m,,,,,,,
,doll_149.9 m,,,,,,,
,doll_150.4 m,,,,,,,
,doll_150.0 m,,,,,,,
,doll_150.9 m,,,,,,,
,doll_150.7 m,,,,,,,
,doll_150.9 m,,,,,,,
,doll_150.7 m,,,,,,,
,doll_152.1 m,,,,,,,
,doll_153.2 m,,,,,,,
,doll_153.6 m,,,,,,,
,doll_153.4 m,,,,,,,
,doll_154.6 m,,,,,,,
,doll_156.2 m,,,,,,,
,doll_156.0 m,,,,,,,
,doll_154.8 m,,,,,,,
,doll_156.9 m,,,,,,,
,doll_156.8 m,,,,,,,
,doll_156.8 m,,,,,,,
,doll_157.0 m,,,,,,,
,doll_157.1 m,,,,,,,
,doll_157.6 m,,,,,,,
,doll_157.4 m,,,,,,,
,doll_158.1 m,,,,,,,
,doll_158.5 m,,,,,,,
,doll_158.9 m,,,,,,,
,doll_159.3 m,,,,,,,
,doll_159.0 m,,,,,,,
,doll_159.1 m,,,,,,,
,doll_159.7 m,,,,,,,
,doll_86.0 m,,,,,,,
,doll_160.0 m,,,,,,,
,doll_159.9 m,,,,,,,
,doll_160.4 m,,,,,,,
,doll_160.5 m,,,,,,,
,doll_160.6 m,,,,,,,
,doll_160.8 m,,,,,,,
,doll_127.0 m,,,,,,,
,doll_127.2 m,,,,,,,
,doll_127.4 m,,,,,,,
,doll_127.3 m,,,,,,,
,doll_127.6 m,,,,,,,
,doll_128.3 m,,,,,,,
,doll_133.1 m,,,,,,,
,doll_129.9 m,,,,,,,
,doll_129.5 m,,,,,,,
,doll_129.8 m,,,,,,,
,doll_130.4 m,,,,,,,
,doll_131.5 m,,,,,,,
,doll_132.0 m,,,,,,,
,doll_132.3 m,,,,,,,
,doll_133.1 m,,,,,,,
,doll_132.3 m,,,,,,,
,doll_133.5 m,,,,,,,
,doll_133.3 m,,,,,,,
,doll_134.8 m,,,,,,,
,doll_133.4 m,,,,,,,
,doll_135.1 m,,,,,,,
,doll_130.9 m,,,,,,,
,doll_135.2 m,,,,,,,
,doll_136.4 m,,,,,,,
,doll_135.2 m,,,,,,,
,doll_137.2 m,,,,,,,
,doll_136.9 m,,,,,,,
,doll_137.9 m,,,,,,,
,doll_134.3 m,,,,,,,
,doll_139.1 m,,,,,,,
,doll_139.2 m,,,,,,,
,doll_138.9 m,,,,,,,
,doll_138.2 m,,,,,,,
,doll_139.6 m,,,,,,,
,doll_141.7 m,,,,,,,
,doll_135.3 m,,,,,,,
,doll_143.2 m,,,,,,,
,doll_142.4 m,,,,,,,
,doll_143.2 m,,,,,,,
,doll_107.2 m,,,,,,,
,doll_143.7 m,,,,,,,
,doll_110.8 m,,,,,,,
,doll_107.8 m,,,,,,,
,doll_108.3 m,,,,,,,
,doll_112.3 m,,,,,,,
,doll_106.3 m,,,,,,,
,doll_110.3 m,,,,,,,
,doll_110.6 m,,,,,,,
,doll_115.2 m,,,,,,,
,doll_111.3 m,,,,,,,
,doll_111.7 m,,,,,,,
,doll_111.9 m,,,,,,,
,doll_113.0 m,,,,,,,
,doll_113.0 m,,,,,,,
,doll_114.0 m,,,,,,,
,doll_113.7 m,,,,,,,
,doll_112.0 m,,,,,,,
,doll_115.1 m,,,,,,,
,doll_116.0 m,,,,,,,
,doll_66.9 m,,,,,,,
,doll_118.1 m,,,,,,,
,doll_118.1 m,,,,,,,
,doll_117.3 m,,,,,,,
,doll_119.2 m,,,,,,,
,doll_119.6 m,,,,,,,
,doll_118.6 m,,,,,,,
,doll_120.6 m,,,,,,,
,doll_120.8 m,,,,,,,
,doll_120.8 m,,,,,,,
,doll_120.9 m,,,,,,,
,doll_90.8 m,,,,,,,
,doll_124.9 m,,,,,,,
,doll_121.3 m,,,,,,,
,doll_121.8 m,,,,,,,
,doll_121.7 m,,,,,,,
,doll_123.1 m,,,,,,,
,doll_123.6 m,,,,,,,
,doll_124.1 m,,,,,,,
,doll_124.3 m,,,,,,,
,doll_124.3 m,,,,,,,
,doll_124.1 m,,,,,,,
,doll_95.0 m,,,,,,,
,doll_95.1 m,,,,,,,
,doll_95.2 m,,,,,,,
,doll_95.2 m,,,,,,,
,doll_93.1 m,,,,,,,
,doll_95.5 m,,,,,,,
,doll_96.5 m,,,,,,,
,doll_93.9 m,,,,,,,
,doll_94.0 m,,,,,,,
,doll_97.2 m,,,,,,,
,doll_97.3 m,,,,,,,
,doll_97.6 m,,,,,,,
,doll_94.6 m,,,,,,,
,doll_98.5 m,,,,,,,
,doll_98.6 m,,,,,,,
,doll_98.6 m,,,,,,,
,doll_98.8 m,,,,,,,
,doll_99.0 m,,,,,,,
,doll_98.9 m,,,,,,,
,doll_99.1 m,,,,,,,
,doll_99.2 m,,,,,,,
,doll_100.2 m,,,,,,,
,doll_100.7 m,,,,,,,
,doll_100.9 m,,,,,,,
,doll_99.9 m,,,,,,,
,doll_99.6 m,,,,,,,
,doll_101.2 m,,,,,,,
,doll_101.9 m,,,,,,,
,doll_102.3 m,,,,,,,
,doll_101.7 m,,,,,,,
,doll_102.0 m,,,,,,,
,doll_102.6 m,,,,,,,
,doll_103.2 m,,,,,,,
,doll_103.1 m,,,,,,,
,doll_102.7 m,,,,,,,
,doll_103.4 m,,,,,,,
,doll_103.6 m,,,,,,,
,doll_104.2 m,,,,,,,
,doll_105.0 m,,,,,,,
,doll_105.1 m,,,,,,,
,doll_105.1 m,,,,,,,
,doll_85.5 m,,,,,,,
,doll_85.7 m,,,,,,,
,doll_85.9 m,,,,,,,
,doll_86.0 m,,,,,,,
,doll_86.2 m,,,,,,,
,doll_86.5 m,,,,,,,
,doll_86.5 m,,,,,,,
,doll_86.9 m,,,,,,,
,doll_87.0 m,,,,,,,
,doll_87.1 m,,,,,,,
,doll_87.3 m,,,,,,,
,doll_90.1 m,,,,,,,
,doll_87.4 m,,,,,,,
,doll_87.8 m,,,,,,,
,doll_87.7 m,,,,,,,
,doll_88.1 m,,,,,,,
,doll_88.2 m,,,,,,,
,doll_88.2 m,,,,,,,
,doll_87.8 m,,,,,,,
,doll_88.2 m,,,,,,,
,doll_88.7 m,,,,,,,
,doll_88.8 m,,,,,,,
,doll_91.8 m,,,,,,,
,doll_89.2 m,,,,,,,
,doll_89.4 m,,,,,,,
,doll_89.5 m,,,,,,,
,doll_92.4 m,,,,,,,
,doll_89.9 m,,,,,,,
,doll_90.2 m,,,,,,,
,doll_90.4 m,,,,,,,
,doll_90.8 m,,,,,,,
,doll_91.7 m,,,,,,,
,doll_90.9 m,,,,,,,
,doll_90.8 m,,,,,,,
,doll_91.6 m,,,,,,,
,doll_91.9 m,,,,,,,
,doll_92.0 m,,,,,,,
,doll_92.4 m,,,,,,,
,doll_92.6 m,,,,,,,
,doll_92.2 m,,,,,,,
,doll_92.9 m,,,,,,,
,doll_92.7 m,,,,,,,
,doll_74.9 m,,,,,,,
,doll_75.4 m,,,,,,,
,doll_43.2 m,,,,,,,
,doll_76.1 m,,,,,,,
,doll_75.7 m,,,,,,,
,doll_43.2 m,,,,,,,
,doll_78.7 m,,,,,,,
,doll_76.6 m,,,,,,,
,doll_77.3 m,,,,,,,
,doll_76.6 m,,,,,,,
,doll_77.3 m,,,,,,,
,doll_77.4 m,,,,,,,
,doll_77.5 m,,,,,,,
,doll_75.3 m,,,,,,,
,doll_78.2 m,,,,,,,
,doll_77.4 m,,,,,,,
,doll_77.5 m,,,,,,,
,doll_79.0 m,,,,,,,
,doll_78.5 m,,,,,,,
,doll_78.5 m,,,,,,,
,doll_78.7 m,,,,,,,
,doll_79.1 m,,,,,,,
,doll_78.6 m,,,,,,,
,doll_81.9 m,,,,,,,
,doll_79.9 m,,,,,,,
,doll_80.0 m,,,,,,,
,doll_79.5 m,,,,,,,
,doll_80.2 m,,,,,,,
,doll_80.7 m,,,,,,,
,doll_80.9 m,,,,,,,
,doll_81.5 m,,,,,,,
,doll_81.6 m,,,,,,,
,doll_81.5 m,,,,,,,
,doll_82.6 m,,,,,,,
,doll_82.3 m,,,,,,,
,doll_81.8 m,,,,,,,
,doll_83.0 m,,,,,,,
,doll_82.9 m,,,,,,,
,doll_83.1 m,,,,,,,
,doll_83.5 m,,,,,,,
,doll_84.1 m,,,,,,,
,doll_63.3 m,,,,,,,
,doll_63.5 m,,,,,,,
,doll_63.6 m,,,,,,,
,doll_63.7 m,,,,,,,
,doll_63.9 m,,,,,,,
,doll_64.3 m,,,,,,,
,doll_63.9 m,,,,,,,
,doll_64.5 m,,,,,,,
,doll_65.6 m,,,,,,,
,doll_65.4 m,,,,,,,
,doll_65.1 m,,,,,,,
,doll_65.2 m,,,,,,,
,doll_64.5 m,,,,,,,
,doll_66.9 m,,,,,,,
,doll_64.5 m,,,,,,,
,doll_66.8 m,,,,,,,
,doll_67.9 m,,,,,,,
,doll_68.9 m,,,,,,,
,doll_68.0 m,,,,,,,
,doll_69.2 m,,,,,,,
,doll_69.0 m,,,,,,,
,doll_69.1 m,,,,,,,
,doll_69.4 m,,,,,,,
,doll_69.2 m,,,,,,,
,doll_69.4 m,,,,,,,
,doll_72.7 m,,,,,,,
,doll_70.4 m,,,,,,,
,doll_69.5 m,,,,,,,
,doll_70.7 m,,,,,,,
,doll_70.8 m,,,,,,,
,doll_70.8 m,,,,,,,
,doll_71.0 m,,,,,,,
,doll_71.2 m,,,,,,,
,doll_71.5 m,,,,,,,
,doll_71.9 m,,,,,,,
,doll_72.3 m,,,,,,,
,doll_72.6 m,,,,,,,
,doll_72.5 m,,,,,,,
,doll_72.2 m,,,,,,,
,doll_70.3 m,,,,,,,
,doll_73.0 m,,,,,,,
,doll_72.9 m,,,,,,,
,doll_71.3 m,,,,,,,
,doll_72.9 m,,,,,,,
,doll_54.4 m,,,,,,,
,doll_54.5 m,,,,,,,
,doll_55.8 m,,,,,,,
,doll_55.6 m,,,,,,,
,doll_55.5 m,,,,,,,
,doll_56.0 m,,,,,,,
,doll_56.2 m,,,,,,,
,doll_56.7 m,,,,,,,
,doll_56.7 m,,,,,,,
,doll_56.8 m,,,,,,,
,doll_59.1 m,,,,,,,
,doll_58.1 m,,,,,,,
,doll_57.7 m,,,,,,,
,doll_58.3 m,,,,,,,
,doll_58.3 m,,,,,,,
,doll_58.6 m,,,,,,,
,doll_58.6 m,,,,,,,
,doll_58.7 m,,,,,,,
,doll_58.9 m,,,,,,,
,doll_58.8 m,,,,,,,
,doll_58.7 m,,,,,,,
,doll_59.4 m,,,,,,,
,doll_59.6 m,,,,,,,
,doll_59.6 m,,,,,,,
,doll_59.9 m,,,,,,,
,doll_59.6 m,,,,,,,
,doll_61.9 m,,,,,,,
,doll_61.9 m,,,,,,,
,doll_61.3 m,,,,,,,
,doll_60.4 m,,,,,,,
,doll_60.6 m,,,,,,,
,doll_58.7 m,,,,,,,
,doll_60.8 m,,,,,,,
,doll_61.0 m,,,,,,,
,doll_61.1 m,,,,,,,
,doll_60.9 m,,,,,,,
,doll_61.4 m,,,,,,,
,doll_61.5 m,,,,,,,
,doll_61.6 m,,,,,,,
,doll_61.7 m,,,,,,,
,doll_61.6 m,,,,,,,
,doll_64.1 m,,,,,,,
,doll_62.3 m,,,,,,,
,doll_62.3 m,,,,,,,
,doll_60.4 m,,,,,,,
,doll_35.7 m,,,,,,,
,doll_62.3 m,,,,,,,
,doll_62.4 m,,,,,,,
,doll_60.8 m,,,,,,,
,doll_63.1 m,,,,,,,
,doll_73.9 m,,,,,,,
,doll_73.9 m,,,,,,,
,doll_71.9 m,,,,,,,
,doll_74.3 m,,,,,,,
,doll_73.8 m,,,,,,,
,doll_74.8 m,,,,,,,
,doll_84.3 m,,,,,,,
,doll_84.4 m,,,,,,,
,doll_81.8 m,,,,,,,
,doll_84.4 m,,,,,,,
,doll_84.7 m,,,,,,,
,doll_84.5 m,,,,,,,
,doll_85.3 m,,,,,,,
,doll_85.4 m,,,,,,,
,doll_82.7 m,,,,,,,
,doll_93.0 m,,,,,,,
,doll_93.5 m,,,,,,,
,doll_93.8 m,,,,,,,
,doll_97.0 m,,,,,,,
,doll_94.2 m,,,,,,,
,doll_94.2 m,,,,,,,
,doll_94.5 m,,,,,,,
,doll_105.1 m,,,,,,,
,doll_94.9 m,,,,,,,
,doll_105.2 m,,,,,,,
,doll_105.3 m,,,,,,,
,doll_109.0 m,,,,,,,
,doll_105.8 m,,,,,,,
,doll_102.7 m,,,,,,,
,doll_106.2 m,,,,,,,
,doll_106.6 m,,,,,,,
,doll_120.5 m,,,,,,,
,doll_125.0 m,,,,,,,
,doll_110.2 m,,,,,,,
,doll_125.7 m,,,,,,,
,doll_126.0 m,,,,,,,
,doll_121.8 m,,,,,,,
,doll_126.5 m,,,,,,,
,doll_126.5 m,,,,,,,
,doll_126.3 m,,,,,,,
,doll_72.4 m,,,,,,,
,doll_143.7 m,,,,,,,
,doll_144.0 m,,,,,,,
,doll_143.8 m,,,,,,,
,doll_144.4 m,,,,,,,
,doll_144.7 m,,,,,,,
,doll_145.1 m,,,,,,,
,doll_150.7 m,,,,,,,
,doll_146.3 m,,,,,,,
,doll_141.1 m,,,,,,,
,doll_150.7 m,,,,,,,
,doll_161.7 m,,,,,,,
,doll_162.8 m,,,,,,,
,doll_164.4 m,,,,,,,
,doll_163.7 m,,,,,,,
,doll_162.9 m,,,,,,,
,doll_163.0 m,,,,,,,
,doll_164.7 m,,,,,,,
,doll_167.3 m,,,,,,,
,doll_168.0 m,,,,,,,
,doll_200.0 m,,,,,,,
,doll_194.0 m,,,,,,,
,doll_201.5 m,,,,,,,
,doll_198.2 m,,,,,,,
,doll_201.0 m,,,,,,,
,doll_202.8 m,,,,,,,
,doll_204.0 m,,,,,,,
,doll_197.8 m,,,,,,,
,doll_234.0 m,,,,,,,
,doll_204.7 m,,,,,,,
,doll_236.7 m,,,,,,,
,doll_230.3 m,,,,,,,
,doll_242.5 m,,,,,,,
,doll_240.0 m,,,,,,,
,doll_243.6 m,,,,,,,
,doll_243.2 m,,,,,,,
,doll_244.9 m,,,,,,,
,doll_240.0 m,,,,,,,
,doll_253.1 m,,,,,,,
,doll_250.0 m,,,,,,,
,doll_304.6 m,,,,,,,
,doll_303.6 m,,,,,,,
,doll_311.6 m,,,,,,,
,doll_307.0 m,,,,,,,
,doll_308.1 m,,,,,,,
,doll_311.7 m,,,,,,,
,doll_318.1 m,,,,,,,
,doll_325.5 m,,,,,,,
,doll_319.1 m,,,,,,,
,doll_389.0 m,,,,,,,
,doll_388.6 m,,,,,,,
,doll_397.1 m,,,,,,,
,doll_398.1 m,,,,,,,
,doll_395.3 m,,,,,,,
,doll_398.2 m,,,,,,,
,doll_401.1 m,,,,,,,
,doll_402.0 m,,,,,,,
,doll_400.5 m,,,,,,,
,doll_485.1 m,,,,,,,
,doll_489.0 m,,,,,,,
,doll_491.8 m,,,,,,,
,doll_494.2 m,,,,,,,
,doll_495.2 m,,,,,,,
,doll_281.6 m,,,,,,,
,doll_501.9 m,,,,,,,
,doll_499.3 m,,,,,,,
,doll_504.7 m,,,,,,,
,doll_509.3 m,,,,,,,
,doll_629.2 m,,,,,,,
,doll_509.8 m,,,,,,,
,doll_631.4 m,,,,,,,
,doll_614.6 m,,,,,,,
,doll_638.0 m,,,,,,,
,doll_646.9 m,,,,,,,
,doll_637.7 m,,,,,,,
,doll_647.0 m,,,,,,,
,doll_663.6 m,,,,,,,
,doll_673.0 m,,,,,,,
,doll_961.1 m,,,,,,,
,doll_981.7 m,,,,,,,
,doll_979.9 m,,,,,,,
,doll_978.3 m,,,,,,,
,doll_679.1 m,,,,,,,
,doll_986.8 m,,,,,,,
,doll_992.2 m,,,,,,,
,doll_996.5 m,,,,,,,
,doll_1.36 b,,,,,,,
,doll_1.42 b,,,,,,,
,doll_1.44 b,,,,,,,
,doll_1.37 b,,,,,,,
,doll_1.37 b,,,,,,,
,doll_1.46 b,,,,,,,
,doll_1.46 b,,,,,,,
,doll_2.22 b,,,,,,,
,doll_1.47 b,,,,,,,
,doll_2.20 b,,,,,,,
,doll_2.31 b,,,,,,,
,doll_2.32 b,,,,,,,
,doll_2.32 b,,,,,,,
,doll_2.35 b,,,,,,,
,doll_3.89 b,,,,,,,
,doll_2.34 b,,,,,,,
,doll_4.02 b,,,,,,,
,doll_4.28 b,,,,,,,
,doll_4.20 b,,,,,,,
,doll_4.20 b,,,,,,,
,doll_4.47 b,,,,,,,
,doll_4.38 b,,,,,,,
,doll_4.54 b,,,,,,,
,doll_3.10 b,,,,,,,
,doll_4.68 b,,,,,,,
,doll_4.55 b,,,,,,,
,doll_4.76 b,,,,,,,
,doll_8.96 b,,,,,,,
,doll_9.41 b,,,,,,,
,doll_9.73 b,,,,,,,
,doll_10.07 b,,,,,,,
,doll_9.62 b,,,,,,,
,doll_9.11 b,,,,,,,
,doll_9.79 b,,,,,,,
,doll_9.83 b,,,,,,,
,doll_9.72 b,,,,,,,
,doll_9.95 b,,,,,,,
,doll_74.65 b,,,,,,,
,doll_79.39 b,,,,,,,
,doll_89.59 b,,,,,,,
,doll_119.58 b,,,,,,,
,doll_73.72 b,,,,,,,
,doll_108.03 b,,,,,,,
,doll_147.72 b,,,,,,,
,doll_192.42 b,,,,,,,
,doll_281.66 b,,,,,,,
,doll_430.40 b,,,,,,,
,doll_426.36 b,,,,,,,
,doll_380.32 b,,,,,,,
,doll_399.00 b,,,,,,,
,doll_432.63 b,,,,,,,
,doll_456.75 b,,,,,,,
,doll_468.57 b,,,,,,,
,doll_502.89 b,,,,,,,
,doll_468.85 b,,,,,,,
,doll_507.25 b,,,,,,,
,doll_573.47 b,,,,,,,
,doll_556.77 b,,,,,,,
,doll_546.46 b,,,,,,,
,doll_522.99 b,,,,,,,
,doll_653.99 b,,,,,,,
,doll_910.8 m,,,,,,,
,doll_820.35 b,,,,,,,
,doll_775.26 b,,,,,,,
,doll_880.97 b,,,,,,,
,doll_829.79 b,,,,,,,
,doll_969.48 b,,,,,,,
,doll_854.79 b,,,,,,,
,doll_938.83 b,,,,,,,
,doll_1.038 t,,,,,,,
,doll_984.79 b,,,,,,,
,doll_982.84 b,,,,,,,
,doll_1.289 t,,,,,,,
,doll_1.114 t,,,,,,,
,doll_1.447 t,,,,,,,
,doll_1.235 t,,,,,,,
,doll_1.529 t,,,,,,,
,doll_1.637 t,,,,,,,
,doll_1.655 t,,,,,,,
,doll_1.824 t,,,,,,,
,doll_1.786 t,,,,,,,
,doll_2.158 t,,,,,,,
,doll_3.013 t,,,,,,,
,doll_3.541 t,,,,,,,
,0,,,,,,,
,doll_3.967 t,,,,,,,
,doll_4.005 t,,,,,,,
,doll_2.4 m,,,,,,,
,doll_4.178 t,,,,,,,
,doll_6.0 m,,,,,,,
,doll_32.25 b,,,,,,,
,doll_9.59 b,,,,,,,
,doll_21.00 b,,,,,,,
,doll_10.03 b,,,,,,,
,doll_36.17 b,,,,,,,
,doll_49.53 b,,,,,,,
,doll_56.38 b,,,,,,,
,doll_54.20 b,,,,,,,
,doll_61.10 b,,,,,,,
,doll_70.37 b,,,,,,,
,doll_75.87 b,,,,,,,
,doll_55.11 b,,,,,,,
,doll_81.99 b,,,,,,,
,doll_102.95 b,,,,,,,
,doll_81.20 b,,,,,,,
,doll_99.27 b,,,,,,,
,doll_101.81 b,,,,,,,
,doll_107.73 b,,,,,,,
,doll_117.42 b,,,,,,,
,doll_114.21 b,,,,,,,
,doll_118.16 b,,,,,,,
,doll_123.83 b,,,,,,,
,doll_125.75 b,,,,,,,
,doll_155.71 b,,,,,,,
,doll_125.17 b,,,,,,,
,doll_166.53 b,,,,,,,
,doll_166.67 b,,,,,,,
,doll_180.04 b,,,,,,,
,doll_187.68 b,,,,,,,
,doll_188.40 b,,,,,,,
,doll_193.92 b,,,,,,,
,doll_189.16 b,,,,,,,
,doll_209.58 b,,,,,,,
,doll_213.28 b,,,,,,,
,doll_210.52 b,,,,,,,
,doll_370.8 m,,,,,,,
,doll_216.79 b,,,,,,,
,doll_266.85 b,,,,,,,
,doll_269.01 b,,,,,,,
,doll_310.36 b,,,,,,,
,doll_329.01 b,,,,,,,
,doll_349.78 b,,,,,,,
,doll_348.78 b,,,,,,,
,doll_383.34 b,,,,,,,
,doll_373.21 b,,,,,,,
,doll_4.370 t,,,,,,,
,doll_8.211 t,,,,,,,
,doll_4.476 t,,,,,,,
,doll_6.462 t,,,,,,,
,doll_9.243 t,,,,,,,
,doll_8.310 t,,,,,,,
,doll_10.536 t,,,,,,,
,doll_252.23 b,,,,,,,
,doll_22.77 b,,,,,,,
,doll_253.87 b,,,,,,,
,doll_205.57 b,,,,,,,
,doll_212.19 b,,,,,,,
,doll_217.17 b,,,,,,,
,doll_221.69 b,,,,,,,
,doll_214.04 b,,,,,,,
,doll_232.96 b,,,,,,,
,doll_35.86 b,,,,,,,
,doll_228.05 b,,,,,,,
,doll_233.62 b,,,,,,,
,doll_234.82 b,,,,,,,
,doll_234.80 b,,,,,,,
,doll_298.85 b,,,,,,,
,doll_252.80 b,,,,,,,
,doll_255.62 b,,,,,,,
,doll_259.82 b,,,,,,,
,doll_271.57 b,,,,,,,
,doll_268.85 b,,,,,,,
,doll_360.16 b,,,,,,,
,doll_337.65 b,,,,,,,
,doll_272.59 b,,,,,,,
,doll_279.51 b,,,,,,,
,doll_57.09 b,,,,,,,
,doll_466.10 b,,,,,,,
,doll_321.08 b,,,,,,,
,doll_365.26 b,,,,,,,
,doll_377.08 b,,,,,,,
,doll_358.78 b,,,,,,,
,doll_468.16 b,,,,,,,
,doll_498.96 b,,,,,,,
,doll_498.77 b,,,,,,,
,doll_606.62 b,,,,,,,
,doll_708.63 b,,,,,,,
,doll_425.49 b,,,,,,,
,doll_97.31 b,,,,,,,
,doll_895.27 b,,,,,,,
,doll_664.45 b,,,,,,,
,doll_854.25 b,,,,,,,
,doll_898.61 b,,,,,,,
,doll_919.47 b,,,,,,,
,doll_1.050 t,,,,,,,
,doll_1.593 t,,,,,,,
,doll_1.183 t,,,,,,,
,doll_2.216 t,,,,,,,
,doll_1.205 t,,,,,,,
,doll_2.275 t,,,,,,,
,doll_1.181 t,,,,,,,
,doll_11.72 b,,,,,,,
,doll_3.456 t,,,,,,,
,doll_17.28 b,,,,,,,
,doll_11.67 b,,,,,,,
,doll_12.42 b,,,,,,,
,doll_13.14 b,,,,,,,
,doll_19.66 b,,,,,,,
,doll_18.52 b,,,,,,,
,doll_19.92 b,,,,,,,
,doll_20.00 b,,,,,,,
,doll_20.00 b,,,,,,,
,doll_19.30 b,,,,,,,
,doll_20.92 b,,,,,,,
,doll_23.37 b,,,,,,,
,doll_23.72 b,,,,,,,
,doll_30.34 b,,,,,,,
,doll_25.39 b,,,,,,,
,doll_25.97 b,,,,,,,
,doll_30.60 b,,,,,,,
,doll_286.7 m,,,,,,,
,doll_34.90 b,,,,,,,
,doll_346.7 m,,,,,,,
,doll_39.02 b,,,,,,,
,doll_47.59 b,,,,,,,
,doll_37.47 b,,,,,,,
,doll_52.64 b,,,,,,,
,doll_58.86 b,,,,,,,
,doll_63.45 b,,,,,,,
,doll_54.33 b,,,,,,,
,doll_65.88 b,,,,,,,
,doll_68.76 b,,,,,,,
,doll_62.56 b,,,,,,,
,doll_713.8 m,,,,,,,
,doll_80.99 b,,,,,,,
,doll_90.23 b,,,,,,,
,doll_98.89 b,,,,,,,
,doll_121.71 b,,,,,,,
,doll_112.92 b,,,,,,,
,doll_107.71 b,,,,,,,
,doll_129.14 b,,,,,,,
,doll_139.97 b,,,,,,,
,doll_159.54 b,,,,,,,
,doll_187.44 b,,,,,,,
,doll_204.84 b,,,,,,,
,doll_254.37 b,,,,,,,
,doll_288.53 b,,,,,,,
,doll_276.23 b,,,,,,,
,doll_358.81 b,,,,,,,
,doll_5.541 t,,,,,,,
,doll_302.38 b,,,,,,,
,doll_479.6 m,,,,,,,
,doll_488.12 b,,,,,,,
,doll_483.1 m,,,,,,,
,doll_500.1 m,,,,,,,
,doll_531.5 m,,,,,,,
,doll_504.8 m,,,,,,,
,doll_536.0 m,,,,,,,
,doll_508.8 m,,,,,,,
,doll_931.2 m,,,,,,,
,doll_603.0 m,,,,,,,
,doll_693.2 m,,,,,,,
,doll_1.10 b,,,,,,,
,doll_1.15 b,,,,,,,
,doll_1.13 b,,,,,,,
,doll_1.15 b,,,,,,,
,doll_1.15 b,,,,,,,
,doll_1.15 b,,,,,,,
,doll_1.21 b,,,,,,,
,doll_1.35 b,,,,,,,
,doll_1.21 b,,,,,,,
,doll_1.40 b,,,,,,,
,doll_1.42 b,,,,,,,
,doll_1.50 b,,,,,,,
,doll_1.52 b,,,,,,,
,doll_1.90 b,,,,,,,
,doll_2.24 b,,,,,,,
,doll_1.73 b,,,,,,,
,doll_1.99 b,,,,,,,
,doll_3.10 b,,,,,,,
,doll_3.21 b,,,,,,,
,doll_3.36 b,,,,,,,
,doll_3.39 b,,,,,,,
,doll_3.72 b,,,,,,,
,doll_3.75 b,,,,,,,
,doll_4.85 b,,,,,,,
,doll_4.22 b,,,,,,,
,doll_5.12 b,,,,,,,
,doll_5.75 b,,,,,,,
,doll_7.12 b,,,,,,,
,doll_5.44 b,,,,,,,
,doll_6.82 b,,,,,,,
,doll_8.62 b,,,,,,,
,doll_9.42 b,,,,,,,
,doll_9.33 b,,,,,,,
,doll_9.29 b,,,,,,,
,doll_11.29 b,,,,,,,
,doll_14.28 b,,,,,,,
,doll_10.69 b,,,,,,,
,doll_20.55 b,,,,,,,
,doll_26.98 b,,,,,,,
,doll_123.59 b,,,,,,,
,doll_410.84 b,,,,,,,
,doll_348.72 b,,,,,,,
,doll_358.60 b,,,,,,,
,doll_321.47 b,,,,,,,
,doll_488.52 b,,,,,,,
,doll_486.77 b,,,,,,,
,doll_1.016 t,,,,,,,
,doll_2.328 t,,,,,,,
,doll_617.50 b,,,,,,,
,doll_294.27 b,,,,,,,
,doll_1.825 t,,,,,,,
,doll_798.47 b,,,,,,,
,doll_660.38 b,,,,,,,
,doll_300.79 b,,,,,,,
,doll_2.825 t,,,,,,,
,doll_350.84 b,,,,,,,
,doll_315.13 b,,,,,,,
,doll_475.93 b,,,,,,,
,doll_384.60 b,,,,,,,
,doll_429.05 b,,,,,,,
,doll_164.05 b,,,,,,,
,doll_164.31 b,,,,,,,
,doll_165.53 b,,,,,,,
,doll_171.28 b,,,,,,,
,doll_170.56 b,,,,,,,
,doll_1.642 t,,,,,,,
,doll_175.88 b,,,,,,,
,doll_172.25 b,,,,,,,
,doll_6.27 b,,,,,,,
,doll_77.58 b,,,,,,,
,doll_77.69 b,,,,,,,
,doll_9.52 b,,,,,,,
,doll_9.75 b,,,,,,,
,doll_9.55 b,,,,,,,
,doll_9.97 b,,,,,,,
,doll_13.61 b,,,,,,,
,doll_10.74 b,,,,,,,
,doll_12.01 b,,,,,,,
,doll_13.42 b,,,,,,,
,doll_14.20 b,,,,,,,
,doll_13.34 b,,,,,,,
,doll_14.32 b,,,,,,,
,doll_13.20 b,,,,,,,
,doll_15.12 b,,,,,,,
,doll_15.36 b,,,,,,,
,doll_15.84 b,,,,,,,
,doll_16.07 b,,,,,,,
,doll_20.39 b,,,,,,,
,doll_16.27 b,,,,,,,
,doll_18.09 b,,,,,,,
,doll_21.93 b,,,,,,,
,doll_18.37 b,,,,,,,
,doll_21.44 b,,,,,,,
,doll_29.85 b,,,,,,,
,doll_23.27 b,,,,,,,
,doll_23.27 b,,,,,,,
,doll_21.57 b,,,,,,,
,doll_80.16 b,,,,,,,
,doll_80.92 b,,,,,,,
,doll_82.60 b,,,,,,,
,doll_86.49 b,,,,,,,
,doll_84.67 b,,,,,,,
