,revenue,team
2782,$139.79 B,09-wissel
2783,$32.49 B,09-wissel
2784,$93.73 B,09-wissel
2785,$31.32 B,09-wissel
2786,$50.54 B,09-wissel
2787,$53.66 B,09-wissel
2788,$39.91 B,09-wissel
2789,$44.44 B,09-wissel
2790,$31.20 B,09-wissel
2791,$31.70 B,09-wissel
2792,$28.35 B,09-wissel
2793,$15.99 B,09-wissel
2794,$107.92 B,09-wissel
2795,$23.24 B,09-wissel
2796,$23.22 B,09-wissel
2797,$23.88 B,09-wissel
2798,$17.17 B,09-wissel
2799,$15.11 B,09-wissel
2800,$21.78 B,09-wissel
2801,$22.49 B,09-wissel
2802,$0.42 B,09-wissel
2803,$12.08 B,09-wissel
2804,$71.68 B,09-wissel
2805,$11.06 B,09-wissel
2806,$9.35 B,09-wissel
2807,$26.47 B,09-wissel
2808,$7.17 B,09-wissel
2809,$19.12 B,09-wissel
2810,$7.36 B,09-wissel
2811,$3.82 B,09-wissel
2812,$6.51 B,09-wissel
2813,$6.41 B,09-wissel
2814,$51.55 B,09-wissel
2815,$50.53 B,09-wissel
2816,$13.38 B,09-wissel
2817,$26.10 B,09-wissel
2818,$1.86 B,09-wissel
2819,$7.39 B,09-wissel
2820,$6.40 B,09-wissel
2821,$3.04 B,09-wissel
2822,$3.17 B,09-wissel
2823,$9.12 B,09-wissel
2824,$40.80 B,09-wissel
2825,$1.53 B,09-wissel
2826,$4.34 B,09-wissel
2827,$5.42 B,09-wissel
2828,$19.59 B,09-wissel
2829,$19.93 B,09-wissel
2830,$11.36 B,09-wissel
2831,$0.83 B,09-wissel
2832,$4.30 B,09-wissel
2833,$3.16 B,09-wissel
2834,$8.54 B,09-wissel
2835,$4.87 B,09-wissel
2836,$3.72 B,09-wissel
2837,$5.51 B,09-wissel
2838,$7.80 B,09-wissel
2839,$36.11 B,09-wissel
2840,$4.30 B,09-wissel
2841,$5.44 B,09-wissel
2842,$9.42 B,09-wissel
2843,$3.33 B,09-wissel
2844,$269.37 B,09-wissel
2845,$1.53 B,09-wissel
2846,$1.86 B,09-wissel
2847,$5.05 B,09-wissel
2848,$5.58 B,09-wissel
2849,$2.04 B,09-wissel
2850,$6.42 B,09-wissel
2851,$1.89 B,09-wissel
2852,$1.85 B,09-wissel
2853,$5.43 B,09-wissel
2854,$5.30 B,09-wissel
2855,$1.15 B,09-wissel
2856,$4.71 B,09-wissel
2857,$8.73 B,09-wissel
2858,$19.83 B,09-wissel
2859,$2.49 B,09-wissel
2860,$1.66 B,09-wissel
2861,$6.14 B,09-wissel
2862,$3.14 B,09-wissel
2863,$1.85 B,09-wissel
2864,$2.25 B,09-wissel
2865,$6.40 B,09-wissel
2866,$1.27 B,09-wissel
2867,$6.86 B,09-wissel
2868,$3.49 B,09-wissel
2869,$0.96 B,09-wissel
2870,$1.65 B,09-wissel
2871,$0.91 B,09-wissel
2872,$0.74 B,09-wissel
2873,$0.21 B,09-wissel
2874,$6.78 B,09-wissel
2875,$1.81 B,09-wissel
2876,$0.89 B,09-wissel
2877,$0.78 B,09-wissel
2878,$1.41 B,09-wissel
2879,$2.84 B,09-wissel
2880,$0.91 B,09-wissel
2881,$4.07 B,09-wissel
2882,$1.07 B,09-wissel
2883,$1.98 B,09-wissel
2884,$32.15 B,09-wissel
2885,$0.83 B,09-wissel
2886,$1.16 B,09-wissel
2887,$4.23 B,09-wissel
2888,$20.12 B,09-wissel
2889,$2.09 B,09-wissel
2890,$0.43 B,09-wissel
2891,$1.03 B,09-wissel
2892,$1.09 B,09-wissel
2893,$1.16 B,09-wissel
2894,$0.52 B,09-wissel
2895,$0.95 B,09-wissel
2896,$0.54 B,09-wissel
2897,$0.71 B,09-wissel
2898,$0.65 B,09-wissel
2899,$1.18 B,09-wissel
2900,$0.34 B,09-wissel
2901,$0.61 B,09-wissel
2902,,09-wissel
2903,$0.28 B,09-wissel
2904,$0.22 B,09-wissel
2905,$0.59 B,09-wissel
2906,$2.52 B,09-wissel
2907,$0.54 B,09-wissel
2908,$0.75 B,09-wissel
2909,$0.72 B,09-wissel
2910,$0.47 B,09-wissel
2911,$0.32 B,09-wissel
2912,$0.35 B,09-wissel
2913,$0.05 M,09-wissel
2914,$2.00 B,09-wissel
2915,$0.22 B,09-wissel
2916,$0.23 B,09-wissel
2917,$0.38 B,09-wissel
2918,$0.45 B,09-wissel
2919,$0.60 B,09-wissel
2920,$0.49 B,09-wissel
2921,$0.10 B,09-wissel
2922,$98.71 M,09-wissel
2923,$0.26 B,09-wissel
2924,$0.10 B,09-wissel
2925,$1.14 B,09-wissel
2926,$0.44 B,09-wissel
2927,$1.41 B,09-wissel
2928,$0.16 B,09-wissel
2929,$0.19 B,09-wissel
2930,$0.2 M,09-wissel
2931,$1.83 B,09-wissel
2932,$2.88 B,09-wissel
2933,$0.20 B,09-wissel
2934,$2.66 M,09-wissel
2935,$42.9 M,09-wissel
2936,$94.81 M,09-wissel
2937,$0.43 B,09-wissel
2938,$0.42 M,09-wissel
2939,,09-wissel
2940,$0.11 B,09-wissel
2941,-$3.82 B,09-wissel
2942,$24.34 M,09-wissel
2943,$0.15 M,09-wissel
2944,$0.23 B,09-wissel
2945,,09-wissel
2946,$0.57 M,09-wissel
2947,$4.36 B,09-wissel
2948,$8.05 B,09-wissel
2949,$20.55 B,09-wissel
2950,$20.56 B,09-wissel
2951,$84.13 B,09-wissel
2952,$56.88 B,09-wissel
2953,$46.84 B,09-wissel
2954,$35.16 B,09-wissel
2955,$69.35 B,09-wissel
2956,$22.44 B,09-wissel
2957,$50.01 B,09-wissel
2958,$95.65 B,09-wissel
2959,$52.33 B,09-wissel
2960,$72.72 B,09-wissel
2961,$65.53 B,09-wissel
2962,$17.68 B,09-wissel
2963,$69.46 B,09-wissel
2964,$72.72 B,09-wissel
2965,$32.73 B,09-wissel
2966,$42.34 B,09-wissel
2967,$26.94 B,09-wissel
2968,$40.18 B,09-wissel
2969,$12.27 B,09-wissel
2970,$134.68 B,09-wissel
2971,$19.54 B,09-wissel
2972,$254.65 B,09-wissel
2973,$16.71 B,09-wissel
2974,$5.97 B,09-wissel
2975,$47.15 B,09-wissel
2976,$8.50 B,09-wissel
2977,$36.56 B,09-wissel
2978,$5.64 B,09-wissel
2979,$17.13 B,09-wissel
2980,$18.33 B,09-wissel
2981,$24.90 B,09-wissel
2982,$21.75 B,09-wissel
2983,$25.42 B,09-wissel
2984,$4.86 B,09-wissel
2985,$13.58 B,09-wissel
2986,$16.98 B,09-wissel
2987,$26.42 B,09-wissel
2988,$15.58 B,09-wissel
2989,$3.31 B,09-wissel
2990,$6.42 B,09-wissel
2991,$3.45 B,09-wissel
2992,$19.98 B,09-wissel
2993,$8.50 B,09-wissel
2994,$14.36 B,09-wissel
2995,$9.12 B,09-wissel
2996,$5.85 B,09-wissel
2997,$15.69 B,09-wissel
2998,$3.14 B,09-wissel
2999,$8.35 B,09-wissel
3000,$6.35 B,09-wissel
3001,$9.10 B,09-wissel
3002,$4.17 B,09-wissel
3003,$5.82 B,09-wissel
3004,$8.19 B,09-wissel
3005,$2.37 B,09-wissel
3006,$6.96 B,09-wissel
3007,$11.17 B,09-wissel
3008,$12.30 B,09-wissel
3009,,09-wissel
3010,$5.13 B,09-wissel
3011,$2.49 B,09-wissel
3012,$8.20 B,09-wissel
3013,$3.82 B,09-wissel
3014,$8.50 B,09-wissel
3015,$2.85 B,09-wissel
3016,$2.08 B,09-wissel
3017,$1.84 B,09-wissel
3018,,09-wissel
3019,$3.18 B,09-wissel
3020,$1.67 B,09-wissel
3021,$8.53 B,09-wissel
3022,$6.55 B,09-wissel
3023,$3.39 B,09-wissel
3024,$5.19 B,09-wissel
3025,$1.56 B,09-wissel
3026,$9.91 B,09-wissel
3027,$0.87 B,09-wissel
3028,$2.70 B,09-wissel
3029,$0.58 B,09-wissel
3030,$2.55 B,09-wissel
3031,$2.10 B,09-wissel
3032,$1.30 B,09-wissel
3033,$2.81 B,09-wissel
3034,$3.37 B,09-wissel
3035,$1.46 B,09-wissel
3036,$0.68 B,09-wissel
3037,$0.96 B,09-wissel
3038,$0.40 B,09-wissel
3039,$1.88 B,09-wissel
3040,$1.20 B,09-wissel
3041,$1.53 B,09-wissel
3042,$0.98 B,09-wissel
3043,$0.17 B,09-wissel
3044,$0.56 B,09-wissel
3045,$0.51 B,09-wissel
3046,$0.16 B,09-wissel
3047,$0.85 B,09-wissel
3048,$11.89 M,09-wissel
3049,$15.46 M,09-wissel
3050,$33.49 B,09-wissel
3051,$22.91 B,09-wissel
3052,$86.32 B,09-wissel
3053,$18.06 B,09-wissel
3054,$155.46 B,09-wissel
3055,$16.49 B,09-wissel
3056,$15.54 B,09-wissel
3057,$13.64 B,09-wissel
3058,$135.80 B,09-wissel
3059,$6.78 B,09-wissel
3060,$16.53 B,09-wissel
3061,$4.69 B,09-wissel
3062,$8.57 B,09-wissel
3063,$2.21 B,09-wissel
3064,$3.81 B,09-wissel
3065,$1.91 B,09-wissel
3066,$14.97 B,09-wissel
3067,$3.45 B,09-wissel
3068,$2.94 B,09-wissel
3069,$5.17 B,09-wissel
3070,$3.44 B,09-wissel
3071,$7.95 B,09-wissel
3072,$19.67 B,09-wissel
3073,$1.46 B,09-wissel
3074,$2.77 B,09-wissel
3075,$0.97 B,09-wissel
3076,$2.05 B,09-wissel
3077,$29.31 B,09-wissel
3078,$0.98 B,09-wissel
3079,$5.22 B,09-wissel
3080,$1.91 B,09-wissel
3081,$2.76 B,09-wissel
3082,$2.41 B,09-wissel
3083,$3.74 B,09-wissel
3084,$6.39 B,09-wissel
3085,$1.49 B,09-wissel
3086,$1.70 B,09-wissel
3087,$0.96 B,09-wissel
3088,$0.40 B,09-wissel
3089,$1.08 B,09-wissel
3090,$0.87 B,09-wissel
3091,$0.10 B,09-wissel
3092,$0.43 B,09-wissel
3093,$0.13 B,09-wissel
3094,$0.13 B,09-wissel
3095,$0.89 B,09-wissel
3096,$111.84 B,09-wissel
3097,$139.19 B,09-wissel
3098,$141.81 B,09-wissel
3099,$480.69 B,09-wissel
3100,$480.86 B,09-wissel
3101,$155.18 B,09-wissel
3102,$125.47 B,09-wissel
3103,$315.96 B,09-wissel
3104,$154.64 B,09-wissel
3105,$93.10 B,09-wissel
3106,$50.60 B,09-wissel
3107,$64.29 B,09-wissel
3108,$163.73 B,09-wissel
3109,$129.98 B,09-wissel
3110,$32.90 B,09-wissel
3111,$74.62 B,09-wissel
3112,$92.90 B,09-wissel
3113,$92.90 B,09-wissel
3114,$174.08 B,09-wissel
3115,$40.82 B,09-wissel
3116,$33.96 B,09-wissel
3117,$77.77 B,09-wissel
3118,$32.76 B,09-wissel
3119,$53.15 B,09-wissel
3120,$9.77 B,09-wissel
3121,$78.21 B,09-wissel
3122,$15.43 B,09-wissel
3123,$116.06 B,09-wissel
3124,$17.73 B,09-wissel
3125,$81.77 B,09-wissel
3126,$83.64 B,09-wissel
3127,$68.05 B,09-wissel
3128,$25.31 B,09-wissel
3129,$36.55 B,09-wissel
3130,$51.21 B,09-wissel
3131,$94.45 B,09-wissel
3132,$9.29 B,09-wissel
3133,$6.45 B,09-wissel
3134,$16.60 B,09-wissel
3135,$15.07 B,09-wissel
3136,$8.18 B,09-wissel
3137,$42.11 B,09-wissel
3138,$30.21 B,09-wissel
3139,$25.25 B,09-wissel
3140,$8.90 B,09-wissel
3141,$39.87 B,09-wissel
3142,$29.83 B,09-wissel
3143,$8.00 B,09-wissel
3144,$19.88 B,09-wissel
3145,$28.66 B,09-wissel
3146,$82.08 B,09-wissel
3147,$21.95 B,09-wissel
3148,$53.38 B,09-wissel
3149,$18.57 B,09-wissel
3150,$9.12 B,09-wissel
3151,$28.88 B,09-wissel
3152,$29.84 B,09-wissel
3153,$18.01 B,09-wissel
3154,$34.44 B,09-wissel
3155,$22.19 B,09-wissel
3156,$27.27 B,09-wissel
3157,$31.59 B,09-wissel
3158,$36.75 B,09-wissel
3159,$7.74 B,09-wissel
3160,$12.89 B,09-wissel
3161,$16.70 B,09-wissel
3162,$15.94 B,09-wissel
3163,$19.94 B,09-wissel
3164,$2.54 B,09-wissel
3165,$23.14 B,09-wissel
3166,$18.66 B,09-wissel
3167,$13.83 B,09-wissel
3168,$39.18 B,09-wissel
3169,$16.84 B,09-wissel
3170,$27.21 B,09-wissel
3171,$14.54 B,09-wissel
3172,$27.47 B,09-wissel
3173,$3.83 B,09-wissel
3174,$35.05 B,09-wissel
3175,$5.21 B,09-wissel
3176,$2.94 B,09-wissel
3177,$31.73 B,09-wissel
3178,$4.86 B,09-wissel
3179,$47.52 B,09-wissel
3180,$14.42 B,09-wissel
3181,$10.45 B,09-wissel
3182,$63.22 B,09-wissel
3183,$18.49 B,09-wissel
3184,$0.67 B,09-wissel
3185,$2.47 B,09-wissel
3186,$6.56 B,09-wissel
3187,$11.01 B,09-wissel
3188,$3.43 B,09-wissel
3189,$5.88 B,09-wissel
3190,$13.55 B,09-wissel
3191,$3.27 B,09-wissel
3192,$26.87 B,09-wissel
3193,$2.02 B,09-wissel
3194,$8.85 B,09-wissel
3195,$5.23 B,09-wissel
3196,$10.34 B,09-wissel
3197,$11.74 B,09-wissel
3198,$1.45 B,09-wissel
3199,$6.19 B,09-wissel
3200,$10.34 B,09-wissel
3201,$4.66 B,09-wissel
3202,$5.03 B,09-wissel
3203,$25.44 B,09-wissel
3204,$7.23 B,09-wissel
3205,$24.49 B,09-wissel
3206,$3.06 B,09-wissel
3207,$6.84 B,09-wissel
3208,$10.68 B,09-wissel
3209,$4.52 B,09-wissel
3210,$3.13 B,09-wissel
3211,$10.22 B,09-wissel
3212,$2.08 B,09-wissel
3213,$8.51 B,09-wissel
3214,$6.47 B,09-wissel
3215,$5.78 B,09-wissel
3216,$5.07 B,09-wissel
3217,$10.64 B,09-wissel
3218,$114.00 B,09-wissel
3219,$5.05 B,09-wissel
3220,$3.69 B,09-wissel
3221,$8.76 B,09-wissel
3222,$4.58 B,09-wissel
3223,$6.81 B,09-wissel
3224,$8.53 B,09-wissel
3225,$5.57 B,09-wissel
3226,$4.81 B,09-wissel
3227,$3.24 B,09-wissel
3228,$3.23 B,09-wissel
3229,$4.74 B,09-wissel
3230,$1.55 B,09-wissel
3231,$1.61 B,09-wissel
3232,$1.32 B,09-wissel
3233,$17.69 B,09-wissel
3234,$0.47 B,09-wissel
3235,$1.32 B,09-wissel
3236,$1.37 B,09-wissel
3237,$1.24 B,09-wissel
3238,$0.75 B,09-wissel
3239,$16.03 B,09-wissel
3240,$8.48 B,09-wissel
3241,$2.47 B,09-wissel
3242,$1.86 B,09-wissel
3243,$1.02 B,09-wissel
3244,$0.93 B,09-wissel
3245,$3.96 B,09-wissel
3246,$2.00 B,09-wissel
3247,$0.69 B,09-wissel
3248,$4.30 B,09-wissel
3249,$4.34 B,09-wissel
3250,$0.35 B,09-wissel
3251,$1.12 B,09-wissel
3252,$1.01 B,09-wissel
3253,$0.51 B,09-wissel
3254,$0.68 B,09-wissel
3255,$0.76 B,09-wissel
3256,$1.10 B,09-wissel
3257,$0.72 B,09-wissel
3258,$0.50 B,09-wissel
3259,$0.53 B,09-wissel
3260,$8.78 B,09-wissel
3261,$3.54 B,09-wissel
3262,$2.38 B,09-wissel
3263,$1.35 B,09-wissel
3264,$0.64 B,09-wissel
3265,$0.64 B,09-wissel
3266,$0.68 B,09-wissel
3267,$1.53 B,09-wissel
3268,$1.31 B,09-wissel
3269,$0.41 B,09-wissel
3270,$0.70 B,09-wissel
3271,$0.18 B,09-wissel
3272,$4.81 B,09-wissel
3273,$0.52 B,09-wissel
3274,$0.23 B,09-wissel
3275,$4.13 B,09-wissel
3276,,09-wissel
3277,$1.17 B,09-wissel
3278,$2.19 B,09-wissel
3279,$0.20 B,09-wissel
3280,$1.50 B,09-wissel
3281,$1.99 B,09-wissel
3282,$0.19 B,09-wissel
3283,$0.42 B,09-wissel
3284,$1.37 B,09-wissel
3285,$0.70 B,09-wissel
3286,$0.32 B,09-wissel
3287,$0.52 B,09-wissel
3288,$0.55 B,09-wissel
3289,$0.14 B,09-wissel
3290,$0.16 B,09-wissel
3291,$0.32 B,09-wissel
3292,$85.71 M,09-wissel
3293,$0.18 B,09-wissel
3294,$0.53 B,09-wissel
3295,$1.07 B,09-wissel
3296,$0.59 B,09-wissel
3297,$0.16 B,09-wissel
3298,$1.04 B,09-wissel
3299,$0.12 B,09-wissel
3300,$0.15 B,09-wissel
3301,$0.22 B,09-wissel
3302,$0.27 B,09-wissel
3303,$0.62 B,09-wissel
3304,$0.41 B,09-wissel
3305,$0.22 B,09-wissel
3306,$0.61 B,09-wissel
3307,$0.13 B,09-wissel
3308,$0.21 B,09-wissel
3309,$0.74 B,09-wissel
3310,$0.11 B,09-wissel
3311,$0.12 B,09-wissel
3312,$0.29 B,09-wissel
3313,$0.39 B,09-wissel
3314,$0.12 B,09-wissel
3315,$0.10 B,09-wissel
3316,$0.53 B,09-wissel
3317,$0.46 B,09-wissel
3318,$0.20 B,09-wissel
3319,$30.42 M,09-wissel
3320,$0.28 B,09-wissel
3321,$0.17 B,09-wissel
3322,$0.20 B,09-wissel
3323,$0.10 B,09-wissel
3324,$48.99 M,09-wissel
3325,$0.23 B,09-wissel
3326,$65.99 M,09-wissel
3327,$16.44 M,09-wissel
3328,$0.13 B,09-wissel
3329,$0.23 B,09-wissel
3330,$54.92 M,09-wissel
3331,$96.2 M,09-wissel
3332,,09-wissel
3333,$0.94 B,09-wissel
3334,$32.74 M,09-wissel
3335,$5.61 M,09-wissel
3336,$54.27 M,09-wissel
3337,$0.28 B,09-wissel
3338,$99.4 M,09-wissel
3339,$85.07 M,09-wissel
3340,$22.56 M,09-wissel
3341,$12.75 M,09-wissel
3342,$58.81 M,09-wissel
3343,$1.08 B,09-wissel
3344,$14.75 M,09-wissel
3345,$10.17 M,09-wissel
3346,$0.18 B,09-wissel
3347,$85.43 M,09-wissel
3348,$0.15 B,09-wissel
3349,$66.25 M,09-wissel
3350,$6.9 M,09-wissel
3351,$12.31 M,09-wissel
3352,$8.37 M,09-wissel
3353,$39.28 M,09-wissel
3354,$16.36 M,09-wissel
3355,$22.3 M,09-wissel
3356,$99.95 M,09-wissel
3357,$18.3 M,09-wissel
3358,$107.33 B,09-wissel
3359,$0.13 B,09-wissel
3360,$78.97 M,09-wissel
3361,$18.62 M,09-wissel
3362,$0.85 B,09-wissel
3363,$4.38 B,09-wissel
3364,$11.27 B,09-wissel
3365,$25.60 B,09-wissel
3366,$4.69 B,09-wissel
3367,$1.81 M,09-wissel
3368,$1.13 B,09-wissel
3369,$21.78 B,09-wissel
3370,$20.33 B,09-wissel
3371,$105.12 B,09-wissel
3372,$62.61 B,09-wissel
3373,$64.85 B,09-wissel
3374,$20.13 B,09-wissel
3375,$38.10 B,09-wissel
3376,$37.77 B,09-wissel
3377,$16.56 B,09-wissel
3378,$4.85 B,09-wissel
3379,$4.60 B,09-wissel
3380,$3.76 B,09-wissel
3381,$6.24 B,09-wissel
3382,$2.99 B,09-wissel
3383,$11.70 B,09-wissel
3384,$3.45 B,09-wissel
3385,$17.15 B,09-wissel
3386,$10.07 B,09-wissel
3387,$33.91 B,09-wissel
3388,$99.37 B,09-wissel
3389,$0.90 B,09-wissel
3390,$5.18 B,09-wissel
3391,$2.37 B,09-wissel
3392,$1.89 B,09-wissel
3393,$5.89 B,09-wissel
3394,$11.42 B,09-wissel
3395,$0.29 B,09-wissel
3396,$0.67 B,09-wissel
3397,$20.28 B,09-wissel
3398,$8.81 B,09-wissel
3399,,09-wissel
3400,$5.03 B,09-wissel
3401,$0.15 B,09-wissel
3402,$2.14 B,09-wissel
3403,$2.51 B,09-wissel
3404,$0.30 B,09-wissel
3405,$0.47 B,09-wissel
3406,$10.00 B,09-wissel
3407,,09-wissel
3408,$5.03 B,09-wissel
3409,$0.15 B,09-wissel
3410,$2.14 B,09-wissel
3411,$2.51 B,09-wissel
3412,$0.30 B,09-wissel
3413,$0.47 B,09-wissel
3414,$10.00 B,09-wissel
3415,$17.58 B,09-wissel
3416,$8.54 B,09-wissel
3417,$6.09 B,09-wissel
3418,$30.87 B,09-wissel
3419,$3.26 B,09-wissel
3420,$4.64 B,09-wissel
3421,$38.73 B,09-wissel
3422,$56.55 B,09-wissel
3423,$4.26 B,09-wissel
3424,$7.51 B,09-wissel
3425,$2.35 B,09-wissel
3426,$9.90 B,09-wissel
3427,$67.75 B,09-wissel
3428,,09-wissel
3429,$0.80 B,09-wissel
3430,,09-wissel
3431,$10.18 B,09-wissel
3432,$5.77 B,09-wissel
3433,$20.98 B,09-wissel
3434,$9.05 B,09-wissel
3435,$2.13 B,09-wissel
3436,$0.41 B,09-wissel
3437,$31.20 B,09-wissel
3438,$1.32 B,09-wissel
3439,$1.43 B,09-wissel
3440,,09-wissel
3441,$15.23 B,09-wissel
3442,$0.23 B,09-wissel
3443,$0.37 B,09-wissel
3444,$0.71 B,09-wissel
3445,$1.42 B,09-wissel
3446,,09-wissel
3447,$0.23 B,09-wissel
3448,,09-wissel
3449,$51.84 B,09-wissel
3450,$2.35 B,09-wissel
3451,,09-wissel
3452,$1.64 B,09-wissel
3453,$241.60 B,09-wissel
3454,$0.34 B,09-wissel
3455,$14.11 B,09-wissel
3456,$6.95 B,09-wissel
3457,$1.90 B,09-wissel
3458,$1.88 B,09-wissel
3459,$6.15 B,09-wissel
3460,$13.94 B,09-wissel
3461,$5.79 B,09-wissel
3462,$5.56 B,09-wissel
3463,$6.68 B,09-wissel
3464,$2.19 B,09-wissel
3465,,09-wissel
3466,$1.36 B,09-wissel
3467,$18.64 B,09-wissel
3468,$7.32 B,09-wissel
3469,$6.39 B,09-wissel
3470,$12.67 B,09-wissel
3471,$7.94 B,09-wissel
3472,$4.30 B,09-wissel
3473,$8.64 B,09-wissel
3474,$7.69 B,09-wissel
3475,$1.56 B,09-wissel
3476,$4.07 B,09-wissel
3477,$5.84 B,09-wissel
3478,$1.21 B,09-wissel
3479,$9.96 B,09-wissel
3480,$7.47 B,09-wissel
3481,$0.46 B,09-wissel
3482,$2.06 B,09-wissel
3483,$4.00 B,09-wissel
3484,$7.33 B,09-wissel
3485,$0.40 B,09-wissel
3486,$2.38 B,09-wissel
3487,$3.92 B,09-wissel
3488,$0.27 B,09-wissel
3489,$1.10 B,09-wissel
3490,$0.71 B,09-wissel
3491,$0.97 B,09-wissel
3492,$0.74 B,09-wissel
3493,$2.80 B,09-wissel
3494,$0.53 B,09-wissel
3495,$2.91 B,09-wissel
3496,$3.21 B,09-wissel
3497,$4.45 B,09-wissel
3498,$1.03 B,09-wissel
3499,$1.14 B,09-wissel
3500,$84.56 M,09-wissel
3501,$0.21 B,09-wissel
3502,$2.64 B,09-wissel
3503,$1.94 B,09-wissel
3504,$0.72 B,09-wissel
3505,$86.69 M,09-wissel
3506,$0.44 B,09-wissel
3507,$88.89 M,09-wissel
3508,$6.54 M,09-wissel
3509,$72.83 M,09-wissel
3510,$2.45 M,09-wissel
3511,$26.71 B,09-wissel
3512,$17.52 B,09-wissel
3513,$13.73 B,09-wissel
3514,$10.97 B,09-wissel
3515,$14.93 B,09-wissel
3516,$29.36 B,09-wissel
3517,$108.23 B,09-wissel
3518,$12.03 B,09-wissel
3519,$6.35 B,09-wissel
3520,$14.07 B,09-wissel
3521,$15.84 B,09-wissel
3522,$99.32 B,09-wissel
3523,$5.31 B,09-wissel
3524,$6.00 B,09-wissel
3525,$6.60 B,09-wissel
3526,$6.44 B,09-wissel
3527,$5.38 B,09-wissel
3528,$27.57 B,09-wissel
3529,$1.94 B,09-wissel
3530,$32.71 B,09-wissel
3531,$13.61 B,09-wissel
3532,$1.53 B,09-wissel
3533,$9.50 B,09-wissel
3534,$1.18 B,09-wissel
3535,$2.70 B,09-wissel
3536,$21.96 B,09-wissel
3537,$8.80 B,09-wissel
3538,$3.22 B,09-wissel
3539,$1.56 B,09-wissel
3540,$5.23 B,09-wissel
3541,$28.18 B,09-wissel
3542,$3.06 B,09-wissel
3543,$3.08 B,09-wissel
3544,$98.83 B,09-wissel
3545,$3.61 B,09-wissel
3546,$1.72 B,09-wissel
3547,$0.63 B,09-wissel
3548,$0.56 B,09-wissel
3549,$0.61 B,09-wissel
3550,$1.92 B,09-wissel
3551,$0.60 B,09-wissel
3552,$78.65 B,09-wissel
3553,$0.99 B,09-wissel
3554,$5.43 B,09-wissel
3555,$2.80 B,09-wissel
3556,$1.30 B,09-wissel
3557,$1.10 B,09-wissel
3558,$7.91 B,09-wissel
3559,$2.86 B,09-wissel
3560,$3.37 B,09-wissel
3561,$8.84 B,09-wissel
3562,$13.85 B,09-wissel
3563,,09-wissel
3564,$1.94 B,09-wissel
3565,$0.92 B,09-wissel
3566,$1.53 B,09-wissel
3567,$7.33 B,09-wissel
3568,$1.14 B,09-wissel
3569,$6.47 B,09-wissel
3570,$0.48 B,09-wissel
3571,$7.28 B,09-wissel
3572,$16.56 B,09-wissel
3573,$0.35 B,09-wissel
3574,$0.14 B,09-wissel
3575,$2.01 B,09-wissel
3576,$9.49 B,09-wissel
3577,$2.93 B,09-wissel
3578,,09-wissel
3579,$0.87 B,09-wissel
3580,$0.84 B,09-wissel
3581,$0.95 B,09-wissel
3582,$1.36 B,09-wissel
3583,$1.15 B,09-wissel
3584,$1.74 B,09-wissel
3585,$0.75 B,09-wissel
3586,$13.23 B,09-wissel
3587,$20.13 B,09-wissel
3588,$5.59 B,09-wissel
3589,$3.04 B,09-wissel
3590,$1.56 B,09-wissel
3591,$0.75 B,09-wissel
3592,$0.55 B,09-wissel
3593,$1.14 B,09-wissel
3594,$0.39 B,09-wissel
3595,$5.01 B,09-wissel
3596,$0.41 B,09-wissel
3597,$1.72 B,09-wissel
3598,$20.90 B,09-wissel
3599,$6.48 B,09-wissel
3600,$0.34 B,09-wissel
3601,$2.22 B,09-wissel
3602,$1.11 B,09-wissel
3603,$1.12 B,09-wissel
3604,$1.13 B,09-wissel
3605,$0.64 B,09-wissel
3606,$0.64 B,09-wissel
3607,$0.68 B,09-wissel
3608,$0.25 B,09-wissel
3609,$4.96 B,09-wissel
3610,$1.69 B,09-wissel
3611,$0.83 B,09-wissel
3612,$0.60 B,09-wissel
3613,$0.36 B,09-wissel
3614,$0.35 B,09-wissel
3615,$1.62 B,09-wissel
3616,$4.41 B,09-wissel
3617,$4.43 B,09-wissel
3618,$1.62 B,09-wissel
3619,$1.26 B,09-wissel
3620,$0.51 B,09-wissel
3621,$0.42 B,09-wissel
3622,$4.18 B,09-wissel
3623,$0.83 B,09-wissel
3624,$1.90 B,09-wissel
3625,$0.18 B,09-wissel
3626,$53.49 B,09-wissel
3627,$0.88 B,09-wissel
3628,$2.18 B,09-wissel
3629,$5.27 B,09-wissel
3630,$0.46 B,09-wissel
3631,$0.32 B,09-wissel
3632,$0.36 B,09-wissel
3633,$55.81 B,09-wissel
3634,$5.46 B,09-wissel
3635,$0.46 B,09-wissel
3636,$0.93 B,09-wissel
3637,$0.13 B,09-wissel
3638,$0.34 B,09-wissel
3639,$19.01 B,09-wissel
3640,$0.35 B,09-wissel
3641,$2.08 B,09-wissel
3642,$0.88 B,09-wissel
3643,$1.32 B,09-wissel
3644,$1.47 B,09-wissel
3645,$2.62 B,09-wissel
3646,$4.28 B,09-wissel
3647,$4.65 B,09-wissel
3648,$0.19 B,09-wissel
3649,$0.12 B,09-wissel
3650,$0.49 B,09-wissel
3651,$0.34 B,09-wissel
3652,$1.84 B,09-wissel
3653,$2.02 B,09-wissel
3654,$2.06 B,09-wissel
3655,$0.45 B,09-wissel
3656,$0.20 B,09-wissel
3657,$4.64 B,09-wissel
3658,$9.33 B,09-wissel
3659,$2.16 B,09-wissel
3660,$0.63 B,09-wissel
3661,$0.75 B,09-wissel
3662,$0.34 B,09-wissel
