,revenue,team
4540,$9.29 B,09-wissel
4541,$29.69 B,09-wissel
4542,$2.27 B,09-wissel
4543,$6.40 B,09-wissel
4544,$9.77 B,09-wissel
4545,$36.35 B,09-wissel
4546,$5.89 B,09-wissel
4547,$9.10 B,09-wissel
4548,$23.04 B,09-wissel
4549,$16.23 B,09-wissel
4550,$5.38 B,09-wissel
4551,$8.74 B,09-wissel
4552,$6.20 B,09-wissel
4553,$1.65 B,09-wissel
4554,$9.69 B,09-wissel
4555,$1.94 B,09-wissel
4556,$2.44 B,09-wissel
4557,$8.87 B,09-wissel
4558,$44.52 B,09-wissel
4559,$8.55 B,09-wissel
4560,$13.51 B,09-wissel
4561,$8.49 B,09-wissel
4562,$82.08 B,09-wissel
4563,$55.99 B,09-wissel
4564,$16.70 B,09-wissel
4565,$39.27 B,09-wissel
4566,$58.20 B,09-wissel
4567,$18.98 B,09-wissel
4568,$13.23 B,09-wissel
4569,$41.55 B,09-wissel
4570,$69.89 B,09-wissel
4571,$32.00 B,09-wissel
4572,$26.35 B,09-wissel
4573,$42.86 B,09-wissel
4574,$45.15 B,09-wissel
4575,$365.29 B,09-wissel
4576,$15.79 B,09-wissel
4577,$17.66 B,09-wissel
4578,$30.30 B,09-wissel
4579,$11.47 B,09-wissel
4580,$25.68 B,09-wissel
4581,$222.68 B,09-wissel
4582,$33.76 B,09-wissel
4583,$14.30 B,09-wissel
4584,$14.65 B,09-wissel
4585,$21.51 B,09-wissel
4586,$21.64 B,09-wissel
4587,$12.42 B,09-wissel
4588,$63.49 B,09-wissel
4589,$3.99 B,09-wissel
4590,$2.92 B,09-wissel
4591,$8.85 B,09-wissel
4592,$3.76 B,09-wissel
4593,$15.14 B,09-wissel
4594,$14.99 B,09-wissel
4595,$2.89 B,09-wissel
4596,$9.29 B,09-wissel
4597,$29.69 B,09-wissel
4598,$2.27 B,09-wissel
4599,$6.40 B,09-wissel
4600,$9.77 B,09-wissel
4601,$36.35 B,09-wissel
4602,$5.89 B,09-wissel
4603,$9.10 B,09-wissel
4604,$23.04 B,09-wissel
4605,$16.23 B,09-wissel
4606,$5.38 B,09-wissel
4607,$8.74 B,09-wissel
4608,$6.20 B,09-wissel
4609,$1.65 B,09-wissel
4610,$9.69 B,09-wissel
4611,$1.94 B,09-wissel
4612,$2.44 B,09-wissel
4613,$8.87 B,09-wissel
4614,$44.52 B,09-wissel
4615,$8.55 B,09-wissel
4616,$13.51 B,09-wissel
4617,$8.49 B,09-wissel
4618,$82.08 B,09-wissel
4619,$55.99 B,09-wissel
4620,$16.70 B,09-wissel
4621,$39.27 B,09-wissel
4622,$58.20 B,09-wissel
4623,$18.98 B,09-wissel
4624,$13.23 B,09-wissel
4625,$41.55 B,09-wissel
4626,$69.89 B,09-wissel
4627,$32.00 B,09-wissel
4628,$26.35 B,09-wissel
4629,$42.86 B,09-wissel
4630,$45.15 B,09-wissel
4631,$365.29 B,09-wissel
4632,$15.79 B,09-wissel
4633,$17.66 B,09-wissel
4634,$30.30 B,09-wissel
4635,$11.47 B,09-wissel
4636,$25.68 B,09-wissel
4637,$222.68 B,09-wissel
4638,$33.76 B,09-wissel
4639,$14.30 B,09-wissel
4640,$14.65 B,09-wissel
4641,$21.51 B,09-wissel
4642,$21.64 B,09-wissel
4643,$12.42 B,09-wissel
4644,$63.49 B,09-wissel
4645,$3.99 B,09-wissel
4646,$2.92 B,09-wissel
4647,$8.85 B,09-wissel
4648,$3.76 B,09-wissel
4649,$15.14 B,09-wissel
4650,$14.99 B,09-wissel
4651,$2.89 B,09-wissel
4652,$9.29 B,09-wissel
4653,$29.69 B,09-wissel
4654,$2.27 B,09-wissel
4655,$6.40 B,09-wissel
4656,$9.77 B,09-wissel
4657,$36.35 B,09-wissel
4658,$5.89 B,09-wissel
4659,$9.10 B,09-wissel
4660,$23.04 B,09-wissel
4661,$16.23 B,09-wissel
4662,$5.38 B,09-wissel
4663,$8.74 B,09-wissel
4664,$6.20 B,09-wissel
4665,$1.65 B,09-wissel
4666,$9.69 B,09-wissel
4667,$1.94 B,09-wissel
4668,$2.44 B,09-wissel
4669,$8.87 B,09-wissel
4670,$44.52 B,09-wissel
4671,$8.55 B,09-wissel
4672,$13.51 B,09-wissel
4673,$8.49 B,09-wissel
4674,$82.08 B,09-wissel
4675,$55.99 B,09-wissel
4676,$16.70 B,09-wissel
4677,$39.27 B,09-wissel
4678,$58.20 B,09-wissel
4679,$18.98 B,09-wissel
4680,$13.23 B,09-wissel
4681,$41.55 B,09-wissel
4682,$69.89 B,09-wissel
4683,$32.00 B,09-wissel
4684,$26.35 B,09-wissel
4685,$42.86 B,09-wissel
4686,$45.15 B,09-wissel
4687,$365.29 B,09-wissel
4688,$15.79 B,09-wissel
4689,$17.66 B,09-wissel
4690,$30.30 B,09-wissel
4691,$11.47 B,09-wissel
4692,$25.68 B,09-wissel
4693,$222.68 B,09-wissel
4694,$33.76 B,09-wissel
4695,$14.30 B,09-wissel
4696,$14.65 B,09-wissel
4697,$21.51 B,09-wissel
4698,$21.64 B,09-wissel
4699,$12.42 B,09-wissel
4700,$63.49 B,09-wissel
4701,$3.99 B,09-wissel
4702,$2.92 B,09-wissel
4703,$8.85 B,09-wissel
4704,$3.76 B,09-wissel
4705,$15.14 B,09-wissel
4706,$14.99 B,09-wissel
4707,$2.89 B,09-wissel
4708,$9.29 B,09-wissel
4709,$29.69 B,09-wissel
4710,$2.27 B,09-wissel
4711,$6.40 B,09-wissel
4712,$9.77 B,09-wissel
4713,$36.35 B,09-wissel
4714,$5.89 B,09-wissel
4715,$9.10 B,09-wissel
4716,$23.04 B,09-wissel
4717,$16.23 B,09-wissel
4718,$5.38 B,09-wissel
4719,$8.74 B,09-wissel
4720,$6.20 B,09-wissel
4721,$1.65 B,09-wissel
4722,$9.69 B,09-wissel
4723,$1.94 B,09-wissel
4724,$2.44 B,09-wissel
4725,$8.87 B,09-wissel
4726,$44.52 B,09-wissel
4727,$8.55 B,09-wissel
4728,$13.51 B,09-wissel
4729,$8.49 B,09-wissel
4730,$82.08 B,09-wissel
4731,$55.99 B,09-wissel
4732,$16.70 B,09-wissel
4733,$39.27 B,09-wissel
4734,$58.20 B,09-wissel
4735,$18.98 B,09-wissel
4736,$13.23 B,09-wissel
4737,$41.55 B,09-wissel
4738,$69.89 B,09-wissel
4739,$32.00 B,09-wissel
4740,$26.35 B,09-wissel
4741,$42.86 B,09-wissel
4742,$45.15 B,09-wissel
4743,$365.29 B,09-wissel
4744,$15.79 B,09-wissel
4745,$17.66 B,09-wissel
4746,$30.30 B,09-wissel
4747,$11.47 B,09-wissel
4748,$25.68 B,09-wissel
4749,$222.68 B,09-wissel
4750,$33.76 B,09-wissel
4751,$14.30 B,09-wissel
4752,$14.65 B,09-wissel
4753,$21.51 B,09-wissel
4754,$21.64 B,09-wissel
4755,$12.42 B,09-wissel
4756,$63.49 B,09-wissel
4757,$3.99 B,09-wissel
4758,$2.92 B,09-wissel
4759,$8.85 B,09-wissel
4760,$3.76 B,09-wissel
4761,$15.14 B,09-wissel
4762,$14.99 B,09-wissel
4763,$2.89 B,09-wissel
4764,$9.29 B,09-wissel
4765,$29.69 B,09-wissel
4766,$2.27 B,09-wissel
4767,$6.40 B,09-wissel
4768,$9.77 B,09-wissel
4769,$36.35 B,09-wissel
4770,$5.89 B,09-wissel
4771,$9.10 B,09-wissel
4772,$23.04 B,09-wissel
4773,$16.23 B,09-wissel
4774,$5.38 B,09-wissel
4775,$8.74 B,09-wissel
4776,$6.20 B,09-wissel
4777,$1.65 B,09-wissel
4778,$9.69 B,09-wissel
4779,$1.94 B,09-wissel
4780,$2.44 B,09-wissel
4781,$8.87 B,09-wissel
4782,$44.52 B,09-wissel
4783,$8.55 B,09-wissel
4784,$13.51 B,09-wissel
4785,$8.49 B,09-wissel
4786,$82.08 B,09-wissel
4787,$55.99 B,09-wissel
4788,$16.70 B,09-wissel
4789,$39.27 B,09-wissel
4790,$58.20 B,09-wissel
4791,$18.98 B,09-wissel
4792,$13.23 B,09-wissel
4793,$41.55 B,09-wissel
4794,$69.89 B,09-wissel
4795,$32.00 B,09-wissel
4796,$26.35 B,09-wissel
4797,$42.86 B,09-wissel
4798,$45.15 B,09-wissel
4799,$365.29 B,09-wissel
4800,$15.79 B,09-wissel
4801,$17.66 B,09-wissel
4802,$30.30 B,09-wissel
4803,$11.47 B,09-wissel
4804,$25.68 B,09-wissel
4805,$222.68 B,09-wissel
4806,$33.76 B,09-wissel
4807,$14.30 B,09-wissel
4808,$14.65 B,09-wissel
4809,$21.51 B,09-wissel
4810,$21.64 B,09-wissel
4811,$12.42 B,09-wissel
4812,$63.49 B,09-wissel
4813,$3.99 B,09-wissel
4814,$2.92 B,09-wissel
4815,$8.85 B,09-wissel
4816,$3.76 B,09-wissel
4817,$15.14 B,09-wissel
4818,$14.99 B,09-wissel
4819,$2.89 B,09-wissel
4820,$9.29 B,09-wissel
4821,$29.69 B,09-wissel
4822,$2.27 B,09-wissel
4823,$6.40 B,09-wissel
4824,$9.77 B,09-wissel
4825,$36.35 B,09-wissel
4826,$5.89 B,09-wissel
4827,$9.10 B,09-wissel
4828,$23.04 B,09-wissel
4829,$16.23 B,09-wissel
4830,$5.38 B,09-wissel
4831,$8.74 B,09-wissel
4832,$6.20 B,09-wissel
4833,$1.65 B,09-wissel
4834,$9.69 B,09-wissel
4835,$1.94 B,09-wissel
4836,$2.44 B,09-wissel
4837,$8.87 B,09-wissel
4838,$44.52 B,09-wissel
4839,$8.55 B,09-wissel
4840,$13.51 B,09-wissel
4841,$8.49 B,09-wissel
4842,$82.08 B,09-wissel
4843,$55.99 B,09-wissel
4844,$16.70 B,09-wissel
4845,$39.27 B,09-wissel
4846,$58.20 B,09-wissel
4847,$18.98 B,09-wissel
4848,$13.23 B,09-wissel
4849,$41.55 B,09-wissel
4850,$69.89 B,09-wissel
4851,$32.00 B,09-wissel
4852,$26.35 B,09-wissel
4853,$42.86 B,09-wissel
4854,$45.15 B,09-wissel
4855,$365.29 B,09-wissel
4856,$15.79 B,09-wissel
4857,$17.66 B,09-wissel
4858,$30.30 B,09-wissel
4859,$11.47 B,09-wissel
4860,$25.68 B,09-wissel
4861,$222.68 B,09-wissel
4862,$33.76 B,09-wissel
4863,$14.30 B,09-wissel
4864,$14.65 B,09-wissel
4865,$21.51 B,09-wissel
4866,$21.64 B,09-wissel
4867,$12.42 B,09-wissel
4868,$63.49 B,09-wissel
4869,$3.99 B,09-wissel
4870,$2.92 B,09-wissel
4871,$8.85 B,09-wissel
4872,$3.76 B,09-wissel
4873,$15.14 B,09-wissel
4874,$14.99 B,09-wissel
4875,$2.89 B,09-wissel
4876,$9.29 B,09-wissel
4877,$29.69 B,09-wissel
4878,$2.27 B,09-wissel
4879,$6.40 B,09-wissel
4880,$9.77 B,09-wissel
4881,$36.35 B,09-wissel
4882,$5.89 B,09-wissel
4883,$9.10 B,09-wissel
4884,$23.04 B,09-wissel
4885,$16.23 B,09-wissel
4886,$5.38 B,09-wissel
4887,$8.74 B,09-wissel
4888,$6.20 B,09-wissel
4889,$1.65 B,09-wissel
4890,$9.69 B,09-wissel
4891,$1.94 B,09-wissel
4892,$2.44 B,09-wissel
4893,$8.87 B,09-wissel
4894,$44.52 B,09-wissel
4895,$8.55 B,09-wissel
4896,$13.51 B,09-wissel
4897,$8.49 B,09-wissel
4898,$82.08 B,09-wissel
4899,$55.99 B,09-wissel
4900,$16.70 B,09-wissel
4901,$39.27 B,09-wissel
4902,$58.20 B,09-wissel
4903,$18.98 B,09-wissel
4904,$13.23 B,09-wissel
4905,$41.55 B,09-wissel
4906,$69.89 B,09-wissel
4907,$32.00 B,09-wissel
4908,$26.35 B,09-wissel
4909,$42.86 B,09-wissel
4910,$45.15 B,09-wissel
4911,$365.29 B,09-wissel
4912,$15.79 B,09-wissel
4913,$17.66 B,09-wissel
4914,$30.30 B,09-wissel
4915,$11.47 B,09-wissel
4916,$25.68 B,09-wissel
4917,$222.68 B,09-wissel
4918,$33.76 B,09-wissel
4919,$14.30 B,09-wissel
4920,$14.65 B,09-wissel
4921,$21.51 B,09-wissel
4922,$21.64 B,09-wissel
4923,$12.42 B,09-wissel
4924,$63.49 B,09-wissel
4925,$3.99 B,09-wissel
4926,$2.92 B,09-wissel
4927,$8.85 B,09-wissel
4928,$3.76 B,09-wissel
4929,$15.14 B,09-wissel
4930,$14.99 B,09-wissel
4931,$2.89 B,09-wissel
4932,$9.29 B,09-wissel
4933,$29.69 B,09-wissel
4934,$2.27 B,09-wissel
4935,$6.40 B,09-wissel
4936,$9.77 B,09-wissel
4937,$36.35 B,09-wissel
4938,$5.89 B,09-wissel
4939,$9.10 B,09-wissel
4940,$23.04 B,09-wissel
4941,$16.23 B,09-wissel
4942,$5.38 B,09-wissel
4943,$8.74 B,09-wissel
4944,$6.20 B,09-wissel
4945,$1.65 B,09-wissel
4946,$9.69 B,09-wissel
4947,$1.94 B,09-wissel
4948,$2.44 B,09-wissel
4949,$8.87 B,09-wissel
4950,$44.52 B,09-wissel
4951,$8.55 B,09-wissel
4952,$13.51 B,09-wissel
4953,$8.49 B,09-wissel
4954,$82.08 B,09-wissel
4955,$55.99 B,09-wissel
4956,$16.70 B,09-wissel
4957,$39.27 B,09-wissel
4958,$58.20 B,09-wissel
4959,$18.98 B,09-wissel
4960,$13.23 B,09-wissel
4961,$41.55 B,09-wissel
4962,$69.89 B,09-wissel
4963,$32.00 B,09-wissel
4964,$26.35 B,09-wissel
4965,$42.86 B,09-wissel
4966,$45.15 B,09-wissel
4967,$365.29 B,09-wissel
4968,$15.79 B,09-wissel
4969,$17.66 B,09-wissel
4970,$30.30 B,09-wissel
4971,$11.47 B,09-wissel
4972,$25.68 B,09-wissel
4973,$222.68 B,09-wissel
4974,$33.76 B,09-wissel
4975,$14.30 B,09-wissel
4976,$14.65 B,09-wissel
4977,$21.51 B,09-wissel
4978,$21.64 B,09-wissel
4979,$12.42 B,09-wissel
4980,$63.49 B,09-wissel
4981,$3.99 B,09-wissel
4982,$2.92 B,09-wissel
4983,$8.85 B,09-wissel
4984,$3.76 B,09-wissel
4985,$15.14 B,09-wissel
4986,$14.99 B,09-wissel
4987,$2.89 B,09-wissel
4988,$9.29 B,09-wissel
4989,$29.69 B,09-wissel
4990,$2.27 B,09-wissel
4991,$6.40 B,09-wissel
4992,$9.77 B,09-wissel
4993,$36.35 B,09-wissel
4994,$5.89 B,09-wissel
4995,$9.10 B,09-wissel
4996,$23.04 B,09-wissel
4997,$16.23 B,09-wissel
4998,$5.38 B,09-wissel
4999,$8.74 B,09-wissel
5000,$6.20 B,09-wissel
5001,$1.65 B,09-wissel
5002,$9.69 B,09-wissel
5003,$1.94 B,09-wissel
5004,$2.44 B,09-wissel
5005,$8.87 B,09-wissel
5006,$44.52 B,09-wissel
5007,$8.55 B,09-wissel
5008,$13.51 B,09-wissel
5009,$8.49 B,09-wissel
5010,$82.08 B,09-wissel
5011,$55.99 B,09-wissel
5012,$16.70 B,09-wissel
5013,$39.27 B,09-wissel
5014,$58.20 B,09-wissel
5015,$18.98 B,09-wissel
5016,$13.23 B,09-wissel
5017,$41.55 B,09-wissel
5018,$69.89 B,09-wissel
5019,$32.00 B,09-wissel
5020,$26.35 B,09-wissel
5021,$42.86 B,09-wissel
5022,$45.15 B,09-wissel
5023,$365.29 B,09-wissel
5024,$15.79 B,09-wissel
5025,$17.66 B,09-wissel
5026,$30.30 B,09-wissel
5027,$11.47 B,09-wissel
5028,$25.68 B,09-wissel
5029,$222.68 B,09-wissel
5030,$33.76 B,09-wissel
5031,$14.30 B,09-wissel
5032,$14.65 B,09-wissel
5033,$21.51 B,09-wissel
5034,$21.64 B,09-wissel
5035,$12.42 B,09-wissel
5036,$63.49 B,09-wissel
5037,$3.99 B,09-wissel
5038,$2.92 B,09-wissel
5039,$8.85 B,09-wissel
5040,$3.76 B,09-wissel
5041,$15.14 B,09-wissel
5042,$14.99 B,09-wissel
5043,$2.89 B,09-wissel
5044,$9.29 B,09-wissel
5045,$29.69 B,09-wissel
5046,$2.27 B,09-wissel
5047,$6.40 B,09-wissel
5048,$9.77 B,09-wissel
5049,$36.35 B,09-wissel
5050,$5.89 B,09-wissel
5051,$9.10 B,09-wissel
5052,$23.04 B,09-wissel
5053,$16.23 B,09-wissel
5054,$5.38 B,09-wissel
5055,$8.74 B,09-wissel
5056,$6.20 B,09-wissel
5057,$1.65 B,09-wissel
5058,$9.69 B,09-wissel
5059,$1.94 B,09-wissel
5060,$2.44 B,09-wissel
5061,$8.87 B,09-wissel
5062,$44.52 B,09-wissel
5063,$8.55 B,09-wissel
5064,$13.51 B,09-wissel
5065,$8.49 B,09-wissel
5066,$82.08 B,09-wissel
5067,$55.99 B,09-wissel
5068,$16.70 B,09-wissel
5069,$39.27 B,09-wissel
5070,$58.20 B,09-wissel
5071,$18.98 B,09-wissel
5072,$13.23 B,09-wissel
5073,$41.55 B,09-wissel
5074,$69.89 B,09-wissel
5075,$32.00 B,09-wissel
5076,$26.35 B,09-wissel
5077,$42.86 B,09-wissel
5078,$45.15 B,09-wissel
5079,$365.29 B,09-wissel
5080,$15.79 B,09-wissel
5081,$17.66 B,09-wissel
5082,$30.30 B,09-wissel
5083,$11.47 B,09-wissel
5084,$25.68 B,09-wissel
5085,$222.68 B,09-wissel
5086,$33.76 B,09-wissel
5087,$14.30 B,09-wissel
5088,$14.65 B,09-wissel
5089,$21.51 B,09-wissel
5090,$21.64 B,09-wissel
5091,$12.42 B,09-wissel
5092,$63.49 B,09-wissel
5093,$3.99 B,09-wissel
5094,$2.92 B,09-wissel
5095,$8.85 B,09-wissel
5096,$3.76 B,09-wissel
5097,$15.14 B,09-wissel
5098,$14.99 B,09-wissel
5099,$2.89 B,09-wissel
5100,$9.29 B,09-wissel
5101,$29.69 B,09-wissel
5102,$2.27 B,09-wissel
5103,$6.40 B,09-wissel
5104,$9.77 B,09-wissel
5105,$36.35 B,09-wissel
5106,$5.89 B,09-wissel
5107,$9.10 B,09-wissel
5108,$23.04 B,09-wissel
5109,$16.23 B,09-wissel
5110,$5.38 B,09-wissel
5111,$8.74 B,09-wissel
5112,$6.20 B,09-wissel
5113,$1.65 B,09-wissel
5114,$9.69 B,09-wissel
5115,$1.94 B,09-wissel
5116,$2.44 B,09-wissel
5117,$8.87 B,09-wissel
5118,$44.52 B,09-wissel
5119,$8.55 B,09-wissel
5120,$13.51 B,09-wissel
5121,$8.49 B,09-wissel
5122,$82.08 B,09-wissel
5123,$55.99 B,09-wissel
5124,$16.70 B,09-wissel
5125,$39.27 B,09-wissel
5126,$58.20 B,09-wissel
5127,$18.98 B,09-wissel
5128,$13.23 B,09-wissel
5129,$41.55 B,09-wissel
5130,$69.89 B,09-wissel
5131,$32.00 B,09-wissel
5132,$26.35 B,09-wissel
5133,$42.86 B,09-wissel
5134,$45.15 B,09-wissel
5135,$365.29 B,09-wissel
5136,$15.79 B,09-wissel
5137,$17.66 B,09-wissel
5138,$30.30 B,09-wissel
5139,$11.47 B,09-wissel
5140,$25.68 B,09-wissel
5141,$222.68 B,09-wissel
5142,$33.76 B,09-wissel
5143,$14.30 B,09-wissel
5144,$14.65 B,09-wissel
5145,$21.51 B,09-wissel
5146,$21.64 B,09-wissel
5147,$12.42 B,09-wissel
5148,$63.49 B,09-wissel
5149,$3.99 B,09-wissel
5150,$2.92 B,09-wissel
5151,$8.85 B,09-wissel
5152,$3.76 B,09-wissel
5153,$15.14 B,09-wissel
5154,$14.99 B,09-wissel
5155,$2.89 B,09-wissel
5156,$9.29 B,09-wissel
5157,$29.69 B,09-wissel
5158,$2.27 B,09-wissel
5159,$6.40 B,09-wissel
5160,$600.11 B,09-wissel
5161,$502.19 B,09-wissel
5162,$101.07 B,09-wissel
5163,$144.14 B,09-wissel
5164,$157.29 B,09-wissel
5165,$107.22 B,09-wissel
5166,$30.23 B,09-wissel
5167,$253.88 B,09-wissel
5168,$313.13 B,09-wissel
5169,$94.75 B,09-wissel
5170,$19.36 B,09-wissel
5171,$49.27 B,09-wissel
5172,$83.64 B,09-wissel
5173,$229.18 B,09-wissel
5174,$95.22 B,09-wissel
5175,$6.13 B,09-wissel
5176,$123.41 B,09-wissel
5177,$47.09 B,09-wissel
5178,$33.47 B,09-wissel
5179,$16.32 B,09-wissel
5180,$74.98 B,09-wissel
5181,$74.53 B,09-wissel
5182,$203.07 B,09-wissel
5183,$315.22 B,09-wissel
5184,$92.47 B,09-wissel
5185,$56.49 B,09-wissel
5186,$138.74 B,09-wissel
5187,$132.70 B,09-wissel
5188,$121.21 B,09-wissel
5189,$282.11 B,09-wissel
5190,$151.73 B,09-wissel
5191,$9.77 B,09-wissel
5192,$66.02 B,09-wissel
5193,$75.13 B,09-wissel
5194,$394.32 B,09-wissel
5195,$35.34 B,09-wissel
5196,$20.40 B,09-wissel
5197,$147.21 B,09-wissel
5198,$82.72 B,09-wissel
5199,$44.15 B,09-wissel
5200,$3.34 B,09-wissel
5201,$61.42 B,09-wissel
5202,$96.04 B,09-wissel
5203,$53.28 B,09-wissel
5204,$99.45 B,09-wissel
5205,$15.37 B,09-wissel
5206,$44.16 B,09-wissel
5207,$42.13 B,09-wissel
5208,$7.49 B,09-wissel
5209,$1.03 B,09-wissel
5210,$69.54 B,09-wissel
5211,$9.87 B,09-wissel
5212,$4.92 B,09-wissel
5213,$135.65 B,09-wissel
5214,$64.72 B,09-wissel
5215,$45.03 B,09-wissel
5216,$56.62 B,09-wissel
5217,$80.46 B,09-wissel
5218,$31.18 B,09-wissel
5219,$38.84 B,09-wissel
5220,$74.00 B,09-wissel
5221,$18.50 B,09-wissel
5222,$8.41 B,09-wissel
5223,$22.93 B,09-wissel
5224,$74.86 B,09-wissel
5225,$34.93 B,09-wissel
5226,$17.92 B,09-wissel
5227,$153.24 B,09-wissel
5228,$18.86 B,09-wissel
5229,$15.80 B,09-wissel
5230,$91.48 B,09-wissel
5231,$34.76 B,09-wissel
5232,$52.69 B,09-wissel
5233,$26.43 B,09-wissel
5234,$38.13 B,09-wissel
5235,$17.45 B,09-wissel
5236,$12.41 B,09-wissel
5237,$13.22 B,09-wissel
5238,$25.70 B,09-wissel
5239,$35.20 B,09-wissel
5240,$118.73 B,09-wissel
5241,$20.83 B,09-wissel
5242,$19.62 B,09-wissel
5243,$7.21 B,09-wissel
5244,$52.28 B,09-wissel
5245,$37.67 B,09-wissel
5246,$14.05 B,09-wissel
5247,$4.35 B,09-wissel
5248,$52.02 B,09-wissel
5249,$47.14 B,09-wissel
5250,$30.45 B,09-wissel
5251,$14.30 B,09-wissel
5252,$99.67 B,09-wissel
5253,$42.34 B,09-wissel
5254,$29.32 B,09-wissel
5255,$31.25 B,09-wissel
5256,$19.40 B,09-wissel
5257,$19.04 B,09-wissel
5258,$51.28 B,09-wissel
5259,$15.25 B,09-wissel
5260,$78.95 B,09-wissel
5261,$3.90 B,09-wissel
5262,$3.26 B,09-wissel
5263,$132.41 B,09-wissel
5264,$180.03 B,09-wissel
5265,$4.44 B,09-wissel
5266,$20.48 B,09-wissel
5267,$15.78 B,09-wissel
5268,$14.27 B,09-wissel
5269,$15.81 B,09-wissel
5270,$18.63 B,09-wissel
5271,$71.30 B,09-wissel
5272,$13.81 B,09-wissel
5273,$23.50 B,09-wissel
5274,$81.46 B,09-wissel
5275,$16.25 B,09-wissel
5276,$20.61 B,09-wissel
5277,$11.21 B,09-wissel
5278,$4.69 B,09-wissel
5279,$58.97 B,09-wissel
5280,$17.47 B,09-wissel
5281,$14.48 B,09-wissel
5282,$50.75 B,09-wissel
5283,$386.81 B,09-wissel
5284,$20.60 B,09-wissel
5285,$3.88 B,09-wissel
5286,$27.67 B,09-wissel
5287,$17.37 B,09-wissel
5288,$4.70 B,09-wissel
5289,$14.45 B,09-wissel
5290,$21.68 B,09-wissel
5291,$27.97 B,09-wissel
5292,$14.74 B,09-wissel
5293,$16.38 B,09-wissel
5294,$26.15 B,09-wissel
5295,$20.50 B,09-wissel
5296,$2.37 B,09-wissel
5297,$6.51 B,09-wissel
5298,$20.44 B,09-wissel
5299,$3.92 B,09-wissel
5300,$272.02 B,09-wissel
5301,$47.92 B,09-wissel
5302,$10.87 B,09-wissel
5303,$16.33 B,09-wissel
5304,$14.92 B,09-wissel
5305,$20.73 B,09-wissel
5306,$50.60 B,09-wissel
5307,$24.20 B,09-wissel
5308,$22.35 B,09-wissel
5309,$12.55 B,09-wissel
5310,$21.37 B,09-wissel
5311,$16.14 B,09-wissel
5312,$13.14 B,09-wissel
5313,$12.30 B,09-wissel
5314,$62.98 B,09-wissel
5315,$33.32 B,09-wissel
5316,$10.34 B,09-wissel
5317,$13.51 B,09-wissel
5318,$10.29 B,09-wissel
5319,$57.81 B,09-wissel
5320,$21.25 B,09-wissel
5321,$17.65 B,09-wissel
5322,$15.34 B,09-wissel
5323,$49.41 B,09-wissel
5324,$48.60 B,09-wissel
5325,$9.35 B,09-wissel
5326,$19.44 B,09-wissel
5327,$30.75 B,09-wissel
5328,$13.08 B,09-wissel
5329,$14.49 B,09-wissel
5330,$0.67 B,09-wissel
5331,$17.94 B,09-wissel
5332,$11.34 B,09-wissel
5333,$3.18 B,09-wissel
5334,$186.99 B,09-wissel
5335,$44.20 B,09-wissel
5336,$20.17 B,09-wissel
5337,$15.64 B,09-wissel
5338,$17.27 B,09-wissel
5339,$4.00 B,09-wissel
5340,$2.78 B,09-wissel
5341,$14.19 B,09-wissel
5342,$10.54 B,09-wissel
5343,$17.36 B,09-wissel
5344,$16.58 B,09-wissel
5345,$13.10 B,09-wissel
5346,$11.84 B,09-wissel
5347,$6.41 B,09-wissel
5348,$11.52 B,09-wissel
5349,$227.05 B,09-wissel
5350,$238.58 B,09-wissel
5351,$9.87 B,09-wissel
5352,$11.99 B,09-wissel
5353,$12.56 B,09-wissel
5354,$11.28 B,09-wissel
5355,$63.45 B,09-wissel
5356,$1.33 B,09-wissel
5357,$13.18 B,09-wissel
5358,$0.94 B,09-wissel
5359,$9.61 B,09-wissel
5360,$18.99 B,09-wissel
5361,$98.70 B,09-wissel
5362,$1.68 B,09-wissel
5363,$1.66 B,09-wissel
5364,$7.87 B,09-wissel
5365,$7.86 B,09-wissel
5366,$18.69 B,09-wissel
5367,$13.16 B,09-wissel
5368,$15.82 B,09-wissel
5369,$58.84 B,09-wissel
5370,$5.82 B,09-wissel
5371,$6.71 B,09-wissel
5372,$25.81 B,09-wissel
5373,$9.19 B,09-wissel
5374,$6.27 B,09-wissel
5375,$4.56 B,09-wissel
5376,$59.40 B,09-wissel
5377,$19.97 B,09-wissel
5378,$18.52 B,09-wissel
5379,$12.41 B,09-wissel
5380,$29.23 B,09-wissel
5381,$5.05 B,09-wissel
5382,$3.81 B,09-wissel
5383,$55.22 B,09-wissel
5384,$18.74 B,09-wissel
5385,$10.76 B,09-wissel
5386,$17.74 B,09-wissel
5387,$14.66 B,09-wissel
5388,$1.71 B,09-wissel
5389,$12.55 B,09-wissel
5390,$29.04 B,09-wissel
5391,$19.17 B,09-wissel
5392,$45.99 B,09-wissel
5393,$5.35 B,09-wissel
5394,$16.31 B,09-wissel
5395,$6.82 B,09-wissel
5396,$7.89 B,09-wissel
5397,$9.97 B,09-wissel
5398,$25.78 B,09-wissel
5399,$24.04 B,09-wissel
5400,$4.57 B,09-wissel
5401,$6.32 B,09-wissel
5402,$14.90 B,09-wissel
5403,$20.19 B,09-wissel
5404,$27.05 B,09-wissel
5405,$22.68 B,09-wissel
5406,$6.91 B,09-wissel
5407,$28.92 B,09-wissel
5408,$36.26 B,09-wissel
5409,$5.18 B,09-wissel
5410,$6.62 B,09-wissel
5411,$8.57 B,09-wissel
5412,$20.40 B,09-wissel
5413,$23.00 B,09-wissel
