,earnings,team
2617,-$8.25 M,09-wissel
2618,$24.05 M,09-wissel
2619,-$5.22 M,09-wissel
2620,$20.43 M,09-wissel
2621,-$23 M,09-wissel
2622,$0.10 B,09-wissel
2623,-$1.09 M,09-wissel
2624,-$4.34 M,09-wissel
2625,-$7.68 M,09-wissel
2626,-$1.05 M,09-wissel
2627,-$1.37 M,09-wissel
2628,-$17.36 M,09-wissel
2629,$17.22 M,09-wissel
2630,-$4.67 M,09-wissel
2631,$3.52 B,09-wissel
2632,-$8.34 M,09-wissel
2633,-$40.67 M,09-wissel
2634,$0.20 B,09-wissel
2635,$0.89 B,09-wissel
2636,-$0.81 B,09-wissel
2637,$0.14 B,09-wissel
2638,$1.89 B,09-wissel
2639,$0.38 B,09-wissel
2640,$68.49 M,09-wissel
2641,$0.32 B,09-wissel
2642,$0.53 B,09-wissel
2643,$13 M,09-wissel
2644,-$0.38 B,09-wissel
2645,,09-wissel
2646,$0.10 B,09-wissel
2647,$1.04 B,09-wissel
2648,$13.06 M,09-wissel
2649,-$14.33 M,09-wissel
2650,$1.25 B,09-wissel
2651,-$1.18 M,09-wissel
2652,-$12.38 M,09-wissel
2653,$0.87 B,09-wissel
2654,-$0.46 B,09-wissel
2655,$0.23 B,09-wissel
2656,$0.45 B,09-wissel
2657,-$7.34 M,09-wissel
2658,-$0.32 B,09-wissel
2659,$0.52 B,09-wissel
2660,$3.55 B,09-wissel
2661,$83.99 M,09-wissel
2662,$9.36 M,09-wissel
2663,$0.93 B,09-wissel
2664,,09-wissel
2665,$0.86 B,09-wissel
2666,-$12.28 M,09-wissel
2667,$22.84 M,09-wissel
2668,-$60.12 M,09-wissel
2669,-$11.75 M,09-wissel
2670,$0.34 B,09-wissel
2671,$20.36 M,09-wissel
2672,$4.56 M,09-wissel
2673,-$43 M,09-wissel
2674,$0.44 B,09-wissel
2675,-$28.07 M,09-wissel
2676,$0.53 B,09-wissel
2677,$3.22 M,09-wissel
2678,-$33.85 M,09-wissel
2679,,09-wissel
2680,$0.57 B,09-wissel
2681,$26.15 M,09-wissel
2682,$0.27 B,09-wissel
2683,$94.29 M,09-wissel
2684,$0.10 B,09-wissel
2685,$0.61 B,09-wissel
2686,-$61.18 M,09-wissel
2687,-$0.13 B,09-wissel
2688,-$12.91 M,09-wissel
2689,$1.08 B,09-wissel
2690,-$23.85 M,09-wissel
2691,$0.17 B,09-wissel
2692,$0.31 B,09-wissel
2693,-$9.55 M,09-wissel
2694,,09-wissel
2695,$59.84 M,09-wissel
2696,$0.89 B,09-wissel
2697,-$7.24 M,09-wissel
2698,-$18.76 M,09-wissel
2699,$38.96 M,09-wissel
2700,$3.16 M,09-wissel
2701,$0.24 B,09-wissel
2702,$40.5 M,09-wissel
2703,$0.86 M,09-wissel
2704,$0.11 B,09-wissel
2705,$0.41 B,09-wissel
2706,-$0.11 B,09-wissel
2707,$0.27 B,09-wissel
2708,$2.60 B,09-wissel
2709,$17.74 M,09-wissel
2710,$0.10 B,09-wissel
2711,-$0.19 B,09-wissel
2712,-$3.88 M,09-wissel
2713,-$0.12 B,09-wissel
2714,$41.9 M,09-wissel
2715,$0.18 B,09-wissel
2716,$18.44 M,09-wissel
2717,-$93.24 M,09-wissel
2718,$2.27 B,09-wissel
2719,-$11.8 M,09-wissel
2720,-$18.18 M,09-wissel
2721,$58.3 M,09-wissel
2722,-$12.59 M,09-wissel
2723,$0.29 B,09-wissel
2724,$33.81 M,09-wissel
2725,-$1.88 M,09-wissel
2726,-$32.72 M,09-wissel
2727,$0.47 B,09-wissel
2728,$76.32 M,09-wissel
2729,$0.12 B,09-wissel
2730,$32 M,09-wissel
2731,$1.00 B,09-wissel
2732,$0.82 B,09-wissel
2733,$0.18 B,09-wissel
2734,$0.88 B,09-wissel
2735,$4.48 B,09-wissel
2736,-$8.29 M,09-wissel
2737,-$15.02 M,09-wissel
2738,-$3 M,09-wissel
2739,-$44.44 M,09-wissel
2740,-$0.92 M,09-wissel
2741,-$28.47 M,09-wissel
2742,-$17.05 M,09-wissel
2743,$0.11 B,09-wissel
2744,$0.17 B,09-wissel
2745,$0.76 B,09-wissel
2746,-$77.21 M,09-wissel
2747,$61.3 M,09-wissel
2748,$2.89 B,09-wissel
2749,$3.36 B,09-wissel
2750,$5.50 B,09-wissel
2751,$1.63 B,09-wissel
2752,$1.48 B,09-wissel
2753,-$0.28 B,09-wissel
2754,$1.44 B,09-wissel
2755,$1.04 B,09-wissel
2756,$0.58 B,09-wissel
2757,$0.43 B,09-wissel
2758,$2.90 B,09-wissel
2759,$6.21 B,09-wissel
2760,$1.62 B,09-wissel
2761,$0.31 B,09-wissel
2762,$0.56 B,09-wissel
2763,$0.46 B,09-wissel
2764,$0.61 B,09-wissel
2765,-$17.39 M,09-wissel
2766,$0.65 B,09-wissel
2767,$82.93 M,09-wissel
2768,$0.58 B,09-wissel
2769,$0.68 B,09-wissel
2770,$0.26 B,09-wissel
2771,$0.42 B,09-wissel
2772,$0.43 B,09-wissel
2773,$24.85 B,09-wissel
2774,$9.46 B,09-wissel
2775,$4.17 B,09-wissel
2776,$7.57 B,09-wissel
2777,$10.98 B,09-wissel
2778,$0.36 B,09-wissel
2779,$20.54 B,09-wissel
2780,$12.37 B,09-wissel
2781,$1.41 B,09-wissel
2782,$24.84 B,09-wissel
2783,$6.29 B,09-wissel
2784,$7.48 B,09-wissel
2785,$0.81 B,09-wissel
2786,$3.09 B,09-wissel
2787,$7.38 B,09-wissel
2788,$1.04 B,09-wissel
2789,$1.30 B,09-wissel
2790,-$1.33 B,09-wissel
2791,$60.9 M,09-wissel
2792,$5.14 B,09-wissel
2793,$0.91 B,09-wissel
2794,$5.74 B,09-wissel
2795,$2.83 B,09-wissel
2796,$4.73 B,09-wissel
2797,$1.59 B,09-wissel
2798,-$0.28 B,09-wissel
2799,$3.03 B,09-wissel
2800,$2.61 B,09-wissel
2801,$3.25 B,09-wissel
2802,-$0.13 B,09-wissel
2803,$0.66 B,09-wissel
2804,$4.04 B,09-wissel
2805,$1.73 B,09-wissel
2806,$0.13 B,09-wissel
2807,$0.73 B,09-wissel
2808,$0.26 B,09-wissel
2809,$1.46 B,09-wissel
2810,$0.83 B,09-wissel
2811,$0.58 B,09-wissel
2812,$0.27 B,09-wissel
2813,$0.28 B,09-wissel
2814,$1.99 B,09-wissel
2815,$2.57 B,09-wissel
2816,$1.33 B,09-wissel
2817,$0.34 B,09-wissel
2818,$0.19 B,09-wissel
2819,$1.08 B,09-wissel
2820,$0.67 B,09-wissel
2821,$0.23 B,09-wissel
2822,$0.11 B,09-wissel
2823,$0.39 B,09-wissel
2824,$0.70 B,09-wissel
2825,$38.76 M,09-wissel
2826,$0.21 B,09-wissel
2827,$0.46 B,09-wissel
2828,$1.41 B,09-wissel
2829,$1.24 B,09-wissel
2830,$0.10 B,09-wissel
2831,$0.10 B,09-wissel
2832,$0.25 B,09-wissel
2833,-$0.18 B,09-wissel
2834,$0.72 B,09-wissel
2835,$5.02 B,09-wissel
2836,$0.34 B,09-wissel
2837,-$0.67 B,09-wissel
2838,$0.29 B,09-wissel
2839,$18.46 B,09-wissel
2840,$1.05 B,09-wissel
2841,$0.37 B,09-wissel
2842,$0.34 B,09-wissel
2843,$0.45 B,09-wissel
2844,-$20.63 B,09-wissel
2845,$47.57 M,09-wissel
2846,$0.17 B,09-wissel
2847,$0.44 B,09-wissel
2848,$2.09 B,09-wissel
2849,$0.11 B,09-wissel
2850,$0.80 B,09-wissel
2851,$0.27 B,09-wissel
2852,-$15.78 M,09-wissel
2853,-$0.39 B,09-wissel
2854,$2.26 B,09-wissel
2855,$0.11 B,09-wissel
2856,$0.16 B,09-wissel
2857,$0.41 B,09-wissel
2858,$1.01 B,09-wissel
2859,$0.12 B,09-wissel
2860,$0.23 B,09-wissel
2861,$0.30 B,09-wissel
2862,$0.69 B,09-wissel
2863,$0.16 B,09-wissel
2864,$0.20 B,09-wissel
2865,$0.48 B,09-wissel
2866,$68.58 M,09-wissel
2867,-$0.47 B,09-wissel
2868,$0.38 B,09-wissel
2869,$0.12 B,09-wissel
2870,$0.16 B,09-wissel
2871,$56.8 M,09-wissel
2872,-$0.16 B,09-wissel
2873,-$0.26 B,09-wissel
2874,$81.12 M,09-wissel
2875,$0.51 B,09-wissel
2876,$0.11 B,09-wissel
2877,$79.91 M,09-wissel
2878,$84.15 M,09-wissel
2879,$0.24 B,09-wissel
2880,$0.11 B,09-wissel
2881,$1.14 B,09-wissel
2882,-$58.74 M,09-wissel
2883,$0.38 B,09-wissel
2884,$1.81 B,09-wissel
2885,$0.22 B,09-wissel
2886,$0.23 B,09-wissel
2887,$0.58 B,09-wissel
2888,$15.78 B,09-wissel
2889,$0.12 B,09-wissel
2890,$41.27 M,09-wissel
2891,$0.19 B,09-wissel
2892,$0.31 B,09-wissel
2893,-$0.33 B,09-wissel
2894,$49.85 M,09-wissel
2895,$0.18 B,09-wissel
2896,-$55.06 M,09-wissel
2897,$0.78 B,09-wissel
2898,$0.16 B,09-wissel
2899,$2.47 B,09-wissel
2900,$56.03 M,09-wissel
2901,$55.87 M,09-wissel
2902,,09-wissel
2903,$42.16 M,09-wissel
2904,-$32.83 M,09-wissel
2905,$0.11 B,09-wissel
2906,$2.92 B,09-wissel
2907,-$0.11 B,09-wissel
2908,$7.83 M,09-wissel
2909,$39.92 M,09-wissel
2910,$93.16 M,09-wissel
2911,$43.64 M,09-wissel
2912,$75.79 M,09-wissel
2913,-$0.47 B,09-wissel
2914,$0.50 B,09-wissel
2915,$47.64 M,09-wissel
2916,$39.64 M,09-wissel
2917,-$26.08 M,09-wissel
2918,$0.21 B,09-wissel
2919,$0.22 B,09-wissel
2920,$0.11 B,09-wissel
2921,-$0.13 B,09-wissel
2922,$27.95 M,09-wissel
2923,-$0.98 B,09-wissel
2924,-$43.89 M,09-wissel
2925,$0.59 B,09-wissel
2926,$55.68 M,09-wissel
2927,$0.21 B,09-wissel
2928,$44.13 M,09-wissel
2929,$52.33 M,09-wissel
2930,-$0.14 B,09-wissel
2931,$0.16 B,09-wissel
2932,-$0.2 B,09-wissel
2933,-$23.48 M,09-wissel
2934,-$49.48 M,09-wissel
2935,-$81.24 M,09-wissel
2936,$22.34 M,09-wissel
2937,$0.11 B,09-wissel
2938,-$0.15 B,09-wissel
2939,-$37.28 M,09-wissel
2940,$0.20 B,09-wissel
2941,$5.58 B,09-wissel
2942,$0.12 B,09-wissel
2943,-$27.69 M,09-wissel
2944,$91.12 M,09-wissel
2945,,09-wissel
2946,-$11.7 M,09-wissel
2947,$0.15 B,09-wissel
2948,$0.87 B,09-wissel
2949,$0.27 B,09-wissel
2950,$1.90 B,09-wissel
2951,$1.84 B,09-wissel
2952,$5.14 B,09-wissel
2953,-$14.39 B,09-wissel
2954,-$0.32 B,09-wissel
2955,$14.05 B,09-wissel
2956,$2.49 B,09-wissel
2957,$4.00 B,09-wissel
2958,$10.40 B,09-wissel
2959,$1.77 B,09-wissel
2960,$19.48 B,09-wissel
2961,$7.89 B,09-wissel
2962,$0.31 B,09-wissel
2963,-$6.7 B,09-wissel
2964,$19.47 B,09-wissel
2965,$4.70 B,09-wissel
2966,$1.72 B,09-wissel
2967,$2.79 B,09-wissel
2968,$5.33 B,09-wissel
2969,-$3.31 B,09-wissel
2970,$7.36 B,09-wissel
2971,$0.50 B,09-wissel
2972,$45.46 B,09-wissel
2973,$5.50 B,09-wissel
2974,-$0.25 B,09-wissel
2975,$8.65 B,09-wissel
2976,$0.92 B,09-wissel
2977,$6.84 B,09-wissel
2978,$0.73 B,09-wissel
2979,$0.30 B,09-wissel
2980,$1.41 B,09-wissel
2981,$9.31 B,09-wissel
2982,$1.82 B,09-wissel
2983,$0.47 B,09-wissel
2984,$0.11 B,09-wissel
2985,$1.34 B,09-wissel
2986,-$4.94 B,09-wissel
2987,$4.07 B,09-wissel
2988,$0.47 B,09-wissel
2989,$0.32 B,09-wissel
2990,$0.29 B,09-wissel
2991,$0.19 B,09-wissel
2992,$5.29 B,09-wissel
2993,$1.57 B,09-wissel
2994,$1.10 B,09-wissel
2995,$0.73 B,09-wissel
2996,-$74.75 M,09-wissel
2997,$0.52 B,09-wissel
2998,-$0.27 B,09-wissel
2999,$0.26 B,09-wissel
3000,$0.17 B,09-wissel
3001,$0.30 B,09-wissel
3002,$0.30 B,09-wissel
3003,$1.33 B,09-wissel
3004,$0.22 B,09-wissel
3005,$0.21 B,09-wissel
3006,$2.59 B,09-wissel
3007,$2.82 B,09-wissel
3008,$1.65 B,09-wissel
3009,,09-wissel
3010,$1.45 B,09-wissel
3011,-$62.29 M,09-wissel
3012,$0.84 B,09-wissel
3013,$0.87 B,09-wissel
3014,$0.30 B,09-wissel
3015,-$66.48 M,09-wissel
3016,$0.33 B,09-wissel
3017,$0.59 B,09-wissel
3018,,09-wissel
3019,$0.36 B,09-wissel
3020,$0.34 B,09-wissel
3021,$0.78 B,09-wissel
3022,$1.87 B,09-wissel
3023,$0.92 B,09-wissel
3024,$0.45 B,09-wissel
3025,$0.36 B,09-wissel
3026,$0.65 B,09-wissel
3027,-$0.27 B,09-wissel
3028,$0.35 B,09-wissel
3029,-$43.22 M,09-wissel
3030,$0.47 B,09-wissel
3031,$70.45 M,09-wissel
3032,-$4.94 B,09-wissel
3033,$13.69 M,09-wissel
3034,$0.31 B,09-wissel
3035,$0.34 B,09-wissel
3036,$0.10 B,09-wissel
3037,$0.22 B,09-wissel
3038,$77.49 M,09-wissel
3039,$0.73 B,09-wissel
3040,$0.37 B,09-wissel
3041,$0.29 B,09-wissel
3042,$1.65 B,09-wissel
3043,$14.95 M,09-wissel
3044,$0.10 B,09-wissel
3045,$0.45 B,09-wissel
3046,-$59.39 M,09-wissel
3047,$0.96 B,09-wissel
3048,-$8.58 M,09-wissel
3049,-$0.12 B,09-wissel
3050,$2.72 B,09-wissel
3051,$5.68 B,09-wissel
3052,$4.54 B,09-wissel
3053,$2.18 B,09-wissel
3054,$10.29 B,09-wissel
3055,-$5.76 B,09-wissel
3056,$1.11 B,09-wissel
3057,$0.17 B,09-wissel
3058,$28.04 B,09-wissel
3059,$0.64 B,09-wissel
3060,$0.75 B,09-wissel
3061,$42.24 M,09-wissel
3062,$1.08 B,09-wissel
3063,$0.29 B,09-wissel
3064,$0.47 B,09-wissel
3065,$0.25 B,09-wissel
3066,$0.84 B,09-wissel
3067,$66.96 M,09-wissel
3068,$0.40 B,09-wissel
3069,$0.67 B,09-wissel
3070,$0.27 B,09-wissel
3071,$0.48 B,09-wissel
3072,$0.34 B,09-wissel
3073,-$94.07 M,09-wissel
3074,$1.32 B,09-wissel
3075,$0.27 B,09-wissel
3076,$0.82 B,09-wissel
3077,$0.79 B,09-wissel
3078,$0.19 B,09-wissel
3079,$1.23 B,09-wissel
3080,$0.47 B,09-wissel
3081,$0.56 B,09-wissel
3082,$0.59 B,09-wissel
3083,$1.70 B,09-wissel
3084,$0.95 B,09-wissel
3085,$0.40 B,09-wissel
3086,$0.22 B,09-wissel
3087,$29.64 M,09-wissel
3088,$0.16 B,09-wissel
3089,$0.59 B,09-wissel
3090,$0.19 B,09-wissel
3091,$40.78 M,09-wissel
3092,$13.02 M,09-wissel
3093,$42.56 M,09-wissel
3094,$22.26 M,09-wissel
3095,$0.45 B,09-wissel
3096,$45.19 B,09-wissel
3097,$24.89 B,09-wissel
3098,$65.01 B,09-wissel
3099,$33.64 B,09-wissel
3100,$16.49 B,09-wissel
3101,$0.87 B,09-wissel
3102,$57.15 B,09-wissel
3103,$15.29 B,09-wissel
3104,$19.13 B,09-wissel
3105,$43.09 B,09-wissel
3106,$2.05 B,09-wissel
3107,$2.98 B,09-wissel
3108,$5.69 B,09-wissel
3109,$12.85 B,09-wissel
3110,$1.73 B,09-wissel
3111,$3.66 B,09-wissel
3112,$5.58 B,09-wissel
3113,$5.58 B,09-wissel
3114,$7.59 B,09-wissel
3115,$1.93 B,09-wissel
3116,$12.78 B,09-wissel
3117,$12.34 B,09-wissel
3118,$2.13 B,09-wissel
3119,$5.29 B,09-wissel
3120,$1.24 B,09-wissel
3121,$9.46 B,09-wissel
3122,$0.16 B,09-wissel
3123,$15.53 B,09-wissel
3124,$2.00 B,09-wissel
3125,$3.25 B,09-wissel
3126,$31.54 B,09-wissel
3127,$4.13 B,09-wissel
3128,$3.86 B,09-wissel
3129,$2.83 B,09-wissel
3130,$24.22 B,09-wissel
3131,$6.22 B,09-wissel
3132,-$43.83 M,09-wissel
3133,-$0.63 B,09-wissel
3134,-$0.63 B,09-wissel
3135,$1.49 B,09-wissel
3136,$2.75 B,09-wissel
3137,$14.42 B,09-wissel
3138,-$3.25 B,09-wissel
3139,$0.85 B,09-wissel
3140,-$6.11 B,09-wissel
3141,$4.98 B,09-wissel
3142,$4.69 B,09-wissel
3143,-$3.71 B,09-wissel
3144,-$0.86 B,09-wissel
3145,$0.93 B,09-wissel
3146,$10.82 B,09-wissel
3147,$1.71 B,09-wissel
3148,$15.29 B,09-wissel
3149,$1.53 B,09-wissel
3150,$0.66 B,09-wissel
3151,$8.71 B,09-wissel
3152,$8.79 B,09-wissel
3153,$1.69 B,09-wissel
3154,$15.86 B,09-wissel
3155,$5.02 B,09-wissel
3156,$1.17 B,09-wissel
3157,$10.88 B,09-wissel
3158,-$3.33 B,09-wissel
3159,$1.76 B,09-wissel
3160,$2.50 B,09-wissel
3161,$2.15 B,09-wissel
3162,$0.73 B,09-wissel
3163,$4.78 B,09-wissel
3164,-$0.99 B,09-wissel
3165,$8.42 B,09-wissel
3166,$1.38 B,09-wissel
3167,$0.92 B,09-wissel
3168,$5.11 B,09-wissel
3169,$1.01 B,09-wissel
3170,$8.28 B,09-wissel
3171,$4.96 B,09-wissel
3172,$1.98 B,09-wissel
3173,-$1.41 B,09-wissel
3174,$7.47 B,09-wissel
3175,$1.59 B,09-wissel
3176,$0.10 B,09-wissel
3177,$0.93 B,09-wissel
3178,$0.78 B,09-wissel
3179,$1.97 B,09-wissel
3180,$2.99 B,09-wissel
3181,$0.19 B,09-wissel
3182,$26.42 B,09-wissel
3183,$12.66 B,09-wissel
3184,-$0.45 B,09-wissel
3185,$0.53 B,09-wissel
3186,$0.63 B,09-wissel
3187,$5.55 B,09-wissel
3188,$0.72 B,09-wissel
3189,$0.88 B,09-wissel
3190,-$3.43 B,09-wissel
3191,$0.48 B,09-wissel
3192,-$7.62 B,09-wissel
3193,-$0.27 B,09-wissel
3194,$3.69 B,09-wissel
3195,$1.16 B,09-wissel
3196,$4.63 B,09-wissel
3197,$0.56 B,09-wissel
3198,$48.61 M,09-wissel
3199,$0.12 B,09-wissel
3200,$1.36 B,09-wissel
3201,$1.47 B,09-wissel
3202,$0.59 B,09-wissel
3203,$3.66 B,09-wissel
3204,$2.53 B,09-wissel
3205,$9.27 B,09-wissel
3206,$0.91 B,09-wissel
3207,$0.32 B,09-wissel
3208,$0.62 B,09-wissel
3209,$1.98 B,09-wissel
3210,$0.64 B,09-wissel
3211,$3.96 B,09-wissel
3212,-$0.21 B,09-wissel
3213,$0.34 B,09-wissel
3214,-$1.6 B,09-wissel
3215,-$0.29 B,09-wissel
3216,$1.65 B,09-wissel
3217,$4.87 B,09-wissel
3218,$4.09 B,09-wissel
3219,$0.36 B,09-wissel
3220,$1.94 B,09-wissel
3221,$1.25 B,09-wissel
3222,-$1.2 B,09-wissel
3223,$3.36 B,09-wissel
3224,$3.65 B,09-wissel
3225,$2.24 B,09-wissel
3226,$1.82 B,09-wissel
3227,-$1.22 B,09-wissel
3228,$1.56 B,09-wissel
3229,$1.16 B,09-wissel
3230,$0.51 B,09-wissel
3231,$0.62 B,09-wissel
3232,-$0.38 B,09-wissel
3233,$5.03 B,09-wissel
3234,$40.17 M,09-wissel
3235,-$0.29 B,09-wissel
3236,-$41.81 M,09-wissel
3237,-$1.9 B,09-wissel
3238,-$0.37 B,09-wissel
3239,$1.03 B,09-wissel
3240,$4.77 B,09-wissel
3241,$0.72 B,09-wissel
3242,$0.10 B,09-wissel
3243,$0.15 B,09-wissel
3244,-$0.17 B,09-wissel
3245,$1.19 B,09-wissel
3246,$0.51 B,09-wissel
3247,-$0.15 B,09-wissel
3248,$0.54 B,09-wissel
3249,-$0.32 B,09-wissel
3250,-$0.23 B,09-wissel
3251,$1.59 B,09-wissel
3252,$0.13 B,09-wissel
3253,-$0.5 B,09-wissel
3254,$69.99 M,09-wissel
3255,$52.57 M,09-wissel
3256,$0.19 B,09-wissel
3257,$0.10 B,09-wissel
3258,-$85.28 M,09-wissel
3259,$25.44 M,09-wissel
3260,$0.19 B,09-wissel
3261,-$0.28 B,09-wissel
3262,$0.58 B,09-wissel
3263,$0.14 B,09-wissel
3264,$0.20 B,09-wissel
3265,-$0.21 B,09-wissel
3266,-$0.18 B,09-wissel
3267,$0.18 B,09-wissel
3268,-$0.34 B,09-wissel
3269,$64.7 M,09-wissel
3270,$0.23 B,09-wissel
3271,$34 M,09-wissel
3272,-$0.15 B,09-wissel
3273,-$0.27 B,09-wissel
3274,-$0.18 B,09-wissel
3275,$2.65 B,09-wissel
3276,,09-wissel
3277,-$53.76 M,09-wissel
3278,$0.79 B,09-wissel
3279,-$16.99 M,09-wissel
3280,-$52.58 M,09-wissel
3281,-$0.38 B,09-wissel
3282,-$0.6 B,09-wissel
3283,-$0.16 B,09-wissel
3284,-$0.18 B,09-wissel
3285,-$13.53 M,09-wissel
3286,-$14.41 M,09-wissel
3287,-$0.45 B,09-wissel
3288,-$27.51 M,09-wissel
3289,-$45.16 M,09-wissel
3290,$0.03 M,09-wissel
3291,$0.12 B,09-wissel
3292,-$0.16 B,09-wissel
3293,-$0.21 B,09-wissel
3294,$0.22 B,09-wissel
3295,-$0.6 B,09-wissel
3296,$0.17 B,09-wissel
3297,-$0.12 B,09-wissel
3298,$0.31 B,09-wissel
3299,$41.35 M,09-wissel
3300,$28.28 M,09-wissel
3301,-$10.55 M,09-wissel
3302,$82.89 M,09-wissel
3303,$0.10 B,09-wissel
3304,-$7.34 M,09-wissel
3305,$2.4 M,09-wissel
3306,$0.20 B,09-wissel
3307,$8.05 M,09-wissel
3308,$10.61 M,09-wissel
3309,$0.31 B,09-wissel
3310,-$37.12 M,09-wissel
3311,-$12.14 M,09-wissel
3312,$12.66 M,09-wissel
3313,-$55.63 M,09-wissel
3314,-$35.48 M,09-wissel
3315,-$8.94 M,09-wissel
3316,$4.44 M,09-wissel
3317,$27.29 M,09-wissel
3318,$24.69 M,09-wissel
3319,-$8.74 M,09-wissel
3320,$10.83 M,09-wissel
3321,-$62.98 M,09-wissel
3322,$90.75 M,09-wissel
3323,$3.5 M,09-wissel
3324,-$11.34 M,09-wissel
3325,$93.97 M,09-wissel
3326,$14.3 M,09-wissel
3327,-$11.55 M,09-wissel
3328,$1.59 M,09-wissel
3329,$78.91 M,09-wissel
3330,-$17.8 M,09-wissel
3331,-$79.03 M,09-wissel
3332,-$91.14 M,09-wissel
3333,$0.40 B,09-wissel
3334,$24.99 M,09-wissel
3335,-$48.98 M,09-wissel
3336,$5.71 M,09-wissel
3337,$20.21 M,09-wissel
3338,-$4.36 M,09-wissel
3339,$16.2 M,09-wissel
3340,-$21.25 M,09-wissel
3341,-$3.2 M,09-wissel
3342,-$10.94 M,09-wissel
3343,-$66.44 M,09-wissel
3344,-$15.36 M,09-wissel
3345,$0.16 M,09-wissel
3346,-$0.13 B,09-wissel
3347,-$14.84 M,09-wissel
3348,$66.75 M,09-wissel
3349,$12.9 M,09-wissel
3350,-$66.4 M,09-wissel
3351,-$7.03 M,09-wissel
3352,-$38.75 M,09-wissel
3353,$2.5 M,09-wissel
3354,-$0.41 M,09-wissel
3355,$4.96 M,09-wissel
3356,$75.86 M,09-wissel
3357,$5.33 M,09-wissel
3358,$7.56 B,09-wissel
3359,-$91.17 M,09-wissel
3360,-$10.17 M,09-wissel
3361,$4.14 M,09-wissel
3362,$0.25 B,09-wissel
3363,$1.59 B,09-wissel
3364,$1.56 B,09-wissel
3365,$2.93 B,09-wissel
3366,$3.04 B,09-wissel
3367,-$89.47 M,09-wissel
3368,$0.15 B,09-wissel
3369,-$0.94 B,09-wissel
3370,-$0.57 B,09-wissel
3371,$10.68 B,09-wissel
3372,$5.30 B,09-wissel
3373,$2.66 B,09-wissel
3374,$1.67 B,09-wissel
3375,$2.85 B,09-wissel
3376,$3.13 B,09-wissel
3377,$0.63 B,09-wissel
3378,-$0.43 B,09-wissel
3379,-$0.17 B,09-wissel
3380,-$1.37 B,09-wissel
3381,$0.71 B,09-wissel
3382,$0.55 B,09-wissel
3383,$59.6 M,09-wissel
3384,$0.13 B,09-wissel
3385,$0.32 B,09-wissel
3386,$0.34 B,09-wissel
3387,$2.30 B,09-wissel
3388,$7.46 B,09-wissel
3389,$90.24 M,09-wissel
3390,$11.63 M,09-wissel
3391,$0.14 B,09-wissel
3392,$0.11 B,09-wissel
3393,$0.45 B,09-wissel
3394,$0.30 B,09-wissel
3395,-$0.16 B,09-wissel
3396,$78.87 M,09-wissel
3397,$1.14 B,09-wissel
3398,$0.82 B,09-wissel
3399,,09-wissel
3400,$0.68 B,09-wissel
3401,-$23.93 M,09-wissel
3402,-$0.27 B,09-wissel
3403,$1.36 B,09-wissel
3404,$67.17 M,09-wissel
3405,$19.92 M,09-wissel
3406,-$0.81 M,09-wissel
3407,,09-wissel
3408,$0.68 B,09-wissel
3409,-$23.93 M,09-wissel
3410,-$0.27 B,09-wissel
3411,$1.36 B,09-wissel
3412,$67.17 M,09-wissel
3413,$19.92 M,09-wissel
3414,-$0.81 M,09-wissel
3415,$5.06 B,09-wissel
3416,$3.31 B,09-wissel
3417,$0.56 B,09-wissel
3418,$3.35 B,09-wissel
3419,$0.37 B,09-wissel
3420,$1.50 B,09-wissel
3421,$10.74 B,09-wissel
3422,$2.89 B,09-wissel
3423,$1.33 B,09-wissel
3424,$1.25 B,09-wissel
3425,$0.11 B,09-wissel
3426,$0.33 B,09-wissel
3427,$6.41 B,09-wissel
3428,,09-wissel
3429,$45.1 M,09-wissel
3430,,09-wissel
3431,$2.26 B,09-wissel
3432,$0.18 B,09-wissel
3433,$1.32 B,09-wissel
3434,$4.00 B,09-wissel
3435,$0.10 B,09-wissel
3436,-$26.69 M,09-wissel
3437,$2.37 B,09-wissel
3438,$0.29 B,09-wissel
3439,$0.71 B,09-wissel
3440,,09-wissel
3441,$8.91 B,09-wissel
3442,$5.83 M,09-wissel
3443,-$0.25 B,09-wissel
3444,$0.24 B,09-wissel
3445,$0.44 B,09-wissel
3446,,09-wissel
3447,-$0.24 B,09-wissel
3448,,09-wissel
3449,-$20.01 B,09-wissel
3450,$0.17 B,09-wissel
3451,,09-wissel
3452,$93.3 M,09-wissel
3453,$43.91 B,09-wissel
3454,-$0.12 B,09-wissel
3455,$4.86 B,09-wissel
3456,$2.74 B,09-wissel
3457,$0.59 B,09-wissel
3458,$0.57 B,09-wissel
3459,$1.14 B,09-wissel
3460,$1.81 B,09-wissel
3461,$0.57 B,09-wissel
3462,$2.26 B,09-wissel
3463,$1.26 B,09-wissel
3464,$0.61 B,09-wissel
3465,,09-wissel
3466,$88.43 M,09-wissel
3467,$3.24 B,09-wissel
3468,$1.11 B,09-wissel
3469,$0.24 B,09-wissel
3470,$4.42 B,09-wissel
3471,$3.61 B,09-wissel
3472,$0.53 B,09-wissel
3473,$0.27 B,09-wissel
3474,$1.79 B,09-wissel
3475,$0.19 B,09-wissel
3476,$1.33 B,09-wissel
3477,$3.12 B,09-wissel
3478,$0.23 B,09-wissel
3479,$2.98 B,09-wissel
3480,$0.57 B,09-wissel
3481,$65.97 M,09-wissel
3482,$0.11 B,09-wissel
3483,$0.97 B,09-wissel
3484,$4.21 B,09-wissel
3485,-$0.84 B,09-wissel
