,earnings,team
6094,$0.34 B,09-wissel
6095,$0.34 B,09-wissel
6096,$1.28 B,09-wissel
6097,$0.22 B,09-wissel
6098,$0.86 B,09-wissel
6099,-$0.52 B,09-wissel
6100,$0.12 B,09-wissel
6101,$0.32 B,09-wissel
6102,$81.43 M,09-wissel
6103,$0.55 B,09-wissel
6104,$0.30 B,09-wissel
6105,$68.42 M,09-wissel
6106,$0.34 B,09-wissel
6107,-$0.76 B,09-wissel
6108,$0.64 B,09-wissel
6109,-$0.28 B,09-wissel
6110,-$45.75 M,09-wissel
6111,$1.25 B,09-wissel
6112,$0.27 B,09-wissel
6113,-$0.12 B,09-wissel
6114,$38.86 M,09-wissel
6115,-$99.89 M,09-wissel
6116,$2.20 B,09-wissel
6117,-$0.14 B,09-wissel
6118,$65.1 M,09-wissel
6119,$0.18 B,09-wissel
6120,$0.12 B,09-wissel
6121,$48.64 M,09-wissel
6122,$1.36 B,09-wissel
6123,$0.91 B,09-wissel
6124,$0.83 B,09-wissel
6125,$0.14 B,09-wissel
6126,-$35.7 M,09-wissel
6127,-$0.39 B,09-wissel
6128,$0.16 B,09-wissel
6129,$0.15 B,09-wissel
6130,-$15.27 M,09-wissel
6131,$71.27 M,09-wissel
6132,$0.11 B,09-wissel
6133,$0.23 B,09-wissel
6134,-$1.25 B,09-wissel
6135,$0.26 B,09-wissel
6136,$0.38 B,09-wissel
6137,-$0.32 B,09-wissel
6138,$1.62 B,09-wissel
6139,$0.36 B,09-wissel
6140,-$0.7 B,09-wissel
6141,-$0.33 B,09-wissel
6142,$0.28 B,09-wissel
6143,$1.28 B,09-wissel
6144,$0.58 B,09-wissel
6145,$0.26 B,09-wissel
6146,$0.10 B,09-wissel
6147,$1.38 B,09-wissel
6148,$0.18 B,09-wissel
6149,$0.97 B,09-wissel
6150,$0.13 B,09-wissel
6151,$0.22 B,09-wissel
6152,-$1.11 B,09-wissel
6153,$0.10 B,09-wissel
6154,$1.51 B,09-wissel
6155,$0.18 B,09-wissel
6156,$3.57 B,09-wissel
6157,-$0.56 B,09-wissel
6158,$0.10 B,09-wissel
6159,$0.46 B,09-wissel
6160,$0.59 B,09-wissel
6161,$0.48 B,09-wissel
6162,$0.12 B,09-wissel
6163,$0.12 B,09-wissel
6164,$0.27 B,09-wissel
6165,$0.21 B,09-wissel
6166,$14.21 M,09-wissel
6167,$0.36 B,09-wissel
6168,$0.85 B,09-wissel
6169,$0.12 B,09-wissel
6170,$27.86 M,09-wissel
6171,$0.54 B,09-wissel
6172,$83.05 M,09-wissel
6173,$0.21 B,09-wissel
6174,$19.42 M,09-wissel
6175,-$0.23 B,09-wissel
6176,$14.8 M,09-wissel
6177,$0.30 B,09-wissel
6178,$0.61 B,09-wissel
6179,$64.7 M,09-wissel
6180,$0.56 B,09-wissel
6181,$43.4 M,09-wissel
6182,$36.91 M,09-wissel
6183,$0.12 B,09-wissel
6184,$0.26 B,09-wissel
6185,$0.20 B,09-wissel
6186,$0.50 B,09-wissel
6187,$0.33 B,09-wissel
6188,$0.36 B,09-wissel
6189,-$17.68 M,09-wissel
6190,$0.13 B,09-wissel
6191,$50.13 M,09-wissel
6192,$0.18 B,09-wissel
6193,$0.29 B,09-wissel
6194,$0.24 B,09-wissel
6195,-$2.91 B,09-wissel
6196,$0.13 B,09-wissel
6197,-$39.05 M,09-wissel
6198,$0.36 B,09-wissel
6199,$0.20 B,09-wissel
6200,-$55.9 M,09-wissel
6201,$0.64 B,09-wissel
6202,-$0.39 B,09-wissel
6203,-$9.89 B,09-wissel
6204,$0.70 B,09-wissel
6205,$1.19 B,09-wissel
6206,$1.19 B,09-wissel
6207,-$0.62 B,09-wissel
6208,-$96.63 M,09-wissel
6209,$66.17 M,09-wissel
6210,$0.13 B,09-wissel
6211,$70.8 M,09-wissel
6212,$1.72 B,09-wissel
6213,$98.71 M,09-wissel
6214,-$0.36 B,09-wissel
6215,$0.15 B,09-wissel
6216,$83.68 M,09-wissel
6217,$14.47 M,09-wissel
6218,$53.21 M,09-wissel
6219,$3.22 B,09-wissel
6220,$20 M,09-wissel
6221,$0.22 B,09-wissel
6222,$0.36 B,09-wissel
6223,$0.41 B,09-wissel
6224,$2.09 B,09-wissel
6225,$0.15 B,09-wissel
6226,$0.40 B,09-wissel
6227,$0.67 B,09-wissel
6228,$1.6 M,09-wissel
6229,$0.53 B,09-wissel
6230,$1.16 B,09-wissel
6231,-$9.4 M,09-wissel
6232,$0.14 B,09-wissel
6233,$0.25 B,09-wissel
6234,-$0.22 B,09-wissel
6235,-$0.41 B,09-wissel
6236,$0.35 B,09-wissel
6237,$0.12 B,09-wissel
6238,$0.11 B,09-wissel
6239,$0.56 B,09-wissel
6240,$47.62 M,09-wissel
6241,$69.23 M,09-wissel
6242,$0.45 B,09-wissel
6243,$0.69 B,09-wissel
6244,$0.33 B,09-wissel
6245,$0.21 B,09-wissel
6246,$49.5 M,09-wissel
6247,-$0.38 B,09-wissel
6248,$0.46 B,09-wissel
6249,$0.15 B,09-wissel
6250,$0.21 B,09-wissel
6251,$0.25 B,09-wissel
6252,-$0.58 B,09-wissel
6253,-$36.8 M,09-wissel
6254,$0.37 B,09-wissel
6255,-$1.86 B,09-wissel
6256,$4.08 B,09-wissel
6257,$0.13 B,09-wissel
6258,$85.7 M,09-wissel
6259,$0.12 B,09-wissel
6260,$0.50 B,09-wissel
6261,$0.10 B,09-wissel
6262,$0.18 B,09-wissel
6263,$76.74 M,09-wissel
6264,-$40.27 M,09-wissel
6265,-$3.65 M,09-wissel
6266,$0.26 B,09-wissel
6267,$0.25 B,09-wissel
6268,$0.66 B,09-wissel
6269,$0.69 B,09-wissel
6270,$0.55 B,09-wissel
6271,$21.61 M,09-wissel
6272,$84.28 M,09-wissel
6273,-$38.81 M,09-wissel
6274,$0.71 B,09-wissel
6275,$6.23 B,09-wissel
6276,-$16.93 M,09-wissel
6277,$84.25 M,09-wissel
6278,-$1.51 B,09-wissel
6279,$86.49 M,09-wissel
6280,$0.27 B,09-wissel
6281,$0.19 B,09-wissel
6282,$13.35 B,09-wissel
6283,$0.15 B,09-wissel
6284,$0.25 B,09-wissel
6285,-$40.24 M,09-wissel
6286,-$0.24 B,09-wissel
6287,-$0.53 B,09-wissel
6288,$0.25 B,09-wissel
6289,-$20.58 M,09-wissel
6290,$80.44 M,09-wissel
6291,-$0.19 B,09-wissel
6292,$0.14 B,09-wissel
6293,$0.12 B,09-wissel
6294,$0.48 B,09-wissel
6295,$0.22 B,09-wissel
6296,$0.64 B,09-wissel
6297,$0.19 B,09-wissel
6298,$0.13 B,09-wissel
6299,$31.08 M,09-wissel
6300,$0.17 B,09-wissel
6301,$0.14 B,09-wissel
6302,-$11.02 M,09-wissel
6303,$0.10 B,09-wissel
6304,$0.25 B,09-wissel
6305,$75.4 M,09-wissel
6306,$0.21 B,09-wissel
6307,$0.39 B,09-wissel
6308,$0.65 B,09-wissel
6309,-$0.17 B,09-wissel
6310,$1.60 B,09-wissel
6311,$0.50 B,09-wissel
6312,-$1.95 B,09-wissel
6313,$0.16 B,09-wissel
6314,-$33.66 M,09-wissel
6315,$0.61 B,09-wissel
6316,$43.73 M,09-wissel
6317,$91.07 M,09-wissel
6318,$0.54 B,09-wissel
6319,-$0.2 B,09-wissel
6320,$0.22 B,09-wissel
6321,$3.62 B,09-wissel
6322,$0.21 B,09-wissel
6323,-$7.62 M,09-wissel
6324,$1.60 B,09-wissel
6325,$84.12 M,09-wissel
6326,$2.81 B,09-wissel
6327,$1.18 B,09-wissel
6328,-$1.65 B,09-wissel
6329,$14.27 M,09-wissel
6330,-$1.28 B,09-wissel
6331,$0.72 B,09-wissel
6332,$0.63 B,09-wissel
6333,$98.6 M,09-wissel
6334,$0.10 B,09-wissel
6335,$24.55 M,09-wissel
6336,$0.33 B,09-wissel
6337,-$0.22 B,09-wissel
6338,$0.69 B,09-wissel
6339,-$44.95 M,09-wissel
6340,$1.26 B,09-wissel
6341,$0.47 B,09-wissel
6342,$22.42 M,09-wissel
6343,$0.30 B,09-wissel
6344,$0.18 B,09-wissel
6345,-$0.21 B,09-wissel
6346,$0.50 B,09-wissel
6347,$0.22 B,09-wissel
6348,$0.99 B,09-wissel
6349,$0.46 B,09-wissel
6350,$43 M,09-wissel
6351,$1.08 B,09-wissel
6352,$0.15 B,09-wissel
6353,$0.13 B,09-wissel
6354,-$11.5 M,09-wissel
6355,-$0.23 B,09-wissel
6356,,09-wissel
6357,-$0.53 B,09-wissel
6358,-$0.19 B,09-wissel
6359,-$92.27 M,09-wissel
6360,-$83.36 M,09-wissel
6361,-$92.18 M,09-wissel
6362,$0.44 B,09-wissel
6363,$87.98 M,09-wissel
6364,$0.95 B,09-wissel
6365,$0.66 B,09-wissel
6366,$0.27 B,09-wissel
6367,-$1.54 B,09-wissel
6368,$14.59 M,09-wissel
6369,$0.33 B,09-wissel
6370,$99.65 M,09-wissel
6371,-$0.13 B,09-wissel
6372,-$0.3 B,09-wissel
6373,$0.15 B,09-wissel
6374,$0.68 B,09-wissel
6375,$0.21 B,09-wissel
6376,-$8.37 M,09-wissel
6377,-$0.18 B,09-wissel
6378,$69.4 M,09-wissel
6379,$74.76 M,09-wissel
6380,$0.23 B,09-wissel
6381,$17.09 M,09-wissel
6382,-$16.59 M,09-wissel
6383,$77.3 M,09-wissel
6384,$8.63 M,09-wissel
6385,$6.51 M,09-wissel
6386,$1.30 B,09-wissel
6387,-$41.96 M,09-wissel
6388,$0.16 B,09-wissel
6389,-$0.41 B,09-wissel
6390,$0.10 B,09-wissel
6391,-$0.26 B,09-wissel
6392,$0.12 B,09-wissel
6393,$70.8 M,09-wissel
6394,-$0.19 B,09-wissel
6395,-$0.21 B,09-wissel
6396,-$31.89 M,09-wissel
6397,-$0.44 B,09-wissel
6398,$0.10 B,09-wissel
6399,$1.52 B,09-wissel
6400,$0.22 B,09-wissel
6401,-$0.23 B,09-wissel
6402,$0.28 B,09-wissel
6403,$0.13 B,09-wissel
6404,$62.48 M,09-wissel
6405,$28.74 M,09-wissel
6406,$13.14 M,09-wissel
6407,$0.34 B,09-wissel
6408,$0.16 B,09-wissel
6409,$0.19 B,09-wissel
6410,-$3.17 B,09-wissel
6411,-$85.34 M,09-wissel
6412,$1.37 B,09-wissel
6413,$0.15 B,09-wissel
6414,$1.36 B,09-wissel
6415,$0.44 B,09-wissel
6416,$5.33 B,09-wissel
6417,$63.83 M,09-wissel
6418,$0.24 B,09-wissel
6419,-$0.18 B,09-wissel
6420,$64.13 M,09-wissel
6421,$6.73 M,09-wissel
6422,$26.3 M,09-wissel
6423,-$0.17 B,09-wissel
6424,$0.29 B,09-wissel
6425,$0.12 B,09-wissel
6426,$94.58 M,09-wissel
6427,-$17.38 M,09-wissel
6428,$54.35 M,09-wissel
6429,-$81.68 M,09-wissel
6430,$0.25 B,09-wissel
6431,$0.42 B,09-wissel
6432,-$0.29 B,09-wissel
6433,$0.28 B,09-wissel
6434,$84.11 M,09-wissel
6435,$0.12 B,09-wissel
6436,$0.45 B,09-wissel
6437,$35 M,09-wissel
6438,$0.33 B,09-wissel
6439,$2.13 B,09-wissel
6440,$26.55 M,09-wissel
6441,$0.37 B,09-wissel
6442,$0.11 B,09-wissel
6443,$1.24 B,09-wissel
6444,$0.23 B,09-wissel
6445,$0.13 B,09-wissel
6446,$62.82 M,09-wissel
6447,-$1.15 B,09-wissel
6448,$0.84 B,09-wissel
6449,-$42 M,09-wissel
6450,$0.41 B,09-wissel
6451,$42.41 M,09-wissel
6452,$9.71 B,09-wissel
6453,$33.3 M,09-wissel
6454,$0.33 B,09-wissel
6455,$7.10 B,09-wissel
6456,-$15.11 M,09-wissel
6457,$0.46 B,09-wissel
6458,$47.6 M,09-wissel
6459,$0.19 B,09-wissel
6460,$0.22 B,09-wissel
6461,$77.66 M,09-wissel
6462,-$0.65 B,09-wissel
6463,$0.15 B,09-wissel
6464,$48.02 M,09-wissel
6465,-$0.16 B,09-wissel
6466,$94.93 M,09-wissel
6467,-$0.32 B,09-wissel
6468,$0.10 B,09-wissel
6469,$0.12 B,09-wissel
6470,$81 M,09-wissel
6471,-$0.64 B,09-wissel
6472,-$0.55 B,09-wissel
6473,$0.36 B,09-wissel
6474,$0.26 B,09-wissel
6475,$31.75 M,09-wissel
6476,$31.74 M,09-wissel
6477,$0.10 B,09-wissel
6478,$51.76 M,09-wissel
6479,-$64.9 M,09-wissel
6480,-$0.59 B,09-wissel
6481,-$11.28 M,09-wissel
6482,$0.23 B,09-wissel
6483,$0.14 B,09-wissel
6484,$0.25 B,09-wissel
6485,$96 M,09-wissel
6486,$43.84 M,09-wissel
6487,$0.25 B,09-wissel
6488,$0.16 B,09-wissel
6489,-$95.94 M,09-wissel
6490,-$0.18 B,09-wissel
6491,-$0.32 B,09-wissel
6492,$32.22 M,09-wissel
6493,-$0.16 B,09-wissel
6494,$11.77 M,09-wissel
6495,$1.84 B,09-wissel
6496,$0.31 B,09-wissel
6497,-$0.91 B,09-wissel
6498,$0.11 B,09-wissel
6499,$0.70 B,09-wissel
6500,$0.12 B,09-wissel
6501,-$0.18 B,09-wissel
6502,$46.27 M,09-wissel
6503,$0.26 B,09-wissel
6504,-$0.39 B,09-wissel
6505,$1.08 B,09-wissel
6506,$0.28 B,09-wissel
6507,$7.71 M,09-wissel
6508,$0.22 B,09-wissel
6509,$97.02 M,09-wissel
6510,$92.83 M,09-wissel
6511,$36.4 M,09-wissel
6512,$0.41 B,09-wissel
6513,$38.18 M,09-wissel
6514,-$34.84 M,09-wissel
6515,-$43.16 M,09-wissel
6516,$43.47 M,09-wissel
6517,$0.40 B,09-wissel
6518,$0.17 B,09-wissel
6519,$0.23 B,09-wissel
6520,$0.12 B,09-wissel
6521,$0.89 B,09-wissel
6522,-$15.93 M,09-wissel
6523,$0.29 B,09-wissel
6524,$0.22 B,09-wissel
6525,$0.33 B,09-wissel
6526,$0.99 B,09-wissel
6527,$0.64 B,09-wissel
6528,$0.52 B,09-wissel
6529,$0.15 B,09-wissel
6530,-$0.05 M,09-wissel
6531,$0.20 B,09-wissel
6532,$0.28 B,09-wissel
6533,$3.08 B,09-wissel
6534,$0.32 B,09-wissel
6535,$37.4 M,09-wissel
6536,$0.20 B,09-wissel
6537,$28.06 M,09-wissel
6538,$57.54 M,09-wissel
6539,$15.55 M,09-wissel
6540,$65.63 M,09-wissel
6541,$1.20 B,09-wissel
6542,$0.11 B,09-wissel
6543,-$0.13 B,09-wissel
6544,$10.61 M,09-wissel
6545,-$0.11 B,09-wissel
6546,$35.91 M,09-wissel
6547,-$83.03 M,09-wissel
6548,-$15.88 M,09-wissel
6549,$0.29 B,09-wissel
6550,$0.21 B,09-wissel
6551,$0.21 B,09-wissel
6552,-$0.15 B,09-wissel
6553,-$89.23 M,09-wissel
6554,$0.14 B,09-wissel
6555,-$0.4 B,09-wissel
6556,$70.45 M,09-wissel
6557,$62.63 M,09-wissel
6558,$0.11 B,09-wissel
6559,-$13.66 M,09-wissel
