name,codice,pricecap,price,country
NatWest Group,NWG,$35.54 B,$7.35,UK
Manulife Financial,MFC,$35.52 B,$18.95,Canada
Ameriprise Financial,AMP,$35.45 B,$333.18,USA
Arista Networks,ANET,$35.33 B,$115.00,USA
BioNTech,BNTX,$35.20 B,$145.05,Germany
Danone,BN.PA,$35.07 B,$54.38,France
Japan Tobacco,2914.T,$34.93 B,$19.69,Japan
Crédit Agricole,ACA.PA,$34.87 B,$11.54,France
Old Dominion Freight Line,ODFL,$34.84 B,$315.35,USA
ENGIE,ENGI.PA,$34.75 B,$14.45,France
Mettler-Toledo,MTD,$34.72 B,"$1,558",USA
Marvell Technology Group,MRVL,$34.69 B,$40.67,USA
Otis Worldwide,OTIS,$34.68 B,$83.25,USA
Electronic Arts,EA,$34.63 B,$125.46,USA
Barrick Gold,GOLD,$34.60 B,$19.64,Canada
Murata Manufacturing (Murata Seisakusho),6981.T,$34.47 B,$54.75,Japan
Asian Paints,ASIANPAINT.NS,$34.41 B,$35.89,India
Axis Bank,AXISBANK.BO,$34.39 B,$11.24,India
China Pacific Insurance,601601.SS,$34.26 B,$3.91,China
Consolidated Edison,ED,$34.24 B,$96.49,USA
DSV,DSV.VI,$34.23 B,$158.07,Denmark
MPLX,MPLX,$34.21 B,$34.10,USA
China State Construction Engineering,601668.SS,$34.17 B,$0.81,China
Cement Roadstone Holding,CRH,$33.98 B,$45.64,Ireland
Japan Post Bank,7182.T,$33.80 B,$9.02,Japan
Sea (Garena),SE,$33.77 B,$60.12,Singapore
Pacific Gas and Electric,PCG,$33.72 B,$15.89,USA
Samsung SDI,006405.KS,$33.71 B,$238.03,S. Korea
Bank of Ningbo,002142.SZ,$33.70 B,$5.10,China
Holcim Group,HOLN.SW,$33.63 B,$55.33,Switzerland
Welltower,WELL,$33.61 B,$71.15,USA
Waste Connections,WCN,$33.58 B,$130.59,USA
Ametek,AME,$33.55 B,$146.13,USA
MTR Corporation,0066.HK,$33.55 B,$5.41,Hong Kong
Enphase Energy,ENPH,$33.41 B,$245.83,USA
CITIC limited,0267.HK,$33.22 B,$1.14,China
AmerisourceBergen,ABC,$33.19 B,$164.28,USA
SBA Communications,SBAC,$33.09 B,$306.55,USA
CoStar Group,CSGP,$32.96 B,$81.05,USA
D. R. Horton,DHI,$32.93 B,$94.96,USA
Cognizant Technology Solutions,CTSH,$32.92 B,$64.06,USA
Rockwell Automation,ROK,$32.73 B,$285.24,USA
CITIC Bank,601998.SS,$32.70 B,$0.76,China
Deutsche Börse,DB1.DE,$32.62 B,$177.67,Germany
Dollar Tree,DLTR,$32.57 B,$147.26,USA
Kroger,KR,$32.36 B,$45.22,USA
Telstra,TLS.AX,$32.36 B,$2.80,Australia
Keysight,KEYS,$32.29 B,$180.61,USA
GlobalFoundries,GFS,$32.23 B,$59.14,USA
Experian,EXPGF,$32.23 B,$34.98,Ireland
Interactive Brokers,IBKR,$32.18 B,$77.21,USA
Brown Forman,BF-A,$32.16 B,$67.25,USA
WEG ON,WEGE3.SA,$32.14 B,$7.65,Brazil
Shanghai Pudong Development Bank,600000.SS,$32.10 B,$1.09,China
Nidec,6594.T,$32.00 B,$55.64,Japan
ResMed,RMD,$31.94 B,$218.10,USA
VICI Properties,VICI,$31.92 B,$33.15,USA
Airports of Thailand,AOT.BK,$31.92 B,$2.23,Thailand
Yili Group,600887.SS,$31.89 B,$4.98,China
Baker Hughes,BKR,$31.89 B,$31.63,USA
Capgemini,CAP.PA,$31.79 B,$186.80,France
Walgreens Boots Alliance,WBA,$31.72 B,$36.78,USA
CaixaBank,CABK.MC,$31.67 B,$4.22,Spain
Oneok,OKE,$31.65 B,$70.83,USA
Illumina,ILMN,$31.63 B,$201.11,USA
Warner Bros. Discovery,WBD,$31.62 B,$13.14,USA
Luxshare Precision,002475.SZ,$31.62 B,$4.44,China
Vestas Wind Systems,VWSB.F,$31.58 B,$31.29,Denmark
BAE Systems,BSP.F,$31.49 B,$10.25,UK
Vanke,2202.HK,$31.36 B,$2.15,China
Hang Seng Bank,0011.HK,$31.33 B,$16.39,Hong Kong
PSEG,PEG,$31.26 B,$62.66,USA
Hyundai,HYMTF,$31.19 B,$32.33,S. Korea
Maruti Suzuki India,MARUTI.NS,$31.15 B,$103.14,India
Digital Realty,DLR,$31.14 B,$106.00,USA
UniCredit,UCG.MI,$31.13 B,$16.09,Italy
Banco Bradesco,BBD,$31.12 B,$2.92,Brazil
Nasdaq,NDAQ,$31.12 B,$63.35,USA
PPG Industries,PPG,$31.11 B,$132.40,USA
The People's Insurance Company (PICC),601319.SS,$31.03 B,$0.79,China
Singtel,Z74.SI,$30.97 B,$1.88,Singapore
Hexagon,HXGBF,$30.75 B,$11.18,Sweden
People’s Insurance Company of China,1339.HK,$30.73 B,$0.34,China
Fanuc,6954.T,$30.73 B,$161.10,Japan
Great Wall Motors,601633.SS,$30.70 B,$4.42,China
RWE,RWE.DE,$30.69 B,$45.40,Germany
SMC corp,6273.T,$30.64 B,$469.22,Japan
Vodafone,VOD,$30.61 B,$11.23,UK
Sun Pharmaceutical,SUNPHARMA.NS,$30.57 B,$12.74,India
LyondellBasell,LYB,$30.52 B,$93.73,USA
Corning,GLW,$30.50 B,$36.07,USA
State Street Corporation,STT,$30.44 B,$82.97,USA
Fomento Económico Mexicano,FMX,$30.41 B,$85.01,Mexico
KBC,KBCSF,$30.29 B,$72.63,Belgium
Galaxy Entertainment,0027.HK,$30.29 B,$6.93,Hong Kong
WEC Energy Group,WEC,$30.20 B,$95.75,USA
Swisscom,SCMN.SW,$30.15 B,$582.18,Switzerland
Japan Post Holdings,6178.T,$30.14 B,$8.56,Japan
Telus,TU,$30.07 B,$21.02,Canada
China Overseas Land & Investment,0688.HK,$30.06 B,$2.75,Hong Kong
Henkel,HEN3.DE,$30.03 B,$71.55,Germany
Ahold Delhaize,AD.AS,$30.01 B,$30.73,Netherlands
Coupang,CPNG,$29.93 B,$16.91,S. Korea
Copart,CPRT,$29.92 B,$62.82,USA
Compagnie de Saint-Gobain,SGO.PA,$29.83 B,$58.24,France
Givaudan,GIVN.SW,$29.82 B,"$3,232",Switzerland
Gree Electric Appliances,000651.SZ,$29.81 B,$5.30,China
Generali,G.MI,$29.81 B,$18.90,Italy
PTT PCL,PTT-R.BK,$29.78 B,$1.03,Thailand
KONE,KNEBV.HE,$29.72 B,$57.49,Finland
Adidas,ADS.DE,$29.67 B,$162.60,Germany
Restaurant Brands International,QSR,$29.64 B,$66.35,Canada
International Flavors & Fragrances,IFF,$29.63 B,$116.24,USA
EQT,EQT.ST,$29.59 B,$24.77,Sweden
DNB,DNB.OL,$29.36 B,$18.94,Norway
DMart,DMART.NS,$29.32 B,$45.27,India
Discover Financial Services,DFS,$29.28 B,$107.20,USA
Transurban,TCL.AX,$29.26 B,$9.52,Australia
Eversource Energy,ES,$29.26 B,$84.02,USA
Chunghwa Telecom,CHT,$29.23 B,$37.68,Taiwan
Global Payments,GPN,$29.11 B,$107.66,USA
W. W. Grainger,GWW,$28.99 B,$573.86,USA
Alnylam Pharmaceuticals,ALNY,$28.97 B,$235.53,USA
American Water Works,AWK,$28.88 B,$158.87,USA
Ferguson,FERG,$28.80 B,$139.08,UK
Dell,DELL,$28.77 B,$40.18,USA
Verisk Analytics,VRSK,$28.76 B,$183.95,USA
Woolworths Group,WOW.AX,$28.75 B,$23.64,Australia
Kühne + Nagel,KNIN.SW,$28.73 B,$240.29,Switzerland
Imperial Oil,IMO,$28.71 B,$49.16,Canada
Orange,ORAN,$28.62 B,$10.77,France
Swiss Re,SREN.SW,$28.58 B,$98.92,Switzerland
Sartorius,SRT.DE,$28.47 B,$385.00,Germany
Albemarle,ALB,$28.37 B,$242.23,USA
Sun Life Financial,SLF,$28.34 B,$48.33,Canada
ON Semiconductor,ON,$28.17 B,$65.15,USA
Foxconn Industrial Internet,601138.SS,$28.15 B,$1.42,China
Lennar,LEN,$28.15 B,$98.82,USA
Nokia,NOK,$28.15 B,$5.03,Finland
BeiGene,BGNE,$28.13 B,$270.66,China
Franco-Nevada,FNV,$28.11 B,$146.69,Canada
E.ON,EOAN.DE,$28.10 B,$10.77,Germany
Loblaw Companies,L.TO,$28.02 B,$86.50,Canada
Fastenal,FAST,$27.96 B,$48.82,USA
Constellation Energy,CEG,$27.84 B,$85.16,USA
Bank Mandiri,PPERF,$27.83 B,$0.59,Indonesia
Amadeus IT Group,AMS.MC,$27.67 B,$61.49,Spain
Cheniere Energy,CQP,$27.63 B,$57.10,USA
Willis Towers Watson,WTW,$27.56 B,$254.65,UK
Ashtead,0LC.F,$27.52 B,$61.36,UK
Aptiv,APTV,$27.51 B,$101.55,Ireland
JD Health,6618.HK,$27.44 B,$8.63,China
HP,HPQ,$27.41 B,$27.91,USA
Beiersdorf,BEI.DE,$27.33 B,$120.49,Germany
CBRE Group,CBRE,$27.20 B,$86.11,USA
United Rentals,URI,$27.18 B,$392.24,USA
Flutter Entertainment,PPBA.F,$27.18 B,$73.85,Ireland
Bajaj Finserv,BAJAJFINSV.NS,$27.13 B,$17.03,India
Naturgy,NTGY.MC,$27.06 B,$28.16,Spain
Fujitsu,6702.T,$27.05 B,$138.96,Japan
Astellas Pharma,4503.T,$26.92 B,$14.74,Japan
Shenzhen Inovance,300124.SZ,$26.68 B,$10.04,China
Sampo,SAMPO.HE,$26.66 B,$51.92,Finland
Thales,HO.PA,$26.61 B,$125.60,France
Equifax,EFX,$26.57 B,$217.00,USA
Gartner,IT,$26.55 B,$335.98,USA
Wolters Kluwer,WOSB.F,$26.50 B,$105.93,Netherlands
Genmab,GMAB,$26.49 B,$40.16,Denmark
T. Rowe Price,TROW,$26.48 B,$118.51,USA
Mobileye,MBLY,$26.44 B,$32.98,Israel
Diamondback Energy,FANG,$26.42 B,$145.24,USA
CDW Corporation,CDW,$26.38 B,$194.85,USA
Formosa Petrochemical,6505.TW,$26.36 B,$2.77,Taiwan
Titan Company,TITAN.NS,$26.28 B,$29.61,India
Assa Abloy,ASAZF,$26.27 B,$23.86,Sweden
Wipro,WIT,$26.22 B,$4.79,India
Daimler Truck,DTG.F,$26.11 B,$31.73,Germany
Intact Financial,IFC.TO,$26.09 B,$148.90,Canada
Edison International,EIX,$26.04 B,$68.20,USA
Skandinaviska Enskilda Banken,SEBA.F,$25.96 B,$12.33,Sweden
Deutsche Bank,DB,$25.93 B,$12.73,Germany
Coloplast,CBHD.F,$25.90 B,$124.89,Denmark
Zimmer Biomet,ZBH,$25.89 B,$123.38,USA
SMIC,MKN2.F,$25.88 B,$2.18,China
UltraTech Cement,ULTRACEMCO.NS,$25.84 B,$89.66,India
M&T Bank,MTB,$25.81 B,$149.55,USA
China Securities,601066.SS,$25.73 B,$3.96,China
Coca-Cola European Partners,CCEP,$25.73 B,$56.29,UK
Horizon Therapeutics,HZNP,$25.70 B,$113.24,Ireland
SAIC Motor,600104.SS,$25.63 B,$2.19,China
Veeva Systems,VEEV,$25.57 B,$164.24,USA
Alexandria Real Estate Equities,ARE,$25.52 B,$155.57,USA
Agnico Eagle Mines,AEM,$25.50 B,$55.95,Canada
Saudi Electricity,5110.SR,$25.50 B,$6.12,S. Arabia
ArcelorMittal,MT,$25.43 B,$31.17,Luxembourg
EnBW Energie,EBK.DE,$25.41 B,$93.83,Germany
Riyad Bank,1010.SR,$25.41 B,$8.47,S. Arabia
Sandvik,SAND.ST,$25.28 B,$20.15,Sweden
Yum China,YUMC,$25.20 B,$60.21,China
Hormel Foods,HRL,$25.19 B,$46.10,USA
China Resources Beer,0291.HK,$25.13 B,$7.75,Hong Kong
eBay,EBAY,$25.10 B,$46.26,USA
ULTA Beauty,ULTA,$24.98 B,$490.99,USA
Partners Group,PGHN.SW,$24.97 B,$957.72,Switzerland
Raymond James,RJF,$24.97 B,$115.55,USA
Goodman Group,GMG.AX,$24.96 B,$13.27,Australia
Bridgestone,5108.T,$24.84 B,$36.30,Japan
Standard Chartered,STAN.L,$24.84 B,$8.58,UK
Lindt,LISP.SW,$24.75 B,"$10,645",Switzerland
CK Hutchison Holdings,0001.HK,$24.69 B,$6.45,Hong Kong
Telkom Indonesia,TLK,$24.67 B,$24.91,Indonesia
National Bank of Canada,NA.TO,$24.67 B,$73.27,Canada
Cellnex Telecom,CLNX.MC,$24.62 B,$34.86,Spain
KE Holdings,BEKE,$24.62 B,$19.66,China
Seagen,SGEN,$24.53 B,$132.12,USA
Delta Air Lines,DAL,$24.49 B,$38.20,USA
Maybank,MLYBY,$24.48 B,$3.87,Malaysia
FirstEnergy,FE,$24.43 B,$42.73,USA
Techtronic Industries,TIB1.F,$24.43 B,$13.15,Hong Kong
Tractor Supply,TSCO,$24.42 B,$221.09,USA
The Hartford,HIG,$24.39 B,$76.68,USA
Vulcan Materials,VMC,$24.34 B,$183.19,USA
Naver,035420.KS,$24.33 B,$162.06,S. Korea
Fubon Financial,2881.TW,$24.31 B,$1.96,Taiwan
Rogers Communication,RCI,$24.24 B,$48.33,Canada
Banorte,GFNORTEO.MX,$24.21 B,$8.40,Mexico
Delta Electronics,2308.TW,$24.14 B,$9.30,Taiwan
Trip.com,TCOM,$24.08 B,$37.53,China
Vonovia,VNA.DE,$24.02 B,$29.99,Germany
Genuine Parts Company,GPC,$23.93 B,$169.56,USA
Sociedad Química y Minera,SQM,$23.89 B,$83.67,Chile
Kellogg's,K,$23.88 B,$70.00,USA
Ecopetrol,EC,$23.88 B,$11.62,Colombia
Fortive,FTV,$23.85 B,$67.43,USA
Dai-ichi Life Holdings,8750.T,$23.76 B,$23.10,Japan
Equity Residential,EQR,$23.76 B,$60.62,USA
Great-West Lifeco,GWO.TO,$23.70 B,$25.44,Canada
Fifth Third Bank,FITB,$23.66 B,$34.64,USA
Legrand,LR.PA,$23.63 B,$88.62,France
Arch Capital,ACGL,$23.58 B,$63.76,Bermuda
Hannover Rück,HNR1.DE,$23.56 B,$195.38,Germany
First Republic Bank,FRC,$23.55 B,$128.78,USA
Central Japan Railway,9022.T,$23.53 B,$119.61,Japan
CNH Industrial,CNHI,$23.50 B,$17.48,UK
AvalonBay Communities,AVB,$23.48 B,$167.85,USA
Nestlé India,NESTLEIND.NS,$23.41 B,$242.90,India
Weyerhaeuser,WY,$23.41 B,$31.82,USA
Shanghai Airport,600009.SS,$23.39 B,$9.40,China
Imperial Brands,ITBA.F,$23.37 B,$24.98,UK
BTG Pactual,BPAC3.SA,$23.33 B,$2.36,Brazil
CrowdStrike,CRWD,$23.32 B,$99.53,USA
Ameren,AEE,$23.30 B,$90.15,USA
Ingersoll Rand,IR,$23.29 B,$57.53,Ireland
Tyson Foods,TSN,$23.25 B,$64.98,USA
ZTO Express,ZTO,$23.22 B,$28.68,China
Koninklijke DSM,DSM.AS,$23.20 B,$132.11,Netherlands
Sirius XM,SIRI,$23.18 B,$5.96,USA
The Trade Desk,TTD,$23.02 B,$47.03,USA
China Everbright Bank,601818.SS,$23.01 B,$0.46,China
Epiroc,EPI-A.ST,$22.99 B,$20.36,Sweden
Evolution Gaming,EVO.ST,$22.96 B,$107.73,Sweden
CK Asset Holdings,1113.HK,$22.96 B,$6.39,Hong Kong
Telefónica,TEF,$22.92 B,$3.97,Spain
Michelin,ML.PA,$22.88 B,$32.09,France
Ares Management,ARES,$22.88 B,$77.47,USA
Oil & Natural Gas,ONGC.NS,$22.85 B,$1.82,India
COSCO Shipping,601919.SS,$22.85 B,$1.52,China
DTE Energy,DTE,$22.84 B,$117.93,USA
Olympus,7733.T,$22.81 B,$17.96,Japan
Kakao,035720.KS,$22.76 B,$52.13,S. Korea
VeriSign,VRSN,$22.67 B,$213.91,USA
Baxter,BAX,$22.60 B,$44.84,USA
PPL,PPL,$22.53 B,$30.61,USA
JSW Steel,JSWSTEEL.NS,$22.51 B,$9.34,India
EDP Renováveis,EDPR.LS,$22.51 B,$23.44,Spain
Trina Solar,688599.SS,$22.50 B,$10.37,China
Repsol,REP.MC,$22.48 B,$16.32,Spain
Entergy,ETR,$22.48 B,$106.56,USA
Canon,CAJ,$22.47 B,$22.13,Japan
Borouge,BOROUGE.AE,$22.42 B,$0.75,UAE
Yankuang Energy (Yanzhou Coal Mining),600188.SS,$22.41 B,$5.26,China
Datadog,DDOG,$22.37 B,$70.47,USA
DiDi,DIDIY,$22.32 B,$4.60,China
Schindler Group,SCHN.SW,$22.32 B,$202.98,Switzerland
LabCorp,LH,$22.30 B,$251.71,USA
Argenx,ARGX,$22.21 B,$401.00,Netherlands
Ansys,ANSS,$22.13 B,$254.10,USA
SSE,SCT.F,$22.06 B,$20.42,UK
Martin Marietta,MLM,$22.06 B,$355.37,USA
Anhui Conch Cement,AHCHF,$22.03 B,$3.84,China
Unicharm,8113.T,$22.03 B,$37.14,Japan
Tesco,TSCDF,$22.01 B,$3.00,UK
BOE Technology,000725.SZ,$21.99 B,$0.58,China
Aena,AENA.MC,$21.97 B,$146.50,Spain
Southwest Airlines,LUV,$21.96 B,$36.99,USA
Li Auto,LI,$21.95 B,$22.49,China
UDR Apartments,UDR,$21.91 B,$40.15,USA
Principal,PFG,$21.85 B,$89.32,USA
Chow Tai Fook,1929.HK,$21.76 B,$2.18,Hong Kong
McCormick & Company,MKC,$21.74 B,$81.10,USA
Sany Heavy Industry,600031.SS,$21.57 B,$2.54,China
Grupo Bimbo,BIMBOA.MX,$21.57 B,$4.87,Mexico
Endesa,ELE.MC,$21.49 B,$20.31,Spain
FirstRand,FSRA.F,$21.43 B,$3.82,South Africa
China Minsheng Bank,600016.SS,$21.41 B,$0.52,China
Teck Resources,TECK,$21.40 B,$42.01,Canada
Société Générale,GLE.PA,$21.39 B,$26.96,France
Komatsu,6301.T,$21.38 B,$22.61,Japan
China Unicom,0762.HK,$21.35 B,$0.70,Hong Kong
Extra Space Storage,EXR,$21.34 B,$151.90,USA
Insulet,PODD,$21.24 B,$305.89,USA
Quanta Services,PWR,$21.22 B,$148.50,USA
Ganfeng Lithium,002460.SZ,$21.20 B,$11.09,China
Sumitomo,8053.T,$21.11 B,$16.89,Japan
Hewlett Packard Enterprise,HPE,$21.08 B,$16.45,USA
Ryanair,RYAAY,$21.07 B,$92.54,Ireland
Xylem,XYL,$21.07 B,$116.93,USA
Huntington Bancshares,HBAN,$21.03 B,$14.58,USA
East Japan Railway,9020.T,$21.03 B,$55.76,Japan
Antofagasta,ANTO.L,$21.02 B,$21.33,UK
Mitsubishi Electric,6503.T,$20.97 B,$9.93,Japan
Regions Financial,RF,$20.95 B,$22.43,USA
BioMarin Pharmaceutical,BMRN,$20.94 B,$112.72,USA
Kia,000270.KS,$20.93 B,$52.21,S. Korea
Adani Ports & SEZ,ADANIPORTS.NS,$20.92 B,$9.69,India
Straumann,STMN.SW,$20.90 B,$131.58,Switzerland
NIBE Industrier,NIBE-B.ST,$20.86 B,$10.24,Sweden
Svenska Handelsbanken,SVHH.F,$20.85 B,$10.44,Sweden
EDP Group,EDP.F,$20.83 B,$5.26,Portugal
Ferrovial,FER.MC,$20.79 B,$28.58,Spain
Veolia,VIE.PA,$20.78 B,$29.62,France
Tenaris,TS,$20.73 B,$35.13,Luxembourg
PTT Exploration and Production,PTTEP.BK,$20.70 B,$5.22,Thailand
CRRC,1766.HK,$20.70 B,$0.44,China
CGI,GIB,$20.66 B,$86.64,Canada
Citizens Financial Group,CFG,$20.54 B,$41.72,USA
NTT Data,9613.T,$20.46 B,$14.59,Japan
Northern Trust,NTRS,$20.46 B,$98.20,USA
Atlantia,ATL.MI,$20.44 B,$24.97,Italy
Terumo,4543.T,$20.43 B,$27.40,Japan
Swedbank,SWED-A.ST,$20.35 B,$17.99,Sweden
DoorDash,DASH,$20.31 B,$52.34,USA
Zoom,ZM,$20.31 B,$69.49,USA
Banco do Brasil,BZLA.F,$20.29 B,$7.11,Brazil
H&M,HM-B.ST,$20.28 B,$12.57,Sweden
Dover,DOV,$20.26 B,$144.39,USA
The Saudi British Bank,1060.SR,$20.25 B,$9.86,S. Arabia
Cathay Financial Holding,2882.TW,$20.22 B,$1.38,Taiwan
Fujifilm,4901.T,$20.21 B,$50.41,Japan
Ericsson,ERIC,$20.20 B,$6.06,Sweden
Z Holdings,4689.T,$20.17 B,$2.68,Japan
Steris,STE,$20.16 B,$202.03,Ireland
Cardinal Health,CAH,$20.15 B,$76.87,USA
Waters Corporation,WAT,$20.14 B,$339.08,USA
Wheaton Precious Metals,WPM,$20.12 B,$44.53,Canada
Copel,ELP,$20.11 B,$7.35,Brazil
Air China,601111.SS,$20.10 B,$1.59,China
Fortis,FTS,$20.08 B,$41.82,Canada
Panasonic,6752.T,$20.07 B,$8.60,Japan
Church & Dwight,CHD,$19.97 B,$81.91,USA
Roblox,RBLX,$19.95 B,$33.21,USA
Nippon Paint,4612.T,$19.92 B,$8.48,Japan
EPAM Systems,EPAM,$19.88 B,$345.82,USA
Pembina Pipeline,PBA,$19.87 B,$36.03,Canada
Marubeni,8002.T,$19.83 B,$11.61,Japan
China Tower,0788.HK,$19.83 B,$0.11,China
NTPC Limited,NTPC.NS,$19.80 B,$2.04,India
Coterra Energy,CTRA,$19.79 B,$25.10,USA
Essity,ESWB.F,$19.76 B,$27.90,Sweden
Carlsberg,CBGA.F,$19.72 B,$166.16,Denmark
NIO,NIO,$19.71 B,$11.80,China
CenterPoint Energy,CNP,$19.71 B,$31.31,USA
Hologic,HOLX,$19.65 B,$79.95,USA
Mahindra & Mahindra,M&M.NS,$19.60 B,$16.19,India
HEICO,HEI,$19.58 B,$165.24,USA
Ventas,VTR,$19.58 B,$48.99,USA
Steel Dynamics,STLD,$19.57 B,$111.52,USA
ČEZ Group,CEZ.F,$19.56 B,$36.23,Czech Republic
Nan Ya Plastics,1303.TW,$19.56 B,$2.47,Taiwan
Longfor Group,RLF.F,$19.55 B,$3.06,China
Wilmar International,F34.SI,$19.54 B,$3.13,Singapore
ORIX,IX,$19.53 B,$83.11,Japan
Teledyne,TDY,$19.50 B,$416.13,USA
W. R. Berkley,WRB,$19.47 B,$73.36,USA
Celltrion,068270.KS,$19.45 B,$135.79,S. Korea
Aker BP,AKRBP.OL,$19.42 B,$30.77,Norway
Markel,MKL,$19.36 B,"$1,440",USA
UPM-Kymmene,UPM.HE,$19.25 B,$36.11,Finland
China Railway Group,0390.HK,$19.23 B,$0.53,China
First Solar,FSLR,$19.20 B,$180.19,USA
Shiseido,4911.T,$19.17 B,$47.99,Japan
Mengniu Dairy,2319.HK,$19.16 B,$4.85,China
Invitation Homes,INVH,$19.16 B,$31.21,USA
Tata Motors,TTM,$19.08 B,$24.91,India
China Southern Airlines,ZNH,$19.02 B,$35.75,China
Conagra Brands,CAG,$19.02 B,$39.91,USA
Best Buy,BBY,$18.98 B,$85.78,USA
Mid-America Apartment Communities,MAA,$18.97 B,$159.91,USA
Wabtec,WAB,$18.93 B,$104.10,USA
Kanzhun,BZ,$18.88 B,$23.79,China
"M3, Inc",2413.T,$18.85 B,$27.78,Japan
Garmin,GRMN,$18.82 B,$98.21,Switzerland
Sun Communities,SUI,$18.81 B,$148.91,USA
Centrais Electricas Brasileiras,EBR,$18.80 B,$8.17,Brazil
Legal & General,LGEN.L,$18.79 B,$3.15,UK
Nexon,3659.T,$18.76 B,$21.70,Japan
SGS,SGSN.SW,$18.76 B,"$2,504",Switzerland
Tsingtao,600600.SS,$18.75 B,$16.39,China
Align Technology,ALGN,$18.72 B,$239.76,USA
United Microelectronics,UMC,$18.72 B,$7.50,Taiwan
Monolithic Power Systems,MPWR,$18.70 B,$398.46,USA
POSCO,PKX,$18.63 B,$61.43,S. Korea
AES,AES,$18.60 B,$27.86,USA
Rollins,ROL,$18.60 B,$37.78,USA
J. B. Hunt,JBHT,$18.60 B,$176.80,USA
George Weston,WN.TO,$18.58 B,$128.37,Canada
CLP Group,0002.HK,$18.57 B,$7.35,Hong Kong
CP All,CPALL.BK,$18.56 B,$2.07,Thailand
Formosa Plastics,1301.TW,$18.56 B,$2.92,Taiwan
West Pharmaceutical,WST,$18.56 B,$250.70,USA
CMS Energy,CMS,$18.55 B,$63.92,USA
Chewy,CHWY,$18.52 B,$43.76,USA
Powergrid Corporation of India,POWERGRID.NS,$18.52 B,$2.65,India
Porsche SE,PAH3.DE,$18.45 B,$60.25,Germany
Eisai,4523.T,$18.35 B,$64.02,Japan
Geberit,GEBN.SW,$18.35 B,$531.49,Switzerland
LPL Financial,LPLA,$18.33 B,$230.29,USA
ICON plc,ICLR,$18.32 B,$224.49,Ireland
Magna International,MGA,$18.32 B,$64.07,Canada
Advanced Info Service (AIS),ADVANC.BK,$18.32 B,$6.16,Thailand
Hong Kong and China Gas,0003.HK,$18.30 B,$0.98,Hong Kong
Paycom,PAYC,$18.27 B,$304.46,USA
Wharf REIC,1997.HK,$18.25 B,$6.01,Hong Kong
Darden Restaurants,DRI,$18.23 B,$149.80,USA
Brookfield Renewable Partners,BEP,$18.12 B,$28.48,Bermuda
Kaō,4452.T,$18.12 B,$39.69,Japan
Pinterest,PINS,$18.10 B,$26.69,USA
Exor,EYX.F,$18.06 B,$79.06,Netherlands
Amcor,AMCR,$18.06 B,$12.13,Switzerland
Tata Steel,TATASTEEL.NS,$18.02 B,$1.48,India
Clorox,CLX,$18.02 B,$146.11,USA
IDEX,IEX,$18.01 B,$238.90,USA
Incyte,INCY,$17.98 B,$80.83,USA
Ball Corporation,BALL,$17.93 B,$57.12,USA
Icahn Enterprises,IEP,$17.92 B,$53.13,USA
Hindustan Zinc,HINDZINC.NS,$17.91 B,$4.24,India
Nippon Steel,5401.T,$17.90 B,$19.45,Japan
Henderson Land Development,0012.HK,$17.88 B,$3.69,Hong Kong
KB Financial Group,KB,$17.87 B,$46.29,S. Korea
Snam,SRG.MI,$17.85 B,$5.32,Italy
Lasertec,6920.T,$17.80 B,$197.49,Japan
ZTE,000063.SZ,$17.80 B,$4.00,China
Alinma Bank,1150.SR,$17.79 B,$8.90,S. Arabia
Danske Bank,DANS.VI,$17.79 B,$20.71,Denmark
Toyota Industries,6201.T,$17.78 B,$57.29,Japan
Spotify,SPOT,$17.77 B,$92.06,Sweden
Kyocera,6971.T,$17.71 B,$49.36,Japan
Guotai Junan Securities,601211.SS,$17.68 B,$2.12,China
Ubiquiti,UI,$17.66 B,$292.25,USA
Vantage Towers,VTWR.DE,$17.64 B,$34.86,Germany
Take 2 Interactive,TTWO,$17.62 B,$105.03,USA
Associated British Foods,ABF.L,$17.61 B,$22.29,UK
SolarEdge,SEDG,$17.60 B,$315.02,Israel
Saudi Arabian Fertilizer Company,2020.SR,$17.57 B,$36.92,S. Arabia
Dollarama,DOL.TO,$17.54 B,$61.08,Canada
Huatai Securities,206G.F,$17.54 B,$19.33,China
Molina Healthcare,MOH,$17.53 B,$300.25,USA
Power Corporation of Canada,POW.TO,$17.51 B,$26.36,Canada
Fresenius,FRE.DE,$17.48 B,$31.04,Germany
Renesas Electronics,6723.T,$17.39 B,$9.72,Japan
Royalty Pharma,RPRX,$17.36 B,$39.37,UK
Brown & Brown,BRO,$17.35 B,$61.27,USA
Expeditors,EXPD,$17.33 B,$108.92,USA
MS&AD Insurance,8725.T,$17.31 B,$32.41,Japan
W. P. Carey,WPC,$17.29 B,$83.14,USA
Cooper Companies,COO,$17.29 B,$350.39,USA
China Merchants Securities,600999.SS,$17.28 B,$2.14,China
UCB,UCB.VI,$17.26 B,$86.86,Belgium
Blue Owl Capital,OWL,$17.25 B,$12.38,USA
Nu Holdings,NU,$17.24 B,$3.68,Brazil
Live Nation,LYV,$17.23 B,$74.66,USA
Publicis Groupe,PUB.PA,$17.23 B,$68.51,France
Link REIT,0823.HK,$17.19 B,$8.08,Hong Kong
Abiomed,ABMD,$17.18 B,$381.02,USA
3i Group,III.L,$17.14 B,$17.62,UK
Marathon Oil,MRO,$17.14 B,$27.08,USA
