07-silvestri-revenue_2020,08-slytherin-revenue,01-DDD-revenue_2017_euro,01-DDD-revenue_2020_euro,03-gren-revenue_2020_eu
doll_13.22 m,doll_2.50 m,"5,144,442",doll_13.22 m,doll_13.22 m
doll_50.74 m,doll_22.14 m,"19,753,150",doll_50.74 m,doll_50.74 m
doll_2.35 m,doll_6.24 m,"916,000",doll_2.35 m,doll_2.35 m
doll_56.05 m,doll_3.52 m,"21,717,432",doll_56.05 m,doll_56.05 m
doll_3.41 m,doll_9.4 m,"1,332,330",doll_3.41 m,doll_3.41 m
doll_19.3 m,doll_18.93 m,"6,909,799",doll_19.3 m,doll_19.3 m
doll_21.9 m,doll_2.74 m,"8,575,344",doll_21.9 m,doll_21.9 m
doll_3.53 m,doll_6.80 m,"1,382,844",doll_3.53 m,doll_3.53 m
doll_2.74 m,doll_2.31 m,"1,074,130",doll_2.74 m,doll_2.74 m
doll_58.14 m,doll_5.70 m,"22,805,398",doll_58.14 m,doll_58.14 m
doll_2.09 m,doll_16.31 m,"818,658",doll_2.09 m,doll_2.09 m
doll_1.73 m,doll_16.78 m,"679,440",doll_1.73 m,doll_1.73 m
doll_30.97 m,doll_9.55 m,"12,153,143",doll_30.97 m,doll_30.97 m
doll_18.85 m,doll_15.49 m,"7,399,729",doll_18.85 m,doll_18.85 m
doll_24.74 m,doll_1.9 m,"9,717,860",doll_24.74 m,doll_24.74 m
,doll_6.0 m,,,
,doll_4.90 m,,,
,doll_66.53 m,,,
,doll_9.12 m,,,
,doll_1.66 m,,,
,doll_45.03 m,,,
,doll_60.21 m,,,
,doll_53.29 m,,,
,doll_2.02 m,,,
,doll_3.0 m,,,
,doll_1.88 m,,,
,doll_2.81 m,,,
,doll_3.9 m,,,
,doll_14.61 m,,,
,doll_5.45 m,,,
,doll_3.18 m,,,
,doll_20.07 m,,,
,doll_91.45 m,,,
,doll_48.12 m,,,
,doll_10.00 m,,,
,doll_1.72 m,,,
,doll_5.64 m,,,
,doll_2.39 m,,,
,doll_1.5 m,,,
,doll_5.72 m,,,
,doll_3.83 m,,,
,doll_237.48 m,,,
,doll_3.82 m,,,
,doll_18.29 m,,,
,doll_31.45 m,,,
,doll_68.24 m,,,
,doll_111.76 m,,,
,doll_12.79 m,,,
,doll_22.5 m,,,
,doll_118.82 m,,,
,doll_6.2 m,,,
,doll_11.16 m,,,
,doll_7.10 m,,,
,doll_2.92 m,,,
,doll_72.95 m,,,
,doll_37.77 m,,,
,doll_2.70 m,,,
,doll_124.89 m,,,
,doll_4.85 m,,,
,doll_43.81 m,,,
,doll_2.52 m,,,
,doll_3.96 m,,,
,doll_11.8 m,,,
,doll_6.6 m,,,
,doll_16.45 m,,,
,doll_2.04 m,,,
,doll_1.36 m,,,
,doll_3.07 m,,,
,doll_15.33 m,,,
,doll_8.44 m,,,
,doll_44.02 m,,,
,doll_1.88 m,,,
,doll_1.57 m,,,
,doll_2.03 m,,,
,doll_16.5 m,,,
,doll_15.3 m,,,
,doll_9.66 m,,,
,doll_81.01 m,,,
,doll_3.78 m,,,
,doll_20.05 m,,,
,doll_5.09 m,,,
,doll_1.79 m,,,
,doll_85.73 m,,,
,doll_26.63 m,,,
,doll_29.62 m,,,
,doll_24.72 m,,,
,doll_36.5 m,,,
,doll_14.7 m,,,
,doll_20.40 m,,,
,doll_22.66 m,,,
,doll_5.14 m,,,
,doll_22.94 m,,,
,doll_65.13 m,,,
,doll_15.21 m,,,
,doll_6.43 m,,,
,doll_20.83 m,,,
,doll_1.63 m,,,
,doll_22.06 m,,,
,doll_9.7 m,,,
,doll_1.68 m,,,
,doll_3.36 m,,,
,doll_3.45 m,,,
,doll_8.87 m,,,
,doll_16.98 m,,,
,doll_23.41 m,,,
,doll_1.18 m,,,
,doll_2.27 m,,,
,doll_2.22 m,,,
,doll_3.4 m,,,
,doll_8.40 m,,,
,doll_9.49 m,,,
,doll_5.05 m,,,
,doll_219.01 m,,,
,doll_4.63 m,,,
,doll_1.72 m,,,
,doll_8.80 m,,,
,doll_1.31 m,,,
,doll_18.2 m,,,
,doll_72.04 m,,,
,doll_1.57 m,,,
,doll_2.5 m,,,
,doll_1.8 m,,,
,doll_1.68 m,,,
,doll_236.10 m,,,
,doll_6.34 m,,,
,doll_2.58 m,,,
,doll_391.32 m,,,
,doll_8.77 m,,,
,doll_3.01 m,,,
,doll_2.71 m,,,
,doll_1.61 m,,,
,doll_12.24 m,,,
,doll_4.8 m,,,
,doll_3.89 m,,,
,doll_3.43 m,,,
,doll_3.93 m,,,
,doll_84.73 m,,,
,doll_238.35 m,,,
,doll_29.99 m,,,
,doll_11.83 m,,,
,doll_11.5 m,,,
,doll_9.26 m,,,
,doll_25.7 m,,,
,doll_8.00 m,,,
,doll_11.15 m,,,
,doll_49.92 m,,,
,doll_8.70 m,,,
,doll_499.96 m,,,
,doll_18.24 m,,,
,doll_23.58 m,,,
,doll_5.02 m,,,
,doll_1.95 m,,,
,doll_3.0 m,,,
,doll_4.48 m,,,
,doll_2.39 m,,,
,doll_6.67 m,,,
,doll_22.94 m,,,
,doll_3.83 m,,,
,doll_75.84 m,,,
,doll_154.32 m,,,
,doll_160.24 m,,,
,doll_66.15 m,,,
,doll_4.05 m,,,
,doll_3.14 m,,,
,doll_2.82 m,,,
,doll_36.3 m,,,
,doll_5.86 m,,,
,doll_5.63 m,,,
,doll_16.97 m,,,
,doll_924.35 m,,,
,doll_67.27 m,,,
,doll_5.20 m,,,
,doll_213.46 m,,,
,doll_19.45 m,,,
,doll_1.63 m,,,
,doll_5.9 m,,,
,doll_12.60 m,,,
,doll_1.27 m,,,
,doll_242.77 m,,,
,doll_5.76 m,,,
,doll_0.01 m,,,
,doll_5.30 m,,,
,doll_4.44 m,,,
,doll_3.59 m,,,
,doll_15.4 m,,,
,doll_3.32 m,,,
,doll_3.32 m,,,
,doll_2.08 m,,,
,doll_5.98 m,,,
,doll_6.84 m,,,
,doll_54.70 m,,,
,doll_2.73 m,,,
,doll_48.82 m,,,
,doll_6.8 m,,,
,doll_3.36 m,,,
,doll_41.8 m,,,
,doll_8.03 m,,,
,doll_5.92 m,,,
,doll_208.63 m,,,
,doll_46.92 m,,,
,doll_53.50 m,,,
,doll_136.48 m,,,
,doll_90.71 m,,,
,doll_3.46 m,,,
,doll_8.37 m,,,
,doll_10.9 m,,,
,doll_12.35 m,,,
,doll_67.03 m,,,
,doll_3.22 m,,,
,doll_2.50 m,,,
,doll_36.17 m,,,
,doll_2.15 m,,,
,doll_394.51 m,,,
,doll_4.71 m,,,
,doll_2.06 m,,,
,doll_13.7 m,,,
,doll_7.78 m,,,
,doll_19.77 m,,,
,doll_2.30 m,,,
,doll_25.77 m,,,
,doll_57.77 m,,,
,doll_1.31 m,,,
,doll_52.13 m,,,
,doll_4.86 m,,,
,doll_2.19 m,,,
,doll_40.1 m,,,
,doll_1.70 m,,,
,doll_3.03 m,,,
,doll_47.56 m,,,
,doll_13.20 m,,,
,doll_0.0 m,,,
,doll_2.81 m,,,
,doll_7.53 m,,,
,doll_2.4 m,,,
,doll_2.42 m,,,
,doll_10.94 m,,,
,doll_3.57 m,,,
,doll_102.88 m,,,
,doll_255.51 m,,,
,doll_2.27 m,,,
,doll_1.93 m,,,
,doll_12.9 m,,,
,doll_9.80 m,,,
,doll_4.42 m,,,
,doll_16.91 m,,,
,doll_60.15 m,,,
,doll_44.79 m,,,
,doll_9.39 m,,,
,doll_7.13 m,,,
,doll_2.9 m,,,
,doll_26.74 m,,,
,doll_8.64 m,,,
,doll_4.48 m,,,
,doll_7.29 m,,,
,doll_34.46 m,,,
,doll_133.95 m,,,
,doll_33.06 m,,,
,doll_26.53 m,,,
,doll_4.41 m,,,
,doll_11.1 m,,,
,doll_9.88 m,,,
,doll_17.26 m,,,
,doll_2.56 m,,,
,doll_1.69 m,,,
,doll_199.41 m,,,
,doll_8.61 m,,,
,doll_2.61 m,,,
,doll_1.8 m,,,
,doll_11.03 m,,,
,doll_40.87 m,,,
,doll_2.87 m,,,
,doll_12.02 m,,,
,doll_8.16 m,,,
,doll_2.11 m,,,
,doll_3.19 m,,,
,doll_2.3 m,,,
,doll_37.21 m,,,
,doll_37.11 m,,,
,doll_2.07 m,,,
,doll_4.43 m,,,
,doll_114.04 m,,,
,doll_0.0 m,,,
,doll_11.12 m,,,
,doll_1.98 m,,,
,doll_3.4 m,,,
,doll_70.42 m,,,
,doll_1.70 m,,,
,doll_11.40 m,,,
,doll_9.01 m,,,
,doll_6.73 m,,,
,doll_46.57 m,,,
,doll_156.62 m,,,
,doll_22.39 m,,,
,doll_2.16 m,,,
,doll_3.2 m,,,
,doll_7.16 m,,,
,doll_3.55 m,,,
,doll_2.64 m,,,
,doll_15.49 m,,,
,doll_13.73 m,,,
,doll_13.23 m,,,
,doll_3.78 m,,,
,doll_12.76 m,,,
,doll_4.87 m,,,
,doll_2.41 m,,,
,doll_2.0 m,,,
,doll_2.36 m,,,
,doll_3.3 m,,,
,doll_12.57 m,,,
,doll_3.12 m,,,
,doll_26.87 m,,,
,doll_45.55 m,,,
,doll_16.38 m,,,
,doll_108.49 m,,,
,doll_79.76 m,,,
,doll_2.6 m,,,
,doll_11.59 m,,,
,doll_5.01 m,,,
,doll_1.9 m,,,
,doll_20.70 m,,,
,doll_38.95 m,,,
,doll_4.30 m,,,
,doll_56.65 m,,,
,doll_2.36 m,,,
,doll_11.91 m,,,
,doll_83.21 m,,,
,doll_1.98 m,,,
,doll_4.88 m,,,
,doll_7.12 m,,,
,doll_7.7 m,,,
,doll_7.50 m,,,
,doll_5.43 m,,,
,doll_39.66 m,,,
,doll_5.47 m,,,
,doll_44.08 m,,,
,doll_3.91 m,,,
,doll_5.59 m,,,
,doll_11.38 m,,,
,doll_3.5 m,,,
,doll_6.66 m,,,
,doll_6.85 m,,,
,doll_2.02 m,,,
,doll_11.22 m,,,
,doll_10.74 m,,,
,doll_172.13 m,,,
,doll_2.24 m,,,
,doll_2.61 m,,,
,doll_5.3 m,,,
,doll_4.00 m,,,
,doll_10.97 m,,,
,doll_28.98 m,,,
,doll_6.86 m,,,
,doll_52.18 m,,,
,doll_5.48 m,,,
,doll_47.96 m,,,
,doll_3.4 m,,,
,doll_2.06 m,,,
,doll_4.2 m,,,
,doll_23.44 m,,,
,doll_7.30 m,,,
,doll_34.43 m,,,
,doll_236.92 m,,,
,doll_17.35 m,,,
,doll_9.62 m,,,
,doll_10.49 m,,,
,doll_26.63 m,,,
,doll_18.03 m,,,
,doll_17.06 m,,,
,doll_13.57 m,,,
,doll_2.3 m,,,
,doll_12.80 m,,,
,doll_2.01 m,,,
,doll_4.09 m,,,
,doll_26.24 m,,,
,doll_1.90 m,,,
,doll_514.08 m,,,
,doll_1.01 m,,,
,doll_62.42 m,,,
,doll_15.25 m,,,
,doll_18.94 m,,,
,doll_28.03 m,,,
,doll_6.0 m,,,
,doll_2.08 m,,,
,doll_2.06 m,,,
,doll_3.67 m,,,
,doll_4.18 m,,,
,doll_6.34 m,,,
,doll_51.55 m,,,
,doll_4.85 m,,,
,doll_6.31 m,,,
,doll_2.46 m,,,
,doll_16.95 m,,,
,doll_12.6 m,,,
,doll_21.90 m,,,
,doll_5.96 m,,,
,doll_23.40 m,,,
,doll_376.13 m,,,
,doll_3.01 m,,,
,doll_82.21 m,,,
,doll_24.21 m,,,
,doll_2.20 m,,,
,doll_2.18 m,,,
,doll_2.63 m,,,
,doll_12.85 m,,,
,doll_4.81 m,,,
,doll_1.6 m,,,
,doll_3.28 m,,,
,doll_33.60 m,,,
,doll_77.40 m,,,
,doll_35.37 m,,,
,doll_3.06 m,,,
,doll_78.63 m,,,
,doll_10.41 m,,,
,doll_4.16 m,,,
,doll_1.58 m,,,
,doll_1.7 m,,,
,doll_24.2 m,,,
,doll_6.85 m,,,
,doll_4.12 m,,,
,doll_44.91 m,,,
,doll_15.48 m,,,
,doll_9.73 m,,,
,doll_0.0 m,,,
,doll_197.80 m,,,
,doll_7.88 m,,,
,doll_11.09 m,,,
,doll_3.94 m,,,
,doll_17.21 m,,,
,doll_2.55 m,,,
,doll_2.1 m,,,
,doll_10.65 m,,,
,doll_4.70 m,,,
,doll_81.49 m,,,
,doll_14.74 m,,,
,doll_5.80 m,,,
,doll_14.98 m,,,
,doll_15.39 m,,,
,doll_251.98 m,,,
,doll_6.64 m,,,
,doll_12.14 m,,,
,doll_1.5 m,,,
,doll_9.1 m,,,
,doll_143.27 m,,,
,doll_2.90 m,,,
,doll_58.06 m,,,
,doll_22.24 m,,,
,doll_14.37 m,,,
,doll_210.95 m,,,
,doll_12.68 m,,,
,doll_1.93 m,,,
,doll_3.7 m,,,
,doll_3.81 m,,,
,doll_282.24 m,,,
,doll_6.13 m,,,
,doll_6.79 m,,,
,doll_208.16 m,,,
,doll_80.33 m,,,
,doll_60.07 m,,,
,doll_6.74 m,,,
,doll_3.76 m,,,
,doll_3.3 m,,,
,doll_1.55 m,,,
,doll_36.90 m,,,
,doll_14.50 m,,,
,doll_125.86 m,,,
,doll_0.0 m,,,
,doll_9.12 m,,,
,doll_45.41 m,,,
,doll_8.98 m,,,
,doll_5.9 m,,,
,doll_2.5 m,,,
,doll_4.83 m,,,
,doll_2.76 m,,,
,doll_62.47 m,,,
,doll_1.15 m,,,
,doll_26.56 m,,,
,doll_5.39 m,,,
,doll_1.97 m,,,
,doll_6.46 m,,,
,doll_18.8 m,,,
,doll_7.06 m,,,
,doll_2.90 m,,,
,doll_11.38 m,,,
,doll_47.23 m,,,
,doll_27.80 m,,,
,doll_45.11 m,,,
,doll_3.41 m,,,
,doll_50.72 m,,,
,doll_7.88 m,,,
,doll_4.9 m,,,
,doll_5.8 m,,,
,doll_3.81 m,,,
,doll_1.33 m,,,
,doll_5.67 m,,,
,doll_25.37 m,,,
,doll_1.53 m,,,
,doll_25.65 m,,,
,doll_40.31 m,,,
,doll_3.52 m,,,
,doll_16.49 m,,,
,doll_4.2 m,,,
,doll_7.62 m,,,
,doll_74.35 m,,,
,doll_1.54 m,,,
,doll_1.37 m,,,
,doll_50.31 m,,,
,doll_82.24 m,,,
,doll_24.27 m,,,
,doll_10.5 m,,,
,doll_20.84 m,,,
,doll_2.4 m,,,
,doll_8.31 m,,,
,doll_1.61 m,,,
,doll_20.61 m,,,
,doll_79.53 m,,,
,doll_27.28 m,,,
,doll_5.23 m,,,
,doll_70.18 m,,,
,doll_2.29 m,,,
,doll_3.1 m,,,
,doll_2.32 m,,,
,doll_4.75 m,,,
,doll_1.98 m,,,
,doll_20.15 m,,,
,doll_0.0 m,,,
,doll_9.02 m,,,
,doll_1.88 m,,,
,doll_1.9 m,,,
,doll_1.67 m,,,
,doll_5.22 m,,,
,doll_57.66 m,,,
,doll_158.25 m,,,
,doll_56.34 m,,,
,doll_6.60 m,,,
,doll_155.6 m,,,
,doll_10.15 m,,,
,doll_2.4 m,,,
,doll_8.63 m,,,
,doll_232.37 m,,,
,doll_4.11 m,,,
,doll_66.52 m,,,
,doll_3.79 m,,,
,doll_18.38 m,,,
,doll_222.17 m,,,
,doll_6.32 m,,,
,doll_19.42 m,,,
,doll_9.68 m,,,
,doll_6.7 m,,,
,doll_26.72 m,,,
,doll_15.43 m,,,
,doll_6.22 m,,,
,doll_82.18 m,,,
,doll_286.36 m,,,
,doll_28.10 m,,,
,doll_103.63 m,,,
,doll_5.62 m,,,
,doll_6.3 m,,,
,doll_9.09 m,,,
,doll_23.97 m,,,
,doll_1.70 m,,,
,doll_58.83 m,,,
,doll_2.01 m,,,
,doll_108.51 m,,,
,doll_347.44 m,,,
,doll_77.76 m,,,
,doll_3.92 m,,,
,doll_3.75 m,,,
,doll_1.6 m,,,
,doll_4.91 m,,,
,doll_20.34 m,,,
,doll_7.43 m,,,
,doll_7.13 m,,,
,doll_1.92 m,,,
,doll_4.32 m,,,
,doll_16.95 m,,,
,doll_13.56 m,,,
,doll_3.96 m,,,
,doll_1.75 m,,,
,doll_14.45 m,,,
,doll_7.8 m,,,
,doll_54.10 m,,,
,doll_2.65 m,,,
,doll_3.33 m,,,
,doll_10.49 m,,,
,doll_487.89 m,,,
,doll_33.34 m,,,
,doll_30.41 m,,,
,doll_3.92 m,,,
,doll_50.78 m,,,
,doll_4.0 m,,,
,doll_8.0 m,,,
,doll_27.3 m,,,
,doll_2.29 m,,,
,doll_9.20 m,,,
,doll_20.02 m,,,
,doll_2.98 m,,,
,doll_33.66 m,,,
,doll_0.0 m,,,
,doll_41.02 m,,,
,doll_4.25 m,,,
,doll_4.07 m,,,
,doll_29.0 m,,,
,doll_14.0 m,,,
,doll_9.2 m,,,
,doll_5.71 m,,,
,doll_10.06 m,,,
,doll_130.40 m,,,
,doll_8.23 m,,,
,doll_5.68 m,,,
,doll_76.93 m,,,
,doll_10.67 m,,,
,doll_4.77 m,,,
,doll_2.13 m,,,
,doll_46.6 m,,,
,doll_29.4 m,,,
,doll_3.02 m,,,
,doll_2.72 m,,,
,doll_14.48 m,,,
,doll_2.56 m,,,
,doll_1.21 m,,,
,doll_0.0 m,,,
,doll_294.23 m,,,
,doll_26.09 m,,,
,doll_1.66 m,,,
,doll_1.96 m,,,
,doll_1.57 m,,,
,doll_2.1 m,,,
,doll_164.03 m,,,
,doll_4.87 m,,,
,doll_14.85 m,,,
,doll_26.82 m,,,
,doll_17.94 m,,,
,doll_36.77 m,,,
,doll_235.75 m,,,
,doll_532.61 m,,,
,doll_5.74 m,,,
,doll_57.38 m,,,
,doll_1.55 m,,,
,doll_9.1 m,,,
,doll_8.78 m,,,
,doll_18.66 m,,,
,doll_3.82 m,,,
,doll_99.86 m,,,
,doll_4.94 m,,,
,doll_533.07 m,,,
,doll_64.53 m,,,
,doll_11.86 m,,,
,doll_4.77 m,,,
,doll_2.8 m,,,
,doll_2.27 m,,,
,doll_10.17 m,,,
,doll_10.68 m,,,
,doll_2.00 m,,,
,doll_159.02 m,,,
,doll_12.70 m,,,
,doll_214.60 m,,,
,doll_6.74 m,,,
,doll_15.65 m,,,
,doll_63.88 m,,,
,doll_1.58 m,,,
,doll_5.93 m,,,
,doll_3.3 m,,,
,doll_11.54 m,,,
,doll_2.37 m,,,
,doll_58.35 m,,,
,doll_140.16 m,,,
,doll_2.00 m,,,
,doll_1.32 m,,,
,doll_7.00 m,,,
,doll_7.89 m,,,
,doll_19.43 m,,,
,doll_169.47 m,,,
,doll_122.2 m,,,
,doll_1.84 m,,,
,doll_14.99 m,,,
,doll_10.88 m,,,
,doll_50.20 m,,,
,doll_1.21 m,,,
,doll_74.18 m,,,
,doll_162.22 m,,,
,doll_164.63 m,,,
,doll_197.26 m,,,
,doll_1.62 m,,,
,doll_3.8 m,,,
,doll_1.6 m,,,
,doll_1.99 m,,,
,doll_8.57 m,,,
,doll_119.25 m,,,
,doll_9.01 m,,,
,doll_1.68 m,,,
,doll_150.98 m,,,
,doll_177.47 m,,,
,doll_450.46 m,,,
,doll_4.11 m,,,
,doll_20.2 m,,,
,doll_2.47 m,,,
,doll_3.4 m,,,
,doll_5.10 m,,,
,doll_2.29 m,,,
,doll_8.60 m,,,
,doll_8.93 m,,,
,doll_440.36 m,,,
,doll_7.36 m,,,
,doll_7.32 m,,,
,doll_16.49 m,,,
,doll_11.5 m,,,
,doll_1.8 m,,,
,doll_10.29 m,,,
,doll_5.29 m,,,
,doll_4.62 m,,,
,doll_4.64 m,,,
,doll_15.67 m,,,
,doll_9.37 m,,,
,doll_223.83 m,,,
,doll_3.67 m,,,
,doll_2.16 m,,,
,doll_6.56 m,,,
,doll_1.94 m,,,
,doll_3.91 m,,,
,doll_14.3 m,,,
,doll_25.70 m,,,
,doll_6.18 m,,,
,doll_2.81 m,,,
,doll_17.99 m,,,
,doll_341.10 m,,,
,doll_2.69 m,,,
,doll_1.02 m,,,
,doll_206.43 m,,,
,doll_4.15 m,,,
,doll_15.87 m,,,
,doll_11.65 m,,,
,doll_14.6 m,,,
,doll_15.73 m,,,
,doll_53.18 m,,,
,doll_3.70 m,,,
,doll_3.23 m,,,
,doll_61.12 m,,,
,doll_91.93 m,,,
,doll_2.5 m,,,
,doll_19.88 m,,,
,doll_33.3 m,,,
,doll_4.63 m,,,
,doll_49.10 m,,,
,doll_6.62 m,,,
,doll_49.94 m,,,
,doll_1.71 m,,,
,doll_136.35 m,,,
,doll_7.65 m,,,
,doll_4.28 m,,,
,doll_13.1 m,,,
,doll_11.41 m,,,
,doll_28.95 m,,,
,doll_75.90 m,,,
,doll_3.65 m,,,
,doll_1.57 m,,,
,doll_81.75 m,,,
,doll_4.53 m,,,
,doll_13.65 m,,,
,doll_16.88 m,,,
,doll_4.9 m,,,
,doll_44.39 m,,,
,doll_17.96 m,,,
,doll_496.98 m,,,
,doll_1.64 m,,,
,doll_3.42 m,,,
,doll_323.00 m,,,
,doll_2.38 m,,,
,doll_2.57 m,,,
,doll_2.42 m,,,
,doll_2.72 m,,,
,doll_5.6 m,,,
,doll_4.92 m,,,
,doll_3.01 m,,,
,doll_4.85 m,,,
,doll_17.66 m,,,
,doll_25.56 m,,,
,doll_549.45 m,,,
,doll_854.04 m,,,
,doll_75.99 m,,,
,doll_2.99 m,,,
,doll_7.43 m,,,
,doll_18.3 m,,,
,doll_5.48 m,,,
,doll_2.07 m,,,
,doll_2.87 m,,,
,doll_14.26 m,,,
,doll_86.82 m,,,
,doll_139.01 m,,,
,doll_32.21 m,,,
,doll_192.41 m,,,
,doll_14.94 m,,,
,doll_12.21 m,,,
,doll_1.9 m,,,
,doll_5.70 m,,,
,doll_10.01 m,,,
,doll_31.02 m,,,
,doll_20.29 m,,,
,doll_51.15 m,,,
,doll_39.10 m,,,
,doll_28.30 m,,,
,doll_3.68 m,,,
,doll_4.8 m,,,
,doll_4.88 m,,,
,doll_8.71 m,,,
,doll_6.4 m,,,
,doll_19.90 m,,,
,doll_62.23 m,,,
,doll_1.26 m,,,
,doll_5.78 m,,,
,doll_1.98 m,,,
,doll_147.10 m,,,
,doll_322.34 m,,,
,doll_1.85 m,,,
,doll_24.58 m,,,
,doll_2.85 m,,,
,doll_240.0 m,,,
,doll_7.02 m,,,
,doll_5.24 m,,,
,doll_2.50 m,,,
,doll_8.42 m,,,
,doll_883.72 m,,,
,doll_61.84 m,,,
,doll_71.55 m,,,
,doll_61.87 m,,,
,doll_2.64 m,,,
,doll_111.54 m,,,
,doll_10.99 m,,,
,doll_5.03 m,,,
,doll_2.0 m,,,
,doll_7.26 m,,,
,doll_2.67 m,,,
,doll_46.40 m,,,
,doll_6.26 m,,,
,doll_56.05 m,,,
,doll_7.30 m,,,
,doll_6.79 m,,,
,doll_4.96 m,,,
,doll_3.4 m,,,
,doll_21.70 m,,,
,doll_496.95 m,,,
,doll_1.35 m,,,
,doll_20.87 m,,,
,doll_57.38 m,,,
,doll_1.26 m,,,
,doll_827.06 m,,,
,doll_352.88 m,,,
,doll_18.77 m,,,
,doll_35.27 m,,,
,doll_1.67 m,,,
,doll_21.5 m,,,
,doll_4.97 m,,,
,doll_3.22 m,,,
,doll_132.00 m,,,
,doll_15.18 m,,,
,doll_344.65 m,,,
,doll_2.0 m,,,
,doll_6.52 m,,,
,doll_15.5 m,,,
,doll_1.9 m,,,
,doll_2.12 m,,,
,doll_0.0 m,,,
,doll_2.70 m,,,
,doll_9.55 m,,,
,doll_2.39 m,,,
,doll_8.66 m,,,
,doll_2.2 m,,,
,doll_125.69 m,,,
,doll_2.37 m,,,
,doll_2.47 m,,,
,doll_4.61 m,,,
,doll_24.33 m,,,
,doll_2.34 m,,,
,doll_25.67 m,,,
,doll_45.31 m,,,
,doll_1.6 m,,,
,doll_1.70 m,,,
,doll_2.20 m,,,
,doll_227.80 m,,,
,doll_6.38 m,,,
,doll_15.95 m,,,
,doll_1.81 m,,,
,doll_2.59 m,,,
,doll_5.2 m,,,
,doll_16.20 m,,,
,doll_9.82 m,,,
,doll_3.57 m,,,
,doll_1.51 m,,,
,doll_1.9 m,,,
,doll_2.52 m,,,
,doll_7.02 m,,,
,doll_16.4 m,,,
,doll_1.7 m,,,
,doll_63.36 m,,,
,doll_475.78 m,,,
,doll_29.18 m,,,
,doll_4.48 m,,,
,doll_115.79 m,,,
,doll_4.3 m,,,
,doll_17.37 m,,,
,doll_16.7 m,,,
,doll_4.42 m,,,
,doll_173.48 m,,,
,doll_2151.39 m,,,
,doll_151.21 m,,,
,doll_32.61 m,,,
,doll_4.68 m,,,
,doll_1.84 m,,,
,doll_5.9 m,,,
,doll_13.2 m,,,
,doll_4.68 m,,,
,doll_3.32 m,,,
,doll_0.0 m,,,
,doll_44.78 m,,,
,doll_27.22 m,,,
,doll_19.58 m,,,
,doll_4.53 m,,,
,doll_82.82 m,,,
,doll_43.6 m,,,
,doll_1.76 m,,,
,doll_6.10 m,,,
,doll_259.23 m,,,
,doll_4.16 m,,,
,doll_176.69 m,,,
,doll_146.45 m,,,
,doll_2.4 m,,,
,doll_6.37 m,,,
,doll_43.5 m,,,
,doll_3.7 m,,,
,doll_4.50 m,,,
,doll_2.60 m,,,
,doll_5.49 m,,,
,doll_15.25 m,,,
,doll_1.53 m,,,
,doll_6.53 m,,,
,doll_8.56 m,,,
,doll_8.26 m,,,
,doll_49.0 m,,,
,doll_1.62 m,,,
,doll_56.00 m,,,
,doll_7.98 m,,,
,doll_2.61 m,,,
,doll_1.79 m,,,
,doll_5.83 m,,,
,doll_5.3 m,,,
,doll_6.51 m,,,
,doll_157.19 m,,,
,doll_65.11 m,,,
,doll_2.07 m,,,
,doll_2.15 m,,,
,doll_1.7 m,,,
,doll_4.88 m,,,
,doll_6.98 m,,,
,doll_104.76 m,,,
,doll_13.44 m,,,
,doll_30.44 m,,,
,doll_5.11 m,,,
,doll_17.7 m,,,
,doll_3.33 m,,,
,doll_55.70 m,,,
,doll_3.21 m,,,
,doll_5.54 m,,,
,doll_191.36 m,,,
,doll_9.38 m,,,
,doll_2.11 m,,,
,doll_5.0 m,,,
,doll_17.8 m,,,
,doll_3.92 m,,,
,doll_2.27 m,,,
,doll_10.54 m,,,
,doll_6.55 m,,,
,doll_2.0 m,,,
,doll_5.94 m,,,
,doll_2.68 m,,,
,doll_7.55 m,,,
,doll_2.4 m,,,
,doll_2.94 m,,,
,doll_1.65 m,,,
,doll_10.38 m,,,
,doll_3.5 m,,,
,doll_4.18 m,,,
,doll_32.27 m,,,
,doll_174.36 m,,,
,doll_2.4 m,,,
,doll_1.77 m,,,
,doll_21.25 m,,,
,doll_9.25 m,,,
,doll_5.5 m,,,
,doll_10.85 m,,,
,doll_2.86 m,,,
,doll_10.55 m,,,
,doll_9.6 m,,,
,doll_5.65 m,,,
,doll_45.23 m,,,
,doll_3.77 m,,,
,doll_2.2 m,,,
,doll_2.83 m,,,
,doll_3.0 m,,,
,doll_8.33 m,,,
,doll_3.1 m,,,
,doll_3.82 m,,,
,doll_4.11 m,,,
,doll_6.34 m,,,
,doll_9.0 m,,,
,doll_44.21 m,,,
,doll_6.69 m,,,
,doll_3.51 m,,,
,doll_1.8 m,,,
,doll_4.97 m,,,
,doll_2.91 m,,,
,doll_9.17 m,,,
,doll_42.9 m,,,
,doll_23.96 m,,,
,doll_32.04 m,,,
,doll_11.63 m,,,
,doll_2.8 m,,,
,doll_6.39 m,,,
,doll_32.17 m,,,
,doll_2.8 m,,,
,doll_14.7 m,,,
,doll_3.67 m,,,
,doll_2.7 m,,,
,doll_34.79 m,,,
,doll_6.4 m,,,
,doll_2.50 m,,,
,doll_2.0 m,,,
,doll_1.96 m,,,
,doll_4.5 m,,,
,doll_16.27 m,,,
,doll_1.95 m,,,
,doll_16.2 m,,,
,doll_21.6 m,,,
,doll_3.50 m,,,
,doll_4.97 m,,,
,doll_1.62 m,,,
,doll_3.6 m,,,
,doll_4.03 m,,,
,doll_33.65 m,,,
