,name,symbol,marketcap,price,country
5361,onewater marine,onew,doll_0.49 b,doll_31.93,usa
5362,arcturus therapeutics,arct,doll_0.49 b,doll_18.85,usa
5363,cue health,hlth,doll_0.49 b,doll_3.34,usa
5364,trivago,trvg,doll_0.49 b,doll_1.38,germany
5365,porr,abs2.f,doll_0.49 b,doll_12.60,austria
5366,rovio entertainment,rovio.he,doll_0.49 b,doll_6.51,finland
5367,design therapeutics,dsgn,doll_0.49 b,doll_8.88,usa
5368,consolidated communications,cnsl,doll_0.49 b,doll_4.30,usa
5369,desktop metal,dm,doll_0.49 b,doll_1.56,usa
5370,greenlam industries,greenlam.ns,doll_0.49 b,doll_3.90,india
5371,value line,valu,doll_0.49 b,doll_52.25,usa
5372,centrus energy,leu,doll_0.49 b,doll_33.95,usa
5373,kezar life sciences,kzr,doll_0.49 b,doll_7.21,usa
5374,national presto industries,npk,doll_0.49 b,doll_69.79,usa
5375,angiodynamics,ango,doll_0.49 b,doll_12.57,usa
5376,akouos,akus,doll_0.49 b,doll_13.29,usa
5377,rada electronic industries,rada,doll_0.49 b,doll_9.87,israel
5378,tsakos energy navigation,tnp,doll_0.49 b,doll_17.14,greece
5379,whitestone reit,wsr,doll_0.48 b,doll_9.74,usa
5380,wemade,112040.kq,doll_0.48 b,doll_29.76,s. korea
5381,dish tv,dishtv.ns,doll_0.48 b,doll_0.26,india
5382,mitek systems,mitk,doll_0.48 b,doll_10.90,usa
5383,inogen,ingn,doll_0.48 b,doll_21.24,usa
5384,hyster-yale materials handling,hy,doll_0.48 b,doll_28.74,usa
5385,eagle point credit company,ecc,doll_0.48 b,doll_11.13,usa
5386,mesoblast,meso,doll_0.48 b,doll_3.30,australia
5387,ibex,ibex,doll_0.48 b,doll_26.61,usa
5388,garrett motion,gtx,doll_0.48 b,doll_7.49,switzerland
5389,barbeque nation hospitality ,barbeque.ns,doll_0.48 b,doll_12.45,india
5390,protagonist therapeutics,ptgx,doll_0.48 b,doll_9.84,usa
5391,patriot battery metals,pmet.v,doll_0.48 b,doll_5.34,canada
5392,the rmr group,rmr,doll_0.48 b,doll_29.11,usa
5393,nazara technologies,nazara.ns,doll_0.48 b,doll_7.33,india
5394,sohu.com,sohu,doll_0.48 b,doll_14.31,china
5395,funko,fnko,doll_0.48 b,doll_10.23,usa
5396,ifb industries,ifbind.ns,doll_0.48 b,doll_11.89,india
5397,argan,agx,doll_0.48 b,doll_35.48,usa
5398,guangzhou wahlap technology,301011.sz,doll_0.48 b,doll_4.26,china
5399,mail.ru group,rl9a.f,doll_0.48 b,doll_2.13,cyprus
5400,seneca foods,senea,doll_0.47 b,doll_62.38,usa
5401,vertex energy,vtnr,doll_0.47 b,doll_6.33,usa
5402,valens semiconductor,vln,doll_0.47 b,doll_4.81,israel
5403,bluegreen vacations,bvh,doll_0.47 b,doll_24.86,usa
5404,american software,amswa,doll_0.47 b,doll_14.14,usa
5405,89bio,etnb,doll_0.47 b,doll_10.20,usa
5406,ezcorp,ezpw,doll_0.47 b,doll_8.42,usa
5407,liquidity services,lqdt,doll_0.47 b,doll_13.24,usa
5408,action construction equipment,ace.ns,doll_0.47 b,doll_3.97,india
5409,america's car-mart,crmt,doll_0.47 b,doll_74.18,usa
5410,big lots,big,doll_0.47 b,doll_16.31,usa
5411,smartrent,smrt,doll_0.47 b,doll_2.38,usa
5412,elringklinger,zil2.de,doll_0.47 b,doll_7.44,germany
5413,contextlogic (wish.com),wish,doll_0.47 b,doll_0.64,usa
5414,akoya biosciences,akya,doll_0.47 b,doll_12.39,usa
5415,bar harbor bankshares,bhb,doll_0.46 b,doll_31.19,usa
5416,mastercraft boat,mcft,doll_0.46 b,doll_26.38,usa
5417,tpi composites,tpic,doll_0.46 b,doll_11.19,usa
5418,gateway distriparks,gdl.ns,doll_0.46 b,doll_3.76,india
5419,gevo,gevo,doll_0.46 b,doll_1.97,usa
5420,vaalco energy,egy,doll_0.46 b,doll_4.31,usa
5421,inovio pharmaceuticals,ino,doll_0.46 b,doll_1.87,usa
5422,2seventy bio,tsvt,doll_0.46 b,doll_12.30,usa
5423,ituran,itrn,doll_0.46 b,doll_23.00,israel
5424,west coast paper mills,wstcstpapr.ns,doll_0.46 b,doll_7.05,india
5425,five star bancorp,fsbc,doll_0.46 b,doll_27.01,usa
5426,hillevax,hlvx,doll_0.46 b,doll_13.92,usa
5427,optim,3694.t,doll_0.46 b,doll_8.43,japan
5428,schneider electric infrastructure,schneider.ns,doll_0.46 b,doll_1.94,india
5429,tetra technologies,tti,doll_0.46 b,doll_3.60,usa
5430,alerus financial,alrs,doll_0.46 b,doll_23.15,usa
5431,axogen,axgn,doll_0.46 b,doll_10.93,usa
5432,orpea,orp.pa,doll_0.46 b,doll_6.66,france
5433,newtek,newt,doll_0.46 b,doll_18.87,usa
5434,similarweb,smwb,doll_0.46 b,doll_6.06,israel
5435,donegal group,dgica,doll_0.46 b,doll_14.09,usa
5436,phathom pharmaceuticals,phat,doll_0.45 b,doll_11.03,usa
5437,alx oncology,alxo,doll_0.45 b,doll_11.22,usa
5438,avadel pharmaceuticals,avdl,doll_0.45 b,doll_7.40,ireland
5439,amryt pharma,amyt,doll_0.45 b,doll_7.14,uk
5440,adicet bio,acet,doll_0.45 b,doll_10.64,usa
5441,doubledown interactive,ddi,doll_0.45 b,doll_9.20,usa
5442,fubotv,fubo,doll_0.45 b,doll_2.33,usa
5443,ace hardware indonesia,aces.jk,doll_0.45 b,doll_0.03000,indonesia
5444,stitch fix,sfix,doll_0.45 b,doll_4.09,usa
5445,oppenheimer holdings,opy,doll_0.45 b,doll_41.32,usa
5446,icelandair,iceair.ic,doll_0.45 b,doll_0.01000,iceland
5447,jindal poly films,jindalpoly.ns,doll_0.45 b,doll_10.31,india
5448,jtekt india,jtektindia.ns,doll_0.45 b,doll_1.85,india
5449,bafang yunji,2753.tw,doll_0.45 b,doll_6.80,taiwan
5450,babcock & wilcox,bw,doll_0.45 b,doll_5.09,usa
5451,oil states international,ois,doll_0.44 b,doll_7.04,usa
5452,great lakes dredge & dock corp.,gldd,doll_0.44 b,doll_6.79,usa
5453,agora.io,api,doll_0.44 b,doll_3.87,china
5454,pearl abyss,263750.kq,doll_0.44 b,doll_34.42,s. korea
5455,teekay,tk,doll_0.44 b,doll_4.46,canada
5456,lindblad expeditions,lind,doll_0.44 b,doll_8.41,usa
5457,scholar rock holding,srrk,doll_0.44 b,doll_8.63,usa
5458,pagaya technologies,pgy,doll_0.44 b,doll_0.65,israel
5459,gladstone investment,gain,doll_0.44 b,doll_13.41,usa
5460,anika therapeutics,anik,doll_0.44 b,doll_30.45,usa
5461,vigil neuroscience,vigl,doll_0.44 b,doll_12.50,usa
5462,ranpak,pack,doll_0.44 b,doll_5.42,usa
5463,pmv pharmaceuticals,pmvp,doll_0.44 b,doll_9.71,usa
5464,indoco remedies,indoco.ns,doll_0.44 b,doll_4.81,india
5465,tallink grupp,t5n.f,doll_0.44 b,doll_0.57,tonia
5466,microvision,mvis,doll_0.44 b,doll_2.67,usa
5467,powell industries,powl,doll_0.44 b,doll_37.29,usa
5468,entravision communications,evc,doll_0.44 b,doll_5.43,usa
5469,dutch lady milk industries,3026.kl,doll_0.44 b,doll_6.89,malaysia
5470,archosaur games,9990.hk,doll_0.44 b,doll_0.55,china
5471,paisalo digital,paisalo.ns,doll_0.44 b,doll_0.98,india
5472,si-bone,sibn,doll_0.43 b,doll_12.71,usa
5473,southern missouri bancorp,smbc,doll_0.43 b,doll_47.50,usa
5474,zumiez,zumz,doll_0.43 b,doll_22.47,usa
5475,purple innovation,prpl,doll_0.43 b,doll_4.79,usa
5476,mullen automotive,muln,doll_0.43 b,doll_0.26,usa
5477,skeena resources,ske,doll_0.43 b,doll_5.76,canada
5478,biglari,bh,doll_0.43 b,doll_140.49,usa
5479,allbirds,bird,doll_0.43 b,doll_2.91,usa
5480,cs disco,law,doll_0.43 b,doll_7.35,usa
5481,aura biosciences,aura,doll_0.43 b,doll_12.03,usa
5482,tcns clothing,tcnsbrands.ns,doll_0.43 b,doll_6.96,india
5483,igg inc,0799.hk,doll_0.43 b,doll_0.36,singapore
5484,sutro biopharma,stro,doll_0.43 b,doll_7.50,usa
5485,albireo pharma,albo,doll_0.43 b,doll_20.81,usa
5486,the children's place,plce,doll_0.43 b,doll_35.18,usa
5487,digimarc,dmrc,doll_0.43 b,doll_21.47,usa
5488,compass pathways,cmps,doll_0.42 b,doll_10.08,uk
5489,shotspotter,ssti,doll_0.42 b,doll_35.18,usa
5490,esperion therapeutics,espr,doll_0.42 b,doll_5.82,usa
5491,ceco environmental,ceco,doll_0.42 b,doll_12.50,usa
5492,astec lifesciences,astec.ns,doll_0.42 b,doll_21.85,india
5493,enterprise bancorp,ebtc,doll_0.42 b,doll_35.30,usa
5494,preformed line products,plpc,doll_0.42 b,doll_86.78,usa
5495,canaan,can,doll_0.42 b,doll_2.48,china
5496,energy vault,nrgv,doll_0.42 b,doll_3.08,usa
5497,arbutus biopharma,abus,doll_0.42 b,doll_2.72,usa
5498,solid power,sldp,doll_0.42 b,doll_2.42,usa
5499,beazer homes usa,bzh,doll_0.42 b,doll_13.75,usa
5500,intrepid potash,ipi,doll_0.42 b,doll_31.46,usa
5501,bel fuse,belfb,doll_0.42 b,doll_33.76,usa
5502,borussia dortmund,bvb.f,doll_0.42 b,doll_3.80,germany
5503,veru,veru,doll_0.42 b,doll_5.23,usa
5504,world acceptance corporation,wrld,doll_0.42 b,doll_67.35,usa
5505,qingci games,6633.hk,doll_0.41 b,doll_0.61,china
5506,anant raj,anantraj.ns,doll_0.41 b,doll_1.29,india
5507,moil,moil.ns,doll_0.41 b,doll_2.06,india
5508,niu,niu,doll_0.41 b,doll_5.44,china
5509,reservoir media,rsvr,doll_0.41 b,doll_6.50,usa
5510,mahindra logistics,mahlog.ns,doll_0.41 b,doll_5.81,india
5511,national fertilizers,nfl.ns,doll_0.41 b,doll_0.85,india
5512,xperi,xper,doll_0.41 b,doll_9.95,usa
5513,canoo,goev,doll_0.41 b,doll_1.21,usa
5514,lexicon pharmaceuticals,lxrx,doll_0.41 b,doll_2.21,usa
5515,the tinplate company of india ,tinplate.ns,doll_0.41 b,doll_3.98,india
5516,rani therapeutics,rani,doll_0.41 b,doll_8.21,usa
5517,hyzon motors,hyzn,doll_0.41 b,doll_1.68,usa
5518,douyu,doyu,doll_0.41 b,doll_1.31,china
5519,smith & wesson,swbi,doll_0.41 b,doll_9.06,usa
5520,guaranty bancshares,gnty,doll_0.41 b,doll_34.66,usa
5521,apollo endosurgery,apen,doll_0.41 b,doll_9.93,usa
5522,vesuvius india,vesuvius.ns,doll_0.41 b,doll_20.34,india
5523,alta equipment group,altg,doll_0.41 b,doll_12.81,usa
5524,magnachip,mx,doll_0.41 b,doll_9.31,luxembourg
5525,cerberus cyber sentinel,ciso,doll_0.41 b,doll_2.81,usa
5526,vanda pharmaceuticals,vnda,doll_0.40 b,doll_7.24,usa
5527,kewal kiran clothing,kkcl.ns,doll_0.40 b,doll_6.64,india
5528,computer programs and systems,cpsi,doll_0.40 b,doll_28.14,usa
5529,hawesko,haw.de,doll_0.40 b,doll_43.64,germany
5530,chennai petroleum,chennpetro.ns,doll_0.40 b,doll_2.74,india
5531,avon protection,avon.l,doll_0.40 b,doll_13.47,uk
5532,priority technology holdings,prth,doll_0.40 b,doll_5.34,usa
5533,hersha hospitality trust,ht,doll_0.40 b,doll_9.78,usa
5534,bank mayapada internasional,maya.jk,doll_0.40 b,doll_0.03000,indonesia
5535,civeo,cveo,doll_0.40 b,doll_29.55,usa
5536,orthofix medical,ofix,doll_0.40 b,doll_20.23,usa
5537,strides pharma,star.ns,doll_0.40 b,doll_4.47,india
5538,el pollo loco,loco,doll_0.40 b,doll_10.89,usa
5539,ring energy,rei,doll_0.40 b,doll_2.31,usa
5540,power mech projects,powermech.ns,doll_0.40 b,doll_27.37,india
5541,1-800-petmeds,pets,doll_0.40 b,doll_19.10,usa
5542,liquidia technologies,lqda,doll_0.40 b,doll_6.24,usa
5543,c4 therapeutics,cccc,doll_0.40 b,doll_8.19,usa
5544,agc networks,agcnet.ns,doll_0.40 b,doll_12.11,india
5545,global cord blood,co,doll_0.40 b,doll_2.99,hong kong
5546,ess tech,gwh,doll_0.40 b,doll_2.61,usa
5547,tarsus pharmaceuticals,tars,doll_0.39 b,doll_14.99,usa
5548,eagle pharmaceuticals,egrx,doll_0.39 b,doll_30.70,usa
5549,grindrod shipping,grin,doll_0.39 b,doll_21.00,singapore
5550,atlanticus,atlc,doll_0.39 b,doll_27.60,usa
5551,tusimple,tsp,doll_0.39 b,doll_1.77,usa
5552,gamco investors,gami,doll_0.39 b,doll_15.39,usa
5553,huuuge,hug.wa,doll_0.39 b,doll_5.05,usa
5554,zymeworks,zyme,doll_0.39 b,doll_6.42,canada
5555,brt apartments,brt,doll_0.39 b,doll_20.89,usa
5556,hathway,hathway.ns,doll_0.39 b,doll_0.22,india
5557,evolus,eols,doll_0.39 b,doll_7.03,usa
5558,nuvation bio,nuvb,doll_0.39 b,doll_1.80,usa
5559,transcontinental realty investors,tci,doll_0.39 b,doll_45.50,usa
5560,hindustan construction company,hcc.ns,doll_0.39 b,doll_0.26,india
5561,tutor perini,tpc,doll_0.39 b,doll_7.60,usa
5562,seer,seer,doll_0.39 b,doll_6.24,usa
5563,phnom penh autonomous port,ppap.kh,doll_0.39 b,doll_3.41,cambodia
5564,build-a-bear,bbw,doll_0.39 b,doll_26.47,usa
5565,marine products corporation,mpx,doll_0.39 b,doll_11.41,usa
5566,mirza international,mirzaint.ns,doll_0.38 b,doll_3.07,india
5567,destination xl,dxlg,doll_0.38 b,doll_6.24,usa
5568,zur rose group,rose.sw,doll_0.38 b,doll_28.88,switzerland
5569,5e advanced materials,feam,doll_0.38 b,doll_8.87,usa
5570,ramaco resources,metc,doll_0.38 b,doll_8.80,usa
5571,international general insurance,igic,doll_0.38 b,doll_7.87,rdan
5572,lion electric,lev,doll_0.38 b,doll_1.99,canada
5573,hometrust bancshares,htbi,doll_0.38 b,doll_24.78,usa
5574,india tourism development corp,itdc.ns,doll_0.38 b,doll_4.51,india
5575,ao world,ao.l,doll_0.38 b,doll_0.67,uk
5576,nexpoint real estate finance,nref,doll_0.38 b,doll_17.47,usa
5577,inox wind,inoxwind.ns,doll_0.38 b,doll_1.39,india
5578,farmers & merchants bancorp,fmao,doll_0.38 b,doll_28.38,usa
5579,tredegar,tg,doll_0.38 b,doll_11.35,usa
5580,sun corp,6736.t,doll_0.38 b,doll_16.28,japan
5581,greentree hospitality,ghg,doll_0.38 b,doll_3.74,china
5582,bahnhof ab,3b7.f,doll_0.38 b,doll_3.58,sweden
5583,skywater technology,skyt,doll_0.38 b,doll_8.89,usa
5584,jumia,jmia,doll_0.38 b,doll_3.85,germany
5585,gamania digital,6180.two,doll_0.38 b,doll_2.19,taiwan
5586,jci hitachi india,jchac.ns,doll_0.38 b,doll_14.11,india
5587,pennantpark investment,pnnt,doll_0.38 b,doll_5.88,usa
5588,marimekko,mekko.he,doll_0.38 b,doll_9.45,finland
5589,on24,ontf,doll_0.38 b,doll_7.98,usa
5590,penseco financial services,pfis,doll_0.38 b,doll_53.53,usa
5591,capstar financial,cstr,doll_0.38 b,doll_17.48,usa
5592,american national bank & trust company,amnb,doll_0.38 b,doll_36.08,usa
5593,mcphy energy,mcphy.pa,doll_0.38 b,doll_13.70,france
5594,orasure technologies,osur,doll_0.38 b,doll_5.26,usa
5595,american realty investors,arl,doll_0.38 b,doll_23.64,usa
5596,luxfer,lxfr,doll_0.38 b,doll_14.03,uk
5597,rubicon technologies,rbt,doll_0.38 b,doll_2.37,usa
5598,kodiak sciences,kod,doll_0.38 b,doll_7.29,usa
5599,trinity capital,trin,doll_0.38 b,doll_10.83,usa
5600,carriage services,csv,doll_0.38 b,doll_25.87,usa
5601,gaslog partners,glop,doll_0.38 b,doll_6.99,greece
5602,374water,scwo,doll_0.38 b,doll_3.00,usa
5603,aaron's,aan,doll_0.37 b,doll_12.30,usa
5604,shore bancshares,shbi,doll_0.37 b,doll_19.05,usa
5605,everquote,ever,doll_0.37 b,doll_11.76,usa
5606,newpark resources,nr,doll_0.37 b,doll_4.01,usa
5607,webzen,069080.kq,doll_0.37 b,doll_12.03,s. korea
5608,futurefuel,ff,doll_0.37 b,doll_8.61,usa
5609,traeger,cook,doll_0.37 b,doll_3.07,usa
5610,professional holding,pfhd,doll_0.37 b,doll_27.12,usa
5611,new pacific metals,newp,doll_0.37 b,doll_2.39,canada
5612,daily journal,djco,doll_0.37 b,doll_271.19,usa
5613,satellogic,satl,doll_0.37 b,doll_4.10,usa
5614,citizens & northern corp,cznc,doll_0.37 b,doll_24.00,usa
5615,financial institutions,fisi,doll_0.37 b,doll_24.24,usa
5616,latham group,swim,doll_0.37 b,doll_3.17,usa
5617,preos real estate,pag.f,doll_0.37 b,doll_3.27,germany
5618,olympic steel,zeus,doll_0.37 b,doll_33.29,usa
5619,taseko mines,tgb,doll_0.36 b,doll_1.29,canada
5620,ottakringer getränke,ots.vi,doll_0.36 b,doll_164.96,austria
5621,ardelyx,ardx,doll_0.36 b,doll_1.97,usa
5622,macatawa bank,mcbc,doll_0.36 b,doll_10.78,usa
5623,southern first bancshares,sfst,doll_0.36 b,doll_46.11,usa
5624,eneti,neti,doll_0.36 b,doll_9.59,monaco
5625,hailiang education,hlg,doll_0.36 b,doll_14.30,china
5626,atara biotherapeutics,atra,doll_0.36 b,doll_3.88,usa
5627,city office reit,cio,doll_0.36 b,doll_9.25,canada
5628,atea pharmaceuticals,avir,doll_0.36 b,doll_4.41,usa
5629,codexis,cdxs,doll_0.36 b,doll_5.58,usa
5630,hbl power systems,hblpower.ns,doll_0.36 b,doll_1.32,india
5631,sportsman's warehouse,spwh,doll_0.36 b,doll_9.68,usa
5632,richardson electronics,rell,doll_0.36 b,doll_26.20,usa
5633,tata steel long products,tatastllp.ns,doll_0.36 b,doll_8.05,india
5634,kaveri seed,kscl.ns,doll_0.36 b,doll_6.60,india
5635,aldeyra therapeutics,aldx,doll_0.36 b,doll_6.20,usa
5636,turning point brands,tpb,doll_0.36 b,doll_20.56,usa
5637,iradimed,irmd,doll_0.36 b,doll_28.72,usa
5638,digital bros,dib.mi,doll_0.35 b,doll_25.22,italy
5639,comtech telecommunications,cmtl,doll_0.35 b,doll_12.90,usa
5640,sciplay,scpl,doll_0.35 b,doll_15.78,usa
5641,north american construction group,noa,doll_0.35 b,doll_13.53,canada
5642,nkarta,nktx,doll_0.35 b,doll_7.32,usa
5643,automotive axles,autoaxles.ns,doll_0.35 b,doll_23.61,india
5644,orchid island capital,orc,doll_0.35 b,doll_10.68,usa
5645,gold royalty corp,groy,doll_0.35 b,doll_2.48,canada
5646,aurora cannabis,acb,doll_0.35 b,doll_1.10,canada
5647,bushiroad,7803.t,doll_0.35 b,doll_5.26,japan
5648,nanostring technologies,nstg,doll_0.35 b,doll_7.64,usa
5649,focus universal,fcuv,doll_0.35 b,doll_8.18,usa
5650,precigen,pgen,doll_0.35 b,doll_1.71,usa
5651,civista bancshares,civb,doll_0.35 b,doll_22.61,usa
5652,skillz,sklz,doll_0.35 b,doll_0.84,usa
5653,organogenesis,orgo,doll_0.35 b,doll_2.71,usa
5654,black rifle coffee (brc),brcc,doll_0.35 b,doll_6.50,usa
5655,postal realty trust,pstl,doll_0.35 b,doll_15.18,usa
5656,aviat networks,avnw,doll_0.35 b,doll_31.31,usa
5657,cyxtera technologies,cyxt,doll_0.35 b,doll_1.97,usa
5658,arizona metals,amc.v,doll_0.35 b,doll_2.94,canada
5659,devolver digital,devo.l,doll_0.35 b,doll_0.80,usa
5660,bioatla,bcab,doll_0.35 b,doll_9.14,usa
5661,neogames,ngms,doll_0.35 b,doll_13.75,israel
5662,ooma,ooma,doll_0.35 b,doll_14.15,usa
5663,bright health,bhg,doll_0.35 b,doll_0.56,usa
5664,harrow health,hrow,doll_0.35 b,doll_12.77,usa
5665,village super market,vlgea,doll_0.34 b,doll_24.07,usa
5666,dzs inc,dzsi,doll_0.34 b,doll_11.32,usa
5667,caremax,cmax,doll_0.34 b,doll_3.14,usa
5668,nl industries,nl,doll_0.34 b,doll_7.13,usa
5669,ocugen,ocgn,doll_0.34 b,doll_1.59,usa
5670,corby spirit and wine,csw-a.to,doll_0.34 b,doll_12.46,canada
5671,tucows,tcx,doll_0.34 b,doll_32.15,canada
5672,cymabay therapeutics,cbay,doll_0.34 b,doll_4.09,usa
5673,the pennant group,pntg,doll_0.34 b,doll_11.66,usa
5674,northwest pipe company,nwpx,doll_0.34 b,doll_34.82,usa
5675,nilkamal,nilkamal.ns,doll_0.34 b,doll_23.16,india
5676,belpointe oz,oz,doll_0.34 b,doll_100.00,usa
5677,gladstone capital,glad,doll_0.34 b,doll_9.82,usa
5678,american battery technology company,abml,doll_0.34 b,doll_0.53,usa
5679,giordano,0709.hk,doll_0.34 b,doll_0.22,hong kong
5680,lexinfintech holdings,lx,doll_0.34 b,doll_1.86,china
5681,granite point mortgage trust,gpmt,doll_0.34 b,doll_6.54,usa
5682,home bancorp,hbcp,doll_0.34 b,doll_41.28,usa
5683,bed bath & beyond,bbby,doll_0.34 b,doll_2.91,usa
5684,rxsight,rxst,doll_0.34 b,doll_12.30,usa
5685,global indemnity,gbli,doll_0.34 b,doll_23.29,yman islands
5686,rimini street,rmni,doll_0.33 b,doll_3.85,usa
5687,growgeneration,grwg,doll_0.33 b,doll_5.57,usa
5688,northeast bank,nbn,doll_0.33 b,doll_45.54,usa
5689,surya roshni,suryarosni.ns,doll_0.33 b,doll_6.22,india
5690,aeva technologies,aeva,doll_0.33 b,doll_1.54,usa
5691,sichuan xunyou network technology,300467.sz,doll_0.33 b,doll_1.65,china
5692,centessa pharmaceuticals,cnta,doll_0.33 b,doll_3.55,uk
5693,summit financial group,smmf,doll_0.33 b,doll_26.24,usa
5694,afc gamma,afcg,doll_0.33 b,doll_16.37,usa
5695,telesat,tsat,doll_0.33 b,doll_6.74,canada
5696,gran tierra energy,gte,doll_0.33 b,doll_0.93,canada
5697,safe bulkers,sb,doll_0.33 b,doll_2.80,monaco
5698,arctic paper,arp.st,doll_0.33 b,doll_4.80,poland
5699,pepgen,pepg,doll_0.33 b,doll_14.07,usa
5700,hong kong ferry,0050.hk,doll_0.33 b,doll_0.93,hong kong
5701,dynamic materials corporation,boom,doll_0.33 b,doll_16.98,usa
5702,pizza pizza,pza.to,doll_0.33 b,doll_10.30,canada
5703,braemar hotels & resorts,bhr,doll_0.33 b,doll_4.15,usa
5704,carparts.com,prts,doll_0.33 b,doll_6.07,usa
5705,first bancorp,fnlc,doll_0.33 b,doll_29.93,usa
5706,stoke therapeutics,stok,doll_0.33 b,doll_8.38,usa
5707,orient cement,orientcem.ns,doll_0.33 b,doll_1.61,india
5708,the manitowoc company,mtw,doll_0.33 b,doll_9.38,usa
5709,jaypee group,jpassociat.ns,doll_0.32 b,doll_0.13,india
5710,despegar,desp,doll_0.32 b,doll_4.98,gentina
5711,fathom digital manufacturing,fath,doll_0.32 b,doll_2.43,usa
5712,astronics corporation,atro,doll_0.32 b,doll_10.14,usa
5713,hippo,hipo,doll_0.32 b,doll_14.24,usa
5714,lsi industries,lyts,doll_0.32 b,doll_11.82,usa
5715,gabriel india,gabriel.ns,doll_0.32 b,doll_2.28,india
5716,honda siel power products,hondapower.ns,doll_0.32 b,doll_32.35,india
5717,telos,tls,doll_0.32 b,doll_4.88,usa
5718,largo,lgo,doll_0.32 b,doll_5.12,canada
5719,acnb corporation,acnb,doll_0.32 b,doll_38.50,usa
5720,cosmo films,cosmofilms.ns,doll_0.32 b,doll_12.01,india
5721,remedy entertainment,remedy.he,doll_0.32 b,doll_24.32,finland
5722,gritstone bio,grts,doll_0.32 b,doll_3.92,usa
5723,sierra bancorp,bsrr,doll_0.32 b,doll_21.63,usa
5724,nine energy service,nine,doll_0.32 b,doll_9.82,usa
5725,focus entertainment,alfoc.pa,doll_0.32 b,doll_52.68,france
5726,petiq,petq,doll_0.32 b,doll_10.86,usa
5727,sudarshan chemical,sudarschem.ns,doll_0.32 b,doll_4.70,india
5728,grupo supervielle,supv,doll_0.32 b,doll_1.80,gentina
5729,astra microwave,astramicro.ns,doll_0.32 b,doll_3.74,india
5730,inspired entertainment,inse,doll_0.32 b,doll_12.55,usa
5731,voltamp transformers,voltamp.ns,doll_0.32 b,doll_32.02,india
5732,velo3d,vld,doll_0.32 b,doll_1.74,usa
5733,f45 training,fxlv,doll_0.32 b,doll_3.33,usa
5734,g1 therapeutics,gthx,doll_0.32 b,doll_6.39,usa
5735,baozun,bzun,doll_0.32 b,doll_5.50,china
5736,sterling bancorp,sbt,doll_0.32 b,doll_6.34,usa
5737,gannett,gci,doll_0.32 b,doll_2.20,usa
5738,prime focus,pfocus.ns,doll_0.32 b,doll_1.07,india
5739,tidewater renewables,lcfs.to,doll_0.32 b,doll_9.26,canada
5740,aadi bioscience,aadi,doll_0.32 b,doll_13.12,usa
5741,siyaram silk mills,siysil.ns,doll_0.31 b,doll_6.82,india
5742,i-mab biopharma,imab,doll_0.31 b,doll_3.84,china
5743,nve corporation,nvec,doll_0.31 b,doll_65.97,usa
5744,regal hotels international,0078.hk,doll_0.31 b,doll_0.35,hong kong
5745,bcb bancorp,bcbp,doll_0.31 b,doll_18.76,usa
5746,blend labs,blnd,doll_0.31 b,doll_1.33,usa
5747,first business financial services,fbiz,doll_0.31 b,doll_37.45,usa
5748,vasta platform,vsta,doll_0.31 b,doll_3.81,brazil
5749,diana shipping,dsx,doll_0.31 b,doll_3.65,greece
5750,unisys,uis,doll_0.31 b,doll_4.64,usa
5751,miller industries,mlr,doll_0.31 b,doll_27.53,usa
5752,nextnav,nn,doll_0.31 b,doll_2.95,usa
5753,blade air mobility,blde,doll_0.31 b,doll_4.37,usa
5754,torrid,curv,doll_0.31 b,doll_3.02,usa
5755,happinet,7552.t,doll_0.31 b,doll_14.19,japan
5756,workhorse group,wkhs,doll_0.31 b,doll_1.90,usa
5757,whitehorse finance,whf,doll_0.31 b,doll_13.41,usa
5758,hallador energy company,hnrg,doll_0.31 b,doll_9.43,usa
5759,ptc india,ptc.ns,doll_0.31 b,doll_1.05,india
5760,omega therapeutics,omga,doll_0.31 b,doll_6.46,usa
5761,heron therapeutics,hrtx,doll_0.31 b,doll_2.61,usa
5762,"view, inc.",view,doll_0.31 b,doll_1.40,usa
5763,northrim bancorp,nrim,doll_0.30 b,doll_54.51,usa
5764,arvind,arvind.ns,doll_0.30 b,doll_1.18,india
5765,alpine immune sciences,alpn,doll_0.30 b,doll_6.74,usa
5766,azure power,azre,doll_0.30 b,doll_4.82,india
5767,qiwi,qiwi.me,doll_0.30 b,doll_4.95,cyprus
5768,soft-world international,5478.two,doll_0.30 b,doll_2.54,taiwan
5769,aeroporto g. marconi bologna,adb.mi,doll_0.30 b,doll_8.39,italy
5770,luna innovations,luna,doll_0.30 b,doll_9.30,usa
5771,quantum-si,qsi,doll_0.30 b,doll_2.19,usa
5772,saratoga investment,sar,doll_0.30 b,doll_25.67,usa
5773,spicejet,spicejet.ns,doll_0.30 b,doll_0.50,india
5774,hci group,hci,doll_0.30 b,doll_34.84,usa
5775,marksans pharma,marksans.ns,doll_0.30 b,doll_0.75,india
5776,gilat telecom,gilt,doll_0.30 b,doll_5.35,israel
5777,franklin street properties,fsp,doll_0.30 b,doll_2.93,usa
5778,renesola,sol,doll_0.30 b,doll_4.50,usa
5779,pcsb financial,pcsb,doll_0.30 b,doll_19.63,usa
5780,mammoth energy services,tusk,doll_0.30 b,doll_6.36,usa
5781,quotient technology,quot,doll_0.30 b,doll_3.11,usa
5782,11 bit studios,11b.wa,doll_0.29 b,doll_126.02,poland
