,name,symbol,marketcap,price,country
446,volvo group,volvf,doll_37.93 b,doll_19.03,sweden
447,kuaishou technology,1024.hk,doll_37.93 b,doll_8.84,china
448,neste,neste.he,doll_37.56 b,doll_48.90,finland
449,prudential financial,pru,doll_37.56 b,doll_102.07,usa
450,cibc,cm,doll_37.50 b,doll_41.39,canada
451,newmont,nem,doll_37.39 b,doll_47.11,usa
452,east money information,300059.sz,doll_37.34 b,doll_2.83,china
453,larsen & toubro,lt.ns,doll_37.27 b,doll_26.52,india
454,las vegas sands,lvs,doll_37.25 b,doll_48.75,usa
455,muyuan foods,002714.sz,doll_37.06 b,doll_6.96,china
456,jardine matheson,j36.si,doll_37.02 b,doll_51.35,hong kong
457,japan tobacco,2914.t,doll_36.99 b,doll_20.72,japan
458,yum! brands,yum,doll_36.96 b,doll_131.22,usa
459,prudential,puk,doll_36.95 b,doll_26.88,uk
460,maersk,dp4a.f,doll_36.90 b,"doll_2,069",denmark
461,capital one,cof,doll_36.87 b,doll_96.60,usa
462,hoya,7741.t,doll_36.86 b,doll_103.44,japan
463,7-eleven,3382.t,doll_36.86 b,doll_41.74,japan
464,lonza,lonn.sw,doll_36.83 b,doll_496.50,switzerland
465,hilton worldwide,hlt,doll_36.79 b,doll_136.05,usa
466,wesfarmers,wes.ax,doll_36.76 b,doll_32.41,australia
467,carrier,carr,doll_36.62 b,doll_43.80,usa
468,banco santander brasil,bsbr,doll_36.52 b,doll_4.90,brazil
469,sea (garena),se,doll_36.50 b,doll_64.98,singapore
470,ping an bank,000001.sz,doll_36.48 b,doll_1.88,china
471,energy transfer partners,et,doll_36.41 b,doll_11.79,usa
472,asian paints,asianpaint.ns,doll_36.39 b,doll_37.95,india
473,marvell technology group,mrvl,doll_36.38 b,doll_42.65,usa
474,engie,engi.pa,doll_36.33 b,doll_15.11,france
475,bank of new york mellon,bk,doll_36.32 b,doll_44.94,usa
476,lg chem,051910.ks,doll_36.28 b,doll_491.33,s. korea
477,haleon,hln,doll_36.24 b,doll_7.85,uk
478,yanghe,002304.sz,doll_36.22 b,doll_24.04,china
479,dow,dow,doll_36.14 b,doll_51.36,usa
480,waste connections,wcn,doll_36.13 b,doll_140.48,usa
481,xiaomi,xiacf,doll_36.08 b,doll_1.37,china
482,adani transmission,adanitrans.ns,doll_36.08 b,doll_32.35,india
483,paccar,pcar,doll_35.73 b,doll_102.76,usa
484,globalfoundries,gfs,doll_35.70 b,doll_65.50,usa
485,idexx laboratories,idxx,doll_35.61 b,doll_430.03,usa
486,cenovus energy,cve,doll_35.46 b,doll_18.48,canada
487,banco bilbao vizcaya argentaria,bbva,doll_35.39 b,doll_5.87,spain
488,mediatek,2454.tw,doll_35.28 b,doll_22.17,taiwan
489,stmicroelectronics,stm,doll_35.25 b,doll_39.00,switzerland
490,bank of china (hong kong),2388.hk,doll_35.22 b,doll_3.33,hong kong
491,walgreens boots alliance,wba,doll_35.03 b,doll_40.63,usa
492,consolidated edison,ed,doll_34.93 b,doll_98.44,usa
493,axis bank,axisbank.bo,doll_34.91 b,doll_11.41,india
494,alcon,alc,doll_34.88 b,doll_71.19,switzerland
495,naspers,npsny,doll_34.80 b,doll_33.18,south africa
496,jiangsu hengrui medicine,600276.ss,doll_34.75 b,doll_5.45,china
497,dsv,dsv.vi,doll_34.70 b,doll_159.27,denmark
498,dupont de nemours,dd,doll_34.59 b,doll_69.64,usa
499,allstate,all,doll_34.45 b,doll_129.90,usa
500,hapag-lloyd,hlag.de,doll_34.43 b,doll_195.93,germany
501,electronic arts,ea,doll_34.41 b,doll_124.66,usa
502,ameriprise financial,amp,doll_34.38 b,doll_321.93,usa
503,hcl technologies,hcltech.ns,doll_34.37 b,doll_12.67,india
504,experian,expgf,doll_34.20 b,doll_36.77,ireland
505,old dominion freight line,odfl,doll_34.18 b,doll_309.40,usa
506,transdigm,tdg,doll_34.14 b,doll_628.01,usa
507,cummins,cmi,doll_34.10 b,doll_241.84,usa
508,nidec,6594.t,doll_33.97 b,doll_59.07,japan
509,murata manufacturing (murata seisakusho),6981.t,doll_33.85 b,doll_53.77,japan
510,china state construction engineering,601668.ss,doll_33.76 b,doll_0.81,china
511,danone,bn.pa,doll_33.64 b,doll_52.44,france
512,constellation software,csu.to,doll_33.54 b,"doll_1,583",canada
513,anta sports,as7.f,doll_33.47 b,doll_12.34,china
514,amerisourcebergen,abc,doll_33.45 b,doll_165.27,usa
515,manulife financial,mfc,doll_33.44 b,doll_17.84,canada
516,otis worldwide,otis,doll_33.43 b,doll_80.25,usa
517,halliburton,hal,doll_33.18 b,doll_36.55,usa
518,brown forman,bf-a,doll_33.06 b,doll_68.84,usa
519,costar group,csgp,doll_33.04 b,doll_81.26,usa
520,illumina,ilmn,doll_33.02 b,doll_209.98,usa
521,vici properties,vici,doll_32.92 b,doll_34.19,usa
522,dmart,dmart.ns,doll_32.88 b,doll_50.77,india
523,mettler-toledo,mtd,doll_32.87 b,"doll_1,475",usa
524,deutsche börse,db1.de,doll_32.74 b,doll_178.32,germany
525,keysight,keys,doll_32.66 b,doll_182.98,usa
526,wuxi apptec,2359.hk,doll_32.64 b,doll_9.76,china
527,pacific gas and electric,pcg,doll_32.59 b,doll_16.40,usa
528,ametek,ame,doll_32.55 b,doll_141.75,usa
529,mplx,mplx,doll_32.44 b,doll_32.34,usa
530,samsung sdi,006405.ks,doll_32.42 b,doll_228.85,s. korea
531,dollar tree,dltr,doll_32.40 b,doll_146.50,usa
532,luxshare precision,002475.sz,doll_32.37 b,doll_4.56,china
533,resmed,rmd,doll_32.35 b,doll_220.86,usa
534,telstra,tls.ax,doll_32.05 b,doll_2.77,australia
535,kroger,kr,doll_32.04 b,doll_44.76,usa
536,bae systems,bsp.f,doll_31.99 b,doll_10.30,uk
537,haier smart home,600690.ss,doll_31.99 b,doll_3.54,china
538,natwest group,nwg,doll_31.89 b,doll_6.60,uk
539,mtr corporation,0066.hk,doll_31.87 b,doll_5.14,hong kong
540,welltower,well,doll_31.82 b,doll_67.35,usa
541,sba communications,sbac,doll_31.78 b,doll_294.39,usa
542,holcim group,holn.sw,doll_31.69 b,doll_52.13,switzerland
543,barclays,bcs,doll_31.65 b,doll_7.98,uk
544,vanke,2202.hk,doll_31.53 b,doll_2.13,china
545,great wall motors,601633.ss,doll_31.51 b,doll_4.46,china
546,maruti suzuki india,maruti.ns,doll_31.44 b,doll_104.10,india
547,hang seng bank,0011.hk,doll_31.40 b,doll_16.43,hong kong
548,mizuho financial group,mfg,doll_31.29 b,doll_2.47,japan
549,nasdaq,ndaq,doll_31.24 b,doll_63.59,usa
550,ppg industries,ppg,doll_31.20 b,doll_132.77,usa
551,bajaj finserv,bajajfinsv.ns,doll_31.19 b,doll_19.58,india
552,citic bank,601998.ss,doll_31.00 b,doll_0.72,china
553,capgemini,cap.pa,doll_30.93 b,doll_181.73,france
554,rockwell automation,rok,doll_30.91 b,doll_269.17,usa
555,singtel,z74.si,doll_30.90 b,doll_1.89,singapore
556,wec energy group,wec,doll_30.82 b,doll_97.72,usa
557,crédit agricole,aca.pa,doll_30.78 b,doll_10.18,france
558,digital realty,dlr,doll_30.74 b,doll_104.64,usa
559,aier eye hospital,300015.sz,doll_30.69 b,doll_4.28,china
560,jd health,6618.hk,doll_30.67 b,doll_9.65,china
561,barrick gold,gold,doll_30.64 b,doll_17.39,canada
562,hexagon,hxgbf,doll_30.63 b,doll_11.79,sweden
563,coupang,cpng,doll_30.60 b,doll_17.29,s. korea
564,pseg,peg,doll_30.52 b,doll_61.18,usa
565,shanghai pudong development bank,600000.ss,doll_30.49 b,doll_1.04,china
566,rwe,rwe.de,doll_30.34 b,doll_44.87,germany
567,cement roadstone holding,crh,doll_30.31 b,doll_40.65,ireland
568,genmab,gmab,doll_30.23 b,doll_45.85,denmark
569,d. r. horton,dhi,doll_30.09 b,doll_87.40,usa
570,restaurant brands international,qsr,doll_30.08 b,doll_67.31,canada
571,airports of thailand,aot.bk,doll_30.06 b,doll_2.10,thailand
572,vestas wind systems,vwsb.f,doll_30.04 b,doll_29.76,denmark
573,bank of ningbo,002142.sz,doll_29.96 b,doll_4.54,china
574,china pacific insurance,601601.ss,doll_29.96 b,doll_3.47,china
575,people’s insurance company of china,1339.hk,doll_29.95 b,doll_0.33,china
576,cognizant technology solutions ,ctsh,doll_29.92 b,doll_58.23,usa
577,grupo méxico,gmbxf,doll_29.90 b,doll_3.77,mexico
578,eversource energy,es,doll_29.90 b,doll_85.85,usa
579,dell,dell,doll_29.84 b,doll_41.68,usa
580,ahold delhaize,ad.as,doll_29.83 b,doll_29.67,netherlands
581,oneok,oke,doll_29.76 b,doll_66.59,usa
582,copart,cprt,doll_29.75 b,doll_62.47,usa
583,constellation energy,ceg,doll_29.70 b,doll_90.85,usa
584,interactive brokers,ibkr,doll_29.70 b,doll_71.27,usa
585,the people's insurance company (picc),601319.ss,doll_29.63 b,doll_0.75,china
586,citic limited,0267.hk,doll_29.52 b,doll_1.01,china
587,smc corp,6273.t,doll_29.52 b,doll_451.80,japan
588,loblaw companies,l.to,doll_29.47 b,doll_90.97,canada
589,vodafone,vod,doll_29.44 b,doll_10.66,uk
590,imperial oil,imo,doll_29.42 b,doll_48.65,canada
591,givaudan,givn.sw,doll_29.41 b,"doll_3,188",switzerland
592,state street corporation,stt,doll_29.31 b,doll_79.89,usa
593,weg on,wege3.sa,doll_29.30 b,doll_6.98,brazil
594,transurban,tcl.ax,doll_29.27 b,doll_9.52,australia
595,on semiconductor,on,doll_29.22 b,doll_67.59,usa
596,baker hughes,bkr,doll_29.22 b,doll_28.98,usa
597,sun pharmaceutical,sunpharma.ns,doll_29.21 b,doll_12.18,india
598,fanuc,6954.t,doll_29.20 b,doll_153.09,japan
599,galaxy entertainment,0027.hk,doll_29.18 b,doll_6.67,hong kong
600,dnb,dnb.ol,doll_29.12 b,doll_18.79,norway
601,w. w. grainger,gww,doll_29.10 b,doll_576.02,usa
602,henkel,hen3.de,doll_29.09 b,doll_69.71,germany
603,china overseas land & investment,0688.hk,doll_29.07 b,doll_2.66,hong kong
604,astellas pharma,4503.t,doll_29.04 b,doll_15.90,japan
605,albemarle,alb,doll_29.03 b,doll_247.86,usa
606,telus,tu,doll_29.01 b,doll_20.43,canada
607,generali,g.mi,doll_28.93 b,doll_18.35,italy
608,yili group,600887.ss,doll_28.80 b,doll_4.50,china
609,american water works,awk,doll_28.79 b,doll_158.35,usa
610,alnylam pharmaceuticals,alny,doll_28.77 b,doll_233.91,usa
611,japan post bank,7182.t,doll_28.74 b,doll_7.67,japan
612,verisk analytics,vrsk,doll_28.61 b,doll_182.97,usa
613,swisscom,scmn.sw,doll_28.57 b,doll_551.69,switzerland
614,corning,glw,doll_28.52 b,doll_33.73,usa
615,hyundai,hymtf,doll_28.50 b,doll_30.20,s. korea
616,eqt,eqt.st,doll_28.48 b,doll_23.86,sweden
617,mobileye,mbly,doll_28.41 b,doll_35.43,israel
618,fastenal,fast,doll_28.39 b,doll_49.58,usa
619,woolworths group,wow.ax,doll_28.39 b,doll_23.34,australia
620,cheniere energy,cqp,doll_28.31 b,doll_58.49,usa
621,discover financial services,dfs,doll_28.26 b,doll_103.45,usa
622,crowdstrike,crwd,doll_28.26 b,doll_120.57,usa
623,chunghwa telecom,cht,doll_28.16 b,doll_36.31,taiwan
624,banco bradesco,bbd,doll_28.13 b,doll_2.64,brazil
625,bayan resources,byan.jk,doll_28.12 b,doll_0.84,indonesia
626,bank mandiri,pperf,doll_28.07 b,doll_0.60,indonesia
627,nokia,nok,doll_27.93 b,doll_4.99,finland
628,thales,ho.pa,doll_27.91 b,doll_126.81,france
629,fomento económico mexicano,fmx,doll_27.89 b,doll_77.96,mexico
630,caixabank,cabk.mc,doll_27.88 b,doll_3.55,spain
631,hp,hpq,doll_27.85 b,doll_28.36,usa
632,wuxi biologics,wxxwy,doll_27.74 b,doll_13.15,china
633,wolters kluwer,wosb.f,doll_27.65 b,doll_110.42,netherlands
634,japan post holdings,6178.t,doll_27.64 b,doll_7.85,japan
635,franco-nevada,fnv,doll_27.56 b,doll_143.81,canada
636,daimler truck,dtg.f,doll_27.51 b,doll_32.62,germany
637,veeva systems,veev,doll_27.44 b,doll_176.27,usa
638,gartner,it,doll_27.44 b,doll_347.25,usa
639,naturgy,ntgy.mc,doll_27.40 b,doll_28.52,spain
640,ferguson,ferg,doll_27.30 b,doll_131.57,uk
641,sun life financial,slf,doll_27.29 b,doll_46.55,canada
642,titan company,titan.ns,doll_27.26 b,doll_30.71,india
643,lyondellbasell,lyb,doll_27.24 b,doll_83.68,usa
644,kühne + nagel,knin.sw,doll_27.22 b,doll_227.67,switzerland
645,unicredit,ucg.mi,doll_27.03 b,doll_13.74,italy
646,foxconn industrial internet,601138.ss,doll_26.96 b,doll_1.36,china
647,ashtead,0lc.f,doll_26.93 b,doll_61.20,uk
648,international flavors & fragrances,iff,doll_26.93 b,doll_105.63,usa
649,zimmer biomet,zbh,doll_26.91 b,doll_128.24,usa
650,swiss re,sren.sw,doll_26.90 b,doll_93.12,switzerland
651,sampo,sampo.he,doll_26.73 b,doll_51.84,finland
652,shenzhen inovance,300124.sz,doll_26.69 b,doll_10.04,china
653,gree electric appliances,000651.sz,doll_26.67 b,doll_4.74,china
654,willis towers watson ,wtw,doll_26.58 b,doll_245.63,uk
655,smic,mkn2.f,doll_26.52 b,doll_2.26,china
656,t. rowe price,trow,doll_26.49 b,doll_118.58,usa
657,kone,knebv.he,doll_26.44 b,doll_51.14,finland
658,warner bros. discovery,wbd,doll_26.42 b,doll_10.98,usa
659,global payments,gpn,doll_26.42 b,doll_97.73,usa
660,baxter,bax,doll_26.36 b,doll_52.30,usa
661,coloplast,cbhd.f,doll_26.35 b,doll_124.26,denmark
662,wipro,wit,doll_26.32 b,doll_4.81,india
663,orange,oran,doll_26.21 b,doll_9.86,france
664,aptiv,aptv,doll_26.17 b,doll_96.60,ireland
665,flutter entertainment,ppba.f,doll_26.12 b,doll_71.31,ireland
666,beiersdorf,bei.de,doll_26.09 b,doll_115.05,germany
667,fujitsu,6702.t,doll_26.07 b,doll_133.94,japan
668,cdw corporation,cdw,doll_25.99 b,doll_192.03,usa
669,ptt pcl,ptt-r.bk,doll_25.86 b,doll_0.90,thailand
670,lennar,len,doll_25.83 b,doll_90.82,usa
671,edison international,eix,doll_25.83 b,doll_67.65,usa
672,saudi electricity,5110.sr,doll_25.82 b,doll_6.20,s. arabia
673,sociedad química y minera,sqm,doll_25.69 b,doll_89.97,chile
674,formosa petrochemical,6505.tw,doll_25.67 b,doll_2.70,taiwan
675,horizon therapeutics,hznp,doll_25.67 b,doll_113.13,ireland
676,datadog,ddog,doll_25.55 b,doll_80.48,usa
677,e.on,eoan.de,doll_25.51 b,doll_9.78,germany
678,united rentals,uri,doll_25.51 b,doll_368.14,usa
679,skandinaviska enskilda banken,seba.f,doll_25.50 b,doll_11.78,sweden
680,intact financial,ifc.to,doll_25.46 b,doll_145.31,canada
681,hormel foods,hrl,doll_25.41 b,doll_46.51,usa
682,compagnie de saint-gobain,sgo.pa,doll_25.39 b,doll_49.56,france
683,saic motor,600104.ss,doll_25.36 b,doll_2.17,china
684,genuine parts company,gpc,doll_25.27 b,doll_179.08,usa
685,amadeus it group,ams.mc,doll_25.25 b,doll_56.13,spain
686,riyad bank,1010.sr,doll_25.25 b,doll_8.42,s. arabia
687,bridgestone,5108.t,doll_25.16 b,doll_36.70,japan
688,kellogg's,k,doll_25.15 b,doll_73.72,usa
689,assa abloy,asazf,doll_25.15 b,doll_22.85,sweden
690,coca-cola european partners,ccep,doll_25.10 b,doll_54.95,uk
691,alexandria real estate equities,are,doll_25.10 b,doll_152.97,usa
692,cbre group,cbre,doll_25.08 b,doll_79.41,usa
693,equity residential,eqr,doll_25.05 b,doll_63.93,usa
694,sartorius,srt.de,doll_25.02 b,doll_343.23,germany
695,enbw energie,ebk.de,doll_25.02 b,doll_92.38,germany
696,ultratech cement,ultracemco.ns,doll_24.98 b,doll_86.65,india
697,delta electronics,2308.tw,doll_24.98 b,doll_9.62,taiwan
698,entergy,etr,doll_24.98 b,doll_118.44,usa
699,the trade desk,ttd,doll_24.93 b,doll_50.94,usa
700,kbc,kbcsf,doll_24.90 b,doll_59.75,belgium
701,diamondback energy,fang,doll_24.89 b,doll_136.84,usa
702,cellnex telecom,clnx.mc,doll_24.88 b,doll_35.23,spain
703,equifax,efx,doll_24.84 b,doll_202.95,usa
704,m&t bank,mtb,doll_24.82 b,doll_143.79,usa
705,olympus,7733.t,doll_24.63 b,doll_19.40,japan
706,vulcan materials,vmc,doll_24.53 b,doll_184.60,usa
707,seagen,sgen,doll_24.51 b,doll_132.05,usa
708,partners group,pghn.sw,doll_24.51 b,doll_940.07,switzerland
709,firstenergy,fe,doll_24.20 b,doll_42.34,usa
710,avalonbay communities,avb,doll_24.07 b,doll_172.08,usa
711,weyerhaeuser,wy,doll_24.04 b,doll_32.67,usa
712,hannover rück,hnr1.de,doll_24.00 b,doll_199.07,germany
713,agnico eagle mines,aem,doll_23.99 b,doll_52.62,canada
714,central japan railway,9022.t,doll_23.95 b,doll_121.72,japan
715,the hartford,hig,doll_23.92 b,doll_75.21,usa
716,yum china,yumc,doll_23.86 b,doll_57.05,china
717,sirius xm,siri,doll_23.80 b,doll_6.12,usa
718,tractor supply,tsco,doll_23.78 b,doll_215.32,usa
719,imperial brands,itba.f,doll_23.78 b,doll_24.90,uk
720,ebay,ebay,doll_23.74 b,doll_43.75,usa
721,raymond james,rjf,doll_23.71 b,doll_110.28,usa
722,fortive,ftv,doll_23.65 b,doll_66.86,usa
723,telkom indonesia,tlk,doll_23.62 b,doll_23.68,indonesia
724,goodman group,gmg.ax,doll_23.59 b,doll_12.55,australia
725,ulta beauty,ulta,doll_23.55 b,doll_462.85,usa
726,sandvik,sand.st,doll_23.50 b,doll_18.74,sweden
727,adani ports & sez,adaniports.ns,doll_23.36 b,doll_10.82,india
728,dte energy,dte,doll_23.36 b,doll_120.60,usa
729,canon,caj,doll_23.32 b,doll_22.78,japan
730,adidas,ads.de,doll_23.29 b,doll_127.61,germany
731,national bank of canada,na.to,doll_23.21 b,doll_68.94,canada
732,ameren,aee,doll_23.21 b,doll_89.79,usa
733,china securities,601066.ss,doll_23.16 b,doll_3.57,china
734,nestlé india,nestleind.ns,doll_23.14 b,doll_240.04,india
735,tyson foods,tsn,doll_23.13 b,doll_64.35,usa
736,mccormick & company,mkc,doll_23.12 b,doll_86.27,usa
737,fubon financial,2881.tw,doll_23.12 b,doll_1.87,taiwan
738,cosco shipping,601919.ss,doll_23.09 b,doll_1.55,china
739,sse,sct.f,doll_22.81 b,doll_20.97,uk
740,edp renováveis,edpr.ls,doll_22.79 b,doll_23.73,spain
741,rogers communication,rci,doll_22.79 b,doll_45.26,canada
742,unicharm,8113.t,doll_22.78 b,doll_38.40,japan
743,doordash,dash,doll_22.71 b,doll_58.50,usa
744,martin marietta,mlm,doll_22.70 b,doll_365.70,usa
745,trip.com,tcom,doll_22.64 b,doll_34.41,china
746,southwest airlines,luv,doll_22.64 b,doll_38.14,usa
747,koninklijke dsm,dsm.as,doll_22.64 b,doll_130.91,netherlands
748,li auto,li,doll_22.62 b,doll_20.28,china
749,oil & natural gas,ongc.ns,doll_22.62 b,doll_1.80,india
750,china resources beer,0291.hk,doll_22.55 b,doll_6.95,hong kong
751,first republic bank,frc,doll_22.49 b,doll_122.98,usa
752,legrand,lr.pa,doll_22.43 b,doll_84.12,france
753,yankuang energy (yanzhou coal mining),600188.ss,doll_22.42 b,doll_5.36,china
754,arch capital,acgl,doll_22.31 b,doll_60.32,bermuda
755,ansys,anss,doll_22.30 b,doll_256.10,usa
756,btg pactual,bpac3.sa,doll_22.22 b,doll_2.22,brazil
757,techtronic industries,tib1.f,doll_22.18 b,doll_11.72,hong kong
758,fifth third bank,fitb,doll_22.16 b,doll_32.29,usa
759,argenx,argx,doll_22.16 b,doll_386.46,netherlands
760,ingersoll rand,ir,doll_22.16 b,doll_54.73,ireland
761,udr apartments,udr,doll_22.14 b,doll_40.58,usa
762,china everbright bank,601818.ss,doll_22.11 b,doll_0.44,china
763,ck hutchison holdings,0001.hk,doll_22.09 b,doll_5.77,hong kong
764,terumo,4543.t,doll_22.04 b,doll_29.55,japan
765,delta air lines,dal,doll_21.99 b,doll_34.31,usa
766,anhui conch cement,ahchf,doll_21.95 b,doll_3.74,china
767,extra space storage,exr,doll_21.92 b,doll_156.01,usa
768,beigene,bgne,doll_21.91 b,doll_209.24,china
769,cnh industrial,cnhi,doll_21.80 b,doll_16.22,uk
770,ericsson,eric,doll_21.79 b,doll_6.52,sweden
771,jsw steel,jswsteel.ns,doll_21.76 b,doll_9.03,india
772,deutsche bank,db,doll_21.73 b,doll_10.67,germany
773,quanta services,pwr,doll_21.73 b,doll_152.09,usa
774,komatsu,6301.t,doll_21.72 b,doll_22.91,japan
775,arcelormittal,mt,doll_21.72 b,doll_26.62,luxembourg
776,rivian,rivn,doll_21.67 b,doll_24.54,usa
777,ppl,ppl,doll_21.66 b,doll_29.42,usa
778,insulet,podd,doll_21.65 b,doll_311.85,usa
779,zto express,zto,doll_21.59 b,doll_26.67,china
780,principal,pfg,doll_21.57 b,doll_88.17,usa
781,ganfeng lithium,002460.sz,doll_21.56 b,doll_11.23,china
782,east japan railway,9020.t,doll_21.53 b,doll_57.08,japan
783,ck asset holdings,1113.hk,doll_21.52 b,doll_5.99,hong kong
784,standard chartered,stan.l,doll_21.46 b,doll_7.42,uk
785,evolution gaming,evo.st,doll_21.43 b,doll_100.55,sweden
786,zoom,zm,doll_21.40 b,doll_73.22,usa
787,ares management,ares,doll_21.40 b,doll_72.46,usa
788,epiroc,epi-a.st,doll_21.34 b,doll_19.18,sweden
789,fujifilm,4901.t,doll_21.33 b,doll_53.19,japan
790,shanghai airport,600009.ss,doll_21.32 b,doll_8.57,china
791,vonovia,vna.de,doll_21.30 b,doll_25.52,germany
792,verisign,vrsn,doll_21.29 b,doll_200.86,usa
793,ntt data,9613.t,doll_21.21 b,doll_15.13,japan
794,mitsubishi electric,6503.t,doll_21.20 b,doll_10.04,japan
795,panasonic,6752.t,doll_21.18 b,doll_9.07,japan
796,sumitomo,8053.t,doll_21.01 b,doll_16.81,japan
797,banorte,gfnorteo.mx,doll_20.95 b,doll_7.27,mexico
798,tesco,tscdf,doll_20.94 b,doll_2.81,uk
799,naver,035420.ks,doll_20.90 b,doll_139.45,s. korea
800,air china,601111.ss,doll_20.89 b,doll_1.66,china
801,nio,nio,doll_20.88 b,doll_12.10,china
802,repsol,rep.mc,doll_20.88 b,doll_15.16,spain
803,great-west lifeco,gwo.to,doll_20.82 b,doll_22.35,canada
804,hewlett packard enterprise,hpe,doll_20.76 b,doll_16.20,usa
805,cgi,gib,doll_20.68 b,doll_87.43,canada
806,xylem,xyl,doll_20.68 b,doll_114.75,usa
807,cardinal health,cah,doll_20.59 b,doll_78.55,usa
808,china minsheng bank,600016.ss,doll_20.49 b,doll_0.50,china
809,upm-kymmene,upm.he,doll_20.46 b,doll_38.38,finland
810,texas pacific land trust,tpl,doll_20.43 b,"doll_2,592",usa
811,waters corporation,wat,doll_20.43 b,doll_343.97,usa
812,labcorp,lh,doll_20.43 b,doll_230.62,usa
813,crrc,1766.hk,doll_20.41 b,doll_0.41,china
814,molina healthcare,moh,doll_20.41 b,doll_349.51,usa
815,epam systems,epam,doll_20.40 b,doll_354.83,usa
816,china tower,0788.hk,doll_20.37 b,doll_0.12,china
817,ferrovial,fer.mc,doll_20.33 b,doll_27.13,spain
818,michelin,ml.pa,doll_20.33 b,doll_28.51,france
819,ntpc limited,ntpc.ns,doll_20.30 b,doll_2.09,india
820,the saudi british bank ,1060.sr,doll_20.30 b,doll_9.88,s. arabia
821,"m3, inc",2413.t,doll_20.20 b,doll_29.77,japan
822,nibe industrier,nibe-b.st,doll_20.17 b,doll_10.19,sweden
