,name,code,rank,marketcap,country,shareprice,change_1day,change_1year,categories
5890,Switch,SWCH,1638.0,doll_8.27 B,USA,doll_34.25,0.06_perc,30.43_perc,[]
5891,Churchill Downs,CHDN,1637.0,doll_8.27 B,USA,doll_221.33,0.36_perc,-4.12_perc,[]
5892,,,,,,,,,
5893,Fresnillo,FNLPF,1636.0,doll_8.28 B,Mexico,doll_10.70,1.90_perc,-8.55_perc,[]
5894,Chr. Hansen,51C.F,1635.0,doll_8.28 B,Denmark,doll_62.97,-0.70_perc,-18.39_perc,['Food']
5895,,,,,,,,,
5896,Hasbro,HAS,1633.0,doll_8.29 B,USA,doll_60.04,-0.88_perc,-40.03_perc,[]
5897,Pearson,PSO,1632.0,doll_8.29 B,UK,doll_11.38,0.26_perc,41.37_perc,['Education']
5898,,,,,,,,,
5899,SK Telecom,SKM,1629.0,doll_8.32 B,South Korea,doll_21.18,0.47_perc,-52.85_perc,['Telecommunication']
5900,Bajaj Holdings & Investment,BAJAJHLDNG.NS,1627.0,doll_8.34 B,India,doll_74.95,-0.65_perc,4.77_perc,['Investment']
5901,Invesco,IVZ,1626.0,doll_8.34 B,USA,doll_18.36,-0.81_perc,-21.50_perc,[]
5902,Cognex,CGNX,1628.0,doll_8.32 B,USA,doll_48.13,-0.68_perc,-37.92_perc,[]
5903,,,,,,,,,
5904,Advantech,2395.TW,1622.0,doll_8.36 B,Taiwan,doll_10.75,-0.60_perc,-20.37_perc,['Tech']
5905,Penumbra,PEN,1624.0,doll_8.35 B,USA,doll_220.00,1.85_perc,-14.02_perc,['Medicaldevices']
5906,,,,,,,,,
5907,Signify Health,SGFY,1621.0,doll_8.38 B,USA,doll_28.67,-0.07_perc,88.00_perc,['Healthcare']
5908,Elisa,ELISA.HE,1618.0,doll_8.41 B,Finland,doll_52.48,-2.27_perc,-13.00_perc,['Telecommunication']
5909,Commerce Bancshares,CBSH,1619.0,doll_8.40 B,USA,doll_67.08,-1.05_perc,-2.24_perc,['Banks']
5910,,,,,,,,,
5911,SIG Combibloc,SIGN.SW,1617.0,doll_8.41 B,Switzerland,doll_22.01,-0.86_perc,-25.01_perc,['Packaging']
5912,ShockWave Medical,SWAV,1615.0,doll_8.44 B,USA,doll_233.60,0.39_perc,23.29_perc,['Medicaldevices']
5913,,,,,,,,,
5914,,,,,,,,,
5915,,,,,,,,,
5916,,,,,,,,,
5917,,,,,,,,,
5918,Lincoln Electric,LECO,1609.0,doll_8.49 B,USA,doll_146.63,1.95_perc,7.81_perc,[]
5919,Celsius Holdings,CELH,1610.0,doll_8.48 B,USA,doll_111.36,-2.28_perc,62.38_perc,['Beverages']
5920,VAT Group,VACN.SW,1606.0,doll_8.52 B,Switzerland,doll_283.00,0.38_perc,-43.16_perc,[]
5921,,,,,,,,,
5922,,,,,,,,,
5923,,,,,,,,,
5924,Toray Industries,3402.T,1604.0,doll_8.54 B,Japan,doll_5.33,-0.63_perc,-14.17_perc,['Chemicals']
5925,Hang Lung Properties,0101.HK,1603.0,doll_8.54 B,Hong Kong,doll_1.85,0.84_perc,-7.50_perc,['Realestate']
5926,Ascendas Reit,A17U.SI,1602.0,doll_8.54 B,Singapore,doll_2.03,0.00_perc,-6.45_perc,[]
5927,Azrieli Group,AZRG.TA,1605.0,doll_8.53 B,Israel,doll_70.35,0.00_perc,,['Realestate']
5928,Federal Realty Investment Trust,FRT,1579.0,doll_8.77 B,USA,doll_107.19,0.43_perc,-18.62_perc,[]
5929,Pinnacle West Capital,PNW,1578.0,doll_8.78 B,USA,doll_77.62,-0.56_perc,16.62_perc,[]
5930,,,,,,,,,
5931,Wharf Holdings,0004.HK,1577.0,doll_8.79 B,Hong Kong,doll_2.88,5.16_perc,-11.93_perc,['Realestate']
5932,Evonik Industries,EVK.DE,1574.0,doll_8.80 B,Germany,doll_18.90,-1.18_perc,-38.91_perc,['Chemicals']
5933,ADT,ADT,1576.0,doll_8.79 B,USA,doll_9.63,0.31_perc,12.63_perc,[]
5934,New Hope Liuhe,000876.SZ,1573.0,doll_8.80 B,China,doll_1.94,-2.66_perc,-14.54_perc,[]
5935,Knorr-Bremse,KBX.DE,1571.0,doll_8.83 B,Germany,doll_54.27,-1.15_perc,-46.62_perc,['AutomotiveSuppliers']
5936,Cullen/Frost Bankers,CFR,1572.0,doll_8.83 B,USA,doll_137.37,-0.67_perc,6.16_perc,[]
5937,Bharat Petroleum,BPCL.NS,1570.0,doll_8.84 B,India,doll_4.08,0.42_perc,-20.62_perc,[]
5938,,,,,,,,,
5939,,,,,,,,,
5940,Tapestry,TPR,1569.0,doll_8.85 B,USA,doll_36.75,-1.45_perc,-15.90_perc,['Clothing']
5941,,,,,,,,,
5942,,,,,,,,,
5943,Sumitomo Denki Kōgyō,5802.T,1564.0,doll_8.88 B,Japan,doll_11.40,-0.38_perc,-16.97_perc,[]
5944,,,,,,,,,
5945,Coca-Cola HBC,CCH.L,1558.0,doll_8.95 B,Switzerland,doll_24.11,-0.40_perc,-26.65_perc,['Beverages']
5946,,,,,,,,,
5947,,,,,,,,,
5948,,,,,,,,,
5949,Koç Holding,KCHOL.IS,1561.0,doll_8.94 B,Turkey,doll_3.53,-1.35_perc,49.58_perc,[]
5950,KT&G (Korea Tobacco),033780.KS,1555.0,doll_8.99 B,South Korea,doll_74.98,1.12_perc,3.29_perc,['Tobacco']
5951,Knight-Swift,KNX,1554.0,doll_9.00 B,USA,doll_56.01,0.81_perc,-7.38_perc,['Transportation']
5952,Nitto Denko,6988.T,1553.0,doll_9.00 B,Japan,doll_60.86,-0.83_perc,-16.71_perc,[]
5953,Life Storage,LSI,1551.0,doll_9.03 B,USA,doll_104.97,0.42_perc,-25.95_perc,[]
5954,,,,,,,,,
5955,Quanta Computer,2382.TW,1550.0,doll_9.04 B,Taiwan,doll_2.35,0.56_perc,-26.10_perc,[]
5956,A. O. Smith,AOS,1548.0,doll_9.05 B,USA,doll_59.27,-0.17_perc,-28.50_perc,[]
5957,STORE Capital,STOR,1549.0,doll_9.04 B,USA,doll_32.00,0.38_perc,-6.54_perc,[]
5958,Tata Consumer Products,TATACONSUM.NS,1547.0,doll_9.06 B,India,doll_9.76,0.61_perc,-3.27_perc,['Consumergoods']
5959,,,,,,,,,
5960,,,,,,,,,
5961,,,,,,,,,
5962,,,,,,,,,
5963,Central Pattana,CPN.BK,1542.0,doll_9.12 B,Thailand,doll_2.03,0.35_perc,23.03_perc,[]
5964,Westrock,WRK,1541.0,doll_9.14 B,USA,doll_35.94,-1.40_perc,-20.47_perc,['Packaging']
5965,Universal Health Services,UHS,1540.0,doll_9.14 B,USA,doll_128.12,0.13_perc,-0.23_perc,['Healthcare']
5966,JBS,JBSS3.SA,1539.0,doll_9.15 B,Brazil,doll_4.13,3.27_perc,-31.74_perc,['Food']
5967,Lennox,LII,1538.0,doll_9.15 B,USA,doll_258.29,0.89_perc,-21.21_perc,[]
5968,Casey's General Stores,CASY,1534.0,doll_9.20 B,USA,doll_246.95,7.39_perc,22.73_perc,[]
5969,,,,,,,,,
5970,,,,,,,,,
5971,,,,,,,,,
5972,Black Knight,BKI,1532.0,doll_9.21 B,USA,doll_59.08,-0.35_perc,-21.62_perc,['Financialservices']
5973,Synnex,SNX,1529.0,doll_9.23 B,USA,doll_96.60,-0.82_perc,-11.86_perc,[]
5974,,,,,,,,,
5975,Havells India,HAVELLS.NS,1531.0,doll_9.22 B,India,doll_14.72,0.56_perc,-21.33_perc,['HomeKitchenAppliances']
5976,Rolls-Royce Holdings,RR.L,1530.0,doll_9.22 B,UK,doll_1.10,-0.13_perc,-37.14_perc,[]
5977,Cochlear,COH.AX,1528.0,doll_9.23 B,Australia,doll_140.40,-0.99_perc,-7.90_perc,['Medicaldevices']
5978,Liberty Global,LBTYB,1527.0,doll_9.26 B,UK,doll_19.65,3.38_perc,-29.82_perc,['Telecommunication']
5979,Hong Kong Telecom,6823.HK,1523.0,doll_9.27 B,Hong Kong,doll_1.22,0.32_perc,-10.95_perc,['Telecommunication']
5980,,,,,,,,,
5981,,,,,,,,,
5982,XP Inc.,XP,1522.0,doll_9.28 B,Brazil,doll_16.58,-2.13_perc,-44.73_perc,['Financialservices']
5983,,,,,,,,,
5984,,,,,,,,,
5985,BJ's Wholesale Club,BJ,1520.0,doll_9.33 B,USA,doll_69.41,-0.49_perc,1.97_perc,[]
5986,,,,,,,,,
5987,SBI Card,SBICARD.NS,1517.0,doll_9.34 B,India,doll_9.89,0.38_perc,-25.47_perc,['Financialservices']
5988,Cameco,CCJ,1518.0,doll_9.34 B,Canada,doll_21.53,-1.15_perc,-7.95_perc,['Mining']
5989,,,,,,,,,
5990,Performance Food Group,PFGC,1516.0,doll_9.34 B,USA,doll_60.05,-0.08_perc,32.77_perc,['Food']
5991,,,,,,,,,
5992,Huntington Ingalls Industries,HII,1515.0,doll_9.35 B,USA,doll_234.32,-0.59_perc,26.87_perc,['Defensecontractors']
5993,Country Garden,2007.HK,1513.0,doll_9.36 B,China,doll_0.36,5.22_perc,-61.70_perc,[]
5994,SG Holdings,9143.T,1509.0,doll_9.43 B,Japan,doll_14.90,-0.39_perc,-33.48_perc,[]
5995,,,,,,,,,
5996,,,,,,,,,
5997,Repligen,RGEN,1507.0,doll_9.45 B,USA,doll_170.33,0.71_perc,-34.15_perc,[]
5998,Prysmian Group,PRY.MI,1505.0,doll_9.49 B,Italy,doll_36.03,-0.44_perc,-5.88_perc,[]
5999,Lamar Advertising,LAMR,1504.0,doll_9.50 B,USA,doll_93.44,0.60_perc,-19.03_perc,['Advertising']
6000,,,,,,,,,
6001,,,,,,,,,
6002,,,,,,,,,
6003,,,,,,,,,
6004,,,,,,,,,
6005,INWIT,INW.MI,1472.0,doll_9.68 B,Italy,doll_9.98,0.06_perc,-13.37_perc,['Telecommunication']
6006,Ares Capital,ARCC,1468.0,doll_9.70 B,USA,doll_18.76,0.54_perc,-9.37_perc,[]
6007,,,,,,,,,
6008,Reinsurance Group of America,RGA,1469.0,doll_9.70 B,USA,doll_145.21,-0.58_perc,40.07_perc,['Insurance']
6009,,,,,,,,,
6010,,,,,,,,,
6011,,,,,,,,,
6012,Bruker,BRKR,1463.0,doll_9.73 B,USA,doll_66.19,-0.41_perc,-18.20_perc,[]
6013,AEGON,AEG,1465.0,doll_9.72 B,Netherlands,doll_4.84,-0.21_perc,4.76_perc,['Insurance']
6014,,,,,,,,,
6015,New Fortress Energy,NFE,1462.0,doll_9.73 B,USA,doll_46.64,1.26_perc,83.62_perc,[]
6016,,,,,,,,,
6017,,,,,,,,,
6018,Largan Precision,3008.TW,1458.0,doll_9.77 B,Taiwan,doll_73.25,-0.66_perc,-1.89_perc,['Electronics']
6019,TPG Capital,TPG,1457.0,doll_9.80 B,USA,doll_31.73,0.22_perc,,['Investment']
6020,,,,,,,,,
6021,Sonic Healthcare,SHL.AX,1453.0,doll_9.84 B,Australia,doll_20.48,-1.36_perc,-33.33_perc,['DiagnosticsandTesting']
6022,Bath & Body Works,BBWI,1455.0,doll_9.82 B,USA,doll_43.01,0.89_perc,-43.37_perc,['Retail']
6023,WillScot,WSC,1456.0,doll_9.81 B,USA,doll_46.98,-0.02_perc,17.45_perc,[]
6024,,,,,,,,,
6025,,,,,,,,,
6026,Dick's Sporting Goods,DKS,1450.0,doll_9.88 B,USA,doll_118.50,1.66_perc,8.90_perc,['Sportsgoods']
6027,Hana Financial Group,086790.KS,1449.0,doll_9.90 B,South Korea,doll_33.96,1.59_perc,-6.75_perc,['Financialservices']
6028,,,,,,,,,
6029,,,,,,,,,
6030,Samsung Life Insurance,032830.KS,1447.0,doll_9.91 B,South Korea,doll_55.19,3.12_perc,-2.90_perc,['Insurance']
6031,,,,,,,,,
6032,,,,,,,,,
6033,Five Below,FIVE,1445.0,doll_9.91 B,USA,doll_178.56,-1.12_perc,-11.04_perc,[]
6034,,,,,,,,,
6035,Halma,HLMA.L,1444.0,doll_9.91 B,UK,doll_25.43,-1.60_perc,-38.46_perc,['Conglomerate']
6036,,,,,,,,,
6037,Western Midstream,WES,1439.0,doll_9.95 B,USA,doll_25.86,-3.18_perc,28.72_perc,[]
6038,Vail Resorts,MTN,1440.0,doll_9.95 B,USA,doll_246.92,0.10_perc,-27.19_perc,[]
6039,Annaly Capital Management,NLY,1438.0,doll_9.97 B,USA,doll_21.31,1.57_perc,151.89_perc,[]
6040,,,,,,,,,
6041,,,,,,,,,
6042,Yakult,2267.T,1436.0,doll_9.98 B,Japan,doll_64.00,2.46_perc,26.28_perc,['Beverages']
6043,,,,,,,,,
6044,,,,,,,,,
6045,,,,,,,,,
6046,Omron,6645.T,1429.0,doll_10.03 B,Japan,doll_50.41,-1.50_perc,-49.90_perc,['Electronics']
6047,,,,,,,,,
6048,,,,,,,,,
6049,AGCO,AGCO,1428.0,doll_10.04 B,USA,doll_134.68,1.33_perc,12.96_perc,['Agriculture']
6050,,,,,,,,,
6051,,,,,,,,,
6052,Asahi Kasei,3407.T,1422.0,doll_10.09 B,Japan,doll_7.28,-1.64_perc,-27.49_perc,['Chemicals']
6053,,,,,,,,,
6054,Watsco,WSO,1424.0,doll_10.07 B,USA,doll_256.66,1.08_perc,-18.20_perc,[]
6055,Darling Ingredients,DAR,1421.0,doll_10.10 B,USA,doll_63.04,0.99_perc,-6.04_perc,[]
6056,,,,,,,,,
6057,Morningstar,MORN,1419.0,doll_10.11 B,USA,doll_238.38,1.39_perc,-25.62_perc,['Financialservices']
6058,,,,,,,,,
6059,Sino Land,0083.HK,1417.0,doll_10.12 B,Hong Kong,doll_1.26,1.87_perc,2.44_perc,['Realestate']
6060,PulteGroup,PHM,1414.0,doll_10.16 B,USA,doll_44.60,2.81_perc,-18.42_perc,[]
6061,FinecoBank,FBK.MI,1415.0,doll_10.15 B,Italy,doll_16.26,0.49_perc,-11.34_perc,[]
6062,,,,,,,,,
6063,Boston Properties,BXP,1410.0,doll_10.18 B,USA,doll_65.00,-0.52_perc,-43.57_perc,['Realestate']
6064,Fidelity National Financial,FNF,1411.0,doll_10.17 B,USA,doll_37.39,1.58_perc,-26.59_perc,['Insurance']
6065,Scentre Group,SCG.AX,1413.0,doll_10.16 B,Australia,doll_1.96,0.00_perc,-10.50_perc,['Retail']
6066,Eastman Chemical,EMN,1412.0,doll_10.16 B,USA,doll_84.75,-0.42_perc,-25.38_perc,['Chemicals']
6067,,,,,,,,,
6068,,,,,,,,,
6069,,,,,,,,,
6070,,,,,,,,,
6071,Acciona,ANA.MC,1404.0,doll_10.23 B,Spain,doll_187.16,-2.52_perc,2.49_perc,['Construction']
6072,,,,,,,,,
6073,Rexford Industrial,REXR,1407.0,doll_10.21 B,USA,doll_53.96,0.97_perc,-27.92_perc,[]
6074,,,,,,,,,
6075,Ivanhoe Mines,IVN.TO,1376.0,doll_10.54 B,Canada,doll_8.69,-0.25_perc,10.42_perc,['Mining']
6076,,,,,,,,,
6077,Ryan Specialty Group,RYAN,1373.0,doll_10.58 B,USA,doll_40.66,-1.05_perc,3.99_perc,['Financialservices']
6078,,,,,,,,,
6079,Service Corporation International,SCI,1371.0,doll_10.60 B,USA,doll_68.93,-0.92_perc,0.48_perc,[]
6080,Lundbergföretagen,LUND-B.ST,1369.0,doll_10.63 B,Sweden,doll_42.39,-0.86_perc,-22.97_perc,['Investment']
6081,Divis Laboratories,DIVISLAB.NS,1372.0,doll_10.59 B,India,doll_39.90,-1.52_perc,-34.95_perc,[]
6082,Randstad,RAND.AS,1368.0,doll_10.71 B,Netherlands,doll_58.62,-0.68_perc,-12.06_perc,['Professionalservices']
6083,Shree Cement,SHREECEM.NS,1366.0,doll_10.72 B,India,doll_297.18,0.94_perc,-12.98_perc,[]
6084,Computershare,CPU.AX,1367.0,doll_10.72 B,Australia,doll_17.76,-1.24_perc,29.16_perc,['Financialservices']
6085,,,,,,,,,
6086,,,,,,,,,
6087,REA Group,REA.AX,1362.0,doll_10.76 B,Australia,doll_81.48,-1.00_perc,-31.15_perc,['Internet']
6088,Industrivarden,INDU-A.ST,1364.0,doll_10.74 B,Sweden,doll_24.51,0.24_perc,-20.86_perc,['Investment']
6089,Varun Beverages,VBL.NS,1359.0,doll_10.78 B,India,doll_16.59,4.42_perc,43.51_perc,['Beverages']
6090,Severstal,CHMF.ME,1360.0,doll_10.76 B,Russia,doll_12.85,-0.29_perc,-40.15_perc,[]
6091,Nomura Holdings,NMR,1361.0,doll_10.76 B,Japan,doll_3.58,0.28_perc,-19.55_perc,[]
6092,Telia Company,TELIA.ST,1358.0,doll_10.78 B,Sweden,doll_2.70,-0.67_perc,-30.95_perc,['Telecommunication']
6093,,,,,,,,,
6094,Aluminum Corporation of China,601600.SS,1356.0,doll_10.78 B,China,doll_0.69,-0.21_perc,-30.30_perc,['Aluminum']
6095,Informa plc,INF.L,1357.0,doll_10.78 B,UK,doll_7.58,1.01_perc,15.02_perc,[]
6096,,,,,,,,,
6097,Charles River Laboratories,CRL,1353.0,doll_10.83 B,USA,doll_212.99,0.84_perc,-41.93_perc,['Biotech']
6098,Western Digital,WDC,1352.0,doll_10.84 B,USA,doll_34.14,0.74_perc,-42.30_perc,['Electronics']
6099,Chailease Holding,5871.TW,1351.0,doll_10.84 B,Taiwan,doll_6.85,0.96_perc,-27.13_perc,['Financialservices']
6100,,,,,,,,,
6101,,,,,,,,,
6102,Sino Biopharmaceutical,1177.HK,1346.0,doll_10.87 B,China,doll_0.58,1.12_perc,-17.14_perc,['Pharmaceuticals']
6103,Nexi,NEXI.MI,1345.0,doll_10.99 B,Italy,doll_8.13,-0.87_perc,-50.03_perc,[]
6104,Yara International,YAR.OL,1347.0,doll_10.87 B,Norway,doll_42.68,-0.42_perc,-14.96_perc,['Chemicals']
6105,,,,,,,,,
6106,,,,,,,,,
6107,Eicher Motors,EICHERMOT.NS,1342.0,doll_11.02 B,India,doll_40.32,1.92_perc,22.96_perc,[]
6108,,,,,,,,,
6109,Masco,MAS,1340.0,doll_11.03 B,USA,doll_48.92,1.03_perc,-28.69_perc,[]
6110,Henry Schein,HSIC,1339.0,doll_11.03 B,USA,doll_81.40,0.94_perc,9.14_perc,['Healthcare']
6111,Celanese,CE,1337.0,doll_11.04 B,USA,doll_101.91,-2.77_perc,-36.25_perc,['Chemicals']
6112,Hotai Motor,2207.TW,1341.0,doll_11.03 B,Taiwan,doll_20.20,-2.37_perc,-9.13_perc,['Automakers']
6113,Sumitomo Mitsui Trust Holdings,8309.T,1338.0,doll_11.04 B,Japan,doll_30.63,-0.87_perc,-9.38_perc,[]
6114,,,,,,,,,
6115,Brambles,BXB.AX,1336.0,doll_11.05 B,Australia,doll_7.96,-1.17_perc,6.99_perc,['Transportation']
6116,,,,,,,,,
6117,,,,,,,,,
6118,,,,,,,,,
6119,,,,,,,,,
6120,,,,,,,,,
6121,Godrej,GODREJCP.NS,1329.0,doll_11.18 B,India,doll_10.94,0.37_perc,-8.30_perc,['Conglomerate']
6122,,,,,,,,,
6123,,,,,,,,,
6124,,,,,,,,,
6125,,,,,,,,,
6126,,,,,,,,,
6127,,,,,,,,,
6128,WPP,WPP,1322.0,doll_11.26 B,UK,doll_51.34,-0.87_perc,-29.14_perc,['Advertising']
6129,Freddie Mac,FMCCT,1320.0,doll_11.27 B,USA,doll_3.50,-0.57_perc,-32.04_perc,[]
6130,Brookfield Property Partners,BPYPP,1319.0,doll_11.29 B,Bermuda,doll_17.09,-0.75_perc,-32.45_perc,['Realestate']
6131,Teleflex,TFX,1321.0,doll_11.27 B,USA,doll_240.32,1.84_perc,-25.32_perc,['Medicaldevices']
6132,First Citizens BancShares,FCNCA,1317.0,doll_11.30 B,USA,doll_785.01,0.32_perc,-3.81_perc,[]
6133,,,,,,,,,
6134,,,,,,,,,
6135,C. H. Robinson,CHRW,1316.0,doll_11.31 B,USA,doll_96.11,0.75_perc,-2.22_perc,['Transportation']
6136,TransUnion,TRU,1314.0,doll_11.32 B,USA,doll_58.76,0.17_perc,-49.15_perc,['Financialservices']
6137,,,,,,,,,
6138,,,,,,,,,
6139,,,,,,,,,
6140,,,,,,,,,
6141,,,,,,,,,
6142,,,,,,,,,
6143,ABN AMRO,ABN.AS,1306.0,doll_11.39 B,Netherlands,doll_12.51,-0.17_perc,-13.19_perc,[]
6144,,,,,,,,,
6145,,,,,,,,,
6146,,,,,,,,,
6147,,,,,,,,,
6148,,,,,,,,,
6149,American Financial Group,AFG,1276.0,doll_11.73 B,USA,doll_137.77,-0.89_perc,0.47_perc,[]
6150,IHH Healthcare,Q0F.SI,1277.0,doll_11.72 B,Malaysia,doll_1.33,-1.10_perc,-13.07_perc,['Healthcare']
6151,,,,,,,,,
6152,,,,,,,,,
6153,Smith & Nephew,SNN,1269.0,doll_11.83 B,UK,doll_26.87,1.43_perc,-20.46_perc,['Medicalequipment']
6154,Stora Enso,STEAV.HE,1267.0,doll_11.87 B,Finland,doll_16.03,1.33_perc,-14.69_perc,['Pulpandpaper']
6155,,,,,,,,,
6156,Bureau Veritas,BVI.PA,1266.0,doll_11.89 B,France,doll_26.19,-0.12_perc,-19.37_perc,['Professionalservices']
6157,,,,,,,,,
6158,,,,,,,,,
6159,,,,,,,,,
6160,,,,,,,,,
6161,Sumitomo Realty & Development,8830.T,1263.0,doll_11.94 B,Japan,doll_25.20,-0.55_perc,-21.54_perc,['Realestate']
6162,,,,,,,,,
6163,POSCO Chemical,003670.KS,1262.0,doll_11.97 B,South Korea,doll_154.65,-2.39_perc,24.63_perc,['Chemicals']
6164,,,,,,,,,
6165,Uni-President Enterprises,1216.TW,1257.0,doll_12.04 B,Taiwan,doll_2.12,-0.31_perc,-14.52_perc,['Food']
6166,Bio-Rad Laboratories,BIO,1258.0,doll_12.04 B,USA,doll_403.88,1.07_perc,-46.32_perc,['Healthcare']
6167,,,,,,,,,
6168,,,,,,,,,
6169,Sekisui House,1928.T,1255.0,doll_12.07 B,Japan,doll_18.23,-0.14_perc,-14.29_perc,['Construction']
6170,,,,,,,,,
6171,NN Group,NN.AS,1251.0,doll_12.12 B,Netherlands,doll_42.90,-0.05_perc,-16.84_perc,[]
6172,Axon Enterprise,AXON,1253.0,doll_12.10 B,USA,doll_170.16,0.43_perc,10.64_perc,[]
6173,Alfa Laval,ALFA.ST,1252.0,doll_12.11 B,Sweden,doll_29.30,-0.33_perc,-26.16_perc,[]
6174,DLF,DLF.NS,1249.0,doll_12.16 B,India,doll_4.92,-0.87_perc,-5.20_perc,['Realestate']
6175,Camden Property Trust,CPT,1247.0,doll_12.17 B,USA,doll_114.28,-0.31_perc,-33.30_perc,[]
6176,,,,,,,,,
6177,,,,,,,,,
6178,Ono Pharmaceutical,4528.T,1246.0,doll_12.20 B,Japan,doll_24.99,0.77_perc,4.60_perc,['Pharmaceuticals']
6179,,,,,,,,,
6180,,,,,,,,,
6181,,,,,,,,,
6182,,,,,,,,,
6183,SVB Financial Group,SIVB,1241.0,doll_12.31 B,USA,doll_208.28,4.00_perc,-70.94_perc,[]
6184,,,,,,,,,
6185,Telefonica Brasil,VIV,1238.0,doll_12.39 B,Brazil,doll_7.32,0.83_perc,-16.91_perc,['Telecommunication']
6186,,,,,,,,,
6187,,,,,,,,,
6188,,,,,,,,,
6189,,,,,,,,,
6190,,,,,,,,,
6191,,,,,,,,,
6192,Tencent Music,TME,1232.0,doll_12.44 B,China,doll_7.34,-3.67_perc,8.42_perc,['Entertainment']
6193,Bunzl,BNZL.L,1231.0,doll_12.45 B,UK,doll_36.37,-0.47_perc,-7.36_perc,[]
6194,Packaging Corporation of America,PKG,1226.0,doll_12.51 B,USA,doll_135.20,0.27_perc,-0.12_perc,[]
6195,Bajaj Auto,BAJAJ-AUTO.NS,1228.0,doll_12.48 B,India,doll_44.13,0.04_perc,1.24_perc,[]
6196,Interpublic Group,IPG,1230.0,doll_12.47 B,USA,doll_32.10,-1.77_perc,-9.40_perc,['Advertising']
6197,,,,,,,,,
6198,Lamb Weston,LW,1225.0,doll_12.52 B,USA,doll_87.07,0.90_perc,54.32_perc,['Food']
6199,Sasa Polyester,SASA.IS,1229.0,doll_12.47 B,Turkey,doll_5.53,-1.81_perc,,['Chemicals']
6200,,,,,,,,,
6201,,,,,,,,,
6202,POOLCORP,POOL,1223.0,doll_12.53 B,USA,doll_321.08,0.97_perc,-42.99_perc,[]
6203,,,,,,,,,
6204,KPN,KPN.F,1220.0,doll_12.55 B,Netherlands,doll_3.06,-0.78_perc,5.15_perc,['Telecommunication']
6205,Subaru,7270.T,1218.0,doll_12.60 B,Japan,doll_16.43,-0.31_perc,-12.19_perc,['Automakers']
6206,,,,,,,,,
6207,Essential Utilities,WTRG,1217.0,doll_12.61 B,USA,doll_48.09,0.27_perc,-4.13_perc,['Utilitycompanies']
6208,,,,,,,,,
6209,,,,,,,,,
6210,,,,,,,,,
6211,,,,,,,,,
6212,South32,S32.AX,1213.0,doll_12.66 B,Australia,doll_2.77,-5.08_perc,4.92_perc,['Mining']
6213,Bio-Techne,TECH,1212.0,doll_12.66 B,USA,doll_80.67,0.00_perc,-82.94_perc,['Pharmaceuticals']
6214,Tech Mahindra,TECHM.NS,1210.0,doll_12.69 B,India,doll_13.04,-0.36_perc,-37.64_perc,[]
6215,Poste Italiane,PST.MI,1208.0,doll_12.70 B,Italy,doll_9.71,-2.37_perc,-24.14_perc,['Courier']
6216,,,,,,,,,
6217,,,,,,,,,
6218,Siemens India,SIEMENS.NS,1206.0,doll_12.74 B,India,doll_35.76,1.39_perc,21.96_perc,[]
6219,Advantest,6857.T,1205.0,doll_12.74 B,Japan,doll_68.24,-0.53_perc,-23.87_perc,[]
6220,Newcrest Mining,NCM.AX,1203.0,doll_12.76 B,Australia,doll_14.29,2.02_perc,-12.97_perc,['Mining']
6221,,,,,,,,,
6222,Mitsubishi Heavy Industries,7011.T,1177.0,doll_13.07 B,Japan,doll_38.95,-0.04_perc,62.97_perc,[]
6223,Hindalco Industries,HINDALCO.NS,1202.0,doll_12.77 B,India,doll_5.72,1.58_perc,-2.56_perc,[]
6224,,,,,,,,,
6225,Nitori Holdings,9843.T,1176.0,doll_13.11 B,Japan,doll_116.17,0.95_perc,-28.48_perc,['Retail']
6226,,,,,,,,,
6227,,,,,,,,,
6228,,,,,,,,,
6229,,,,,,,,,
6230,Suzano,SUZ,1168.0,doll_13.23 B,Brazil,doll_10.11,0.20_perc,-3.53_perc,[]
6231,,,,,,,,,
6232,First Horizon National,FHN,1170.0,doll_13.20 B,USA,doll_24.60,0.41_perc,47.57_perc,[]
6233,,,,,,,,,
6234,Hubbell,HUBB,1167.0,doll_13.25 B,USA,doll_246.78,0.55_perc,18.04_perc,['Electronics']
6235,,,,,,,,,
6236,Vodacom,5VD.F,1165.0,doll_13.27 B,South Africa,doll_7.62,6.62_perc,-8.19_perc,['Telecommunication']
6237,,,,,,,,,
6238,Philips,PHG,1163.0,doll_13.30 B,Netherlands,doll_14.20,0.00_perc,-59.42_perc,[]
6239,,,,,,,,,
6240,Sysmex,6869.T,1162.0,doll_13.32 B,Japan,doll_63.53,-0.38_perc,-49.86_perc,['Healthcare']
6241,Weichai Power,2338.HK,1159.0,doll_13.36 B,China,doll_1.34,2.97_perc,-34.63_perc,['Manufacturing']
6242,Loews Corporation,L,1161.0,doll_13.35 B,USA,doll_56.24,-1.54_perc,-1.07_perc,[]
6243,,,,,,,,,
6244,,,,,,,,,
6245,Swatch,UHR.SW,1158.0,doll_13.37 B,Switzerland,doll_268.23,1.20_perc,-14.49_perc,[]
6246,,,,,,,,,
6247,OBIC,4684.T,1154.0,doll_13.39 B,Japan,doll_151.02,0.78_perc,-17.90_perc,[]
6248,Franklin Resources,BEN,1155.0,doll_13.37 B,USA,doll_26.78,0.68_perc,-18.80_perc,['Investment']
