,name,code,rank,marketcap,country,shareprice,change_1day,change_1year,categories
5531,Idacorp,IDA,2204.0,doll_5.42 B,USA,doll_107.24,-0.56_perc,-0.95_perc,[]
5532,Post Holdings,POST,2200.0,doll_5.42 B,USA,doll_92.39,-1.03_perc,-9.42_perc,['Food']
5533,Hualan Biological Engineering,002007.SZ,2203.0,doll_5.42 B,China,doll_2.97,-0.58_perc,-32.81_perc,['Pharmaceuticals']
5534,National Storage,NSA,2202.0,doll_5.42 B,USA,doll_38.41,0.47_perc,-40.17_perc,[]
5535,,,,,,,,,
5536,,,,,,,,,
5537,,,,,,,,,
5538,BELIMO Holding,BEAN.SW,2161.0,doll_5.58 B,Switzerland,doll_454.14,-0.58_perc,-24.68_perc,[]
5539,Lancaster Colony Corporation,LANC,2165.0,doll_5.56 B,USA,doll_202.12,-0.42_perc,33.94_perc,['Food']
5540,Patanjali Foods,PATANJALI.NS,2164.0,doll_5.58 B,India,doll_15.43,-1.10_perc,28.05_perc,['Food']
5541,,,,,,,,,
5542,,,,,,,,,
5543,HealthEquity,HQY,2160.0,doll_5.59 B,USA,doll_66.14,0.72_perc,54.79_perc,[]
5544,Toll Brothers,TOL,2159.0,doll_5.60 B,USA,doll_49.50,7.75_perc,-30.52_perc,[]
5545,Woodward,WWD,2158.0,doll_5.61 B,USA,doll_93.94,0.09_perc,-12.85_perc,[]
5546,,,,,,,,,
5547,AGNC Investment,AGNC,2155.0,doll_5.61 B,USA,doll_9.83,1.44_perc,-37.98_perc,[]
5548,Procter & Gamble India,PGHH.NS,2153.0,doll_5.62 B,India,doll_173.35,-0.87_perc,-13.46_perc,['Consumergoods']
5549,ChampionX,CHX,2154.0,doll_5.62 B,USA,doll_28.22,-3.92_perc,23.56_perc,['OilGasEquipmentServices']
5550,,,,,,,,,
5551,,,,,,,,,
5552,,,,,,,,,
5553,Indian Hotels Company,INDHOTEL.NS,2149.0,doll_5.64 B,India,doll_3.97,0.60_perc,53.28_perc,['Hotels']
5554,,,,,,,,,
5555,,,,,,,,,
5556,,,,,,,,,
5557,Crane Co.,CR,2145.0,doll_5.66 B,USA,doll_100.97,-0.19_perc,-0.89_perc,[]
5558,Oshkosh Corporation,OSK,2144.0,doll_5.67 B,USA,doll_86.74,-1.70_perc,-23.54_perc,[]
5559,,,,,,,,,
5560,Rexel,RXL.PA,2141.0,doll_5.68 B,France,doll_18.78,-0.25_perc,-8.35_perc,[]
5561,HealthSouth,EHC,2143.0,doll_5.67 B,USA,doll_56.85,-0.25_perc,-8.35_perc,[]
5562,Valvoline,VVV,2142.0,doll_5.68 B,USA,doll_32.53,-1.12_perc,-7.48_perc,[]
5563,Kobe Bussan,3038.T,2139.0,doll_5.68 B,Japan,doll_25.86,-0.56_perc,-31.04_perc,['Food']
5564,,,,,,,,,
5565,EnLink Midstream,ENLC,2137.0,doll_5.69 B,USA,doll_12.02,-1.15_perc,75.73_perc,[]
5566,,,,,,,,,
5567,,,,,,,,,
5568,Credit Acceptance,CACC,2135.0,doll_5.69 B,USA,doll_440.68,-3.73_perc,-32.93_perc,[]
5569,Rightmove,3JDA.F,2133.0,doll_5.70 B,UK,doll_6.57,0.81_perc,-33.50_perc,['Internet']
5570,,,,,,,,,
5571,,,,,,,,,
5572,,,,,,,,,
5573,New York Times,NYT,2130.0,doll_5.70 B,USA,doll_34.51,-0.09_perc,-25.61_perc,['MediaPress']
5574,Synovus,SNV,2129.0,doll_5.71 B,USA,doll_39.26,2.88_perc,-17.02_perc,[]
5575,,,,,,,,,
5576,National Fuel Gas,NFG,2128.0,doll_5.73 B,USA,doll_62.68,0.37_perc,1.37_perc,[]
5577,Convatec Group,CTEC.L,2127.0,doll_5.73 B,UK,doll_2.77,-0.52_perc,6.95_perc,['Medicaldevices']
5578,Generac Power Systems,GNRC,2125.0,doll_5.74 B,USA,doll_90.74,-3.76_perc,-74.68_perc,['Manufacturing']
5579,Asset World Corp,AWC.BK,2124.0,doll_5.75 B,Thailand,doll_0.18,2.46_perc,38.46_perc,['Realestate']
5580,Axalta,AXTA,2122.0,doll_5.75 B,USA,doll_26.10,-1.14_perc,-18.97_perc,['PaintCoating']
5581,Pinnacle Financial Partners,PNFP,2123.0,doll_5.75 B,USA,doll_75.31,1.07_perc,-21.15_perc,[]
5582,Spirit Realty Capital,SRC,2121.0,doll_5.75 B,USA,doll_41.23,1.58_perc,-11.41_perc,[]
5583,,,,,,,,,
5584,,,,,,,,,
5585,,,,,,,,,
5586,,,,,,,,,
5587,Far Eastern New Century,1402.TW,2118.0,doll_5.76 B,Taiwan,doll_1.08,0.61_perc,3.85_perc,['Manufacturing']
5588,,,,,,,,,
5589,Commercial Metals Company,CMC,2114.0,doll_5.78 B,USA,doll_49.27,-0.94_perc,51.83_perc,[]
5590,,,,,,,,,
5591,RLI Corp.,RLI,2109.0,doll_5.80 B,USA,doll_127.86,-0.30_perc,18.86_perc,['Insurance']
5592,Corporate Office Properties Trust,OFC,2110.0,doll_5.80 B,USA,doll_25.80,0.58_perc,-5.53_perc,[]
5593,Container Corporation of India,CONCOR.NS,2107.0,doll_5.81 B,India,doll_9.54,2.11_perc,13.17_perc,['Transportation']
5594,Ibiden,4062.T,2112.0,doll_5.78 B,Japan,doll_39.89,0.55_perc,-34.60_perc,['Electronics']
5595,FTI Consulting,FCN,2108.0,doll_5.80 B,USA,doll_168.57,2.05_perc,15.25_perc,[]
5596,,,,,,,,,
5597,Hikari Tsushin,9435.T,2105.0,doll_5.82 B,Japan,doll_131.36,-0.33_perc,-18.33_perc,[]
5598,Sumitomo Chemical,4005.T,2106.0,doll_5.81 B,Japan,doll_3.56,-0.61_perc,-26.14_perc,['Chemicals']
5599,,,,,,,,,
5600,Axfood,AXFO.ST,2102.0,doll_5.83 B,Sweden,doll_27.06,-1.16_perc,-2.17_perc,['Retail']
5601,EXL Service,EXLS,2103.0,doll_5.83 B,USA,doll_176.48,0.06_perc,29.31_perc,['Professionalservices']
5602,,,,,,,,,
5603,,,,,,,,,
5604,Ashland,ASH,2060.0,doll_6.04 B,USA,doll_111.61,-0.45_perc,5.60_perc,[]
5605,,,,,,,,,
5606,Bombardier Recreational Products,DOOO,2055.0,doll_6.05 B,Canada,doll_76.95,0.61_perc,-8.84_perc,[]
5607,Landstar System,LSTR,2057.0,doll_6.04 B,USA,doll_168.36,-0.83_perc,-2.61_perc,[]
5608,,,,,,,,,
5609,,,,,,,,,
5610,,,,,,,,,
5611,AirTAC International,1590.TW,2049.0,doll_6.07 B,Taiwan,doll_30.38,-2.82_perc,-4.07_perc,['Manufacturing']
5612,Samvardhana Motherson,MOTHERSON.NS,2052.0,doll_6.05 B,India,doll_0.89,0.89_perc,,['AutomotiveSuppliers']
5613,,,,,,,,,
5614,Aselsan,ASELS.IS,2050.0,doll_6.07 B,Turkey,doll_2.66,0.49_perc,59.28_perc,['Defensecontractors']
5615,,,,,,,,,
5616,,,,,,,,,
5617,Mohawk Industries,MHK,2046.0,doll_6.08 B,USA,doll_95.81,-0.25_perc,-46.57_perc,[]
5618,Helvetia Holding,HELN.SW,2044.0,doll_6.09 B,Switzerland,doll_115.26,-0.46_perc,1.78_perc,['Insurance']
5619,Boyd Gaming,BYD,2041.0,doll_6.11 B,USA,doll_58.57,0.41_perc,-6.26_perc,[]
5620,Japan Post Insurance,7181.T,2042.0,doll_6.11 B,Japan,doll_15.78,0.98_perc,-2.17_perc,['Insurance']
5621,,,,,,,,,
5622,,,,,,,,,
5623,Sunrun,RUN,2040.0,doll_6.11 B,USA,doll_28.70,-2.25_perc,-34.50_perc,[]
5624,,,,,,,,,
5625,,,,,,,,,
5626,,,,,,,,,
5627,,,,,,,,,
5628,,,,,,,,,
5629,PDC Energy,PDCE,2037.0,doll_6.12 B,USA,doll_66.43,-0.79_perc,25.29_perc,[]
5630,,,,,,,,,
5631,Dillard's,DDS,2032.0,doll_6.13 B,USA,doll_358.05,0.22_perc,40.29_perc,['Retail']
5632,,,,,,,,,
5633,,,,,,,,,
5634,Investec,INVR.L,2029.0,doll_6.14 B,UK,doll_6.97,0.00_perc,9.08_perc,['Financialservices']
5635,Daifuku,6383.T,2026.0,doll_6.15 B,Japan,doll_48.80,-0.60_perc,-43.67_perc,[]
5636,Mattel,MAT,2028.0,doll_6.14 B,USA,doll_17.34,-2.14_perc,-20.06_perc,[]
5637,South State Corp,SSB,2025.0,doll_6.16 B,USA,doll_81.45,-0.20_perc,3.00_perc,[]
5638,,,,,,,,,
5639,Ritchie Bros. Auctioneers,RBA,2023.0,doll_6.17 B,Canada,doll_55.45,1.48_perc,-21.73_perc,[]
5640,MDU Resources,MDU,2022.0,doll_6.17 B,USA,doll_30.39,-0.25_perc,5.93_perc,[]
5641,Frontier Communications,FYBR,2021.0,doll_6.18 B,USA,doll_25.23,-0.51_perc,-24.64_perc,['Telecommunication']
5642,Flowers Foods,FLO,2024.0,doll_6.16 B,USA,doll_29.21,1.28_perc,12.78_perc,['Food']
5643,Toromont,TIH.TO,2020.0,doll_6.18 B,Canada,doll_75.22,0.74_perc,-13.20_perc,[]
5644,OZ Minerals,OZL.AX,2018.0,doll_6.19 B,Australia,doll_18.51,0.18_perc,-0.43_perc,['Mining']
5645,,,,,,,,,
5646,Iridium Communications,IRDM,2017.0,doll_6.19 B,USA,doll_49.33,-0.70_perc,19.82_perc,['Telecommunication']
5647,,,,,,,,,
5648,,,,,,,,,
5649,,,,,,,,,
5650,CTS Eventim,EVD.F,2015.0,doll_6.21 B,Germany,doll_64.73,3.27_perc,-2.92_perc,[]
5651,,,,,,,,,
5652,Spark New Zealand,NZTCF,2011.0,doll_6.22 B,New Zealand,doll_3.32,0.45_perc,11.04_perc,['Telecommunication']
5653,,,,,,,,,
5654,Macy's,M,2010.0,doll_6.22 B,USA,doll_22.96,1.91_perc,-17.50_perc,['Retail']
5655,,,,,,,,,
5656,,,,,,,,,
5657,,,,,,,,,
5658,BOSCH India,BOSCHLTD.NS,2005.0,doll_6.24 B,India,doll_211.86,2.14_perc,-1.99_perc,[]
5659,,,,,,,,,
5660,,,,,,,,,
5661,Kosé,4922.T,2002.0,doll_6.26 B,Japan,doll_109.74,-1.44_perc,-10.56_perc,['CosmeticsandBeauty']
5662,,,,,,,,,
5663,WESCO International,WCC,2001.0,doll_6.26 B,USA,doll_123.18,1.63_perc,-6.27_perc,[]
5664,Gentex,GNTX,1963.0,doll_6.40 B,USA,doll_27.29,-0.62_perc,-22.43_perc,[]
5665,,,,,,,,,
5666,,,,,,,,,
5667,,,,,,,,,
5668,Clean Harbors,CLH,1958.0,doll_6.42 B,USA,doll_118.77,1.40_perc,16.03_perc,['WasteRecycling']
5669,Great Eastern,G07.SI,1960.0,doll_6.41 B,Singapore,doll_13.56,-0.54_perc,-8.50_perc,[]
5670,Medpace,MEDP,1956.0,doll_6.42 B,USA,doll_206.67,1.45_perc,-3.28_perc,[]
5671,,,,,,,,,
5672,,,,,,,,,
5673,Megacable Holdings,MEGACPO.MX,1955.0,doll_6.43 B,Mexico,doll_2.51,-4.64_perc,-16.33_perc,['Telecommunication']
5674,Amkor Technology,AMKR,1953.0,doll_6.44 B,USA,doll_26.31,-0.30_perc,7.43_perc,[]
5675,H&R Block,HRB,1952.0,doll_6.46 B,USA,doll_41.58,0.14_perc,75.89_perc,[]
5676,,,,,,,,,
5677,Levi Strauss,LEVI,1951.0,doll_6.47 B,USA,doll_16.41,0.74_perc,-36.17_perc,[]
5678,CAE,CAE,1950.0,doll_6.47 B,Canada,doll_20.35,-1.31_perc,-18.27_perc,[]
5679,,,,,,,,,
5680,,,,,,,,,
5681,Bid Corp,BID.JO,1945.0,doll_6.49 B,South Africa,doll_19.23,-1.11_perc,3.78_perc,['Food']
5682,RBC Bearings,RBC,1947.0,doll_6.49 B,USA,doll_223.73,1.76_perc,8.57_perc,[]
5683,Arrow Electronics,ARW,1943.0,doll_6.49 B,USA,doll_105.64,-0.17_perc,-15.63_perc,[]
5684,Ingredion,INGR,1944.0,doll_6.49 B,USA,doll_99.10,1.17_perc,2.31_perc,['Food']
5685,,,,,,,,,
5686,,,,,,,,,
5687,DWS Group,DWS.F,1940.0,doll_6.51 B,Germany,doll_32.60,-1.52_perc,-19.01_perc,[]
5688,,,,,,,,,
5689,Sanlam,SLM.JO,1936.0,doll_6.53 B,South Africa,doll_2.96,-1.09_perc,-12.17_perc,['Insurance']
5690,Indorama Ventures,I93A.F,1938.0,doll_6.53 B,Thailand,doll_1.15,0.00_perc,-1.71_perc,[]
5691,Beijer Ref,BEIJ-B.ST,1939.0,doll_6.52 B,Sweden,doll_16.75,-0.17_perc,-15.66_perc,[]
5692,,,,,,,,,
5693,PLDT,PHI,1937.0,doll_6.53 B,Philippines,doll_29.90,1.63_perc,-10.64_perc,['Telecommunication']
5694,TIS,3626.T,1933.0,doll_6.54 B,Japan,doll_27.00,0.68_perc,-11.33_perc,['Professionalservices']
5695,,,,,,,,,
5696,Western Alliance Bancorporation,WAL,1932.0,doll_6.54 B,USA,doll_60.12,-1.35_perc,-45.37_perc,[]
5697,,,,,,,,,
5698,Fosun,0656.HK,1930.0,doll_6.55 B,China,doll_0.80,3.16_perc,-29.20_perc,['Conglomerate']
5699,Klépierre,LI.PA,1928.0,doll_6.56 B,France,doll_22.93,-1.36_perc,5.04_perc,['Realestate']
5700,Prosperity Bancshares,PB,1929.0,doll_6.56 B,USA,doll_71.86,0.21_perc,-2.47_perc,[]
5701,,,,,,,,,
5702,,,,,,,,,
5703,,,,,,,,,
5704,Skechers,SKX,1924.0,doll_6.59 B,USA,doll_42.51,-1.00_perc,-8.97_perc,['Footwear']
5705,,,,,,,,,
5706,Curtiss-Wright,CW,1922.0,doll_6.60 B,USA,doll_172.49,-1.28_perc,29.70_perc,[]
5707,Clearway Energy,CWEN,1921.0,doll_6.61 B,USA,doll_33.72,0.09_perc,-10.01_perc,[]
5708,Arkema,AKE.PA,1920.0,doll_6.61 B,France,doll_88.40,-1.36_perc,-36.35_perc,['Chemicals']
5709,Houlihan Lokey,HLI,1918.0,doll_6.62 B,USA,doll_96.46,-1.08_perc,-11.31_perc,[]
5710,,,,,,,,,
5711,Capcom,9697.T,1917.0,doll_6.62 B,Japan,doll_31.09,-0.70_perc,26.33_perc,['Videogames']
5712,,,,,,,,,
5713,Murphy Oil,MUR,1916.0,doll_6.63 B,USA,doll_42.65,-0.81_perc,45.96_perc,[]
5714,Inspire Medical Systems,INSP,1915.0,doll_6.63 B,USA,doll_229.52,-0.61_perc,2.33_perc,[]
5715,Grifols,GRFS,1914.0,doll_6.63 B,Spain,doll_7.95,-1.24_perc,-26.80_perc,[]
5716,,,,,,,,,
5717,,,,,,,,,
5718,,,,,,,,,
5719,Reynolds Consumer,REYN,1909.0,doll_6.64 B,USA,doll_31.67,0.25_perc,6.99_perc,[]
5720,Rumo,RAIL3.SA,1906.0,doll_6.65 B,Brazil,doll_3.60,-0.43_perc,18.42_perc,['Railways']
5721,,,,,,,,,
5722,Toho Co.,9602.T,1902.0,doll_6.67 B,Japan,doll_38.14,-0.76_perc,-16.30_perc,['Entertainment']
5723,Southwestern Energy,SWN,1904.0,doll_6.66 B,USA,doll_6.04,0.67_perc,19.84_perc,[]
5724,ITT,ITT,1901.0,doll_6.67 B,USA,doll_80.66,0.45_perc,-20.45_perc,[]
5725,Torrent Pharmaceuticals,TORNTPHARM.NS,1900.0,doll_6.67 B,India,doll_19.71,-0.30_perc,-51.67_perc,['Pharmaceuticals']
5726,Holmen,HOLM-B.ST,1905.0,doll_6.66 B,Sweden,doll_41.02,-1.07_perc,-11.84_perc,['Pulpandpaper']
5727,Nexstar Media Group,NXST,1861.0,doll_6.85 B,USA,doll_181.88,1.20_perc,17.33_perc,[]
5728,,,,,,,,,
5729,Karuna Therapeutics,KRTX,1859.0,doll_6.87 B,USA,doll_200.01,-0.39_perc,60.51_perc,['Pharmaceuticals']
5730,,,,,,,,,
5731,,,,,,,,,
5732,Nippon Sanso,4091.T,1855.0,doll_6.88 B,Japan,doll_15.92,-0.18_perc,-31.20_perc,['Chemicals']
5733,Mindtree,MINDTREE.NS,1854.0,doll_6.89 B,India,doll_41.79,0.26_perc,-29.21_perc,['Professionalservices']
5734,Telefónica Deutschland (O2),O2D.DE,1852.0,doll_6.92 B,Germany,doll_2.33,-0.36_perc,-12.41_perc,['Telecommunication']
5735,,,,,,,,,
5736,,,,,,,,,
5737,,,,,,,,,
5738,AptarGroup,ATR,1849.0,doll_6.93 B,USA,doll_106.30,-0.65_perc,-11.62_perc,[]
5739,,,,,,,,,
5740,,,,,,,,,
5741,Graphic Packaging,GPK,1846.0,doll_6.94 B,USA,doll_22.61,-0.66_perc,10.56_perc,[]
5742,,,,,,,,,
5743,Empire Company,EMP-A.TO,1843.0,doll_6.95 B,Canada,doll_26.72,1.84_perc,-10.70_perc,[]
5744,,,,,,,,,
5745,Orkla,ORKLF,1842.0,doll_6.96 B,Norway,doll_6.98,0.00_perc,-23.72_perc,['Consumergoods']
5746,Etihad Etisalat (Mobily),7020.SR,1848.0,doll_6.94 B,Saudi Arabia,doll_9.02,-0.44_perc,8.67_perc,['Telecommunication']
5747,,,,,,,,,
5748,,,,,,,,,
5749,Rational AG,RAA.F,1839.0,doll_6.98 B,Germany,doll_611.08,-0.60_perc,-36.93_perc,['HomeKitchenAppliances']
5750,Globus Medical,GMED,1837.0,doll_6.99 B,USA,doll_70.06,1.61_perc,1.65_perc,[]
5751,Indian Railway Catering & Tourism,IRCTC.NS,1836.0,doll_6.99 B,India,doll_8.75,0.47_perc,-19.87_perc,['Railways']
5752,,,,,,,,,
5753,,,,,,,,,
5754,Dolby,DLB,1832.0,doll_7.01 B,USA,doll_73.07,-1.46_perc,-17.38_perc,[]
5755,Hapvida,HAPV3.SA,1834.0,doll_7.00 B,Brazil,doll_0.98,1.79_perc,-50.25_perc,['Healthcare']
5756,Valmont Industries,VMI,1838.0,doll_6.99 B,USA,doll_327.79,-1.26_perc,27.24_perc,[]
5757,Woori Financial Group,WF,1833.0,doll_7.00 B,South Korea,doll_28.41,-1.32_perc,-14.86_perc,[]
5758,Agilon Health,AGL,1828.0,doll_7.03 B,USA,doll_17.08,-3.94_perc,-27.04_perc,['Healthcare']
5759,Elm Company,7203.SR,1831.0,doll_7.01 B,Saudi Arabia,doll_87.65,-0.36_perc,,['Investment']
5760,,,,,,,,,
5761,,,,,,,,,
5762,WEX,WEX,1827.0,doll_7.03 B,USA,doll_161.46,0.52_perc,21.85_perc,['Financialservices']
5763,Omega Healthcare,OHI,1825.0,doll_7.04 B,USA,doll_29.24,-2.34_perc,2.56_perc,[]
5764,Zions Bancorporation,ZION,1826.0,doll_7.03 B,USA,doll_47.05,-0.19_perc,-26.99_perc,[]
5765,Sampoerna,HSZ.F,1823.0,doll_7.06 B,Indonesia,doll_0.06000,0.00_perc,-14.29_perc,['Tobacco']
5766,Autoliv,ALV,1822.0,doll_7.06 B,Sweden,doll_81.39,-3.12_perc,-18.50_perc,['AutomotiveSuppliers']
5767,Magnit,MGNT.ME,1821.0,doll_7.07 B,Russia,doll_69.47,0.43_perc,-11.48_perc,[]
5768,UPL,UPL.NS,1820.0,doll_7.08 B,India,doll_9.44,-0.04_perc,-2.07_perc,['Chemicals']
5769,,,,,,,,,
5770,ENKA,ENKAI.IS,1816.0,doll_7.11 B,Turkey,doll_1.22,-5.35_perc,1.67_perc,[]
5771,UnipolSai,US.MI,1817.0,doll_7.10 B,Italy,doll_2.51,-0.66_perc,-10.68_perc,['Financialservices']
5772,Medical Properties Trust,MPW,1818.0,doll_7.10 B,USA,doll_11.88,-2.94_perc,-46.87_perc,['Realestate']
5773,Emcor,EME,1815.0,doll_7.11 B,USA,doll_149.33,0.23_perc,17.81_perc,[]
5774,,,,,,,,,
5775,,,,,,,,,
5776,KBR,KBR,1812.0,doll_7.12 B,USA,doll_51.91,-1.76_perc,13.61_perc,['Engineering']
5777,,,,,,,,,
5778,,,,,,,,,
5779,Alfamart,AMRT.JK,1811.0,doll_7.12 B,Indonesia,doll_0.17,-6.94_perc,112.50_perc,['Retail']
5780,,,,,,,,,
5781,,,,,,,,,
5782,,,,,,,,,
5783,,,,,,,,,
5784,Pershing Square Holdings,PSHZF,1767.0,doll_7.39 B,USA,doll_34.27,-2.04_perc,-14.65_perc,[]
5785,,,,,,,,,
5786,Far EasTone,4904.TW,1804.0,doll_7.17 B,Taiwan,doll_2.20,0.15_perc,-4.35_perc,['Telecommunication']
5787,,,,,,,,,
5788,CACI,CACI,1802.0,doll_7.20 B,USA,doll_304.82,-1.99_perc,13.56_perc,[]
5789,Capri Holdings,CPRI,1766.0,doll_7.39 B,UK,doll_57.45,-0.78_perc,-13.86_perc,['Clothing']
5790,,,,,,,,,
5791,,,,,,,,,
5792,,,,,,,,,
5793,,,,,,,,,
5794,,,,,,,,,
5795,Mobile TeleSystems,MTSS.ME,1759.0,doll_7.43 B,Russia,doll_4.30,0.75_perc,9.97_perc,['Telecommunication']
5796,DiaSorin,DIA.MI,1758.0,doll_7.43 B,Italy,doll_133.35,-1.89_perc,-33.02_perc,[]
5797,,,,,,,,,
5798,UWM Holdings,UWMC,1760.0,doll_7.43 B,USA,doll_4.63,-2.11_perc,-33.76_perc,['Financialservices']
5799,Middleby,MIDD,1754.0,doll_7.44 B,USA,doll_138.20,0.57_perc,-24.03_perc,[]
5800,,,,,,,,,
5801,ICICI Lombard,ICICIGI.NS,1755.0,doll_7.44 B,India,doll_15.16,0.26_perc,-19.32_perc,['Insurance']
5802,WH Group,0288.HK,1753.0,doll_7.44 B,Hong Kong,doll_0.58,1.35_perc,-7.94_perc,['Food']
5803,Acadia Healthcare,ACHC,1751.0,doll_7.45 B,USA,doll_81.94,-3.27_perc,38.83_perc,[]
5804,Mitsubishi Chemical Holdings,4188.T,1752.0,doll_7.45 B,Japan,doll_5.23,-0.76_perc,-30.82_perc,['Chemicals']
5805,,,,,,,,,
5806,,,,,,,,,
5807,,,,,,,,,
5808,,,,,,,,,
5809,,,,,,,,,
5810,,,,,,,,,
5811,Arabian Internet and Communications Services,7202.SR,1741.0,doll_7.51 B,Saudi Arabia,doll_63.29,-0.34_perc,28.07_perc,['ITservices']
5812,,,,,,,,,
5813,,,,,,,,,
5814,,,,,,,,,
5815,,,,,,,,,
5816,Kingdom Holding,4280.SR,1739.0,doll_7.53 B,Saudi Arabia,doll_2.03,-1.16_perc,-25.64_perc,['Investment']
5817,RaiaDrogasil,RADL3.SA,1738.0,doll_7.54 B,Brazil,doll_4.58,-1.08_perc,11.98_perc,[]
5818,,,,,,,,,
5819,Want Want China,0151.HK,1737.0,doll_7.54 B,Hong Kong,doll_0.63,1.44_perc,-28.41_perc,['Food']
5820,,,,,,,,,
5821,,,,,,,,,
5822,,,,,,,,,
5823,Berry Global,BERY,1736.0,doll_7.54 B,USA,doll_60.76,-1.16_perc,-15.52_perc,[]
5824,SKF (Svenska Kullagerfabriken),SKF-B.ST,1730.0,doll_7.57 B,Sweden,doll_16.71,0.81_perc,-28.86_perc,[]
5825,Sealed Air,SEE,1729.0,doll_7.57 B,USA,doll_52.39,-0.70_perc,-18.67_perc,[]
5826,Olin,OLN,1731.0,doll_7.57 B,USA,doll_55.32,0.66_perc,-3.29_perc,[]
5827,,,,,,,,,
5828,Indofood CBP,ICBP.JK,1726.0,doll_7.61 B,Indonesia,doll_0.65,-1.21_perc,8.33_perc,['Food']
5829,NRG Energy,NRG,1725.0,doll_7.63 B,USA,doll_33.14,-4.44_perc,-14.72_perc,[]
5830,,,,,,,,,
5831,Sofina,SOF.VI,1724.0,doll_7.63 B,Belgium,doll_227.20,0.00_perc,-52.41_perc,[]
5832,Elbit Systems,ESLT,1721.0,doll_7.66 B,Israel,doll_171.11,0.64_perc,9.34_perc,[]
5833,Jones Lang LaSalle,JLL,1723.0,doll_7.65 B,USA,doll_161.26,-0.32_perc,-37.16_perc,[]
5834,Fortune Brands Home & Security,FBHS,1722.0,doll_7.66 B,USA,doll_59.84,-1.60_perc,-43.24_perc,[]
5835,Dish Network,DISH,1718.0,doll_7.66 B,USA,doll_14.45,0.00_perc,-55.03_perc,['Telecommunication']
5836,,,,,,,,,
5837,LG Household & Health Care,051905.KS,1717.0,doll_7.67 B,South Korea,doll_225.54,-0.34_perc,-58.13_perc,['Consumergoods']
5838,,,,,,,,,
5839,ABB India,ABB.NS,1715.0,doll_7.68 B,India,doll_36.27,0.65_perc,32.37_perc,['Engineering']
5840,,,,,,,,,
5841,,,,,,,,,
5842,Doosan Enerbility,034020.KS,1710.0,doll_7.71 B,South Korea,doll_12.09,0.00_perc,-31.23_perc,['Energy']
5843,ST Engineering,SJX.F,1713.0,doll_7.69 B,Singapore,doll_2.44,-1.69_perc,-10.62_perc,[]
5844,,,,,,,,,
5845,,,,,,,,,
5846,,,,,,,,,
5847,Nissin Foods,2897.T,1705.0,doll_7.74 B,Japan,doll_76.42,0.38_perc,3.21_perc,['Food']
5848,Traton,8TRA.DE,1703.0,doll_7.77 B,Germany,doll_15.27,0.07_perc,-38.10_perc,['SpecialtyVehicles']
5849,Lear Corporation,LEA,1706.0,doll_7.74 B,USA,doll_131.05,-2.93_perc,-28.78_perc,[]
5850,,,,,,,,,
5851,,,,,,,,,
5852,,,,,,,,,
5853,RenaissanceRe,RNR,1677.0,doll_7.96 B,Bermuda,doll_182.30,-3.47_perc,10.38_perc,['Insurance']
5854,,,,,,,,,
5855,,,,,,,,,
5856,,,,,,,,,
5857,CCL Industries,CCL-B.TO,1672.0,doll_8.00 B,Canada,doll_45.24,-1.23_perc,-13.10_perc,['Packaging']
5858,,,,,,,,,
5859,DCP Midstream,DCP,1669.0,doll_8.04 B,USA,doll_38.60,-0.34_perc,50.66_perc,[]
5860,,,,,,,,,
5861,,,,,,,,,
5862,,,,,,,,,
5863,Intertek,ITRK.L,1666.0,doll_8.05 B,UK,doll_49.59,-0.15_perc,-34.36_perc,['Professionalservices']
5864,Insurance Australia Group,IAG.AX,1667.0,doll_8.04 B,Australia,doll_3.27,-0.21_perc,5.48_perc,['Insurance']
5865,Mowi,MNHVF,1665.0,doll_8.05 B,Norway,doll_15.58,0.00_perc,-34.21_perc,['Food']
5866,,,,,,,,,
5867,ICICI Prulife,ICICIPRULI.NS,1661.0,doll_8.07 B,India,doll_5.61,-0.61_perc,-27.89_perc,[]
5868,Meridian Energy,MEZ.AX,1660.0,doll_8.09 B,New Zealand,doll_3.14,-2.51_perc,-1.57_perc,[]
5869,,,,,,,,,
5870,,,,,,,,,
5871,,,,,,,,,
5872,,,,,,,,,
5873,Dentsu,4324.T,1655.0,doll_8.15 B,Japan,doll_30.79,-0.59_perc,-10.65_perc,['Advertising']
5874,,,,,,,,,
5875,,,,,,,,,
5876,,,,,,,,,
5877,SEI Investments,SEIC,1651.0,doll_8.16 B,USA,doll_60.54,-1.99_perc,-1.46_perc,['Financialservices']
5878,,,,,,,,,
5879,Unum,UNM,1649.0,doll_8.16 B,USA,doll_41.06,-2.19_perc,70.37_perc,['Insurance']
5880,,,,,,,,,
5881,,,,,,,,,
5882,Kanzhun,BZ,1646.0,doll_8.19 B,China,doll_18.81,-3.59_perc,-36.24_perc,['StaffingEmploymentServices']
5883,Jardine Cycle & Carriage,C07.SI,1645.0,doll_8.20 B,Singapore,doll_20.75,0.46_perc,33.78_perc,['Investment']
5884,,,,,,,,,
5885,Lifco,LIFCO-B.ST,1644.0,doll_8.20 B,Sweden,doll_17.30,-0.11_perc,-38.30_perc,[]
5886,Sinopharm,1099.HK,1642.0,doll_8.21 B,China,doll_2.63,2.50_perc,17.94_perc,['Pharmaceuticals']
5887,,,,,,,,,
5888,,,,,,,,,
5889,Alcoa,AA,1640.0,doll_8.24 B,USA,doll_46.60,-3.54_perc,-0.72_perc,['Aluminum']
