"Name","Master Cap","Country","Rank","Share Price"
"Yum! Brands","$35.67 B","USA","#497","$126.63"
"Barclays","$35.65 B","UK","#498","$8.96"
"Murata Manufacturing (Murata Seisakusho)","$35.62 B","Japan","#499","$56.58"
"Carrier","$35.59 B","USA","#500","$42.57"
"Ameriprise Financial","$35.46 B","USA","#501","$333.25"
"Arista Networks","$35.37 B","USA","#502","$115.13"
"Crédit Agricole","$35.08 B","France","#503","$11.42"
"Axis Bank","$35.05 B","India","#504","$11.45"
"Old Dominion Freight Line","$35.02 B","USA","#505","$317.02"
"Danone","$34.97 B","France","#506","$54.68"
"China State Construction Engineering","$34.85 B","China","#507","$0.83"
"Mettler-Toledo","$34.81 B","USA","#508","$1,562"
"Electronic Arts","$34.78 B","USA","#509","$125.99"
"VICI Properties","$34.72 B","USA","#510","$33.58"
"BioNTech","$34.65 B","Germany","#511","$142.79"
"MPLX","$34.58 B","USA","#512","$34.47"
"China Pacific Insurance","$34.50 B","China","#513","$3.92"
"Paccar","$34.49 B","USA","#514","$99.19"
"Welltower","$34.41 B","USA","#515","$72.83"
"ResMed","$34.38 B","USA","#516","$234.73"
"Holcim Group","$34.23 B","Switzerland","#517","$56.30"
"Experian","$34.00 B","Ireland","#518","$36.91"
"Cement Roadstone Holding","$33.82 B","Ireland","#520","$45.01"
"MTR Corporation","$33.71 B","Hong Kong","#521","$5.44"
"Marvell Technology Group","$33.68 B","USA","#522","$39.48"
"Otis Worldwide","$33.66 B","USA","#523","$80.81"
"CITIC limited","$33.56 B","China","#524","$1.15"
"Barrick Gold","$33.42 B","Canada","#525","$18.97"
"Allstate","$33.32 B","USA","#526","$125.65"
"Consolidated Edison","$33.28 B","USA","#527","$93.79"
"Pacific Gas and Electric","$33.22 B","USA","#528","$15.65"
"Cummins","$33.21 B","USA","#529","$235.55"
"Samsung SDI","$33.16 B","South Korea","#530","$235.20"
"Telstra","$33.08 B","Australia","#531","$2.86"
"CITIC Bank","$33.08 B","China","#532","$0.76"
"Waste Connections","$33.08 B","USA","#533","$128.62"
"Luxshare Precision","$33.01 B","China","#534","$4.64"
"Asian Paints","$32.92 B","India","#535","$34.31"
"Interactive Brokers","$32.89 B","USA","#536","$78.92"
"ENGIE","$32.85 B","France","#537","$13.60"
"AmerisourceBergen","$32.77 B","USA","#538","$162.21"
"Japan Post Bank","$32.75 B","Japan","#539","$8.74"
"Deutsche Börse","$32.73 B","Germany","#540","$178.27"
"Bank of Ningbo","$32.72 B","China","#541","$4.96"
"Ametek","$32.72 B","USA","#542","$142.50"
"Dollar Tree","$32.68 B","USA","#543","$147.79"
"BAE Systems","$32.66 B","UK","#544","$10.64"
"Airports of Thailand","$32.57 B","Thailand","#545","$2.28"
"D. R. Horton","$32.55 B","USA","#546","$94.48"
"Capgemini","$32.35 B","France","#547","$185.49"
"CaixaBank","$32.25 B","Spain","#548","$4.30"
"Cognizant Technology Solutions","$32.24 B","USA","#549","$62.74"
"Shanghai Pudong Development Bank","$32.24 B","China","#550","$1.10"
"Illumina","$32.15 B","USA","#551","$204.39"
"Nidec","$32.13 B","Japan","#552","$55.86"
"SBA Communications","$32.04 B","USA","#553","$296.81"
"Keysight","$31.99 B","USA","#554","$178.92"
"CoStar Group","$31.93 B","USA","#555","$78.52"
"Fanuc","$31.84 B","Japan","#556","$166.91"
"Kroger","$31.81 B","USA","#557","$44.45"
"Brown Forman","$31.73 B","USA","#558","$66.08"
"Hyundai","$31.49 B","South Korea","#559","$33.84"
"Great Wall Motors","$31.48 B","China","#560","$4.54"
"UniCredit","$31.43 B","Italy","#561","$16.24"
"People’s Insurance Company of China","$31.41 B","China","#562","$0.34"
"Hang Seng Bank","$31.38 B","Hong Kong","#563","$16.42"
"Maruti Suzuki India","$31.37 B","India","#564","$103.87"
"Digital Realty","$31.36 B","USA","#565","$106.74"
"Warner Bros. Discovery","$31.33 B","USA","#566","$13.02"
"Baker Hughes","$31.33 B","USA","#567","$31.07"
"Vodafone","$31.17 B","UK","#568","$11.45"
"Bank Mandiri","$31.17 B","Indonesia","#569","$0.66"
"KBC","$31.15 B","Belgium","#570","$72.70"
"Oneok","$31.15 B","USA","#571","$69.71"
"Vestas Wind Systems","$31.13 B","Denmark","#572","$29.37"
"The People's Insurance Company (PICC)","$31.04 B","China","#573","$0.79"
"SMC corp","$30.99 B","Japan","#574","$474.56"
"Rockwell Automation","$30.98 B","USA","#575","$270.00"
"Walgreens Boots Alliance","$30.94 B","USA","#576","$35.88"
"State Street Corporation","$30.92 B","USA","#577","$84.28"
"Yili Group","$30.87 B","China","#578","$4.83"
"WEG ON","$30.82 B","Brazil","#579","$7.33"
"PPG Industries","$30.78 B","USA","#580","$131.00"
"GlobalFoundries","$30.76 B","USA","#581","$56.45"
"Vanke","$30.71 B","China","#582","$2.11"
"Galaxy Entertainment","$30.71 B","Hong Kong","#583","$7.03"
"RWE","$30.60 B","Germany","#584","$45.25"
"Singtel","$30.60 B","Singapore","#585","$1.85"
"Generali","$30.52 B","Italy","#586","$19.29"
"Nasdaq","$30.48 B","USA","#587","$62.06"
"China Overseas Land & Investment","$30.48 B","Hong Kong","#588","$2.79"
"Sun Pharmaceutical","$30.42 B","India","#589","$12.68"
"Telus","$30.41 B","Canada","#590","$21.26"
"Corning","$30.31 B","USA","#591","$35.84"
"Global Payments","$30.26 B","USA","#592","$111.94"
"Enphase Energy","$30.24 B","USA","#593","$222.54"
"Copart","$30.23 B","USA","#594","$63.48"
"Compagnie de Saint-Gobain","$30.17 B","France","#595","$57.36"
"PSEG","$30.15 B","USA","#596","$60.43"
"Fomento Económico Mexicano","$30.10 B","Mexico","#597","$84.13"
"Banco Bradesco","$30.05 B","Brazil","#598","$2.82"
"LyondellBasell","$30.05 B","USA","#599","$92.30"
"Hexagon","$30.04 B","Sweden","#600","$11.49"
"Swisscom","$29.95 B","Switzerland","#601","$578.30"
"Restaurant Brands International","$29.93 B","Canada","#602","$66.87"
"Imperial Oil","$29.80 B","Canada","#603","$51.03"
"Henkel","$29.67 B","Germany","#604","$71.48"
"Ahold Delhaize","$29.61 B","Netherlands","#605","$30.30"
"Chunghwa Telecom","$29.60 B","Taiwan","#606","$38.16"
"Japan Post Holdings","$29.55 B","Japan","#607","$8.40"
"Transurban","$29.54 B","Australia","#608","$9.61"
"Coupang","$29.54 B","South Korea","#609","$16.69"
"Gree Electric Appliances","$29.45 B","China","#610","$5.23"
"Woolworths Group","$29.45 B","Australia","#611","$24.21"
"Swiss Re","$29.41 B","Switzerland","#612","$101.81"
"Givaudan","$29.41 B","Switzerland","#613","$3,188"
"WEC Energy Group","$29.36 B","USA","#614","$93.08"
"Albemarle","$29.11 B","USA","#615","$248.49"
"KONE","$29.06 B","Finland","#616","$56.21"
"Adidas","$29.02 B","Germany","#617","$159.04"
"PTT PCL","$28.99 B","Thailand","#618","$1.01"
"Dell","$28.83 B","USA","#619","$40.26"
"Sun Life Financial","$28.73 B","Canada","#620","$49.01"
"DNB","$28.70 B","Norway","#621","$18.52"
"ON Semiconductor","$28.65 B","USA","#622","$66.26"
"International Flavors & Fragrances","$28.64 B","USA","#623","$112.36"
"Loblaw Companies","$28.58 B","Canada","#624","$88.24"
"Ferguson","$28.55 B","UK","#625","$138.00"
"Verisk Analytics","$28.40 B","USA","#626","$181.61"
"Kühne + Nagel","$28.39 B","Switzerland","#627","$237.49"
"EQT","$28.39 B","Sweden","#628","$21.84"
"Discover Financial Services","$28.33 B","USA","#629","$106.14"
"W. W. Grainger","$28.30 B","USA","#630","$560.24"
"Alnylam Pharmaceuticals","$28.25 B","USA","#631","$229.65"
"Foxconn Industrial Internet","$28.24 B","China","#632","$1.42"
"Shenzhen Inovance","$28.21 B","China","#633","$10.61"
"Aptiv","$28.20 B","Ireland","#634","$104.08"
"Franco-Nevada","$28.19 B","Canada","#635","$147.13"
"Fastenal","$28.06 B","USA","#636","$49.00"
"E.ON","$28.05 B","Germany","#637","$10.75"
"DMart","$28.01 B","India","#638","$43.25"
"Cellnex Telecom","$28.00 B","Spain","#639","$39.64"
"Orange","$27.91 B","France","#640","$10.50"
"JD Health","$27.89 B","China","#641","$8.77"
"Sartorius","$27.87 B","Germany","#642","$373.05"
"Eversource Energy","$27.77 B","USA","#643","$79.74"
"Astellas Pharma","$27.70 B","Japan","#644","$15.16"
"BeiGene","$27.69 B","China","#645","$266.42"
"Thales","$27.67 B","France","#646","$130.59"
"Fujitsu","$27.59 B","Japan","#647","$141.75"
"Amadeus IT Group","$27.59 B","Spain","#648","$61.32"
"American Water Works","$27.55 B","USA","#649","$151.54"
"Mobileye","$27.55 B","Israel","#650","$34.36"
"Lennar","$27.55 B","USA","#651","$96.69"
"HP","$27.41 B","USA","#652","$27.91"
"Beiersdorf","$27.40 B","Germany","#653","$120.82"
"Wolters Kluwer","$27.40 B","Netherlands","#654","$108.93"
"Willis Towers Watson","$27.38 B","UK","#655","$253.05"
"Wipro","$27.37 B","India","#656","$5.00"
"Sampo","$27.35 B","Finland","#657","$53.33"
"Equifax","$27.26 B","USA","#658","$222.69"
"Flutter Entertainment","$27.16 B","Ireland","#659","$73.31"
"Constellation Energy","$27.14 B","USA","#660","$83.00"
"Naturgy","$27.13 B","Spain","#661","$28.24"
"Ashtead","$27.06 B","UK","#662","$61.36"
"Sandvik","$27.04 B","Sweden","#663","$20.64"
"Coloplast","$27.01 B","Denmark","#664","$125.22"
"CDW Corporation","$26.91 B","USA","#665","$198.76"
"Deutsche Bank","$26.86 B","Germany","#666","$13.04"
"Cheniere Energy","$26.84 B","USA","#667","$55.47"
"Diamondback Energy","$26.84 B","USA","#668","$147.55"
"Genmab","$26.81 B","Denmark","#669","$40.39"
"CBRE Group","$26.63 B","USA","#670","$84.29"
"Daimler Truck","$26.61 B","Germany","#671","$31.91"
"United Rentals","$26.59 B","USA","#672","$383.67"
"China Securities","$26.51 B","China","#673","$4.08"
"T. Rowe Price","$26.32 B","USA","#674","$117.81"
"Gartner","$26.31 B","USA","#675","$332.96"
"SMIC","$26.21 B","China","#676","$2.19"
"Assa Abloy","$26.15 B","Sweden","#677","$23.70"
"Formosa Petrochemical","$26.14 B","Taiwan","#678","$2.74"
"Bajaj Finserv","$26.13 B","India","#679","$16.41"
"Nokia","$26.08 B","Finland","#680","$4.61"
"Zimmer Biomet","$26.04 B","USA","#681","$124.09"
"M&T Bank","$26.01 B","USA","#682","$153.69"
"Titan Company","$25.91 B","India","#683","$29.19"
"ArcelorMittal","$25.90 B","","#684","$30.91"
"Saudi Electricity","$25.90 B","Saudi Arabia","#685","$6.22"
"Intact Financial","$25.89 B","Canada","#686","$147.74"
"SAIC Motor","$25.87 B","China","#687","$2.21"
"Telkom Indonesia","$25.87 B","Indonesia","#688","$26.03"
"Alexandria Real Estate Equities","$25.76 B","USA","#689","$157.04"
"Coca-Cola European Partners","$25.76 B","UK","#690","$55.73"
"Horizon Therapeutics","$25.65 B","Ireland","#691","$113.02"
"Agnico Eagle Mines","$25.64 B","Canada","#692","$56.24"
"China Resources Beer","$25.63 B","Hong Kong","#693","$7.90"
"Riyad Bank","$25.57 B","Saudi Arabia","#694","$8.52"
"Edison International","$25.48 B","USA","#695","$66.73"
"UltraTech Cement","$25.46 B","India","#696","$88.33"
"EnBW Energie","$25.41 B","Germany","#697","$93.83"
"eBay","$25.32 B","USA","#698","$46.66"
"Veeva Systems","$25.28 B","USA","#699","$162.44"
"Lindt","$25.23 B","Switzerland","#700","$10,893"
"Skandinaviska Enskilda Banken","$25.20 B","Sweden","#701","$11.94"
"Bridgestone","$25.16 B","Japan","#702","$36.76"
"Goodman Group","$25.14 B","Australia","#703","$13.37"
"Delta Air Lines","$25.02 B","USA","#704","$39.03"
"ULTA Beauty","$24.99 B","USA","#705","$491.25"
"First Republic Bank","$24.92 B","USA","#706","$136.18"
"Ecopetrol","$24.85 B","","#707","$12.09"
"Standard Chartered","$24.75 B","UK","#708","$8.55"
"Yum China","$24.73 B","China","#709","$59.10"
"Hannover Rück","$24.71 B","Germany","#710","$204.93"
"National Bank of Canada","$24.69 B","Canada","#711","$73.34"
"Maybank","$24.60 B","Malaysia","#712","$4.00"
"Rogers Communication","$24.57 B","Canada","#713","$48.90"
"Raymond James","$24.57 B","USA","#714","$113.68"
"Trip.com","$24.56 B","China","#715","$38.28"
"Sociedad Química y Minera","$24.55 B","Chile","#716","$85.98"
"Delta Electronics","$24.53 B","Taiwan","#717","$9.45"
"Fubon Financial","$24.47 B","Taiwan","#718","$1.97"
"KE Holdings","$24.41 B","China","#719","$19.13"
"Seagen","$24.41 B","USA","#720","$131.49"
"Partners Group","$24.39 B","Switzerland","#721","$935.50"
"CK Hutchison Holdings","$24.37 B","Hong Kong","#722","$6.36"
"Hormel Foods","$24.35 B","USA","#723","$44.58"
"Epiroc","$24.29 B","Sweden","#724","$20.44"
"Central Japan Railway","$24.27 B","Japan","#725","$123.36"
"CrowdStrike","$24.23 B","USA","#726","$103.41"
"FirstEnergy","$24.12 B","USA","#727","$42.20"
"Equity Residential","$24.03 B","USA","#728","$61.33"
"Legrand","$23.99 B","France","#729","$87.99"
"Koninklijke DSM","$23.97 B","Netherlands","#730","$135.75"
"Great-West Lifeco","$23.91 B","Canada","#731","$25.66"
"The Hartford","$23.87 B","USA","#732","$75.05"
"AvalonBay Communities","$23.83 B","USA","#733","$170.35"
"Imperial Brands","$23.82 B","UK","#734","$25.41"
"Naver","$23.79 B","South Korea","#735","$158.42"
"Banorte","$23.79 B","Mexico","#736","$8.25"
"Dai-ichi Life Holdings","$23.79 B","Japan","#737","$23.13"
"Vulcan Materials","$23.77 B","USA","#738","$178.89"
"Banco do Brasil","$23.72 B","Brazil","#739","$7.60"
"Evolution Gaming","$23.72 B","Sweden","#740","$111.27"
"Fifth Third Bank","$23.65 B","USA","#741","$34.61"
"Weyerhaeuser","$23.57 B","USA","#742","$32.03"
"Oil & Natural Gas","$23.48 B","India","#743","$1.87"
"DiDi","$23.44 B","China","#744","$4.83"
"Tractor Supply","$23.42 B","USA","#745","$212.07"
"Olympus","$23.39 B","Japan","#746","$18.43"
"SSE","$23.29 B","UK","#747","$21.29"
"COSCO Shipping","$23.29 B","China","#748","$1.56"
"Vonovia","$23.27 B","Germany","#749","$28.23"
"Anhui Conch Cement","$23.25 B","China","#750","$4.06"
"China Everbright Bank","$23.22 B","China","#751","$0.46"
"Ares Management","$23.22 B","USA","#752","$78.63"
"Fortive","$23.15 B","USA","#753","$65.45"
"Tyson Foods","$23.15 B","USA","#754","$64.70"
"Air China","$23.14 B","China","#755","$1.61"
"ZTO Express","$23.12 B","China","#756","$28.41"
"Arch Capital","$23.10 B","","#757","$62.46"
"Kellogg's","$23.03 B","USA","#758","$67.50"
"Shanghai Airport","$23.02 B","China","#759","$9.25"
"Trina Solar","$22.98 B","China","#760","$10.60"
"Yankuang Energy (Yanzhou Coal Mining)","$22.97 B","China","#761","$5.40"
"Repsol","$22.96 B","Spain","#762","$16.68"
"Techtronic Industries","$22.94 B","Hong Kong","#763","$12.19"
"CK Asset Holdings","$22.89 B","Hong Kong","#764","$6.37"
"Tesco","$22.89 B","UK","#765","$3.05"
"BOE Technology","$22.89 B","China","#766","$0.60"
"CNH Industrial","$22.88 B","UK","#767","$17.02"
"Genuine Parts Company","$22.83 B","USA","#768","$161.74"
"VeriSign","$22.78 B","USA","#769","$214.91"
"Nestlé India","$22.78 B","India","#770","$236.31"
"Sirius XM","$22.71 B","USA","#771","$5.84"
"Canon","$22.67 B","Japan","#772","$22.33"
"Entergy","$22.66 B","USA","#773","$107.44"
"LabCorp","$22.64 B","USA","#774","$255.59"
"Telefónica","$22.58 B","Spain","#775","$3.91"
"Datadog","$22.56 B","USA","#776","$71.05"
"DoorDash","$22.52 B","USA","#777","$58.02"
"Ingersoll Rand","$22.41 B","Ireland","#778","$55.35"
"Ameren","$22.40 B","USA","#779","$86.68"
"Aena","$22.39 B","Spain","#780","$149.33"
"BTG Pactual","$22.36 B","Brazil","#781","$2.23"
"Ansys","$22.33 B","USA","#782","$256.42"
"The Trade Desk","$22.30 B","USA","#783","$45.57"
"Ganfeng Lithium","$22.30 B","China","#784","$11.67"
"Argenx","$22.22 B","Netherlands","#785","$391.12"
"Baxter","$22.12 B","USA","#786","$43.88"
"DTE Energy","$22.08 B","USA","#787","$113.97"
"Southwest Airlines","$22.00 B","USA","#788","$37.06"
"Schindler Group","$21.99 B","Switzerland","#789","$199.96"
"Unicharm","$21.99 B","Japan","#790","$37.07"
"JSW Steel","$21.98 B","India","#791","$9.13"
"Tenaris","$21.95 B","","#792","$35.62"
"Li Auto","$21.93 B","China","#793","$22.06"
"Borouge","$21.93 B","United Arab Emirates","#794","$0.73"
"Michelin","$21.91 B","France","#795","$30.72"
"Sany Heavy Industry","$21.89 B","China","#796","$2.58"
"Sumitomo","$21.85 B","Japan","#797","$17.48"
"Chow Tai Fook","$21.84 B","Hong Kong","#798","$2.18"
"UDR Apartments","$21.82 B","USA","#799","$39.98"
"Komatsu","$21.79 B","Japan","#800","$23.05"
"Antofagasta","$21.76 B","UK","#801","$21.14"
"China Unicom","$21.70 B","Hong Kong","#802","$0.71"
"Grupo Bimbo","$21.68 B","Mexico","#803","$4.89"
"FirstRand","$21.67 B","South Africa","#804","$3.80"
"China Minsheng Bank","$21.65 B","China","#805","$0.52"
"Kakao","$21.60 B","South Korea","#806","$49.47"
"PPL","$21.58 B","USA","#807","$29.32"
"Martin Marietta","$21.58 B","USA","#808","$347.69"
"Société Générale","$21.54 B","France","#809","$26.59"
"Mitsubishi Electric","$21.53 B","Japan","#810","$10.20"
"Principal","$21.52 B","USA","#811","$87.96"
"Teck Resources","$21.51 B","Canada","#812","$42.26"
"East Japan Railway","$21.45 B","Japan","#813","$56.88"
"EDP Renováveis","$21.43 B","Spain","#814","$22.32"
"CRRC","$21.40 B","China","#815","$0.45"
"Terumo","$21.37 B","Japan","#816","$29.12"
"Ryanair","$21.32 B","Ireland","#817","$93.66"
"NIBE Industrier","$21.28 B","Sweden","#818","$10.20"
"Roblox","$21.25 B","USA","#819","$35.38"
"Z Holdings","$21.24 B","Japan","#820","$2.82"
"Extra Space Storage","$21.20 B","USA","#821","$150.91"
"Regions Financial","$21.20 B","USA","#822","$22.69"
"Endesa","$21.08 B","Spain","#823","$19.92"
"Ferrovial","$21.06 B","Spain","#824","$28.95"
"NTT Data","$20.93 B","Japan","#825","$14.93"
"Quanta Services","$20.89 B","USA","#826","$146.24"
"Veolia","$20.88 B","France","#827","$28.94"
"Kia","$20.83 B","South Korea","#828","$51.97"
"Fujifilm","$20.83 B","Japan","#829","$51.94"
"PTT Exploration and Production","$20.83 B","Thailand","#830","$5.25"
"McCormick & Company","$20.79 B","USA","#831","$77.44"
"CGI","$20.73 B","Canada","#832","$87.27"
"Panasonic","$20.71 B","Japan","#833","$8.88"
"Svenska Handelsbanken","$20.67 B","Sweden","#834","$10.39"
"Carlsberg","$20.59 B","Denmark","#835","$172.68"
"Adani Ports & SEZ","$20.58 B","India","#836","$9.53"
"BioMarin Pharmaceutical","$20.58 B","USA","#837","$110.75"
"Swedbank","$20.56 B","Sweden","#838","$18.17"
"China Tower","$20.51 B","China","#839","$0.12"
"Steris","$20.47 B","Ireland","#840","$205.11"
"Hewlett Packard Enterprise","$20.44 B","USA","#841","$15.95"
"Atlantia","$20.44 B","Italy","#842","$24.97"
"Straumann","$20.44 B","Switzerland","#843","$128.67"
"Insulet","$20.43 B","USA","#844","$294.31"
"Wheaton Precious Metals","$20.43 B","Canada","#845","$45.22"
"Marubeni","$20.42 B","Japan","#846","$11.95"
"EDP Group","$20.38 B","Portugal","#847","$5.13"
"Huntington Bancshares","$20.36 B","USA","#848","$14.11"
"Cathay Financial Holding","$20.34 B","Taiwan","#849","$1.39"
"Zoom","$20.31 B","USA","#850","$69.50"
"Citizens Financial Group","$20.31 B","USA","#851","$41.26"
"Longfor Group","$20.30 B","China","#852","$3.13"
"Church & Dwight","$20.28 B","USA","#853","$83.20"
"Nippon Paint","$20.28 B","Japan","#854","$8.64"
"H&M","$20.25 B","Sweden","#855","$12.09"
"ORIX","$20.22 B","Japan","#856","$86.07"
"Coterra Energy","$20.20 B","USA","#857","$25.62"
"NTPC Limited","$20.13 B","India","#858","$2.08"
"Waters Corporation","$20.12 B","USA","#859","$338.75"
"Fortis","$20.05 B","Canada","#860","$41.76"
"China Railway Group","$20.01 B","China","#861","$0.56"
"Pembina Pipeline","$19.93 B","Canada","#862","$36.14"
"Cardinal Health","$19.87 B","USA","#863","$75.82"
"Shiseido","$19.87 B","Japan","#864","$49.75"
"Xylem","$19.85 B","USA","#865","$110.18"
"EPAM Systems","$19.84 B","USA","#866","$345.02"
"Ventas","$19.69 B","USA","#867","$49.28"
"Nexon","$19.67 B","Japan","#868","$22.75"
"The Saudi British Bank","$19.65 B","Saudi Arabia","#869","$9.56"
"Copel","$19.64 B","Brazil","#870","$7.18"
"Nan Ya Plastics","$19.64 B","Taiwan","#871","$2.48"
"United Microelectronics","$19.64 B","Taiwan","#872","$7.68"
"J. B. Hunt","$19.61 B","USA","#873","$189.10"
"Mahindra & Mahindra","$19.59 B","India","#874","$16.18"
"Hologic","$19.58 B","USA","#875","$79.66"
"Dover","$19.55 B","USA","#877","$139.34"
"?EZ Group","$19.55 B","","#878","$36.43"
"Aker BP","$19.52 B","Norway","#879","$30.92"
"Ericsson","$19.51 B","Sweden","#880","$5.68"
"Northern Trust","$19.45 B","USA","#881","$93.36"
"Invitation Homes","$19.35 B","USA","#882","$31.53"
"Essity","$19.33 B","Sweden","#883","$27.76"
"UPM-Kymmene","$19.24 B","Finland","#884","$36.08"
