valuetoday-annual_net_income_usd,forbes-assets,companiesmarketcap-revenue,disfold-revenue,globaldata-revenue,valuetoday-revenue,companiesmarketcap-pricecap,forbes-sales,disfold-market_cap,globaldata-market_cap,cbinsights-valuation,forbes-market_value,companiesmarketcap-share_price,ft-revenue_2020_eu,valuetoday-annual_revenue_usd,forbes-profit,ft-revenue_2017_eu,companiesmarketcap-earnings
doll_0.368 b,,0,,,0,doll_2.56 b,,,,,,doll_142.00,,doll_2.756 b,,,0
0,,0,,,0,doll_2.56 b,,,,,,doll_16.55,,0,,,0
0,,0,,,0,doll_2.56 b,,,,,,doll_56.74,,0,,,0
doll_-0.108 b,,0,,,0,doll_2.55 b,,,,,,doll_1.65,,doll_0.582 b,,,0
doll_0.169 b,,0,,,0,doll_2.55 b,,,,,,doll_20.58,,doll_6.757 b,,,0
doll_0.22 b,,0,,,0,doll_2.55 b,,,,,,doll_0.68,,doll_2.906 b,,,0
doll_0.272 b,,0,,,0,doll_2.55 b,,,,,,doll_22.36,,doll_1.313 b,,,0
doll_0.071 b,,0,,,0,doll_2.55 b,,,,,,doll_13.16,,doll_0.598 b,,,0
doll_-0.305 b,,0,,,0,doll_2.55 b,,,,,,doll_15.78,,doll_0.785 b,,,0
0,,0,,,0,doll_2.55 b,,,,,,doll_11.39,,0,,,0
doll_0.164 b,,0,,,0,doll_2.55 b,,,,,,doll_27.70,,doll_0.876 b,,,0
doll_-0.381 b,,0,,,0,doll_2.54 b,,,,,,doll_22.10,,doll_0.9 b,,,0
0,,0,,,0,doll_2.54 b,,,,,,doll_55.75,,0,,,0
doll_0.068 b,,0,,,0,doll_2.54 b,,,,,,doll_115.65,,doll_0.326 b,,,0
doll_-0.355 b,,0,,,0,doll_2.54 b,,,,,,doll_133.04,,doll_0.0 b,,,0
0,,0,,,0,doll_2.54 b,,,,,,doll_16.34,,0,,,0
doll_-0.188 b,,0,,,0,doll_2.54 b,,,,,,doll_19.86,,doll_0.966 b,,,0
doll_0.156 b,,0,,,0,doll_2.54 b,,,,,,doll_49.97,,doll_1.637 b,,,0
doll_0.167 b,,0,,,0,doll_2.53 b,,,,,,doll_11.67,,doll_3.422 b,,,0
doll_0.0 b,,0,,,0,doll_2.53 b,,,,,,doll_1.11,,doll_0.0 b,,,0
doll_0.115 b,,0,,,0,doll_2.53 b,,,,,,doll_4.39,,doll_1.682 b,,,0
doll_0.151 b,,0,,,0,doll_2.53 b,,,,,,doll_14.31,,doll_1.038 b,,,0
doll_0.456 b,,0,,,0,doll_2.53 b,,,,,,doll_11.87,,doll_2.119 b,,,0
doll_0.242 b,,0,,,0,doll_2.53 b,,,,,,doll_5.10,,0,,,0
doll_0.047 b,,0,,,0,doll_2.53 b,,,,,,doll_15.84,,doll_0.168 b,,,0
doll_0.039 b,,0,,,0,doll_2.53 b,,,,,,doll_88.15,,doll_3.44 b,,,0
doll_0.026 b,,0,,,0,doll_2.52 b,,,,,,doll_24.55,,doll_0.136 b,,,0
doll_-0.003 b,,0,,,0,doll_2.52 b,,,,,,doll_13.54,,doll_0.188 b,,,0
doll_-0.075 b,,0,,,0,doll_2.52 b,,,,,,doll_61.26,,doll_0.219 b,,,0
0,,0,,,0,doll_2.52 b,,,,,,doll_23.48,,0,,,0
doll_0.437 b,,0,,,0,doll_2.52 b,,,,,,doll_8.94,,doll_2.558 b,,,0
doll_0.02 b,,0,,,0,doll_2.51 b,,,,,,doll_11.11,,doll_2.827 b,,,0
0,,0,,,0,doll_2.51 b,,,,,,doll_43.73,,0,,,0
doll_0.234 b,,0,,,0,doll_2.51 b,,,,,,doll_34.46,,doll_2.614 b,,,0
doll_0.313 b,,0,,,0,doll_2.51 b,,,,,,doll_29.98,,doll_1.827 b,,,0
doll_0.035 b,,0,,,0,doll_2.51 b,,,,,,doll_1.52,,doll_0.133 b,,,0
doll_0.132 b,,0,,,0,doll_2.5 b,,,,,,doll_49.86,,doll_2.108 b,,,0
doll_0.498 b,,0,,,0,doll_2.5 b,,,,,,doll_4.28,,doll_4.216 b,,,0
doll_0.227 b,,0,,,0,doll_2.5 b,,,,,,doll_9.66,,doll_0.289 b,,,0
doll_0.156 b,,0,,,0,doll_2.5 b,,,,,,doll_1.81,,doll_5.329 b,,,0
0,,0,,,0,doll_2.5 b,,,,,,doll_3.17,,0,,,0
doll_0.205 b,,0,,,0,doll_2.5 b,,,,,,doll_16.75,,doll_2.243 b,,,0
doll_-0.008 b,,0,,,0,doll_2.5 b,,,,,,doll_71.68,,doll_0.08 b,,,0
0,,0,,,0,doll_2.5 b,,,,,,doll_1.19,,0,,,0
0,,0,,,0,doll_2.5 b,,,,,,doll_49.96,,0,,,0
0,,0,,,0,doll_2.5 b,,,,,,doll_140.19,,0,,,0
doll_-0.172 b,,0,,,0,doll_2.49 b,,,,,,doll_35.06,,doll_0.078 b,,,0
doll_0.125 b,,0,,,0,doll_2.49 b,,,,,,doll_144.75,,doll_0.13 b,,,0
doll_0.092 b,,0,,,0,doll_2.49 b,,,,,,doll_30.19,,doll_1.897 b,,,0
doll_0.192 b,,0,,,0,doll_2.49 b,,,,,,doll_34.57,,doll_0.429 b,,,0
doll_0.114 b,,0,,,0,doll_2.49 b,,,,,,doll_1.61,,doll_0.628 b,,,0
doll_-0.007 b,,0,,,0,doll_2.49 b,,,,,,doll_83.16,,doll_0.213 b,,,0
doll_0.247 b,,0,,,0,doll_2.49 b,,,,,,doll_42.99,,doll_3.673 b,,,0
doll_0.108 b,,0,,,0,doll_2.49 b,,,,,,doll_62.26,,doll_2.673 b,,,0
doll_0.132 b,,0,,,0,doll_2.49 b,,,,,,doll_3.92,,doll_7.146 b,,,0
doll_0.258 b,,0,,,0,doll_2.48 b,,,,,,doll_5.52,,doll_0.15 b,,,0
doll_0.166 b,,0,,,0,doll_2.48 b,,,,,,doll_14.36,,doll_1.737 b,,,0
doll_0.031 b,,0,,,0,doll_2.48 b,,,,,,doll_17.40,,doll_0.814 b,,,0
0,,0,,,0,doll_2.47 b,,,,,,doll_71.10,,0,,,0
doll_-0.005 b,,0,,,0,doll_2.47 b,,,,,,doll_35.78,,doll_0.481 b,,,0
doll_0.053 b,,0,,,0,doll_2.47 b,,,,,,doll_19.45,,doll_0.284 b,,,0
doll_0.019 b,,0,,,0,doll_2.47 b,,,,,,doll_2.70,,doll_0.481 b,,,0
doll_0.049 b,,0,,,0,doll_2.47 b,,,,,,doll_22.68,,doll_0.345 b,,,0
doll_0.177 b,,0,,,0,doll_2.46 b,,,,,,doll_60.50,,doll_1.141 b,,,0
doll_0.058 b,,0,,,0,doll_2.46 b,,,,,,doll_4.93,,doll_0.136 b,,,0
0,,0,,,0,doll_2.46 b,,,,,,doll_30.28,,0,,,0
doll_-0.124 b,,0,,,0,doll_2.46 b,,,,,,doll_59.19,,doll_0.469 b,,,0
doll_0.361 b,,0,,,0,doll_2.46 b,,,,,,doll_82.06,,doll_11.338 b,,,0
doll_0.051 b,,0,,,0,doll_2.45 b,,,,,,doll_41.33,,doll_0.838 b,,,0
doll_0.018 b,,0,,,0,doll_2.45 b,,,,,,doll_23.41,,doll_0.285 b,,,0
doll_0.041 b,,0,,,0,doll_2.45 b,,,,,,doll_4.17,,doll_0.55 b,,,0
0,,0,,,0,doll_2.45 b,,,,,,doll_18.72,,0,,,0
doll_0.134 b,,0,,,0,doll_2.44 b,,,,,,doll_110.14,,doll_1.92 b,,,0
doll_0.196 b,,0,,,0,doll_2.44 b,,,,,,doll_0.07000,,doll_0.592 b,,,0
doll_0.076 b,,0,,,0,doll_2.43 b,,,,,,doll_23.92,,doll_0.407 b,,,0
doll_0.095 b,,0,,,0,doll_2.43 b,,,,,,doll_40.72,,doll_0.428 b,,,0
doll_-0.001 b,,0,,,0,doll_2.43 b,,,,,,doll_15.84,,doll_0.425 b,,,0
doll_0.211 b,,0,,,0,doll_2.43 b,,,,,,doll_0.62,,doll_5.168 b,,,0
doll_0.165 b,,0,,,0,doll_2.43 b,,,,,,doll_14.54,,doll_8.463 b,,,0
doll_0.193 b,,0,,,0,doll_2.43 b,,,,,,doll_33.62,,doll_4.83 b,,,0
doll_0.27 b,,0,,,0,doll_2.43 b,,,,,,doll_36.94,,doll_25.394 b,,,0
doll_0.071 b,,0,,,0,doll_2.43 b,,,,,,doll_6.17,,doll_1.384 b,,,0
doll_0.005 b,,0,,,0,doll_2.42 b,,,,,,doll_2.53,,doll_0.314 b,,,0
doll_0.01 b,,0,,,0,doll_2.42 b,,,,,,doll_30.67,,doll_0.511 b,,,0
doll_0.183 b,,0,,,0,doll_2.42 b,,,,,,doll_3.52,,0,,,0
0,,0,,,0,doll_2.42 b,,,,,,doll_1.69,,0,,,0
0,,0,,,0,doll_2.42 b,,,,,,doll_36.88,,0,,,0
doll_0.021 b,,0,,,0,doll_2.42 b,,,,,,doll_11.40,,doll_0.97 b,,,0
0,,0,,,0,doll_2.42 b,,,,,,doll_38.74,,0,,,0
doll_0.199 b,,0,,,0,doll_2.42 b,,,,,,doll_54.97,,doll_5.872 b,,,0
doll_0.115 b,,0,,,0,doll_2.42 b,,,,,,doll_95.21,,doll_2.833 b,,,0
doll_0.076 b,,0,,,0,doll_2.41 b,,,,,,doll_9.85,,doll_0.219 b,,,0
doll_0.245 b,,0,,,0,doll_2.41 b,,,,,,doll_53.53,,doll_2.743 b,,,0
doll_-0.523 b,,0,,,0,doll_2.41 b,,,,,,doll_55.70,,doll_0.101 b,,,0
doll_0.083 b,,0,,,0,doll_2.41 b,,,,,,doll_36.42,,doll_0.584 b,,,0
doll_0.032 b,,0,,,0,doll_2.41 b,,,,,,doll_79.58,,doll_2.419 b,,,0
doll_0.194 b,,0,,,0,doll_2.41 b,,,,,,doll_17.43,,doll_2.082 b,,,0
0,,0,,,0,doll_2.4 b,,,,,,doll_10.64,,0,,,0
0,,0,,,0,doll_2.4 b,,,,,,doll_6.01,,0,,,0
doll_0.077 b,,0,,,0,doll_2.4 b,,,,,,doll_11.04,,doll_0.844 b,,,0
doll_0.445 b,,0,,,0,doll_2.4 b,,,,,,doll_33.96,,doll_1.74 b,,,0
doll_0.067 b,,0,,,0,doll_2.4 b,,,,,,doll_16.18,,doll_0.219 b,,,0
doll_0.045 b,,0,,,0,doll_2.4 b,,,,,,doll_10.93,,doll_0.466 b,,,0
doll_-0.114 b,,0,,,0,doll_2.39 b,,,,,,doll_2.13,,doll_0.391 b,,,0
doll_0.054 b,,0,,,0,doll_2.39 b,,,,,,doll_5.99,,doll_3.602 b,,,0
doll_0.028 b,,0,,,0,doll_2.39 b,,,,,,doll_15.59,,doll_0.375 b,,,0
doll_0.278 b,,0,,,0,doll_2.38 b,,,,,,doll_17.31,,doll_0.89 b,,,0
doll_0.105 b,,0,,,0,doll_2.38 b,,,,,,doll_8.98,,doll_2.858 b,,,0
0,,0,,,0,doll_2.38 b,,,,,,doll_97.76,,0,,,0
doll_0.334 b,,0,,,0,doll_2.38 b,,,,,,doll_13.88,,doll_0.288 b,,,0
doll_0.813 b,,0,,,0,doll_2.38 b,,,,,,doll_111.02,,doll_0.816 b,,,0
0,,0,,,0,doll_2.37 b,,,,,,doll_11.72,,0,,,0
doll_0.181 b,,0,,,0,doll_2.37 b,,,,,,doll_4.34,,doll_0.359 b,,,0
doll_0.235 b,,0,,,0,doll_2.37 b,,,,,,doll_2.01,,0,,,0
doll_0.019 b,,0,,,0,doll_2.37 b,,,,,,doll_28.66,,doll_0.581 b,,,0
0,,0,,,0,doll_2.37 b,,,,,,doll_9.93,,0,,,0
0,,0,,,0,doll_2.37 b,,,,,,doll_1.18,,0,,,0
doll_0.027 b,,0,,,0,doll_2.37 b,,,,,,doll_39.85,,doll_0.135 b,,,0
0,,0,,,0,doll_2.37 b,,,,,,doll_5.37,,0,,,0
doll_0.118 b,,0,,,0,doll_2.36 b,,,,,,doll_16.53,,doll_1.889 b,,,0
doll_0.118 b,,0,,,0,doll_2.36 b,,,,,,doll_21.08,,doll_0.366 b,,,0
doll_0.509 b,,0,,,0,doll_2.36 b,,,,,,doll_13.86,,doll_7.914 b,,,0
doll_-0.072 b,,0,,,0,doll_2.36 b,,,,,,doll_98.71,,doll_-0.012 b,,,0
doll_0.078 b,,0,,,0,doll_2.36 b,,,,,,doll_15.78,,doll_0.441 b,,,0
doll_0.069 b,,0,,,0,doll_2.36 b,,,,,,doll_30.08,,doll_0.724 b,,,0
doll_0.188 b,,0,,,0,doll_2.36 b,,,,,,doll_9.00,,doll_0.533 b,,,0
doll_-0.038 b,,0,,,0,doll_2.36 b,,,,,,doll_53.58,,doll_2.799 b,,,0
doll_0.592 b,,0,,,0,doll_2.36 b,,,,,,doll_45.75,,doll_2.582 b,,,0
doll_0.128 b,,0,,,0,doll_2.35 b,,,,,,doll_663.38,,doll_2.684 b,,,0
doll_0.273 b,,0,,,0,doll_2.35 b,,,,,,doll_1.07,,doll_4.634 b,,,0
doll_0.204 b,,0,,,0,doll_2.35 b,,,,,,doll_36.51,,doll_2.131 b,,,0
doll_0.153 b,,0,,,0,doll_2.35 b,,,,,,doll_1.21,,0,,,0
0,,0,,,0,doll_2.35 b,,,,,,doll_42.45,,0,,,0
doll_-0.082 b,,0,,,0,doll_2.35 b,,,,,,doll_183.61,,doll_0.497 b,,,0
doll_-0.094 b,,0,,,0,doll_2.35 b,,,,,,doll_1.86,,doll_0.368 b,,,0
doll_-0.025 b,,0,,,0,doll_2.34 b,,,,,,doll_35.20,,doll_0.035 b,,,0
doll_-0.225 b,,0,,,0,doll_2.34 b,,,,,,doll_62.16,,doll_1.29 b,,,0
0,,0,,,0,doll_2.34 b,,,,,,doll_31.04,,0,,,0
doll_0.203 b,,0,,,0,doll_2.34 b,,,,,,doll_26.07,,doll_4.341 b,,,0
doll_0.089 b,,0,,,0,doll_2.34 b,,,,,,doll_3.16,,doll_0.262 b,,,0
0,,0,,,0,doll_2.34 b,,,,,,doll_16.26,,0,,,0
doll_0.036 b,,0,,,0,doll_2.34 b,,,,,,doll_8.54,,doll_0.282 b,,,0
doll_-0.184 b,,0,,,0,doll_2.33 b,,,,,,doll_146.70,,doll_0.529 b,,,0
0,,0,,,0,doll_2.33 b,,,,,,doll_8.14,,0,,,0
0,,0,,,0,doll_2.33 b,,,,,,doll_23.29,,0,,,0
doll_0.035 b,,0,,,0,doll_2.33 b,,,,,,"doll_1,142",,doll_0.855 b,,,0
0,,0,,,0,doll_2.33 b,,,,,,doll_90.18,,0,,,0
0,,0,,,0,doll_2.33 b,,,,,,doll_70.42,,0,,,0
doll_-0.132 b,,0,,,0,doll_2.33 b,,,,,,doll_5.23,,doll_3.675 b,,,0
doll_0.047 b,,0,,,0,doll_2.33 b,,,,,,doll_7.39,,doll_0.291 b,,,0
doll_0.1 b,,0,,,0,doll_2.33 b,,,,,,doll_41.96,,doll_1.159 b,,,0
doll_-0.002 b,,0,,,0,doll_2.33 b,,,,,,doll_32.70,,doll_0.811 b,,,0
doll_0.13 b,,0,,,0,doll_2.32 b,,,,,,doll_34.48,,doll_1.911 b,,,0
0,,0,,,0,doll_2.32 b,,,,,,doll_126.86,,0,,,0
doll_0.328 b,,0,,,0,doll_2.32 b,,,,,,doll_21.10,,doll_13.22 b,,,0
doll_0.13 b,,0,,,0,doll_2.32 b,,,,,,doll_3.83,,doll_1.022 b,,,0
doll_0.263 b,,0,,,0,doll_2.32 b,,,,,,doll_8.89,,doll_0.411 b,,,0
doll_0.072 b,,0,,,0,doll_2.31 b,,,,,,doll_99.57,,doll_0.11 b,,,0
doll_0.112 b,,0,,,0,doll_2.31 b,,,,,,doll_15.40,,doll_3.911 b,,,0
0,,0,,,0,doll_2.31 b,,,,,,doll_18.25,,0,,,0
doll_0.002 b,,0,,,0,doll_2.31 b,,,,,,doll_6.23,,doll_0.119 b,,,0
doll_-0.265 b,,0,,,0,doll_2.31 b,,,,,,doll_3.72,,doll_0.56 b,,,0
doll_0.213 b,,0,,,0,doll_2.3 b,,,,,,doll_141.83,,doll_3.244 b,,,0
doll_0.063 b,,0,,,0,doll_2.3 b,,,,,,doll_1.44,,doll_0.715 b,,,0
doll_0.316 b,,0,,,0,doll_2.3 b,,,,,,doll_122.30,,doll_0.244 b,,,0
doll_0.388 b,,0,,,0,doll_2.29 b,,,,,,doll_67.05,,doll_0.405 b,,,0
doll_0.357 b,,0,,,0,doll_2.29 b,,,,,,doll_69.23,,doll_5.211 b,,,0
doll_0.013 b,,0,,,0,doll_2.29 b,,,,,,doll_202.73,,doll_1.482 b,,,0
doll_-0.142 b,,0,,,0,doll_2.28 b,,,,,,doll_24.13,,doll_2.94 b,,,0
doll_0.159 b,,0,,,0,doll_2.28 b,,,,,,doll_20.21,,doll_0.899 b,,,0
0,,0,,,0,doll_2.28 b,,,,,,doll_18.28,,0,,,0
0,,0,,,0,doll_2.28 b,,,,,,doll_8.92,,0,,,0
0,,0,,,0,doll_2.28 b,,,,,,doll_4.27,,0,,,0
doll_1.838 b,,0,,,0,doll_2.28 b,,,,,,doll_16.83,,doll_19.697 b,,,0
doll_0.336 b,,0,,,0,doll_2.28 b,,,,,,doll_9.66,,doll_2.049 b,,,0
doll_-0.241 b,,0,,,0,doll_2.28 b,,,,,,doll_22.48,,doll_0.128 b,,,0
doll_-0.101 b,,0,,,0,doll_2.28 b,,,,,,doll_45.85,,doll_0.127 b,,,0
doll_0.437 b,,0,,,0,doll_2.27 b,,,,,,doll_26.55,,doll_2.584 b,,,0
0,,0,,,0,doll_2.27 b,,,,,,doll_0.76,,0,,,0
0,,0,,,0,doll_2.27 b,,,,,,doll_4.04,,0,,,0
doll_0.097 b,,0,,,0,doll_2.27 b,,,,,,doll_44.71,,doll_3.619 b,,,0
doll_0.168 b,,0,,,0,doll_2.27 b,,,,,,doll_17.93,,doll_4.771 b,,,0
0,,0,,,0,doll_2.26 b,,,,,,doll_37.81,,0,,,0
0,,0,,,0,doll_2.26 b,,,,,,doll_31.46,,0,,,0
0,,0,,,0,doll_2.26 b,,,,,,doll_7.00,,0,,,0
doll_-5.68 b,,0,,,0,doll_2.26 b,,,,,,doll_26.98,,doll_6.284 b,,,0
doll_0.242 b,,0,,,0,doll_2.26 b,,,,,,doll_12.31,,doll_0.706 b,,,0
0,,0,,,0,doll_2.26 b,,,,,,doll_19.89,,0,,,0
doll_0.476 b,,0,,,0,doll_2.25 b,,,,,,doll_84.01,,doll_10.182 b,,,0
doll_0.083 b,,0,,,0,doll_2.25 b,,,,,,doll_5.06,,doll_0.162 b,,,0
doll_0.102 b,,0,,,0,doll_2.25 b,,,,,,doll_16.92,,doll_0.425 b,,,0
doll_0.027 b,,0,,,0,doll_2.25 b,,,,,,doll_2.81,,doll_0.154 b,,,0
doll_0.061 b,,0,,,0,doll_2.25 b,,,,,,doll_3.55,,doll_0.771 b,,,0
doll_0.193 b,,0,,,0,doll_2.24 b,,,,,,doll_37.97,,doll_1.365 b,,,0
doll_0.092 b,,0,,,0,doll_2.24 b,,,,,,doll_165.62,,0,,,0
doll_0.098 b,,0,,,0,doll_2.24 b,,,,,,doll_15.60,,doll_0.662 b,,,0
doll_0.002 b,,0,,,0,doll_2.24 b,,,,,,doll_45.71,,doll_0.213 b,,,0
doll_0.149 b,,0,,,0,doll_2.24 b,,,,,,doll_7.20,,doll_0.522 b,,,0
doll_0.11 b,,0,,,0,doll_2.24 b,,,,,,doll_107.94,,doll_2.265 b,,,0
doll_0.165 b,,0,,,0,doll_2.24 b,,,,,,doll_30.81,,doll_4.041 b,,,0
doll_0.028 b,,0,,,0,doll_2.24 b,,,,,,doll_12.73,,doll_0.223 b,,,0
doll_0.576 b,,0,,,0,doll_2.24 b,,,,,,doll_2.03,,doll_0.578 b,,,0
doll_0.118 b,,0,,,0,doll_2.24 b,,,,,,doll_15.96,,doll_3.597 b,,,0
doll_-0.259 b,,0,,,0,doll_2.24 b,,,,,,doll_33.01,,doll_3.126 b,,,0
doll_0.081 b,,0,,,0,doll_2.23 b,,,,,,doll_5.89,,doll_0.75 b,,,0
doll_0.014 b,,0,,,0,doll_2.23 b,,,,,,doll_12.07,,doll_0.459 b,,,0
doll_0.303 b,,0,,,0,doll_2.23 b,,,,,,doll_13.09,,doll_1.057 b,,,0
doll_0.14 b,,0,,,0,doll_2.23 b,,,,,,doll_0.37,,doll_8.456 b,,,0
doll_0.04 b,,0,,,0,doll_2.23 b,,,,,,doll_53.70,,doll_0.942 b,,,0
doll_-0.191 b,,0,,,0,doll_2.23 b,,,,,,doll_149.15,,doll_6.651 b,,,0
doll_0.002 b,,0,,,0,doll_2.23 b,,,,,,doll_11.92,,doll_0.26 b,,,0
doll_0.025 b,,0,,,0,doll_2.22 b,,,,,,doll_12.12,,doll_0.484 b,,,0
doll_0.031 b,,0,,,0,doll_2.22 b,,,,,,doll_909.40,,doll_5.01 b,,,0
0,,0,,,0,doll_2.22 b,,,,,,doll_51.70,,0,,,0
0,,0,,,0,doll_2.22 b,,,,,,doll_20.65,,0,,,0
0,,0,,,0,doll_2.22 b,,,,,,doll_5.61,,0,,,0
doll_-0.057 b,,0,,,0,doll_2.22 b,,,,,,doll_10.10,,doll_1.62 b,,,0
doll_0.883 b,,0,,,0,doll_2.22 b,,,,,,doll_7.96,,doll_1.712 b,,,0
0,,0,,,0,doll_2.21 b,,,,,,doll_14.33,,0,,,0
doll_-0.1 b,,0,,,0,doll_2.21 b,,,,,,doll_7.23,,doll_0.137 b,,,0
0,,0,,,0,doll_2.21 b,,,,,,doll_88.09,,0,,,0
0,,0,,,0,doll_2.21 b,,,,,,doll_25.79,,0,,,0
0,,0,,,0,doll_2.2 b,,,,,,doll_42.39,,0,,,0
doll_0.577 b,,0,,,0,doll_2.2 b,,,,,,doll_1.08,,doll_1.927 b,,,0
doll_-0.033 b,,0,,,0,doll_2.2 b,,,,,,doll_17.43,,doll_0.116 b,,,0
doll_0.219 b,,0,,,0,doll_2.2 b,,,,,,doll_40.93,,0,,,0
doll_0.213 b,,0,,,0,doll_2.2 b,,,,,,doll_35.75,,doll_1.617 b,,,0
doll_0.151 b,,0,,,0,doll_2.2 b,,,,,,doll_99.12,,doll_0.96 b,,,0
doll_0.087 b,,0,,,0,doll_2.19 b,,,,,,doll_6.45,,doll_1.806 b,,,0
doll_0.211 b,,0,,,0,doll_2.19 b,,,,,,doll_49.25,,doll_0.688 b,,,0
doll_-0.179 b,,0,,,0,doll_2.19 b,,,,,,doll_14.98,,doll_2.47 b,,,0
doll_0.07 b,,0,,,0,doll_2.19 b,,,,,,doll_188.45,,doll_0.187 b,,,0
doll_-0.033 b,,0,,,0,doll_2.19 b,,,,,,doll_6.29,,doll_0.473 b,,,0
doll_1.237 b,,0,,,0,doll_2.19 b,,,,,,doll_2.93,,doll_3.17 b,,,0
doll_-0.186 b,,0,,,0,doll_2.19 b,,,,,,doll_237.07,,doll_2.277 b,,,0
doll_-1.271 b,,0,,,0,doll_2.19 b,,,,,,doll_8.00,,doll_3.356 b,,,0
doll_0.023 b,,0,,,0,doll_2.18 b,,,,,,doll_2.23,,doll_5.437 b,,,0
doll_0.008 b,,0,,,0,doll_2.18 b,,,,,,doll_36.99,,doll_0.694 b,,,0
0,,0,,,0,doll_2.18 b,,,,,,doll_33.45,,0,,,0
doll_0.352 b,,0,,,0,doll_2.18 b,,,,,,doll_20.06,,doll_1.48 b,,,0
doll_0.243 b,,0,,,0,doll_2.18 b,,,,,,doll_63.84,,doll_0.088 b,,,0
0,,0,,,0,doll_2.18 b,,,,,,doll_17.65,,0,,,0
doll_0.016 b,,0,,,0,doll_2.18 b,,,,,,doll_66.03,,doll_0.169 b,,,0
0,,0,,,0,doll_2.18 b,,,,,,doll_8.94,,0,,,0
doll_0.211 b,,0,,,0,doll_2.17 b,,,,,,doll_53.32,,doll_3.158 b,,,0
doll_0.303 b,,0,,,0,doll_2.17 b,,,,,,doll_9.26,,doll_4.123 b,,,0
doll_0.175 b,,0,,,0,doll_2.17 b,,,,,,doll_40.04,,0,,,0
doll_0.285 b,,0,,,0,doll_2.17 b,,,,,,doll_6.42,,doll_5.196 b,,,0
doll_-0.096 b,,0,,,0,doll_2.17 b,,,,,,doll_46.04,,doll_0.496 b,,,0
doll_-0.382 b,,0,,,0,doll_2.17 b,,,,,,doll_37.26,,doll_0.638 b,,,0
doll_0.106 b,,0,,,0,doll_2.16 b,,,,,,doll_3.51,,doll_0.373 b,,,0
doll_0.018 b,,0,,,0,doll_2.16 b,,,,,,doll_91.14,,doll_0.818 b,,,0
doll_0.068 b,,0,,,0,doll_2.16 b,,,,,,doll_13.57,,doll_2.414 b,,,0
doll_0.171 b,,0,,,0,doll_2.15 b,,,,,,doll_2.12,,doll_1.497 b,,,0
doll_0.053 b,,0,,,0,doll_2.15 b,,,,,,doll_13.97,,doll_0.635 b,,,0
doll_0.389 b,,0,,,0,doll_2.15 b,,,,,,doll_0.57,,doll_7.843 b,,,0
doll_0.021 b,,0,,,0,doll_2.15 b,,,,,,doll_12.68,,doll_0.243 b,,,0
doll_0.003 b,,0,,,0,doll_2.15 b,,,,,,doll_138.55,,doll_0.063 b,,,0
doll_0.599 b,,0,,,0,doll_2.15 b,,,,,,doll_24.27,,doll_9.264 b,,,0
0,,0,,,0,doll_2.15 b,,,,,,doll_5.56,,0,,,0
doll_0.033 b,,0,,,0,doll_2.15 b,,,,,,doll_70.23,,doll_1.909 b,,,0
doll_0.12 b,,0,,,0,doll_2.15 b,,,,,,doll_10.24,,doll_4.523 b,,,0
doll_0.071 b,,0,,,0,doll_2.15 b,,,,,,doll_65.24,,doll_0.192 b,,,0
0,,0,,,0,doll_2.14 b,,,,,,doll_17.86,,0,,,0
doll_0.249 b,,0,,,0,doll_2.14 b,,,,,,doll_3.62,,doll_0.256 b,,,0
0,,0,,,0,doll_2.14 b,,,,,,doll_40.29,,0,,,0
doll_0.534 b,,0,,,0,doll_2.13 b,,,,,,doll_3.72,,doll_1.975 b,,,0
0,,0,,,0,doll_2.13 b,,,,,,doll_1.63,,0,,,0
doll_0.088 b,,0,,,0,doll_2.13 b,,,,,,doll_9.43,,doll_1.32 b,,,0
doll_0.078 b,,0,,,0,doll_2.13 b,,,,,,doll_13.33,,doll_0.437 b,,,0
doll_-0.04 b,,0,,,0,doll_2.12 b,,,,,,doll_35.78,,doll_0.827 b,,,0
0,,0,,,0,doll_2.12 b,,,,,,doll_6.42,,0,,,0
doll_-0.275 b,,0,,,0,doll_2.12 b,,,,,,doll_6.52,,doll_0.222 b,,,0
doll_-0.049 b,,0,,,0,doll_2.12 b,,,,,,doll_73.60,,doll_0.294 b,,,0
doll_-0.051 b,,0,,,0,doll_2.12 b,,,,,,doll_238.05,,doll_0.718 b,,,0
doll_0.088 b,,0,,,0,doll_2.11 b,,,,,,doll_11.90,,doll_0.376 b,,,0
doll_0.152 b,,0,,,0,doll_2.11 b,,,,,,doll_0.98,,doll_1.909 b,,,0
doll_0.034 b,,0,,,0,doll_2.11 b,,,,,,doll_17.50,,doll_0.297 b,,,0
doll_0.011 b,,0,,,0,doll_2.11 b,,,,,,doll_27.58,,doll_0.101 b,,,0
doll_0.124 b,,0,,,0,doll_2.11 b,,,,,,doll_17.23,,0,,,0
0,,0,,,0,doll_2.1 b,,,,,,doll_44.22,,0,,,0
doll_0.147 b,,0,,,0,doll_2.1 b,,,,,,doll_61.30,,doll_0.21 b,,,0
doll_0.136 b,,0,,,0,doll_2.1 b,,,,,,doll_2.34,,doll_0.256 b,,,0
doll_0.033 b,,0,,,0,doll_2.1 b,,,,,,doll_11.84,,doll_0.359 b,,,0
0,,0,,,0,doll_2.1 b,,,,,,doll_12.70,,0,,,0
doll_0.001 b,,0,,,0,doll_2.1 b,,,,,,doll_14.03,,doll_0.118 b,,,0
doll_-0.462 b,,0,,,0,doll_2.1 b,,,,,,doll_55.13,,doll_8.586 b,,,0
