valuetoday-annual_net_income_usd,forbes-assets,companiesmarketcap-revenue,disfold-revenue,globaldata-revenue,valuetoday-revenue,companiesmarketcap-pricecap,forbes-sales,disfold-market_cap,globaldata-market_cap,cbinsights-valuation,forbes-market_value,companiesmarketcap-share_price,ft-revenue_2020_eu,valuetoday-annual_revenue_usd,forbes-profit,ft-revenue_2017_eu,companiesmarketcap-earnings
doll_0.143 b,0,0,doll_1770.531 b,doll_8.1 b,0,doll_0.61 b,doll_6.0 b,doll_4.589 b,doll_3.4 b,,0,doll_4.01,doll_0.00571 b,doll_0.812 b,0,,0
doll_0.482 b,0,0,doll_12.4493 b,doll_8.1 b,0,doll_0.61 b,doll_14.2 b,doll_4.598 b,0,,0,doll_20.10,doll_0.03429 b,doll_0.561 b,0,,0
doll_0.066 b,0,0,0,doll_8.1 b,0,doll_0.61 b,doll_16.5 b,doll_4.601 b,doll_6.0 b,,0,doll_81.71,doll_0.015880000000000002 b,doll_0.594 b,0,,0
doll_0.045 b,0,0,0,doll_8.1 b,0,doll_0.61 b,doll_17.6 b,doll_4.613 b,doll_10.6 b,,0,doll_2.55,doll_0.00365 b,doll_0.001029 b,0,,0
doll_0.065 b,0,0,0,doll_8.1 b,0,doll_0.62 b,doll_14.3 b,doll_4.633 b,doll_12.7 b,,0,doll_15.33,doll_0.0018 b,doll_0.0021070000000000004 b,0,,0
doll_0.096 b,0,0,doll_7.4 b,doll_8.1 b,0,doll_0.62 b,doll_23.4 b,doll_4.671 b,doll_4.6 b,,0,doll_39.08,doll_0.01125 b,doll_0.00151 b,0,,0
doll_0.2 b,0,0,doll_0.1032 b,doll_8.1 b,0,doll_0.62 b,doll_17.6 b,doll_4.686 b,doll_2.0 b,,0,doll_11.05,doll_0.00285 b,doll_0.002262 b,0,,0
doll_0.43 b,0,0,doll_2.0139 b,doll_8.2 b,0,doll_0.62 b,doll_11.6 b,doll_4.686 b,doll_3.6 b,,0,doll_7.35,doll_0.00431 b,doll_0.005403 b,0,,0
doll_0.444 b,0,0,doll_1.8649999999999998 b,doll_8.1 b,0,doll_0.62 b,doll_16.6 b,doll_4.707 b,doll_2.8 b,,0,doll_3.14,doll_0.0048200000000000005 b,doll_0.002331 b,0,,0
doll_0.114 b,0,0,0,doll_8.2 b,0,doll_0.62 b,doll_17.7 b,doll_4.715 b,doll_12.9 b,,0,doll_0.51,doll_0.09154000000000001 b,doll_0.0011220000000000002 b,0,,0
doll_0.142 b,0,0,doll_5.7033000000000005 b,doll_8.2 b,0,doll_0.62 b,doll_4.2 b,doll_4.7170000000000005 b,doll_0.8732000000000001 b,,0,doll_7.01,doll_0.00392 b,doll_0.003888 b,0,,0
doll_0.022 b,0,0,doll_0.379 b,doll_8.2 b,0,doll_0.62 b,doll_10.3 b,doll_4.769 b,doll_6.8 b,,0,doll_2.99,doll_0.0025099999999999996 b,doll_0.652 b,0,,0
0,0,0,0,doll_8.2 b,0,doll_0.62 b,doll_20.5 b,doll_4.773 b,doll_42.9 b,,0,doll_8.11,doll_0.00263 b,doll_0.002183 b,0,,0
doll_0.122 b,0,0,doll_0.8744379999999999 b,doll_8.2 b,0,doll_0.62 b,doll_7.8 b,doll_4.789 b,doll_1.1 b,,0,doll_3.01,doll_0.00163 b,doll_0.001627 b,0,,0
0,0,0,0,doll_8.2 b,0,doll_0.62 b,doll_17.5 b,doll_4.8 b,doll_10.6 b,,0,doll_10.00,doll_0.01247 b,0,0,,0
doll_-0.364 b,0,0,doll_1.16 b,doll_8.2 b,0,doll_0.63 b,doll_25.4 b,doll_4.814 b,doll_4.0 b,,0,doll_45.34,doll_0.0063 b,doll_0.001923 b,0,,0
0,0,0,doll_3.1399999999999997 b,doll_8.2 b,0,doll_0.63 b,doll_3.1 b,doll_4.8149999999999995 b,doll_28.7 b,,0,doll_12.28,doll_0.00165 b,0,0,,0
doll_0.703 b,0,0,doll_1.1766999999999999 b,doll_8.2 b,0,doll_0.63 b,doll_11.8 b,doll_4.817 b,doll_0.4136 b,,0,doll_3.37,doll_0.00151 b,doll_0.009561 b,0,,0
doll_0.163 b,0,0,doll_4.113300000000001 b,doll_8.2 b,0,doll_0.63 b,doll_7.5 b,doll_4.827 b,doll_47.5 b,,0,doll_11.80,doll_0.014 b,doll_0.001835 b,0,,0
doll_0.131 b,0,0,doll_23.1051 b,doll_8.2 b,0,doll_0.64 b,doll_14.6 b,doll_4.846 b,doll_6.0 b,,0,doll_9.87,doll_0.0069900000000000006 b,doll_0.337 b,0,,0
doll_0.182 b,0,0,0,doll_8.2 b,0,doll_0.64 b,doll_8.7 b,doll_4.85 b,doll_15.8 b,,0,doll_35.85,doll_0.00905 b,doll_0.008134 b,0,,0
doll_0.211 b,0,0,doll_5.497 b,doll_8.2 b,0,doll_0.64 b,doll_2.7 b,doll_4.85 b,doll_40.5 b,,0,doll_7.48,doll_0.17953 b,doll_0.003939 b,0,,0
doll_0.194 b,0,0,doll_0.44000000000000006 b,doll_8.2 b,0,doll_0.64 b,doll_20.6 b,doll_4.852 b,doll_7.0 b,,0,doll_50.25,doll_0.00483 b,doll_0.002627 b,0,,0
doll_0.348 b,0,0,0,doll_8.2 b,0,doll_0.64 b,doll_8.1 b,doll_4.8740000000000006 b,doll_2.0 b,,0,doll_4.70,doll_0.38027 b,doll_0.002741 b,0,,0
doll_0.113 b,0,0,0,doll_8.3 b,0,doll_0.64 b,doll_11.9 b,doll_4.883 b,doll_2.5 b,,0,doll_10.83,doll_0.00766 b,doll_0.0013620000000000001 b,0,,0
doll_0.076 b,0,0,0,doll_8.2 b,0,doll_0.64 b,doll_10.9 b,doll_4.892 b,doll_9.0 b,,0,doll_51.89,doll_0.00268 b,doll_0.0058319999999999995 b,0,,0
doll_0.172 b,0,0,0,doll_8.2 b,0,doll_0.64 b,doll_34.8 b,doll_5.143 b,doll_8.3 b,,0,doll_2.05,doll_0.0029300000000000003 b,doll_0.001129 b,0,,0
doll_0.098 b,0,0,0,doll_8.3 b,0,doll_0.64 b,doll_8.2 b,doll_5.149 b,doll_7.9 b,,0,doll_5.04,doll_0.0127 b,doll_0.001252 b,0,,0
doll_0.015 b,0,0,doll_1.78 b,doll_8.3 b,0,doll_0.64 b,doll_11.8 b,doll_5.151 b,doll_1.8 b,,0,doll_0.43,doll_0.0023 b,doll_0.002164 b,0,,0
doll_0.313 b,0,0,doll_27214.594 b,doll_8.3 b,0,doll_0.64 b,doll_13.6 b,doll_5.154999999999999 b,0,,0,doll_21.05,doll_0.0054 b,doll_0.0031869999999999997 b,0,,0
doll_0.327 b,0,0,0,doll_8.3 b,0,doll_0.64 b,doll_10.6 b,doll_5.1579999999999995 b,doll_4.5 b,,0,doll_0.36,doll_0.0020800000000000003 b,doll_0.002828 b,0,,0
doll_0.451 b,0,0,doll_2.396 b,doll_8.3 b,0,doll_0.64 b,doll_8.1 b,doll_5.171 b,doll_15.0 b,,0,doll_5.21,doll_0.00588 b,doll_0.436 b,0,,0
doll_0.042 b,0,0,0,doll_8.3 b,0,doll_0.65 b,doll_5.6 b,doll_5.18 b,doll_23.7 b,,0,doll_45.56,doll_0.00115 b,doll_0.125 b,0,,0
doll_0.42 b,0,0,doll_4.4 b,doll_8.3 b,0,doll_0.65 b,doll_7.0 b,doll_5.2 b,doll_1.3 b,,0,doll_3.91,doll_0.00322 b,doll_0.0012749999999999999 b,0,,0
doll_0.667 b,0,0,0,doll_8.3 b,0,doll_0.65 b,doll_6.1 b,doll_5.218999999999999 b,doll_37.2 b,,0,doll_6.44,doll_0.0029300000000000003 b,doll_0.709 b,0,,0
0,0,0,doll_0.316 b,doll_8.3 b,0,doll_0.65 b,doll_17.4 b,doll_5.218999999999999 b,doll_5.4 b,,0,doll_8.87,doll_0.11863 b,0,0,,0
doll_0.069 b,0,0,doll_1.1063 b,doll_8.3 b,0,doll_0.65 b,doll_10.1 b,doll_5.228 b,doll_118.6 b,,0,doll_3.72,doll_0.01005 b,doll_0.226 b,0,,0
doll_0.184 b,0,0,0,doll_8.3 b,0,doll_0.65 b,doll_7.8 b,doll_5.229 b,doll_26.4 b,,0,doll_63.99,doll_0.0016 b,doll_0.331 b,0,,0
doll_0.001012 b,0,0,0,doll_8.3 b,0,doll_0.65 b,doll_5.9 b,doll_5.2299999999999995 b,doll_2.1 b,,0,doll_31.94,doll_0.00474 b,doll_0.010063 b,0,,0
doll_0.682 b,0,0,doll_2.6314 b,doll_8.3 b,0,doll_0.65 b,doll_22.7 b,doll_5.2299999999999995 b,doll_13.8 b,,0,doll_17.22,doll_0.0024 b,doll_0.013106 b,0,,0
doll_0.053 b,0,0,doll_1.137 b,doll_8.3 b,0,doll_0.65 b,doll_24.4 b,doll_5.247 b,doll_29.2 b,,0,doll_54.12,doll_0.00707 b,doll_0.231 b,0,,0
doll_0.058 b,0,0,0,doll_8.3 b,0,doll_0.65 b,doll_7.6 b,doll_5.276 b,doll_0.9779 b,,0,doll_0.18,doll_0.01455 b,doll_0.001398 b,0,,0
doll_0.164 b,0,0,0,doll_8.3 b,0,doll_0.65 b,doll_19.6 b,doll_5.33 b,doll_25.2 b,,0,doll_48.12,doll_0.04667 b,doll_0.0026379999999999997 b,0,,0
doll_0.225 b,0,0,doll_6.502 b,doll_8.3 b,0,doll_0.65 b,doll_16.8 b,doll_5.333 b,doll_2.3 b,,0,doll_20.31,doll_0.00718 b,doll_0.001913 b,0,,0
doll_0.211 b,0,0,0,doll_8.3 b,0,doll_0.65 b,doll_9.1 b,doll_5.3759999999999994 b,doll_22.5 b,,0,doll_7.74,doll_0.01749 b,doll_0.002195 b,0,,0
doll_0.151 b,0,0,doll_0.3767 b,doll_8.3 b,0,doll_0.65 b,doll_22.0 b,doll_5.378 b,doll_1.6 b,,0,doll_20.81,doll_0.02689 b,doll_0.488 b,0,,0
doll_0.255 b,0,0,doll_0.4117 b,doll_8.3 b,0,doll_0.65 b,doll_32.5 b,doll_5.386 b,doll_3.6 b,,0,doll_4.45,doll_0.0025099999999999996 b,doll_0.5 b,0,,0
doll_-0.946 b,0,0,doll_0.259 b,doll_8.4 b,0,doll_0.66 b,doll_19.3 b,doll_5.386 b,doll_19.1 b,,0,doll_52.78,doll_0.0016699999999999998 b,doll_0.004156 b,0,,0
doll_0.476 b,0,0,doll_3.4219999999999997 b,doll_8.4 b,0,doll_0.66 b,doll_18.3 b,doll_5.43 b,doll_11.6 b,,0,doll_8.00,doll_0.003 b,doll_0.297 b,0,,0
doll_0.038 b,0,0,doll_5.206 b,doll_8.4 b,0,doll_0.66 b,doll_20.4 b,doll_5.431 b,doll_12.4 b,,0,doll_31.66,doll_0.02973 b,doll_0.806 b,0,,0
doll_0.009 b,0,0,doll_6.9032 b,doll_8.4 b,0,doll_0.66 b,doll_11.6 b,doll_5.454 b,doll_11.4 b,,0,doll_4.52,doll_0.00248 b,doll_0.51 b,0,,0
doll_-0.135 b,0,0,doll_0.771 b,doll_8.4 b,0,doll_0.66 b,doll_13.1 b,doll_5.4590000000000005 b,0,,0,doll_1.69,doll_0.45236000000000004 b,doll_0.001035 b,0,,0
doll_0.108 b,0,0,0,doll_8.4 b,0,doll_0.66 b,doll_40.9 b,doll_5.468999999999999 b,0,,0,doll_39.73,doll_0.00387 b,doll_0.247 b,0,,0
doll_0.968 b,0,0,0,doll_8.4 b,0,doll_0.66 b,doll_10.3 b,doll_5.487 b,doll_2.6 b,,0,doll_8.71,doll_0.00628 b,doll_0.0050999999999999995 b,0,,0
doll_0.183 b,0,0,0,doll_8.4 b,0,doll_0.66 b,doll_20.3 b,doll_5.493 b,doll_15.3 b,,0,doll_2.48,doll_0.02686 b,doll_0.002281 b,0,,0
doll_0.528 b,0,0,0,doll_8.4 b,0,doll_0.66 b,doll_23.5 b,doll_5.523 b,doll_16.3 b,,0,doll_7.27,doll_0.29096 b,doll_0.001095 b,0,,0
doll_0.182 b,0,0,doll_1.1618 b,doll_8.4 b,0,doll_0.66 b,doll_11.2 b,doll_5.5280000000000005 b,0,,0,doll_1.77,doll_0.25093 b,doll_0.799 b,0,,0
doll_0.136 b,0,0,0,doll_8.4 b,0,doll_0.66 b,doll_8.4 b,doll_5.531000000000001 b,doll_1.7 b,,0,doll_8.68,doll_0.00161 b,doll_0.001387 b,0,,0
doll_-0.035 b,0,0,0,doll_8.4 b,0,doll_0.66 b,doll_11.8 b,doll_5.558 b,doll_8.6 b,,0,doll_3.10,doll_0.0029100000000000003 b,doll_0.698 b,0,,0
doll_0.672 b,0,0,doll_1.4779 b,doll_8.4 b,0,doll_0.66 b,doll_4.8 b,doll_5.588 b,doll_5.1 b,,0,doll_95.68,doll_0.04772 b,doll_0.002034 b,0,,0
doll_0.12 b,0,0,doll_2.3601 b,doll_8.4 b,0,doll_0.66 b,doll_9.7 b,doll_5.763 b,doll_2.8 b,,0,doll_0.98,doll_0.019100000000000002 b,doll_0.001149 b,0,,0
0,0,0,0,doll_8.5 b,0,doll_0.66 b,doll_6.8 b,doll_5.775 b,doll_5.9 b,,0,doll_9.17,doll_0.00658 b,0,0,,0
doll_0.211 b,0,0,doll_0.8855999999999999 b,doll_8.5 b,0,doll_0.66 b,doll_14.3 b,doll_5.782 b,doll_9.3 b,,0,doll_16.12,doll_0.0111 b,doll_0.583 b,0,,0
doll_0.327 b,0,0,doll_0.2866 b,doll_8.5 b,0,doll_0.66 b,doll_8.7 b,doll_5.836 b,0,,0,doll_23.09,doll_0.22637000000000002 b,doll_0.132 b,0,,0
doll_0.236 b,0,0,doll_0.7243999999999999 b,doll_8.5 b,0,doll_0.66 b,doll_13.9 b,doll_5.853 b,doll_2.3 b,,0,doll_20.94,doll_0.26891000000000004 b,doll_0.001353 b,0,,0
doll_0.188 b,0,0,doll_0.514 b,doll_8.5 b,0,doll_0.66 b,doll_12.0 b,doll_5.87 b,doll_1.8 b,,0,doll_16.59,doll_0.00541 b,doll_0.965 b,0,,0
doll_0.122 b,0,0,0,doll_8.5 b,0,doll_0.66 b,doll_11.9 b,doll_5.901 b,doll_11.0 b,,0,doll_13.15,doll_0.00513 b,doll_0.616 b,0,,0
doll_-0.05 b,0,0,0,doll_8.5 b,0,doll_0.67 b,doll_33.5 b,doll_5.926 b,doll_8.5 b,,0,doll_14.49,doll_0.036789999999999996 b,doll_0.318 b,0,,0
doll_0.561 b,0,0,doll_0.665 b,doll_8.5 b,0,doll_0.67 b,doll_10.1 b,doll_5.946 b,0,,0,doll_13.47,doll_0.00671 b,doll_0.002868 b,0,,0
0,0,0,0,doll_8.5 b,0,doll_0.67 b,doll_5.6 b,doll_5.947 b,0,,0,doll_6.18,doll_0.00847 b,0,0,,0
doll_0.029 b,0,0,0,doll_8.5 b,0,doll_0.67 b,doll_9.0 b,doll_5.95 b,doll_6.8 b,,0,doll_2.08,doll_0.00393 b,doll_0.332 b,0,,0
doll_0.43 b,0,0,doll_1.3234 b,doll_8.5 b,0,doll_0.67 b,doll_16.2 b,doll_5.953 b,doll_3.6 b,,0,doll_1.06,doll_0.0028 b,doll_0.0013460000000000002 b,0,,0
doll_0.101 b,0,0,doll_1.8760000000000001 b,doll_8.5 b,0,doll_0.67 b,doll_30.0 b,doll_5.955 b,doll_29.5 b,,0,doll_4.40,doll_0.008400000000000001 b,doll_0.001297 b,0,,0
doll_0.449 b,0,0,doll_0.43 b,doll_8.5 b,0,doll_0.67 b,doll_24.4 b,doll_5.965 b,doll_13.4 b,,0,doll_2.81,doll_0.00159 b,doll_0.00329 b,0,,0
doll_-0.032 b,0,0,doll_1.6785 b,doll_8.5 b,0,doll_0.67 b,doll_12.3 b,doll_5.965999999999999 b,doll_2.4 b,,0,doll_5.99,doll_0.0314 b,doll_0.001563 b,0,,0
doll_0.397 b,0,0,doll_2.6033 b,doll_8.5 b,0,doll_0.67 b,doll_0.751 b,doll_5.9670000000000005 b,doll_2.4 b,,0,doll_57.04,doll_0.00228 b,doll_0.001237 b,0,,0
doll_0.189 b,0,0,0,doll_8.5 b,0,doll_0.67 b,doll_2.6 b,doll_5.975 b,0,,0,doll_32.01,doll_0.027989999999999998 b,doll_0.003287 b,0,,0
doll_0.001754 b,0,0,doll_5.924 b,doll_8.5 b,0,doll_0.67 b,doll_27.1 b,doll_5.976 b,doll_12.9 b,,0,doll_11.93,doll_0.01008 b,doll_0.0037879999999999997 b,0,,0
doll_0.305 b,0,0,0,doll_8.6 b,0,doll_0.67 b,doll_15.6 b,doll_5.9799999999999995 b,doll_5.7 b,,0,doll_3.57,doll_0.0135 b,doll_0.013513 b,0,,0
doll_-0.31 b,0,0,doll_1.766 b,doll_8.6 b,0,doll_0.67 b,doll_7.4 b,doll_5.995 b,doll_15.7 b,,0,doll_6.19,doll_0.00212 b,doll_0.965 b,0,,0
doll_0.476 b,0,0,0,doll_8.6 b,0,doll_0.67 b,doll_8.5 b,doll_6.006 b,doll_2.5 b,,0,doll_11.13,doll_0.006690000000000001 b,doll_0.485 b,0,,0
doll_0.283 b,0,0,0,doll_8.6 b,0,doll_0.67 b,doll_18.7 b,doll_6.019 b,doll_2.6 b,,0,doll_34.65,doll_0.0033 b,doll_0.001358 b,0,,0
doll_0.278 b,0,0,0,doll_8.6 b,0,doll_0.68 b,doll_2.1 b,doll_6.0969999999999995 b,doll_5.5 b,,0,doll_15.27,doll_0.0062 b,doll_0.0016200000000000001 b,0,,0
doll_0.585 b,0,0,0,doll_8.6 b,0,doll_0.68 b,doll_13.9 b,doll_6.111 b,doll_14.2 b,,0,doll_0.71,doll_0.023620000000000002 b,doll_0.015293 b,0,,0
doll_0.649 b,0,0,0,doll_8.6 b,0,doll_0.68 b,doll_12.7 b,doll_6.146 b,doll_0.8613999999999999 b,,0,doll_45.88,doll_0.00902 b,doll_0.00536 b,0,,0
doll_0.064 b,0,0,doll_4.4279 b,doll_8.6 b,0,doll_0.68 b,doll_6.1 b,doll_6.167 b,0,,0,doll_14.73,doll_0.03141 b,doll_0.129 b,0,,0
doll_-0.182 b,0,0,doll_1.22 b,doll_8.6 b,0,doll_0.68 b,doll_16.3 b,doll_6.173 b,doll_1.9 b,,0,doll_19.54,doll_0.003 b,doll_0.464 b,0,,0
doll_0.076 b,0,0,doll_0.5793999999999999 b,doll_8.6 b,0,doll_0.68 b,doll_12.9 b,doll_6.2 b,0,,0,doll_8.99,doll_0.01129 b,doll_0.379 b,0,,0
doll_-0.088 b,0,0,doll_1.786 b,doll_8.6 b,0,doll_0.68 b,doll_15.6 b,doll_6.2170000000000005 b,doll_7.2 b,,0,doll_23.08,doll_0.01696 b,doll_0.369 b,0,,0
doll_0.204 b,0,0,doll_0.6685 b,doll_8.6 b,0,doll_0.68 b,doll_47.9 b,doll_6.218999999999999 b,doll_3.3 b,,0,doll_2.81,doll_0.13894 b,doll_0.872 b,0,,0
doll_0.008 b,0,0,0,doll_8.6 b,0,doll_0.68 b,doll_20.8 b,doll_6.220000000000001 b,0,,0,doll_24.18,doll_0.00183 b,doll_0.585 b,0,,0
doll_0.173 b,0,0,doll_0.54 b,doll_8.6 b,0,doll_0.68 b,doll_9.0 b,doll_6.258 b,doll_16.2 b,,0,doll_0.99,doll_0.00992 b,doll_0.0026720000000000003 b,0,,0
doll_0.00125 b,0,0,doll_1.7454999999999998 b,doll_8.6 b,0,doll_0.68 b,doll_7.9 b,doll_6.266 b,doll_6.2 b,,0,doll_20.81,doll_0.0016200000000000001 b,doll_0.024443000000000003 b,0,,0
doll_-0.074 b,0,0,0,doll_8.6 b,0,doll_0.68 b,doll_18.3 b,doll_6.266 b,0,,0,doll_3.73,doll_0.042 b,doll_0.0017569999999999999 b,0,,0
doll_0.412 b,0,0,doll_1610.0 b,doll_8.6 b,0,doll_0.68 b,doll_12.3 b,doll_6.662000000000001 b,doll_69.5 b,,0,doll_7.37,doll_0.011630000000000001 b,doll_0.006729 b,0,,0
doll_0.182 b,0,0,0,doll_8.6 b,0,doll_0.68 b,doll_24.5 b,doll_6.6739999999999995 b,doll_25.4 b,,0,doll_15.63,doll_0.0031 b,doll_0.008134 b,0,,0
doll_0.453 b,0,0,0,doll_8.6 b,0,doll_0.68 b,doll_9.5 b,doll_6.687 b,doll_5.3 b,,0,doll_1.38,doll_0.00182 b,doll_0.003835 b,0,,0
doll_0.094 b,0,0,doll_1.5218 b,doll_8.6 b,0,doll_0.68 b,doll_6.2 b,doll_6.695 b,doll_0.7261 b,,0,doll_24.76,doll_0.00478 b,doll_0.001113 b,0,,0
doll_0.024 b,0,0,doll_2.8899999999999997 b,doll_8.7 b,0,doll_0.68 b,doll_19.7 b,doll_6.718999999999999 b,0,,0,doll_10.41,doll_0.04486 b,doll_0.119 b,0,,0
doll_0.146 b,0,0,0,doll_8.7 b,0,doll_0.69 b,doll_4.7 b,doll_6.720000000000001 b,doll_2.8 b,,0,doll_67.39,doll_0.11982999999999999 b,doll_0.282 b,0,,0
doll_0.186 b,0,0,doll_4.2658000000000005 b,doll_8.7 b,0,doll_0.69 b,doll_41.8 b,doll_6.731 b,doll_11.8 b,,0,doll_11.47,doll_0.04235 b,doll_0.007714 b,0,,0
doll_0.049 b,0,0,doll_14.1b (2019),doll_8.7 b,0,doll_0.69 b,doll_26.0 b,doll_6.749 b,doll_12.1 b,,0,doll_0.25,doll_0.019370000000000002 b,doll_0.117 b,0,,0
doll_0.15 b,0,0,doll_0.304 b,doll_8.7 b,0,doll_0.69 b,doll_3.4 b,doll_6.749 b,doll_20.8 b,,0,doll_4.67,doll_0.00333 b,doll_0.006583 b,0,,0
doll_0.048 b,0,0,doll_1.8359999999999999 b,doll_8.7 b,0,doll_0.7 b,doll_10.4 b,doll_6.7540000000000004 b,doll_16.9 b,,0,doll_13.34,doll_0.00357 b,doll_0.527 b,0,,0
doll_0.045 b,0,0,0,doll_8.7 b,0,doll_0.7 b,doll_10.1 b,doll_6.809 b,doll_22.7 b,,0,doll_0.48,doll_0.0015 b,doll_0.786 b,0,,0
doll_0.345 b,0,0,0,doll_8.7 b,0,doll_0.7 b,doll_2.5 b,doll_6.811 b,doll_2.2 b,,0,doll_5.01,doll_0.00191 b,doll_0.004381 b,0,,0
doll_0.024 b,0,0,0,doll_8.7 b,0,doll_0.7 b,doll_7.7 b,doll_6.823 b,doll_4.4 b,,0,doll_18.45,doll_0.0034500000000000004 b,doll_0.075579 b,0,,0
doll_-0.69 b,0,0,doll_1.4849999999999999 b,doll_8.7 b,0,doll_0.7 b,doll_11.7 b,doll_6.868 b,doll_8.8 b,,0,doll_12.90,doll_0.00147 b,doll_0.0 b,0,,0
doll_0.54 b,0,0,0,doll_8.7 b,0,doll_0.7 b,doll_6.2 b,doll_6.869 b,0,,0,doll_78.58,doll_0.0034500000000000004 b,doll_0.014878 b,0,,0
doll_-0.746 b,0,0,doll_3.6031999999999997 b,doll_8.8 b,0,doll_0.7 b,doll_6.1 b,doll_6.893000000000001 b,doll_15.8 b,,0,doll_27.97,doll_0.00189 b,doll_0.066 b,0,,0
doll_0.15 b,0,0,doll_0.256 b,doll_8.8 b,0,doll_0.7 b,doll_5.2 b,doll_6.931 b,doll_5.6 b,,0,doll_4.58,doll_0.0068 b,doll_0.001508 b,0,,0
doll_0.214 b,0,0,doll_1016.0 b,doll_8.8 b,0,doll_0.7 b,doll_9.4 b,doll_6.945 b,doll_7.3 b,,0,doll_27.19,doll_0.21487 b,doll_0.003184 b,0,,0
doll_0.055 b,0,0,0,doll_8.8 b,0,doll_0.71 b,doll_15.3 b,doll_6.99 b,doll_1.1 b,,0,doll_25.00,doll_0.0065899999999999995 b,doll_0.128 b,0,,0
doll_0.018 b,0,0,0,doll_8.8 b,0,doll_0.71 b,doll_8.7 b,doll_7.015000000000001 b,doll_3.5 b,,0,doll_0.45,doll_0.02472 b,doll_0.933 b,0,,0
doll_0.044 b,0,0,doll_1.6572 b,doll_8.8 b,0,doll_0.71 b,doll_8.4 b,doll_7.0200000000000005 b,doll_58.3 b,,0,doll_58.39,doll_0.0016 b,doll_0.385 b,0,,0
doll_-0.112 b,0,0,0,doll_8.8 b,0,doll_0.71 b,doll_10.8 b,doll_7.0200000000000005 b,doll_12.2 b,,0,doll_37.44,doll_0.0026 b,doll_0.498 b,0,,0
0,0,0,doll_3.935 b,doll_8.8 b,0,doll_0.71 b,doll_2.4 b,doll_7.055 b,doll_4.2 b,,0,doll_3.76,doll_0.037509999999999995 b,0,0,,0
doll_-0.174 b,0,0,doll_1.85 b,doll_8.8 b,0,doll_0.71 b,doll_6.4 b,doll_7.081 b,doll_40.5 b,,0,doll_5.26,doll_0.00177 b,doll_0.0026179999999999997 b,0,,0
doll_-0.028 b,0,0,doll_4.154999999999999 b,doll_8.9 b,0,doll_0.71 b,doll_7.5 b,doll_7.148000000000001 b,doll_19.7 b,,0,doll_0.84,doll_0.06731999999999999 b,doll_0.81 b,0,,0
doll_0.002 b,0,0,0,doll_8.8 b,0,doll_0.71 b,doll_11.1 b,doll_7.15 b,doll_50.9 b,,0,doll_5.04,doll_0.0062 b,doll_0.014 b,0,,0
doll_0.248 b,0,0,doll_1.1032 b,doll_8.9 b,0,doll_0.71 b,doll_17.6 b,doll_7.19 b,doll_4.4 b,,0,doll_5.85,doll_0.031120000000000002 b,doll_0.001278 b,0,,0
doll_0.245 b,0,0,0,doll_8.9 b,0,doll_0.71 b,doll_11.7 b,doll_7.191 b,doll_11.4 b,,0,doll_1.51,doll_0.027989999999999998 b,doll_0.008924 b,0,,0
doll_0.076 b,0,0,0,doll_8.9 b,0,doll_0.72 b,doll_11.4 b,doll_7.196 b,doll_17.7 b,,0,doll_26.77,doll_0.033530000000000004 b,doll_0.847 b,0,,0
doll_-0.001 b,0,0,doll_1.4198 b,doll_8.9 b,0,doll_0.72 b,doll_14.8 b,doll_7.215999999999999 b,doll_20.9 b,,0,doll_2.14,doll_0.038020000000000005 b,doll_0.776 b,0,,0
doll_0.043 b,0,0,doll_0.9789 b,doll_8.9 b,0,doll_0.72 b,doll_8.6 b,doll_7.231 b,doll_23.5 b,,0,doll_17.70,doll_0.01601 b,doll_0.341 b,0,,0
doll_0.365 b,0,0,0,doll_8.9 b,0,doll_0.72 b,doll_20.0 b,doll_7.312 b,doll_0.4338 b,,0,doll_26.55,doll_0.00323 b,doll_0.0015400000000000001 b,0,,0
doll_0.112 b,0,0,doll_3.5667 b,doll_8.9 b,0,doll_0.72 b,doll_26.1 b,doll_7.325 b,doll_4.4 b,,0,doll_18.53,doll_0.0024300000000000003 b,doll_0.001463 b,0,,0
doll_0.105 b,0,0,doll_1.0 b,doll_8.9 b,0,doll_0.72 b,doll_21.7 b,doll_7.333 b,doll_44.3 b,,0,doll_35.80,doll_0.0016 b,doll_0.417 b,0,,0
doll_0.001142 b,0,0,doll_2.7190000000000003 b,doll_8.9 b,0,doll_0.72 b,doll_12.2 b,doll_7.922 b,doll_7.6 b,,0,doll_6.60,doll_0.0020099999999999996 b,doll_0.001106 b,0,,0
doll_0.636 b,0,0,0,doll_8.9 b,0,doll_0.72 b,doll_8.7 b,doll_7.962000000000001 b,0,,0,doll_21.00,doll_0.01787 b,doll_0.6 b,0,,0
doll_0.321 b,0,0,doll_2.272 b,doll_8.9 b,0,doll_0.72 b,doll_14.1 b,doll_8.016 b,doll_6.2 b,,0,doll_13.61,doll_0.65791 b,doll_0.006241 b,0,,0
doll_0.013 b,0,0,0,doll_8.9 b,0,doll_0.72 b,doll_12.2 b,doll_8.049 b,doll_2.9 b,,0,doll_32.94,doll_0.00188 b,doll_0.001186 b,0,,0
doll_0.176 b,0,0,doll_5.84 b,doll_8.9 b,0,doll_0.72 b,doll_16.7 b,doll_8.092 b,doll_1.1 b,,0,doll_1.44,doll_0.00215 b,doll_0.959 b,0,,0
