revenue_2017_eu,revenue_2017,revenue_2017_euro,name,number_of_employees_2020,employees,employees_number_2020,employees_2020,founding_year,founded,compound_annual_growth_rate_cagr_pct,revenue_2020_euro,revenue,revenue_2020,revenue_2020_eu,sector,industry,absolute_growth_rate_pct,country,number_of_employees_2017,employees_2017,employees_number_2017
,,,skalis,,,,,,,,,,,,,,,france,,,
,,,codiceplastico,,,,,,,,,,,,,,,italy,,,
,,,cloud++,,,,,,,,,,,,,,,netherlands,,,
,,,city control,,,,,,,,,,,,,,,germany,,,
,,,inrete,,,,,,,,,,,,,,,italy,,,
,,,web stars channel,,,,,,,,,,,,,,,italy,,,
,,,regional express,,,,,,,,,,,,,,,france,,,
,,,tremend,,,,,,,,,,,,,,,romania,,,
,,,doofinder,,,,,,,,,,,,,,,spain,,,
,,,kiddus accesorios,,,,,,,,,,,,,,,spain,,,
,,,workstreampeople (anywhere365),,,,,,,,,,,,,,,netherlands,,,
,,,digital & you,,,,,,,,,,,,,,,france,,,
,,,innovasoft,,,,,,,,,,,,,,,italy,,,
,,,hostinger,,,,,,,,,,,,,,,lithuania,,,
,,,catalyx,,,,,,,,,,,,,,,switzerland,,,
,,,sensocure,,,,,,,,,,,,,,,norway,,,
,,,fintru,,,,,,,,,,,,,,,uk,,,
,,,7layers,,,,,,,,,,,,,,,italy,,,
,,,picodi.com,,,,,,,,,,,,,,,poland,,,
,,,creative-cables,,,,,,,,,,,,,,,italy,,,
,,,harness code,,,,,,,,,,,,,,,bulgaria,,,
,,,heltti,,,,,,,,,,,,,,,finland,,,
,,,optiwella,,,,,,,,,,,,,,,hungary,,,
,,,highwood group,,,,,,,,,,,,,,,united kingdom,,,
,,,nanoprom chemicals,,,,,,,,,,,,,,,italy,,,
,,,elite,,,,,,,,,,,,,,,spain,,,
,,,dexatel,,,,,,,,,,,,,,,estonia,,,
,,,communicate technology,,,,,,,,,,,,,,,united kingdom,,,
,,,möbelando,,,,,,,,,,,,,,,germany,,,
,,,appunite,,,,,,,,,,,,,,,poland,,,
,,,safti,,,,,,,,,,,,,,,france,,,
,,,signor prestito,,,,,,,,,,,,,,,italy,,,
,,,traktech construccions mecaniques,,,,,,,,,,,,,,,spain,,,
,,,le petit vapoteur,,,,,,,,,,,,,,,france,,,
,,,arcure,,,,,,,,,,,,,,,france,,,
,,,eskalia et nakupenda,,,,,,,,,,,,,,,france,,,
,,,happy bulle,,,,,,,,,,,,,,,france,,,
,,,accedia,,,,,,,,,,,,,,,bulgaria,,,
,,,b eye eood,,,,,,,,,,,,,,,bulgaria,,,
,,,greico construcción y rehabilitación,,,,,,,,,,,,,,,spain,,,
,,,lgx logistics,,,,,,,,,,,,,,,germany,,,
,,,nexindep,,,,,,,,,,,,,,,france,,,
,,,bulpros consulting,,,,,,,,,,,,,,,bulgaria,,,
,,,awair,,,,,,,,,,,,,,,italy,,,
,,,hirschtec,,,,,,,,,,,,,,,germany,,,
,,,polipop,,,,,,,,,,,,,,,portugal,,,
,,,cerascreen,,,,,,,,,,,,,,,germany,,,
,,,icon key,,,,,,,,,,,,,,,portugal,,,
,,,glayx,,,,,,,,,,,,,,,italy,,,
,,,fiordelmondo lubrificanti,,,,,,,,,,,,,,,italy,,,
,,,stampasi,,,,,,,,,,,,,,,italy,,,
,,,scribbr,,,,,,,,,,,,,,,netherlands,,,
,,,weller media agency,,,,,,,,,,,,,,,united kingdom,,,
,,,motork,,,,,,,,,,,,,,,united kingdom,,,
,,,cam,,,,,,,,,,,,,,,italy,,,
,,,plug in digital,,,,,,,,,,,,,,,france,,,
,,,consorzio stabile ambientemilia,,,,,,,,,,,,,,,italy,,,
,,,microblink,,,,,,,,,,,,,,,croatia,,,
,,,potec,,,,,,,,,,,,,,,germany,,,
,,,nic services group,,,,,,,,,,,,,,,united kingdom,,,
,,,whiskyzone,,,,,,,,,,,,,,,germany,,,
,,,predica,,,,,,,,,,,,,,,poland,,,
,,,ocean transport,,,,,,,,,,,,,,,spain,,,
,,,die autowelt,,,,,,,,,,,,,,,germany,,,
,,,arcadia investment,,,,,,,,,,,,,,,germany,,,
,,,termotecnica cavatton,,,,,,,,,,,,,,,italy,,,
,,,serinus,,,,,,,,,,,,,,,uk,,,
,,,bladefar,,,,,,,,,,,,,,,spain,,,
,,,sdl group,,,,,,,,,,,,,,,united kingdom,,,
,,,plug in digital,,,,,,,,,,,,,,,france,,,
,,,thinkout it,,,,,,,,,,,,,,,germany,,,
,,,demv deutscher maklerverbund,,,,,,,,,,,,,,,germany,,,
,,,sti norland,,,,,,,,,,,,,,,spain,,,
,,,yocabe,,,,,,,,,,,,,,,italy,,,
,,,kernel analytics,,,,,,,,,,,,,,,spain,,,
,,,babe,,,,,,,,,,,,,,,italy,,,
,,,universum events,,,,,,,,,,,,,,,romania,,,
,,,hd elektrotechnik,,,,,,,,,,,,,,,germany,,,
,,,engenie group,,,,,,,,,,,,,,,italy,,,
,,,yescapa,,,,,,,,,,,,,,,france,,,
,,,adnp gmbh,,,,,,,,,,,,,,,germany,,,
,,,jr service,,,,,,,,,,,,,,,germany,,,
,,,groupe n.a.t,,,,,,,,,,,,,,,france,,,
,,,la sarraz pictures,,,,,,,,,,,,,,,italy,,,
,,,genius progetti,,,,,,,,,,,,,,,italy,,,
,,,antigua tazzadoro,,,,,,,,,,,,,,,italy,,,
,,,flexstructures,,,,,,,,,,,,,,,germany,,,
,,,dagar technologies,,,,,,,,,,,,,,,spain,,,
,,,smart-planet,,,,,,,,,,,,,,,germany,,,
,,,sidea group,,,,,,,,,,,,,,,italy,,,
,,,sierra paper,,,,,,,,,,,,,,,spain,,,
,,,carmela di caro,,,,,,,,,,,,,,,italy,,,
,,,manifone,,,,,,,,,,,,,,,france,,,
,,,fevertree drinks,,,,,,,,,,,,,,,united kingdom,,,
,,,couteaujaponais.com,,,,,,,,,,,,,,,france,,,
,,,physidia,,,,,,,,,,,,,,,france,,,
,,,mg export,,,,,,,,,,,,,,,italy,,,
,,,envendo-power,,,,,,,,,,,,,,,germany,,,
,,,akademie für sport und gesundheit,,,,,,,,,,,,,,,germany,,,
,,,horando deutschland,,,,,,,,,,,,,,,germany,,,
,,,"diablochairs, jan nowak",,,,,,,,,,,,,,,poland,,,
,,,distribuciones murshe,,,,,,,,,,,,,,,spain,,,
,,,meerx group,,,,,,,,,,,,,,,germany,,,
,,,giglio.com ,,,,,,,,,,,,,,,italy,,,
,,,dgf costruzioni. unipersonale,,,,,,,,,,,,,,,italy,,,
,,,oika oika,,,,,,,,,,,,,,,france,,,
,,,parkster,,,,,,,,,,,,,,,sweden,,,
,,,biotyfull,,,,,,,,,,,,,,,france,,,
,,,total tiles,,,,,,,,,,,,,,,uk,,,
,,,squad,,,,,,,,,,,,,,,france,,,
,,,juan francisco alcazar,,,,,,,,,,,,,,,spain,,,
,,,astech food machinery,,,,,,,,,,,,,,,spain,,,
,,,bioksan,,,,,,,,,,,,,,,spain,,,
,,,dnd disribuzione,,,,,,,,,,,,,,,italy,,,
,,,deep blue,,,,,,,,,,,,,,,italy,,,
,,,fbg,,,,,,,,,,,,,,,italy,,,
,,,agorize,,,,,,,,,,,,,,,france,,,
,,,trippel,,,,,,,,,,,,,,,norway,,,
,,,yourparkingspace limited,,,,,,,,,,,,,,,uk,,,
,,,piazza hotels & residences,,,,,,,,,,,,,,,italy,,,
,,,rankingcoach,,,,,,,,,,,,,,,germany,,,
,,,celerity,,,,,,,,,,,,,,,united kingdom,,,
,,,carslift,,,,,,,,,,,,,,,france,,,
,,,zimmerei nordmann,,,,,,,,,,,,,,,germany,,,
,,,logomania,,,,,,,,,,,,,,,italy,,,
,,,afinna one ,,,,,,,,,,,,,,,italy,,,
,,,tecma solutions,,,,,,,,,,,,,,,italy,,,
,,,adameo pm,,,,,,,,,,,,,,,france,,,
,,,si silicone innovation,,,,,,,,,,,,,,,germany,,,
,,,a.u.e. genc warenhandels-ug,,,,,,,,,,,,,,,germany,,,
,,,clearscore technology,,,,,,,,,,,,,,,uk,,,
,,,gestiona desarrollo,,,,,,,,,,,,,,,spain,,,
,,,zeck fishing,,,,,,,,,,,,,,,germany,,,
,,,mgvision,,,,,,,,,,,,,,,italy,,,
,,,new general service,,,,,,,,,,,,,,,italy,,,
,,,emcot group,,,,,,,,,,,,,,,germany,,,
,,,mason advisory*,,,,,,,,,,,,,,,united kingdom,,,
,,,tvsquared,,,,,,,,,,,,,,,united kingdom,,,
,,,euclide,,,,,,,,,,,,,,,italy,,,
,,,andre renovation,,,,,,,,,,,,,,,france,,,
,,,m.d.g. components unipersonale,,,,,,,,,,,,,,,italy,,,
,,,inpay,,,,,,,,,,,,,,,denmark,,,
,,,3c s.r.l.,,,,,,,,,,,,,,,italy,,,
,,,consorzio stabile ambientemilia,,,,,,,,,,,,,,,italy,,,
,,,amco-bulgaria,,,,,,,,,,,,,,,bulgaria,,,
,,,symprove,,,,,,,,,,,,,,,uk,,,
,,,maisons à vivre,,,,,,,,,,,,,,,france,,,
,,,construcciones antedi,,,,,,,,,,,,,,,spain,,,
,,,openwork / le monde après,,,,,,,,,,,,,,,france,,,
,,,appunite,,,,,,,,,,,,,,,poland,,,
,,,tecknuovo,,,,,,,,,,,,,,,uk,,,
,,,platform.sh,,,,,,,,,,,,,,,france,,,
,,,qaiware,,,,,,,,,,,,,,,bulgaria,,,
,,,c. lounge s.r.l. fattoria toccaferro,,,,,,,,,,,,,,,italy,,,
,,,samurai security,,,,,,,,,,,,,,,germany,,,
,,,bladefar,,,,,,,,,,,,,,,spain,,,
,,,isg express logistik,,,,,,,,,,,,,,,germany,,,
,,,silkhom,,,,,,,,,,,,,,,france,,,
,,,le petit vapoteur,,,,,,,,,,,,,,,france,,,
,,,grabyo,,,,,,,,,,,,,,,united kingdom,,,
,,,sat. services,,,,,,,,,,,,,,,germany,,,
,,,manelli impresa,,,,,,,,,,,,,,,italy,,,
,,,sa formação,,,,,,,,,,,,,,,portugal,,,
,,,medinet,,,,,,,,,,,,,,,italy,,,
,,,access protection,,,,,,,,,,,,,,,france,,,
,,,venticento,,,,,,,,,,,,,,,italy,,,
,,,sm sektmanufaktur,,,,,,,,,,,,,,,germany,,,
,,,beauty consult deutschland,,,,,,,,,,,,,,,germany,,,
,,,housekeep,,,,,,,,,,,,,,,uk,,,
,,,serenita',,,,,,,,,,,,,,,italy,,,
,,,aflexio*,,,,,,,,,,,,,,,germany,,,
,,,filoblu,,,,,,,,,,,,,,,italy,,,
,,,xml travelgate,,,,,,,,,,,,,,,spain,,,
,,,sica,,,,,,,,,,,,,,,france,,,
,,,finauto,,,,,,,,,,,,,,,italy,,,
,,,aucoffre.com,,,,,,,,,,,,,,,france,,,
,,,adchieve,,,,,,,,,,,,,,,netherlands,,,
,,,donau star bg eood,,,,,,,,,,,,,,,bulgaria,,,
,,,4most group holdings,,,,,,,,,,,,,,,united kingdom,,,
,,,godel technologies europe,,,,,,,,,,,,,,,united kingdom,,,
,,,divido,,,,,,,,,,,,,,,uk,,,
,,,r&k ingenieure,,,,,,,,,,,,,,,germany,,,
,,,oni foods overseas,,,,,,,,,,,,,,,spain,,,
,,,ate system,,,,,,,,,,,,,,,italy,,,
,,,iso recruiting consultants,,,,,,,,,,,,,,,germany,,,
,,,comunitelia comunicaciones,,,,,,,,,,,,,,,spain,,,
,,,nephos technologies,,,,,,,,,,,,,,,uk,,,
,,,la vida,,,,,,,,,,,,,,,uk,,,
,,,afr-ix telecom,,,,,,,,,,,,,,,spain,,,
,,,kleine riesen nord,,,,,,,,,,,,,,,germany,,,
,,,5m services,,,,,,,,,,,,,,,france,,,
,,,ames centro polidiagnostico strumentale,,,,,,,,,,,,,,,italy,,,
,,,midstream lighting,,,,,,,,,,,,,,,uk,,,
,,,propulse it,,,,,,,,,,,,,,,france,,,
,,,clareo,,,,,,,,,,,,,,,france,,,
,,,exclaimer,,,,,,,,,,,,,,,uk,,,
,,,co.net,,,,,,,,,,,,,,,germany,,,
,,,air innovation,,,,,,,,,,,,,,,italy,,,
,,,pcf group,,,,,,,,,,,,,,,poland,,,
,,,additius santa maria,,,,,,,,,,,,,,,spain,,,
,,,infinum,,,,,,,,,,,,,,,croatia,,,
,,,grupa tense,,,,,,,,,,,,,,,poland,,,
,,,elettronsea soccoop,,,,,,,,,,,,,,,italy,,,
,,,ftapi software,,,,,,,,,,,,,,,germany,,,
,,,conexio telecom,,,,,,,,,,,,,,,france,,,
,,,vopro,,,,,,,,,,,,,,,germany,,,
,,,groupe promo gerim,,,,,,,,,,,,,,,france,,,
,,,trustly group,,,,,,,,,,,,,,,sweden,,,
,,,deltamed,,,,,,,,,,,,,,,romania,,,
,,,smartcredit (smartsearch),,,,,,,,,,,,,,,united kingdom,,,
,,,tripin,,,,,,,,,,,,,,,germany,,,
,,,continental wood kft.,,,,,,,,,,,,,,,hungary,,,
,,,energica motor company,,,,,,,,,,,,,,,italy,,,
,,,artos,,,,,,,,,,,,,,,germany,,,
,,,kaizen solutions,,,,,,,,,,,,,,,france,,,
,,,geoteam,,,,,,,,,,,,,,,italy,,,
,,,leascorp,,,,,,,,,,,,,,,france,,,
,,,byte london,,,,,,,,,,,,,,,uk,,,
,,,ciao gusto,,,,,,,,,,,,,,,france,,,
,,,bvs construction,,,,,,,,,,,,,,,france,,,
,,,blue orange,,,,,,,,,,,,,,,france,,,
,,,movetia digital,,,,,,,,,,,,,,,spain,,,
,,,positive healthcare,,,,,,,,,,,,,,,uk,,,
,,,nrt,,,,,,,,,,,,,,,germany,,,
,,,sonnen,,,,,,,,,,,,,,,germany,,,
,,,liberis,,,,,,,,,,,,,,,united kingdom,,,
,,,ralph schmolke,,,,,,,,,,,,,,,germany,,,
,,,roomie milano,,,,,,,,,,,,,,,italy,,,
,,,les brasseurs savoyards,,,,,,,,,,,,,,,france,,,
,,,ova projects,,,,,,,,,,,,,,,spain,,,
,,,opteamis,,,,,,,,,,,,,,,france,,,
,,,meblobranie.pl,,,,,,,,,,,,,,,poland,,,
,,,trencadis corp,,,,,,,,,,,,,,,romania,,,
,,,worteks,,,,,,,,,,,,,,,france,,,
,,,conrado y asociados,,,,,,,,,,,,,,,spain,,,
,,,autovia,,,,,,,,,,,,,,,italy,,,
,,,"caamaño, concheiro & seoane",,,,,,,,,,,,,,,spain,,,
,,,traventia (youbid),,,,,,,,,,,,,,,spain,,,
,,,weller media agency (wma),,,,,,,,,,,,,,,united kingdom,,,
,,,remove,,,,,,,,,,,,,,,france,,,
,,,citadelo,,,,,,,,,,,,,,,czech republic,,,
,,,supply value,,,,,,,,,,,,,,,netherlands,,,
,,,podium advanced technologies,,,,,,,,,,,,,,,italy,,,
,,,g5 entertainment,,,,,,,,,,,,,,,sweden,,,
,,,digital angels,,,,,,,,,,,,,,,italy,,,
,,,grill autoservice,,,,,,,,,,,,,,,germany,,,
,,,delta capita group,,,,,,,,,,,,,,,uk,,,
,,,sistemas informáticos de negocio,,,,,,,,,,,,,,,spain,,,
,,,mansutti,,,,,,,,,,,,,,,italy,,,
,,,inbrooll,,,,,,,,,,,,,,,spain,,,
,,,cross,,,,,,,,,,,,,,,germany,,,
,,,quantion,,,,,,,,,,,,,,,spain,,,
,,,g.c.costruzioni,,,,,,,,,,,,,,,italy,,,
,,,myposter,,,,,,,,,,,,,,,germany,,,
,,,bar banqueting,,,,,,,,,,,,,,,italy,,,
,,,b1gas s.p.a,,,,,,,,,,,,,,,italy,,,
,,,filva,,,,,,,,,,,,,,,italy,,,
,,,woodwatch,,,,,,,,,,,,,,,netherlands,,,
,,,better globe,,,,,,,,,,,,,,,norway,,,
,,,profixsystemleasing,,,,,,,,,,,,,,,germany,,,
,,,archingest,,,,,,,,,,,,,,,italy,,,
,,,alpha fx group,,,,,,,,,,,,,,,uk,,,
,,,impresa percassi,,,,,,,,,,,,,,,italy,,,
,,,ca.tt.iva.,,,,,,,,,,,,,,,italy,,,
,,,be-cloud,,,,,,,,,,,,,,,france,,,
,,,ableneo,,,,,,,,,,,,,,,slovakia,,,
,,,lemonads,,,,,,,,,,,,,,,switzerland,,,
,,,syscom-developpement,,,,,,,,,,,,,,,france,,,
,,,cye energia,,,,,,,,,,,,,,,spain,,,
,,,terzia personal-service,,,,,,,,,,,,,,,germany,,,
,,,autohaus stallknecht,,,,,,,,,,,,,,,germany,,,
,,,pluris investments,,,,,,,,,,,,,,,portugal,,,
,,,signicat,,,,,,,,,,,,,,,norway,,,
,,,graf & straub,,,,,,,,,,,,,,,germany,,,
,,,pangeanic bi europa,,,,,,,,,,,,,,,spain,,,
,,,cirruseo,,,,,,,,,,,,,,,france,,,
,,,agricollibio,,,,,,,,,,,,,,,italy,,,
,,,caffeina,,,,,,,,,,,,,,,italy,,,
,,,alda castilla,,,,,,,,,,,,,,,spain,,,
,,,alfred döpker,,,,,,,,,,,,,,,germany,,,
,,,bavaria-ei,,,,,,,,,,,,,,,germany,,,
,,,a.i.m.m. - italia,,,,,,,,,,,,,,,italy,,,
,,,parcelhero.com,,,,,,,,,,,,,,,united kingdom,,,
,,,nordcloud,,,,,,,,,,,,,,,finland,,,
,,,maisons à vivre,,,,,,,,,,,,,,,france,,,
,,,oxylabs.io,,,,,,,,,,,,,,,lithuania,,,
,,,a.s.h. automobile,,,,,,,,,,,,,,,germany,,,
,,,sl frais distribution,,,,,,,,,,,,,,,france,,,
,,,godel technologies,,,,,,,,,,,,,,,uk,,,
,,,rak & spa services,,,,,,,,,,,,,,,france,,,
,,,grupa tense,,,,,,,,,,,,,,,poland,,,
,,,j. toldos reciclajes manchegos,,,,,,,,,,,,,,,spain,,,
,,,vascular,,,,,,,,,,,,,,,hungary,,,
,,,kompany,,,,,,,,,,,,,,,austria,,,
,,,oxford summer courses,,,,,,,,,,,,,,,uk,,,
,,,industrias de conformado,,,,,,,,,,,,,,,spain,,,
,,,accedia,,,,,,,,,,,,,,,bulgaria,,,
,,,automotive broker services,,,,,,,,,,,,,,,italy,,,
,,,andjaro,,,,,,,,,,,,,,,france,,,
,,,röhrtaler wertstoff,,,,,,,,,,,,,,,germany,,,
,,,yourparkingspace,,,,,,,,,,,,,,,uk,,,
,,,team17 group,,,,,,,,,,,,,,,united kingdom,,,
,,,tecnicar,,,,,,,,,,,,,,,italy,,,
,,,pyynikin käsityöläispanimo,,,,,,,,,,,,,,,finland,,,
,,,autel karnetic,,,,,,,,,,,,,,,uk,,,
,,,"energía, innovación y desarrollo fotovoltaico",,,,,,,,,,,,,,,spain,,,
,,,tecnogiardini,,,,,,,,,,,,,,,italy,,,
,,,lventure group,,,,,,,,,,,,,,,italy,,,
,,,nanovo,,,,,,,,,,,,,,,poland,,,
,,,discoup.com,,,,,,,,,,,,,,,italy,,,
,,,hellas direct,,,,,,,,,,,,,,,cyprus,,,
,,,skyrise.tech,,,,,,,,,,,,,,,poland,,,
,,,bari gruppe,,,,,,,,,,,,,,,germany,,,
,,,berexia,,,,,,,,,,,,,,,france,,,
,,,herrles,,,,,,,,,,,,,,,germany,,,
,,,keiltec,,,,,,,,,,,,,,,germany,,,
,,,star stone,,,,,,,,,,,,,,,romania,,,
,,,aventom,,,,,,,,,,,,,,,united kingdom,,,
,,,add,,,,,,,,,,,,,,,italy,,,
,,,investmentpunk academy,,,,,,,,,,,,,,,austria,,,
,,,medios,,,,,,,,,,,,,,,germany,,,
,,,stillkom,,,,,,,,,,,,,,,norway,,,
,,,norsk råvare,,,,,,,,,,,,,,,norway,,,
,,,neoconcept vrd,,,,,,,,,,,,,,,france,,,
,,,tenderhut,,,,,,,,,,,,,,,poland,,,
,,,born stahlbau,,,,,,,,,,,,,,,germany,,,
,,,allways logistics system,,,,,,,,,,,,,,,italy,,,
,,,bonnegueule,,,,,,,,,,,,,,,france,,,
,,,o2feel,,,,,,,,,,,,,,,france,,,
,,,lupus fabryka mebli,,,,,,,,,,,,,,,poland,,,
,,,veritreff,,,,,,,,,,,,,,,germany,,,
,,,rettel projektbau,,,,,,,,,,,,,,,germany,,,
,,,suntronic,,,,,,,,,,,,,,,italy,,,
,,,gapps,,,,,,,,,,,,,,,finland,,,
,,,arcure,,,,,,,,,,,,,,,france,,,
,,,autovia,,,,,,,,,,,,,,,italy,,,
,,,bidtheatre,,,,,,,,,,,,,,,sweden,,,
,,,ethic technology,,,,,,,,,,,,,,,france,,,
,,,tmt,,,,,,,,,,,,,,,italy,,,
,,,gedankenburg,,,,,,,,,,,,,,,germany,,,
,,,serengeti,,,,,,,,,,,,,,,croatia,,,
,,,selectus,,,,,,,,,,,,,,,italy,,,
,,,likemore italia,,,,,,,,,,,,,,,italy,,,
,,,svop special vehicle operation,,,,,,,,,,,,,,,sweden,,,
,,,glenholme healthcare group,,,,,,,,,,,,,,,uk,,,
,,,axyware,,,,,,,,,,,,,,,netherlands,,,
,,,cet connect,,,,,,,,,,,,,,,ireland,,,
,,,b & k solare zukunft,,,,,,,,,,,,,,,germany,,,
,,,zimmerei peter stock,,,,,,,,,,,,,,,germany,,,
,,,audensiel,,,,,,,,,,,,,,,france,,,
,,,ivnosys,,,,,,,,,,,,,,,spain,,,
,,,bmviv,,,,,,,,,,,,,,,portugal,,,
,,,progaming italia,,,,,,,,,,,,,,,italy,,,
,,,3kles consulting,,,,,,,,,,,,,,,france,,,
,,,best it,,,,,,,,,,,,,,,germany,,,
,,,mulconsa,,,,,,,,,,,,,,,spain,,,
,,,50nrth,,,,,,,,,,,,,,,germany,,,
,,,itfs,,,,,,,,,,,,,,,poland,,,
,,,selsey,,,,,,,,,,,,,,,poland,,,
,,,innocv solutions,,,,,,,,,,,,,,,spain,,,
,,,wow international logistics,,,,,,,,,,,,,,,germany,,,
,,,automobiles gerossier,,,,,,,,,,,,,,,france,,,
,,,rennova,,,,,,,,,,,,,,,finland,,,
,,,delecto,,,,,,,,,,,,,,,croatia,,,
,,,mardruk opakowania,,,,,,,,,,,,,,,poland,,,
,,,groupe satis tt,,,,,,,,,,,,,,,france,,,
,,,predica consulting services sp. z o.o. sp. komandytowa,,,,,,,,,,,,,,,poland,,,
,,,gogy,,,,,,,,,,,,,,,france,,,
,,,görges naturprodukte,,,,,,,,,,,,,,,germany,,,
,,,corvia (ticketer),,,,,,,,,,,,,,,united kingdom,,,
,,,manang,,,,,,,,,,,,,,,france,,,
,,,bestbion dx,,,,,,,,,,,,,,,germany,,,
,,,tenderhut (group),,,,,,,,,,,,,,,poland,,,
,,,dimensione eventi,,,,,,,,,,,,,,,italy,,,
,,,nuiteq,,,,,,,,,,,,,,,sweden,,,
,,,hifuture,,,,,,,,,,,,,,,italy,,,
,,,avamore capital,,,,,,,,,,,,,,,uk,,,
,,,solaris and more,,,,,,,,,,,,,,,germany,,,
,,,attachment,,,,,,,,,,,,,,,uk,,,
,,,g5 entertainment,,,,,,,,,,,,,,,sweden,,,
,,,temera,,,,,,,,,,,,,,,italy,,,
,,,clearcycle,,,,,,,,,,,,,,,uk,,,
,,,opteamis,,,,,,,,,,,,,,,france,,,
,,,best italian selection,,,,,,,,,,,,,,,italy,,,
,,,clicklearn,,,,,,,,,,,,,,,denmark,,,
,,,bannerflow,,,,,,,,,,,,,,,sweden,,,
,,,hajoona,,,,,,,,,,,,,,,germany,,,
,,,ca.tt.iva.,,,,,,,,,,,,,,,italy,,,
,,,codenor,,,,,,,,,,,,,,,spain,,,
,,,happybulle,,,,,,,,,,,,,,,france,,,
,,,castel,,,,,,,,,,,,,,,italy,,,
,,,metal art works,,,,,,,,,,,,,,,spain,,,
,,,stebu gerüstbau,,,,,,,,,,,,,,,germany,,,
,,,11 bit studios,,,,,,,,,,,,,,,poland,,,
,,,aurora energy research,,,,,,,,,,,,,,,uk,,,
,,,bacci,,,,,,,,,,,,,,,spain,,,
,,,scalehub,,,,,,,,,,,,,,,germany,,,
,,,selectra,,,,,,,,,,,,,,,france,,,
,,,minderest,,,,,,,,,,,,,,,spain,,,
,,,ibz ingenieurbüro zeisig,,,,,,,,,,,,,,,germany,,,
,,,emilia foods,,,,,,,,,,,,,,,italy,,,
,,,t.e.a.m. - ti educa a migliorare,,,,,,,,,,,,,,,italy,,,
,,,greendoor naturkosmetik,,,,,,,,,,,,,,,germany,,,
,,,treasury intelligence solutions,,,,,,,,,,,,,,,germany,,,
,,,mac-interiors,,,,,,,,,,,,,,,united kingdom,,,
,,,clair group,,,,,,,,,,,,,,,france,,,
,,,brainhub,,,,,,,,,,,,,,,poland,,,
,,,assitech,,,,,,,,,,,,,,,italy,,,
,,,identpro,,,,,,,,,,,,,,,germany,,,
,,,telesoftas,,,,,,,,,,,,,,,lithuania,,,
,,,esosphera,,,,,,,,,,,,,,,italy,,,
,,,siprol,,,,,,,,,,,,,,,italy,,,
,,,schott packaging,,,,,,,,,,,,,,,uk,,,
,,,coob - consorzio di cooperative sociali per l'inclusione lavorativa,,,,,,,,,,,,,,,italy,,,
,,,status beratungsgesellschaft,,,,,,,,,,,,,,,germany,,,
,,,charlidiscount.com,,,,,,,,,,,,,,,france,,,
,,,freebit,,,,,,,,,,,,,,,norway,,,
,,,sassi editore,,,,,,,,,,,,,,,italy,,,
,,,alba,,,,,,,,,,,,,,,italy,,,
,,,ballian techniki,,,,,,,,,,,,,,,greece,,,
,,,moods energy,,,,,,,,,,,,,,,italy,,,
,,,redshift consulting,,,,,,,,,,,,,,,portugal,,,
,,,trapizzino,,,,,,,,,,,,,,,italy,,,
,,,natuvion,,,,,,,,,,,,,,,germany,,,
,,,fintru,,,,,,,,,,,,,,,uk,,,
,,,global edilizia,,,,,,,,,,,,,,,italy,,,
,,,graziani,,,,,,,,,,,,,,,italy,,,
,,,disguise tech,,,,,,,,,,,,,,,uk,,,
,,,riepharm,,,,,,,,,,,,,,,germany,,,
,,,formind consulting,,,,,,,,,,,,,,,france,,,
,,,tpximpact,,,,,,,,,,,,,,,uk,,,
,,,lgs sportlab,,,,,,,,,,,,,,,italy,,,
,,,gia.cri,,,,,,,,,,,,,,,italy,,,
,,,consorzio cisa,,,,,,,,,,,,,,,italy,,,
,,,gestaweb 2020,,,,,,,,,,,,,,,spain,,,
,,,ashworth & parker,,,,,,,,,,,,,,,united kingdom,,,
,,,hostersi,,,,,,,,,,,,,,,poland,,,
,,,weiser brandschutz & technik,,,,,,,,,,,,,,,germany,,,
,,,fairfax and favor,,,,,,,,,,,,,,,uk,,,
,,,mon chasseur immo,,,,,,,,,,,,,,,france,,,
,,,h501,,,,,,,,,,,,,,,italy,,,
,,,coyo,,,,,,,,,,,,,,,germany,,,
,,,mebag,,,,,,,,,,,,,,,germany,,,
,,,fao consulting,,,,,,,,,,,,,,,france,,,
,,,gruppo del barba consulting,,,,,,,,,,,,,,,italy,,,
,,,glamora,,,,,,,,,,,,,,,italy,,,
,,,energineo,,,,,,,,,,,,,,,france,,,
,,,perrigot & ressicaud etablissement,,,,,,,,,,,,,,,france,,,
,,,osmii,,,,,,,,,,,,,,,united kingdom,,,
,,,exclaimer,,,,,,,,,,,,,,,uk,,,
,,,join business management consulting,,,,,,,,,,,,,,,italy,,,
,,,geosurveys – consultores em geofísica,,,,,,,,,,,,,,,portugal,,,
,,,interactive 3g,,,,,,,,,,,,,,,italy,,,
,,,etb electronics,,,,,,,,,,,,,,,germany,,,
,,,emilia foods,,,,,,,,,,,,,,,italy,,,
,,,ilp market,,,,,,,,,,,,,,,latvia,,,
,,,vennes,,,,,,,,,,,,,,,germany,,,
,,,piggy,,,,,,,,,,,,,,,the netherlands,,,
,,,360 private travel,,,,,,,,,,,,,,,uk,,,
,,,vinobeer,,,,,,,,,,,,,,,germany,,,
,,,aicrov,,,,,,,,,,,,,,,spain,,,
,,,laboratorio di analisi veterinarie la vallonea,,,,,,,,,,,,,,,italy,,,
,,,epassi,,,,,,,,,,,,,,,finland,,,
,,,atheneum partners,,,,,,,,,,,,,,,germany,,,
