ceo,name,country,founded,employees,industry
jeffrey craig sprecher,intercontinentalexchange,united states,2000,"8,858",diversified financials
ernie l. herrman,tjx cos,united states,1976,"340,000",retailing
johan thijs,kbc group,belgium,1935,"37,194",banking
ken murphy,tesco,united kingdom,1919,"345,000",retail and wholesale
yan shun chen,boe technology group,china,1993,"79,461",technology hardware & equipment
stephen allen schwarzman,blackstone,united states,1985,"3,795",diversified financials
nicholas k. akins,american electric,united states,1906,"16,688",utilities
shemara wikramanayake,macquarie group,australia,1985,"16,459",diversified financials
masumi kakinoki,marubeni,japan,1858,"45,470",trading companies
christian mumenthaler,swiss re ,switzerland,1863,"14,000",insurance
ezra y. yacob,eog resources,united states,1985,"2,800",oil & gas operations
stéphane dedeyan,cnp assurances,france,1959,"5,591",insurance
carlos rodriguez,automatic data processing,united states,1949,"56,000",business services & supplies
greg c. garland,phillips 66,united states,2012,"14,000",oil & gas operations
donnie king,tyson foods,united states,1935,"137,000","food, drink & tobacco"
josu jon imaz san miguel,repsol ,spain,1987,"23,900",oil & gas operations
masayuki hyodo,sumitomo,japan,1952,"74,920",trading companies
jan philipp jenisch,holcim,switzerland,1912,"69,672",construction
not found,altria group,united states,1919,"6,000","food, drink & tobacco"
gary e. dickerson,applied materials,united states,1967,"27,000",semiconductors
martin daum,daimler truck holding,germany,not found,not found,transportation
jing he chen,zijin mining group,china,1986,"43,876",materials
saeed bin mohammed al-ghamdi,the saudi national bank,saudi arabia,1953,"16,113",banking
jérôme lambert,richemont,switzerland,1988,"35,000","clothing, shoes, sports equipment"
françois jean henri pinault,kering,france,1963,"42,800","clothing, shoes, sports equipment"
fahad bin hussein al-sudairi,saudi electricity,saudi arabia,2000,not found,utilities
antoine bernard de saint-affrique,danone,france,1919,"98,105","food, soft beverages, alcohol & tobacco"
shoji muneoka,nippon steel ,japan,1950,"106,226",materials
hak cheol shin,lg chem,south korea,1947,"12,561",chemicals
roger c. hochschild,discover financial services,united states,1985,"16,700",banking and financial services
brian p. hannasch,couche tard,canada,1980,"124,000",food markets
jian hua zhang,huaxia bank,china,1992,"39,748",banking
david knibbe,nn group,netherlands,1845,"15,417",insurance
david c. benson,fannie mae,united states,1938,"7,400",business services & supplies
stephan sturm,fresenius,germany,1912,"316,078",health care equipment & services
daniel s. glaser,marsh & mclennan,united states,1905,"83,000",insurance
james michael cracchiolo,ameriprise financial,united states,1894,"12,000",diversified financials
tom polen,becton dickinson,united states,1897,"72,000",health care equipment & services
yuki kusumi,panasonic,japan,1918,"243,540",consumer durables
noriyuki hara,ms&ad insurance,japan,2008,"41,501",insurance
makoto inoue,orix,japan,1964,"33,153",business services & supplies
federico bazzoni,citic securities,china,1995,"23,696",diversified financials
hana al-rostamani,first abu dhabi bank,united arab emirates,1968,not found,banking
mirko bibic,bce,canada,1970,"49,781",telecommunications services
olivier le peuch,schlumberger,united states,1926,"92,000",oil & gas operations
richard (rich) k. templeton,texas instruments,united states,1930,"31,000","semiconductors, electronics, electrical engineering, technology hardware & equipment"
sunarso,bank rakyat indonesia (bri),indonesia,1895,"79,398",banking
william thomas winters,standard chartered,united kingdom,1969,"81,957",banking
albert jude manifold,crh,ireland,1970,"73,000","construction, oil & gas operations, mining and chemicals"
yan bingzhu,bank of beijing,china,1995,"15,490",banking
bob bakish,paramount,united states,2019,"22,965",media
ming ji,bank of jiangsu,china,2007,"15,363",banking
edward d. breen,dupont de nemours,united states,2017,"28,000","construction, oil & gas operations, mining and chemicals"
not found,gree electric appliances,china,1991,"83,952",consumer durables
sanjiv singh,indian oil,india,1959,"31,648",oil & gas operations
todd vasos,dollar general,united states,1939,"163,000",retailing
miguel patricio,kraft heinz company,united states,2015,"36,000","food, soft beverages, alcohol & tobacco"
khoon hong kuok,wilmar international,singapore,1991,"100,000","food, drink & tobacco"
michael j. devito,freddie mac,united states,1970,"7,318",business services & supplies
antonio neri,hewlett packard enterprise,united states,2015,"60,400","it, internet, software & services"
masamichi terabatake,japan tobacco,japan,1985,"55,381","food, drink & tobacco"
matteo del fante,poste italiane,italy,1925,"122,665",insurance
ee cheong wee,united overseas bank,singapore,1935,"24,346",banking
lie hong liu,china unicom,hong kong,2000,"242,497",telecommunications services
joseph w. gorder,valero energy,united states,1980,"9,813",oil & gas operations
james m. foote,csx,united states,1827,"20,900",transportation
carsten rasch egeriis,danske bank,denmark,1871,"21,754",banking
elizabeth anne gaines,fortescue metals group,australia,2003,"10,164",materials
shao jun huang,china railway construction,china,1948,"267,760",construction
stéphane bancel,moderna,united states,2010,"2,700",drugs & biotechnology
bradford banducci,woolworths,australia,1924,"210,067",food markets
qun feng li,anhui conch cement,china,1997,"46,714",construction
shantanu narayen,adobe,united states,1982,"25,988","it, internet, software & services"
christopher j. swift,hartford financial services,united states,1810,"18,100",insurance
ronald philip o'hanley iii,state street,united states,1792,"38,784",diversified financials
walid bin abdullah al-moqbel,al rajhi bank,saudi arabia,1957,"9,300",banking
hong shui sun,power construction corporation of china,china,2009,"132,125",construction
chihiro kanagawa,shin-etsu chemical,japan,1926,"24,069",chemicals
frank j. bisignano,fiserv,united states,1984,"26,000",business services & supplies
leonard s. schleifer,regeneron pharmaceuticals,united states,1988,"10,000",drugs & biotechnology
tsutomu sugimori,eneos holdings,japan,2010,"40,753",oil & gas operations
rajesh gopinathan,tata consultancy services,india,1968,"592,195",it software & services
kengo sakurada,sompo,japan,2010,"48,115",insurance
alfred stern,omv group,austria,1956,"22,434",oil & gas operations
patrick frost,swiss life holding,switzerland,1857,"10,000",insurance
youlian hu,bank of shanghai,china,1995,"12,932",banking
thomas a. bartlett,american tower,united states,1995,"2,291","telecommunications services, cable supplier"
scott douglas sheffield,pioneer natural resources,united states,1997,"1,932",oil & gas operations
ping luen kwok,sun hung kai properties,hong kong,1963,"38,500",construction
guang wu kou,wanhua chemical group,china,1998,"19,692",chemicals
torbjörn magnusson,sampo,finland,1909,"13,340",insurance
tie feng jiang,china merchants shekou industrial zone holdings,china,not found,"54,735",construction
hua gang li,haier smart home,china,1984,"104,874",consumer durables
craig arnold,eaton,ireland,1911,"85,947",capital goods
"tae-won chey, dong-hyun jang",sk,south korea,1962,"4,448",oil & gas operations
george r. oliver,johnson controls international,ireland,1885,"101,000",business services & supplies
gilberto tomazoni,jbs,brazil,1953,"250,000","food, drink & tobacco"
olayan mohammed al-wetaid,saudi telecom,saudi arabia,1998,"23,780",telecommunications services
john raymond witt,jardine matheson,bermuda,1832,"400,000",conglomerates
tracy a. robinson,canadian national railway,canada,1832,"22,604",transportation
kevin a. lobo,stryker,united states,1941,"25,000",health care equipment & services
pekka ilmari lundmark,nokia,finland,1865,"87,900","telecommunications services, cable supplier"
takeshi sugiyama,mitsubishi electric,japan,1921,"145,653",capital goods
makoto uchida,nissan motor,japan,1933,"132,324",consumer durables
thachat viswanath narendran,tata steel,india,1907,"73,962",materials
jean-françois m. l. van boxmeer,heineken,netherlands,1864,"82,257","food, drink & tobacco"
charles nicolas woodburn,bae systems,united kingdom,1999,"34,000",aerospace & defense
hatem mohamed galal ahmed dowidar,etisalat,united arab emirates,2004,"19,588",telecommunications services
philip eric rene,bt group,united kingdom,1980,"100,000","telecommunications services, cable supplier"
yi kuei wu,ctbc financial,taiwan,1966,"21,159",banking
leonid viktorovich mikhelson,novatek,russia,1994,not found,oil & gas operations
xin she lu,greenland holdings group,china,not found,"86,251",construction
markus krebber,rwe group,germany,1898,"18,246",utilities
masanori togawa,daikin industries,japan,1924,"88,000","engineering, manufacturing"
eilard friese,aegon,netherlands,1844,"22,271",insurance
yan hong li,baidu,china,2000,"45,500",it software & services
erik börje ekholm,ericsson,sweden,1876,"101,322",technology hardware & equipment
fujio mitarai,canon,japan,1937,"184,034",business services & supplies
rick beckwitt jon jaffe,lennar,united states,1954,"10,753",construction
sheng rong hu,bank of nanjing,china,1996,"13,592",banking
frans van houten,philips,netherlands,1891,"78,189",health care equipment & services
robert james gamgort,keurig dr pepper,united states,2018,"27,500","food, drink & tobacco"
guo qing chen,china yangtze power,china,2002,"4,036",utilities
kjerstin elisabeth braathen,dnb bank,norway,2003,"9,659",banking
lal karsanbhai,emerson electric,united states,1890,"86,700",capital goods
stefan bomhard,imperial brands,united kingdom,1901,"30,300","food, drink & tobacco"
david l. calhoun,boeing,united states,1916,"142,000",aerospace & defense
jeffrey l. harmening,general mills,united states,1866,"15,000","food, soft beverages, alcohol & tobacco"
amitabh chaudhry mba,axis bank,india,1993,"78,307",banking
laurent ferreira,national bank of canada,canada,1979,"21,000",banking and financial services
fabrizio freda,the estée lauder companies,united states,1946,"63,000",media & advertising
scott wellington wine,cnh industrial,united kingdom,1996,"71,895",capital goods
vivian prem watsa,fairfax financial,canada,1951,"39,040",insurance
kasper bo rørsted,adidas,germany,1949,"61,401","clothing, shoes, sports equipment"
florent menegaux,michelin group,france,1889,"124,000",automotive (automotive and suppliers)
alan h. shaw,norfolk southern,united states,1883,"18,100",transportation
daniel j. houston,principal financial group,united states,1879,"18,500",banking and financial services
jeffrey w. martin,sempra,united states,1998,"15,390",oil & gas operations
markus erdem rauramo,fortum,finland,1998,"19,140",utilities
germán larrea mota-velasco,grupo mexico,mexico,1942,"29,707",materials
david v. auld,d.r. horton,united states,1978,"11,788",construction
christopher eugene kubasik,l3harris technologies,united states,2019,"42,240",aerospace & defense
robert van dijk,naspers,south africa,1915,"28,445",media
simpiwe kenneth tshabalala,standard bank group,south africa,1862,"49,224",banking
francois l. poirier,tc energy,canada,1951,"7,017",oil & gas operations
vladimir olegovich potanin,norilsk nickel,russia,1993,not found,materials
francisco miguel reynés massanet,naturgy energy group,spain,1843,"7,366",oil & gas operations
jim fish,waste management,canada,1971,"48,500",utilities
carsten knobel,henkel,germany,1876,"52,450",household & personal products
li hsing tsai,mediatek,taiwan,1997,not found,semiconductors
hisayuki idekoba,recruit holdings ,japan,1960,"46,800",business services & supplies
hong wei fan,hengli petrochemical,china,1999,"35,650",capital goods
robert frenzel,xcel energy,united states,1909,"11,321",utilities
chuck magro,corteva,united states,2019,"21,000",chemicals
brian doubles,synchrony financial,united states,2003,"18,000",business services & supplies
ichiro kashitani,toyota tsusho,japan,1948,"64,402",trading companies
tetsuro toyoda,toyota industries,japan,1926,"66,947",consumer durables
pascal soriot mba,astrazeneca,united kingdom,1999,"83,100",drugs & biotechnology
meng de wang,sunac china holdings,china,2003,"64,436",construction
hai jun xia,china evergrande group,china,2006,"123,276",construction
shuichi ishibashi,bridgestone,japan,1931,"135,636",consumer durables
shayne kieth nelson,emirates nbd,united arab emirates,1963,"9,825",banking
keiichi yoshii,daiwa house industry,japan,1947,"48,807",construction
lei xu,jd.com,china,1998,"298,717",retailing
steven j. kean,kinder morgan,united states,1997,"11,000","construction, oil & gas operations, mining and chemicals"
zhi ping song,china national building,china,2005,"153,109",construction
greg d. carmichael,fifth third bank,united states,1858,"19,112",banking
alan patrick pullinger,firstrand,south africa,1966,"47,771",diversified financials
alexandre bompard,carrefour,france,1959,"321,000",retail and wholesale
takahito tokita,fujitsu,japan,1935,"126,371",technology hardware & equipment
johan torgeby,seb ab,sweden,1972,"15,500",banking
vladimir leonidovich bogdanov,surgutneftegas,russia,1990,"116,000",oil & gas operations
quan li,new china life insurance,china,1996,"34,434",insurance
dennis mark bristow,barrick gold,canada,1983,"21,869",materials
jens bjørn andersen,dsv panalpina,denmark,1976,"77,958",transportation
torsten leue,talanx,germany,1990,"23,954",insurance
nicholas jonathan read,vodafone,united kingdom,1984,"104,000","telecommunications services, cable supplier"
shuntaro furukawa,nintendo,japan,1889,"6,574",consumer durables
ham young-joo,hana financial group,south korea,2005,"21,997",banking
eui-sun chung,hyundai mobis,south korea,1977,"10,835",capital goods
gurdeep singh,ntpc,india,1975,"119,383",utilities
khairussaleh ramli,maybank,malaysia,1960,"46,000",banking and financial services
terrence a. duffy,cme group,united states,1898,"3,480",diversified financials
jasim husain ahmed thabet,taqa,united arab emirates,2005,not found,utilities
alexandre ricard,pernod ricard,france,1975,"18,500","food, soft beverages, alcohol & tobacco"
darmawan junaidi,bank mandiri,indonesia,1824,"37,840",banking
daniel alberto rodríguez cofré,femsa,mexico,1890,"320,752","food, drink & tobacco"
preston feight,paccar,united states,1972,"10,545",automotive (automotive and suppliers)
timothy p. cawley,consolidated edison,united states,1823,"13,871",utilities
"hiromichi iwasa, masanobu komoda",mitsui fudosan,japan,1941,"23,992",construction
huey chuan hsieh,evergreen marine corp. (taiwan),taiwan,not found,not found,transportation
hiroyuki ogawa,komatsu,japan,1921,"61,564",capital goods
shi bin wang,shaanxi coal industry,china,2008,"36,344",materials
yuan qing yang,lenovo group,hong kong,1984,"71,500",technology hardware & equipment
tadashi yanai,fast retailing,japan,1963,"55,589",retailing
david adam schwimmer,london stock exchange,united kingdom,1802,"23,261",diversified financials
rolf buch,vonovia,germany,1998,"15,871",construction
amanda blanc,aviva,united kingdom,2000,"27,463",insurance
john g. morikis,sherwin-williams,united states,1866,"60,000","construction, oil & gas operations, mining and chemicals"
teiichi goto,fujifilm holdings,japan,1934,"73,275",consumer durables
sasan goodarzi,intuit,united states,1983,"13,500",it software & services
tim archer,lam research,united states,1980,"16,300","semiconductors, electronics, electrical engineering, technology hardware & equipment"
bernhard spalt,erste group bank,austria,2008,"44,773",banking and financial services
dennis r. glass,lincoln national,united states,1968,"10,848",insurance
david l. gitlin,carrier global,united states,1915,"58,000",capital goods
w. erik carlson,dish network,united states,1980,"14,500",media
yan jiang li,china coal energy,china,2006,"44,356",materials
nikolai setzer,continental,germany,1871,"193,000",automotive (automotive and suppliers)
andrey leonidovich kostin,vtb bank,russia,1990,not found,banking
tsuneo murata,murata manufacturing,japan,1944,"75,184",technology hardware & equipment
sekharipuram narayan subrahmanyan,larsen & toubro,india,1938,"360,826",construction
jeffrey j. brown,ally financial,united states,1919,"10,500",banking and financial services
lei ding,netease,china,1997,"32,064",it software & services
jahja setiaatmadja,bank central asia,indonesia,1955,"25,370",banking
james rowan,volvo car,sweden,2010,not found,consumer durables
charles j. g. brindamour,intact financial,canada,1809,"28,149",insurance
mads nipper,orsted,denmark,1972,"6,836",oil & gas operations
tom linebarger,cummins,united states,1919,"58,000","engineering, manufacturing"
alan s. armstrong,williams,united states,1908,"4,783",oil & gas operations
aiman ezzat,capgemini,france,1967,"324,684",it software & services
not found,prologis,united states,1993,not found,real estate
patrice caine,thales,france,1949,"81,000",aerospace & defense
olivier roussat,bouygues,france,1952,"124,651",construction
jose marcos ramírez miguel,banorte,mexico,1899,"21,878",banking
tzar kuoi li,ck asset holdings,hong kong,2015,"54,000",construction
christel heydemann,orange,france,1988,"132,002",telecommunications services
detlef a. trefzger,kuehne & nagel international,switzerland,1890,"78,087",transportation
gregory a. heckman,bunge,united states,1818,"22,000","food, drink & tobacco"
young-muk jeon,samsung life insurance,south korea,1957,"5,250",insurance
rangarajan govind raghuram,vmware,united states,1998,"37,500",it software & services
vivek sankaran,albertsons,united states,1939,"300,000",food markets
yong cai sun,crrc,china,2007,"160,656",capital goods
bob sulentic ,cbre group,united states,1906,"105,000",construction
taro shimada,toshiba,japan,1875,"125,648",conglomerate
"keum-yong chung, jung-suk koh",samsung c&t,south korea,1963,"8,819",trading companies
salil s. parekh,infosys,india,1981,"335,000",it software & services
mark thomas fitzpatrick,prudential,united kingdom,1848,"14,486",banking and financial services
yao meng xiao,yankuang energy group,china,1997,"63,869",materials
keith edward creel,canadian pacific railway,canada,1881,"11,834",transportation
james s. tisch,loews,united states,1954,"10,340",insurance
toshiki kawai,tokyo electron,japan,1963,"14,479",semiconductors
joo-wan cho,lg electronics,south korea,1958,"36,499",consumer durables
paul roger perreault,csl,australia,1916,"25,000",drugs & biotechnology
seetarama kotagiri,magna international,canada,1957,"158,000",consumer durables
vincent t. roche,analog devices,united states,1965,"24,700","semiconductors, electronics, electrical engineering, technology hardware & equipment"
masatoshi kimata,kubota,japan,1890,"43,293",capital goods
seifi ghasemi,air products & chemicals,united states,1940,"20,875",chemicals
thomas r. palmer,newmont mining,united states,1921,"31,000",materials
terrence r. curtin,te connectivity,switzerland,2007,"89,000",technology hardware & equipment
gregory c. case,aon,ireland,1982,"50,000",insurance
darren entwistle,telus,canada,1990,"90,800",business services & supplies
michael a. witynski,dollar tree,united states,1986,"210,565",retailing
christopher m. gorman,keycorp,united states,1958,"18,180",banking
carl aaron hess,wtw,united kingdom,1828,"44,200",insurance
ren kang shen,china zheshang bank,china,1993,"17,288",banking
robert scott,wesfarmers,australia,1914,"114,000",food markets
osamu suzuki,suzuki motor,japan,1909,"68,739",consumer durables
corie barry,best buy,united states,1966,"105,000",retail and wholesale
gregory w. becker,svb financial group,united states,1983,"6,567",banking
lisa t. su,advanced micro devices,united states,1969,"15,500",semiconductors
richard r. whitt iii thomas s. gayner,markel,united states,1930,"20,300",banking and financial services
ying lin qin,muyuan foodstuff,china,2000,"121,995","food, drink & tobacco"
michael d. hsu,kimberly-clark,united states,1872,"45,000",packaged goods
jens olof henriksson,swedbank,sweden,1991,"17,700",banking
brian j. humphries,cognizant,united states,1994,"330,600",it software & services
wendell p. weeks,corning,united states,1851,"61,000","engineering, manufacturing"
jochen hanebeck,infineon technologies,germany,1999,"50,280","semiconductors, electronics, electrical engineering, technology hardware & equipment"
bruce winfield van,citizens financial group,united states,1828,"17,463",banking
rick muncrief,devon energy,united states,1971,"1,600",oil & gas operations
atsushi katsuki,asahi group holdings,japan,1949,"30,020","food, drink & tobacco"
sharad mahendra,jsw steel,india,1994,"35,585",materials
jeffrey k. storey,lumen technologies,united states,1968,"36,000","telecommunications services, cable supplier"
"john m. turner, jr.",regions financial,united states,1971,"19,626",banking and financial services
carina åkerström,svenska handelsbanken,sweden,1871,"10,791",banking and financial services
paul c. reilly,raymond james financial,united states,1962,"20,021",diversified financials
chuan fu wang,byd,china,1995,"288,200",consumer durables
ernest scott santi,illinois tool works,united states,1912,"45,000",capital goods
lei chen,pinduoduo,china,not found,not found,retailing
robert a. kotick,activision blizzard,united states,2008,"9,800",consumer durables
michael thomas fries,liberty global,united kingdom,2005,"11,200",media
not found,colgate-palmolive,united states,1806,"33,800",household & personal products
alistair phillips-davies,sse,united kingdom,1989,"12,512",utilities
ming tsou,nan ya plastics,taiwan,1958,not found,chemicals
arnaud roy de puyfontaine,vivendi,france,1853,"33,200",telecommunications services
josé e. almeida,baxter international,united states,1931,"60,000",health care equipment & services
chen qiyu xu xiaoliang,fosun international,china,1992,"96,000",insurance
xu guang tan,weichai power,china,2002,"42,953",capital goods
michael j. nolan,fidelity national financial,united states,1847,"28,290",insurance
thomas l. williams,parker-hannifin,united states,1918,"54,640",capital goods
sunil duggal,vedanta limited,india,1976,"70,089",materials
tae-seung son,woori financial group,south korea,2001,"26,000",diversified financials
kevin p. hourican,sysco,united states,1969,"58,000",food markets
andrew richard penn,telstra,australia,1975,"27,015",telecommunications services
thomas gottstein phd,credit suisse group,switzerland,1856,"50,110",banking
anthony staffieri,rogers communications,canada,1960,"23,000",telecommunications services
rené f. jones,m&t bank,united states,1856,"17,569",banking
michael f. mahoney,boston scientific,united states,1979,"41,000",health care equipment & services
pedro j. pizarro,edison international,united states,1886,"13,003",utilities
vincent marie claude bolloré,financiere de l'odet,france,1929,not found,transportation
not found,sumitomo mitsui trust,japan,2002,"22,139",banking
leo denault,entergy,united states,1913,"12,500",utilities
urs schaeppi,swisscom,switzerland,1998,"18,905",telecommunications services
frank mastiaux,enbw-energie baden,germany,1997,"26,064",utilities
yang zhong hu,hikvision,china,2001,"52,752",technology hardware & equipment
", yuichi tsuji",nippon yusen,japan,1885,"35,057",transportation
james m. loree,stanley black & decker,united states,1843,"71,300","semiconductors, electronics, electrical engineering, technology hardware & equipment"
pierce h. norton ii,oneok,united states,1906,"2,847",oil & gas operations
anthony capuano,marriott international,united states,1927,"97,000",travel & leisure
david m. zaslav,warner bros. discovery,united states,2022,"11,000",media
wei wang,s.f. holding,china,1993,"177,129",business services & supplies
ed bastian,delta air lines,united states,1924,"81,000",transportation and logistics
arun kumar singh,bharat petroleum,india,1928,"32,701",oil & gas operations
jeff miller,halliburton,united states,1919,"40,000",oil & gas operations
bongani nqwababa,metallurgical corp of china,china,2008,"97,972",construction
michael g. o'grady,northern trust,united states,1889,"21,100",banking
ralph dominik von,heidelbergcement,germany,1874,"51,209",construction
hsi chin wang,china steel,taiwan,1971,"28,648",materials
james j. judge,eversource energy,united states,1996,"9,227",utilities
hongfu yu,sany heavy industry,china,1994,"24,586",capital goods
axel dumas emile hermès,hermès international,france,1837,"17,595",retail and wholesale
mark s. sutton,international paper,united states,1898,"31,000",materials
levent çakiroglu,koç holding,turkey,1963,"105,908",oil & gas operations
shigenobu nagamori,nidec,japan,1973,"114,371",capital goods
xing wang,meituan ,china,2010,"100,033",it software & services
uday kotak,kotak mahindra bank,india,1985,"73,000",diversified financials
donald r. lindsay,teck resources,canada,1906,"10,600",materials
robert e. jordan,southwest airlines,united states,1967,"55,000",transportation and logistics
theodor weimer,deutsche boerse,germany,1990,"10,200",diversified financials
adam schechter,labcorp,united states,1978,"75,500",health care equipment & services
xiao min gu,china tower corp.,china,2014,"23,300",telecommunications services
naoki kuroda,inpex,japan,2006,"3,189",oil & gas operations
damian paul gammell,coca-cola european partners,united kingdom,2016,"33,200","food, soft beverages, alcohol & tobacco"
tao zou,wuliangye yibin,china,1998,"25,882","food, drink & tobacco"
wing mau hui,shimao property holdings,hong kong,2004,"24,334",construction
takashi tsukioka,idemitsu kosan,japan,1911,"14,044",oil & gas operations
ming tsao,formosa petrochemical,taiwan,1992,not found,oil & gas operations
jay a. brown,crown castle international,united states,1994,"5,000",diversified financials
steven e. strah,firstenergy,united states,1997,"12,395",utilities
jiong jiong xiang,rongsheng petrochemical,china,1995,"13,962",household & personal products
satish p. pai,hindalco industries,india,1958,"23,555",materials
zhen shan chen,bank of hangzhou,china,1996,"10,456",banking
makoto uchida,renault,france,1898,"156,466",consumer durables
basar shueb,international holding company,united arab emirates,1998,not found,"food, drink & tobacco"
steven j. johnston,cincinnati financial,united states,1950,"5,166",insurance
hirotaka sugiyama,mitsubishi estate,japan,1937,"9,982",construction
lourenco goncalves,cleveland-cliffs,united states,1847,"25,500","construction, oil & gas operations, mining and chemicals"
florentino pérez rodríguez,grupo acs,spain,1997,"122,502",construction
li gang gao,cgn power,china,2014,"18,248",utilities
chien shen chang,ase technology holding,taiwan,1984,"68,000",semiconductors
koji kakigi,jfe holdings,japan,2002,"64,371",materials
jerry norcia,dte energy,united states,1996,"10,300",utilities
bo zhang,china hongqiao group,china,1994,"42,650",materials
kurt sievers,nxp semiconductors,netherlands,2006,"31,000",semiconductors
david v. goeckeler,western digital,united states,1970,"65,000","semiconductors, electronics, electrical engineering, technology hardware & equipment"
glenn d. fogel,booking holdings,united states,1996,"20,300",business services & supplies
motoya okada,aeon,japan,1926,not found,food markets
michael j. roffler,first republic bank,united states,1985,"6,295",banking
not found,lufax holding,china,2005,"87,240",it software & services
mats rahmström,atlas copco,sweden,1873,"43,000","engineering, manufacturing"
gary norcross,fidelity national information (fis),united states,2006,"55,000","it, internet, software & services"
jean-marc gilson,mitsubishi chemical,japan,2005,"69,607",chemicals
miguel stilwell de andrade,edp-energias de portugal,portugal,1976,"12,236",utilities
goro yamaguchi,kyocera,japan,1959,"78,490",technology hardware & equipment
yong da zheng,xiamen c&d,china,1998,"26,761",trading companies
"william c. rhodes, iii",autozone,united states,1979,"100,000",retailing
zhao jun yin,china taiping insurance,hong kong,1931,"68,446",insurance
alexander j. pourbaix,cenovus energy,canada,1881,"5,938",oil & gas operations
matti lehmus,neste,finland,1948,"4,845",oil & gas operations
hans dieter pötsch,porsche automobil holding,germany,1930,882,consumer durables
gudrun helena lundberg helmersson,h&m - hennes & mauritz,sweden,1947,"107,375","clothing, shoes, sports equipment"
erik engstrom,relx,united kingdom,1903,"33,500",business services & supplies
patricia k. poppe,pg&e,united states,1995,"26,000",utilities
jon vander ark,republic services,united states,1998,"35,000",business services & supplies
barbara rentler,ross stores,united states,1982,"100,000",retailing
not found,wec energy group,united states,1981,"6,938",utilities
mike kaufmann,cardinal health,united states,1971,"48,000",retail and wholesale
bill nash,carmax,united states,1993,"32,647",retailing
ming yang wang,china development financial,taiwan,2001,"13,197",banking
tariq abdulrahman saleh al-sadhan,riyad bank,saudi arabia,1983,"5,214",banking
steve hasker,thomson reuters,united states,2008,"24,400",media & advertising
nikolay petrovich tokarev,transneft,russia,1993,not found,oil & gas operations
kevin m. murphy,ferguson,united kingdom,1887,"34,352",trading companies
ari bousbib,iqvia,united states,1982,"79,000",drugs & biotechnology
alejandro nicolas aguzin,hong kong exchanges,hong kong,2000,"2,307",diversified financials
michael h. mcgarry,ppg ,united states,1883,"27,500","construction, oil & gas operations, mining and chemicals"
peng li,legend holding,china,1984,"75,000",technology hardware & equipment
christophe beck,ecolab,united states,1923,"47,000",business services & supplies
zhi ming li,sinopharm group,china,2003,"113,234",drugs & biotechnology
lai chun wang,luxshare precision industry,china,2004,"137,284",technology hardware & equipment
xiao ping lü,seazen group,china,1996,"32,105",construction
jeffrey steven sloan,global payments,united states,2000,"25,000",business services & supplies
hong shui sun,china energy engineering,china,2014,"115,325",construction
olivier andriès,safran,france,1984,"76,800",aerospace & defense
douglas l. peterson,s&p global,united states,1888,"22,850",business services & supplies
stephen d. steinour,huntington bank,united states,1866,"18,442",banking
marc grandisson,arch capital group,bermuda,1995,"5,200",insurance
laura l. prieskorn,jackson financial,united states,not found,"3,500",diversified financials
chanan friedman,bank leumi,israel,1902,"8,516",banking
dave s. regnery,trane technologies,ireland,1885,"39,557",conglomerates
antoine frérot,veolia environnement,france,1853,"220,000",utilities
gregory d. johnson,o'reilly automotive,united states,1957,"83,636",retailing
michel vounatsos,biogen,united states,1978,"9,610",drugs & biotechnology
arthur sadoun,publicis groupe,france,1926,"79,051",media
keum choon soo,hanwha,south korea,1952,"4,751",trading companies
james calvin o'rourke,the mosaic company,united states,2004,"13,000","construction, oil & gas operations, mining and chemicals"
gopal vittal,bharti airtel,india,1995,"48,600",telecommunications services
hong chen han,daqin railway,china,2004,"96,108",transportation
dara khosrowshahi,uber,united states,2009,"29,300",it software & services
jean-marc chery,stmicroelectronics,switzerland,1987,"48,000","semiconductors, electronics, electrical engineering, technology hardware & equipment"
jun can huang,gemdale,china,1988,"11,763",construction
hans de cuyper,ageas,belgium,1824,"10,101",insurance
tzu liang,quanta computer,taiwan,1988,not found,technology hardware & equipment
galen g. weston jr.,george weston,canada,1882,"215,000",food markets
devin w. stockfish,weyerhaeuser,united states,1900,"9,214",diversified financials
seung-il cheong,korea electric power,south korea,1915,not found,utilities
lachlan keith murdoch,fox,united states,2015,"9,000",media
seiji izumisawa,mitsubishi heavy industries,japan,1934,"79,974",capital goods
mark d. millet,steel dynamics,united states,1993,"10,640","engineering, manufacturing"
akinori yamamoto,keyence,japan,1972,"8,380",technology hardware & equipment
zhen guo li,longi green energy technology,china,2000,"46,631",semiconductors
laxman narasimhan mba,reckitt benckiser group,united kingdom,1823,"52,303",household & personal products
pramod agrawal,coal india,india,1973,"259,016",materials
kanshiro toyoda,aisin seiki,japan,1949,"118,359",consumer durables
arthur william stein,digital realty trust,united states,2004,"3,030",diversified financials
günter karl butschek,tata motors,india,1945,"50,837",consumer durables
kazuhiro higashi,resona holdings,japan,2001,"20,308",banking
david e. simon,simon property group,united states,1993,"3,300",diversified financials
jong-won yoon,industrial bank of korea,south korea,1961,"12,603",banking
richard kendall lancaster,clp holdings,hong kong,1901,"8,116",utilities
isam jassim al-sager,national bank of kuwait ,kuwait,1952,not found,banking
kuan moon yuen,singtel,singapore,1879,"22,000",telecommunications services
brian armstrong,coinbase,united states,2012,"3,730",it software & services
david j. lesar,centerpoint energy,united states,1882,"12,901",utilities
