headquarters,founded,area_served,industry,name,sector,notes
dublin,2005,,telecommunications,three ireland,fixed line telecommunications,part of ck hutchison holdings (hong kong)
borrisoleigh,1986,,consumer goods,tipperary natural mineral water,beverages,"mineral water, part of the gleeson group"
dublin,1997,,consumer services,today fm,broadcasting & entertainment,subsidiary of communicorp
swords,1871,,conglomerate,trane technologies,-,-
dublin,2015,,industrials,transport infrastructure ireland,heavy construction,national road and public transport infrastructure
dublin,1998,,consumer services,virgin media television,broadcasting & entertainment,"television, part of virgin media ireland"
dublin,1948,,health care,udg healthcare,pharmaceuticals,health care support
dublin,1836,,financials,ulster bank,banks,"big four bank, part of natwest group (uk)"
derry,2006,,consumer services,ulsterbus foyle,travel & tourism,"bus, part of northern ireland transport holding company"
belfast,1967,,consumer services,ulsterbus,travel & tourism,"bus, part of northern ireland transport holding company"
purcellsinch,1957,,financials,vhi healthcare,life insurance,health insurance
dublin,2005,,telecommunications,virgin media ireland,fixed line telecommunications,subsidiary of liberty global (us)
dublin,2000,,technology,vizor,software,creator of regulator software for central banks
dublin,1984,,telecommunications,vodafone ireland,mobile telecommunications,"subsidiary of vodafone (uk), formerly eircell"
belfast,2007,,consumer services,wireless group,broadcasting & entertainment,radio and television
ballymena,1946,,industrials,wrightbus,commercial vehicles & trucks,coach-builder
turin,1988,,industrials,a&g management consulting,business support services,management consulting
brescia,2008,,utilities,a2a,multiutilities,"gas, water, electricity distribution"
turin,1949,,consumer goods,abarth,automobiles,"road and race cars, part of stellantis"
gornate-olona,1973,,industrials,abon plastic,containers & packaging,containers
varese,1912,,industrials,aermacchi,aerospace,"aircraft, defunct 2003, now leonardo s.p.a."
rome,1926,,oil & gas,agip,oil & gas refining & marketing,retail fuel marketing
rome,2000,,industrials,agustawestland,aerospace & defense,"helicopters, part of leonardo s.p.a."
alessandria,1946,,consumer goods,agv,auto parts,helmets
villafranca di verona,1991,,consumer services,air dolomiti,airlines,"regional airline, part of lufthansa (germany)"
fiumicino,1983,,consumer services,air one,airlines,"airline, defunct 2014, merged in alitalia"
veggiano,1972,,consumer goods,alan,recreational products,bicycles
venegono superiore,2012,,industrials,alenia aermacchi,aerospace,"defunct 2015, merged into leonardo s.p.a."
rome,1990,,industrials,alenia aeronautica,aerospace,"defunct 2012, merged into leonardo s.p.a."
omegna,1921,,consumer goods,alessi,durable household products,"design objects, kitchenware"
turin,1910,,consumer goods,alfa romeo,automobiles,"road and race cars, part of stellantis"
fiumicino,1999,,consumer services,alitalia,airlines,"flag carrier, defunct 2020"
milan,1898,,financials,alleanza assicurazioni,life insurance,life insurance
asolo,1963,,consumer goods,alpinestars,clothing & accessories,sportswear
morrovalle,1985,,consumer goods,andrea moda,clothing & accessories,fashion
rome,1919,,health care,angelini,pharmaceuticals,pharmaceuticals
rome,1933,,oil & gas,anonima petroli italiana,petroleum products,petrochemical industry
genoa,1853,,utilities,ansaldo energia,conventional electricity,power
genoa,2006,,industrials,ansaldo sts,railroads,railway signaling and support
noale,1945,,consumer goods,aprilia,automobiles,motorbikes
milan,1947,,consumer goods,arflex,furnishings,contemporary furniture
milan,1975,,consumer goods,armani,clothing & accessories,fashion house
segrate,1907,,consumer services,arnoldo mondadori editore,publishing,publishing house
pregnana milanese,1960,,consumer goods,artemide,furnishings,design objects
trieste,1831,,financials,assicurazioni generali,full line insurance,insurance
monza,1921,,consumer goods,atala,recreational products,bicycles
milan,1995,,consumer goods,autobianchi,automobiles,"automobiles, production ceased"
rozzano,1947,,consumer services,autogrill,food retailers & wholesalers,catering
rome,1908,,industrials,avio,aerospace & defense,aerospace manufacturing
turin,1969,,industrials,azimut yachts,shipbuilding,yachts
campogalliano,2000,,consumer goods,b engineering,automobiles,road cars
novedrate,1966,,consumer goods,b&b italia,furnishings,modern furniture
san mauro pascoli,1910,,consumer goods,baldinini,footwear,shoes
genoa,1483,,financials,banca carige,banks,bank
siena,1472,,financials,banca monte dei paschi di siena,banks,oldest operating bank in the world
rome,1913,,financials,banca nazionale del lavoro,banks,bank
milan,1865,,financials,banca popolare di milano,banks,"bank, part of banco bpm"
verona,2007,,financials,banco popolare,banks,"bank, defunct 2016"
forlì,1946,,consumer goods,bandini automobili,automobiles,"road and race cars, defunct 1992"
parma,1877,,consumer goods,barilla group,food products,"food, pasta"
san zenone degli ezzelini,1977,,consumer goods,basso bikes,recreational products,bicycles
urbino,1967,,industrials,benelli armi spa,defense,firearms
pesaro,1911,,consumer goods,benelli,automobiles,"motorbikes, defunct 2005, sold to chinese qianjiang motorcycle"
viareggio,1873,,industrials,benetti,shipbuilding,shipbuilding
ponzano veneto,1965,,consumer goods,benetton group,clothing & accessories,fashion
montano lucino,1964,,consumer services,bennet,food retailers & wholesalers,supermarkets
brescia,1526,,industrials,beretta,defense,firearms
lucca,1865,,consumer goods,bertolli,food products,"food, olive oil, part of unilever (uk/netherlands)"
rignano sull'arno,1904,,consumer goods,beta,automobiles,motorbikes
vigasio,1994,,consumer goods,bettanin & venturi,footwear,men's footwear
milan,1885,,consumer goods,bianchi,recreational products,world's oldest bicycle manufacturer
rimini,1973,,consumer goods,bimota,automobiles,motorbikes
lissone,1958,,consumer goods,birel,automobiles,karts
rimini,1997,,consumer goods,birra amarcord,brewers,brewery
assemini,1912,,consumer goods,birra ichnusa,brewers,brewery
biella,1846,,consumer goods,birra menabrea,brewers,brewery
udine,1859,,consumer goods,birra moretti,brewers,"brewery, part of heineken international (netherlands)"
induno olona,1877,,consumer goods,birrificio angelo poretti,brewers,"brewery, part of the carlsberg group (denmark)"
livorno,1964,,consumer goods,bizzarrini,automobiles,"automobiles, defunct 1969"
fiumicino,1998,,consumer services,blue panorama airlines,airlines,private airline
carpi,1977,,consumer goods,blufin,clothing & accessories,"fashion house, bluemarine"
milan,1929,,consumer services,bompiani,publishing,publishing house
potenza picena,1937,,consumer goods,bontempi,recreational products,musical instruments
montegranaro,2004[6],,consumer goods,bontoni,footwear,men's shoes
milan,1922,,consumer goods,borrani,tires,wheels
alessandria,1857,,consumer goods,borsalino,clothing & accessories,hats
cavarzere,1924,,consumer goods,bottecchia,recreational products,bicycles
vicenza,1966,,consumer goods,bottega veneta,clothing & accessories,fashion
parma,1959,,industrials,b-p battioni e pagani s.p.a.,commercial vehicles & trucks,forklifts
florence,1954,,consumer goods,braccialini,clothing & accessories,leather accessories
milan,1927,,health care,bracco group,pharmaceuticals,pharmaceuticals
brescia,1886,,industrials,breda,industrial engineering,defunct
stezzano,1961,,consumer goods,brembo,auto parts,automotive braking systems
rome,1945,,consumer goods,brioni,clothing & accessories,"menswear, part of kering (france)"
pordenone,1945,,consumer goods,brionvega,consumer electronics,"electronics, mobile phones"
turin,1935,,consumer goods,brondi,consumer electronics,"electronics, mobile phones"
perugia,1978,,consumer goods,brunello cucinelli,clothing & accessories,fashion
bologna,1936,,consumer goods,bruno magli,footwear,shoes and leather goods
sansepolcro,1827,,consumer goods,buitoni,food products,"food, pasta, part of nestlé (switzerland)"
rome,1884,,consumer goods,bulgari,clothing & accessories,jewelry
casale monferrato,1999,,industrials,buzzi unicem,building materials & fixtures,"cement, concrete"
fiumicino,2006,,consumer services,c.a.i. second,airlines,"airline, defunct 2015"
varese,1978,,consumer goods,cagiva,automobiles,motorbikes
rome,1999,,consumer services,caltagirone editore,publishing,publishing house
capolona,1945,,consumer goods,calzaturificio fratelli soldini,footwear,shoes
milan,1995,,financials,cambiocasa,real estate holding & development,developer
vicenza,1933,,consumer goods,campagnolo,recreational products,bicycle supplies
milan,1860,,consumer goods,campari group,beverages,drinks
sovico,1934,,consumer goods,canali,clothing & accessories,menswear
brugherio,1945,,consumer goods,candy,durable household products,"appliances, part of haier (china)"
rome,1913,,consumer goods,caraceni,clothing & accessories,clothing
bologna,1944,,consumer goods,carpigiani,durable household products,ice cream machines
padua,1956,,consumer goods,carrera sunglasses,clothing & accessories,glasses
milan,1919,,industrials,carrozzeria boneschi,commercial vehicles & trucks,coachbuilder
milan,1849,,industrials,carrozzeria castagna,commercial vehicles & trucks,coachbuilder
turin,1916,,industrials,carrozzeria ghia,commercial vehicles & trucks,coachbuilder
milan,1967,,industrials,carrozzeria marazzi,commercial vehicles & trucks,coachbuilder
modena,1951,,industrials,carrozzeria scaglietti,commercial vehicles & trucks,"coachbuilder, defunct"
milan,1926,,industrials,carrozzeria touring,commercial vehicles & trucks,coachbuilder
milan,1808,,consumer services,casa ricordi,publishing,classical music
meda,1927,,consumer goods,cassina s.p.a.,furnishings,furniture
recanati,1914,,consumer goods,castagnari,recreational products,musical instruments
