headquarters,founded,area_served,industry,name,sector,notes
stockholm,1863,,financials,stockholm stock exchange,investment services,"stock exchange, part of nasdaq nordic"
stockholm,1856,,financials,stockholms enskilda bank,banks,"bank, defunct 1972, merged into seb"
nyköping,1947,,utilities,studsvik,conventional electricity,power
stockholm,1956,,consumer services,sveriges television,broadcasting & entertainment,swedish national public tv broadcaster
stockholm,1997,,industrials,sweco,business support services,"consulting, part of investment ab latour"
stockholm,1820,,financials,swedbank (föreningssparbanken),banks,bank
stockholm,1915,,consumer goods,swedish match,tobacco,tobacco products
stockholm,,,livestock,swedish meats,meat,
stockholm,2001,,health care,swedish orphan biovitrum,health care providers,specialty healthcare
solna,1972,,industrials,swedish space corporation,aerospace,space
gothenburg,2005,,industrials,swegon,industrial machinery,"ventilation systems, part of investment ab latour"
stockholm,1989,,telecommunications,symsoft,mobile telecommunications,mobile services
stockholm,2003,,industrials,synergon,business support services,ipo protection
stockholm,1990,,technology,syncron international ab,software,software
malmö,2004,,technology,tarsier studios,software,video games
stockholm,1993,,telecommunications,tele2,fixed line telecommunications,telecommunications provider
malmö,1983,,technology,telelogic,software,"software, part of ibm (us)"
stockholm,2003,,telecommunications,telia company,mobile telecommunications,mobile networks
stockholm,1992,,consumer services,teracom,broadcasting & entertainment,terrestrial broadcaster
lund,2004,,telecommunications,terranet ab,mobile telecommunications,mobile network
lund/pully,1951,,industrials,tetra pak,containers & packaging,food packaging
hillerstorp,1942,,consumer goods,thule group,automobiles,automotive
stockholm,1999,,technology,tradedoubler,internet,internet marketing
stockholm,2000,,telecommunications,transmode,fixed line telecommunications,network solutions
trelleborg,1905,,industrials,trelleborg,business support services,engineering
stockholm,1992,,telecommunications,trio ab,fixed line telecommunications,telecommunications
stockholm,2009,,technology,truecaller,software,mobile identification
stockholm,2008,,financials,trustly,banks,online banking payments
stockholm,1984,,consumer services,tv4 group,broadcasting & entertainment,media
hagfors,1668,,basic materials,uddeholms ab,iron & steel,"steel, a part of voestalpine (austria)"
umeå,1887,,utilities,umeå energi,conventional electricity,power
stockholm,2009,,consumer goods,urbanears,recreational products,headphones
stockholm,1917,,consumer goods,v&s group,soft drinks,beverages
södertälje,1891,,industrials,vabis,diversified industrials,defunct 1911
stockholm,1909,,utilities,vattenfall,conventional electricity,state power
alvesta,1969[15],,basic materials,vida ab,forestry,sawmills
gothenburg,1927,,industrials,volvo,commercial vehicles & trucks,industrial vehicles
gothenburg,1968,,industrials,volvo buses,commercial vehicles & trucks,bus manufacturer
gothenburg,2001,,financials,volvo financial services,investment services,"financing and insurance, part of volvo"
skövde,1907,,consumer goods,volvo penta,auto parts,"engines, part of volvo"
gothenburg,1928,,industrials,volvo trucks,commercial vehicles & trucks,"trucks, part of volvo"
huskvarna,1872,,consumer goods,vsm group,durable household products,"sewing machines, part of svp worldwide"
stockholm,1934,,industrials,wallenius lines,marine transportation,shipping
skellefteå,1919,,consumer goods,wasabröd,food products,"bread, now part of barilla group (italy)"
stockholm,1994,,consumer services,wayne's coffee,restaurants & bars,coffeehouse chain
stockholm,1999,,consumer goods,wesc,clothing & accessories,clothing
malmö,1994,,consumer services,wg film,broadcasting & entertainment,film production
stockholm,1969,,technology,wm-data,software,"it consulting, defunct 2008"
stockholm,2003,,consumer services,x5 music group,broadcasting & entertainment,music recordings
taipei,2004,worldwide,food and beverage,85°c bakery cafe,,
taipei,2004,worldwide,smartphones,10.or,,
"lanham, maryland",2008,global,smartphones,2u (company),,
london,1945,,corporate finance,3i,,
london,0,worldwide,conglomerate,3m,,
london,1927,,retail (convenience stores),7-eleven,,
wieliczka,2007,europe,textile,4f (company),,
"ch??, tokyo",0,36 countries,food biotechnology,ajinomoto,,
amsterdam,0,,financial services,abn amro,,
illinois,1888,worldwide,health care medical devices pharmaceutical,abbott laboratories,,
"danvers, massachusetts",1981,,medical devices,abiomed,,
"north chicago, illinois",2013,worldwide (170+ countries),biopharmaceutical,abbvie,,
dublin,1989,worldwide,professional services information technology consulting,accenture,,
collins street,0,worldwide,banking financial services,anz (bank),,
collins street,0,worldwide,electronics,acer inc.,,
collins street,0,,video games,activision blizzard,,
collins street,0,"worldwide (except north korea, russia, turkmenistan, afghanistan, south sudan, chad and palestine)","textile, footwear",adidas,,
essen,0,international,retail,aldi,,
"plymouth, michigan, u.s.",0,worldwide,retail,adient,,
bellevue,1994,,it services it consulting,aditi technologies,,
mumbai,1857,worldwide,conglomerate,aditya birla group,,
mumbai,0,worldwide,semiconductors artificial intelligence gpus graphics cards consumer electronics video games computer hardware,amd,,
mumbai,1983,worldwide,financial services,aegon n.v.,,
mihama-ku,1758,asia,retail,aeon (company),,
zaandam,0,,retail wholesaling,ahold delhaize,,
zaandam,0,worldwide,"sports equipment, textile",asics,,
,0,worldwide,"aerospace, defence",airbus,,
amsterdam,1994,worldwide,chemicals,akzonobel,,
hong kong,0,,electronics,akai,,
lund,1883,,"manufacturing, engineering and service",alfa laval,,
shiodome city center,0,,"manufacturing, engineering and service",all nippon airways,,
taguig,0,,"manufacturing, engineering and service",alliance global,,
munich,0,worldwide,financial services,allianz,,
[2],0,worldwide,technology company,alibaba group,,
[2],1977,,food processing,almarai,,
saint-ouen-sur-seine,1928,,rail transport,alstom,,
googleplex,0,worldwide,conglomerate,alphabet inc.,,
googleplex,2001,worldwide,telecommunications mass media,altice (company),,
reynolds metals company international headquarters,1985,worldwide,tobacco,altria,,
reynolds metals company international headquarters,0,worldwide,e-commerce cloud computing artificial intelligence consumer electronics entertainment digital distribution self-driving cars supermarket,amazon (company),,
zurich,1896,,packaging,amcor,,
"fort worth, texas",0,worldwide[2],aviation,american airlines group,,
"new york city, new york",0,worldwide,financial services,american international group,,
"new york city, new york",1852,,industrial processing,andritz ag,,
london,1982,worldwide,professional services,aon (company),,
gurugram,1972,,tyres,apollo tyres,,
1 apple park way,0,worldwide,consumer electronics software services online services,apple inc.,,
1 apple park way,0,worldwide,consumer electronics software services online services,grupo arcor,,
1 apple park way,1831,worldwide,financial services,assicurazioni generali,,
gaydon,0,worldwide,automotive,aston martin,,
beitou district,0,worldwide,computer hardware electronics networking hardware,asus,,
beitou district,0,worldwide,computer hardware electronics networking hardware,asus,,
whitacre tower,0,worldwide,telecommunications technology,at&t,,
whitacre tower,0,,telecommunications technology,atari,,
whitacre tower,1988,worldwide,computer software,avast,,
registered office:,0,,computer software,avianca,,
paris,1816,worldwide,financial services,axa,,
paris,0,,telecommunications,axiata,,
maharashtra,0,,financial services,axis bank,,
london,0,worldwide,oil and gas,bp,,
"houston, texas",1907,,petroleum industry,baker hughes,,
"broomfield, colorado",1880,,"packaging, aerospace",ball corporation,,
"hamilton, bermuda",0,,beverage,bacardi,,
"hamilton, bermuda",0,,financial services,banco bilbao vizcaya argentaria,,
"hamilton, bermuda",0,worldwide,financial services,banco santander,,
"minato-ku, tokyo",0,worldwide,video games,bandai namco entertainment,,
mumbai,0,,banking financial services,bank of india,,
ballsbridge,0,ireland united kingdom,banking financial services,bank of ireland,,
,0,,financial services,bank of montreal,,
,0,,banking financial services,barclays,,
,1877,worldwide,food processing,barilla (company),,
new york city,1886,,bookselling,barnes & noble,,
new york city,1983,,metals and mining,barrick gold,,
ludwigshafen,0,,chemicals,basf,,
,1945,worldwide,food and beverage,baskin-robbins,,
lausanne,0,worldwide,shoemaking retail manufacture of leather and related products,bata corporation,,
columbus,1990,,retail,bath & body works,,
columbus,0,worldwide,internet artificial intelligence cloud computing,baidu,,
leverkusen,0,worldwide,pharmaceuticals chemicals biotechnology healthcare,bayer,,
leverkusen,0,worldwide,"medical equipment, consulting",bd (company),,
istanbul,1955,worldwide,major appliances small appliances electronics technology,beko,,
istanbul,0,worldwide,mass media,bertelsmann,,
istanbul,1965,worldwide,fashion,benetton group,,
"richfield, minnesota",0,,retail,best buy,,
nelson mandela road,0,worldwide,telecommunications,bharti airtel,,
nelson mandela road,1976,worldwide,conglomerate,bharti enterprises,,
nelson mandela road,1976,,conglomerate,bihl,,
"burleigh heads, queensland",1973,,textile,billabong (clothing),,
"burleigh heads, queensland",0,,power tools home improvement products hardware fastening technology,black+decker,,
"burleigh heads, queensland",1988,worldwide,investment management,blackrock,,
"burleigh heads, queensland",0,worldwide,automotive,bmw,,
"burleigh heads, queensland",0,worldwide,consumer electronics,bbk electronics,,
broadcasting house,0,worldwide,mass media,bbc,,
boulevard des italiens,1848,worldwide,financial services,bnp paribas,,
"framingham, massachusetts",1964,,audio electronics,bose corporation,,
boeing building,0,worldwide[3]:?1?,aerospace defense,boeing,,
boeing building,0,worldwide,aerospace,bombardier inc.,,
"birmingham, alabama",1917,,retail entertainment,books-a-million,,
"birmingham, alabama",1952,,conglomerate,bouygues,,
"birmingham, alabama",1952,,conglomerate,brac (organisation),,
"birmingham, alabama",1921,worldwide,manufacturing,braun (company),,
"birmingham, alabama",0,worldwide,auto and truck parts,bridgestone,,
london,0,,auto and truck parts,british airways,,
london,0,worldwide,oil and gas,bp,,
london,1856,worldwide,fashion,burberry,,
london,0,worldwide,telecommunications,bt group,,
london,0,worldwide,internet,bytedance,,
london,2003,worldwide,electric automotive,byd auto,,
buckinghamshire,1824,,confectionery,cadbury,,
ch??-ku,0,,video games,capcom,,
ch??-ku,0,worldwide,electronics,canon inc.,,
ch??-ku,0,worldwide,information technology consulting outsourcing,capgemini,,
shibuya,0,worldwide,electronics,casio,,
capital one tower,0,,financial services,capital one,,
minnetonka,1865,worldwide,conglomerate,cargill,,
sandweiler,0,,conglomerate,cargolux,,
piarco,0,,conglomerate,caribbean airlines,,
copenhagen,1847,worldwide,beverages,carlsberg group,,
copenhagen,0,"europe, middle east, north africa, east africa, south asia, east asia, south america",retail wholesaling,carrefour,,
"irving, texas",0,worldwide,heavy equipment engines financial services,caterpillar inc.,,
toronto,1994,,electronics,celestica,,
hyderabad,2009,worldwide,"telecommunications, consumer electronics",celkon,,
santiago,1960,,retail,cencosud,,
santiago,0,,confectionery,chupa chups,,
beijing,0,"china hong kong (as cmhk) pakistan (as zong) japan, thailand, united kingdom, singapore, italy and canada (as cmlink)",telecommunications,china mobile,,
beijing,0,worldwide,television manufacturer,changhong,,
london,1910,worldwide,fashion,chanel,,
"fort lauderdale, florida",0,,agriculture,chiquita,,
"san ramon, california",0,worldwide,energy oil and gas,chevron corporation,,
"san ramon, california",1987,worldwide,banking,china merchants bank,,
china resources headquarters,1938,mainland china hong kong,conglomerate,china resources,,
china resources headquarters,1985,worldwide,insurance and reinsurance,chubb limited,,
shekou,0,worldwide,shipping and logistics,china international marine containers,,
shekou,0,worldwide,networking hardware networking software,cisco,,
388390 greenwich st.,0,worldwide,financial services,citigroup,,
"shenzhen, china (general office) cayman islands (registered office) hong kong (second office)",0,worldwide,consumer electronics,coolpad,,
"shenzhen, china (general office) cayman islands (registered office) hong kong (second office)",0,worldwide,beverage,the coca-cola company,,
"shenzhen, china (general office) cayman islands (registered office) hong kong (second office)",0,united states bangladesh cambodia china egypt india indonesia israel kuwait malaysia middle east mongolia myanmar oman pakistan panama paraguay philippines singapore south korea sri lanka thailand vietnam,restaurants retail coffee and tea,the coffee bean & tea leaf,,
"shenzhen, china (general office) cayman islands (registered office) hong kong (second office)",0,worldwide,information technology consulting outsourcing,cognizant,,
park avenue,1806,worldwide,consumer goods,colgate-palmolive,,
park avenue,0,worldwide,aviation,comac,,
park avenue,1983,worldwide,business services,concentrix,,
park avenue,0,worldwide,oil and gas,conocophillips,,
panama city,0,,oil and gas,copa airlines,,
panama city,0,australia canada china france iceland japan korea mexico new zealand spain sweden puerto rico taiwan united kingdom united states[2],retail,costco,,
panama city,1904,worldwide,beauty,coty inc.,,
panama city,0,worldwide,consumer electronics,creative technology,,
panama city,0,worldwide,financial services,crédit agricole,,
"broomfield, colorado",2002,,"wholesale trade, retail & consumer services, clothing & clothing accessories",crocs,,
paradeplatz,1856,worldwide,financial services,credit suisse,,
cummins corporate office building,1919,,"heavy equipment, automotive",cummins,,
london,0,united kingdom ireland mainland europe,consumer electronics,currys plc,,
hyderabad,1991,worldwide,conglomerate,cyient,,
"dallas, texas",0,,conglomerate,cyrusone,,
"dallas, texas",0,,networking equipment,d-link,,
"dallas, texas",1884,worldwide,consumer goods,dabur,,
kita-ku,0,,"electrical equipment, chemicals",daikin,,
kita-ku,1926,worldwide,automotive,mercedes-benz group,,
lagos,1981,,conglomerate construction materials,dangote group,,
lagos,0,japan indonesia malaysia,automotive,daihatsu,,
boulevard haussmann,0,,food processing,danone,,
boulevard haussmann,0,worldwide,font design branding,dalton maag,,
boulevard haussmann,0,,font design branding,joshua darden,,
villeneuve d'ascq,1976,,retail,decathlon (retailer),,
villeneuve d'ascq,1976,,retail,deepin,,
villeneuve d'ascq,0,worldwide,computer hardware computer software,dell,,
london,1845,worldwide,professional services,deloitte,,
"atlanta, georgia",0,,professional services,delta air lines,,
deutsche bank twin towers,0,worldwide,banking financial services,deutsche bank,,
london,1997,,beverages,diageo,,
london,1958,worldwide,restaurants,dine brands,,
london,0,united kingdom ireland mainland europe,consumer electronics,currys plc,,
"midland, michigan",1897,worldwide,chemicals,dow chemical company,,
"burnaby, british columbia",0,canada,"retail, variety, discount",dollar tree,,
"burnaby, british columbia",2003,,software,docusign,,
"burnaby, british columbia",0,,agribusiness,dole plc,,
"ann arbor township, michigan",0,worldwide,foodservice franchising,domino's pizza,,
frisco,0,,entertainment,dude perfect,,
"wilmington, delaware",0,global 90 countries[8],chemicals,dupont,,
"wilmington, delaware",0,worldwide,information technology consulting outsourcing,dxc technology,,
st james power station,0,worldwide,household appliances,dyson (company),,
san jose,0,worldwide,e-commerce,ebay,,
san jose,0,worldwide,video games,electronic arts,,
san jose,0,worldwide,"aerospace, defense",embraer,,
"ferguson, missouri",1890,,electrical equipment,emerson electric,,
"ferguson, missouri",1984,,typography,emigre fonts,,
"ferguson, missouri",0,worldwide,oil and gas,eni,,
kista,0,worldwide,telecommunications networking,ericsson,,
general motors building,1946,,cosmetics,the estée lauder companies,,
general motors building,0,list united arab emirates saudi arabia morocco algeria pakistan egypt afghanistan mauritania mali gabon burkina faso benin côte d'ivoire togo niger central african republic nigeria,telecommunication,etisalat by e&,,
luzhu,0,,telecommunication,eva air,,
luzhu,1968,worldwide,container shipping marine transportation,evergreen marine corporation,,
new york city,1995,,investment banking,evercore,,
new york city,0,worldwide,energy: oil and gas,exxonmobil,,
new york city,0,,food manufacturing,ezaki glico,,
london,1989,worldwide,professional services,ernst & young,,
london,1761,worldwide,stationery,faber-castell,,
london,0,,telecommunications equipment,fairphone,,
london,0,worldwide,retail,fast retailing,,
bangkok,1952,worldwide,sportswear sports equipment,fbt (company),,
"memphis, tennessee",0,worldwide,e-commerce services transportation,fedex,,
"memphis, tennessee",1946,worldwide,food,ferrero spa,,
"memphis, tennessee",0,worldwide,sportswear sports goods,fila,,
"memphis, tennessee",0,,sportswear sports goods,ficosa,,
"jacksonville, florida",1968,worldwide,financial sector,fis (company),,
boston,1989,,type foundry,font bureau,,
boston,0,,"type foundry, stock photography",fontshop international,,
boston,2000,,cloud security cybersecurity network security,fortinet,,
richardson,1984,,fashion,fossil group,,
richardson,0,worldwide,electronics,foxconn,,
cau giay,0,,"information technology, communications, education",fpt group,,
tokyo midtown,0,worldwide,document solutions digital imaging medical imaging cosmetics regenerative medicine stem cells biologics,fujifilm,,
tokyo midtown,0,worldwide,computer hardware consulting cloud computing telecommunications data storage consumer electronics,fujitsu,,
tokyo midtown,0,japan,computer hardware consulting cloud computing telecommunications data storage consumer electronics,fujiya,,
"mumbai, maharashtra",2013,,conglomerate,future group,,
"mumbai, maharashtra",1984,several countries australia austria canada france germany italy ireland new zealand switzerland united states,retail,gamestop,,
"mumbai, maharashtra",0,worldwide,retail,gap inc.,,
"olathe, kansas",0,,technology,garmin,,
"olathe, kansas",1979,,research & advisory services,gartner,,
"olathe, kansas",0,,oil and gas,gazprom,,
"olathe, kansas",0,,online media retail,geeknet,,
boston,0,worldwide,conglomerate,general electric,,
boston,1991,worldwide,"electronics, household appliances",gree electric,,
boston,0,worldwide,food processing,general mills,,
renaissance center,0,worldwide,automotive,general motors,,
renaissance center,1831,worldwide,financial services,assicurazioni generali,,
porto alegre,0,,iron and steel,gerdau,,
porto alegre,0,,bicycle manufacturing,giant bicycles,,
porto alegre,0,philippines,telecommunications remittance mass media,globe telecom,,
chiyoda,0,,video games,gungho online entertainment,,
chiyoda,0,,video games,guinness,,
chiyoda,1981,,fashion,guess (clothing),,
london,0,worldwide,pharmaceutical biotechnology,gsk plc,,
binjiang district,0,worldwide,automotive,geely,,
binjiang district,0,worldwide,manufacturing,goodyear tire and rubber company,,
1600 amphitheatre parkway,0,worldwide,artificial intelligence advertising cloud computing computer software computer hardware internet,google,,
"tempe, arizona",1997,worldwide,"internet, it consulting, smes",godaddy,,
"tempe, arizona",2002,worldwide,technology videography consumer electronics,gopro,,
"milwaukee, wisconsin, u.s.",1903,,technology videography consumer electronics,harley-davidson,,
rue du faubourg saint-honoré,1837,,luxury goods,hermès,,
rue du faubourg saint-honoré,1984,,home appliances consumer electronics,haier,,
brompton road,1849,,retail,harrods,,
brompton road,0,,confectionery,haribo,,
davie,0,,"casual dining restaurants, casinos, hotels",hard rock cafe,,
"houston, texas",1919,worldwide,fossil fuel,halliburton,,
bundang-gu,0,,auto and truck parts,hankook tire,,
bundang-gu,0,worldwide,food,house foods,,
bundang-gu,0,,food,hartwall,,
bundang-gu,1947,worldwide,retail,h&m,,
bundang-gu,1923,worldwide,toys and entertainment,hasbro,,
hearst tower,0,,media,hearst communications,,
düsseldorf,1876,,fmcg,henkel,,
düsseldorf,0,worldwide,information technology,hewlett packard enterprise,,
schaan,1941,,manufacturing,hilti,,
"tosu, saga",1847,worldwide,pharmaceuticals,hisamitsu pharmaceutical,,
"tosu, saga",1910,worldwide,conglomerate,hitachi,,
"tosu, saga",0,worldwide,manufacturing,honda,,
"charlotte, north carolina, u.s.",1906,worldwide,conglomerate,honeywell,,
"charlotte, north carolina, u.s.",0,worldwide,computer hardware,hp inc.,,
8 canada square,0,worldwide,financial services,hsbc,,
8 canada square,0,worldwide,telecommunications equipment,htc,,
8 canada square,1994,china,entertainment,huayi brothers,,
8 canada square,0,worldwide (exempting united states since 2019),consumer electronics telecom equipment networking equipment semiconductors artificial intelligence automation cloud computing internet of things,huawei,,
"columbus, ohio",1866,"colorado, indiana, kentucky, minnesota, michigan, ohio, pennsylvania, west virginia, illinois, and wisconsin",banking,huntington bancshares,,
"columbus, ohio",0,worldwide,"defense, shipbuilding, defense technologies",huntington ingalls industries,,
"the woodlands, texas, u.s.",1970,,chemicals,huntsman corporation,,
shenzhen,1993,worldwide,telecommunications,hytera,,
espoo,0,worldwide,consumer electronics,hmd global,,
espoo,0,worldwide,automotive,hyundai motor company,,
espoo,0,177 countries[2],information technology,ibm,,
espoo,1999,,financial services,nex group,,
espoo,0,worldwide,financial services,icici bank,,
espoo,1983,,construction property infrastructure plantations industry,ijm corporation,,
"austin, texas",0,,construction property infrastructure plantations industry,indeed,,
"austin, texas",1977,europe middle east & africa united states south east asia,conglomerate,intracom holdings,,
,0,europe middle east north africa east asia india southeast asia oceania north america south america,retail,ikea,,
"glenview, illinois",1912,worldwide,manufacturing,illinois tool works,,
"glenview, illinois",0,worldwide,information technology consulting outsourcing,infosys,,
amsterdam,1991,"europe, asia, oceania, north america, south america",financial services,ing group,,
amsterdam,1859,,diversified machinery,ingersoll rand,,
amsterdam,0,worldwide,semiconductors computer hardware autonomous cars automation artificial intelligence,intel,,
grattacielo intesa sanpaolo,2007,,financial services,intesa sanpaolo,,
grattacielo intesa sanpaolo,0,worldwide,manufacturing,isuzu,,
"fairfield, california",1869,worldwide,confections,jelly belly,,
"fairfield, california",1869,,confections,jim beam,,
"fairfield, california",1897,,food beverage,the j.m. smucker company,,
jardine house,0,worldwide,conglomerate,jardine matheson,,
robinsons equitable tower,1990,philippines,various,jg summit holdings,,
robinsons equitable tower,1990,,various,johnnie walker,,
"new brunswick, new jersey",0,worldwide,pharmaceutical medical technology consumer healthcare,johnson & johnson,,
ortigas center,0,"east asia, southeast asia, middle east, north america, western europe",restaurants,jollibee foods corporation,,
383 madison avenue,0,worldwide,financial services,jpmorgan chase,,
383 madison avenue,0,,electronics,jvckenwood,,
383 madison avenue,0,"north america, south america, europe, asia, middle east, africa, oceania",consumer electronics,jxd,,
brussels,1935,,financial services,kbc group,,
ch??,0,,heavy equipment automotive defense,kawasaki heavy industries,,
ch??,1978,worldwide,sports equipment textile,kappa (brand),,
ch??,0,worldwide,food processing,kellogg's,,
ch??,1603,,food,kikkoman,,
ch??,1888,,beverage,kirin company,,
irving,1872,worldwide,personal care,kimberly-clark,,
irving,1987,worldwide,storage devices,kingston technology,,
irving,1987,,storage devices,klim type foundry,,
irving,1987,,storage devices,knorr (brand),,
tokyo,0,,"heavy equipment (construction, mining and forestry), defense technology",komatsu limited,,
tokyo,0,worldwide,video games entertainment,konami,,
inagi,1962,,electronics,korg,,
seoul,1983,south korea,"music, entertainment, karaoke",keumyoung group,,
,1987,worldwide,professional services,kpmg,,
,0,worldwide,food,kraft heinz,,
,0,,dairy products,lactalis,,
"fremont, california",1980,,semiconductors,lam research,,
paris,1992,,"publishing, travel retail, live entertainment, media",lagardère group,,
ballard estate,0,worldwide,conglomerate,larsen & toubro,,
santiago,0,,aviation,latam airlines group,,
santiago,0,"singapore, malaysia, indonesia, thailand, vietnam, and the philippines",e-commerce,lazada,,
san francisco,0,worldwide,textile,levi strauss & co.,,
san francisco,0,international,manufacturing,lear corporation,,
san francisco,1845,,confectionery,lindt,,
"hong kong, china[1] (registered office) beijing, china[2][3] (operational headquarters) lorong chuan, singapore[4] (operational centre) morrisville, north carolina, united states[5] (operational headquarters)",0,worldwide,computer hardware electronics,lenovo,,
"hong kong, china[1] (registered office) beijing, china[2][3] (operational headquarters) lorong chuan, singapore[4] (operational centre) morrisville, north carolina, united states[5] (operational headquarters)",0,"worldwide (china, india, usa and russia mainly)",conglomerate,leeco,,
rome,1948,,aerospace industry defence industry space industry,leonardo s.p.a.,,
nuremberg,1917,,"manufacturing, engineering",leoni ag,,
lexington,0,worldwide,"manufacturing, engineering",lexmark,,
yeouido-dong,0,worldwide,consumer electronics home appliances computer hardwares,lg electronics,,
dublin,0,,chemical industry,linde plc,,
dublin,0,,chemical industry,linpus linux,,
"waltham, massachusetts",0,,language localization software testing e-learning,lionbridge,,
"waltham, massachusetts",1958,,conglomerate,liugong,,
"bethesda, maryland",0,worldwide,advanced technologies information security aerospace defense,lockheed martin,,
"bethesda, maryland",0,worldwide,consumer goods,l'oréal,,
songpa district,0,,conglomerate,lotte corporation,,
songpa district,2006,worldwide,coffee shop,louisa coffee,,
cologne,0,,coffee shop,lufthansa,,
cologne,0,"europe, kazakhstan, uzbekistan, iraq, egypt, ghana, nigeria, cameroon, united states, mexico",oil and gas,lukoil,,
cologne,1968,,pharmaceuticals,lupin limited,,
miaoli county,2009,worldwide,automotive,luxgen,,
miaoli county,1961,worldwide,"eyewear manufacturing, luxury, eyewear manufacturing and wholesale distribution, eyewear retailing",luxottica,,
miaoli county,2007,,chemicals,lyondellbasell,,
miaoli county,0,,sport cars,mg cars,,
miaoli county,0,,retail,macy's,,
mumbai,0,worldwide,conglomerate,mahindra group,,
,1911,worldwide,food veterinary services,"mars, incorporated",,
,1946,worldwide,musical instruments,maton,,
,0,"united kingdom, canada, australia, europe, asia, united states",amplification musical instrument manufacturing,marshall amplification,,
,0,,amplification musical instrument manufacturing,mark simonson,,
,0,,alcoholic beverages,martini & rossi,,
copenhagen,0,,freight transport,maersk,,
san juan,1980,,food processing,mama sita's holding company,,
"ayer keroh, malacca",1971,,"food processing, snack, dairy products",mamee double-decker,,
,0,worldwide,toys and entertainment,mattel,,
yuanlin,0,worldwide,toys and entertainment,maxxis,,
yuanlin,0,worldwide,frozen food,mccain foods,,
yuanlin,0,worldwide (119+ countries),"restaurants, real estate[1][2]",mcdonald's,,
yuanlin,0,worldwide,semiconductors gpus graphics cards consumer electronics computer hardware,mediatek,,
yuanlin,0,,food pharmaceutical healthcare,meiji holdings,,
yuanlin,2008,,consumer electronics,meitu,,
yuanlin,2003,"china, india, turkey, russia, israel, indonesia, malaysia, philippines",consumer electronics,meizu,,
yuanlin,2003,,beverages diversified financial services it/bpo manufacturing health telecommunications plantation power hospitality logistics media,melstacorp,,
yuanlin,0,worldwide,automotive,mercedes-benz,,
"menlo park, california",0,worldwide,social media social network advertising consumer electronics virtual reality,meta platforms,,
irving,1973,,retail,michaels,,
irving,0,worldwide,auto and truck parts,michelin,,
zhonghe,0,worldwide,computer hardware electronics,micro-star international,,
zhonghe,0,worldwide,electronics consumer electronics computer hardwares home appliances,micromax informatics,,
one microsoft way,0,worldwide,information technology,microsoft,,
suminoe,0,,sports equipment,mizuno,,
suminoe,0,,life sciences biotech,merck millipore,,
suminoe,0,worldwide,variety store,miniso,,
global village tech park,0,worldwide,information technology consulting outsourcing,mindtree,,
tokyo building,0,worldwide,electrical equipment electronics,mitsubishi electric,,
tokyo building,1911,worldwide,electrical equipment electronics,mobil,,
tokyo building,1887,,pre-press and pre-media services machinery industry and plant construction,monotype imaging,,
tokyo building,1887,,pre-press and pre-media services machinery industry and plant construction,monotype imaging,,
tokyo building,0,worldwide,food,morinaga & company,,
hsinchu,0,worldwide,food,mustek systems,,
hsinchu,1987,,casual dining/chain restaurant,nando's,,
"minato, tokyo",0,worldwide,entertainment,bandai namco holdings,,
30 rockefeller plaza,0,worldwide,media entertainment,nbcuniversal,,
"boston, massachusetts",1906,,footwear,new balance,,
"boston, massachusetts",1903,worldwide,consumer goods,newell brands,,
vevey,1866,worldwide,food processing,nestlé,,
vevey,0,worldwide,information technology electronics,nec,,
vevey,1992,worldwide,cloud computing storage device,netapp,,
"beaverton, oregon",0,worldwide,apparel accessories sports equipment,"nike, inc.",,
"beaverton, oregon",0,,apparel accessories sports equipment,nivea,,
"minato, tokyo",0,worldwide,consumer electronics,nikon,,
"minami-ku, kyoto",0,worldwide,video games electronics,nintendo,,
"minami-ku, kyoto",0,worldwide,automotive,nissan,,
"minami-ku, kyoto",0,worldwide,telecommunications technology electronics,nokia,,
oslo,1905,,metals,norsk hydro,,
,0,worldwide,pharmaceuticals,novartis,,
bagsværd,0,,"pharmaceuticals, health care",novo nordisk,,
bagsværd,0,worldwide,electronics,olympus corporation,,
bagsværd,1994,worldwide,"windows, doors, roller shutters, aluminium",oknoplast,,
bagsværd,1987,,telecommunications,ooredoo,,
dhaka,1975,,telecommunications,otobi,,
,0,united states mexico (since 1996),retail,officemax,,
,0,worldwide,enterprise software business software cloud computing computer hardware consulting,oracle corporation,,
issy-les-moulineaux,0,worldwide,telecommunications,orange s.a.,,
dublin,1961,"asia, europe, middle east, north america, africa, australasia",food retail,ornua,,
dublin,1982,worldwide,jewellery retail,pandora (jewelry),,
"kadoma, osaka",0,worldwide (except russia since 2022),conglomerate,panasonic,,
oak brook,1940,worldwide,stationery,paper mate,,
one astor plaza,0,worldwide,media entertainment,paramount global,,
one astor plaza,1994,,wireless / uav,parrot sa,,
herzogenaurach,1948,worldwide,textile footwear,puma (brand),,
tokyo,1994,,restaurants,pepper lunch,,
"harrison, new york",0,worldwide,beverages food processing,pepsico,,
"st. louis, missouri",1997,worldwide,consulting,perficient,,
petronas towers,0,worldwide,oil and gas,petronas,,
petronas towers,1975,worldwide,alcohol,pernod ricard,,
random house tower,0,worldwide,alcohol,penguin random house,,
random house tower,1977,,oil and gas industry,petrovietnam,,
new york city,1849,worldwide,pharmaceutical biotechnology,pfizer,,
amsterdam,0,worldwide,conglomerate,philips,,
amsterdam,0,worldwide,financial services,ping an bank,,
amsterdam,1988,worldwide,financial services,ping an insurance,,
