02-GioPonSpiz-price,03-gren-price,05-MalPatSaj-price,00-avengers-share_price,01-DDD-share_price,06-MarScoToc-share_price,09-wissel-share_price,04-iGMM-shareprice
doll_24.51,8.0,doll_1.15,doll_60.59,doll_1.89,doll_20.19,doll_235.63,
doll_8.09,3.0,doll_50.76,doll_4.68,doll_14.40,doll_28.09,doll_109.13,doll_211.86
doll_4.79,2.0,doll_1.14,doll_47.74,doll_4.58,doll_3.37,doll_86.11,
doll_3.44,22.0,doll_1.24,doll_111.91,doll_1.15,doll_1.05,doll_391.97,
doll_8.71,6.0,doll_2.94,doll_51.79,doll_5.62,doll_0.42,doll_87.52,doll_109.74
doll_1.47,7.0,doll_1.71,doll_1.65,doll_7.99,doll_3.19,doll_98.20,
doll_1.02,22.0,doll_1.38,doll_36.39,doll_1.50,doll_3.52,doll_23.83,doll_123.18
doll_3.44,4.0,doll_11.64,doll_68.81,doll_1.32,doll_0.47,doll_98.82,doll_27.29
doll_2.10,7.0,doll_4.46,doll_53.42,doll_5.79,doll_24.25,doll_39.75,
doll_16.01,1.0,doll_24.43,doll_3.97,doll_1.14,doll_8.84,doll_40.22,
doll_0.20,6.0,doll_5.18,doll_9.91,doll_14.74,doll_10.50,doll_194.95,
doll_13.08,6.0,doll_5.84,doll_38.59,doll_4.68,doll_6.14,doll_212.36,doll_118.77
doll_75.00,13.0,doll_5.34,doll_76.91,doll_4.79,doll_3.00,doll_61.17,doll_13.56
doll_1.78,18.0,doll_3.78,doll_37.64,doll_1.04,doll_35.03,doll_185.72,doll_206.67
doll_31.92,40.0,doll_29.06,doll_8.32,doll_0.83,doll_1.92,doll_22.39,
doll_10.15,10.0,doll_23.45,doll_0.29,doll_2.05,doll_0.58,doll_12.43,
doll_9.54,1.0,doll_39.67,doll_12.62,doll_7.27,doll_17.15,doll_114.45,doll_2.51
doll_2.24,24.0,doll_16.43,doll_12.46,doll_0.01000,doll_9.53,doll_19.42,doll_26.31
doll_3.02,12.0,doll_22.66,doll_33.75,doll_4.28,doll_3.12,doll_16.25,doll_41.58
doll_24.33,7.0,doll_28.03,doll_0.15,doll_4.50,doll_1.33,doll_52.09,
doll_2.92,15.0,doll_19.40,doll_6.47,doll_0.20,doll_35.31,doll_126.95,doll_16.41
doll_11.14,10.0,doll_2.00,doll_17.10,doll_1.97,doll_16.50,,doll_20.35
doll_29.75,3.0,doll_4.63,doll_64.28,doll_0.52,doll_5.52,doll_156.45,
doll_10.09,23.0,doll_0.79,doll_19.53,doll_0.15,doll_2.50,doll_66.20,
doll_4.29,0.0,doll_2.14,doll_26.30,doll_2.07,doll_9.38,doll_38.25,doll_19.23
doll_2.47,11.0,doll_5.08,doll_59.19,doll_1.36,doll_3.92,doll_107.01,doll_223.73
doll_16.41,1.0,doll_21.37,doll_31.33,doll_1.29,doll_1.56,doll_43.88,doll_105.64
doll_43.19,6.0,doll_5.53,doll_73.48,doll_24.83,doll_7.29,doll_71.93,doll_99.10
doll_10.76,2.0,doll_16.65,doll_47.32,doll_4.23,doll_6.80,doll_61.64,
doll_16.00,30.0,doll_0.86,doll_73.00,doll_0.20,doll_6.32,doll_23.26,
doll_24.65,12.0,doll_0.47,doll_10.29,doll_1.18,doll_3.89,doll_131.17,doll_32.60
doll_7.81,2.0,doll_1.79,doll_23.50,doll_0.70,doll_13.57,doll_190.64,
doll_6.45,7.0,doll_7.25,doll_32.85,doll_2.52,doll_24.06,doll_26.10,doll_2.96
doll_16.03,23.0,doll_1.75,doll_18.00,doll_11.24,doll_14.30,doll_241.77,doll_1.15
doll_6.10,13.0,doll_3.29,doll_73.08,doll_0.46,doll_8.88,doll_68.77,doll_16.75
doll_3.17,96.0,doll_2.17,doll_45.10,doll_8.77,doll_9.03,doll_5.72,
doll_8.24,2.0,doll_2.19,doll_0.44,doll_1.62,doll_0.24,doll_200.01,doll_29.90
doll_2.61,3.0,doll_0.35,doll_31.91,doll_7.51,doll_4.29,doll_61.23,doll_27.00
doll_6.90,3.0,doll_4.15,doll_22.48,doll_2.18,doll_5.60,doll_38.08,
doll_49.79,41.0,doll_1.29,doll_14.05,doll_1.27,doll_3.47,doll_204.51,doll_60.12
doll_8.62,1.0,doll_1.69,doll_191.89,doll_5.50,doll_7.51,doll_27.63,
doll_3.38,8.0,doll_0.21,doll_45.40,doll_0.72,doll_5.03,doll_174.21,doll_0.80
doll_23.02,1.0,doll_23.34,doll_0.38,doll_3.30,doll_4.04,doll_12.57,doll_22.93
doll_5.16,9.0,doll_0.68,doll_42.01,doll_0.62,doll_0.61,doll_51.35,doll_71.86
doll_22.59,3.0,doll_4.06,doll_7.39,doll_1.47,doll_4.70,doll_20.91,
doll_5.24,69.0,doll_9.10,doll_16.76,doll_2.09,doll_50.90,doll_49.09,
doll_24.87,34.0,doll_1.18,doll_52.68,doll_18.87,doll_28.00,doll_72.20,
doll_0.23,4.0,doll_1.50,doll_0.93,doll_0.62,doll_2.97,doll_41.77,doll_42.51
doll_15.88,8.0,doll_2.89,doll_5.41,doll_1.01,doll_9.83,doll_6.15,
doll_6.31,2.0,doll_29.05,doll_214.41,doll_1.05,doll_5.68,doll_50.40,doll_172.49
doll_0.46,13.0,doll_1.00,doll_60.76,doll_2.93,doll_1.02,doll_116.41,doll_33.72
doll_9.53,3.0,doll_21.75,doll_115.55,doll_13.75,doll_7.95,doll_643.68,doll_88.40
doll_35.55,40.0,doll_36.70,doll_15.22,doll_1.71,doll_5.25,doll_156.13,doll_96.46
doll_15.10,4.0,doll_1.06,doll_20.84,doll_1.96,doll_0.46,doll_59.04,
doll_17.75,5.0,doll_0.85,doll_13.03,doll_0.03000,doll_2.86,doll_9.10,doll_31.09
doll_5.25,6.0,doll_3.10,doll_20.10,doll_9.07,doll_5.34,doll_26.89,
doll_10.99,7.0,doll_7.24,doll_100.18,doll_1.10,doll_10.57,doll_25.81,doll_42.65
doll_2.51,3.0,doll_13.24,doll_5.23,doll_0.60,doll_13.05,doll_98.34,doll_229.52
doll_5.16,7.0,doll_22.23,doll_33.52,doll_2.19,doll_6.63,doll_32.10,doll_7.95
doll_13.49,5.0,doll_9.31,doll_53.03,doll_1.57,doll_23.29,doll_7.44,
doll_45.09,39.0,doll_3.37,doll_31.92,doll_1.89,doll_9.54,doll_31.79,
doll_13.48,10.0,doll_3.82,doll_64.19,doll_2.39,doll_1.65,doll_117.48,
doll_14.17,30.0,doll_2.55,doll_66.32,doll_0.99,doll_74.52,doll_67.62,doll_31.67
doll_27.50,4.0,doll_4.24,doll_1.84,doll_0.93,doll_2.50,doll_330.02,doll_3.60
doll_3.30,4.0,doll_1.80,doll_4.27,doll_2.04,doll_25.46,doll_61.07,
doll_1.03,12.0,doll_6.07,doll_27.59,doll_9.91,doll_10.09,doll_183.37,doll_38.14
doll_9.38,2.0,doll_9.42,doll_53.42,doll_1.13,doll_8.61,doll_7.83,doll_6.04
doll_8.69,8.0,doll_28.05,doll_70.00,doll_2.44,doll_12.07,doll_696.02,doll_80.66
doll_34.38,1.0,doll_1.33,doll_25.84,doll_0.20,doll_13.80,doll_86.89,doll_19.71
doll_4.11,137.0,doll_1.61,doll_36.40,doll_1.57,doll_9.45,doll_96.91,doll_41.02
doll_13.64,10.0,doll_1.15,doll_10.20,doll_1.60,doll_12.79,doll_70.13,doll_181.88
doll_43.99,3.0,doll_0.02000,doll_47.02,doll_0.31,doll_3.36,doll_103.49,
doll_2.92,3.0,doll_4.17,doll_29.06,doll_1.13,doll_2.31,doll_8.14,doll_200.01
doll_2.92,5.0,doll_6.40,doll_68.85,doll_2.98,doll_9.16,doll_232.58,
doll_3.94,32.0,doll_37.45,doll_49.54,doll_2.25,doll_24.24,doll_54.42,
doll_14.13,21.0,doll_6.17,doll_20.81,doll_0.44,doll_23.69,doll_3.82,doll_15.92
doll_23.46,16.0,doll_1.05,doll_33.70,doll_2.39,doll_0.20,doll_18.46,doll_41.79
doll_3.70,10.0,doll_5.29,doll_24.57,doll_1.52,doll_14.23,doll_74.97,doll_2.33
doll_13.52,15.0,doll_22.88,doll_42.93,doll_176.57,doll_49.09,doll_31.74,
doll_5.32,7.0,doll_1.44,doll_3.81,doll_0.57,doll_31.13,doll_71.23,
doll_98.00,12.0,doll_10.70,doll_45.93,doll_2.58,doll_7.27,doll_20.49,
doll_6.15,27.0,doll_22.46,doll_12.50,doll_0.81,doll_5.23,doll_38.84,doll_106.30
doll_3.93,10.0,doll_0.91,doll_7.00,doll_7.41,doll_2.92,doll_312.95,
doll_12.32,25.0,doll_0.23,doll_32.61,doll_0.99,doll_2.95,doll_57.14,
doll_3.57,5.0,doll_5.46,doll_10.23,doll_7.61,doll_5.34,doll_9.39,doll_22.61
doll_8.27,8.0,doll_1.24,doll_31.43,doll_2.65,doll_14.97,doll_465.87,
doll_5.12,3.0,doll_7.45,doll_2.38,doll_1.24,doll_3.37,doll_34.75,doll_26.72
doll_2.81,23.0,doll_2.00,doll_56.99,doll_12.55,doll_17.57,doll_187.90,
doll_3.56,4.0,doll_1.83,doll_0.07000,doll_18.65,doll_7.29,doll_21.17,doll_6.98
doll_4.86,23.0,doll_1.62,doll_38.31,doll_25.00,doll_2.12,doll_338.66,doll_9.02
doll_51.56,27.0,doll_6.56,doll_9.18,doll_0.58,doll_0.97,doll_7.83,
doll_3.89,8.0,doll_5.59,doll_6.43,doll_2.26,doll_1.90,doll_11.53,
doll_1.69,2.0,doll_0.52,doll_16.36,doll_3.35,doll_4.20,doll_264.28,doll_611.08
doll_14.30,8.0,doll_3.25,doll_37.37,doll_2.74,doll_5.01,doll_106.45,doll_70.06
doll_0.41,4.0,doll_2.00,doll_11.06,doll_0.60,doll_97.51,doll_266.44,doll_8.75
doll_6.75,7.0,doll_11.77,doll_0.63,doll_0.79,doll_10.25,doll_9.21,
doll_7.53,2.0,doll_1.31,doll_1.68,doll_26.05,doll_8.29,doll_148.31,
doll_1.32,42.0,doll_0.77,doll_2.14,doll_1.50,doll_6.18,doll_31.59,doll_73.07
doll_4.94,4.0,doll_1.73,doll_76.14,doll_1.06,doll_2.00,doll_56.74,doll_0.98
doll_1.35,3.0,doll_17.73,doll_59.07,doll_3.80,doll_2.00,doll_96.48,doll_327.79
doll_2.35,10.0,doll_6.65,doll_46.07,doll_0.63,doll_21.37,doll_110.99,doll_28.41
doll_23.66,7.0,doll_0.76,doll_63.41,doll_3.29,doll_43.11,doll_100.35,doll_17.08
doll_1.99,55.0,doll_1.42,doll_59.36,doll_0.64,doll_15.64,doll_29.08,doll_87.65
doll_0.87,16.0,doll_1.31,doll_32.09,doll_1.38,doll_34.60,doll_39.12,
doll_4.15,8.0,doll_3.45,doll_11.09,doll_0.67,doll_12.26,doll_21.55,
doll_1.24,2.0,doll_4.35,doll_6.26,doll_11.56,doll_21.79,doll_17.97,doll_161.46
doll_1.67,3.0,doll_8.65,doll_108.06,doll_1.54,doll_3.87,doll_34.95,doll_29.24
doll_1.93,5.0,doll_5.96,doll_23.35,doll_2.12,doll_8.90,doll_45.79,doll_47.05
doll_8.86,2.0,doll_6.06,doll_71.98,doll_7.50,doll_94.30,doll_57.61,doll_0.06000
doll_2.59,18.0,doll_1.74,"doll_1,086",doll_2.94,doll_6.27,doll_88.59,doll_81.39
doll_16.65,6.0,doll_1.81,doll_18.46,doll_0.99,doll_1.06,doll_94.79,doll_69.47
doll_6.99,5.0,doll_0.48,"doll_1,482",doll_1.90,doll_2.61,doll_755.80,doll_9.44
doll_2.76,13.0,doll_4.33,doll_63.76,doll_10.28,doll_23.13,doll_33.00,
doll_6.00,1.0,doll_4.36,doll_89.27,doll_13.55,doll_49.06,doll_22.65,doll_1.22
doll_7.05,6.0,doll_6.48,doll_0.99,doll_0.60,doll_2.87,doll_103.67,doll_2.51
doll_7.12,5.0,doll_36.32,doll_34.67,doll_23.52,doll_6.01,doll_145.62,doll_11.88
doll_2.05,12.0,doll_55.55,doll_450.82,doll_2.92,doll_24.00,doll_30.60,doll_149.33
doll_15.25,48.0,doll_17.10,doll_0.49,doll_0.10,doll_2.76,doll_19.25,
doll_1.03,0.0,doll_5.10,doll_45.68,doll_7.50,doll_2.36,doll_25.96,
doll_40.50,9.0,doll_95.97,doll_51.31,doll_16.72,doll_7.13,doll_17.04,doll_51.91
doll_0.93,36.0,doll_9.88,doll_111.79,doll_0.91,doll_23.20,doll_49.87,
doll_2.34,9.0,doll_0.60,doll_0.27,doll_4.49,doll_0.80,doll_14.75,
doll_8.92,28.0,doll_5.91,doll_33.76,doll_0.20,doll_3.47,doll_32.22,doll_0.17
doll_10.37,2.0,doll_25.00,doll_8.44,doll_3.56,doll_1.21,doll_69.74,
doll_2.03,16.0,doll_15.63,doll_8.63,doll_1.30,doll_6.40,doll_13.27,
doll_1.12,1.0,doll_22.36,doll_55.75,doll_0.71,doll_1.94,doll_58.25,
doll_11.07,5.0,doll_1.10,doll_41.63,doll_17.67,doll_9.49,doll_38.09,
doll_6.54,10.0,doll_25.05,doll_10.56,doll_2.35,doll_3.86,doll_77.54,doll_34.27
doll_28.94,6.0,doll_9.89,doll_3.14,doll_2.68,doll_1.62,doll_57.12,
doll_0.51,45.0,doll_3.32,doll_45.76,doll_0.80,doll_9.54,doll_117.43,doll_2.20
doll_11.09,11.0,doll_9.07,doll_70.43,doll_0.40,doll_10.32,doll_53.53,
doll_20.31,3.0,doll_0.19,doll_5.01,doll_1.56,doll_0.83,doll_63.28,doll_304.82
doll_29.69,5.0,doll_0.04000,doll_39.25,doll_13.05,doll_1.87,doll_73.78,doll_57.45
doll_12.01,1.0,doll_6.46,doll_111.32,doll_5.17,doll_23.84,doll_42.33,
doll_24.33,13.0,doll_1.73,doll_25.11,doll_0.75,doll_6.95,doll_235.51,
doll_90.11,3.0,doll_1.46,doll_61.47,doll_3.65,doll_1.33,doll_19.33,
doll_15.87,8.0,doll_18.48,doll_22.54,doll_0.68,doll_6.91,doll_15.78,
doll_23.50,0.0,doll_26.63,doll_38.51,doll_0.21,doll_21.81,doll_14.47,
doll_0.81,8.0,doll_1.38,doll_14.91,doll_7.00,doll_10.97,doll_25.25,doll_4.30
doll_6.84,15.0,doll_11.62,doll_0.97,doll_9.54,doll_7.87,doll_49.23,doll_133.35
doll_5.20,4.0,doll_3.87,doll_6.07,doll_3.96,doll_53.32,doll_4.71,
doll_25.44,156.0,doll_3.20,doll_86.67,doll_8.80,doll_14.78,doll_92.14,doll_4.63
doll_38.11,2.0,doll_9.47,doll_85.09,doll_0.97,doll_6.47,doll_54.50,doll_138.20
doll_10.00,42.0,doll_4.05,doll_3.80,doll_4.66,doll_12.01,doll_146.73,
doll_2.26,1.0,doll_14.42,doll_33.76,doll_3.45,doll_4.87,doll_257.39,doll_15.16
doll_6.19,1.0,doll_1.03,doll_29.07,doll_0.79,doll_6.98,doll_365.42,doll_0.58
doll_21.45,1.0,doll_8.40,doll_5.73,doll_6.43,doll_3.44,doll_430.17,doll_81.94
doll_4.65,19.0,doll_7.38,doll_41.79,doll_0.26,doll_39.28,doll_52.10,doll_5.23
doll_43.25,21.0,doll_8.94,doll_56.04,doll_5.23,doll_10.00,doll_30.09,
doll_27.05,6.0,doll_2.21,doll_57.92,doll_20.05,doll_15.91,doll_85.05,
doll_3.11,8.0,doll_3.28,doll_37.91,doll_1.18,doll_8.66,doll_70.00,
doll_9.73,8.0,doll_2.11,doll_73.58,doll_10.35,doll_2.25,doll_9.18,
doll_0.78,7.0,doll_2.00,doll_43.14,doll_2.11,doll_2.67,doll_21.58,
doll_2.64,5.0,doll_14.61,doll_100.18,doll_3.40,doll_31.55,doll_33.02,
doll_48.15,2.0,doll_2.43,doll_1.78,doll_20.10,doll_0.81,doll_272.05,doll_63.29
doll_5.02,2.0,doll_5.41,doll_11.05,doll_4.72,doll_4.65,doll_26.83,
doll_6.32,4.0,doll_2.70,doll_17.70,doll_1.24,doll_43.10,doll_75.09,
doll_2.14,28.0,doll_2.28,doll_16.07,doll_1.35,doll_26.98,doll_135.29,
doll_4.63,1.0,doll_1.95,doll_60.96,doll_3.80,doll_23.84,doll_273.71,
doll_9.17,5.0,doll_47.63,doll_24.40,doll_8.89,doll_5.30,doll_198.18,doll_2.03
doll_3.00,1.0,doll_3.47,doll_0.45,doll_2.86,doll_28.99,doll_52.85,doll_4.58
doll_51.10,23.0,doll_1.16,doll_21.38,doll_2.18,doll_5.11,doll_7.77,
doll_13.71,2.0,doll_2.92,doll_7.03,doll_8.96,doll_3.59,doll_28.96,doll_0.63
doll_22.59,4.0,doll_6.68,doll_70.23,doll_0.60,doll_16.55,doll_303.19,
doll_18.52,3.0,doll_0.24,doll_42.83,doll_1.87,doll_27.87,doll_24.55,
doll_31.17,5.0,doll_2.64,doll_42.19,doll_9.09,doll_3.76,doll_245.52,
doll_12.95,12.0,doll_0.25,doll_16.17,doll_3.98,doll_24.86,doll_47.41,doll_60.76
doll_16.37,30.0,doll_10.04,doll_80.67,doll_0.57,doll_33.12,doll_86.26,doll_16.71
doll_132.66,1.0,doll_3.70,doll_13.78,doll_16.26,doll_0.72,doll_56.77,doll_52.39
doll_5.23,1.0,doll_1.19,doll_58.84,doll_1.49,doll_4.42,doll_67.01,doll_55.32
doll_9.87,4.0,doll_1.93,doll_23.50,doll_1.46,doll_9.90,doll_33.31,
doll_3.33,1.0,doll_2.71,doll_33.83,doll_2.37,doll_4.10,doll_31.36,doll_0.65
doll_3.65,22.0,doll_11.93,doll_19.08,doll_1.09,doll_6.21,doll_124.43,doll_33.14
doll_6.70,3.0,doll_7.51,doll_9.60,doll_3.41,doll_1.90,doll_186.23,
doll_12.26,6.0,doll_6.95,doll_1.53,doll_1.36,doll_37.00,doll_26.39,doll_227.20
doll_45.05,6.0,doll_18.59,doll_85.30,doll_2.38,doll_2.25,doll_174.00,doll_171.11
doll_4.42,13.0,doll_3.47,doll_43.99,doll_3.54,doll_12.29,doll_47.50,doll_161.26
doll_6.14,34.0,doll_1.74,doll_80.81,doll_5.05,doll_0.97,doll_95.57,doll_59.84
doll_0.80,27.0,doll_14.54,doll_8.69,doll_3.28,doll_4.92,doll_15.74,doll_14.45
doll_0.99,9.0,doll_7.41,doll_3.46,doll_0.86,doll_29.11,doll_85.01,
doll_0.74,1.0,doll_1.27,doll_15.00,doll_1.32,doll_131.50,doll_32.67,doll_225.54
doll_1.58,8.0,doll_10.74,doll_125.72,doll_4.69,doll_2.09,doll_8.10,
doll_8.58,1.0,doll_3.70,doll_28.11,doll_1.09,doll_12.80,doll_12.25,doll_36.27
doll_13.32,9.0,doll_7.30,doll_33.00,doll_3.77,doll_13.43,doll_26.21,
doll_54.45,4.0,doll_10.02,doll_5.59,doll_8.43,doll_0.80,doll_90.26,
doll_32.29,0.0,doll_1.18,doll_7.34,doll_4.58,doll_6.06,doll_7.51,doll_12.09
doll_28.72,13.0,doll_3.10,doll_14.38,doll_19.97,doll_9.40,doll_13.02,doll_2.44
doll_18.30,2.0,doll_6.76,doll_10.94,doll_3.46,doll_13.30,doll_12.87,
doll_2.21,0.0,doll_3.40,doll_53.21,doll_5.66,doll_30.56,doll_28.10,
doll_4.95,21.0,doll_2.36,doll_16.80,doll_13.16,doll_6.09,doll_73.90,
doll_4.00,0.0,doll_0.86,doll_44.81,doll_2.95,doll_46.45,doll_13.17,doll_76.42
doll_6.01,22.0,doll_21.37,doll_39.00,doll_1.77,doll_4.95,doll_4.24,doll_15.27
doll_1.56,0.0,doll_20.69,doll_72.33,doll_15.36,doll_5.45,doll_58.60,doll_131.05
doll_2.83,1.0,doll_7.74,doll_13.72,doll_1.68,doll_6.36,doll_150.71,
doll_1.87,3.0,doll_30.35,doll_33.25,doll_1.38,doll_14.93,doll_104.17,
doll_1.77,3.0,doll_5.33,doll_116.14,doll_5.90,doll_8.49,doll_108.55,
doll_1.92,27.0,doll_2.56,doll_5.39,doll_4.49,doll_1.09,doll_30.06,doll_182.30
doll_9.04,1.0,doll_7.56,doll_14.73,doll_0.87,doll_9.22,doll_10.74,
doll_1.89,1.0,doll_30.60,doll_23.28,doll_2.96,doll_8.76,doll_99.34,
doll_0.30,37.0,doll_1.73,doll_2.30,doll_3.34,doll_2.94,doll_42.43,
doll_3.51,6.0,doll_10.56,doll_0.58,doll_4.34,doll_0.96,doll_34.97,doll_45.24
doll_8.83,1.0,doll_2.31,doll_79.58,doll_1.40,doll_15.20,doll_39.39,
doll_15.25,2.0,doll_0.88,doll_85.13,doll_1.60,doll_14.56,doll_77.39,doll_38.60
doll_2.39,11.0,doll_1.70,doll_2.74,doll_0.85,doll_1.00,doll_94.01,
doll_159.76,3.0,doll_3.17,doll_68.88,doll_4.99,doll_17.82,doll_45.91,
doll_5.10,7.0,doll_1.50,doll_17.90,doll_0.66,doll_52.91,doll_52.82,
doll_2.56,3.0,doll_17.60,doll_89.06,doll_5.24,doll_3.46,doll_2.34,doll_49.59
doll_1.08,4.0,doll_0.93,doll_70.21,doll_1.15,doll_51.42,doll_19.01,doll_3.27
doll_9.17,1.0,doll_8.41,doll_0.07000,doll_1.18,doll_20.06,doll_11.97,doll_15.58
doll_3.57,10.0,doll_4.10,doll_17.30,doll_10.90,doll_8.72,doll_58.77,
doll_1.00,6.0,doll_2.37,doll_2.13,doll_4.47,doll_11.17,doll_45.26,doll_5.61
doll_3.56,9.0,doll_10.35,doll_146.87,doll_9.67,doll_7.88,doll_26.55,doll_3.14
doll_35.57,1.0,doll_1.22,doll_50.82,doll_24.75,doll_4.24,doll_1.60,
doll_10.38,15.0,doll_0.68,doll_34.18,doll_23.70,doll_1.30,doll_69.08,
doll_11.17,45.0,doll_25.60,doll_117.09,doll_10.94,doll_10.25,doll_50.44,
doll_0.50,8.0,doll_17.26,doll_2.29,doll_10.78,doll_2.04,doll_63.66,
doll_7.87,3.0,doll_2.78,doll_38.96,doll_3.51,doll_3.92,doll_62.11,doll_30.79
doll_1.80,26.0,doll_5.72,doll_143.46,doll_12.07,doll_2.74,doll_19.56,
doll_51.09,4.0,doll_1.83,doll_14.98,doll_3.32,doll_4.30,doll_15.38,
doll_7.03,5.0,doll_0.86,doll_2.95,doll_11.81,doll_0.29,doll_109.37,
doll_1.95,1.0,doll_4.22,doll_189.96,doll_0.25,doll_14.13,doll_29.09,doll_60.54
doll_29.08,2.0,doll_0.26,doll_54.34,doll_0.06000,doll_17.20,doll_232.79,
doll_7.93,5.0,doll_1.99,doll_1.07,doll_1.43,doll_0.46,doll_72.70,doll_41.06
doll_2.54,3.0,doll_1.96,doll_15.15,doll_3.36,doll_0.13,doll_89.68,
doll_3.04,2.0,doll_1.14,doll_1.90,doll_8.96,doll_71.85,doll_28.52,
doll_8.51,3.0,doll_1.12,doll_0.37,doll_2.53,doll_0.12,doll_13.86,doll_18.81
doll_0.12,2.0,doll_5.20,doll_2.73,doll_1.58,doll_2.19,doll_1.58,doll_20.75
doll_2.02,6.0,doll_0.76,doll_19.80,doll_1.76,doll_23.69,doll_44.99,
doll_3.74,5.0,doll_3.50,doll_9.29,doll_3.16,doll_1.97,doll_230.16,doll_17.30
doll_10.02,7.0,doll_4.49,doll_0.36,doll_1.72,doll_19.04,doll_29.28,doll_2.63
doll_19.04,13.0,doll_6.02,doll_54.15,doll_4.22,doll_6.88,doll_80.40,
doll_0.65,27.0,doll_24.00,doll_2.88,doll_2.34,doll_3.57,doll_45.13,
doll_4.50,9.0,doll_11.08,doll_141.69,doll_3.35,doll_153.48,doll_38.30,doll_46.60
doll_5.17,13.0,doll_3.92,doll_26.18,doll_1.87,doll_9.18,doll_5.64,doll_34.25
doll_0.13,4.0,doll_17.73,doll_109.15,doll_9.01,doll_1.46,doll_177.92,doll_221.33
doll_6.01,6.0,doll_2.03,doll_19.62,doll_6.81,doll_5.12,doll_19.13,
doll_7.20,3.0,doll_16.46,doll_49.51,doll_3.62,doll_2.71,doll_109.30,doll_10.70
doll_6.23,1.0,doll_5.67,doll_15.01,doll_8.35,doll_2.66,doll_73.94,doll_62.97
doll_4.54,24.0,doll_7.50,doll_23.00,doll_1.64,doll_13.60,doll_87.37,
doll_3.62,13.0,doll_0.67,doll_15.13,doll_1.14,doll_12.28,doll_99.34,doll_60.04
doll_12.21,6.0,doll_3.70,,doll_2.08,doll_33.93,doll_92.19,doll_11.38
doll_13.91,1.0,doll_6.72,,doll_7.72,doll_1.79,doll_4.12,
doll_1.30,3.0,doll_3.14,,doll_20.66,doll_1.87,doll_421.24,doll_21.18
doll_0.89,3.0,doll_3.57,,doll_6.17,doll_13.82,doll_29.32,doll_74.95
doll_4.66,1.0,doll_8.31,,doll_2.44,doll_0.89,doll_1.10,doll_18.36
doll_1.30,1.0,doll_4.60,,doll_3.65,doll_6.30,doll_4.81,doll_48.13
doll_11.50,4.0,doll_3.18,,doll_19.32,doll_6.14,doll_7.27,
doll_27.12,4.0,doll_8.00,,doll_2.13,doll_5.02,doll_44.94,doll_10.75
doll_15.05,17.0,doll_5.46,,doll_13.33,doll_20.29,doll_349.16,doll_220.00
doll_1.12,0.0,doll_0.06000,,doll_11.26,doll_0.47,doll_106.36,
doll_10.92,5.0,doll_2.95,,doll_2.36,doll_11.30,doll_124.70,doll_28.67
doll_6.40,13.0,doll_1.19,,doll_4.23,doll_1.42,doll_67.75,doll_52.48
doll_13.38,3.0,doll_3.40,,doll_6.47,doll_1.25,doll_57.16,doll_67.08
doll_9.12,22.0,doll_10.90,,doll_15.87,doll_5.65,doll_22.26,
doll_22.85,11.0,doll_6.10,,doll_1.16,doll_1.07,doll_28.36,doll_22.01
doll_3.38,19.0,doll_2.33,,doll_18.65,doll_11.00,doll_4.07,doll_233.60
doll_3.04,8.0,doll_2.43,,doll_1.24,doll_1.71,doll_75.65,
doll_1.08,1.0,doll_1.30,,doll_1.20,doll_4.34,doll_95.70,
doll_22.32,2.0,doll_2.13,,doll_12.06,doll_4.70,doll_6.09,
doll_1.26,5.0,doll_5.81,,doll_11.33,doll_26.40,doll_24.72,
doll_27.67,1.0,doll_3.67,,doll_5.11,doll_1.69,doll_238.86,
doll_8.29,10.0,doll_1.93,,doll_5.16,doll_1.43,doll_55.11,doll_146.63
doll_8.83,8.0,doll_1.50,,doll_4.26,doll_1.09,doll_10.58,doll_111.36
doll_4.98,17.0,doll_0.24,,doll_10.49,doll_2.85,doll_35.40,doll_283.00
doll_37.94,3.0,doll_3.43,,doll_6.75,doll_2.73,doll_14.47,
doll_15.77,2.0,doll_1.63,,doll_3.08,doll_4.30,doll_13.83,
doll_18.58,2.0,doll_11.42,,doll_7.17,doll_3.47,doll_70.02,
doll_2.36,2.0,doll_0.05000,,doll_18.18,doll_0.07000,doll_49.40,doll_5.33
doll_33.52,4.0,doll_23.64,,doll_1.34,doll_27.10,doll_59.29,doll_1.85
doll_19.90,19.0,doll_5.07,,doll_1.17,doll_33.31,doll_71.91,doll_2.03
doll_2.72,0.0,doll_19.47,,doll_1.02,doll_0.45,doll_3.25,doll_70.35
doll_6.34,4.0,doll_12.76,,doll_1.04,doll_5.96,doll_390.88,doll_107.19
doll_2.07,0.0,doll_3.73,,doll_29.72,doll_0.28,doll_17.05,doll_77.62
doll_0.07000,7.0,doll_1.53,,doll_0.79,doll_35.93,doll_43.29,
doll_4.86,6.0,doll_0.61,,doll_27.16,doll_1.08,doll_56.84,doll_2.88
doll_1.11,4.0,doll_1.35,,doll_13.92,doll_21.60,doll_44.44,doll_18.90
doll_0.46,4.0,doll_16.12,,doll_0.23,doll_1.10,doll_7.28,doll_9.63
doll_9.15,21.0,doll_1.70,,doll_9.08,doll_1.69,doll_3.65,doll_1.94
doll_3.44,35.0,doll_9.28,,doll_4.70,doll_6.40,doll_28.13,doll_54.27
doll_0.70,15.0,doll_1.56,,doll_0.40,doll_3.08,doll_17.45,doll_137.37
doll_0.91,23.0,doll_3.63,,doll_3.67,doll_3.70,doll_34.49,doll_4.08
