02-GioPonSpiz-price,03-gren-price,05-MalPatSaj-price,00-avengers-share_price,01-DDD-share_price,06-MarScoToc-share_price,09-wissel-share_price,04-iGMM-shareprice
doll_28.78,72.0,doll_1.54,doll_1.14,doll_17.24,doll_73.67,doll_4.19,
doll_4.64,4.0,doll_50.21,doll_7.00,doll_28.47,doll_27.71,doll_7.85,doll_0.31
doll_1.13,15.0,doll_125.49,doll_7.72,doll_45.07,doll_15.43,doll_0.07010,doll_4.25
doll_8.17,19.0,doll_26.46,doll_0.81,doll_44.43,doll_47.61,doll_1.54,doll_0.58
doll_44.97,19.0,doll_51.59,doll_2.78,doll_6.41,doll_41.39,doll_26.31,doll_0.27
doll_97.91,15.0,doll_38.91,doll_14.20,doll_47.88,doll_102.15,doll_6.51,
doll_291.00,6.0,doll_27.61,doll_15.40,doll_20.80,doll_4.61,doll_1.64,
doll_21.11,60.0,doll_101.94,doll_1.45,doll_85.47,doll_21.16,doll_0.78,
doll_100.72,33.0,doll_19.39,doll_0.04000,doll_50.78,doll_31.35,doll_8.43,
doll_6.89,120.0,doll_13.67,doll_27.70,doll_216.74,doll_0.21,doll_0.56,doll_23.12
doll_0.41,2.0,doll_1.23,doll_1.74,doll_7.33,doll_4.16,doll_11.03,
doll_10.09,86.0,doll_8.69,doll_2.79,doll_3.64,doll_3.60,doll_1.69,doll_1.55
doll_3.61,14.0,doll_16.93,doll_0.92,doll_80.91,doll_60.17,doll_11.46,doll_2.11
doll_22.25,1.0,doll_27.87,doll_1.71,doll_12.90,doll_193.89,doll_0.36,
doll_68.56,0.0,doll_53.01,doll_0.20,doll_49.76,doll_1.74,doll_1.52,doll_0.97
doll_62.61,31.0,doll_126.55,doll_0.35,doll_117.62,doll_28.61,doll_32.43,doll_0.20
doll_141.85,27.0,doll_137.16,doll_3.03,doll_5.54,doll_6.86,doll_74.82,
doll_74.82,32.0,doll_93.61,doll_2.06,doll_2.24,doll_97.01,doll_5.54,doll_0.09000
doll_191.23,71.0,doll_1.13,doll_4.97,doll_107.99,doll_75.33,doll_0.15,
doll_45.50,1.0,doll_118.76,doll_10.11,doll_34.91,doll_191.23,doll_10.02,
doll_89.40,0.0,doll_129.20,doll_0.88,doll_10.68,doll_13.81,doll_3.68,doll_0.28
doll_17.19,272.0,doll_32.08,doll_0.86,doll_0.90,doll_1.27,doll_1.30,
doll_28.35,83.0,doll_2.71,doll_1.87,doll_38.26,doll_11.24,doll_1.06,doll_1.22
doll_69.07,84.0,doll_41.44,doll_0.45,doll_59.35,doll_52.30,doll_13.99,
doll_28.81,0.0,doll_21.05,doll_1.29,doll_9.61,doll_99.63,doll_6.84,doll_4.25
doll_31.08,94.0,doll_50.86,doll_0.53,doll_143.36,doll_13.99,doll_3.46,
doll_2.16,26.0,doll_101.15,doll_1.57,doll_7.71,doll_17.37,doll_1.88,
doll_39.74,9.0,doll_20.04,doll_0.87,doll_56.47,doll_28.21,doll_0.19,
doll_87.25,0.0,doll_42.14,doll_1.88,doll_8.93,doll_98.76,doll_0.77,
doll_8.88,17.0,doll_0.01000,doll_0.28,doll_2.19,doll_74.31,doll_7.28,
doll_22.28,115.0,doll_8.38,doll_6.87,doll_247.35,doll_123.91,doll_2.14,
doll_8.79,72.0,doll_33.58,doll_2.18,doll_9.84,doll_67.96,doll_1.76,
doll_59.45,137.0,doll_220.01,doll_1.39,doll_112.15,doll_88.69,doll_1.35,
doll_5.97,165.0,doll_31.70,doll_1.68,doll_8.86,doll_32.99,doll_0.77,
doll_9.67,31.0,doll_1.57,doll_0.04000,doll_10.86,doll_16.23,doll_34.96,
doll_15.63,90.0,doll_0.78,doll_5.07,doll_75.63,doll_9.68,doll_0.74,
doll_15.21,11.0,doll_59.99,doll_1.40,doll_40.03,doll_11.53,doll_8.24,
doll_76.05,78.0,doll_281.94,doll_0.20,doll_54.08,doll_19.47,doll_16.06,
doll_41.04,33.0,doll_178.75,doll_1.52,doll_202.29,doll_248.92,doll_15.81,doll_0.66
doll_42.27,75.0,doll_66.25,doll_0.17,doll_5.44,doll_8.85,doll_18.42,doll_1.72
doll_52.30,1.0,doll_15.08,doll_2.05,doll_55.60,doll_240.42,doll_2.40,doll_3.47
doll_16.54,6.0,doll_9.81,doll_0.24,doll_120.98,doll_33.26,doll_39.86,
doll_56.06,1.0,doll_23.34,doll_0.90,doll_29.12,doll_61.79,doll_2.42,
doll_100.15,13.0,doll_71.23,doll_1.97,doll_3.37,doll_38.39,doll_0.38,
doll_79.82,213.0,doll_21.40,doll_0.81,doll_63.27,doll_97.58,doll_6.45,doll_4.30
doll_2.96,21.0,doll_10.72,doll_4.28,doll_36.40,doll_42.12,doll_11.40,doll_0.41
doll_121.38,501.0,doll_57.07,doll_0.20,doll_25.00,doll_15.75,doll_10.01,
doll_115.03,3.0,doll_75.62,doll_4.03,doll_247.78,doll_139.42,doll_3.02,
doll_13.85,8.0,doll_214.38,doll_0.35,doll_67.20,doll_123.71,doll_0.30,
doll_20.70,29.0,doll_238.89,doll_0.05000,doll_88.74,doll_22.09,doll_0.09500,
doll_19.33,36.0,doll_1.65,doll_0.31,doll_34.84,doll_28.40,doll_12.24,
doll_27.02,108.0,doll_273.64,doll_0.82,doll_3.27,doll_180.75,doll_6.15,
doll_46.37,10.0,doll_3.37,doll_2.90,doll_207.98,doll_20.45,doll_2.12,doll_1.88
doll_17.14,34.0,doll_2.75,doll_0.58,doll_4.45,doll_19.45,doll_9.00,
doll_19.43,37.0,doll_9.38,doll_0.96,doll_31.96,doll_15.45,doll_0.73,doll_1.43
doll_123.06,61.0,doll_69.00,doll_0.39,doll_24.62,doll_12.51,doll_1.39,
doll_73.63,15.0,doll_71.33,doll_1.03,doll_3.43,doll_3.48,doll_36.23,
doll_7.66,44.0,doll_23.21,doll_2.26,doll_181.37,doll_38.86,doll_0.72,
doll_15.64,115.0,doll_28.67,doll_4.06,doll_32.68,doll_2.71,doll_11.30,
doll_223.83,11.0,doll_117.82,doll_0.50,doll_4.88,doll_23.82,doll_2.32,
doll_5.74,2.0,doll_27.29,doll_8.86,doll_96.86,doll_16.35,doll_2.63,
doll_32.40,130.0,doll_16.75,doll_2.96,doll_124.93,doll_61.23,doll_20.57,
doll_38.20,36.0,doll_60.19,doll_1.06,doll_67.84,doll_29.57,doll_0.89,doll_0.27
doll_1.24,53.0,doll_8.41,doll_1.71,doll_31.87,doll_0.39,doll_0.61,
doll_7.19,102.0,doll_16.17,doll_1.31,doll_33.40,doll_27.92,doll_21.57,
doll_23.80,270.0,doll_2.62,doll_1.95,doll_250.00,doll_51.02,doll_4.38,doll_0.63
doll_11.30,207.0,doll_107.77,doll_2.38,doll_0.63,doll_74.25,doll_6.27,
doll_33.74,44.0,doll_30.69,doll_0.17,doll_90.08,doll_37.90,doll_11.95,
doll_20.14,3.0,doll_34.07,doll_3.75,doll_5.58,doll_3.26,doll_0.86,
doll_107.65,22.0,doll_18.62,doll_1.78,doll_37.72,doll_55.52,doll_75.00,doll_0.25
doll_34.99,44.0,doll_17.53,doll_1.13,doll_73.08,doll_26.53,doll_16.29,doll_0.57
doll_242.09,80.0,doll_8.50,doll_0.59,doll_10.70,doll_5.38,doll_2.40,doll_0.66
doll_373.67,93.0,doll_16.53,doll_0.05000,doll_15.12,doll_106.99,doll_0.25,doll_0.01000
doll_29.34,19.0,doll_4.29,doll_0.34,doll_66.41,doll_5.79,doll_14.54,doll_5.21
doll_119.95,9.0,doll_506.00,doll_0.34,doll_37.66,doll_31.41,doll_0.24,
doll_50.71,19.0,doll_75.63,doll_6.94,doll_17.48,doll_8.78,doll_6.17,
doll_0.20,26.0,doll_21.48,doll_1.52,doll_70.15,doll_11.30,doll_0.67,
doll_31.41,40.0,doll_32.49,doll_0.08470,doll_321.86,doll_28.24,doll_2.38,
doll_30.40,28.0,doll_46.69,doll_0.26,doll_21.92,doll_37.00,doll_0.36,
doll_50.29,20.0,doll_25.78,doll_0.30,doll_462.02,doll_3.39,doll_32.50,
doll_31.98,10.0,doll_99.72,doll_0.82,doll_0.15,doll_13.00,doll_10.76,
doll_15.41,63.0,doll_7.01,doll_1.57,doll_346.70,doll_76.98,doll_8.41,
doll_2.67,79.0,doll_4.18,doll_1.03,doll_9.29,doll_45.13,doll_2.04,
doll_11.32,0.0,doll_172.12,doll_1.93,doll_21.18,doll_31.75,doll_2.59,doll_1.65
doll_67.88,13.0,doll_8.37,doll_6.48,doll_21.94,doll_8.54,doll_1.46,doll_0.60
doll_517.69,167.0,doll_65.83,doll_2.92,doll_121.70,doll_0.05000,doll_9.99,doll_1.61
doll_165.88,1.0,doll_12.79,doll_3.97,doll_10.60,doll_16.89,doll_1.34,
doll_15.64,16.0,doll_78.49,doll_3.56,doll_19.91,doll_49.82,doll_6.00,doll_1.15
doll_3.41,9.0,doll_224.57,doll_0.35,doll_1.48,doll_53.26,doll_13.12,
doll_232.07,22.0,doll_29.05,doll_0.26,doll_154.21,doll_34.50,doll_2.00,
doll_168.42,34.0,doll_58.74,doll_1.72,doll_54.63,doll_3.46,doll_0.14,doll_1.26
doll_8.55,91.0,doll_5.80,doll_1.23,doll_6.19,doll_7.89,doll_0.80,
doll_13.38,103.0,doll_45.87,doll_7.33,doll_0.53,doll_43.19,doll_3.27,
doll_139.64,48.0,doll_259.48,doll_0.09100,doll_54.66,doll_7.00,doll_10.50,doll_0.24
doll_14.11,2.0,doll_24.96,doll_0.26,doll_20.93,doll_47.07,doll_0.51,doll_1.41
doll_16.89,1.0,doll_10.04,doll_0.27,doll_53.16,doll_367.01,doll_12.30,
doll_53.26,30.0,doll_28.79,doll_0.83,doll_65.42,doll_60.63,doll_36.01,doll_0.50
doll_3.45,120.0,doll_111.67,doll_4.11,doll_20.63,doll_60.13,doll_0.48,
doll_7.88,43.0,,doll_0.16,doll_35.62,doll_141.59,doll_0.29,
doll_0.93,14.0,doll_0.86,doll_1.08,doll_169.75,doll_35.33,doll_20.90,doll_4.90
doll_3.37,3.0,doll_9.03,doll_0.46,doll_15.12,doll_14.52,doll_0.64,doll_20.16
doll_32.70,36.0,doll_17.20,doll_0.68,doll_1.05,doll_85.04,doll_9.33,
doll_27.99,58.0,doll_13.55,doll_1.38,doll_56.31,doll_32.43,doll_8.42,doll_6.60
doll_3.25,31.0,doll_3.27,,doll_34.59,doll_4.15,doll_0.16,doll_1.48
doll_13.48,31.0,doll_2.88,,doll_15.57,doll_62.68,doll_0.10,doll_3.74
doll_59.72,30.0,doll_114.92,,doll_89.08,doll_151.14,doll_4.85,
doll_30.91,12.0,doll_17.14,doll_3.25,doll_19.02,doll_13.18,doll_6.84,
doll_12.89,51.0,doll_12.80,doll_59.59,doll_72.79,doll_0.52,doll_15.10,
doll_3.91,13.0,doll_35.74,doll_16.85,doll_59.34,doll_74.51,doll_24.45,doll_2.45
doll_0.05000,70.0,doll_1.16,doll_0.0002000,doll_42.33,doll_65.38,doll_50.24,
doll_79.46,4.0,doll_32.23,doll_0.0001000,doll_63.88,doll_1.58,doll_1.34,doll_2.68
doll_2.74,2217.0,doll_31.85,,doll_11.60,doll_21.89,doll_16.00,
doll_10.59,108.0,doll_30.15,doll_0.0003000,doll_2.40,doll_67.63,doll_0.58,
doll_44.59,14.0,doll_8.85,doll_0.001500,doll_244.10,doll_6.07,doll_63.95,
doll_4.23,18.0,doll_12.65,doll_0.0001000,doll_40.10,doll_165.42,doll_7.57,doll_0.71
doll_3.04,5.0,doll_0.37,doll_0.14,doll_98.54,doll_13.88,doll_1.73,doll_1.65
doll_0.52,44.0,doll_61.73,doll_0.01050,doll_56.85,doll_35.61,doll_0.63,doll_3.48
doll_20.49,26.0,doll_105.10,doll_0.03510,doll_362.63,doll_15.05,doll_1.57,
doll_23.01,12.0,doll_27.23,doll_0.07400,doll_11.04,doll_18.74,doll_18.74,
doll_12.01,31.0,doll_78.65,doll_0.02000,doll_15.85,doll_32.29,doll_3.11,doll_0.20
doll_32.24,223.0,doll_0.56,doll_0.38,doll_5.63,doll_32.45,doll_13.66,doll_1.20
doll_56.13,4253.0,doll_12.06,doll_1.17,doll_62.12,doll_79.32,doll_62.73,
doll_140.20,3.0,doll_96.76,doll_0.02300,doll_65.55,doll_4.19,doll_3.85,
doll_23.67,53.0,doll_3.15,doll_3.19,doll_3.60,doll_35.57,doll_6.19,doll_0.51
doll_210.33,133.0,doll_13.83,doll_0.14,doll_28.72,doll_55.86,doll_3.82,
doll_81.95,2.0,doll_56.70,doll_0.03000,doll_8.42,doll_32.51,doll_4.00,doll_0.46
doll_13.08,26.0,doll_70.39,doll_0.21,doll_51.13,doll_94.53,doll_0.54,doll_0.30
doll_94.76,31.0,doll_5.77,,doll_0.89,doll_502.59,doll_0.62,
doll_21.40,8.0,doll_19.68,doll_0.81,"doll_2,124",doll_22.76,doll_10.15,
doll_2.03,56.0,doll_533.51,doll_0.46,doll_1.01,doll_26.80,doll_0.56,
doll_1.57,60.0,doll_30.31,doll_1.97,doll_208.90,doll_21.28,doll_0.22,doll_6.06
doll_4.09,3.0,doll_60.98,doll_0.22,doll_8.00,doll_0.58,doll_0.98,
doll_139.64,104.0,doll_64.51,doll_0.03600,doll_45.45,doll_208.67,doll_3.37,
doll_106.47,27.0,doll_3.63,doll_0.69,doll_48.16,doll_2.01,doll_9.84,
doll_0.58,0.0,doll_109.24,doll_0.11,doll_1.29,doll_3.01,doll_34.85,
doll_35.88,27.0,doll_64.70,doll_0.09280,doll_10.43,doll_12.99,doll_5.96,
doll_5.97,8.0,doll_157.11,doll_0.40,doll_27.07,doll_26.01,doll_2.26,
doll_26.70,2.0,doll_26.32,doll_0.40,doll_72.18,doll_77.76,doll_24.00,doll_0.84
doll_35.29,3.0,doll_10.51,doll_0.07010,doll_69.73,doll_21.45,doll_9.68,
doll_66.61,34.0,doll_2.08,doll_0.01000,doll_99.85,doll_10.81,doll_1.09,
doll_14.21,11.0,doll_21.69,doll_3.82,doll_22.40,doll_135.89,doll_0.29,
doll_35.16,61.0,doll_2.89,doll_2.23,doll_1.15,doll_2.68,doll_40.62,doll_1.83
doll_46.97,39.0,doll_3.19,doll_0.20,doll_6.47,doll_0.86,doll_4.43,
"doll_2,230",212.0,doll_133.21,doll_1.55,doll_3.14,doll_4.63,doll_3.09,
doll_247.15,58.0,doll_1.50,doll_9.25,doll_196.22,doll_8.02,doll_1.96,
doll_0.59,1.0,doll_4.85,doll_1.55,doll_114.10,doll_29.12,doll_6.74,
doll_34.95,4.0,doll_21.76,doll_0.44,doll_13.36,doll_7.49,doll_128.65,doll_0.62
doll_270.41,107.0,doll_5.48,doll_2.85,doll_4.95,doll_30.04,doll_8.62,doll_0.58
doll_25.82,7.0,doll_0.87,doll_2.75,doll_0.92,doll_52.15,doll_8.66,
doll_58.96,4.0,doll_3.58,doll_0.50,doll_219.60,doll_264.47,doll_0.59,
doll_5.90,52.0,doll_26.69,doll_0.05000,doll_14.84,doll_34.99,doll_0.27,doll_1.04
doll_12.64,45.0,doll_0.49,doll_0.03000,doll_1.70,doll_129.17,doll_0.91,doll_4.82
doll_169.88,24.0,doll_53.30,doll_0.75,doll_1.06,doll_159.19,doll_8.84,doll_1.17
doll_72.59,13.0,doll_11.93,doll_0.28,doll_57.56,,doll_1.49,
doll_58.42,93.0,doll_452.92,doll_2.65,doll_55.98,doll_137.83,doll_10.28,
doll_31.73,30.0,doll_0.66,doll_2.24,doll_3.85,doll_13.98,doll_6.34,
doll_4.74,41.0,doll_7.86,doll_0.08000,doll_3.99,doll_32.13,doll_2.97,
doll_2.90,12.0,doll_52.68,doll_0.47,doll_16.75,doll_36.16,doll_7.60,
doll_112.25,232.0,doll_176.07,doll_1.39,doll_11.16,doll_0.90,doll_38.71,
doll_61.02,8.0,doll_13.36,doll_0.21,doll_45.87,doll_108.22,doll_10.58,
doll_82.10,270.0,doll_34.03,doll_0.008000,doll_25.12,doll_12.83,doll_10.66,doll_1.27
doll_25.18,45.0,doll_1.90,doll_0.08100,doll_44.48,doll_2.89,doll_25.58,
doll_128.58,1.0,doll_127.95,doll_0.03900,doll_91.00,doll_0.39,doll_13.27,doll_0.27
doll_13.66,5.0,doll_41.57,doll_0.23,doll_23.54,doll_13.62,doll_37.23,doll_3.57
doll_31.90,11.0,,doll_0.69,doll_0.70,doll_4.72,doll_25.05,doll_1.14
doll_13.62,1.0,doll_76.65,doll_0.42,doll_0.14,doll_13.07,doll_1.07,
doll_7.43,4.0,doll_45.74,doll_0.20,doll_15.08,doll_3.71,doll_32.04,
doll_36.24,1.0,doll_10.14,doll_5.18,doll_7.15,doll_24.66,doll_5.52,
doll_79.42,1.0,doll_103.03,doll_0.80,doll_26.27,doll_31.53,doll_0.97,doll_1.83
doll_107.71,1.0,doll_57.94,doll_0.58,doll_31.02,doll_168.33,doll_34.00,doll_0.31
doll_71.21,37.0,doll_6.82,doll_0.12,doll_39.83,doll_39.85,doll_1.87,
doll_2.24,16.0,doll_2.75,doll_0.76,doll_15.28,doll_27.40,doll_3.05,
doll_39.75,6.0,doll_0.37,doll_0.08000,doll_9.37,doll_79.32,doll_4.33,
doll_16.16,332.0,doll_8.92,doll_0.92,doll_62.00,doll_31.41,doll_21.43,
doll_27.27,128.0,doll_2.94,doll_0.53,doll_11.58,doll_133.06,doll_0.07500,
doll_18.28,39.0,doll_1.20,doll_3.35,doll_50.89,doll_243.82,doll_3.64,
doll_0.19,1186.0,doll_232.70,doll_0.05990,doll_109.30,doll_272.59,doll_11.68,
doll_1.57,40.0,doll_50.79,doll_0.21,doll_21.18,doll_71.00,doll_3.41,doll_0.80
doll_8.63,74.0,doll_6.65,doll_0.85,doll_19.42,doll_103.89,doll_3.83,doll_0.85
doll_31.59,505.0,doll_4.05,doll_0.70,doll_13.20,doll_1.43,doll_10.38,
doll_46.28,4.0,doll_24.56,doll_0.03000,doll_118.07,doll_7.28,doll_1.83,
doll_31.12,61.0,doll_19.48,doll_2.30,doll_28.87,doll_36.82,doll_111.94,
doll_12.88,7.0,doll_61.30,doll_1.54,doll_154.74,doll_0.68,doll_1.26,
doll_7.83,52.0,doll_451.24,doll_0.78,doll_11.94,doll_105.05,doll_0.63,doll_0.03000
doll_61.19,23.0,doll_60.07,doll_1.36,doll_11.73,doll_17.12,doll_5.16,
doll_144.27,101.0,doll_1.07,doll_0.24,doll_78.03,doll_187.37,doll_2.14,doll_0.97
doll_1.07,21.0,doll_140.95,doll_1.32,doll_17.38,doll_22.65,doll_28.95,
doll_186.29,7.0,doll_48.85,doll_0.34,doll_12.39,doll_2.51,doll_11.79,
doll_132.04,5.0,doll_7.39,doll_5.61,doll_23.37,doll_17.93,doll_1.20,doll_1.75
doll_16.78,132.0,doll_178.10,doll_0.02000,doll_3.42,doll_5.56,doll_0.93,
doll_21.84,441.0,doll_34.59,doll_3.21,doll_66.04,doll_19.61,doll_2.42,
doll_0.83,95.0,doll_102.65,doll_1.52,doll_23.13,doll_109.96,doll_3.67,
doll_27.80,4.0,doll_30.37,doll_0.21,doll_178.19,doll_3.11,doll_6.14,doll_1.09
doll_24.09,170.0,doll_11.96,doll_12.56,doll_74.66,doll_1.24,doll_7.21,
doll_4.29,261.0,doll_6.99,doll_0.35,doll_67.83,doll_8.59,doll_55.15,doll_2.93
doll_27.99,124.0,doll_9.36,doll_0.50,doll_12.21,doll_60.00,doll_0.39,
doll_5.49,34.0,doll_21.57,doll_0.19,doll_47.66,doll_155.44,doll_14.34,
doll_3.61,32.0,doll_31.35,doll_0.28,doll_30.02,doll_0.19,doll_3.75,
"doll_4,258",7.0,doll_87.20,doll_0.96,doll_1.90,doll_42.78,doll_4.19,
doll_59.46,162.0,doll_24.09,doll_1.20,doll_1.19,doll_16.69,doll_3.70,
doll_21.19,5.0,doll_11.25,doll_0.16,doll_229.54,doll_142.31,doll_0.33,
doll_7.38,21.0,doll_51.41,doll_0.07440,doll_195.91,doll_26.10,doll_2.78,
doll_26.38,17.0,doll_95.11,doll_0.34,doll_3.33,doll_42.37,doll_0.23,doll_2.26
doll_42.20,77.0,doll_85.36,doll_0.03000,doll_128.82,doll_1.91,doll_0.03600,
doll_0.37,29.0,doll_1.22,doll_0.006250,doll_9.24,doll_6.14,doll_0.0001000,doll_0.86
doll_37.85,1.0,doll_56.94,doll_0.75,doll_32.36,doll_62.95,doll_1.26,
doll_1.90,5.0,doll_2.95,doll_1.90,doll_2.56,,doll_1.42,
doll_6.11,59.0,doll_13.66,doll_0.58,doll_155.19,doll_1.03,doll_0.65,
doll_3.07,2.0,doll_1.82,doll_0.37,doll_15.30,doll_13.21,doll_2.76,
doll_6.66,12.0,doll_17.83,doll_1.95,doll_230.62,doll_10.54,doll_7.50,doll_11.32
doll_0.66,202.0,doll_25.80,doll_1.47,doll_29.34,doll_3.85,doll_1.73,doll_15.01
doll_1.22,2.0,doll_11.86,doll_0.47,doll_53.55,doll_77.54,doll_1.43,
doll_0.74,3.0,doll_28.16,doll_0.14,doll_11.16,doll_0.28,doll_53.08,doll_2.50
doll_5.31,1.0,doll_134.76,doll_0.98,doll_6.00,doll_15.63,doll_12.71,doll_10.24
doll_2.49,3.0,doll_39.92,doll_0.69,doll_31.39,doll_5.30,doll_0.01370,
doll_20.41,9.0,doll_6.23,doll_0.41,doll_11.61,doll_22.16,doll_8.95,
doll_16.31,25.0,doll_1.97,doll_0.01000,doll_2.41,doll_7.35,doll_6.16,doll_0.64
doll_269.66,92.0,doll_53.98,doll_0.28,doll_74.44,doll_27.06,doll_0.65,doll_1.68
doll_22.07,109.0,doll_0.17,doll_0.12,doll_134.74,doll_45.18,doll_19.29,
doll_34.69,61.0,doll_5.38,doll_0.08120,doll_1.70,doll_0.74,doll_4.40,doll_5.74
doll_62.05,11.0,doll_42.50,doll_3.54,doll_1.91,doll_16.27,doll_0.98,doll_0.71
doll_52.56,170.0,doll_12.02,doll_0.22,doll_70.90,doll_4.23,doll_0.32,
doll_43.51,154.0,doll_14.20,doll_1.50,doll_62.31,doll_37.44,doll_1.12,doll_0.82
doll_35.63,46.0,doll_84.42,doll_3.00,doll_165.44,doll_88.13,doll_0.56,
doll_32.70,13.0,doll_32.01,doll_0.91,doll_47.57,doll_13.03,doll_15.25,doll_7.31
doll_16.59,12.0,doll_2.02,doll_1.82,doll_26.26,doll_11.04,doll_1.30,doll_0.55
doll_151.52,49.0,doll_34.11,doll_0.23,doll_42.00,doll_40.76,doll_0.46,
doll_52.73,4.0,doll_72.70,doll_3.63,doll_38.52,doll_22.05,doll_0.91,
doll_105.97,4.0,doll_57.42,doll_4.17,doll_21.98,doll_11.81,doll_1.05,
doll_166.65,140.0,doll_33.21,doll_0.01000,doll_19.28,doll_59.26,doll_6.24,
doll_12.17,120.0,doll_31.74,doll_2.78,doll_23.43,doll_26.74,doll_0.88,
doll_93.03,29.0,doll_32.60,doll_3.80,doll_92.69,doll_41.30,doll_1.66,doll_0.40
doll_4.38,13.0,doll_11.29,doll_1.25,doll_10.44,doll_20.71,doll_55.80,
doll_271.28,15.0,doll_46.24,doll_1.96,doll_48.68,doll_31.27,doll_5.48,doll_2.29
doll_6.69,8.0,doll_32.11,doll_1.06,doll_56.50,doll_52.05,doll_6.45,
doll_39.58,3.0,doll_31.13,doll_1.63,doll_9.62,doll_17.22,doll_0.46,
doll_174.06,46.0,doll_8.90,doll_1.27,doll_220.08,doll_17.14,doll_1.60,
doll_95.43,49.0,doll_6.09,doll_0.64,doll_81.91,doll_125.22,doll_12.14,
doll_12.88,39.0,doll_22.72,doll_0.10,doll_243.69,doll_253.98,doll_1.11,
doll_79.26,17.0,doll_122.32,doll_2.51,doll_19.35,doll_69.98,doll_0.47,doll_1.02
doll_0.28,25.0,doll_2.07,doll_1.18,doll_20.13,doll_39.38,doll_2.14,
doll_75.04,20.0,doll_32.30,doll_1.62,doll_2.09,doll_15.77,doll_6.34,
doll_1.07,170.0,doll_24.75,doll_1.88,doll_67.36,doll_14.58,doll_0.02000,doll_0.82
doll_125.00,5.0,doll_4.94,doll_0.60,doll_5.14,doll_68.83,doll_28.50,doll_0.58
doll_51.72,9.0,doll_46.34,doll_0.27,doll_45.72,doll_1.07,doll_1.25,doll_1.08
doll_41.26,14.0,doll_6.88,doll_0.52,doll_0.36,doll_34.00,doll_22.47,doll_1.28
doll_11.27,40.0,doll_116.37,doll_1.38,doll_3.14,doll_268.28,doll_1.18,
doll_21.96,15.0,doll_49.61,doll_1.46,doll_102.89,doll_2.14,doll_0.54,
doll_13.08,2.0,doll_159.63,doll_2.39,doll_34.28,doll_51.45,doll_0.90,
doll_71.33,0.0,doll_36.63,doll_1.50,doll_250.98,doll_2.11,doll_0.45,
doll_15.66,18.0,doll_4.27,doll_0.66,doll_12.76,doll_16.78,doll_1.27,doll_8.10
doll_78.15,16.0,doll_168.97,doll_0.17,doll_9.42,doll_11.94,doll_0.18,doll_2.43
doll_2.13,11.0,doll_5.09,doll_1.98,doll_120.66,doll_2.26,doll_0.006000,
doll_16.94,146.0,doll_0.69,doll_1.31,doll_150.25,doll_2.15,doll_1.58,
doll_3.72,32.0,doll_73.69,doll_0.17,doll_33.09,doll_6.41,doll_0.92,
doll_14.44,28.0,doll_3.30,doll_1.20,doll_32.09,doll_77.98,doll_2.84,doll_0.73
doll_10.77,2.0,doll_123.95,doll_0.65,doll_24.77,doll_21.58,doll_7.54,
doll_39.85,6.0,doll_32.38,doll_2.45,doll_55.97,doll_17.94,doll_2.48,doll_0.54
doll_132.98,12.0,doll_119.45,doll_0.58,doll_53.96,doll_0.36,doll_7.68,
doll_2.21,15.0,doll_14.98,doll_2.90,doll_25.44,doll_26.72,doll_4.12,doll_2.89
doll_61.80,18.0,doll_107.94,doll_1.09,doll_9.07,doll_101.38,doll_1.94,
"doll_1,198",14.0,doll_28.35,doll_1.24,doll_4.71,doll_175.89,doll_3.40,doll_1.85
doll_14.97,16.0,doll_7.86,doll_1.40,doll_81.00,doll_47.07,doll_4.65,doll_7.78
doll_101.49,140.0,doll_14.11,doll_4.83,doll_17.97,doll_51.08,doll_1.11,doll_0.89
doll_9.56,33.0,doll_59.71,doll_0.01000,doll_0.74,doll_31.47,doll_1.08,doll_1.25
doll_34.10,29.0,doll_87.68,doll_0.12,doll_51.77,doll_152.21,doll_1.35,doll_0.16
doll_16.89,4.0,doll_142.12,doll_0.56,doll_4.65,doll_5.44,doll_0.75,doll_4.22
doll_121.25,65.0,doll_37.41,doll_1.17,doll_18.06,doll_11.08,doll_1.28,
doll_17.88,96.0,doll_4.12,doll_2.40,doll_12.45,doll_15.84,doll_1.84,
doll_429.25,15.0,doll_38.30,doll_0.83,doll_38.58,doll_42.69,doll_1.14,doll_0.28
doll_68.63,14.0,doll_36.29,doll_0.14,doll_198.90,doll_0.91,doll_3.04,
doll_4.26,23.0,doll_92.52,doll_1.79,doll_306.18,doll_9.57,doll_2.73,doll_0.46
doll_25.64,1.0,doll_197.18,doll_0.15,doll_41.70,doll_169.36,doll_1.90,
doll_31.17,128.0,,doll_1.68,doll_11.35,doll_74.44,doll_2.22,
doll_6.68,16.0,doll_15.49,doll_5.54,doll_1.33,doll_76.89,doll_0.85,
doll_8.64,20.0,doll_2.44,doll_0.30,doll_13.18,,doll_23.86,
doll_5.63,166.0,doll_151.79,doll_0.15,doll_86.82,doll_9.46,doll_20.29,
doll_101.81,20.0,doll_8.12,doll_2.24,doll_59.16,doll_3.36,doll_3.99,
doll_98.24,1.0,doll_3.92,doll_0.49,doll_7.49,doll_3.75,doll_0.82,
doll_29.37,2.0,doll_16.12,doll_0.46,doll_27.54,doll_51.54,doll_7.41,doll_9.15
doll_30.38,20.0,doll_12.15,doll_3.27,doll_19.70,doll_18.86,doll_0.23,
doll_18.95,58.0,doll_7.89,doll_1.16,doll_17.47,doll_9.68,doll_3.03,
