00-avengers-name,01-DDD-name,02-GioPonSpiz-name,03-gren-name,04-iGMM-name,05-MalPatSaj-name,06-MarScoToc-name,09-wissel-name
stonex group,"tata teleservices
","sturm, ruger & co",magic software,Radian Group,hikal,ellington financial,frasers group
parex resources,delek group,titan machinery,wisdomtree investments,Forward Air,microvast,edelweiss financial services,ds smith
cj group,nuvista energy,verano holdings,crossamerica partners,The AZEK Company,domo,ponsse,national grid
viaplay group,"constellium
",dril-quip,cellcom israel,PTC Therapeutics,amyris,forestar group,diageo
nmi holdings,bloomin' brands,crinetics pharmaceuticals,ponsse,,suprajit engineering,boston omaha,babcock international group
interdigital,indra sistemas,kalpataru power transmission,indie semiconductor,,obsidian energy,bristow group,mondi
rpc,cranswick,gpa,esab india,LivaNova,redfin,slr investment,next plc
shinsegae,basic-fit,marshalls plc,smart global holdings,Korn Ferry,acm research,newamsterdam pharma company,greggs
rlj lodging trust,"harel group
",boston omaha,avepoint,,maxcyte,scansource,balfour beatty
primary health properties,"sunstone hotel investors
",hawkins,liveperson,,siga technologies,agenus,london stock exchange
diamondrock hospitality company,"exp world holdings
",indiabulls housing finance,bristow group,e.l.f. Cosmetics,exscientia,chipmos technologies,ssp group
urban edge properties,sylvamo,mercer international,vitru,Workman,1-800-flowers,mercer international,ashtead
robertet,redrow,simulations plus,ani pharmaceuticals,PagSeguro,shenzhen bingchuan network,shinpoong pharm,aviva
aj bell,triple flag precious metals,ceat,jbm auto,Commvault,fdc india,cadre,haleon
lenzing,catalyst pharmaceuticals,zealand pharma,nextdoor,,electrica,caleres,coca-cola european partners
tilray,the foschini group,softchoice,scansource,,hbt financial,ranger oil,pearson
fibrogen,ci financial,coherus biosciences,adler real estate,Transportadora de Gas del Sur,sangamo therapeutics,quinstreet,tesco
zug estates holding,avidxchange,repay holdings,ingersoll rand india,Arçelik,gorilla technology,smart global holdings,hsbc
telenet,tiger brands,converge technology solutions,alabama power,Linamar,arrow financial,clairvest group,international distributions services (royal mail)
lakeland financial corp,spirent,avepoint,point biopharma,Mercury Systems,gaotu techedu,badger infrastructure solutions,sainsbury's
green thumb industries,goodrx,yext,ambac,,rayonier advanced materials,vtex,unilever
brp group,"shimao property
",ponsse,gladstone commercial,Bellway,audiocodes,sparc,associated british foods
oceaneering international,nu skin,mirum pharmaceuticals,par technology,,olectra greentech,enfusion,wpp
nustar energy,"strategic education
",ranger oil,anywhere real estate,SKF India,phillips carbon black,bicycle therapeutics,anglo american
babcock international group,"empire state realty trust
",bioxcel therapeutics,vtex,Altarea,heidelbergcement india,team17,vodafone
nagarro,plus500,pacific century regional developments,old second bancorp,,vera therapeutics,zealand pharma,bt group
e2open,tidewater,bristow group,yext,,janux therapeutics,crossamerica partners,bae systems
golden ocean group,"american assets trust
",cellebrite,shenzhen zqgame,Marks & Spencer,materialise nv,washington trust bancorp,glaxosmithkline
caretrust reit,auto1,tokmanni,navios maritime partners,Games Workshop Group,cmge technology group,pacific century regional developments,astrazeneca
csw industrials,stella-jones,allegiance bancshares,univest,Strauss Group,sundial growers,artis reit,shell
toho gas,"silk road medical
",varex imaging,theravance biopharma,Aarti Industries,genesco,brainchip,standard chartered
hornbach baumarkt,wesbanco,washington trust bancorp,the vita coco company,,chuy's,laredo petroleum,kingfisher
national aluminum & alloy,"aareal bank
",slr investment,ionq,Nerolac Paints,morphosys,simulations plus,barclays
canadian western bank,carborundum universal,vtex,northfield bancorp,,tunas ridean,standard motor products (smp),jd sports fashion
comfortdelgro,"banner bank
",hangzhou electronic soul network technology,aerie pharmaceuticals,,system1,ceat,cnh industrial
pampa energía,tri pointe group,quanex building products,cbl properties,Freshpet,vib vermögen,prince pipes and fittings,bp
digitalbridge group,carpenter technology,bicycle therapeutics,new gold,Mister Car Wash,diamond hill investment group,anavex life sciences,linde
peab,"altice usa
",office properties income trust,ranger oil,CNX Resources,senseonics holdings,ies holdings,marks & spencer
tanger factory outlet centers,jeudan,taboola.com,hanmi financial,Rush Enterprises,csb bank,drägerwerk,natwest group
international seaways,"prestige group
",symphony limited,genius sports,Shapir Civil and Marine Engineering,metrocity bankshares,peoples bancorp,lloyds banking group
formosa sumco technology,credo technology,point biopharma,4d molecular therapeutics,LXP Industrial Trust,loandepot,avepoint,british american tobacco
türkiye kalkınma,consol energy,anavex life sciences,beml,AdaptHealth,first financial,quanex building products,aon
lotte corporation,"pricesmart
",ellington financial,tokmanni,BIC,engineers india,softchoice,rio tinto
masonite,"chesapeake utilities
",rev group,w&t offshore,Graham Holdings,vinci partners,edenor,rentokil initial
cargurus,"edgewell personal care
",laredo petroleum,al moammar information systems,,marathon digital holdings,advantage solutions,national express group
kymera therapeutics,itaãº corpbanca,standard motor products (smp),riskified,Enovis,vishay precision group,bigcommerce,willis towers watson 
pactiv evergreen,"gudang garam
",interfor,exscientia,PennyMac,equity bancshares,eventbrite,intertek
retail opportunity investments,ninety one group,james river group,tcg bdc,ATS Automation,zerofox,ingersoll rand india,rolls-royce holdings
vector group,zim integrated shipping services,lyell immunopharma,belite bio,Jungheinrich,iguatemi,qurate retail group,reckitt benckiser
mercury general,"silicon motion
",summit hotel properties,accel entertainment,,zynex,boohoo group,savills
victrex,minerals technologies,heritage commerce,coherus biosciences,,poseida therapeutics,amber enterprises india,melrose industries
ventyx biosciences,"enerjisa enerji
",aehr test systems,amtd digital,,tremor international,sharecare,ferguson
arcbest,entra,altimmune,sunlight reit,,transcat,dic asset,whitbread
bread financial,verra mobility,prince pipes and fittings,amalgamated financial,CIE Automotive,kirloskar ferrous industries,nextdoor,john wood group
biocryst pharmaceuticals,kennametal,nextdecade corp,docgo,STAAR Surgical,terrascend,movado,relx
colbún,interroll,jbm auto,suncoke energy,,frp holdings,network18,imperial brands
energix renewable energies,aerovironment,cimpress,enfusion,Südzucker,capital city bank group,jbm auto,frasers group
krispy kreme,"supernus pharmaceuticals
",praj industries,karooooo,InMode,nuscale power,james river group,ds smith
burford capital,nos,ies holdings,ub properties,,th international (tims china),provention bio,national grid
eutelsat,six flags,pitney bowes,protolabs,Impinj,simona,stillfront group,diageo
3r petroleum,"dr lal pathlabs
",crossamerica partners,healthstream,,enento group,origin materials,babcock international group
exide industries,salzgitter,chipmos technologies,aspen aerogels,,circor international,finnair,mondi
eve air mobility,"nv5 global
",cellcom israel,ies holdings,,spandana sphoorty financial,navios maritime partners,next plc
lifestance health group,sprinklr,bioceres crop solutions,multiplan,ABM Industries,silence therapeutics,accel entertainment,greggs
warrior met coal,darktrace,sharecare,atn international,GN Store Nord,bioxcel therapeutics,mirum pharmaceuticals,balfour beatty
coursera,barnes group,azul,mirum pharmaceuticals,,ruth's hospitality group,expensify,london stock exchange
usa compression partners,"novagold resources
",borosil,drdgold,,anora group,rev group,ssp group
signa sports united,"boot barn holdings
",bombay burmah,hanger,Terex,tiptree,borosil,ashtead
formfactor,gms,bank first,agenus,GoHealth,clear channel outdoor,tokmanni,aviva
curevac,"jbg smith
",aspen aerogels,amc networks,Goodyear,artivion,cellcom israel,haleon
liberty latin america,"progress software
",zeal network,repay holdings,Viscofan,phibro animal health,ksb ltd,coca-cola european partners
gogo inflight internet,patria investments,origin materials,opendoor,Prestige Consumer Healthcare,playway,norwegian air shuttle,pearson
alfen,crombie real estate investment trust,nextdoor,qurate retail group,Green Thumb Industries,south indian bank,yext,tesco
flagstar bank,whirlpool india,ingersoll rand india,slam corp,Atul,rex american resources,office properties income trust,hsbc
pets at home,kadant,stillfront group,the first bancshares,J&J Snack Foods,cincor pharma,new gold,international distributions services (royal mail)
canfor,enlight renewable energy,kahoot!,olvi plc,Surgery Partners,central pacific financial,shenzhen zqgame,sainsbury's
boardwalk real estate investment trust,"micro focus
",drägerwerk,idreamsky,,altimmune,ambac,unilever
the cheesecake factory,international games system,navios maritime partners,quess,Hankook Tire,gh research,nerdwallet,associated british foods
seadrill,shutterstock,beml,edelweiss financial services,,varroc,vitru,wpp
expro group,"buckle
",newegg,united fire group,Kohl's,clover health investments,kahoot!,anglo american
delek logistics partners,claros mortgage trust,olvi plc,trustco bank,Mr. Cooper Group,calliditas therapeutics,wisdomtree investments,vodafone
nuvista energy,future plc,accel entertainment,igm biosciences,nternational Bancshares Corp,acco brands,livechat software,bt group
renasant corp,mvv energie,wisdomtree investments,itm power,,sorrento therapeutics,praj industries,bae systems
victory capital,sabre,ksb ltd,banco latinoamericano de comercio exterior,,meta materials,bombay burmah,glaxosmithkline
aliansce sonae shopping centers,kennedy wilson,walkme,immatics,Tootsie Roll Industries,reliance infrastructure,adma biologics,astrazeneca
allscripts,"nexgen energy
",amber enterprises india,arco platform,Sumitomo Dainippon Pharma,invitae,suncoke energy,shell
ziprecruiter,doosan fuel cell,hanmi financial,merus,,técnicas reunidas,iteos therapeutics,standard chartered
contourglobal,star bulk carriers,badger infrastructure solutions,hypoport,Fielmann,mishra dhatu nigam,azul,kingfisher
trustmark,celldex therapeutics,adler real estate,origin materials,EnerSys,8x8,protolabs,barclays
air transport services group,"spirit airlines
",ambac,riot blockchain,,brookdale senior living,wallbox,jd sports fashion
frontdoor,columbia bank,shenzhen zqgame,locaweb,,mercantile bank,beml,cnh industrial
constellium,elkem,tcg bdc,dic asset,Gates Industrial Corp,sprague resources lp,magic software,bp
usiminas,landis+gyr,vacasa,farmland partners,Lion Corp,orion office reit,indiabulls housing finance,linde
sylvamo,"townebank
",magic software,ehang holdings,TUI,surmodics,caredx,marks & spencer
dave & buster's,ftai aviation,qurate retail group,sp plus corporation,Dixon Technologies,columbia care,karooooo,natwest group
assura plc,park national corp,drdgold,simulations plus,,wave life sciences,sunlight reit,lloyds banking group
peptidream,cedar fair,banco latinoamericano de comercio exterior,property for industry,EPR Properties,midwestone financial group,alabama power,british american tobacco
tata teleservices,akero therapeutics,ani pharmaceuticals,via s.a.,,absolute software,yg entertainment,aon
sonae,"fannie mae
",univest,norwegian air shuttle,Nomad Foods,harsco,enhabit,rio tinto
momo,agiliti,multiplan,virgin orbit,,secureworks,aedas homes,rentokil initial
winpak,"first financial bank
",nerdwallet,nerdwallet,Avient,insteel industries,bioceres crop solutions,national express group
delek group,torm,alabama power,yg entertainment,,pennantpark floating rate,pubmatic,willis towers watson 
silk road medical,dermapharm,vitru,rain industries,Cactus Wellhead,tata coffee,northfield bancorp,intertek
playtech,"liontown resources
",caredx,zeal network,,aarti drugs,istar,rolls-royce holdings
ramco cements,londonmetric property,theravance biopharma,propertyguru,,aveo oncology,heritage commerce,reckitt benckiser
cricut,xenon pharmaceuticals,northfield bancorp,rover,Avista,broadmark realty capital,the vita coco company,savills
breville group,"kajaria ceramics
",team17,qnb finansleasing,,amarin corporation,multiplan,melrose industries
alony hetz,aliansce sonae shopping centers,enfusion,maverix metals,Faurecia,bank of marin bancorp,algoma steel,ferguson
transmedics group,great ajax,suncoke energy,ethan allen,PJT Partners,artesian resources,jin air,whitbread
helios technologies,cambium networks,norwegian air shuttle,converge technology solutions,,ehang holdings,aerie pharmaceuticals,john wood group
payoneer,infusystem,united fire group,istar,,quanterix,point biopharma,relx
laboratorios farmaceuticos rovi,valens semiconductor,the vita coco company,altimmune,Elis,nektar therapeutics,bj's restaurants,imperial brands
newmark,heg,advantage solutions,pagaya technologies,Interparfums,nlight,tcg bdc,frasers group
empire state realty trust,pearl abyss,amc networks,marinemax,,atai life sciences,community trust bancorp,ds smith
kajaria ceramics,opthea,al moammar information systems,asos,Sensient Technologies,greenpanel industries,united fire group,national grid
fine organics,lifetime brands,aerie pharmaceuticals,g-iii apparel group,AMC Entertainment,ecn capital,atn international,diageo
safehold,redwire,marinemax,nextdecade corp,,covenant logistics,loandepot,babcock international group
coface,"oxford square capital
",bigcommerce,mbia,General Insurance Corporation of India,archer aviation,esab india,mondi
yelp,rain therapeutics,adma biologics,sparc,,oscar health,locaweb,next plc
electra,anixa biosciences,sleep number,idt corporation,,nano-x imaging,hanmi financial,greggs
semtech,kneat.com,new gold,jubilant pharmova,Vishay Intertechnology,frontier developments,pitney bowes,balfour beatty
amtd digital,mict,atn international,harborone bancorp,,silvercorp metals,al moammar information systems,london stock exchange
blue dart express,kitex garments,anaptysbio,pubmatic,,trustpilot group,eagle bulk shipping,ssp group
cranswick,greenpower motor company,locaweb,new found gold,,dxp enterprises,global medical reit,ashtead
kindred group,camber energy,pagaya technologies,wallbox,Metsä Board,synlait milk,theravance biopharma,aviva
nu skin,"imv
",ethan allen,sana biotechnology,First Hawaiian Bank,heg,ceva,haleon
remitly,toro energy,eventbrite,johnson outdoors,,lilium,univest,coca-cola european partners
orange polska,actelis networks,loandepot,religare,Dätwyler,ribbon communications,lyell immunopharma,pearson
aerovironment,onfolio holdings,cewe,global medical reit,,benson hill,dorian lpg,tesco
american assets trust,innovative eyewear,esab india,badger infrastructure solutions,Türk Telekom,one liberty properties,marinemax,hsbc
bloomin' brands,stryve foods,istar,i-80 gold,CVR Energy,tejon ranch,maverix metals,international distributions services (royal mail)
baywa,"exela technologies
",protolabs,seritage growth properties,,restaurant brands new zealand,cewe,sainsbury's
krystal biotech,impac mortgage holdings,sp plus corporation,kearny financial,StoneCo,bridgewater bancshares,genco shipping & trading,unilever
rapid7,game hours,pubmatic,horizon bancorp,,butterfly network,g-iii apparel group,associated british foods
jeudan,"minerva neurosciences
",healthstream,cti biopharma,,playstudios,banco latinoamericano de comercio exterior,wpp
ci financial,cingulate,expensify,brightview,GMR Group,community health systems,idreamsky,anglo american
goodrx,context therapeutics,wallbox,tango therapeutics,,brasil agro,zeal network,vodafone
auto1,jeffs' brands,rain industries,kaiser (china) culture,Innovative Industrial,cnb financial corp,cti biopharma,bt group
harel group,"evoke pharma
",karooooo,advantage solutions,Meritage Homes,marcus corporation,olvi plc,bae systems
tri pointe group,helius medical technologies,idreamsky,eagle bulk shipping,,safari industries india,belite bio,glaxosmithkline
liontown resources,cmon,sunlight reit,travelcenters of america,Timken India,havertys,amc networks,astrazeneca
iifl wealth management,playgon games,farmland partners,alector,SSR Mining,homestreet bank,farmland partners,shell
salzgitter,trillium gold mines,g-iii apparel group,delta corp,Lithium Americas,ramkrishna forgings,amarin corporation,standard chartered
fannie mae,jump networks,property for industry,mahindra lifespaces,Comgás,hyliion,healthstream,kingfisher
bharat dynamics,fresh vine wine,ub properties,jin air,Quaker Houghton,hudson technologies,ani pharmaceuticals,barclays
netwealth,"agile therapeutics
",livechat software,cimpress,Tata Chemicals,onewater marine,idt corporation,jd sports fashion
nv5 global,clovis oncology,cano health,otc markets group,Armstrong World Industries,arcturus therapeutics,hanger,cnh industrial
aareal bank,hallmark financial services,trustco bank,loandepot,,cue health,wirtualna polska (wp holding),bp
minerals technologies,"aytu bioscience
",cti biopharma,livechat software,Indah Kiat Pulp & Paper,trivago,drdgold,linde
carpenter technology,direct digital holdings,finnair,riverstone holdings,Cathay General Bancorp,porr,orthofix medical,marks & spencer
tiger brands,gaming corps,indus holding,trueblue,,rovio entertainment,bluelinx,natwest group
sunstone hotel investors,virtual interactive technologies,via s.a.,emergent biosolutions,,design therapeutics,slam corp,lloyds banking group
tidewater,"future supply chain solutions
",old second bancorp,samyang foods,African Rainbow Minerals,consolidated communications,samyang foods,british american tobacco
shimao property,"aethlon medical
",bj's restaurants,indus holding,,desktop metal,universal health realty income trust,aon
dr lal pathlabs,agrify,hanger,expensify,Adient,greenlam industries,patriot battery metals,rio tinto
triple flag precious metals,"performance shipping
",mbia,forrester research,Natura&Co,value line,property for industry,rentokil initial
jbg smith,bioaffinity technologies,slam corp,universal health realty income trust,Axonics Modulation Tech,centrus energy,sleep number,national express group
philip morris čr,"diffusion pharmaceuticals
",samyang foods,heska corporation,Aurobindo Pharma,kezar life sciences,mapmyindia,willis towers watson 
chesapeake utilities,advanced human imaging,propertyguru,seres therapeutics,,national presto industries,thryv,intertek
software ag,gti energy,gorman-rupp,bluelinx,Imerys,angiodynamics,adler real estate,rolls-royce holdings
pricesmart,austin gold,quess,gorman-rupp,,akouos,sp plus corporation,reckitt benckiser
catalyst pharmaceuticals,imte,bluelinx,cewe,,rada electronic industries,skyward specialty insurance group,savills
griffon corporation,"titan pharmaceuticals
",aedas homes,amneal pharmaceuticals,Sembcorp Marine,tsakos energy navigation,shoe carnival,melrose industries
boot barn holdings,"celsion corporation
",alector,orient electric,,whitestone reit,vital farms,ferguson
strategic education,"farmmi
",dorian lpg,cerus,Direct Line Group,wemade,rain industries,whitbread
silicon motion,"aileron therapeutics
",skyward specialty insurance group,thryv,Bakkafrost,dish tv,indus holding,john wood group
supernus pharmaceuticals,gigamedia,maverix metals,shoe carnival,,mitek systems,clear channel outdoor,relx
barnes group,180 life sciences,brightview,yalla group,Lanxess,inogen,exscientia,imperial brands
gudang garam,ispecimen,global medical reit,gujarat alkalies and chemicals,Renishaw,hyster-yale materials handling,wesdome gold mines,frasers group
shutterstock,calyxt,universal health realty income trust,channeladvisor,Inmobiliaria Colonial,eagle point credit company,g8 education,ds smith
prestige group,inspira technologies,cmge technology group,godawari power & ispat,Affirm,mesoblast,innoviz,national grid
consol energy,jaguar health,merus,wirtualna polska (wp holding),Taylor Morrison,ibex,gateway real estate,diageo
spirit airlines,expion360,jin air,eurowag,Belden,garrett motion,trustco bank,babcock international group
buckle,chembio diagnostics,belite bio,the hackett group,Logista (Compañía de Distribución Integral Logista),barbeque nation hospitality ,great southern bancorp,mondi
altice usa,sobr safe,4d molecular therapeutics,algoma steel,Pacific Premier Bancorp,protagonist therapeutics,via s.a.,next plc
celldex therapeutics,genius group,amalgamated financial,mapmyindia,,patriot battery metals,anaptysbio,greggs
entra,"t2 biosystems
",g8 education,aedas homes,,the rmr group,gorman-rupp,balfour beatty
first majestic silver,organovo,yg entertainment,first mid-illinois bancshares,Land and Houses,nazara technologies,mahindra lifespaces,london stock exchange
the foschini group,vyne therapeutics,tango therapeutics,kelly services,Federated Hermes,sohu.com,ethan allen,ssp group
ftai aviation,forgame,idt corporation,anaptysbio,Neogen,funko,bank first,ashtead
credo technology,trophy games,delta corp,dorian lpg,,ifb industries,mbia,aviva
banner bank,yield10 bioscience,travelcenters of america,gladstone land,,argan,ub properties,haleon
kennametal,drive shack,ceva,endeavour silver,Community Bank System,guangzhou wahlap technology,godawari power & ispat,coca-cola european partners
prokidney,pulmatrix,riley permian,g8 education,Tsuruha Holdings,mail.ru group,riverstone holdings,pearson
six flags,digital ally,johnson outdoors,chico's,Badger Meter,seneca foods,ioneer,tesco
gms,trevena,forrester research,nhn corp,,vertex energy,health catalyst,hsbc
zim integrated shipping services,preit,navitas semiconductor,cass information systems,,valens semiconductor,altimmune,international distributions services (royal mail)
galaxy digital holdings,"can fite biopharma
",brooge energy,barrett business services,American Equity Investment Life Holding,bluegreen vacations,kearny financial,sainsbury's
wafd bank,compleo charging solutions,eagle bulk shipping,vertical aerospace,GDS Holdings,american software,denny's,unilever
nos,voltage,mapmyindia,cmge technology group,Hostess Brands,89bio,amalgamated financial,associated british foods
doosan fuel cell,interserv international,godawari power & ispat,genco shipping & trading,Stadler Rail,ezcorp,forrester research,wpp
nextier oilfield,games operators,seritage growth properties,1-800-flowers,Grand Canyon Education,liquidity services,coherus biosciences,anglo american
park national corp,nitro games,shoe carnival,bj's restaurants,Tower Bersama Infrastructure,action construction equipment,berry corporation,vodafone
micro focus,iterum therapeutics,kearny financial,mmtc,BellRing Brands,america's car-mart,jubilant pharmova,bt group
whirlpool india,reborn coffee,orient electric,mediaalpha,,big lots,propertyguru,bae systems
luminar technologies,olb group,national energy services reunited,metropolitan bank holding,,smartrent,vacasa,glaxosmithkline
crombie real estate investment trust,oragenics,jubilant pharmova,bluebird bio,Nisshin Seifun Group,elringklinger,harborone bancorp,astrazeneca
canada goose,aurora energy metals,harborone bancorp,anterix,,contextlogic (wish.com),alector,shell
trupanion,digital hollywood interactive,valhi,neuca,,akoya biosciences,orient electric,standard chartered
claros mortgage trust,artifex mundi,nhn corp,guild mortgage,,bar harbor bankshares,anterix,kingfisher
itaú corpbanca,socket mobile,vib vermögen,sunway,,mastercraft boat,riley permian,barclays
trinity industries,top ships,gladstone land,peapack-gladstone financial,De' Longhi,tpi composites,quess,jd sports fashion
progress software,redhill biopharma,endeavour silver,iteos therapeutics,,gateway distriparks,cmge technology group,cnh industrial
sunnova,missfresh,riverstone holdings,viking therapeutics,California Water Service,gevo,mediaalpha,bp
first financial bank,nanoviricides,boohoo group,american vanguard,,vaalco energy,johnson outdoors,linde
enlight renewable energy,air industries group,ducommun,indus realty trust,DMG Mori,inovio pharmaceuticals,aspen aerogels,marks & spencer
nexgen energy,advfn,denny's,kaman,Coromandel,2seventy bio,vib vermögen,natwest group
landis+gyr,forza x1,anterix,sight sciences,Insight Enterprises,ituran,cano health,lloyds banking group
international games system,cbdmd,lightwave logic,community health systems,Summit Materials,west coast paper mills,horizon bancorp,british american tobacco
patria investments,"galmed pharmaceuticals
",orthofix medical,nano dimension,,five star bancorp,brightview,aon
mvv energie,tempest therapeutics,innoviz,york water,Kemper,hillevax,rover,rio tinto
columbia bank,aeterna zentaris,rover,valhi,,optim,nhn corp,rentokil initial
akero therapeutics,precipio,blink charging,reliance power,,schneider electric infrastructure,eurowag,national express group
mgp ingredients,sg blocks,horizon bancorp,national energy services reunited,,tetra technologies,valhi,willis towers watson 
darktrace,"corbus pharmaceuticals
",kaiser (china) culture,triumph group,UniFirst,alerus financial,archer aviation,intertek
verra mobility,kingstone companies,thryv,ducommun,Arrowhead Pharmaceuticals,axogen,american vanguard,rolls-royce holdings
enerjisa enerji,hyrecar,religare,haynes international,PCCW,orpea,snap one,reckitt benckiser
rocket lab,carlotz,viking therapeutics,aerovate therapeutics,Syneos Health,newtek,gladstone land,savills
netscout,wheeler real estate investment trust,american vanguard,bioxcel therapeutics,,similarweb,merus,melrose industries
oc oerlikon,trust stamp,itm power,vacasa,Associated Banc-Corp,donegal group,travelcenters of america,ferguson
novagold resources,lipella pharmaceuticals,seres therapeutics,finnair,Ameris Bancorp,phathom pharmaceuticals,kaiser (china) culture,whitbread
ninety one group,marpai,genco shipping & trading,delegat,,alx oncology,old second bancorp,john wood group
future plc,netmarble joybomb,hawaiian airlines,aehr test systems,MINISO Group,avadel pharmaceuticals,cutera,relx
cedar fair,marin software,gateway real estate,mullen automotive,Nelnet,amryt pharma,guild mortgage,imperial brands
townebank,onconova therapeutics,barrett business services,clearwater paper,Greif,adicet bio,brooge energy,frasers group
londonmetric property,severstal,haynes international,gorilla technology,,doubledown interactive,endeavour silver,ds smith
kainos group,ultimate games,guild mortgage,enhabit,,fubotv,seritage growth properties,national grid
immunovant,waitr holdings,iteos therapeutics,dynex capital,Krones,ace hardware indonesia,neowiz games,diageo
xenon pharmaceuticals,tatneft,accolade,ioneer,,stitch fix,otc markets group,babcock international group
tricon residential,novatek,otc markets group,erasca,,oppenheimer holdings,lightwave logic,mondi
aeon reit investment,intensity therapeutics,mahindra lifespaces,sunteck realty,,icelandair,i-80 gold,next plc
visera technologies,lukoil,mediaalpha,editas medicine,Hillenbrand,jindal poly films,navitas semiconductor,greggs
gerresheimer,nornickel,the hackett group,vital farms,Olaplex,jtekt india,itm power,balfour beatty
sjw group,rosseti,intercept pharmaceuticals,iguatemi,Aroundtown,bafang yunji,religare,london stock exchange
kadant,polyus,first mid-illinois bancshares,shenzhen bingchuan network,Ambu,babcock & wilcox,redfin,ssp group
office depot,mobile telesystems,allakos,vimeo,,oil states international,emergent biosolutions,ashtead
glaukos,"cocrystal pharma
",1-800-flowers,vse corporation,Abcam,great lakes dredge & dock corp.,dynex capital,aviva
golub capital,sberbank,amneal pharmaceuticals,camden national bank,Melisron,agora.io,blink charging,haleon
topaz energy,gazprom,i-80 gold,mastek,Aurubis,pearl abyss,gladstone commercial,coca-cola european partners
sonos,rosneft,wirtualna polska (wp holding),nordic american tankers,,teekay,norma group,pearson
alignment healthcare,ozon,clear channel outdoor,stoneridge,,lindblad expeditions,channeladvisor,tesco
weis markets,"phosagro
",digital world acquisition,norma group,Physicians Realty Trust,scholar rock holding,intercept pharmaceuticals,hsbc
embraer,"magnit
",enhabit,sleep number,China Lesso Group,pagaya technologies,accolade,international distributions services (royal mail)
prosiebensat.1 media,"novolipetsk steel
",immatics,vib vermögen,,gladstone investment,pagaya technologies,sainsbury's
sabre,surgutneftegas,trueblue,bigcommerce,,anika therapeutics,barrett business services,unilever
kws,newage,emergent biosolutions,sterling & wilson solar,American States Water,vigil neuroscience,oscar health,associated british foods
filo mining,hitachi metals,koppers,koppers,,ranpak,viking therapeutics,wpp
interroll,"genocea biosciences
",gladstone commercial,allakos,,pmv pharmaceuticals,newegg,anglo american
dermapharm,trulite,redfin,ceva,,indoco remedies,national energy services reunited,vodafone
weber,"pareteum corporation
",channeladvisor,hingham institution for savings,,tallink grupp,delta corp,bt group
nuvasive,srei infrastructure finance,neowiz games,franklin covey,,microvision,immatics,bae systems
maple leaf foods,"youngevity international
",qnb finansleasing,electrica,,powell industries,doubleugames,glaxosmithkline
jfrog,quanergy systems,cass information systems,denny's,,entravision communications,amtd idea group,astrazeneca
globalstar,versus systems,berry corporation,designer brands,,dutch lady milk industries,sunteck realty,shell
evertec,"allena pharmaceuticals
",dynex capital,sandridge energy,,archosaur games,koppers,standard chartered
jumbo s.a.,"ifresh
",metropolitan bank holding,interface,,paisalo digital,satixfy communications,kingfisher
befesa,mobilicom,health catalyst,azerion group,Acom,si-bone,haynes international,barclays
sun tv network,carver bancorp,vital farms,snap one,Arcadis,southern missouri bancorp,yalla group,jd sports fashion
nexpoint residential,"fednat holding company
",algoma steel,hawaiian airlines,,zumiez,the hackett group,cnh industrial
korea gas,"aptorum group
",new found gold,hartalega,Manchester United,purple innovation,allakos,bp
kpit technologies,astrotech,doubleugames,cathay real estate development,Deepak Nitrite,mullen automotive,4d molecular therapeutics,linde
chorus,"sonim technologies
",yalla group,berry corporation,Supreme Industries,skeena resources,cass information systems,marks & spencer
primo water,soligenix,gujarat alkalies and chemicals,silvercorp metals,,biglari,energy resources of australia,natwest group
grainger plc,genetic technologies,triumph group,allied motion technologies,Franklin Electric,allbirds,ducommun,lloyds banking group
ttec,athersys,snap one,brooge energy,,cs disco,kelly services,british american tobacco
renew power,"applied dna sciences
",kelly services,zynex,Hamilton Lane,aura biosciences,first mid-illinois bancshares,aon
jamf,"acorda therapeutics
",kaman,zensar,,tcns clothing,indus realty trust,rio tinto
mcgrath rentcorp,wonderplanet,sunway,caredx,United Internet,igg inc,new found gold,rentokil initial
enpro industries,all in! games,sunteck realty,cardiovascular systems,Steadfast Group,sutro biopharma,gujarat alkalies and chemicals,national express group
four corners property trust,humanigen,nordic american tankers,intercept pharmaceuticals,Finning,albireo pharma,delegat,willis towers watson 
arconic,orosur mining,mmtc,re/max holdings,Cousins Properties,the children's place,vimeo,intertek
sl green realty,astro corporation,com2us,repare therapeutics,,digimarc,york water,rolls-royce holdings
navient,stronghold digital mining,bluebird bio,colopl,,compass pathways,seres therapeutics,reckitt benckiser
ashmore group,spark networks,peapack-gladstone financial,vaibhav global,,shotspotter,sunway,savills
flsmidth,sidus space,vse corporation,hikal,Inari Medical,esperion therapeutics,re/max holdings,melrose industries
olink holding,fgi industries,indus realty trust,neowiz games,,ceco environmental,mmtc,ferguson
iren,"acelrx pharmaceuticals
",re/max holdings,angiodynamics,Bright Horizons,astec lifesciences,colopl,whitbread
kimbell royalty partners,sientra,nano dimension,cresco labs,TAL Education Group,enterprise bancorp,orrön energy,john wood group
bowlero,silicon studio,faro technologies,digital world acquisition,Beacon Roofing Supply,preformed line products,com2us,walmart
softwareone,mobile global esports (mogo),norma group,eventbrite,,canaan,acm research,amazon
e-l financial,edia,york water,doubleugames,Sweco,energy vault,morphosys,united parcel service
sitime,"ekso bionics
",zynex,pds multinational,AntarChile,arbutus biopharma,vse corporation,kroger
