00-avengers-name,01-DDD-name,02-GioPonSpiz-name,03-gren-name,04-iGMM-name,05-MalPatSaj-name,06-MarScoToc-name,09-wissel-name
oge energy,united breweries,bank of beijing,toyota tsusho,,poolcorp,bio-rad laboratories,sana biotechnology
srf limited,lyft,axon enterprise,mitsubishi heavy industries,,polyus,thai beverage,four corners property trust
japan exchange group,mcdonald's japan,chandra asri petrochemical,capitec bank,,britannia industries,corebridge financial,quanterix
gea group,"watts water technologies
",grasim industries,celanese,Patrick Industries,south32,alfa laval,consensus cloud solutions
ocado,the ensign group,siemens gamesa,snap-on,Jindal Stainless,siemens energy,nice,mvb financial
globalwafers,"offcn education
",bio-rad laboratories,sunny optical,Safety Insurance,poste italiane,yonyou,precigen
mapletree commercial trust,glp j-reit,sysmex,carrefour,Allcargo Logistics,interpublic group,nordson,ramaco resources
q holding,valeo,toyota tsusho,united therapeutics,NextGen Healthcare,domino's pizza,eurofins scientific,shore bancshares
planet fitness,"aalberts
",hindalco industries,julius bär,Gamma Communications,siemens gamesa,international paper,northrim bancorp
kakao pay,kobayashi pharmaceutical,jack henry & associates,delivery hero,,huaneng power,akzonobel,vertex energy
autoliv,discovery limited,resona holdings,suzano,Kaiser Aluminum,equity lifestyle properties,paramount global,fluence energy
amkor technology,container corporation of india,first horizon national,american homes 4 rent,Heartland Express,novolipetsk steel,kpn,lemaitre vascular
itt,lincoln national corporation,transunion,nissan,,philips,equity lifestyle properties,benson hill
canara bank,"hexcel
",snap-on,commerzbank,Kratos Defense & Security Solutions,acciona energías renovables,lg electronics,vir biotechnology
kongsberg gruppen,"helmerich & payne
",cboe,ambuja cements,E. W. Scripps Company,cboe,siemens gamesa,outset medical
medpace,obayashi,kimco realty,smith & nephew,HNI Corporation,lucid motors,kimco realty,talos energy
canadian tire,indian hotels company,sumitomo mitsui trust holdings,hindalco industries,,siemens india,everest re,karyopharm therapeutics
hankyu hanshin holdings,"cyberark
",tyler technologies,bajaj auto,,carlisle companies,first horizon national,civista bancshares
sabesp,civitas resources,kpn,bank leumi,Uponor,secom,mtu aero engines,cnx resources
treasury wine estates,"balkrishna industries
",china eastern airlines,grupo elektra,,telenor,new china life insurance,agenus
cholamandalam investment and finance,"eagle materials
",equity lifestyle properties,new china life insurance,Encore Capital Group,b3,singapore airlines,intrepid potash
minebeamitsumi,bechtle,paramount global,paramount global,Ecovyst,kpn,brookfield asset management,latch
airtac international,dt midstream,stanley black & decker,siemens india,Telephone and Data Systems,bank leumi,celanese,summit financial group
world wrestling entertainment,exelixis,celanese,carlisle companies,Ero Copper,ck infrastructure,axon enterprise,weyco group
voya financial,"glacier bancorp
",brookfield asset management,bdo unibank,Barloworld,arab national bank,tyler technologies,home bancorp
choice hotels international,patanjali foods,american homes 4 rent,liberty broadband,Tennant Company,burlington stores,american homes 4 rent,intercept pharmaceuticals
agree realty,"ashok leyland
",bank leumi,bio-rad laboratories,Employers Holdings,essential utilities,leidos,2seventy bio
texas roadhouse,indian railway finance,erie indemnity,sumitomo mitsui trust holdings,Kornit Digital,subaru,resona holdings,nuscale power
u.s. steel,"gruma (maseca)
",singapore airlines,brookfield asset management,Galaxy Surfactants,host hotels & resorts,sumitomo mitsui trust holdings,elevate credit
silergy,dksh holding,coinbase,siam cement,,grab holdings,metro,mitek systems
great eastern,"jsw energy
",liberty broadband,tenaga nasional,,everest re,transunion,ventas
mks instruments,trent limited,bureau veritas,uni-president enterprises,,bangkok dusit medical services (bdms),adani power,connectone bancorp
israel discount bank,"old national bank
",commerzbank,biomérieux,,amerco,bureau veritas,regency centers
qualtrics,beazley,biomérieux,poolcorp,Brandywine Realty Trust,newcrest mining,commerzbank,biolife solutions
wynn macau,"lotte chemical
",julius bär,ihh healthcare,,paramount global,jack henry & associates,sangamo therapeutics
lodha group,msa safety,metro,bank of shanghai,S&T AG,bio-rad laboratories,nissan,umh properties
hunter douglas,"somfy
",vodacom,hubbell,,power financial,julius bär,vivid seats
convatec group,dai nippon printing,lg electronics,thai beverage,,zoominfo,tdk,truecar
mapfre,ipg photonics,siam cement,yonyou,Rhön-Klinikum,kirin holdings,siam cement,axogen
bosch india,"realtek
",adani power,amundi,,united therapeutics,cboe,iteris
chang hwa commercial bank,"universal forest products
",aspentech,eqt corporation,,biomérieux,amerco,usertesting
endeavor group,united bankshares,suzano,packaging corporation of america,Cancom,dabur,telefonica brasil,akebia therapeutics
nutanix,"lancaster colony corporation
",alfa laval,acciona energías renovables,Xponential Fitness,banque saudi fransi,tenaga nasional,turning point brands
macy's,"fs kkr capital
",hansoh pharma,talanx,,hindalco industries,bank leumi,volta
belimo holding,"shift4 payments
",siemens india,reliance steel & aluminum,,lamb weston,bank of shanghai,great lakes dredge & dock corp.
oshkosh corporation,ibiden,grupo elektra,singapore airlines,,packaging corporation of america,capitec bank,spi energy
kintetsu ghd,hargreaves lansdown,match group,tdk,,alfa laval,britannia industries,aspen aerogels
toll brothers,"quiã±enco
",banque saudi fransi,bank hapoalim,Mission Produce,credit suisse,bio-techne,therapeuticsmd
canadian apartment properties reit,zomato,bank hapoalim,axon enterprise,Fenix Outdoor,capitec bank,banque saudi fransi,youngevity international
unimicron,airtel africa,tenaga nasional,mtu aero engines,PGT Innovations,ovintiv,host hotels & resorts,alto ingredients
bombardier recreational products,eurazeo,mtu aero engines,telefonica brasil,Cronos Group,bajaj auto,secom,clovis oncology
allegro microsystems,taiwan high speed rail,essential utilities,hua xia bank,,match group,talanx,mirati therapeutics
doximity,idacorp,akzonobel,camden property trust,Franchise Group,carrefour,uni-president enterprises,citizens & northern corp
apellis pharmaceuticals,iaa-insurance auto auctions,eqt corporation,domino's pizza,,camden property trust,hansoh pharma,orrstown financial services
valmet,"antero midstream
",advantest,bureau veritas,Prosegur,nn group,erie indemnity,richardson electronics
idp education,saudi kayan petrochemical company,britannia industries,sysmex,,erste group bank,mitsubishi heavy industries,universal display corporation
spirit realty capital,hagerty,uni-president enterprises,teleflex,,snap-on,stanley black & decker,velodyne lidar
pldt,"lundin mining
",bank of shanghai,brookfield property partners,,worldline,liberty media,pdf solutions
sonoco,keyera,carl zeiss meditec,nice,,axon enterprise,aspentech,hallmark financial services
kajima,brookfield renewable,reliance steel & aluminum,alfa laval,,bunzl,snap-on,american software
bank pekao (bank polska kasa opieki),"madrigal pharmaceuticals
",unity software,american financial group,,ono pharmaceutical,reliance steel & aluminum,rayonier
ionis pharmaceuticals,univar solutions,hubbell,globe life,Beyond Meat,bank hapoalim,rede d'or sao luiz,corporate office properties trust
worley,"national storage
",bio-techne,taiwan cooperative financial,,continental,ambuja cements,recursion pharmaceuticals
technipfmc,leonardo,amerco,stanley black & decker,,tenaga nasional,marketaxess,cbl properties
quidelortho,"assaã­ atacadista
",nice,carnival,Precision Drilling Corporation,segro,unity software,indie semiconductor
h&r block,western union,ambuja cements,secom,Construcciones y Auxiliar de Ferrocarriles,singapore airlines,biomérieux,bg staffing
ds smith,jabal omar development,segro,ovintiv,Caverion,kyowa kirin,intercontinental hotels group,hims & hers health
air canada,"hyundai glovis
",secom,rede d'or sao luiz,Mullen Group,zhongsheng group,wisetech global,acnb corporation
charoen pokphand foods,lynas,worldline,polestar,Radware,julius bär,worldline,innovid
r1 rcm,mp materials,smith & nephew,akzonobel,,wisetech global,tech mahindra,denali therapeutics
jabal omar development,mercury nz,camden property trust,heidelbergcement,,bank of shanghai,carl zeiss meditec,infusystem
taiwan high speed rail,gãbretaå,booz allen hamilton,dabur,,smith & nephew,grupo elektra,galaxy digital holdings
hyundai glovis,chiba bank,polestar,vodacom,,tech mahindra,shandong gold mining,centerspace
chart industries,novanta,gbl,kirin holdings,,uni-president enterprises,sekisui house,farmers & merchants bancorp
zomato,"apartment income reit
",mitsubishi heavy industries,campari,,dlf,bank hapoalim,soundhound ai
national storage,acc,packaging corporation of america,amerco,CEAT,taiwan cooperative financial,nippon y?sen,agios pharmaceuticals
10x genomics,city developments,solvay,match group,,campari,godaddy,surmodics
tim s.a.,monday.com,nissan,cna financial,Columbus McKinnon,bureau veritas,eqt corporation,capstar financial
tecan,faw car,heidelbergcement,neurocrine biosciences,Nürnberger Versicherung,stanley black & decker,ovintiv,ast spacemobile
fs kkr capital,itochu techno-solutions,teva pharmaceutical industries,marketaxess,Select Energy Services,transunion,suzano,luna innovations
eurazeo,"noble corporation
",ovintiv,nn group,iHeartMedia,telefonica brasil,bajaj auto,ooma
selective insurance,ccc intelligent solutions,bajaj auto,western digital,B&G Foods,aveva,lufthansa,fuelcell energy
apartment income reit,zydus lifesciences,tdk,transunion,,reliance steel & aluminum,smith & nephew,credo technology
noble corporation,"phillips-van heusen
",shandong gold mining,advantest,Shentel,docusign,hua xia bank,landsea homes
procter & gamble india,quebecor,taiwan cooperative financial,carl zeiss meditec,,hua xia bank,brookfield property partners,gencor industries
altagas,georg fischer,tech mahindra,mongodb,,sumitomo realty & development,booz allen hamilton,realty income
tal education group,knowbe4,hana financial group,chesapeake energy,,godaddy,charles river laboratories,northfield bancorp
owl rock capital,"national fuel gas
",marketaxess,kyowa kirin,,thai beverage,aluminum corporation of china,evans bancorp
polycab india,clearwater analytics,carlisle companies,subaru,,orient overseas container line,taiwan cooperative financial,spire global
chemours,ebos group,telefonica brasil,hainan airlines,Oatly,nippon yūsen,dabur,a-mark precious metals
whitecap resources,"post holdings
",talanx,the toro company,,teleflex,domino's pizza,gogo inflight internet
option care health,"synovus
",hua xia bank,shandong gold mining,,croda international,carlyle group,aerie pharmaceuticals
penn national gaming,chongqing rural commercial bank,host hotels & resorts,host hotels & resorts,,the toro company,kirin holdings,amalgamated financial
hellofresh,"acuity brands
",posco chemical,bank albilad,,akzonobel,bouygues,baycom (united business bank)
united breweries,clariant,wisetech global,bouygues,,sekisui house,heidelbergcement,markforged
lhc group,"primerica
",sekisui house,teva pharmaceutical industries,,ihh healthcare,croda international,smith micro software
alten,procter & gamble india,zalando,bunzl,,aecom,packaging corporation of america,regenxbio
csn mineração,"page industries
",exact sciences,stora enso,Cera Sanitaryware,abn amro,seagate technology,rover
monday.com,tim s.a.,bunzl,unilever indonesia,Patrizia Immobilien,delivery hero,vodacom,amerisafe
exponent,medibank,yonyou,tech mahindra,,talanx,gbl,penseco financial services
watts water technologies,selective insurance,bouygues,lucid motors,,dynatrace,western digital,coherus biosciences
cencosud,fti consulting,chesapeake energy,credicorp,Borosil,carl zeiss meditec,camden property trust,arcus biosciences
thor industries,zurich airport,nn group,godaddy,,indusind bank,bunzl,emcore corporation
autohome,carsales,campari,segro,,paylocity,essential utilities,1stdibs.com
applied industrial technologies,"kajima
",carlyle group,aveva,,bank of baroda,carlisle companies,mp materials
remgro limited,"âkâ line
",american financial group,power assets,Westlake Chemical Partners,gbl,wpp,greenhill
mapletree industrial trust,gildan,stora enso,randstad,,brambles,ihh healthcare,kinsale capital group
enagás,valley bank,brookfield property partners,graco,,amundi,chesapeake energy,american national bank & trust company
emmi ag,ald automotive,wpp,chailease holding,,bdo unibank,segro,rbb bancorp
atkore,barratt developments,chailease holding,lg electronics,Bioceres Crop Solutions,carnival,hana financial group,ammo
metropolitan bank (metrobank),"pinnacle financial partners
",vf corporation,seagate technology,Triumph Group,shandong gold mining,swire pacific,biocryst pharmaceuticals
cirrus logic,"falabella
",kirin holdings,aecom,,graco,zalando,american virtual cloud
bawag group,persimmon,the toro company,sekisui house,,molson coors,exact sciences,trean insurance group
