04-iGMM-code,02-GioPonSpiz-codice,09-wissel-company_code,05-MalPatSaj-symbol
TNPL.NS,be,fcr-un.to,cencosud.sn
,syna,ap-un.to,lyft
,athm,lac,fix
EMX,ajrd,mogo,002602.sz
GNUS,3291.t,tou.to,zws
JYNT,nex.pa,gte,aso
PTMN,amn,auph,imi.l
,msm,chp-un.to,fibi.ta
,mglu3.sa,crr-un.to,hot.f
,btg,zyme,xd4.f
,bucn.sw,slhg.v,newr
5982.T,alks,ax-un.to,ogs
,light.as,solo,foxf
,alkem.ns,orla,hwc
MPAA,neoen.pa,bir.to,dlo
NPAPER.ST,fras.l,eagr.to,hindpetro.ns
,sail.ns,noa,her.mi
,pph.jo,qbts,iac
,dava,osk.to,evr
,mms,sii,cast.st
TMC,cencosud.sn,obe,prgo
,den,rptx,s
,six2.f,licy,ntra
,fix,xene,aaon
,swx,vbnk,bl
,fls,mmat,light.as
,man,sgml,cabo
BCOV,peco,popr.v,jublfood.ns
,dplm.l,sang,ritm
NELCO.NS,indianb.ns,bitf,6770.tw
,cabo,imv,lthm
,utdi.f,loop,cpx.to
,xd4.f,ie,jhg
AXTI,scr.pa,tve.to,fcfs
,bem.bk,gp,alks
,sam,crt-un.to,sail.ns
,cmpc.sn,psk.to,pnm
,abcapital.ns,tga,u14.si
,paytm.ns,tmdi,tnet
,spie.pa,nvcn,husq-a.st
,ta1.f,wpm,cere
LUMAXIND.NS,sji,hut,paytm.ns
,sndr,nxe,1020.sr
UBS.VI,jhg,aav.to,spie.pa
,msgs,apto,rgedf
TIDEWATER.NS,wing,emx,dnli
,hwc,blu,slm
LCTX,ogs,moz.to,ful
,tdoc,tmc,chc.ax
,box,mist,icp.l
VIDHIING.NS,0880.hk,oncy,hfg.de
GALLISPAT.NS,nsp,hwx.to,g24.f
,nda.f,any,bimas.is
,aso,cio,8439.t
,sofi,hive,gds
ADCT,mft.nz,achv,temn.sw
TRUE,chc.ax,fcu.to,bcpc
LUNG,her.mi,plg,mmsi
HFFG,af.pa,mag,irt
,hae,uroy,emtk.jk
,sahol.is,mmx,mega.jk
,asgn,fih-u.to,bem.bk
VOXX,meg.to,tpz.to,pton
TEXRAIL.NS,agi,aau,lupin.ns
CVGI,hri,wrn,dv
,slm,tmq,sxs.l
UONE,hindpetro.ns,lam.to,fra.de
,sdf.f,fsy.to,syna
,esnt,groy,hae
CWCO,xpo,lcfs.to,igg.l
,toi.v,mga.to,2875.t
,u14.si,slf,esnt
THRN,alq.ax,abst,cmpc.sn
,ssd,nmg,h5p.f
,atco,fru.to,rlx
,ggal,fnv,601866.ss
,002602.sz,hexo,spwr
ALTO,honaut.ns,lif.to,ssd
,ykbnk.is,fm.to,btu
,lthm,smu-un.to,ta1.f
BODY,pycr,eqx,rmbs
,smci,cgau,re.pa
CIX,cigi,ftt.to,tkc
KBAL,bmbl,onex.to,frsh
JAGRAN.NS,evn.ax,lspd,mf.pa
GREENPLY.NS,rlx,gpl,kinv-a.st
,fibi.ta,eif.to,trtn
,bfam,hr-un.to,ift.nz
,icui,dnn,fls
,6770.tw,iso.v,bxmt
,lupin.ns,ema.to,cwy.ax
,g24.f,play.cn,3349.t
INBK,esgr,yvr,383220.ks
ODC,godrejprop.ns,mrc.to,appf
,lxs.f,elf.to,stb.ol
,rmbs,pbh.to,lec.f
HSIL.NS,bl,nwh-un.to,pki.to
AREN,pnm,dtea,chbay
APOLLOPIPE.NS,fcc.mc,ego,kozal.is
,bbajioo.mx,btg,cls.jo
,tfsl,pow.to,cmin3.sa
LUNA,rgedf,dpm.to,6060.hk
,calx,asm,rng
JISLDVREQS.NS,appf,sru-un.to,alq.ax
DHX,trtn,recp.to,fibk
VSTTILLERS.NS,sinch.st,dol.to,cbt
CASA,umbf,vzla,pinc
III,str,pza.to,oberoirlty.ns
FORCEMOT.NS,ritm,usas,zd
PCYO,fizz,ztek,txg
,ttb.bk,pey.to,onex.to
,ftt.to,sa,dec.pa
SUBROS.NS,bcpc,kuu.v,ftt.to
,arwr,fil.to,bak
,cwy.ax,pki.to,avt
,abg,cmc.v,hwdn.l
,d01.si,grp-un,modg
,sxs.l,syz.to,gale.sw
,tenb,pyr,athm
OCN,modg,,jysk.co
,mega.jk,cca.to,kgx.de
IMMR,re.pa,csw-a.to,alsn
,fcfs,cvg.to,tfsl
,601866.ss,fsm,vc
,aaon,sand,vc2.si
EEX,1020.sr,nva.to,dph.l
,pki.to,nfgc,bfam
LLAP,azta,aku,0880.hk
GATI.NS,kojamo.he,deal.v,4516.t
,dufn.sw,npi.to,yeti
NMG,itv.l,sli,six2.f
BGFV,fibk,cj.to,ab
,cls.jo,cs.to,hhc
,9863.hk,tgm.v,d01.si
,hhc,amc.v,gubrf.is
TIMETECHNO.NS,dph.l,tfpm,esgr
DRTS,olpx,qbr-b.to,kex
NEULANDLAB.NS,btu,newp,nex.pa
PKE,irt,weii.v,biocon.ns
WABAG.NS,rig,cts.to,crsp
,cbt,ag,scr.pa
,onex.to,kgc,wns
APEI,wns,kfs,4030.sr
,igg.l,cse-pa.to,abg
,sm,toi.v,cuz
,psk.to,auy,fcc.mc
TUSK,bbd-b.to,ske,indf.jk
UP,chpt,lug.to,lpl
,frsh,l.to,cigi
,8439.t,wdo.to,cytk
,ejt1.f,wte.to,diod
SPNE,s,bldp,ati
PLTH.CN,petronet.ns,sve.v,cen.nz
SUNDARMHLD.NS,stb.ol,cyb.to,ttkom.is
GLRE,jublfood.ns,or,app
,383220.ks,kmp-un.to,at1.f
MASS,avt,kxs.to,kojamo.he
,chbay,nept,msgs
,ucbi,arx.to,eurn
VMD,bimas.is,eu.v,petronet.ns
LOVE,emtk.jk,acst,mtg
,toaso.is,jwel.to,sid
ZVIA,cwst,vs,act
,vc,ivn.to,agi
,cytk,tgb,aplapollo.ns
DTC,app,trx,supremeind.ns
,gale.sw,fthw.v,aimc
,qlys,ipco.to,tal
,alsn,tsu.to,atz.to
,2050.sr,dsgx,hri
HOV,fele,svm,meg.to
JILL,mmsi,igm.to,umpq
,cpx.to,iag.to,cpg
,recltd.ns,aoi.to,smpl
PLM,ift.nz,bte.to,boss.de
,ael,gold,icui
FXLV,3349.t,pmet.v,hlne
,vbk.f,plm,pch
3817.T,pinc,omi.v,gatx
,llc.ax,ng,mrvi
,bxmt,brsh,chpt
KRT,altr,0xd.f,persistent.ns
,zws,nak,umbf
,ttkom.is,ngd,altr
STOK,ben.ax,hbm,psk.to
,gatx,dir-un.to,tka.f
GULFOILLUB.NS,adnt,spb.to,erf
,002624.sz,knt.to,mnso
SOMANYCERA.NS,diod,fmx,1295.kl
,zd,wmmvf,2610.tw
,paas,amx,eva
,act,bimboa.mx,obs.vi
RM,ful,kof,elux-a.st
,cpg,xekt.mc,btg
,pton,ac.mx,indb
,ambu-b.co,cx,utdi.f
,cen.nz,tv,sdf.ax
,newr,iba,aple
WW,elux-a.st,gfnorteo.mx,nvei
1301.T,dnli,gmbxf,sdf.f
INDIAGLYCO.NS,hlne,bsmx,becn
AFMD,sgry,megacpo.mx,ttb.bk
ELECTCAST.NS,sfsn.sw,grumab.mx,toaso.is
ASHOKA.NS,srail.sw,cuervo.mx,2651.t
ITIC,tkc,fnlpf,fly.pa
,mtg,vlrs,fele
,cuz,sim,bbd-b.to
,bzu.mi,bwmx,mq
,gicre.ns,pac,2050.sr
,huh1v.he,asr,itv.l
,obs.vi,omab,dufn.sw
,lite,vist,mli
,251270.ks,bbajioo.mx,igl.ns
,2651.t,vow3.de,inch.l
NODK,ab,dpw.de,sofi
SEQUENT.NS,sfbs,fre.de,lukn.sw
,aimc,sie.de,onto
,v03.si,dte.de,mindaind.ns
,crsp,con.de,lnth
5983.KL,nsit,mbg.de,vpk.as
,erf,alv.de,arwr
,dv,fms,035250.ks
,indf.jk,bmw.de,frhc
,frhc,sap,ale
,vpk.as,bas.de,lite
QUOT,yeti,lha.de,nari
EAR,arcad.as,dtg.f,6bf.f
,sdf.ax,bayzf,antarchile.sn
,dae.sw,8tra.de,aixa.f
,col.mc,tka.f,agl.ax
HUMA,603444.ss,enr.f,huh1v.he
,elis.pa,b4b.f,v03.si
,neog,db,8572.t
,vonn.sw,sha.f,nda.f
,flnc,eoan.de,gco.mc
,1295.kl,shl.de,bbajioo.mx
,antarchile.sn,mrk.de,gicre.ns
KODK,035250.ks,ads.de,sfbs
,wfrd,tui1.f,recltd.ns
PTC.NS,sr,ifx.de,sfsn.sw
,onto,hei.de,virt
MARKSANS.NS,2875.t,hen3.de,ago
QIWI.ME,top.bk,dher.f,sun
SB,aplapollo.ns,kgx.de,pten
,fluorochem.ns,muv2.de,ben.ax
,apn.jo,cbk.f,3529.two
OGI,swec-a.st,vtsc.de,aco-x.to
,hlun-b.co,hot.f,tate.l
,lpl,hle.f,abcm
HLLY,mli,evk.de,hlun-b.co
,maxr,kbx.de,3481.tw
JPASSOCIAT.NS,vakbn.is,syab.de,arcad.as
WKHS,eo.pa,hbh.de,002624.sz
MLR,hvn.ax,hbm.hm,bsm
,gaw.l,ebk.de,psb.ns
PURVA.NS,lukn.sw,tlx.de,bhf
,sun,szg.f,047810.ks
,tui1.f,byw.f,deepakntr.ns
BRCC,glbe,fie.f,pcvx
VSTA,kex,bei.de,sfm
,gujgasltd.ns,rhm.f,chgg
,b4b.f,jun3.f,synh
HCI,supremeind.ns,fra.de,krn.f
ARVIND.NS,sum,szu.f,cvbf
,towr.jk,rwe.de,apn.jo
,2610.tw,rhk.de,arto.jk
,snc.to,due.f,olpx
,hl,g1a.f,sanm
,fly.pa,1cov.f,srail.sw
,atz.to,bnr.de,sum
HONDAPOWER.NS,aple,zal.de,doc
,pten,na9.de,nod.ol
GILT,tate.l,krn.f,zlab
,oberoirlty.ns,drw8.f,sr
,umpq,pum.de,glbe
,047810.ks,vna.de,grp-un
CTV,mindaind.ns,boss.de,evn.ax
,dnet.jk,wch.f,federalbnk.ns
SIYSIL.NS,0008.hk,hfg.de,escorts.ns
,manu,hlag.de,awr
ARP.ST,ago,srt.de,arry
,ale,bc8.f,mlsr.ta
,persistent.ns,lxs.f,vonn.sw
LGO,dlg.mi,sy1.de,tdc
SUDARSCHEM.NS,afrm,un01.de,crk
,gco.mc,ar4.de,bzu.mi
GABRIEL.NS,bhf,gxi.f,ucbi
,indb,mtx.de,hvn.ax
COSMOFILMS.NS,seas,sdf.f,swec-a.st
,3529.two,inh.f,spt
BOOM,unf,utdi.f,inst
,biocon.ns,sax.f,4385.t
NL,wtm,zil2.de,col.mc
,mth,ndx1.f,manu
,aco-x.to,db1.de,nsit
,2002.t,cop.de,ayx
NSTG,icad.pa,psm.f,dae.sw
,bak,o2d.de,0r1.f
,cpa,nda.f,aeis
PGEN,env,gil.f,ubi.pa
LX,0694.hk,hhfa.f,unf
,8572.t,mvv1.f,0694.hk
,virt,six2.f,ambu-b.co
OZ,2128.hk,hag.f,bill.st
MTW,qfin,wac.f,nni
ASTRAMICRO.NS,fl,wuw.f,fold
LMDX,lnth,noej.f,paas
NILKAMAL.NS,federalbnk.ns,ag1.f,0008.hk
,krn.f,fpe.f,llc.ax
,tieto.he,sow.f,gil.f
BLDE,3481.tw,kws.f,dlg.l
RELL,doc,var1.f,top.bk
,0r1.f,evo,gland.ns
,sem,jmia,stng
,brbr,nbg6.f,dlg.mi
NOA,agl.ax,waf.f,hrmy
,sms2.f,jen.f,
KSCL.NS,wizz.l,cwc.f,towr.jk
,spr,cok.f,d7v.f
,qs,fntn.f,onem
,inst,pfv.f,dq
SMMF,4030.sr,dws.f,bion.sw
,dna,s92.f,axsm
AMC.V,sru-un.to,afxa.f,tieto.he
PFOCUS.NS,grp-un,hnr1.de,sinch.st
,qub.ax,nem.f,seas
,fold,evd.f,coromandel.ns
OOMA,gil.f,1u1.de,dnet.jk
NIU,cns,bntx,603444.ss
ALDX,smpl,mnv6.f,cwt
,nari,iur.f,vir
,gtes,arl.f,lxs.f
,ssrm,dmp.f,acopy
,dln.l,ssu,sru-un.to
,synh,hyq.f,amba
IRMD,mq,raa.f,evn.f
,tmhc,bio.f,af.pa
,jbh.ax,teg.f,nwe
,0659.hk,glj.f,ael
,pch,leg.de,gef
TRIN,becn,nwo.f,brbr
,dada,sim0.f,voltas.ns
,cvbf,,3391.t
,3391.t,sbs.f,qub.ax
NFL.NS,igl.ns,mrx.f,bmi
,6bf.f,tmv.de,adnt
TG,mks.l,dwni.de,inkp.jk
GHG,gef,trvg,fl
AUTOAXLES.NS,2834.tw,myte,0659.hk
DJCO,kmpr,haw.de,halkb.is
TGB,abcm,ftk.de,2128.hk
,jun3.f,mum.f,dei
,bion.sw,p1z.vi,rz8g.f
ACB,affs,lilm,byd.to
TATASTLLP.NS,ipar,vbk.f,2834.tw
,dlg.l,euz.f,affs
TSAT,evn.f,ysn.f,rsw.l
CSV,4385.t,bvb.f,mym.f
GCI,ari.jo,g24.f,kmpr
,twks,pbb.de,env
HATHWAY.NS,vir,aixa.f,mth
,lh.bk,cvac,pge.wa
HLG,arry,aof.f,hi
GBLI,pge.wa,mor,curlf
AAN,mrvi,c0m.f,hl
TPB,awr,vtwr.de,4581.t
,pcvx,gwk3.hm,ntla
,4516.t,ce2.f,ejt1.f
,ncr,imtx,2002.t
,rsw.l,dic.de,asb
,mlsr.ta,sev,stgw
,bsm,lec.f,eprt
,avnt,adl.de,laz
,uni.mc,lov,log.mc
,ayx,myna,nk.pa
MPX,acopy,afmd,tmhc
GROY,nwe,tima.f,amrc
,sanm,ecv.f,dln.l
PTGX,asb,atai,neog
BBW,staa,ifrx,bdc
KOD,bts.bk,vih1.f,vsco
MEKKO.HE,eprt,pah3.de,abcb
,fhi,gty.f,ror.l
ITDC.NS,subc.ol,pag.f,mglu3.sa
DOYU,ptct,deq.f,tbig.jk
SATL,ror.l,p911.de,elis.pa
,nni,mynz,metsa.he
,nk.pa,gbf.f,asan
,rng,tep.pa,wwg.f
PNNT,lope,sw.pa,ecv.f
,pltk,cap.pa,icad.pa
ALTG,aeis,ca.pa,lh.bk
,omab,dg.pa,twks
,4197.kl,vie.pa,sgml
,kos,co.pa,afrm
IGIC,wwg.f,bnp.pa,idea.ns
,kwr,el.pa,pltk
,bdc,sgo.pa,ncr
,fdr.mc,edf.pa,dna
,fhb,rno.pa,cns
,vnt,mc.pa,awi
LXRX,cbu,engi.pa,lope
,0023.hk,eo.pa,cpa
,aixa.f,oran,hiw
,d7v.f,cdi.pa,azek
,bnl,su.pa,sig
SCWO,mfsl.ns,en.pa,bnl
ATLC,4581.t,ml.pa,delhivery.ns
,rz8g.f,gle.pa,s51.si
,awi,ato.pa,ens
,hbr.l,cs.pa,lac
STAR.NS,eva,fr.pa,snc.to
,bayanat.ae,tte,fhi
,azek,bn.pa,cbu
,cwt,pub.pa,fhb
,abcb,sny,twnk
EOLS,0683.hk,mf.pa,9048.t
,awc.ax,or.pa,golf
,cie.mc,bvi.pa,ain
,evo,saf.pa,0023.hk
ANANTRAJ.NS,gnn.f,ho.pa,hbr.l
,byd.to,aca.pa,ninoy
,escorts.ns,fgr.pa,ssrm
,neu,af.pa,gtes
AGCNET.NS,0014.hk,orp.pa,iipr
CO,ain,bop.f,olli
,lsg.ol,alo.pa,axnx
,bmi,ai.pa,rare
ABUS,sfm,re.pa,lsg.ol
EH,amba,ate.pa,3mindia.ns
,whd,spie.pa,jbh.ax
MOIL.NS,szu.f,elis.pa,buou.si
,stgw,ker.pa,tatachem.ns
,0522.hk,lr.pa,tr
,log.mc,viv.pa,ay
CVEO,tdc,sk.pa,ava
CECO,lth,mmb.pa,auropharma.ns
,buou.si,rxl.pa,smu-un.to
SEER,pou.to,adp.pa,crc
POWL,ninoy,nex.pa,beam
,mym.f,save.pa,vsh
,sky,fnac.pa,inmd
,onem,wln.pa,4197.kl
,olli,dsy.pa,avnt
BLBD,crc,pom.pa,rig
,vmuk.l,ubi.pa,gmrinfra.ns
,ndx1.f,rf.pa,ebc
BVB.F,golf,ri.pa,etrn
,ntco,ake.pa,021240.ks
,smg,,251270.ks
,ens,nk.pa,sem
,7564.t,ac.pa,kxs.to
,metsa.he,am.pa,jun3.f
,mbk.wa,bim.pa,6460.t
COOK,tnl,cstm,goco
,laz,dec.pa,161390.ks
OFIX,bwy.l,bb.pa,kwr
,wsv2.f,eden.pa,b4b.f
,fie.f,ben.pa,0683.hk
VESUVIUS.NS,ace.mi,tri.pa,arclk.is
,acls,so.pa,pzza
APEN,arclk.is,ald.pa,shls
,tgs,amun.pa,eye
,pbh,ipn.pa,vnt
,spxc,rui.pa,iq
,alk-b.co,cofa.pa,whd
,cse-pa.to,scr.pa,pega
,hiw,get.pa,ari.jo
SWBI,ecv.f,tfi.pa,sct.l
,ubi.pa,ovh.pa,subc.ol
,voltas.ns,fdj.vi,vzn.sw
,sxt,crto,blkb
,sig,urw.as,sxt
PLCE,dq,exn.pa,4536.t
TPIC,shls,alta.pa,cse-pa.to
,blkb,rco.pa,fie.f
,teo,cbe.pa,srad
,cgas5.sa,soi.pa,alk-b.co
RKFORGE.NS,gt,vltsa.pa,timken.ns
NEWT,dei,icad.pa,0522.hk
,vsh,etl.pa,aksen.is
,spwr,li.pa,bts.bk
PHAT,ntla,cov.pa,ppbi
,deepakntr.ns,nacon.pa,awc.ax
,tex,valn,amp.ax
,jbt,tko.pa,4912.t
GAIN,tr,olg.pa,epr
,srad,gfc.pa,0014.hk
,6460.t,aldne.pa,vis.mc
,s51.si,clls,wfrd
TTI,smu-un.to,pst.mi,pjt
PRPL,boh,isp.mi,hasi
,isat.jk,g.mi,gt
,esab,ucg.mi,4506.t
,auropharma.ns,enel.mi,sky
ASTEC.NS,021240.ks,tit.mi,caty
PAISALO.NS,omu.jo,ldo.mi,bzy.f
AXGN,caty,ivg.mi,neu
,cgcbv.he,e,4613.t
,bzy.f,pirc.mi,tnl
LIND,axnx,pry.mi,torntpower.ns
,hcm,bami.mi,omab
BKUH,hi,atl.mi,phoenixltd.ns
,cvi,amp.mi,spr
,161390.ks,1913.hk,000100.ks
JINDALPOLY.NS,grg.l,rey.mi,pi
,evh,us.mi,amot.ta
PLPC,burjeel.ae,nexi.mi,pbh
,nod.ol,bzu.mi,sgkn.sw
,phoenixltd.ns,ace.mi,boh
,enov,dlg.mi,spxc
GLDD,eye,ire.mi,ovh.pa
,cri,her.mi,zeel.ns
PACK,pi,zgn,cdr.wa
,prox.vi,trn.mi,exx.jo
,9048.t,monc.mi,cgas5.sa
,duol,mb.mi,vmuk.l
,kss,ednr.mi,mmyt
ITRN,mmb.pa,stvn,ipar
,vty.l,race,kss
CNSL,mcw,rec.mi,fro
MCFT,tv,cpr.mi,sgry
,coromandel.ns,ig.mi,mcw
IPI,ambp,srg.mi,ace.mi
,spt,bmed.mi,cie.mc
WSTCSTPAPR.NS,ebc,dia.mi,gaw.l
CMPS,ava,cem.mi,strs.ta
,pfsi,geo.mi,ncno
FUBO,010145.ks,tpro.mi,lfg
DGICA,cwk,fbk.mi,prox.vi
,coop,erg.mi,jxn
,fro,adb.mi,jjsf
,pjt,juve.mi,enic
GDL.NS,cs.to,dib.mi,cvi
EGHT,out,ssl.mi,nomd
IFBIND.NS,plxs,inw.mi,grg.l
ORP.PA,alvo,601288.ss,enov
DISHTV.NS,iipr,0941.hk,evo
,ccoi,1398.hk,isee
,etrn,601857.ss,plxs
,meoh,600028.ss,mmb.pa
,4912.t,jd,mfsl.ns
,sgml,601939.ss,bb.pa
RL9A.F,lxp,601668.ss,pou.to
ANGO,3mindia.ns,601318.ss,pagp
,enic,601988.ss,elf
,gh,002594.sz,stne
,inkp.jk,0728.hk,coop
GTX,tcbi,601186.ss,t82u.si
METC,pags,baba,hgty
ONEW,011780.ks,002475.sz,eo.pa
,mc,601138.ss,evop
CCO,hasi,1339.hk,livn
,pagp,601319.ss,dixon.ns
SENEA,sgkn.sw,0390.hk,go
EZPW,vsco,002352.sz,lxp
,bill.st,601658.ss,blx.to
ECC,ovh.pa,3333.hk,duol
,amrc,1766.hk,tui1.f
,strs.ta,000333.sz,gnn.f
,vzn.sw,yumc,sbra
,exx.jo,2202.hk,out
,tbig.jk,002714.sz,thermax.ns
ACE.NS,ilu.ax,0267.hk,lnr.to
,rdn,0489.hk,ata.to
,pgny,1099.hk,cnx
BIG,chgg,tcehy,vet
SML.NZ,mcg.jo,601601.ss,amc
,fss,0656.hk,flw1.f
,livn,600690.ss,wsv2.f
HEG.NS,blx.to,3968.hk,ceqp
LEU,000100.ks,601628.ss,banf
JTEKTINDIA.NS,wd,beke,mc
,ay,6862.hk,pnn.l
,esmt,znh,szu.f
,glpg,601238.ss,mxl
,amp.ax,lu,ntco
,twnk,601328.ss,irtc
HY,nxt.ax,3690.hk,abm
,cd,2338.hk,pfsi
SRDX,irtc,601111.ss,tv
,stng,300750.sz,sumichem.ns
,idia.sw,000651.sz,jkcement.ns
,rare,cea,tex
,flw1.f,000876.sz,qs
TRE.MC,ngvt,000725.sz,mks.l
SPANDANA.NS,asan,2007.hk,7564.t
SENS,ghc,601633.ss,ee
PAHC,beam,601088.ss,atul.ns
GREENLAM.NS,ncno,000063.sz,ghc
,sax.f,0322.hk,nxt.ax
,sqsp,600000.ss,pgny
SRNE,0069.hk,600188.ss,spen.ta
,imcr,600887.ss,abcl
CVLG,tatachem.ns,601166.ss,fdr.mc
LDI,lnr.to,600016.ss,bwy.l
,abm,601600.ss,
,600060.ss,601998.ss,
,wib.f,600011.ss,ese
,crk,as7.f,itgr
,sbra,002415.sz,cnu.nz
,eurn,601012.ss,6789.tw
,halkb.is,0175.hk,wly
ECN.TO,stne,ahchf,mdc
,oi,edu,post.vi
,marel.as,601818.ss,dlekg.ta
VALU,lbrt,bidu,fntn.f
,ppbi,2319.hk,mult3.sa
SVM,aciw,601899.ss,cxm
AGX,4536.t,000625.sz,lgih
,cnx,000001.sz,lspd
,sfzn.sw,600015.ss,whirlpool.ns
,lfg,0881.hk,ekta-b.st
PFLT,bb.pa,900945.ss,joby
ABS2.F,sumichem.ns,rlf.f,prk
ARTNA,amot.ta,2359.hk,has.l
,pnn.l,tcom,rog
,oil.ns,601336.ss,pmag.f
TATACOFFEE.NS,kbh,600600.ss,thrm
HDSN,trip,xiacf,mstr
,cdr.wa,ntes,ffbc
,wsfs,jks,hpk
,gmrinfra.ns,601919.ss,slr.mc
,syngene.ns,600519.ss,dir-un.to
RYAM,ata.to,002607.sz,028670.ks
GREENPANEL.NS,grt.jo,300015.sz,navi
,epr,1157.hk,gtii.cn
,4613.t,000858.sz,arnc
,pbh.to,1177.hk,brc
,mnv6.f,2382.hk,036460.ks
,pmag.f,1024.hk,2353.tw
,jxn,600276.ss,cp9.f
NKTR,evop,didiy,bke
,acad,htht,sono
,nomd,002142.sz,ax
VPG,main,zto,bava.co
,ifs,600030.ss,jblu
ACCO,vis.mc,600031.ss,fcpt
CIR,jjsf,600588.ss,or
,abcl,000800.sz,jbgs
,vea.ax,0788.hk,wmk
,sct.l,9633.hk,out1v.he
GEM.AX,ibp,2128.hk,agti
KIRLFER.NS,dy,600309.ss,sspg.l
,jks,mkn2.f,elk.ol
,banf,0883.hk,rpd
,0053.hk,2016.hk,wdfc
,t82u.si,600060.ss,tpz.to
,kxs.to,688599.ss,netc.co
,brze,002304.sz,fsr
BAND,rajeshexpo.ns,300124.sz,npo
,frpt,601169.ss,town
ENENTO.HE,prta,tal,1u1.de
,pm6.f,600547.ss,bld.ax
CSII,coforge.ns,nio,5jb.f
,gland.ns,li,apam
,prva,206g.f,iifl.ns
,5246.kl,600919.ss,ccu
,psec,600104.ss,gbdc
SGMO,ahco,2883.hk,2778.hk
BKD,cnmd,3618.hk,gms
FRPH,axsm,601888.ss,sqn.sw
BFLY,mmyt,xpev,alhc
THFF,rui.pa,601009.ss,lesl
,klic,601229.ss,ifcn.sw
DM,aval,601211.ss,prgs
,step,601066.ss,cort
,pega,bili,gdrx
,bco,600999.ss,dgh.jo
PHILIPCARB.NS,6324.t,601866.ss,rum
,sfnc,3692.hk,swon.sw
,mxl,wxxwy,un9.f
,pzza,kc,avav
,thermax.ns,pdd,336260.ks
,ccc.l,gotu,nuva
NOEJ.F,go,601021.ss,mallplaza.sn
KAMN,s92.f,bzun,hep
,aeo,bgne,dmp.f
,aaww,600009.ss,cpe
RAPT,crt-un.to,vips,cbrl
,timken.ns,600900.ss,ivg.mi
IGTI3.SA,pacw,yy,omcl
,flyw,002602.sz,crdo
TRNS,delhivery.ns,3888.hk,kai
,alb.mc,ymm,hbi
,241560.ks,603288.ss,fnmal
SUPRAJIT.NS,fcr-un.to,wb,bekn.sw
,csiq,dao,tcn
,alta.pa,tme,lmp.l
,olk,iq,wsbc
,curlf,9863.hk,wafd
,bpmc,300059.sz,save
BCOM.TA,spen.ta,athm,banr
,acx.mc,1548.hk,mfi.to
2501.TW,alln.sw,bz,simo
JOUT,rusha,sohu,nwl.ax
,kd,0777.hk,trup
CLOV,vid.mc,holi,lug.to
,idea.ns,6060.hk,fun
CLA-B.ST,efgn.sw,caas,mfgp
,iboc,000927.sz,ttec
,jwn,ddl,joe
,skfindia.ns,002555.sz,hmy
JSWHL.NS,sun.sw,lx,bluedart.ns
TRMR,aca,yrd,kajariacer.ns
IIIN,mac,ysg,enlt.ta
,torntpower.ns,ocft,trox
,hbi,mnso,0813.hk
,focs,dada,tbs.jo
YIT.HE,dorm,wdh,nvee
,arto.jk,002007.sz,rvmd
NEU.WA,pk,ghg,ssu
,goco,6618.hk,fineorg.ns
VVI,fult,zh,sho
ICPT,atul.ns,tuya,kws.f
,is,dq,zim
,hrmy,hlg,aefes.is
,sitc,doyu,cop.de
,vct.nz,qfin,gest.mc
,gpi,sy,ire.mi
,cvt,huya,pacb
CVGW,lcii,momo,dbrg
,lac,zlab,sj.to
JBMA.NS,jet2.l,2400.hk,ihs
,eqc,gds,oerl.sw
VRLLOG.NS,pot.nz,300418.sz,land.sw
122870.KQ,dea,002174.sz,cvco
SRI,kfy,0694.hk,crr-un.to
,elf,viot,002517.sz
,sim.co,9990.hk,rlay
,3333.hk,300113.sz,aat
,ceqp,002558.sz,cfp.to
BV,bcc,bnr,gkos
,4100.sr,300315.sz,byw.f
,ap-un.to,002517.sz,n91.l
HAYN,ths,mf,ptve
INH.F,pdco,cd,bowl
,cert,api,vrrm
,vsat,rlx,silk
,yy,603258.ss,klnma.is
,amed,6820.hk,rnst
,psb.ns,tigr,3105.two
,woof,300459.sz,bdl.ns
,jkcement.ns,0302.hk,cpk
TILE,4506.t,1119.hk,arl.f
,mrcy,cbat,vcyt
,zgn,688012.ss,gxi.f
BBAR,aub,2100.hk,b
ATEX,byg.l,300533.sz,odp
,wire,603444.ss,bcrx
,mahabank.ns,002425.sz,shak
GMDCLTD.NS,vtsc.de,qd,sblk
VSEC,fntn.f,xnet,itcb
,wor,og,tlry
,ugp,cmcm,ramcocem.ns
,kansainer.ns,kndi,evtc
,nog,niu,akro
,crisil.ns,gct,eltr.ta
,fcg.nz,yj,alvo
,282330.ks,aacg,peb
,wern,002354.sz,ashm.l
GTY.F,hr-un.to,6633.hk,pom.pa
,bku,3798.hk,crbn.as
RMAX,hubg,301011.sz,epc
QNBFL.IS,iosp,300052.sz,alfen.as
TCI.NS,inmd,2660.hk,gff
,hpk,0797.hk,nva.to
SNDL,ee,1022.hk,nus
,relaxo.ns,renn,fa
,zeel.ns,imab,pax
,bhc,300467.sz,p55.f
,002558.sz,6860.hk,evex
,vrns,grcl,cwk.l
,sage,can,rovi.mc
,grindwell.ns,1909.hk,goos
,mts.ax,eh,agr.l
VIIA3.SA,ipcalab.ns,0434.hk,atrc
,fwrd,sj,mnrl
TRSSF,crvl,zkin,spt.l
KOP,lug.to,300518.sz,pmv.f
,nvg.ls,6899.hk,trmk
,kcr.he,2022.hk,kmt
