01-DDD-change1y,00-avengers-change_1_year,04-iGMM-change_1year
-27.77_perc,-41.55_perc,
-39.12_perc,-1.94_perc,
-16.87_perc,-13.36_perc,
-52.48_perc,0.40_perc,
-17.55_perc,-23.46_perc,
none,11.25_perc,28.07_perc
-59.31_perc,-23.42_perc,
-25.30_perc,61.94_perc,
-66.42_perc,-29.33_perc,
-64.29_perc,29.32_perc,
-58.52_perc,15.75_perc,-25.64_perc
-74.37_perc,0.00_perc,11.98_perc
13.54_perc,-0.51_perc,
-75.86_perc,10.71_perc,-28.41_perc
-46.90_perc,26.09_perc,
-66.49_perc,-0.30_perc,
-12.09_perc,-3.19_perc,
49.62_perc,-11.88_perc,-15.52_perc
-82.21_perc,16.47_perc,-28.86_perc
none,1.85_perc,-18.67_perc
-56.43_perc,-39.65_perc,-3.29_perc
31.53_perc,-23.10_perc,
-73.31_perc,-11.32_perc,8.33_perc
-86.47_perc,-18.84_perc,-14.72_perc
-9.79_perc,-14.82_perc,
-30.26_perc,-14.53_perc,-52.41_perc
-39.90_perc,-17.68_perc,9.34_perc
-2.61_perc,12.31_perc,-37.16_perc
-65.12_perc,-13.85_perc,-43.24_perc
-36.31_perc,-15.96_perc,-55.03_perc
-84.69_perc,,
-52.00_perc,-27.54_perc,-58.13_perc
8.06_perc,-15.41_perc,
-74.71_perc,161.49_perc,32.37_perc
-37.71_perc,-21.60_perc,
-41.05_perc,5.87_perc,
-67.12_perc,20.33_perc,-31.23_perc
-16.13_perc,-64.15_perc,-10.62_perc
-81.31_perc,-84.03_perc,
-62.35_perc,-7.91_perc,
-18.19_perc,-9.39_perc,
137.90_perc,-14.40_perc,3.21_perc
43.90_perc,-3.32_perc,-38.10_perc
-24.30_perc,30.02_perc,-28.78_perc
-71.96_perc,-8.72_perc,
55.06_perc,6.03_perc,
-73.18_perc,4.98_perc,
-54.78_perc,-38.47_perc,10.38_perc
-69.53_perc,14.27_perc,
43.00_perc,-11.48_perc,
-84.80_perc,-32.75_perc,
-43.86_perc,100.00_perc,-13.10_perc
-85.72_perc,6.26_perc,
-85.00_perc,-15.32_perc,50.66_perc
-29.17_perc,-4.20_perc,
-24.74_perc,-19.26_perc,
-27.47_perc,-19.59_perc,
-26.85_perc,28.18_perc,-34.36_perc
76.92_perc,17.08_perc,5.48_perc
-79.81_perc,-50.00_perc,-34.21_perc
25.87_perc,51.75_perc,
-56.94_perc,-16.80_perc,-27.89_perc
32.47_perc,40.14_perc,-1.57_perc
25.76_perc,-31.86_perc,
-8.56_perc,-30.17_perc,
-13.13_perc,32.73_perc,
-7.07_perc,-22.90_perc,
-51.85_perc,-17.91_perc,-10.65_perc
165.27_perc,-8.10_perc,
-32.11_perc,-14.89_perc,
-21.79_perc,-53.25_perc,
-46.81_perc,20.80_perc,-1.46_perc
50.00_perc,-16.00_perc,
-75.93_perc,-55.97_perc,70.37_perc
-69.57_perc,-37.29_perc,
-13.68_perc,-13.24_perc,
44.57_perc,-24.49_perc,-36.24_perc
-71.43_perc,-23.31_perc,33.78_perc
-29.60_perc,-27.31_perc,
63.14_perc,-23.41_perc,-38.30_perc
-50.86_perc,-47.83_perc,17.94_perc
-55.35_perc,49.05_perc,
-25.24_perc,-26.90_perc,
-60.96_perc,-0.08_perc,-0.72_perc
-65.11_perc,-64.09_perc,30.43_perc
-59.87_perc,-26.52_perc,-4.12_perc
-58.68_perc,-43.99_perc,
-45.23_perc,9.25_perc,-8.55_perc
-13.02_perc,-53.41_perc,-18.39_perc
0.15_perc,-4.80_perc,
-58.24_perc,9.32_perc,-40.03_perc
-35.00_perc,,41.37_perc
-2.03_perc,,
-40.08_perc,,-52.85_perc
63.74_perc,,4.77_perc
-74.82_perc,,-21.50_perc
-42.97_perc,,-37.92_perc
-46.27_perc,,
-80.57_perc,,-20.37_perc
4.80_perc,,-14.02_perc
-36.56_perc,,
-67.87_perc,,88.00_perc
-17.38_perc,,-13.00_perc
-5.82_perc,,-2.24_perc
11.45_perc,,
-69.42_perc,,-25.01_perc
20.87_perc,,23.29_perc
-44.14_perc,,
-74.74_perc,,
-5.26_perc,,
none,,
-52.24_perc,,
-66.16_perc,,7.81_perc
-59.20_perc,,62.38_perc
26.69_perc,,-43.16_perc
19.68_perc,,
-27.87_perc,,
-28.94_perc,,
6.69_perc,,-14.17_perc
-27.96_perc,,-7.50_perc
-73.65_perc,,-6.45_perc
-52.11_perc,,
-54.78_perc,,-18.62_perc
-46.66_perc,,16.62_perc
-74.76_perc,,
-12.05_perc,,-11.93_perc
16.97_perc,,-38.91_perc
91.67_perc,,12.63_perc
-22.72_perc,,-14.54_perc
31.99_perc,,-46.62_perc
-34.43_perc,,6.16_perc
-85.52_perc,,-20.62_perc
13.33_perc,,
50.20_perc,,
-2.08_perc,,-15.90_perc
-74.93_perc,,
-38.46_perc,,
-74.96_perc,,-16.97_perc
66.67_perc,,
-43.77_perc,,-26.65_perc
-39.42_perc,,
-55.94_perc,,
-37.82_perc,,
-43.45_perc,,49.58_perc
-52.40_perc,,3.29_perc
39.62_perc,,-7.38_perc
-78.84_perc,,-16.71_perc
109.92_perc,,-25.95_perc
-39.83_perc,,
-46.05_perc,,-26.10_perc
-4.30_perc,,-28.50_perc
-59.47_perc,,-6.54_perc
-35.98_perc,,-3.27_perc
1.37_perc,,
none,,
-62.84_perc,,
-45.96_perc,,
26.39_perc,,23.03_perc
-5.88_perc,,-20.47_perc
91.77_perc,,-0.23_perc
-44.86_perc,,-31.74_perc
-13.67_perc,,-21.21_perc
-59.14_perc,,22.73_perc
5.11_perc,,
none,,
-76.07_perc,,
-41.18_perc,,-21.62_perc
56.74_perc,,-11.86_perc
182.08_perc,,
-50.00_perc,,-21.33_perc
-11.62_perc,,-37.14_perc
2.22_perc,,-7.90_perc
39.42_perc,,-29.82_perc
-66.02_perc,,-10.95_perc
93.91_perc,,
34.97_perc,,
-66.67_perc,,-44.73_perc
"1,157.50_perc",,
-20.80_perc,,
-10.40_perc,,1.97_perc
-10.74_perc,,
63.62_perc,,-25.47_perc
-1.26_perc,,-7.95_perc
21.13_perc,,
-12.99_perc,,32.77_perc
-36.28_perc,,
-73.28_perc,,26.87_perc
-82.46_perc,,-61.70_perc
3.01_perc,,-33.48_perc
-47.24_perc,,
-72.65_perc,,
7.54_perc,,-34.15_perc
none,,-5.88_perc
-14.25_perc,,-19.03_perc
-4.56_perc,,
-63.47_perc,,
-34.56_perc,,
35.24_perc,,
-22.76_perc,,
-23.13_perc,,-13.37_perc
-28.11_perc,,-9.37_perc
-38.55_perc,,
7.85_perc,,40.07_perc
-8.18_perc,,
-39.83_perc,,
-91.70_perc,,
-67.21_perc,,-18.20_perc
-67.28_perc,,4.76_perc
0.69_perc,,
25.00_perc,,83.62_perc
8.15_perc,,
-54.35_perc,,
-17.13_perc,,-1.89_perc
6.41_perc,,
-28.51_perc,,
0.38_perc,,-33.33_perc
-0.30_perc,,-43.37_perc
-64.70_perc,,17.45_perc
none,,
-71.95_perc,,
-23.23_perc,,8.90_perc
-19.25_perc,,-6.75_perc
-54.76_perc,,
none,,
48.48_perc,,-2.90_perc
-31.20_perc,,
-47.44_perc,,
-47.29_perc,,-11.04_perc
-51.86_perc,,
-15.07_perc,,-38.46_perc
-27.64_perc,,
none,,28.72_perc
-46.98_perc,,-27.19_perc
-75.64_perc,,151.89_perc
290.15_perc,,
-8.44_perc,,
-21.18_perc,,26.28_perc
-70.62_perc,,
-38.54_perc,,
-30.39_perc,,
-14.21_perc,,-49.90_perc
-13.29_perc,,
-58.07_perc,,
-30.86_perc,,12.96_perc
7.50_perc,,
-21.59_perc,,
43.64_perc,,-27.49_perc
-38.49_perc,,
-42.87_perc,,-18.20_perc
-51.95_perc,,-6.04_perc
90.41_perc,,
-24.67_perc,,-25.62_perc
-61.41_perc,,
97.15_perc,,2.44_perc
-66.26_perc,,-18.42_perc
-28.71_perc,,-11.34_perc
13.64_perc,,
-59.65_perc,,-43.57_perc
-7.39_perc,,-26.59_perc
-30.22_perc,,-10.50_perc
2.20_perc,,-25.38_perc
-66.41_perc,,
-38.05_perc,,
-57.93_perc,,
-50.84_perc,,
0.91_perc,,2.49_perc
19.04_perc,,
-36.52_perc,,-27.92_perc
-81.36_perc,,
-3.27_perc,,10.42_perc
-7.36_perc,,
-12.26_perc,,3.99_perc
-6.46_perc,,
98.14_perc,,0.48_perc
-49.77_perc,,-22.97_perc
-39.22_perc,,-34.95_perc
-14.04_perc,,-12.06_perc
-7.02_perc,,-12.98_perc
-70.50_perc,,29.16_perc
-31.58_perc,,
-71.52_perc,,
-18.10_perc,,-31.15_perc
-17.48_perc,,-20.86_perc
-42.25_perc,,43.51_perc
34.49_perc,,-40.15_perc
-50.48_perc,,-19.55_perc
-32.10_perc,,-30.95_perc
-17.49_perc,,
-31.80_perc,,-30.30_perc
-0.66_perc,,15.02_perc
-23.63_perc,,
101.34_perc,,-41.93_perc
-12.97_perc,,-42.30_perc
-13.23_perc,,-27.13_perc
-61.09_perc,,
-70.59_perc,,
0.30_perc,,-17.14_perc
-77.10_perc,,-50.03_perc
-41.36_perc,,-14.96_perc
15.58_perc,,
none,,
-34.17_perc,,22.96_perc
-19.37_perc,,
34.41_perc,,-28.69_perc
-76.92_perc,,9.14_perc
-4.35_perc,,-36.25_perc
-18.73_perc,,-9.13_perc
3.04_perc,,-9.38_perc
-30.52_perc,,
-58.70_perc,,6.99_perc
4.68_perc,,
-25.00_perc,,
-10.88_perc,,
-73.53_perc,,
-10.62_perc,,
-48.07_perc,,-8.30_perc
-12.90_perc,,
-53.71_perc,,
621.54_perc,,
-37.63_perc,,
-8.26_perc,,
-36.67_perc,,
-9.95_perc,,-29.14_perc
-20.00_perc,,-32.04_perc
-2.26_perc,,-32.45_perc
-17.64_perc,,-25.32_perc
-29.57_perc,,-3.81_perc
-62.55_perc,,
-43.18_perc,,
2.37_perc,,-2.22_perc
16.44_perc,,-49.15_perc
-24.51_perc,,
-30.13_perc,,
-57.15_perc,,
-76.63_perc,,
-73.75_perc,,
-47.92_perc,,
-22.38_perc,,-13.19_perc
-18.05_perc,,
-56.74_perc,,
-37.52_perc,,
-40.44_perc,,
-56.26_perc,,
-89.80_perc,,0.47_perc
-62.87_perc,,-13.07_perc
-68.75_perc,,
12.55_perc,,
-6.06_perc,,-20.46_perc
-67.53_perc,,-14.69_perc
18.29_perc,,
-24.40_perc,,-19.37_perc
54.03_perc,,
-19.32_perc,,
-9.53_perc,,
89.28_perc,,
49.42_perc,,-21.54_perc
15.60_perc,,
-44.96_perc,,24.63_perc
3.95_perc,,
5.69_perc,,-14.52_perc
-9.49_perc,,-46.32_perc
27.16_perc,,
-37.10_perc,,
-24.31_perc,,-14.29_perc
-10.14_perc,,
8.10_perc,,-16.84_perc
-9.79_perc,,10.64_perc
-25.62_perc,,-26.16_perc
none,,-5.20_perc
-38.96_perc,,-33.30_perc
-20.00_perc,,
-79.57_perc,,
6.77_perc,,4.60_perc
-39.68_perc,,
-50.88_perc,,
-50.04_perc,,
-66.39_perc,,
-23.57_perc,,-70.94_perc
62.22_perc,,
12.17_perc,,-16.91_perc
-76.31_perc,,
-3.21_perc,,
-9.95_perc,,
-69.29_perc,,
-67.84_perc,,
640.66_perc,,
-24.38_perc,,8.42_perc
-10.68_perc,,-7.36_perc
-40.17_perc,,-0.12_perc
-63.05_perc,,1.24_perc
-39.50_perc,,-9.40_perc
243.61_perc,,
-5.41_perc,,54.32_perc
-16.40_perc,,
17.99_perc,,
-3.68_perc,,
-60.71_perc,,-42.99_perc
-25.40_perc,,
-51.70_perc,,5.15_perc
-32.93_perc,,-12.19_perc
0.00_perc,,
-1.15_perc,,-4.13_perc
-13.09_perc,,
-14.38_perc,,
2.81_perc,,
-22.97_perc,,
-48.81_perc,,4.92_perc
-87.01_perc,,-82.94_perc
-59.74_perc,,-37.64_perc
-21.01_perc,,-24.14_perc
127.06_perc,,
-41.01_perc,,
-48.76_perc,,21.96_perc
-93.47_perc,,-23.87_perc
26.11_perc,,-12.97_perc
10.77_perc,,
-86.95_perc,,62.97_perc
-46.08_perc,,-2.56_perc
-6.72_perc,,
-33.23_perc,,-28.48_perc
-60.00_perc,,
-55.03_perc,,
265.57_perc,,
-40.37_perc,,
-88.00_perc,,-3.53_perc
-63.74_perc,,
-91.77_perc,,47.57_perc
-9.28_perc,,
-45.07_perc,,18.04_perc
7.04_perc,,
none,,-8.19_perc
60.92_perc,,
60.73_perc,,-59.42_perc
-52.12_perc,,
-31.01_perc,,-49.86_perc
-66.07_perc,,-34.63_perc
-23.53_perc,,-1.07_perc
-38.27_perc,,
-14.29_perc,,
-21.21_perc,,-14.49_perc
-26.59_perc,,
-29.68_perc,,-17.90_perc
-20.65_perc,,-18.80_perc
17.80_perc,,-11.22_perc
-87.90_perc,,
-11.88_perc,,
-12.53_perc,,78.73_perc
-52.71_perc,,
-38.05_perc,,-13.99_perc
41.05_perc,,-9.14_perc
-55.32_perc,,
-60.52_perc,,
-72.44_perc,,-20.27_perc
-40.00_perc,,10.06_perc
-11.26_perc,,
-36.70_perc,,
-12.40_perc,,-4.44_perc
-66.67_perc,,
-4.21_perc,,
-16.04_perc,,
-32.78_perc,,
-82.66_perc,,
-62.40_perc,,
-72.90_perc,,
-53.80_perc,,
-11.67_perc,,-36.01_perc
10.90_perc,,
-58.74_perc,,-15.31_perc
1.32_perc,,20.75_perc
17.86_perc,,-5.37_perc
-34.82_perc,,-23.80_perc
-38.30_perc,,-18.60_perc
-42.03_perc,,-1.99_perc
-80.09_perc,,9.45_perc
86.44_perc,,
-72.62_perc,,-0.83_perc
-70.38_perc,,
-21.27_perc,,62.37_perc
-78.39_perc,,
-46.59_perc,,
-54.55_perc,,-10.28_perc
-2.97_perc,,-39.74_perc
-6.98_perc,,22.09_perc
-16.75_perc,,
-18.06_perc,,39.62_perc
-48.04_perc,,
-54.96_perc,,
-78.88_perc,,-44.24_perc
-42.44_perc,,-55.91_perc
none,,
70.00_perc,,-16.45_perc
251.88_perc,,-42.58_perc
-36.15_perc,,-12.20_perc
-40.26_perc,,
14.51_perc,,
-35.27_perc,,
10.46_perc,,
18.02_perc,,
-25.74_perc,,-7.18_perc
-9.09_perc,,
15.48_perc,,-25.89_perc
-39.83_perc,,-24.85_perc
8.96_perc,,
-60.90_perc,,1.88_perc
-53.45_perc,,
148.31_perc,,-33.16_perc
32.75_perc,,
-11.44_perc,,-23.89_perc
53.37_perc,,
36.31_perc,,
-50.41_perc,,
-30.52_perc,,-40.24_perc
-72.82_perc,,-3.54_perc
-1.93_perc,,-9.86_perc
none,,-22.11_perc
-70.54_perc,,-5.91_perc
-9.10_perc,,
-22.84_perc,,
-14.56_perc,,-36.84_perc
-19.98_perc,,-4.50_perc
-75.46_perc,,
78.36_perc,,9.33_perc
-30.80_perc,,
-45.08_perc,,-41.37_perc
0.75_perc,,0.00_perc
8.33_perc,,
-62.66_perc,,
15.02_perc,,-42.09_perc
34.07_perc,,
11.91_perc,,
-12.60_perc,,-22.55_perc
-67.43_perc,,-14.49_perc
5.21_perc,,-10.90_perc
-56.62_perc,,
10.19_perc,,
-80.85_perc,,-27.23_perc
-33.38_perc,,-16.28_perc
-53.22_perc,,22.83_perc
-67.15_perc,,-31.71_perc
-54.07_perc,,13.25_perc
-49.72_perc,,0.84_perc
-28.99_perc,,
28.86_perc,,
-18.46_perc,,-10.98_perc
24.24_perc,,-22.44_perc
-61.82_perc,,
266.81_perc,,
1.24_perc,,
-17.66_perc,,-14.10_perc
-30.57_perc,,-29.29_perc
-68.32_perc,,
-71.59_perc,,
-22.07_perc,,-29.33_perc
116.96_perc,,
13.15_perc,,
-24.61_perc,,19.44_perc
-27.09_perc,,
-39.42_perc,,
-10.04_perc,,31.95_perc
135.40_perc,,-14.82_perc
-28.95_perc,,-20.10_perc
-54.81_perc,,6.60_perc
-50.28_perc,,-21.63_perc
-59.87_perc,,-14.51_perc
-70.00_perc,,
-10.43_perc,,
-32.62_perc,,
-14.77_perc,,
-26.41_perc,,
-35.48_perc,,-34.51_perc
3.90_perc,,
-16.57_perc,,
-20.51_perc,,-21.40_perc
-40.43_perc,,36.62_perc
-6.52_perc,,
-14.67_perc,,
-79.05_perc,,-6.96_perc
-61.32_perc,,-23.72_perc
-53.51_perc,,
-23.46_perc,,-35.91_perc
70.00_perc,,14.17_perc
-43.85_perc,,
-72.29_perc,,17.77_perc
-64.76_perc,,0.38_perc
9.47_perc,,
-88.35_perc,,
6.75_perc,,
-81.87_perc,,-16.88_perc
-49.17_perc,,
-9.28_perc,,
18.81_perc,,
-26.39_perc,,-20.56_perc
3.90_perc,,
-8.40_perc,,4.97_perc
140.48_perc,,
-90.51_perc,,
-44.15_perc,,
-9.09_perc,,-25.89_perc
18.92_perc,,
-14.40_perc,,
24.39_perc,,
2.57_perc,,
105.63_perc,,
-58.30_perc,,
-57.30_perc,,
78.80_perc,,
none,,
-37.56_perc,,-11.33_perc
-32.27_perc,,
-15.65_perc,,-13.98_perc
-72.16_perc,,
-3.33_perc,,
14.35_perc,,-19.75_perc
-14.55_perc,,36.53_perc
224.49_perc,,
12.42_perc,,-0.04_perc
31.69_perc,,
-42.26_perc,,
-34.67_perc,,
-13.25_perc,,-5.75_perc
-42.73_perc,,36.69_perc
-42.98_perc,,
-27.72_perc,,18.37_perc
-49.08_perc,,
-64.69_perc,,-94.86_perc
35.19_perc,,-18.58_perc
-22.03_perc,,4.66_perc
-7.40_perc,,
-36.77_perc,,
-49.12_perc,,-30.86_perc
-65.36_perc,,-23.80_perc
-42.55_perc,,
2.95_perc,,-14.67_perc
-51.44_perc,,-10.13_perc
-25.76_perc,,15.84_perc
-68.03_perc,,56.46_perc
-14.82_perc,,
none,,
-1.72_perc,,
-67.79_perc,,-3.09_perc
-75.66_perc,,32.14_perc
-27.19_perc,,-21.90_perc
4.43_perc,,
-13.89_perc,,
-41.56_perc,,
-21.73_perc,,-21.79_perc
46.48_perc,,
-53.14_perc,,
-39.15_perc,,
-31.86_perc,,
-26.34_perc,,
39.93_perc,,41.15_perc
-42.48_perc,,
3.60_perc,,
3.81_perc,,
1.05_perc,,20.40_perc
-54.70_perc,,-10.57_perc
-36.85_perc,,-4.95_perc
-56.13_perc,,
-2.65_perc,,-19.68_perc
-5.05_perc,,20.34_perc
-25.33_perc,,-34.09_perc
-6.78_perc,,21.51_perc
21.49_perc,,
-35.61_perc,,
42.40_perc,,-9.87_perc
318.82_perc,,-39.47_perc
-26.00_perc,,
1.48_perc,,
-26.78_perc,,
-39.70_perc,,
-48.08_perc,,
-12.28_perc,,
-30.70_perc,,
-53.68_perc,,-58.96_perc
-7.35_perc,,
-21.75_perc,,-13.17_perc
-70.21_perc,,-31.58_perc
21.83_perc,,
14.11_perc,,67.48_perc
-74.58_perc,,28.03_perc
-48.03_perc,,-24.57_perc
-41.76_perc,,
47.63_perc,,-6.42_perc
-58.76_perc,,
-34.61_perc,,
-78.08_perc,,-10.62_perc
-12.75_perc,,-39.04_perc
-7.76_perc,,24.70_perc
-61.54_perc,,
-55.93_perc,,
-46.02_perc,,-31.35_perc
-11.42_perc,,-36.70_perc
-27.99_perc,,15.92_perc
-37.84_perc,,-5.60_perc
-92.94_perc,,
42.09_perc,,37.11_perc
-1.56_perc,,-1.01_perc
-19.80_perc,,-16.67_perc
10.37_perc,,-0.47_perc
-58.45_perc,,
-16.67_perc,,-19.68_perc
-61.70_perc,,-21.63_perc
8.76_perc,,12.42_perc
none,,-1.17_perc
13.93_perc,,
0.67_perc,,
-23.27_perc,,
-50.00_perc,,
13.55_perc,,
-70.44_perc,,
-28.92_perc,,
-11.20_perc,,-11.59_perc
-39.18_perc,,-31.06_perc
134.70_perc,,
-51.69_perc,,31.40_perc
-56.39_perc,,-13.95_perc
-43.83_perc,,-33.18_perc
-17.94_perc,,
-43.68_perc,,
-10.84_perc,,
-18.75_perc,,
34.11_perc,,
-30.11_perc,,-9.69_perc
41.67_perc,,
-31.51_perc,,
none,,
-2.21_perc,,-5.63_perc
42.11_perc,,-16.64_perc
-38.75_perc,,
65.88_perc,,
18.62_perc,,
-15.54_perc,,-43.58_perc
-9.52_perc,,
-15.98_perc,,
84.42_perc,,
5.17_perc,,-51.64_perc
7.50_perc,,-12.19_perc
5.52_perc,,
-19.87_perc,,-24.70_perc
-56.35_perc,,38.72_perc
-90.92_perc,,
-45.12_perc,,-26.33_perc
-59.03_perc,,
33.59_perc,,
-56.60_perc,,-4.39_perc
-20.00_perc,,
-13.97_perc,,
-52.63_perc,,
-46.05_perc,,
-38.08_perc,,
-49.20_perc,,
none,,-2.82_perc
95.51_perc,,-24.09_perc
-74.27_perc,,
-38.41_perc,,
-45.44_perc,,
-11.43_perc,,
-29.06_perc,,-6.31_perc
-86.71_perc,,
-66.30_perc,,-18.33_perc
-52.15_perc,,
27.28_perc,,
73.16_perc,,-19.47_perc
-14.66_perc,,
-8.70_perc,,9.72_perc
185.90_perc,,
-43.69_perc,,-11.57_perc
-64.92_perc,,
-14.95_perc,,
-31.63_perc,,
-23.00_perc,,
13.75_perc,,-43.95_perc
-11.76_perc,,
23.46_perc,,7.12_perc
-27.94_perc,,
-32.34_perc,,-10.34_perc
-89.94_perc,,6.17_perc
12.11_perc,,
13.88_perc,,-30.94_perc
10.38_perc,,-6.86_perc
167.18_perc,,-18.94_perc
59.78_perc,,-41.72_perc
-47.42_perc,,0.00_perc
-30.31_perc,,
0.14_perc,,
-15.03_perc,,
-50.04_perc,,
-32.36_perc,,
-71.58_perc,,
-30.72_perc,,20.46_perc
-28.06_perc,,-24.14_perc
32.42_perc,,
-79.21_perc,,
43.26_perc,,36.68_perc
-16.81_perc,,
-32.51_perc,,
66.95_perc,,12.23_perc
-37.13_perc,,15.40_perc
-82.24_perc,,
-1.10_perc,,
-13.11_perc,,-3.30_perc
-38.32_perc,,
-26.31_perc,,
-80.37_perc,,-26.43_perc
-32.71_perc,,-27.62_perc
2.08_perc,,-5.49_perc
-8.33_perc,,
-36.62_perc,,5.43_perc
-62.31_perc,,-3.23_perc
-32.45_perc,,
35.96_perc,,
-42.97_perc,,-9.37_perc
-10.01_perc,,
20.99_perc,,
-58.40_perc,,
-21.19_perc,,3.10_perc
-46.71_perc,,-24.16_perc
-2.27_perc,,-2.69_perc
-13.80_perc,,8.40_perc
279.49_perc,,-40.63_perc
-6.12_perc,,
-69.44_perc,,
-57.38_perc,,-0.68_perc
-13.46_perc,,
-90.56_perc,,63.83_perc
-55.91_perc,,
-28.57_perc,,
11.08_perc,,-22.58_perc
-1.64_perc,,-18.31_perc
-68.70_perc,,
17.51_perc,,7.69_perc
-17.60_perc,,
77.86_perc,,
none,,
-11.48_perc,,
99.00_perc,,
65.54_perc,,
-50.15_perc,,
-18.12_perc,,-2.65_perc
-33.98_perc,,-59.73_perc
-28.07_perc,,-12.88_perc
none,,-0.70_perc
-24.51_perc,,-13.37_perc
-29.01_perc,,-19.71_perc
-2.80_perc,,
-28.42_perc,,
-12.76_perc,,
-20.90_perc,,-9.30_perc
-24.59_perc,,
-78.58_perc,,-10.66_perc
-30.61_perc,,-14.59_perc
82.58_perc,,
-43.28_perc,,-18.84_perc
7.00_perc,,28.32_perc
130.43_perc,,3.13_perc
-37.76_perc,,
68.00_perc,,-20.50_perc
-69.72_perc,,
-35.40_perc,,
-76.03_perc,,-23.50_perc
-39.10_perc,,
-19.95_perc,,
-40.27_perc,,
-5.17_perc,,
-0.37_perc,,
-43.38_perc,,-22.43_perc
-21.84_perc,,5.41_perc
-47.55_perc,,
"1,243.18_perc",,
22.32_perc,,
-59.73_perc,,
-65.40_perc,,-23.33_perc
-7.95_perc,,
-60.84_perc,,
-37.78_perc,,-17.66_perc
-14.40_perc,,
13.85_perc,,
12.63_perc,,-5.61_perc
-8.24_perc,,
-11.78_perc,,
-8.46_perc,,
31.47_perc,,-48.04_perc
10.94_perc,,
none,,-91.34_perc
-30.02_perc,,13.33_perc
14.56_perc,,
-27.20_perc,,
-46.57_perc,,-21.25_perc
-39.52_perc,,
-69.84_perc,,
-45.11_perc,,-20.74_perc
43.75_perc,,
16.40_perc,,-25.53_perc
-33.71_perc,,49.79_perc
-3.21_perc,,
12.15_perc,,
6.92_perc,,
0.45_perc,,
-33.42_perc,,
-27.76_perc,,
6.97_perc,,
-86.58_perc,,10.17_perc
-2.11_perc,,
5.44_perc,,5.08_perc
-64.01_perc,,
11.07_perc,,-26.58_perc
-58.27_perc,,
-3.01_perc,,
-25.34_perc,,-30.26_perc
-45.38_perc,,-16.45_perc
-11.30_perc,,
-55.88_perc,,39.53_perc
-20.07_perc,,
-20.24_perc,,
-25.53_perc,,
-3.86_perc,,-14.92_perc
52.56_perc,,
-52.48_perc,,-7.82_perc
-1.30_perc,,
-6.37_perc,,1.05_perc
-77.40_perc,,
-43.37_perc,,
-18.47_perc,,-18.58_perc
-69.79_perc,,
-50.61_perc,,
-70.30_perc,,
-14.88_perc,,
-36.17_perc,,
-43.65_perc,,
-50.61_perc,,
-72.04_perc,,6.77_perc
-23.35_perc,,
-58.88_perc,,
-23.53_perc,,-26.33_perc
-32.29_perc,,
66.98_perc,,-23.94_perc
-68.61_perc,,
-51.43_perc,,3.72_perc
-36.82_perc,,-2.31_perc
-29.95_perc,,
none,,
-16.93_perc,,
-57.54_perc,,19.27_perc
74.44_perc,,
4.75_perc,,-12.33_perc
1.12_perc,,
-51.78_perc,,
-23.45_perc,,-0.63_perc
-80.79_perc,,3.10_perc
-48.16_perc,,
16.19_perc,,
-73.51_perc,,
-51.25_perc,,-13.52_perc
13.03_perc,,
-33.97_perc,,-9.11_perc
-7.69_perc,,
-47.67_perc,,
-34.87_perc,,
-78.97_perc,,-15.66_perc
-51.39_perc,,
8.86_perc,,-7.12_perc
49.12_perc,,
2.36_perc,,-2.71_perc
-11.14_perc,,4.29_perc
10.12_perc,,-2.95_perc
-36.36_perc,,
-59.11_perc,,
-35.41_perc,,-38.88_perc
-59.16_perc,,
0.41_perc,,
none,,-8.07_perc
-34.74_perc,,
-7.99_perc,,
none,,
102.07_perc,,
-45.30_perc,,
-14.66_perc,,
9.01_perc,,
-15.28_perc,,
none,,
-19.13_perc,,
-67.98_perc,,
2.72_perc,,
-47.57_perc,,
-12.96_perc,,-21.45_perc
-68.79_perc,,
-26.84_perc,,
-53.56_perc,,
9.55_perc,,-11.14_perc
27.05_perc,,-16.72_perc
-55.20_perc,,
1.10_perc,,
30.06_perc,,8.27_perc
49.52_perc,,
-45.44_perc,,-11.75_perc
98.92_perc,,12.53_perc
-56.14_perc,,
none,,14.31_perc
-64.10_perc,,
54.99_perc,,-61.38_perc
-45.45_perc,,
-71.91_perc,,
-39.77_perc,,
81.25_perc,,
-76.75_perc,,
none,,
-26.73_perc,,
-84.29_perc,,1.50_perc
-17.94_perc,,
29.73_perc,,
-25.40_perc,,-16.88_perc
-35.00_perc,,
-5.88_perc,,25.55_perc
0.00_perc,,
none,,-1.16_perc
-65.22_perc,,14.68_perc
-15.92_perc,,
-67.46_perc,,4.64_perc
13.80_perc,,-37.17_perc
-22.51_perc,,
-36.08_perc,,
-68.29_perc,,-16.12_perc
73.68_perc,,
-86.65_perc,,
-67.09_perc,,
-36.71_perc,,-38.78_perc
-5.88_perc,,
36.94_perc,,26.05_perc
17.39_perc,,
-53.23_perc,,
-6.96_perc,,
-44.72_perc,,
-39.72_perc,,12.39_perc
129.60_perc,,1.63_perc
-25.64_perc,,
-80.13_perc,,-0.13_perc
35.98_perc,,
-65.43_perc,,
13.90_perc,,
-60.48_perc,,-6.91_perc
none,,
-24.44_perc,,
27.28_perc,,0.35_perc
-48.18_perc,,
-18.76_perc,,
none,,-29.77_perc
25.23_perc,,
-2.89_perc,,
-56.16_perc,,
-39.27_perc,,3.54_perc
16.56_perc,,
