01-DDD-change1y,00-avengers-change_1_year,04-iGMM-change_1year
-70.40_perc,-48.35_perc,-8.43_perc
-67.46_perc,1.14_perc,-54.15_perc
-84.77_perc,83.65_perc,-11.76_perc
-92.88_perc,-46.89_perc,-66.81_perc
6.73_perc,4.02_perc,
-80.98_perc,-30.35_perc,3.02_perc
none,-0.73_perc,1.78_perc
-68.73_perc,-32.31_perc,
-41.04_perc,-58.56_perc,-0.36_perc
-67.36_perc,-8.52_perc,-0.06_perc
-58.73_perc,-4.70_perc,11.52_perc
-38.80_perc,-37.26_perc,
-37.48_perc,-14.58_perc,
-85.22_perc,168.65_perc,1.47_perc
-25.89_perc,40.31_perc,
-32.64_perc,-42.60_perc,
none,-11.26_perc,
-34.01_perc,-62.15_perc,2.23_perc
-26.07_perc,-13.35_perc,-79.59_perc
-100.00_perc,11.61_perc,-60.16_perc
-28.31_perc,-5.04_perc,-47.10_perc
-11.44_perc,19.53_perc,
-66.01_perc,-5.55_perc,-32.43_perc
-42.14_perc,-12.07_perc,
-48.25_perc,14.20_perc,-14.52_perc
-34.71_perc,-20.50_perc,
none,78.93_perc,
17.40_perc,39.11_perc,-19.50_perc
-12.73_perc,-16.49_perc,-19.58_perc
-44.00_perc,-36.00_perc,
-40.00_perc,-17.77_perc,
none,-10.63_perc,-2.30_perc
-7.82_perc,61.07_perc,
-99.99_perc,-27.22_perc,
none,-49.03_perc,
-100.00_perc,-21.26_perc,
-55.56_perc,-22.50_perc,
-61.00_perc,-18.72_perc,
-99.26_perc,-4.97_perc,
-71.00_perc,34.02_perc,
-98.12_perc,-19.51_perc,
-73.75_perc,6.03_perc,
none,-19.59_perc,-24.34_perc
-41.02_perc,-10.38_perc,-13.74_perc
-99.99_perc,-41.60_perc,
-57.42_perc,-7.06_perc,44.36_perc
"1,670.15_perc",-5.19_perc,-10.36_perc
-34.04_perc,11.86_perc,-5.60_perc
-27.15_perc,-13.24_perc,
-43.46_perc,-22.08_perc,-13.61_perc
47.73_perc,-34.69_perc,
-59.16_perc,7.96_perc,-37.21_perc
-57.63_perc,-40.37_perc,
-24.96_perc,27.80_perc,-46.91_perc
-65.69_perc,4.89_perc,1.99_perc
-94.04_perc,4.52_perc,-8.17_perc
-31.25_perc,-25.94_perc,-37.77_perc
-20.00_perc,-50.05_perc,
-94.13_perc,-7.60_perc,
-76.11_perc,-12.47_perc,
-89.38_perc,23.13_perc,-17.26_perc
-39.49_perc,42.35_perc,
425.00_perc,-38.41_perc,-47.01_perc
-92.43_perc,14.24_perc,22.08_perc
13.12_perc,76.25_perc,3.47_perc
none,-22.90_perc,
9.94_perc,-8.55_perc,-40.32_perc
-31.28_perc,-43.00_perc,8.60_perc
-86.03_perc,19.09_perc,-43.70_perc
-57.09_perc,-46.15_perc,
-85.04_perc,5.68_perc,-20.14_perc
-60.31_perc,-14.93_perc,-34.64_perc
-96.73_perc,-8.47_perc,-27.68_perc
327.66_perc,-19.11_perc,11.97_perc
370.15_perc,-9.65_perc,
-62.35_perc,-30.26_perc,-31.36_perc
-45.50_perc,-70.91_perc,13.97_perc
-35.16_perc,-22.54_perc,-51.81_perc
none,-16.15_perc,
13.56_perc,-49.00_perc,
-23.81_perc,-53.92_perc,
-0.90_perc,-21.84_perc,
-91.69_perc,-4.62_perc,
none,-11.98_perc,0.10_perc
-31.03_perc,10.66_perc,-9.27_perc
-7.17_perc,-8.81_perc,-57.46_perc
-80.00_perc,-51.17_perc,
-89.56_perc,-14.26_perc,
-51.04_perc,4.15_perc,
-92.75_perc,-30.08_perc,
-98.52_perc,7.99_perc,7.14_perc
-83.33_perc,-11.93_perc,-23.46_perc
-72.93_perc,-24.30_perc,28.41_perc
-66.23_perc,-23.38_perc,
-40.00_perc,-17.00_perc,
260.42_perc,-48.58_perc,-8.68_perc
-99.23_perc,-4.44_perc,
none,27.57_perc,-10.13_perc
-40.85_perc,-4.79_perc,-43.52_perc
none,-5.88_perc,
-44.24_perc,-21.28_perc,
-3.87_perc,-29.28_perc,
-65.22_perc,32.84_perc,
-97.92_perc,-34.11_perc,-40.95_perc
-60.07_perc,51.16_perc,-8.48_perc
-82.59_perc,1.89_perc,
-13.30_perc,-6.26_perc,
-58.73_perc,-50.00_perc,
-58.84_perc,-44.91_perc,
-65.14_perc,-14.23_perc,89.70_perc
-40.82_perc,-7.09_perc,
-83.17_perc,-45.41_perc,-30.00_perc
-76.78_perc,-52.67_perc,-35.81_perc
-84.15_perc,-25.00_perc,-24.63_perc
-5.20_perc,-14.26_perc,2.44_perc
none,-22.81_perc,-4.12_perc
-93.86_perc,-33.17_perc,14.56_perc
-76.68_perc,-10.80_perc,
-46.71_perc,-62.18_perc,
97.48_perc,-51.25_perc,3.31_perc
-91.93_perc,-19.19_perc,-37.39_perc
-83.68_perc,-12.33_perc,-3.62_perc
-74.29_perc,-16.25_perc,-22.45_perc
-42.64_perc,-7.50_perc,-30.68_perc
596.88_perc,17.69_perc,-11.30_perc
-23.99_perc,4.09_perc,
-76.80_perc,-17.78_perc,
none,7.65_perc,
-66.75_perc,-51.55_perc,
-83.29_perc,83.42_perc,-10.54_perc
-50.36_perc,-17.30_perc,
-83.32_perc,-9.95_perc,
-62.04_perc,-21.17_perc,
none,11.40_perc,-29.18_perc
-46.78_perc,-16.12_perc,29.99_perc
"1,749.34_perc",-2.34_perc,
-13.33_perc,-2.11_perc,-34.97_perc
-47.08_perc,-11.03_perc,-4.10_perc
-84.41_perc,-30.22_perc,
-25.00_perc,-0.94_perc,
-61.83_perc,79.13_perc,
-64.51_perc,-4.40_perc,
-81.90_perc,-20.93_perc,-35.27_perc
-28.76_perc,18.48_perc,
-100.00_perc,-26.98_perc,
10.00_perc,-14.20_perc,27.43_perc
"1,675.00_perc",12.34_perc,-19.38_perc
-10.00_perc,-7.93_perc,-19.35_perc
50.00_perc,-29.09_perc,26.59_perc
-66.67_perc,8.74_perc,
-23.08_perc,-33.56_perc,6.61_perc
-95.20_perc,-16.81_perc,-30.82_perc
-76.58_perc,-33.78_perc,-34.00_perc
-95.50_perc,-7.73_perc,18.95_perc
-53.65_perc,-49.08_perc,
-98.06_perc,10.01_perc,-57.65_perc
none,-2.91_perc,
-78.76_perc,-29.01_perc,-16.68_perc
-93.14_perc,-27.54_perc,-19.76_perc
-85.83_perc,1.96_perc,-12.08_perc
-85.71_perc,26.02_perc,-62.54_perc
40.00_perc,-2.00_perc,
-20.74_perc,24.29_perc,
12.22_perc,9.82_perc,
-93.23_perc,-10.52_perc,
-90.36_perc,-32.42_perc,
-70.94_perc,-12.87_perc,-45.18_perc
-56.50_perc,-16.27_perc,-14.21_perc
-76.32_perc,39.21_perc,-22.07_perc
-31.13_perc,-41.52_perc,-32.16_perc
6.44_perc,-35.30_perc,0.61_perc
-96.06_perc,-25.85_perc,
-96.87_perc,-24.96_perc,-38.51_perc
-82.81_perc,-21.56_perc,
"1,384.76_perc",-50.85_perc,-2.24_perc
-96.00_perc,-16.49_perc,-60.90_perc
-60.00_perc,-2.61_perc,-1.45_perc
-98.98_perc,-16.09_perc,-1.55_perc
none,-14.86_perc,
-75.59_perc,-41.28_perc,-11.76_perc
-0.50_perc,44.44_perc,-60.50_perc
229.41_perc,,-34.30_perc
11.99_perc,-44.21_perc,
-84.94_perc,99.19_perc,
194.19_perc,136.04_perc,
"1,775.00_perc",1.27_perc,
-78.95_perc,-15.13_perc,
-77.52_perc,-5.66_perc,104.85_perc
-97.72_perc,15.14_perc,
-71.53_perc,-16.50_perc,
-80.57_perc,-37.38_perc,-26.92_perc
10.15_perc,-8.03_perc,-34.28_perc
-75.00_perc,-21.58_perc,
-57.00_perc,50.67_perc,
8.33_perc,-6.74_perc,-2.35_perc
-57.04_perc,14.69_perc,-0.17_perc
none,-16.98_perc,-34.63_perc
-81.98_perc,,-14.45_perc
-62.50_perc,4.11_perc,-18.89_perc
-76.43_perc,-47.47_perc,
-73.33_perc,-16.29_perc,-24.85_perc
-65.01_perc,24.24_perc,-27.53_perc
-65.48_perc,-18.84_perc,42.54_perc
none,69.57_perc,
-90.81_perc,-24.20_perc,
-82.68_perc,-28.03_perc,
-99.59_perc,-21.37_perc,
none,-1.23_perc,
-96.17_perc,-10.04_perc,
242.43_perc,,
144.90_perc,33.77_perc,9.57_perc
-53.81_perc,-19.10_perc,-27.49_perc
-84.32_perc,-9.04_perc,
-65.28_perc,20.14_perc,
5.96_perc,55.54_perc,20.66_perc
-83.66_perc,-64.72_perc,
47.21_perc,29.46_perc,
-86.83_perc,-41.26_perc,-28.26_perc
-50.28_perc,36.96_perc,24.83_perc
-85.14_perc,18.18_perc,-47.24_perc
-29.03_perc,-6.81_perc,-43.62_perc
54.86_perc,-32.19_perc,1.32_perc
-91.06_perc,-25.12_perc,-0.04_perc
-50.00_perc,-29.60_perc,
-91.94_perc,-2.92_perc,11.25_perc
-37.78_perc,-13.46_perc,
-37.27_perc,-26.35_perc,
183.59_perc,-2.77_perc,
none,63.12_perc,-13.85_perc
-53.69_perc,-23.27_perc,-42.77_perc
-17.39_perc,-15.15_perc,-18.79_perc
none,-22.80_perc,
-65.62_perc,-16.67_perc,-8.51_perc
297.75_perc,-7.59_perc,
-63.13_perc,186.27_perc,-21.90_perc
-98.12_perc,-41.09_perc,
0.00_perc,67.00_perc,-40.48_perc
none,10.52_perc,61.54_perc
319.35_perc,-23.41_perc,-16.33_perc
78.43_perc,12.76_perc,
-84.26_perc,-25.27_perc,-2.41_perc
-12.36_perc,0.55_perc,0.42_perc
-62.80_perc,-19.09_perc,
-82.56_perc,71.56_perc,
-40.00_perc,4.73_perc,-32.77_perc
-86.51_perc,-38.71_perc,
-60.67_perc,-11.78_perc,
none,-27.40_perc,16.77_perc
-49.77_perc,-5.66_perc,
-87.15_perc,,
none,31.95_perc,
-69.67_perc,-65.39_perc,
-76.86_perc,-7.34_perc,
-41.85_perc,17.82_perc,4.09_perc
-17.98_perc,7.02_perc,
145.45_perc,-5.48_perc,-61.77_perc
-68.88_perc,-37.91_perc,
50.75_perc,49.31_perc,-42.90_perc
none,26.07_perc,-41.41_perc
none,-36.14_perc,
-45.16_perc,-26.03_perc,
-67.21_perc,5.73_perc,
-16.67_perc,-3.89_perc,-0.63_perc
none,-33.38_perc,
-62.27_perc,6.26_perc,-10.77_perc
-92.08_perc,-37.69_perc,-5.04_perc
-89.43_perc,-48.17_perc,
-10.00_perc,-0.74_perc,0.20_perc
78.22_perc,-25.45_perc,-19.62_perc
-46.15_perc,-15.32_perc,8.99_perc
-87.72_perc,-5.74_perc,
969.87_perc,54.87_perc,-7.37_perc
-94.09_perc,196.62_perc,
-27.90_perc,15.31_perc,
-62.82_perc,-26.13_perc,
-51.70_perc,-21.03_perc,-19.94_perc
-39.96_perc,-5.09_perc,
-51.39_perc,-5.24_perc,-23.76_perc
2.85_perc,-20.48_perc,-49.30_perc
-77.17_perc,14.29_perc,
-36.21_perc,-69.28_perc,-5.26_perc
-31.43_perc,-33.58_perc,
-74.46_perc,-28.73_perc,0.80_perc
-35.48_perc,-29.72_perc,7.36_perc
-54.82_perc,30.67_perc,
-42.53_perc,-7.31_perc,
-21.80_perc,279.13_perc,-14.66_perc
21.60_perc,3.35_perc,
-93.38_perc,-21.04_perc,-44.50_perc
-43.00_perc,-18.39_perc,-35.23_perc
-47.55_perc,-20.23_perc,
32.65_perc,41.89_perc,-25.43_perc
-42.90_perc,0.56_perc,
-88.50_perc,-14.49_perc,
13.96_perc,-10.66_perc,
-22.70_perc,18.01_perc,8.03_perc
209.54_perc,-18.97_perc,
none,22.24_perc,42.42_perc
-54.01_perc,-3.98_perc,-11.92_perc
-55.44_perc,99.96_perc,-12.46_perc
-90.34_perc,15.25_perc,1.54_perc
-87.87_perc,-28.35_perc,-25.33_perc
-71.68_perc,-16.89_perc,-8.70_perc
5.75_perc,-43.75_perc,
none,-11.45_perc,
-25.64_perc,40.00_perc,-33.82_perc
-24.08_perc,-5.54_perc,-26.94_perc
-80.77_perc,,
-87.90_perc,-18.33_perc,2.82_perc
52.03_perc,-13.79_perc,-13.03_perc
-20.00_perc,-7.18_perc,
55.56_perc,-26.24_perc,-30.29_perc
-9.02_perc,-15.02_perc,
-40.00_perc,-73.05_perc,-5.19_perc
none,3.30_perc,-7.48_perc
none,13.73_perc,10.11_perc
none,-39.42_perc,
-17.52_perc,30.29_perc,
-82.86_perc,-24.60_perc,14.55_perc
-78.17_perc,-46.58_perc,-2.37_perc
900.00_perc,-23.84_perc,
33.02_perc,-28.71_perc,
"1,029.27_perc",-21.49_perc,
783.72_perc,-36.27_perc,
-12.42_perc,21.22_perc,-11.33_perc
-28.83_perc,-48.74_perc,
-2.58_perc,128.75_perc,
53.33_perc,-58.48_perc,-49.64_perc
-79.12_perc,12.36_perc,
-62.64_perc,-57.23_perc,
-53.91_perc,-40.17_perc,
-63.10_perc,-39.53_perc,-5.06_perc
-95.33_perc,-8.82_perc,
-87.93_perc,316.03_perc,-44.44_perc
-51.96_perc,-62.48_perc,-9.47_perc
none,1.18_perc,
-41.48_perc,7.07_perc,14.50_perc
-82.48_perc,-5.03_perc,
-60.76_perc,42.68_perc,-59.24_perc
-35.15_perc,46.71_perc,
none,-20.09_perc,-17.63_perc
-49.90_perc,-84.09_perc,-49.45_perc
-59.21_perc,47.11_perc,-47.82_perc
none,15.85_perc,42.41_perc
-90.02_perc,98.72_perc,-22.67_perc
-36.19_perc,-14.72_perc,
27.51_perc,-22.33_perc,40.34_perc
-41.00_perc,-22.90_perc,
-73.59_perc,-25.75_perc,-41.04_perc
-54.64_perc,8.87_perc,
none,-67.48_perc,7.31_perc
-25.26_perc,-13.71_perc,
-27.05_perc,-14.04_perc,-12.37_perc
-65.93_perc,5.56_perc,
"1,497.97_perc",-34.88_perc,-44.32_perc
-52.71_perc,-7.11_perc,
-56.56_perc,-20.45_perc,-7.86_perc
-76.02_perc,-27.09_perc,
-8.46_perc,-30.25_perc,
-70.99_perc,1.77_perc,
-15.79_perc,-32.88_perc,
-77.47_perc,79.61_perc,-20.18_perc
-60.00_perc,-27.87_perc,7.33_perc
-27.61_perc,-33.67_perc,
-75.64_perc,17.26_perc,
-72.76_perc,-22.39_perc,-24.38_perc
-38.64_perc,-2.63_perc,
-55.75_perc,55.13_perc,
-46.49_perc,-40.63_perc,-24.06_perc
none,24.10_perc,
-26.33_perc,-18.53_perc,
-93.86_perc,-9.48_perc,
-85.97_perc,140.32_perc,
-54.33_perc,-7.69_perc,
-88.62_perc,-12.86_perc,-0.64_perc
-68.77_perc,-10.31_perc,-32.04_perc
-58.00_perc,-34.57_perc,
-60.00_perc,-8.72_perc,
-40.41_perc,-22.69_perc,-27.49_perc
-34.92_perc,-17.46_perc,-11.57_perc
none,-12.61_perc,-23.69_perc
-16.62_perc,14.35_perc,
-78.03_perc,-40.09_perc,
-18.53_perc,-6.00_perc,-6.37_perc
none,-19.85_perc,-32.17_perc
none,1.82_perc,
-38.18_perc,-27.48_perc,
none,18.15_perc,
-16.19_perc,0.00_perc,-68.30_perc
-80.88_perc,38.81_perc,-9.54_perc
none,-32.50_perc,14.70_perc
118.21_perc,-25.88_perc,
-63.20_perc,-5.37_perc,
-36.69_perc,-7.33_perc,
7.20_perc,-34.16_perc,-5.53_perc
187.50_perc,25.36_perc,
-67.44_perc,472.69_perc,-9.67_perc
-9.68_perc,-29.80_perc,-13.24_perc
-44.31_perc,-10.47_perc,-1.33_perc
-69.75_perc,-19.51_perc,
-44.90_perc,33.72_perc,-18.44_perc
-22.62_perc,198.73_perc,1.23_perc
-1.22_perc,-10.57_perc,-43.59_perc
-76.04_perc,-27.72_perc,
-79.29_perc,-29.80_perc,
-21.16_perc,29.08_perc,-12.41_perc
-53.77_perc,-18.31_perc,-28.13_perc
-29.55_perc,-27.85_perc,-2.50_perc
-69.40_perc,-14.62_perc,-20.54_perc
-12.76_perc,20.47_perc,
-45.94_perc,2.38_perc,-21.20_perc
"107,100.00_perc",15.47_perc,-11.95_perc
170.44_perc,-28.23_perc,
-13.36_perc,0.84_perc,
-39.81_perc,-43.63_perc,-26.50_perc
-34.62_perc,-11.01_perc,33.38_perc
-76.56_perc,-20.80_perc,-16.29_perc
-67.59_perc,-36.83_perc,-25.22_perc
none,-16.89_perc,-33.17_perc
-64.54_perc,39.10_perc,-38.29_perc
97.18_perc,39.25_perc,-50.98_perc
-57.14_perc,-16.02_perc,-12.87_perc
-39.89_perc,-14.56_perc,13.47_perc
-88.21_perc,-8.09_perc,
-39.39_perc,-16.43_perc,-31.13_perc
-40.41_perc,-58.64_perc,-22.83_perc
-19.59_perc,116.31_perc,
-19.82_perc,-8.64_perc,
-33.80_perc,-18.90_perc,-30.35_perc
-48.39_perc,3.00_perc,
-40.79_perc,-29.14_perc,
-80.00_perc,-10.28_perc,3.71_perc
-85.82_perc,7.98_perc,
-72.07_perc,17.48_perc,-4.23_perc
-75.52_perc,-3.85_perc,-14.20_perc
69.54_perc,-2.36_perc,-0.95_perc
-22.46_perc,-2.56_perc,-9.42_perc
-87.30_perc,-30.84_perc,-32.81_perc
-46.38_perc,11.11_perc,-40.17_perc
-50.49_perc,-33.99_perc,
-33.96_perc,-51.76_perc,
-64.06_perc,1.59_perc,
2.27_perc,-40.04_perc,-24.68_perc
-65.13_perc,-2.25_perc,33.94_perc
-32.12_perc,-17.53_perc,28.05_perc
6.08_perc,-5.03_perc,
-20.53_perc,5.45_perc,
-40.00_perc,88.90_perc,54.79_perc
-9.09_perc,36.29_perc,-30.52_perc
-8.70_perc,,-12.85_perc
"5,895.65_perc",-3.08_perc,
-54.51_perc,26.85_perc,-37.98_perc
0.00_perc,-37.84_perc,-13.46_perc
-8.33_perc,-24.24_perc,23.56_perc
-81.71_perc,-32.68_perc,
-13.51_perc,0.75_perc,
-64.71_perc,-37.29_perc,
-53.02_perc,-68.56_perc,53.28_perc
-63.81_perc,16.64_perc,
-40.19_perc,0.18_perc,
-79.94_perc,-45.36_perc,
-46.65_perc,-18.38_perc,-0.89_perc
-63.80_perc,-26.25_perc,-23.54_perc
100.37_perc,-16.05_perc,
none,-31.60_perc,-8.35_perc
-51.16_perc,0.41_perc,-8.35_perc
-10.77_perc,-10.61_perc,-7.48_perc
1.59_perc,-46.72_perc,-31.04_perc
-74.86_perc,-0.34_perc,
2.60_perc,17.86_perc,75.73_perc
-43.70_perc,2.10_perc,
-21.62_perc,0.64_perc,
101.72_perc,-32.21_perc,-32.93_perc
-69.52_perc,-54.78_perc,-33.50_perc
-92.19_perc,-17.01_perc,
25.00_perc,10.94_perc,
21.12_perc,-2.83_perc,
-38.62_perc,-10.68_perc,-25.61_perc
-78.54_perc,-12.89_perc,-17.02_perc
19.88_perc,-33.33_perc,
-80.71_perc,-4.76_perc,1.37_perc
-21.97_perc,65.00_perc,6.95_perc
-74.07_perc,-21.89_perc,-74.68_perc
-42.45_perc,-10.03_perc,38.46_perc
-46.77_perc,,-18.97_perc
-58.82_perc,-14.33_perc,-21.15_perc
-42.86_perc,66.67_perc,-11.41_perc
-25.95_perc,-40.76_perc,
3.15_perc,8.26_perc,
94.77_perc,-0.72_perc,
none,67.02_perc,
-25.06_perc,0.10_perc,3.85_perc
9.04_perc,-16.44_perc,
-87.74_perc,9.21_perc,51.83_perc
-22.50_perc,-7.48_perc,
-53.43_perc,15.09_perc,18.86_perc
-45.79_perc,-58.64_perc,-5.53_perc
-83.28_perc,-10.32_perc,13.17_perc
-43.69_perc,-10.13_perc,-34.60_perc
-55.29_perc,-3.78_perc,15.25_perc
-60.18_perc,20.09_perc,
none,59.96_perc,-18.33_perc
-92.33_perc,4.36_perc,-26.14_perc
-15.38_perc,-19.62_perc,
129.63_perc,-38.02_perc,-2.17_perc
-35.07_perc,-48.24_perc,29.31_perc
-77.64_perc,-21.29_perc,
-66.88_perc,-3.05_perc,
-66.93_perc,-3.98_perc,5.60_perc
-36.81_perc,-0.64_perc,
-92.16_perc,-36.25_perc,-8.84_perc
-44.34_perc,22.56_perc,-2.61_perc
-48.48_perc,-36.69_perc,
-27.65_perc,-4.12_perc,
23.22_perc,108.15_perc,
-16.78_perc,56.20_perc,-4.07_perc
-60.18_perc,-31.55_perc,
-56.17_perc,-10.28_perc,
-55.24_perc,36.59_perc,59.28_perc
8.93_perc,5.32_perc,
-34.16_perc,29.56_perc,
-29.82_perc,-1.32_perc,-46.57_perc
-33.77_perc,-34.33_perc,1.78_perc
-5.58_perc,16.88_perc,-6.26_perc
1.44_perc,-27.99_perc,-2.17_perc
-52.53_perc,2.71_perc,
-30.27_perc,-8.76_perc,
-40.00_perc,15.04_perc,-34.50_perc
-87.82_perc,-1.30_perc,
-62.89_perc,26.17_perc,
-72.52_perc,-9.44_perc,
-77.94_perc,-21.74_perc,
-22.55_perc,4.81_perc,
72.12_perc,-23.49_perc,25.29_perc
-72.96_perc,-8.49_perc,
119.66_perc,49.13_perc,40.29_perc
-24.15_perc,-8.46_perc,
-2.59_perc,,
71.97_perc,-2.60_perc,9.08_perc
-18.16_perc,27.45_perc,-43.67_perc
16.28_perc,-7.14_perc,-20.06_perc
-28.57_perc,-4.42_perc,3.00_perc
-32.38_perc,7.03_perc,
-41.89_perc,-18.44_perc,-21.73_perc
-20.87_perc,-45.44_perc,5.93_perc
12.52_perc,1.34_perc,-24.64_perc
38.30_perc,-5.49_perc,12.78_perc
-40.82_perc,-2.77_perc,-13.20_perc
-59.67_perc,-49.09_perc,-0.43_perc
-94.97_perc,-13.89_perc,
3.81_perc,7.35_perc,19.82_perc
-85.00_perc,-10.44_perc,
-48.93_perc,10.95_perc,
-63.14_perc,-58.23_perc,
-70.83_perc,-41.90_perc,-2.92_perc
-29.91_perc,-21.99_perc,
-28.16_perc,-19.38_perc,11.04_perc
-27.33_perc,70.21_perc,
25.58_perc,3.77_perc,-17.50_perc
-27.72_perc,15.67_perc,
-53.85_perc,-21.36_perc,
-66.55_perc,62.18_perc,
-14.64_perc,30.73_perc,-1.99_perc
-60.17_perc,22.98_perc,
-10.85_perc,33.56_perc,
-1.92_perc,-19.68_perc,-10.56_perc
none,30.95_perc,
-68.68_perc,-78.25_perc,-6.27_perc
-63.84_perc,15.07_perc,-22.43_perc
-12.67_perc,-1.00_perc,
-85.05_perc,-12.94_perc,
-29.03_perc,-50.33_perc,
-39.38_perc,-23.80_perc,16.03_perc
-70.54_perc,-7.87_perc,-8.50_perc
-64.00_perc,-12.81_perc,-3.28_perc
-93.39_perc,-52.78_perc,
-37.82_perc,3.57_perc,
-65.17_perc,,-16.33_perc
-80.00_perc,-20.08_perc,7.43_perc
38.51_perc,-44.54_perc,75.89_perc
-53.94_perc,15.38_perc,
-20.00_perc,-45.22_perc,-36.17_perc
-84.04_perc,0.23_perc,-18.27_perc
10.64_perc,-12.31_perc,
36.36_perc,-31.09_perc,
-66.34_perc,7.70_perc,3.78_perc
-76.67_perc,-10.32_perc,8.57_perc
-21.82_perc,-33.52_perc,-15.63_perc
-20.78_perc,41.58_perc,2.31_perc
-65.89_perc,16.75_perc,
122.22_perc,-13.59_perc,
-58.01_perc,-17.88_perc,-19.01_perc
-90.93_perc,-31.41_perc,
-41.92_perc,10.94_perc,-12.17_perc
-5.78_perc,25.44_perc,-1.71_perc
-90.46_perc,-12.90_perc,-15.66_perc
-18.72_perc,158.30_perc,
-26.26_perc,18.92_perc,-10.64_perc
none,50.59_perc,-11.33_perc
-58.01_perc,10.96_perc,
-77.95_perc,-42.56_perc,-45.37_perc
197.21_perc,1.76_perc,
-79.04_perc,-5.81_perc,-29.20_perc
-39.78_perc,-47.22_perc,5.04_perc
-32.50_perc,-8.49_perc,-2.47_perc
-84.99_perc,4.38_perc,
-44.85_perc,-17.23_perc,
-53.27_perc,-0.77_perc,
-93.78_perc,-7.92_perc,-8.97_perc
71.25_perc,2.66_perc,
-21.64_perc,-44.39_perc,29.70_perc
-68.43_perc,17.64_perc,-10.01_perc
-29.56_perc,14.82_perc,-36.35_perc
-51.56_perc,-15.30_perc,-11.31_perc
15.29_perc,-0.10_perc,
0.00_perc,44.94_perc,26.33_perc
-46.80_perc,-29.57_perc,
-52.60_perc,0.67_perc,45.96_perc
-41.75_perc,-8.41_perc,2.33_perc
-30.70_perc,-2.73_perc,-26.80_perc
-77.82_perc,0.84_perc,
-86.75_perc,-9.19_perc,
-1.65_perc,0.74_perc,
-53.95_perc,-7.23_perc,6.99_perc
-42.59_perc,-38.26_perc,18.42_perc
-76.47_perc,-58.14_perc,
60.31_perc,-17.54_perc,-16.30_perc
-77.67_perc,111.73_perc,19.84_perc
-24.22_perc,8.93_perc,-20.45_perc
-82.91_perc,22.35_perc,-51.67_perc
-80.99_perc,-17.16_perc,-11.84_perc
-76.19_perc,-43.74_perc,17.33_perc
-91.00_perc,-35.47_perc,
-77.31_perc,-3.29_perc,60.51_perc
24.17_perc,-4.82_perc,
-20.09_perc,-19.53_perc,
10.03_perc,-33.96_perc,-31.20_perc
-52.97_perc,-7.85_perc,-29.21_perc
-18.01_perc,-21.88_perc,-12.41_perc
-16.81_perc,-35.47_perc,
-39.36_perc,,
-72.78_perc,-11.76_perc,
30.65_perc,-9.75_perc,-11.62_perc
-24.62_perc,-22.82_perc,
-90.04_perc,-0.40_perc,
-35.23_perc,-18.29_perc,10.56_perc
-2.21_perc,-8.95_perc,
12.16_perc,-15.00_perc,-10.70_perc
-21.42_perc,31.34_perc,
21.90_perc,0.00_perc,-23.72_perc
7.07_perc,23.14_perc,8.67_perc
-34.09_perc,-20.73_perc,
-49.55_perc,-56.50_perc,
-78.32_perc,-2.62_perc,-36.93_perc
-75.34_perc,-21.89_perc,1.65_perc
-66.73_perc,-59.13_perc,-19.87_perc
-49.03_perc,-27.59_perc,
-13.17_perc,-15.58_perc,
-89.16_perc,15.68_perc,-17.38_perc
-2.75_perc,-14.90_perc,-50.25_perc
-33.71_perc,0.75_perc,27.24_perc
-40.00_perc,-53.64_perc,-14.86_perc
7.17_perc,4.57_perc,-27.04_perc
-19.43_perc,-20.55_perc,
-57.28_perc,-2.19_perc,
-14.71_perc,-16.11_perc,
-24.67_perc,17.45_perc,21.85_perc
-73.02_perc,13.46_perc,2.56_perc
none,72.83_perc,-26.99_perc
-39.02_perc,75.52_perc,-14.29_perc
-50.33_perc,-33.34_perc,-18.50_perc
-28.46_perc,-60.66_perc,-11.48_perc
-15.93_perc,44.90_perc,-2.07_perc
-4.99_perc,2.16_perc,
950.39_perc,-6.07_perc,1.67_perc
2.54_perc,-1.00_perc,-10.68_perc
5.00_perc,-20.45_perc,-46.87_perc
none,0.20_perc,17.81_perc
-37.50_perc,-5.77_perc,
-60.25_perc,6.33_perc,
-32.80_perc,91.67_perc,13.61_perc
-85.62_perc,0.57_perc,
3.70_perc,17.39_perc,
-37.50_perc,-33.60_perc,112.50_perc
-68.61_perc,-2.54_perc,
-68.37_perc,-32.68_perc,
-84.65_perc,-28.22_perc,
12.55_perc,7.29_perc,
-76.50_perc,-3.39_perc,-14.65_perc
-67.20_perc,-13.50_perc,
-90.27_perc,13.44_perc,-4.35_perc
-51.83_perc,-17.89_perc,
-22.00_perc,-4.21_perc,13.56_perc
-28.92_perc,-8.70_perc,-13.86_perc
-33.38_perc,5.35_perc,
-66.00_perc,-23.54_perc,
-70.63_perc,8.34_perc,
50.67_perc,11.97_perc,
-25.00_perc,-7.18_perc,
400.00_perc,-26.70_perc,9.97_perc
4.72_perc,-37.01_perc,-33.02_perc
-51.94_perc,-68.19_perc,
-45.81_perc,0.46_perc,-33.76_perc
-93.07_perc,-1.79_perc,-24.03_perc
-75.34_perc,8.26_perc,
-14.60_perc,11.49_perc,-19.32_perc
-8.14_perc,-10.17_perc,-7.94_perc
-36.90_perc,-22.04_perc,38.83_perc
-20.30_perc,37.92_perc,-30.82_perc
1.95_perc,91.13_perc,
