00-avengers-market_cap,03-gren-market_capitalization_usd,01-DDD-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap,09-wissel-marketcap,06-MarScoToc-master_cap,02-GioPonSpiz-pricecap
doll_2.47 b,570000000.0,doll_27.83 m,doll_3.81 B,doll_0.40 b,doll_222.78 b,doll_0.61 b,doll_0.61 b
doll_2.47 b,570000000.0,doll_26.8 m,doll_3.82 B,doll_0.40 b,doll_38.60 b,doll_0.61 b,doll_0.61 b
doll_2.48 b,560000000.0,doll_26.78 m,,doll_0.40 b,doll_106.14 b,doll_0.61 b,doll_0.61 b
doll_2.48 b,560000000.0,doll_26.97 m,,doll_0.40 b,doll_467.24 b,doll_0.61 b,doll_0.61 b
doll_2.48 b,560000000.0,doll_27.78 m,,doll_0.40 b,doll_23.78 b,doll_0.61 b,doll_0.61 b
doll_2.48 b,560000000.0,doll_27.8 m,,doll_0.40 b,doll_32.81 b,doll_0.61 b,doll_0.61 b
doll_2.48 b,560000000.0,doll_28.68 m,doll_3.84 B,doll_0.40 b,doll_6.92 b,doll_0.61 b,doll_0.61 b
doll_2.48 b,560000000.0,doll_27.48 m,,doll_0.40 b,doll_222.33 b,doll_0.61 b,doll_0.61 b
doll_2.48 b,560000000.0,doll_28.26 m,doll_3.83 B,doll_0.40 b,doll_9.44 b,doll_0.61 b,doll_0.61 b
doll_2.49 b,560000000.0,doll_27.37 m,doll_3.84 B,doll_0.40 b,doll_3.14 b,doll_0.61 b,doll_0.61 b
doll_2.49 b,560000000.0,doll_28.91 m,doll_3.84 B,doll_0.40 b,doll_0.68 b,doll_0.61 b,doll_0.61 b
doll_2.49 b,560000000.0,doll_28.85 m,doll_3.83 B,doll_0.40 b,doll_124.96 b,doll_0.61 b,doll_0.61 b
doll_2.49 b,560000000.0,doll_29.28 m,doll_3.95 B,doll_0.40 b,doll_5.59 b,doll_0.61 b,doll_0.61 b
doll_2.49 b,560000000.0,doll_28.95 m,doll_3.85 B,doll_0.40 b,doll_52.70 b,doll_0.60 b,doll_0.61 b
doll_2.49 b,560000000.0,doll_29.08 m,,doll_0.39 b,doll_164.19 b,doll_0.60 b,doll_0.61 b
doll_2.50 b,560000000.0,doll_28.82 m,,doll_0.39 b,doll_127.47 b,doll_0.60 b,doll_0.61 b
doll_2.50 b,560000000.0,doll_29.19 m,doll_3.96 B,doll_0.39 b,doll_188.34 b,doll_0.60 b,doll_0.61 b
doll_2.50 b,560000000.0,doll_29.12 m,doll_3.96 B,doll_0.39 b,doll_121.86 b,doll_0.60 b,doll_0.61 b
doll_2.50 b,550000000.0,doll_31.73 m,doll_3.96 B,doll_0.39 b,doll_354.30 b,doll_0.60 b,doll_0.61 b
doll_2.50 b,550000000.0,doll_29.64 m,doll_3.96 B,doll_0.39 b,doll_25.32 b,doll_0.60 b,doll_0.61 b
doll_2.50 b,550000000.0,doll_32.04 m,doll_3.97 B,doll_0.39 b,doll_69.28 b,doll_0.60 b,doll_0.60 b
doll_2.50 b,550000000.0,doll_29.67 m,doll_3.97 B,doll_0.39 b,doll_11.20 b,doll_0.60 b,doll_0.60 b
doll_2.51 b,550000000.0,doll_30.76 m,,doll_0.39 b,doll_40.76 b,doll_0.60 b,doll_0.60 b
doll_2.51 b,550000000.0,doll_30.73 m,,doll_0.39 b,,doll_0.60 b,doll_0.60 b
doll_2.51 b,550000000.0,doll_31.99 m,,doll_0.39 b,doll_200.60 b,doll_0.60 b,doll_0.60 b
doll_2.52 b,550000000.0,doll_31.05 m,,doll_0.39 b,doll_615.79 b,doll_0.60 b,doll_0.60 b
doll_2.52 b,550000000.0,doll_31.79 m,doll_3.97 B,doll_0.39 b,doll_147.89 b,doll_0.60 b,doll_0.60 b
doll_2.52 b,550000000.0,doll_30.01 m,,doll_0.39 b,doll_3.75 b,doll_0.60 b,doll_0.60 b
doll_2.52 b,550000000.0,doll_29.67 m,,doll_0.39 b,doll_128.00 b,doll_0.60 b,doll_0.60 b
doll_2.52 b,550000000.0,doll_29.61 m,,doll_0.39 b,doll_8.03 b,doll_0.60 b,doll_0.60 b
doll_2.53 b,550000000.0,doll_29.35 m,doll_3.99 B,doll_0.39 b,doll_5.32 b,doll_0.60 b,doll_0.60 b
doll_2.54 b,550000000.0,doll_31.76 m,doll_4.00 B,doll_0.39 b,doll_70.30 b,doll_0.59 b,doll_0.60 b
doll_2.54 b,550000000.0,doll_30.68 m,,doll_0.39 b,doll_70.54 b,doll_0.59 b,doll_0.60 b
doll_2.54 b,550000000.0,doll_29.68 m,doll_4.00 B,doll_0.38 b,doll_61.13 b,doll_0.59 b,doll_0.60 b
doll_2.54 b,550000000.0,doll_32.56 m,doll_4.00 B,doll_0.38 b,doll_74.65 b,doll_0.59 b,doll_0.60 b
doll_2.54 b,550000000.0,doll_32.7 m,,doll_0.38 b,doll_14.49 b,doll_0.59 b,doll_0.60 b
doll_2.54 b,550000000.0,doll_32.88 m,,doll_0.38 b,doll_2.65 b,doll_0.59 b,doll_0.59 b
doll_2.54 b,540000000.0,doll_33.03 m,,doll_0.38 b,doll_48.17 b,doll_0.59 b,doll_0.59 b
doll_2.54 b,540000000.0,doll_33.05 m,,doll_0.38 b,doll_9.39 b,doll_0.59 b,doll_0.59 b
doll_2.54 b,540000000.0,doll_1.34 m,doll_4.02 B,doll_0.38 b,doll_6.32 b,doll_0.59 b,doll_0.59 b
doll_2.55 b,540000000.0,doll_33.12 m,,doll_0.38 b,doll_82.04 b,doll_0.59 b,doll_0.59 b
doll_2.55 b,540000000.0,doll_2.19 m,,doll_0.38 b,doll_318.81 b,doll_0.59 b,doll_0.59 b
doll_2.55 b,540000000.0,doll_1.65 m,doll_4.02 B,doll_0.38 b,doll_86.32 b,doll_0.59 b,doll_0.59 b
doll_2.55 b,540000000.0,doll_1.96 m,doll_4.03 B,doll_0.38 b,doll_56.32 b,doll_0.59 b,doll_0.59 b
doll_2.55 b,540000000.0,doll_2.83 m,doll_4.03 B,doll_0.38 b,doll_15.71 b,doll_0.59 b,doll_0.59 b
doll_2.55 b,540000000.0,doll_1.68 m,doll_4.03 B,doll_0.38 b,doll_205.48 b,doll_0.59 b,doll_0.59 b
doll_2.55 b,540000000.0,doll_1.87 m,,doll_0.38 b,doll_22.81 b,doll_0.59 b,doll_0.59 b
doll_2.56 b,540000000.0,doll_3.03 m,doll_4.03 B,doll_0.38 b,doll_53.91 b,doll_0.59 b,doll_0.59 b
doll_2.56 b,540000000.0,doll_2.35 m,doll_4.03 B,doll_0.38 b,doll_1.99 b,doll_0.59 b,doll_0.59 b
doll_2.56 b,540000000.0,doll_19.79 m,doll_4.04 B,doll_0.38 b,doll_157.34 b,doll_0.59 b,doll_0.55 b
doll_2.56 b,530000000.0,doll_2.23 m,doll_4.04 B,doll_0.38 b,doll_173.34 b,doll_0.59 b,doll_0.55 b
doll_2.56 b,530000000.0,doll_2.33 m,,doll_0.38 b,doll_92.86 b,doll_0.59 b,doll_0.55 b
doll_2.56 b,530000000.0,doll_1.86 m,doll_4.04 B,doll_0.38 b,doll_41.09 b,doll_0.59 b,doll_0.55 b
doll_2.56 b,530000000.0,doll_2.76 m,,doll_0.38 b,doll_284.20 b,doll_0.59 b,doll_0.55 b
doll_2.56 b,530000000.0,doll_2.57 m,doll_4.05 B,doll_0.38 b,doll_275.96 b,doll_0.58 b,doll_0.55 b
doll_2.56 b,530000000.0,doll_4.08 m,doll_4.05 B,doll_0.38 b,doll_144.18 b,doll_0.58 b,doll_0.55 b
doll_2.56 b,530000000.0,doll_3.29 m,doll_4.06 B,doll_0.38 b,doll_200.49 b,doll_0.58 b,doll_0.59 b
doll_2.56 b,530000000.0,doll_3.52 m,doll_4.05 B,doll_0.38 b,doll_71.33 b,doll_0.58 b,doll_0.59 b
doll_2.56 b,530000000.0,doll_4 m,,doll_0.38 b,doll_5.04 b,doll_0.58 b,doll_0.59 b
doll_2.57 b,530000000.0,doll_3.24 m,,doll_0.38 b,doll_132.58 b,doll_0.58 b,doll_0.59 b
doll_2.57 b,530000000.0,doll_4.36 m,,doll_0.38 b,doll_21.62 b,doll_0.58 b,doll_0.59 b
doll_2.57 b,530000000.0,doll_3.17 m,,doll_0.38 b,doll_190.01 b,doll_0.58 b,doll_0.59 b
doll_2.57 b,530000000.0,doll_4.09 m,,doll_0.38 b,doll_6.65 b,doll_0.58 b,doll_0.59 b
doll_2.57 b,530000000.0,doll_4.15 m,doll_4.09 B,doll_0.38 b,doll_2.55 b,doll_0.58 b,doll_0.59 b
doll_2.57 b,530000000.0,doll_3.4 m,doll_4.07 B,doll_0.38 b,doll_49.11 b,doll_0.58 b,doll_0.59 b
doll_2.57 b,530000000.0,doll_4.33 m,doll_4.08 B,doll_0.38 b,doll_100.12 b,doll_0.58 b,doll_0.59 b
doll_2.57 b,530000000.0,doll_4.12 m,doll_4.08 B,doll_0.38 b,doll_2.79 b,doll_0.58 b,doll_0.58 b
doll_2.57 b,530000000.0,doll_4.39 m,doll_4.09 B,doll_0.38 b,doll_3.19 b,doll_0.57 b,doll_0.58 b
doll_2.57 b,530000000.0,doll_4.07 m,,doll_0.38 b,doll_3.31 b,doll_0.57 b,doll_0.58 b
doll_2.57 b,530000000.0,doll_3.49 m,doll_4.09 B,doll_0.38 b,doll_16.23 b,doll_0.57 b,doll_0.58 b
doll_2.57 b,520000000.0,doll_4.32 m,,doll_0.37 b,doll_12.32 b,doll_0.57 b,doll_0.58 b
doll_2.58 b,520000000.0,doll_4.54 m,doll_4.09 B,doll_0.37 b,doll_1.66 b,doll_0.57 b,doll_0.58 b
doll_2.58 b,520000000.0,doll_4.52 m,doll_4.09 B,doll_0.37 b,doll_43.99 b,doll_0.57 b,doll_0.58 b
doll_2.58 b,520000000.0,doll_4.6 m,doll_4.10 B,doll_0.37 b,doll_32.40 b,doll_0.57 b,doll_0.55 b
doll_2.59 b,520000000.0,doll_4.5 m,doll_4.10 B,doll_0.37 b,doll_67.34 b,doll_0.57 b,doll_0.55 b
doll_2.59 b,520000000.0,doll_4.62 m,,doll_0.37 b,doll_155.91 b,doll_0.57 b,doll_0.55 b
doll_2.59 b,520000000.0,doll_5.76 m,doll_4.23 B,doll_0.37 b,,doll_0.57 b,doll_0.55 b
doll_2.59 b,520000000.0,doll_4.64 m,doll_4.10 B,doll_0.37 b,doll_8.10 b,doll_0.57 b,doll_0.55 b
doll_2.59 b,520000000.0,doll_5.44 m,doll_4.23 B,doll_0.37 b,doll_6.69 b,doll_0.57 b,doll_0.55 b
doll_2.59 b,520000000.0,doll_6.07 m,,doll_0.37 b,doll_34.62 b,doll_0.57 b,doll_0.55 b
doll_2.60 b,520000000.0,doll_4.82 m,,doll_0.37 b,doll_279.90 b,doll_0.57 b,doll_0.55 b
doll_2.60 b,520000000.0,doll_4.86 m,,doll_0.37 b,doll_11.76 b,doll_0.57 b,doll_0.55 b
doll_2.63 b,520000000.0,doll_5.44 m,,doll_0.37 b,doll_43.69 b,doll_0.56 b,doll_0.55 b
doll_2.63 b,520000000.0,doll_4.94 m,,doll_0.37 b,doll_118.03 b,doll_0.56 b,doll_0.55 b
doll_2.64 b,520000000.0,doll_5.4 m,doll_4.24 B,doll_0.37 b,doll_460.13 b,doll_0.56 b,doll_0.55 b
doll_2.64 b,520000000.0,doll_5.77 m,,doll_0.37 b,doll_23.83 b,doll_0.56 b,doll_0.55 b
doll_2.64 b,520000000.0,doll_5.27 m,,doll_0.36 b,doll_1.48 b,doll_0.56 b,doll_0.55 b
doll_2.64 b,520000000.0,doll_5.75 m,doll_4.26 B,doll_0.36 b,doll_32.73 b,doll_0.56 b,doll_0.55 b
doll_2.64 b,520000000.0,doll_4.64 m,doll_4.25 B,doll_0.36 b,doll_6.18 b,doll_0.56 b,doll_0.55 b
doll_2.64 b,510000000.0,doll_5.99 m,,doll_0.36 b,doll_21.07 b,doll_0.56 b,doll_0.54 b
doll_2.64 b,510000000.0,doll_4.83 m,,doll_0.36 b,doll_29.05 b,doll_0.56 b,doll_0.54 b
doll_2.65 b,510000000.0,doll_5.66 m,doll_4.27 B,doll_0.36 b,doll_64.68 b,doll_0.56 b,doll_0.58 b
doll_2.65 b,510000000.0,doll_6.16 m,doll_4.26 B,doll_0.36 b,doll_20.97 b,doll_0.56 b,doll_0.58 b
doll_2.65 b,510000000.0,doll_6.47 m,doll_4.27 B,doll_0.36 b,doll_28.55 b,doll_0.56 b,doll_0.58 b
doll_2.65 b,510000000.0,doll_6.13 m,doll_4.26 B,doll_0.36 b,doll_111.00 b,doll_0.56 b,doll_0.58 b
doll_2.65 b,510000000.0,doll_6.42 m,doll_4.28 B,doll_0.36 b,doll_35.34 b,doll_0.56 b,doll_0.58 b
doll_2.65 b,510000000.0,doll_6.77 m,,doll_0.36 b,doll_68.01 b,doll_0.56 b,doll_0.58 b
doll_2.65 b,510000000.0,doll_6.28 m,doll_4.29 B,doll_0.36 b,doll_2.27 b,doll_0.56 b,doll_0.58 b
doll_2.66 b,510000000.0,doll_7.02 m,doll_4.29 B,doll_0.36 b,doll_2.36 b,doll_0.56 b,doll_0.58 b
doll_2.66 b,510000000.0,doll_6.45 m,doll_4.29 B,doll_0.36 b,doll_37.32 b,doll_0.56 b,doll_0.58 b
doll_2.66 b,510000000.0,doll_6.71 m,,doll_0.36 b,doll_0.88 b,doll_0.56 b,doll_0.58 b
doll_2.66 b,510000000.0,doll_6.58 m,,doll_0.36 b,doll_54.05 b,doll_0.56 b,doll_0.58 b
doll_2.66 b,510000000.0,doll_6.27 m,,doll_0.36 b,doll_19.23 b,doll_0.56 b,doll_0.58 b
doll_2.66 b,510000000.0,doll_6.85 m,,doll_0.36 b,doll_13.32 b,doll_0.56 b,doll_0.57 b
doll_2.67 b,510000000.0,doll_6.99 m,,doll_0.36 b,doll_38.48 b,doll_0.56 b,doll_0.57 b
doll_2.67 b,510000000.0,doll_6.56 m,,doll_0.35 b,doll_16.08 b,doll_0.56 b,doll_0.57 b
doll_2.67 b,500000000.0,doll_7.03 m,,doll_0.35 b,doll_30.17 b,doll_0.56 b,doll_0.57 b
doll_2.67 b,500000000.0,doll_6.96 m,doll_4.31 B,doll_0.35 b,doll_35.41 b,doll_0.55 b,doll_0.57 b
doll_2.67 b,500000000.0,doll_7.74 m,doll_4.31 B,doll_0.35 b,doll_0.29 b,doll_0.55 b,doll_0.57 b
doll_2.67 b,500000000.0,doll_7.3 m,,doll_0.35 b,doll_62.39 b,doll_0.55 b,doll_0.54 b
doll_2.67 b,500000000.0,doll_7.18 m,,doll_0.35 b,doll_14.20 b,doll_0.55 b,doll_0.54 b
doll_2.67 b,500000000.0,doll_7.6 m,doll_4.33 B,doll_0.35 b,doll_25.81 b,doll_0.55 b,doll_0.54 b
doll_2.68 b,500000000.0,doll_8.12 m,,doll_0.35 b,doll_37.04 b,doll_0.55 b,doll_0.54 b
doll_2.68 b,500000000.0,doll_8.06 m,,doll_0.35 b,doll_11.77 b,doll_0.55 b,doll_0.54 b
doll_2.68 b,500000000.0,doll_8.16 m,doll_4.34 B,doll_0.35 b,doll_0.46 b,doll_0.55 b,doll_0.54 b
doll_2.68 b,500000000.0,doll_7.3 m,doll_4.33 B,doll_0.35 b,doll_31.02 b,doll_0.55 b,doll_0.54 b
doll_2.68 b,500000000.0,doll_7.62 m,doll_4.34 B,doll_0.35 b,doll_38.39 b,doll_0.55 b,doll_0.54 b
doll_2.68 b,500000000.0,doll_7.18 m,doll_4.34 B,doll_0.35 b,doll_2.61 b,doll_0.54 b,doll_0.54 b
doll_2.69 b,500000000.0,doll_7.8 m,doll_4.34 B,doll_0.35 b,doll_24.78 b,doll_0.54 b,doll_0.54 b
doll_2.69 b,500000000.0,doll_8.29 m,doll_4.35 B,doll_0.35 b,doll_17.46 b,doll_0.54 b,doll_0.54 b
doll_2.69 b,500000000.0,doll_8.1 m,,doll_0.35 b,doll_286.22 b,doll_0.54 b,doll_0.54 b
doll_2.70 b,500000000.0,doll_8.37 m,doll_4.35 B,doll_0.35 b,doll_9.66 b,doll_0.54 b,doll_0.54 b
doll_2.70 b,500000000.0,doll_7.88 m,,doll_0.35 b,doll_31.92 b,doll_0.54 b,doll_0.54 b
doll_2.70 b,500000000.0,doll_7.54 m,,doll_0.35 b,doll_9.96 b,doll_0.54 b,doll_0.54 b
doll_2.70 b,500000000.0,doll_8.45 m,,doll_0.35 b,doll_130.37 b,doll_0.54 b,doll_0.53 b
doll_2.70 b,500000000.0,doll_8.47 m,doll_4.36 B,doll_0.35 b,doll_77.24 b,doll_0.54 b,doll_0.53 b
doll_2.70 b,500000000.0,doll_8.7 m,doll_4.37 B,doll_0.35 b,doll_11.17 b,doll_0.54 b,doll_0.53 b
doll_2.70 b,500000000.0,doll_8.8 m,doll_4.37 B,doll_0.35 b,doll_69.26 b,doll_0.54 b,doll_0.53 b
doll_2.71 b,500000000.0,doll_8.81 m,,doll_0.35 b,doll_62.33 b,doll_0.54 b,doll_0.56 b
doll_2.71 b,500000000.0,doll_8.98 m,doll_4.37 B,doll_0.35 b,doll_43.30 b,doll_0.54 b,doll_0.56 b
doll_2.71 b,490000000.0,doll_8.96 m,,doll_0.35 b,doll_7.43 b,doll_0.54 b,doll_0.56 b
doll_2.71 b,490000000.0,doll_9.35 m,doll_4.38 B,doll_0.35 b,doll_0.15 b,doll_0.54 b,doll_0.56 b
doll_2.71 b,490000000.0,doll_9.58 m,,doll_0.34 b,doll_90.48 b,doll_0.54 b,doll_0.56 b
doll_2.72 b,490000000.0,doll_9.34 m,doll_4.38 B,doll_0.34 b,doll_14.63 b,doll_0.54 b,doll_0.56 b
doll_2.72 b,490000000.0,doll_9.2 m,doll_4.38 B,doll_0.34 b,doll_1.81 b,doll_0.54 b,doll_0.56 b
doll_2.72 b,490000000.0,doll_9.66 m,doll_4.39 B,doll_0.34 b,doll_20.98 b,doll_0.54 b,doll_0.56 b
doll_2.72 b,490000000.0,doll_33.93 m,,doll_0.34 b,doll_142.25 b,doll_0.53 b,doll_0.56 b
doll_2.72 b,490000000.0,doll_9.93 m,doll_4.40 B,doll_0.34 b,doll_46.03 b,doll_0.53 b,doll_0.56 b
doll_2.72 b,490000000.0,doll_33.67 m,doll_4.39 B,doll_0.34 b,doll_70.30 b,doll_0.53 b,doll_0.56 b
doll_2.73 b,490000000.0,doll_33.61 m,,doll_0.34 b,doll_82.88 b,doll_0.53 b,doll_0.56 b
doll_2.73 b,490000000.0,doll_9.81 m,,doll_0.34 b,doll_35.48 b,doll_0.53 b,doll_0.56 b
doll_2.73 b,490000000.0,doll_9.18 m,doll_4.40 B,doll_0.34 b,doll_10.88 b,doll_0.53 b,doll_0.56 b
doll_2.73 b,490000000.0,doll_9.02 m,,doll_0.34 b,doll_15.02 b,doll_0.53 b,doll_0.56 b
doll_2.73 b,490000000.0,doll_34.06 m,,doll_0.34 b,doll_9.20 b,doll_0.53 b,doll_0.56 b
doll_2.74 b,490000000.0,doll_9.74 m,doll_4.40 B,doll_0.34 b,doll_66.58 b,doll_0.53 b,doll_0.56 b
doll_2.74 b,490000000.0,doll_34.25 m,,doll_0.34 b,doll_21.70 b,doll_0.53 b,doll_0.53 b
doll_2.74 b,490000000.0,doll_34.37 m,,doll_0.34 b,doll_4.29 b,doll_0.53 b,doll_0.53 b
doll_2.74 b,490000000.0,doll_34.48 m,,doll_0.34 b,doll_6.52 b,doll_0.53 b,doll_0.53 b
doll_2.74 b,490000000.0,doll_34.6 m,,doll_0.34 b,doll_46.81 b,doll_0.53 b,doll_0.53 b
doll_2.75 b,490000000.0,doll_35.11 m,,doll_0.34 b,doll_4.68 b,doll_0.53 b,doll_0.53 b
doll_2.75 b,490000000.0,doll_35.02 m,doll_4.53 B,doll_0.34 b,doll_354.49 b,doll_0.53 b,doll_0.53 b
doll_2.75 b,490000000.0,doll_34.82 m,,doll_0.34 b,doll_34.48 b,doll_0.53 b,doll_0.53 b
doll_2.76 b,490000000.0,doll_37.52 m,doll_4.54 B,doll_0.34 b,doll_2.54 b,doll_0.53 b,doll_0.53 b
doll_2.76 b,490000000.0,doll_38.02 m,,doll_0.33 b,doll_29.05 b,doll_0.53 b,doll_0.53 b
doll_2.76 b,490000000.0,doll_36.68 m,doll_4.53 B,doll_0.33 b,doll_65.64 b,doll_0.53 b,doll_0.53 b
doll_2.76 b,490000000.0,doll_34.9 m,doll_4.54 B,doll_0.33 b,doll_8.96 b,doll_0.52 b,doll_0.53 b
doll_2.76 b,490000000.0,doll_35.61 m,,doll_0.33 b,doll_39.90 b,doll_0.52 b,doll_0.53 b
doll_2.77 b,490000000.0,doll_37.39 m,,doll_0.33 b,doll_6.20 b,doll_0.52 b,doll_0.53 b
doll_2.77 b,480000000.0,doll_37.04 m,,doll_0.33 b,doll_4.78 b,doll_0.52 b,doll_0.53 b
doll_2.77 b,480000000.0,doll_36.81 m,doll_4.56 B,doll_0.33 b,doll_1.95 b,doll_0.52 b,doll_0.53 b
doll_2.77 b,480000000.0,doll_35.85 m,,doll_0.33 b,doll_13.18 b,doll_0.52 b,doll_0.53 b
doll_2.77 b,480000000.0,doll_36.8 m,doll_4.57 B,doll_0.33 b,doll_35.09 b,doll_0.52 b,doll_0.53 b
doll_2.77 b,480000000.0,doll_35.29 m,doll_4.57 B,doll_0.33 b,doll_52.36 b,doll_0.52 b,doll_0.53 b
doll_2.78 b,480000000.0,doll_38.05 m,,doll_0.33 b,doll_1.02 b,doll_0.52 b,doll_0.52 b
doll_2.78 b,480000000.0,doll_38.51 m,doll_4.57 B,doll_0.33 b,doll_2.50 b,doll_0.52 b,doll_0.52 b
doll_2.78 b,480000000.0,doll_38.12 m,doll_4.58 B,doll_0.33 b,doll_42.13 b,doll_0.52 b,doll_0.52 b
doll_2.81 b,480000000.0,doll_38.49 m,doll_4.59 B,doll_0.33 b,doll_3.29 b,doll_0.52 b,doll_0.52 b
doll_2.81 b,480000000.0,doll_38.78 m,,doll_0.33 b,doll_13.28 b,doll_0.52 b,doll_0.52 b
doll_2.81 b,480000000.0,doll_38.38 m,doll_4.59 B,doll_0.33 b,doll_51.70 b,doll_0.52 b,doll_0.52 b
doll_2.81 b,480000000.0,doll_38.58 m,,doll_0.33 b,doll_13.41 b,doll_0.52 b,doll_0.52 b
doll_2.82 b,480000000.0,doll_39.96 m,,doll_0.33 b,doll_46.82 b,doll_0.52 b,doll_0.52 b
doll_2.82 b,480000000.0,doll_39.39 m,,doll_0.33 b,doll_6.48 b,doll_0.52 b,doll_0.52 b
doll_2.82 b,480000000.0,doll_39.96 m,doll_4.60 B,doll_0.33 b,doll_36.48 b,doll_0.52 b,doll_0.52 b
doll_2.82 b,480000000.0,doll_40.86 m,,doll_0.33 b,doll_48.60 b,doll_0.52 b,doll_0.52 b
doll_2.82 b,480000000.0,doll_38.47 m,doll_4.61 B,doll_0.33 b,doll_15.72 b,doll_0.52 b,doll_0.52 b
doll_2.83 b,480000000.0,doll_39.6 m,doll_4.61 B,doll_0.33 b,doll_3.19 b,doll_0.52 b,doll_0.52 b
doll_2.83 b,470000000.0,doll_38.16 m,,doll_0.32 b,doll_4.27 b,doll_0.52 b,doll_0.52 b
doll_2.83 b,470000000.0,doll_40.69 m,doll_4.60 B,doll_0.32 b,doll_36.07 b,doll_0.51 b,doll_0.52 b
doll_2.83 b,470000000.0,doll_40.55 m,,doll_0.32 b,doll_153.03 b,doll_0.51 b,doll_0.52 b
doll_2.83 b,470000000.0,doll_38.08 m,doll_4.63 B,doll_0.32 b,doll_5.73 b,doll_0.51 b,doll_0.52 b
doll_2.84 b,470000000.0,doll_42.57 m,doll_4.63 B,doll_0.32 b,doll_44.27 b,doll_0.51 b,doll_0.52 b
doll_2.84 b,470000000.0,doll_42.48 m,,doll_0.32 b,doll_355.19 b,doll_0.51 b,doll_0.52 b
doll_2.84 b,470000000.0,doll_40.93 m,,doll_0.32 b,doll_5.86 b,doll_0.51 b,doll_0.51 b
doll_2.84 b,470000000.0,doll_41.42 m,doll_4.64 B,doll_0.32 b,doll_7.11 b,doll_0.51 b,doll_0.51 b
doll_2.84 b,470000000.0,doll_42.57 m,,doll_0.32 b,doll_9.57 b,doll_0.51 b,doll_0.51 b
doll_2.84 b,470000000.0,doll_42.4 m,doll_4.64 B,doll_0.32 b,doll_9.66 b,doll_0.51 b,doll_0.51 b
doll_2.84 b,470000000.0,doll_41.06 m,doll_4.65 B,doll_0.32 b,doll_7.40 b,doll_0.51 b,doll_0.51 b
doll_2.85 b,470000000.0,doll_41.47 m,,doll_0.32 b,doll_65.28 b,doll_0.51 b,doll_0.51 b
doll_2.85 b,470000000.0,doll_42.09 m,doll_4.65 B,doll_0.32 b,doll_18.84 b,doll_0.51 b,doll_0.51 b
doll_2.85 b,470000000.0,doll_41.82 m,,doll_0.32 b,doll_0.13 b,doll_0.51 b,doll_0.51 b
doll_2.85 b,470000000.0,doll_41.35 m,,doll_0.32 b,doll_14.92 b,doll_0.51 b,doll_0.51 b
doll_2.85 b,470000000.0,doll_41.51 m,,doll_0.32 b,doll_58.33 b,doll_0.51 b,doll_0.51 b
doll_2.86 b,470000000.0,doll_42.72 m,doll_4.67 B,doll_0.32 b,doll_51.21 b,doll_0.51 b,doll_0.51 b
doll_2.86 b,470000000.0,doll_41.72 m,,doll_0.32 b,doll_171.85 b,doll_0.51 b,doll_0.51 b
doll_2.86 b,470000000.0,doll_42.02 m,doll_4.69 B,doll_0.32 b,doll_0.16 b,doll_0.51 b,doll_0.51 b
doll_2.86 b,470000000.0,doll_41.74 m,doll_4.69 B,doll_0.32 b,doll_4.68 b,doll_0.51 b,doll_0.51 b
doll_2.86 b,460000000.0,doll_43.39 m,doll_4.69 B,doll_0.32 b,doll_0.39 b,doll_0.51 b,doll_0.51 b
doll_2.87 b,460000000.0,doll_44.33 m,doll_4.69 B,doll_0.32 b,doll_3.96 b,doll_0.51 b,doll_0.51 b
doll_2.87 b,460000000.0,doll_44.77 m,doll_4.71 B,doll_0.32 b,doll_5.44 b,doll_0.50 b,doll_0.51 b
doll_2.87 b,460000000.0,doll_44.35 m,doll_4.72 B,doll_0.32 b,doll_94.04 b,doll_0.50 b,doll_0.51 b
doll_2.87 b,460000000.0,doll_45.66 m,,doll_0.32 b,doll_41.55 b,doll_0.50 b,doll_0.51 b
doll_2.87 b,460000000.0,doll_44.5 m,,doll_0.32 b,doll_10.84 b,doll_0.50 b,doll_0.51 b
doll_2.87 b,460000000.0,doll_44.56 m,doll_4.73 B,doll_0.32 b,doll_3.62 b,doll_0.50 b,doll_0.50 b
doll_2.87 b,460000000.0,doll_45.49 m,doll_4.72 B,doll_0.32 b,doll_24.93 b,doll_0.50 b,doll_0.50 b
doll_2.87 b,460000000.0,doll_45.12 m,,doll_0.32 b,doll_162.57 b,doll_0.50 b,doll_0.50 b
doll_2.87 b,460000000.0,doll_43.43 m,doll_4.75 B,doll_0.32 b,doll_90.41 b,doll_0.50 b,doll_0.50 b
doll_2.88 b,460000000.0,doll_44.38 m,doll_4.74 B,doll_0.32 b,doll_132.65 b,doll_0.50 b,doll_0.50 b
doll_2.88 b,460000000.0,doll_45.54 m,,doll_0.32 b,doll_6.88 b,doll_0.50 b,doll_0.50 b
doll_2.88 b,460000000.0,doll_43.32 m,doll_4.74 B,doll_0.31 b,doll_2.81 b,doll_0.50 b,doll_0.50 b
doll_2.89 b,460000000.0,doll_45.57 m,,doll_0.31 b,doll_44.45 b,doll_0.49 b,doll_0.50 b
doll_2.89 b,460000000.0,doll_45.06 m,doll_4.86 B,doll_0.31 b,doll_8.54 b,doll_0.49 b,doll_0.50 b
doll_2.89 b,450000000.0,doll_45.49 m,doll_4.87 B,doll_0.31 b,doll_3.49 b,doll_0.49 b,doll_0.50 b
