00-avengers-market_cap,03-gren-market_capitalization_usd,01-DDD-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap,09-wissel-marketcap,06-MarScoToc-master_cap,02-GioPonSpiz-pricecap
doll_9.03 b,13360000000.0,doll_4.71 b,doll_1.46 B,doll_13.62 b,doll_6.67 b,doll_14.17 b,doll_14.06 b
doll_9.05 b,13350000000.0,doll_5.09 b,,doll_13.61 b,doll_2.18 b,,doll_14.06 b
doll_9.05 b,13310000000.0,doll_5.12 b,,doll_13.57 b,doll_0.32 b,doll_14.16 b,doll_14.04 b
doll_9.06 b,13310000000.0,doll_5.11 b,,doll_13.56 b,doll_2.36 b,doll_14.16 b,doll_14.02 b
doll_9.07 b,13310000000.0,doll_5.13 b,,doll_13.55 b,doll_0.65 b,doll_14.11 b,doll_14.02 b
doll_9.07 b,13300000000.0,doll_5.13 b,,doll_13.53 b,doll_3.60 b,doll_14.09 b,doll_13.99 b
doll_9.07 b,13240000000.0,doll_5.11 b,,doll_13.53 b,doll_0.19 b,doll_14.08 b,doll_13.97 b
doll_9.07 b,13210000000.0,doll_5.13 b,doll_1.48 B,doll_13.53 b,doll_2.29 b,doll_14.08 b,doll_13.97 b
doll_9.08 b,13200000000.0,doll_5.10 b,doll_1.47 B,doll_13.50 b,doll_77.06 m,doll_14.06 b,doll_13.96 b
doll_9.08 b,13190000000.0,doll_5.14 b,doll_1.47 B,doll_13.49 b,doll_0.38 b,doll_14.04 b,doll_13.94 b
doll_9.09 b,13170000000.0,doll_5.12 b,,doll_13.49 b,doll_0.11 b,doll_14.02 b,doll_13.93 b
doll_9.09 b,13150000000.0,doll_5.13 b,,doll_13.48 b,doll_17.71 m,doll_14.00 b,doll_13.93 b
doll_9.10 b,13150000000.0,doll_5.12 b,doll_1.48 B,doll_13.48 b,doll_0.11 b,doll_14.00 b,doll_13.93 b
doll_9.11 b,13120000000.0,doll_5.10 b,doll_1.48 B,doll_13.47 b,doll_0.10 b,doll_13.99 b,doll_13.87 b
doll_9.13 b,13120000000.0,doll_5.07 b,doll_1.48 B,doll_13.47 b,doll_0.48 b,doll_13.97 b,doll_13.87 b
doll_8.32 b,13110000000.0,doll_5.09 b,doll_1.36 B,doll_13.45 b,doll_3.24 b,doll_13.91 b,doll_13.82 b
doll_8.33 b,13110000000.0,doll_5.14 b,doll_1.48 B,doll_13.45 b,doll_2.00 b,doll_13.90 b,doll_13.81 b
doll_8.33 b,13100000000.0,doll_5.15 b,,doll_13.39 b,doll_0.89 b,doll_13.89 b,doll_13.79 b
doll_8.35 b,13030000000.0,doll_5.16 b,,doll_13.39 b,doll_7.42 b,doll_13.85 b,doll_13.78 b
doll_8.36 b,13030000000.0,doll_5.16 b,,doll_13.36 b,doll_0.12 b,doll_13.81 b,doll_13.77 b
doll_8.36 b,13020000000.0,doll_5.15 b,doll_1.37 B,doll_13.35 b,doll_1.29 b,doll_13.77 b,doll_13.68 b
doll_8.36 b,13000000000.0,doll_5.20 b,,doll_13.33 b,doll_57.29 m,doll_13.77 b,doll_13.66 b
doll_8.37 b,12990000000.0,doll_5.16 b,,doll_13.28 b,doll_1.09 b,doll_13.75 b,doll_13.66 b
doll_8.38 b,12980000000.0,doll_5.20 b,doll_1.37 B,doll_13.27 b,doll_5.81 b,doll_13.72 b,doll_13.66 b
doll_8.38 b,12970000000.0,doll_5.19 b,doll_1.37 B,doll_13.26 b,doll_0.70 b,doll_13.70 b,doll_13.63 b
doll_8.39 b,12960000000.0,doll_5.20 b,doll_1.37 B,doll_13.25 b,doll_3.04 b,doll_13.70 b,doll_13.62 b
doll_8.40 b,12960000000.0,doll_5.17 b,,doll_13.24 b,doll_65.39 m,doll_13.68 b,doll_13.62 b
doll_8.41 b,12950000000.0,doll_5.16 b,doll_1.38 B,doll_13.23 b,doll_0.42 b,doll_13.68 b,doll_13.60 b
doll_8.41 b,12950000000.0,doll_5.17 b,doll_1.38 B,,doll_2.71 b,doll_13.65 b,doll_13.55 b
doll_8.41 b,12940000000.0,doll_5.18 b,doll_1.38 B,doll_13.20 b,doll_0.26 b,doll_13.61 b,doll_13.51 b
doll_8.42 b,12910000000.0,doll_5.20 b,,doll_13.19 b,doll_0.41 b,doll_13.57 b,doll_13.50 b
doll_7.61 b,12890000000.0,doll_5.19 b,doll_1.38 B,doll_13.17 b,doll_0.36 b,doll_13.53 b,doll_13.50 b
doll_7.62 b,12870000000.0,doll_5.14 b,doll_1.38 B,doll_13.16 b,doll_0.90 b,doll_13.52 b,doll_13.48 b
doll_7.62 b,12870000000.0,doll_5.21 b,doll_1.38 B,doll_13.12 b,doll_3.55 b,doll_13.50 b,doll_13.47 b
doll_7.63 b,12850000000.0,doll_5.23 b,doll_1.33 B,doll_13.12 b,doll_47.42 m,doll_13.49 b,doll_13.46 b
doll_7.63 b,12820000000.0,doll_5.21 b,doll_1.27 B,doll_13.11 b,doll_4.37 b,doll_13.47 b,doll_13.45 b
doll_7.64 b,12810000000.0,doll_5.22 b,doll_1.27 B,doll_13.11 b,doll_74.05 m,doll_13.45 b,doll_13.45 b
doll_7.65 b,12800000000.0,doll_5.26 b,doll_1.27 B,doll_13.11 b,doll_33.61 b,doll_13.44 b,doll_13.44 b
doll_7.65 b,12790000000.0,doll_5.25 b,,doll_13.10 b,doll_0.10 b,doll_13.44 b,doll_13.44 b
doll_7.66 b,12770000000.0,doll_5.25 b,doll_1.27 B,doll_13.10 b,doll_0.48 b,doll_13.42 b,doll_13.44 b
doll_7.66 b,12710000000.0,doll_5.25 b,doll_1.27 B,doll_13.09 b,doll_0.25 b,doll_13.42 b,doll_13.42 b
doll_7.66 b,12700000000.0,doll_5.25 b,,doll_13.08 b,doll_0.63 b,doll_13.41 b,doll_13.42 b
doll_7.67 b,12680000000.0,doll_5.25 b,,doll_13.07 b,doll_0.90 b,doll_13.40 b,doll_13.41 b
doll_7.68 b,12650000000.0,doll_5.23 b,,doll_13.04 b,doll_2.37 b,doll_13.39 b,doll_13.38 b
doll_7.68 b,12650000000.0,doll_5.25 b,,doll_13.04 b,doll_0.48 b,doll_13.37 b,doll_13.37 b
doll_7.68 b,12640000000.0,doll_5.24 b,doll_1.27 B,doll_13.03 b,doll_1.13 b,doll_13.37 b,doll_13.35 b
doll_7.68 b,12610000000.0,doll_5.26 b,doll_1.27 B,doll_13.02 b,doll_0.28 b,doll_13.36 b,doll_13.34 b
doll_7.08 b,12600000000.0,doll_5.26 b,doll_1.27 B,doll_13.01 b,doll_0.41 b,doll_13.36 b,doll_13.33 b
doll_7.08 b,12580000000.0,doll_5.26 b,doll_1.27 B,doll_12.99 b,doll_0.41 b,doll_13.36 b,doll_13.32 b
doll_7.09 b,12580000000.0,doll_5.30 b,doll_1.27 B,doll_12.98 b,doll_0.35 b,doll_13.35 b,doll_13.31 b
doll_7.09 b,12580000000.0,doll_5.27 b,doll_1.28 B,doll_12.97 b,doll_0.30 b,doll_13.34 b,doll_13.26 b
doll_7.10 b,12560000000.0,doll_5.29 b,,doll_12.94 b,doll_0.52 b,doll_13.33 b,doll_13.25 b
doll_7.10 b,12550000000.0,doll_5.27 b,doll_1.28 B,doll_12.94 b,doll_3.85 b,doll_13.31 b,doll_13.25 b
doll_7.11 b,12530000000.0,doll_5.28 b,doll_1.28 B,doll_12.94 b,doll_1.01 b,doll_13.29 b,doll_13.23 b
doll_7.11 b,12520000000.0,doll_5.30 b,,doll_12.93 b,doll_0.49 b,doll_13.28 b,doll_13.22 b
doll_7.12 b,12520000000.0,doll_5.26 b,doll_1.16 B,doll_12.92 b,doll_3.53 b,doll_13.27 b,doll_13.22 b
doll_7.12 b,12510000000.0,doll_5.29 b,doll_1.16 B,doll_12.90 b,doll_1.29 b,doll_13.26 b,doll_13.20 b
doll_7.12 b,12500000000.0,doll_5.29 b,doll_1.16 B,doll_12.90 b,doll_1.73 b,doll_13.26 b,doll_13.20 b
doll_7.12 b,12500000000.0,doll_5.31 b,,doll_12.89 b,doll_0.37 b,doll_13.25 b,doll_13.20 b
doll_7.13 b,12500000000.0,doll_5.31 b,,doll_12.89 b,doll_0.35 b,doll_13.23 b,doll_13.18 b
doll_7.13 b,12480000000.0,doll_5.29 b,doll_1.16 B,doll_12.88 b,doll_3.01 b,doll_13.22 b,doll_13.18 b
doll_7.13 b,12480000000.0,doll_5.32 b,,doll_12.87 b,doll_0.89 b,doll_13.21 b,doll_13.17 b
doll_7.14 b,12480000000.0,doll_5.28 b,doll_1.16 B,doll_12.87 b,doll_0.43 b,doll_13.20 b,doll_13.17 b
doll_6.59 b,12480000000.0,doll_5.29 b,doll_1.16 B,doll_12.87 b,doll_0.13 b,doll_13.19 b,doll_13.15 b
doll_6.59 b,12470000000.0,doll_5.30 b,doll_1.16 B,doll_12.86 b,doll_0.32 b,doll_13.18 b,doll_13.15 b
doll_6.59 b,12440000000.0,doll_5.32 b,doll_1.16 B,doll_12.83 b,doll_0.25 b,doll_13.16 b,doll_13.15 b
doll_6.60 b,12410000000.0,doll_5.32 b,doll_1.16 B,doll_12.82 b,doll_0.33 b,doll_13.15 b,doll_13.14 b
doll_6.60 b,12410000000.0,doll_5.32 b,doll_1.17 B,doll_12.78 b,doll_0.67 b,doll_13.14 b,doll_13.14 b
doll_6.60 b,12390000000.0,doll_5.32 b,doll_1.17 B,doll_12.78 b,doll_0.40 b,doll_13.13 b,doll_13.12 b
doll_6.60 b,12390000000.0,doll_5.32 b,doll_1.17 B,doll_12.76 b,doll_0.56 b,doll_13.12 b,doll_13.10 b
doll_6.60 b,12360000000.0,doll_5.32 b,doll_1.17 B,doll_12.75 b,doll_56.55 m,doll_13.10 b,doll_13.09 b
doll_6.61 b,12350000000.0,doll_5.32 b,,doll_12.74 b,doll_0.44 b,doll_13.08 b,doll_13.08 b
doll_6.62 b,12320000000.0,doll_5.34 b,,doll_12.74 b,doll_19.58 b,doll_13.07 b,doll_13.05 b
doll_6.62 b,12320000000.0,doll_5.35 b,,doll_12.73 b,doll_1.00 b,doll_13.07 b,doll_13.05 b
doll_6.63 b,12310000000.0,doll_5.33 b,,doll_12.72 b,doll_11.33 b,doll_13.06 b,doll_13.04 b
doll_6.63 b,12310000000.0,doll_5.34 b,doll_1.07 B,doll_12.68 b,doll_1.00 b,doll_13.05 b,doll_13.04 b
doll_6.64 b,12300000000.0,doll_5.35 b,,doll_12.67 b,doll_0.59 b,doll_13.04 b,doll_13.02 b
doll_6.65 b,12300000000.0,doll_5.32 b,doll_1.07 B,doll_12.66 b,doll_0.99 b,doll_13.04 b,doll_13.01 b
doll_6.65 b,12290000000.0,doll_5.35 b,,doll_12.66 b,doll_1.65 b,doll_13.04 b,doll_13.00 b
doll_6.15 b,12270000000.0,doll_5.34 b,,doll_12.65 b,doll_0.27 b,doll_12.99 b,doll_13.00 b
doll_6.15 b,12240000000.0,doll_5.35 b,doll_1.08 B,doll_12.64 b,doll_0.44 b,doll_12.99 b,doll_12.95 b
doll_6.15 b,12240000000.0,doll_5.36 b,,doll_12.61 b,doll_0.14 b,doll_12.97 b,doll_12.95 b
doll_6.15 b,12230000000.0,doll_5.39 b,,doll_12.61 b,doll_1.08 b,doll_12.89 b,doll_12.95 b
doll_6.15 b,12230000000.0,doll_5.38 b,doll_1.08 B,doll_12.57 b,doll_0.12 b,doll_12.84 b,doll_12.94 b
doll_6.16 b,12230000000.0,doll_5.38 b,doll_1.08 B,doll_12.57 b,doll_0.38 b,doll_12.84 b,doll_12.94 b
doll_6.17 b,12210000000.0,doll_5.41 b,,doll_12.55 b,doll_0.11 b,doll_12.84 b,doll_12.92 b
doll_6.18 b,12210000000.0,doll_5.36 b,,doll_12.52 b,doll_0.42 b,doll_12.82 b,doll_12.90 b
doll_6.18 b,12210000000.0,doll_5.40 b,,doll_12.52 b,doll_40.18 m,doll_12.82 b,doll_12.88 b
doll_6.18 b,12210000000.0,doll_5.38 b,,doll_12.52 b,doll_0.78 b,doll_12.79 b,doll_12.88 b
doll_6.18 b,12200000000.0,doll_5.36 b,doll_1.09 B,doll_12.47 b,doll_51.12 m,doll_12.78 b,doll_12.87 b
doll_6.19 b,12160000000.0,doll_5.36 b,doll_1.09 B,doll_12.47 b,doll_1.19 m,doll_12.78 b,doll_12.87 b
doll_6.20 b,12160000000.0,doll_5.39 b,doll_1.09 B,doll_12.45 b,doll_0.24 b,doll_12.77 b,doll_12.84 b
doll_6.20 b,12150000000.0,doll_5.41 b,doll_1.09 B,doll_12.44 b,doll_11.77 m,doll_12.76 b,doll_12.83 b
doll_6.20 b,12140000000.0,doll_5.40 b,,doll_12.44 b,doll_2.48 b,doll_12.75 b,doll_12.79 b
doll_6.21 b,12140000000.0,doll_5.38 b,doll_0.98 B,doll_12.44 b,doll_0.35 b,doll_12.74 b,doll_12.78 b
doll_5.75 b,12120000000.0,doll_5.38 b,,doll_12.44 b,doll_0.25 b,doll_12.74 b,doll_12.77 b
doll_5.75 b,12110000000.0,doll_5.46 b,doll_0.98 B,doll_12.41 b,doll_0.31 b,doll_12.73 b,doll_12.77 b
doll_5.76 b,12100000000.0,doll_5.45 b,,doll_12.40 b,doll_6.07 b,doll_12.72 b,doll_12.77 b
doll_5.76 b,12090000000.0,doll_5.43 b,,doll_12.38 b,doll_0.23 b,doll_12.69 b,doll_12.76 b
doll_5.77 b,12060000000.0,doll_5.42 b,,doll_12.35 b,doll_1.14 b,doll_12.69 b,doll_12.74 b
doll_5.77 b,12040000000.0,doll_5.45 b,,doll_12.34 b,doll_12.22 m,doll_12.68 b,doll_12.72 b
doll_5.78 b,12020000000.0,doll_5.43 b,,doll_12.32 b,doll_0.50 b,doll_12.67 b,doll_12.72 b
doll_5.78 b,12010000000.0,doll_5.42 b,,doll_12.29 b,doll_5.23 b,doll_12.65 b,doll_12.72 b
doll_5.78 b,12000000000.0,doll_5.45 b,doll_0.99 B,doll_12.28 b,doll_6.29 b,doll_12.65 b,doll_12.69 b
doll_5.80 b,11990000000.0,doll_5.44 b,,doll_12.26 b,doll_1.64 b,doll_12.65 b,doll_12.69 b
doll_5.81 b,11990000000.0,doll_5.44 b,,doll_12.24 b,doll_0.84 b,doll_12.64 b,doll_12.64 b
doll_5.82 b,11960000000.0,doll_5.44 b,doll_0.99 B,doll_12.23 b,doll_0.88 b,doll_12.61 b,doll_12.64 b
doll_5.82 b,11940000000.0,doll_5.45 b,doll_0.99 B,doll_12.23 b,doll_0.16 b,doll_12.61 b,doll_12.63 b
doll_5.82 b,11930000000.0,doll_5.45 b,doll_0.99 B,doll_12.22 b,doll_1.56 b,doll_12.57 b,doll_12.60 b
doll_5.82 b,11920000000.0,doll_5.42 b,doll_0.99 B,doll_12.21 b,doll_0.32 b,doll_12.56 b,doll_12.59 b
doll_5.83 b,11910000000.0,doll_5.45 b,doll_0.90 B,doll_12.16 b,doll_0.26 b,doll_12.55 b,doll_12.57 b
doll_5.40 b,11870000000.0,doll_5.42 b,,doll_12.15 b,doll_3.95 b,doll_12.54 b,doll_12.57 b
doll_5.40 b,11860000000.0,doll_5.47 b,,doll_12.15 b,doll_0.20 b,doll_12.53 b,doll_12.56 b
doll_5.40 b,11860000000.0,doll_5.48 b,,doll_12.14 b,doll_1.61 b,doll_12.51 b,doll_12.56 b
doll_5.41 b,11860000000.0,doll_5.52 b,,doll_12.12 b,doll_1.00 b,doll_12.51 b,doll_12.55 b
doll_5.41 b,11850000000.0,doll_5.46 b,,doll_12.11 b,doll_0.37 b,doll_12.49 b,doll_12.54 b
doll_5.41 b,11830000000.0,doll_5.48 b,,doll_12.11 b,doll_0.23 b,doll_12.48 b,doll_12.52 b
doll_5.41 b,11820000000.0,doll_5.46 b,doll_0.91 B,doll_12.08 b,doll_1.63 b,doll_12.47 b,doll_12.52 b
doll_5.41 b,11820000000.0,doll_5.48 b,,doll_12.04 b,doll_0.51 b,doll_12.46 b,doll_12.51 b
doll_5.43 b,11820000000.0,doll_5.50 b,doll_0.91 B,doll_12.04 b,doll_0.39 b,doll_12.46 b,doll_12.49 b
doll_5.43 b,11820000000.0,doll_5.49 b,doll_0.91 B,doll_12.02 b,doll_1.03 b,doll_12.45 b,doll_12.48 b
doll_5.43 b,11810000000.0,doll_5.50 b,doll_0.91 B,doll_12.02 b,doll_0.30 b,doll_12.45 b,doll_12.48 b
doll_5.43 b,11810000000.0,doll_5.53 b,doll_0.91 B,doll_11.99 b,doll_0.35 b,doll_12.44 b,doll_12.48 b
doll_5.43 b,11800000000.0,doll_5.49 b,doll_0.91 B,doll_11.98 b,doll_1.31 b,doll_12.43 b,doll_12.48 b
doll_5.43 b,11790000000.0,doll_5.52 b,,doll_11.97 b,doll_2.16 b,doll_12.43 b,doll_12.44 b
doll_5.43 b,11780000000.0,doll_5.53 b,doll_0.91 B,doll_11.97 b,doll_0.26 b,doll_12.42 b,doll_12.42 b
doll_5.43 b,11770000000.0,doll_5.50 b,,doll_11.96 b,doll_0.15 b,doll_12.39 b,doll_12.42 b
doll_5.08 b,11760000000.0,doll_5.46 b,,doll_11.96 b,doll_43.70 b,doll_12.39 b,doll_12.40 b
doll_5.08 b,11760000000.0,doll_5.54 b,,doll_11.93 b,doll_0.76 b,doll_12.37 b,doll_12.39 b
doll_5.08 b,11750000000.0,doll_5.56 b,,doll_11.93 b,doll_0.21 b,doll_12.36 b,doll_12.38 b
doll_5.08 b,11740000000.0,doll_5.58 b,,doll_11.91 b,doll_0.17 b,doll_12.35 b,doll_12.38 b
doll_5.08 b,11730000000.0,doll_5.60 b,doll_0.83 B,doll_11.90 b,doll_0.90 b,doll_12.34 b,doll_12.37 b
doll_5.08 b,11730000000.0,doll_5.56 b,,doll_11.88 b,doll_2.05 b,doll_12.32 b,doll_12.36 b
doll_5.09 b,11730000000.0,doll_5.60 b,,doll_11.87 b,doll_0.75 b,doll_12.31 b,doll_12.35 b
doll_5.09 b,11720000000.0,doll_5.54 b,,doll_11.86 b,doll_0.71 b,doll_12.31 b,doll_12.33 b
doll_5.10 b,11710000000.0,doll_5.60 b,,doll_11.85 b,doll_0.25 b,doll_12.30 b,doll_12.32 b
doll_5.10 b,11700000000.0,doll_5.54 b,,doll_11.83 b,doll_0.26 b,doll_12.28 b,doll_12.30 b
doll_5.10 b,11680000000.0,doll_5.58 b,,doll_11.81 b,doll_0.16 b,doll_12.26 b,doll_12.27 b
doll_5.10 b,11660000000.0,doll_5.53 b,,doll_11.78 b,doll_1.06 b,doll_12.25 b,doll_12.25 b
doll_5.11 b,11660000000.0,doll_5.57 b,doll_0.83 B,doll_11.77 b,doll_0.69 b,doll_12.25 b,doll_12.25 b
doll_5.11 b,11630000000.0,doll_5.60 b,doll_0.83 B,doll_11.76 b,doll_1.00 b,doll_12.24 b,doll_12.24 b
doll_5.11 b,11630000000.0,doll_5.56 b,,doll_11.76 b,doll_0.36 b,doll_12.22 b,doll_12.23 b
doll_5.12 b,11620000000.0,doll_5.56 b,,doll_11.74 b,doll_0.81 b,doll_12.21 b,doll_12.23 b
doll_4.70 b,11610000000.0,doll_5.59 b,doll_0.84 B,doll_11.70 b,doll_1.47 b,doll_12.21 b,doll_12.21 b
doll_4.71 b,11600000000.0,doll_5.61 b,,doll_11.69 b,doll_45.12 m,doll_12.21 b,doll_12.20 b
doll_4.71 b,11590000000.0,doll_5.61 b,,doll_11.68 b,doll_0.23 b,doll_12.20 b,doll_12.20 b
doll_4.71 b,11570000000.0,doll_5.64 b,,doll_11.68 b,doll_5.24 b,doll_12.19 b,doll_12.19 b
doll_4.71 b,11560000000.0,doll_5.63 b,doll_0.77 B,doll_11.65 b,doll_0.22 b,doll_12.19 b,doll_12.18 b
doll_4.72 b,11560000000.0,doll_5.62 b,,doll_11.65 b,doll_6.71 b,doll_12.19 b,doll_12.15 b
doll_4.73 b,11550000000.0,doll_5.61 b,,doll_11.62 b,doll_0.39 b,doll_12.17 b,doll_12.14 b
doll_4.73 b,11540000000.0,doll_5.61 b,,doll_11.61 b,doll_0.40 b,doll_12.15 b,doll_12.14 b
doll_4.73 b,11540000000.0,doll_5.61 b,doll_0.77 B,doll_11.59 b,doll_0.27 b,doll_12.13 b,doll_12.10 b
doll_4.74 b,11540000000.0,doll_5.63 b,doll_0.77 B,doll_11.57 b,doll_1.89 b,doll_12.13 b,doll_12.09 b
doll_4.75 b,11520000000.0,doll_5.63 b,,doll_11.56 b,doll_23.04 m,doll_12.12 b,doll_12.08 b
doll_4.75 b,11520000000.0,doll_5.65 b,,doll_11.51 b,doll_0.30 b,doll_12.12 b,doll_12.08 b
doll_4.75 b,11510000000.0,doll_5.63 b,,doll_11.50 b,doll_3.62 b,doll_12.12 b,doll_12.06 b
doll_4.75 b,11500000000.0,doll_5.65 b,doll_0.77 B,doll_11.50 b,doll_3.60 b,doll_12.08 b,doll_12.05 b
doll_4.76 b,11480000000.0,doll_5.63 b,,doll_11.50 b,doll_0.34 b,doll_12.06 b,doll_12.02 b
doll_4.76 b,11470000000.0,doll_5.64 b,,doll_11.49 b,doll_2.20 b,doll_12.02 b,doll_11.97 b
doll_4.45 b,11460000000.0,doll_5.66 b,doll_0.77 B,doll_11.49 b,doll_0.55 b,doll_12.02 b,doll_11.97 b
doll_4.46 b,11460000000.0,doll_5.67 b,doll_0.77 B,doll_11.48 b,doll_0.21 b,doll_12.01 b,doll_11.97 b
doll_4.46 b,11450000000.0,doll_5.67 b,,doll_11.48 b,doll_0.34 b,doll_11.99 b,doll_11.95 b
doll_4.46 b,11440000000.0,doll_5.66 b,,doll_11.47 b,doll_17.25 b,doll_11.98 b,doll_11.94 b
doll_4.46 b,11440000000.0,doll_5.67 b,doll_0.77 B,doll_11.46 b,doll_1.27 b,doll_11.97 b,doll_11.94 b
doll_4.46 b,11440000000.0,doll_5.68 b,doll_0.70 B,doll_11.44 b,doll_3.28 b,doll_11.96 b,doll_11.91 b
doll_4.46 b,11410000000.0,doll_5.69 b,doll_0.70 B,doll_11.44 b,doll_0.35 b,doll_11.93 b,doll_11.90 b
doll_4.47 b,11400000000.0,doll_5.68 b,,doll_11.43 b,doll_1.44 b,doll_11.92 b,doll_11.89 b
doll_4.47 b,11380000000.0,doll_5.69 b,,doll_11.42 b,doll_1.39 b,doll_11.92 b,doll_11.88 b
doll_4.47 b,11370000000.0,doll_5.68 b,,doll_11.40 b,doll_0.65 b,doll_11.90 b,doll_11.87 b
doll_4.48 b,11360000000.0,doll_5.69 b,,doll_11.40 b,doll_1.01 b,doll_11.90 b,doll_11.86 b
doll_4.48 b,11350000000.0,doll_5.69 b,doll_0.70 B,doll_11.39 b,doll_5.08 m,doll_11.89 b,doll_11.85 b
doll_4.48 b,11340000000.0,doll_5.70 b,,doll_11.38 b,doll_1.53 b,doll_11.88 b,doll_11.84 b
doll_4.48 b,11330000000.0,doll_5.69 b,doll_0.71 B,doll_11.37 b,doll_0 m,doll_11.85 b,doll_11.84 b
doll_4.49 b,11280000000.0,doll_5.71 b,,doll_11.36 b,doll_97.9 m,doll_11.81 b,doll_11.83 b
doll_4.49 b,11280000000.0,doll_5.70 b,doll_0.71 B,doll_11.35 b,doll_7.85 b,doll_11.74 b,doll_11.83 b
doll_4.14 b,11270000000.0,doll_5.70 b,,doll_11.35 b,doll_0.98 b,doll_11.73 b,doll_11.82 b
doll_4.14 b,11260000000.0,doll_5.71 b,,doll_11.34 b,doll_13.23 m,doll_11.69 b,doll_11.82 b
doll_4.14 b,11210000000.0,doll_5.71 b,,doll_11.33 b,doll_1.00 b,doll_11.68 b,doll_11.82 b
doll_4.14 b,11210000000.0,doll_5.71 b,doll_0.71 B,doll_11.32 b,doll_0.15 b,doll_11.68 b,doll_11.82 b
doll_4.14 b,11190000000.0,doll_5.71 b,,doll_11.31 b,doll_0.78 b,doll_11.66 b,doll_11.81 b
doll_4.14 b,11190000000.0,doll_5.74 b,doll_0.68 B,doll_11.30 b,doll_1.23 b,doll_11.65 b,doll_11.80 b
doll_4.14 b,11190000000.0,doll_5.72 b,,doll_11.30 b,doll_0.25 b,doll_11.63 b,doll_11.79 b
doll_4.15 b,11190000000.0,doll_5.71 b,doll_0.66 B,doll_11.30 b,doll_0.29 b,doll_11.63 b,doll_11.79 b
doll_4.15 b,11180000000.0,doll_5.71 b,,doll_11.29 b,doll_0.68 b,doll_11.62 b,doll_11.77 b
doll_4.15 b,11180000000.0,doll_5.71 b,,doll_11.29 b,doll_0.33 b,doll_11.62 b,doll_11.75 b
doll_4.16 b,11170000000.0,doll_5.74 b,,doll_11.28 b,doll_0.15 b,doll_11.56 b,doll_11.75 b
doll_4.16 b,11170000000.0,doll_5.74 b,doll_0.65 B,doll_11.27 b,doll_0.80 b,doll_11.56 b,doll_11.74 b
doll_4.16 b,11160000000.0,doll_5.74 b,,doll_11.26 b,doll_3.19 b,doll_11.55 b,doll_11.73 b
doll_4.16 b,11150000000.0,doll_6.61 b,,doll_11.18 b,doll_0.26 b,doll_11.55 b,doll_11.72 b
doll_4.16 b,11130000000.0,doll_5.75 b,doll_0.65 B,doll_11.15 b,doll_2.66 b,doll_11.54 b,doll_11.72 b
doll_4.16 b,11100000000.0,doll_5.75 b,,doll_11.14 b,doll_40.93 m,doll_11.54 b,doll_11.72 b
doll_3.85 b,11090000000.0,doll_6.61 b,,doll_11.14 b,doll_4.19 b,doll_11.50 b,doll_11.71 b
doll_3.85 b,11090000000.0,doll_5.74 b,,doll_11.11 b,doll_0.19 b,doll_11.49 b,doll_11.70 b
doll_3.87 b,11080000000.0,doll_5.75 b,,doll_11.10 b,doll_0.43 b,doll_11.48 b,doll_11.70 b
doll_3.87 b,11040000000.0,doll_5.75 b,doll_0.65 B,doll_11.08 b,doll_0.22 b,doll_11.47 b,doll_11.69 b
doll_3.87 b,11010000000.0,doll_6.64 b,,doll_11.07 b,doll_0.35 b,doll_11.46 b,doll_11.68 b
doll_3.88 b,11000000000.0,doll_6.61 b,,doll_11.05 b,doll_11.29 m,doll_11.43 b,doll_11.68 b
doll_3.88 b,11000000000.0,doll_5.76 b,,doll_11.04 b,doll_26.42 m,doll_11.42 b,doll_11.66 b
doll_3.88 b,11000000000.0,doll_6.63 b,,doll_11.03 b,doll_0.16 b,doll_11.42 b,doll_11.63 b
doll_3.88 b,10980000000.0,doll_5.76 b,,doll_11.03 b,doll_1.12 b,doll_11.42 b,doll_11.62 b
doll_3.89 b,10980000000.0,doll_6.63 b,,doll_11.02 b,doll_0.86 b,doll_11.41 b,doll_11.60 b
doll_3.89 b,10970000000.0,doll_6.66 b,,doll_11.00 b,doll_0.19 b,doll_11.40 b,doll_11.55 b
doll_3.89 b,10970000000.0,doll_6.65 b,,doll_10.99 b,doll_2.47 b,doll_11.40 b,doll_11.53 b
doll_3.89 b,10970000000.0,doll_6.68 b,,doll_10.98 b,doll_5.14 b,doll_11.40 b,doll_11.52 b
doll_3.90 b,10960000000.0,doll_6.67 b,doll_0.58 B,doll_10.98 b,doll_1.01 b,doll_11.38 b,doll_11.51 b
doll_3.90 b,10960000000.0,doll_6.68 b,,doll_10.98 b,doll_2.51 b,doll_11.38 b,doll_11.50 b
doll_3.90 b,10940000000.0,doll_6.67 b,doll_0.58 B,doll_10.97 b,doll_0.55 b,,doll_11.45 b
doll_3.59 b,10930000000.0,doll_6.65 b,,doll_10.96 b,doll_0.40 b,doll_11.37 b,doll_11.45 b
doll_3.60 b,10920000000.0,doll_6.67 b,doll_0.58 B,doll_10.94 b,doll_24.08 m,doll_11.37 b,doll_11.43 b
doll_3.61 b,10890000000.0,doll_6.68 b,,,doll_1.00 b,doll_11.36 b,doll_11.42 b
doll_3.61 b,10880000000.0,doll_6.70 b,,doll_10.90 b,doll_1.45 b,doll_11.35 b,doll_11.41 b
doll_3.61 b,10860000000.0,doll_6.74 b,doll_0.58 B,doll_10.90 b,doll_0.47 b,doll_11.34 b,doll_11.38 b
