09-wissel-company_code,05-MalPatSaj-symbol,04-iGMM-code,02-GioPonSpiz-codice
crbg,2618.tw,pexip.ol,011170.ks
flxs,lyi.f,cenn,schaeffler.ns
cptn,ffin,omic,1802.t
abml,wen,ofed,aqua
arr,itci,vbiv,eeft
sg,bdsb.f,dtil,patanjali.ns
coya,2702.t,smlisuzu.ns,0489.hk
gpp,igt,6111.two,bc8.f
bepc,wix,cia,ipgp
asa,352820.ks,mitt,7912.t
vtyx,hsv.l,nak,rcm
slp,lun.to,vrm,flr
gecc,9001.t,3083.two,ldo.mi
ints,hxl,mnk,four
bcsf,cnm,oric,stvn
kinz,thc,ltrpa,3281.t
oz,flr,bkkt,civi
lipo,0489.hk,nucleus.ns,shc
refi,por,esca,dksh.sw
vine,tataelxsi.ns,clsk,expo
rxo,086280.ks,sach,gol
krp,6305.t,coffeeday.ns,cere
kref,lu,insg,hgv
gbdc,hgv,poll.jk,aubank.ns
aezs,bdev.l,4434.t,isdmr.is
ncpl,ait,avah,fivn
kyn,bandhanbnk.ns,sonx,rei-un.to
bhr,krg,dave,penn
pfhc,thg,vra,6060.hk
fwonk,psn,notv,aalb.as
cvm,psn.l,bzfd,orcc
cet,rhp,cdlx,mndy
acr,calx,esea,cc
sal,cumminsind.ns,tig,hqy
orcc,five.me,fnwb,ob8.f
sclx,tkwy.as,yell,ora
svc,iart,twin,lhcg
pagp,aqn,dbd,kgx.de
tci,7747.t,aomr,fn
epd,4190.sr,blze,2618.tw
glue,atkr,strc,hekts.is
wn.to,qbr-b.to,lidr,7276.t
bam,ig.mi,imrx,atkr
mga,bezq.ta,hnvr,pirc.mi
emp-a.to,erg.mi,4994.tw,bci.sn
atd.to,mtsi,lian,4967.t
td,bci.sn,bbxia,alit
ry,bc8.f,ecbk,colpal.ns
bns,krc,anix,ffin
tu,spsc,amtx,slab
mru.to,orcc,rmbi,ala.to
gib,eng.mc,alya,1102.tw
tixt,njr,apld,pwsc
wsp.to,r90.f,pbpb,bpop
gil,civi,pkp.wa,jbfcf
bce,bankindia.ns,hlgn,8046.tw
cm,jbfcf,ufi,prgo
bmo,wing,faze,cumminsind.ns
mfc,axs,pixy,hsv.l
snc.to,cc,ngl,txg
lulu,infa,wetg,bankindia.ns
na.to,7276.t,kuantum.ns,jmat.l
ac.to,coke,kore,bharatforg.ns
pwf-ps.to,6753.t,frbk,6753.t
tfii,key.to,7153.kl,cmin3.sa
gwo.to,ozk,oxsq,fpe.f
lnr.to,grumab.mx,mtrx,njr
ifc.to,swx,rigl,polycab.ns
ccl-b.to,rei-un.to,kmph,igt
stn,9719.t,3903.t,evr
fsv,2380.sr,genc,3888.hk
tri,fpe.f,ivac,blda.f
cni,srcl,paragmilk.ns,nykaa.ns
ntr,neoen.pa,fosecoind.ns,rey.mi
rci,1030.sr,spok,wen
dooo,ori.ax,hive,tho
bhc,smci,raneholdin.ns,astral.ns
gfl,fn,agfs,2380.sr
cls,dava,srt,ozk
sap.to,ldo.mi,hwbk,estc
cigi,idfcfirstb.ns,wprt,wb
su,amn,tcrt,utg.l
ffh.to,stvn,2100.hk,pfc.ns
csh-un.to,3141.t,mist,inco.jk
otex,vno,aptecht.ns,9706.t
csiq,pycr,til,wix
mfi.to,1102.tw,rvsb,cybr
ctc.to,bpop,mack,9147.t
bbd-b.to,fras.l,glt,five.me
cp,emmn.sw,klxe,gubrf.is
cae,jmat.l,3793.t,ua
blco,slab,kitex.ns,srcl
wfg,drvn,vff,002607.sz
enb,rey.mi,ctxr,por
teck,mrf.ns,port.jk,ait
byd.to,rf.pa,rcel,nhpc.ns
shop,vas.f,natr,wcp.to
cnq,msm,frgi,ate.pa
sjr,002607.sz,crmd,thg
fts,homb,bset,apg
dntl.to,rcm,xl,dec.pa
tcl-a.to,4967.t,9467.t,9719.t
nwc.to,9007.t,skipper.ns,5347.two
cfp.to,dsy.jo,ntp,fnb
mtl.to,utg.l,crnt,al
paas,sk.pa,asrt,4190.sr
trp,ipgp,prph,dlo
rfp,aak.st,spic.ns,axs
aem,eeft,spir,tsem
atz.to,pfc.ns,actg,vno
tih.to,inco.jk,sandhar.ns,iart
aco-x.to,azta,hurc,tataelxsi.ns
h.to,val,ltrx,spsc
atco,ne,samg,krc
ata.to,blda.f,opad,fra.de
cve,scha.ol,yj,arg.ax
qsr,tdoc,antx,homb
imo,esi,bli,hfg.de
uns.to,aalb.as,cgnt,bandhanbnk.ns
iag,ob8.f,imfa.ns,trno
cu.to,lpx,wheels.ns,ori.ax
lun.to,mrl.mc,rlyb,9001.t
goos,pvh,plby,ig.mi
alya,bkh,pfmt,hot.f
ifp.to,tit.mi,infu,bezq.ta
trq,indianb.ns,mrmd,1030.sr
aqn,ltmaq,free,zlab
pds,falabella.sn,batl,0b2.f
bb,arg.ax,grcl,kozal.is
rus.to,rxdx,hmpt,6305.t
cgc,sndr,huhtamaki.ns,mrl.mc
lb.to,fizz,prch,bkh
ala.to,tenb,czoo,7pz.f
rch.to,be,sqns,drvn
astl,hsx.l,ayrwf,ghitha.ae
rba,tko.pa,isbir.is,mphasis.ns
cwb.to,you,cclp,esi
aif.to,abcapital.ns,airs,tko.pa
wpk.to,box,ztek,gds
efn.to,tq71.f,olg.pa,tka.f
tk,mei.jo,cignititec.ns,rhp
sj.to,honaut.ns,rpglife.ns,emmn.sw
ero,boka.as,kulr,gps
ssrm,4751.t,svra,cade
cixx,0b2.f,ipha,7911.t
merc,fr.pa,ashiana.ns,wk
pba,apg,sasken.ns,omf
gsy.to,me8u.si,tela,akbnk.is
stlc.to,ate.pa,dhampursug.ns,temn.sw
bdgi.to,he,repcohome.ns,powi
cgg.to,mphasis.ns,mtnl.ns,eng.mc
ses.to,qlys,mhld,leg
toy.to,nsp,excelindus.ns,mtpof
efxt,tho,ello,imi.l
sftc.to,nmdc.ns,indorama.ns,crus
mty.to,fnb,zom,sha.f
agi,den,aray,hsx.l
tnk,godrejprop.ns,pwod,inch.l
engh.to,alkem.ns,kndi,rem.jo
vff,trno,quad,mrf.ns
and.to,gujgasltd.ns,afc.l,infa
wprt,dplm.l,ixhl,cast.st
fn.to,tpro.mi,4393.t,idfcfirstb.ns
tlry,w,oal.ns,he
vln.to,wcp.to,vabk,me8u.si
cjt.to,7pz.f,conn,3141.t
adw-a.to,3291.t,cash3.sa,psn
x.to,pph.jo,strs,nvei
bei-un.to,mms,tety.st,coke
smts,tgna,nrdy,sid
stkl,ua,fngr,4751.t
nvei,5347.two,joan,w
eqb.to,ajrd,plg,iac
acb,9863.hk,lmst,foxf
lev,wk,2497.t,krg
meoh,rem.jo,hesterbio.ns,icp.l
tac,vbk.f,ll,aak.st
exk,pirc.mi,gtpl.ns,hwdn.l
car-un.to,2888.tw,kcp.ns,nmdc.ns
swir,011170.ks,cifr,erg.mi
key.to,leg,grna,u96.si
tcx,sam,hil,7261.t
hiti,mft.nz,xers,h5p.f
drtt,man,kingfa.ns,r
tcn,sm,wendt.ns,at1.f
ogi,cade,cato,ati
silv,pwsc,sdc,mei.jo
einc.to,gol,caas,jysk.co
cpx.to,bmbl,vzla,9007.t
cpg,3888.hk,dnmr,seb
trssf,four,smlp,7747.t
dcbo,peco,shalby.ns,tpro.mi
vet,mtpof,selb,ltmaq
svi.to,wb,lcnb,bvt.jo
xbc.to,9706.t,goss,lpx
ccj,cwst,alps,aqn
imax,u96.si,shankara.ns,mnso
cron,omf,immp,boka.as
rei-un.to,xpo,lcut,ntra
sndl,r,mpsltd.ns,tq71.f
blx.to,sahol.is,298690.ks,2888.tw
ecn.to,sha.f,arbe,vc2.si
ine.to,asgn,kmda,mf.pa
lgo,sji,pre,cin.f
pou.to,al,cffi,husq-a.st
tsat,fluorochem.ns,cste,itci
gei.to,gh,tbnk,scha.ol
wcp.to,crus,cnce,tnet
abcl,bvt.jo,atlo,lec.f
iip-un.to,seb,fmgoetze.ns,you
erf,powi,tcmd,kinv-a.st
mux,toi.v,maps,6669.tw
meg.to,atco,smlr,boss.de
brag,vakbn.is,hut,mtsi
pxt.to,bucn.sw,tnpl.ns,tgna
fcr-un.to,cencosud.sn,mnsb,be
ap-un.to,lyft,evbn,syna
lac,fix,emx,athm
mogo,002602.sz,gnus,ajrd
tou.to,zws,jynt,3291.t
gte,aso,ptmn,nex.pa
auph,imi.l,stks,amn
chp-un.to,fibi.ta,naut,msm
crr-un.to,hot.f,aht,mglu3.sa
zyme,xd4.f,vwe,btg
slhg.v,newr,5982.t,bucn.sw
ax-un.to,ogs,qd,alks
solo,foxf,istr,light.as
orla,hwc,mpaa,alkem.ns
bir.to,dlo,npaper.st,neoen.pa
eagr.to,hindpetro.ns,plbc,fras.l
noa,her.mi,cnty,sail.ns
qbts,iac,dibs,pph.jo
osk.to,evr,troo,dava
sii,cast.st,tmc,mms
obe,prgo,kamux.he,cencosud.sn
rptx,s,3932.t,den
licy,ntra,ocul,six2.f
xene,aaon,wneb,fix
vbnk,bl,atcx,swx
mmat,light.as,rgco,fls
sgml,cabo,bcov,man
popr.v,jublfood.ns,apx.ax,peco
sang,ritm,nelco.ns,dplm.l
bitf,6770.tw,vadilalind.ns,indianb.ns
imv,lthm,upld,cabo
loop,cpx.to,locl,utdi.f
ie,jhg,axti,xd4.f
tve.to,fcfs,xoma,scr.pa
gp,alks,as.bk,bem.bk
crt-un.to,sail.ns,abos,sam
psk.to,pnm,6933.hk,cmpc.sn
tga,u14.si,lsea,abcapital.ns
tmdi,tnet,essa,paytm.ns
nvcn,husq-a.st,2660.hk,spie.pa
wpm,cere,lumaxind.ns,ta1.f
hut,paytm.ns,smhi,sji
nxe,1020.sr,ubs.vi,sndr
aav.to,spie.pa,grts,jhg
apto,rgedf,tidewater.ns,msgs
emx,dnli,1hq.f,wing
blu,slm,lctx,hwc
moz.to,ful,lsak,ogs
tmc,chc.ax,oust,tdoc
mist,icp.l,vidhiing.ns,box
oncy,hfg.de,gallispat.ns,0880.hk
hwx.to,g24.f,incr,nsp
any,bimas.is,grpn,nda.f
cio,8439.t,geo.mi,aso
hive,gds,adct,sofi
achv,temn.sw,true,mft.nz
fcu.to,bcpc,lung,chc.ax
plg,mmsi,hffg,her.mi
mag,irt,lmnr,af.pa
uroy,emtk.jk,celu,hae
mmx,mega.jk,6238.t,sahol.is
fih-u.to,bem.bk,voxx,asgn
tpz.to,pton,texrail.ns,meg.to
aau,lupin.ns,cvgi,agi
wrn,dv,aka,hri
tmq,sxs.l,uone,slm
lam.to,fra.de,dc,hindpetro.ns
fsy.to,syna,osg,sdf.f
groy,hae,cwco,esnt
lcfs.to,igg.l,absi,xpo
mga.to,2875.t,ndls,toi.v
slf,esnt,thrn,u14.si
abst,cmpc.sn,soun,alq.ax
nmg,h5p.f,vor,ssd
fru.to,rlx,frge,atco
fnv,601866.ss,prld,ggal
hexo,spwr,alto,002602.sz
lif.to,ssd,bksy,honaut.ns
fm.to,btu,cian,ykbnk.is
smu-un.to,ta1.f,body,lthm
eqx,rmbs,einc.to,pycr
cgau,re.pa,cix,smci
ftt.to,tkc,kbal,cigi
onex.to,frsh,jagran.ns,bmbl
lspd,mf.pa,greenply.ns,evn.ax
gpl,kinv-a.st,bsvn,rlx
eif.to,trtn,cvcy,fibi.ta
hr-un.to,ift.nz,hqi,bfam
dnn,fls,eg7.st,icui
iso.v,bxmt,091810.ks,6770.tw
ema.to,cwy.ax,3798.hk,lupin.ns
play.cn,3349.t,inbk,g24.f
yvr,383220.ks,odc,esgr
mrc.to,appf,pdlb,godrejprop.ns
elf.to,stb.ol,adse,lxs.f
pbh.to,lec.f,hsil.ns,rmbs
nwh-un.to,pki.to,aren,bl
dtea,chbay,apollopipe.ns,pnm
ego,kozal.is,vldr,fcc.mc
btg,cls.jo,bcml,bbajioo.mx
pow.to,cmin3.sa,luna,tfsl
dpm.to,6060.hk,moln,rgedf
asm,rng,jisldvreqs.ns,calx
sru-un.to,alq.ax,dhx,appf
recp.to,fibk,vsttillers.ns,trtn
dol.to,cbt,casa,sinch.st
vzla,pinc,iii,umbf
pza.to,oberoirlty.ns,forcemot.ns,str
usas,zd,pcyo,ritm
ztek,txg,pdsb,fizz
pey.to,onex.to,kltr,ttb.bk
sa,dec.pa,subros.ns,ftt.to
kuu.v,ftt.to,sify,bcpc
fil.to,bak,pkbk,arwr
pki.to,avt,tga,cwy.ax
cmc.v,hwdn.l,nacon.pa,abg
grp-un,modg,4165.t,d01.si
syz.to,gale.sw,vaxx,sxs.l
pyr,athm,ocn,tenb
,jysk.co,ssbk,modg
cca.to,kgx.de,immr,mega.jk
csw-a.to,alsn,pine,re.pa
cvg.to,tfsl,veri,fcfs
fsm,vc,m8g.de,601866.ss
sand,vc2.si,eex,aaon
nva.to,dph.l,fgbi,1020.sr
nfgc,bfam,llap,pki.to
aku,0880.hk,gati.ns,azta
deal.v,4516.t,rad,kojamo.he
npi.to,yeti,nmg,dufn.sw
sli,six2.f,bgfv,itv.l
cj.to,ab,faa.de,fibk
cs.to,hhc,scm,cls.jo
tgm.v,d01.si,wrn,9863.hk
amc.v,gubrf.is,timetechno.ns,hhc
tfpm,esgr,drts,dph.l
qbr-b.to,kex,neulandlab.ns,olpx
newp,nex.pa,pke,btu
weii.v,biocon.ns,wabag.ns,irt
cts.to,crsp,lvox,rig
ag,scr.pa,rngr,cbt
kgc,wns,apei,onex.to
kfs,4030.sr,egan,wns
cse-pa.to,abg,qbts,igg.l
toi.v,cuz,moz.to,sm
auy,fcc.mc,tusk,psk.to
ske,indf.jk,up,bbd-b.to
lug.to,lpl,gct,chpt
l.to,cigi,mux,frsh
wdo.to,cytk,bark,8439.t
wte.to,diod,spne,ejt1.f
bldp,ati,plth.cn,s
sve.v,cen.nz,sundarmhld.ns,petronet.ns
cyb.to,ttkom.is,glre,stb.ol
or,app,acrv,jublfood.ns
kmp-un.to,at1.f,mass,383220.ks
kxs.to,kojamo.he,atnm,avt
nept,msgs,bzun,chbay
arx.to,eurn,vmd,ucbi
eu.v,petronet.ns,love,bimas.is
acst,mtg,mstcltd.ns,emtk.jk
jwel.to,sid,zvia,toaso.is
vs,act,confipet.ns,cwst
ivn.to,agi,gne,vc
tgb,aplapollo.ns,dtc,cytk
trx,supremeind.ns,fhtx,app
fthw.v,aimc,weav,gale.sw
ipco.to,tal,autl,qlys
tsu.to,atz.to,rtnpower.ns,alsn
dsgx,hri,hov,2050.sr
svm,meg.to,jill,fele
igm.to,umpq,pcf.wa,mmsi
iag.to,cpg,6820.hk,cpx.to
aoi.to,smpl,plm,recltd.ns
bte.to,boss.de,1909.hk,ift.nz
gold,icui,fxlv,ael
pmet.v,hlne,uis,3349.t
plm,pch,3817.t,vbk.f
omi.v,gatx,tls,pinc
ng,mrvi,tree,llc.ax
brsh,chpt,krt,bxmt
0xd.f,persistent.ns,tgan,altr
nak,umbf,bnr,zws
ngd,altr,stok,ttkom.is
hbm,psk.to,ampy,ben.ax
dir-un.to,tka.f,gulfoillub.ns,gatx
spb.to,erf,asa,adnt
knt.to,mnso,somanycera.ns,002624.sz
fmx,1295.kl,myfw,diod
wmmvf,2610.tw,gato,zd
amx,eva,rtn.l,paas
bimboa.mx,obs.vi,rm,act
kof,elux-a.st,tsbk,ful
xekt.mc,btg,gpp,cpg
ac.mx,indb,bhr,pton
cx,utdi.f,alpn,ambu-b.co
tv,sdf.ax,accelya.ns,cen.nz
iba,aple,ww,newr
gfnorteo.mx,nvei,1301.t,elux-a.st
gmbxf,sdf.f,indiaglyco.ns,dnli
bsmx,becn,afmd,hlne
megacpo.mx,ttb.bk,electcast.ns,sgry
grumab.mx,toaso.is,ashoka.ns,sfsn.sw
cuervo.mx,2651.t,itic,srail.sw
fnlpf,fly.pa,le,tkc
vlrs,fele,grvy,mtg
sim,bbd-b.to,vktx,cuz
bwmx,mq,tlys,bzu.mi
pac,2050.sr,skil,gicre.ns
asr,itv.l,dsx,huh1v.he
omab,dufn.sw,8z3.f,obs.vi
vist,mli,11b.wa,lite
bbajioo.mx,igl.ns,knte,251270.ks
vow3.de,inch.l,nodk,2651.t
dpw.de,sofi,sequent.ns,ab
fre.de,lukn.sw,emudhra.ns,sfbs
sie.de,onto,view,aimc
dte.de,mindaind.ns,mvbf,v03.si
con.de,lnth,5983.kl,crsp
mbg.de,vpk.as,orrf,nsit
alv.de,arwr,5478.two,erf
fms,035250.ks,ocgn,dv
bmw.de,frhc,hrtx,indf.jk
sap,ale,adb.mi,frhc
bas.de,lite,quot,vpk.as
lha.de,nari,ear,yeti
dtg.f,6bf.f,omga,arcad.as
bayzf,antarchile.sn,smti,sdf.ax
8tra.de,aixa.f,gbio,dae.sw
tka.f,agl.ax,huma,col.mc
enr.f,huh1v.he,imab,603444.ss
b4b.f,v03.si,ar.to,elis.pa
db,8572.t,hnrg,neog
sha.f,nda.f,lcfs.to,vonn.sw
eoan.de,gco.mc,nn,flnc
shl.de,bbajioo.mx,nbn,1295.kl
mrk.de,gicre.ns,kodk,antarchile.sn
ads.de,sfbs,fath,035250.ks
tui1.f,recltd.ns,ptc.ns,wfrd
ifx.de,sfsn.sw,clpr,sr
hei.de,virt,marksans.ns,onto
hen3.de,ago,qiwi.me,2875.t
dher.f,sun,sb,top.bk
kgx.de,pten,azre,aplapollo.ns
muv2.de,ben.ax,7552.t,fluorochem.ns
cbk.f,3529.two,ogi,apn.jo
vtsc.de,aco-x.to,prts,swec-a.st
hot.f,tate.l,sol,hlun-b.co
hle.f,abcm,hlly,lpl
evk.de,hlun-b.co,bcbp,mli
kbx.de,3481.tw,jpassociat.ns,maxr
syab.de,arcad.as,wkhs,vakbn.is
hbh.de,002624.sz,mlr,eo.pa
hbm.hm,bsm,nrim,hvn.ax
ebk.de,psb.ns,purva.ns,gaw.l
tlx.de,bhf,alfoc.pa,lukn.sw
szg.f,047810.ks,sbt,sun
byw.f,deepakntr.ns,brcc,tui1.f
fie.f,pcvx,vsta,glbe
bei.de,sfm,pntg,kex
rhm.f,chgg,pepg,gujgasltd.ns
jun3.f,synh,hci,b4b.f
fra.de,krn.f,arvind.ns,supremeind.ns
szu.f,cvbf,0078.hk,sum
rwe.de,apn.jo,desp,towr.jk
rhk.de,arto.jk,muln,2610.tw
due.f,olpx,0050.hk,snc.to
g1a.f,sanm,acnb,hl
1cov.f,srail.sw,remedy.he,fly.pa
bnr.de,sum,hondapower.ns,atz.to
zal.de,doc,bbln,aple
na9.de,nod.ol,gilt,pten
krn.f,zlab,voltamp.ns,tate.l
drw8.f,sr,pza.to,oberoirlty.ns
pum.de,glbe,sar,umpq
vna.de,grp-un,ctv,047810.ks
boss.de,evn.ax,aadi,mindaind.ns
wch.f,federalbnk.ns,siysil.ns,dnet.jk
hfg.de,escorts.ns,inse,0008.hk
hlag.de,awr,arp.st,manu
srt.de,arry,gthx,ago
bc8.f,mlsr.ta,qsi,ale
lxs.f,vonn.sw,lgo,persistent.ns
sy1.de,tdc,sudarschem.ns,dlg.mi
un01.de,crk,supv,afrm
ar4.de,bzu.mi,gabriel.ns,gco.mc
gxi.f,ucbi,tcx,bhf
mtx.de,hvn.ax,cosmofilms.ns,indb
sdf.f,swec-a.st,ride,seas
inh.f,spt,boom,3529.two
utdi.f,inst,aeva,unf
sax.f,4385.t,nl,biocon.ns
zil2.de,col.mc,cyxt,wtm
ndx1.f,manu,0xd.f,mth
db1.de,nsit,fnlc,aco-x.to
cop.de,ayx,nstg,2002.t
psm.f,dae.sw,sond,icad.pa
o2d.de,0r1.f,hipo,bak
nda.f,aeis,pgen,cpa
gil.f,ubi.pa,lx,env
hhfa.f,unf,bsrr,0694.hk
mvv1.f,0694.hk,ever,8572.t
six2.f,ambu-b.co,oz,virt
hag.f,bill.st,mtw,2128.hk
wac.f,nni,astramicro.ns,qfin
wuw.f,fold,lmdx,fl
noej.f,paas,nilkamal.ns,lnth
ag1.f,0008.hk,vlgea,federalbnk.ns
fpe.f,llc.ax,glad,krn.f
sow.f,gil.f,blde,tieto.he
kws.f,dlg.l,rell,3481.tw
var1.f,top.bk,7803.t,doc
evo,gland.ns,orgo,0r1.f
jmia,stng,wve,sem
nbg6.f,dlg.mi,noa,brbr
waf.f,hrmy,vld,agl.ax
jen.f,wtm,kscl.ns,sms2.f
cwc.f,towr.jk,hbcp,wizz.l
cok.f,d7v.f,abml,spr
fntn.f,onem,avnw,qs
pfv.f,dq,smmf,inst
dws.f,bion.sw,rmni,4030.sr
s92.f,axsm,amc.v,dna
afxa.f,tieto.he,pfocus.ns,sru-un.to
hnr1.de,sinch.st,cmtl,grp-un
nem.f,seas,ots.vi,qub.ax
evd.f,coromandel.ns,ooma,fold
1u1.de,dnet.jk,niu,gil.f
bntx,603444.ss,aldx,cns
mnv6.f,cwt,ngms,smpl
iur.f,vir,lqda,nari
arl.f,lxs.f,orc,gtes
dmp.f,acopy,pstl,ssrm
ssu,sru-un.to,api,dln.l
hyq.f,amba,irmd,synh
raa.f,evn.f,scpl,mq
bio.f,af.pa,hblpower.ns,tmhc
teg.f,nwe,neti,jbh.ax
glj.f,ael,sklz,0659.hk
leg.de,gef,trin,pch
nwo.f,brbr,nwpx,becn
sim0.f,voltas.ns,devo.l,dada
,3391.t,civb,cvbf
sbs.f,qub.ax,nfl.ns,3391.t
mrx.f,bmi,osur,igl.ns
tmv.de,adnt,tg,6bf.f
dwni.de,inkp.jk,ghg,mks.l
trvg,fl,autoaxles.ns,gef
myte,0659.hk,djco,2834.tw
haw.de,halkb.is,tgb,kmpr
ftk.de,2128.hk,069080.kq,abcm
mum.f,dei,fisi,jun3.f
p1z.vi,rz8g.f,acb,bion.sw
lilm,byd.to,tatastllp.ns,affs
vbk.f,2834.tw,bcab,ipar
euz.f,affs,tsat,dlg.l
ysn.f,rsw.l,csv,evn.f
bvb.f,mym.f,gci,4385.t
g24.f,kmpr,cdxs,ari.jo
pbb.de,env,hathway.ns,twks
aixa.f,mth,cio,vir
cvac,pge.wa,hlg,lh.bk
aof.f,hi,gbli,arry
mor,curlf,aan,pge.wa
c0m.f,hl,tpb,mrvi
vtwr.de,4581.t,newp,awr
gwk3.hm,ntla,ontf,pcvx
ce2.f,ejt1.f,nr,4516.t
imtx,2002.t,tci,ncr
dic.de,asb,haw.de,rsw.l
sev,stgw,mcbc,mlsr.ta
lec.f,eprt,cznc,bsm
adl.de,laz,pfis,avnt
lov,log.mc,112040.kq,uni.mc
myna,nk.pa,mpx,ayx
afmd,tmhc,groy,acopy
tima.f,amrc,cmax,nwe
ecv.f,dln.l,ptgx,sanm
atai,neog,bbw,asb
ifrx,bdc,kod,staa
vih1.f,vsco,mekko.he,bts.bk
pah3.de,abcb,gte,eprt
gty.f,ror.l,itdc.ns,fhi
pag.f,mglu3.sa,doyu,subc.ol
deq.f,tbig.jk,satl,ptct
p911.de,elis.pa,shbi,ror.l
mynz,metsa.he,tsp,nni
gbf.f,asan,grwg,nk.pa
tep.pa,wwg.f,pnnt,rng
sw.pa,ecv.f,hcc.ns,lope
cap.pa,icad.pa,altg,pltk
ca.pa,lh.bk,ff,aeis
dg.pa,twks,6736.t,omab
vie.pa,sgml,lxfr,4197.kl
co.pa,afrm,igic,kos
bnp.pa,idea.ns,6180.two,wwg.f
el.pa,pltk,fmao,kwr
sgo.pa,ncr,ppap.kh,bdc
edf.pa,dna,avon.l,fdr.mc
rno.pa,cns,rose.sw,fhb
mc.pa,awi,lxrx,vnt
engi.pa,lope,amnb,cbu
eo.pa,cpa,htbi,0023.hk
oran,hiw,pfhd,aixa.f
cdi.pa,azek,zeus,d7v.f
su.pa,sig,scwo,bnl
en.pa,bnl,atlc,mfsl.ns
ml.pa,delhivery.ns,loco,4581.t
gle.pa,s51.si,chennpetro.ns,rz8g.f
ato.pa,ens,hug.wa,awi
cs.pa,lac,star.ns,hbr.l
fr.pa,snc.to,dxlg,eva
tte,fhi,law,bayanat.ae
bn.pa,cbu,hyzn,azek
pub.pa,fhb,cstr,cwt
sny,twnk,eols,abcb
mf.pa,9048.t,pets,0683.hk
or.pa,golf,jmia,awc.ax
bvi.pa,ain,mcphy.pa,cie.mc
saf.pa,0023.hk,anantraj.ns,evo
ho.pa,hbr.l,srrk,gnn.f
aca.pa,ninoy,grin,byd.to
fgr.pa,ssrm,skyt,escorts.ns
af.pa,gtes,agcnet.ns,neu
orp.pa,iipr,co,0014.hk
bop.f,olli,spwh,ain
alo.pa,axnx,pag.f,lsg.ol
ai.pa,rare,abus,bmi
re.pa,lsg.ol,eh,sfm
ate.pa,3mindia.ns,rsvr,amba
spie.pa,jbh.ax,moil.ns,whd
elis.pa,buou.si,rei,szu.f
ker.pa,tatachem.ns,cccc,stgw
lr.pa,tr,nref,0522.hk
viv.pa,ay,cveo,log.mc
sk.pa,ava,ceco,tdc
mmb.pa,auropharma.ns,maya.jk,lth
rxl.pa,smu-un.to,seer,buou.si
adp.pa,crc,powl,pou.to
nex.pa,beam,gwh,ninoy
save.pa,vsh,curv,mym.f
fnac.pa,inmd,tk,sky
wln.pa,4197.kl,etnb,onem
dsy.pa,avnt,blbd,olli
pom.pa,rig,ssti,crc
ubi.pa,gmrinfra.ns,ois,vmuk.l
rf.pa,ebc,bvb.f,ndx1.f
ri.pa,etrn,sfix,golf
ake.pa,021240.ks,bird,ntco
,251270.ks,mx,smg
nk.pa,sem,gnty,ens
ac.pa,kxs.to,cpsi,7564.t
am.pa,jun3.f,glop,metsa.he
bim.pa,6460.t,cook,mbk.wa
cstm,goco,ao.l,tnl
dec.pa,161390.ks,ofix,laz
bb.pa,kwr,egrx,bwy.l
eden.pa,b4b.f,smwb,wsv2.f
ben.pa,0683.hk,vesuvius.ns,fie.f
tri.pa,arclk.is,can,ace.mi
so.pa,pzza,apen,acls
ald.pa,shls,gami,arclk.is
amun.pa,eye,inoxwind.ns,tgs
ipn.pa,vnt,sibn,pbh
rui.pa,iq,ciso,spxc
cofa.pa,whd,alxo,alk-b.co
scr.pa,pega,iceair.ic,cse-pa.to
get.pa,ari.jo,swbi,hiw
tfi.pa,sct.l,nuvb,ecv.f
ovh.pa,subc.ol,prth,ubi.pa
fdj.vi,vzn.sw,stro,voltas.ns
crto,blkb,bh,sxt
urw.as,sxt,plce,sig
exn.pa,4536.t,tpic,dq
alta.pa,cse-pa.to,tars,shls
rco.pa,fie.f,zfox,blkb
cbe.pa,srad,fcuv,teo
soi.pa,alk-b.co,rkforge.ns,cgas5.sa
vltsa.pa,timken.ns,newt,gt
icad.pa,0522.hk,atra,dei
etl.pa,aksen.is,gevo,vsh
li.pa,bts.bk,phat,spwr
cov.pa,ppbi,indoco.ns,ntla
nacon.pa,awc.ax,mitk,deepakntr.ns
valn,amp.ax,3026.kl,tex
tko.pa,4912.t,gain,jbt
olg.pa,epr,hlth,tr
gfc.pa,0014.hk,opy,srad
aldne.pa,vis.mc,bw,6460.t
clls,wfrd,tti,s51.si
pst.mi,pjt,prpl,smu-un.to
isp.mi,hasi,aura,boh
g.mi,gt,zumz,isat.jk
ucg.mi,4506.t,akya,esab
enel.mi,sky,astec.ns,auropharma.ns
tit.mi,caty,paisalo.ns,021240.ks
ldo.mi,bzy.f,axgn,omu.jo
ivg.mi,neu,veru,caty
e,4613.t,3694.t,cgcbv.he
pirc.mi,tnl,lind,bzy.f
pry.mi,torntpower.ns,vera,axnx
bami.mi,omab,bkuh,hcm
atl.mi,phoenixltd.ns,6633.hk,hi
amp.mi,spr,9990.hk,cvi
1913.hk,000100.ks,jindalpoly.ns,161390.ks
rey.mi,pi,pmvp,grg.l
us.mi,amot.ta,plpc,evh
nexi.mi,pbh,wish,burjeel.ae
bzu.mi,sgkn.sw,albo,nod.ol
ace.mi,boh,zyme,phoenixltd.ns
dlg.mi,spxc,gldd,enov
ire.mi,ovh.pa,ino,eye
her.mi,zeel.ns,pack,cri
zgn,cdr.wa,0799.hk,pi
