name,type,industry,founded,founders,headquarters,key_people,services,revenue,operating_income,total_assets,number_of_employees,website
ALTEN,[],"['Information technology', 'Consulting', 'Outsourcing']","['1988 by Simon Azoulay, Laurent Schwarz and Thierry Woog']",[],"['Boulogne-Billancourt', 'France']",[],[],[' €2.269 Billion (2018)'],[],[],"['42,000 (June. 2022)', '[3]']","['www', '.alten', '.com']"
Bayer AG,['Aktiengesellschaft'],"['Pharmaceuticals', 'Chemicals', 'Biotechnology', 'Healthcare']",['1\xa0August 1863'],['Friedrich Bayer'],"['Leverkusen', 'North Rhine-Westphalia', 'Germany']",[],[],['€'],"[' €3.353 billion (2021)', '[2]']","[' €120.241 billion (2021)', '[2]']","['99,637 (2021)', '[2]']","['www', '.bayer', '.com']"
Accenture plc,['Public'],"['Professional services', 'Information technology', 'Consulting']",['1989'],[],['Dublin'],[],[],"[' ', ' ', 'US$', '61.6 billion', ' (2022)', '[2]']","[' ', 'US$9.37 billion', ' (2022)', '[2]']","[' ', 'US$47.26 billion', ' (2022)', '[2]']","['721,000 (2022)', '[3]']","['www', '.accenture', '.com']"
Deloitte Touche Tohmatsu Limited,['private company limited by guarantee'],['Professional services'],['London'],['William Welch Deloitte'],['London'],[],"['Audit', 'Management consulting', 'Financial advisory', 'Risk advisory', 'Tax', 'Legal']",[' US$59.3 billion (2022)'],[],[],"['415,000 (2022)', '[5]']","['deloitte', '.com']"
Cyient,['Public'],['Conglomerate'],['1991'],['B. V. R. Mohan Reddy'],['Hyderabad'],[],[],"[' ', ' (US$510\xa0million) (FY 2018)']",[],[],"['10,000+ (2018)']","['www', '.cyient', '.com']"
NCS Group,['Subsidiary'],"['IT, infocomm']",['1981'],[],['Singapore'],[],[],[],[],[],"['12,000', '[1]']",['https://www.ncs.co/en-sg/']
Datamatics Global Services Ltd,['Public'],"['IT services', 'IT consulting']",['1975'],"['Dr. Lalit.S.Kanodia', 'Chairman']","['Mumbai', 'Maharashtra']",[],"['Business process outsourcing', 'Software']",[' (US$140\xa0million)(2019)'],[],[],"['10,000+']","['www', '.datamatics', '.com']"
Zensar Technologies Ltd,['Public'],['IT services'],['1991'],[],"['Pune, India']",[],"['Digital supply chain', 'artificial intelligence', 'cloud infrastructure', 'data management', 'enterprise applications']",[' '],[],[],['11000+ (2022)'],"['www', '.zensar', '.com']"
Coforge Ltd.,['Public'],['Information technology'],['13\xa0May 1992'],[],"['Noida', 'Uttar Pradesh']",[],"['Digital supply chain', 'Artificial intelligence', 'Cloud infrastructure', 'Data management', 'Enterprise applications']","[' ', ' (US$810\xa0million) (FY2022)']",[],[],"['21000+ (2021)', '[3]']","['www', '.coforge', '.com']"
KPIT Technologies Limited,['Public'],['Automotive'],[],"[' (', ')', '(', ' & ', ')']","['Pune, Maharashtra']",[],['Product engineering'],[' (US$300\xa0million)(FY2022)'],[],[],"['10,000+ (as of October 2022)', '[3]']","['www', '.kpit', '.com']"
L&T Technology Services,['Public'],"['Engineering', 'Consulting']",['14 June 2012'],[],"['Vadodara', 'Gujarat', 'India']",[],[],"[' ', ' (US$820\xa0million)', ' (2022)']",[],[],"['19,000+ (2020)']","['www', '.ltts', '.com']"
Persistent Systems,['Public'],['IT Services'],['Pune'],['Anand Deshpande'],"['Pune', 'Maharashtra']",[],[],"[' ', ' (US$720\xa0million) (FY2022)']",[],[],"['21,000+']","['persistent', '.com']"
"Cadence Design Systems, Inc.",['Public company'],['Computer Software'],['1988'],[],"['San Jose, California']",[],[],"[' ', ' (2021)']","[' US$0.78 billion (2021)', '[1]']","[' US$4.39 billion (2021)', '[1]']","['9,300 (Jan 2022)', '[1]']","['www', '.cadence', '.com']"
"FleetCor Technologies, Inc.",['Public company'],['Financial data services'],['2000'],[],"['Atlanta, Georgia']",[],[],"[' ', 'US$', '2.433 billion', ' (2018)', '[2]']","[' US$1.09 billion (2018)', '[2]']","[' US$11.2 billion (2018)', '[2]']","['7,600 (2018)']","['www', '.fleetcor', '.com']"
"Zoom Video Communications, Inc.",['Public company'],[],"['April\xa021, 2011']",['Eric Yuan'],"['San Jose, California', ', U.S.']",[],"['Videotelephony', 'Online chat', 'Business telephone systems']","[' ', ' (2022)']",[' US$1.06 billion (2022)'],[' US$7.55 billion (2022)'],"['6,787 (2022)']",[' ']
"Citrix Systems, Inc.",['Private'],"['Cloud computing', 'Virtualization', 'Computer software']","['Richardson, Texas']",['Ed Iacobucci'],"[', U.S.']",[],[],"[' ', ' (2021)']",[' US$237\xa0million (2021)'],[' US$6.98\xa0billion (2021)'],"['9,700 (December 2021)']","['www', '.citrix', '.com']"
"Akamai Technologies, Inc.",['Public'],"['Internet', 'Cloud computing']",['1998'],['Jonathan Seelig'],"['Cambridge, Massachusetts']",[],[],[' $3.461 billion (2021)'],[' $783 million (2021)'],[' $8.138 billion (2021)'],"['8,800 (2021)']",['akamai.com']
"EPAM Systems, Inc.",['Public company'],['Software engineering'],['1993'],[],"['Newtown, Pennsylvania']",[],"[' ', 'digital platform engineering', 'application development', 'enterprise application platforms', 'application testing', 'application maintenance and support', 'ASM and infrastructure services']","[' ', 'US$', '3.758 billion', ' (2021)', '[1]']",[],[],"['58,824 (Dec 2021)', '[2]']","['epam', '.com']"
"Synopsys, Inc.",['Public'],"['Integrated circuit', 'Self-driving car', 'Software as a service', 'Software Testing', 'Internet of Things']",['Research Triangle Park'],['David Gregory'],"['Mountain View, California']",[],[],"[' ', ' (2021)']","[' US$734.8 million (2021)', '[3]']","[' ', 'US$8.75 billion', ' (2021)', '[3]']","['16,361 (2021)', '[3]']","['synopsys', '.com']"
"Autodesk, Inc.",['Public'],"['media & entertainment', 'manufacturing & industrial', 'bioscience']",['Mill Valley'],['John Walker'],"['One Market Plaza', 'San Francisco, California']",[],[],"[' ', ' ', 'US$', '4.39 billion', ' (2022)']","[' ', ' ', 'US$617.6 million', ' (2022)']","[' ', 'US$8.61 billion', ' (2022)']","['12,600 (January 2022)']",['autodesk.com']
Amdocs Limited,['Public company'],['Software'],"['1982', ' in Israel']","['Avinoam Naor', 'Boaz Dotan']","[', United States (corporate)', ' (registered office)']",[],[],"[' ', ' (2021)']",[' US$599 million (2021)'],[' US$6.51 billion (2021)'],"['31,000 (2022)', '[2]']","['amdocs', '.com']"
Gen Digital Inc.,['Public'],['Computer software'],"['Sunnyvale, California']",['Gary Hendrix'],"[', Arizona, U.S.', ', Czech Republic']",[],['Computer security'],"[' ', '\xa0(2022)']","[' ', 'US$1.01 billion', '\xa0(2022)']","[' ', 'US$6.94 billion', '\xa0(2022)']","['c.', '\u20092,700', '\xa0(2022)']","['gendigital', '.com']"
"Paychex, Inc.",['Public company'],"['Business Process Outsourcing', 'Human Capital Management']",['1971'],['B. Thomas Golisano'],"['Rochester, New York']",[],['Payroll and HR services'],"[' ', 'US$', '4.61 billion', ' (2022)']",[' US$1.84 billion (2022)'],[' US$9.64 billion (2022)'],"['c.', '\u200916,000', '\xa0(2022)']","['paychex', '.com']"
"Palo Alto Networks, Inc.",['Public company'],"['Network security', 'Cybersecurity', 'Cloud Computing']",['2005'],['Nir Zuk'],"['Santa Clara, California']",[],[],"[' ', '\xa0(2022)']","[' ', 'US$−189 million', '[5]', '\xa0(2022)']","[' ', 'US$12.25 billion', '[5]', '\xa0(2022)']","['12,561 (July 2022)', '[5]']","['paloaltonetworks', '.com']"
Assicurazioni Generali S.p.A.,['Public'],['Financial services'],['1831'],[],"['Trieste', 'Italy']",[],[],['€'],"[' €5.85 billion (2021)', '[1]']","[' €710 billion (2021)', '[1]']","['74,621 (2021)', '[1]']","['www', '.generali', '.com']"
FIAT Automobiles ,"['Subsidiary', 'S.p.A.']",['Automotive'],['2007'],"['Luigi Damevino ', 'Cesare Goria Gatti', 'Roberto Biscaretti di Ruffia', 'Carlo Racca', 'Emanuele Cacherano di Bricherasio', 'Michele Ceriana Mayneri', 'Lodovico Scarfiotti', 'Alfonso Ferrero']","['Lingotto', 'Turin']",[],[],"['800,000,000 United States dollar (2012)\xa0']",[],[],[],['fiat.com']
Enel S.p.A.,['Società per azioni'],['Electric utility'],['27\xa0November 1962'],['Italian government'],"['Rome', 'Italy']",[],[],['€'],"['€7.7\xa0billion (2021)', '[2]']",[' €206.9\xa0billion (2021)'],"['66,279 (2021)', '[5]']",['www.enel.com']
"Banco Santander, S.A.",['Sociedad Anónima'],['Financial services'],['15\xa0May 1857'],[],"['Santander', 'Boadilla del Monte', 'Madrid']",[],[],[],[],"[' €1.666\xa0trillion (2021)', '[1]']","[' 198,204 (2021)', '[1]']","['www', '.santander', '.com']"
Engie SA,['Société Anonyme'],['Electric utility'],['22\xa0July 2008'],[],"['La Défense', 'France']",[],[],['€'],"[' €5.7\xa0billion (2019)', '[1]']","[' €159.8\xa0billion (2019)', '[1]']","['171,100 (2019)']","['engie', '.com', '/en']"
BNP Paribas S.A.,['Société Anonyme'],['Financial services'],"['1848', "" (Comptoir National d'Escompte de Paris, predecessor of BNP)"", '1872 (Banque de Paris et des Pays-Bas, later called Paribas)', '2000 (as BNP Paribas)']",[],"['Boulevard des Italiens', 'Paris', 'France']",[],[],['€'],"[' €12.2\xa0billion (2021)', '[2]']","[' €2.6\xa0trillion (2021)', '[2]']","['190,000 (2022)', '[2]']",['group.bnpparibas']
Siemens Aktiengesellschaft,['Public'],['Conglomerate'],"['Berlin', 'Kingdom of Prussia']",['Werner von Siemens'],"['Munich', 'Berlin']",[],"['Business services', 'financing', 'project engineering', 'construction']",[' €62.265 billion (2021)'],"[' €7.496 billion (2021)', '[2]']","[' €139.608 billion (2021)', '[2]']","['303,000 (2021)', '[2]']","['www', '.siemens', '.com']"
AXA S.A.,['Public'],['Financial services'],['1816'],[],['Paris'],[],[],['€'],"[' €5.91 billion  (2021)', '[2]']","[' €775.5 billion (2021)', '[2]']","['149,000 (2021)', '[2]']","['www', '.axa', '.com']"
Allianz,['Public'],['Financial services'],['5 February 1890'],['Carl von Thieme'],['Munich'],[],[],['€'],"[' €13.40\xa0billion (2021)', '[1]']","[' €1.14\xa0trillion (2021)', '[1]']","['155,411 (2021)', '[1]']","['allianz', '.com']"
Exor N.V.,"['Public', 'N.V.']",['Holding company'],['27\xa0July 1927'],['Giovanni Agnelli'],"['Amsterdam', 'Netherlands']",[],[],[' €33.617 billion (2021)'],[],"[' €91.111 billion (2021)', '[1]']","['74,353 (approx) (2021)', '[1]']",['exor.com']
Carrefour,['Société anonyme'],"['Retail', 'Wholesaling']",['1\xa0January 1958'],"['Marcel Fournier', 'Jacques Defforey']","['Massy', 'Essonne']",[],"['Cash and carry', 'warehouse club', 'discount store', 'hypermarket', 'supercenter', 'superstore', 'supermarket']","[' 35.28 billion (France)\n', ' 21.28 billion (Europe)\n', ' 13.89 billion (Latam)\n', ' 2.49 billion (Taiwan)\n']","['\n', ' €2.27\xa0billion (2021)', '[2]', '[1]', '\n', ' 768 million (Latam)\n', ' 757 million (France)\n', ' 718 million (Europe)\n', ' 78 million (Taiwan)\n', ' ', '-', '49 million (global functions)\n', '\n']","[' €47.67\xa0billion (2021)', '[2]']","['\n', ' 319,565 ', '(2021)', '[1]', '\n', ' 115,310 (', 'Latam', ')', ' 191,707 (', 'Europe', ')', ' 12,548 (', 'Asia', ')', '\n']",['www.carrefour.com']
Royal Canadian Mint,"['Crown corporation', 'Low-rise']",['Coin mintage'],"['January\xa02,\xa01908']",[],['Ottawa'],[],"['assay', 'coin production']","[' $2,641.4', 'million (2016)']","[' $34.563', '\xa0', 'million (2016)', '[2]']","[' $444.097', '\xa0', 'million (2016)', '[2]']","['1,280 (2016)', '[2]']",[' ']
Singapore Mint,[],['Metalworking'],['1968'],[],['Singapore'],[],[],[],[],[],[],[]
Valcambi,['S.A. (corporation)'],['Refining'],['Balerna'],[],"['Balerna', 'Switzerland']",[],[],[],[],[],['155'],"['www', '.valcambi', '.com']"
Hungarian Mint,['Government-owned company'],['Coin'],"['1001 ', ' 1925 as the Royal Hungarian State Mint']",[],"['Budapest', 'Hungary']",[],[],[],[],[],[],"['www', '.penzvero', '.hu']"
Austrian Mint,[],[],['1989'],[],[],[],[],[],[],[],[],['www.muenzeoesterreich.at']
The Royal Mint Limited,"['State-owned', 'limited company']",['Coin'],[' AD'],[],"['Llantrisant', 'Rhondda Cynon Taf']",[],[],[' £506 million (2017)'],"[' £14.5 million (2017)', '[2]']","[' £71.9 million (2017)', '[2]']",['900+'],"['www', '.royalmint', '.com']"
Mercedes-Benz Group,['Public'],['Automotive'],"['1926 (original foundation of Daimler-Benz)', '2007 (foundation of Daimler AG)']",[],"['Stuttgart', 'Germany']",[],[],"[' €133,9 billion (2021)']","[' €16.0 billion (2021)', '[1]']","[' €258.8 billion (2021)', '[1]']","[' 172,425 (2021)', '[1]']","['group', '.mercedes-benz', '.com']"
Umicore SA,"['Public', 'S.A.']","['Metals', 'Mining']",['1989'],[],"['Brussels', 'Belgium']",[],[],['€'],"['€524.1 million ', '(2012)', '[4]']","['€3.512 billion ', '(end 2010)', '[4]']","['10,224 ', '(2018)', '[5]']",['www.umicore.com']
Nu Boyana Film Studios,[],['Cinematography'],['1962'],[],"['Sofia', 'Bulgaria']",[],[],[],[],[],[],"['nuboyana', '.com']"
Texas Precious Metals,['Private'],['Precious metals'],['2011'],[],"['Shiner, Texas', 'United States']",[],[],"['2013: $180.1M', '2014: $153.2M']",[],[],[],['www.texmetals.com']
Studio 100 NV,['Joint-stock company'],['Family Entertainment'],['1996'],['Gert Verhulst'],['Schelle'],[],[],[],[],[],[],"['www', '.studio100group', '.com']"
Belarusfilm,['Corporation'],"['Motion pictures', 'Animated films']",['1926'],[],"['Minsk', 'Belarus']",[],[],[],[],[],[],[]
Impress Telefilm,['Media and Entertainment Company'],[],['2003'],['Faridur Reza Sagar'],['Bangladesh'],[],[],[],[],[],[],[]
Globo Filmes,['Private'],[],"['December\xa025, 1998']",['Roberto Marinho'],"['Rio de Janeiro', 'RJ']",[],[],[],[],[],[],['Official website']
Engen Petroleum Limited,['Public'],['Oil and gas'],['1881'],[],['Cape Town'],[],[],['R70 033 million (2017)'],"['R5.155 million (2017)', '[2]']","['R40.878 million (2017)', '[2]']","['3,485 (2017)', '[2]']",['engen.co.za']
LocalBitcoins,[],[],['June 2012'],['Jeremias Kangas'],['Helsinki'],[],[],[],[],[],['100+'],"['localbitcoins', '.com']"
Kraken,['Cryptocurrency exchange'],[],"['July\xa028, 2011']",[],[],[],[],[],[],[],[],"['kraken', '.com']"
Huobi,['Public'],['Bitcoin exchange'],['2013'],['Leon Li'],['Seychelles'],[],[],[],[],[],[],"['www', '.hbg', '.com']"
GHash.io,[],['Bitcoin mining pool'],['July 2013'],[],['Netherlands\xa0'],[],[],[],[],[],[],['\xa0']
Coffee Island,['Franchise'],['Food and Beverage'],['1999'],[],"['Patras', 'Greece']",[],[],[],[],[],[],['https://www.coffeeisland.gr/en/']
Caribou Coffee Company,['Private'],"['coffee', 'tea']","['December\xa014, 1992', ' Edina, Minnesota, United States']",[],"['Brooklyn Center', 'Minnesota', 'U.S.']",[],[],[],[],[],"['7,000+', '[3]']","['www', '.cariboucoffee', '.com']"
The Kroger Company,['Public'],['Retail'],"['Cincinnati, Ohio']",['Bernard Kroger'],"['Cincinnati, Ohio', 'U.S.']",[],[],"[' ', ' ', 'US$', '137.888 billion', ' (2022)', '[3]', ' ']","[' ', 'US$3.477 billion', ' (2022)', '[3]']","[' ', 'US$49.086 billion', ' (2022)', '[3]']","['465,000 (2022)', '[4]']","['www', '.thekrogerco', '.com', 'www', '.kroger', '.com']"
Caffè Vita Coffee Roasting,['Private'],['Restaurants'],['1995'],[],"['Seattle', 'Washington']",[],[],[],[],[],['100'],['www.caffevita.com']
Trafigura Group Pte. Ltd.,['Private'],['Commodity'],['1993'],[],"['Ocean Financial Centre', 'Singapore']",[],"['Commodity trading', 'logistics']","['US$', 'FY']","['1,491,700,000 United States dollar (2018)\xa0']","[' US$90.1 billion (FY2021)', '[3]', '[4]']","['8,619 (2020) ', '[3]']",['trafigura.com']
JPMorgan Chase & Co.,['Public'],['Financial services'],"['December\xa01, 2000']","['Aaron Burr', 'Balthazar P. Melick', 'John Pierpont Morgan', 'John Thompson']",['383 Madison Avenue'],[],[],['US$'],[' US$59.56 billion\xa0(2021)'],[' US$3.77 trillion\xa0(2022)'],"[' 288,474', '[1]', '\xa0(2022)']","['www', '.jpmorganchase', '.com']"
Hon Hai Precision Industry Co. Ltd.,['Public'],['Electronics'],"['20\xa0February 1974', ' (as Hon Hai Precision Industry Co., Ltd.)']",['Terry Gou'],"['Tucheng District', 'New Taipei', 'Taiwan']",[],['Electronics manufacturing services'],['US$ 175 billion (2021)'],"['NT$193.57 billion (2021)', '[1]']","['NT$3.908 trillion (2021)', '[1]']","[' 1,290,000 (2020)', '[2]']","['www', '.honhai', '.com', '/en-us', '/']"
"Coffee Beanery, Ltd.",['Limited liability company'],"['Coffee Chain, Coffee Roaster, Franchisor']",['1976'],['JoAnne and Julius Shaw'],"['Flushing, Michigan']",[],"['Manufacturing, Franchising & Retail']",['~$14 million'],[],[],['35'],['http://www.coffeebeanery.com/']
Industrial and Commercial Bank of China Limited,"['Public', 'State-owned']",['Financial services'],['1984'],[],"['Beijing', 'China']",[],[],"[' ', '$105.4\xa0billion ']","[' ', '¥369.32\xa0', 'billion', '\xa0', 'RMB', '$53.68\xa0billion ', '(2018)', '[5]']","[' ', '¥27.70\xa0', 'trillion', '\xa0', 'RMB', '  US$4027.44\xa0billion ', '(2018)', '[7]']","[' 434,798 ', '(2022)', '[9]']",['icbc.com.cn']
"Daiichi Sankyo Company, Limited","['Public', 'KK']",['Pharmaceutical'],"['Tokyo', 'Japan']",[],"['Nihonbashi-honcho', 'Chūō-ku', 'Tokyo', 'Japan']",[],[],"['USD', 'FY', 'JPY', 'FY']",[],[],"['15,348 (as of March 2020)']",['http://www.daiichisankyo.com']
McKesson Corporation,['Public'],['Healthcare'],['New York City'],"['John McKesson', 'Charles Olcott']","['Irving, Texas']",[],[],"[' ', 'US$', '263.97 billion', ' (2022)', '[1]', ':\u200a70\u200a']","[' ', 'US$1.29 billion', ' (2022)', '[1]', ':\u200a70\u200a']","[' ', 'US$63.30 billion', ' (2022)', '[1]', ':\u200a72\u200a']","['c.', '\u200975,000', ' (2022)', '[1]', ':\u200a9\u200a']",['McKesson.com']
"Gilead Sciences, Inc.",['Public'],"['Pharmaceutics', 'Biotechnology']","['June\xa022, 1987']",[],"['Foster City, California']",[],[],"[' ', '\xa0(2021)']","[' ', 'US$9.92 billion', '[2]', '\xa0(2021)']","[' ', 'US$67.95 billion', '[2]', '\xa0(2021)']","[' 14,400', '[2]', '\xa0(2021)']",[]
Zoetis Inc.,['Public'],['Pharmaceutical'],['1952'],[],"['Parsippany, New Jersey']",[],[],"[' ', ' (2021)']","[' ', 'US$2.76 billion', ' (2021)']","[' ', 'US$13.9 billion', ' (2021)']","['c.', '\u200912,100', '\xa0(Dec 2021)']",['Zoetis.com']
"Samsung Electronics Co., Ltd.",['Public'],"['Electronics', 'Semiconductors', 'Information technology', 'Artificial intelligence', 'Automation', 'Home appliances', 'Medical devices', 'Internet of things', 'Robotics']",['Suwon'],[],['Samsung Digital City'],[],[],['₩'],"[' ₩51.63\xa0trillion (2021)', '[2]']","[' ₩426.6\xa0trillion (2021)', '[2]']","['266,673 (December 2021)', '[4]']",['samsung.com']
Stryker Corporation,['Public'],['Medical technology'],['1941'],['Homer Stryker'],"['Kalamazoo', 'Michigan', 'U.S.']",[],[],"[' ', '17.108 billion (2021)']","[' ', 'US$', '2.281 billion (2021)']",[],"['46,000 (2021)', '[1]']","['stryker', '.com']"
Shell plc,['Public limited company'],"['Energy', 'Petroleum']",['Shell Centre'],"['Marcus', 'Samuel Samuel', 'Jean B.A. Kessler', 'Henri Deterding']",['Shell Centre'],[],[],"[' US$261.5 billion', '\xa0(2021)']","[' US$33.4 billion', '[1]', '\xa0(2021)']","[' US$404.4 billion', '[1]', '\xa0(2021)']","['86,000', '[2]', '\xa0(2022)']","['www', '.shell', '.com']"
Mindtree,['Public'],"['Information technology', 'Consulting', 'Outsourcing']",['18\xa0August 1999'],"['Subroto Bagchi', 'Krishnakumar Natarajan', 'Anjan Lahiri']",['Global Village Tech Park'],[],[],"[' ', ' (US$1.3\xa0billion) ', '\xa0(2022)']","[' ', '₹', '1,953.5 crore', ' (US$240\xa0million) ', '[3]', '\xa0(2022)']","[' ', '₹', '5,156.60 crore', ' (US$650\xa0million) ', '[4]', '\xa0(2020)']","['38,518 (July 2022)']","['www', '.mindtree', '.com']"
Neusoft Corporation,['Publicly held company'],['Software Development'],"['1991 (as Shenyang Neu-Alpine Software Co., Ltd)']",[],"['Shenyang', 'China', 'Shanghai']",[],"['Application Development and Maintenance', 'Business Process Outsoursing', 'ERP Consulting and Implementation', 'IT Infrastructure Service', 'IT Education and Training', 'Professional Testing and Performance Engineering', 'Software Globalization and Localization', 'Telemedicine', 'Telematics', 'Xiang']","['RMB 6,960 million (2012)', '\n', '\n', 'RMB 4,937 million (2010)']",[],[],"['20,000 (2015)', '[3]']",['www.neusoft.com']
Pactera Technology International Ltd.,[],['Information technology'],['1995'],[],"['Dalian', 'China']",[],[],[],[],[],"['30,000 (2017)', '[1]']",['www.pactera.com']
Sanofi S.A.,['Société Anonyme'],"['Pharmaceuticals', 'Biotechnology', 'Healthcare']",['1973'],[],['Paris'],[],[],['€'],"[' €8.13 billion', '[1]', '\xa0(2021)']","[' €120.24 billion', '[1]', '\xa0(2021)']","['95,442', '[1]', '\xa0(2021)']","['sanofi', '.com']"
AstraZeneca plc,['Public limited company'],"['Pharmaceutical', 'Biotechnology']",['6\xa0April 1999'],[],['Cambridge'],[],[],['US$'],"[' US$1.056\xa0billion (2021)', '[1]']","[' US$105.363\xa0billion (2021)', '[1]']","['76,100 (2020)', '[1]']","['www', '.astrazeneca', '.com']"
Larsen & Toubro Infotech Limited,['Public'],"['Information technology', 'Consulting', 'Outsourcing']",['23 December 1996'],[],['Mumbai'],[],[],[' (US$1.6\xa0billion) (2021)'],"[' ', '₹', '2,667 crore', ' (US$330\xa0million) (2021)', '[2]']","[' ', '₹', '8,824 crore', ' (US$1.1\xa0billion) (2020)', '[2]']","['35,991 (2021)', '[2]']","['www', '.lntinfotech', '.com']"
Mphasis Limited,['Public'],"['Information technology', 'Consulting', 'Outsourcing']",['1998'],"['Jerry Rao', 'Jeroen Tas']","['Bangalore', 'Karnataka']",[],[],"[' ', ' (US$1.2\xa0billion) (FY 21)']","['₹', '1,217 crore', ' (US$150\xa0million) (FY 21)', '[2]']","['₹', '5,181 crore', ' (US$650\xa0million) (FY 21)', '[3]']","['29,473 (June 2021)', '[5]']","['www', '.mphasis', '.com']"
GSK plc,['Public limited company'],"['Pharmaceutical', 'Biotechnology']",['27\xa0December 2000'],[],['London'],[],[],"[' ', ' ']","[' ', '£6.201\xa0billion', '[1]', ' ', '(2021)']","[' ', '£79.103\xa0billion', '[1]', ' ', '(2021)']","['94,000 ', '(2022)', '[2]']","['www', '.gsk', '.com']"
"NetApp, Inc.",['Public company'],"['Cloud Computing', 'Storage Device']",['1992'],"['James Lau', 'Michael Malcolm']","['San Jose, California']",[],[],"[' ', ' (2021)']",[' US$1.03 billion (2021)'],[' US$9.36 billion (2021)'],"['11,000\xa0(2021)']",[' ']
"SS&C Technologies Holdings, Inc.",['Public company'],"['Financial Technology', 'Software Products']","['Windsor', 'Connecticut']",['William C. Stone'],"['Windsor, Connecticut', ', U.S.']",[],[],"[' ', ' (2021)']","[' ', 'US$1.242 billion', ' (2021)']","[' ', 'US$17.33 billion', ' (2021)']","['24,900 (December 2021)']","['www', '.ssctech', '.com']"
"Broadridge Financial Solutions, Inc.",['Public company'],['Financial technology'],['2007'],[],"['Lake Success, New York']",[],[],['US$'],"[' ', 'US$', '0.678 billion (', 'Fiscal Year Ended June 30, 2021', ')', '[2]']","[' ', 'US$', '8.119 billion (', 'Fiscal Year Ended June 30, 2021', ')', '[2]']","['13,000', '[2]', '\xa0(2021)']","['broadridge', '.com']"
"Workday, Inc.",['Public'],"['Cloud computing', 'Enterprise software']",['March\xa02005'],"['Dave Duffield', 'Aneel Bhusri']","['Pleasanton, California', 'U.S.']",[],"['Software', 'Cloud']","[' ', '5.14 billion (2021)']","[' ', 'US$', '-116.5 million (2021)']","[' ', 'US$', '10.50 billion (2021)']","['17,500 (November 2022)']",['workday.com']
"ServiceNow, Inc.",['Public'],['Enterprise software'],['2003'],"['David Loo', 'Don Goodliffe', 'Bow Ruggeri']","['Santa Clara, California']",[],"['Cloud computing', 'IT service management']","[' ', 'US$', '5.9 billion', ' (2021)', '[1]']","[' ', 'US$257 million', ' (2021)', '[1]']","[' ', 'US$10.8 billion', ' (2021)', '[1]']","['16,881', '[1]', '\xa0(Dec 2021)']","['www', '.servicenow', '.com']"
E.ON SE,['Societas Europaea'],['Electric utility'],['2000'],[],['Essen'],[],"['Electricity generation', 'distribution', 'exploration', 'production']",['€'],"[' €5.305\xa0billion (2021)', '[1]']","[' €119.759\xa0billion (2021)', '[1]']","['72,169 (2021)', '[1]']","['www', '.eon', '.com']"
ING Groep N.V.,['Naamloze vennootschap'],['Financial services'],['1991 through merger'],[],['Amsterdam'],[],[],['€'],"['€3.81 billion ', '(2020)', '[2]']","['€937.28 billion ', '(2020)', '[2]']","['55,901 ', '(2020)', '[2]']","['ing', '.com']"
Perth Mint,['State Registered Place'],[],[],[],"['Hay Street', 'East Perth']",[],[],['\xa0(2021)'],[],[],['516\xa0(2021)'],[' ']
PAMP SA,['MKS (Switzerland)'],['Precious metals'],['1977'],[],"['Castel San Pietro', 'Switzerland']",[],[],[],[],[],[],['www.pamp.ch']
Jaaz Multimedia,['Private'],['Entertainment'],['2011'],['Abdul Aziz'],"['Dhaka', 'Bangladesh']",[],[],[],[],[],[],[]
Eni,['Società per azioni'],['Oil and gas'],['10\xa0February 1953'],[],"['Rome', 'Lazio', 'Italy']",[],[],[' €76.575 billion (2021)'],"[' €12.341 billion (2021)', '[1]']","[' €137.76 billion (2021)', '[1]']","[' 32,689 (2021)', '[1]']","['www', '.eni', '.com']"
Sharps Pixley,['bullion house'],[],"['1957, in London']",[],"['London', 'United Kingdom']",[],[],[],[],[],[],"['sharpspixley', '.com']"
Monsoon Films,['Private'],['Entertainment'],"['Dhaka', 'Bangladesh']",['Ananta Jalil'],"['Dhaka', 'Bangladesh']",[],[],[],[],[],[],"['monsoonfilmsbd', '.com']"
Working Dog Productions Pty. Ltd.,['Private company'],['Production company'],['1993'],['Michael Hirsh'],"['Melbourne', 'Australia']",[],[],[],[],[],[],"['www', '.workingdog', '.com', '.au']"
PetroSA,['Public'],['Oil and gas industry'],['1965'],[],"['Cape Town, Western Cape', 'South Africa']",[],[],['R'],"['R', ' (1.165) Billion\xa0(2017)']","['R', ' 17.158 Billion\xa0(2017)']","['1,594\xa0(2017)']","['www', '.petrosa', '.co', '.za']"
Village Roadshow Limited,['Public'],"['Media', 'Entertainment']",['1954'],['Roc Kirby'],['The Jam Factory'],[],[],"[' ', '1.003 billion (2017)']",[],[],[],['www.villageroadshow.com.au']
Sasol Limited,['Public'],"['Oil and gas', 'Chemical', 'Nuclear', 'Coal tar']",['1950'],[],['Sandton'],[],[],['$12.26 billion (2020)'],['$(7.15) billion (2020)'],[],"['30,100', '[', 'citation needed', ']']","['www', '.sasol', '.com']"
Nigerian National Petroleum Company,['State-owned enterprise'],['Oil and gas'],['1977'],[],"['Abuja', 'FCT']",[],[],[],[],[],[],"['nnpcgroup', '.com']"
