03-gren-employees_number_2020,01-DDD-number_of_employees_2020,08-slytherin-employees,01-DDD-number_of_employees_2017,03-gren-employees_number_2017,07-silvestri-employees_2020,01-DDD-founding_year,03-gren-founding_year,07-silvestri-founding_year,01-DDD-compound_annual_growth_rate_cagr_pct,07-silvestri-employees_2017,08-slytherin-founded
21.0,21,5,7,7,21.0,2015.0,2015.0,2015.0,49.27,7,2010
30.0,30,111,13,13,30.0,2011.0,2011.0,2011.0,49.14,13,2011
11.0,11,8,8,8,11.0,2015.0,2015.0,2015.0,49.14,8,2005
35.0,35,40,12,12,35.0,2005.0,2005.0,2005.0,49.1,12,2015
20.0,20,7,10,10,20.0,2010.0,2010.0,2010.0,49.08,10,2008
18.0,18,406,8,8,18.0,2015.0,2015.0,2015.0,49.05,8,2003
158.0,158,9,46,46,158.0,2013.0,2013.0,2013.0,49.04,46,2010
14.0,14,25,19,19,14.0,2003.0,2003.0,2003.0,49.03,19,2006
25.0,25,2000,8,8,25.0,2013.0,2013.0,2013.0,48.99,8,2002
211.0,211,31,82,82,211.0,2001.0,2001.0,2001.0,48.91,82,2010
75.0,75,22,30,30,75.0,2016.0,2016.0,2016.0,48.9,30,2011
9.0,9,36,10,10,9.0,2016.0,2016.0,2016.0,48.89,10,2011
11.0,11,45,4,4,11.0,2016.0,2016.0,2016.0,48.82,4,2015
30.0,30,70,12,12,30.0,2010.0,2010.0,2010.0,48.78,12,2014
740.0,740,42,219,219,740.0,2013.0,2013.0,2013.0,48.73,219,2012
5.0,5,3,4,4,5.0,2011.0,2011.0,2011.0,48.66,4,2011
381.0,381,30,2,2,381.0,2016.0,2016.0,2016.0,48.62,2,2012
9.0,9,200,6,6,9.0,2010.0,2010.0,2010.0,48.62,6,2013
45.0,45,35,4,4,45.0,2005.0,2005.0,2005.0,48.56,4,2006
47.0,47,19,13,13,47.0,2013.0,2013.0,2013.0,48.4,13,2015
85.0,85,459,39,39,85.0,2014.0,2014.0,2014.0,48.34,39,2011
37.0,37,122,8,8,37.0,2010.0,2010.0,2010.0,48.33,8,2015
109.0,109,5,62,62,109.0,2003.0,2003.0,2003.0,48.28,62,2016
77.0,77,42,25,25,77.0,2013.0,2013.0,2013.0,48.23,25,2015
57.0,57,10,27,27,57.0,2003.0,2003.0,2003.0,48.14,27,2011
31.0,31,22,7,7,31.0,2013.0,2013.0,2013.0,48.13,7,2011
130.0,130,70,40,40,130.0,2007.0,2007.0,2007.0,48.1,40,2015
315.0,315,167,150,150,315.0,2010.0,2010.0,2010.0,48.01,150,2013
454.0,454,10,211,211,454.0,1999.0,1999.0,1999.0,47.96,211,2007
18.0,18,8,6,6,18.0,2011.0,2011.0,2011.0,47.85,6,2015
25.0,25,155,10,10,25.0,2016.0,2016.0,2016.0,47.83,10,2002
31.0,31,1,23,23,31.0,2003.0,2003.0,2003.0,47.81,23,2014
35.0,35,864,21,21,35.0,2015.0,2015.0,2015.0,47.79,21,2011
9.0,9,54,3,3,9.0,2015.0,2015.0,2015.0,47.76,3,2012
166.0,166,6,61,61,166.0,2011.0,2011.0,2011.0,47.7,61,2009
816.0,816,87,634,634,816.0,2014.0,2014.0,2014.0,47.64,634,2008
6.0,6,56,2,2,6.0,2015.0,2015.0,2015.0,47.63,2,2013
25.0,25,159,15,15,25.0,2015.0,2015.0,2015.0,47.63,15,2014
28.0,28,185,37,37,28.0,2015.0,2015.0,2015.0,47.62,37,2001
75.0,75,327,34,34,75.0,1975.0,1975.0,1975.0,47.53,34,2009
26.0,26,69,5,5,26.0,2010.0,2010.0,2010.0,47.49,5,2015
25.0,25,175,9,9,25.0,2011.0,2011.0,2011.0,47.45,9,2007
165.0,165,18,104,104,165.0,2014.0,2014.0,2014.0,47.4,104,2016
19.0,19,20,8,8,19.0,2016.0,2016.0,2016.0,47.36,8,2015
15.0,15,21,12,12,15.0,2014.0,2014.0,2014.0,47.26,12,2012
76.0,76,4,48,48,76.0,2010.0,2010.0,2010.0,47.26,48,2017
36.0,36,7,16,16,36.0,2014.0,2014.0,2014.0,47.18,16,2016
29.0,29,128,14,14,29.0,2016.0,2016.0,2016.0,47.17,14,2015
59.0,59,80,20,20,59.0,2017.0,2017.0,2017.0,47.16,20,2014
158.0,158,22,55,55,158.0,2010.0,2010.0,2010.0,47.16,55,2015
9.0,9,34,5,5,9.0,2014.0,2014.0,2014.0,47.16,5,2012
5.0,5,55,1,1,5.0,2017.0,2017.0,2017.0,46.94,1,2008
29.0,29,64,10,10,29.0,2012.0,2012.0,2012.0,46.93,10,2010
15.0,15,90,4,4,15.0,2014.0,2014.0,2014.0,46.91,4,2014
15.0,15,19,4,4,15.0,2013.0,2013.0,2013.0,46.89,4,2015
396.0,396,185,257,257,396.0,2010.0,2010.0,2010.0,46.77,257,2005
117.0,117,382,62,62,117.0,2000.0,2000.0,2000.0,46.75,62,2012
14.0,14,77,2,2,14.0,2015.0,2015.0,2015.0,46.67,2,2005
125.0,125,55,2,2,125.0,2012.0,2012.0,2012.0,46.66,2,2015
164.0,164,27,75,75,164.0,2013.0,2013.0,2013.0,46.65,75,2014
5.0,5,24,2,2,5.0,2016.0,2016.0,2016.0,46.64,2,2009
9.0,9,121,7,7,9.0,2015.0,2015.0,2015.0,46.63,7,2013
15.0,15,16,3,3,15.0,2016.0,2016.0,2016.0,46.63,3,2004
32.0,32,not found,14,14,32.0,2016.0,2016.0,2016.0,46.61,14,1980
150.0,150,78,70,70,150.0,2013.0,2013.0,2013.0,46.5,70,2014
205.0,205,94,98,98,205.0,2008.0,2008.0,2008.0,46.37,98,2012
25.0,25,14,9,9,25.0,2006.0,2006.0,2006.0,46.36,9,2005
16.0,16,72,7,7,16.0,2013.0,2013.0,2013.0,46.32,7,1994
160.0,160,32,60,60,160.0,2006.0,2006.0,2006.0,46.28,60,2017
16.0,16,9,11,11,16.0,2010.0,2010.0,2010.0,46.26,11,2016
71.0,71,6,39,39,71.0,2013.0,2013.0,2013.0,46.26,39,2003
14.0,14,194,12,12,14.0,2016.0,2016.0,2016.0,46.22,12,2013
69.0,69,7,28,28,69.0,2010.0,2010.0,2010.0,46.22,28,2014
20.0,20,124,10,10,20.0,2003.0,2003.0,2003.0,46.16,10,2015
20.0,20,33,6,6,20.0,2009.0,2009.0,2009.0,46.13,6,2010
1251.0,1251,539,407,407,1251.0,2010.0,2010.0,2010.0,46.12,407,2001
21.0,21,34,2,2,21.0,2009.0,2009.0,2009.0,46.02,2,2014
33.0,33,47,19,19,33.0,2005.0,2005.0,2005.0,45.92,19,2013
22.0,22,40,10,10,22.0,2014.0,2014.0,2014.0,45.91,10,2014
13.0,13,10,9,9,13.0,2011.0,2011.0,2011.0,45.79,9,2017
23.0,23,16,13,13,23.0,2013.0,2013.0,2013.0,45.71,13,2012
19.0,19,88,9,9,19.0,1956.0,1956.0,1956.0,45.66,9,2011
23.0,23,25,12,12,23.0,2011.0,2011.0,2011.0,45.61,12,2013
30.0,30,11,17,17,30.0,2010.0,2010.0,2010.0,45.58,17,2012
38.0,38,25,13,13,38.0,2011.0,2011.0,2011.0,45.53,13,2013
16.0,16,77,6,6,16.0,2012.0,2012.0,2012.0,45.53,6,2015
18.0,18,"1,115",8,8,18.0,2014.0,2014.0,2014.0,45.46,8,2015
98.0,98,4800,46,46,98.0,2013.0,2013.0,2013.0,45.42,46,2005
35.0,35,38,9,9,35.0,2016.0,2016.0,2016.0,45.32,9,2013
2.0,2,92,3,3,2.0,2014.0,2014.0,2014.0,45.32,3,2013
140.0,140,35,89,89,140.0,2005.0,2005.0,2005.0,45.24,89,2014
230.0,230,17,90,90,230.0,2012.0,2012.0,2012.0,45.2,90,2011
25.0,25,62,9,9,25.0,2015.0,2015.0,2015.0,45.13,9,2015
34.0,34,143,23,23,34.0,2010.0,2010.0,2010.0,45.1,23,2011
15.0,15,38,6,6,15.0,1984.0,1984.0,1984.0,45.09,6,2010
55.0,55,6,33,33,55.0,2012.0,2012.0,2012.0,44.98,33,2013
6.0,6,18,3,3,6.0,2016.0,2016.0,2016.0,44.79,3,2014
16.0,16,38,6,6,16.0,2016.0,2016.0,2016.0,44.68,6,2009
28.0,28,11,13,13,28.0,2012.0,2012.0,2012.0,44.6,13,2015
75.0,75,15,20,20,75.0,2013.0,2013.0,2013.0,44.58,20,2014
18.0,18,201,5,5,18.0,2015.0,2015.0,2015.0,44.54,5,1995
14.0,14,25,10,10,14.0,2004.0,2004.0,2004.0,44.49,10,2005
141.0,141,18,75,75,141.0,2014.0,2014.0,2014.0,44.44,75,2014
30.0,30,11,24,24,30.0,2007.0,2007.0,2007.0,44.4,24,2014
161.0,161,42,64,64,161.0,2016.0,2016.0,2016.0,44.33,64,2011
57.0,57,16,29,29,57.0,2009.0,2009.0,2009.0,44.32,29,2013
,none,20,none,,,2013.0,2013.0,2013.0,44.29,,2011
25.0,25,80,21,21,25.0,2014.0,2014.0,2014.0,44.23,21,2017
3.0,3,218,2,2,3.0,2013.0,2013.0,2013.0,44.19,2,2015
36.0,36,275,8,8,36.0,2013.0,2013.0,2013.0,44.18,8,1981
50.0,50,200,23,23,50.0,1999.0,1999.0,1999.0,44.13,23,2011
46.0,46,310,11,11,46.0,2015.0,2015.0,2015.0,44.12,11,2014
6.0,6,4,3,3,6.0,2014.0,2014.0,2014.0,44.1,3,2016
184.0,184,19,68,68,184.0,2011.0,2011.0,2011.0,44.05,68,2016
12.0,12,4,5,5,12.0,2016.0,2016.0,2016.0,43.97,5,2013
67.0,67,682,50,50,67.0,2012.0,2012.0,2012.0,43.95,50,2013
50.0,50,5,3,3,50.0,2009.0,2009.0,2009.0,43.92,3,2007
17.0,17,300,9,9,17.0,2009.0,2009.0,2009.0,43.91,9,2006
102.0,102,3,30,30,102.0,2011.0,2011.0,2011.0,43.76,30,2015
34.0,34,151,18,18,34.0,2014.0,2014.0,2014.0,43.72,18,2012
23.0,23,123,10,10,23.0,2012.0,2012.0,2012.0,43.57,10,2010
36.0,36,170,10,10,36.0,2012.0,2012.0,2012.0,43.45,10,1964
8.0,8,180,4,4,8.0,2012.0,2012.0,2012.0,43.39,4,2004
287.0,287,25,120,120,287.0,2016.0,2016.0,2016.0,43.37,120,2014
43.0,43,18,15,15,43.0,2013.0,2013.0,2013.0,43.35,15,2016
8.0,8,222,4,4,8.0,2012.0,2012.0,2012.0,43.32,4,1997
72.0,72,1100,18,18,72.0,2011.0,2011.0,2011.0,43.22,18,2014
15.0,15,35,5,5,15.0,2016.0,2016.0,2016.0,43.17,5,2012
22.0,22,75,7,7,22.0,2014.0,2014.0,2014.0,43.16,7,1985
5.0,5,35,3,3,5.0,2013.0,2013.0,2013.0,43.09,3,2004
22.0,22,"4,800",12,12,22.0,2011.0,2011.0,2011.0,43.07,12,2005
18.0,18,125,14,14,18.0,2009.0,2009.0,2009.0,43.07,14,2011
178.0,178,9,54,54,178.0,2011.0,2011.0,2011.0,43.03,54,2011
3.0,3,137,2,2,3.0,2011.0,2011.0,2011.0,43.02,2,2014
120.0,120,42,5,5,120.0,2006.0,2006.0,2006.0,42.98,5,2010
16.0,16,20,1,1,16.0,2017.0,2017.0,2017.0,42.76,1,2016
33.0,33,55,3,3,33.0,2014.0,2014.0,2014.0,42.68,3,2008
44.0,44,60,21,21,44.0,2008.0,2008.0,2008.0,42.65,21,2013
29.0,29,31,10,10,29.0,2014.0,2014.0,2014.0,42.63,10,2012
280.0,280,60,140,140,280.0,2010.0,2010.0,2010.0,42.61,140,2016
30.0,30,15,12,12,30.0,2016.0,2016.0,2016.0,42.58,12,2007
43.0,43,50,26,26,43.0,2013.0,2013.0,2013.0,42.57,26,2015
1500.0,1500,81,650,650,1500.0,2011.0,2011.0,2011.0,42.55,650,2005
12.0,12,36,5,5,12.0,2017.0,2017.0,2017.0,42.43,5,2014
19.0,19,126,7,7,19.0,2013.0,2013.0,2013.0,42.36,7,2008
77.0,77,31,26,26,77.0,2001.0,2001.0,2001.0,42.36,26,2017
16.0,16,13,8,8,16.0,2015.0,2015.0,2015.0,42.34,8,2013
371.0,371,38,133,133,371.0,2014.0,2014.0,2014.0,42.33,133,2015
17.0,17,4,7,7,17.0,2017.0,2017.0,2017.0,42.31,7,2014
55.0,55,57,31,31,55.0,2001.0,2001.0,2001.0,42.24,31,2014
38.0,38,474,12,12,38.0,2012.0,2012.0,2012.0,42.19,12,2011
186.0,186,"1,125",112,112,186.0,2009.0,2009.0,2009.0,42.13,112,1996
21.0,21,9,8,8,21.0,2016.0,2016.0,2016.0,42.09,8,2014
35.0,35,450,20,20,35.0,2014.0,2014.0,2014.0,42.08,20,2012
23.0,23,140,8,8,23.0,2009.0,2009.0,2009.0,42.06,8,2005
25.0,25,57,8,8,25.0,1999.0,1999.0,1999.0,42.04,8,2012
183.0,183,10,39,39,183.0,2012.0,2012.0,2012.0,41.99,39,2017
47.0,47,190,23,23,47.0,2002.0,2002.0,2002.0,41.84,23,2014
35.0,35,18,20,20,35.0,2009.0,2009.0,2009.0,41.82,20,2013
15.0,15,90,7,7,15.0,2002.0,2002.0,2002.0,41.66,7,2012
4.0,4,105,3,3,4.0,2008.0,2008.0,2008.0,41.64,3,2012
30.0,30,22,18,18,30.0,2007.0,2007.0,2007.0,41.54,18,2015
40.0,40,35,15,15,40.0,2009.0,2009.0,2009.0,41.49,15,2013
9.0,9,8,4,4,9.0,2012.0,2012.0,2012.0,41.48,4,2005
22.0,22,835,13,13,22.0,2000.0,2000.0,2000.0,41.42,13,2008
2.0,2,539,1,1,2.0,2013.0,2013.0,2013.0,41.35,1,1991
26.0,26,2442,11,11,26.0,2009.0,2009.0,2009.0,41.35,11,2014
4.0,4,98,none,na,4.0,2016.0,2016.0,2016.0,41.35,na,1995
395.0,395,25,117,117,395.0,2012.0,2012.0,2012.0,41.34,117,2015
4.0,4,12,1,1,4.0,1993.0,1993.0,1993.0,41.28,1,2003
40.0,40,15,12,12,40.0,1994.0,1994.0,1994.0,41.28,12,2014
73.0,73,18,36,36,73.0,2012.0,2012.0,2012.0,41.16,36,2014
17.0,17,5,8,8,17.0,2010.0,2010.0,2010.0,41.16,8,2013
8.0,8,20,4,4,8.0,2016.0,2016.0,2016.0,41.1,4,2016
47.0,47,250,19,19,47.0,2012.0,2012.0,2012.0,41.1,19,2013
90.0,90,96,34,34,90.0,2011.0,2011.0,2011.0,41.09,34,2014
38.0,38,949,1,1,38.0,2017.0,2017.0,2017.0,41.06,1,2012
269.0,269,99,135,135,269.0,2014.0,2014.0,2014.0,41.04,135,2005
47.0,47,16,30,30,47.0,2015.0,2015.0,2015.0,41.02,30,2014
20.0,20,563,14,14,20.0,2013.0,2013.0,2013.0,41.01,14,2016
16.0,16,25,12,12,16.0,2014.0,2014.0,2014.0,40.98,12,2016
20.0,20,36,8,8,20.0,2013.0,2013.0,2013.0,40.91,8,2014
23.0,23,142,13,13,23.0,2015.0,2015.0,2015.0,40.84,13,2012
47.0,47,69,16,16,47.0,2010.0,2010.0,2010.0,40.82,16,2013
47.0,47,195,25,25,47.0,2003.0,2003.0,2003.0,40.81,25,2014
81.0,81,176,41,41,81.0,1995.0,1995.0,1995.0,40.77,41,2012
9.0,9,150,2,2,9.0,2017.0,2017.0,2017.0,40.7,2,2016
22.0,22,136,16,16,22.0,2009.0,2009.0,2009.0,40.63,16,2004
20.0,20,70,13,13,20.0,2010.0,2010.0,2010.0,40.62,13,2002
14.0,14,8,1,1,14.0,2015.0,2015.0,2015.0,40.5,1,2009
40.0,40,37,25,25,40.0,2011.0,2011.0,2011.0,40.45,25,2014
15.0,15,51,5,5,15.0,2013.0,2013.0,2013.0,40.43,5,2015
23.0,23,11,9,9,23.0,2015.0,2015.0,2015.0,40.36,9,2013
39.0,39,12,25,25,39.0,2010.0,2010.0,2010.0,40.32,25,2009
18.0,18,6,18,18,18.0,1994.0,1994.0,1994.0,40.23,18,2009
27.0,27,33,14,14,27.0,2013.0,2013.0,2013.0,40.22,14,2015
116.0,116,529,64,64,116.0,2015.0,2015.0,2015.0,40.21,64,1960
60.0,60,350,40,40,60.0,2009.0,2009.0,2009.0,40.2,40,2016
600.0,600,11,190,190,600.0,2007.0,2007.0,2007.0,40.15,190,2014
57.0,57,902,25,25,57.0,2015.0,2015.0,2015.0,40.11,25,2000
37.0,37,46,10,10,37.0,2016.0,2016.0,2016.0,40.1,10,2016
36.0,36,125,19,19,36.0,2009.0,2009.0,2009.0,40.1,19,2015
31.0,31,4,7,7,31.0,2016.0,2016.0,2016.0,40.04,7,2009
26.0,26,534,26,26,26.0,2012.0,2012.0,2012.0,40.03,26,2012
39.0,39,23,13,13,39.0,2001.0,2001.0,2001.0,40.03,13,2006
,none,122,none,,,2010.0,2010.0,2010.0,39.98,,2014
27.0,27,19,9,9,27.0,2009.0,2009.0,2009.0,39.93,9,2013
32.0,32,73,28,28,32.0,1991.0,1991.0,1991.0,39.93,28,2008
51.0,51,37,24,24,51.0,2012.0,2012.0,2012.0,39.92,24,2015
200.0,200,67,50,50,200.0,2011.0,2011.0,2011.0,39.84,50,2015
48.0,48,8,25,25,48.0,2012.0,2012.0,2012.0,39.82,25,2003
53.0,53,164,25,25,53.0,2007.0,2007.0,2007.0,39.78,25,2012
16.0,16,43,5,5,16.0,2013.0,2013.0,2013.0,39.76,5,2014
24.0,24,19,14,14,24.0,2014.0,2014.0,2014.0,39.67,14,2011
25.0,25,20,9,9,25.0,2010.0,2010.0,2010.0,39.62,9,2008
49.0,49,12,22,22,49.0,2012.0,2012.0,2012.0,39.61,22,2015
130.0,130,2800,60,60,130.0,2014.0,2014.0,2014.0,39.59,60,2012
227.0,227,213,84,84,227.0,2010.0,2010.0,2010.0,39.59,84,1975
79.0,79,126,51,51,79.0,1999.0,1999.0,1999.0,39.57,51,2010
13.0,13,53,9,9,13.0,2005.0,2005.0,2005.0,39.54,9,2014
68.0,68,120,25,25,68.0,2008.0,2008.0,2008.0,39.44,25,2004
11.0,11,1150,5,5,11.0,2016.0,2016.0,2016.0,39.4,5,1980
4.0,4,95,2,2,4.0,2016.0,2016.0,2016.0,39.39,2,2014
79.0,79,140,39,39,79.0,2016.0,2016.0,2016.0,39.39,39,2016
130.0,130,30,50,50,130.0,2012.0,2012.0,2012.0,39.36,50,2015
456.0,456,9,419,419,456.0,2003.0,2003.0,2003.0,39.36,419,2015
13.0,13,20,12,12,13.0,1938.0,1938.0,1938.0,39.34,12,2008
24.0,24,125,16,16,24.0,2013.0,2013.0,2013.0,39.34,16,2012
37.0,37,21,12,12,37.0,2011.0,2011.0,2011.0,39.31,12,2014
11.0,11,34,3,3,11.0,2009.0,2009.0,2009.0,39.22,3,2011
32.0,32,10,9,9,32.0,2014.0,2014.0,2014.0,39.13,9,2010
54.0,54,168,11,11,54.0,2012.0,2012.0,2012.0,39.05,11,1997
34.0,34,289,12,12,34.0,2000.0,2000.0,2000.0,39.04,12,1962
64.0,64,384,39,39,64.0,2014.0,2014.0,2014.0,39.02,39,2002
32.0,32,15,28,28,32.0,2009.0,2009.0,2009.0,39.02,28,2007
14.0,14,50,5,5,14.0,2011.0,2011.0,2011.0,39.0,5,2015
10.0,10,9,5,5,10.0,2008.0,2008.0,2008.0,38.99,5,2013
71.0,71,10,30,30,71.0,2014.0,2014.0,2014.0,38.91,30,2011
27.0,27,331,11,11,27.0,2016.0,2016.0,2016.0,38.91,11,2009
724.0,724,33,2,2,724.0,2015.0,2015.0,2015.0,38.88,2,2010
35.0,35,45,15,15,35.0,2008.0,2008.0,2008.0,38.86,15,2014
26.0,26,27,23,23,26.0,2017.0,2017.0,2017.0,38.83,23,2012
30.0,30,98,7,7,30.0,2016.0,2016.0,2016.0,38.83,7,1998
31.0,31,56,33,33,31.0,2003.0,2003.0,2003.0,38.82,33,2013
15.0,15,44,8,8,15.0,2016.0,2016.0,2016.0,38.78,8,2014
220.0,220,33,80,80,220.0,2013.0,2013.0,2013.0,38.74,80,2015
59.0,59,5,26,26,59.0,2004.0,2004.0,2004.0,38.69,26,2016
7.0,7,4000,4,4,7.0,2013.0,2013.0,2013.0,38.67,4,2011
21.0,21,99,18,18,21.0,2010.0,2010.0,2010.0,38.65,18,2014
12.0,12,27,12,12,12.0,1996.0,1996.0,1996.0,38.62,12,2013
5.0,5,50,2,2,5.0,2008.0,2008.0,2008.0,38.59,2,2008
24.0,24,312,20,20,24.0,1992.0,1992.0,1992.0,38.58,20,2005
20.0,20,487,8,8,20.0,2016.0,2016.0,2016.0,38.57,8,2012
98.0,98,114,36,36,98.0,2012.0,2012.0,2012.0,38.51,36,2010
122.0,122,50,88,88,122.0,2011.0,2011.0,2011.0,38.46,88,2006
121.0,121,57,49,49,121.0,2004.0,2004.0,2004.0,38.44,49,2014
221.0,221,1,105,105,221.0,2009.0,2009.0,2009.0,38.43,105,2013
250.0,250,43,142,142,250.0,2010.0,2010.0,2010.0,38.37,142,2015
105.0,105,14,48,48,105.0,2012.0,2012.0,2012.0,38.35,48,2012
22.0,22,250,10,10,22.0,2016.0,2016.0,2016.0,38.34,10,2015
35.0,35,25,15,15,35.0,2014.0,2014.0,2014.0,38.34,15,2012
15.0,15,44,10,10,15.0,2016.0,2016.0,2016.0,38.28,10,2013
32.0,32,25,16,16,32.0,2011.0,2011.0,2011.0,38.2,16,1972
75.0,75,6,22,22,75.0,2010.0,2010.0,2010.0,38.2,22,2011
20.0,20,11,14,14,20.0,2009.0,2009.0,2009.0,38.11,14,2013
8.0,8,103,5,5,8.0,2016.0,2016.0,2016.0,38.11,5,2014
130.0,130,4,60,60,130.0,2010.0,2010.0,2010.0,38.08,60,2014
20.0,20,52,4,4,20.0,2010.0,2010.0,2010.0,37.97,4,2016
13.0,13,3,9,9,13.0,2013.0,2013.0,2013.0,37.95,9,2013
37.0,37,153,15,15,37.0,2014.0,2014.0,2014.0,37.95,15,2010
70.0,70,4,20,20,70.0,2011.0,2011.0,2011.0,37.89,20,2012
22.0,22,8,1,1,22.0,2015.0,2015.0,2015.0,37.83,1,2013
5.0,5,4,1,1,5.0,2013.0,2013.0,2013.0,37.82,1,2015
21.0,21,8,15,15,21.0,2009.0,2009.0,2009.0,37.81,15,2015
22.0,22,30,11,11,22.0,2007.0,2007.0,2007.0,37.79,11,2005
95.0,95,590,50,50,95.0,2013.0,2013.0,2013.0,37.78,50,2008
27.0,27,59,26,26,27.0,2007.0,2007.0,2007.0,37.78,26,2011
47.0,47,15,18,18,47.0,2016.0,2016.0,2016.0,37.76,18,2007
87.0,87,14,29,29,87.0,2011.0,2011.0,2011.0,37.75,29,2016
730.0,730,173,330,330,730.0,2012.0,2012.0,2012.0,37.72,330,2016
16.0,16,33,7,7,16.0,2014.0,2014.0,2014.0,37.7,7,2013
113.0,113,77,63,63,113.0,2002.0,2002.0,2002.0,37.67,63,2011
50.0,50,22,23,23,50.0,2003.0,2003.0,2003.0,37.51,23,2012
104.0,104,66,54,54,104.0,2002.0,2002.0,2002.0,37.5,54,2014
1.0,1,53,1,1,1.0,2016.0,2016.0,2016.0,37.49,1,2014
34.0,34,19,31,31,34.0,2003.0,2003.0,2003.0,37.47,31,2016
23.0,23,165,9,9,23.0,2000.0,2000.0,2000.0,37.42,9,2016
6.0,6,250,3,3,6.0,2016.0,2016.0,2016.0,37.4,3,2008
39.0,39,178,22,22,39.0,2012.0,2012.0,2012.0,37.39,22,2006
1000.0,1000,1798,500,500,1000.0,2007.0,2007.0,2007.0,37.3,500,2013
13.0,13,5,7,7,13.0,2010.0,2010.0,2010.0,37.26,7,2014
9.0,9,246,7,7,9.0,2007.0,2007.0,2007.0,37.22,7,2016
15.0,15,70,5,5,15.0,2013.0,2013.0,2013.0,37.22,5,2014
105.0,105,45,33,33,105.0,2008.0,2008.0,2008.0,37.15,33,2008
25.0,25,23,15,15,25.0,2010.0,2010.0,2010.0,37.13,15,2011
15.0,15,377,6,6,15.0,2011.0,2011.0,2011.0,37.12,6,2013
21.0,21,25,21,21,21.0,2015.0,2015.0,2015.0,37.09,21,1979
10.0,10,30,12,12,10.0,1998.0,1998.0,1998.0,37.07,12,2003
12.0,12,67,5,5,12.0,2011.0,2011.0,2011.0,37.05,5,2010
19.0,19,10,13,13,19.0,1994.0,1994.0,1994.0,36.99,13,2014
791.0,791,19,431,431,791.0,1996.0,1996.0,1996.0,36.95,431,2006
5.0,5,66,1,1,5.0,2016.0,2016.0,2016.0,36.88,1,2013
105.0,105,3,41,41,105.0,2009.0,2009.0,2009.0,36.85,41,1994
22.0,22,3,12,12,22.0,2016.0,2016.0,2016.0,36.75,12,2014
25.0,25,53,12,12,25.0,2021.0,2021.0,2021.0,36.71,12,2013
67.0,67,17,39,39,67.0,1898.0,1898.0,1898.0,36.69,39,2014
12.0,12,55,8,8,12.0,1993.0,1993.0,1993.0,36.66,8,2011
5.0,5,10,13,13,5.0,2013.0,2013.0,2013.0,36.62,13,2014
27.0,27,343,10,10,27.0,2006.0,2006.0,2006.0,36.61,10,2016
45.0,45,460,15,15,45.0,2014.0,2014.0,2014.0,36.59,15,2011
12.0,12,298,41,41,12.0,2014.0,2014.0,2014.0,36.59,41,2013
150.0,150,8,100,100,150.0,2003.0,2003.0,2003.0,36.59,100,2013
53.0,53,292,13,13,53.0,2012.0,2012.0,2012.0,36.58,13,2014
5.0,5,8,5,5,5.0,2013.0,2013.0,2013.0,36.55,5,2014
,,101,,,,,,,,,2014
,,57,,,,,,,,,2013
,,433,,,,,,,,,2007
,,57,,,,,,,,,2009
,,20,,,,,,,,,2015
,,672,,,,,,,,,2013
,,15,,,,,,,,,2010
,,not found,,,,,,,,,2008
,,99,,,,,,,,,2014
,,5,,,,,,,,,2017
,,not found,,,,,,,,,2009
,,14,,,,,,,,,2010
,,21,,,,,,,,,2014
,,144,,,,,,,,,1993
,,19,,,,,,,,,2004
,,125,,,,,,,,,1994
,,195,,,,,,,,,2011
,,121,,,,,,,,,1990
,,1618,,,,,,,,,2010
,,62,,,,,,,,,2005
,,40,,,,,,,,,2017
,,95,,,,,,,,,2013
,,6,,,,,,,,,2016
,,26,,,,,,,,,2011
,,30,,,,,,,,,2011
,,55,,,,,,,,,2013
,,338,,,,,,,,,2013
,,12,,,,,,,,,2014
,,170,,,,,,,,,2012
,,2070,,,,,,,,,2013
,,180,,,,,,,,,2000
,,15,,,,,,,,,1995
,,191,,,,,,,,,2015
,,14,,,,,,,,,2015
,,300,,,,,,,,,2015
,,43,,,,,,,,,2013
,,1058,,,,,,,,,2008
,,83,,,,,,,,,2013
,,10,,,,,,,,,2013
,,"2,164",,,,,,,,,2010
,,319,,,,,,,,,1962
,,40,,,,,,,,,2010
,,80,,,,,,,,,2002
,,181,,,,,,,,,2010
,,63,,,,,,,,,2012
,,15,,,,,,,,,2015
,,64,,,,,,,,,2016
,,25,,,,,,,,,2011
,,8,,,,,,,,,2014
,,191,,,,,,,,,2012
,,18,,,,,,,,,2013
,,80,,,,,,,,,2008
,,8,,,,,,,,,2015
,,61,,,,,,,,,2014
,,2,,,,,,,,,2014
,,90,,,,,,,,,2011
,,18,,,,,,,,,2013
,,12,,,,,,,,,2011
,,26,,,,,,,,,2016
,,14,,,,,,,,,2015
,,4,,,,,,,,,2006
,,322,,,,,,,,,2011
,,123,,,,,,,,,2008
,,15,,,,,,,,,2015
,,25,,,,,,,,,2015
,,24,,,,,,,,,2010
,,3,,,,,,,,,2014
,,365,,,,,,,,,2009
,,8,,,,,,,,,2013
,,61,,,,,,,,,2016
,,125,,,,,,,,,2014
,,168,,,,,,,,,2005
,,51,,,,,,,,,2013
,,80,,,,,,,,,2014
,,71,,,,,,,,,2016
,,20,,,,,,,,,2011
,,57,,,,,,,,,2015
,,162,,,,,,,,,2011
,,not found,,,,,,,,,1999
,,53,,,,,,,,,2014
,,180,,,,,,,,,2012
,,43,,,,,,,,,2015
,,42,,,,,,,,,2015
