,name,market_cap,stock,country,sector,industry,headquarters,founded,employees,ceo
604,sociedad química y minera de chile sa,doll_22.77 b,sqm,chile,basic materials,chemicals,"santiago,chile"," june 11th, 1968"," 6,081",
605,epiroc ab,doll_24.08 b,3ad2,sweden,industrials,farm & heavy construction machinery,"nacka,sweden",," 15,529", ms. helena  hedblom m.sc.
606,vulcan materials company,doll_24.08 b,vmc,united states,basic materials,building materials,"birmingham,al,unitedstates", 1909 as birmingham slag company," 11,912", mr. james thomas hill
607,bt group plc,doll_24.09 b,bt.a,united kingdom,communication services,telecom services,"london,unitedkingdom", 18 june 1846," 99,700", mr. philip eric rene jansen
608,fujifilm holdings corp,doll_24.12 b,4901,japan,industrials,business equipment & supplies,"tokyo,japan",," 73,275", mr. teiichi  goto
609,fresenius se & co kgaa,doll_24.12 b,fre,germany,healthcare,medical care facilities,"badhomburgvorderhohe,germany",," 316,078", mr. stephan  sturm
610,"mid-america apartment communities, inc.",doll_24.18 b,maa,united states,real estate,reit—residential,"germantown,tn,unitedstates", 1977," 2,429", mr. h. eric bolton jr.
611,"slack technologies, inc.",doll_24.30 b,work,united states,technology,software—application,"sanfrancisco,ca,unitedstates"," vancouver, british columbia, canada 2009"," 1,664", mr. phanich  sodsee
612,northern trust corporation,doll_24.42 b,ntrs,united states,financials,asset management,"chicago,il,unitedstates", 1889," 21,100", mr. michael g. o'grady
613,xpeng inc.,doll_24.44 b,xpev,china,consumer discretionary,auto manufacturers,"guangzhou,china", 2014," 5,084", mr. xiaopeng  he
614,"aena s.m.e., sa",doll_24.45 b,aena,spain,industrials,airports & air services,"madrid,spain",," 8,162", mr. maurici  lucena betriu
615,evergreen marine corp,doll_24.49 b,2603,taiwan,industrials,marine shipping,"taipei,taiwan",,,
616,woodside petroleum ltd,doll_24.60 b,wpl,australia,energy,oil & gas e&p,"perth,wa,australia", 26 july 1954," 3,684"," ms. marguerite eileen o'neill b.sc., m.sc."
617,"live nation entertainment, inc.",doll_24.61 b,lyv,united states,communication services,entertainment,"beverlyhills,ca,unitedstates"," january 25, 2010"," 10,200", mr. michael  rapino
618,china minsheng banking corp ltd,doll_24.65 b,600016,china,financials,banks,"beijing,china",," 59,262",
619,ameren corporation,doll_24.79 b,aee,united states,utilities,utilities—regulated electric,"st.louis,mo,unitedstates", 1997," 9,116", mr. martin j. lyons jr.
620,"church & dwight co., inc.",doll_24.81 b,chd,united states,consumer staples,household & personal products,"ewing,nj,unitedstates"," 1847: as john dwight and company 1896: as church & dwight, co."," 5,100", mr. matthew thomas farrell
621,"verisign, inc.",doll_24.81 b,vrsn,united states,technology,software—infrastructure,"reston,va,unitedstates"," april 12, 1995", 902, mr. d. james bidzos
622,"diamondback energy, inc.",doll_24.84 b,fang,united states,energy,oil & gas e&p,"midland,tx,unitedstates",, 870, mr. travis d. stice
623,seagen inc.,doll_24.87 b,sgen,united states,healthcare,biotechnology,"bothell,wa,unitedstates", 1997," 2,675", dr. clay b. siegall
624,palantir technologies inc.,doll_24.91 b,pltr,united states,technology,software—infrastructure,"denver,co,unitedstates", 2003," 2,920", dr. alexander c. karp
625,"delta air lines, inc.",doll_24.92 b,dal,united states,industrials,airlines,"atlanta,ga,unitedstates"," march 2, 1925"," 83,000", mr. edward h. bastian
626,"edp renováveis, sa",doll_25.01 b,edpr,spain,utilities,utilities—renewable,"madrid,spain",," 2,114", mr. miguel stilwell de andrade
627,"gartner, inc.",doll_25.03 b,it,united states,technology,information technology services,"stamford,ct,unitedstates", 1979," 16,600", mr. eugene a. hall
628,cdw corporation,doll_25.04 b,cdw,united states,technology,information technology services,"lincolnshire,il,unitedstates", 1984," 13,900", ms. christine a. leahy
629,the mosaic company,doll_25.09 b,mos,united states,basic materials,agricultural inputs,"tampa,fl,unitedstates"," october 22, 2004"," 12,525", mr. james c. o'rourke p.eng.
630,skandinaviska enskilda banken ab,doll_25.15 b,seb.a,sweden,financials,banks,"stockholm,sweden",," 15,500", mr. johan  torgeby
631,galaxy entertainment group ltd,doll_25.17 b,0027,hong kong,consumer discretionary,resorts & casinos,"central,hongkong",," 17,088",
632,legrand sa,doll_25.19 b,lr,france,industrials,specialty industrial machinery,"limoges,france",," 38,207", mr. benoã®t  coquart
633,"enphase energy, inc.",doll_25.20 b,enph,united states,technology,solar,"fremont,ca,unitedstates", 2006," 2,260", mr. badrinarayanan  kothandaraman
634,ck asset holdings limited,doll_25.21 b,1113,hong kong,real estate,real estate—development,"central,hongkong",," 54,000",
635,albemarle corporation,doll_25.25 b,alb,united states,basic materials,specialty chemicals,"charlotte,nc,unitedstates", 1994," 6,000", mr. jerry kent masters jr.
636,firstenergy corp.,doll_25.26 b,fe,united states,utilities,utilities—diversified,"akron,oh,unitedstates"," november 7, 1997"," 12,395", mr. steven e. strah
637,yanzhou coal mining company ltd,doll_25.26 b,600188,china,energy,thermal coal,"zoucheng,china",," 63,869",
638,clp holdings ltd,doll_25.29 b,0002,hong kong,utilities,utilities—regulated electric,"hunghom,hongkong",," 7,061", mr. richard kendall  lancaster be
639,straumann holding ag,doll_25.31 b,stmn,switzerland,healthcare,medical instruments & supplies,"basel,switzerland",," 8,692", mr. guillaume  daniellot
640,lennar corporation,doll_25.34 b,len,united states,consumer discretionary,residential construction,"miami,fl,unitedstates", 1954," 10,753", mr. jonathan m. jaffe
641,nan ya plastics corp,doll_25.41 b,1303,taiwan,basic materials,specialty chemicals,"kaohsiung,taiwan",,,
642,"united rentals, inc.",doll_25.46 b,uri,united states,industrials,rental & leasing services,"stamford,ct,unitedstates"," august 14, 1997"," 20,400", mr. matthew j. flannery
643,axis bank ltd,doll_25.54 b,axisbank,india,financials,banks,"mumbai,india",," 86,266", mr. amitabh  chaudhry
644,banco santander (brasil) sa,doll_25.59 b,sanb11,brazil,financials,banks,"saopaulo,sp,brazil", 1982," 48,834", mr. mario roberto opice leao
645,"mongodb, inc.",doll_25.73 b,mdb,united states,technology,software—infrastructure,"newyork,ny,unitedstates", 2007," 2,539", mr. dev c. ittycheria
646,mitsubishi electric corporation,doll_25.61 b,6503,japan,industrials,electrical equipment & parts,"tokyo,japan"," january 15, 1921"," 145,653", mr. kei  uruma
647,laboratory corporation of america holdings,doll_25.75 b,lh,united states,healthcare,diagnostics & research,"burlington,nc,unitedstates"," september 5, 1978"," 67,950", mr. adam h. schechter
648,"the hartford financial services group, inc.",doll_25.76 b,hig,united states,financials,insurance—diversified,"hartford,ct,unitedstates", 1810," 18,100", mr. christopher jerome swift cpa
649,enbw energie baden-wuerttemberg ag,doll_25.82 b,ebk,germany,utilities,utilities—diversified,"karlsruhe,germany",," 24,519", dr. frank  mastiaux
650,li auto inc.,doll_25.83 b,li,china,consumer discretionary,auto manufacturers,"beijing,china", 2015," 11,901", mr. xiang  li
651,central japan railway co,doll_26.00 b,9022,japan,industrials,railroads,"nagoya,japan",," 30,153",
652,"telefónica, sa",doll_26.04 b,tef,spain,communication services,telecom services,"madrid,spain", 19 april 1924," 104,150", mr. jose marã­a  alvarez-pallete lopez
653,roblox corp,doll_26.05 b,rblx,united states,communication services,electronic gaming & multimedia,"sanmateo,ca,unitedstates",," 1,600", mr. david  baszucki
654,china everbright bank company ltd,doll_26.13 b,601818,china,financials,banks,"beijing,china",," 46,989",
655,realty income corporation,doll_26.18 b,o,united states,real estate,reit—retail,"sandiego,ca,unitedstates", 1969, 367, mr. sumit  roy
656,sonova holding ag,doll_26.22 b,soon,switzerland,healthcare,medical instruments & supplies,"stafa,switzerland",," 14,922", mr. arnd  kaldowski
657,national bank of canada,doll_26.29 b,,canada,financials,banks,"montreal,qc,canada", november 1979," 27,804", mr. laurent  ferreira
658,"lyondellbasell advanced polymers, inc.",doll_26.38 b,slmnp,united states,basic materials,chemicals,"fairlawn,oh,unitedstates",," 5,300", mr. bhavesh v. patel
659,canon inc.,doll_26.38 b,7751,japan,technology,computer hardware,"tokyo,japan", 10 august 1937," 184,034", mr. fujio  mitarai
660,deutsche bank ag,doll_26.38 b,dbk,germany,financials,banks,"frankfurtammain,germany", 10 march 1869," 82,969", mr. christian  sewing
661,intact financial corporation,doll_26.40 b,ifc,canada,financials,insurance—property & casualty,"toronto,on,canada", 1809," 26,000", mr. charles j. g. brindamour b.sc.
662,dte energy company,doll_26.41 b,dte,united states,utilities,utilities—regulated electric,"detroit,mi,unitedstates",," 10,300", mr. gerard m. anderson
663,southwest airlines co.,doll_26.52 b,luv,united states,industrials,airlines,"dallas,tx,unitedstates"," march 15, 1967"," 55,100", mr. robert e. jordan
664,thales sa,doll_26.55 b,ho,france,industrials,aerospace & defense,"courbevoie,france",," 81,098", mr. patrice  caine
665,unity software inc.,doll_26.56 b,u,united states,technology,software—application,"sanfrancisco,ca,unitedstates", 2004," 5,245", mr. john s. riccitiello
666,kansas city southern,doll_26.59 b,ksu,united states,industrials,railroads,"kansascity,mo,unitedstates", 1887," 6,522", mr. patrick j. ottensmeyer
667,pg&e corporation,doll_26.66 b,pcg,united states,utilities,utilities—regulated electric,"sanfrancisco,ca,unitedstates", 1905," 26,000", ms. patricia kessler poppe
668,"cheniere energy partners, l.p.",doll_26.68 b,cqp,united states,energy,oil & gas midstream,"houston,tx,unitedstates",,, mr. jack a. fusco
669,sandvik ab,doll_26.71 b,sand,sweden,industrials,specialty industrial machinery,"stockholm,sweden",," 44,133", mr. stefan  widing
670,vonovia se,doll_26.78 b,vna,germany,real estate,real estate services,"bochum,germany",," 16,051", mr. rolf eberhard buch
671,beijing wantai biological pharmacy enterprise co. ltd,doll_26.80 b,603392,china,healthcare,biotechnology,"beijing,china",," 3,103",
672,evolution gaming group ab,doll_26.82 b,evo,sweden,consumer discretionary,gambling,"stockholm,sweden",," 8,987",
673,bridgestone corp,doll_26.88 b,5108,japan,consumer discretionary,auto parts,"tokyo,japan",," 138,036", mr. shuichi  ishibashi
674,"zimmer biomet holdings, inc.",doll_26.94 b,zbh,united states,healthcare,medical devices,"warsaw,in,unitedstates", 1927," 19,500", mr. bryan c. hanson
675,aier eye hospital group co. ltd,doll_26.95 b,300015,china,healthcare,medical care facilities,"changsha,china",," 22,808",
676,shaanxi coal industry company ltd,doll_26.95 b,601225,china,energy,thermal coal,"xi'an,china",," 36,344",
677,"ansys, inc.",doll_26.98 b,anss,united states,technology,software—application,"canonsburg,pa,unitedstates"," canonsburg, pennsylvania, united states 1970"," 5,100", dr. ajei s. gopal ph.d.
678,chocoladefabriken lindt & sprüngli ag,doll_27.08 b,lisn,switzerland,consumer staples,confectioners,"kilchberg,switzerland",," 14,000", dr. dieter  weisskopf ph.d.
679,tractor supply company,doll_27.09 b,tsco,united states,consumer discretionary,specialty retail,"brentwood,tn,unitedstates", 1938," 22,000", mr. harry a. lawton iii
680,fubon financial holding co. ltd,doll_27.13 b,2881,taiwan,financials,insurance—life,"taipei,taiwan",," 44,461",
681,gazprom neft pjsc,doll_27.14 b,sibn,russia,energy,oil & gas integrated,"saintpetersburg,russia",,, mr. alexander valerievich dyukov
682,"interactive brokers group, inc.",doll_27.22 b,ibkr,united states,financials,capital markets,"greenwich,ct,unitedstates"," new york city, united states 1978"," 2,571", mr. milan  galik
683,will semiconductor co. ltd,doll_27.24 b,603501,china,technology,semiconductors,"shanghai,china",," 3,291",
684,ganfeng lithium co. ltd,doll_27.25 b,002460,china,basic materials,chemicals,"xinyu,china",," 5,533", mr. liangbin  li
685,ntt data corp,doll_27.26 b,9613,japan,technology,information technology services,"tokyo,japan",," 139,677", mr. hiroshi  honma
686,"mccormick & company, incorporated",doll_27.29 b,mkc,united states,consumer staples,packaged foods,"huntvalley,md,unitedstates", 1889," 14,000", mr. lawrence e. kurzius
687,kone oyj,doll_27.29 b,knebv,finland,industrials,specialty industrial machinery,"espoo,finland",," 62,720", mr. henrik  ehrnrooth m.sc. (econ)
688,nari technology co. ltd,doll_27.33 b,600406,china,industrials,specialty industrial machinery,"nanjing,china",," 8,806",
689,"w.w. grainger, inc.",doll_27.33 b,gww,united states,industrials,industrial distribution,"lakeforest,il,unitedstates", 1927," 22,700", mr. donald g. macpherson
690,"d.r. horton, inc.",doll_27.34 b,dhi,united states,consumer discretionary,residential construction,"arlington,tx,unitedstates", 1978," 11,788", mr. david v. auld
691,sartorius ag,doll_27.35 b,srt,germany,healthcare,medical instruments & supplies,"gottingen,germany",," 13,832", dr. joachim  kreuzburg
692,extra space storage inc.,doll_27.37 b,exr,united states,real estate,reit—industrial,"saltlakecity,ut,unitedstates", 1977," 4,309", mr. joseph daniel margolis j.d.
693,sampo oyj,doll_27.46 b,sampo,finland,financials,insurance—diversified,"helsinki,finland",," 13,340", mr. torbjorn  magnusson
694,"caixabank, sa",doll_27.58 b,cabk,spain,financials,banks,"valencia,spain",," 49,607", mr. gonzalo maria  gortazar rotaeche
695,on semiconductor corporation,doll_27.63 b,on,united states,technology,semiconductors,"phoenix,az,unitedstates", 1999," 30,000", mr. hassane s. el-khoury
696,wolters kluwer n.v.,doll_27.65 b,wkl,netherlands,communication services,publishing,"alphenaandenrijn,netherlands",," 19,454", ms. nancy  mckinstry
697,edison international,doll_27.67 b,eix,united states,utilities,utilities—regulated electric,"rosemead,ca,unitedstates", 1886," 13,003", mr. pedro j. pizarro
698,swiss re ag,doll_27.80 b,sren,switzerland,financials,insurance—reinsurance,"zurich,switzerland",," 13,985",
699,thai beverage public company ltd,doll_27.81 b,y92,thailand,consumer staples,beverages—wineries & distilleries,"bangkok,thailand",,, mr. thapana  sirivadhanabhakdi
700,great-west lifeco inc.,doll_27.85 b,gwo,canada,financials,insurance—life,"winnipeg,mb,canada", 1891," 28,000", mr. paul anthony mahon
701,koninklijke philips n.v.,doll_27.89 b,phia,netherlands,healthcare,diagnostics & research,"amsterdam,netherlands", 15 may 1891," 78,189", mr. franã§ois adrianus van houten
702,first republic bank,doll_27.90 b,frc,united states,financials,banks,"sanfrancisco,ca,unitedstates", 1985," 6,295", mr. michael j. roffler
703,heineken holding n.v.,doll_22.78 b,heio,netherlands,consumer staples,beverages—brewers,"amsterdam,netherlands",," 82,257",
704,sabic agri-nutrients company,doll_22.78 b,2020,saudi arabia,basic materials,agricultural inputs,"jubail,saudiarabia",,, mr. abdulrahman ahmed shamsaddin
705,genmab a/s,doll_22.83 b,gmab,denmark,healthcare,biotechnology,"copenhagen,denmark",," 1,212", dr. jan g.j. van de winkel
706,"hengli petrochemical co.,ltd.",doll_22.86 b,600346,china,consumer discretionary,textile manufacturing,"dalian,china",," 29,522",
707,ppl corporation,doll_22.87 b,ppl,united states,utilities,utilities—regulated electric,"allentown,pa,unitedstates"," june 4, 1920"," 5,607", mr. vincent  sorgi
708,dover corporation,doll_22.94 b,dov,united states,industrials,specialty industrial machinery,"downersgrove,il,unitedstates", 1955," 25,000", mr. richard joseph tobin
709,v.f. corporation,doll_22.96 b,vfc,united states,consumer discretionary,apparel manufacturing,"greenwoodvillage,co,unitedstates", october 1899," 27,200", mr. steven e. rendle
710,olympus corp,doll_23.00 b,7733,japan,healthcare,medical instruments & supplies,"tokyo,japan",," 31,653", mr. yasuo  takeuchi
711,royalty pharma plc,doll_23.04 b,rprx,united states,healthcare,biotechnology,"newyork,ny,unitedstates",,, mr. pablo gerardo legorreta
712,invitation homes inc.,doll_23.09 b,invh,united states,real estate,reit—residential,"dallas,tx,unitedstates", 2012," 1,240", mr. dallas b. tanner
713,china international capital corp ltd,doll_23.13 b,601995,china,financials,capital markets,"beijing,china",," 9,372", mr. zhaohui  huang
714,terumo corp,doll_23.16 b,4543,japan,healthcare,medical instruments & supplies,"tokyo,japan",," 26,482", mr. shinjiro  sato
715,société générale sa,doll_23.18 b,gle,france,financials,banks,"paris,france",," 124,089", mr. frederic  oudea
716,wens foodstuff group co. ltd,doll_23.20 b,300498,china,consumer staples,farm products,"yunfu,china",," 52,809",
717,fox corporation,doll_23.26 b,foxa,united states,communication services,broadcasting,"newyork,ny,unitedstates"," january 1, 2019"," 9,000", mr. lachlan keith murdoch
718,sany heavy industry co. ltd,doll_23.27 b,600031,china,industrials,farm & heavy construction machinery,"beijing,china",," 24,586",
719,carnival corporation & plc,doll_23.29 b,ccl,united states,consumer discretionary,travel services,"miami,fl,unitedstates", 1972," 40,000", mr. arnold w. donald
720,huazhu group limited,doll_23.34 b,htht,china,consumer discretionary,lodging,"shanghai,china", 2005," 18,352",
721,garmin ltd.,doll_23.35 b,grmn,switzerland,technology,scientific & technical instruments,"schaffhausen,switzerland", october 1989," 18,700", mr. clifton  albert pemble
722,united microelectronics corporation,doll_23.35 b,2303,taiwan,technology,semiconductors,"hsinchucity,taiwan",," 19,500",
723,liberty broadband corporation,doll_23.40 b,lbrdk,united states,communication services,entertainment,"englewood,co,unitedstates",,, mr. gregory b. maffei
724,formosa plastics corp,doll_23.42 b,1301,taiwan,basic materials,specialty chemicals,"kaohsiung,taiwan",,,
725,fortis inc.,doll_23.43 b,fts,canada,utilities,utilities—regulated electric,"st.john's,nf,canada",," 9,095", mr. david gerard hutchens
726,"rocket companies, inc.",doll_23.44 b,rkt,united states,financials,mortgage finance,"detroit,mi,unitedstates", 1985," 26,000", mr. jay d. farner
727,"maxim integrated products, inc.",doll_23.44 b,mxim,united states,technology,semiconductors,"sanjose,ca,unitedstates", 1983," 7,100",
728,mtn group ltd,doll_23.45 b,mtn,south africa,communication services,telecom services,"johannesburg,southafrica",," 21,975"," mr. ralph tendai mupita b.sc., m.b.a."
729,kubota corp,doll_23.46 b,6326,japan,industrials,farm & heavy construction machinery,"osaka,japan",," 43,293",
730,first quantum minerals ltd.,doll_23.47 b,fm,canada,basic materials,copper,"toronto,on,canada", 1983," 20,000", mr. philip kelvin rodda pascall
731,pt bank mandiri (persero) tbk,doll_23.51 b,pq9,indonesia,financials,banks,"jakarta,indonesia",," 37,840",
732,beiersdorf ag,doll_23.51 b,bei,germany,consumer staples,household & personal products,"hamburg,germany",," 20,567", mr. vincent  warnery
733,sungrow power supply co. ltd,doll_23.55 b,300274,china,industrials,electrical equipment & parts,"hefei,china",," 4,492", mr. ren xian  cao
734,"stanley black & decker, inc.",doll_23.57 b,swk,united states,industrials,tools & accessories,"newbritain,ct,unitedstates", 1843," 71,300", mr. james m. loree
735,baoshan iron & steel co. ltd,doll_23.59 b,600019,china,basic materials,steel,"shanghai,china",," 47,710",
736,horizon therapeutics public limited company,doll_23.64 b,hznp,ireland,healthcare,drug manufacturers—general,"dublin,ireland", 2005," 1,890", mr. timothy p. walbert
737,compagnie générale des etablissements michelin sca,doll_23.65 b,ml,france,consumer discretionary,auto parts,"clermont-ferrand,france",," 118,400", mr. florent  menegaux
738,sse plc,doll_23.73 b,sse,united kingdom,utilities,utilities—diversified,"perth,unitedkingdom", 1998," 11,865", mr. alistair  phillips-davies
739,"endesa, sa",doll_23.78 b,ele,spain,utilities,utilities—regulated electric,"madrid,spain",," 9,258", mr. jose damian  bogas galvez
740,"ventas, inc.",doll_23.81 b,vtr,united states,real estate,reit—healthcare facilities,"chicago,il,unitedstates", 1998, 434, ms. debra a. cafaro
741,eve energy co. ltd,doll_23.82 b,300014,china,industrials,electrical equipment & parts,"huizhou,china",," 9,669",
742,splunk inc.,doll_23.84 b,splk,united states,technology,software—infrastructure,"sanfrancisco,ca,unitedstates", october 2003," 7,500", mr. graham vivian smith
743,"m3, inc.",doll_23.89 b,2413,japan,healthcare,health information services,"tokyo,japan",," 8,249",
744,entergy corporation,doll_23.92 b,etr,united states,utilities,utilities—diversified,"neworleans,la,unitedstates", 1913," 12,369", mr. leo p. denault
745,steris plc,doll_23.93 b,ste,ireland,healthcare,medical instruments & supplies,"dublin,ireland", 1985," 13,000", mr. daniel a. carestio
746,"best buy co., inc.",doll_23.93 b,bby,united states,consumer discretionary,specialty retail,"richfield,mn,unitedstates"," august 22, 1966"," 57,750", ms. corie sue barry
747,csc financial co. ltd,doll_23.94 b,601066,china,financials,capital markets,"beijing,china",," 9,994",
748,"martin marietta materials, inc.",doll_23.94 b,mlm,united states,basic materials,building materials,"raleigh,nc,unitedstates", 1993," 10,000", mr. c. howard nye
749,orix corporation,doll_23.97 b,8591,japan,financials,credit services,"tokyo,japan",," 33,153", mr. makoto  inoue
750,schindler holding ag,doll_24.02 b,schn,switzerland,industrials,specialty industrial machinery,"hergiswil,switzerland",," 69,015", mr. silvio  napoli
751,public joint stock company polyus,doll_24.02 b,plzl,russia,basic materials,gold,"moscow,russia",,,
752,mega financial holding co. ltd,doll_20.21 b,2886,taiwan,financials,banks,"taipei,taiwan",," 9,594",
753,mgm resorts international,doll_20.22 b,mgm,united states,consumer discretionary,resorts & casinos,"lasvegas,nv,unitedstates", 1986," 52,000", mr. william joseph hornbuckle iv
754,nomura research institute ltd,doll_20.26 b,4307,japan,technology,information technology services,"tokyo,japan",," 16,196", mr. shingo  konomoto
755,"brown & brown, inc.",doll_20.27 b,bro,united states,financials,insurance brokers,"daytonabeach,fl,unitedstates", 1939," 12,023"," mr. j. powell brown c.p.c.u., cpcu"
756,markel corporation,doll_20.30 b,mkl,united states,financials,insurance—property & casualty,"glenallen,va,unitedstates", 1930," 20,300", mr. thomas sinnickson gayner
757,carvana co.,doll_20.33 b,cvna,united states,consumer discretionary,internet retail,"tempe,az,unitedstates", 2012," 21,000", mr. ernest c. garcia iii
758,nippon paint holdings co. ltd,doll_20.38 b,4612,japan,basic materials,specialty chemicals,"osaka,japan",," 27,318",
759,guotai junan securities co. ltd,doll_20.39 b,601211,china,financials,capital markets,"shanghai,china",," 15,198",
760,mitsubishi estate co. ltd,doll_20.39 b,8802,japan,real estate,real estate—diversified,"tokyo,japan",," 9,982", mr. junichi  yoshida
761,investment ab latour,doll_20.39 b,lato.b,sweden,financials,asset management,"gothenburg,sweden",," 8,001", mr. johan  hjertonsson mba
762,alinma bank,doll_20.41 b,1150,saudi arabia,financials,banks,"riyadh,saudiarabia",," 3,280",
763,synchrony financial,doll_20.43 b,syf,united states,financials,credit services,"stamford,ct,unitedstates"," september 12, 2003"," 18,000", mr. brian d. doubles
764,"boston properties, inc.",doll_20.54 b,bxp,united states,real estate,reit—office,"boston,ma,unitedstates", 1970, 743, mr. owen david thomas
765,sojitz corp,doll_20.55 b,2768,japan,industrials,conglomerates,"tokyo,japan",," 19,463", mr. masayoshi  fujimoto
766,flutter entertainment plc,doll_20.58 b,fltr,ireland,consumer discretionary,gambling,"dublin,ireland", 2 february 2016," 16,813", mr. jeremy peter jackson
767,pembina pipeline corporation,doll_20.61 b,ppl,canada,energy,oil & gas midstream,"calgary,ab,canada",," 2,349", mr. j. scott burrows
768,kyocera corp,doll_20.62 b,6971,japan,technology,consumer electronics,"kyoto,japan",," 78,490", mr. hideo  tanimoto
769,advanced info service pcl,doll_20.65 b,advanc,thailand,communication services,telecom services,"bangkok,thailand",,, mr. somchai  lertsutiwong
770,steris corp,doll_20.66 b,s1te34,united states,healthcare,medical devices,"mentor,oh,unitedstates",,, mr. walter m. rosebrough jr.
771,cms energy corporation,doll_20.73 b,cms,united states,utilities,utilities—regulated electric,"jackson,mi,unitedstates", 1886," 8,504", mr. garrick j. rochow
772,li ning co ltd,doll_20.75 b,2331,china,consumer discretionary,leisure,"beijing,china",," 4,019", mr. ning  li
773,standard chartered plc,doll_20.78 b,stan,united kingdom,financials,banks,"london,unitedkingdom"," as chartered bank of india, australia, and china on 29 december 1853"," 81,770",
774,marubeni corp,doll_20.78 b,8002,japan,industrials,conglomerates,"tokyo,japan",,, mr. masumi  kakinoki
775,repsol sa,doll_20.80 b,rep,spain,energy,oil & gas integrated,"madrid,spain",," 23,268", mr. josu jon  imaz san miguel ph.d.
776,royal caribbean cruises ltd.,doll_20.81 b,rcl,united states,consumer discretionary,travel services,"miami,fl,unitedstates", 1997 ," 84,900", mr. jason t. liberty
777,applovin corp,doll_20.86 b,app,united states,technology,software—application,"paloalto,ca,unitedstates",," 1,594", mr. adam arash foroughi
778,fortive corporation,doll_20.88 b,ftv,united states,technology,scientific & technical instruments,"everett,wa,unitedstates", 2016," 18,000", mr. james a. lico
779,"fleetcor technologies, inc.",doll_20.92 b,flt,united states,technology,information technology services,"atlanta,ga,unitedstates", 2000," 9,700", mr. ronald f. clarke
780,"hubspot, inc.",doll_20.93 b,hubs,united states,technology,software—application,"cambridge,ma,unitedstates", june 2006," 5,895", ms. yamini  rangan
781,microchip technology incorporated,doll_21.03 b,mchp,united states,technology,semiconductors,"chandler,az,unitedstates", 1989," 19,500", mr. ganesh  moorthy
782,yandex n.v.,doll_21.05 b,yndx,netherlands,communication services,internet content & information,"schiphol,netherlands", 23 september 1997," 18,004", mr. arkady  volozh
783,segro plc,doll_21.08 b,sgro,united kingdom,real estate,reit—industrial,"london,unitedkingdom", 1920, 385, mr. david john rivers sleath o.b.e.
784,ingersoll rand inc.,doll_21.13 b,ir,united states,industrials,specialty industrial machinery,"davidson,nc,unitedstates", 1859," 16,000", mr. vicente  reynal
785,china mengniu dairy co ltd,doll_21.17 b,2319,hong kong,consumer staples,packaged foods,"causewaybay,hongkong",," 43,397", mr. minfang  lu
786,seagate technology plc,doll_21.21 b,stx,ireland,technology,computer hardware,"dublin,ireland"," november 1, 1979"," 40,000", dr. william david mosley
787,china northern rare earth,doll_21.21 b,600111,china,basic materials,other industrial metals & mining,"baotou,china",," 9,111",
788,viacomcbs inc.,doll_21.22 b,viaca,united states,communication services,entertainment,"newyork,ny,unitedstates"," december 4, 2019"," 22,965", mr. robert marc bakish
789,zoominfo technologies inc.,doll_21.23 b,zi,united states,technology,software—application,"vancouver,wa,unitedstates", 2007," 2,742", mr. henry l. schuck
790,wheaton precious metals corp.,doll_21.26 b,wpm,canada,basic materials,gold,"vancouver,bc,canada", 2004, 44," mr. randy v. j. smallwood p.eng, p.eng."
791,regions financial corporation,doll_21.32 b,rf,united states,financials,banks,"birmingham,al,unitedstates", 1971," 19,626", mr. john m. turner jr.
792,legal & general group plc,doll_21.34 b,lgen,united kingdom,financials,insurance—life,"london,unitedkingdom", 1836," 10,046", dr. nigel david wilson
793,"the cooper companies, inc.",doll_21.35 b,coo,united states,healthcare,medical instruments & supplies,"sanramon,ca,unitedstates", 1958 ," 12,000", mr. albert g. white iii
794,nexon co. ltd,doll_21.36 b,3659,japan,communication services,electronic gaming & multimedia,"tokyo,japan",," 6,288", mr. owen  mahoney
795,rede d'or são luiz sa,doll_21.40 b,rdor3,brazil,healthcare,medical care facilities,"saopaulo,sp,brazil",,, mr. paulo junqueira moll
796,teck resources limited,doll_21.41 b,teck.b,canada,basic materials,other industrial metals & mining,"vancouver,bc,canada",," 10,600"," mr. donald r. lindsay b.sc. honours, m.b.a"
797,sgs sa,doll_21.43 b,sgsn,switzerland,industrials,consulting services,"geneva,switzerland",," 96,216",
798,the saudi british bank,doll_21.45 b,1060,saudi arabia,financials,banks,"riyadh,saudiarabia",," 4,156", mr. anthony william cripps
799,mitsui fudosan co. ltd,doll_21.46 b,8801,japan,real estate,real estate—diversified,"tokyo,japan",," 23,992", mr. masanobu  komoda
800,"j.b. hunt transport services, inc.",doll_21.48 b,jbht,united states,industrials,integrated freight & logistics,"lowell,ar,unitedstates"," august 10, 1961"," 33,045", mr. john n. roberts iii
801,veolia environnement sa,doll_18.14 b,vie,france,industrials,waste management,"aubervilliers,france",," 171,450", mr. antoine  frã©rot
802,cez as,doll_18.16 b,cez,czechia,                                        utilities                                    ,                                        utilities—renewable                                    ,"prague,czechia",," 28,000", engineer daniel  beneâ
803,"yum china holdings, inc.",doll_18.18 b,yumc,china,consumer discretionary,restaurants,"shanghai,china"," november 1, 2016"," 147,000", ms. joey  wat
804,restaurant brands international inc.,doll_18.19 b,qsr,canada,consumer discretionary,restaurants,"toronto,on,canada"," december 15, 2014"," 5,700",
