00-avengers-name,01-DDD-name,02-GioPonSpiz-name,03-gren-name,04-iGMM-name,05-MalPatSaj-name,06-MarScoToc-name,09-wissel-name
,postal realty trust,gracell biotechnologies,latch,alinma bank,ideanomics,,toast
,priority technology holdings,mistras group,nucleus software exports,quest diagnostics,red robin,,u.s. physical therapy
,374water,singular genomics systems,prakash industries,warner music group,aiming inc,,nv5 global
,red river bancshares,x-legend entertainment,townsquare media,lasertec,astra space,,suburban propane partners
,citizens & northern corp,skipper limited,local bounti,kubota,ge power india,,world acceptance corporation
,forge global,celularity,inflarx,pidilite,inotiv,,circor international
,telos,kronos bio,srikalahasthi pipes,ubiquiti,capacit'e infraprojects,,spx corporation
,autolus therapeutics,rico auto industries,paratek pharmaceuticals,abiomed,bigbear.ai,,unifi
,digital bros,iteris,diebold nixdorf,icahn enterprises,praxis precision medicines,,sigmatron international
,air busan,xunlei,faze clan,snam,kayak inc,,east west bancorp
,workhorse group,bbx capital corporation,kap ag,ryanair,americas gold and silver corp,,powerschool
,hut 8 mining,ecb bancorp,mangalore chemicals and fertilizers,factset,fonar corporation,,b&g foods
,wheels up,the realreal,offerpad,expeditors,ateam,,one medical(1life healthcare)
,nve corporation,diebold nixdorf,d-wave quantum,mengniu dairy,selectquote,,hain celestial
,faraday future,x4 pharmaceuticals,fonar corporation,antofagasta,proqr,,coupa
,inspired entertainment,turtle beach corp,eos energy enterprises,sgs,glycomimetics,,cohu
,arqit quantum,daktronics,pexip,saudi arabian fertilizer company,citizens inc,,moneygram
,gatos silver,athira pharma,coffee day enterprises,coal india,sema4,,cloudflare
,sportsman's warehouse,pyrogenesis canada,userjoy technology,ajinomoto,cooper standard,,elastic nv
,rxsight,prakash industries,vinco ventures,aeon,smith micro software,,altair engineering
,seaspine,vroom,astra space,chongqing changan,ree automotive,,amc entertainment
,nl industries,dermtech,societal cdmo,monolithic power systems,india nippon electricals,,biomarin pharmaceutical
,hersha hospitality trust,nyxoah,bodal chemicals,huatai securities,bitfarms,,digital realty
,concert pharmaceuticals,pulse biosciences,naked wines,vantage towers,lulu's fashion lounge,,malibu boats
,arrival,geojit financial services,peninsula energy,solaredge,allot,,roku
,gold royalty corp,shiftpixy,praxis precision medicines,marathon oil,inseego,,portland general electric
,gladstone capital,sml isuzu,bitfarms,darden restaurants,india motor parts and accessories,,clearwater paper
,northwest pipe company,kneat.com,matinas biopharma,markel,pollux properti indonesia,,select energy services
,renesola,parag milk foods,akebia therapeutics,chewy,talkspace,,express
,hong kong ferry,taysha gene therapies,rumbleon,tsingtao,arteris,,lands' end
,aviat networks,vbi vaccines,medicinova,west pharmaceutical,kronos bio,,bio-techne
,lsi industries,benessere capital acquisition,tattooed chef,čez group,dave inc.,,kadant
,tucows,northern dynasty minerals,aiming inc,ventas,mdxhealth,,sotera health
,arlo technologies,marimed,finwise bancorp,perkinelmer,xos,,invitae
,aldeyra therapeutics,twin disc,the realreal,exor,nok air,,barnes & noble education
,selina hospitality,asensus surgical,navkar corp,brookfield renewable partners,kokuyo camlin,,taylor morrison
,sify,yellow corporation,solid biosciences,china southern airlines,creepy jar,,covenant logistics
,strides pharma,xbiotech,buzzfeed,essity,usd partners,,arista networks
,ptc india,sterling tools,nok air,dollarama,charlotte's web,,united bankshares
,unisys,ag mortgage investment trust,radio city,cms energy,ci games,,cf industries
,penseco financial services,zentek,vbi vaccines,idex,nuvectis pharma,,bowlero
,macatawa bank,red robin,knights group,china communications construction,graham corporation,,armstrong world industries
,regencell bioscience,oconee federal financial,l.b. foster,veolia,cytomx therapeutics,,skillsoft
,voyager therapeutics,peninsula energy,sterling tools,cathay financial holding,sarcos technology and robotics,,preformed line products
,hailiang education,village farms international,mdxhealth,mitsubishi estate,oncolytics biotech,,marcus corporation
,sciplay,hanover bancorp,anup engineering,lpl financial,parken sport (f.c. copenhagen),,bristow group
,comtech telecommunications,cenntro electric group,lee enterprises,clp group,himatsingka seide,,azenta
,gati,lazydays holdings,ge power india,china unicom,mangalam cement,,g-iii apparel group
,limoneira,euroseas,allied tecnologia,wheaton precious metals,bergs timber,,sterling construction
,1stdibs.com,mict,nuvectis pharma,straumann,sylogist,,casella waste systems
,vizsla silver,hycroft mining,eyepoint pharmaceuticals,kyocera,mainz biomed,,nuvasive
,pure cycle (water),eos energy enterprises,asensus surgical,amcor,sesen bio,,seneca foods
,cooper standard,malvern bancorp,usd partners,best buy,daktronics,,thredup
,cian,superior industries international,xbiotech,united microelectronics,thunderful group,,cubesmart
,texmaco rail & engineering,klab,india motor parts and accessories,garmin,high tide,,primerica
,geox,chinese gamer international,westwood holdings group,formosa plastics,paratek pharmaceuticals,,procore
,care's ratings,townsquare media,quick heal,porsche se,loop industries,,black hills
,axt inc,milestone pharmaceuticals,creepy jar,mitsui fudosan,starbox group,,aaon
,hf foods group,latch,citizens inc,j. b. hunt,union bankshares,,oppenheimer holdings
,danimer scientific,jianzhi education technology group,cel-sci,george weston,l.b. foster,,ameris bancorp
,the one group hospitality,bankfinancial,orient paper mills,grupo bimbo,hour loop,,tripadvisor
,emerald holding,paratek pharmaceuticals,comscore,nexon,cbak energy,,valhi
,first internet bancorp,starbox group,starbreeze,mid-america apartment communities,electra meccanica,,oneok
,atlas technical consultants,americas gold and silver corp,kore,steel dynamics,ascent solar technologies,,kaman
,frontier developments,tabula rasa healthcare,india nippon electricals,hologic,allied tecnologia,,cal-maine foods
,nordic paper,knights group,pollux properti indonesia,coca-cola femsa,anup engineering,,havertys
,gigacloud technology,pexip,graphite bio,nan ya plastics,u.s. xpress enterprises,,avalonbay communities
,yiren digital,heliogen,union bankshares,china tower,tattooed chef,,townebank
,ouster,ptc financial services,cenntro electric group,pembina pipeline,x4 pharmaceuticals,,haemonetics
,bitfarms,solid biosciences,the oncology institute,société générale,stabilis solutions,,nl industries
,akatsuki inc,provident bancorp,high tide,tata motors,mind medicine,,opendoor
,hindustan sanitaryware & industries,kap ag,bergs timber,edp group,cel-sci,,new york community bank
,commercial vehicle group (cvg),o2micro,sylogist,orix,sonendo,,matrix service
,tmc the metals company,supermax corporation berhad,pulse biosciences,vonovia,hycroft mining,,seaworld entertainment
,rallybio,plby group (playboy),lakeland industries,centerpoint energy,advent technologies,,commvault
,aenza,comscore,talkspace,aker bp,cellectis,,eog resources
,nautilus biotechnology,allot,bakkt holdings,mahindra & mahindra,capricor therapeutics,,mission produce
,kalvista pharmaceuticals,sesen bio,ci games,texas pacific land trust,neovolta,,buckle
,vst tillers tractors,terawulf,immuneering,h&m,provident financial holdings,,jackson financial
,century casinos,capacit'e infraprojects,parken sport (f.c. copenhagen),fortis,xbiotech,,montrose environmental
,southern states bancshares,akebia therapeutics,rvl pharmaceuticals,biomarin pharmaceutical,wrap technologies,,monolithic power systems
,american public education,verastem oncology,barnes & noble education,dai-ichi life holdings,apex frozen foods,,hireright
,force motors,nucleus software exports,u.s. xpress enterprises,teledyne,lument finance trust,,zoominfo
,bank7,l.b. foster,sangoma technologies,centrais electricas brasileiras,lifeway foods,,community bank system
,swk holdings,the oncology institute,provident financial holdings,dover,gala incorporated,,myers industries
,conn's,yunji,thunderful group,marubeni,phunware,,etsy
,alto ingredients,martin midstream partners,red robin,schindler group,barnes & noble education,,trustmark
,tinybuild,creepy jar,sarcos technology and robotics,rollins,sangoma technologies,,the chefs' warehouse
,time technoplast,naked wines,kokuyo camlin,citizens financial group,eyepoint pharmaceuticals,,zimvie
,jagran prakashan,cel-sci,capricor therapeutics,banco do brasil,lakeland industries,,esco technologies
,isoenergy,electra meccanica,ideanomics,svenska handelsbanken,inflarx,,wheels up
,sundaram finance,altisource portfolio,mallinckrodt pharmaceuticals,sany heavy industry,farmer brothers,,novanta
,caledonia mining,mangalore chemicals and fertilizers,sonendo,chow tai fook,radio city,,scansource
,ponce financial group,pardes biosciences,park city group,endesa,lee enterprises,,liberty tripadvisor holdings
,immersion corporation,fonar corporation,pixelworks,kia,pedevco,,seagen
,bank of innovation,ohio valley banc corp,lument finance trust,air china,modiv,,natera
,third coast bancshares,srikalahasthi pipes,mind medicine,aena,nihon falcom,,dropbox
,oil-dri corporation of america,relmada therapeutics,graham corporation,ecopetrol,tanzanian gold corporation,,marinemax
,subros,rvl pharmaceuticals,terawulf,the saudi british bank,latch,,protolabs
,brightcove,citizens inc,relmada therapeutics,z holdings,relmada therapeutics,,nextgen healthcare
,proqr,inseego,verastem oncology,ferrovial,flotek industries,,monarch casino & resort
,va tech wabag,mind medicine,clearside biomedical,church & dwight,hexo,,extreme networks
,uranium royalty,anup engineering,mangalam cement,boe technology,sport lisboa e benfica,,biglari
,semler scientific,loop industries,spectrum pharmaceuticals,ptt exploration and production,akumin,,oscar health
,nacl industries,spectrum pharmaceuticals,kayak inc,cf industries,ellington residential mortgage reit,,agilethought
,gulf oil lubricants,medicinova,kronos bio,atlantia,vince holding,,jack in the box
,filatex india,tattooed chef,ateam,invitation homes,sonida senior living,,thryv
,acumen pharmaceuticals,coffee day enterprises,seanergy maritime,michelin,so-young international,,hostess brands
,transglobe energy,matinas biopharma,wag! group,w. r. berkley,reading international,,mrc global
,velodyne lidar,sonendo,ree automotive,molina healthcare,pulse biosciences,,vishay precision group
,livevox,faze clan,tanzanian gold corporation,epam systems,terawulf,,premier
,backblaze,old point financial,ellington residential mortgage reit,xylem,cenntro electric group,,shoe carnival
,j.jill,sema4,inseego,beigene,orient paper mills,,mesa air
,nacon,sarcos technology and robotics,hour loop,ntpc limited,park city group,,mirion technologies
,tillys,talkspace,bigbear.ai,coterra energy,american resources corp,,alteryx
,molecular partners,local bounti,powerfleet,"m3, inc",kaixin auto,,american public education
,neuland laboratories,nok air,sport lisboa e benfica,nibe industrier,bliss gvs pharma,,columbia care
,orrstown financial services,kore,himatsingka seide,longfor group,verastem oncology,,hill international
,veritone,usd partners,lyra therapeutics,eisai,mynaric,,interactive brokers
,troops,bodal chemicals,phunware,regions financial,seanergy maritime,,united community bank
,oric pharmaceuticals,tanzanian gold corporation,fluent,firstrand,westwood holdings group,,affirm
,parke bancorp,aiming inc,aura energy,copel,asensus surgical,,boston beer company
,rent the runway,immuneering,reading international,waters corporation,spectrum pharmaceuticals,,bank ozk
,jain irrigation systems,graphite bio,sema4,zto express,powerfleet,,pc connection
,cazoo,mdxhealth,oncolytics biotech,upm-kymmene,airasia,,weber
,cantabil retail india,userjoy technology,viomi technology,mitsubishi electric,harte hanks,,rci hospitality holdings
,baycom (united business bank),inflarx,gala incorporated,ke holdings,lyra therapeutics,,century aluminum
,apollo pipes,ideanomics,stabilis solutions,nippon paint,jay bharat maruti,,sofi
,mm forgings,volta,ayr wellness,sumitomo,spero therapeutics,,genworth financial
,bigbear.ai,broadwind,nihon falcom,cgi,3i infotech,,evertec
,homeland interactive technology,finwise bancorp,avino silver & gold mines,tesco,sono,,rayonier advanced materials
,groupon,akili,spero therapeutics,hewlett packard enterprise,core scientific,,match group
,weyco group,pixelworks,harte hanks,repsol,macrowell omg digital entertainment,,zumiez
,dakota gold,quick heal,pieris pharmaceuticals,shanghai airport,bragg gaming group,,echostar
,first guaranty bancshares,aura energy,apex frozen foods,ppl,don't nod entertainment,,harte hanks
,xoma,ge power india,vince holding,ntt data,lmp automotive holdings,,multiplan
,information services group,navkar corp,lulu's fashion lounge,east japan railway,velan,,vse corporation
,rattanindia power,orient paper mills,farmer brothers,ingersoll rand,io biotech,,vera bradley
,urban one,bergs timber,infinities tech (jiu zun digital),terumo,volta,,corsair gaming
,smiledirectclub,rigetti computing,rigetti computing,first republic bank,infinities tech (jiu zun digital),,dxp enterprises
,tactile medical,u.s. xpress enterprises,american resources corp,argenx,wejo group,,otter tail
,lesaka technologies,westwood holdings group,cbak energy,telefónica,starbreeze,,ducommun
,willdan group,starbreeze,pedevco,udr apartments,fluent,,wesbanco
,seacor marine,pieris pharmaceuticals,macrowell omg digital entertainment,datadog,akebia therapeutics,,chegg
,lianbio,societal cdmo,atossa therapeutics,epiroc,sunworks,,alpha & omega semiconductor
,aurelius group,allied tecnologia,appharvest,ericsson,yuke's,,orion-group-holdings
,greentree hospitality,fluent,advent technologies,deutsche bank,aterian,,selective insurance
,first western financial,barnes & noble education,mainz biomed,jsw steel,atari,,stepan company
,compass pathways,capricor therapeutics,akili,cnh industrial,hydrofarm,,global partners lp
,akoya biosciences,infinities tech (jiu zun digital),bliss gvs pharma,oil & natural gas,ebixcash india,,targa resources
,el pollo loco,lee enterprises,apyx medical,arcelormittal,bloober team,,mid-america apartment communities
,preformed line products,union bankshares,sonida senior living,ck hutchison holdings,pardes biosciences,,webster financial
,mcphy energy,ree automotive,aeye,horizon therapeutics,avino silver & gold mines,,emergent biosolutions
,eneti,india motor parts and accessories,bragg gaming group,martin marietta,compugen,,kimball international
,atea pharmaceuticals,lulu's fashion lounge,grove collaborative,delta air lines,titan medical,,renasant corp
,gamco investors,phunware,sino-entertainment technology,techtronic industries,orion-group-holdings,,hayward
,new pacific metals,sylogist,airasia,edp renováveis,trilogy metals,,simon property group
,giordano,rekor systems,wetrade group,koninklijke dsm,co-diagnostics,,steve madden
,the manitowoc company,carrols restaurant group,alligator energy,li auto,eos energy enterprises,,civeo
,harrow health,american resources corp,scienjoy,adidas,acres commercial realty,,globus medical
,futurefuel,nuvectis pharma,cytosorbents,principal,smart sand,,computer programs and systems
,luxfer,parken sport (f.c. copenhagen),don't nod entertainment,ganfeng lithium,kins technology group,,big 5 sporting goods
,moil,sangoma technologies,lifeway foods,unicharm,asian granito india,,ll flooring
,1-800-petmeds,atossa therapeutics,fortress biotech,seagen,ati physical therapy,,tredegar
,chennai petroleum,pollux properti indonesia,mynaric,extra space storage,scienjoy,,equity residential
,gamania digital,dave inc.,velan,arch capital,pixelworks,,csw industrials
,avadel pharmaceuticals,high tide,titan medical,dte energy,dare bioscience,,myriad genetics
,liquidia technologies,lakeland industries,modiv,legrand,viomi technology,,mercury systems
,enterprise bancorp,india nippon electricals,orion-group-holdings,evolution gaming,atossa therapeutics,,ehealth
,jumia,ci games,flotek industries,china everbright bank,akatsuki corp.,,ayr wellness
,paisalo digital,ateam,crooz,sse,appharvest,,workiva
,xperi,graham corporation,seelos therapeutics,ameren,wag! group,,oil states international
,atlanticus,lument finance trust,3i infotech,southwest airlines,societal cdmo,,the andersons
,jtekt india,mangalam cement,charlotte's web,fifth third bank,gulf island fabrication,,dolby
,great lakes dredge & dock corp.,wag! group,flexsteel industries,yankuang energy (yanzhou coal mining),root insurance,,first interstate bancsystem
,tallink grupp,provident financial holdings,trilogy metals,smic,spencer's retail,,rapid7
,vigil neuroscience,seanergy maritime,jay bharat maruti,sandvik,carrols restaurant group,,secureworks
,archosaur games,kaixin auto,dare bioscience,mccormick & company,nrx pharmaceuticals,,helios technologies
,on24,titan medical,instil bio,tyson foods,iris energy,,accolade
,mahindra logistics,spero therapeutics,electra meccanica,canon,owlet,,townsquare media
,vanda pharmaceuticals,grove collaborative,sono,fubon financial,"nn, inc.",,netscout
,webzen,sonida senior living,carrols restaurant group,rogers communication,orion energy systems,,now inc.
,west coast paper mills,mallinckrodt pharmaceuticals,ebixcash india,goodman group,momentus,,atn international
,blend labs,cbak energy,lmp automotive holdings,nestlé india,flexsteel industries,,
,aaron's,park city group,rekor systems,central japan railway,björn borg,,
,baozun,ellington residential mortgage reit,akatsuki corp.,telkom indonesia,syros pharmaceuticals,,
,ring energy,sono,jianzhi education technology group,national bank of canada,s.s. lazio,,
,eagle pharmaceuticals,dare bioscience,mesa air,yum china,frequency therapeutics,,
,kodiak sciences,instil bio,compugen,weyerhaeuser,pieris pharmaceuticals,,
,similarweb,aeye,co-diagnostics,the trade desk,rapid micro biosystems,,
,dynamic materials corporation,iris energy,neovolta,adani ports & sez,viracta therapeutics,,
,shotspotter,advent technologies,reliance communications,ebay,cave interactive,,
,entrada therapeutics,momentus,smart sand,fortive,grove collaborative,,
,southern missouri bancorp,alligator energy,volta,sartorius,aeria,,
,fission uranium,harte hanks,kins technology group,avalonbay communities,enochian biosciences,,
,orchid island capital,cytosorbents,acres commercial realty,amadeus it group,delta apparel,,
,barbeque nation hospitality ,reading international,nrx pharmaceuticals,china resources beer,the oncology institute,,
,ngm biopharmaceuticals,kokuyo camlin,delta apparel,partners group,feiyu technology international company,,
,arbutus biopharma,farmer brothers,gulf island fabrication,the hartford,rane brake lining,,
,tutor perini,sport lisboa e benfica,bloober team,hannover rück,instil bio,,
,intrepid potash,embark technology,venator materials,agnico eagle mines,energous,,
,national fertilizers,seelos therapeutics,protalix biotherapeutics,vulcan materials,snail inc,,
,dutch lady milk industries,kayak inc,kaixin auto,btg pactual,express,,
,destination xl,oncolytics biotech,cave interactive,firstenergy,apyx medical,,
,sutro biopharma,bit digital,akumin,alexandria real estate equities,sotherly hotels,,
,ifb industries,mynaric,yuke's,tractor supply,broccoli,,
,silvergate capital,viomi technology,björn borg,china securities,longeveron,,
,global indemnity,smart sand,atari,cellnex telecom,clearside biomedical,,
,axogen,syros pharmaceuticals,longeveron,sirius xm,accelerate diagnostics,,
,biglari,nihon falcom,asian granito india,cbre group,imagineer,,
,bel fuse,flotek industries,xilio therapeutics,flutter entertainment,armata pharmaceuticals,,
,civeo,mainz biomed,orchard therapeutics,unicredit,reliance communications,,
,carriage services,himatsingka seide,sotherly hotels,delta electronics,embark technology,,
,microvision,fortress biotech,s.s. lazio,m&t bank,know labs,,
,reservoir media,scienjoy,atyr pharma,saic motor,fortress biotech,,
,huuuge,pedevco,"nn, inc.",imperial brands,quicklogic,,
,kezar life sciences,nrx pharmaceuticals,embark technology,ferguson,dermtech,,
,largo,hour loop,io biotech,veeva systems,scynexis,,
,reach plc,clearside biomedical,syros pharmaceuticals,mobileye,gan,,
,lexicon pharmaceuticals,gala incorporated,broccoli,genuine parts company,galectin therapeutics,,
,trinity capital,apex frozen foods,quicklogic,fujitsu,geechs,,
,newpark resources,powerfleet,wrap technologies,warner bros. discovery,therapeuticsmd,,
,canoo,avino silver & gold mines,feiyu technology international company,hormel foods,great elm capital,,
,greene county bancorp,flexsteel industries,momentus,intact financial,brainstorm cell therapeutics,,
,indoco remedies,macrowell omg digital entertainment,iris energy,orange,polished.com,,
,precigen,thunderful group,spencer's retail,saudi electricity,xilio therapeutics,,
,olympic steel,orion-group-holdings,laramide resources,zimmer biomet,lucid diagnostics,,
,mitek systems,lifeway foods,forsys metals,ptt pcl,ncs multistage,,
,fubotv,wrap technologies,senti biosciences,kone,vista gold,,
,smartfinancial (smartbank),don't nod entertainment,superior resources,coloplast,jianzhi education technology group,,
,optim,vince holding,dirtt environmental solutions,ashtead,gamesparcs,,
,digimarc,stabilis solutions,owlet,swiss re,atlis motor vehicles,,
,ramaco resources,co-diagnostics,elevate uranium,baxter,manhattan bridge capital,,
,latham group,compugen,genprex,willis towers watson,emagin,,
,newtek,bloober team,regis corporation,naturgy,atyr pharma,,
,the tinplate company of india ,bliss gvs pharma,enzo biochem,aptiv,retractable technologies,,
,anika therapeutics,akumin,emagin,crowdstrike,nectar lifesciences,,
,gorilla technology,"nn, inc.",argo blockchain,lyondellbasell,unitech group,,
,restaurant brands new zealand,apyx medical,vapotherm,gree electric appliances,adverum biotechnologies,,
,beazer homes usa,delta apparel,galectin therapeutics,daimler truck,bit digital,,
,powell industries,airasia,beyondspring,global payments,synchronoss,,
,gh research,ati physical therapy,geechs,sampo,red cat holdings,,
,sohu.com,velan,bird global,foxconn industrial internet,freightcar america,,
,action construction equipment,modiv,accelerate diagnostics,japan post holdings,wayi international digital entertainment,,
,big lots,lyra therapeutics,rane brake lining,gartner,enzo biochem,,
,alerus financial,mesa air,know labs,t. rowe price,senti biosciences,,
,gevo,cave interactive,energous,vestas wind systems,popreach,,
,runway growth finance,trilogy metals,gan,thales,bird global,,
,gladstone investment,neovolta,imagineer,shenzhen inovance,adamas one,,
,aveo oncology,viracta therapeutics,vista gold,sun life financial,mag interactive,,
,equity bancshares,ayr wellness,great elm capital,sociedad química y minera,logan ridge finance,,
,bandwidth,bird global,tiziana life sciences,hp,balaji telefilms,,
,nuvation bio,bragg gaming group,culp,wipro,aptose biosciences,,
,ituran,acres commercial realty,wejo group,kühne + nagel,castellum,,
,tusimple,crooz,dermtech,nokia,vtv therapeutics,,
,hyzon motors,jay bharat maruti,ati physical therapy,franco-nevada,venator materials,,
,heidelbergcement india,akatsuki corp.,synlogic,fomento económico mexicano,protalix biotherapeutics,,
,alta equipment group,beyondspring,adverum biotechnologies,caixabank,xebec adsorption,,
,argan,3i infotech,express,international flavors & fragrances,lantern pharma,,
,nanostring technologies,senti biosciences,vtv therapeutics,wuxi biologics,nano labs,,
,sprague resources lp,charlotte's web,cheetah mobile,wolters kluwer,camber energy,,
,repare therapeutics,gan,curis,japan post bank,science 37,,
,esperion therapeutics,elevate uranium,aterian,china overseas land & investment,pestech cambodia,,
,hillevax,quicklogic,manhattan bridge capital,cosco shipping,tiziana life sciences,,
,porr,protalix biotherapeutics,mag interactive,swisscom,okyo pharma,,
,avacta group,lmp automotive holdings,synchronoss,eqt,imperial petroleum,,
,grupo supervielle,ebixcash india,viracta therapeutics,american water works,sporting clube de portugal,,
,homestreet bank,wetrade group,nectar lifesciences,titan company,culp,,
,bank of marin bancorp,armata pharmaceuticals,enochian biosciences,corning,orchard therapeutics,,
,benson hill,superior resources,surface oncology,dnb,genprex,,
,caremax,kins technology group,gamesparcs,woolworths group,kaival brands innovations,,
,amprius technologies,gaia,root insurance,baker hughes,petropavlovsk,,
,inogen,gulf island fabrication,asp isotopes,hyundai,elevate credit,,
,liquidity services,aterian,popreach,discover financial services,allied esports,,
,frp holdings,björn borg,sunworks,astellas pharma,cheetah mobile,,
,artivion,nano labs,immunic,chunghwa telecom,koss,,
,simona,laramide resources,logan ridge finance,generali,regis corporation,,
,centrus energy,longeveron,retractable technologies,oneok,talaris therapeutics,,
,metrocity bankshares,yuke's,aeria,verisk analytics,hindustan media ventures,,
,lilium,atari,mega uranium,alnylam pharmaceuticals,curis,,
,douyu,vista gold,nano labs,citic limited,gaia,,
,safari industries india,orchard therapeutics,augmedix,sun pharmaceutical,solar integrated roofing ,,
,purple innovation,sunworks,lantern pharma,fastenal,aeroclean technologies,,
,circor international,achieve life sciences,bit digital,fanuc,the marygold companies,,
,tsakos energy navigation,hydrofarm,orion energy systems,hang seng bank,pavmed,,
,allovir,nucana,polished.com,bank of ningbo,mobile factory,,
,evolus,sotherly hotels,wayi international digital entertainment,transurban,biolargo,,
,bed bath & beyond,asian granito india,the marygold companies,banco bradesco,indonesia energy,,
,viad,reliance communications,jounce therapeutics,on semiconductor,geospace technologies,,
,ramkrishna forgings,tonix pharmaceuticals,xebec adsorption,ppg industries,nautilus,,
,arcturus therapeutics,root insurance,aptose biosciences,airports of thailand,greenpower motor company,,
,fdc india,express,pestech cambodia,hexagon,avaya holdings,,
,varroc,forsys metals,brainstorm cell therapeutics,the people's insurance company (picc),bionomics,,
,csb bank,s.s. lazio,gaia,galaxy entertainment,cytosorbents,,
,first financial,enzo biochem,addentax group,capgemini,abeona therapeutics,,
,canaan,synlogic,ncs multistage,copart,leap therapeutics,,
,vinci partners,greenpower motor company,unitech group,cognizant technology solutions,the glimpse group,,
,tremor international,xilio therapeutics,spruce biosciences,welltower,emcore corporation,,
,patriot battery metals,feiyu technology international company,hydrofarm,barclays,enish,,
,vaalco energy,radio city,sporting clube de portugal,natwest group,n.b.i. industrial finance,,
,butterfly network,broccoli,snail inc,china pacific insurance,east side games,,
,microvast,cheetah mobile,elevate credit,genmab,rewalk robotics,,
,pennantpark floating rate,accelerate diagnostics,sellas life sciences,pacific gas and electric,surface oncology,,
,trustpilot group,spencer's retail,petropavlovsk,telstra,coly,,
,angiodynamics,geechs,magic empire global (giraffe capital),shanghai pudong development bank,oncocyte,,
,onespan,hepion pharmaceuticals,balaji telefilms,sba communications,aquestive therapeutics,,
,tejon ranch,emagin,freightcar america,bank mandiri,immunic,,
,havertys,curis,geospace technologies,bayan resources,icandy interactive,,
,arrow financial,argo blockchain,pavmed,holcim group,biomerica,,
,calliditas therapeutics,regis corporation,nucana,bajaj finserv,synlogic,,
,mercantile bank,synchronoss,allied esports,people’s insurance company of china,ourgame international,,
,oil states international,energous,hinduja ventures,mizuho financial group,sellas life sciences,,
,b communications,owlet,aquabounty,bae systems,asp isotopes,,
,nuscale power,genprex,biolargo,old dominion freight line,aquabounty,,
,suprajit engineering,rane brake lining,scynexis,keysight,cimbeton,,
,dxp enterprises,venator materials,abeona therapeutics,interactive brokers,ashford inc,,
,hyster-yale materials handling,tiziana life sciences,rapid micro biosystems,dmart,golden minerals,,
,nlight,wejo group,mobile factory,imperial oil,vapotherm,,
,elringklinger,immunic,virtra,haier smart home,kirkland's,,
,rex american resources,adverum biotechnologies,therapeuticsmd,halliburton,mesa air,,
,procaps group,aquabounty,neovasc,maruti suzuki india,heartbeam,,
,vertex energy,galectin therapeutics,rewalk robotics,digital realty,tessco technologies,,
,capital city bank group,imagineer,indonesia energy,citic bank,virtra,,
,anora group,io biotech,armata pharmaceuticals,great wall motors,rafael holdings,,
,playstudios,atyr pharma,leap therapeutics,nasdaq,bitnile,,
,tiptree,enochian biosciences,hindustan media ventures,mplx,party city,,
,everquote,culp,talaris therapeutics,atlassian,achieve life sciences,,
,diamond hill investment group,manhattan bridge capital,lucid diagnostics,singtel,trinity biotech,,
,central pacific financial,vtv therapeutics,aeroclean technologies,coupang,mep infrastructure,,
,si-bone,retractable technologies,hexo,dollar tree,beyondspring,,
,obsidian energy,aptose biosciences,cimbeton,ametek,nippon ichi software,,
,fate therapeutics,united insurance holdings,red cat holdings,experian,mogo,,
,phillips carbon black,great elm capital,n.b.i. industrial finance,constellation software,cyberstep,,
,kura sushi usa,spruce biosciences,science 37,vici properties,advanced emissions solutions,,
,smartrent,indonesia energy,cielo waste solutions,luxshare precision,silver one resources,,
,brasil agro,orion energy systems,castellum,resmed,hinduja ventures,,
,senseonics holdings,lightning emotors,golden minerals,mettler-toledo,avalon globocare,,
,boss energy,mogo,rafael holdings,maybank,augmedix,,
,calavo growers,jounce therapeutics,koss,sea (garena),ata creativity global,,
,cerus,mag interactive,kaival brands innovations,brown forman,corenergy infrastructure trust,,
,bluegreen vacations,snail inc,aquestive therapeutics,costar group,5th planet games,,
,broadmark realty capital,dirtt environmental solutions,horizon global,vanke,söktas tekstil,,
,landec,aeria,nautilus,illumina,isoray,,
,radiant logistics,red cat holdings,heritage insurance,otis worldwide,addentax group,,
,focus universal,hexo,icandy interactive,yanghe,appirits,,
,central valley community bancorp,gamesparcs,unity biotechnology,transdigm,argo blockchain,,
,schneider electric infrastructure,know labs,imperial petroleum,deutsche börse,tose software,,
,marinus pharmaceuticals,the marygold companies,mogo,murata manufacturing (murata seisakusho),heritage insurance,,
,alpine income property trust,logan ridge finance,kala pharmaceuticals,alcon,phnom penh sez,,
,enad global 7,mega uranium,east side games,globalfoundries,westwater resources,,
,fathom digital manufacturing,scynexis,achieve life sciences,manulife financial,rekor systems,,
,hyderabad industries limited,mgo global,5th planet games,naspers,biora therapeutics,,
,addiko bank,sino-entertainment technology,lightning emotors,danone,natural health trends,,
,innovid,nectar lifesciences,advanced emissions solutions,haleon,graphex group,,
,22nd century group,unity biotechnology,ascent solar technologies,kroger,izea worldwide,,
,cognyte software,surface oncology,oncocyte,bank of china (hong kong),lightning emotors,,
,ocwen,geospace technologies,enish,ameriprise financial,unity biotechnology,,
,fabasoft,ncs multistage,big cheese studio,dow,atlas lithium,,
,puravankara,sporting clube de portugal,ourgame international,nidec,zordix,,
,the container store,lantern pharma,tscan therapeutics,prudential,big cheese studio,,
,markforged,biolargo,adamas one,las vegas sands,navios maritime holdings,,
,motorcar parts of america,neovasc,söktas tekstil,carrier,compleo charging solutions,,
