07-silvestri-market_value_jan_2020,03-gren-market_capitalization_2022,07-silvestri-revenue_2022,07-silvestri-market_value_jan_2022,04-iGMM-market_value__jan_1st_2020,04-iGMM-market_value__jan_07_2022,08-slytherin-revenue,02-GioPonSpiz-marketvalue,02-GioPonSpiz-marketcap,07-silvestri-market_value_jan_2021
,doll_1.42 b,,,0,doll_1.41 m,94 million usd,doll_1.42 m,doll_1.28 m,
,doll_1.42 b,,,doll_2.68 m,doll_1.41 m,112 million usd,doll_1.42 m,doll_1.21 m,
,doll_1.42 b,,,0,doll_1.41 m,not found,doll_1.42 m,doll_1.21 m,
,doll_1.42 b,,,0,doll_1.41 m,34 million usd,doll_1.42 m,doll_1.19 m,
,doll_1.42 b,,,doll_0.32 m,doll_1.41 m,733 million usd,doll_1.42 m,doll_1.05 m,
,doll_1.42 b,,,0,doll_1.41 m,doll_4.314 m,doll_1.42 m,doll_1.0 m,
,doll_1.42 b,,,0,doll_1.41 m,251 million usd,doll_1.42 m,doll_0.87 m,
,doll_1.42 b,,,doll_2.45 m,doll_1.41 m,not found,doll_1.42 m,doll_0.82 m,
,doll_1.42 b,,,0,doll_1.41 m,611 million usd,doll_1.42 m,doll_0.007861 t,
,doll_1.41 b,,,doll_0.84 m,doll_1.41 m,not found,doll_1.41 m,doll_3.93 m,
,doll_1.41 b,,,0,doll_1.41 m,not found,doll_1.41 m,doll_2.16 m,
,doll_1.41 b,,,doll_1.3 m,doll_1.41 m,158 million usd,doll_1.41 m,doll_1.92 m,
,doll_1.41 b,,,doll_1.25 m,doll_1.41 m,not found,doll_1.41 m,doll_1.87 m,
,doll_1.41 b,,,doll_0.71 m,doll_1.41 m,320 million usd,doll_1.41 m,doll_1.85 m,
,doll_1.41 b,,,doll_0.69 m,doll_1.41 m,doll_3.245 m,doll_1.41 m,doll_1.68 m,
,doll_1.41 b,,,0,0,not found,doll_1.41 m,doll_1.66 m,
,doll_1.41 b,,,0,0,not found,doll_1.41 m,doll_1.61 m,
,doll_1.41 b,,,0,0,not found,doll_1.41 m,doll_1.61 m,
,doll_1.41 b,,,0,0,doll_1.770 m,doll_1.41 m,doll_1.6 m,
,doll_1.41 b,,,0,0,doll_1.476 m,doll_1.41 m,doll_1.56 m,
,doll_1.41 b,,,0,0,not found,doll_1.41 m,doll_1.52 m,
,doll_1.41 b,,,0,0,not found,doll_1.41 m,doll_1.5 m,
,doll_1.41 b,,,0,0,not found,doll_1.41 m,doll_1.47 m,
,doll_1.41 b,,,0,0,not found,doll_1.41 m,doll_1.47 m,
,doll_1.41 b,,,0,0,not found,doll_1.41 m,doll_1.46 m,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,111 million usd,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,91 million usd,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,0,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,doll_0.74 m,doll_1.41 m,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,doll_1.72 m,doll_1.41 m,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,doll_1.98 m,doll_1.41 m,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,doll_1.12 m,doll_1.41 m,doll_3.505 m,doll_0.007693 t,doll_0.007693 t,
,0.0,,,doll_0.53 m,doll_1.41 m,548 million usd,doll_0.007693 t,doll_0.007693 t,
,0.0,,,doll_1.81 m,doll_1.41 m,doll_1.413 m,doll_0.007693 t,doll_0.007693 t,
,0.0,,,0,doll_1.41 m,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,doll_1.26 m,doll_1.41 m,not found,doll_0.007693 t,doll_0.007693 t,
,0.0,,,doll_0.7 m,doll_1.41 m,doll_1.096 m,doll_0.007693 t,doll_0.007693 t,
,0.0,,,doll_0.89 m,doll_1.41 m,20 million usd,doll_0.007693 t,doll_0.007693 t,
,doll_1.41 b,,,doll_0.46 m,doll_1.41 m,not found,doll_1.41 m,doll_1.42 m,
,doll_1.41 b,,,doll_1.87 m,doll_1.41 m,352 million usd,doll_1.41 m,doll_1.42 m,
,doll_1.41 b,,,doll_0.56 m,doll_1.41 m,155 million usd,doll_1.41 m,doll_1.41 m,
,doll_1.41 b,,,doll_0.64 m,doll_1.41 m,321 million usd,doll_1.41 m,doll_1.4 m,
,doll_1.41 b,,,doll_1.14 m,doll_1.41 m,277 million usd,doll_1.41 m,doll_1.4 m,
,doll_1.41 b,,,doll_0.66 m,doll_1.41 m,doll_7.867 m,doll_1.41 m,doll_1.38 m,
,doll_1.41 b,,,doll_0.9 m,doll_1.41 m,261 million usd,doll_1.41 m,doll_1.37 m,
,doll_1.41 b,,,doll_0.97 m,doll_1.41 m,not found,doll_1.41 m,doll_1.27 m,
,doll_1.41 b,,,doll_1.0 m,doll_1.41 m,310 million usd,doll_1.41 m,doll_1.27 m,
,doll_1.41 b,,,doll_0.68 m,doll_1.41 m,not found,doll_1.41 m,doll_1.27 m,
,doll_1.41 b,,,0,doll_1.4 m,not found,doll_1.41 m,doll_1.26 m,
,doll_1.41 b,,,doll_2.13 m,doll_1.4 m,doll_2.172 m,doll_1.41 m,doll_1.26 m,
,doll_1.41 b,,,0,doll_1.4 m,not found,doll_1.41 m,doll_1.23 m,
,doll_1.41 b,,,doll_0.54 m,doll_1.4 m,441 million usd,doll_1.41 m,doll_1.22 m,
,doll_1.41 b,,,doll_1.45 m,doll_1.4 m,doll_1.064 m,doll_1.41 m,doll_1.17 m,
,doll_1.41 b,,,doll_1.09 m,doll_1.4 m,466 million usd,doll_1.41 m,doll_1.14 m,
,doll_1.41 b,,,doll_1.13 m,doll_1.4 m,doll_2.032 m,doll_1.41 m,doll_1.14 m,
,doll_1.41 b,,,doll_0.98 m,0,doll_3.127 m,doll_1.41 m,doll_1.12 m,
,doll_1.41 b,,,doll_2.17 m,doll_1.4 m,231 million usd,doll_1.41 m,doll_1.0 m,
,doll_1.41 b,,,doll_1.55 m,doll_1.4 m,196 million usd,doll_1.41 m,doll_0.61 m,
,doll_1.4 b,,,doll_1.22 m,doll_1.4 m,doll_2.740 m,doll_1.4 m,doll_3.13 m,
,doll_1.4 b,,,doll_1.63 m,doll_1.4 m,202 million usd,doll_1.4 m,doll_2.88 m,
,doll_1.4 b,,,doll_1.79 m,doll_1.4 m,doll_3.273 m,doll_1.4 m,doll_1.9 m,
,doll_1.4 b,,,doll_0.72 m,0,74 million usd,doll_1.4 m,doll_1.79 m,
,doll_1.4 b,,,doll_1.59 m,doll_1.4 m,106 million usd,doll_1.4 m,doll_1.74 m,
,doll_1.4 b,,,doll_1.33 m,doll_1.4 m,doll_1.455 m,doll_1.4 m,doll_1.68 m,
,doll_1.4 b,,,doll_0.98 m,0,not found,doll_1.4 m,doll_1.68 m,
,0.0,,,doll_0.85 m,doll_1.4 m,479 million usd,doll_0.00772 t,doll_0.00772 t,
,doll_1.4 b,,,doll_1.22 m,doll_1.4 m,doll_1.821 m,doll_1.4 m,doll_1.64 m,
,doll_1.4 b,,,doll_1.74 m,doll_1.4 m,not found,doll_1.4 m,doll_1.63 m,
,doll_1.4 b,,,0,doll_1.4 m,2 million usd,doll_1.4 m,doll_1.63 m,
,doll_1.4 b,,,doll_1.13 m,doll_1.4 m,131 million usd,doll_1.4 m,doll_1.56 m,
,doll_1.4 b,,,doll_0.74 m,doll_1.4 m,doll_1.214 m,doll_1.4 m,doll_1.55 m,
,0.0,,,doll_1.06 m,doll_1.4 m,not found,doll_0.007725 t,doll_1.05 m,
,doll_1.4 b,,,doll_1.82 m,doll_1.4 m,407 million usd,doll_1.4 m,doll_1.51 m,
,doll_1.4 b,,,doll_2.12 m,doll_1.4 m,doll_1.883 m,doll_1.4 m,doll_1.51 m,
,0.0,,,doll_0.71 m,doll_1.4 m,612 million usd,doll_0.007727 t,doll_0.007727 t,
,doll_1.4 b,,,doll_0.98 m,0,not found,doll_1.4 m,doll_1.49 m,
,doll_1.4 b,,,0,doll_1.4 m,692 million usd,doll_1.4 m,doll_1.49 m,
,doll_1.4 b,,,doll_0.65 m,doll_1.4 m,not found,doll_1.4 m,doll_1.47 m,
,doll_1.4 b,,,0,doll_1.4 m,not found,doll_1.4 m,doll_1.47 m,
,doll_1.4 b,,,0,doll_1.4 m,doll_1.487 m,doll_1.4 m,doll_1.46 m,
,doll_1.4 b,,,doll_1.4 m,doll_1.4 m,not found,doll_1.4 m,doll_1.46 m,
,doll_1.4 b,,,doll_0.92 m,doll_1.4 m,103 million usd,doll_1.4 m,doll_1.45 m,
,doll_1.4 b,,,doll_1.27 m,doll_1.4 m,231 million usd,doll_1.4 m,doll_1.45 m,
,doll_1.4 b,,,0,doll_1.4 m,583 million usd,doll_1.4 m,doll_1.44 m,
,doll_1.4 b,,,doll_0.84 m,doll_1.4 m,not found,doll_1.4 m,doll_1.44 m,
,0.0,,,doll_1.14 m,doll_1.4 m,148 million usd,doll_0.007738 t,doll_0.007738 t,
,doll_1.4 b,,,doll_1.11 m,doll_1.4 m,97 million usd,doll_1.4 m,doll_1.38 m,
,doll_1.4 b,,,doll_1.2 m,doll_1.4 m,doll_2.208 m,doll_1.4 m,doll_1.37 m,
,doll_1.4 b,,,doll_0.72 m,doll_1.4 m,not found,doll_1.4 m,doll_1.36 m,
,doll_1.4 b,,,doll_0.59 m,doll_1.4 m,not found,doll_1.4 m,doll_1.35 m,
,doll_1.4 b,,,doll_0.2 m,doll_1.4 m,not found,doll_1.4 m,doll_1.29 m,
,doll_1.4 b,,,0,doll_1.39 m,9 million usd,doll_1.4 m,doll_1.26 m,
,doll_1.4 b,,,0,doll_1.39 m,375 million usd,doll_1.4 m,doll_1.23 m,
,doll_1.4 b,,,0,doll_1.39 m,doll_2.318 m,doll_1.4 m,doll_1.21 m,
,doll_1.4 b,,,doll_0.55 m,doll_1.39 m,doll_1.584 m,doll_1.4 m,doll_1.21 m,
,doll_1.4 b,,,0,doll_1.39 m,259 million usd,doll_1.4 m,doll_1.21 m,
,doll_1.4 b,,,doll_1.58 m,doll_1.39 m,693 million usd,doll_1.4 m,doll_1.16 m,
,doll_1.4 b,,,doll_1.0 m,doll_1.39 m,doll_1.609 m,doll_1.4 m,doll_1.16 m,
,doll_1.4 b,,,doll_1.07 m,doll_1.39 m,52 million usd,doll_1.4 m,doll_1.15 m,
,doll_1.4 b,,,doll_1.6 m,doll_1.39 m,91 million usd,doll_1.4 m,doll_0.9 m,
,doll_1.4 b,,,doll_1.8 m,doll_1.39 m,558 million usd,doll_1.4 m,doll_0.66 m,
,doll_1.39 b,,,doll_1.83 m,doll_1.39 m,290 million usd,doll_1.39 m,doll_3.81 m,
,doll_1.39 b,,,0,doll_1.39 m,352 million usd,doll_1.39 m,doll_2.95 m,
,doll_1.39 b,,,0,doll_1.39 m,doll_1.262 m,doll_1.39 m,doll_2.79 m,
,doll_1.39 b,,,doll_1.9 m,doll_1.39 m,314 million usd,doll_1.39 m,doll_2.68 m,
,doll_1.39 b,,,doll_1.32 m,doll_1.39 m,524 million usd,doll_1.39 m,doll_2.07 m,
,doll_1.39 b,,,doll_2.08 m,doll_1.39 m,not found,doll_1.39 m,doll_1.77 m,
,doll_1.39 b,,,0,doll_1.39 m,not found,doll_1.39 m,doll_1.73 m,
,doll_1.39 b,,,doll_1.01 m,doll_1.39 m,not found,doll_1.39 m,doll_1.7 m,
,doll_1.39 b,,,doll_1.33 m,doll_1.39 m,doll_1.119 m,doll_1.39 m,doll_1.65 m,
,doll_1.39 b,,,doll_1.03 m,doll_1.39 m,396 million usd,doll_1.39 m,doll_1.64 m,
,doll_1.39 b,,,doll_1.19 m,doll_1.39 m,not found,doll_1.39 m,doll_1.62 m,
,doll_1.39 b,,,doll_0.72 m,doll_1.39 m,not found,doll_1.39 m,doll_1.6 m,
,doll_1.39 b,,,doll_1.5 m,doll_1.39 m,doll_2.873 m,doll_1.39 m,doll_1.59 m,
,doll_1.39 b,,,doll_1.41 m,doll_1.39 m,973 million usd,doll_1.39 m,doll_1.57 m,
,doll_1.39 b,,,doll_0.93 m,doll_1.39 m,not found,doll_1.39 m,doll_1.47 m,
,doll_1.39 b,,,doll_0.54 m,doll_1.39 m,763 million usd,doll_1.39 m,doll_1.46 m,
,doll_1.39 b,,,doll_0.63 m,doll_1.39 m,doll_5.634 m,doll_1.39 m,doll_1.43 m,
,doll_1.39 b,,,doll_1.09 m,doll_1.39 m,not found,doll_1.39 m,doll_1.4 m,
,doll_1.39 b,,,0,doll_1.39 m,906 million usd,doll_1.39 m,doll_1.38 m,
,doll_1.39 b,,,doll_0.53 m,doll_1.39 m,not found,doll_1.39 m,doll_1.37 m,
,doll_1.39 b,,,doll_1.24 m,doll_1.39 m,not found,doll_1.39 m,doll_1.34 m,
,doll_1.39 b,,,doll_0.99 m,doll_1.39 m,not found,doll_1.39 m,doll_1.33 m,
,doll_1.39 b,,,doll_0.96 m,0,314 million usd,doll_1.39 m,doll_1.32 m,
,doll_1.39 b,,,doll_0.97 m,doll_1.39 m,doll_25.794 m,doll_1.39 m,doll_1.31 m,
,doll_1.39 b,,,doll_0.38 m,doll_1.39 m,not found,doll_1.39 m,doll_1.31 m,
,doll_1.39 b,,,doll_0.61 m,doll_1.39 m,558.6 million cad for year ending december-2020,doll_1.39 m,doll_1.27 m,
,doll_1.39 b,,,doll_0.61 m,doll_1.39 m,not found,doll_1.39 m,doll_1.21 m,
,doll_1.39 b,,,0,doll_1.39 m,not found,doll_1.39 m,doll_1.2 m,
,doll_1.39 b,,,doll_0.13 m,doll_1.39 m,not found,doll_1.39 m,doll_1.18 m,
,doll_1.39 b,,,doll_2.37 m,doll_1.38 m,not found,doll_1.39 m,doll_1.15 m,
,doll_1.39 b,,,0,doll_1.38 m,not found,doll_1.39 m,doll_1.15 m,
,doll_1.39 b,,,doll_1.24 m,doll_1.38 m,101 million usd,doll_1.39 m,doll_1.04 m,
,0.0,,,doll_0.52 m,doll_1.38 m,272 million usd,doll_0.007784 t,doll_1.04 m,
,doll_1.39 b,,,doll_2.38 m,doll_1.38 m,422 million usd,doll_1.39 m,doll_1.02 m,
,doll_1.39 b,,,0,doll_1.38 m,doll_4.252 m,doll_1.39 m,doll_0.9 m,
,doll_1.39 b,,,doll_1.45 m,doll_1.38 m,255 million usd,doll_1.39 m,doll_0.88 m,
,doll_1.39 b,,,doll_1.66 m,doll_1.38 m,335 million usd,doll_1.39 m,doll_0.87 m,
,doll_1.39 b,,,doll_1.15 m,doll_1.38 m,doll_1.159 m,doll_1.39 m,doll_0.58 m,
,doll_1.39 b,,,doll_0.59 m,doll_1.38 m,69 million usd,doll_1.39 m,doll_0.5 m,
,doll_1.38 b,,,doll_0.97 m,doll_1.38 m,not found,doll_1.38 m,doll_3.27 m,
,doll_1.38 b,,,doll_0.3 m,doll_1.38 m,not found,doll_1.38 m,doll_2.15 m,
,doll_1.38 b,,,0,doll_1.38 m,not found,doll_1.38 m,doll_2.06 m,
,doll_1.38 b,,,doll_0.42 m,doll_1.38 m,206 million usd,doll_1.38 m,doll_1.77 m,
,doll_1.38 b,,,doll_1.41 m,doll_1.38 m,not found,doll_1.38 m,doll_1.65 m,
,doll_1.38 b,,,doll_1.71 m,doll_1.38 m,not found,doll_1.38 m,doll_1.65 m,
,doll_1.38 b,,,doll_0.38 m,doll_1.38 m,678 million usd,doll_1.38 m,doll_1.57 m,
,doll_1.38 b,,,doll_1.17 m,doll_1.38 m,doll_2.103 m,doll_1.38 m,doll_1.56 m,
,doll_1.38 b,,,doll_0.75 m,doll_1.38 m,not found,doll_1.38 m,doll_1.45 m,
,doll_1.38 b,,,doll_2.01 m,doll_1.38 m,not found,doll_1.38 m,doll_1.44 m,
,doll_1.38 b,,,doll_1.41 m,doll_1.38 m,not found,doll_1.38 m,doll_1.43 m,
,doll_1.38 b,,,doll_1.13 m,doll_1.38 m,454 million usd,doll_1.38 m,doll_1.41 m,
,doll_1.38 b,,,doll_0.65 m,doll_1.38 m,921 million usd,doll_1.38 m,doll_1.41 m,
