07-silvestri-market_value_jan_2020,03-gren-market_capitalization_2022,07-silvestri-revenue_2022,07-silvestri-market_value_jan_2022,04-iGMM-market_value__jan_1st_2020,04-iGMM-market_value__jan_07_2022,08-slytherin-revenue,02-GioPonSpiz-marketvalue,02-GioPonSpiz-marketcap,07-silvestri-market_value_jan_2021
,doll_1.38 b,,,doll_0.65 m,doll_1.38 m,not found,doll_1.38 m,doll_1.38 m,
,doll_1.38 b,,,doll_1.22 m,doll_1.38 m,doll_1.144 m,doll_1.38 m,doll_1.37 m,
,doll_1.38 b,,,doll_0.86 m,doll_1.38 m,not found,doll_1.38 m,doll_1.36 m,
,doll_1.38 b,,,doll_0.34 m,doll_1.38 m,doll_3.129 m,doll_1.38 m,doll_1.35 m,
,doll_1.38 b,,,doll_0.51 m,doll_1.38 m,not found,doll_1.38 m,doll_1.31 m,
,doll_1.38 b,,,0,doll_1.38 m,220 million usd,doll_1.38 m,doll_1.3 m,
,doll_1.38 b,,,0,doll_1.37 m,not found,doll_1.38 m,doll_1.29 m,
,doll_1.38 b,,,doll_1.98 m,doll_1.37 m,not found,doll_1.38 m,doll_1.24 m,
,doll_1.38 b,,,doll_1.5 m,doll_1.36 m,doll_1.065 m,doll_1.38 m,doll_1.21 m,
,doll_1.38 b,,,doll_0.96 m,doll_1.37 m,not found,doll_1.38 m,doll_1.2 m,
,doll_1.38 b,,,0,doll_1.37 m,119 million usd,doll_1.38 m,doll_1.15 m,
,doll_1.38 b,,,doll_1.27 m,doll_1.37 m,doll_1.153 m,doll_1.38 m,doll_1.13 m,
,doll_1.38 b,,,doll_1.18 m,doll_1.37 m,99 million usd,doll_1.38 m,doll_1.12 m,
,doll_1.38 b,,,0,doll_1.37 m,doll_1.932 m,doll_1.38 m,doll_1.02 m,
,doll_1.38 b,,,doll_0.99 m,doll_1.37 m,doll_4.892 m,doll_1.38 m,doll_0.88 m,
,doll_1.38 b,,,doll_1.88 m,doll_1.37 m,344 million usd,doll_1.38 m,doll_0.85 m,
,doll_1.37 b,,,doll_1.95 m,doll_1.36 m,doll_2.516 m,doll_1.37 m,doll_1.93 m,
,doll_1.37 b,,,doll_0.41 m,doll_1.37 m,not found,doll_1.37 m,doll_1.9 m,
,doll_1.36 b,,,doll_1.92 m,doll_1.37 m,not found,doll_1.36 m,doll_1.82 m,
,doll_1.37 b,,,0,doll_1.37 m,226 million usd,doll_1.37 m,doll_1.69 m,
,doll_1.37 b,,,doll_1.0 m,doll_1.37 m,657 million usd,doll_1.37 m,doll_1.68 m,
,doll_1.37 b,,,doll_0.05 m,doll_1.37 m,864 million usd,doll_1.37 m,doll_1.6 m,
,doll_1.37 b,,,doll_1.48 m,doll_1.37 m,40 million usd,doll_1.37 m,doll_1.58 m,
,doll_1.37 b,,,doll_1.24 m,doll_1.37 m,not found,doll_1.37 m,doll_1.55 m,
,doll_1.37 b,,,0,doll_1.37 m,142 million usd,doll_1.37 m,doll_1.54 m,
,doll_1.37 b,,,doll_0.84 m,doll_1.37 m,779 million usd,doll_1.37 m,doll_1.52 m,
,doll_1.36 b,,,doll_0.65 m,doll_1.37 m,doll_1.028 m,doll_1.36 m,doll_1.5 m,
,doll_1.37 b,,,doll_1.75 m,doll_1.37 m,749 million usd,doll_1.37 m,doll_1.49 m,
,doll_1.37 b,,,doll_1.94 m,doll_1.37 m,48 million usd,doll_1.37 m,doll_1.48 m,
,doll_1.37 b,,,doll_0.94 m,doll_1.37 m,doll_3.497 m,doll_1.37 m,doll_1.47 m,
,doll_1.37 b,,,doll_1.08 m,doll_1.37 m,719 million usd,doll_1.37 m,doll_1.46 m,
,doll_1.37 b,,,doll_0.71 m,doll_1.37 m,248 million usd,doll_1.37 m,doll_1.44 m,
,doll_1.37 b,,,doll_1.19 m,doll_1.36 m,doll_1.303 m,doll_1.37 m,doll_1.43 m,
,doll_1.37 b,,,doll_0.77 m,doll_1.37 m,not found,doll_1.37 m,doll_1.42 m,
,doll_1.37 b,,,0,doll_1.37 m,not found,doll_1.37 m,doll_1.41 m,
,doll_1.37 b,,,doll_1.24 m,doll_1.37 m,902 million usd,doll_1.37 m,doll_1.41 m,
,doll_1.37 b,,,doll_0.75 m,doll_1.37 m,166 million usd,doll_1.37 m,doll_1.4 m,
,doll_1.37 b,,,doll_1.18 m,doll_1.37 m,doll_1.075 m,doll_1.37 m,doll_1.39 m,
,doll_1.37 b,,,doll_1.05 m,doll_1.37 m,not found,doll_1.37 m,doll_1.39 m,
,doll_1.37 b,,,doll_0.65 m,doll_1.36 m,not found,doll_1.37 m,doll_1.38 m,
,doll_1.37 b,,,doll_0.85 m,doll_1.37 m,not found,doll_1.37 m,doll_1.38 m,
,doll_1.37 b,,,doll_1.33 m,doll_1.37 m,not found,doll_1.37 m,doll_1.35 m,
,doll_1.36 b,,,doll_0.31 m,doll_1.37 m,not found,doll_1.36 m,doll_1.34 m,
,doll_1.37 b,,,doll_1.28 m,doll_1.37 m,doll_1.532 m,doll_1.37 m,doll_1.32 m,
,doll_1.37 b,,,doll_1.06 m,doll_1.37 m,not found,doll_1.37 m,doll_1.31 m,
,doll_1.37 b,,,doll_1.45 m,0,not found,doll_1.37 m,doll_1.31 m,
,doll_1.37 b,,,doll_0.62 m,doll_1.37 m,80 million usd,doll_1.37 m,doll_1.3 m,
,doll_1.37 b,,,doll_1.21 m,doll_1.37 m,not found,doll_1.37 m,doll_1.29 m,
,doll_1.37 b,,,doll_1.14 m,doll_1.36 m,not found,doll_1.37 m,doll_1.25 m,
,doll_1.36 b,,,0,doll_1.37 m,not found,doll_1.36 m,doll_1.22 m,
,doll_1.37 b,,,doll_1.25 m,doll_1.37 m,242 million usd,doll_1.37 m,doll_1.21 m,
,doll_1.37 b,,,doll_1.07 m,doll_1.37 m,not found,doll_1.37 m,doll_1.21 m,
,doll_1.37 b,,,0,doll_1.36 m,doll_1.439 m,doll_1.37 m,doll_1.2 m,
,doll_1.37 b,,,doll_1.01 m,doll_1.37 m,100 million usd,doll_1.37 m,doll_1.2 m,
,doll_1.37 b,,,0,doll_1.37 m,not found,doll_1.37 m,doll_1.17 m,
,0.0,,,doll_2.76 m,doll_1.36 m,not found,doll_0.007859 t,doll_1.02 m,
,doll_1.37 b,,,0,doll_1.36 m,doll_4.058 m,doll_1.37 m,doll_1.16 m,
,doll_1.37 b,,,0,doll_1.36 m,not found,doll_1.37 m,doll_1.1 m,
,doll_1.36 b,,,doll_0.71 m,doll_1.36 m,not found,doll_1.36 m,doll_1.09 m,
,doll_1.37 b,,,doll_2.17 m,doll_1.36 m,not found,doll_1.37 m,doll_1.06 m,
,doll_1.37 b,,,doll_2.1 m,doll_1.36 m,not found,doll_1.37 m,doll_1.06 m,
,doll_1.37 b,,,doll_0.13 m,doll_1.36 m,doll_2.300 m,doll_1.37 m,doll_1.05 m,
,doll_1.36 b,,,doll_1.36 m,doll_1.36 m,not found,doll_1.36 m,doll_0.97 m,
,doll_1.37 b,,,doll_1.17 m,doll_1.35 m,not found,doll_1.37 m,doll_0.97 m,
,doll_1.37 b,,,doll_0.72 m,doll_1.36 m,doll_2.740 m,doll_1.37 m,doll_0.78 m,
,doll_1.36 b,,,doll_1.54 m,doll_1.36 m,doll_2.022 m,doll_1.36 m,doll_2.92 m,
,doll_1.36 b,,,doll_1.32 m,doll_1.36 m,555 million usd,doll_1.36 m,doll_2.26 m,
,doll_1.36 b,,,doll_0.79 m,doll_1.36 m,doll_6.071 m,doll_1.36 m,doll_2.25 m,
,doll_1.36 b,,,doll_1.6 m,doll_1.36 m,752 million usd,doll_1.36 m,doll_1.81 m,
,doll_1.36 b,,,0,doll_1.36 m,not found,doll_1.36 m,doll_1.75 m,
,doll_1.36 b,,,doll_1.02 m,doll_1.35 m,not found,doll_1.36 m,doll_1.63 m,
,doll_1.36 b,,,doll_1.87 m,doll_1.36 m,doll_3.888 m,doll_1.36 m,doll_1.57 m,
,doll_1.36 b,,,0,doll_1.36 m,doll_2.758 m,doll_1.36 m,doll_1.57 m,
,doll_1.35 b,,,doll_1.12 m,doll_1.36 m,193 million usd,doll_1.35 m,doll_1.56 m,
,doll_1.36 b,,,0,doll_1.36 m,340 million usd,doll_1.36 m,doll_1.49 m,
,doll_1.36 b,,,doll_1.93 m,doll_1.35 m,225 million usd,doll_1.36 m,doll_1.48 m,
,doll_1.36 b,,,doll_1.13 m,doll_1.36 m,507 million usd,doll_1.36 m,doll_1.47 m,
,doll_1.36 b,,,doll_0.59 m,doll_1.36 m,287 million usd,doll_1.36 m,doll_1.47 m,
,doll_1.36 b,,,doll_0.9 m,doll_1.36 m,not found,doll_1.36 m,doll_1.45 m,
,doll_1.36 b,,,doll_0.46 m,doll_1.36 m,not found,doll_1.36 m,doll_1.44 m,
,doll_1.35 b,,,doll_0.29 m,doll_1.36 m,309 million usd,doll_1.35 m,doll_1.38 m,
,doll_1.36 b,,,doll_1.26 m,doll_1.36 m,not found,doll_1.36 m,doll_1.38 m,
,doll_1.36 b,,,doll_0.18 m,doll_1.36 m,542 million cad for year ending december-2020,doll_1.36 m,doll_1.37 m,
,doll_1.36 b,,,doll_0.5 m,doll_1.36 m,not found,doll_1.36 m,doll_1.34 m,
,doll_1.36 b,,,0,doll_1.36 m,95 million usd,doll_1.36 m,doll_1.34 m,
,doll_1.35 b,,,doll_1.32 m,doll_1.36 m,495 million usd,doll_1.35 m,doll_1.33 m,
,doll_1.36 b,,,doll_0.79 m,doll_1.36 m,81 million usd,doll_1.36 m,doll_1.31 m,
,doll_1.36 b,,,doll_0.56 m,doll_1.36 m,390 million usd,doll_1.36 m,doll_1.3 m,
,doll_1.36 b,,,doll_0.84 m,doll_1.36 m,400 million usd,doll_1.36 m,doll_1.29 m,
,doll_1.36 b,,,doll_0.69 m,doll_1.36 m,476 million usd,doll_1.36 m,doll_1.25 m,
,doll_1.36 b,,,doll_0.78 m,doll_1.36 m,not found,doll_1.36 m,doll_1.25 m,
,doll_1.36 b,,,doll_0.29 m,doll_1.35 m,125 million usd,doll_1.36 m,doll_1.22 m,
,doll_1.36 b,,,doll_1.6 m,doll_1.35 m,not found,doll_1.36 m,doll_1.21 m,
,doll_1.36 b,,,doll_2.83 m,doll_1.35 m,not found,doll_1.36 m,doll_1.19 m,
,doll_1.36 b,,,0,doll_1.35 m,not found,doll_1.36 m,doll_1.18 m,
,doll_1.36 b,,,doll_0.87 m,doll_1.35 m,not found,doll_1.36 m,doll_1.17 m,
,doll_1.36 b,,,doll_1.46 m,doll_1.35 m,not found,doll_1.36 m,doll_1.16 m,
,doll_1.36 b,,,0,doll_1.35 m,not found,doll_1.36 m,doll_1.15 m,
,doll_1.36 b,,,doll_1.89 m,doll_1.35 m,292 million usd,doll_1.36 m,doll_1.11 m,
,doll_1.36 b,,,doll_1.63 m,doll_1.35 m,doll_2.483 m,doll_1.36 m,doll_1.06 m,
,doll_1.36 b,,,doll_1.49 m,doll_1.35 m,doll_1.775 m,doll_1.36 m,doll_1.01 m,
,doll_1.35 b,,,doll_1.82 m,doll_1.35 m,doll_1.260 m,doll_1.35 m,doll_0.49 m,
,doll_1.35 b,,,doll_0.94 m,0,161 million usd,doll_1.35 m,doll_2.0 m,
,doll_1.35 b,,,doll_1.29 m,doll_1.35 m,doll_1.536 m,doll_1.35 m,doll_1.99 m,
,doll_1.35 b,,,doll_0.82 m,doll_1.35 m,not found,doll_1.35 m,doll_1.94 m,
,doll_1.35 b,,,doll_1.84 m,doll_1.35 m,35 million usd,doll_1.35 m,doll_1.9 m,
,doll_1.35 b,,,doll_0.9 m,doll_1.35 m,doll_2.672 m,doll_1.35 m,doll_1.79 m,
,doll_1.35 b,,,doll_1.75 m,doll_1.35 m,doll_1.033 m,doll_1.35 m,doll_1.76 m,
,doll_1.35 b,,,doll_0.28 m,doll_1.35 m,353 million usd,doll_1.35 m,doll_1.57 m,
,doll_1.35 b,,,0,doll_1.35 m,not found,doll_1.35 m,doll_1.53 m,
,doll_1.35 b,,,doll_1.14 m,doll_1.35 m,9 million usd,doll_1.35 m,doll_1.49 m,
,doll_1.35 b,,,0,doll_1.35 m,350 million usd,doll_1.35 m,doll_1.47 m,
,0.0,,,doll_0.98 m,doll_1.35 m,not found,doll_0.007914 t,doll_0.007914 t,
,doll_1.35 b,,,0,doll_1.35 m,735 million usd,doll_1.35 m,doll_1.43 m,
,doll_1.35 b,,,doll_0.53 m,doll_1.35 m,not found,doll_1.35 m,doll_1.42 m,
,doll_1.35 b,,,doll_1.19 m,doll_1.34 m,not found,doll_1.35 m,doll_1.42 m,
,doll_1.35 b,,,doll_0.5 m,doll_1.35 m,834 million usd,doll_1.35 m,doll_1.38 m,
,doll_1.35 b,,,doll_0.24 m,doll_1.34 m,doll_1.689 m,doll_1.35 m,doll_1.38 m,
,doll_1.35 b,,,0,doll_1.35 m,not found,doll_1.35 m,doll_1.38 m,
,doll_1.35 b,,,doll_0.69 m,doll_1.35 m,not found,doll_1.35 m,doll_1.37 m,
,doll_1.35 b,,,doll_1.05 m,doll_1.34 m,not found,doll_1.35 m,doll_1.33 m,
,doll_1.35 b,,,0,doll_1.35 m,412 million usd,doll_1.35 m,doll_1.32 m,
,doll_1.35 b,,,doll_0.42 m,doll_1.35 m,not found,doll_1.35 m,doll_1.21 m,
,doll_1.35 b,,,doll_0.52 m,doll_1.35 m,not found,doll_1.35 m,doll_1.19 m,
,doll_1.35 b,,,0,doll_1.34 m,535 million usd,doll_1.35 m,doll_1.12 m,
,doll_1.34 b,,,0,doll_1.34 m,not found,doll_1.34 m,doll_1.11 m,
,doll_1.35 b,,,doll_1.37 m,doll_1.33 m,not found,doll_1.35 m,doll_1.07 m,
,doll_1.34 b,,,doll_1.33 m,doll_1.34 m,not found,doll_1.34 m,doll_1.04 m,
,doll_1.35 b,,,doll_1.83 m,doll_1.34 m,296 million usd,doll_1.35 m,doll_1.0 m,
,doll_1.35 b,,,doll_1.38 m,doll_1.34 m,not found,doll_1.35 m,doll_0.92 m,
,doll_1.34 b,,,doll_0.47 m,doll_1.34 m,not found,doll_1.34 m,doll_0.92 m,
,doll_1.35 b,,,doll_2.39 m,doll_1.34 m,doll_7.242 m,doll_1.35 m,doll_0.92 m,
,doll_1.35 b,,,doll_0.0 m,doll_1.34 m,doll_1.032 m,doll_1.35 m,doll_0.9 m,
,doll_1.35 b,,,doll_0.34 m,doll_1.33 m,38 million usd,doll_1.35 m,doll_0.66 m,
,doll_1.34 b,,,doll_1.65 m,doll_1.34 m,doll_2.772 m,doll_1.34 m,doll_2.49 m,
,doll_1.34 b,,,doll_1.45 m,doll_1.34 m,234 million usd,doll_1.34 m,doll_2.06 m,
,doll_1.33 b,,,0,doll_1.34 m,not found,doll_1.33 m,doll_1.72 m,
,doll_1.34 b,,,doll_0.4 m,doll_1.34 m,doll_2.125 m,doll_1.34 m,doll_1.72 m,
,doll_1.34 b,,,doll_0.7 m,doll_1.34 m,not found,doll_1.34 m,doll_1.71 m,
,doll_1.34 b,,,doll_0.87 m,doll_1.34 m,not found,doll_1.34 m,doll_1.71 m,
,doll_1.34 b,,,doll_0.76 m,doll_1.34 m,doll_1.689 m,doll_1.34 m,doll_1.65 m,
,doll_1.34 b,,,doll_1.02 m,doll_1.34 m,not found,doll_1.34 m,doll_1.62 m,
,doll_1.34 b,,,doll_0.93 m,0,not found,doll_1.34 m,doll_1.62 m,
,doll_1.33 b,,,doll_1.1 m,doll_1.34 m,not found,doll_1.33 m,doll_1.57 m,
,doll_1.34 b,,,0,doll_1.34 m,182 million usd,doll_1.34 m,doll_1.54 m,
,doll_1.34 b,,,doll_0.5 m,doll_1.34 m,not found,doll_1.34 m,doll_1.43 m,
,doll_1.34 b,,,doll_0.52 m,doll_1.34 m,not found,doll_1.34 m,doll_1.43 m,
,doll_1.34 b,,,doll_0.67 m,doll_1.34 m,not found,doll_1.34 m,doll_1.43 m,
,doll_1.34 b,,,doll_0.73 m,doll_1.34 m,not found,doll_1.34 m,doll_1.4 m,
,doll_1.34 b,,,doll_1.26 m,doll_1.34 m,81 million usd,doll_1.34 m,doll_1.39 m,
,doll_1.34 b,,,doll_1.56 m,doll_1.34 m,doll_1.642 m,doll_1.34 m,doll_1.38 m,
,doll_1.34 b,,,doll_0.93 m,0,not found,doll_1.34 m,doll_1.35 m,
,0.0,,,doll_0.89 m,doll_1.34 m,not found,doll_0.007953 t,doll_0.007953 t,
,doll_1.34 b,,,doll_1.23 m,doll_1.34 m,571 million usd,doll_1.34 m,doll_1.3 m,
,doll_1.34 b,,,doll_1.99 m,doll_1.34 m,395 million usd,doll_1.34 m,doll_1.29 m,
,doll_1.34 b,,,doll_0.51 m,0,doll_4.714 m,doll_1.34 m,doll_1.26 m,
,doll_1.34 b,,,0,doll_1.34 m,329 million usd,doll_1.34 m,doll_1.25 m,
,doll_1.34 b,,,0,doll_1.34 m,doll_1.459 m,doll_1.34 m,doll_1.24 m,
,doll_1.34 b,,,doll_1.23 m,doll_1.34 m,not found,doll_1.34 m,doll_1.22 m,
,doll_1.34 b,,,doll_0.97 m,doll_1.34 m,518 million usd,doll_1.34 m,doll_1.19 m,
,doll_1.34 b,,,doll_1.24 m,doll_1.34 m,not found,doll_1.34 m,doll_1.18 m,
,0.0,,,doll_1.09 m,doll_1.33 m,doll_3.184 m,doll_0.007961 t,doll_0.007961 t,
,doll_1.34 b,,,doll_0.53 m,doll_1.34 m,not found,doll_1.34 m,doll_1.18 m,
,doll_1.34 b,,,doll_0.54 m,doll_1.34 m,422 million usd,doll_1.34 m,doll_1.18 m,
,doll_1.34 b,,,doll_0.5 m,doll_1.34 m,not found,doll_1.34 m,doll_1.16 m,
,0.0,,,0,doll_1.33 m,711 million usd,doll_0.007965 t,doll_0.99 m,
,doll_1.34 b,,,0,doll_1.33 m,not found,doll_1.34 m,doll_1.15 m,
,doll_1.34 b,,,doll_1.95 m,doll_1.33 m,not found,doll_1.34 m,doll_1.11 m,
,doll_1.34 b,,,doll_0.85 m,doll_1.33 m,371 million usd,doll_1.34 m,doll_1.1 m,
,doll_1.34 b,,,doll_1.45 m,doll_1.33 m,not found,doll_1.34 m,doll_1.08 m,
,doll_1.34 b,,,doll_0.82 m,doll_1.33 m,not found,doll_1.34 m,doll_1.01 m,
,doll_1.33 b,,,doll_0.77 m,doll_1.33 m,764 million usd,doll_1.33 m,doll_1.01 m,
,doll_1.34 b,,,0,doll_1.33 m,doll_2.054 m,doll_1.34 m,doll_0.98 m,
,doll_1.34 b,,,doll_1.08 m,doll_1.33 m,not found,doll_1.34 m,doll_0.88 m,
,doll_1.34 b,,,0,doll_1.33 m,not found,doll_1.34 m,doll_0.51 m,
,doll_1.33 b,,,0,doll_1.33 m,doll_4.048 m,doll_1.33 m,doll_3.67 m,
,doll_1.33 b,,,doll_1.54 m,doll_1.33 m,130 million usd,doll_1.33 m,doll_2.24 m,
,doll_1.33 b,,,doll_1.33 m,doll_1.33 m,505 million usd,doll_1.33 m,doll_1.78 m,
,doll_1.33 b,,,doll_1.61 m,doll_1.32 m,doll_2.766 m,doll_1.33 m,doll_1.75 m,
,doll_1.33 b,,,0,doll_1.32 m,not found,doll_1.33 m,doll_1.74 m,
,doll_1.33 b,,,0,doll_1.33 m,doll_2.053 m,doll_1.33 m,doll_1.73 m,
,doll_1.33 b,,,doll_1.4 m,doll_1.33 m,not found,doll_1.33 m,doll_1.62 m,
,doll_1.33 b,,,doll_1.72 m,doll_1.33 m,not found,doll_1.33 m,doll_1.62 m,
,doll_1.33 b,,,0,doll_1.33 m,389 million usd,doll_1.33 m,doll_1.58 m,
,doll_1.33 b,,,doll_1.43 m,doll_1.33 m,doll_2.109 m,doll_1.33 m,doll_1.56 m,
,doll_1.33 b,,,doll_1.62 m,doll_1.33 m,613 million usd,doll_1.33 m,doll_1.54 m,
,doll_1.33 b,,,0,doll_1.32 m,doll_1.363 m,doll_1.33 m,doll_1.54 m,
,doll_1.33 b,,,doll_0.65 m,doll_1.33 m,131 million usd,doll_1.33 m,doll_1.52 m,
,doll_1.32 b,,,doll_1.39 m,doll_1.33 m,not found,doll_1.32 m,doll_1.5 m,
,doll_1.32 b,,,doll_0.69 m,doll_1.33 m,254 million usd,doll_1.32 m,doll_1.44 m,
,doll_1.33 b,,,doll_1.58 m,doll_1.33 m,892 million usd,doll_1.33 m,doll_1.41 m,
,doll_1.33 b,,,doll_1.63 m,doll_1.33 m,not found,doll_1.33 m,doll_1.41 m,
,doll_1.33 b,,,doll_1.43 m,doll_1.33 m,doll_2.376 m,doll_1.33 m,doll_1.41 m,
,doll_1.33 b,,,doll_0.92 m,0,not found,doll_1.33 m,doll_1.39 m,
,doll_1.33 b,,,doll_1.48 m,doll_1.33 m,not found,doll_1.33 m,doll_1.37 m,
,doll_1.33 b,,,doll_0.92 m,0,not found,doll_1.33 m,doll_1.35 m,
,doll_1.32 b,,,doll_0.79 m,doll_1.33 m,576 million usd,doll_1.32 m,doll_1.35 m,
,doll_1.33 b,,,doll_1.16 m,doll_1.32 m,0 million usd,doll_1.33 m,doll_1.31 m,
,doll_1.33 b,,,doll_1.6 m,doll_1.33 m,340 million usd,doll_1.33 m,doll_1.31 m,
,doll_1.33 b,,,doll_1.13 m,doll_1.33 m,not found,doll_1.33 m,doll_1.29 m,
,doll_1.33 b,,,doll_0.32 m,doll_1.32 m,doll_1.423 m,doll_1.33 m,doll_1.29 m,
,doll_1.33 b,,,0,doll_1.33 m,not found,doll_1.33 m,doll_1.25 m,
,doll_1.33 b,,,doll_0.7 m,doll_1.33 m,not found,doll_1.33 m,doll_1.25 m,
,0.0,,,doll_0.87 m,doll_1.33 m,doll_1.059 m,doll_0.008001 t,doll_0.008001 t,
,doll_1.33 b,,,doll_0.53 m,doll_1.33 m,976 million usd,doll_1.33 m,doll_1.22 m,
,0.0,,,0,doll_1.33 m,272 million usd,doll_0.008003 t,doll_0.008003 t,
,doll_1.33 b,,,doll_1.45 m,doll_1.33 m,not found,doll_1.33 m,doll_1.21 m,
,doll_1.32 b,,,doll_1.27 m,doll_1.33 m,not found,doll_1.32 m,doll_1.2 m,
,doll_1.33 b,,,doll_0.62 m,doll_1.33 m,not found,doll_1.33 m,doll_1.17 m,
,doll_1.33 b,,,doll_1.26 m,doll_1.32 m,862 million usd,doll_1.33 m,doll_1.15 m,
,doll_1.32 b,,,doll_2.31 m,doll_1.32 m,111 million usd,doll_1.32 m,doll_1.12 m,
,doll_1.33 b,,,doll_1.3 m,doll_1.32 m,45 million usd,doll_1.33 m,doll_1.07 m,
,doll_1.33 b,,,doll_1.79 m,doll_1.32 m,633 million usd,doll_1.33 m,doll_0.93 m,
,doll_1.33 b,,,0,doll_1.32 m,235 million usd,doll_1.33 m,doll_0.91 m,
,doll_1.33 b,,,0,doll_1.31 m,77 million usd,doll_1.33 m,doll_0.9 m,
,doll_1.33 b,,,doll_1.24 m,doll_1.32 m,0 million usd,doll_1.33 m,doll_0.81 m,
,doll_1.33 b,,,doll_1.21 m,doll_1.32 m,113 million usd,doll_1.33 m,doll_0.78 m,
,doll_1.33 b,,,doll_1.27 m,doll_1.32 m,doll_1.641 m,doll_1.33 m,doll_0.59 m,
,doll_1.33 b,,,doll_0.86 m,doll_1.32 m,259 million usd,doll_1.33 m,doll_0.32 m,
,doll_1.32 b,,,0,doll_1.32 m,not found,doll_1.32 m,doll_2.18 m,
,doll_1.32 b,,,doll_1.23 m,doll_1.32 m,doll_1.873 m,doll_1.32 m,doll_2.06 m,
,doll_1.32 b,,,doll_1.61 m,doll_1.32 m,doll_3.726 m,doll_1.32 m,doll_1.99 m,
,doll_1.32 b,,,doll_0.95 m,doll_1.32 m,313 million usd,doll_1.32 m,doll_1.96 m,
,doll_1.32 b,,,doll_1.46 m,doll_1.32 m,not found,doll_1.32 m,doll_1.94 m,
,doll_1.31 b,,,doll_1.62 m,doll_1.32 m,896 million usd,doll_1.31 m,doll_1.73 m,
,doll_1.32 b,,,doll_0.95 m,doll_1.32 m,doll_1.750 m,doll_1.32 m,doll_1.69 m,
,doll_1.32 b,,,doll_1.33 m,doll_1.32 m,not found,doll_1.32 m,doll_1.56 m,
,doll_1.32 b,,,doll_1.38 m,doll_1.32 m,0 million usd,doll_1.32 m,doll_1.55 m,
,doll_1.32 b,,,doll_1.02 m,doll_1.32 m,doll_1.729 m,doll_1.32 m,doll_1.5 m,
,doll_1.32 b,,,doll_1.49 m,doll_1.32 m,203 million usd,doll_1.32 m,doll_1.5 m,
,doll_1.32 b,,,doll_0.75 m,doll_1.31 m,205 million usd,doll_1.32 m,doll_1.49 m,
,doll_1.32 b,,,doll_0.95 m,doll_1.32 m,not found,doll_1.32 m,doll_1.48 m,
,doll_1.32 b,,,doll_0.79 m,doll_1.32 m,466 million usd,doll_1.32 m,doll_1.43 m,
,doll_1.32 b,,,0,doll_1.32 m,not found,doll_1.32 m,doll_1.42 m,
,doll_1.32 b,,,doll_1.58 m,doll_1.32 m,not found,doll_1.32 m,doll_1.42 m,
,doll_1.32 b,,,doll_0.91 m,0,not found,doll_1.32 m,doll_1.4 m,
,doll_1.32 b,,,doll_1.08 m,doll_1.32 m,doll_9.984 m,doll_1.32 m,doll_1.38 m,
,doll_1.32 b,,,doll_1.33 m,doll_1.32 m,doll_1.022 m,doll_1.32 m,doll_1.38 m,
,doll_1.32 b,,,doll_0.67 m,doll_1.32 m,446 million usd,doll_1.32 m,doll_1.37 m,
,doll_1.32 b,,,doll_0.79 m,doll_1.32 m,not found,doll_1.32 m,doll_1.37 m,
,doll_1.31 b,,,doll_1.16 m,doll_1.32 m,not found,doll_1.31 m,doll_1.35 m,
,doll_1.32 b,,,doll_0.88 m,doll_1.32 m,doll_12.612 m,doll_1.32 m,doll_1.35 m,
,doll_1.32 b,,,doll_0.36 m,doll_1.32 m,496 million usd,doll_1.32 m,doll_1.34 m,
,doll_1.32 b,,,doll_0.87 m,doll_1.32 m,238 million usd,doll_1.32 m,doll_1.34 m,
,doll_1.32 b,,,doll_0.82 m,doll_1.31 m,443 million usd,doll_1.32 m,doll_1.33 m,
,0.0,,,doll_1.42 m,doll_1.32 m,506 million usd,doll_0.008041 t,doll_0.008041 t,
,doll_1.32 b,,,0,doll_1.32 m,not found,doll_1.32 m,doll_1.3 m,
,doll_1.32 b,,,doll_0.22 m,doll_1.32 m,151 million usd,doll_1.32 m,doll_1.29 m,
,doll_1.32 b,,,doll_0.48 m,doll_1.32 m,399.9 million usd for year ending december-2020,doll_1.32 m,doll_1.24 m,
,doll_1.32 b,,,doll_0.88 m,doll_1.31 m,not found,doll_1.32 m,doll_1.24 m,
,doll_1.32 b,,,doll_1.47 m,doll_1.31 m,77 million usd,doll_1.32 m,doll_1.19 m,
,doll_1.32 b,,,0,doll_1.31 m,323 million usd,doll_1.32 m,doll_1.14 m,
,doll_1.32 b,,,0,doll_1.31 m,976 million usd,doll_1.32 m,doll_1.08 m,
,doll_1.32 b,,,0,doll_1.31 m,not found,doll_1.32 m,doll_1.05 m,
,doll_1.31 b,,,0,doll_1.3 m,doll_1.060 m,doll_1.31 m,doll_1.01 m,
,doll_1.32 b,,,0,doll_1.31 m,doll_1.008 m,doll_1.32 m,doll_0.99 m,
,doll_1.32 b,,,0,doll_1.31 m,274 million usd,doll_1.32 m,doll_0.99 m,
,doll_1.32 b,,,0,doll_1.31 m,171 million usd,doll_1.32 m,doll_0.96 m,
,doll_1.32 b,,,0,doll_1.3 m,993 million usd,doll_1.32 m,doll_0.88 m,
,doll_1.31 b,,,0,doll_1.3 m,not found,doll_1.31 m,doll_1.65 m,
,doll_1.31 b,,,doll_0.96 m,doll_1.31 m,409 million usd,doll_1.31 m,doll_1.55 m,
,doll_1.31 b,,,doll_0.59 m,doll_1.31 m,560 million usd,doll_1.31 m,doll_1.55 m,
