,name,country,sector,absolute_growth_rate_pct,compound_annual_growth_rate_cagr_pct,revenue_2020_euro,revenue_2017_euro,number_of_employees_2020,number_of_employees_2017,founding_year
614,si silicone innovation,germany,industrial goods,257.32,52.88,doll_3.64m,"1,018,843",40,20,2015
615,a.u.e. genc warenhandels-ug,germany,retail,256.90,52.82,doll_19.89m,"5,573,000",12,8,2010
616,mgvision,italy,advertising,255.81,52.66,doll_4.01m,"1,127,170",18,10,2010
617,new general service,italy,support services,255.07,52.56,doll_1.54m,"433,540",26,13,2015
618,andre renovation,france,construction,254.93,52.54,doll_11.59m,"3,266,703",41,15,2010
619,m.d.g. components unipersonale,italy,industrial goods,254.41,52.46,doll_2.28m,"644,440",14,10,2017
620,amco-bulgaria,bulgaria,retail,254.20,52.43,doll_6.3m,"1,778,274",22,5,2011
621,symprove,uk,personal & household goods,254.09,52.42,doll_12.3m,"3,498,275",39,16,2005
622,tecknuovo,uk,technology,253.87,52.39,doll_26.27m,"7,477,852",22,10,2015
623,platform.sh,france,technology,253.68,52.36,doll_22.08m,"6,242,232",217,62,2010
624,isg express logistik,germany,transport,253.68,52.36,doll_5.82m,"1,646,307",46,5,2011
625,manelli impresa,italy,construction,253.65,52.36,doll_43.36m,"12,259,540",173,55,2008
626,sa formaã§ã£o,portugal,education,253.55,52.34,doll_3.65m,"1,031,733",53,22,2009
627,sm sektmanufaktur,germany,industrial goods,253.35,52.31,doll_2.41m,"681,652",14,3,2015
628,beauty consult deutschland,germany,health,253.11,52.28,doll_3.73m,"1,055,100",31,8,2011
629,finauto,italy,automobiles,251.91,52.1,doll_11.79m,"3,350,270",8,5,1977
630,aucoffre.com,france,financial services,251.66,52.07,doll_114.04m,"32,428,296",21,18,2009
631,divido,uk,fintech,251.57,52.06,doll_3.79m,"1,084,616",46,37,2014
632,r&k ingenieure,germany,construction,251.56,52.05,doll_5.21m,"1,482,100",17,6,2016
633,nephos technologies,uk,technology,251.48,52.04,doll_17.56m,"5,031,697",25,11,2011
634,la vida,uk,support services,250.06,51.84,doll_7.57m,"2,178,629",15,8,2002
635,midstream lighting,uk,technology,249.64,51.78,doll_8.2m,"2,363,526",12,4,2012
636,propulse it,france,technology,249.58,51.77,doll_6.33m,"1,809,858",2,2,2014
637,additius santa maria,spain,agricultural commodities,248.98,51.68,doll_31.76m,"9,100,083",30,25,2012
638,conexio telecom,france,telecoms,248.88,51.67,doll_1.91m,"547,084",15,3,2017
639,tripin,germany,retail,248.43,51.6,doll_5.47m,"1,568,506",9,5,2012
640,continental wood kft.,hungary,industrial goods,247.28,51.43,doll_2.72m,"910,973",9,4,1996
641,geoteam,italy,energy,247.20,51.42,doll_7.62m,"2,195,780",120,71,2008
642,leascorp,france,financial services,247.05,51.4,doll_18.48m,"5,325,214",7,4,2014
643,positive healthcare,uk,management consulting,246.88,51.38,doll_6.73m,"1,954,609",19,3,2014
644,ralph schmolke,germany,retail,246.63,51.34,doll_2.28m,"658,317",8,4,2010
645,roomie milano,italy,property,245.48,51.17,doll_3.73m,"1,079,340",10,2,2016
646,trencadis corp,romania,technology,245.45,51.17,doll_20.41m,"6,137,755",89,40,2007
647,worteks,france,technology,245.44,51.17,doll_1.87m,"541,582",11,4,2016
648,remove,france,construction,244.64,51.05,doll_8.99m,"2,608,093",74,27,2015
649,citadelo,czech republic,cyber security,243.94,50.95,doll_1.56m,"452,557",27,15,2006
650,grill autoservice,germany,automobiles,243.36,50.86,doll_18.14m,"5,283,415",26,13,2017
651,inbrooll,spain,industrial goods,243.07,50.82,doll_2.66m,"776,268",15,8,2013
652,cross,germany,retail,242.59,50.75,doll_88.59m,"25,858,983",4,3,2010
653,b1gas s.p.a,italy,energy,242.58,50.75,doll_41.47m,"12,106,480",6,2,2010
654,filva,italy,construction,242.17,50.69,doll_6.19m,"1,808,710",10,8,2009
655,archingest,italy,construction,241.26,50.56,doll_3.52m,"1,030,000",6,2,2005
656,alpha fx group,uk,financial services,241.26,50.55,doll_51.64m,"15,241,075",124,51,2009
657,lemonads,switzerland,advertising,241.12,50.53,doll_4.95m,"1,451,770",50,7,2012
658,signicat,norway,technology,240.39,50.43,doll_42.51m,"13,309,441",213,71,2007
659,alfred dã¶pker,germany,construction,240.33,50.42,doll_77.36m,"22,730,529",55,41,1965
660,bavaria-ei,germany,retail,240.06,50.38,doll_13.07m,"3,842,670",88,42,2001
661,oxylabs.io,lithuania,technology,239.23,50.26,doll_25.04m,"7,381,686",245,57,2015
662,a.s.h. automobile,germany,automobiles,239.19,50.25,doll_2.33m,"687,958",5,2,2014
663,vascular,hungary,health,238.38,50.13,doll_29.1m,"9,987,236",57,18,2007
664,andjaro,france,support services,237.95,50.07,doll_3.19m,"943,718",57,30,2015
665,rã¶hrtaler wertstoff,germany,waste management & recycling,237.58,50.01,doll_3.29m,"973,460",34,22,2013
666,autel karnetic,uk,technology,237.43,49.99,doll_8.52m,"2,543,343",7,6,2016
667,discoup.com,italy,advertising,236.58,49.86,doll_2.08m,"616,520",10,8,2013
668,hellas direct,cyprus,insurance,236.55,49.86,doll_34.49m,"10,247,832",85,52,2011
669,herrles,germany,automobiles,236.46,49.85,doll_10.24m,"3,044,054",45,30,2009
670,investmentpunk academy,austria,education,235.69,49.73,doll_3.18m,"947,000",12,6,2016
671,born stahlbau,germany,industrial goods,235.05,49.64,doll_4.53m,"1,351,164",13,6,2015
672,rettel projektbau,germany,construction,234.97,49.62,doll_8.07m,"2,410,212",7,5,2016
673,suntronic,italy,energy,234.87,49.61,doll_2.35m,"700,960",4,2,2005
674,tmt,italy,industrial goods,234.84,49.6,doll_12.76m,"3,811,838",42,6,2014
675,gedankenburg,germany,advertising,234.74,49.59,doll_2.95m,"881,275",5,2,2015
676,svop special vehicle operation,sweden,automobiles,234.07,49.49,doll_4.53m,"1,385,662",16,6,2013
677,glenholme healthcare group,uk,health,234.00,49.48,doll_14.85m,"4,476,517",415,132,2011
678,audensiel,france,technology,233.96,49.47,doll_57.45m,"17,203,160",720,230,2013
679,ivnosys,spain,technology,233.95,49.47,doll_8.74m,"2,618,069",106,34,2011
680,mulconsa,spain,construction,233.87,49.46,doll_6.69m,"2,002,982",45,30,2012
681,50nrth,germany,retail,233.75,49.44,doll_35.11m,"10,518,963",54,14,2004
682,delecto,croatia,retail,233.68,49.43,doll_2.65m,"793,957",10,6,2008
683,mardruk opakowania,poland,industrial goods,233.32,49.38,doll_3.23m,"1,058,063",47,7,2015
684,manang,france,construction,233.23,49.36,doll_6.21m,"1,862,272",40,15,2012
685,bestbion dx,germany,health,233.18,49.36,doll_14.86m,"4,461,170",27,21,2011
686,avamore capital,uk,financial services,232.57,49.27,doll_2.55m,"772,943",21,7,2015
687,solaris and more,germany,energy,231.75,49.14,doll_4.69m,"1,414,501",30,13,2011
688,clearcycle,uk,retail,231.73,49.14,doll_2.18m,"660,767",11,8,2015
689,opteamis,france,support services,231.45,49.1,doll_13.86m,"4,180,523",35,12,2005
690,codenor,spain,construction,231.36,49.08,doll_6.39m,"1,926,967",20,10,2010
691,happybulle,france,ecommerce,231.14,49.05,doll_4.21m,"1,271,353",18,8,2015
692,aurora energy research,uk,energy,231.05,49.04,doll_15.08m,"4,587,687",158,46,2013
693,bacci,spain,fashion,231.00,49.03,doll_24.05m,"7,265,350",14,19,2003
694,emilia foods,italy,food & beverage,230.75,48.99,doll_26.82m,"8,110,160",25,8,2013
695,t.e.a.m. - ti educa a migliorare,italy,health,230.22,48.91,doll_3.37m,"1,020,690",211,82,2001
696,brainhub,poland,technology,230.16,48.9,doll_3.51m,"1,163,241",75,30,2016
697,assitech,italy,construction,230.03,48.89,doll_2.68m,"810,750",9,10,2016
698,schott packaging,uk,ecommerce,229.61,48.82,doll_2.27m,"694,501",11,4,2016
699,alba,italy,energy,229.36,48.78,doll_3.3m,"1,001,740",30,12,2010
700,fintru,uk,financial services,229.03,48.73,doll_32.39m,"9,915,609",740,219,2013
701,global edilizia,italy,construction,228.55,48.66,doll_4.03m,"1,226,000",5,4,2011
702,tpximpact,uk,management consulting,228.30,48.62,doll_57.09m,"17,515,305",381,2,2016
703,lgs sportlab,italy,advertising,228.26,48.62,doll_4.01m,"1,222,870",9,6,2010
704,weiser brandschutz & technik,germany,construction,227.87,48.56,doll_5.99m,"1,825,769",45,4,2005
705,fairfax and favor,uk,fashion,226.81,48.4,doll_18.18m,"5,602,279",47,13,2013
706,fao consulting,france,technology,226.39,48.34,doll_7.78m,"2,384,156",85,39,2014
707,gruppo del barba consulting,italy,financial services,226.35,48.33,doll_5.86m,"1,794,120",37,8,2010
708,exclaimer,uk,technology,226.05,48.28,doll_26.14m,"8,075,796",109,62,2003
709,join business management consulting,italy,management consulting,225.69,48.23,doll_10.19m,"3,128,700",77,25,2013
710,vennes,germany,construction,225.10,48.14,doll_17.05m,"5,244,000",57,27,2003
711,piggy,the netherlands,technology,225.06,48.13,doll_2.95m,"906,341",31,7,2013
712,epassi,finland,fintech,224.82,48.1,doll_205.31m,"63,207,258",130,40,2007
713,atheneum partners,germany,technology,224.27,48.01,doll_33.4m,"10,300,000",315,150,2010
714,pharmacy2u,uk,technology,223.91,47.96,doll_156.23m,"48,580,102",454,211,1999
715,phoenix developpement,france,support services,223.16,47.85,doll_1.8m,"556,159",18,6,2011
716,wiwie transport,germany,transport,223.08,47.83,doll_4.2m,"1,300,000",25,10,2016
717,mevas auto center,romania,automobiles,222.96,47.81,doll_2.6m,"834,708",31,23,2003
718,bk beachhouse mode,germany,retail,222.78,47.79,doll_5.17m,"1,602,458",35,21,2015
719,f.lli urso,italy,construction,222.59,47.76,doll_2.01m,"622,800",9,3,2015
720,gohenry,uk,financial services,222.24,47.7,doll_22.02m,"6,882,489",166,61,2011
721,adrilog,italy,transport,221.85,47.64,doll_57.06m,"17,727,950",816,634,2014
722,attachment,uk,advertising,221.77,47.63,doll_7.19m,"2,250,946",6,2,2015
723,paris herbes,france,agricultural commodities,221.73,47.63,doll_12.93m,"4,020,469",25,15,2015
724,interlog logistic,france,transport,221.69,47.62,doll_5.48m,"1,703,819",28,37,2015
725,conglomerati bituminosi,italy,construction,221.08,47.53,doll_33.37m,"10,393,680",75,34,1975
726,nikkel art,belgium,ecommerce,220.83,47.49,doll_3.76m,"1,172,617",26,5,2010
727,esyen,italy,technology,220.60,47.45,doll_3.87m,"1,206,770",25,9,2011
728,sav-eco packaging ltd,uk,industrial goods,220.27,47.4,doll_16.92m,"5,322,238",165,104,2014
729,elmar mair tiefbau,germany,construction,219.98,47.36,doll_2.3m,"719,638",19,8,2016
730,atlas innovative engineering,spain,energy,219.37,47.26,doll_3.5m,"1,094,666",15,12,2014
731,secure-ic,france,technology,219.33,47.26,doll_6.93m,"2,171,492",76,48,2010
732,datalyo,france,technology,218.82,47.18,doll_3.54m,"1,111,687",36,16,2014
733,signify technology,uk,management consulting,218.78,47.17,doll_2.55m,"805,029",29,14,2016
734,boxt,uk,ecommerce,218.69,47.16,doll_38.37m,"12,127,395",59,20,2017
735,james and james fulfilment,uk,ecommerce,218.67,47.16,doll_30.89m,"9,762,332",158,55,2010
736,armonie,italy,food & beverage,218.66,47.16,doll_2.8m,"879,670",9,5,2014
737,maverick group,italy,technology,217.27,46.94,doll_5.31m,"1,674,690",5,1,2017
738,brainpull,italy,advertising,217.21,46.93,doll_4.26m,"1,344,240",29,10,2012
739,wiseband,france,media,217.08,46.91,doll_1.64m,"516,164",15,4,2014
740,groupe ezdo la boulangerie des gourmets,france,agricultural commodities,216.91,46.89,doll_40.78m,"12,867,410",15,4,2013
741,pakar service,poland,support services,216.15,46.77,doll_9.73m,"3,363,800",396,257,2010
742,bio-uv,france,industrial goods,216.03,46.75,doll_32.17m,"10,181,000",117,62,2000
743,f.g. service,italy,construction,215.54,46.67,doll_2.55m,"809,450",14,2,2015
744,allways logistics system,italy,transport,215.48,46.66,doll_9.57m,"3,033,150",125,2,2012
745,matsmart,sweden,ecommerce,215.40,46.65,doll_49.58m,"16,075,963",164,75,2013
746,autargo,germany,construction,215.35,46.64,doll_1.81m,"573,070",5,2,2016
747,brewshop.no,norway,food & beverage,215.26,46.63,doll_4.39m,"1,484,883",9,7,2015
748,visualitics,italy,technology,215.24,46.63,doll_2.13m,"676,000",15,3,2016
749,hifi extra,germany,retail,215.10,46.61,doll_49.19m,"15,610,826",32,14,2016
750,ankerkraut,germany,food & beverage,214.45,46.5,doll_26.01m,"8,271,702",150,70,2013
751,gda,italy,fashion,213.62,46.37,doll_20.75m,"6,615,000",205,98,2008
752,nexid,italy,technology,213.53,46.36,doll_2.7m,"859,960",25,9,2006
753,gs studio & service,italy,energy,213.26,46.32,doll_2.09m,"666,210",16,7,2013
754,neosperience,italy,technology,213.00,46.28,doll_16.37m,"5,229,000",160,60,2006
755,lunos,slovenia,technology,212.89,46.26,doll_6.36m,"2,031,522",16,11,2010
756,meic costruzioni,italy,construction,212.86,46.26,doll_10.46m,"3,342,120",71,39,2013
757,trident lifting solutions ltd,uk,construction,212.60,46.22,doll_15.85m,"5,105,700",14,12,2016
758,smart battery solutions,germany,technology,212.59,46.22,doll_10.2m,"3,264,000",69,28,2010
759,eu-bay commerce,germany,retail,212.23,46.16,doll_8.12m,"2,601,485",20,10,2003
760,jens rabe academy,germany,education,212.06,46.13,doll_3.66m,"1,171,373",20,6,2009
761,hyperoptic,uk,telecoms,211.97,46.12,doll_57.77m,"18,649,681",1251,407,2010
762,sepale,france,energy,211.33,46.02,doll_7.88m,"2,531,055",21,2,2009
763,3a informatica,italy,telecoms,210.73,45.92,doll_1.97m,"633,990",33,19,2005
764,emsproto,france,ecommerce,210.64,45.91,doll_3.14m,"1,009,846",22,10,2014
765,laboratoires dermosun,france,chemicals & pharmaceuticals,209.88,45.79,doll_5.63m,"1,815,835",13,9,2011
766,saico,italy,construction,209.36,45.71,doll_6.74m,"2,177,950",23,13,2013
767,nutis,italy,food & beverage,209.01,45.66,doll_6.57m,"2,124,990",19,9,1956
768,ogrodosfera.pl,poland,ecommerce,208.73,45.61,doll_13.26m,"4,693,330",23,12,2011
769,svti,france,industrial goods,208.55,45.58,doll_3.98m,"1,290,312",30,17,2010
770,enhancers,italy,technology,208.24,45.53,doll_3.35m,"1,087,520",38,13,2011
771,agripower france,france,waste management & recycling,208.20,45.53,doll_7.7m,"2,498,792",16,6,2012
772,next turbo technologies,italy,industrial goods,207.77,45.46,doll_9.48m,"3,080,610",18,8,2014
773,velvet media italia,italy,advertising,207.54,45.42,doll_5.41m,"1,759,490",98,46,2013
774,booster box,italy,advertising,206.87,45.32,doll_2.05m,"667,837",35,9,2016
775,rmf group,slovakia,food & beverage,206.86,45.32,doll_3.29m,"1,072,117",2,3,2014
776,darwin group limited,uk,construction,206.37,45.24,doll_70.39m,"23,141,358",140,89,2005
777,itfs,poland,technology,206.10,45.2,doll_10.45m,"3,730,405",230,90,2012
778,skillsday,france,education,205.70,45.13,doll_3.15m,"1,031,988",25,9,2015
779,gapps,finland,technology,205.51,45.1,doll_8.71m,"2,850,000",34,23,2010
780,maxfel,italy,interiors,205.44,45.09,doll_2.2m,"720,650",15,6,1984
781,herrero brigantina,spain,insurance,204.74,44.98,doll_14.73m,"4,832,212",55,33,2012
782,manitech,italy,industrial goods,203.53,44.79,doll_3.83m,"1,263,420",6,3,2016
783,tradeco,italy,industrial goods,202.87,44.68,doll_5.89m,"1,944,720",16,6,2016
784,mon chasseur immo,france,property,202.35,44.6,doll_4.79m,"1,585,727",28,13,2012
785,upslide,france,support services,202.23,44.58,doll_8.27m,"2,737,704",75,20,2013
786,cogeclim energies,france,construction,201.99,44.54,doll_2.62m,"868,406",18,5,2015
787,cellarius,hungary,sales & marketing,201.67,44.49,doll_2.57m,"989,785",14,10,2004
788,careful-service,germany,health,201.37,44.44,doll_3.54m,"1,173,908",141,75,2014
789,softneta,lithuania,health,201.07,44.4,doll_1.78m,"590,642",30,24,2007
790,progeny,uk,financial services,200.64,44.33,doll_16.6m,"5,561,585",161,64,2016
791,web geo services,france,technology,200.58,44.32,doll_24.11m,"8,022,358",57,29,2009
792,spedition ibov,germany,transport,200.43,44.29,doll_3.42m,"1,140,000",none,none,2013
793,mypostcard.com,germany,retail,200.06,44.23,doll_6.36m,"2,119,022",25,21,2014
794,variosan,germany,retail,199.77,44.19,doll_3.23m,"1,078,808",3,2,2013
795,riedle + bertsch,germany,technology,199.75,44.18,doll_2.33m,"777,849",36,8,2013
796,mobili fiver,italy,interiors,199.43,44.13,doll_11.9m,"3,973,460",50,23,1999
797,klc desamiantage,france,construction,199.36,44.12,doll_6.18m,"2,065,220",46,11,2015
798,secret arts of spirits,france,retail,199.23,44.1,doll_3.31m,"1,105,569",6,3,2014
799,mpb group limited,uk,ecommerce,198.91,44.05,doll_72.5m,"24,429,686",184,68,2011
800,3zehn auto discount,germany,automobiles,198.41,43.97,doll_25.45m,"8,527,777",12,5,2016
801,adikteev,france,technology,198.30,43.95,doll_45.62m,"15,292,051",67,50,2012
802,fundis reitsport,germany,retail,198.07,43.92,doll_7.07m,"2,370,645",50,3,2009
803,antriebstechnik ebner-seibold,germany,retail,198.06,43.91,doll_2.25m,"753,352",17,9,2009
804,invibes advertising,belgium,technology,197.11,43.76,doll_11.53m,"3,880,663",102,30,2011
805,jointly il welfare condiviso,italy,support services,196.84,43.72,doll_2.4m,"808,700",34,18,2014
806,abtot mark & anlã¤ggning ab,sweden,construction,195.91,43.57,doll_9.98m,"3,450,305",23,10,2012
807,dusapro immobilien,germany,property,195.21,43.45,doll_33.9m,"11,484,801",36,10,2012
808,soldats films,france,media,194.81,43.39,doll_2.32m,"787,160",8,4,2012
809,eagleprojects,italy,telecoms,194.68,43.37,doll_15.14m,"5,137,900",287,120,2016
810,agile lab,italy,technology,194.60,43.35,doll_5.59m,"1,897,650",43,15,2013
811,importpris.no,norway,ecommerce,194.37,43.32,doll_3.11m,"1,126,971",8,4,2012
812,truu,germany,industrial goods,193.76,43.22,doll_12.47m,"4,245,861",72,18,2011
813,lâatelier,france,technology,193.45,43.17,doll_4.29m,"1,461,226",15,5,2016
814,frigoclim kã¤lte-klima,germany,construction,193.40,43.16,doll_3.89m,"1,326,082",22,7,2014
815,m coffee company,germany,retail,192.95,43.09,doll_2.12m,"722,795",5,3,2013
816,protextyl,france,retail,192.85,43.07,doll_5.32m,"1,818,032",22,12,2011
817,sp architecte,france,construction,192.84,43.07,doll_2.83m,"964,998",18,14,2009
818,embargos a lo bestia,spain,retail,192.62,43.03,doll_22.56m,"7,709,375",178,54,2011
819,snigel,ireland,technology,192.57,43.02,doll_20.48m,"7,000,063",3,2,2011
820,ims rettungsdienst,germany,health,192.31,42.98,doll_1.9m,"650,000",120,5,2006
821,way2global sb,italy,support services,190.97,42.76,doll_2.41m,"828,820",16,1,2017
822,media access solutions,uk,support services,190.48,42.68,doll_3.41m,"1,181,642",33,3,2014
823,exadi,spain,sales and marketing,190.28,42.65,doll_42.53m,"14,649,568",44,21,2008
824,fiber-service-gesellschaft,germany,telecoms,190.17,42.63,doll_4.05m,"1,395,607",29,10,2014
825,tenderhut (group),poland,technology,190.02,42.61,doll_10.26m,"3,868,483",280,140,2010
826,worldwide fishing company,spain,food & beverage,189.88,42.58,doll_140.44m,"48,449,141",30,12,2016
827,doctor hail spa,italy,automobiles,189.78,42.57,doll_18.1m,"6,246,592",43,26,2013
828,kbs group,germany,support services,189.70,42.55,doll_42.01m,"14,500,000",1500,650,2011
829,terre ehitus,estonia,construction,188.94,42.43,doll_2.09m,"723,064",12,5,2017
830,bauer energiekonzepte,germany,energy,188.54,42.36,doll_36.22m,"12,554,325",19,7,2013
831,new euroart,italy,construction,188.49,42.36,doll_9.31m,"3,226,280",77,26,2001
832,capelli for you,italy,beauty,188.42,42.34,doll_1.66m,"575,120",16,8,2015
833,ogury,uk,advertising,188.32,42.33,doll_108.76m,"37,992,902",371,133,2014
834,tft ernst,germany,construction,188.19,42.31,doll_2.01m,"698,300",17,7,2017
835,somerford associates,uk,technology,187.81,42.24,doll_18.76m,"6,564,162",55,31,2001
836,arcadia investment,germany,property,187.45,42.19,doll_8.1m,"2,818,652",38,12,2012
837,filoblu,italy,management consulting,187.14,42.13,doll_55.56m,"19,351,090",186,112,2009
838,tribus digital,uk,technology,186.89,42.09,doll_1.95m,"685,567",21,8,2016
839,doit,italy,technology,186.79,42.08,doll_3.04m,"1,060,000",35,20,2014
840,global perspectives,uk,health,186.71,42.06,doll_6.63m,"2,329,522",23,8,2009
841,pirene,italy,support services,186.54,42.04,doll_1.51m,"527,910",25,8,1999
842,ipulse,uk,personal & household goods,186.27,41.99,doll_105.15m,"36,995,102",183,39,2012
843,blue networks,germany,technology,185.36,41.84,doll_6.63m,"2,322,241",47,23,2002
844,n. schwegler,germany,construction,185.24,41.82,doll_10.51m,"3,686,000",35,20,2009
845,marcus lutz bau,germany,construction,184.26,41.66,doll_1.87m,"659,402",15,7,2002
846,hkr-technik,germany,retail,184.14,41.64,doll_7.0m,"2,462,478",4,3,2008
847,licht + strom,germany,technology,183.54,41.54,doll_4.04m,"1,424,633",30,18,2007
848,die autowelt,germany,automobiles,183.23,41.49,doll_16.75m,"5,915,499",40,15,2009
849,artheau aviation,france,aerospace & defence,183.17,41.48,doll_11.26m,"3,977,562",9,4,2012
850,cepo,italy,industrial goods,182.86,41.42,doll_4.5m,"1,592,170",22,13,2000
851,sneakers & jackets,france,financial services,182.41,41.35,doll_2.89m,"1,022,714",2,1,2013
852,89up,uk,advertising,182.41,41.35,doll_1.81m,"647,020",26,11,2009
853,luxury & performance selection,france,automobiles,182.39,41.35,doll_6.44m,"2,281,929",4,none,2016
854,grayce group,uk,management consulting,182.36,41.34,doll_17.89m,"6,381,674",395,117,2012
855,nemesi italia,italy,technology,182.02,41.28,doll_1.64m,"581,520",4,1,1993
856,halo service solutions,uk,technology,181.97,41.28,doll_5.04m,"1,799,189",40,12,1994
857,raspberry pi,uk,technology,181.29,41.16,doll_80.07m,"28,668,484",73,36,2012
858,giopato & coombes,italy,interiors,181.27,41.16,doll_5.47m,"1,944,000",17,8,2010
859,ship it,germany,retail,180.95,41.1,doll_3.39m,"1,207,009",8,4,2016
860,rheinische scheidestã¤tte,germany,retail,180.89,41.1,doll_83.04m,"29,564,866",47,19,2012
861,whites agency,poland,advertising,180.88,41.09,doll_4.08m,"1,586,246",90,34,2011
862,casa di riposo medicalizzata sempione*,italy,health,180.66,41.06,doll_2.44m,"867,960",38,1,2017
863,cshark,poland,technology,180.55,41.04,doll_11.83m,"4,608,343",269,135,2014
864,zinox laser,italy,interiors,180.41,41.02,doll_6.36m,"2,269,510",47,30,2015
865,tera automation,italy,industrial goods,180.39,41.01,doll_4.99m,"1,778,890",20,14,2013
866,innova hts,italy,health,180.22,40.98,doll_8.79m,"3,137,630",16,12,2014
867,kentigen,czech republic,technology,179.79,40.91,doll_1.51m,"554,004",20,8,2013
868,teal partners,belgium,technology,179.35,40.84,doll_3.87m,"1,386,701",23,13,2015
869,lm medical division,italy,health,179.23,40.82,doll_11.28m,"4,040,060",47,16,2010
870,bec,germany,technology,179.21,40.81,doll_7.84m,"2,809,036",47,25,2003
871,xylon,croatia,technology,178.97,40.77,doll_4.49m,"1,610,149",81,41,1995
872,spedition kai rindert,germany,transport,178.52,40.7,doll_3.02m,"1,083,821",9,2,2017
873,co.ge.sa. costruzioni generali saba,italy,construction,178.13,40.63,doll_3.45m,"1,241,760",22,16,2009
874,skã¤rgã¥rdstunnan/skargards,sweden,ecommerce,178.05,40.62,doll_15.08m,"5,547,537",20,13,2010
875,autonova milano,italy,automobiles,177.33,40.5,doll_2.79m,"1,006,280",14,1,2015
876,polarstern,germany,energy,177.06,40.45,doll_30.27m,"10,925,375",40,25,2011
877,halsdorfer + ingenieure projekt,germany,property,176.94,40.43,doll_31.04m,"11,207,566",15,5,2013
878,opna,france,support services,176.53,40.36,doll_2.32m,"838,200",23,9,2015
879,stikets,spain,ecommerce,176.29,40.32,doll_9.32m,"3,372,820",39,25,2010
880,campustore,italy,education,175.75,40.23,doll_34.41m,"12,479,120",18,18,1994
881,ars futura,croatia,technology,175.70,40.22,doll_1.58m,"574,487",27,14,2013
882,cemir security,italy,support services,175.61,40.21,doll_2.84m,"1,028,730",116,64,2015
883,borgy cz,czech republic,personal & household goods,175.59,40.2,doll_22.42m,"8,362,568",60,40,2009
884,groupe zephyr,france,health,175.27,40.15,doll_16.26m,"5,908,517",600,190,2007
885,dernier cri,france,technology,175.07,40.11,doll_3.96m,"1,438,184",57,25,2015
886,yes!devs,germany,technology,175.00,40.1,doll_2.2m,"800,000",37,10,2016
887,hydroflex group,germany,retail,174.98,40.1,doll_13.17m,"4,788,000",36,19,2009
888,proteko service,italy,support services,174.64,40.04,doll_5.5m,"2,003,540",31,7,2016
889,minicrm,hungary,technology,174.60,40.03,doll_2.23m,"944,107",26,26,2012
890,cnq consorzio nazionale qualitã ,italy,waste management & recycling,174.56,40.03,doll_2.15m,"783,460",39,13,2001
891,accolade,czech republic,property,174.26,39.98,doll_83.98m,"31,477,723",none,none,2010
892,panel sandwich,spain,construction,174.00,39.93,doll_9.64m,"3,517,519",27,9,2009
893,symbiose informatique,france,technology,173.97,39.93,doll_33.08m,"12,074,454",32,28,1991
894,g.engineering,italy,industrial goods,173.95,39.92,doll_16.5m,"6,024,830",51,24,2012
895,i-particuliers,france,property,173.47,39.84,doll_4.07m,"1,488,875",200,50,2011
896,henco,germany,retail,173.33,39.82,doll_6.97m,"2,550,263",48,25,2012
897,giglio.com,italy,ecommerce,173.12,39.78,doll_25.36m,"9,283,620",53,25,2007
898,alphaspel,sweden,retail,172.99,39.76,doll_4.54m,"1,699,234",16,5,2013
899,sapiegos klinika,lithuania,health,172.45,39.67,doll_1.58m,"579,436",24,14,2014
900,opencorporates,uk,technology,172.17,39.62,doll_2.73m,"1,010,498",25,9,2010
901,be cloud,france,support services,172.09,39.61,doll_10.37m,"3,811,605",49,22,2012
902,drukarnia piga.pl,poland,ecommerce,172.02,39.59,doll_4.06m,"1,632,988",130,60,2014
903,groupe mister menuiserie,france,ecommerce,172.00,39.59,doll_68.01m,"25,003,047",227,84,2010
904,insetto,germany,retail,171.87,39.57,doll_6.01m,"2,210,651",79,51,1999
905,technophage,portugal,pharmaceuticals,171.71,39.54,doll_2.24m,"823,381",13,9,2005
906,skalis portage salarial,france,support services,171.14,39.44,doll_6.2m,"2,287,420",68,25,2008
907,peoplegrapher,germany,advertising,170.86,39.4,doll_3.56m,"1,314,806",11,5,2016
908,reveg fruit,italy,food & beverage,170.85,39.39,doll_2.36m,"870,070",4,2,2016
909,sciant,bulgaria,technology,170.83,39.39,doll_3.19m,"1,178,653",79,39,2016
910,boender & beutel,germany,industrial goods,170.63,39.36,doll_14.55m,"5,376,347",130,50,2012
911,ekinops,france,telecoms,170.62,39.36,doll_92.8m,"34,291,000",456,419,2003
912,sano-tã©cnica,portugal,health,170.53,39.34,doll_4.97m,"1,838,120",13,12,1938
913,mã¶belando,germany,retail,170.52,39.34,doll_16.69m,"6,170,577",24,16,2013
914,democom,italy,telecoms,170.39,39.31,doll_3.35m,"1,238,210",37,12,2011
915,erbagil,italy,pharmaceuticals,169.82,39.22,doll_4.02m,"1,490,280",11,3,2009
916,axopar boats,finland,travel & leisure,169.30,39.13,doll_78.77m,"29,247,774",32,9,2014
917,advanced composites solutions,italy,automobiles,168.86,39.05,doll_5.39m,"2,006,100",54,11,2012
918,spartivento yachts & charter,italy,travel & leisure,168.79,39.04,doll_5.19m,"1,932,580",34,12,2000
919,seargin,poland,technology,168.70,39.02,doll_18.62m,"7,576,080",64,39,2014
920,ttp holding,germany,support services,168.68,39.02,doll_37.61m,"13,997,000",32,28,2009
