03-gren-annual_net_income_usd,04-iGMM-market_value__jan_1st_2020,00-avengers-annual_net_income_in_usd,04-iGMM-annual_net_income_in_usd,03-gren-annual_revenue_usd
0.0,doll_0.75 m,,193 million usd,0.0
0.0,doll_0.8 m,21 million usd,,0.0
doll_-81.0 m,doll_0.32 m,-81 million usd,-1 million usd,doll_7.12 b
doll_21.0 m,doll_0.58 m,,,doll_751.0 m
0.0,doll_0.64 m,,,0.0
doll_233.0 m,doll_0.31 m,-178 million usd,,doll_389.0 m
0.0,doll_0.33 m,,-7 million usd,0.0
doll_-226.0 m,0,-226 million usd,-106 million usd,doll_1.82 b
0.0,doll_1.44 m,-7 million usd,75 million usd,0.0
doll_112.0 m,doll_1.05 m,,42 million usd,doll_265.0 m
doll_193.0 m,doll_1.24 m,,110 million usd,doll_522.0 m
0.0,doll_0.89 m,,,0.0
doll_-1.0 m,doll_0.7 m,-1 million usd,22 million usd,0.0
0.0,doll_0.66 m,,,0.0
0.0,doll_1.39 m,193 million usd,55 million usd,0.0
0.0,0,112 million usd,,0.0
doll_-7.0 m,doll_1.54 m,,100 million usd,doll_119.0 m
doll_-106.0 m,0,-106 million usd,,doll_192.0 m
doll_75.0 m,doll_0.71 m,100 million usd,138 million usd,doll_862.0 m
doll_42.0 m,doll_1.23 m,,91 million usd,doll_1.67 b
doll_110.0 m,doll_1.21 m,55 million usd,0 million usd,doll_2.36 b
0.0,0,,,0.0
doll_22.0 m,doll_2.19 m,22 million usd,,doll_167.0 m
0.0,doll_1.13 m,,,0.0
doll_55.0 m,doll_1.63 m,110 million usd,138 million usd,doll_1.09 b
0.0,doll_1.94 m,42 million usd,,0.0
doll_100.0 m,doll_1.35 m,75 million usd,137 million usd,doll_1.14 b
0.0,doll_1.47 m,,-65 million usd,0.0
doll_138.0 m,doll_1.33 m,137 million usd,196 million usd,doll_1.03 b
doll_91.0 m,doll_1.49 m,,-49 million usd,doll_846.0 m
0.0,doll_0.88 m,138 million usd,,doll_396.0 m
0.0,doll_1.64 m,,,0.0
0.0,doll_0.95 m,,,0.0
0.0,doll_1.57 m,,,0.0
doll_138.0 m,doll_0.8 m,0 million usd,,doll_151.0 m
0.0,doll_0.4 m,91 million usd,50 million usd,0.0
doll_137.0 m,doll_0.22 m,138 million usd,,doll_1.21 b
doll_-65.0 m,doll_0.5 m,-65 million usd,53 million usd,doll_361.0 m
doll_196.0 m,doll_1.18 m,,,doll_807.0 m
doll_-49.0 m,doll_0.79 m,50 million usd,,doll_1.87 b
0.0,doll_1.61 m,,160 million usd,0.0
0.0,0,,27 million usd,0.0
0.0,doll_0.55 m,,139 million usd,0.0
0.0,doll_0.27 m,,235 million usd,0.0
0.0,doll_1.98 m,,,0.0
doll_50.0 m,doll_0.49 m,-49 million usd,,doll_1.42 b
0.0,doll_0.42 m,196 million usd,,0.0
doll_53.0 m,doll_0.81 m,53 million usd,26 million usd,doll_701.0 m
0.0,doll_0.51 m,,,0.0
0.0,doll_0.57 m,,,0.0
doll_160.0 m,doll_0.53 m,,,doll_1.01 b
doll_27.0 m,0,235 million usd,-88 million usd,doll_91.0 m
doll_139.0 m,doll_0.82 m,139 million usd,-406 million usd,doll_1.68 b
doll_235.0 m,doll_4.43 m,27 million usd,44 million usd,doll_2.66 b
0.0,doll_0.51 m,160 million usd,-75 million usd,0.0
0.0,doll_0.89 m,,7 million usd,0.0
0.0,doll_1.58 m,,92 million usd,0.0
doll_26.0 m,doll_2.39 m,26 million usd,,doll_3.01 b
0.0,doll_0.48 m,92 million usd,10 million usd,0.0
0.0,doll_1.47 m,7 million usd,89 million usd,0.0
0.0,doll_0.56 m,-75 million usd,47 million usd,0.0
doll_-88.0 m,doll_1.69 m,-406 million usd,21 million usd,doll_785.0 m
doll_-406.0 m,doll_0.88 m,44 million usd,,doll_724.0 m
doll_44.0 m,doll_0.55 m,,,doll_602.0 m
doll_-75.0 m,doll_1.72 m,-88 million usd,2 million usd,doll_282.0 m
doll_7.0 m,doll_1.24 m,,,doll_389.0 m
doll_92.0 m,doll_2.35 m,,139 million usd,doll_2.26 b
0.0,doll_1.8 m,,26 million usd,0.0
doll_10.0 m,0,139 million usd,,doll_17.0 m
doll_89.0 m,0,,118 million usd,doll_533.0 m
doll_47.0 m,doll_0.58 m,2 million usd,,doll_30.0 m
doll_21.0 m,doll_0.97 m,,171 million usd,doll_329.0 m
0.0,doll_0.84 m,,,0.0
0.0,doll_1.36 m,21 million usd,,0.0
doll_2.0 m,doll_1.36 m,47 million usd,88 million usd,doll_227.0 m
0.0,doll_1.16 m,89 million usd,,0.0
doll_139.0 m,doll_0.66 m,10 million usd,,doll_806.0 m
doll_26.0 m,0,26 million usd,101 million usd,doll_3.56 b
0.0,0,,,0.0
doll_118.0 m,doll_0.33 m,,,doll_133.0 m
0.0,doll_1.17 m,88 million usd,,0.0
doll_171.0 m,doll_0.86 m,,,doll_160.0 m
0.0,0,,,0.0
0.0,doll_0.34 m,171 million usd,,0.0
doll_88.0 m,doll_0.99 m,,,doll_299.0 m
0.0,doll_0.57 m,118 million usd,,0.0
0.0,0,,-176 million usd,0.0
doll_101.0 m,doll_2.48 m,101 million usd,44 million usd,doll_1.11 b
0.0,0,-176 million usd,,0.0
0.0,doll_2.77 m,,118 million usd,0.0
0.0,doll_1.12 m,,,0.0
0.0,doll_2.03 m,,153 million usd,0.0
0.0,doll_1.14 m,,66 million usd,0.0
0.0,doll_1.32 m,,-38 million usd,0.0
0.0,0,,-154 million usd,0.0
0.0,doll_1.29 m,,28 million usd,0.0
doll_-176.0 m,0,,,doll_252.0 m
doll_44.0 m,0,44 million usd,,doll_338.0 m
0.0,doll_0.62 m,,,0.0
doll_118.0 m,doll_1.04 m,28 million usd,72 million usd,doll_461.0 m
0.0,doll_0.34 m,-154 million usd,18 million usd,0.0
doll_153.0 m,0,-38 million usd,-100 million usd,doll_2.18 b
doll_66.0 m,doll_1.27 m,66 million usd,145 million usd,doll_1.28 b
doll_-38.0 m,doll_1.52 m,153 million usd,18 million usd,doll_4.14 b
doll_-154.0 m,doll_1.23 m,,43 million usd,doll_31.0 m
doll_28.0 m,doll_1.43 m,118 million usd,,doll_434.0 m
0.0,doll_0.95 m,,219 million usd,0.0
0.0,doll_2.49 m,,-203 million usd,0.0
0.0,0,219 million usd,-8 million usd,0.0
doll_72.0 m,doll_1.14 m,,,doll_2.79 b
doll_18.0 m,doll_1.72 m,43 million usd,59 million usd,doll_548.0 m
doll_-100.0 m,doll_0.27 m,18 million usd,44 million usd,0.0
doll_145.0 m,doll_1.55 m,145 million usd,28 million usd,doll_4.37 b
doll_18.0 m,doll_0.72 m,-100 million usd,,doll_510.0 m
doll_43.0 m,0,18 million usd,34 million usd,doll_2.46 b
0.0,0,72 million usd,,0.0
doll_219.0 m,doll_0.65 m,,111 million usd,doll_220.0 m
doll_-203.0 m,doll_1.11 m,-203 million usd,,doll_10.65 b
doll_-8.0 m,doll_0.88 m,111 million usd,,0.0
0.0,doll_0.51 m,,,0.0
doll_59.0 m,doll_1.11 m,34 million usd,89 million usd,doll_1.12 b
doll_44.0 m,doll_0.97 m,,,doll_235.0 m
doll_28.0 m,doll_0.67 m,28 million usd,80 million usd,doll_781.0 m
0.0,doll_0.83 m,44 million usd,,0.0
doll_34.0 m,0,59 million usd,,doll_829.0 m
0.0,doll_1.22 m,,,0.0
doll_111.0 m,doll_0.87 m,-8 million usd,,doll_882.0 m
0.0,0,,,0.0
0.0,doll_1.32 m,,203 million usd,0.0
0.0,doll_0.79 m,,72 million usd,0.0
doll_89.0 m,doll_1.43 m,,,doll_1.07 b
0.0,doll_0.37 m,,26 million usd,0.0
doll_80.0 m,doll_0.07 m,80 million usd,19 million usd,doll_794.0 m
0.0,doll_0.7 m,,,0.0
0.0,0,89 million usd,,0.0
0.0,doll_0.64 m,,-57 million usd,0.0
0.0,doll_1.96 m,,-31 million usd,0.0
0.0,doll_1.82 m,,,0.0
doll_203.0 m,doll_2.32 m,-31 million usd,59 million usd,doll_1.0 b
doll_72.0 m,doll_1.58 m,-57 million usd,61 million usd,doll_91.0 m
0.0,doll_0.23 m,,,0.0
doll_26.0 m,0,,,doll_736.0 m
doll_19.0 m,doll_1.44 m,19 million usd,82 million usd,doll_120.0 m
0.0,doll_0.47 m,26 million usd,43 million usd,0.0
0.0,doll_1.05 m,,43 million usd,0.0
doll_-57.0 m,doll_1.17 m,72 million usd,96 million usd,doll_105.0 m
doll_-31.0 m,doll_0.67 m,203 million usd,,doll_832.0 m
0.0,doll_1.45 m,,127 million usd,0.0
doll_59.0 m,doll_1.33 m,,,doll_2.16 b
doll_61.0 m,doll_0.78 m,96 million usd,54 million usd,doll_573.0 m
0.0,doll_1.24 m,43 million usd,,0.0
0.0,0,43 million usd,,0.0
doll_82.0 m,doll_1.28 m,82 million usd,,doll_926.0 m
doll_43.0 m,doll_0.71 m,,,doll_286.0 m
doll_43.0 m,0,,-325 million usd,doll_99.0 m
doll_96.0 m,doll_1.16 m,61 million usd,150 million usd,doll_1.5 b
0.0,0,59 million usd,,0.0
doll_127.0 m,doll_0.75 m,127 million usd,70 million usd,doll_470.0 m
0.0,doll_1.04 m,,0 million usd,0.0
doll_54.0 m,0,150 million usd,,doll_391.0 m
0.0,0,-325 million usd,,0.0
0.0,doll_2.07 m,,-51 million usd,0.0
0.0,doll_0.6 m,,,0.0
0.0,doll_0.81 m,,,0.0
doll_-325.0 m,doll_0.24 m,,30 million usd,doll_1.01 b
doll_150.0 m,doll_0.77 m,54 million usd,40 million usd,doll_189.0 m
0.0,doll_1.52 m,,,0.0
doll_70.0 m,doll_1.19 m,70 million usd,,doll_1.1 b
0.0,doll_0.78 m,,150 million usd,doll_1.0 m
0.0,doll_3.75 m,40 million usd,-290 million usd,0.0
0.0,doll_0.76 m,30 million usd,253 million usd,0.0
doll_-51.0 m,doll_0.53 m,,,doll_1.86 b
0.0,doll_1.44 m,,,0.0
0.0,doll_1.22 m,-51 million usd,,0.0
doll_30.0 m,doll_0.53 m,,,doll_557.0 m
doll_40.0 m,doll_0.7 m,,,doll_347.0 m
0.0,doll_0.86 m,0 million usd,,0.0
0.0,doll_0.32 m,,8 million usd,0.0
doll_150.0 m,doll_0.43 m,,99 million usd,doll_1.78 b
doll_-290.0 m,doll_0.77 m,,60 million usd,doll_235.0 m
doll_253.0 m,doll_0.82 m,,12 million usd,doll_425.0 m
0.0,0,,,0.0
0.0,doll_0.71 m,,33 million usd,0.0
0.0,doll_0.46 m,,,0.0
0.0,doll_1.09 m,253 million usd,,0.0
0.0,doll_1.18 m,-290 million usd,48 million usd,0.0
0.0,doll_0.37 m,150 million usd,-177 million usd,0.0
doll_8.0 m,doll_0.86 m,8 million usd,,doll_138.0 m
doll_99.0 m,doll_0.84 m,-177 million usd,163 million usd,doll_462.0 m
doll_60.0 m,doll_0.6 m,48 million usd,62 million usd,doll_225.0 m
doll_12.0 m,doll_1.93 m,,211 million usd,doll_214.0 m
0.0,doll_0.85 m,,56 million usd,0.0
doll_33.0 m,doll_1.29 m,33 million usd,116 million usd,doll_539.0 m
0.0,doll_1.16 m,,,0.0
0.0,doll_0.99 m,12 million usd,,0.0
doll_48.0 m,doll_1.01 m,60 million usd,,doll_744.0 m
doll_-177.0 m,doll_1.44 m,99 million usd,-38 million usd,doll_43.0 m
0.0,doll_1.14 m,,,0.0
doll_163.0 m,doll_1.63 m,-38 million usd,,doll_905.0 m
doll_62.0 m,doll_3.6 m,,441 million usd,doll_409.0 m
doll_211.0 m,doll_1.82 m,,43 million usd,doll_686.0 m
doll_56.0 m,doll_0.36 m,,154 million usd,doll_1.71 b
doll_116.0 m,doll_0.33 m,116 million usd,52 million usd,doll_1.21 b
0.0,doll_0.47 m,56 million usd,,0.0
0.0,doll_0.79 m,211 million usd,,0.0
0.0,doll_1.03 m,62 million usd,1 million usd,0.0
doll_-38.0 m,doll_3.69 m,163 million usd,-130 million usd,doll_567.0 m
0.0,doll_0.74 m,,,0.0
0.0,doll_1.23 m,-130 million usd,,0.0
doll_441.0 m,doll_1.19 m,1 million usd,,doll_33.0 m
doll_43.0 m,doll_0.68 m,,25 million usd,doll_708.0 m
doll_154.0 m,doll_0.65 m,,,doll_2.06 b
doll_52.0 m,doll_0.4 m,52 million usd,,doll_270.0 m
0.0,0,154 million usd,-58 million usd,0.0
0.0,doll_0.44 m,43 million usd,,0.0
doll_1.0 m,doll_0.27 m,441 million usd,,doll_596.0 m
doll_-130.0 m,doll_1.12 m,,111 million usd,0.0
0.0,doll_1.52 m,,126 million usd,0.0
0.0,doll_0.7 m,111 million usd,59 million usd,0.0
0.0,doll_1.56 m,,38 million usd,0.0
doll_25.0 m,doll_0.4 m,,,doll_180.0 m
0.0,0,-58 million usd,-117 million usd,0.0
0.0,0,,-203 million usd,0.0
doll_-58.0 m,0,,,doll_20.0 m
0.0,doll_1.66 m,25 million usd,108 million usd,0.0
0.0,doll_0.88 m,,852 million usd,0.0
doll_111.0 m,0,,,doll_5.61 b
doll_126.0 m,0,126 million usd,,doll_1.68 b
doll_59.0 m,doll_1.72 m,,37 million usd,doll_4.6 b
doll_38.0 m,doll_0.68 m,852 million usd,,doll_528.0 m
0.0,doll_1.18 m,108 million usd,,0.0
doll_-117.0 m,doll_0.67 m,,132 million usd,doll_29.0 m
doll_-203.0 m,doll_0.85 m,-203 million usd,52 million usd,doll_-201.0 m
0.0,0,-117 million usd,,0.0
doll_108.0 m,doll_2.55 m,,-100 million usd,doll_1.45 b
doll_852.0 m,doll_0.98 m,38 million usd,102 million usd,doll_931.0 m
0.0,doll_0.75 m,59 million usd,23 million usd,0.0
0.0,doll_1.3 m,,,0.0
doll_37.0 m,doll_0.68 m,23 million usd,-43 million usd,doll_1.44 b
0.0,doll_1.0 m,102 million usd,-224 million usd,0.0
0.0,doll_0.89 m,-100 million usd,67 million usd,0.0
doll_132.0 m,doll_1.36 m,,,doll_517.0 m
doll_52.0 m,doll_0.64 m,52 million usd,21 million usd,doll_195.0 m
0.0,doll_0.99 m,132 million usd,,0.0
doll_-100.0 m,doll_0.54 m,,,doll_3.69 b
doll_102.0 m,doll_0.87 m,,,doll_254.0 m
doll_23.0 m,doll_0.85 m,37 million usd,64 million usd,doll_1.28 b
0.0,doll_0.85 m,,,0.0
doll_-43.0 m,doll_0.59 m,64 million usd,,doll_473.0 m
doll_-224.0 m,doll_0.42 m,,,doll_438.0 m
doll_67.0 m,doll_0.51 m,,53 million usd,doll_944.0 m
0.0,doll_0.87 m,21 million usd,,0.0
doll_21.0 m,doll_0.28 m,,,doll_186.0 m
0.0,doll_0.5 m,,,0.0
0.0,doll_0.81 m,67 million usd,,0.0
0.0,doll_1.03 m,-224 million usd,,0.0
doll_64.0 m,doll_1.2 m,,7 million usd,doll_3.37 b
0.0,0,-43 million usd,,0.0
0.0,doll_0.36 m,7 million usd,116 million usd,0.0
0.0,doll_0.63 m,,,0.0
doll_53.0 m,doll_0.5 m,,,doll_1.03 b
0.0,0,,-187 million usd,0.0
0.0,0,,-98 million usd,0.0
0.0,doll_0.76 m,,,0.0
0.0,doll_0.94 m,53 million usd,,0.0
0.0,0,,60 million usd,0.0
doll_7.0 m,doll_0.46 m,,,doll_864.0 m
0.0,doll_0.49 m,,,0.0
doll_116.0 m,doll_0.52 m,,-118 million usd,doll_2.51 b
0.0,0,60 million usd,,0.0
0.0,doll_1.27 m,,36 million usd,0.0
doll_-187.0 m,doll_0.77 m,,3 million usd,doll_111.0 m
doll_-98.0 m,doll_1.18 m,-98 million usd,,doll_326.0 m
0.0,doll_0.9 m,-187 million usd,59 million usd,0.0
0.0,doll_0.61 m,,,0.0
doll_60.0 m,doll_1.11 m,,-48 million usd,doll_615.0 m
0.0,doll_0.72 m,116 million usd,618 million usd,0.0
0.0,doll_1.45 m,,,0.0
doll_-118.0 m,doll_1.54 m,618 million usd,7 million usd,0.0
0.0,doll_1.01 m,-48 million usd,,0.0
doll_36.0 m,doll_0.33 m,,59 million usd,doll_389.0 m
doll_3.0 m,doll_3.57 m,59 million usd,-75 million usd,doll_367.0 m
0.0,doll_0.61 m,,,0.0
doll_59.0 m,0,3 million usd,,doll_573.0 m
0.0,doll_0.46 m,36 million usd,47 million usd,0.0
doll_-48.0 m,0,,15 million usd,doll_310.0 m
doll_618.0 m,doll_0.84 m,-118 million usd,,doll_7.44 b
0.0,doll_1.38 m,,117 million usd,0.0
doll_7.0 m,doll_0.71 m,,72 million usd,doll_129.0 m
0.0,0,15 million usd,,0.0
doll_59.0 m,0,47 million usd,266 million usd,doll_951.0 m
doll_-75.0 m,doll_1.4 m,,265 million usd,doll_518.0 m
0.0,0,,,0.0
0.0,doll_0.63 m,-75 million usd,10 million usd,0.0
doll_47.0 m,doll_1.23 m,59 million usd,,doll_695.0 m
doll_15.0 m,0,,,0.0
0.0,doll_0.87 m,7 million usd,72 million usd,0.0
doll_117.0 m,doll_1.46 m,117 million usd,,doll_657.0 m
doll_72.0 m,doll_0.87 m,72 million usd,,doll_2.25 b
0.0,doll_0.36 m,,29 million usd,0.0
doll_266.0 m,doll_0.68 m,,145 million usd,doll_272.0 m
doll_265.0 m,doll_0.44 m,10 million usd,,doll_391.0 m
0.0,doll_0.21 m,,,0.0
doll_10.0 m,doll_0.53 m,265 million usd,,doll_368.0 m
0.0,doll_0.36 m,266 million usd,,0.0
0.0,doll_0.73 m,,,0.0
doll_72.0 m,0,72 million usd,,doll_873.0 m
0.0,0,,-87 million usd,0.0
0.0,doll_1.77 m,,26 million usd,0.0
doll_29.0 m,0,,52 million usd,doll_566.0 m
doll_145.0 m,doll_1.77 m,,91 million usd,doll_1.39 b
0.0,doll_1.13 m,,93 million usd,0.0
0.0,doll_0.69 m,,79 million usd,0.0
0.0,doll_1.1 m,,147 million usd,0.0
0.0,doll_1.77 m,145 million usd,427 million usd,0.0
0.0,doll_1.34 m,29 million usd,60 million usd,0.0
0.0,doll_1.11 m,,-282 million usd,0.0
doll_-87.0 m,doll_0.82 m,-87 million usd,,doll_213.0 m
doll_26.0 m,0,-282 million usd,188 million usd,doll_9.57 b
doll_52.0 m,doll_1.03 m,60 million usd,21 million usd,doll_758.0 m
doll_91.0 m,0,427 million usd,17 million usd,doll_1.71 b
doll_93.0 m,doll_0.5 m,147 million usd,26 million usd,doll_765.0 m
doll_79.0 m,doll_1.39 m,79 million usd,33 million usd,doll_2.94 b
doll_147.0 m,doll_0.94 m,93 million usd,116 million usd,doll_714.0 m
doll_427.0 m,doll_0.82 m,91 million usd,18 million usd,doll_2.07 b
doll_60.0 m,doll_1.29 m,52 million usd,,doll_235.0 m
doll_-282.0 m,doll_1.56 m,26 million usd,10 million usd,doll_1.52 b
0.0,0,,,0.0
doll_188.0 m,doll_0.38 m,10 million usd,,doll_192.0 m
doll_21.0 m,doll_2.03 m,,146 million usd,doll_449.0 m
doll_17.0 m,doll_0.67 m,18 million usd,,doll_1.68 b
doll_26.0 m,doll_0.94 m,116 million usd,28 million usd,doll_113.0 m
doll_33.0 m,doll_1.16 m,33 million usd,-4 million usd,doll_165.0 m
doll_116.0 m,doll_1.07 m,26 million usd,87 million usd,doll_325.0 m
doll_18.0 m,doll_0.76 m,17 million usd,65 million usd,doll_74.0 m
0.0,0,21 million usd,282 million usd,0.0
doll_10.0 m,doll_2.06 m,188 million usd,-202 million usd,doll_1.28 b
0.0,doll_1.05 m,,,0.0
0.0,doll_0.56 m,-202 million usd,19 million usd,0.0
doll_146.0 m,0,282 million usd,111 million usd,doll_414.0 m
0.0,doll_0.38 m,65 million usd,,0.0
doll_28.0 m,doll_0.27 m,87 million usd,,doll_948.0 m
doll_-4.0 m,doll_1.04 m,-4 million usd,,doll_1.75 b
doll_87.0 m,doll_0.63 m,28 million usd,,doll_1.44 b
doll_65.0 m,doll_0.1 m,,19 million usd,doll_185.0 m
doll_282.0 m,doll_0.4 m,,59 million usd,doll_526.0 m
doll_-202.0 m,0,146 million usd,-15 million usd,doll_746.0 m
0.0,doll_0.51 m,,,0.0
doll_19.0 m,0,-15 million usd,-224 million usd,doll_348.0 m
doll_111.0 m,0,59 million usd,-32 million usd,doll_124.0 m
0.0,0,19 million usd,,0.0
0.0,0,,-117 million usd,0.0
0.0,0,,-107 million usd,0.0
0.0,doll_1.44 m,,31 million usd,0.0
doll_19.0 m,0,,45 million usd,doll_73.0 m
doll_59.0 m,doll_0.72 m,111 million usd,40 million usd,doll_180.0 m
doll_-15.0 m,doll_1.06 m,19 million usd,391 million usd,doll_534.0 m
0.0,doll_1.56 m,,88 million usd,0.0
doll_-224.0 m,0,391 million usd,216 million usd,doll_850.0 m
doll_-32.0 m,doll_0.84 m,40 million usd,,doll_62.0 m
0.0,doll_0.88 m,45 million usd,1 million usd,0.0
doll_-117.0 m,doll_0.41 m,31 million usd,13 million usd,doll_1.68 b
doll_-107.0 m,doll_0.83 m,-107 million usd,155 million usd,doll_271.0 m
doll_31.0 m,doll_1.1 m,-117 million usd,101 million usd,doll_495.0 m
doll_45.0 m,doll_1.09 m,,,doll_319.0 m
doll_40.0 m,doll_0.61 m,-32 million usd,17 million usd,doll_391.0 m
doll_391.0 m,doll_1.43 m,-224 million usd,110 million usd,doll_3.86 b
doll_88.0 m,0,88 million usd,199 million usd,doll_4.08 b
doll_216.0 m,doll_0.49 m,110 million usd,172 million usd,doll_1.3 b
0.0,doll_1.37 m,17 million usd,-118 million usd,0.0
doll_1.0 m,doll_1.08 m,,,0.0
doll_13.0 m,doll_1.44 m,101 million usd,,doll_73.0 m
doll_155.0 m,doll_0.77 m,155 million usd,98 million usd,doll_730.0 m
doll_101.0 m,doll_0.89 m,13 million usd,,doll_201.0 m
0.0,0,1 million usd,,0.0
doll_17.0 m,doll_1.63 m,,,doll_188.0 m
doll_110.0 m,doll_0.63 m,216 million usd,,doll_930.0 m
doll_199.0 m,doll_1.55 m,199 million usd,,doll_213.0 m
doll_172.0 m,0,,31 million usd,doll_2.37 b
doll_-118.0 m,doll_0.56 m,,,doll_-167.0 m
0.0,doll_0.89 m,,3 million usd,0.0
0.0,0,,,0.0
doll_98.0 m,0,98 million usd,462 million usd,doll_165.0 m
0.0,doll_0.83 m,,,0.0
0.0,0,,540 million usd,0.0
0.0,doll_0.75 m,-118 million usd,46 million usd,0.0
0.0,doll_0.6 m,172 million usd,79 million usd,0.0
0.0,doll_0.41 m,,,0.0
doll_31.0 m,doll_0.9 m,3 million usd,62 million usd,doll_734.0 m
0.0,doll_0.31 m,,,0.0
doll_3.0 m,doll_0.59 m,31 million usd,-107 million usd,doll_1.31 b
0.0,doll_0.66 m,,,0.0
doll_462.0 m,0,79 million usd,,doll_473.0 m
0.0,0,46 million usd,,0.0
doll_540.0 m,doll_0.17 m,540 million usd,-25 million usd,doll_543.0 m
doll_46.0 m,doll_0.28 m,,-254 million usd,doll_355.0 m
doll_79.0 m,doll_0.01 m,462 million usd,,doll_1.36 b
0.0,0,,,0.0
doll_62.0 m,doll_1.45 m,,,doll_437.0 m
0.0,doll_0.71 m,-254 million usd,,0.0
doll_-107.0 m,doll_1.05 m,-25 million usd,-348 million usd,doll_1.0 m
0.0,doll_0.47 m,,,0.0
0.0,0,,,0.0
0.0,doll_0.7 m,,9 million usd,0.0
doll_-25.0 m,doll_1.14 m,-107 million usd,168 million usd,doll_816.0 m
doll_-254.0 m,doll_1.23 m,,-19 million usd,doll_3.15 b
0.0,doll_1.17 m,62 million usd,31 million usd,0.0
0.0,doll_0.85 m,,21 million usd,0.0
0.0,doll_0.98 m,31 million usd,47 million usd,0.0
0.0,doll_0.21 m,-19 million usd,33 million usd,0.0
doll_-348.0 m,doll_1.5 m,168 million usd,41 million usd,doll_3.39 b
0.0,0,9 million usd,,0.0
0.0,doll_0.88 m,,194 million usd,0.0
doll_9.0 m,doll_1.19 m,,-6 million usd,doll_228.0 m
doll_168.0 m,0,-348 million usd,141 million usd,doll_866.0 m
doll_-19.0 m,doll_2.17 m,,-1 million usd,doll_710.0 m
doll_31.0 m,doll_0.65 m,,17 million usd,doll_658.0 m
doll_21.0 m,doll_0.85 m,21 million usd,20 million usd,doll_266.0 m
doll_47.0 m,0,17 million usd,,doll_462.0 m
doll_33.0 m,doll_1.11 m,-1 million usd,160 million usd,doll_179.0 m
doll_41.0 m,doll_1.36 m,141 million usd,285 million usd,doll_300.0 m
0.0,0,-6 million usd,-145 million usd,0.0
doll_194.0 m,doll_0.9 m,194 million usd,52 million usd,doll_195.0 m
doll_-6.0 m,doll_1.31 m,,97 million usd,doll_77.0 m
doll_141.0 m,doll_1.39 m,41 million usd,,doll_141.0 m
doll_-1.0 m,0,33 million usd,,doll_496.0 m
doll_17.0 m,doll_1.13 m,47 million usd,,doll_2.09 b
doll_20.0 m,doll_0.76 m,20 million usd,,doll_90.0 m
0.0,doll_1.78 m,,,0.0
doll_160.0 m,doll_1.41 m,,,doll_161.0 m
doll_285.0 m,doll_0.6 m,,,doll_322.0 m
doll_-145.0 m,doll_1.05 m,97 million usd,,doll_285.0 m
doll_52.0 m,0,52 million usd,,doll_329.0 m
doll_97.0 m,doll_1.13 m,-145 million usd,,doll_77.0 m
0.0,doll_0.39 m,285 million usd,236 million usd,0.0
0.0,doll_1.1 m,160 million usd,,0.0
0.0,doll_0.66 m,,,0.0
0.0,doll_0.82 m,,,0.0
0.0,doll_0.32 m,,,0.0
0.0,0,,,0.0
0.0,doll_0.35 m,236 million usd,,0.0
0.0,doll_1.2 m,,138 million usd,0.0
0.0,doll_0.82 m,,,0.0
0.0,0,,-29 million usd,0.0
doll_236.0 m,doll_4.54 m,,-514 million usd,doll_2.82 b
0.0,doll_0.82 m,,,0.0
0.0,doll_0.92 m,,69 million usd,0.0
0.0,doll_1.35 m,,-14 million usd,0.0
0.0,doll_1.74 m,69 million usd,76 million usd,0.0
0.0,doll_0.72 m,,,0.0
0.0,doll_0.15 m,-514 million usd,-37 million usd,0.0
doll_138.0 m,0,-29 million usd,-16 million usd,doll_138.0 m
0.0,0,,,0.0
doll_-29.0 m,0,138 million usd,,doll_1.28 b
doll_-514.0 m,0,,,doll_179.0 m
0.0,doll_1.08 m,,-41 million usd,0.0
doll_69.0 m,doll_1.86 m,,,doll_350.0 m
doll_-14.0 m,doll_1.3 m,-14 million usd,111 million usd,doll_2.34 b
doll_76.0 m,doll_1.06 m,,52 million usd,doll_783.0 m
0.0,doll_1.7 m,-41 million usd,19 million usd,0.0
doll_-37.0 m,doll_0.66 m,,58 million usd,0.0
doll_-16.0 m,doll_1.44 m,,,doll_357.0 m
0.0,0,,,0.0
0.0,doll_0.88 m,-16 million usd,,0.0
0.0,doll_0.72 m,-37 million usd,97 million usd,0.0
doll_-41.0 m,doll_1.2 m,,13 million usd,doll_2.97 b
0.0,doll_1.2 m,76 million usd,17 million usd,0.0
doll_111.0 m,doll_0.91 m,111 million usd,141 million usd,doll_4.55 b
doll_52.0 m,doll_1.43 m,17 million usd,116 million usd,doll_1.49 b
doll_19.0 m,doll_1.64 m,13 million usd,,doll_470.0 m
doll_58.0 m,doll_0.86 m,97 million usd,,doll_3.22 b
0.0,doll_0.79 m,,150 million usd,0.0
0.0,doll_0.57 m,,58 million usd,0.0
0.0,doll_0.59 m,,51 million usd,0.0
doll_97.0 m,doll_1.01 m,58 million usd,,doll_1.03 b
doll_13.0 m,0,19 million usd,,doll_923.0 m
doll_17.0 m,doll_0.78 m,52 million usd,46 million usd,doll_818.0 m
doll_141.0 m,doll_0.81 m,141 million usd,62 million usd,doll_994.0 m
doll_116.0 m,0,46 million usd,,doll_3.1 b
0.0,doll_0.53 m,,51 million usd,0.0
0.0,doll_0.56 m,,,0.0
doll_150.0 m,doll_0.37 m,51 million usd,,doll_383.0 m
doll_58.0 m,0,58 million usd,32 million usd,doll_597.0 m
