link,rank,name,ceo,founded,revenue,country,industry
https://www.value.today/company/sterling-check-corp,6295,STERLING CHECK CORP.,Not found,1975,641 Million USD,USA,Not found
https://www.value.today/company/myriad-genetics,6296,MYRIAD GENETICS,Not found,1991,690 Million USD,USA,"['Healthcare', 'Biotechnology', 'Technology', 'HealthCare Products', 'Health Care Diagnostics']"
https://www.value.today/company/hexaware-technologies,6294,HEXAWARE TECHNOLOGIES,Not found,Not found,726 Million USD,India,"['Technology', 'Software and IT', 'Software Products']"
https://www.value.today/company/aeroflot-russian-airlines,6299,AEROFLOT - RUSSIAN AIRLINES,Not found,1932,Not found,Russia,"['Industries', 'Airlines', 'Aviation']"
https://www.value.today/company/comstock-resources,6293,COMSTOCK RESOURCES,Not found,1919,"1,850 Million USD",USA,"['Energy', 'Oil and Gas']"
https://www.value.today/company/harbin-boshi-automation,6302,HARBIN BOSHI AUTOMATION,Not found,Not found,307 Million USD,China,"['Industries', 'Industry Machinery']"
https://www.value.today/company/killam-apartment-real-estate-investment-trust,6306,KILLAM APARTMENT REAL ESTATE INVESTMENT TRUST,Not found,2000,223 Million USD,Canada,"['Real Estate', 'Investments', 'Property Investments']"
https://www.value.today/company/laxmi-organic-industries-limited,6305,LAXMI ORGANIC INDUSTRIES LIMITED,Not found,Not found,Not found,India,Not found
https://www.value.today/company/easterly-government-properties,6309,EASTERLY GOVERNMENT PROPERTIES,Not found,2014,274 Million USD,USA,"['Real Estate', 'Consumer Services', 'Property Investments', 'Commercial Properties']"
https://www.value.today/company/sdiptech-ab-publ,6304,SDIPTECH AB (PUBL),Not found,2004,Not found,Sweden,"['Industries', 'Infrastructure', 'Engineering Services']"
https://www.value.today/company/guangdong-baolihua-new-energy-stock,6308,GUANGDONG BAOLIHUA NEW ENERGY STOCK,Not found,Not found,"1,369 Million USD",China,['Utilities']
https://www.value.today/company/jpmorgan-american-investment-trust,6305,JPMORGAN AMERICAN INVESTMENT TRUST,Not found,1881,390 Million USD,UK,['Asset Management']
https://www.value.today/company/virtusa-corporation,6308,VIRTUSA CORPORATION,Not found,Not found,Not found,USA,"['Technology', 'Software and IT']"
https://www.value.today/company/lushang-health-industry-development,6307,LUSHANG HEALTH INDUSTRY DEVELOPMENT,Not found,Not found,Not found,China,['Real Estate']
https://www.value.today/company/oceans-king-lighting-science-technology,6303,OCEAN'S KING LIGHTING SCIENCE & TECHNOLOGY,Not found,Not found,Not found,China,"['Industries', 'Lighting Products', 'Electrical Products']"
https://www.value.today/company/cbiz,6310,CBIZ,Not found,1987,"1,104 Million USD",USA,"['Industries', 'Business Services']"
https://www.value.today/company/china-express-airlines,6315,CHINA EXPRESS AIRLINES,Not found,Not found,577 Million USD,China,"['Industries', 'Airlines', 'Aviation']"
https://www.value.today/company/hexatronic-group-ab-publ,6316,HEXATRONIC GROUP AB (PUBL),Not found,1993,Not found,Sweden,"['Technology', 'Communications Equipment']"
https://www.value.today/company/nuvoton-technology-corporation,6318,NUVOTON TECHNOLOGY CORPORATION,Not found,2008,Not found,Taiwan,"['Technology', 'Semiconductors']"
https://www.value.today/company/grupo-comercial-chedraui,6314,GRUPO COMERCIAL CHEDRAUI,Not found,1920,"9,462 Million USD",Mexico,"['Consumer Defensive', 'Retail']"
https://www.value.today/company/topaz-energy-corp.,6313,TOPAZ ENERGY CORP.,Not found,2005,Not found,Canada,"['Energy', 'Oil and Gas']"
https://www.value.today/company/vtech-holdings,6317,VTECH HOLDINGS,Not found,1976,"2,370 Million USD",Hong Kong,"['Technology', 'Communications Equipment']"
https://www.value.today/company/nv5-global,6312,NV5 GLOBAL,Not found,1949,706 Million USD,USA,"['Industries', 'Real Estate', 'Infrastructure', 'Consumer Services', 'Engineering Products', 'Construction']"
https://www.value.today/company/hudsons-bay-company,6312,HUDSON'S BAY COMPANY,Not found,Not found,Not found,Canada,"['Consumer Cyclical', 'Retail']"
https://www.value.today/company/icf-international,6311,ICF INTERNATIONAL,Not found,1969,"1,553 Million USD",USA,"['Industries', 'Consumer Services', 'Professional Services', 'Consulting Services']"
https://www.value.today/company/unidas-todos-os-direitos-reservados,6319,UNIDAS - TODOS OS DIREITOS RESERVADOS,Not found,Not found,Not found,Brazil,"['Industries', 'Rent / Lease Services']"
https://www.value.today/company/buckle,6326,BUCKLE,Not found,1948,"1,294 Million USD",USA,"['Consumer Cyclical', 'Retail']"
https://www.value.today/company/king-yuan-electronics,6324,KING YUAN ELECTRONICS,Not found,1987,"1,116 Million USD",Taiwan,"['Technology', 'Electronics', 'Semiconductors']"
https://www.value.today/company/murray-international-trust,6327,MURRAY INTERNATIONAL TRUST,Not found,1907,243 Million USD,UK,['Asset Management']
https://www.value.today/company/nagase,6325,NAGASE & CO,Not found,1917,"5,696 Million USD",Japan,"['Basic Materials', 'Chemicals']"
https://www.value.today/company/gray-television,6328,GRAY TELEVISION,Hilton H. Howell Jr.,1897,"2,413 Million USD",USA,"['Communication Services', 'Media', 'Advertising', 'Broadcasting', 'Consumer Services', 'Television Services']"
https://www.value.today/company/hanwha-life-insurance,6322,HANWHA LIFE INSURANCE,Not found,1946,"15,805 Million USD",South Korea,"['Financial Services', 'Insurance']"
https://www.value.today/company/proterra-inc.,6320,PROTERRA INC.,Not found,2004,242 Million USD,USA,"['Consumer Cyclical', 'Automobile']"
https://www.value.today/company/gubre-fabrikalari-t..s,6323,GUBRE FABRIKALARI T.A.S,Not found,1952,593 Million USD,Turkey,"['Basic Materials', 'Chemicals', 'Fertilizers', 'Agriculture Related']"
https://www.value.today/company/nos-s.g.p.s,6321,NOS S.G.P.S,Not found,2014,Not found,Portugal,"['Communication Services', 'Telecom']"
https://www.value.today/company/talktalk-telecom-group,6338,TALKTALK TELECOM GROUP,Not found,Not found,"2,165 Million USD",UK,"['Communication Services', 'Telecom']"
https://www.value.today/company/pt-industri-jamu-dan-farmasi-sido-muncul-tbk,6336,PT INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK,Not found,1940,271 Million USD,Indonesia,"['Healthcare', 'Pharmaceutical']"
https://www.value.today/company/alior-bank,6337,ALIOR BANK,Not found,2008,Not found,Poland,"['Financial Services', 'Banking Services']"
https://www.value.today/company/jiangsu-toland-alloy-co.ltd,6334,"JIANGSU TOLAND ALLOY CO.,LTD",Not found,Not found,Not found,China,"['Basic Materials', 'Iron and Steel']"
https://www.value.today/company/tunghsu-optoelectronic-technology,6332,TUNGHSU OPTOELECTRONIC TECHNOLOGY,Not found,Not found,819 Million USD,China,"['Technology', 'Electronics', 'Capital Goods']"
https://www.value.today/company/coface-sa,6331,COFACE SA,Not found,1946,"1,282 Million USD",France,"['Financial Services', 'Insurance']"
https://www.value.today/company/china-meheco-group,6333,CHINA MEHECO GROUP,Not found,Not found,"5,273 Million USD",China,['Healthcare']
https://www.value.today/company/3i-infotech,6329,3I INFOTECH,Not found,1993,85 Million USD,India,"['Technology', 'Software and IT']"
https://www.value.today/company/bank-n.t.-butterfield-son,6335,BANK OF N.T. BUTTERFIELD & SON,Not found,Not found,496 Million USD,Bermuda,"['Financial Services', 'Banking Services']"
https://www.value.today/company/derichebourg,6330,DERICHEBOURG,Not found,2007,"3,619 Million USD",France,"['Industries', 'Waste and Trash Management']"
https://www.value.today/company/alignment-healthcare-inc.,6344,"ALIGNMENT HEALTHCARE, INC.",Not found,2013,"1,167 Million USD",USA,"['Healthcare', 'Healthcare Service', 'Insurance']"
https://www.value.today/company/alfen,6347,ALFEN,Not found,1937,249 Million USD,Netherlands,"['Industries', 'Electrical Products']"
https://www.value.today/company/kwg-group-holdings,6343,KWG GROUP HOLDINGS,Not found,Not found,"3,470 Million USD",China,['Real Estate']
https://www.value.today/company/midea-real-estate-holding,6346,MIDEA REAL ESTATE HOLDING,Not found,Not found,"10,725 Million USD",China,"['Real Estate', 'Construction']"
https://www.value.today/company/luyang-energy-saving-materials,6339,LUYANG ENERGY-SAVING MATERIALS,Not found,Not found,Not found,China,"['Basic Materials', 'Chemicals']"
https://www.value.today/company/green-dot-corporation,6345,GREEN DOT CORPORATION,Not found,1999,"1,433 Million USD",USA,"['Financial Services', 'Banking Services']"
https://www.value.today/company/clear-secure-inc.,6342,"CLEAR SECURE, INC.",Not found,2010,253 Million USD,USA,"['Software and IT', 'Technology']"
https://www.value.today/company/green-cross-corporation,6341,GREEN CROSS CORPORATION,Not found,1967,"1,150 Million USD",South Korea,"['Healthcare', 'Biotechnology']"
https://www.value.today/company/centennial-resource-development,6340,CENTENNIAL RESOURCE DEVELOPMENT,Not found,2015,"1,029 Million USD",USA,"['Energy', 'Oil and Gas']"
https://www.value.today/company/vardhman-textiles,6338,VARDHMAN TEXTILES,Not found,1965,"1,204 Million USD",India,"['Consumer Cyclical', 'Apparels and Accessories', 'Textile']"
https://www.value.today/company/jupiter-fund-management,6348,JUPITER FUND MANAGEMENT,Not found,1985,727 Million USD,UK,"['Financial Services', 'Asset Management']"
https://www.value.today/company/sigdo-koppers,6352,SIGDO KOPPERS,Not found,1960,Not found,Chile,"['Industries', 'Construction', 'Engineering Services', 'Travel and Transport', 'Freight Transport', 'Consulting Services', 'Rent / Lease Services']"
https://www.value.today/company/camtek,6355,CAMTEK,Not found,1987,269 Million USD,Israel,"['Technology', 'Electronics', 'Capital Goods', 'Semiconductors']"
https://www.value.today/company/zhejiang-orient-financial-holdings-group,6354,ZHEJIANG ORIENT FINANCIAL HOLDINGS GROUP,Not found,Not found,"2,571 Million USD",China,"['Financial Services', 'Asset Management']"
https://www.value.today/company/allied-properties-h.k.,6354,ALLIED PROPERTIES (H.K.),Not found,Not found,Not found,Hong Kong,['Financial Services']
https://www.value.today/company/usana-health-sciences,6351,USANA HEALTH SCIENCES,Not found,1992,"1,186 Million USD",USA,"['Consumer Defensive', 'Chemicals', 'Consumer Durables', 'FMCG']"
https://www.value.today/company/nuveen-preferred-securities-income-fund,6349,NUVEEN PREFERRED SECURITIES INCOME FUND,Not found,2006,296 Million USD,USA,"['Financial Services', 'Asset Management']"
https://www.value.today/company/hercules-capital,6350,HERCULES CAPITAL,Not found,2003,255 Million USD,USA,['Financial Services']
https://www.value.today/company/goldman-sachs-bdc,6352,GOLDMAN SACHS BDC,Not found,2012,170 Million USD,USA,['Financial Services']
https://www.value.today/company/thinkon-semiconductor-jinzhou-corp.,6353,THINKON SEMICONDUCTOR JINZHOU CORP.,Not found,Not found,Not found,China,"['Technology', 'Semiconductors']"
https://www.value.today/company/pt-bank-tabungan-pensiunan-nasional-syariah-tbk,6356,PT BANK TABUNGAN PENSIUNAN NASIONAL SYARIAH TBK,Not found,1991,Not found,Indonesia,"['Financial Services', 'Banking Services']"
https://www.value.today/company/comforia-residential,6364,COMFORIA RESIDENTIAL,Not found,2010,148 Million USD,Japan,"['Real Estate', 'Property Investments']"
https://www.value.today/company/codemasters-group-holdings,6361,CODEMASTERS GROUP HOLDINGS,Not found,1986,Not found,UK,"['Communication Services', 'Gaming', 'Video Games / Mobile Games / Tech Games / Casino Games', 'Software and IT Infrastructure']"
https://www.value.today/company/shanghai-sinyang-semiconductor-materials,6365,SHANGHAI SINYANG SEMICONDUCTOR MATERIALS,Not found,Not found,148 Million USD,China,"['Technology', 'Semiconductors', 'Electronics']"
https://www.value.today/company/impinj,6358,IMPINJ,Not found,2000,190 Million USD,USA,"['Technology', 'Capital Goods', 'Communications Equipment']"
https://www.value.today/company/zhejiang-huatie-emergency-equipment-science-technology,6359,ZHEJIANG HUATIE EMERGENCY EQUIPMENT SCIENCE & TECHNOLOGY,Not found,Not found,Not found,China,"['Industries', 'Rent / Lease Services', 'Construction Equipment']"
https://www.value.today/company/corsair-gaming-inc.,6362,"CORSAIR GAMING, INC.",Not found,1994,"1,904 Million USD",USA,"['Gaming', 'Technology', 'Computers Hardware', 'Technology Hardware and Instruments']"
https://www.value.today/company/orient-corporation,6363,ORIENT CORPORATION,Not found,1951,"1,677 Million USD",Japan,['Financial Services']
https://www.value.today/company/beijing-tianyishangjia-new-material,6357,BEIJING TIANYISHANGJIA NEW MATERIAL,Not found,Not found,Not found,China,"['Industries', 'Railway']"
https://www.value.today/company/fujian-snowman,6360,FUJIAN SNOWMAN,Not found,Not found,Not found,China,"['Industries', 'Industry Machinery']"
https://www.value.today/company/china-everbright,6366,CHINA EVERBRIGHT,Not found,Not found,739 Million USD,China,"['Financial Services', 'Asset Management']"
https://www.value.today/company/hana-microelectronics-public-company,6375,HANA MICROELECTRONICS PUBLIC COMPANY,Not found,1978,658 Million USD,Thailand,"['Technology', 'Electronics', 'Capital Goods']"
https://www.value.today/company/syncona-limited,6374,SYNCONA LIMITED,Not found,2012,33 Million USD,UK,"['Healthcare', 'Investments', 'Asset Management']"
https://www.value.today/company/acadia-realty-trust,6373,ACADIA REALTY TRUST,Not found,1964,292 Million USD,USA,"['Real Estate', 'Consumer Services', 'Retail', 'Property Investments', 'Commercial Properties']"
https://www.value.today/company/monro,6372,MONRO,Not found,1957,"1,359 Million USD",USA,"['Consumer Cyclical', 'Automobile', 'Automobile Parts', 'Consumer Services']"
https://www.value.today/company/henan-yicheng-new-energy,6370,HENAN YICHENG NEW ENERGY,Not found,Not found,Not found,China,"['Technology', 'Semiconductors']"
https://www.value.today/company/suzhou-jinhong-gas-co.-ltd.,6369,"SUZHOU JINHONG GAS CO., LTD.",Not found,Not found,Not found,China,"['Basic Materials', 'Chemicals']"
https://www.value.today/company/middlesex-water-company,6371,MIDDLESEX WATER COMPANY,Not found,1896,143 Million USD,USA,"['Utilities', 'Water Utilities']"
https://www.value.today/company/hill-smith-holdings,6367,HILL & SMITH HOLDINGS,Not found,1824,830 Million USD,UK,"['Industries', 'Construction']"
https://www.value.today/company/paragon-banking-group,6368,PARAGON BANKING GROUP,Not found,1985,425 Million USD,UK,"['Financial Services', 'Banking Services']"
https://www.value.today/company/tianjin-port,6376,TIANJIN PORT,Not found,Not found,Not found,China,"['Industries', 'Shipping']"
https://www.value.today/company/kingnet-network,6381,KINGNET NETWORK,Not found,Not found,Not found,China,"['Communication Services', 'Gaming']"
https://www.value.today/company/enghouse-systems,6385,ENGHOUSE SYSTEMS,Not found,1984,359 Million USD,Canada,"['Technology', 'Software and IT']"
https://www.value.today/company/pbf-energy,6383,PBF ENERGY,Not found,2008,"27,253 Million USD",USA,"['Energy', 'Oil and Gas', 'Oil Refining']"
https://www.value.today/company/ygsoft,6380,YGSOFT,Not found,Not found,Not found,China,"['Technology', 'Software and IT']"
https://www.value.today/company/kosmos-energy,6384,KOSMOS ENERGY,Not found,2003,"1,332 Million USD",USA,"['Energy', 'Oil and Gas']"
https://www.value.today/company/sparebank-1-ostlandet,6377,SPAREBANK 1 OSTLANDET,Not found,1996,405 Million USD,Norway,"['Financial Services', 'Banking Services']"
https://www.value.today/company/polaris-group,6378,POLARIS GROUP,Not found,1954,Not found,Taiwan,"['Healthcare', 'Biotechnology']"
https://www.value.today/company/shantou-dongfeng-printing,6382,SHANTOU DONGFENG PRINTING,Not found,Not found,Not found,China,"['Industries', 'Printing', 'Business Services']"
https://www.value.today/company/cyxtera-technologies-inc.,6379,"CYXTERA TECHNOLOGIES, INC.",Not found,2017,703 Million USD,USA,"['Technology', 'Software and IT']"
https://www.value.today/company/superior-industries-europe-ag,6395,SUPERIOR INDUSTRIES EUROPE AG,Not found,2005,"1,307 Million USD",Germany,"['Consumer Cyclical', 'Automobile', 'Automobile Parts']"
https://www.value.today/company/royce-value-trust,6392,ROYCE VALUE TRUST,Not found,Not found,364 Million USD,USA,"['Financial Services', 'Asset Management']"
https://www.value.today/company/holly-energy-partners,6391,HOLLY ENERGY PARTNERS,Not found,2004,494 Million USD,USA,"['Energy', 'Oil and Gas', 'Utilities', 'Gas Utilities']"
https://www.value.today/company/bell-food-group-ag,6394,BELL FOOD GROUP AG,Not found,1869,"4,310 Million USD",Switzerland,"['Consumer Defensive', 'FMCG', 'Package Foods', 'Food Products']"
https://www.value.today/company/banca-popolare-di-sondrio-s.c.p.,6390,BANCA POPOLARE DI SONDRIO S.C.P.A,Not found,1871,"1,108 Million USD",Italy,"['Financial Services', 'Banking Services']"
https://www.value.today/company/scandinavian-tobacco-group,6393,SCANDINAVIAN TOBACCO GROUP A/S,Not found,1961,"1,107 Million USD",Denmark,"['Consumer Defensive', 'Tobacco Products', 'Tobacco and Cigarette']"
https://www.value.today/company/plaza,6386,PLAZA,Not found,Not found,0 Million USD,Chile,['Real Estate']
https://www.value.today/company/hyundai-rotem-company,6387,HYUNDAI ROTEM COMPANY,Not found,1977,"2,149 Million USD",South Korea,"['Industries', 'Railway', 'Railway Vehicles and Railway Components', 'Defense Products']"
https://www.value.today/company/oxford-instruments,6389,OXFORD INSTRUMENTS,Not found,1959,432 Million USD,UK,"['Technology', 'Engineering Products', 'Semiconductors']"
https://www.value.today/company/xperi-holding-corporation,6388,XPERI HOLDING CORPORATION,Not found,1990,877 Million USD,USA,"['Technology', 'Semiconductors']"
https://www.value.today/company/baltic-classifieds-group-plc,6395,BALTIC CLASSIFIEDS GROUP PLC,Not found,Not found,Not found,UK,"['Technology', 'Internet or Mobile App Based Business', 'eCommerce', 'Software and IT']"
https://www.value.today/company/triple-flag-precious-metals-corp.,6402,TRIPLE FLAG PRECIOUS METALS CORP.,Not found,Not found,Not found,Canada,['Precious Metals']
https://www.value.today/company/shenzhen-envicool-technology,6403,SHENZHEN ENVICOOL TECHNOLOGY,Not found,Not found,Not found,China,"['Industries', 'Industry Machinery']"
https://www.value.today/company/konfoong-materials-international,6401,KONFOONG MATERIALS INTERNATIONAL,Not found,Not found,Not found,China,"['Technology', 'Semiconductors']"
https://www.value.today/company/aareal-bank-ag,6404,AAREAL BANK AG,Not found,1922,877 Million USD,Germany,"['Financial Services', 'Banking Services']"
https://www.value.today/company/sydbank,6399,SYDBANK A/S,Not found,1970,639 Million USD,Denmark,"['Financial Services', 'Banking Services']"
https://www.value.today/company/jiangsu-zijin-rural-commercial-bank,6398,JIANGSU ZIJIN RURAL COMMERCIAL BANK,Not found,Not found,641 Million USD,China,"['Financial Services', 'Banking Services']"
https://www.value.today/company/business-intelligence-oriental-nations-corporation,6400,BUSINESS-INTELLIGENCE OF ORIENTAL NATIONS CORPORATION,Not found,Not found,Not found,China,"['Technology', 'Software and IT']"
https://www.value.today/company/bajaj-electricals,6397,BAJAJ ELECTRICALS,Not found,1938,592 Million USD,India,"['Utilities', 'Electronics', 'Electrical Products', 'Electric Utilities', 'Consumer Durables', 'Consumer Electronics', 'Home Appliances', 'Electricity Generation']"
https://www.value.today/company/santam-ltd,6396,SANTAM LTD,Not found,1918,"1,831 Million USD",South Africa,"['Financial Services', 'Insurance']"
https://www.value.today/company/linklogis,6408,LINKLOGIS,Not found,2016,Not found,China,['Software and IT Infrastructure']
https://www.value.today/company/nok-corporation,6413,NOK CORPORATION,Not found,1939,"4,980 Million USD",Japan,"['Consumer Cyclical', 'Automobile Parts', 'Automobile']"
https://www.value.today/company/wuxi-chipown-micro-electronics-limited,6411,WUXI CHIPOWN MICRO-ELECTRONICS LIMITED,Not found,Not found,Not found,China,"['Technology', 'Semiconductors']"
https://www.value.today/company/nafine-chemical-industry-group,6406,NAFINE CHEMICAL INDUSTRY GROUP,Not found,Not found,Not found,China,"['Consumer Defensive', 'FMCG', 'Household Products', 'Chemicals']"
https://www.value.today/company/boohoo-group,6407,BOOHOO GROUP,Not found,2006,"2,334 Million USD",UK,"['Consumer Cyclical', 'Retail', 'Fashion and Luxury Goods', 'Shoes', 'Beauty and Personal Care', 'Personal Care Products', 'Internet or Mobile App Based Business', 'eCommerce']"
https://www.value.today/company/pinnacle-investment-management-group,6410,PINNACLE INVESTMENT MANAGEMENT GROUP,Not found,Not found,28 Million USD,Australia,"['Financial Services', 'Asset Management']"
https://www.value.today/company/ushio,6412,USHIO,Not found,1964,"1,086 Million USD",Japan,"['Industries', 'Industry Machinery']"
https://www.value.today/company/john-wood-group,6409,JOHN WOOD GROUP,Not found,1982,"6,400 Million USD",UK,"['Energy', 'Oil and Gas']"
https://www.value.today/company/equinox-gold,6414,EQUINOX GOLD,Not found,2007,"1,082 Million USD",Canada,"['Basic Materials', 'Gold Mining', 'Mining']"
https://www.value.today/company/sprott-physical-uranium-trust-fund,6405,SPROTT PHYSICAL URANIUM TRUST FUND,Not found,Not found,Not found,Canada,"['Energy', 'Uranium']"
https://www.value.today/company/marcus-millichap,6422,MARCUS & MILLICHAP,Not found,1971,"1,296 Million USD",USA,"['Real Estate', 'Financial Services']"
https://www.value.today/company/nhk-spring,6421,NHK SPRING,Not found,1939,"4,283 Million USD",Japan,"['Consumer Cyclical', 'Automobile', 'Automobile Parts']"
https://www.value.today/company/houghton-mifflin-harcourt-company,6419,HOUGHTON MIFFLIN HARCOURT COMPANY,Not found,1832,530 Million USD,USA,"['Consumer Defensive', 'Consumer Services', 'Publishing', 'Education']"
https://www.value.today/company/digital-garage,6416,DIGITAL GARAGE,Not found,1995,532 Million USD,Japan,"['Technology', 'Software and IT']"
https://www.value.today/company/hope-bancorp,6420,HOPE BANCORP,Not found,2000,551 Million USD,USA,"['Financial Services', 'Banking Services']"
https://www.value.today/company/csw-industrials,6415,CSW INDUSTRIALS,Not found,2014,626 Million USD,USA,"['Industries', 'Industry Machinery']"
https://www.value.today/company/vodafone-qatar-0,6418,VODAFONE QATAR,Not found,2009,694 Million USD,Qatar,"['Communication Services', 'Telecom']"
https://www.value.today/company/beijing-shouhang-resources-saving,6423,BEIJING SHOUHANG RESOURCES SAVING,Not found,Not found,Not found,China,"['Industries', 'Industry Machinery']"
https://www.value.today/company/srf,6424,SRF,Not found,1970,"1,541 Million USD",India,"['Basic Materials', 'Chemicals', 'Apparels and Accessories', 'Textile']"
https://www.value.today/company/vitec-software-group-ab-publ,6417,VITEC SOFTWARE GROUP AB (PUBL),Not found,Not found,148 Million USD,Sweden,"['Technology', 'Software and IT']"
https://www.value.today/company/china-national-electric-apparatus-research-institute,6425,CHINA NATIONAL ELECTRIC APPARATUS RESEARCH INSTITUTE,Not found,Not found,Not found,China,"['Industries', 'Electrical Products', 'Product Testing Services']"
https://www.value.today/company/custom-truck-one-source-inc.,6433,"CUSTOM TRUCK ONE SOURCE, INC.",Not found,1996,"1,167 Million USD",USA,"['Industries', 'Trucks']"
https://www.value.today/company/suzhou-slac-precision-equipment,6434,SUZHOU SLAC PRECISION EQUIPMENT,Not found,Not found,Not found,China,"['Industries', 'Industry Machinery']"
https://www.value.today/company/china-overseas-grand-oceans-group,6429,CHINA OVERSEAS GRAND OCEANS GROUP,Not found,1955,"7,833 Million USD",Hong Kong,['Real Estate']
https://www.value.today/company/cementos-argos-s..,6430,CEMENTOS ARGOS S.A.,Not found,1934,Not found,Colombia,"['Construction Materials', 'Cement']"
https://www.value.today/company/ironwood-pharmaceuticals,6432,IRONWOOD PHARMACEUTICALS,Not found,1998,413 Million USD,USA,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']"
https://www.value.today/company/hunan-gold-corporation,6426,HUNAN GOLD CORPORATION,Not found,Not found,Not found,China,"['Basic Materials', 'Mining']"
https://www.value.today/company/great-eagle-holdings,6427,GREAT EAGLE HOLDINGS,Not found,1963,998 Million USD,Hong Kong,"['Consumer Cyclical', 'Real Estate', 'Investments', 'Property Investments', 'Hotels', 'Commercial Properties', 'Residential Properties']"
https://www.value.today/company/labrador-iron-ore-royalty-corporation,6431,LABRADOR IRON ORE ROYALTY CORPORATION,Not found,Not found,215 Million USD,Canada,"['Basic Materials', 'Iron and Steel']"
https://www.value.today/company/hillman-solutions-corp.,6428,HILLMAN SOLUTIONS CORP.,Not found,1964,"1,425 Million USD",USA,"['Industries', 'Tools and Equipment']"
https://www.value.today/company/phenix-optical-company,6444,PHENIX OPTICAL COMPANY,Not found,Not found,Not found,China,"['Consumer Cyclical', 'Optical Products', 'Engineering Products', 'Leisure']"
https://www.value.today/company/societe-anonyme-des-bains-de-mer-et-du-cercle-des-etrangers-monaco,6435,SOCIETE ANONYME DES BAINS DE MER ET DU CERCLE DES ETRANGERS A MONACO,Not found,1863,387 Million USD,Monaco,"['Consumer Cyclical', 'Casinos', 'Hotels', 'Resorts', 'Entertainment']"
https://www.value.today/company/equatorial-para-distribuidora-de-energia,6440,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA,Not found,Not found,Not found,Brazil,"['Utilities', 'Electric Utilities']"
https://www.value.today/company/china-logistics-property-holdings-co.-ltd,6441,CHINA LOGISTICS PROPERTY HOLDINGS CO. LTD,Not found,Not found,120 Million USD,China,"['Industries', 'Logistics']"
https://www.value.today/company/hirogin-holdings-inc.,6442,"HIROGIN HOLDINGS, INC.",Not found,2020,Not found,Japan,"['Financial Services', 'Banking Services']"
https://www.value.today/company/beijing-gehua-catv-network,6443,BEIJING GEHUA CATV NETWORK,Not found,Not found,371 Million USD,China,"['Communication Services', 'Broadcasting']"
https://www.value.today/company/hangzhou-steam-turbine,6439,HANGZHOU STEAM TURBINE,Not found,Not found,Not found,China,"['Industries', 'Industry Machinery']"
https://www.value.today/company/hefei-jianghang-aircraft-equipment-corporation-ltd.,6438,HEFEI JIANGHANG AIRCRAFT EQUIPMENT CORPORATION LTD.,Not found,Not found,Not found,China,"['Industries', 'Aerospace and Defense']"
https://www.value.today/company/glenmark-pharmaceuticals,6436,GLENMARK PHARMACEUTICALS,Not found,1977,"1,524 Million USD",India,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']"
https://www.value.today/company/exide-industries,6437,EXIDE INDUSTRIES,Not found,1947,"1,591 Million USD",India,"['Consumer Cyclical', 'Automobile', 'Automobile Parts', 'Batteries']"
https://www.value.today/company/globalstar-inc.,6445,"GLOBALSTAR, INC.",Not found,1991,124 Million USD,USA,"['Communication Services', 'Telecom']"
https://www.value.today/company/draper-esprit,6449,DRAPER ESPRIT,Not found,2006,392 Million USD,UK,"['Financial Services', 'Asset Management', 'Investments']"
https://www.value.today/company/landisgyr-group-ag,6451,LANDIS+GYR GROUP AG,Not found,1896,"1,357 Million USD",Switzerland,"['Industries', 'Power Equipment', 'Electrical Products']"
https://www.value.today/company/tpg-inc,6445,TPG INC.,Not found,1992,Not found,USA,"['Asset Management', 'Investments', 'Financial Services']"
https://www.value.today/company/apollo-commercial-real-estate-finance,6453,APOLLO COMMERCIAL REAL ESTATE FINANCE,Not found,Not found,278 Million USD,USA,"['Real Estate', 'Consumer Services', 'Property Investments']"
https://www.value.today/company/cassava-sciences,6450,CASSAVA SCIENCES,Not found,1998,0 Million USD,USA,"['Healthcare', 'Biotechnology', 'Biopharmaceutical']"
https://www.value.today/company/toda-corporation,6452,TODA CORPORATION,Not found,1936,"3,660 Million USD",Japan,"['Industries', 'Construction']"
https://www.value.today/company/allogene-therapeutics,6446,ALLOGENE THERAPEUTICS,Not found,2017,38 Million USD,USA,"['Healthcare', 'Biotechnology']"
https://www.value.today/company/technogym,6448,TECHNOGYM,Not found,1983,509 Million USD,Italy,"['Consumer Cyclical', 'Industries', 'Gym and Fitness', 'Leisure']"
https://www.value.today/company/voltalia-sa,6447,VOLTALIA SA,Not found,2005,358 Million USD,France,"['Utilities', 'Electric Utilities', 'Renewable Energy']"
https://www.value.today/company/israel-canada-t.r-ltd,6461,ISRAEL CANADA (T.R) LTD,Not found,Not found,107 Million USD,Israel,['Real Estate']
https://www.value.today/company/mcgrath-rentcorp,6459,MCGRATH RENTCORP,Not found,1979,616 Million USD,USA,"['Industries', 'Technology']"
https://www.value.today/company/austerlitz-acquisition-corp-ii,6456,AUSTERLITZ ACQUISITION CORP II,Not found,2021,0 Million USD,USA,['Shell Company']
https://www.value.today/company/bwp-trust,6455,BWP TRUST,Not found,1998,106 Million USD,Australia,"['Real Estate', 'Property Investments']"
