link,rank,name,ceo,founded,revenue,country,industry
https://www.value.today/company/astellas-pharma,707,ASTELLAS PHARMA,Kenji Yasukawa,2005,"9,458 Million USD",Japan,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']"
https://www.value.today/company/swiss-re,710,SWISS RE,Sergio P. Ermotti,1863,"46,001 Million USD",Switzerland,"['Financial Services', 'Insurance']"
https://www.value.today/company/tongwei,708,TONGWEI,Not found,1995,"9,239 Million USD",China,"['Consumer Defensive', 'Animal Feed', 'Agriculture Products', 'Agriculture Related', 'Animal Healthcare Companies', 'Animal Health Medicine', 'Pharmaceutical', 'Farming / Seeds / Milling']"
https://www.value.today/company/adani-green-energy,705,ADANI GREEN ENERGY,Raminder Singh Gujral,2015,642 Million USD,India,"['Utilities', 'Electric Utilities', 'Renewable Energy']"
https://www.value.today/company/sungrow-power-supply,704,SUNGROW POWER SUPPLY,Cao Renxian,1997,"3,512 Million USD",China,"['Industries', 'Technology', 'Solar Power Devices', 'Electrical Products']"
https://www.value.today/company/m3,703,M3 Inc,Itaru Tanimura,2000,"1,519 Million USD",Japan,"['Healthcare', 'Healthcare Service', 'Internet or Mobile App Based Business', 'Healthcare Technology and Information']"
https://www.value.today/company/energy-transfer-lp,714,ENERGY TRANSFER LP,Kelcy L. Warren,1995,"67,417 Million USD",USA,"['Energy', 'Oil and Gas', 'Oil and Gas Pipeline Transport', 'Petroleum', 'Natural Gas Generation']"
https://www.value.today/company/deutsche-bank,712,DEUTSCHE BANK,Alexander Wynaendts,1870,"25,306 Million USD",Germany,"['Financial Services', 'Banking Services', 'Asset Management']"
https://www.value.today/company/epiroc-ab-publ,720,EPIROC AB (PUBL),Ronnie Leten,2018,"4,163 Million USD",Sweden,"['Industries', 'Mining Equipment', 'Infrastructure', 'Heavy Machinery']"
https://www.value.today/company/rongsheng-petrochemical,713,RONGSHENG PETROCHEMICAL,Guo Ming Sun,1995,"25,761 Million USD",China,"['Basic Materials', 'Chemicals', 'Petrochemicals', 'Software and IT', 'Technology', 'Software Products']"
https://www.value.today/company/kia-motors-corporation,719,KIA MOTORS CORPORATION,Chung Eui-sun,1944,"57,287 Million USD",South Korea,"['Consumer Cyclical', 'Automobile']"
https://www.value.today/company/ultratech-cement,718,ULTRATECH CEMENT,Kumar Mangalam Birla,1983,"6,472 Million USD",India,"['Basic Materials', 'Cement', 'Construction Materials']"
https://www.value.today/company/picc-group-peoples-insurance-company-group-china,715,PICC GROUP (PEOPLE'S INSURANCE COMPANY (GROUP) OF CHINA),Jianjun Zhang,1949,"93,588 Million USD",China,"['Financial Services', 'Insurance']"
https://www.value.today/company/cathay-financial-holding,711,CATHAY FINANCIAL HOLDING,Tiao-Kuei Huang,2001,"20,549 Million USD",Taiwan,"['Financial Services', 'Banking Services', 'Insurance', 'Brokerage Services', 'Investments']"
https://www.value.today/company/terumo-corporation,717,TERUMO CORPORATION,Toshiaki Takagi,1921,"5,132 Million USD",Japan,"['Healthcare', 'Medical Equipment', 'HealthCare Products']"
https://www.value.today/company/ball-corporation,716,BALL CORPORATION,R. David Hoover,1880,"13,811 Million USD",USA,"['Consumer Cyclical', 'Metals', 'Metal Products Manufacturing', 'Packaging Materials', 'Metal Fabrication Products', 'Consumer Durables', 'Packaging', 'Metal Fabrication Products', 'Manufacturing']"
https://www.value.today/company/pt-telekomunikasi-indonesia-tbk,727,PT TELEKOMUNIKASI INDONESIA TBK,Ririek Adriansyah,1856,81 Million USD,Indonesia,"['Communication Services', 'Telecom', 'Mobile Services', 'Fixed Line Service', 'Internet Providers', 'Television Services', 'Utilities', 'Telecom Equipment']"
https://www.value.today/company/willis-towers-watson-public-company,725,WILLIS TOWERS WATSON PUBLIC COMPANY,Carl Hess,2016,"8,998 Million USD",UK,"['Financial Services', 'Insurance']"
https://www.value.today/company/hong-kong-and-china-gas-company,721,HONG KONG AND CHINA GAS COMPANY,Lee Ka-shing,1862,"6,835 Million USD",Hong Kong,"['Utilities', 'Water Utilities', 'Gas Utilities', 'Oil and Gas']"
https://www.value.today/company/west-pharmaceutical-services,723,WEST PHARMACEUTICAL SERVICES,Donald E Morel Jr,1923,"2,831 Million USD",USA,"['Healthcare', 'Pharmaceutical', 'HealthCare Products', 'Chemicals', 'Packaging', 'Medical Equipment']"
https://www.value.today/company/swisscom-ag,724,SWISSCOM AG,Michael Rechsteiner,1998,"11,888 Million USD",Switzerland,"['Communication Services', 'Telecom']"
https://www.value.today/company/chongqing-zhifei-biological-products,729,CHONGQING ZHIFEI BIOLOGICAL PRODUCTS,Not found,1995,"4,461 Million USD",China,"['Healthcare', 'HealthCare Products', 'Biotechnology']"
https://www.value.today/company/transurban-group,723,TRANSURBAN GROUP,Lindsay Maxsted,1996,"2,358 Million USD",Australia,"['Industries', 'Infrastructure']"
https://www.value.today/company/geberit-ag,726,GEBERIT AG,Christian Buhl,1874,"3,678 Million USD",Switzerland,"['Industries', 'Home Improvement', 'Construction Materials', 'Consumer Goods', 'Home Furnishing', 'Building Products and Equipment']"
https://www.value.today/company/mongodb,728,MONGODB,Dev Ittycheria,2007,873 Million USD,USA,"['Technology', 'Software and IT', 'Software Products', 'Software and IT Infrastructure']"
https://www.value.today/company/las-vegas-sands-corp,722,LAS VEGAS SANDS CORP,Robert Glen Goldstein,1988,"4,234 Million USD",USA,"['Consumer Cyclical', 'Hotels', 'Consumer Services']"
https://www.value.today/company/vestas-wind-systems-0,739,VESTAS WIND SYSTEMS A/S,Bert Nordberg,1945,"17,177 Million USD",Denmark,"['Industries', 'Power Equipment', 'Wind Turbines', 'Industry Machinery']"
https://www.value.today/company/v.f.-corporation,732,V.F. CORPORATION,Steve Rendle,1899,"11,841 Million USD",USA,"['Consumer Cyclical', 'Clothing', 'Readymade Clothing', 'Apparels and Accessories', 'Footwear', 'Consumer Non Durables', 'Textile']"
https://www.value.today/company/fomento-economico-mexicanob.-de-c.v.-femsa,731,FOMENTO ECONOMICO MEXICANOB. DE C.V. (FEMSA),Jose Antonio Fernandez,1936,"28,008 Million USD",Mexico,"['Consumer Defensive', 'Non-Alcoholic Beverages', 'Beverages', 'FMCG', 'Consumer Non Durables', 'Alcoholic Beverages']"
https://www.value.today/company/olympus-corporation,738,OLYMPUS CORPORATION,Sumitaka Fujita,1919,"6,340 Million USD",Japan,"['Healthcare', 'Medical Equipment', 'HealthCare Products']"
https://www.value.today/company/wolters-kluwer,730,WOLTERS KLUWER,Nancy McKinstry,1987,"5,258 Million USD",Netherlands,"['Communication Services', 'Software and IT', 'Software Products', 'Publishing']"
https://www.value.today/company/great-west-lifeco,735,GREAT-WEST LIFECO,R. Jeffrey Orr,1891,"51,391 Million USD",Canada,"['Financial Services', 'Insurance', 'Asset Management', 'Investments']"
https://www.value.today/company/orange,736,ORANGE S.A,Stephane Richard,1988,"46,859 Million USD",France,"['Communication Services', 'Telecom', 'Mobile Services', 'Fixed Line Service', 'Television Services', 'Internet Providers', 'Utilities', 'Broadcasting', 'Telecom Equipment']"
https://www.value.today/company/zebra-technologies-corporation,734,ZEBRA TECHNOLOGIES CORPORATION,Michael A. Smith,1969,"5,627 Million USD",USA,"['Technology', 'Computers Hardware', 'Technology Hardware and Instruments', 'Printers', 'Communications Equipment']"
https://www.value.today/company/rocket-companies,737,ROCKET COMPANIES,Dan Gilbert,1985,"12,683 Million USD",USA,['Financial Services']
https://www.value.today/company/costar-group,733,COSTAR GROUP,Michael R. Klein,1987,"1,944 Million USD",USA,"['Real Estate', 'Internet or Mobile App Based Business', 'Software and IT', 'Software Products', 'Business Services']"
https://www.value.today/company/mercadona,742,MERCADONA,Juan Roig,1977,Not found,USA,"['Retail', 'Super Markets']"
https://www.value.today/company/sampo-oyj-0,744,SAMPO OYJ,Bjorn Wahlroos,1909,"14,823 Million USD",Finland,"['Financial Services', 'Insurance']"
https://www.value.today/company/singapore-telecommunications-singtel,742,SINGAPORE TELECOMMUNICATIONS (SINGTEL),simon israel,1879,"11,018 Million USD",Singapore,"['Communication Services', 'Telecom', 'Mobile Services', 'Fixed Line Service', 'Internet Providers', 'Television Services']"
https://www.value.today/company/evolution-gaming-group-ab-publ,741,EVOLUTION GAMING GROUP AB (PUBL),Jens Von Bahr,2006,"1,177 Million USD",Sweden,"['Consumer Cyclical', 'Consumer Services', 'Gaming', 'Gambling']"
https://www.value.today/company/oneok,746,ONEOK,David L Kyle,1906,"16,540 Million USD",USA,"['Energy', 'Oil and Gas', 'Gas Utilities', 'Natural Gas Generation', 'Utilities']"
https://www.value.today/company/extra-space-storage,743,EXTRA SPACE STORAGE,KENNETH M. WOOLLEY,1977,"1,577 Million USD",USA,"['Real Estate', 'Consumer Services', 'Property Investments']"
https://www.value.today/company/semiconductor-corporation,747,ON SEMICONDUCTOR CORPORATION,Alan Campbell,1999,"6,739 Million USD",USA,"['Technology', 'Semiconductors', 'Electronics', 'Technology Hardware and Instruments']"
https://www.value.today/company/schindler-holding-ag,740,SCHINDLER HOLDING AG,Silvio Napoli,1874,"11,944 Million USD",Switzerland,"['Industries', 'Escalators', 'Elevators', 'Building Automation', 'Capital Goods', 'Machinery Manufacturing', 'Automation', 'Manufacturing', 'Industry Machinery']"
https://www.value.today/company/ntt-data-corporation,745,NTT DATA CORPORATION,Hironari Tomioka,1978,"18,621 Million USD",Japan,"['Technology', 'Software and IT', 'Software Consulting Services', 'Software Products']"
https://www.value.today/company/mitsubishi-electric-corporation,748,MITSUBISHI ELECTRIC CORPORATION,Mitoji Yabunaka,1921,"32,667 Million USD",Japan,"['Industries', 'Electronics', 'Electrical Products', 'Air Conditioners', 'Semiconductors', 'Building Automation', 'Power Systems', 'Space Products', 'Aerospace Products', 'Defense Products', 'Satellites', 'Power Generation', 'Aerospace and Defense', 'Automation']"
https://www.value.today/company/pge-corporation,757,PACIFIC GAS & ELECTRIC CORPORATION,Robert Flexon,1905,"20,642 Million USD",USA,"['Utilities', 'Energy', 'Gas Utilities', 'Electric Utilities', 'Power Generation', 'Electric Vehicle Charging Station']"
https://www.value.today/company/albemarle-corporation,753,ALBEMARLE CORPORATION,KENT MASTERS,1994,"3,327 Million USD",USA,"['Basic Materials', 'Chemicals']"
https://www.value.today/company/slack-technologies,750,SLACK TECHNOLOGIES,Stewart Butterfield,2009,902 Million USD,USA,"['Technology', 'Software and IT', 'Software Products']"
https://www.value.today/company/shenzhen-inovance-technology,758,SHENZHEN INOVANCE TECHNOLOGY,Xing Ming Zhu,2003,"2,611 Million USD",China,"['Industries', 'Technology Hardware and Instruments', 'Technology', 'Electrical Products']"
https://www.value.today/company/vulcan-materials-company,754,VULCAN MATERIALS COMPANY,J. Thomas Hill,1909,"5,552 Million USD",USA,"['Basic Materials', 'Construction Materials', 'Mining', 'Metals']"
https://www.value.today/company/cheniere-energy,755,CHENIERE ENERGY,G. Andrea Botta,1996,"15,864 Million USD",USA,"['Energy', 'Oil and Gas', 'Natural Gas Generation']"
https://www.value.today/company/cenovus-energy,751,CENOVUS ENERGY,Keith A. MacPhail,2009,"37,030 Million USD",Canada,"['Energy', 'Oil and Gas']"
https://www.value.today/company/amerisourcebergen-corporation,749,AMERISOURCEBERGEN CORPORATION,Steven H. Collis,1985,"214,000 Million USD",USA,"['Healthcare', 'Retail', 'Pharmacy', 'Marketing Services', 'Pharmaceutical', 'Healthcare Service', 'HealthCare Products']"
https://www.value.today/company/goertek,752,GOERTEK,Bin Jiang,2001,"11,383 Million USD",China,"['Technology', 'Consumer Electronics', 'Electronics', 'Watches', 'Gaming', 'Sensors']"
https://www.value.today/company/ecopetrol,756,ECOPETROL,Felipe Bayon,1951,"24,404 Million USD",Colombia,"['Energy', 'Oil and Gas', 'Natural Gas Generation', 'Petrochemicals', 'Petroleum', 'Fuels', 'Lubricants', 'Chemicals']"
https://www.value.today/company/united-microelectronics-corporation,762,UNITED MICROELECTRONICS CORPORATION,Stan Hung,1980,"7,421 Million USD",Taiwan,"['Technology', 'Electronics', 'Semiconductors', 'Technology Hardware and Instruments', 'Processors / Chips']"
https://www.value.today/company/peugeot,762,PEUGEOT,Robert Peugeot,1896,"88,183 Million USD",France,"['Consumer Cyclical', 'Automobile', 'Cars', 'Commercial Vehicles', 'Sports Vehicles', 'Electric Vehicles', 'Passenger Vehicles']"
https://www.value.today/company/kubota-corporation,767,KUBOTA CORPORATION,Masatoshi Kimata,1890,"18,013 Million USD",Japan,"['Industries', 'Tractors', 'Automobile', 'Heavy Vehicles', 'Agriculture Machinery', 'Construction Equipment', 'Machinery Manufacturing', 'Manufacturing', 'Heavy Machinery']"
https://www.value.today/company/shenzhou-international-group-holdings,764,SHENZHOU INTERNATIONAL GROUP HOLDINGS,Jian Rong Ma,2005,"3,470 Million USD",China,"['Consumer Cyclical', 'Clothing', 'Textile']"
https://www.value.today/company/expedia-group,763,EXPEDIA GROUP,Barry Diller,1996,"8,598 Million USD",USA,"['Consumer Cyclical', 'Travel and Transport', 'Hotels', 'eCommerce', 'Internet or Mobile App Based Business', 'Transportation', 'Consumer Services']"
https://www.value.today/company/ganfeng-lithium,759,GANFENG LITHIUM,Huaan Huang,2000,"1,624 Million USD",China,"['Basic Materials', 'Chemicals', 'Batteries']"
https://www.value.today/company/kerry-group,761,KERRY GROUP,Philip Toomey,1972,"8,100 Million USD",Ireland,"['Consumer Defensive', 'Food Products', 'Non-Alcoholic Beverages', 'Beverages', 'Dairy Products', 'Meat / Poultry / Fish / Chicken', 'FMCG', 'Consumer Goods', 'Food and Beverage', 'Meat / Poultry / Fish / Chicken', 'Package Foods']"
https://www.value.today/company/kansas-city-southern,766,KANSAS CITY SOUTHERN,Robert J. Druten,1887,"2,632 Million USD",USA,"['Industries', 'Railway', 'Railway Operating Company', 'Rail Transport', 'Transportation', 'Freight Transport']"
https://www.value.today/company/laboratory-corporation-america-holdings,760,LABORATORY CORPORATION OF AMERICA HOLDINGS,Adam H. Schechter,1978,"16,120 Million USD",USA,"['Healthcare', 'Health Care Diagnostics', 'Healthcare Service', 'HealthCare Products']"
https://www.value.today/company/qinghai-salt-lake-industry,765,QINGHAI SALT LAKE INDUSTRY,Zheng Changshan,1997,"2,151 Million USD",China,"['Basic Materials', 'Fertilizers', 'Chemicals', 'Agriculture Related']"
https://www.value.today/company/northern-trust-corporation,776,NORTHERN TRUST CORPORATION,Michael O Grady,1889,"6,464 Million USD",USA,"['Financial Services', 'Banking Services', 'Asset Management', 'Investments', 'Wealth Management']"
https://www.value.today/company/cdw-corporation,775,CDW CORPORATION,John A. Edwardson,1984,"20,820 Million USD",USA,"['Technology', 'Software and IT', 'Software Products', 'Consumer Services']"
https://www.value.today/company/fresenius-se,771,FRESENIUS SE,Stephan Sturm,1912,"41,347 Million USD",Germany,"['Healthcare', 'Hospitals', 'HealthCare Products', 'Healthcare Service']"
https://www.value.today/company/flutter-entertainment,773,FLUTTER ENTERTAINMENT,Peter Jackson,2016,"7,901 Million USD",Ireland,"['Consumer Cyclical', 'Gambling', 'Entertainment', 'Gaming']"
https://www.value.today/company/china-everbright-bank-company,769,CHINA EVERBRIGHT BANK COMPANY,Jiang Wang,1992,"22,468 Million USD",China,"['Financial Services', 'Banking Services']"
https://www.value.today/company/webank,770,WEBANK,David Ku,2014,Not found,China,"['Technology', 'Financial Services', 'Banking Services', 'Artificial Intelligence', 'Big Data', 'Cloud Services']"
https://www.value.today/company/loblaw-companies,768,LOBLAW COMPANIES,Galen G. Weston,1919,"42,472 Million USD",Canada,"['Consumer Defensive', 'Retail', 'Super Markets', 'Food Products', 'Pharmacy', 'Financial Services', 'Apparels and Accessories', 'Fashion and Luxury Goods', 'Food and Beverage', 'Luxury Goods']"
https://www.value.today/company/saudi-electricity-company-0,774,SAUDI ELECTRICITY COMPANY,Khalid Bin Saleh Al-Sultan,2000,"18,490 Million USD",Saudi Arabia,"['Utilities', 'Energy', 'Electricity Generation', 'Power Generation', 'Electric Utilities']"
https://www.value.today/company/hormel-foods-corporation,770,HORMEL FOODS CORPORATION,Jeffrey Ettinger,1891,"11,386 Million USD",USA,"['Consumer Defensive', 'Food Products', 'Meat / Poultry / Fish / Chicken', 'Dairy Products', 'Consumer Non Durables', 'Meat / Poultry / Fish / Chicken', 'FMCG', 'Package Foods']"
https://www.value.today/company/cerner-corporation,772,CERNER CORPORATION,Neal Patterson,1979,"5,505 Million USD",USA,"['Healthcare', 'Software and IT', 'Technology', 'HealthCare Products', 'Healthcare Service', 'Software Products', 'Healthcare Technology and Information']"
https://www.value.today/company/evergreen-marine-corporation-taiwan,777,EVERGREEN MARINE CORPORATION (TAIWAN),Cheng-Yung Chang ,1968,"16,297 Million USD",Taiwan,"['Industries', 'Transportation', 'Shipping', 'Freight Transport']"
https://www.value.today/company/china-international-capital-corporation,780,CHINA INTERNATIONAL CAPITAL CORPORATION,Shen Rujun,1995,"5,407 Million USD",China,"['Financial Services', 'Stock Markets, Trading, Capital Markets']"
https://www.value.today/company/southwest-airlines,781,SOUTHWEST AIRLINES,Gary Kelly,1967,"15,790 Million USD",USA,"['Industries', 'Airlines', 'Aviation', 'Transportation', 'Travel and Transport']"
https://www.value.today/company/hess-corporation,782,HESS CORPORATION,John B. Hess,1933,"7,473 Million USD",USA,"['Energy', 'Oil and Gas', 'Natural Gas Generation', 'Petroleum', 'Petrochemicals', 'Chemicals']"
https://www.value.today/company/martin-marietta-materials,785,MARTIN MARIETTA MATERIALS,C. Howard Nye,1949,"5,414 Million USD",USA,"['Basic Materials', 'Construction Materials', 'Mining', 'Metals']"
https://www.value.today/company/liberty-broadband-corporation,783,LIBERTY BROADBAND CORPORATION,Dr. John C. Malone,2014,988 Million USD,USA,"['Communication Services', 'Telecom', 'Internet Providers', 'Television Services', 'Consumer Services', 'Media', 'Advertising', 'Entertainment']"
https://www.value.today/company/imperial-oil,786,IMPERIAL OIL,David Cornhill,1880,"29,961 Million USD",Canada,"['Energy', 'Oil and Gas', 'Natural Gas Generation', 'Petroleum', 'Chemicals']"
https://www.value.today/company/zimmer-biomet-holdings,784,ZIMMER BIOMET HOLDINGS,Christopher B. Begley,1927,"7,836 Million USD",USA,"['Healthcare', 'Medical Equipment', 'HealthCare Products']"
https://www.value.today/company/docusign,778,DOCUSIGN,Dan Springer,2003,"2,107 Million USD",USA,"['Technology', 'Software and IT', 'Cloud Services', 'Software Products']"
https://www.value.today/company/heineken-holding,779,HEINEKEN HOLDING,Dolf van den Brink,1864,"24,179 Million USD",Netherlands,"['Consumer Defensive', 'Alcoholic Beverages', 'Beverages', 'Beer']"
https://www.value.today/company/industries-qatar,787,INDUSTRIES QATAR,Al-Suwaidi,2003,"3,893 Million USD",Qatar,"['Basic Materials', 'Chemicals', 'Petrochemicals', 'Fertilizers', 'Iron and Steel', 'Metals']"
https://www.value.today/company/hengli-petrochemical,792,HENGLI PETROCHEMICAL,Chen Jianhua,1999,"28,811 Million USD",China,"['Consumer Cyclical', 'Energy', 'Chemicals', 'Petrochemicals', 'Oil and Gas', 'Textile']"
https://www.value.today/company/baoshan-iron-steel,791,BAOSHAN IRON & STEEL,Ji Xin Zou,2000,"53,163 Million USD",China,"['Basic Materials', 'Iron and Steel', 'Mining', 'Metals']"
https://www.value.today/company/delta-electronics,790,DELTA ELECTRONICS,Hai Ying Jun Yancey,1971,"10,963 Million USD",Taiwan,"['Technology', 'Electronics', 'Technology Hardware and Instruments', 'Capital Goods']"
https://www.value.today/company/flipkart,790,FLIPKART,Sachin Bansal,2007,Not found,India,"['eCommerce', 'Internet or Mobile App Based Business', 'Technology', 'Retail', 'Software and IT']"
https://www.value.today/company/delta-air-lines,794,DELTA AIR LINES,Francis S. Blake,1925,"29,899 Million USD",USA,"['Industries', 'Airlines', 'Aviation', 'Transportation']"
https://www.value.today/company/national-bank-canada,788,NATIONAL BANK OF CANADA,Jean Houde,1859,"6,847 Million USD",Canada,"['Financial Services', 'Banking Services']"
https://www.value.today/company/panasonic-corporation,793,PANASONIC CORPORATION,Manish Sharma,1918,"53,916 Million USD",Japan,"['Technology', 'Electronics', 'Home Appliances', 'Air Conditioners', 'Technology Hardware and Instruments', 'Mobiles', 'Projectors', ""TV's"", 'Cameras & Accessories', 'Tablets', 'Semiconductors', 'Mobiles & Accessories', 'Consumer Electronics', 'Industrial Electrical Electronics', 'Lighting Products']"
https://www.value.today/company/rwe,795,RWE,Manfred Schneider,1898,"24,519 Million USD",Germany,"['Utilities', 'Electric Utilities', 'Electric Vehicle Charging Station']"
https://www.value.today/company/sun-pharmaceutical-industries,789,SUN PHARMACEUTICAL INDUSTRIES,ISRAEL MAKOV,1983,"4,810 Million USD",India,"['Healthcare', 'Pharmaceutical', 'HealthCare Products', 'Biotechnology', 'Technology']"
https://www.value.today/company/synchrony-financial,799,SYNCHRONY FINANCIAL,Margaret M. Keane,2003,"14,720 Million USD",USA,"['Financial Services', 'Credit Cards', 'Digital Payment Solution Services']"
https://www.value.today/company/allegro,796,ALLEGRO,Yoshihiro (Zen) Suzuki,1999,"1,042 Million USD",Poland,"['eCommerce', 'Internet or Mobile App Based Business', 'Technology']"
https://www.value.today/company/coca-cola-european-partners,797,COCA-COLA EUROPACIFIC PARTNERS PLC,Sol Daurella ,2016,"15,167 Million USD",UK,"['Consumer Defensive', 'Beverages', 'Non-Alcoholic Beverages', 'FMCG']"
https://www.value.today/company/adani-total-gas-limited,801,ADANI TOTAL GAS LIMITED,Gautam S Adani,2004,376 Million USD,India,"['Utilities', 'Gas Utilities']"
https://www.value.today/company/ongc,796,ONGC,Alka Mittal,1956,"61,473 Million USD",India,"['Energy', 'Oil and Gas', 'Natural Gas Generation', 'Petroleum', 'Petrochemicals', 'Lubricants', 'Chemicals']"
https://www.value.today/company/verisign,798,VERISIGN,D. James Bidzos,1995,"1,327 Million USD",USA,"['Technology', 'Internet or Mobile App Based Business', 'Network Hardware and Software', 'Infrastructure', 'Software and IT', 'Software Products', 'Software and IT Infrastructure']"
https://www.value.today/company/saudi-arabian-mining-company-maaden,803,SAUDI ARABIAN MINING COMPANY (MA'ADEN),Yasir Bin Othman Al-Rumayyan,1997,"7,138 Million USD",Saudi Arabia,"['Basic Materials', 'Mining', 'Gold Mining', 'Bauxite Mining', 'Aluminum', 'Copper Mining', 'Zinc', 'Silver Mining']"
https://www.value.today/company/jd-digits,801,JD DIGITS,Richard Qiangdong Liu,Not found,"139,880 Million USD",China,"['Financial Services', 'Internet or Mobile App Based Business', 'Technology']"
https://www.value.today/company/dover-corporation,800,DOVER CORPORATION,Richard J. Tobin,1955,"7,907 Million USD",USA,"['Industries', 'Machinery Manufacturing', 'Technology', 'Manufacturing', 'Engineering Products', 'Industry Machinery']"
https://www.value.today/company/ryanair-holdings,802,RYANAIR HOLDINGS,Stan McCarthy,1984,"4,799 Million USD",Ireland,"['Industries', 'Aviation', 'Transportation', 'Freight Transport', 'Airlines']"
https://www.value.today/company/airports-thailand-0,813,AIRPORTS OF THAILAND,Prasong Poontaneat ,1979,904 Million USD,Thailand,"['Industries', 'Airports Operating', 'Infrastructure']"
https://www.value.today/company/w.w.-grainger,809,W.W. GRAINGER,D.G. Macpherson,1927,"13,022 Million USD",USA,"['Industries', 'Retail', 'eCommerce', 'Internet or Mobile App Based Business', 'B2B Services', 'Consumer Services', 'Office Equipment']"
https://www.value.today/company/teleperformance-se,810,TELEPERFORMANCE SE,Daniel Julien,1978,"7,841 Million USD",France,"['Industries', 'Business Services']"
https://www.value.today/company/fortum-oyj-0,805,FORTUM OYJ,Veli-Matti Reinikkala,1998,"123,860 Million USD",Finland,"['Utilities', 'Electricity Generation', 'Power Generation', 'Electric Utilities', 'Renewable Energy']"
https://www.value.today/company/seattle-genetics,804,SEAGEN,Clay B Siegall,1997,"1,574 Million USD",USA,"['Healthcare', 'Biotechnology', 'HealthCare Products', 'Technology']"
https://www.value.today/company/smoore-international-holdings,807,SMOORE INTERNATIONAL HOLDINGS,Chen Zhiping,2009,"2,002 Million USD",China,"['Tobacco Products', 'Tobacco and Cigarette']"
https://www.value.today/company/live-nation-entertainment,812,LIVE NATION ENTERTAINMENT,Maffei. Greg,1996,"6,268 Million USD",USA,"['Communication Services', 'Consumer Services', 'Entertainment']"
https://www.value.today/company/adani-transmissions,808,ADANI TRANSMISSIONS,Gautam Adani,2015,"1,372 Million USD",India,"['Utilities', 'Electric Utilities']"
https://www.value.today/company/toyota-industries-corporation,806,TOYOTA INDUSTRIES CORPORATION,Hisahiro Koketsu,1926,"19,740 Million USD",Japan,"['Consumer Cyclical', 'Automobile', 'Automobile Parts', 'Machinery Manufacturing', 'Manufacturing']"
https://www.value.today/company/ck-hutchison-holdings,811,CK HUTCHISON HOLDINGS,Li Ka-shing,2014,"35,794 Million USD",Hong Kong,"['Industries', 'Conglomerate', 'Telecom', 'Energy', 'Infrastructure', 'Retail']"
https://www.value.today/company/teradyne,820,TERADYNE,Tufano,1960,"3,702 Million USD",USA,"['Technology', 'Semiconductors', 'Artificial Intelligence']"
https://www.value.today/company/nestle-india,821,NESTLE INDIA,Suresh Narayanan,1959,"1,832 Million USD",India,"['Consumer Defensive', 'FMCG', 'Food Products', 'Food and Beverage', 'Package Foods']"
https://www.value.today/company/apa-group,816,APA GROUP,Not found,2000,"1,873 Million USD",Australia,"['Utilities', 'Gas Utilities']"
https://www.value.today/company/ems-chemie-holding-ag,815,EMS-CHEMIE HOLDING AG,Bernhard Merki,1936,"2,339 Million USD",Switzerland,"['Basic Materials', 'Chemicals', 'Plastics / Plastic Products']"
https://www.value.today/company/fortive-corporation,819,FORTIVE CORPORATION,Alan G,2016,"5,254 Million USD",USA,"['Technology', 'Technology Hardware and Instruments', 'Software and IT', 'Software Products', 'Automation', 'Robotics', 'Machinery Manufacturing', 'Engineering Products', 'Capital Goods', 'Manufacturing']"
https://www.value.today/company/crrc-corporation,823,CRRC CORPORATION,Liu Hualong,2015,"35,462 Million USD",China,"['Industries', 'Railway', 'Railway Vehicles and Railway Components']"
https://www.value.today/company/veolia-environnement,818,VEOLIA ENVIRONNEMENT,Antoine Frerot,1853,"28,500 Million USD",France,"['Industries', 'Environmental Services', 'Professional Services', 'Waste and Trash Management']"
https://www.value.today/company/magna-international,822,MAGNA INTERNATIONAL,Robert F. MacLellan,1957,"1,083 Million USD",Canada,"['Consumer Cyclical', 'Automobile', 'Automobile Parts', 'Capital Goods']"
https://www.value.today/company/church-dwight,817,CHURCH & DWIGHT,MATTHEW T. FARRELL,1846,"5,190 Million USD",USA,"['Consumer Defensive', 'FMCG', 'Home Care Products', 'Home Cleaning Accessories', 'Personal Care Products', 'Consumer Non Durables', 'HealthCare Products']"
https://www.value.today/company/tractor-supply-company,814,TRACTOR SUPPLY COMPANY,Hal Lawton,1938,"12,731 Million USD",USA,"['Consumer Cyclical', 'eCommerce', 'Retail', 'Consumer Services', 'Agriculture Machinery']"
https://www.value.today/company/china-minsheng-banking,825,CHINA MINSHENG BANKING,Gao Yingxin,1996,"24,814 Million USD",China,"['Financial Services', 'Banking Services']"
https://www.value.today/company/mccormick-company,824,MCCORMICK & COMPANY,Robert J. Lawless,1889,"6,317 Million USD",USA,"['Consumer Defensive', 'Food Products', 'FMCG', 'Consumer Non Durables', 'Package Foods']"
https://www.value.today/company/telefonica-sa,833,TELEFONICA SA,Jose Maria Alvarez-Pallete Lopez,1924,"43,283 Million USD",Spain,"['Communication Services', 'Telecom', 'Mobile Services', 'Internet Providers', 'Utilities', 'Telecom Equipment']"
https://www.value.today/company/canon,831,CANON,Fujio Mitarai,1937,"25,637 Million USD",Japan,"['Technology', 'Cameras & Accessories', 'Medical Equipment', 'Audio & Video Systems', 'Printers', 'Electronics', 'Machinery Manufacturing', 'Consumer Electronics', 'Manufacturing', 'Video Making Products', 'Computers Hardware']"
